SPK_SPKC01a (no response),SPK_SPKC05a (exc/inh),SPK_SPKC06a (no response),SPK_SPKC07a (no response),SPK_SPKC11a (no opto-tagging)
1144.56695,1191.1591,1232.0208,,1200.48835
1144.593925,1191.2104,1232.06715,,1200.6975
1144.6019,1191.29185,1232.094475,,1200.790025
1144.6081,1191.321275,1232.124125,,1200.87045
1144.61855,1191.417025,1232.169575,,1200.9517
1144.662375,1191.4743,1232.204375,,1201.021375
1144.700575,1191.5132,1232.231175,,1201.130625
1144.73225,1191.5484,1232.391225,,1201.1793
1144.777425,1191.5746,1232.630675,,1201.2464
1144.8163,1191.6217,1232.655925,,1201.444125
1144.8501,1191.655225,1232.699425,,1201.66445
1144.876325,1191.726325,1232.789425,,1201.696875
1144.90345,1191.754775,1232.8953,,1201.748275
1144.93025,1191.796875,1232.97165,,1201.9069
1144.951625,1191.847775,1233.06745,,1201.936675
1145.004975,1191.9234,1233.131125,,1201.983825
1145.019875,1191.954725,1233.201175,,1201.9924
1145.026075,1191.979575,1233.24105,,1202.151
1145.060175,1192.035225,1233.321525,,1202.183075
1145.07055,1192.06035,1233.76335,,1202.449275
1145.10305,1192.0951,1233.88815,,1202.486875
1145.117,1192.11095,1233.99075,,1202.530725
1145.129375,1192.1365,1234.019925,,1202.649275
1145.159275,1192.27655,1234.05425,,1202.6773
1145.179075,1192.30475,1234.212475,,1202.71825
1145.19025,1192.32755,1234.3433,,1202.7742
1145.23365,1192.3782,1234.434375,,1202.951575
1145.258025,1192.409425,1234.46645,,1203.081275
1145.279925,1192.4596,1234.510925,,1203.271625
1145.298425,1192.50295,1234.537425,,1203.320225
1145.331125,1192.5118,1234.58555,,1203.34795
1145.3643,1192.56865,1234.7323,,1203.50725
1145.379825,1192.613975,1234.74985,,1203.51245
1145.39245,1192.63845,1234.76545,,1203.5768
1145.406375,1192.695875,1234.824575,,1203.726875
1145.433975,1192.777025,1235.19,,1203.75905
1145.467075,1192.8155,1235.284825,,1203.78365
1145.48305,1192.95875,1235.37805,,1204.0712
1145.491925,1192.981825,1235.453,,1204.1405
1145.515475,1193.01785,1235.489675,,1204.2309
1145.520125,1193.054625,1235.562225,,1204.262625
1145.54145,1193.098925,1235.628175,,1204.29455
1145.596375,1193.258125,1235.7545,,1204.36835
1145.623875,1193.2892,1235.8123,,1204.4445
1145.6559,1193.3189,1235.857625,,1204.50175
1145.693375,1193.3533,1235.89045,,1204.6236
1145.708475,1193.3825,1235.92955,,1204.801125
1145.765725,1193.418425,1235.97975,,1204.975125
1145.7699,1193.472825,1236.0559,,1205.27445
1145.8094,1193.491125,1236.0868,,1205.3605
1145.8272,1193.541,1236.12015,,1205.57235
1145.84935,1193.591025,1236.155175,,1205.95045
1145.883025,1193.633875,1236.329275,,1206.041475
1145.908525,1193.686775,1236.43055,,1206.0595
1145.92835,1193.727875,1236.4887,,1206.13285
1145.990875,1193.761175,1236.5441,,1206.278575
1146.067425,1193.80005,1236.5835,,1206.334675
1146.0862,1193.82375,1236.660825,,1206.50985
1146.139725,1193.855125,1236.759975,,1206.524875
1146.159275,1193.881775,1236.87815,,1206.8841
1146.1909,1193.907175,1236.90615,,1206.960475
1146.21845,1193.931225,1236.967675,,1207.138075
1146.235575,1193.97555,1237.008525,,1207.1575
1146.250175,1193.998475,1237.0424,,1207.46475
1146.28485,1194.067775,1237.0806,,1207.5316
1146.32115,1194.0993,1237.1341,,1207.697475
1146.342275,1194.13585,1237.181925,,1207.850025
1146.35205,1194.178625,1237.236325,,1207.896175
1146.364625,1194.216,1237.281925,,1207.9868
1146.40635,1194.23725,1237.442925,,1208.1572
1146.42315,1194.267725,1237.64725,,1208.2391
1146.47975,1194.296175,1237.72695,,1208.56715
1146.492,1194.368325,1237.77825,,1208.63575
1146.514025,1194.408375,1237.827025,,1208.74925
1146.55365,1194.449325,1237.856275,,1208.812125
1146.567875,1194.47,1237.985625,,1208.93685
1146.5797,1194.50205,1238.13155,,1209.13295
1146.592925,1194.527125,1238.1598,,1209.176075
1146.627725,1194.57105,1238.2157,,1209.200775
1146.6591,1194.6015,1238.280825,,1209.222725
1146.72485,1194.659375,1238.373,,1209.641
1146.736625,1194.69195,1238.42725,,1209.668125
1146.751775,1194.7365,1238.5109,,1209.757625
1146.78665,1194.758375,1238.544775,,1209.8829
1146.818425,1194.793825,1238.676725,,1210.32105
1146.8282,1194.8732,1238.7307,,1210.35955
1146.8477,1194.9259,1238.880975,,1210.441425
1146.928725,1195.008875,1238.93805,,1210.5923
1146.945925,1195.05065,1238.9576,,1210.62885
1146.96285,1195.09315,1238.986075,,1210.64695
1146.9825,1195.12655,1239.05665,,1210.690675
1147.013025,1195.15405,1239.130125,,1210.7353
1147.0251,1195.195425,1239.1955,,1210.944475
1147.047025,1195.2189,1239.4555,,1211.02565
1147.06415,1195.2527,1239.471,,1211.1865
1147.096975,1195.299425,1239.505625,,1211.270625
1147.1321,1195.33215,1239.545525,,1211.314225
1147.147925,1195.3573,1239.603425,,1211.465125
1147.167375,1195.395475,1239.7457,,1211.58485
1147.191525,1195.424475,1239.91315,,1211.64455
1147.212775,1195.452425,1240.01235,,1211.725225
1147.29905,1195.512825,1240.045225,,1212.0031
1147.331025,1195.551425,1240.139625,,1212.047025
1147.353125,1195.577,1240.21945,,1212.054875
1147.365075,1195.598925,1240.296325,,1212.257175
1147.39985,1195.64525,1240.3255,,1212.3907
1147.440225,1195.6733,1240.357,,1212.445625
1147.46935,1195.713825,1240.4108,,1212.59255
1147.486,1195.7554,1240.577325,,1212.5977
1147.4983,1195.7849,1240.8086,,1212.70735
1147.53045,1195.813975,1240.88645,,1212.949525
1147.5493,1195.855625,1240.929475,,1213.06545
1147.63055,1195.8991,1240.980225,,1213.137425
1147.649875,1195.938875,1241.164825,,1213.1948
1147.670375,1195.9693,1241.204375,,1213.30725
1147.685775,1196.012775,1241.3689,,1213.4162
1147.70425,1196.050225,1241.465325,,1213.64455
1147.7174,1196.114625,1241.50395,,1213.694175
1147.735325,1196.149025,1241.588875,,1213.866975
1147.7487,1196.19975,1241.655075,,1213.9012
1147.7636,1196.232525,1241.731125,,1213.910275
1147.8287,1196.25845,1241.800375,,1214.032775
1147.879175,1196.30535,1241.842025,,1214.061525
1147.925425,1196.33515,1241.9304,,1214.2318
1147.935625,1196.38155,1242.034425,,1214.310825
1147.968375,1196.456525,1242.06885,,1214.35545
1147.992725,1196.551,1242.081925,,1214.476075
1148.0597,1196.63795,1242.102825,,1214.6084
1148.14865,1196.68575,1242.1163,,1214.646575
1148.1558,1196.708475,1242.12905,,1214.8308
1148.166125,1196.744775,1242.148175,,1215.02045
1148.18295,1196.815875,1242.198625,,1215.0325
1148.19055,1196.847625,1242.244625,,1215.07095
1148.231875,1196.8879,1242.391325,,1215.09085
1148.3189,1196.930925,1242.686225,,1215.25505
1148.38425,1196.950725,1242.722625,,1215.288
1148.4193,1196.988075,1242.741975,,1215.305625
1148.471425,1197.029475,1242.781725,,1215.32815
1148.48375,1197.094175,1243.22865,,1215.45265
1148.557475,1197.160975,1243.25775,,1215.5167
1148.617475,1197.253775,1243.564675,,1215.5271
1148.642525,1197.297575,1243.6704,,1215.53165
1148.669275,1197.3322,1243.72005,,1215.5483
1148.69185,1197.389475,1243.8614,,1215.70725
1148.7114,1197.44285,1243.93335,,1215.755725
1148.723925,1197.500725,1243.9955,,1215.81155
1148.745875,1197.532875,1244.0152,,1215.94885
1148.764475,1197.57355,1244.0254,,1215.978125
1148.781,1197.648575,1244.0486,,1216.1166
1148.7947,1197.675475,1244.050425,,1216.1455
1148.8258,1197.710525,1244.213125,,1216.21
1148.85355,1197.74035,1244.3423,,1216.22845
1148.8853,1197.797475,1244.3853,,1216.234675
1148.953325,1197.835175,1244.4191,,1216.319425
1148.9955,1197.867775,1244.471575,,1216.379475
1149.0342,1197.900875,1244.490025,,1216.4737
1149.0812,1197.936875,1244.883675,,1216.522
1149.124525,1198.006975,1244.978775,,1216.5407
1149.163,1198.03655,1245.22485,,1216.596425
1149.172925,1198.075075,1245.25395,,1216.688925
1149.1982,1198.097,1245.33375,,1216.722975
1149.22005,1198.1379,1245.3908,,1216.8622
1149.2468,1198.163625,1245.451875,,1217.60895
1149.252625,1198.195325,1245.519375,,1218.17765
1149.273825,1198.2528,1245.5824,,1218.197
1149.281875,1198.277475,1245.658725,,1218.207775
1149.304125,1198.344125,1245.833225,,1218.46745
1149.339,1198.371075,1245.922225,,1218.575275
1149.357725,1198.396525,1245.989,,1218.5856
1149.364975,1198.441525,1246.03,,1218.603275
1149.37025,1198.4854,1246.05265,,1218.66275
1149.37745,1198.5621,1246.07725,,1219.02585
1149.38805,1198.5878,1246.120225,,1219.1139
1149.439475,1198.62355,1246.228475,,1219.21625
1149.51625,1198.672,1246.258475,,1219.2716
1149.5372,1198.703875,1246.309575,,1219.40335
1149.5626,1198.75105,1246.347125,,1219.55375
1149.60325,1198.780225,1246.4097,,1219.8696
1149.62375,1198.83995,1246.437925,,1219.96095
1149.63905,1198.87465,1246.47995,,1220.100075
1149.659775,1198.904025,1246.506775,,1220.20665
1149.682025,1198.934175,1246.59855,,1220.2232
1149.7029,1199.00885,1246.679575,,1220.278325
1149.7219,1199.049575,1246.727775,,1220.69955
1149.742875,1199.077325,1246.7728,,1220.76575
1149.796625,1199.09675,1246.81265,,1220.807225
1149.808475,1199.136,1246.88345,,1221.3222
1149.82255,1199.165025,1246.90525,,1221.807175
1149.856725,1199.2065,1246.93725,,1221.835975
1149.874325,1199.268075,1247.075775,,1222.216275
1149.8972,1199.300525,1247.108625,,1222.88235
1149.936625,1199.35325,1247.14935,,1223.282475
1149.995975,1199.403,1247.208175,,1223.2866
1150.02635,1199.438325,1247.271,,1223.4306
1150.09025,1199.465225,1247.3847,,1223.670975
1150.101325,1199.4863,1247.4838,,1223.991275
1150.11835,1199.657225,1247.559575,,1224.0397
1150.1615,1199.703325,1247.584525,,1224.31015
1150.1971,1199.73665,1247.6149,,1224.454875
1150.215775,1199.7771,1247.68185,,1224.82705
1150.240075,1199.894075,1247.737775,,1225.224725
1150.29865,1199.9295,1247.78105,,1225.574425
1150.318575,1199.9629,1247.873275,,1228.55475
1150.33525,1200.011875,1247.9109,,1228.751125
1150.3605,1200.09125,1247.9509,,1228.7956
1150.370525,1200.207475,1248.0023,,1229.04955
1150.421225,1200.273925,1248.053425,,1229.25905
1150.4348,1200.3278,1248.093925,,1229.7704
1150.4834,1200.3805,1248.145225,,1229.91925
1150.49555,1200.435075,1248.224825,,1230.212825
1150.5147,1200.480625,1248.255025,,1230.5749
1150.53645,1200.52925,1248.311725,,1231.0787
1150.59095,1200.551225,1248.343,,1231.47535
1150.6027,1200.602975,1248.3833,,1231.639825
1150.6174,1200.63475,1248.426575,,1232.009
1150.641025,1200.7083,1248.473225,,1232.11165
1150.6704,1200.722625,1248.5524,,1232.182475
1150.7062,1200.7634,1248.82775,,1232.2314
1150.743325,1200.81225,1248.875475,,1232.582975
1150.81345,1200.845275,1248.913275,,1232.918125
1150.86585,1200.89205,1248.951075,,1233.14155
1150.8873,1200.9193,1248.98215,,1233.321975
1150.9301,1200.97985,1249.013175,,1233.343025
1150.938675,1201.04335,1249.0336,,1233.3521
1150.953425,1201.0788,1249.0713,,1233.3658
1150.96415,1201.1141,1249.117125,,1233.777075
1150.99745,1201.16425,1249.153075,,1233.815625
1151.051,1201.2098,1249.199925,,1233.986325
1151.058,1201.238225,1249.229975,,1234.074275
1151.07185,1201.312875,1249.297675,,1234.163825
1151.099825,1201.35175,1249.3339,,1235.202775
1151.125825,1201.41875,1249.3622,,1235.2531
1151.1541,1201.445775,1249.547775,,1235.33605
1151.161325,1201.492675,1249.62865,,1235.71765
1151.1769,1201.5172,1249.686775,,1235.927075
1151.206375,1201.5776,1249.762425,,1236.367725
1151.24065,1201.682525,1249.905725,,1236.469275
1151.26085,1201.74795,1249.965,,1236.98785
1151.2819,1201.7882,1250.02685,,1237.07775
1151.303125,1201.814025,1250.06435,,1237.1951
1151.3179,1201.8522,1250.161,,1237.651475
1151.33625,1201.874925,1250.17925,,1238.12475
1151.3524,1201.9112,1250.2116,,1238.18735
1151.36465,1201.9602,1250.28755,,1238.25825
1151.392175,1201.985775,1250.3589,,1238.352425
1151.409825,1202.0571,1250.4404,,1238.8993
1151.433625,1202.0899,1250.4834,,1238.971225
1151.4507,1202.1311,1250.559425,,1239.038175
1151.4707,1202.20085,1250.6235,,1239.245425
1151.51335,1202.22725,1250.672,,1239.5611
1151.5412,1202.27845,1250.7599,,1239.61385
1151.554425,1202.41565,1250.843575,,1239.6406
1151.583225,1202.49415,1250.887475,,1239.73675
1151.6173,1202.58735,1250.91715,,1239.975
1151.631075,1202.615475,1250.980225,,1239.997225
1151.66345,1202.6456,1251.009575,,1240.216725
1151.6852,1202.6723,1251.056675,,1240.325025
1151.6944,1202.72505,1251.104275,,1240.36165
1151.712625,1202.787725,1251.13595,,1240.4426
1151.74155,1202.807625,1251.156025,,1240.57635
1151.762575,1202.835775,1251.168725,,1240.699325
1151.811375,1202.88785,1251.214675,,1240.950275
1151.84075,1202.94655,1251.31815,,1240.96545
1151.881175,1202.97745,1251.3909,,1241.109525
1151.916175,1203.02235,1251.39325,,1241.372175
1151.9226,1203.0683,1251.427075,,1241.483125
1151.9562,1203.123775,1251.603325,,1241.697675
1151.97835,1203.16215,1251.784075,,1241.973225
1152.016925,1203.1974,1251.904025,,1242.1073
1152.02525,1203.22255,1251.983075,,1242.1281
1152.0533,1203.25675,1252.02945,,1242.1646
1152.09975,1203.3018,1252.11415,,1242.400125
1152.11075,1203.3554,1252.25725,,1242.78735
1152.12065,1203.4362,1252.38095,,1242.816225
1152.1345,1203.46585,1252.400475,,1242.858275
1152.168575,1203.487275,1252.4274,,1242.960175
1152.19495,1203.518,1252.491375,,1243.382025
1152.2158,1203.55565,1252.5817,,1243.4164
1152.295225,1203.582225,1252.72255,,1243.47425
1152.328125,1203.615075,1252.820625,,1243.6244
1152.38955,1203.63335,1252.9576,,1243.67985
1152.4003,1203.6555,1253.0211,,1244.0922
1152.416225,1203.702425,1253.0922,,1244.400425
1152.4325,1203.746575,1253.133,,1244.5197
1152.450525,1203.8186,1253.152975,,1245.632125
1152.522325,1203.859225,1253.16905,,1245.972125
1152.56255,1203.932925,1253.1908,,1246.09015
1152.574925,1203.9698,1253.21335,,1246.3339
1152.595525,1203.995875,1253.2623,,1246.537475
1152.6245,1204.0456,1253.31565,,1247.226025
1152.63395,1204.12,1253.377625,,1247.9321
1152.665425,1204.163325,1253.6106,,1247.980675
1152.67905,1204.214525,1253.640875,,1248.305575
1152.7175,1204.28145,1253.762725,,1248.3305
1152.749575,1204.2981,1254.069375,,1248.38005
1152.7833,1204.3676,1254.11665,,1248.396625
1152.807275,1204.481625,1254.212875,,1248.40745
1152.856025,1204.5178,1254.25085,,1248.669575
1152.879875,1204.55775,1254.2836,,1249.728575
1152.888775,1204.576,1254.313175,,1250.568875
1152.90365,1204.57895,1254.347125,,1251.011225
1152.9274,1204.680275,1254.518525,,1251.18345
1152.9368,1204.753675,1254.572975,,1251.30775
1152.980275,1204.793,1254.636375,,1251.36025
1153.00085,1204.842525,1254.739175,,1251.412125
1153.02395,1204.9119,1254.769675,,1251.4742
1153.04015,1204.999075,1254.79785,,1251.6825
1153.0942,1205.037475,1254.80995,,1251.883
1153.11595,1205.077275,1254.83125,,1252.003125
1153.138475,1205.133575,1254.910125,,1252.0707
1153.16475,1205.15495,1254.99175,,1252.12365
1153.174425,1205.2073,1255.0865,,1252.2855
1153.19245,1205.2852,1255.1229,,1252.49595
1153.208575,1205.305,1255.175325,,1252.545225
1153.226075,1205.361075,1255.212425,,1252.61545
1153.24885,1205.438425,1255.336875,,1252.873025
1153.25925,1205.4565,1255.39225,,1252.951975
1153.276925,1205.482675,1255.4255,,1253.0027
1153.308025,1205.600625,1255.44955,,1253.081125
1153.349425,1205.631275,1255.485625,,1253.260975
1153.364,1205.67445,1255.525975,,1253.348325
1153.39085,1205.745375,1255.552675,,1253.518575
1153.42775,1205.802225,1255.606475,,1253.9162
1153.44635,1205.848475,1255.645625,,1254.921525
1153.46665,1205.887,1255.67705,,1255.1589
1153.485925,1205.927575,1255.7441,,1255.25635
1153.51185,1205.94365,1255.831525,,1255.291425
1153.52755,1205.96805,1255.8893,,1256.088325
1153.55445,1205.99815,1256.0236,,1256.2433
1153.571325,1206.03565,1256.064525,,1256.93665
1153.58325,1206.06105,1256.144025,,1256.951925
1153.6171,1206.1155,1256.247075,,1257.032925
1153.650625,1206.1851,1256.2746,,1257.327425
1153.6725,1206.239175,1256.290175,,1257.4654
1153.6908,1206.2939,1256.370725,,1257.729975
1153.712175,1206.3234,1256.434575,,1258.241625
1153.728625,1206.358775,1256.46365,,1258.321575
1153.74215,1206.393525,1256.585675,,1258.488975
1153.7845,1206.4153,1256.62445,,1258.865425
1153.811275,1206.484575,1256.659975,,1258.905875
1153.8236,1206.52945,1256.682825,,1259.198
1153.85255,1206.57235,1256.742825,,1259.2753
1153.877125,1206.6223,1256.847575,,1259.3837
1153.916975,1206.684225,1256.878475,,1259.76075
1153.94855,1206.715775,1256.9057,,1260.1169
1154.02745,1206.7812,1256.918075,,1260.218425
1154.0406,1206.82545,1256.93175,,1260.57385
1154.1028,1206.87195,1256.9418,,1260.920675
1154.1223,1206.8993,1256.96175,,1261.56095
1154.17075,1206.946275,1257.001775,,1261.8984
1154.1902,1206.9874,1257.174775,,1262.579325
1154.244175,1207.034625,1257.212525,,1262.7601
1154.2769,1207.0884,1257.3914,,1262.805125
1154.329725,1207.146075,1257.4602,,1262.856275
1154.384275,1207.17025,1257.517425,,1263.0488
1154.405225,1207.212225,1257.558325,,1263.0738
1154.442725,1207.25335,1257.5811,,1263.31345
1154.472475,1207.30735,1257.6721,,1263.318525
1154.52395,1207.33935,1257.878625,,1263.66095
1154.57555,1207.390575,1258.000675,,1263.79495
1154.593,1207.41795,1258.022325,,1263.852975
1154.6075,1207.455,1258.0405,,1264.073075
1154.6509,1207.508575,1258.130025,,1264.4857
1154.67075,1207.555775,1258.271525,,1264.644425
1154.68235,1207.5862,1258.30455,,1264.843925
1154.7007,1207.665875,1258.37625,,1265.2438
1154.7173,1207.681825,1258.39885,,1265.2899
1154.7342,1207.720975,1258.433875,,1265.414075
1154.758825,1207.750775,1258.47925,,1265.561
1154.79345,1207.791625,1258.53705,,1265.579775
1154.81285,1207.822825,1258.6208,,1265.595025
1154.826875,1207.855425,1258.6693,,1265.62385
1154.874,1207.955,1258.700525,,1265.629825
1154.912475,1207.985375,1258.72075,,1265.797775
1154.92895,1208.007425,1258.738975,,1265.9873
1154.9631,1208.026075,1258.772275,,1266.1068
1155.008225,1208.102375,1259.052725,,1266.142475
1155.03425,1208.1343,1259.1485,,1266.170175
1155.05525,1208.165875,1259.17615,,1266.193875
1155.10165,1208.192625,1259.253575,,1266.2523
1155.11595,1208.22195,1259.474525,,1266.27575
1155.141375,1208.27355,1259.516425,,1266.4157
1155.165175,1208.321275,1259.55675,,1266.4533
1155.1863,1208.36105,1259.5856,,1266.616375
1155.19925,1208.4282,1259.6271,,1266.73625
1155.208175,1208.44925,1259.65945,,1267.486
1155.2376,1208.47955,1259.692775,,1267.495875
1155.29525,1208.51355,1259.73495,,1267.544625
1155.30935,1208.555525,1259.819375,,1268.04865
1155.32415,1208.581175,1259.863075,,1268.134075
1155.339075,1208.6078,1259.961175,,1268.657125
1155.372,1208.63675,1259.978725,,1268.741325
1155.40275,1208.6706,1259.997125,,1268.751175
1155.41015,1208.69735,1260.0146,,1268.753075
1155.4539,1208.7384,1260.038125,,1268.91495
1155.470125,1208.774575,1260.185975,,1268.947325
1155.50095,1208.848375,1260.268,,1269.474775
1155.52675,1208.939675,1260.38575,,1269.523725
1155.6005,1208.974675,1260.53455,,1269.530875
1155.6093,1209.0157,1260.608275,,1269.5496
1155.6585,1209.07975,1260.63195,,1269.604225
1155.691375,1209.1424,1260.673975,,1269.63285
1155.713125,1209.1727,1260.723175,,1269.963875
1155.78045,1209.20375,1260.78435,,1270.22375
1155.79625,1209.2333,1260.84635,,1270.226775
1155.813475,1209.254875,1260.8924,,1270.359825
1155.830825,1209.293875,1260.94435,,1270.393325
1155.84375,1209.324225,1260.993725,,1270.4181
1155.8548,1209.36445,1261.019825,,1270.514025
1155.8984,1209.39735,1261.116525,,1270.55495
1155.9225,1209.44035,1261.219825,,1270.65885
1155.95115,1209.4852,1261.264,,1270.704475
1155.96635,1209.531275,1261.3574,,1270.74075
1156.021225,1209.566325,1261.3827,,1270.78555
1156.0655,1209.595325,1261.40555,,1270.843575
1156.1239,1209.6309,1261.442475,,1271.052025
1156.151,1209.679775,1261.46255,,1271.4815
1156.19245,1209.712275,1261.503,,1271.882575
1156.23065,1209.744375,1261.5445,,1271.96505
1156.4332,1209.802375,1261.59345,,1272.171
1156.466025,1209.85275,1261.6454,,1272.322925
1156.52215,1209.947375,1261.725275,,1272.585975
1156.55865,1209.983525,1261.763475,,1272.59535
1156.6016,1210.030875,1261.783375,,1272.686625
1156.641875,1210.04855,1261.824325,,1272.79715
1156.667875,1210.0895,1261.84935,,1273.0458
1156.681775,1210.1755,1261.883925,,1273.1282
1156.726175,1210.21675,1261.965775,,1273.331325
1156.7636,1210.29815,1262.018975,,1273.36045
1156.78175,1210.41245,1262.070975,,1273.428675
1156.8115,1210.464025,1262.10915,,1273.49585
1156.82875,1210.504775,1262.1274,,1273.502975
1156.837675,1210.6414,1262.189125,,1273.5854
1156.863175,1210.683575,1262.2307,,1273.823575
1156.883725,1210.71405,1262.25825,,1273.888225
1156.9101,1210.7651,1262.308925,,1273.90105
1156.92595,1210.932875,1262.358875,,1273.939025
1156.9443,1210.977875,1262.433475,,1273.94605
1156.96495,1211.01155,1262.4859,,1273.958575
1156.9831,1211.039425,1262.5056,,1274.0479
1156.994175,1211.083475,1262.539375,,1274.0853
1157.001425,1211.15275,1262.5594,,1274.143175
1157.018825,1211.20425,1262.582025,,1274.1615
1157.0444,1211.2375,1262.6159,,1274.1789
1157.06755,1211.323725,1262.6637,,1274.183625
1157.101725,1211.37885,1262.7275,,1274.185575
1157.1349,1211.418675,1262.783,,1274.2477
1157.169125,1211.48985,1262.829475,,1274.297275
1157.186325,1211.538575,1262.859125,,1274.340625
1157.23625,1211.577575,1262.897475,,1274.457925
1157.247925,1211.61565,1262.938525,,1274.4778
1157.261725,1211.66975,1262.9993,,1274.5376
1157.294425,1211.701375,1263.035775,,1274.643525
1157.312425,1211.758975,1263.145625,,1274.7241
1157.332325,1211.813375,1263.19595,,1274.809425
1157.3833,1211.8713,1263.2209,,1274.883975
1157.40485,1211.9296,1263.240075,,1274.8928
1157.417,1211.950375,1263.298175,,1274.897175
1157.436325,1211.980975,1263.353775,,1274.980675
1157.45115,1212.015525,1263.427225,,1275.025775
1157.467875,1212.067125,1263.499225,,1275.137225
1157.5069,1212.17755,1263.616725,,1275.16125
1157.530425,1212.186075,1263.652375,,1275.178075
1157.5425,1212.20045,1263.671875,,1275.214875
1157.59585,1212.250125,1263.69885,,1275.343775
1157.61195,1212.3203,1263.714875,,1275.402325
1157.64365,1212.417425,1263.734,,1275.435325
1157.683775,1212.550425,1263.75895,,1275.461625
1157.69475,1212.590475,1263.80505,,1275.504475
1157.712,1212.60725,1263.9678,,1275.623325
1157.731025,1212.646175,1264.0554,,1275.658575
1157.745975,1212.676475,1264.148375,,1275.77545
1157.777125,1212.73635,1264.175575,,1275.909825
1157.803175,1212.780625,1264.205875,,1276.14215
1157.81325,1212.824,1264.240425,,1276.1808
1157.862825,1212.88035,1264.28165,,1276.477625
1157.96635,1212.9246,1264.31425,,1276.5337
1157.9842,1212.994175,1264.378875,,1276.64585
1158.0102,1213.053125,1264.414675,,1276.676425
1158.03985,1213.079625,1264.471525,,1276.723125
1158.05035,1213.1534,1264.59695,,1276.7484
1158.076375,1213.1939,1264.636825,,1276.7749
1158.11325,1213.22265,1264.7147,,1276.785075
1158.150375,1213.326625,1264.779675,,1276.84905
1158.194825,1213.354675,1264.879375,,1276.93325
1158.25005,1213.38455,1264.9724,,1276.984625
1158.26145,1213.453,1265.0255,,1277.047075
1158.26775,1213.548175,1265.071525,,1277.172275
1158.277325,1213.60695,1265.16065,,1277.442525
1158.288625,1213.64,1265.210525,,1277.44755
1158.2938,1213.71185,1265.28465,,1277.62015
1158.31115,1213.756275,1265.3084,,1277.640675
1158.331825,1213.81195,1265.356,,1277.70005
1158.340225,1213.8573,1265.426525,,1277.74025
1158.35375,1213.9044,1265.48625,,1277.786775
1158.36435,1213.9384,1265.51445,,1277.97765
1158.380725,1213.9942,1265.552125,,1277.99315
1158.4097,1214.0429,1265.580075,,1278.088825
1158.458425,1214.08045,1265.6783,,1278.6648
1158.5248,1214.17895,1265.726425,,1278.84415
1158.539175,1214.272175,1265.834275,,1278.854725
1158.549925,1214.3038,1265.879775,,1278.923775
1158.576125,1214.375825,1265.959975,,1279.427975
1158.59645,1214.413175,1265.988675,,1279.45505
1158.61395,1214.465975,1266.0195,,1279.7476
1158.63115,1214.49815,1266.047725,,1280.0049
1158.647625,1214.54465,1266.112925,,1280.388675
1158.66595,1214.589425,1266.14585,,1280.508875
1158.73295,1214.67535,1266.186175,,1280.57345
1158.747675,1214.7289,1266.258825,,1280.6665
1158.76845,1214.777125,1266.2985,,1280.791625
1158.8065,1214.8186,1266.563275,,1280.830475
1158.842825,1214.8207,1266.604225,,1280.95595
1158.85865,1214.847875,1266.669875,,1280.987675
1158.88175,1214.891575,1266.7605,,1281.0173
1158.89365,1214.998325,1266.81385,,1281.158725
1158.911925,1215.111725,1266.84285,,1281.197925
1158.92445,1215.12605,1266.899925,,1281.36185
1158.94545,1215.1943,1266.924825,,1281.52215
1158.954475,1215.2851,1266.989675,,1281.709675
1158.98735,1215.341425,1267.052975,,1281.78205
1159.034925,1215.361075,1267.153975,,1281.8019
1159.06535,1215.420975,1267.194525,,1282.05825
1159.1036,1215.4634,1267.2537,,1282.7442
1159.13185,1215.527875,1267.2945,,1282.773125
1159.17955,1215.5352,1267.3337,,1282.842475
1159.199825,1215.5385,1267.377675,,1283.0092
1159.227925,1215.580675,1267.434425,,1283.024125
1159.26785,1215.606525,1267.4651,,1283.2
1159.298925,1215.653175,1267.501225,,1283.4458
1159.325475,1215.6555,1267.55865,,1283.4564
1159.3682,1215.70935,1267.60465,,1283.48105
1159.39095,1215.782125,1267.665525,,1283.536275
1159.435175,1215.8515,1267.710375,,1283.5489
1159.483375,1215.91065,1267.8991,,1283.561225
1159.516825,1215.994175,1268.001825,,1283.56655
1159.5554,1216.12085,1268.037525,,1283.7399
1159.592925,1216.16675,1268.071075,,1283.87135
1159.646425,1216.2176,1268.1083,,1283.9
1159.661975,1216.2401,1268.13895,,1284.030525
1159.669,1216.25175,1268.16275,,1284.07925
1159.676125,1216.303725,1268.1936,,1284.1087
1159.6931,1216.3335,1268.24125,,1284.169775
1159.71775,1216.41475,1268.272475,,1284.402275
1159.73305,1216.508175,1268.304075,,1284.49685
1159.746625,1216.5299,1268.370375,,1284.5239
1159.7709,1216.593975,1268.4019,,1284.689575
1159.781,1216.891575,1268.46255,,1284.83275
1159.8122,1216.9451,1268.507725,,1285.328625
1159.8386,1217.0491,1268.6054,,1286.0514
1159.85115,1217.094425,1268.628325,,1286.099325
1159.8778,1217.1964,1268.647525,,1286.2443
1159.9007,1217.2062,1268.6593,,1286.281025
1159.9188,1217.3272,1268.67365,,1286.369875
1159.952,1217.43485,1268.697125,,1286.397075
1159.968,1217.46515,1268.787175,,1286.47835
1159.99145,1217.5116,1269.017125,,1286.55795
1160.000775,1217.740075,1269.128625,,1286.66105
1160.0306,1217.9202,1269.2734,,1286.7008
