SPK_SPKC01a (inhibited),SPK_SPKC03a (excitation + inhibition),SPK_SPKC04a (excited),SPK_SPKC04b (inhibited),SPK_SPKC08a (inhibition + excitation),SPK_SPKC09a (excitation + inhibition),SPK_SPKC09b (no effect),SPK_SPKC12a (weak inhibition),SPK_SPKC16a (excited),SPK_SPKC16b (excited)
,,,3073.298975,,,,,,
,,,3073.3699,,,,,,
,,,3073.42025,,,,,,
,,,3073.477275,,,,,,
,,,3073.548625,,,,,,
,,,3073.57915,,,,,,
,,,3073.66945,,,,,,
,,,3073.7122,,,,,,
,,,3073.825425,,,,,,
,,,3073.917675,,,,,,
,,,3073.956725,,,,,,
,,,3074.221475,,,,,,
,,,3074.288075,,,,,,
,,,3074.48445,,,,,,
,,,3074.52735,,,,,,
,,,3074.873275,,,,,,
,,,3074.966525,,,,,,
,,,3075.021625,,,,,,
,,,3075.075625,,,,,,
,,,3075.133425,,,,,,
,,,3075.15395,,,,,,
,,,3075.237125,,,,,,
,,,3075.25795,,,,,,
,,,3075.286375,,,,,,
,,,3075.3342,,,,,,
,,,3075.463025,,,,,,
,,,3075.4849,,,,,,
,,,3075.6264,,,,,,
,,,3076.015625,,,,,,
,,,3076.065575,,,,,,
,,,3076.131825,,,,,,
,,,3076.1931,,,,,,
,,,3076.778125,,,,,,
,,,3076.836225,,,,,,
,,,3077.0725,,,,,,
,,,3077.185725,,,,,,
,,,3078.019325,,,,,,
,,,3078.0544,,,,,,
,,,3078.288425,,,,,,
,,,3079.38105,,,,,,
,,,3079.610975,,,,,,
,,,3079.733875,,,,,,
,,,3079.779425,,,,,,
,,,3079.9423,,,,,,
,,,3079.974775,,,,,,
,,,3080.061575,,,,,,
,,,3080.2819,,,,,,
,,,3080.325,,,,,,
,,,3080.530375,,,,,,
,,,3080.8914,,,,,,
,,,3080.91805,,,,,,
,,,3080.9445,,,,,,
,,,3081.02225,,,,,,
,,,3081.058625,,,,,,
,,,3081.092875,,,,,,
,,,3081.146975,,,,,,
,,,3081.251575,,,,,,
,,,3081.284175,,,,,,
,,,3081.358975,,,,,,
,,,3081.4279,,,,,,
,,,3081.454775,,,,,,
,,,3081.52125,,,,,,
,,,3081.59155,,,,,,
,,,3081.627425,,,,,,
,,,3081.663525,,,,,,
,,,3081.710825,,,,,,
,,,3081.7909,,,,,,
,,,3081.93265,,,,,,
,,,3081.9948,,,,,,
,,,3082.030875,,,,,,
,,,3082.100325,,,,,,
,,,3082.2078,,,,,,
,,,3082.3951,,,,,,
,,,3082.4345,,,,,,
,,,3082.7022,,,,,,
,,,3082.8004,,,,,,
,,,3083.2206,,,,,,
,,,3083.258025,,,,,,
,,,3083.3049,,,,,,
,,,3083.374325,,,,,,
,,,3083.413,,,,,,
,,,3083.458825,,,,,,
,,,3083.508325,,,,,,
,,,3083.62345,,,,,,
,,,3083.832075,,,,,,
,,,3083.905,,,,,,
,,,3083.95155,,,,,,
,,,3083.995125,,,,,,
,,,3084.144525,,,,,,
,,,3084.187,,,,,,
,,,3084.209575,,,,,,
,,,3084.2265,,,,,,
,,,3084.6306,,,,,,
,,,3084.679725,,,,,,
,,,3084.729625,,,,,,
,,,3084.82355,,,,,,
,,,3084.95825,,,,,,
,,,3085.081525,,,,,,
,,,3085.106825,,,,,,
,,,3085.1502,,,,,,
,,,3085.355225,,,,,,
,,,3085.376375,,,,,,
,,,3085.63375,,,,,,
,,,3085.696825,,,,,,
,,,3085.733825,,,,,,
,,,3085.933975,,,,,,
,,,3086.0696,,,,,,
,,,3086.201325,,,,,,
,,,3086.234175,,,,,,
,,,3086.305225,,,,,,
,,,3086.55725,,,,,,
,,,3086.59175,,,,,,
,,,3086.719975,,,,,,
,,,3086.75245,,,,,,
,,,3086.866675,,,,,,
,,,3086.94145,,,,,,
,,,3087.000925,,,,,,
,,,3087.145275,,,,,,
,,,3087.273525,,,,,,
,,,3087.776825,,,,,,
,,,3087.846975,,,,,,
,,,3087.862875,,,,,,
,,,3087.8987,,,,,,
,,,3087.97585,,,,,,
,,,3088.3487,,,,,,
,,,3088.427725,,,,,,
,,,3088.466025,,,,,,
,,,3088.501175,,,,,,
,,,3088.53075,,,,,,
,,,3088.5542,,,,,,
,,,3088.58215,,,,,,
,,,3088.631325,,,,,,
,,,3088.683175,,,,,,
,,,3088.704225,,,,,,
,,,3089.9289,,,,,,
,,,3090.3499,,,,,,
,,,3090.931475,,,,,,
,,,3090.977725,,,,,,
,,,3091.167975,,,,,,
,,,3091.217525,,,,,,
,,,3091.247475,,,,,,
,,,3091.28025,,,,,,
,,,3091.364775,,,,,,
,,,3091.413725,,,,,,
,,,3091.52275,,,,,,
,,,3091.6667,,,,,,
,,,3091.724525,,,,,,
,,,3091.787025,,,,,,
,,,3091.832475,,,,,,
,,,3091.9779,,,,,,
,,,3092.044925,,,,,,
,,,3092.0674,,,,,,
,,,3092.12595,,,,,,
,,,3092.254075,,,,,,
,,,3092.3094,,,,,,
,,,3092.343375,,,,,,
,,,3092.36845,,,,,,
,,,3092.393975,,,,,,
,,,3092.4871,,,,,,
,,,3092.543675,,,,,,
,,,3092.583375,,,,,,
,,,3092.65035,,,,,,
,,,3092.693925,,,,,,
,,,3092.73835,,,,,,
,,,3092.815275,,,,,,
,,,3092.851175,,,,,,
,,,3092.879875,,,,,,
,,,3092.908575,,,,,,
,,,3093.016025,,,,,,
,,,3093.0422,,,,,,
,,,3093.081925,,,,,,
,,,3093.3033,,,,,,
,,,3093.426425,,,,,,
,,,3093.46125,,,,,,
,,,3093.5246,,,,,,
,,,3093.558825,,,,,,
,,,3093.631975,,,,,,
,,,3093.63885,,,,,,
,,,3093.799325,,,,,,
,,,3093.846075,,,,,,
,,,3093.898775,,,,,,
,,,3093.9563,,,,,,
,,,3094.2297,,,,,,
,,,3094.253925,,,,,,
,,,3094.298425,,,,,,
,,,3094.34845,,,,,,
,,,3094.37265,,,,,,
,,,3094.4315,,,,,,
,,,3094.49465,,,,,,
,,,3094.589975,,,,,,
,,,3094.62475,,,,,,
,,,3094.80275,,,,,,
,,,3094.85505,,,,,,
,,,3094.959775,,,,,,
,,,3095.030925,,,,,,
,,,3095.067275,,,,,,
,,,3095.174225,,,,,,
,,,3095.362025,,,,,,
,,,3095.42115,,,,,,
,,,3095.449375,,,,,,
,,,3095.49025,,,,,,
,,,3095.5215,,,,,,
,,,3095.54425,,,,,,
,,,3095.602875,,,,,,
,,,3095.6732,,,,,,
,,,3095.888425,,,,,,
,,,3096.0697,,,,,,
,,,3096.252225,,,,,,
,,,3096.34815,,,,,,
,,,3096.422525,,,,,,
,,,3096.542975,,,,,,
,,,3096.59685,,,,,,
,,,3096.746275,,,,,,
,,,3096.892275,,,,,,
,,,3097.08035,,,,,,
,,,3097.151375,,,,,,
,,,3097.18315,,,,,,
,,,3097.220875,,,,,,
,,,3097.346575,,,,,,
,,,3097.53465,,,,,,
,,,3097.567925,,,,,,
,,,3097.6506,,,,,,
,,,3097.763675,,,,,,
,,,3097.923725,,,,,,
,,,3098.0242,,,,,,
,,,3098.052575,,,,,,
,,,3098.08635,,,,,,
,,,3098.1174,,,,,,
,,,3098.160175,,,,,,
,,,3098.372375,,,,,,
,,,3098.424325,,,,,,
,,,3098.44775,,,,,,
,,,3098.4767,,,,,,
,,,3098.568475,,,,,,
,,,3098.7338,,,,,,
,,,3098.7603,,,,,,
,,,3098.787525,,,,,,
,,,3098.810525,,,,,,
,,,3098.83655,,,,,,
,,,3098.85895,,,,,,
,,,3098.913975,,,,,,
,,,3099.1506,,,,,,
,,,3099.20115,,,,,,
,,,3099.203475,,,,,,
,,,3099.22645,,,,,,
,,,3099.2518,,,,,,
,,,3099.2795,,,,,,
,,,3099.394175,,,,,,
,,,3099.42055,,,,,,
,,,3099.584175,,,,,,
,,,3099.6543,,,,,,
,,,3099.66475,,,,,,
,,,3099.686725,,,,,,
,,,3099.70455,,,,,,
,,,3099.7503,,,,,,
,,,3099.768625,,,,,,
,,,3099.8121,,,,,,
,,,3099.83315,,,,,,
,,,3100.06995,,,,,,
,,,3100.153375,,,,,,
,,,3100.17185,,,,,,
,,,3100.37035,,,,,,
,,,3100.497925,,,,,,
,,,3100.628,,,,,,
,,,3100.723025,,,,,,
,,,3101.006825,,,,,,
,,,3101.12095,,,,,,
,,,3101.216625,,,,,,
,,,3101.518575,,,,,,
,,,3101.669175,,,,,,
,,,3101.7903,,,,,,
,,,3101.836325,,,,,,
,,,3101.88885,,,,,,
,,,3101.98145,,,,,,
,,,3102.039775,,,,,,
,,,3102.0633,,,,,,
,,,3102.0799,,,,,,
,,,3102.09945,,,,,,
,,,3102.133625,,,,,,
,,,3102.1784,,,,,,
,,,3102.24465,,,,,,
,,,3102.572525,,,,,,
,,,3102.915225,,,,,,
,,,3102.965225,,,,,,
,,,3103.02915,,,,,,
,,,3103.15135,,,,,,
,,,3103.262225,,,,,,
,,,3103.363625,,,,,,
,,,3103.417675,,,,,,
,,,3103.47875,,,,,,
,,,3103.627175,,,,,,
,,,3103.685675,,,,,,
,,,3103.723925,,,,,,
,,,3103.78025,,,,,,
,,,3103.815475,,,,,,
,,,3103.929875,,,,,,
,,,3103.971,,,,,,
,,,3104.00515,,,,,,
,,,3104.084825,,,,,,
,,,3104.133175,,,,,,
,,,3104.16315,,,,,,
,,,3104.19835,,,,,,
,,,3104.302575,,,,,,
,,,3104.408175,,,,,,
,,,3104.4638,,,,,,
,,,3104.514125,,,,,,
,,,3104.59665,,,,,,
,,,3104.635725,,,,,,
,,,3104.671975,,,,,,
,,,3104.76285,,,,,,
,,,3104.791825,,,,,,
,,,3104.8248,,,,,,
,,,3104.880375,,,,,,
,,,3104.929125,,,,,,
,,,3104.9745,,,,,,
,,,3105.016425,,,,,,
,,,3105.0653,,,,,,
,,,3105.1,,,,,,
,,,3105.141775,,,,,,
,,,3105.198825,,,,,,
,,,3105.332175,,,,,,
,,,3105.38745,,,,,,
,,,3105.51015,,,,,,
,,,3105.539525,,,,,,
,,,3105.569825,,,,,,
,,,3105.64225,,,,,,
,,,3105.699575,,,,,,
,,,3105.8488,,,,,,
,,,3105.8948,,,,,,
,,,3106.06435,,,,,,
,,,3106.0938,,,,,,
,,,3106.1706,,,,,,
,,,3106.273,,,,,,
,,,3106.3066,,,,,,
,,,3106.401775,,,,,,
,,,3106.438625,,,,,,
,,,3106.4774,,,,,,
,,,3106.4974,,,,,,
,,,3106.53405,,,,,,
,,,3106.63165,,,,,,
,,,3106.71205,,,,,,
,,,3106.7667,,,,,,
,,,3106.79675,,,,,,
,,,3106.8487,,,,,,
,,,3106.918925,,,,,,
,,,3107.22025,,,,,,
,,,3107.390075,,,,,,
,,,3107.457625,,,,,,
,,,3107.50805,,,,,,
,,,3107.581425,,,,,,
,,,3107.626525,,,,,,
,,,3107.6531,,,,,,
,,,3107.75535,,,,,,
,,,3107.853,,,,,,
,,,3107.8828,,,,,,
,,,3107.908875,,,,,,
,,,3107.97005,,,,,,
,,,3108.04295,,,,,,
,,,3108.081225,,,,,,
,,,3108.207725,,,,,,
,,,3108.250125,,,,,,
,,,3108.310525,,,,,,
,,,3108.3879,,,,,,
,,,3108.42605,,,,,,
,,,3108.555725,,,,,,
,,,3108.6289,,,,,,
,,,3108.7522,,,,,,
,,,3108.841525,,,,,,
,,,3108.867675,,,,,,
,,,3108.9052,,,,,,
,,,3108.93925,,,,,,
,,,3109.020225,,,,,,
,,,3109.086275,,,,,,
,,,3109.133575,,,,,,
,,,3109.168025,,,,,,
,,,3109.23725,,,,,,
,,,3109.30025,,,,,,
,,,3109.365825,,,,,,
,,,3109.4431,,,,,,
,,,3109.49105,,,,,,
,,,3109.6459,,,,,,
,,,3109.680475,,,,,,
,,,3109.71135,,,,,,
,,,3109.7324,,,,,,
,,,3109.7598,,,,,,
,,,3109.81615,,,,,,
,,,3109.86335,,,,,,
,,,3109.904025,,,,,,
,,,3109.93285,,,,,,
,,,3109.9561,,,,,,
,,,3110.060125,,,,,,
,,,3110.0964,,,,,,
,,,3110.175575,,,,,,
,,,3110.196675,,,,,,
,,,3110.21925,,,,,,
,,,3110.249875,,,,,,
,,,3110.26745,,,,,,
,,,3110.469175,,,,,,
,,,3110.496775,,,,,,
,,,3110.5417,,,,,,
,,,3110.58165,,,,,,
,,,3110.641575,,,,,,
,,,3110.69535,,,,,,
,,,3110.7511,,,,,,
,,,3110.88705,,,,,,
,,,3110.914775,,,,,,
,,,3110.938,,,,,,
,,,3110.969575,,,,,,
,,,3111.02385,,,,,,
,,,3111.0473,,,,,,
,,,3111.065225,,,,,,
,,,3111.0852,,,,,,
,,,3111.29735,,,,,,
,,,3111.675075,,,,,,
,,,3111.70675,,,,,,
,,,3111.76385,,,,,,
,,,3111.8103,,,,,,
,,,3111.9313,,,,,,
,,,3111.961075,,,,,,
,,,3112.021375,,,,,,
,,,3112.1162,,,,,,
,,,3112.145525,,,,,,
,,,3112.2481,,,,,,
,,,3112.305225,,,,,,
,,,3112.326425,,,,,,
,,,3112.349575,,,,,,
,,,3112.40465,,,,,,
,,,3112.424925,,,,,,
,,,3112.460225,,,,,,
,,,3112.596125,,,,,,
,,,3112.672525,,,,,,
,,,3112.7371,,,,,,
,,,3112.79885,,,,,,
,,,3112.829775,,,,,,
,,,3112.85675,,,,,,
,,,3112.88755,,,,,,
,,,3112.918975,,,,,,
,,,3112.972625,,,,,,
,,,3113.06425,,,,,,
,,,3113.13265,,,,,,
,,,3113.20045,,,,,,
,,,3113.446175,,,,,,
,,,3113.477675,,,,,,
,,,3113.7257,,,,,,
,,,3113.7438,,,,,,
,,,3113.78315,,,,,,
,,,3114.154025,,,,,,
,,,3114.2295,,,,,,
,,,3114.255775,,,,,,
,,,3114.564075,,,,,,
,,,3114.632275,,,,,,
,,,3114.760075,,,,,,
,,,3114.83225,,,,,,
,,,3115.0766,,,,,,
,,,3115.224025,,,,,,
,,,3115.285425,,,,,,
,,,3115.37515,,,,,,
,,,3115.43645,,,,,,
,,,3115.483925,,,,,,
,,,3115.5255,,,,,,
,,,3115.5965,,,,,,
,,,3115.622675,,,,,,
,,,3115.683825,,,,,,
,,,3115.705,,,,,,
,,,3115.7269,,,,,,
,,,3115.755675,,,,,,
,,,3115.789,,,,,,
,,,3115.817,,,,,,
,,,3115.87135,,,,,,
,,,3115.9152,,,,,,
,,,3116.039175,,,,,,
,,,3116.234625,,,,,,
,,,3116.408625,,,,,,
,,,3116.4848,,,,,,
,,,3116.507925,,,,,,
,,,3116.537425,,,,,,
,,,3116.6074,,,,,,
,,,3116.7662,,,,,,
,,,3116.855375,,,,,,
,,,3116.890425,,,,,,
,,,3117.058625,,,,,,
,,,3117.0885,,,,,,
,,,3117.117875,,,,,,
,,,3117.140275,,,,,,
,,,3117.169975,,,,,,
,,,3117.19705,,,,,,
,,,3117.3289,,,,,,
,,,3117.4472,,,,,,
,,,3117.48945,,,,,,
,,,3117.568825,,,,,,
,,,3117.600025,,,,,,
,,,3117.631025,,,,,,
,,,3117.74595,,,,,,
,,,3117.778575,,,,,,
,,,3117.83215,,,,,,
,,,3117.889025,,,,,,
,,,3117.930625,,,,,,
,,,3117.9703,,,,,,
,,,3118.002225,,,,,,
,,,3118.053375,,,,,,
,,,3118.075475,,,,,,
,,,3118.1066,,,,,,
,,,3118.13125,,,,,,
,,,3118.16255,,,,,,
,,,3118.212925,,,,,,
,,,3118.260225,,,,,,
,,,3118.4073,,,,,,
,,,3118.431925,,,,,,
,,,3118.45585,,,,,,
,,,3118.55075,,,,,,
,,,3118.5778,,,,,,
,,,3118.606575,,,,,,
,,,3118.665525,,,,,,
,,,3118.811,,,,,,
,,,3119.4026,,,,,,
,,,3119.430625,,,,,,
,,,3120.54415,,,,,,
,,,3120.56835,,,,,,
,,,3120.58945,,,,,,
,,,3120.8647,,,,,,
,,,3120.8915,,,,,,
,,,3120.92135,,,,,,
,,,3121.1095,,,,,,
,,,3121.142825,,,,,,
,,,3121.172675,,,,,,
,,,3121.261625,,,,,,
,,,3121.37725,,,,,,
,,,3121.4214,,,,,,
,,,3121.47645,,,,,,
,,,3121.54325,,,,,,
,,,3121.7806,,,,,,
,,,3121.8185,,,,,,
,,,3121.895875,,,,,,
,,,3121.9424,,,,,,
,,,3121.9824,,,,,,
,,,3122.068275,,,,,,
,,,3122.09275,,,,,,
,,,3122.17455,,,,,,
,,,3122.26495,,,,,,
,,,3122.371075,,,,,,
,,,3122.4804,,,,,,
,,,3122.54215,,,,,,
,,,3122.593075,,,,,,
,,,3122.625075,,,,,,
,,,3122.98005,,,,,,
,,,3123.0157,,,,,,
,,,3123.075775,,,,,,
,,,3123.1038,,,,,,
,,,3123.1881,,,,,,
,,,3123.54065,,,,,,
,,,3123.55915,,,,,,
,,,3123.617225,,,,,,
,,,3123.69265,,,,,,
,,,3123.772775,,,,,,
,,,3123.800825,,,,,,
,,,3123.9326,,,,,,
,,,3123.998825,,,,,,
,,,3124.0451,,,,,,
,,,3124.250125,,,,,,
,,,3124.3184,,,,,,
,,,3124.48145,,,,,,
,,,3124.62305,,,,,,
,,,3124.857275,,,,,,
,,,3124.977275,,,,,,
,,,3125.03865,,,,,,
,,,3125.0685,,,,,,
,,,3125.0955,,,,,,
,,,3125.1713,,,,,,
,,,3125.39065,,,,,,
,,,3125.441175,,,,,,
,,,3125.47765,,,,,,
,,,3125.526875,,,,,,
,,,3125.5638,,,,,,
,,,3125.730475,,,,,,
,,,3125.82355,,,,,,
,,,3126.006225,,,,,,
,,,3126.064675,,,,,,
,,,3126.115825,,,,,,
,,,3126.245225,,,,,,
,,,3126.321975,,,,,,
,,,3126.3899,,,,,,
,,,3126.5294,,,,,,
,,,3126.62195,,,,,,
,,,3126.64695,,,,,,
,,,3126.68775,,,,,,
,,,3126.720225,,,,,,
,,,3126.78695,,,,,,
,,,3126.850775,,,,,,
,,,3126.88465,,,,,,
,,,3126.92185,,,,,,
,,,3126.983225,,,,,,
,,,3127.01745,,,,,,
,,,3127.163275,,,,,,
,,,3127.191825,,,,,,
,,,3127.284075,,,,,,
,,,3127.303075,,,,,,
,,,3127.44035,,,,,,
,,,3127.654525,,,,,,
,,,3127.686825,,,,,,
,,,3127.7828,,,,,,
,,,3127.8141,,,,,,
,,,3127.85815,,,,,,
,,,3127.94365,,,,,,
,,,3128.1214,,,,,,
,,,3128.172675,,,,,,
,,,3128.20325,,,,,,
,,,3128.301675,,,,,,
,,,3128.412175,,,,,,
,,,3128.573375,,,,,,
,,,3128.601425,,,,,,
,,,3129.188425,,,,,,
,,,3129.259575,,,,,,
,,,3129.916975,,,,,,
,,,3130.00945,,,,,,
,,,3130.139575,,,,,,
,,,3130.5488,,,,,,
,,,3130.653375,,,,,,
,,,3130.69375,,,,,,
,,,3130.871475,,,,,,
,,,3131.29895,,,,,,
,,,3131.783775,,,,,,
,,,3131.839675,,,,,,
,,,3131.935125,,,,,,
,,,3132.427625,,,,,,
,,,3132.866575,,,,,,
,,,3132.88305,,,,,,
,,,3132.9763,,,,,,
,,,3133.1583,,,,,,
,,,3133.18595,,,,,,
,,,3133.31175,,,,,,
,,,3133.402675,,,,,,
,,,3133.59025,,,,,,
,,,3133.6236,,,,,,
,,,3133.65135,,,,,,
,,,3133.86255,,,,,,
,,,3133.91705,,,,,,
,,,3133.949125,,,,,,
,,,3134.02745,,,,,,
,,,3134.0796,,,,,,
,,,3134.12775,,,,,,
,,,3134.177275,,,,,,
,,,3134.262375,,,,,,
,,,3134.3362,,,,,,
,,,3134.38545,,,,,,
,,,3134.426375,,,,,,
,,,3134.4761,,,,,,
,,,3134.6722,,,,,,
,,,3134.7903,,,,,,
,,,3134.834475,,,,,,
,,,3134.848525,,,,,,
,,,3134.9069,,,,,,
,,,3134.997025,,,,,,
,,,3135.065175,,,,,,
,,,3135.14205,,,,,,
,,,3135.20005,,,,,,
,,,3135.2291,,,,,,
,,,3135.418375,,,,,,
,,,3135.445925,,,,,,
,,,3135.462225,,,,,,
,,,3135.523275,,,,,,
,,,3135.68045,,,,,,
,,,3135.7443,,,,,,
,,,3135.799225,,,,,,
,,,3135.82255,,,,,,
,,,3135.89265,,,,,,
,,,3135.909425,,,,,,
,,,3135.93355,,,,,,
,,,3136.059875,,,,,,
,,,3136.2356,,,,,,
,,,3136.258425,,,,,,
,,,3136.2795,,,,,,
,,,3136.303325,,,,,,
,,,3136.331325,,,,,,
,,,3136.34935,,,,,,
,,,3136.37145,,,,,,
,,,3136.4353,,,,,,
,,,3136.4726,,,,,,
,,,3136.626925,,,,,,
,,,3136.666875,,,,,,
,,,3136.7146,,,,,,
,,,3136.7402,,,,,,
,,,3136.76645,,,,,,
,,,3136.86085,,,,,,
,,,3136.956875,,,,,,
,,,3137.0121,,,,,,
,,,3137.045775,,,,,,
,,,3137.07455,,,,,,
,,,3137.179025,,,,,,
,,,3137.2399,,,,,,
,,,3137.2847,,,,,,
,,,3137.3109,,,,,,
,,,3137.3334,,,,,,
,,,3137.36135,,,,,,
,,,3137.536525,,,,,,
,,,3137.615175,,,,,,
,,,3137.726475,,,,,,
,,,3137.7731,,,,,,
,,,3137.837025,,,,,,
,,,3137.916975,,,,,,
,,,3138.00515,,,,,,
,,,3138.040175,,,,,,
,,,3138.105075,,,,,,
,,,3138.21165,,,,,,
,,,3138.320125,,,,,,
,,,3138.441575,,,,,,
,,,3138.46675,,,,,,
,,,3138.539875,,,,,,
,,,3138.6958,,,,,,
,,,3138.78525,,,,,,
,,,3138.873225,,,,,,
,,,3138.909225,,,,,,
,,,3138.933475,,,,,,
,,,3138.965825,,,,,,
,,,3139.0103,,,,,,
,,,3139.047,,,,,,
,,,3139.117425,,,,,,
,,,3139.30335,,,,,,
,,,3139.368375,,,,,,
,,,3139.437025,,,,,,
,,,3139.48245,,,,,,
,,,3139.547425,,,,,,
,,,3139.58815,,,,,,
,,,3139.62405,,,,,,
,,,3139.653675,,,,,,
,,,3139.680575,,,,,,
,,,3139.706525,,,,,,
,,,3139.767325,,,,,,
,,,3139.862375,,,,,,
,,,3140.018125,,,,,,
,,,3140.050575,,,,,,
,,,3140.178375,,,,,,
,,,3140.213825,,,,,,
,,,3140.250325,,,,,,
,,,3140.3004,,,,,,
,,,3140.391225,,,,,,
,,,3140.4957,,,,,,
,,,3140.562475,,,,,,
,,,3140.6663,,,,,,
,,,3140.689425,,,,,,
,,,3140.71495,,,,,,
,,,3140.7513,,,,,,
,,,3140.812325,,,,,,
,,,3140.84125,,,,,,
,,,3140.95005,,,,,,
,,,3141.158375,,,,,,
,,,3141.4265,,,,,,
,,,3141.45045,,,,,,
,,,3141.49,,,,,,
,,,3141.53605,,,,,,
,,,3141.766575,,,,,,
,,,3141.7972,,,,,,
,,,3141.841225,,,,,,
,,,3142.453375,,,,,,
,,,3143.202075,,,,,,
,,,3143.615075,,,,,,
,,,3143.896625,,,,,,
,,,3144.228075,,,,,,
,,,3144.56095,,,,,,
,,,3144.7219,,,,,,
,,,3145.832825,,,,,,
,,,3146.915675,,,,,,
,,,3146.936075,,,,,,
,,,3146.9828,,,,,,
,,,3147.220425,,,,,,
,,,3147.53715,,,,,,
,,,3147.59745,,,,,,
,,,3147.66245,,,,,,
,,,3147.728,,,,,,
,,,3147.892425,,,,,,
,,,3148.796225,,,,,,
,,,3148.8241,,,,,,
,,,3149.214275,,,,,,
,,,3149.297725,,,,,,
,,,3149.7833,,,,,,
,,,3149.9546,,,,,,
,,,3150.1728,,,,,,
,,,3150.253075,,,,,,
,,,3150.353175,,,,,,
,,,3150.509075,,,,,,
,,,3150.6058,,,,,,
,,,3150.719525,,,,,,
,,,3150.8635,,,,,,
,,,3150.9415,,,,,,
,,,3151.0115,,,,,,
,,,3151.077775,,,,,,
,,,3151.120875,,,,,,
,,,3151.214725,,,,,,
,,,3151.25185,,,,,,
,,,3151.294425,,,,,,
,,,3151.55075,,,,,,
,,,3151.645575,,,,,,
,,,3151.822325,,,,,,
,,,3151.855775,,,,,,
,,,3151.908925,,,,,,
,,,3151.9423,,,,,,
,,,3151.980575,,,,,,
,,,3152.090625,,,,,,
,,,3152.140025,,,,,,
,,,3152.18995,,,,,,
,,,3152.32805,,,,,,
,,,3152.354075,,,,,,
,,,3152.392425,,,,,,
,,,3152.49125,,,,,,
,,,3152.5467,,,,,,
,,,3152.7795,,,,,,
,,,3152.8346,,,,,,
,,,3152.87165,,,,,,
,,,3152.96445,,,,,,
,,,3153.0518,,,,,,
,,,3153.0864,,,,,,
,,,3153.1877,,,,,,
,,,3153.232,,,,,,
,,,3153.47605,,,,,,
,,,3153.5085,,,,,,
,,,3153.57845,,,,,,
,,,3153.6159,,,,,,
,,,3153.661125,,,,,,
,,,3153.68955,,,,,,
,,,3153.8526,,,,,,
,,,3153.9309,,,,,,
,,,3153.990375,,,,,,
,,,3154.0264,,,,,,
,,,3154.07635,,,,,,
,,,3154.124825,,,,,,
,,,3154.162775,,,,,,
,,,3154.196175,,,,,,
,,,3154.227875,,,,,,
,,,3154.2669,,,,,,
,,,3154.382425,,,,,,
,,,3154.53065,,,,,,
,,,3154.6419,,,,,,
,,,3154.683275,,,,,,
,,,3154.720175,,,,,,
,,,3154.799675,,,,,,
,,,3154.974475,,,,,,
,,,3155.0206,,,,,,
,,,3155.05835,,,,,,
,,,3155.112725,,,,,,
,,,3155.17555,,,,,,
,,,3155.31065,,,,,,
,,,3155.423175,,,,,,
,,,3155.4541,,,,,,
,,,3155.481075,,,,,,
,,,3155.5177,,,,,,
,,,3155.652075,,,,,,
,,,3155.688525,,,,,,
,,,3155.86885,,,,,,
,,,3155.89845,,,,,,
,,,3155.9554,,,,,,
,,,3155.995625,,,,,,
,,,3156.024475,,,,,,
,,,3156.068075,,,,,,
,,,3156.099225,,,,,,
,,,3156.14055,,,,,,
,,,3156.233225,,,,,,
,,,3156.3653,,,,,,
,,,3156.430575,,,,,,
,,,3156.476475,,,,,,
,,,3156.5347,,,,,,
,,,3156.58105,,,,,,
,,,3156.610275,,,,,,
,,,3156.645,,,,,,
,,,3156.679425,,,,,,
,,,3156.711975,,,,,,
,,,3156.7442,,,,,,
,,,3156.81135,,,,,,
,,,3156.8739,,,,,,
,,,3157.010325,,,,,,
,,,3157.0753,,,,,,
,,,3157.134875,,,,,,
,,,3157.2144,,,,,,
,,,3157.2461,,,,,,
,,,3157.27835,,,,,,
,,,3157.309475,,,,,,
,,,3157.3957,,,,,,
,,,3157.65735,,,,,,
,,,3157.8462,,,,,,
,,,3157.88565,,,,,,
,,,3157.9646,,,,,,
,,,3157.995825,,,,,,
,,,3158.142025,,,,,,
,,,3158.28135,,,,,,
,,,3158.349725,,,,,,
,,,3158.389,,,,,,
,,,3158.43665,,,,,,
,,,3158.46855,,,,,,
,,,3158.5152,,,,,,
,,,3158.60245,,,,,,
,,,3158.69865,,,,,,
,,,3158.737725,,,,,,
,,,3158.770675,,,,,,
,,,3158.815725,,,,,,
,,,3158.86635,,,,,,
,,,3158.899925,,,,,,
,,,3158.93975,,,,,,
,,,3159.066375,,,,,,
,,,3159.1478,,,,,,
,,,3159.21835,,,,,,
,,,3159.334225,,,,,,
,,,3159.449075,,,,,,
,,,3159.488,,,,,,
,,,3159.5173,,,,,,
,,,3159.750925,,,,,,
,,,3159.80265,,,,,,
,,,3159.834125,,,,,,
,,,3160.10145,,,,,,
,,,3160.184575,,,,,,
,,,3160.22125,,,,,,
,,,3160.2545,,,,,,
,,,3160.560975,,,,,,
,,,3160.6555,,,,,,
,,,3160.67785,,,,,,
,,,3160.721075,,,,,,
,,,3160.808425,,,,,,
,,,3160.919575,,,,,,
,,,3161.20125,,,,,,
,,,3161.26645,,,,,,
,,,3161.289525,,,,,,
,,,3161.334425,,,,,,
,,,3161.47175,,,,,,
,,,3161.561575,,,,,,
,,,3161.61485,,,,,,
,,,3161.663675,,,,,,
