SPK_SPKC01a (inhibited),SPK_SPKC03a (excitation + inhibition),SPK_SPKC04a (excited),SPK_SPKC04b (inhibited),SPK_SPKC08a (inhibition + excitation),SPK_SPKC09a (excitation + inhibition),SPK_SPKC09b (no effect),SPK_SPKC12a (weak inhibition),SPK_SPKC16a (excited),SPK_SPKC16b (excited)
158.977825,1299.47035,1582.677925,268.587925,1091.842375,754.80395,205.7783,437.9377,3003.6455,399.01815
159.007575,1300.186175,1582.6894,268.698575,1091.904825,754.884925,205.820575,437.984075,3003.671525,399.1429
159.0423,1300.2403,1582.709725,268.737725,1092.035175,755.053825,205.8623,438.0427,3003.696175,399.32775
159.060925,1300.823625,1582.72875,268.748,1092.03915,755.095575,205.8864,438.05295,3003.70755,399.454275
159.076525,1301.3887,1582.7957,268.759075,1092.614625,755.115375,205.9231,438.1115,3003.746775,399.507975
159.100075,1301.708225,1583.10995,268.76805,1092.779,755.22905,205.971675,438.130425,3003.760075,399.575425
159.198,1301.95465,1583.1697,268.779,1092.926475,755.5377,205.999525,438.2899,3003.770375,399.672625
159.242475,1302.340775,1583.182775,268.891775,1092.9523,755.54905,206.015525,438.389025,3003.78045,400.02255
159.3289,1302.37555,1583.246225,268.91135,1093.03055,755.56165,206.060875,438.44345,3003.7914,400.264975
159.423125,1302.4695,1583.3011,268.928875,1093.19345,755.616925,206.09095,438.64355,3003.806725,400.3444
159.475975,1302.783425,1583.316375,268.9481,1093.25065,755.6928,206.18615,438.723975,3003.8206,400.639375
159.47975,1303.018975,1583.342575,268.95265,1093.3105,755.74825,206.281875,438.742325,3003.835725,400.662025
159.5074,1303.1306,1583.900925,268.964025,1093.470975,755.890675,206.328975,438.786375,3003.850525,400.70495
159.5321,1303.225,1583.949875,269.036825,1093.58165,755.95635,206.4245,438.904175,3003.862325,400.808425
159.57915,1303.358775,1583.9613,269.05255,1093.6309,755.996425,206.4636,438.91465,3003.8801,401.022425
159.602675,1303.387825,1583.986025,269.1406,1093.6456,756.057075,206.512875,438.976,3003.8923,401.223275
159.617825,1303.825475,1584.04795,269.157675,1093.655275,756.05925,206.5566,439.044725,3003.9215,401.337175
159.643775,1303.95825,1584.221025,269.19175,1093.7154,756.08655,206.602125,439.05905,3003.943775,401.419275
159.686175,1304.040925,1584.306675,269.2159,1093.845475,756.238325,206.6432,439.069375,3003.958275,401.5297
159.721625,1304.229975,1584.32245,269.234675,1093.917225,756.256975,206.678575,439.110025,3003.9715,401.592375
159.837825,1304.7185,1584.33465,269.24635,1093.93145,756.41185,206.72055,439.14115,3003.998675,401.668325
159.91905,1304.8517,1584.347775,269.266225,1094.049025,756.42515,206.757775,439.53255,3004.064675,401.70135
159.9562,1305.317325,1584.397175,269.2806,1094.12435,756.43835,206.774725,439.549225,3004.07625,401.76965
160.001525,1305.70785,1584.5539,269.30225,1094.1493,756.444325,206.8154,439.570975,3004.0927,401.783075
160.021125,1305.870875,1584.795375,269.328975,1094.3061,756.4907,206.860175,439.6165,3004.106175,402.082575
160.023925,1305.90945,1584.831925,269.3466,1094.49555,756.507575,206.9017,439.876575,3004.223275,402.403925
160.048575,1306.0009,1584.84395,269.3667,1094.540975,756.53315,206.94245,439.900325,3004.239925,402.454475
160.1067,1306.642675,1584.893525,269.37725,1094.637375,756.643725,206.987925,440.0214,3004.258725,402.7144
160.1147,1306.69785,1584.91525,269.4031,1094.741775,756.677775,207.024025,440.05885,3004.270575,402.766375
160.132275,1306.784625,1584.948425,269.434225,1094.99575,756.9457,207.0673,440.07445,3004.2854,402.78815
160.144475,1306.837875,1584.9719,269.455625,1095.05285,756.971475,207.08685,440.116375,3004.306275,402.96985
160.1641,1307.023825,1584.98925,269.472825,1095.066825,756.984675,207.132925,440.145775,3004.323025,403.060225
160.17725,1307.249175,1585.0028,269.511675,1095.17395,757.002675,207.237675,440.1759,3004.34,403.07165
160.1783,1307.593475,1585.01945,269.5179,1095.27415,757.0586,207.294375,440.33275,3004.355725,403.095625
160.194125,1307.66205,1585.435125,269.568675,1095.6797,757.0762,207.34305,440.37895,3004.3687,403.369125
160.2078,1307.8709,1585.558975,269.581125,1095.99665,757.089625,207.391325,440.39615,3004.38145,403.4988
160.2117,1307.952525,1585.56985,269.64075,1096.03325,757.2921,207.4368,440.5687,3004.3984,403.504525
160.28285,1308.962825,1585.8397,269.6945,1096.348475,757.3402,207.47895,440.62315,3004.4188,403.7298
160.36325,1309.131825,1586.0057,269.713675,1096.378725,757.388025,207.5145,440.635875,3004.433525,403.73725
160.37265,1309.395925,1586.371275,269.720875,1096.4919,757.402775,207.5531,440.785075,3004.449825,403.930225
160.39725,1309.532875,1586.464375,269.7365,1096.598125,757.4747,207.600275,440.83215,3004.46205,404.026875
160.401375,1309.78515,1586.497675,269.746775,1096.817975,757.489975,207.639675,440.872,3004.4914,404.31825
160.4295,1309.999225,1586.527825,269.7538,1096.9868,757.50995,207.674725,441.01455,3004.505025,404.39945
160.45645,1310.0776,1586.544575,269.778125,1097.023875,757.537825,207.7167,441.03485,3004.52095,404.647975
160.47575,1310.42765,1586.5788,269.798125,1097.031,757.570275,207.768125,441.1223,3004.532,404.988175
160.52545,1310.475875,1586.62505,269.803825,1097.03725,757.662275,207.813475,441.16045,3004.5484,405.14195
160.549575,1310.7599,1586.664125,269.8179,1097.05315,757.713175,207.879175,441.219725,3004.575825,405.18055
160.559475,1311.081375,1586.721725,269.86585,1097.257425,757.7175,207.91525,441.235075,3004.593675,405.236225
160.592925,1311.193675,1586.743025,269.874175,1097.51525,757.74505,207.935975,441.249775,3004.6062,405.3736
160.65925,1311.418625,1586.8094,269.909475,1097.56195,757.783975,207.973675,441.317875,3004.63605,405.384825
160.698075,1311.46315,1586.829375,269.963775,1097.84915,757.805,208.0089,441.475925,3004.64675,405.508175
160.7241,1311.5909,1586.860575,269.98665,1098.19105,757.890525,208.048675,441.5444,3004.6625,405.55965
160.807725,1311.762,1587.170025,269.999,1098.266575,757.932075,208.079925,441.54905,3004.69655,405.566925
160.8277,1311.818425,1587.21025,270.007225,1098.38075,757.9603,208.126025,441.76325,3004.714575,405.675275
160.8496,1312.067975,1587.282875,270.024475,1098.51575,757.9844,208.15355,441.817525,3004.725725,405.725625
160.899975,1312.519975,1587.34795,270.027075,1099.98965,758.010625,208.1978,441.822025,3004.7403,405.733675
160.91095,1312.746225,1587.366825,270.040325,1100.1196,758.030325,208.247375,441.933925,3004.758125,406.13575
160.95745,1312.832,1587.436425,270.0638,1100.22755,758.05905,208.303625,441.9497,3004.77075,406.1389
160.9683,1313.212325,1587.4812,270.07805,1100.328525,758.0665,208.341075,441.972925,3004.78365,406.179525
161.0344,1313.27115,1587.527075,270.089975,1100.456475,758.095625,208.386575,442.11315,3004.81495,406.226
161.0401,1313.393825,1587.5484,270.117525,1100.504625,758.111325,208.4718,442.14005,3004.831625,406.3497
161.07935,1313.92085,1587.5977,270.1352,1100.5414,758.1204,208.5026,442.1684,3004.848025,406.390925
161.098675,1313.934325,1587.70585,270.152975,1100.801425,758.19015,208.5389,442.210025,3004.89025,406.5542
161.1064,1314.512525,1587.819525,270.1795,1100.911675,758.2079,208.58415,442.457025,3004.900825,406.69885
161.1136,1314.630525,1587.865025,270.193325,1101.1757,758.2783,208.628975,442.46155,3004.91285,406.8654
161.14445,1314.996425,1587.9036,270.213475,1101.4234,758.305375,208.6756,442.492225,3004.9233,406.911125
161.17555,1315.069625,1587.999825,270.281575,1102.06005,758.3203,208.710375,442.534125,3004.930675,408.10495
161.196175,1315.103525,1588.01605,270.325375,1102.199075,758.389975,208.799575,442.603425,3004.945475,408.62845
161.222825,1315.480575,1588.056075,270.34655,1102.247675,758.411175,208.833075,442.657075,3004.988575,408.7502
161.2315,1315.569,1588.06665,270.380075,1102.310175,758.417525,208.8582,442.7366,3005.012325,409.07055
161.24755,1315.749575,1588.176725,270.3925,1102.58275,758.428925,208.9044,442.78005,3005.0223,409.124775
161.271675,1315.92605,1588.803275,270.40635,1102.6154,758.44295,208.9481,442.885475,3005.033675,409.365125
161.292175,1316.2714,1588.841075,270.43095,1102.631025,758.475625,208.96945,442.95445,3005.044275,409.658225
161.33475,1316.37995,1589.017625,270.461875,1102.672575,758.486475,209.0154,442.970825,3005.05785,409.8428
161.35145,1316.570375,1589.2172,270.51625,1102.708175,758.525375,209.045575,443.407475,3005.069275,409.9478
161.3668,1316.645425,1589.275225,270.538925,1102.775325,758.52975,209.07555,443.516875,3005.0801,410.005
161.389975,1317.1768,1589.3099,270.5769,1103.1794,758.58235,209.106275,443.5568,3005.0953,410.019775
161.412975,1318.014175,1589.388625,270.6306,1103.316675,758.637075,209.1392,443.607075,3005.1186,410.02585
161.419575,1318.1172,1589.428325,270.6905,1103.32925,758.67835,209.186475,443.6314,3005.128675,410.05355
161.44285,1318.5172,1589.695,270.7043,1103.47435,758.70435,209.246375,443.6889,3005.14305,410.06805
161.46595,1318.683625,1589.706425,270.75775,1103.4767,758.75575,209.29295,443.7169,3005.153875,410.2223
161.4687,1318.9034,1589.75755,270.825175,1103.553775,758.7888,209.309825,443.76875,3005.169425,410.388
161.523375,1318.9665,1589.768175,270.851075,1103.6041,758.826825,209.324125,443.825075,3005.183575,410.573275
161.605425,1319.154975,1589.79445,270.907475,1103.753025,758.834325,209.362775,443.8669,3005.1978,410.79035
161.627825,1319.22325,1589.80635,270.92995,1103.8601,758.9026,209.406275,443.9251,3005.21075,410.80415
161.651975,1319.539,1589.82845,270.950975,1103.94075,758.928475,209.43545,444.1386,3005.22915,411.7533
161.68105,1319.926225,1589.852675,270.970175,1104.0855,759.0177,209.449175,444.215175,3005.245475,411.912875
161.709925,1319.969025,1589.868125,271.045625,1104.16705,759.063475,209.47285,444.238375,3005.256475,412.3868
161.787225,1320.311625,1589.879375,271.06305,1104.1863,759.102675,209.511775,444.27755,3005.2704,412.733725
161.8344,1321.075825,1589.995225,271.083725,1104.20985,759.10815,209.52895,444.3404,3005.281375,412.740325
161.868525,1321.099075,1589.998825,271.183625,1104.3674,759.116625,209.5428,444.503975,3005.29275,412.822275
161.922,1321.203875,1590.066,271.195375,1104.43105,759.199975,209.59035,444.550375,3005.3082,412.839825
161.9378,1321.212525,1590.16465,271.2103,1104.525675,759.21725,209.630675,444.72985,3005.323125,412.853275
161.980475,1321.2415,1590.223375,271.238,1105.039075,759.2306,209.6843,444.911675,3005.343875,412.871425
162.065325,1321.313625,1590.2366,271.246075,1105.065725,759.252025,209.7219,444.947975,3005.361425,412.94805
162.09,1321.356575,1590.252075,271.305425,1105.321025,759.323125,209.725825,444.988425,3005.376925,413.155725
162.102025,1321.750675,1590.268375,271.31965,1105.439625,759.3393,209.7722,444.99615,3005.394,413.380625
162.13105,1321.845175,1590.2823,271.352575,1105.630375,759.359675,209.817625,445.01305,3005.412825,413.569925
162.356025,1321.88895,1590.310825,271.37005,1105.77735,759.36995,209.865125,445.0683,3005.426475,413.785025
162.443725,1322.115425,1590.413075,271.389225,1105.7784,759.418425,209.902475,445.09,3005.44175,413.88425
162.4575,1322.843925,1590.4953,271.4199,1105.789925,759.445,209.931475,445.13815,3005.45865,413.962975
162.4815,1322.939425,1590.549925,271.47185,1105.803025,759.491,209.9739,445.1816,3005.4769,414.202
162.49215,1322.975625,1590.8504,271.4884,1105.94615,759.497225,210.007,445.328375,3005.4909,414.28855
162.530925,1323.003075,1590.8688,271.506075,1105.9961,759.591225,210.0355,445.356025,3005.506525,414.29775
162.588875,1323.058225,1590.960575,271.521525,1106.17195,759.7235,210.0558,445.4183,3005.52185,414.48095
162.606225,1323.18695,1591.284875,271.537125,1106.183525,759.8278,210.08265,445.434375,3005.538525,414.563375
162.623525,1323.43555,1591.2913,271.57205,1106.344025,759.832275,210.12595,445.438075,3005.5545,414.8062
162.647125,1323.446625,1591.345475,271.61665,1106.520325,759.894275,210.14715,445.48015,3005.57085,415.294
162.6571,1323.86075,1591.36975,271.628325,1107.0394,760.028575,210.1919,445.497775,3005.5854,415.38465
162.668975,1323.99835,1591.386375,271.6482,1107.352875,760.076225,210.2303,445.575175,3005.602625,415.834825
162.673225,1324.15965,1591.475775,271.6868,1107.6778,760.118025,210.27565,445.73045,3005.6216,415.868775
162.71815,1324.186275,1591.512225,271.736075,1107.894,760.147725,210.3399,445.91675,3005.633175,416.397225
162.762875,1324.48805,1591.6823,271.737475,1107.89825,760.17495,210.390525,446.11285,3005.658275,416.70405
162.764275,1324.598,1591.776925,271.758525,1107.9507,760.2007,210.420075,446.22295,3005.671425,416.754975
162.774525,1324.762925,1591.86735,271.76415,1108.0423,760.279275,210.458175,446.258,3005.6886,416.860125
162.7793,1325.209175,1591.89905,271.771475,1108.3525,760.315325,210.48415,446.27355,3005.704375,417.092125
162.80105,1325.7295,1591.916,271.790325,1108.40775,760.412,210.581675,446.308625,3005.7268,417.117275
162.82655,1325.8765,1591.939275,271.829975,1108.421675,760.718775,210.60345,446.4684,3005.7514,417.294925
162.870175,1326.069825,1591.96535,271.858275,1108.433925,760.7232,210.644875,446.597575,3005.763875,417.325225
162.921225,1326.243125,1591.976275,271.863975,1108.5711,760.987175,210.7005,446.6036,3005.7741,417.349225
162.973525,1326.282075,1592.126525,271.881475,1108.712575,761.007775,210.754625,446.666325,3005.785775,417.411575
163.004775,1326.307875,1592.185175,271.9015,1108.728625,761.026075,210.806575,446.704125,3005.7991,417.436
163.015375,1326.6525,1592.293525,271.905775,1108.908375,761.038125,210.849775,446.921325,3005.810525,417.570125
163.04245,1327.840475,1592.393,271.988275,1108.9462,761.06845,210.855525,446.931825,3005.82775,417.619175
163.071325,1327.8719,1592.56535,272.0154,1108.951225,761.17415,210.892675,447.175075,3005.84215,417.789775
163.109025,1328.034375,1592.682125,272.0295,1109.01425,761.2517,210.895425,447.28065,3005.854875,417.92445
163.1201,1328.349425,1592.839475,272.045,1109.030175,761.291875,210.9709,447.32355,3005.87425,417.9984
163.133075,1328.592075,1592.87805,272.0626,1109.127225,761.31665,211.01935,447.358075,3005.885975,418.183725
163.17015,1328.69505,1592.892625,272.074025,1109.139275,761.382075,211.048925,447.44025,3005.90375,418.23785
163.204325,1328.7907,1592.901425,272.07965,1109.269975,761.393625,211.097025,447.4534,3005.923225,418.566775
163.2224,1328.9299,1592.922025,272.113575,1109.304725,761.42205,211.13775,447.465,3005.936425,418.6728
163.24045,1329.3866,1592.931375,272.1292,1109.33615,761.62915,211.180625,447.85775,3005.953475,418.851875
163.2631,1329.4245,1592.940025,272.159675,1109.359775,761.670575,211.221675,448.216325,3005.9713,418.8739
163.272625,1329.51855,1592.95155,272.1851,1109.3972,761.6861,211.260075,448.280175,3005.9882,418.92685
163.302525,1329.56145,1592.979525,272.189825,1109.4151,761.691925,211.2801,448.304725,3006.008975,419.293125
163.313375,1329.612,1593.011225,272.2083,1109.44685,761.7333,211.324925,448.40135,3006.0295,419.4262
163.315075,1329.7479,1593.0296,272.229975,1109.5071,761.753025,211.444525,448.4074,3006.045325,419.530375
163.3434,1329.918725,1593.041125,272.2463,1109.84365,761.8236,211.499225,448.4256,3006.07575,419.987075
163.36655,1330.100975,1593.061,272.27325,1109.8769,761.836975,211.547625,448.471375,3006.08965,420.049
163.399375,1330.409575,1593.0816,272.289475,1109.895125,761.86405,211.582025,448.49085,3006.100175,420.779525
163.431375,1330.6041,1593.176925,272.322075,1110.05005,761.897775,211.6248,448.5465,3006.11545,420.860825
163.433975,1330.668875,1593.195075,272.34475,1110.1042,761.911525,211.654075,448.6352,3006.147675,421.14645
163.46455,1330.835525,1593.214025,272.437325,1110.410625,761.927875,211.6955,448.772675,3006.17795,421.330225
163.487275,1330.89305,1593.251825,272.452225,1110.706375,761.973975,211.729825,448.936225,3006.22065,421.612975
163.5016,1331.088625,1593.283925,272.502125,1110.7143,762.0026,211.7854,449.008525,3006.235075,421.63905
163.5718,1331.115375,1593.324325,272.553525,1110.7281,762.0144,211.83725,449.02315,3006.287225,421.9467
163.611275,1331.23345,1593.358125,272.583275,1110.735825,762.01745,211.899275,449.252375,3006.314225,421.97085
163.654775,1331.394175,1593.371,272.607,1110.763925,762.1105,211.943675,449.33915,3006.326475,422.14075
163.662775,1331.55535,1593.388975,272.629475,1110.786325,762.128875,211.99195,449.349625,3006.3392,422.24035
163.677025,1331.585975,1593.4078,272.68615,1111.150325,762.17195,212.038975,449.366825,3006.352175,422.311125
163.7078,1331.599775,1593.43075,272.739525,1111.175075,762.21975,212.068525,449.375925,3006.368075,423.21515
163.78355,1331.70715,1593.467175,272.7578,1111.184925,762.2485,212.093525,449.61125,3006.384775,423.24325
163.817575,1332.0432,1593.48335,272.793775,1111.248425,762.314525,212.1486,449.6344,3006.399675,423.29535
163.92295,1332.250975,1593.523275,272.843925,1111.419575,762.3386,212.16385,449.728775,3006.412825,423.5591
163.955975,1332.5646,1593.52925,272.8646,1111.4856,762.388025,212.218825,449.782325,3006.4283,423.676875
163.992875,1332.85385,1593.58905,272.9178,1111.6131,762.41335,212.2673,449.9573,3006.442875,423.81655
164.01005,1333.6023,1593.611225,272.932625,1112.219675,762.423625,212.3057,450.091225,3006.45105,423.852375
164.022475,1333.790125,1593.665475,272.946875,1112.444925,762.50315,212.3535,450.147475,3006.46515,423.905275
164.0323,1334.1502,1593.6949,272.988925,1112.457975,762.661175,212.406725,450.29265,3006.477575,424.01755
164.0762,1334.31745,1593.721325,272.991575,1112.462225,762.679475,212.429625,450.296225,3006.49545,424.045175
164.093375,1334.48075,1593.7521,273.00185,1112.4677,762.74595,212.483225,450.3686,3006.507475,424.06835
164.1085,1334.59425,1593.7763,273.0142,1112.7419,762.917775,212.5014,450.3986,3006.526775,424.141625
164.150825,1334.891075,1593.796075,273.0439,1112.7601,762.9413,212.5141,450.415725,3006.5396,424.40135
164.189675,1335.193375,1593.831675,273.050925,1112.8123,763.089625,212.561325,450.418,3006.556,424.54755
164.2519,1335.3519,1593.8446,273.05935,1112.8494,763.1011,212.600525,450.44085,3006.56805,424.570875
164.26985,1335.6813,1593.86255,273.071025,1112.97155,763.117375,212.669175,450.55545,3006.5836,424.58245
164.289925,1336.038175,1594.0778,273.079675,1113.088475,763.148325,212.699375,450.589275,3006.7442,424.6022
164.36985,1336.70555,1594.0955,273.1004,1113.116,763.17485,212.755625,450.612,3006.8208,424.78105
164.383175,1336.917175,1594.18895,273.141225,1113.48725,763.212325,212.840025,450.68685,3006.83625,424.95395
164.394225,1336.977025,1594.332975,273.18125,1113.599825,763.218575,212.896875,450.710225,3006.867425,425.061975
164.431825,1337.361375,1594.380625,273.215925,1113.9815,763.232875,212.9983,450.8232,3006.90125,425.285975
164.457825,1337.388925,1594.390475,273.2309,1114.5358,763.3274,213.04575,450.849675,3006.929275,425.65725
164.46125,1337.649675,1594.4157,273.2626,1114.575575,763.372675,213.08935,451.25235,3006.94695,425.667225
164.4797,1337.709,1594.47285,273.284175,1114.73535,763.38265,213.14925,451.33755,3006.959525,425.97065
164.48235,1338.270025,1594.499725,273.3109,1114.765475,763.49475,213.198375,451.383075,3006.975525,425.987775
164.492475,1338.500675,1594.5321,273.32505,1115.218325,763.61815,213.239825,451.877075,3006.98745,426.094225
164.504975,1338.533825,1594.555475,273.34135,1115.240975,763.6413,213.30975,451.928475,3006.999825,426.304225
164.52565,1338.558325,1594.5637,273.36725,1115.2541,763.6615,213.34595,451.94785,3007.0112,426.353825
164.586425,1338.943325,1594.600625,273.4262,1115.5915,763.699925,213.4087,451.992725,3007.0243,426.57085
164.618775,1338.967,1594.622175,273.43225,1115.6429,763.7525,213.423625,452.02815,3007.034475,426.646675
164.648075,1339.54935,1594.682425,273.44775,1115.702775,763.757275,213.493125,452.047625,3007.041625,426.65535
164.649625,1339.71735,1594.7399,273.467525,1115.80085,763.95725,213.496775,452.098775,3007.052925,426.8238
164.69045,1339.75875,1594.758,273.500125,1116.01145,764.082175,213.529475,452.1162,3007.063625,427.019825
164.69625,1340.036875,1594.79065,273.52675,1116.17735,764.11745,213.544475,452.16595,3007.07365,427.376975
164.711275,1340.156525,1594.8039,273.532325,1116.355575,764.2548,213.55905,452.2133,3007.08665,427.405925
164.7403,1340.405175,1594.8285,273.601175,1116.735675,764.302675,213.6116,452.3029,3007.109525,427.462175
164.760975,1340.432,1594.856275,273.63435,1117.01675,764.330475,213.648475,452.4093,3007.138675,427.849875
164.7695,1340.545475,1594.8957,273.668075,1117.192525,764.47035,213.80915,452.4653,3007.1528,428.26185
164.810725,1340.574175,1594.919225,273.70885,1117.2638,764.510175,213.867175,452.490925,3007.170675,428.488825
164.86475,1340.926025,1594.98845,273.7174,1117.30215,764.513925,213.872725,452.5778,3007.184425,428.492125
164.876,1341.133,1595.115475,273.723275,1117.357175,764.5176,213.88425,452.615875,3007.20215,428.57985
164.943125,1341.254375,1595.126175,273.742275,1117.550225,764.561425,213.893125,452.82315,3007.2385,428.6403
165.007875,1341.3779,1595.1438,273.76215,1117.6215,764.583775,213.931725,452.82695,3007.255,428.876775
165.09595,1341.42975,1595.2047,273.78025,1117.942225,764.6302,213.9413,452.845325,3007.268,428.882275
165.1252,1341.470375,1595.22065,273.796375,1118.095875,764.728225,213.950875,452.930025,3007.28245,428.936175
165.129725,1341.4969,1595.2599,273.831175,1118.1605,764.815925,213.986675,453.07315,3007.29785,428.951325
165.1497,1341.910525,1595.286575,273.8984,1118.257325,764.854225,214.010175,453.108025,3007.31125,429.0209
165.18115,1342.48395,1595.312575,273.9054,1118.3775,764.972925,214.025975,453.1697,3007.325225,429.190075
165.228975,1342.51945,1595.468925,273.90895,1118.5025,765.079125,214.0623,453.220525,3007.342,429.362325
165.2373,1342.5454,1595.48525,273.925375,1118.527625,765.106625,214.08725,453.290025,3007.365625,429.43985
165.33115,1342.920025,1595.56625,273.9404,1118.551025,765.142625,214.1118,453.414525,3007.382,429.6286
165.396875,1343.08675,1595.595825,273.95585,1118.575425,765.19055,214.1653,453.4181,3007.39995,429.688675
165.41785,1343.1494,1595.6104,273.975125,1118.5847,765.39425,214.2079,453.6359,3007.424625,429.748425
165.42655,1343.351225,1595.774925,273.9978,1118.6664,765.44775,214.21885,453.843275,3007.445675,429.9373
165.449375,1343.4937,1595.844025,274.024325,1118.67005,765.448875,214.325225,454.0221,3007.46515,429.978125
165.450375,1343.621025,1595.8636,274.052175,1118.742775,765.494325,214.37535,454.345175,3007.486675,430.454075
165.468,1343.7172,1595.874225,274.071975,1119.07615,765.602425,214.39495,454.368475,3007.51055,430.79955
165.477475,1343.9472,1595.889725,274.088675,1119.4281,765.64135,214.4206,454.380875,3007.525375,430.849975
165.48785,1343.978475,1595.943675,274.104775,1119.430625,765.686775,214.43395,454.4278,3007.54555,431.705225
165.498375,1344.231625,1595.97585,274.22775,1119.4859,765.8749,214.467075,454.5444,3007.5645,431.739325
165.534225,1344.28395,1596.1042,274.247825,1119.5263,765.920975,214.518025,454.620525,3007.581625,432.15655
165.55355,1344.35765,1596.111125,274.249575,1119.6331,765.933275,214.561825,454.66625,3007.59985,432.179625
165.55655,1344.48085,1596.130925,274.2639,1119.663075,765.968425,214.610525,454.67995,3007.6175,432.245475
165.596175,1344.566575,1596.1813,274.28095,1119.876075,765.98695,214.6504,454.84365,3007.6638,432.28185
165.65715,1344.741175,1596.201875,274.28945,1120.194725,766.027625,214.656025,454.905125,3007.6807,432.3246
165.6739,1345.4239,1596.209725,274.30355,1120.254175,766.30225,214.70425,454.9268,3007.69465,432.99085
165.674925,1345.636125,1596.2362,274.34725,1120.474975,766.351075,214.727175,454.943675,3007.7231,433.088825
165.715825,1345.79395,1596.258725,274.366775,1120.804975,766.3584,214.752375,454.958175,3007.735775,433.09495
165.755275,1346.10265,1596.444275,274.398725,1120.852175,766.402425,214.776875,454.983625,3007.755375,433.4641
165.75835,1346.129425,1596.518925,274.417025,1120.862975,766.425225,214.792375,454.996075,3007.77325,433.61555
165.776875,1346.2686,1596.541475,274.44545,1120.902975,766.48615,214.817525,455.039,3007.787325,434.7263
165.794175,1346.48635,1596.80265,274.50645,1121.13835,766.4904,214.84185,455.04485,3007.804825,434.825525
165.821025,1346.630775,1596.848025,274.522075,1121.494875,766.5351,214.864625,455.062325,3007.82025,434.927875
165.835625,1347.54585,1596.884925,274.552575,1121.68755,766.5595,214.90175,455.1687,3007.838575,434.947175
165.8447,1347.73065,1596.897525,274.5653,1121.726075,766.657975,214.936,455.208525,3007.854425,435.03465
165.869975,1347.860375,1596.92925,274.57955,1121.780025,766.696725,214.97925,455.33665,3007.8697,435.120375
165.9202,1348.0843,1596.958975,274.595475,1121.81975,766.712475,214.988125,455.433825,3007.889125,435.13925
165.949325,1348.203875,1596.998625,274.611875,1121.917,766.840075,215.005575,455.465225,3007.90305,435.175425
165.972775,1348.321975,1597.0163,274.6516,1122.072725,766.895625,215.0068,455.72465,3007.916975,435.404525
166.0143,1348.751675,1597.1682,274.669125,1122.140675,766.99855,215.044225,455.825325,3007.933425,435.438425
166.048175,1349.25075,1597.19,274.710625,1122.2015,767.03695,215.0748,455.85915,3007.948975,435.49045
166.106175,1349.8785,1597.2377,274.715,1122.29275,767.419275,215.117275,455.912875,3007.965875,435.51955
166.133425,1349.948075,1597.33145,274.74765,1122.6393,767.4752,215.16545,456.000825,3007.977875,435.6806
166.1372,1350.509175,1597.387125,274.765525,1122.685425,767.485025,215.228125,456.009175,3008.0086,435.850125
166.15225,1350.571925,1597.442075,274.79685,1122.782725,767.4953,215.27595,456.1235,3008.027425,435.85235
166.236225,1350.659525,1597.47355,274.832875,1122.8276,767.515225,215.323375,456.146375,3008.0475,435.92335
166.2417,1350.688875,1597.508575,274.84865,1122.847025,767.588925,215.348,456.16695,3008.0662,436.113375
166.2652,1351.121325,1597.75535,274.859625,1122.918725,767.677575,215.39915,456.358375,3008.083075,436.213975
166.2818,1351.700525,1597.799975,274.863625,1123.128775,767.800775,215.41155,456.424125,3008.09685,436.234875
166.297075,1351.9662,1597.93375,274.881,1123.223425,767.80785,215.444625,456.457025,3008.109675,436.380575
166.321375,1352.203075,1598.0916,274.909,1123.35315,767.86395,215.4828,456.475775,3008.125775,436.43425
166.4021,1352.381925,1598.1722,274.966675,1123.576475,767.871425,215.509875,456.478575,3008.137325,436.727475
166.41695,1352.4488,1598.310725,274.986975,1123.65495,767.933625,215.548175,456.5114,3008.152025,436.941075
166.4346,1352.725625,1598.343425,275.002775,1123.7483,767.9603,215.575925,456.615825,3008.164525,437.0223
166.45635,1352.936225,1598.558325,275.0412,1123.990875,768.064075,215.620625,456.66715,3008.182975,437.425225
166.565325,1353.912825,1598.626925,275.077975,1124.026125,768.227825,215.6515,457.12295,3008.22855,437.457475
166.580975,1354.015925,1598.646875,275.0914,1124.194975,768.31215,215.659925,457.192925,3008.239975,437.512125
166.5838,1354.239375,1598.908775,275.095925,1124.340375,768.363275,215.675775,457.33395,3008.256925,437.53615
166.600825,1354.28715,1598.95965,275.1076,1124.381275,768.4771,215.699725,457.4281,3008.273525,437.5627
166.6035,1354.3571,1598.9931,275.150925,1124.38795,768.55975,215.7251,457.437075,3008.30695,437.60995
166.61885,1354.968575,1599.11025,275.16505,1124.54735,768.607075,215.74305,457.647975,3008.319525,437.8272
166.68615,1355.2068,1599.138475,275.1796,1124.581425,768.62795,215.77385,457.8998,3008.336425,437.854375
166.701175,1355.34485,1599.168625,275.1923,1124.622275,768.6523,215.82255,457.914725,3008.351725,437.89935
166.7174,1355.5404,1599.2215,275.210875,1124.801375,768.705575,215.8762,457.94725,3008.368125,437.92945
166.746625,1355.857575,1599.242975,275.2343,1124.83965,768.719725,215.923925,457.9729,3008.38245,438.086225
166.769225,1356.404575,1599.2626,275.24895,1124.90555,768.748925,216.02665,458.1512,3008.392875,438.183325
166.80335,1356.577375,1599.288075,275.263975,1124.91705,768.76955,216.050225,458.206675,3008.401825,438.380825
