SPK_SPKC09a,SPK_SPKC10c,SPK_SPKC11a,SPK_SPKC13a
,,54.544325,21.5249
,,54.57065,21.530275
,,54.60705,21.545
,,54.61925,21.54835
,,54.62845,21.5534
,,54.655275,21.556525
,,54.6835,21.564975
,,54.72305,21.577825
,,54.7388,21.63925
,,54.774875,21.649875
,,54.8122,21.667
,,54.825725,21.7228
,,54.8953,21.743225
,,54.9319,21.748725
,,54.957,21.757325
,,54.997775,21.764475
,,55.09755,21.77025
,,55.239675,21.78035
,,55.260625,21.7952
,,55.273725,21.804975
,,55.288875,21.8204
,,55.310725,21.901225
,,55.3767,22.114425
,,55.3855,22.13665
,,55.404175,22.151425
,,55.495525,22.1622
,,55.545125,22.172625
,,55.592225,22.181525
,,55.688025,22.188125
,,55.74455,22.20155
,,55.786375,22.226825
,,55.80795,22.2409
,,55.8505,22.31055
,,55.8683,22.332
,,55.878775,22.34135
,,55.969275,22.361
,,56.0312,22.378525
,,56.0576,22.40275
,,56.07755,22.415025
,,56.096675,22.426075
,,56.169525,22.436425
,,56.263075,22.4449
,,56.26925,22.454625
,,56.301275,22.46515
,,56.4369,22.477125
,,56.45865,22.501375
,,56.473225,22.513675
,,56.5101,22.531
,,56.569,22.557625
,,56.5855,22.62585
,,56.608125,22.6386
,,56.6726,22.648025
,,56.69295,22.653475
,,56.70315,22.6601
,,56.7474,22.664925
,,56.7576,22.68335
,,56.775325,22.69645
,,56.860125,22.713875
,,56.8795,22.71975
,,56.920025,22.72825
,,56.95405,22.7369
,,57.058875,22.755075
,,57.081675,22.7693
,,57.1213,22.784475
,,57.178125,22.793725
,,57.222475,22.8007
,,57.26495,22.81215
,,57.363775,22.832725
,,57.474,22.842625
,,57.490725,22.8554
,,57.51695,22.864325
,,57.5401,22.87085
,,57.582475,22.8821
,,57.624775,22.899675
,,57.6677,22.929475
,,57.700125,22.93755
,,57.742575,22.94655
,,57.76355,22.957975
,,57.823775,22.9723
,,57.87115,22.98215
,,57.89765,23.021875
,,57.914925,23.223875
,,57.945125,23.23435
,,57.975525,23.249
,,57.9862,23.25635
,,58.0064,23.262825
,,58.0454,23.28105
,,58.0832,23.298325
,,58.120175,23.32285
,,58.1283,23.334625
,,58.13605,23.352675
,,58.1441,23.3722
,,58.15315,23.401625
,,58.168425,23.4525
,,58.20765,23.504425
,,58.308375,23.606225
,,58.34225,23.615575
,,58.384675,23.63065
,,58.463675,23.638125
,,58.534675,23.6473
,,58.5512,23.655475
,,58.57795,23.659675
,,58.626925,23.6624
,,58.636325,23.667475
,,58.660675,23.703975
,,58.676825,23.712875
,,58.70435,23.7228
,,58.930875,23.7362
,,58.9549,23.837625
,,59.01415,23.859375
,,59.03565,23.93105
,,59.139875,24.1241
,,59.1505,24.15065
,,59.19185,24.177075
,,59.20755,24.18485
,,59.2386,24.194225
,,59.2495,24.2046
,,59.2933,24.21
,,59.31585,24.22345
,,59.331075,24.230425
,,59.344125,24.235775
,,59.37255,24.2502
,,59.39585,24.2557
,,59.420375,24.275075
,,59.442625,24.303175
,,59.531275,24.30815
,,59.62205,24.31355
,,59.677625,24.31745
,,59.7334,24.325525
,,59.757625,24.331575
,,59.822125,24.33635
,,59.83465,24.34345
,,59.88775,24.347575
,,59.919975,24.37915
,,59.944225,24.38975
,,59.9686,24.39645
,,60.006775,24.410475
,,60.018375,24.69145
,,60.128475,24.70235
,,60.149225,24.7115
,,60.215875,24.718875
,,60.268775,24.725675
,,60.279825,24.73005
,,60.298275,24.737575
,,60.304775,24.7434
,,60.31435,24.75015
,,60.333675,24.776825
,,60.34425,24.78615
,,60.385425,24.791325
,,60.4647,24.816175
,,60.4856,24.8274
,,60.508275,24.880525
,,60.536975,24.9109
,,60.5628,25.14015
,,60.582125,25.147425
,,60.598775,25.15585
,,60.621975,25.162225
,,60.63065,25.16875
,,60.66845,25.17575
,,60.698525,25.1824
,,60.7225,25.1896
,,60.8176,25.201675
,,60.867625,25.21225
,,60.930025,25.2345
,,60.947675,25.253025
,,60.9634,25.259525
,,60.98935,25.277275
,,60.9988,25.2985
,,61.028375,25.754025
,,61.04245,25.817125
,,61.08485,25.827525
,,61.108475,25.8363
,,61.119125,25.84705
,,61.131725,25.85815
,,61.1591,25.86985
,,61.189525,25.877375
,,61.194125,25.893425
,,61.210375,25.907325
,,61.294925,25.91625
,,61.353125,25.923075
,,61.379575,25.9285
,,61.422075,25.93635
,,61.441125,25.94515
,,61.46555,25.9507
,,61.49375,25.9723
,,61.506075,25.979175
,,61.5183,25.987925
,,61.536625,25.99605
,,61.546425,26.01575
,,61.56775,26.031275
,,61.5748,26.072475
,,61.6011,26.21585
,,61.6144,26.225725
,,61.632325,26.236725
,,61.7525,26.245225
,,61.7924,26.253725
,,61.818175,26.27455
,,61.889475,26.286075
,,61.937575,26.3001
,,61.973,26.307775
,,61.9833,26.31545
,,62.01485,26.324325
,,62.027125,26.333125
,,62.121075,26.3488
,,62.148975,26.36545
,,62.23565,26.377775
,,62.27955,26.38945
,,62.322875,26.40075
,,62.48715,26.4268
,,62.505675,26.493075
,,62.522875,26.53755
,,62.538025,26.7391
,,62.58695,26.7466
,,62.608175,26.754375
,,62.6574,26.769175
,,62.6767,26.776325
,,62.71965,26.789
,,62.7597,26.7968
,,62.7814,26.8039
,,62.811625,26.816825
,,62.849125,26.828525
,,62.86935,26.8396
,,62.900525,26.848025
,,62.929675,26.866425
,,63.019675,26.880725
,,63.061625,26.888225
,,63.103425,26.89555
,,63.11685,26.930775
,,63.168175,26.943575
,,63.201675,26.9496
,,63.241525,26.958475
,,63.259375,26.96785
,,63.374225,27.004975
,,63.436525,27.023675
,,63.48675,27.0315
,,63.501675,27.05355
,,63.51435,27.14345
,,63.5398,27.3855
,,63.592025,27.3966
,,63.634725,27.409575
,,63.769825,27.4162
,,63.8399,27.425975
,,63.8729,27.4367
,,63.89625,27.445725
,,63.91865,27.455325
,,63.933875,27.46005
,,63.9596,27.466825
,,63.97185,27.49825
,,63.9915,27.508375
,,64.019275,27.51805
,,64.0254,27.5289
,,64.03685,27.545325
,,64.0546,27.55715
,,64.078175,27.567725
,,64.093925,27.611625
,,64.19205,27.993
,,64.292025,28.097025
,,64.303075,28.2082
,,64.31305,28.3366
,,64.361675,28.35675
,,64.3724,28.3656
,,64.39905,28.38545
,,64.4139,28.398475
,,64.423525,28.403025
,,64.438675,28.41695
,,64.44555,28.444925
,,64.46915,28.4702
,,64.4902,28.488425
,,64.52085,28.49545
,,64.537,28.50325
,,64.62435,28.511125
,,64.67225,28.51515
,,64.760425,28.522175
,,64.776075,28.537575
,,64.7936,28.541875
,,64.8229,28.5487
,,64.8334,28.556775
,,64.8585,28.565775
,,64.87075,28.569775
,,64.923575,28.581825
,,65.00515,28.5897
,,65.047025,28.600675
,,65.071375,28.6076
,,65.119375,28.622975
,,65.1475,28.630925
,,65.1737,28.6541
,,65.200025,28.665675
,,65.225175,28.7091
,,65.2503,28.7309
,,65.269625,28.7626
,,65.33055,28.80895
,,65.36715,28.8477
,,65.379475,28.859375
,,65.39805,28.872725
,,65.40835,28.88205
,,65.421975,28.89265
,,65.45455,28.90645
,,65.47295,28.91815
,,65.494,28.9287
,,65.5439,28.9435
,,65.5725,28.97335
,,65.58955,28.98315
,,65.6125,28.98785
,,65.640075,29.0018
,,65.669475,29.00665
,,65.727725,29.01055
,,65.76425,29.014475
,,65.786125,29.032925
,,65.79665,29.03955
,,65.81685,29.045175
,,65.8293,29.051425
,,65.8887,29.093475
,,65.9064,29.108
,,65.930975,29.116975
,,65.974075,29.132975
,,66.030575,29.199625
,,66.055675,29.222075
,,66.08735,29.2655
,,66.1262,29.50705
,,66.18915,29.5183
,,66.2425,29.526075
,,66.2864,29.53685
,,66.315275,29.5432
,,66.3338,29.552025
,,66.347425,29.55825
,,66.3703,29.563925
,,66.404775,29.57055
,,66.435375,29.575825
,,66.464875,29.586525
,,66.491875,29.5892
,,66.568475,29.594275
,,66.6185,29.601825
,,66.634625,29.6069
,,66.6466,29.6145
,,66.659525,29.625975
,,66.69725,29.655025
,,66.716025,29.6619
,,66.752975,29.691875
,,66.8187,29.701
,,66.85005,29.721825
,,66.87285,29.756075
,,66.916325,29.768775
,,67.04745,29.7849
,,67.083225,29.8348
,,67.1397,29.986525
,,67.155,30.000175
,,67.195075,30.00525
,,67.2088,30.0148
,,67.236625,30.022575
,,67.25565,30.03085
,,67.30605,30.037225
,,67.334475,30.04305
,,67.358375,30.047975
,,67.376825,30.05255
,,67.39425,30.062575
,,67.427825,30.10095
,,67.4353,30.108175
,,67.44375,30.167975
,,67.45845,30.179625
,,67.486075,30.214425
,,67.509,30.49
,,67.5582,30.50175
,,67.583875,30.516625
,,67.61385,30.52225
,,67.63045,30.54315
,,67.650225,30.5523
,,67.67415,30.558825
,,67.689425,30.5653
,,67.711625,30.587275
,,67.78145,30.59655
,,67.825325,30.61115
,,67.842075,30.62
,,67.85335,30.6275
,,67.866475,30.634075
,,67.8756,30.652975
,,67.923475,30.6606
,,67.941475,30.683975
,,67.96585,30.706225
,,68.000475,30.791675
,,68.037875,30.854225
,,68.064825,30.96195
,,68.0847,30.9767
,,68.1004,30.987875
,,68.134925,30.9917
,,68.15625,30.998175
,,68.34665,31.0096
,,68.378325,31.0121
,,68.3979,31.014725
,,68.41425,31.020425
,,68.434675,31.027525
,,68.480125,31.0322
,,68.493725,31.039425
,,68.507225,31.0444
,,68.5164,31.04965
,,68.53415,31.060925
,,68.6079,31.066575
,,68.701475,31.085525
,,68.769875,31.09925
,,68.78125,31.105075
,,68.802125,31.117575
,,68.823225,31.1223
,,68.849275,31.13735
,,68.86945,31.158975
,,68.91635,31.170675
,,68.938725,31.180275
,,68.9988,31.244325
,,69.007,31.27685
,,69.02855,31.498575
,,69.040975,31.510025
,,69.075775,31.519175
,,69.098025,31.529525
,,69.11095,31.536775
,,69.12095,31.544575
,,69.154975,31.5498
,,69.16835,31.5565
,,69.1774,31.56175
,,69.19535,31.569125
,,69.222625,31.57915
,,69.23665,31.586375
,,69.2448,31.59265
,,69.273275,31.60015
,,69.306975,31.60465
,,69.3378,31.6211
,,69.3633,31.628725
,,69.395025,31.634375
,,69.413475,31.64095
,,69.508275,31.650425
,,69.535725,31.664625
,,69.55965,31.67165
,,69.57815,31.682975
,,69.596775,31.7169
,,69.6852,31.74775
,,69.710725,31.7576
,,69.787525,31.77475
,,69.81465,31.7869
,,69.827625,31.8028
,,69.84235,31.851825
,,69.855725,31.9173
,,69.86575,32.159425
,,69.9672,32.17665
,,69.984675,32.1894
,,70.023125,32.2031
,,70.0695,32.2215
,,70.155425,32.246575
,,70.215375,32.271825
,,70.2338,32.2819
,,70.245975,32.2977
,,70.29145,32.3063
,,70.340625,32.326275
,,70.54505,32.34055
,,70.60955,32.353825
,,70.634975,32.3624
,,70.64975,32.376075
,,70.668075,32.385175
,,70.752425,32.404375
,,70.79975,32.4192
,,70.815275,32.428375
,,70.853275,32.436075
,,70.88645,32.450325
,,70.928625,32.4684
,,70.9395,32.494475
,,71.00185,32.5232
,,71.018075,32.552325
,,71.038725,32.620725
,,71.059825,32.807125
,,71.10755,32.826475
,,71.14125,32.84285
,,71.159025,32.8555
,,71.18205,32.86225
,,71.26605,32.8735
,,71.293625,32.89725
,,71.317325,32.906075
,,71.324925,32.92385
,,71.41575,32.93765
,,71.452775,32.9698
,,71.468425,32.981425
,,71.483675,32.98825
,,71.506825,33.0002
,,71.54935,33.025675
,,71.5588,33.035325
,,71.578975,33.054675
,,71.72825,33.05765
,,71.7614,33.063375
,,71.81975,33.06715
,,71.881975,33.087725
,,71.93705,33.092125
,,71.953375,33.098
,,71.980675,33.101675
,,71.9881,33.155325
,,72.010025,33.16845
,,72.023775,33.186375
,,72.03,33.194175
,,72.06465,33.2007
,,72.075425,33.208325
,,72.18395,33.211675
,,72.2623,33.21445
,,72.32785,33.217325
,,72.3768,33.2193
,,72.413725,33.29695
,,72.436025,33.32575
,,72.498575,33.37515
,,72.507,33.683425
,,72.51895,33.691575
,,72.529375,33.705225
,,72.55095,33.71405
,,72.5869,33.7226
,,72.599225,33.731725
,,72.613425,33.74105
,,72.62125,33.7578
,,72.644325,33.76815
,,72.6789,33.777525
,,72.693025,33.790725
,,72.72835,33.9615
,,72.80165,33.969925
,,72.84665,33.98745
,,72.8729,33.995575
,,72.89685,34.005275
,,72.9069,34.013675
,,72.964875,34.020375
,,72.992925,34.0273
,,73.0063,34.033325
,,73.0148,34.040625
,,73.040175,34.043825
,,73.0696,34.058275
,,73.081975,34.157925
,,73.0902,34.2079
,,73.145175,34.2515
,,73.166825,34.4588
,,73.276725,34.4707
,,73.302575,34.48115
,,73.325375,34.489025
,,73.35215,34.49605
,,73.447275,34.501725
,,73.49015,34.5075
,,73.5052,34.51545
,,73.5138,34.524625
,,73.551475,34.528925
,,73.5551,34.545875
,,73.5576,34.551925
,,73.567325,34.578775
,,73.597225,34.6164
,,73.611475,34.629575
,,73.643325,34.6515
,,73.661975,34.668
,,73.67755,34.678575
,,73.7313,34.6903
,,73.783825,34.696425
,,73.7995,34.703525
,,73.823225,34.7105
,,73.85655,34.7156
,,73.92715,34.723125
,,73.93495,34.734575
,,73.944575,34.740375
,,73.955625,34.755675
,,73.988725,34.7602
,,73.998925,34.77235
,,74.017925,34.7805
,,74.056325,34.795925
,,74.06825,34.8057
,,74.0797,34.815975
,,74.093275,34.866225
,,74.115225,35.1594
,,74.131825,35.16865
,,74.152475,35.175175
,,74.200925,35.1828
,,74.23455,35.18955
,,74.258075,35.1958
,,74.29755,35.2063
,,74.344375,35.21495
,,74.360325,35.219525
,,74.370925,35.22455
,,74.383625,35.240175
,,74.39455,35.24505
,,74.40865,35.251775
,,74.43155,35.263975
,,74.45415,35.270025
,,74.465025,35.300675
,,74.4787,35.3077
,,74.5138,35.31265
,,74.520825,35.34225
,,74.578,35.350025
,,74.60485,35.355925
,,74.619475,35.37195
,,74.6373,35.4011
,,74.652675,35.438075
,,74.690575,35.4887
,,74.720225,35.717475
,,74.7629,35.728525
,,74.802275,35.73685
,,74.822475,35.74625
,,74.90395,35.7555
,,74.921675,35.76625
,,74.93145,35.7717
,,74.94275,35.78015
,,74.955475,35.7894
,,74.96585,35.795925
,,74.9746,35.804475
,,75.02675,35.81295
,,75.0824,35.826675
,,75.0956,35.838725
,,75.10505,35.847275
,,75.120025,35.865225
,,75.1339,35.87705
,,75.142925,35.891275
,,75.14965,35.909675
,,75.164025,35.926525
,,75.173275,35.938675
,,75.1842,35.979475
,,75.195475,36.06185
,,75.24235,36.133325
,,75.2702,36.21895
,,75.3045,36.235975
,,75.3107,36.245875
,,75.318225,36.25355
,,75.33465,36.26155
,,75.342125,36.267675
,,75.380925,36.282175
,,75.405275,36.28525
,,75.415275,36.2901
,,75.428175,36.294725
,,75.448375,36.334025
,,75.5107,36.3467
,,75.5417,36.375675
,,75.5514,36.392675
,,75.577975,36.4083
,,75.5918,36.502925
,,75.6061,36.53395
,,75.619875,36.55175
,,75.641975,36.557025
,,75.656575,36.570175
,,75.67495,36.5739
,,75.73045,36.5929
,,75.75355,36.901325
,,75.78565,36.913425
,,75.8154,36.940725
,,75.8363,36.944975
,,75.862225,36.954725
,,75.875275,36.9595
,,75.902125,36.964425
,,75.957525,36.971675
,,75.98025,36.9768
,,75.98495,36.984875
,,75.995175,36.999525
,,76.015875,37.012275
,,76.100325,37.013625
,,76.114725,37.035075
,,76.1267,37.058575
,,76.146275,37.070125
,,76.180625,37.089725
,,76.203625,37.103325
,,76.26125,37.120425
,,76.2791,37.132175
,,76.305025,37.16405
,,76.33105,37.170925
,,76.355525,37.194
,,76.380925,37.2061
,,76.397125,37.274875
,,76.420075,37.543025
,,76.4391,37.5547
,,76.44765,37.565325
,,76.472475,37.577375
,,76.534875,37.5849
,,76.552075,37.595875
,,76.57355,37.61015
,,76.619325,37.621175
,,76.642225,37.643625
,,76.7297,37.665
,,76.84845,37.67505
,,76.8579,37.6853
,,76.8894,37.691325
,,76.899225,37.702625
,,76.915125,37.7186
,,76.925325,37.725925
,,76.937825,37.759675
,,76.9522,37.770025
,,76.992525,37.777475
,,77.005425,37.7862
,,77.014575,37.7935
,,77.02535,37.8324
,,77.065,37.8519
,,77.082075,37.867175
,,77.0995,37.896925
,,77.1126,37.908375
,,77.145325,37.92105
,,77.185025,37.93295
,,77.203325,37.951225
,,77.227875,37.987525
,,77.24745,38.114725
,,77.272425,38.269525
,,77.35155,38.294625
,,77.395375,38.320725
,,77.4084,38.35135
,,77.4328,38.379625
,,77.4398,38.39495
,,77.465925,38.41735
,,77.4989,38.45945
,,77.514775,38.474525
,,77.54535,38.494475
,,77.59945,38.5117
,,77.6128,38.538775
,,77.63145,38.78395
,,77.6513,38.795075
,,77.66195,38.813825
,,77.715825,38.83175
,,77.7263,38.8396
,,77.738925,38.84065
,,77.774625,38.852525
,,77.79245,38.860375
,,77.814775,38.875275
,,77.8313,38.886925
,,77.861425,38.945075
,,77.9091,38.972625
,,77.921425,39.004375
,,77.95425,39.03285
,,77.99125,39.0511
,,78.0194,39.062325
,,78.0445,39.3374
,,78.107375,39.354575
,,78.126925,39.3775
,,78.152025,39.394875
,,78.172875,39.41475
,,78.179575,39.422175
,,78.232925,39.43645
,,78.2667,39.4765
,,78.27665,39.48995
,,78.2917,39.505725
,,78.3055,39.534575
,,78.37405,39.54875
,,78.409325,39.559025
,,78.42405,39.566975
,,78.44615,39.5755
,,78.46875,39.587325
,,78.4937,39.5957
,,78.5258,39.60805
,,78.5363,39.63795
,,78.547275,39.6471
,,78.569475,39.8322
,,78.59675,39.932625
,,78.6442,39.95715
,,78.668475,39.9951
,,78.690875,40.025075
,,78.7197,40.106025
,,78.74925,40.16775
,,78.7764,40.21455
,,78.813675,40.3387
,,78.8223,40.410875
,,78.8418,40.42075
,,78.858075,40.45695
,,78.8853,40.459375
,,78.89555,40.48105
,,78.9068,40.5051
,,78.973775,40.5307
,,79.0548,40.5495
,,79.0792,40.5652
,,79.110175,40.595675
,,79.130475,40.609625
,,79.1627,40.6344
,,79.209225,40.65375
,,79.24765,40.662925
,,79.272925,40.67525
,,79.289775,40.72535
,,79.3115,40.742925
,,79.344575,40.760925
,,79.35775,40.7827
,,79.37135,40.80585
,,79.406825,40.82455
,,79.440775,40.852075
,,79.480575,40.89265
,,79.5077,40.9012
,,79.5331,40.912975
,,79.57255,40.92335
,,79.59195,40.93165
,,79.6293,40.9393
,,79.6495,40.9511
,,79.669775,40.963725
,,79.690625,40.982725
,,79.719525,41.01515
,,79.744,41.022575
,,79.777125,41.034825
,,79.812275,41.30705
,,79.847325,41.3424
,,79.869425,41.36165
,,79.892175,41.379
,,79.921575,41.391125
,,79.988125,41.41275
,,80.01475,41.4405
,,80.028675,41.454675
,,80.038,41.475525
,,80.127825,41.51955
,,80.157225,41.53245
,,80.17045,41.56015
,,80.24205,41.574375
,,80.2669,41.59035
,,80.280325,41.609725
,,80.302975,41.686975
,,80.3226,41.883275
,,80.341,41.9063
,,80.35105,41.93045
,,80.4177,41.965175
,,80.450725,41.980675
,,80.48565,42.005025
,,80.526,42.026175
,,80.537025,42.0437
,,80.553775,42.058125
,,80.571225,42.084775
,,80.608175,42.105975
,,80.623575,42.1275
,,80.661975,42.142825
,,80.68215,42.173125
,,80.69375,42.228
,,80.711925,42.28185
,,80.72325,42.56585
,,80.736125,42.595275
,,80.74385,42.610375
,,80.796225,42.6271
,,80.810025,42.65365
,,80.82615,42.66725
,,80.865775,42.7054
,,80.9296,42.7278
,,80.953225,42.76015
,,80.9713,42.77775
,,81.018125,43.08215
,,81.0391,43.1115
,,81.05375,43.133025
,,81.101475,43.183075
,,81.12505,43.2254
,,81.140625,43.2591
,,81.15275,43.291125
,,81.204125,43.3067
,,81.294375,43.320875
,,81.3393,43.33155
,,81.363425,43.3609
,,81.39955,43.38715
,,81.4411,43.3999
,,81.453375,43.4287
,,81.52485,43.5611
,,81.577875,43.5917
,,81.60105,43.6027
,,81.621925,43.615175
,,81.665725,43.625275
,,81.708725,43.637525
,,81.72775,43.645725
,,81.7503,43.657925
,,81.791525,43.6753
,,81.840225,43.681925
,,81.87295,43.722375
,,81.963575,43.7469
,,82.011525,43.756275
,,82.03305,43.77145
,,82.10845,43.786725
,,82.139475,43.825525
,,82.167825,43.9107
,,82.225725,43.922675
,,82.264075,43.94955
,,82.305175,43.965225
,,82.3674,43.983525
,,82.382825,44.000425
,,82.47485,44.020125
,,82.59395,44.0435
,,82.614625,44.067525
,,82.633025,44.098575
,,82.673125,44.120325
,,82.7201,44.1399
,,82.735575,44.151475
,,82.79725,44.165075
,,82.85505,44.177925
,,82.87785,44.188575
,,82.9066,44.202525
,,82.928325,44.2139
,,82.946525,44.2787
,,82.95925,44.2943
,,82.98195,44.3233
,,83.006175,44.332575
,,83.037475,44.339575
,,83.0652,44.3472
,,83.08715,44.35375
,,83.104475,44.3595
,,83.1464,44.36965
,,83.18925,44.37425
,,83.22245,44.381325
,,83.24555,44.385475
,,83.3652,44.404075
,,83.392175,44.41175
,,83.42095,44.435125
,,83.43735,44.478675
,,83.464525,44.494275
,,83.478975,44.509975
,,83.49325,44.5273
,,83.505675,44.54045
,,83.52875,44.546675
,,83.5492,44.55255
,,83.5677,44.560575
,,83.57925,44.568425
,,83.60135,44.57615
,,83.6359,44.585275
,,83.6504,44.5943
,,83.67035,44.6112
,,83.702675,44.626275
,,83.7325,44.63845
,,83.747575,44.67185
,,83.7705,44.69275
,,83.8075,44.70995
,,83.898025,44.80205
,,83.92365,44.997225
,,83.948275,45.0133
,,84.002725,45.0238
,,84.05705,45.03205
,,84.076,45.041925
,,84.08165,45.0597
,,84.092275,45.076675
,,84.115575,45.08355
,,84.1372,45.096975
,,84.14935,45.1135
,,84.213175,45.125275
,,84.241125,45.1331
,,84.294625,45.145475
,,84.320075,45.1543
,,84.334475,45.177425
,,84.361175,45.198675
,,84.383175,45.2063
,,84.395675,45.21715
,,84.4072,45.249675
,,84.41615,45.288675
,,84.427075,45.302175
,,84.44365,45.319675
,,84.45485,45.367475
,,84.48065,45.378875
,,84.496775,45.41935
,,84.50825,45.45705
,,84.53015,45.542875
,,84.545975,45.5778
,,84.599175,45.601625
,,84.6199,45.632525
,,84.637625,45.688575
,,84.65395,45.700325
,,84.679025,45.712625
,,84.70285,45.722225
,,84.7401,45.734125
,,84.784925,45.761
,,84.8428,45.79265
,,84.86,45.805825
,,84.875825,45.81535
,,84.908025,45.8286
,,84.920525,45.850425
,,84.935125,45.87175
,,84.9579,45.892325
,,84.9873,45.907975
,,85.007075,45.94705
,,85.0293,45.964075
,,85.05105,45.983125
,,85.083025,46.0104
,,85.0943,46.044375
,,85.123975,46.062275
,,85.185725,46.0967
,,85.19795,46.12575
,,85.255525,46.20025
,,85.267025,46.219175
,,85.3273,46.237325
,,85.37945,46.24835
,,85.402275,46.27245
,,85.441275,46.28685
,,85.5104,46.3023
,,85.531025,46.32805
,,85.5749,46.337125
,,85.61865,46.349375
,,85.6954,46.3671
,,85.73115,46.384825
,,85.743375,46.394775
,,85.7907,46.416375
,,85.8077,46.445875
,,85.844075,46.480025
,,85.857325,46.6248
,,85.93195,46.6766
,,85.967225,46.704575
,,85.989125,46.724875
,,86.00125,46.77345
,,86.02595,46.8119
,,86.0401,46.9827
,,86.068375,47.01715
,,86.1111,47.031725
,,86.1337,47.0669
,,86.15055,47.088575
,,86.172475,47.133675
,,86.20695,47.14695
,,86.22525,47.1616
,,86.2405,47.1715
,,86.268025,47.180325
,,86.280725,47.19565
,,86.29145,47.213725
,,86.305875,47.30635
,,86.31325,47.4457
,,86.329175,47.4623
,,86.3942,47.47735
,,86.421425,47.490125
,,86.438175,47.50335
,,86.4531,47.518925
,,86.467575,47.6154
,,86.49965,47.694425
,,86.55575,47.72135
,,86.738125,47.740475
,,86.777825,47.76425
,,86.799775,47.80545
,,86.806825,47.839875
,,86.814825,47.8806
,,86.820975,47.919025
,,86.834825,47.9825
,,86.8448,48.0039
,,86.876525,48.10185
,,86.888825,48.11275
,,86.908175,48.214275
,,86.9211,48.22585
,,86.9364,48.247625
,,86.962425,48.275825
,,86.97825,48.361425
,,86.999575,48.4439
,,87.0129,48.511975
,,87.05485,48.529225
,,87.0802,48.5726
,,87.114725,48.701125
,,87.14355,48.810625
,,87.175825,48.8248
,,87.197825,48.8343
,,87.2277,48.8501
,,87.2512,48.861975
,,87.262025,48.88065
,,87.288625,48.8935
,,87.3095,48.9089
,,87.32065,48.926225
,,87.334225,48.933625
,,87.35975,48.948
,,87.39305,48.955125
,,87.433275,48.965425
,,87.491875,48.98005
,,87.53955,49.01885
,,87.569975,49.034025
,,87.596,49.054975
,,87.636625,49.06365
,,87.647075,49.08395
,,87.6549,49.102175
,,87.688425,49.15075
,,87.70075,49.271375
,,87.779025,49.330625
,,87.792625,49.344825
,,87.8055,49.3566
,,87.817225,49.369225
,,87.835875,49.38025
,,87.856525,49.3889
,,87.882225,49.408525
,,87.901725,49.418825
,,87.9351,49.42645
,,87.953525,49.45885
,,87.976225,49.4742
,,87.9875,49.480275
,,88.01145,49.487125
,,88.04505,49.49405
,,88.07315,49.54825
,,88.10855,49.55815
,,88.125775,49.58005
,,88.143125,49.588025
,,88.198525,49.60065
,,88.223325,49.6102
,,88.241175,49.621025
,,88.25115,49.6365
,,88.2603,49.642325
,,88.29345,49.647075
,,88.306325,49.67045
,,88.326375,49.681625
,,88.357125,49.7134
,,88.3792,49.7263
,,88.43085,49.856875
,,88.4753,49.9096
,,88.495,49.966925
,,88.5088,49.98685
,,88.5254,50.02625
,,88.571175,50.0422
,,88.58405,50.062725
,,88.604975,50.076125
,,88.6287,50.109325
,,88.6483,50.149375
,,88.7225,50.17355
,,88.743125,50.237975
,,88.804075,50.33395
,,88.816625,50.399725
,,88.836575,50.41135
,,88.860975,50.4349
,,88.8776,50.4431
,,88.90985,50.455125
,,88.9513,50.477825
,,88.96655,50.488525
,,88.9836,50.4976
,,88.99725,50.511325
,,89.022675,50.721825
,,89.05495,50.749625
,,89.072075,50.7597
,,89.093225,50.77625
,,89.115625,50.801275
,,89.132925,50.833025
,,89.16645,50.845325
,,89.22765,50.85685
,,89.33955,50.870175
,,89.355325,50.880875
,,89.372575,50.88915
,,89.40615,50.8977
,,89.4238,50.904325
,,89.453775,50.917075
,,89.493525,50.927125
,,89.50975,50.94115
,,89.55825,50.95225
,,89.5896,50.96765
,,89.611875,51.009625
,,89.654275,51.178725
,,89.676825,51.1877
,,89.6921,51.20325
,,89.707875,51.22365
,,89.719,51.23455
,,89.73975,51.247775
,,89.753075,51.26395
,,89.759325,51.2799
,,89.768125,51.288825
,,89.77535,51.3001
,,89.786025,51.309225
,,89.795,51.314575
,,89.805,51.320775
,,89.84105,51.32815
,,89.899125,51.3416
,,89.927225,51.351375
,,89.94615,51.375
,,89.961825,51.384825
,,89.982075,51.39625
,,90.00995,51.404375
,,90.02385,51.41805
,,90.099825,51.43775
,,90.10985,51.46425
,,90.134675,51.624325
,,90.140775,51.637725
,,90.151425,51.646725
,,90.15915,51.65605
,,90.16705,51.665825
,,90.175075,51.676425
,,90.209425,51.6858
,,90.218225,51.70145
,,90.23705,51.70455
,,90.2544,51.713475
,,90.26985,51.730925
,,90.29285,51.758625
,,90.31665,51.774075
,,90.332275,51.8051
,,90.354725,51.994075
,,90.37255,52.005625
,,90.38755,52.0147
,,90.40585,52.0229
,,90.426025,52.03615
,,90.44305,52.04875
,,90.47225,52.0609
,,90.489675,52.0678
,,90.506225,52.076775
,,90.5283,52.092475
,,90.540275,52.101325
,,90.555475,52.1081
,,90.566075,52.122525
,,90.583125,52.1427
,,90.615475,52.1822
,,90.6244,52.19345
,,90.63665,52.20865
,,90.661225,52.23435
,,90.6785,52.2558
