SPK_SPKC04a (exc/inhi),SPK_SPKC07a (inhi)
100.764,
100.78235,
100.796375,
100.8107,
100.8229,
100.840275,
100.85425,
100.867,
100.88325,
100.89915,
100.915825,
100.924125,
100.934325,
100.9552,
100.967025,
100.98925,
101.0111,
101.032775,
101.0607,
101.087725,
101.134825,
101.161125,
101.240375,
101.27565,
101.298,
101.325825,
101.346975,
101.401175,
101.417275,
101.4373,
101.455875,
101.470625,
101.478675,
101.494475,
101.5148,
101.533,
101.55375,
101.579975,
101.63005,
101.65545,
101.678025,
101.690625,
101.7003,
101.715575,
101.729775,
101.73885,
101.753575,
101.767675,
101.783375,
101.798625,
101.8187,
101.83545,
101.8469,
101.86735,
101.8784,
101.8921,
101.9027,
101.917275,
101.933775,
101.951125,
101.962775,
101.9827,
101.998275,
102.016,
102.033375,
102.049975,
102.07625,
102.0913,
102.11135,
102.13715,
102.154775,
102.170075,
102.19245,
102.217075,
102.238275,
102.262175,
102.28745,
102.315275,
102.350925,
102.422,
102.448675,
102.462925,
102.492825,
102.5106,
102.5315,
102.547475,
102.568075,
102.5819,
102.600575,
102.622875,
102.6473,
102.678625,
102.695825,
102.723525,
102.7457,
102.7651,
102.7833,
102.80805,
102.8227,
102.843275,
102.87445,
102.904675,
102.921275,
102.949475,
102.96415,
103.009975,
103.03915,
103.06855,
103.085975,
103.1273,
103.154625,
103.1839,
103.20785,
103.252525,
103.29175,
103.31085,
103.327,
103.348,
103.377775,
103.395375,
103.415225,
103.435,
103.4568,
103.4723,
103.49255,
103.5214,
103.577875,
103.61145,
103.64155,
103.6674,
103.685425,
103.696075,
103.728375,
103.7405,
103.75365,
103.780775,
103.8007,
103.8164,
103.8415,
103.864025,
103.8788,
103.8892,
103.9094,
103.9249,
103.93655,
103.9547,
103.975825,
103.9918,
104.010175,
104.0334,
104.049575,
104.11305,
104.142225,
104.17165,
104.203575,
104.225775,
104.249375,
104.263175,
104.275675,
104.2999,
104.3162,
104.335125,
104.350775,
104.37175,
104.3899,
104.4088,
104.424,
104.43905,
104.456525,
104.492,
104.50875,
104.531325,
104.5417,
104.561175,
104.58405,
104.601625,
104.61845,
104.637925,
104.683625,
104.699075,
104.710425,
104.73275,
104.770425,
104.79295,
104.811275,
104.8317,
104.859475,
104.87335,
104.892125,
104.904725,
104.9182,
104.93535,
104.9486,
104.963475,
104.98215,
104.999625,
105.0108,
105.0185,
105.0528,
105.0621,
105.08905,
105.102175,
105.12,
105.131575,
105.148225,
105.167125,
105.1849,
105.204525,
105.21765,
105.233725,
105.25095,
105.264775,
105.282425,
105.313325,
105.3496,
105.3638,
105.375975,
105.40175,
105.424575,
105.442975,
105.47395,
105.498,
105.515825,
105.545775,
105.5692,
105.5969,
105.62445,
105.6468,
105.67145,
105.69335,
105.714275,
105.7296,
105.753975,
105.7759,
105.80425,
105.822675,
105.851525,
105.8705,
105.8854,
105.90035,
105.92625,
105.948425,
105.980325,
106.0149,
106.038225,
106.0571,
106.101975,
106.1272,
106.146675,
106.1685,
106.18275,
106.2106,
106.223525,
106.243575,
106.2601,
106.2776,
106.294225,
106.31005,
106.325575,
106.33755,
106.3597,
106.3832,
106.39495,
106.406625,
106.42475,
106.44455,
106.46055,
106.48145,
106.497875,
106.515525,
106.539125,
106.565475,
106.587775,
106.612775,
106.632375,
106.656525,
106.6661,
106.68245,
106.69245,
106.711275,
106.718375,
106.7284,
106.740775,
106.7551,
106.767725,
106.7797,
106.789775,
106.798975,
106.806775,
106.82405,
106.8342,
106.84645,
106.8554,
106.8672,
106.88315,
106.9,
106.91385,
106.92345,
106.935425,
106.94715,
106.960325,
106.974525,
106.981125,
106.992175,
107.0086,
107.0236,
107.030975,
107.0443,
107.05505,
107.063625,
107.105675,
107.1161,
107.122825,
107.142375,
107.158375,
107.178825,
107.1976,
107.212175,
107.233875,
107.247575,
107.258225,
107.282875,
107.3192,
107.34165,
107.356425,
107.38345,
107.390375,
107.40955,
107.432825,
107.447525,
107.471075,
107.486075,
107.51085,
107.527225,
107.539575,
107.559575,
107.57175,
107.58385,
107.606775,
107.6282,
107.64395,
107.6605,
107.67885,
107.6969,
107.72775,
107.744525,
107.773775,
107.8013,
107.833475,
107.86265,
107.88705,
107.902475,
107.93335,
107.953075,
107.972775,
107.98335,
108.00095,
108.015025,
108.024475,
108.04355,
108.06615,
108.081675,
108.1097,
108.125425,
108.154375,
108.1781,
108.19545,
108.2157,
108.2329,
108.251,
108.28075,
108.3002,
108.321075,
108.35205,
108.38025,
108.405525,
108.42125,
108.44275,
108.454025,
108.470925,
108.491625,
108.502175,
108.514875,
108.525725,
108.54055,
108.5482,
108.5614,
108.5683,
108.586075,
108.596975,
108.6081,
108.620825,
108.631425,
108.64535,
108.65885,
108.681875,
108.69435,
108.711525,
108.727775,
108.736825,
108.754375,
108.778375,
108.806,
108.83395,
108.849275,
108.867675,
108.8867,
108.896575,
108.9123,
108.923375,
108.943625,
108.9587,
108.9781,
109.012225,
109.031275,
109.065525,
109.086275,
109.107275,
109.144425,
109.16665,
109.18065,
109.1948,
109.20395,
109.21405,
109.2281,
109.235975,
109.24985,
109.2617,
109.27665,
109.282375,
109.29515,
109.312125,
109.327375,
109.34085,
109.3536,
109.3752,
109.391025,
109.408025,
109.4205,
109.435925,
109.4484,
109.46345,
109.475975,
109.494475,
109.508025,
109.524675,
109.537525,
109.5498,
109.57255,
109.590725,
109.6123,
109.6421,
109.661975,
109.67965,
109.6961,
109.727775,
109.749575,
109.765425,
109.788875,
109.80225,
109.821375,
109.84375,
109.8785,
109.8976,
109.9118,
109.92945,
109.9366,
109.9555,
109.974925,
109.992225,
110.00675,
110.02,
110.03615,
110.05005,
110.06595,
110.08425,
110.105775,
110.12425,
110.13765,
110.158975,
110.180575,
110.195675,
110.2094,
110.22755,
110.254275,
110.2764,
110.296375,
110.314475,
110.333075,
110.357875,
110.383275,
110.4026,
110.433075,
110.454775,
110.4774,
110.496575,
110.53365,
110.56525,
110.59075,
110.616325,
110.636675,
110.65415,
110.66415,
110.679125,
110.687275,
110.700775,
110.715675,
110.725625,
110.745475,
110.76095,
110.7736,
110.781875,
110.80435,
110.82335,
110.836225,
110.857625,
110.879975,
110.900425,
110.92005,
110.93825,
110.95545,
110.9732,
111.015775,
111.053275,
111.065925,
111.07885,
111.1065,
111.123075,
111.139325,
111.1552,
111.16945,
111.183175,
111.203175,
111.2201,
111.232225,
111.253625,
111.276175,
111.295125,
111.317,
111.339075,
111.351975,
111.372275,
111.390875,
111.4067,
111.43225,
111.4512,
111.4875,
111.512875,
111.52835,
111.546275,
111.574175,
111.5984,
111.614825,
111.6259,
111.63895,
111.64945,
111.666325,
111.69475,
111.728,
111.74655,
111.76325,
111.778825,
111.795825,
111.819475,
111.843725,
111.8634,
111.893225,
111.931625,
111.9486,
111.970975,
111.9872,
112.0096,
112.031375,
112.06235,
112.078725,
112.096225,
112.120175,
112.132825,
112.15295,
112.16555,
112.187225,
112.1964,
112.21545,
112.23035,
112.25905,
112.280775,
112.300375,
112.338725,
112.371575,
112.4091,
112.437675,
112.4558,
112.50005,
112.562025,
112.595425,
112.635675,
112.67495,
112.703425,
112.727375,
112.7545,
112.79025,
112.808425,
112.829075,
112.85725,
112.88675,
112.9182,
112.950175,
112.9706,
112.9887,
113.021575,
113.03925,
113.0576,
113.0837,
113.109775,
113.19575,
113.240775,
113.25935,
113.276175,
113.300875,
113.318675,
113.3333,
113.34785,
113.3731,
113.38955,
113.406875,
113.4187,
113.434725,
113.446625,
113.4653,
113.4832,
113.504525,
113.523075,
113.5453,
113.5658,
113.594175,
113.622325,
113.6563,
113.67325,
113.707275,
113.7258,
113.74325,
113.7697,
113.7951,
113.81205,
113.82245,
113.840975,
113.858825,
113.88185,
113.8966,
113.91825,
113.9372,
113.9507,
113.9652,
113.993,
114.01955,
114.03365,
114.0493,
114.0637,
114.088125,
114.1084,
114.13445,
114.15165,
114.1671,
114.195,
114.21655,
114.2338,
114.25525,
114.267375,
114.31695,
114.325875,
114.335075,
114.3438,
114.3521,
114.366275,
114.373725,
114.37925,
114.3867,
114.39815,
114.405375,
114.415675,
114.436125,
114.4495,
114.4625,
114.482475,
114.496975,
114.511525,
114.524975,
114.534975,
114.546775,
114.55775,
114.570125,
114.58225,
114.590775,
114.5932,
114.60015,
114.608275,
114.613625,
114.62025,
114.6304,
114.636775,
114.6478,
114.657025,
114.671075,
114.690575,
114.694025,
114.709325,
114.718225,
114.734525,
114.7407,
114.746125,
114.75115,
114.7627,
114.77885,
114.78445,
114.7986,
114.829625,
114.8395,
114.84455,
114.85575,
114.8804,
114.8917,
114.9012,
114.912975,
114.9281,
114.93825,
114.956525,
114.966225,
114.98155,
114.993,
115.006825,
115.038425,
115.046925,
115.06315,
115.071425,
115.0881,
115.1094,
115.118275,
115.133675,
115.144725,
115.153175,
115.165575,
115.176125,
115.1836,
115.1889,
115.19755,
115.203325,
115.213025,
115.217925,
115.2268,
115.234325,
115.244825,
115.252525,
115.26235,
115.285275,
115.2984,
115.310675,
115.3353,
115.34455,
115.3567,
115.377775,
115.403375,
115.4159,
115.424125,
115.429875,
115.45035,
115.455925,
115.467775,
115.473925,
115.48905,
115.4991,
115.50875,
115.526525,
115.53645,
115.548175,
115.57695,
115.587425,
115.601125,
115.6124,
115.621525,
115.630175,
115.64125,
115.670725,
115.694125,
115.7083,
115.721925,
115.740225,
115.756375,
115.762975,
115.77805,
115.7863,
115.808625,
115.817525,
115.831825,
115.842475,
115.8523,
115.869625,
115.87845,
115.88455,
115.894375,
115.902225,
115.912225,
115.9227,
115.937,
115.9443,
115.953175,
115.9648,
115.972975,
115.9819,
115.9924,
116.005625,
116.011875,
116.03145,
116.0467,
116.0573,
116.077475,
116.09195,
116.101075,
116.12325,
116.13345,
116.145975,
116.15855,
116.173625,
116.181025,
116.21275,
116.224525,
116.254575,
116.26385,
116.2705,
116.279475,
116.2898,
116.311775,
116.320775,
116.333375,
116.3412,
116.349425,
116.3604,
116.3746,
116.396975,
116.409175,
116.419925,
116.4355,
116.44965,
116.472375,
116.47715,
116.49285,
116.5014,
116.50745,
116.518675,
116.526525,
116.536,
116.5532,
116.5625,
116.594425,
116.60385,
116.629175,
116.637925,
116.64815,
116.658975,
116.665175,
116.6727,
116.68025,
116.6912,
116.6974,
116.709625,
116.7239,
116.73965,
116.752075,
116.76085,
116.777725,
116.787175,
116.798125,
116.806275,
116.812675,
116.821275,
116.829675,
116.841075,
116.85195,
116.857875,
116.880675,
116.89675,
116.920525,
116.932125,
116.946475,
116.957525,
116.966225,
116.98505,
116.9971,
117.00475,
117.014825,
117.025375,
117.040675,
117.046775,
117.06345,
117.07375,
117.0902,
117.110975,
117.11695,
117.133625,
117.144925,
117.1535,
117.166375,
117.1807,
117.194625,
117.205175,
117.211075,
117.226225,
117.23395,
117.2596,
117.26455,
117.272475,
117.281475,
117.288475,
117.300375,
117.3074,
117.31175,
117.325325,
117.328625,
117.33535,
117.344225,
117.3498,
117.356475,
117.361675,
117.37155,
117.377275,
117.388825,
117.396075,
117.40695,
117.416625,
117.431075,
117.4446,
117.456375,
117.46805,
117.479275,
117.486825,
117.499325,
117.509025,
117.51875,
117.528975,
117.54735,
117.552025,
117.554675,
117.5657,
117.58195,
117.59205,
117.599375,
117.631125,
117.64105,
117.6573,
117.66745,
117.68325,
117.69415,
117.70705,
117.7188,
117.732275,
117.74455,
117.764175,
117.771225,
117.78435,
117.7948,
117.808675,
117.82005,
117.82795,
117.83555,
117.847225,
117.86045,
117.872775,
117.885625,
117.907275,
117.91875,
117.932825,
117.9443,
117.959525,
117.9689,
117.980125,
117.991175,
118.00035,
118.00955,
118.022825,
118.03065,
118.0371,
118.051725,
118.0573,
118.068575,
118.0814,
118.09825,
118.11535,
118.1316,
118.14815,
118.153375,
118.167125,
118.178425,
118.1934,
118.207325,
118.214775,
118.2229,
118.23705,
118.26185,
118.278375,
118.28705,
118.306425,
118.32535,
118.332475,
118.340025,
118.350325,
118.356225,
118.367375,
118.390875,
118.40135,
118.4122,
118.423725,
118.437275,
118.4483,
118.46875,
118.478875,
118.4868,
118.493575,
118.50375,
118.510725,
118.515025,
118.52135,
118.531775,
118.548275,
118.560525,
118.569775,
118.577825,
118.5855,
118.598975,
118.604975,
118.615625,
118.623825,
118.634425,
118.6436,
118.652475,
118.659675,
118.66745,
118.67855,
118.6969,
118.7161,
118.730075,
118.738175,
118.747225,
118.755125,
118.76275,
118.77515,
118.784875,
118.7953,
118.808225,
118.8183,
118.8273,
118.838325,
118.846775,
118.862125,
118.86905,
118.88265,
118.895325,
118.910925,
118.9271,
118.936525,
118.9688,
118.97935,
118.99125,
118.999325,
119.00905,
119.021625,
119.03275,
119.04225,
119.054075,
119.062075,
119.070925,
119.0943,
119.10295,
119.113025,
119.125075,
119.1333,
119.14485,
119.159125,
119.1694,
119.178825,
119.196275,
119.21105,
119.2232,
119.235875,
119.246575,
119.259825,
119.27355,
119.283125,
119.29485,
119.312075,
119.316275,
119.324875,
119.337,
119.35175,
119.364675,
119.3723,
119.385125,
119.390625,
119.40825,
119.414275,
119.42145,
119.436475,
119.446075,
119.454975,
119.4634,
119.471725,
119.476225,
119.4885,
119.503975,
119.516025,
119.5289,
119.541325,
119.551425,
119.56395,
119.574675,
119.5839,
119.59605,
119.603275,
119.6157,
119.6402,
119.64975,
119.662275,
119.670225,
119.693675,
119.698675,
119.7053,
119.71535,
119.72715,
119.736175,
119.743475,
119.75225,
119.771925,
119.792625,
119.803125,
119.808025,
119.829475,
119.8424,
119.859,
119.8763,
119.883225,
119.894575,
119.925225,
119.9342,
119.951725,
119.9613,
119.976825,
120.005825,
120.011375,
120.027725,
120.058425,
120.08405,
120.096125,
120.11155,
120.1203,
120.13425,
120.146,
120.1646,
120.17875,
120.191775,
120.238825,
120.2499,
120.276775,
120.288225,
120.295225,
120.309625,
120.325275,
120.33475,
120.34515,
120.3567,
120.36995,
120.39535,
120.429075,
120.439575,
120.454525,
120.46725,
120.478025,
120.48565,
120.506025,
120.52535,
120.550125,
120.561975,
120.565925,
120.5764,
120.60555,
120.621175,
120.635875,
120.6463,
120.653525,
120.6654,
120.67615,
120.68515,
120.694675,
120.70475,
120.709925,
120.7169,
120.7273,
120.73585,
120.7513,
120.76165,
120.7766,
120.786,
120.796625,
120.8109,
120.8231,
120.83425,
120.84165,
120.854325,
120.85895,
120.8682,
120.888125,
120.908525,
120.9264,
120.936725,
120.95865,
120.968725,
120.978975,
120.993875,
121.0076,
121.03705,
121.049075,
121.063025,
121.073775,
121.0831,
121.104775,
121.123675,
121.14175,
121.15645,
121.1705,
121.179875,
121.18915,
121.206975,
121.217975,
121.229425,
121.236425,
121.25915,
121.2685,
121.288025,
121.301675,
121.3126,
121.320875,
121.348375,
121.3593,
121.3673,
121.376,
121.381625,
121.3929,
121.42045,
121.450975,
121.459975,
121.4758,
121.4906,
121.506875,
121.523175,
121.538175,
121.561425,
121.593875,
121.5987,
121.61235,
121.624725,
121.64085,
121.658575,
121.67445,
121.684725,
121.704725,
121.7177,
121.7375,
121.7503,
121.76325,
121.780625,
121.790825,
121.80985,
121.87155,
121.881175,
121.89115,
121.896925,
121.91325,
121.923525,
121.932325,
121.9634,
121.983475,
122.043075,
122.055925,
122.06665,
122.07875,
122.08865,
122.0998,
122.112125,
122.125725,
122.1369,
122.163325,
122.17785,
122.198125,
122.222825,
122.2475,
122.26165,
122.277475,
122.28795,
122.2973,
122.329825,
122.3391,
122.3465,
122.3563,
122.364575,
122.375375,
122.391625,
122.4201,
122.4326,
122.437575,
122.457875,
122.467075,
122.477575,
122.4981,
122.507075,
122.55565,
122.56855,
122.583125,
122.599175,
122.61595,
122.627625,
122.63945,
122.650325,
122.656875,
122.662975,
122.66875,
122.676375,
122.702225,
122.710275,
122.7198,
122.744125,
122.7538,
122.8127,
122.824625,
122.840525,
122.847525,
122.8626,
122.8873,
122.8951,
122.9217,
122.9335,
122.945475,
122.952725,
122.962675,
122.9714,
122.983525,
122.990025,
123.005075,
123.015975,
123.02615,
123.02995,
123.0367,
123.043875,
123.064175,
123.073125,
123.082375,
123.094675,
123.10335,
123.111225,
123.1241,
123.136275,
123.149475,
123.176875,
123.196875,
123.21195,
123.232725,
123.246975,
123.2567,
123.267625,
123.275525,
123.286275,
123.29565,
123.3051,
123.32065,
123.3317,
123.344175,
123.35455,
123.3754,
123.394475,
123.41025,
123.4175,
123.4273,
123.438125,
123.463425,
123.471425,
123.48035,
123.48785,
123.498425,
123.50505,
123.519,
123.530775,
123.553975,
123.56835,
123.5768,
123.5915,
123.6024,
123.62895,
123.647075,
123.659375,
123.669825,
123.68425,
123.703475,
123.7217,
123.737,
123.760375,
123.7849,
123.821925,
123.84435,
123.8564,
123.878575,
123.889625,
123.901625,
123.914525,
123.9275,
123.938375,
123.949275,
123.967525,
123.973125,
123.97935,
123.986975,
123.993625,
124.0021,
124.011425,
124.0203,
124.02625,
124.03555,
124.044075,
124.0517,
124.0601,
124.06675,
124.081125,
124.090275,
124.1003,
124.10905,
124.11945,
124.131475,
124.143525,
124.157025,
124.1791,
124.194925,
124.20575,
124.21695,
124.2282,
124.2406,
124.25065,
124.26335,
124.273075,
124.284875,
124.2999,
124.3085,
124.316225,
124.32415,
124.330675,
124.351825,
124.356775,
124.364375,
124.37175,
124.388575,
124.3943,
124.40125,
124.407725,
124.41845,
124.4315,
124.450475,
124.45495,
124.4666,
124.474625,
124.48655,
124.4964,
124.501725,
124.517325,
124.522975,
124.529225,
124.539525,
124.548925,
124.55665,
124.5762,
124.58985,
124.60355,
124.622475,
124.6374,
124.648075,
124.6543,
124.6661,
124.6746,
124.684475,
124.69505,
124.70665,
124.714475,
124.722575,
124.731875,
124.741225,
124.74755,
124.762175,
124.77285,
124.785125,
124.788975,
124.8096,
124.82495,
124.843375,
124.855775,
124.868525,
124.89195,
124.90775,
124.916475,
124.9323,
124.9375,
124.946925,
124.9705,
124.9785,
124.99465,
125.00715,
125.017925,
125.0252,
125.0372,
125.04545,
125.05585,
125.065725,
125.074475,
125.08605,
125.097575,
125.10535,
125.117475,
125.13145,
125.1483,
125.159475,
125.1693,
125.181925,
125.192975,
125.209625,
125.224875,
125.233875,
125.2415,
125.2505,
125.262975,
125.273075,
125.28715,
125.292025,
125.303775,
125.3108,
125.325725,
125.336675,
125.354125,
125.3766,
125.385525,
125.408775,
125.419925,
125.434775,
125.447625,
125.470775,
125.4985,
125.514275,
125.522775,
125.5326,
125.546325,
125.558575,
125.5813,
125.601775,
125.61845,
125.6374,
125.64755,
125.663725,
125.67505,
125.689025,
125.70025,
125.705725,
125.71745,
125.72875,
125.741125,
125.759975,
125.77065,
125.78325,
125.800575,
125.83455,
125.8443,
125.852725,
125.867825,
125.875,
125.8929,
125.9067,
125.92005,
125.939025,
125.963575,
125.996125,
126.0274,
126.053325,
126.0727,
126.08625,
126.0983,
126.11405,
126.123675,
126.13485,
126.143675,
126.157025,
126.17335,
126.185675,
126.2044,
126.2257,
126.247775,
126.275725,
126.285675,
126.29745,
126.316975,
126.332875,
126.3447,
126.355825,
126.370175,
126.395625,
126.407125,
126.415625,
126.43575,
126.444175,
126.453325,
126.4649,
126.4863,
126.511025,
126.5258,
126.5437,
126.5519,
126.567275,
126.5717,
126.583175,
126.592125,
126.597275,
126.610025,
126.619375,
126.629725,
126.649575,
126.658725,
126.663775,
126.673625,
126.68095,
126.689225,
126.7025,
126.710775,
126.719625,
126.73115,
126.739425,
126.74945,
126.7945,
126.81145,
126.833975,
126.848475,
126.85925,
126.8696,
126.8874,
126.898575,
126.91485,
126.9226,
126.929575,
126.940975,
126.95045,
126.96105,
126.9677,
126.985225,
126.996175,
127.006175,
127.0195,
127.033075,
127.046575,
127.056725,
127.063125,
127.0733,
127.08905,
127.101275,
127.107625,
127.121275,
127.1272,
127.1401,
127.145675,
127.1519,
127.160425,
127.168575,
127.17415,
127.178175,
127.18715,
127.195675,
127.2074,
127.217025,
127.22755,
127.2358,
127.261425,
127.271475,
127.28035,
127.30615,
127.313675,
127.319675,
127.32875,
127.33355,
127.3421,
127.352175,
127.36835,
127.3835,
127.395975,
127.40495,
127.4188,
127.435425,
127.4558,
127.466825,
127.477275,
127.487725,
127.503825,
127.5249,
127.53915,
127.5492,
127.563425,
127.5753,
127.583025,
127.590675,
127.610475,
127.62395,
127.640825,
127.65255,
127.671175,
127.6822,
127.6925,
127.703425,
127.7252,
127.74095,
127.754125,
127.767375,
127.785575,
127.796875,
127.806725,
127.819875,
127.831,
127.84045,
127.853775,
127.86645,
127.8745,
127.888925,
127.90605,
127.914725,
127.92925,
127.9547,
127.9732,
127.992975,
128.00945,
128.02205,
128.037575,
128.05565,
128.069475,
128.08495,
128.0956,
128.109875,
128.13085,
128.1427,
128.155025,
128.170075,
128.18095,
128.189475,
128.205075,
128.2261,
128.237625,
128.249875,
128.26485,
128.2837,
128.298525,
128.31135,
128.327575,
128.33845,
128.36785,
128.383125,
128.38935,
128.4033,
128.412975,
128.423025,
128.43225,
128.44055,
128.450175,
128.458375,
128.465775,
128.4767,
128.49185,
128.50415,
128.518275,
128.526475,
128.53235,
128.548375,
128.559225,
128.580075,
128.58845,
128.601025,
128.62165,
128.63275,
128.648975,
128.659,
128.678675,
128.696625,
128.70475,
128.7219,
128.73505,
128.745,
128.758875,
128.772325,
128.780325,
128.78725,
128.7997,
128.821025,
128.840325,
128.863775,
128.887025,
128.905725,
128.9212,
128.953625,
128.972275,
129.031675,
129.078425,
129.105175,
129.141725,
129.167475,
129.184425,
129.203375,
129.22505,
129.244275,
129.264625,
129.2848,
129.296475,
129.309725,
129.3147,
129.32955,
129.33845,
129.34925,
129.359575,
129.370125,
129.37925,
129.3928,
129.4052,
129.418175,
129.426175,
129.442825,
129.470725,
129.5063,
129.5423,
129.572825,
129.589325,
129.6145,
129.625875,
129.637625,
129.644675,
129.662625,
129.669075,
129.675225,
129.69065,
129.7046,
129.714925,
129.72075,
129.737875,
129.747175,
129.772425,
129.79475,
129.890125,
129.9063,
129.9194,
129.9342,
129.94675,
129.9626,
129.97825,
129.9886,
129.999125,
130.017975,
130.0343,
130.06115,
130.12275,
130.14665,
130.177725,
130.194825,
130.207875,
130.217475,
130.235425,
130.248675,
130.27285,
130.2964,
130.319975,
130.3602,
130.412025,
130.45705,
130.47285,
130.4838,
130.488025,
130.49575,
130.5088,
130.526275,
130.554175,
130.56515,
130.576275,
130.592225,
130.608575,
130.626825,
130.678125,
130.706425,
130.7939,
130.80165,
130.80925,
130.813225,
130.81775,
130.8435,
130.85215,
130.858325,
130.88125,
130.918725,
130.9419,
130.994925,
131.1053,
131.139575,
131.152075,
131.16175,
131.177425,
131.184275,
131.196825,
131.209275,
131.2303,
131.25415,
131.286725,
131.442325,
131.4785,
131.4918,
131.49845,
131.5131,
131.517875,
131.542425,
131.55435,
131.56475,
131.572175,
131.577975,
131.59015,
131.603275,
131.6198,
131.656875,
131.73605,
131.790275,
131.8128,
131.823575,
131.832775,
131.848925,
131.8598,
131.87385,
131.882175,
131.89745,
131.911625,
131.924225,
131.961425,
131.9945,
132.12445,
132.14275,
132.15565,
132.166875,
132.175425,
132.180425,
132.19005,
132.200175,
132.213675,
132.237375,
132.26855,
132.284525,
132.316525,
132.337,
132.35135,
132.363425,
132.38125,
132.399425,
132.4193,
132.44145,
132.465,
132.490725,
132.51415,
132.5358,
132.59065,
132.618425,
132.65895,
132.687525,
132.698175,
132.71695,
132.730525,
132.741225,
132.75575,
132.772675,
132.794825,
132.81615,
132.825175,
132.8391,
132.851175,
132.880925,
132.892725,
132.905425,
132.924675,
132.9363,
132.97435,
132.992675,
133.01585,
133.03765,
133.092275,
133.1206,
133.136275,
133.1566,
133.177175,
133.1973,
133.208575,
133.22385,
133.24545,
133.291275,
133.3053,
133.3282,
133.347325,
133.3603,
133.37885,
133.432625,
133.489775,
133.51615,
133.543575,
133.557925,
133.5714,
133.58415,
133.5958,
133.6057,
133.624125,
133.637975,
133.649325,
133.659775,
133.6736,
133.68365,
133.702425,
133.72795,
133.7537,
133.787375,
133.812025,
133.854,
133.87645,
133.9107,
133.9264,
133.94215,
133.964225,
133.984975,
134.00235,
134.036575,
134.062075,
134.203625,
134.235025,
134.2539,
134.27695,
134.306225,
134.3317,
134.367175,
134.460625,
134.48935,
134.533325,
134.553625,
134.5599,
134.57845,
134.59195,
134.6285,
134.6529,
134.6661,
134.6818,
134.70265,
134.720275,
134.74595,
134.77855,
134.803,
134.8207,
134.85255,
134.8707,
134.8889,
134.92655,
134.95415,
134.973375,
134.9836,
135.01595,
135.069025,
135.1241,
135.165475,
135.19105,
135.20155,
135.216475,
135.22545,
135.23215,
135.24265,
135.25695,
135.26565,
135.278075,
135.29565,
135.30795,
135.40175,
135.533125,
135.5436,
135.554075,
135.5636,
135.568175,
135.5782,
135.586125,
135.5984,
135.608475,
135.6211,
135.631175,
135.653275,
135.688575,
135.708275,
135.723,
135.751075,
135.7949,
135.84115,
135.8696,
135.9078,
135.944575,
135.9749,
136.007975,
136.0366,
136.0538,
136.068175,
136.081725,
136.1037,
136.125225,
136.1431,
136.161025,
136.18515,
136.20965,
136.2265,
136.2478,
136.28715,
136.307,
136.3428,
136.36195,
136.3753,
136.3906,
136.411675,
136.4374,
136.46885,
136.506725,
136.5182,
136.5374,
136.5585,
136.585225,
136.60895,
136.627075,
136.636625,
136.642825,
136.652875,
136.686475,
136.7023,
136.721025,
136.754225,
136.79855,
136.848275,
136.885275,
136.931825,
136.9491,
136.9689,
136.988175,
137.007075,
137.032425,
137.048225,
137.0764,
137.0967,
137.1346,
137.158125,
137.180275,
137.21805,
137.232775,
137.24725,
137.263325,
137.2908,
137.3094,
137.358675,
137.3863,
137.4067,
137.4378,
137.474075,
137.507925,
137.5301,
137.602875,
137.623025,
137.696075,
137.72095,
137.7363,
137.75725,
137.776275,
137.794925,
137.81635,
137.8294,
137.85155,
137.8669,
137.87545,
137.903425,
137.919,
137.939325,
137.96205,
137.9743,
137.9879,
137.998625,
138.0162,
138.0316,
138.043325,
138.0494,
138.06295,
138.0847,
138.09635,
138.1074,
138.113275,
138.12365,
138.132025,
138.143725,
138.1497,
138.1597,
138.168125,
138.179875,
138.18695,
138.196725,
138.2033,
138.210775,
138.224,
138.235825,
138.24685,
138.25835,
138.270425,
138.282775,
138.2887,
138.301975,
138.30855,
138.320775,
138.3308,
138.33875,
138.34855,
138.355625,
138.365,
138.38035,
138.398,
138.404125,
138.412575,
138.425025,
138.433625,
138.445725,
138.4569,
138.472675,
138.49175,
138.509625,
138.53255,
138.553125,
138.5684,
138.592425,
138.608675,
138.62785,
138.659925,
138.67775,
138.687825,
138.711425,
138.7279,
138.7534,
138.765225,
138.7839,
138.794775,
138.811325,
138.825525,
138.840275,
138.853975,
138.872825,
138.88045,
138.91285,
138.94965,
138.984125,
138.99905,
139.029375,
139.04845,
139.064275,
139.08395,
139.11155,
139.128325,
139.148325,
139.153775,
139.168925,
139.18155,
139.18685,
139.2137,
139.2268,
139.236225,
139.249825,
139.266025,
139.27785,
139.28745,
139.300925,
139.31475,
139.33655,
139.356175,
139.368725,
139.380375,
139.412275,
139.42555,
139.445125,
139.4553,
139.472375,
139.497625,
139.5257,
139.54045,
139.564625,
139.584775,
139.60545,
139.627725,
139.65935,
139.674475,
139.6888,
139.70575,
139.7275,
139.742175,
139.7547,
139.773175,
139.794575,
139.815325,
139.830275,
139.84495,
139.858025,
139.885925,
139.8956,
139.908025,
139.91855,
139.947425,
139.96755,
139.992575,
140.012375,
140.0277,
140.05315,
140.0703,
140.079,
140.10235,
140.143875,
140.163275,
140.177875,
140.192925,
140.20815,
140.22905,
140.245875,
140.27445,
140.303275,
140.31905,
140.344,
140.3602,
140.388575,
140.41495,
140.429975,
140.43915,
140.45535,
