SPK_SPKC04a (exc/inhi),SPK_SPKC07a (inhi)
40.27755,
40.320625,
40.34635,
40.382125,
40.4198,
40.468575,
40.49395,
40.51655,
40.562525,
40.582375,
40.6039,
40.63555,
40.665875,
40.704075,
40.734,
40.752125,
40.77435,
40.811075,
40.8311,
40.86285,
40.886575,
40.9059,
40.924775,
40.954675,
41.0011,
41.0572,
41.084375,
41.176875,
41.195325,
41.238225,
41.261175,
41.2904,
41.315,
41.331875,
41.3607,
41.3876,
41.424975,
41.45355,
41.47535,
41.491825,
41.50425,
41.518,
41.5302,
41.545625,
41.557075,
41.5753,
41.60005,
41.629925,
41.6585,
41.689875,
41.74075,
41.816725,
41.8405,
41.8589,
41.8811,
41.898525,
41.9107,
41.92075,
41.932075,
41.9489,
41.96325,
41.9801,
41.994925,
42.01635,
42.03025,
42.0407,
42.061425,
42.082075,
42.10025,
42.107375,
42.1239,
42.148,
42.164475,
42.18145,
42.197925,
42.2073,
42.225425,
42.24825,
42.271375,
42.29675,
42.31825,
42.352275,
42.384075,
42.393475,
42.4095,
42.42985,
42.440875,
42.46635,
42.4894,
42.5559,
42.59405,
42.613925,
42.6571,
42.68,
42.705025,
42.73105,
42.750725,
42.793625,
42.8339,
42.861375,
42.901575,
42.937375,
43.1082,
43.15615,
43.173325,
43.194125,
43.3493,
43.360425,
43.37105,
43.38595,
43.397075,
43.409675,
43.423075,
43.430875,
43.4418,
43.457025,
43.474725,
43.4823,
43.50355,
43.5179,
43.5396,
43.5518,
43.573975,
43.58875,
43.6052,
43.63035,
43.650675,
43.6722,
43.69345,
43.711825,
43.7256,
43.743925,
43.76425,
43.78,
43.7923,
43.80805,
43.823125,
43.838425,
43.851425,
43.862075,
43.872875,
43.892975,
43.90875,
43.928975,
43.942625,
43.9672,
43.988375,
44.01485,
44.02935,
44.046925,
44.060275,
44.0759,
44.092925,
44.123575,
44.142725,
44.160075,
44.18135,
44.207025,
44.234325,
44.257325,
44.283025,
44.302075,
44.31835,
44.33535,
44.3709,
44.393925,
44.418075,
44.434025,
44.45155,
44.47185,
44.50085,
44.536425,
44.56805,
44.59835,
44.61735,
44.65215,
44.6949,
44.730725,
44.7732,
44.7978,
44.834275,
44.8942,
44.9172,
44.952125,
44.98665,
45.009575,
45.055925,
45.08545,
45.094925,
45.10775,
45.13645,
45.166325,
45.1908,
45.21315,
45.2272,
45.249625,
45.26985,
45.282025,
45.29705,
45.327625,
45.3664,
45.52515,
45.538625,
45.553475,
45.5704,
45.586325,
45.598175,
45.610375,
45.6377,
45.6614,
45.68455,
45.7211,
45.78415,
45.82035,
45.848125,
45.87895,
45.914025,
45.945875,
45.9777,
46.0273,
46.042925,
46.06435,
46.083825,
46.128625,
46.188175,
46.2406,
46.26225,
46.28415,
46.3155,
46.338675,
46.3586,
46.374525,
46.390125,
46.41315,
46.430225,
46.447125,
46.473625,
46.502875,
46.52315,
46.54005,
46.55875,
46.58725,
46.61325,
46.637775,
46.657375,
46.67155,
46.688175,
46.71015,
46.73065,
46.750075,
46.769625,
46.786125,
46.810275,
46.835,
46.8858,
46.931925,
46.95345,
46.9782,
46.996925,
47.018825,
47.0397,
47.055,
47.0722,
47.086725,
47.101275,
47.113325,
47.128075,
47.145275,
47.15465,
47.17265,
47.1892,
47.21965,
47.250075,
47.342775,
47.367075,
47.396675,
47.425825,
47.444125,
47.469,
47.47685,
47.49355,
47.51575,
47.538825,
47.55875,
47.58545,
47.618175,
47.633375,
47.6669,
47.730725,
47.785,
47.848575,
47.878725,
47.909225,
47.9302,
47.9471,
47.970375,
47.99495,
48.03865,
48.062425,
48.079775,
48.094925,
48.124,
48.162275,
48.187875,
48.210975,
48.23595,
48.25685,
48.289875,
48.34565,
48.371425,
48.3985,
48.4318,
48.4493,
48.469,
48.4786,
48.4959,
48.515275,
48.529175,
48.542375,
48.557075,
48.571875,
48.591025,
48.61185,
48.6284,
48.6439,
48.659825,
48.69045,
48.721175,
48.74905,
48.7914,
48.81185,
48.830475,
48.847675,
48.881175,
48.894575,
48.913925,
48.93045,
48.9422,
48.9584,
48.97655,
48.995125,
49.007775,
49.025875,
49.040375,
49.061975,
49.08105,
49.0977,
49.1066,
49.1233,
49.131725,
49.1465,
49.158425,
49.181225,
49.202425,
49.22035,
49.242475,
49.262675,
49.278075,
49.292675,
49.31195,
49.334925,
49.37545,
49.403225,
49.421,
49.4545,
49.484,
49.505475,
49.52795,
49.54975,
49.590625,
49.622275,
49.63935,
49.651075,
49.6734,
49.69965,
49.712875,
49.72915,
49.73905,
49.748775,
49.7666,
49.776675,
49.791125,
49.81025,
49.82985,
49.854625,
49.86575,
49.88665,
49.898575,
49.914775,
49.93685,
49.954275,
49.9795,
50.012225,
50.030775,
50.04895,
50.067225,
50.08535,
50.12605,
50.15415,
50.18315,
50.20645,
50.257825,
50.2795,
50.32575,
50.37215,
50.386475,
50.409975,
50.4335,
50.463175,
50.479075,
50.49305,
50.51595,
50.533225,
50.5459,
50.55765,
50.567175,
50.588425,
50.597375,
50.61645,
50.6347,
50.647625,
50.659575,
50.6698,
50.68325,
50.6935,
50.706525,
50.7172,
50.725175,
50.7374,
50.753425,
50.7624,
50.778575,
50.79465,
50.8068,
50.81915,
50.83575,
50.852525,
50.86575,
50.8833,
50.8983,
50.91175,
50.92255,
50.93525,
50.94665,
50.96175,
50.970075,
50.9833,
50.995375,
51.0123,
51.023025,
51.0391,
51.05265,
51.074875,
51.095625,
51.120225,
51.13775,
51.1712,
51.206775,
51.235,
51.251425,
51.2671,
51.284825,
51.296,
51.307475,
51.320125,
51.337675,
51.3542,
51.36435,
51.3735,
51.39355,
51.411275,
51.429975,
51.442575,
51.4617,
51.470725,
51.4896,
51.503875,
51.51875,
51.539225,
51.54775,
51.56275,
51.579175,
51.59475,
51.6055,
51.623425,
51.644925,
51.66715,
51.687375,
51.701475,
51.71695,
51.74145,
51.755375,
51.77185,
51.792875,
51.811075,
51.8252,
51.846025,
51.8639,
51.885,
51.905875,
51.9208,
51.9428,
51.962475,
51.9831,
52.007775,
52.030875,
52.0547,
52.080575,
52.10135,
52.15345,
52.183725,
52.239175,
52.31315,
52.333075,
52.373675,
52.43265,
52.473375,
52.523825,
52.57065,
52.597925,
52.628,
52.658275,
52.6773,
52.707625,
52.749425,
52.79645,
52.889125,
52.907175,
52.9386,
52.967125,
52.983,
53.000275,
53.01035,
53.032375,
53.057175,
53.07615,
53.0932,
53.114475,
53.141825,
53.155525,
53.1668,
53.1865,
53.200975,
53.21125,
53.22355,
53.2421,
53.258575,
53.272975,
53.28815,
53.3018,
53.310675,
53.32385,
53.335625,
53.345575,
53.364175,
53.371925,
53.38205,
53.391475,
53.397825,
53.40825,
53.4223,
53.4352,
53.444075,
53.459675,
53.486875,
53.511,
53.535125,
53.547475,
53.566575,
53.5911,
53.643525,
53.677,
53.70865,
53.726525,
53.74895,
53.767525,
53.78815,
53.80565,
53.822825,
53.847125,
53.893725,
53.922925,
53.95075,
53.96855,
53.984625,
54.0125,
54.058025,
54.0904,
54.116775,
54.1482,
54.167375,
54.20005,
54.2336,
54.255225,
54.280575,
54.301075,
54.322275,
54.347775,
54.3849,
54.4273,
54.506075,
54.571325,
54.6986,
54.759575,
54.787425,
54.848725,
54.87575,
54.887675,
54.988,
55.1263,
55.143525,
55.1609,
55.1724,
55.1921,
55.2001,
55.21235,
55.222775,
55.234975,
55.250125,
55.25995,
55.272475,
55.287025,
55.3102,
55.330375,
55.350775,
55.36655,
55.3894,
55.40715,
55.42105,
55.439325,
55.4665,
55.487275,
55.502925,
55.525575,
55.545025,
55.566225,
55.5938,
55.6145,
55.628975,
55.6631,
55.685825,
55.8305,
55.872575,
55.910875,
55.953125,
55.9833,
56.007075,
56.02845,
56.054675,
56.0673,
56.120225,
56.1627,
56.303025,
56.3342,
56.36365,
56.41475,
56.45155,
56.495175,
56.534875,
56.57045,
56.63215,
56.68295,
56.742775,
56.804225,
56.82865,
56.85105,
56.86935,
56.8944,
57.00215,
57.013625,
57.04345,
57.0574,
57.088,
57.118875,
57.133825,
57.14765,
57.162625,
57.176175,
57.19245,
57.2136,
57.226525,
57.24925,
57.271725,
57.293525,
57.308975,
57.32235,
57.335025,
57.348075,
57.37485,
57.407375,
57.437975,
57.47275,
57.5179,
57.543375,
57.572625,
57.591,
57.627125,
57.65375,
57.67035,
57.6933,
57.70965,
57.730575,
57.75145,
57.776175,
57.800375,
57.8166,
57.832025,
57.861425,
57.8948,
57.924675,
57.9652,
58.023475,
58.098425,
58.121475,
58.15015,
58.188125,
58.23995,
58.300275,
58.346475,
58.3867,
58.450275,
58.525575,
58.574525,
58.59795,
58.62935,
58.663325,
58.67615,
58.688775,
58.70735,
58.737875,
58.76115,
58.77705,
58.792125,
58.80425,
58.843225,
58.855975,
58.87865,
58.896425,
58.926175,
58.96475,
58.99105,
59.015475,
59.0434,
59.0899,
59.105575,
59.154525,
59.197125,
59.22315,
59.260725,
59.302275,
59.333925,
59.3476,
59.365225,
59.3903,
59.416975,
59.4294,
59.44875,
59.47145,
59.48965,
59.51125,
59.537525,
59.5503,
59.573325,
59.5873,
59.618075,
59.6433,
59.6869,
59.7091,
59.72465,
59.739,
59.760975,
59.807125,
59.83345,
59.863725,
59.89575,
59.943825,
59.960725,
59.98665,
60.007625,
60.034275,
60.055875,
60.077075,
60.10975,
60.137925,
60.15795,
60.1939,
60.223475,
60.260675,
60.296975,
60.338075,
60.393525,
60.469,
60.516825,
60.53695,
60.5597,
60.59585,
60.660925,
60.70995,
60.74,
60.780175,
60.8279,
60.90405,
60.948875,
61.01795,
61.0275,
61.044225,
61.0696,
61.09675,
61.1219,
61.1472,
61.165325,
61.188425,
61.216675,
61.238125,
61.300675,
61.324925,
61.382925,
61.442475,
61.520325,
61.5433,
61.562525,
61.583325,
61.601975,
61.627975,
61.653025,
61.67215,
61.688725,
61.714525,
61.7338,
61.7549,
61.77635,
61.80555,
61.829575,
61.884725,
61.919975,
61.938825,
61.9555,
61.99,
62.038925,
62.078425,
62.1278,
62.176375,
62.2096,
62.253075,
62.287975,
62.44135,
62.451525,
62.461525,
62.473675,
62.481825,
62.498725,
62.505775,
62.516375,
62.52675,
62.53595,
62.544875,
62.5563,
62.570525,
62.576325,
62.594275,
62.606925,
62.622625,
62.640325,
62.652475,
62.663375,
62.675075,
62.68955,
62.701875,
62.71455,
62.733425,
62.751575,
62.770825,
62.7854,
62.798675,
62.809975,
62.8293,
62.8497,
62.869825,
62.88385,
62.89985,
62.919525,
62.935725,
62.954825,
62.972925,
62.975425,
62.9901,
63.023925,
63.0535,
63.0695,
63.08745,
63.1023,
63.1158,
63.138325,
63.16395,
63.17235,
63.200025,
63.221975,
63.24565,
63.264325,
63.306975,
63.346,
63.376425,
63.40505,
63.47735,
63.50795,
63.552525,
63.604175,
63.63595,
63.656675,
63.678825,
63.70895,
63.7347,
63.7551,
63.772675,
63.7961,
63.817,
63.8342,
63.8511,
63.871725,
63.88875,
63.91125,
63.92315,
63.93565,
63.95945,
63.982475,
64.007425,
64.026875,
64.05,
64.1365,
64.173275,
64.1939,
64.252975,
64.274875,
64.2984,
64.311975,
64.32585,
64.342725,
64.35945,
64.372975,
64.387225,
64.402125,
64.4288,
64.4452,
64.46965,
64.48995,
64.523975,
64.595475,
64.688625,
64.73075,
64.775,
64.81335,
64.839125,
64.8928,
64.92695,
64.9951,
65.01675,
65.0399,
65.0619,
65.098475,
65.1182,
65.158925,
65.181425,
65.19955,
65.22105,
65.2636,
65.288775,
65.321625,
65.34425,
65.367375,
65.544375,
65.5741,
65.592325,
65.604,
65.630275,
65.639075,
65.649625,
65.66385,
65.6817,
65.700425,
65.711025,
65.724975,
65.7396,
65.755325,
65.771725,
65.785125,
65.80335,
65.81745,
65.8402,
65.857875,
65.873525,
65.8868,
65.90135,
65.92815,
65.942625,
65.95705,
65.9678,
65.98105,
65.98945,
66.006475,
66.0275,
66.045575,
66.06615,
66.0813,
66.10765,
66.135125,
66.17765,
66.2312,
66.267,
66.295175,
66.313225,
66.329225,
66.341375,
66.3594,
66.376375,
66.3991,
66.415275,
66.4326,
66.458675,
66.476175,
66.512925,
66.5706,
66.62385,
66.698375,
66.721275,
66.75215,
66.763825,
66.772225,
66.788175,
66.801525,
66.825825,
66.841375,
66.861525,
66.8851,
66.903325,
66.9114,
66.9225,
66.928775,
66.937775,
66.9437,
66.95655,
66.967775,
66.973975,
66.98485,
66.994625,
67.006375,
67.0159,
67.0251,
67.0343,
67.0489,
67.055925,
67.06925,
67.080425,
67.089025,
67.111175,
67.127575,
67.13565,
67.14895,
67.157675,
67.16715,
67.17675,
67.18875,
67.198475,
67.218475,
67.23155,
67.241625,
67.253475,
67.272975,
67.28785,
67.304575,
67.319725,
67.34135,
67.361,
67.4286,
67.4601,
67.4886,
67.50995,
67.51865,
67.530325,
67.553475,
67.57665,
67.599925,
67.628375,
67.65095,
67.6869,
67.734,
67.75425,
67.775925,
67.787675,
67.806425,
67.8322,
67.854375,
67.8726,
67.89485,
67.929375,
67.991575,
68.018575,
68.0588,
68.074325,
68.1282,
68.1834,
68.2115,
68.252425,
68.29595,
68.329975,
68.3562,
68.37765,
68.3934,
68.4161,
68.436275,
68.464025,
68.4895,
68.5146,
68.5307,
68.544,
68.566975,
68.598625,
68.629825,
68.6694,
68.70155,
68.766075,
68.80605,
68.985625,
69.023375,
69.047675,
69.077375,
69.085725,
69.097775,
69.1065,
69.11745,
69.13255,
69.143875,
69.154625,
69.16735,
69.172425,
69.189925,
69.2033,
69.216275,
69.238125,
69.25385,
69.264425,
69.2748,
69.2915,
69.298825,
69.31835,
69.330725,
69.347625,
69.3638,
69.38235,
69.394975,
69.42285,
69.44085,
69.452875,
69.47815,
69.504,
69.52785,
69.55765,
69.600125,
69.652525,
69.6714,
69.698675,
69.72395,
69.74105,
69.764325,
69.780075,
69.799825,
69.815925,
69.834225,
69.918,
69.96655,
70.088525,
70.152975,
70.186025,
70.204675,
70.233675,
70.257525,
70.317825,
70.37545,
70.41305,
70.42775,
70.460825,
70.49085,
70.50495,
70.51585,
70.536325,
70.554875,
70.57025,
70.586725,
70.598675,
70.61355,
70.62955,
70.64075,
70.655025,
70.67205,
70.6939,
70.70605,
70.73395,
70.7721,
70.808475,
70.827,
70.8817,
70.930925,
70.989375,
71.022125,
71.0555,
71.0914,
71.1721,
71.2028,
71.2702,
71.3219,
71.356925,
71.39075,
71.434725,
71.4766,
71.5632,
71.5866,
71.636575,
71.695575,
71.77045,
71.80975,
71.83835,
71.9052,
71.9585,
72.0447,
72.0799,
72.114775,
72.141675,
72.159525,
72.17785,
72.18925,
72.2033,
72.234825,
72.282175,
72.352375,
72.393075,
72.416875,
72.433225,
72.4754,
72.510775,
72.554325,
72.59955,
72.635125,
72.652725,
72.664475,
72.68535,
72.695475,
72.70435,
72.713875,
72.731875,
72.742625,
72.751975,
72.7618,
72.774625,
72.788,
72.8057,
72.821175,
72.83165,
72.84635,
72.85855,
72.8752,
72.886225,
72.897775,
72.9086,
72.916375,
72.92965,
72.94115,
72.95005,
72.95915,
72.974875,
72.986325,
72.995675,
73.00835,
73.0159,
73.0327,
73.048225,
73.0602,
73.0767,
73.09595,
73.112625,
73.126675,
73.149525,
73.1723,
73.228125,
73.244475,
73.27755,
73.331725,
73.35335,
73.36205,
73.3723,
73.3886,
73.41035,
73.426,
73.4376,
73.451775,
73.466575,
73.4803,
73.496375,
73.51935,
73.536775,
73.5549,
73.577125,
73.597675,
73.617675,
73.639825,
73.6604,
73.6816,
73.69895,
73.717475,
73.746,
73.7911,
73.815725,
73.8428,
73.909275,
73.974875,
74.04145,
74.062025,
74.091,
74.1104,
74.138525,
74.161575,
74.246225,
74.3116,
74.382025,
74.41325,
74.44075,
74.462925,
74.501875,
74.523725,
74.546825,
74.695925,
74.7652,
74.7817,
74.797075,
74.8101,
74.8213,
74.834925,
74.85055,
74.8876,
74.9082,
74.932325,
74.965975,
74.994725,
75.034025,
75.056525,
75.0898,
75.10655,
75.15935,
75.270475,
75.297525,
75.3187,
75.326025,
75.337825,
75.349075,
75.3656,
75.377225,
75.397575,
75.421075,
75.442825,
75.462625,
75.508725,
75.538625,
75.558825,
75.576925,
75.601375,
75.64285,
75.695125,
75.716975,
75.7301,
75.76085,
75.777825,
75.797925,
75.81915,
75.839275,
75.874475,
75.9023,
75.9202,
75.93865,
75.979575,
76.080175,
76.115175,
76.141675,
76.157125,
76.228775,
76.25685,
76.27495,
76.309225,
76.337375,
76.363525,
76.3872,
76.4149,
76.438125,
76.47655,
76.5829,
76.614825,
76.64395,
76.685975,
76.722525,
76.7539,
76.788625,
76.8169,
76.8413,
76.88525,
76.91935,
76.9787,
77.02715,
77.185925,
77.21865,
77.2379,
77.2493,
77.271125,
77.289325,
77.3134,
77.333875,
77.3494,
77.367775,
77.388625,
77.4098,
77.426525,
77.440625,
77.469875,
77.506525,
77.56065,
77.6037,
77.640875,
77.682225,
77.700925,
77.730975,
77.750275,
77.765575,
77.78765,
77.812575,
77.837225,
77.884975,
77.919325,
77.950175,
77.979325,
78.10015,
78.155925,
78.18745,
78.2261,
78.2604,
78.284775,
78.31515,
78.33995,
78.38015,
78.468525,
78.517425,
78.539125,
78.5788,
78.6124,
78.641225,
78.66415,
78.7232,
78.762975,
78.792175,
78.87275,
79.03295,
79.058975,
79.077825,
79.09395,
79.1064,
79.1181,
79.127775,
79.144375,
79.1569,
79.177425,
79.186225,
79.204425,
79.221525,
79.23555,
79.252075,
79.2711,
79.285625,
79.303625,
79.3153,
79.329675,
79.344275,
79.361075,
79.3862,
79.405075,
79.424475,
79.4466,
79.463275,
79.4801,
79.50255,
79.5141,
79.5234,
79.54335,
79.554025,
79.571175,
79.5858,
79.61605,
79.651275,
79.6778,
79.7148,
79.75875,
79.784625,
79.834925,
79.897425,
79.95245,
79.98525,
80.016,
80.122525,
80.210675,
80.260425,
80.294975,
80.34755,
80.412375,
80.440875,
80.465975,
80.489375,
80.5151,
80.542325,
80.561025,
80.5868,
80.614225,
80.654525,
80.706075,
80.87985,
80.9174,
80.957175,
80.9891,
81.02645,
81.094225,
81.23265,
81.2657,
81.296625,
81.32565,
81.34935,
81.387475,
81.430875,
81.4781,
81.513525,
81.55385,
81.6074,
81.660525,
81.7082,
81.75375,
81.789675,
81.819125,
81.8442,
81.86495,
81.879875,
81.903075,
81.9268,
81.94965,
81.9782,
82.003225,
82.03475,
82.0667,
82.1089,
82.14365,
82.1855,
82.2091,
82.2233,
82.243625,
82.25725,
82.29025,
82.35415,
82.45675,
82.48255,
82.491675,
82.501625,
82.5146,
82.530075,
82.54475,
82.558875,
82.57025,
82.5826,
82.59245,
82.59835,
82.61495,
82.627625,
82.65635,
82.67655,
82.697725,
82.714025,
82.728875,
82.745475,
82.758375,
82.7845,
82.806875,
82.840725,
82.877675,
82.90245,
82.920125,
82.93995,
82.957775,
82.96615,
82.976325,
82.986525,
83.0007,
83.00895,
83.019,
83.035725,
83.0449,
83.05675,
83.0721,
83.087775,
83.103175,
83.111375,
83.1273,
83.13675,
83.15015,
83.1639,
83.1764,
83.187325,
83.19675,
83.209125,
83.228075,
83.247775,
83.261225,
83.28515,
83.30145,
83.3186,
83.33255,
83.35245,
83.374125,
83.393475,
83.417225,
83.438325,
83.455525,
83.4785,
83.522875,
83.57965,
83.649225,
83.679025,
83.7276,
83.7632,
83.80865,
83.858525,
83.87905,
83.907825,
83.934975,
83.970675,
83.994425,
84.0141,
84.0363,
84.077625,
84.10835,
84.14185,
84.265475,
84.3045,
84.3301,
84.361525,
84.385375,
84.4091,
84.44105,
84.469425,
84.501025,
84.518425,
84.53765,
84.5894,
84.6604,
84.76005,
84.792575,
84.934175,
84.976325,
85.0257,
85.038675,
85.069725,
85.086825,
85.10625,
85.1257,
85.140225,
85.1555,
85.178925,
85.201175,
85.21885,
85.23635,
85.264575,
85.288775,
85.312325,
85.33585,
85.3517,
85.365525,
85.395525,
85.41805,
85.445225,
85.47605,
85.49165,
85.5043,
85.5173,
85.525425,
85.55375,
85.574625,
85.592675,
85.60935,
85.6231,
85.63975,
85.658525,
85.681825,
85.695725,
85.709425,
85.720725,
85.741475,
85.76425,
85.78435,
85.81165,
85.833425,
85.850125,
85.86865,
85.89255,
85.904825,
85.92285,
85.942225,
85.968275,
85.989875,
86.010375,
86.04485,
86.0715,
86.120075,
86.168425,
86.206725,
86.2348,
86.249275,
86.26365,
86.277125,
86.29335,
86.30815,
86.320275,
86.3381,
86.359475,
86.387475,
86.42335,
86.43855,
86.455225,
86.479525,
86.50855,
86.544525,
86.56365,
86.5795,
86.602175,
86.641175,
86.665075,
86.679875,
86.695475,
86.705625,
86.72505,
86.74475,
86.769825,
86.78625,
86.811475,
86.83225,
86.85915,
86.8791,
86.907975,
86.93745,
87.007275,
87.0323,
87.052975,
87.073975,
87.083775,
87.097625,
87.1098,
87.12385,
87.137075,
87.14605,
87.1586,
87.169575,
87.1811,
87.193375,
87.20355,
87.215225,
87.237875,
87.256575,
87.28175,
87.29935,
87.323225,
87.34685,
87.3775,
87.4115,
87.435325,
87.47495,
87.5209,
87.561975,
87.599825,
87.6183,
87.639725,
87.6657,
87.6889,
87.7027,
87.71875,
87.734625,
87.75035,
87.767,
87.786725,
87.7997,
87.8119,
87.835325,
87.85005,
87.866325,
87.884675,
87.897175,
87.90735,
87.923425,
87.941975,
87.963175,
87.981975,
88.001575,
88.019675,
88.043475,
88.063575,
88.0864,
88.138825,
88.1839,
88.24945,
88.268225,
88.286725,
88.301025,
88.31585,
88.324275,
88.337875,
88.35165,
88.38275,
88.410075,
88.447,
88.4958,
88.54295,
88.5963,
88.6201,
88.6318,
88.64545,
88.656925,
88.669975,
88.680425,
88.6897,
88.7013,
88.7141,
88.72055,
88.73285,
88.73815,
88.74345,
88.7511,
88.7573,
88.767525,
88.777075,
88.787175,
88.7951,
88.804525,
88.81,
88.82545,
88.835,
88.844225,
88.853975,
88.86805,
88.877425,
88.8875,
88.896075,
88.913075,
88.9207,
88.944625,
88.958925,
88.966425,
88.977175,
88.991175,
89.009775,
89.02265,
89.04,
89.058225,
89.070325,
89.082775,
89.0996,
89.11615,
89.130175,
89.143625,
89.1576,
89.1827,
89.1923,
89.21115,
89.2332,
89.249075,
89.267125,
89.292675,
89.323225,
89.353125,
89.370875,
89.416975,
89.43865,
89.4554,
89.474375,
89.495475,
89.5272,
89.55235,
89.585,
89.6297,
89.64305,
89.651,
89.6582,
89.675625,
89.687575,
89.69755,
89.706075,
89.714025,
89.731125,
89.7582,
89.778225,
89.785575,
89.8097,
89.82785,
89.852375,
89.8669,
89.87675,
89.89,
89.903975,
89.914925,
89.929175,
89.945825,
89.957925,
89.971125,
89.983375,
89.993025,
90.005675,
90.018275,
90.026875,
90.037575,
90.0511,
90.064775,
90.0814,
90.088875,
90.100975,
90.11285,
90.1276,
90.160325,
90.183525,
90.2181,
90.2475,
90.28745,
90.328675,
90.34275,
90.3705,
90.392975,
90.406,
90.424175,
90.43225,
90.448575,
90.461875,
90.48255,
90.510975,
90.53325,
90.5541,
90.577575,
90.6066,
90.6309,
90.672075,
90.7775,
90.81665,
90.872225,
90.89575,
90.91655,
90.94775,
90.9758,
90.99375,
91.011975,
91.02175,
91.032925,
91.043075,
91.0579,
91.076075,
91.089175,
91.10125,
91.122925,
91.134425,
91.143525,
91.165675,
91.182775,
91.20015,
91.21095,
91.222975,
91.233175,
91.244675,
91.259925,
91.2751,
91.28505,
91.29,
91.30505,
91.317925,
91.328625,
91.342625,
91.348525,
91.364675,
91.378525,
91.38935,
91.399075,
91.409025,
91.42205,
91.438075,
91.445075,
91.458875,
91.477625,
91.494075,
91.50725,
91.5242,
91.552575,
91.59095,
91.624725,
91.65755,
91.675875,
91.70175,
91.72375,
91.739175,
91.756275,
91.763,
91.770725,
91.777975,
91.7855,
91.7962,
91.8049,
91.813425,
91.8265,
91.842075,
91.853775,
91.8601,
91.870475,
91.878525,
91.886875,
91.8976,
91.9092,
91.9192,
91.933875,
91.942775,
91.953975,
91.9672,
91.97705,
91.99365,
92.006475,
92.0185,
92.0317,
92.043825,
92.055875,
92.06855,
92.087775,
92.104575,
92.12075,
92.136275,
92.156,
92.18425,
92.20105,
92.217275,
92.24565,
92.285125,
92.329025,
92.359375,
92.38655,
92.40525,
92.4343,
92.464325,
92.489825,
92.509725,
92.5421,
92.566175,
92.601025,
92.63585,
92.6553,
92.673525,
92.7217,
92.769125,
92.830225,
92.8643,
92.916525,
92.947075,
92.973225,
92.99295,
93.015,
93.036725,
93.0559,
93.066075,
93.08895,
93.105375,
93.11485,
93.12655,
93.140925,
93.1607,
93.172075,
93.184325,
93.205675,
93.22305,
93.240875,
93.261625,
93.282875,
93.30385,
93.322575,
93.3343,
93.380925,
93.41265,
93.446075,
93.470275,
93.500925,
93.548375,
93.568175,
93.5826,
93.61515,
93.679325,
93.715675,
93.808775,
94.0206,
94.0311,
94.039575,
94.053275,
94.056925,
94.06325,
94.071875,
94.084025,
94.090525,
94.098775,
94.108175,
94.124425,
94.13885,
94.177625,
94.214375,
94.2386,
94.2595,
94.285175,
94.301575,
94.31965,
94.337325,
94.39395,
94.428525,
94.454875,
94.474175,
94.493625,
94.5098,
94.6741,
94.682425,
94.691275,
94.7178,
94.73665,
94.749175,
94.781775,
94.799275,
94.83265,
94.884775,
94.913225,
94.959875,
94.982675,
95.052025,
95.0963,
95.113275,
95.129025,
95.1392,
95.1528,
95.174225,
95.184275,
95.21485,
95.23795,
95.2476,
95.268375,
95.296775,
95.312225,
95.373325,
95.3934,
95.4137,
95.422225,
95.44845,
95.481525,
95.530525,
95.563425,
95.5924,
95.602575,
95.61555,
95.63365,
95.66325,
95.68315,
95.695775,
95.70585,
95.7165,
95.729325,
95.741525,
95.7546,
95.775,
95.787575,
95.8016,
95.8259,
95.869525,
95.907325,
95.929,
95.9449,
95.978725,
96.020925,
96.0767,
96.10525,
96.1239,
96.186675,
96.214625,
96.23795,
96.252825,
96.268875,
96.2838,
96.297175,
96.31445,
96.33065,
96.3489,
96.36705,
96.383,
96.401175,
96.41315,
96.43415,
96.445725,
96.45435,
96.4729,
96.517675,
96.5604,
96.630525,
96.671325,
96.7174,
96.762225,
96.81675,
96.868,
96.921975,
96.96365,
96.98495,
97.02385,
97.2166,
97.26035,
97.27875,
97.308775,
97.327125,
97.3461,
97.3471,
97.36475,
97.417175,
97.454975,
97.49255,
97.512775,
97.527875,
97.539175,
97.559475,
97.58415,
97.6057,
97.6432,
97.68345,
97.725025,
97.753825,
97.786425,
97.820425,
97.86415,
97.920975,
97.944675,
97.972425,
97.99985,
98.0166,
98.0413,
98.06895,
98.095375,
98.11115,
98.132225,
98.152925,
98.18185,
98.2,
98.22905,
98.253925,
98.281725,
98.300275,
98.327225,
98.3437,
98.3544,
98.36685,
98.3833,
98.40105,
98.42885,
98.448475,
98.48345,
98.5141,
98.529075,
98.55125,
98.5721,
98.605725,
98.634875,
98.664425,
98.70025,
98.73535,
98.763975,
98.785625,
98.810125,
98.83505,
98.88495,
98.907125,
98.9435,
98.961575,
98.99215,
99.113875,
99.250575,
99.27405,
99.32575,
99.346775,
99.372925,
99.391475,
99.418775,
99.473325,
99.5063,
99.537,
99.552375,
99.569025,
99.58875,
99.6125,
99.626725,
99.6453,
99.6647,
99.6899,
99.705325,
99.74025,
99.8748,
99.90945,
99.92815,
99.93955,
99.95325,
99.964925,
99.976225,
99.995075,
100.011225,
100.025,
100.03585,
100.053025,
100.07585,
100.094425,
100.10695,
100.1331,
100.16135,
100.184475,
100.214775,
100.242325,
100.2862,
100.3156,
100.336575,
100.375225,
100.435475,
100.46695,
100.5224,
100.54585,
100.57275,
100.592175,
100.617125,
100.628825,
100.647725,
100.664175,
100.686375,
100.704525,
100.7151,
100.744525,
