SPK_SPKC03a (excited),SPK_SPKC05a (no effect),SPK_SPKC05b (no effect),SPK_SPKC06b (no effect),SPK_SPKC08a (short inhibition),SPK_SPKC13a (no effect),SPK_SPKC14a (no effect)
,,218.328375,,221.437425,,
,,218.348925,,221.4475,,
,,218.3616,,221.4623,,
,,218.371725,,221.47015,,
,,218.381075,,221.47825,,
,,218.3929,,221.48555,,
,,218.403825,,221.494925,,
,,218.4185,,221.502025,,
,,218.42955,,221.5111,,
,,218.436525,,221.52025,,
,,218.440975,,221.52735,,
,,218.453075,,221.5601,,
,,218.493025,,221.592175,,
,,218.518525,,221.601525,,
,,218.5365,,221.632,,
,,218.544425,,221.66985,,
,,218.553425,,221.696925,,
,,218.5879,,221.706725,,
,,218.6123,,221.728925,,
,,218.625475,,221.736675,,
,,218.631,,221.748525,,
,,218.6366,,221.77655,,
,,218.643175,,221.78585,,
,,218.651825,,221.79975,,
,,218.671275,,221.812675,,
,,218.69875,,221.8223,,
,,218.7107,,221.83425,,
,,218.728075,,221.8404,,
,,218.735275,,221.8635,,
,,218.74405,,221.89265,,
,,218.769475,,221.902625,,
,,218.814875,,221.9218,,
,,218.8253,,221.9298,,
,,218.83915,,221.948525,,
,,218.858025,,221.95845,,
,,218.871175,,221.965125,,
,,218.8836,,221.9735,,
,,218.918925,,221.987075,,
,,218.931125,,221.993325,,
,,218.940875,,222.013325,,
,,218.942575,,222.057975,,
,,218.956,,222.0654,,
,,218.96965,,222.0935,,
,,218.97715,,222.121725,,
,,218.98465,,222.129675,,
,,219.001375,,222.143525,,
,,219.014425,,222.15885,,
,,219.02585,,222.1667,,
,,219.044775,,222.175575,,
,,219.052375,,222.192725,,
,,219.0647,,222.2259,,
,,219.086975,,222.23455,,
,,219.098075,,222.2472,,
,,219.1469,,222.255425,,
,,219.1748,,222.26065,,
,,219.2029,,222.269675,,
,,219.21705,,222.301425,,
,,219.223075,,222.31485,,
,,219.243225,,222.328575,,
,,219.267875,,222.335475,,
,,219.28365,,222.344625,,
,,219.345375,,222.366575,,
,,219.36305,,222.373475,,
,,219.40825,,222.38365,,
,,219.43175,,222.391875,,
,,219.4476,,222.40695,,
,,219.45935,,222.418575,,
,,219.47145,,222.4284,,
,,219.4872,,222.4517,,
,,219.5063,,222.4716,,
,,219.513525,,222.48075,,
,,219.5379,,222.4989,,
,,219.549775,,222.508025,,
,,219.576275,,222.521275,,
,,219.60435,,222.53655,,
,,219.62365,,222.543225,,
,,219.651925,,222.55745,,
,,219.664,,222.566975,,
,,219.67545,,222.592425,,
,,219.6863,,222.6165,,
,,219.6941,,222.63115,,
,,219.708975,,222.64715,,
,,219.7283,,222.652525,,
,,219.742075,,222.6695,,
,,219.768125,,222.682425,,
,,219.78555,,222.693325,,
,,219.802275,,222.69655,,
,,219.8205,,222.707175,,
,,219.83425,,222.713575,,
,,219.855325,,222.721975,,
,,219.870275,,222.72445,,
,,219.88595,,222.727775,,
,,219.903225,,222.737425,,
,,219.945,,222.75435,,
,,219.9753,,222.764725,,
,,220.011825,,222.7992,,
,,220.030125,,222.809725,,
,,220.0699,,222.8227,,
,,220.11965,,222.838,,
,,220.15255,,222.848775,,
,,220.180325,,222.867525,,
,,220.21095,,222.88425,,
,,220.229525,,222.887825,,
,,220.2439,,222.906825,,
,,220.25945,,222.931675,,
,,220.29785,,222.974075,,
,,220.325025,,222.983775,,
,,220.356025,,223.0036,,
,,220.383575,,223.0321,,
,,220.418475,,223.049875,,
,,220.43765,,223.062875,,
,,220.451375,,223.0767,,
,,220.464025,,223.0892,,
,,220.47555,,223.100675,,
,,220.4825,,223.1189,,
,,220.4917,,223.1295,,
,,220.5016,,223.1526,,
,,220.5144,,223.1682,,
,,220.546075,,223.190625,,
,,220.557925,,223.223775,,
,,220.5683,,223.26835,,
,,220.582875,,223.277475,,
,,220.603325,,223.28935,,
,,220.62185,,223.299175,,
,,220.647375,,223.3082,,
,,220.668775,,223.317375,,
,,220.68925,,223.321025,,
,,220.69925,,223.329125,,
,,220.7146,,223.339725,,
,,220.735525,,223.347,,
,,220.776675,,223.355175,,
,,220.80565,,223.366875,,
,,220.8179,,223.375275,,
,,220.824925,,223.394875,,
,,220.828975,,223.4193,,
,,220.843925,,223.430475,,
,,220.845675,,223.449875,,
,,220.857375,,223.460975,,
,,220.872175,,223.471525,,
,,220.882575,,223.485525,,
,,220.88855,,223.513925,,
,,220.8995,,223.523325,,
,,220.916,,223.5389,,
,,220.922275,,223.556575,,
,,220.92905,,223.568175,,
,,220.940625,,223.60605,,
,,220.968325,,223.61465,,
,,220.990625,,223.634125,,
,,220.999075,,223.64575,,
,,221.01485,,223.6578,,
,,221.028725,,223.6722,,
,,221.04255,,223.696775,,
,,221.058225,,223.705325,,
,,221.0767,,223.735625,,
,,221.09295,,223.759625,,
,,221.104625,,223.7835,,
,,221.153175,,223.8009,,
,,221.17935,,223.81145,,
,,221.18265,,223.831375,,
,,221.1874,,223.841325,,
,,221.204475,,223.85315,,
,,221.216175,,223.862525,,
,,221.232825,,223.869175,,
,,221.262025,,223.88035,,
,,221.279025,,223.893,,
,,221.28755,,223.911575,,
,,221.2961,,223.918925,,
,,221.308075,,223.928775,,
,,221.33585,,223.940175,,
,,221.34755,,223.9608,,
,,221.36275,,223.97175,,
,,221.399275,,223.98705,,
,,221.4241,,224.001825,,
,,221.461175,,224.00905,,
,,221.475175,,224.030925,,
,,221.492025,,224.04115,,
,,221.51495,,224.050925,,
,,221.534925,,224.0664,,
,,221.544975,,224.077775,,
,,221.556675,,224.0926,,
,,221.58575,,224.103775,,
,,221.604575,,224.1251,,
,,221.624225,,224.1364,,
,,221.6339,,224.1488,,
,,221.64175,,224.156625,,
,,221.656125,,224.182375,,
,,221.66545,,224.19665,,
,,221.67475,,224.217625,,
,,221.7266,,224.232025,,
,,221.758325,,224.2432,,
,,221.7701,,224.2591,,
,,221.7901,,224.269475,,
,,221.819975,,224.280125,,
,,221.837325,,224.296525,,
,,221.85265,,224.3103,,
,,221.880725,,224.32435,,
,,221.8969,,224.3385,,
,,221.90505,,224.372675,,
,,221.928925,,224.382925,,
,,221.94395,,224.3933,,
,,221.9595,,224.405925,,
,,221.988075,,224.423525,,
,,222.007925,,224.44195,,
,,222.028375,,224.4547,,
,,222.05585,,224.45845,,
,,222.104375,,224.469775,,
,,222.135775,,224.47895,,
,,222.1489,,224.5061,,
,,222.1709,,224.537425,,
,,222.187625,,224.56855,,
,,222.2106,,224.582425,,
,,222.2281,,224.58945,,
,,222.248025,,224.600625,,
,,222.266475,,224.618525,,
,,222.284175,,224.631275,,
,,222.3026,,224.644125,,
,,222.3115,,224.652225,,
,,222.3276,,224.659975,,
,,222.34775,,224.6649,,
,,222.369075,,224.680625,,
,,222.390275,,224.6885,,
,,222.42025,,224.698875,,
,,222.450225,,224.710425,,
,,222.464575,,224.71945,,
,,222.504175,,224.7219,,
,,222.51535,,224.7261,,
,,222.526925,,224.7383,,
,,222.539075,,224.751825,,
,,222.5772,,224.771875,,
,,222.591625,,224.78995,,
,,222.603775,,224.83365,,
,,222.623625,,224.83955,,
,,222.639725,,224.873875,,
,,222.65475,,224.8947,,
,,222.674875,,224.9418,,
,,222.685225,,224.9493,,
,,222.694875,,224.962075,,
,,222.712125,,224.977975,,
,,222.7248,,225.0164,,
,,222.739275,,225.0253,,
,,222.76325,,225.0479,,
,,222.78925,,225.062075,,
,,222.8263,,225.0801,,
,,222.855075,,225.12555,,
,,222.86905,,225.1606,,
,,222.88565,,225.173575,,
,,222.91025,,225.182725,,
,,222.9264,,225.235875,,
,,222.944075,,225.25895,,
,,222.972825,,225.29335,,
,,222.992625,,225.3068,,
,,223.00615,,225.330925,,
,,223.03935,,225.336725,,
,,223.07845,,225.341175,,
,,223.113375,,225.3523,,
,,223.13045,,225.381325,,
,,223.1622,,225.388925,,
,,223.182275,,225.398425,,
,,223.1974,,225.4077,,
,,223.213375,,225.45495,,
,,223.23,,225.492375,,
,,223.256175,,225.5255,,
,,223.26825,,225.533675,,
,,223.275875,,225.547475,,
,,223.300775,,225.566875,,
,,223.3167,,225.5982,,
,,223.3331,,225.624575,,
,,223.3601,,225.6326,,
,,223.38135,,225.64105,,
,,223.3899,,225.66125,,
,,223.40075,,225.701725,,
,,223.4177,,225.7343,,
,,223.431225,,225.753,,
,,223.443275,,225.763625,,
,,223.463825,,225.781075,,
,,223.481825,,225.810175,,
,,223.502975,,225.8202,,
,,223.531025,,225.846175,,
,,223.549425,,225.858875,,
,,223.5604,,225.883325,,
,,223.581825,,225.895925,,
,,223.594325,,225.90615,,
,,223.607975,,225.9195,,
,,223.6234,,225.93615,,
,,223.697325,,225.947975,,
,,223.71955,,225.9573,,
,,223.7414,,225.9702,,
,,223.75615,,225.9832,,
,,223.8025,,225.99085,,
,,223.8212,,225.999125,,
,,223.834925,,226.0154,,
,,223.84695,,226.04335,,
,,223.8679,,226.056375,,
,,223.8805,,226.06325,,
,,223.900825,,226.07625,,
,,223.923325,,226.087625,,
,,223.950775,,226.130675,,
,,223.9708,,226.1441,,
,,224.003575,,226.16795,,
,,224.032575,,226.178425,,
,,224.0553,,226.187475,,
,,224.071875,,226.212025,,
,,224.0872,,226.224975,,
,,224.1048,,226.23945,,
,,224.127325,,226.25105,,
,,224.1629,,226.26275,,
,,224.19425,,226.302775,,
,,224.2225,,226.3213,,
,,224.2592,,226.33885,,
,,224.281925,,226.3513,,
,,224.298975,,226.377275,,
,,224.31755,,226.4052,,
,,224.32785,,226.418025,,
,,224.350025,,226.43185,,
,,224.3605,,226.445825,,
,,224.37115,,226.4638,,
,,224.3857,,226.479175,,
,,224.4018,,226.4891,,
,,224.415,,226.523875,,
,,224.450025,,226.532675,,
,,224.4736,,226.548425,,
,,224.4934,,226.56285,,
,,224.5207,,226.5737,,
,,224.540675,,226.5854,,
,,224.56235,,226.597325,,
,,224.582,,226.618,,
,,224.593275,,226.6326,,
,,224.6017,,226.6422,,
,,224.624475,,226.6583,,
,,224.633725,,226.673225,,
,,224.64545,,226.698025,,
,,224.652125,,226.718625,,
,,224.65555,,226.727925,,
,,224.6622,,226.768525,,
,,224.6676,,226.779175,,
,,224.67275,,226.78865,,
,,224.67865,,226.799575,,
,,224.69245,,226.808525,,
,,224.7066,,226.8212,,
,,224.718475,,226.831175,,
,,224.730725,,226.8562,,
,,224.738575,,226.877775,,
,,224.7481,,226.890975,,
,,224.776775,,226.912125,,
,,224.785125,,226.9276,,
,,224.821,,226.9435,,
,,224.832375,,226.95085,,
,,224.837275,,226.97555,,
,,224.8452,,227.0112,,
,,224.851575,,227.03885,,
,,224.878475,,227.07215,,
,,224.88765,,227.085575,,
,,224.8937,,227.099375,,
,,224.90345,,227.166175,,
,,224.914325,,227.183925,,
,,224.9217,,227.196525,,
,,224.9278,,227.206825,,
,,224.94715,,227.2185,,
,,224.973,,227.227925,,
,,225.003325,,227.263025,,
,,225.011025,,227.27635,,
,,225.0218,,227.3185,,
,,225.03625,,227.335325,,
,,225.0659,,227.350525,,
,,225.074525,,227.37375,,
,,225.0803,,227.38315,,
,,225.08705,,227.3957,,
,,225.09355,,227.405775,,
,,225.1001,,227.422525,,
,,225.1068,,227.445475,,
,,225.128725,,227.4571,,
,,225.150175,,227.465525,,
,,225.1616,,227.47305,,
,,225.17695,,227.486575,,
,,225.207825,,227.49515,,
,,225.238475,,227.50675,,
,,225.248925,,227.5259,,
,,225.2664,,227.535475,,
,,225.2855,,227.5498,,
,,225.293125,,227.578225,,
,,225.3043,,227.5879,,
,,225.3104,,227.615875,,
,,225.317025,,227.63525,,
,,225.323075,,227.650825,,
,,225.332275,,227.660875,,
,,225.3469,,227.69765,,
,,225.36265,,227.7105,,
,,225.374225,,227.732225,,
,,225.394625,,227.743925,,
,,225.40925,,227.759325,,
,,225.459225,,227.776725,,
,,225.47265,,227.784875,,
,,225.4879,,227.7945,,
,,225.502525,,227.805975,,
,,225.5203,,227.817975,,
,,225.567475,,227.827675,,
,,225.5887,,227.839575,,
,,225.6087,,227.852225,,
,,225.63875,,227.855225,,
,,225.647075,,227.869825,,
,,225.706225,,227.9025,,
,,225.7352,,227.9261,,
,,225.74775,,227.93945,,
,,225.768975,,227.945275,,
,,225.797775,,227.988875,,
,,225.819875,,227.998825,,
,,225.83425,,228.064575,,
,,225.860975,,228.081,,
,,225.89405,,228.097275,,
,,225.92515,,228.1206,,
,,225.959325,,228.1661,,
,,225.99995,,228.22715,,
,,226.02145,,228.302825,,
,,226.0362,,228.312225,,
,,226.051425,,228.33885,,
,,226.065875,,228.384325,,
,,226.092775,,228.399325,,
,,226.101475,,228.456025,,
,,226.112175,,228.464575,,
,,226.13715,,228.503225,,
,,226.18405,,228.52455,,
,,226.222475,,228.531875,,
,,226.235875,,228.5637,,
,,226.27855,,228.5707,,
,,226.291,,228.5784,,
,,226.320875,,228.585925,,
,,226.3408,,228.65425,,
,,226.399175,,228.6692,,
,,226.437425,,228.6709,,
,,226.458175,,228.73225,,
,,226.4747,,228.8074,,
,,226.5,,228.8144,,
,,226.52515,,228.84315,,
,,226.53005,,228.895375,,
,,226.535025,,228.919375,,
,,226.55045,,228.927275,,
,,226.58085,,228.962925,,
,,226.6049,,228.981175,,
,,226.625625,,228.98915,,
,,226.6408,,229.01205,,
,,226.665925,,229.019175,,
,,226.6806,,229.031875,,
,,226.6938,,229.0431,,
,,226.729025,,229.055675,,
,,226.7507,,229.0809,,
,,226.77515,,229.0917,,
,,226.7965,,229.105425,,
,,226.84185,,229.1176,,
,,226.873225,,229.128525,,
,,226.902,,229.147925,,
,,226.912775,,229.158475,,
,,226.9274,,229.173925,,
,,226.943175,,229.1863,,
,,226.956925,,229.19645,,
,,226.9732,,229.218375,,
,,226.991275,,229.2293,,
,,227.004525,,229.261225,,
,,227.018525,,229.27675,,
,,227.069025,,229.2959,,
,,227.089875,,229.308275,,
,,227.11555,,229.313225,,
,,227.1673,,229.321875,,
,,227.194275,,229.331425,,
,,227.214825,,229.34485,,
,,227.241975,,229.358225,,
,,227.279575,,229.377175,,
,,227.2904,,229.392575,,
,,227.33725,,229.4189,,
,,227.35905,,229.448875,,
,,227.381125,,229.461925,,
,,227.40265,,229.488475,,
,,227.45745,,229.5011,,
,,227.57455,,229.51005,,
,,227.601375,,229.521925,,
,,227.673375,,229.530825,,
,,227.718925,,229.5383,,
,,227.756925,,229.54855,,
,,227.791675,,229.57005,,
,,227.8006,,229.5912,,
,,227.816225,,229.611825,,
,,227.830275,,229.62725,,
,,227.847,,229.65135,,
,,227.852425,,229.6697,,
,,227.8545,,229.693925,,
,,227.8567,,229.71365,,
,,227.8653,,229.724675,,
,,227.873725,,229.7551,,
,,227.88755,,229.766475,,
,,227.898825,,229.784275,,
,,227.906175,,229.796675,,
,,227.9109,,229.826825,,
,,227.932325,,229.8397,,
,,227.9403,,229.8475,,
,,227.947625,,229.86415,,
,,227.9539,,229.875775,,
,,227.969525,,229.90085,,
,,227.99755,,229.9289,,
,,228.01255,,229.94655,,
,,228.043825,,229.9552,,
,,228.052875,,229.9658,,
,,228.065475,,229.971425,,
,,228.074775,,229.976025,,
,,228.09135,,229.98895,,
,,228.10725,,229.9994,,
,,228.126625,,230.011875,,
,,228.14905,,230.023325,,
,,228.164225,,230.0353,,
,,228.175075,,230.045825,,
,,228.194375,,230.0591,,
,,228.2068,,230.0702,,
,,228.219975,,230.0804,,
,,228.257325,,230.094975,,
,,228.2661,,230.1142,,
,,228.2818,,230.1402,,
,,228.2889,,230.1498,,
,,228.295775,,230.1612,,
,,228.30335,,230.170575,,
,,228.3263,,230.18075,,
,,228.33355,,230.204475,,
,,228.341425,,230.2166,,
,,228.351325,,230.225875,,
,,228.370075,,230.240475,,
,,228.388225,,230.250475,,
,,228.39275,,230.269875,,
,,228.39765,,230.289275,,
,,228.415175,,230.31945,,
,,228.42395,,230.323625,,
,,228.433475,,230.34195,,
,,228.461275,,230.352775,,
,,228.499725,,230.36245,,
,,228.519925,,230.370375,,
,,228.53875,,230.38035,,
,,228.558375,,230.39035,,
,,228.5711,,230.411575,,
,,228.578275,,230.419275,,
,,228.604675,,230.427075,,
,,228.62305,,230.43595,,
,,228.6311,,230.44625,,
,,228.639775,,230.454175,,
,,228.660925,,230.47325,,
,,228.67,,230.4833,,
,,228.682825,,230.509025,,
,,228.692725,,230.5187,,
,,228.69925,,230.5263,,
,,228.709625,,230.535275,,
,,228.7297,,230.55435,,
,,228.75205,,230.57,,
,,228.76595,,230.583575,,
,,228.7953,,230.595825,,
,,228.907825,,230.608575,,
,,228.95075,,230.62685,,
,,228.964025,,230.634675,,
,,229.01535,,230.645875,,
,,229.038175,,230.668,,
,,229.0687,,230.676575,,
,,229.1087,,230.714425,,
,,229.13165,,230.7373,,
,,229.1504,,230.747575,,
,,229.1775,,230.753525,,
,,229.193825,,230.769175,,
,,229.22915,,230.7761,,
,,229.243175,,230.788475,,
,,229.2707,,230.805075,,
,,229.2946,,230.8547,,
,,229.318925,,230.86005,,
,,229.360325,,230.868925,,
,,229.389875,,230.9155,,
,,229.410825,,230.943425,,
,,229.421175,,230.951225,,
,,229.44245,,230.973125,,
,,229.467575,,230.98505,,
,,229.476175,,231.00675,,
,,229.49135,,231.049175,,
,,229.508675,,231.056925,,
,,229.519975,,231.064325,,
,,229.529075,,231.080125,,
,,229.5393,,231.09425,,
,,229.57285,,231.107925,,
,,229.589525,,231.120825,,
,,229.608275,,231.16975,,
,,229.623625,,231.18705,,
,,229.6394,,231.198075,,
,,229.65235,,231.20795,,
,,229.674425,,231.22795,,
,,229.691325,,231.236625,,
,,229.709775,,231.24665,,
,,229.765175,,231.252225,,
,,229.783175,,231.2637,,
,,229.811075,,231.26845,,
,,229.830325,,231.301225,,
,,229.841925,,231.325675,,
,,229.880775,,231.3365,,
,,229.9042,,231.3633,,
,,229.951375,,231.3757,,
,,229.9706,,231.39445,,
,,230.002475,,231.437175,,
,,230.024675,,231.44685,,
,,230.0563,,231.46215,,
,,230.08375,,231.470925,,
,,230.0993,,231.502225,,
,,230.11925,,231.5109,,
,,230.12605,,231.51215,,
,,230.165075,,231.523575,,
,,230.1961,,231.537225,,
,,230.2187,,231.56305,,
,,230.247275,,231.574275,,
,,230.262725,,231.582675,,
,,230.283625,,231.60505,,
,,230.30145,,231.612125,,
,,230.3197,,231.622275,,
,,230.3329,,231.634475,,
,,230.357125,,231.641425,,
,,230.37635,,231.6479,,
,,230.389325,,231.663775,,
,,230.410025,,231.670975,,
,,230.424925,,231.672525,,
,,230.442575,,231.6802,,
,,230.4831,,231.690475,,
,,230.50825,,231.746675,,
,,230.523425,,231.763825,,
,,230.5535,,231.7781,,
,,230.582825,,231.786325,,
,,230.609,,231.8069,,
,,230.630175,,231.82055,,
,,230.646675,,231.8277,,
,,230.68525,,231.84675,,
,,230.71085,,231.8579,,
,,230.7204,,231.8657,,
,,230.72515,,231.9046,,
,,230.7389,,231.914075,,
,,230.755975,,231.9226,,
,,230.77365,,231.941775,,
,,230.794375,,231.96235,,
,,230.81205,,231.992375,,
,,230.8452,,232.01,,
,,230.862825,,232.019575,,
,,230.878325,,232.02675,,
,,230.89525,,232.04245,,
,,230.90885,,232.0573,,
,,230.9395,,232.07365,,
,,230.9612,,232.081525,,
,,230.983225,,232.097175,,
,,231.01625,,232.105425,,
,,231.03395,,232.129325,,
,,231.051,,232.14945,,
,,231.083325,,232.157775,,
,,231.1064,,232.161275,,
,,231.1198,,232.177125,,
,,231.1376,,232.18345,,
,,231.1508,,232.2069,,
,,231.1803,,232.22135,,
,,231.19045,,232.2285,,
,,231.197825,,232.23355,,
,,231.2297,,232.2416,,
,,231.248925,,232.2494,,
,,231.27325,,232.263625,,
,,231.2896,,232.2705,,
,,231.309575,,232.277,,
,,231.32755,,232.319575,,
,,231.34235,,232.329875,,
,,231.3745,,232.34125,,
,,231.4116,,232.354925,,
,,231.43775,,232.376675,,
,,231.458775,,232.39765,,
,,231.50375,,232.421725,,
,,231.519725,,232.4327,,
,,231.55815,,232.4553,,
,,231.572425,,232.46655,,
,,231.5996,,232.4723,,
,,231.606525,,232.4891,,
,,231.61485,,232.495425,,
,,231.644975,,232.502325,,
,,231.656475,,232.507075,,
,,231.66475,,232.513075,,
,,231.67855,,232.561025,,
,,231.69305,,232.569825,,
,,231.714575,,232.58225,,
,,231.73315,,232.604925,,
,,231.787275,,232.6195,,
,,231.809525,,232.66645,,
,,231.86215,,232.675025,,
,,231.884875,,232.702425,,
,,231.896325,,232.709325,,
,,231.915575,,232.75905,,
,,231.930475,,232.766125,,
,,231.94685,,232.78585,,
,,231.9625,,232.79435,,
,,231.982325,,232.873875,,
,,231.9979,,232.880525,,
,,232.02745,,232.89025,,
,,232.045975,,232.915,,
,,232.060075,,232.928225,,
,,232.0977,,232.94425,,
,,232.11945,,232.96065,,
,,232.1349,,232.969,,
,,232.146525,,232.9765,,
,,232.15955,,232.998425,,
,,232.17245,,233.05845,,
,,232.18365,,233.06665,,
,,232.194175,,233.09925,,
,,232.237575,,233.11685,,
,,232.260975,,233.122725,,
,,232.2695,,233.129275,,
,,232.2815,,233.136825,,
,,232.293,,233.148925,,
,,232.318125,,233.1615,,
,,232.32905,,233.171725,,
,,232.3467,,233.197075,,
,,232.371275,,233.216325,,
,,232.386175,,233.2288,,
,,232.39,,233.2342,,
,,232.403225,,233.2412,,
,,232.418375,,233.250375,,
,,232.44645,,233.260825,,
,,232.457925,,233.2844,,
,,232.47375,,233.324825,,
,,232.484975,,233.361325,,
,,232.49345,,233.36865,,
,,232.498625,,233.391925,,
,,232.5056,,233.44815,,
,,232.513975,,233.4625,,
,,232.527325,,233.483275,,
,,232.53975,,233.491475,,
,,232.544475,,233.5015,,
,,232.55905,,233.508525,,
,,232.563675,,233.521725,,
,,232.568875,,233.5373,,
,,232.59925,,233.575025,,
,,232.60675,,233.59635,,
,,232.6164,,233.611625,,
,,232.6311,,233.635575,,
,,232.642325,,233.673425,,
,,232.6984,,233.686375,,
,,232.706525,,233.70735,,
,,232.71385,,233.742,,
,,232.72955,,233.747775,,
,,232.73935,,233.751625,,
,,232.75075,,233.76605,,
,,232.76995,,233.7797,,
,,232.7946,,233.791925,,
,,232.81525,,233.808625,,
,,232.82375,,233.8229,,
,,232.830575,,233.845675,,
,,232.85865,,233.858675,,
,,232.87075,,233.871425,,
,,232.8994,,233.8843,,
,,232.911525,,233.895625,,
,,232.9158,,233.9084,,
,,232.9538,,233.941725,,
,,232.961775,,233.962575,,
,,232.98895,,233.972925,,
,,233.00135,,233.988975,,
,,233.026925,,234.00145,,
,,233.0363,,234.0148,,
,,233.047475,,234.0287,,
,,233.05445,,234.05375,,
,,233.072675,,234.073075,,
,,233.079575,,234.08925,,
,,233.091875,,234.116225,,
,,233.111425,,234.134125,,
,,233.12015,,234.181825,,
,,233.131275,,234.206425,,
,,233.14765,,234.214825,,
,,233.16085,,234.223225,,
,,233.1932,,234.239725,,
,,233.26255,,234.252325,,
,,233.2697,,234.263225,,
,,233.286025,,234.278275,,
,,233.3004,,234.297,,
,,233.31485,,234.30415,,
,,233.344925,,234.312525,,
,,233.363075,,234.325375,,
,,233.376475,,234.338275,,
,,233.40555,,234.348225,,
,,233.415875,,234.355225,,
,,233.419125,,234.377425,,
,,233.43245,,234.387825,,
,,233.456725,,234.4019,,
,,233.46845,,234.41,,
,,233.4929,,234.418725,,
,,233.5138,,234.42855,,
,,233.546925,,234.4397,,
,,233.584425,,234.453475,,
,,233.593775,,234.4863,,
,,233.605425,,234.495025,,
,,233.6163,,234.510375,,
,,233.63095,,234.519275,,
,,233.641025,,234.530325,,
,,233.659775,,234.540275,,
,,233.674175,,234.5569,,
,,233.689725,,234.5896,,
,,233.701225,,234.600775,,
,,233.71345,,234.61465,,
,,233.7299,,234.631225,,
,,233.7425,,234.64625,,
,,233.749575,,234.6668,,
,,233.76385,,234.68075,,
,,233.848375,,234.7145,,
,,233.85575,,234.7417,,
,,233.86575,,234.789425,,
,,233.878225,,234.80455,,
,,233.897725,,234.81245,,
,,233.913325,,234.817925,,
,,233.939,,234.825525,,
,,233.950725,,234.831225,,
,,233.980525,,234.841325,,
,,234.0377,,234.854725,,
,,234.057025,,234.87675,,
,,234.079175,,234.932325,,
,,234.081075,,234.97125,,
,,234.091925,,234.9805,,
,,234.118625,,235.00845,,
,,234.138375,,235.0299,,
,,234.168725,,235.040275,,
,,234.192075,,235.052525,,
,,234.23575,,235.064625,,
,,234.247525,,235.083575,,
,,234.267225,,235.097975,,
,,234.286675,,235.105875,,
,,234.28875,,235.11345,,
,,234.2948,,235.141475,,
,,234.3043,,235.17275,,
,,234.313,,235.19275,,
,,234.3237,,235.1996,,
,,234.334875,,235.263225,,
,,234.355425,,235.2799,,
,,234.390125,,235.288125,,
,,234.397125,,235.30055,,
,,234.40985,,235.314725,,
,,234.42235,,235.36705,,
,,234.42895,,235.373975,,
,,234.4727,,235.422025,,
,,234.491875,,235.466925,,
,,234.51405,,235.4769,,
,,234.53535,,235.485875,,
,,234.553425,,235.49165,,
,,234.556275,,235.497875,,
,,234.58595,,235.510975,,
,,234.6049,,235.51845,,
,,234.653325,,235.539525,,
,,234.75895,,235.546925,,
,,234.781925,,235.55595,,
,,234.78925,,235.601975,,
,,234.793475,,235.6563,,
,,234.798,,235.713525,,
,,234.81955,,235.72095,,
,,234.83495,,235.73565,,
,,234.8431,,235.7686,,
,,234.852475,,235.775725,,
,,234.864525,,235.79695,,
,,234.877125,,235.81555,,
,,234.8883,,235.82195,,
,,234.91015,,235.834275,,
,,234.92485,,235.845425,,
,,234.935525,,235.8559,,
,,234.967925,,235.887325,,
,,234.979,,235.893925,,
,,234.983925,,235.8999,,
,,235.0336,,235.950975,,
,,235.047575,,235.966575,,
,,235.0682,,235.972225,,
,,235.081725,,235.99705,,
,,235.096075,,236.00555,,
,,235.10735,,236.058125,,
,,235.1146,,236.09135,,
,,235.135225,,236.1178,,
,,235.144025,,236.136,,
,,235.16725,,236.14705,,
,,235.171975,,236.153775,,
,,235.1771,,236.160825,,
,,235.182025,,236.1735,,
,,235.18405,,236.1807,,
,,235.18905,,236.198625,,
,,235.195,,236.205625,,
,,235.20825,,236.2336,,
,,235.227225,,236.30775,,
,,235.247,,236.371725,,
,,235.26525,,236.38665,,
,,235.2761,,236.397775,,
,,235.30135,,236.409225,,
,,235.3117,,236.428,,
,,235.3365,,236.4509,,
,,235.344325,,236.4591,,
,,235.3647,,236.467375,,
,,235.374825,,236.477925,,
,,235.384425,,236.5151,,
,,235.400275,,236.529875,,
,,235.409425,,236.547025,,
,,235.41915,,236.560425,,
,,235.461725,,236.57455,,
,,235.470875,,236.58525,,
,,235.484125,,236.67415,,
,,235.504625,,236.6896,,
,,235.516725,,236.70185,,
,,235.52245,,236.72925,,
,,235.541775,,236.7458,,
,,235.55045,,236.77715,,
,,235.55895,,236.8008,,
,,235.56525,,236.829925,,
,,235.580325,,236.843925,,
,,235.591175,,236.862125,,
,,235.611125,,236.869275,,
,,235.618775,,236.8809,,
,,235.62685,,236.901975,,
,,235.6453,,236.925175,,
,,235.65585,,236.93385,,
,,235.706125,,236.944725,,
,,235.72725,,236.954375,,
,,235.7399,,236.96045,,
,,235.7594,,236.971375,,
,,235.781475,,236.993475,,
,,235.79315,,237.00625,,
,,235.81035,,237.0157,,
,,235.83965,,237.022625,,
,,235.878475,,237.02765,,
,,235.8882,,237.033375,,
,,235.896525,,237.063525,,
,,235.912275,,237.090225,,
,,235.9284,,237.1525,,
,,235.959075,,237.15965,,
,,236.005825,,237.172225,,
,,236.014525,,237.18855,,
,,236.03115,,237.20475,,
,,236.034275,,237.222725,,
,,236.044575,,237.24715,,
,,236.05175,,237.25105,,
,,236.0688,,237.26655,,
,,236.078725,,237.307625,,
,,236.08695,,237.32995,,
