SPK_SPKC03a (excited),SPK_SPKC05a (no effect),SPK_SPKC05b (no effect),SPK_SPKC06b (no effect),SPK_SPKC08a (short inhibition),SPK_SPKC13a (no effect),SPK_SPKC14a (no effect)
263.56555,,48.580125,,50.889,,247.570225
263.591225,,48.5913,,50.905675,,247.709825
263.664125,,48.60335,,50.9219,,247.718275
263.76365,,48.609225,,50.947175,,247.78615
263.784525,,48.62255,,50.96,,247.818525
263.7915,,48.632025,,50.9899,,247.847275
263.8369,,48.646375,,51.000575,,247.92225
263.918225,,48.67225,,51.0133,,247.92565
263.926125,,48.7029,,51.0284,,248.00505
264.080125,,48.716075,,51.0749,,248.008725
264.160225,,48.75315,,51.087775,,248.145725
264.45035,,48.771825,,51.101175,,248.22405
264.48245,,48.79455,,51.12315,,248.24615
265.71455,,48.8413,,51.135225,,248.2911
265.740375,,48.85605,,51.1521,,248.310375
265.76985,,48.86375,,51.1613,,248.315825
266.302925,,48.879625,,51.19765,,248.33675
266.538525,,48.8925,,51.2234,,248.35045
266.8603,,48.89865,,51.242625,,248.361125
266.926675,,48.90175,,51.3062,,248.375575
266.984575,,48.90765,,51.33505,,248.39475
267.04975,,48.915225,,51.343875,,248.5439
267.096325,,48.921875,,51.35905,,248.565375
267.138425,,48.928125,,51.373675,,248.57135
267.18965,,48.9384,,51.389175,,248.592
267.2329,,48.944875,,51.402975,,248.72885
267.345525,,48.959825,,51.44585,,249.053625
267.38785,,48.962125,,51.459625,,249.1566
267.457525,,48.97755,,51.473475,,249.23345
267.47295,,48.9968,,51.48615,,249.590825
267.66475,,49.006775,,51.49095,,249.7246
267.6706,,49.02565,,51.5176,,249.733575
267.679675,,49.0561,,51.530925,,249.914325
267.7754,,49.065875,,51.544875,,250.056625
267.916575,,49.07695,,51.565775,,250.064875
267.98165,,49.093325,,51.59055,,250.080325
268.110425,,49.119425,,51.617775,,250.09855
268.161925,,49.13155,,51.6268,,250.11115
268.650075,,49.151825,,51.6296,,250.16
268.899675,,49.176875,,51.657725,,250.248425
269.600675,,49.188875,,51.676425,,250.25275
269.85895,,49.202175,,51.691575,,250.35195
270.0232,,49.211725,,51.701325,,250.399775
270.19355,,49.22045,,51.719125,,250.509475
270.2155,,49.231775,,51.729225,,250.5359
270.3063,,49.248575,,51.739,,250.546275
270.40025,,49.26725,,51.7657,,250.5628
270.900475,,49.283275,,51.785725,,250.664525
270.910575,,49.295,,51.817875,,250.673175
271.009925,,49.3046,,51.8343,,250.7023
271.13465,,49.317425,,51.8525,,250.78455
271.3309,,49.336825,,51.868925,,250.87715
271.419075,,49.349925,,51.897925,,250.929675
271.500525,,49.3707,,51.90365,,251.017975
271.56645,,49.379825,,51.907425,,251.481175
271.839375,,49.387025,,51.91285,,251.534125
272.24095,,49.39845,,51.96765,,251.755475
272.671675,,49.40795,,51.98005,,251.875775
272.75085,,49.415725,,51.98985,,251.993225
272.799425,,49.4233,,52.00155,,252.4113
272.8119,,49.43,,52.015175,,252.4996
272.93655,,49.436,,52.02705,,252.530625
273.1777,,49.44635,,52.0425,,252.561125
273.223475,,49.4542,,52.057225,,253.02555
273.632075,,49.459125,,52.073675,,253.385275
273.827,,49.46535,,52.082175,,253.430475
273.960025,,49.47435,,52.099125,,253.476
274.3851,,49.48405,,52.139925,,253.49485
274.5401,,49.49955,,52.153825,,253.51205
274.676325,,49.5373,,52.195,,253.525375
274.700075,,49.548625,,52.2034,,253.557175
274.872525,,49.5557,,52.2194,,253.566425
274.899425,,49.57255,,52.2359,,253.61925
274.9132,,49.578375,,52.23975,,253.644725
275.005825,,49.585975,,52.2918,,253.683
275.146975,,49.593025,,52.298775,,253.730925
275.300975,,49.6164,,52.31655,,253.757075
275.352575,,49.658375,,52.326025,,253.768
275.372775,,49.672075,,52.334925,,253.790375
275.4581,,49.68135,,52.359225,,253.81775
275.537525,,49.69585,,52.36345,,253.92165
275.709775,,49.70765,,52.37865,,253.939875
276.224825,,49.7221,,52.381,,253.979275
276.2699,,49.73235,,52.38785,,254.00545
276.2852,,49.7436,,52.404475,,254.02615
276.459425,,49.75395,,52.431425,,254.099675
276.609275,,49.76295,,52.442,,254.229525
276.690025,,49.7729,,52.466875,,254.32045
276.721125,,49.788725,,52.48635,,254.32145
277.1499,,49.798275,,52.5084,,254.361825
277.559125,,49.8121,,52.52705,,254.377
278.18915,,49.82455,,52.5374,,254.38435
278.207175,,49.838875,,52.556275,,254.412975
278.2436,,49.859475,,52.59295,,254.46705
278.278025,,49.8786,,52.6274,,254.477025
278.4262,,49.892675,,52.641375,,254.566475
278.6007,,49.90705,,52.653225,,254.57705
278.64135,,49.919025,,52.66255,,254.66125
278.650825,,49.934075,,52.67675,,254.732575
278.672325,,49.957375,,52.6897,,254.7462
278.70005,,49.9795,,52.704675,,254.75455
278.7974,,49.9875,,52.7184,,254.7699
278.85475,,50.004275,,52.731875,,254.8375
278.8678,,50.01215,,52.738125,,254.934975
278.89555,,50.021625,,52.7502,,254.990975
278.990575,,50.033125,,52.759475,,255.0153
279.187825,,50.045125,,52.770725,,255.02895
279.291425,,50.060775,,52.786875,,255.04035
279.329225,,50.07235,,52.79445,,255.0534
279.3376,,50.084025,,52.80585,,255.072425
279.4356,,50.0957,,52.8157,,255.089525
279.659175,,50.111375,,52.822475,,255.1078
279.691775,,50.122575,,52.833025,,255.1117
279.746375,,50.128725,,52.843525,,255.119725
279.799475,,50.14545,,52.857725,,255.16695
280.1173,,50.164,,52.866375,,255.29315
280.1886,,50.175125,,52.876775,,255.32245
280.32475,,50.18545,,52.89105,,255.3259
280.375925,,50.19615,,52.907075,,255.328275
280.624875,,50.20505,,52.920275,,255.4444
280.703975,,50.22465,,52.952925,,255.541
280.856575,,50.2543,,52.9626,,255.55655
281.0059,,50.26415,,52.9773,,255.57835
281.04885,,50.267275,,53.01815,,255.64985
281.15235,,50.277425,,53.031325,,255.748775
281.175525,,50.286,,53.040025,,255.758825
281.36575,,50.29595,,53.051675,,255.761625
281.50475,,50.3116,,53.07545,,255.76395
281.54285,,50.337675,,53.0947,,255.7987
281.613075,,50.354375,,53.102425,,255.8628
281.814775,,50.379025,,53.13185,,255.870675
281.8735,,50.396425,,53.1454,,256.000175
281.903475,,50.41415,,53.152025,,256.00995
281.98555,,50.42555,,53.16175,,256.07985
282.0802,,50.436025,,53.185125,,256.136075
282.1101,,50.44865,,53.19535,,256.150675
282.14,,50.4715,,53.2047,,256.19545
282.450525,,50.48055,,53.216275,,256.215925
282.49155,,50.499925,,53.230275,,256.224025
282.9371,,50.51495,,53.2711,,256.249025
283.178925,,50.54625,,53.284675,,256.31705
283.364425,,50.568275,,53.2981,,256.323
283.60495,,50.584275,,53.30685,,256.441125
283.641175,,50.604275,,53.32215,,256.4506
283.71165,,50.6265,,53.33435,,256.500225
283.747175,,50.6505,,53.344725,,256.503625
283.8435,,50.680575,,53.35875,,256.5213
283.86705,,50.719275,,53.3681,,256.539125
284.13835,,50.7528,,53.38075,,256.55
284.545025,,50.7722,,53.39215,,256.567625
284.782625,,50.815525,,53.40975,,256.5915
284.942775,,50.8366,,53.42345,,256.656525
285.170075,,50.85515,,53.43745,,256.721125
285.198075,,50.878775,,53.443775,,256.74895
285.2641,,50.890625,,53.4718,,256.75305
285.40745,,50.903825,,53.488,,257.041625
285.504575,,50.928975,,53.505075,,257.16435
285.527125,,50.956225,,53.542825,,257.3572
285.639875,,50.9597,,53.547225,,257.52095
285.757525,,51.00885,,53.567125,,257.528825
286.942075,,51.010325,,53.579175,,257.694925
287.36525,,51.039675,,53.598,,257.761025
287.684375,,51.047025,,53.61665,,257.772225
287.968975,,51.053025,,53.6306,,257.78935
287.9896,,51.064,,53.669775,,257.87515
288.030525,,51.072525,,53.6973,,258.063425
288.173325,,51.079075,,53.787275,,258.252625
288.186975,,51.094125,,53.8006,,258.318875
288.207825,,51.11025,,53.8156,,258.32045
288.24345,,51.123325,,53.8273,,258.3257
288.2504,,51.143375,,53.8407,,258.356475
288.30895,,51.150725,,53.866675,,258.43235
288.634725,,51.177725,,53.897,,258.446425
289.0383,,51.21135,,53.917325,,258.5181
289.4115,,51.236225,,53.950575,,258.545575
289.44045,,51.256175,,53.971725,,258.5502
289.5626,,51.2694,,53.975,,258.602625
289.7079,,51.2918,,54.0182,,258.621875
289.766,,51.312875,,54.031125,,258.6361
289.79415,,51.3274,,54.086375,,258.81765
289.9943,,51.352925,,54.12955,,258.833075
290.02075,,51.373625,,54.141975,,258.843275
290.027025,,51.399325,,54.168475,,258.978275
290.0771,,51.40035,,54.177725,,259.004675
290.1771,,51.431375,,54.198125,,259.07345
290.336275,,51.449475,,54.204875,,259.150425
290.4284,,51.491475,,54.21545,,259.249575
290.4845,,51.49725,,54.2257,,259.3172
290.58685,,51.507725,,54.232425,,259.3521
290.62385,,51.51715,,54.2422,,259.81935
291.093525,,51.5365,,54.2516,,259.878825
291.20975,,51.559575,,54.25585,,259.933975
291.37645,,51.573,,54.29125,,259.96195
291.430275,,51.5977,,54.300425,,259.979675
291.52735,,51.613675,,54.3075,,259.991675
291.738975,,51.640025,,54.3152,,260.01935
291.907375,,51.666675,,54.328925,,260.06285
291.976375,,51.702075,,54.339175,,260.114025
292.0019,,51.74695,,54.356875,,260.2438
292.046875,,51.770325,,54.369175,,260.260475
292.197675,,51.7913,,54.37725,,260.316025
292.404475,,51.8093,,54.394175,,260.377825
292.42875,,51.8252,,54.419075,,260.566875
292.457,,51.834025,,54.427825,,260.578825
292.8476,,51.846625,,54.43615,,260.6335
292.960675,,51.856525,,54.453525,,260.651375
293.04615,,51.871025,,54.4709,,260.6912
293.991175,,51.87705,,54.491025,,260.758875
294.025575,,51.8824,,54.49985,,260.763075
294.0802,,51.8902,,54.513125,,260.8071
294.151425,,51.893625,,54.53295,,260.869825
294.3663,,51.900675,,54.5429,,261.108325
294.36775,,51.908625,,54.545725,,261.175675
294.483725,,51.914625,,54.557775,,261.198075
294.816175,,51.932225,,54.597025,,261.250475
294.942575,,51.939875,,54.610875,,261.27535
294.969825,,51.950675,,54.64835,,261.2847
294.986475,,51.9967,,54.665875,,261.443625
295.7798,,52.020175,,54.695775,,261.498375
295.910725,,52.040675,,54.720975,,261.574675
296.187325,,52.0854,,54.7356,,261.6022
296.28995,,52.13505,,54.747375,,261.67695
296.349675,,52.162475,,54.759475,,262.03045
296.458775,,52.171825,,54.78195,,262.038975
296.834175,,52.187575,,54.7957,,262.059025
296.844575,,52.1959,,54.81055,,262.1217
296.97755,,52.1986,,54.827125,,262.16645
297.038025,,52.20185,,54.8394,,262.249725
297.05645,,52.2102,,54.84535,,262.322825
297.157925,,52.2233,,54.85695,,262.340375
297.21195,,52.228775,,54.8734,,262.356925
297.3162,,52.234625,,54.91165,,262.4794
297.524625,,52.23835,,54.95115,,262.518325
297.53675,,52.252025,,54.968875,,262.541825
297.772175,,52.262075,,54.98765,,262.72915
297.806325,,52.270125,,55.00165,,262.9009
297.81265,,52.282775,,55.0155,,262.91135
297.87725,,52.308075,,55.035175,,262.91685
297.991675,,52.31675,,55.0435,,263.004825
298.10295,,52.3262,,55.066225,,263.13965
298.36175,,52.3379,,55.0689,,263.169825
298.5662,,52.344425,,55.07525,,263.1802
298.569125,,52.3539,,55.082325,,263.19025
298.6056,,52.3602,,55.090175,,263.354075
298.65495,,52.37045,,55.11115,,263.3694
298.6741,,52.38915,,55.1203,,263.37305
298.729975,,52.405575,,55.131875,,263.3783
298.765325,,52.41285,,55.14185,,263.45035
298.79585,,52.418825,,55.154275,,263.56345
298.826325,,52.433675,,55.1676,,263.593325
298.85285,,52.4429,,55.18145,,263.6203
298.8747,,52.45935,,55.193375,,263.729125
299.0143,,52.488975,,55.222825,,263.76665
299.1445,,52.497725,,55.2564,,263.870825
299.150875,,52.50535,,55.268325,,263.8926
299.17165,,52.517125,,55.282675,,263.9049
299.18115,,52.5241,,55.296675,,263.950725
299.316875,,52.54295,,55.319625,,264.0082
300.0389,,52.559175,,55.3289,,264.01395
300.150225,,52.57075,,55.335575,,264.0467
300.18485,,52.582,,55.359425,,264.055425
300.249675,,52.59305,,55.3688,,264.0707
,,52.6122,,55.37725,,264.10395
,,52.627875,,55.3843,,264.10905
,,52.6482,,55.41465,,264.145725
,,52.669725,,55.43195,,264.200775
,,52.6875,,55.452425,,264.210175
,,52.6964,,55.46815,,264.2281
,,52.71355,,55.47675,,264.338725
,,52.728825,,55.498175,,264.3527
,,52.745725,,55.5346,,264.44495
,,52.7588,,55.543275,,264.574175
,,52.776325,,55.5533,,264.617575
,,52.79855,,55.5671,,264.624975
,,52.8256,,55.581525,,264.767125
,,52.8419,,55.59935,,264.7724
,,52.878725,,55.603175,,264.8086
,,52.9366,,55.619875,,264.81885
,,52.956225,,55.65715,,264.96025
,,52.975225,,55.676225,,265.073525
,,52.983875,,55.72395,,265.085725
,,53.0034,,55.73325,,265.1515
,,53.014475,,55.7448,,265.2562
,,53.03975,,55.752275,,265.360975
,,53.054175,,55.757575,,265.501325
,,53.0684,,55.76905,,265.5097
,,53.0827,,55.77985,,265.742875
,,53.099475,,55.79675,,265.7669
,,53.109975,,55.813425,,265.875925
,,53.112025,,55.8223,,265.891425
,,53.1333,,55.82875,,265.9129
,,53.156825,,55.837575,,265.923875
,,53.16645,,55.84555,,265.928425
,,53.181275,,55.8564,,265.961275
,,53.191725,,55.8892,,265.980225
,,53.211475,,55.8926,,266.038025
,,53.213475,,55.908925,,266.18895
,,53.23895,,55.912525,,266.2783
,,53.265275,,55.928125,,266.345625
,,53.277975,,55.9324,,266.448875
,,53.307125,,55.947525,,266.493375
,,53.3156,,55.960675,,266.497025
,,53.33685,,55.9653,,266.62635
,,53.347275,,55.97735,,266.6497
,,53.356225,,56.013225,,266.70395
,,53.37255,,56.017075,,266.716725
,,53.426275,,56.021275,,266.770825
,,53.44165,,56.065325,,266.790075
,,53.458875,,56.073475,,266.794925
,,53.495525,,56.0825,,266.95775
,,53.5214,,56.10215,,266.98075
,,53.564525,,56.1307,,267.0567
,,53.581725,,56.16,,267.131425
,,53.609525,,56.171625,,267.1497
,,53.648325,,56.18005,,267.165275
,,53.660175,,56.19655,,267.24815
,,53.686675,,56.20065,,267.24965
,,53.706175,,56.212975,,267.25585
,,53.753175,,56.25155,,267.2697
,,53.769075,,56.26455,,267.3197
,,53.7711,,56.27465,,267.338925
,,53.7984,,56.2847,,267.3897
,,53.838025,,56.37135,,267.4455
,,53.85915,,56.3831,,267.566175
,,53.90985,,56.3946,,267.5868
,,53.924525,,56.43055,,267.617925
,,53.940225,,56.4419,,267.6379
,,53.9656,,56.451475,,267.64165
,,53.9876,,56.468575,,267.64425
,,54.016375,,56.473875,,267.648525
,,54.041475,,56.4836,,267.727075
,,54.058225,,56.4936,,267.826625
,,54.072775,,56.499475,,267.962575
,,54.10865,,56.50715,,268.333225
,,54.115425,,56.5195,,268.4902
,,54.122325,,56.53545,,268.751375
,,54.13695,,56.542575,,268.756725
,,54.15815,,56.56435,,268.88
,,54.1647,,56.579525,,269.345625
,,54.185425,,56.5905,,269.65485
,,54.213725,,56.598425,,269.662875
,,54.221575,,56.615,,269.91155
,,54.233125,,56.62145,,270.18925
,,54.2436,,56.636075,,270.6043
,,54.25345,,56.650175,,270.6607
,,54.2629,,56.6604,,270.957
,,54.27875,,56.669125,,271.05265
,,54.3056,,56.68105,,271.200575
,,54.31105,,56.6915,,271.222575
,,54.32345,,56.7095,,271.2761
,,54.33545,,56.7209,,271.4123
,,54.342425,,56.740475,,271.432525
,,54.351625,,56.78575,,271.458775
,,54.37415,,56.7918,,271.6714
,,54.386,,56.799125,,271.69065
,,54.39905,,56.8403,,271.738825
,,54.416525,,56.880725,,271.847825
,,54.43275,,56.89445,,271.87655
,,54.44965,,56.90275,,271.9148
,,54.47295,,56.9358,,271.980275
,,54.482175,,56.961475,,272.036475
,,54.495525,,56.96935,,272.100875
,,54.5053,,56.994,,272.140275
,,54.515975,,57.004475,,272.265875
,,54.518525,,57.0186,,272.423075
,,54.5278,,57.03055,,272.433375
,,54.5415,,57.0483,,272.548225
,,54.564725,,57.06115,,272.55825
,,54.580825,,57.0796,,272.564075
,,54.605875,,57.11195,,272.57505
,,54.622575,,57.1223,,272.62415
,,54.6357,,57.136475,,272.6471
,,54.65425,,57.1459,,272.665775
,,54.6763,,57.1628,,272.682275
,,54.6929,,57.1759,,272.711825
,,54.71615,,57.184875,,272.758225
,,54.735275,,57.19805,,272.840425
,,54.754875,,57.2108,,272.878325
,,54.78595,,57.2251,,272.900525
,,54.81015,,57.2321,,273.04615
,,54.821825,,57.244175,,273.1066
,,54.8312,,57.250375,,273.1345
,,54.845775,,57.279425,,273.1957
,,54.848875,,57.29485,,273.2113
,,54.870775,,57.314275,,273.313725
,,54.8934,,57.325275,,273.383625
,,54.908925,,57.34745,,273.5408
,,54.92695,,57.35765,,273.556225
,,54.953725,,57.370575,,273.567175
,,54.972775,,57.376,,273.583825
,,55.0046,,57.39065,,273.709975
,,55.0282,,57.4021,,274.4806
,,55.043375,,57.415725,,274.50615
,,55.063175,,57.44195,,274.53595
,,55.0825,,57.463925,,274.5583
,,55.10245,,57.492225,,274.571725
,,55.118225,,57.5213,,274.643875
,,55.1456,,57.54785,,274.792725
,,55.171225,,57.579625,,274.997725
,,55.187875,,57.601575,,275.018675
,,55.20615,,57.62295,,275.060675
,,55.22135,,57.639225,,275.0692
,,55.23215,,57.665,,275.0938
,,55.2426,,57.68405,,275.190675
,,55.25785,,57.7202,,275.319875
,,55.2741,,57.74295,,275.33865
,,55.2902,,57.76305,,275.351525
,,55.315525,,57.780175,,275.376125
,,55.3469,,57.801625,,275.38865
,,55.369925,,57.814825,,275.4531
,,55.39785,,57.8364,,275.544025
,,55.4156,,57.858975,,275.557375
,,55.4348,,57.907925,,275.5948
,,55.46235,,57.9233,,275.601825
,,55.488,,57.9621,,275.715225
,,55.5016,,57.973975,,275.9727
,,55.5167,,57.986025,,276.228375
,,55.539275,,58.004025,,276.44375
,,55.57345,,58.01585,,276.5677
,,55.59915,,58.02785,,276.57185
,,55.6223,,58.029575,,276.682975
,,55.632975,,58.09185,,276.689025
,,55.64785,,58.10915,,276.80365
,,55.661,,58.120875,,276.83065
,,55.679625,,58.13215,,276.854075
,,55.6949,,58.151825,,276.86425
,,55.706825,,58.163525,,276.86805
,,55.730675,,58.175075,,276.87215
,,55.749675,,58.19225,,276.87795
,,55.7806,,58.214525,,276.9211
,,55.792625,,58.226575,,276.943
,,55.811125,,58.250825,,276.95085
,,55.8251,,58.264825,,277.1428
,,55.838925,,58.28835,,277.166475
,,55.8519,,58.304875,,277.3635
,,55.866725,,58.31895,,277.4071
,,55.87565,,58.354825,,277.436225
,,55.88475,,58.3745,,277.538175
,,55.896425,,58.403125,,277.65005
,,55.9023,,58.424725,,277.813925
,,55.90735,,58.441075,,277.82285
,,55.914075,,58.453475,,277.825825
,,55.918775,,58.46275,,277.91985
,,55.924825,,58.471725,,278.061225
,,55.93195,,58.48795,,278.146925
,,55.9367,,58.5026,,278.262575
,,55.94325,,58.5204,,278.3574
,,55.95005,,58.531375,,278.397825
,,55.958125,,58.5467,,278.457475
,,55.966775,,58.552225,,278.484125
,,55.976425,,58.56775,,278.556275
,,55.9855,,58.575475,,278.586425
,,56.005675,,58.584575,,278.5897
,,56.016175,,58.5911,,278.5946
,,56.0251,,58.6006,,278.598775
,,56.03725,,58.625625,,278.72155
,,56.051275,,58.6528,,278.744
,,56.0591,,58.66405,,278.805925
,,56.066525,,58.679275,,278.838575
,,56.077025,,58.699925,,278.84705
,,56.08685,,58.716775,,278.886225
,,56.09745,,58.732825,,278.89
,,56.10595,,58.749225,,279.020725
,,56.1156,,58.774175,,279.0811
,,56.12185,,58.784825,,279.088175
,,56.131275,,58.811975,,279.14555
,,56.140375,,58.83375,,279.23425
,,56.146425,,58.8439,,279.244175
,,56.14865,,58.85325,,279.2509
,,56.1556,,58.861775,,279.377775
,,56.1632,,58.86795,,279.390175
,,56.172175,,58.875975,,279.4716
,,56.18265,,58.894775,,279.4846
,,56.19375,,58.904775,,279.802125
,,56.20275,,58.919525,,279.834275
,,56.2101,,58.928325,,279.886775
,,56.222775,,58.937475,,279.894425
,,56.231075,,58.9483,,279.899125
,,56.24325,,58.956425,,279.962625
,,56.254575,,58.968875,,280.13665
,,56.258525,,58.9812,,280.193075
,,56.26115,,59.01645,,280.3003
,,56.270425,,59.03335,,280.478275
,,56.2857,,59.0524,,280.58705
,,56.297575,,59.0775,,280.592875
,,56.333275,,59.12175,,280.645975
,,56.347625,,59.1571,,280.77325
,,56.357,,59.194775,,280.960875
,,56.37515,,59.209925,,280.965
,,56.404325,,59.2341,,281.00835
,,56.417925,,59.25865,,281.019
,,56.422875,,59.2946,,281.023575
,,56.431525,,59.299825,,281.06075
,,56.447075,,59.306375,,281.07605
,,56.45865,,59.32545,,281.087725
,,56.47105,,59.3317,,281.09635
,,56.47815,,59.3637,,281.152
,,56.50715,,59.377,,281.16145
,,56.525175,,59.416225,,281.18875
,,56.53765,,59.4253,,281.197775
,,56.558775,,59.432475,,281.24635
,,56.57315,,59.441225,,281.2755
,,56.592975,,59.4467,,281.3452
,,56.6152,,59.49725,,281.350025
,,56.63365,,59.5124,,281.3848
,,56.646425,,59.530675,,281.4193
,,56.6639,,59.57375,,281.423475
,,56.679975,,59.5863,,281.447175
,,56.6999,,59.5964,,281.464325
,,56.704025,,59.61375,,281.544975
,,56.718325,,59.6315,,281.6619
,,56.7275,,59.640425,,281.7156
,,56.739875,,59.64975,,281.735
,,56.75675,,59.668475,,281.82015
,,56.772625,,59.68,,281.8272
,,56.7843,,59.686975,,281.846525
,,56.796525,,59.714825,,281.852675
,,56.819375,,59.719625,,281.9202
,,56.83775,,59.7368,,281.942325
,,56.847875,,59.7578,,281.960425
,,56.869475,,59.76835,,282.06665
,,56.877675,,59.8094,,282.0998
,,56.8885,,59.825325,,282.157525
,,56.903875,,59.83825,,282.1657
,,56.9105,,59.8613,,282.261075
,,56.920925,,59.86335,,282.4641
,,56.9367,,59.874,,282.546775
,,56.953075,,59.895875,,282.66575
,,56.970125,,59.904325,,282.669725
,,56.973625,,59.96725,,282.8843
,,57.01865,,59.9821,,282.9077
,,57.02895,,60.032175,,282.92405
,,57.057325,,60.03975,,282.9705
,,57.083,,60.0479,,283.008575
,,57.103575,,60.070225,,283.611775
,,57.1156,,60.104575,,283.621125
,,57.14315,,60.108125,,283.62615
,,57.17045,,60.12855,,283.70045
,,57.1992,,60.1443,,283.7528
,,57.204275,,60.152925,,283.80785
,,57.23075,,60.159775,,283.8216
,,57.24615,,60.17035,,283.863925
,,57.26,,60.1791,,283.972525
,,57.2736,,60.1995,,283.978725
,,57.274725,,60.21515,,283.989525
,,57.2886,,60.22865,,284.05355
,,57.31215,,60.242825,,284.36925
,,57.3276,,60.290525,,284.389475
,,57.332525,,60.302925,,284.40185
,,57.3449,,60.31835,,284.7654
,,57.35685,,60.371875,,284.7961
,,57.3755,,60.38215,,284.881275
,,57.407,,60.40845,,284.96975
,,57.41635,,60.41785,,285.1292
,,57.434675,,60.4313,,285.138525
,,57.446975,,60.46705,,285.142625
,,57.475425,,60.490475,,285.14995
,,57.47945,,60.508275,,285.169375
,,57.500075,,60.533075,,285.202
,,57.516275,,60.541075,,285.2267
,,57.541625,,60.5593,,285.335975
,,57.562725,,60.58175,,285.400625
,,57.603175,,60.62225,,285.40175
,,57.6166,,60.643375,,285.444175
,,57.645425,,60.6593,,285.461525
,,57.65135,,60.676575,,285.4766
,,57.666675,,60.704025,,285.486625
,,57.6983,,60.70945,,285.490725
,,57.71505,,60.723025,,285.49845
,,57.72925,,60.730225,,285.50625
,,57.745275,,60.7447,,285.612575
,,57.757825,,60.7581,,285.61605
,,57.7731,,60.7648,,285.6503
,,57.779125,,60.780975,,285.65245
,,57.78915,,60.7913,,285.661725
,,57.808525,,60.79875,,285.697475
,,57.829375,,60.8027,,285.76875
,,57.8565,,60.8546,,285.959575
,,57.865925,,60.87275,,286.70755
,,57.875675,,60.882825,,286.749275
,,57.886975,,60.892825,,287.15155
,,57.9076,,60.90265,,287.2296
,,57.9331,,60.912175,,287.2466
,,57.9547,,60.918575,,287.3418
,,57.972625,,60.92185,,287.4295
,,58.009825,,60.9302,,287.491075
,,58.03365,,60.951775,,287.50295
,,58.0359,,60.962,,287.64415
,,58.0746,,60.98185,,287.698375
,,58.0991,,60.99985,,287.85615
,,58.11375,,61.0284,,287.863575
,,58.122525,,61.07195,,287.908075
,,58.140175,,61.084325,,288.153
,,58.1505,,61.116925,,288.194275
,,58.1671,,61.1445,,288.238075
,,58.174925,,61.19275,,288.29625
,,58.184975,,61.20855,,288.2973
,,58.2027,,61.223825,,288.355025
,,58.227275,,61.233975,,288.360825
,,58.24805,,61.2567,,288.39105
,,58.2628,,61.27425,,288.413875
,,58.282525,,61.293625,,288.46015
,,58.3008,,61.319125,,288.5954
,,58.3194,,61.3384,,288.60975
,,58.33765,,61.36125,,288.64955
,,58.37775,,61.370125,,288.77045
,,58.397175,,61.3763,,289.044675
,,58.40565,,61.395325,,289.374825
,,58.45355,,61.39875,,289.689675
,,58.481025,,61.4085,,289.7427
,,58.48535,,61.43625,,289.746625
,,58.508975,,61.44895,,289.918825
,,58.52505,,61.460175,,290.2022
,,58.533075,,61.46895,,290.4307
,,58.534775,,61.492725,,290.688925
,,58.549425,,61.508525,,290.93895
,,58.56995,,61.517175,,291.010775
,,58.5777,,61.524775,,291.21605
,,58.588375,,61.5412,,291.438075
,,58.61805,,61.555575,,291.8008
,,58.63785,,61.60865,,291.81155
,,58.65965,,61.62075,,291.84465
,,58.68265,,61.6412,,292.00055
,,58.716025,,61.6442,,292.09435
,,58.753,,61.6668,,292.15155
,,58.770925,,61.708375,,292.2415
,,58.781575,,61.719175,,292.29845
,,58.78625,,61.723975,,292.37775
,,58.793725,,61.733725,,292.40605
,,58.812075,,61.7478,,292.4958
,,58.83675,,61.77695,,292.58235
,,58.855625,,61.793175,,292.58565
,,58.876475,,61.844375,,292.684125
,,58.8932,,61.861275,,292.859775
,,58.90875,,61.87935,,292.938675
,,58.9232,,61.90715,,293.14805
,,58.9394,,61.92115,,293.227275
,,58.967575,,61.930125,,293.232575
,,58.989175,,61.937775,,293.333425
,,59.021525,,61.9515,,293.48805
,,59.04855,,61.9707,,293.57635
,,59.058075,,61.979575,,293.757525
,,59.0668,,62.014275,,293.9276
,,59.092525,,62.056,,293.984625
,,59.117725,,62.069325,,294.0513
,,59.13915,,62.084375,,294.113075
,,59.1545,,62.0939,,294.279
,,59.1913,,62.111725,,294.343025
,,59.199725,,62.121275,,294.459825
,,59.20285,,62.157175,,294.698925
,,59.204775,,62.1701,,294.729375
,,59.21075,,62.180475,,294.75155
,,59.215925,,62.192475,,294.871325
,,59.22,,62.202225,,294.937675
,,59.2242,,62.21305,,295.03725
,,59.228675,,62.230425,,295.10835
,,59.240125,,62.2471,,295.1515
,,59.2651,,62.25645,,295.240375
,,59.273825,,62.29225,,295.304325
,,59.281025,,62.331425,,295.37225
,,59.2934,,62.335975,,295.48365
,,59.30195,,62.346825,,295.508175
,,59.313875,,62.3654,,295.509275
,,59.328225,,62.3719,,295.514125
,,59.342,,62.3875,,295.58985
,,59.34845,,62.392725,,295.5975
,,59.359425,,62.418625,,295.623725
,,59.369625,,62.440125,,295.646675
,,59.37795,,62.448725,,295.6543
,,59.386675,,62.462925,,295.73255
,,59.392725,,62.477025,,295.822825
,,59.400925,,62.4895,,295.9043
,,59.40855,,62.513125,,296.02895
,,59.412225,,62.526925,,296.058475
,,59.42395,,62.5441,,296.075125
,,59.436225,,62.566075,,296.10985
,,59.444425,,62.57625,,296.28835
,,59.454225,,62.577375,,296.305325
,,59.463525,,62.58635,,296.35935
