SPK_SPKC02b,SPK_SPKC03a,SPK_SPKC03b,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC10b,SPK_SPKC12a,SPK_SPKC15a,SPK_SPKC16a
390.9717,337.227525,339.639575,322.8321,368.883275,338.179975,324.33155,349.34705,352.8859
391.073075,337.233575,339.689825,322.864875,368.941475,338.23535,324.347125,349.431625,352.8976
391.12105,337.2507,339.710275,322.8798,368.97485,338.285,324.352625,349.44205,352.927425
391.466925,337.26525,339.741475,322.913325,369.150625,338.30465,324.37965,349.486525,352.950275
391.52875,337.287225,339.75125,322.92715,369.18485,338.325375,324.404175,349.50865,352.99045
391.68155,337.334075,339.766325,322.935125,369.207,338.33985,324.416075,349.5856,353.006475
391.775075,337.3688,339.77795,322.94225,369.221725,338.3493,324.4269,349.6314,353.0974
391.823825,337.41465,339.79625,322.9554,369.245225,338.3647,324.43905,349.64985,353.173325
391.918975,337.42915,339.81125,322.971175,369.327875,338.38735,324.4564,349.6682,353.2228
391.979175,337.479275,339.874825,322.990525,369.366475,338.40285,324.480675,349.687625,353.274675
392.034,337.5,339.90725,323.005925,369.485,338.43905,324.516975,349.70255,353.3349
392.1642,337.51705,339.944125,323.034625,369.543825,338.45245,324.5349,349.7123,353.352175
392.293825,337.52415,339.96775,323.097275,369.602725,338.484975,324.54955,349.728125,353.364725
392.3803,337.53575,340.015025,323.14265,369.663825,338.517925,324.5612,349.74015,353.377125
392.438475,337.55415,340.035225,323.16105,369.7443,338.54705,324.574825,349.779425,353.44255
392.465825,337.5846,340.0432,323.1828,369.781175,338.62955,324.5944,349.834825,353.459375
392.827,337.62895,340.08215,323.2065,369.86885,338.652575,324.6158,349.8386,353.4904
392.917875,337.668675,340.106825,323.2241,369.899425,338.706575,324.825225,349.918375,353.500625
393.025475,337.701875,340.1337,323.242125,369.994125,338.881075,324.84905,349.92975,353.537025
393.0852,337.73905,340.138375,323.25835,370.093425,338.89305,324.8664,349.93915,353.581225
393.1854,337.752125,340.15585,323.2793,370.121925,338.894675,324.882725,349.94985,353.610125
393.204475,337.7657,340.160125,323.305575,370.156575,338.9044,324.9016,350.01835,353.611525
393.2319,337.77965,340.1876,323.319825,370.182925,338.9146,324.9192,350.02715,353.697475
393.35715,337.795775,340.208075,323.33695,370.266475,338.92425,324.93335,350.049825,353.859275
393.399075,337.81745,340.2345,323.35565,370.377625,338.9322,324.95685,350.062925,353.924225
393.536425,337.842,340.273725,323.369175,370.4062,338.94065,324.970775,350.092525,354.009975
393.57235,337.864075,340.330425,323.384625,370.4469,338.948275,324.982225,350.115825,354.017225
393.650225,337.878925,340.3514,323.39715,370.68495,338.960725,324.99375,350.13425,354.03695
393.7348,337.896925,340.3615,323.414825,370.7273,338.9737,325.009725,350.189675,354.08
393.7886,337.91325,340.438375,323.423325,370.7893,338.9935,325.02155,350.276275,354.10845
393.826125,337.9391,340.453675,323.42665,370.832575,339.04035,325.0408,350.389,354.129925
393.85435,337.95215,340.48325,323.4439,370.921975,339.06195,325.0545,350.407675,354.164675
393.89405,337.9571,340.514025,323.45695,370.9427,339.079125,325.06995,350.48155,354.196625
394.0991,337.962125,340.5752,323.473725,370.964575,339.101525,325.08735,350.5249,354.25135
394.181375,337.977275,340.6237,323.488775,371.009425,339.130275,325.1054,350.534475,354.2851
394.22495,338.003175,340.649475,323.506975,371.02565,339.146325,325.14455,350.57525,354.3093
394.35005,338.0134,340.67265,323.53065,371.0358,339.19805,325.16895,350.600025,354.3243
394.432925,338.024325,340.68675,323.5481,371.089,339.2113,325.208675,350.6121,354.34535
394.53135,338.040375,340.699675,323.57295,371.11875,339.2223,325.26895,350.65515,354.38425
394.5676,338.0507,340.722,323.59725,371.151325,339.232825,325.292825,350.730125,354.4013
394.58985,338.06045,340.72835,323.6216,371.185025,339.26585,325.3152,350.745475,354.42365
394.7176,338.0748,340.74675,323.641575,371.246825,339.296175,325.330825,350.771675,354.44635
394.79725,338.094075,340.7623,323.665975,371.3311,339.312675,325.3474,350.8765,354.515275
394.871,338.1033,340.7877,323.691075,371.36405,339.316825,325.36285,350.879125,354.88285
394.9019,338.12335,340.795725,323.7127,371.393075,339.33165,325.376775,350.89485,354.94555
394.966775,338.14325,340.807625,323.73565,371.430925,339.373,325.390425,350.908925,354.98535
395.085225,338.1686,340.827525,323.753525,371.47715,339.403575,325.4124,350.919125,355.025625
395.116725,338.1862,340.839475,323.7694,371.553625,339.4749,325.450325,350.929425,355.08365
395.211,338.2248,340.859375,323.787325,371.60305,339.477575,325.504375,350.9487,355.126325
395.323,338.280625,340.8675,323.80725,371.68755,339.49655,325.5401,350.9624,355.145575
395.34675,338.34325,340.8765,323.823775,371.717275,339.5124,325.549875,350.97385,355.2818
395.364375,338.37525,340.88965,323.83905,371.7366,339.5227,325.558375,351.0196,355.348375
395.400625,338.3827,340.908125,323.862475,371.790925,339.52765,325.5696,351.067475,355.4184
395.4454,338.389475,340.9396,323.8823,371.9388,339.536425,325.58245,351.171325,355.52805
395.509025,338.396025,340.9623,323.898525,372.010225,339.542775,325.592575,351.19215,355.54765
395.594875,338.405275,340.974725,323.9173,372.0169,339.5493,325.603325,351.203325,355.577775
395.629,338.418475,341.00615,323.93215,372.0398,339.55505,325.613975,351.20705,355.616475
395.6999,338.43035,341.025875,323.952375,372.040775,339.559575,325.625875,351.2188,355.742825
395.78005,338.43595,341.05135,323.9693,372.11815,339.563525,325.637775,351.242425,355.7521
395.845225,338.443325,341.07085,324.0045,372.14055,339.5663,325.648775,351.25975,355.7826
395.8685,338.49155,341.09585,324.0225,372.1631,339.573375,325.661525,351.343625,355.7916
395.983875,338.514575,341.105225,324.037475,372.210875,339.57905,325.67415,351.37395,355.816075
396.096225,338.516475,341.11595,324.0547,372.2314,339.584125,325.687525,351.43125,355.824175
396.20285,338.532375,341.134775,324.07195,372.2814,339.591775,325.7057,351.49435,355.831175
396.236225,338.54885,341.15125,324.0851,372.3311,339.619225,325.718425,351.526125,356.047275
396.256125,338.563275,341.17125,324.103875,372.396025,339.6412,325.73025,351.53785,356.067725
396.269525,338.58085,341.1724,324.1213,372.446525,339.6582,325.745375,351.5517,356.115475
396.30365,338.597875,341.176325,324.136,372.459775,339.687275,325.7594,351.5555,356.133325
396.337475,338.6079,341.205775,324.151575,372.492075,339.714025,325.777875,351.5933,356.14695
396.395075,338.624825,341.229025,324.168275,372.525775,339.746325,325.796975,351.636975,356.192925
396.433825,338.6411,341.269675,324.18235,372.54175,339.781275,325.82115,351.652175,356.211
396.524325,338.65175,341.294275,324.1979,372.553025,339.795175,325.843625,351.68385,356.230725
396.618375,338.6709,341.32145,324.211475,372.570725,339.8081,325.864875,351.75275,356.302325
396.6585,338.70715,341.36155,324.246625,372.605475,339.828625,325.88595,351.76905,356.317525
396.792525,338.72875,341.3874,324.2623,372.63485,339.847025,325.97285,351.891625,356.342275
396.874025,338.803,341.4159,324.279275,372.685675,339.86535,326.04015,351.901975,356.368325
396.9079,338.805025,341.44825,324.292175,372.7803,339.889225,326.05995,351.90655,356.3953
396.941125,338.821125,341.471825,324.3134,372.837375,339.919,326.079675,351.918425,356.411475
397.007425,338.82265,341.5143,324.335175,372.8852,339.95705,326.09015,351.9259,356.41565
397.18855,338.844875,341.5164,324.3497,372.925925,339.984525,326.1069,351.9443,356.449725
397.30835,338.8673,341.562475,324.35425,372.949475,340.003425,326.120175,351.9617,356.539125
397.390725,338.882325,341.59465,324.366975,372.950575,340.019875,326.134525,351.97215,356.559975
397.42255,338.8984,341.6172,324.395725,372.9941,340.03805,326.1512,351.9852,356.58955
397.53625,338.91485,341.623625,324.422125,373.07625,340.0554,326.173825,352.014575,356.607525
397.590725,338.95165,341.6464,324.42545,373.17095,340.08035,326.193475,352.023725,356.667625
397.7189,338.962175,341.666575,324.45795,373.21075,340.1143,326.218325,352.02925,356.80405
397.760625,338.976575,341.6866,324.478325,373.370225,340.1687,326.299525,352.074225,356.845275
397.79335,338.999575,341.7179,324.501675,373.45345,340.185375,326.318175,352.082975,356.9217
397.8368,339.024725,341.7651,324.5224,373.52585,340.2563,326.34605,352.124325,357.019675
397.877875,339.039025,341.80365,324.539975,373.6807,340.2953,326.361725,352.22615,357.0392
397.912525,339.0759,341.8292,324.556325,373.70135,340.3331,326.37975,352.2398,357.132525
397.98825,339.126525,341.8466,324.569925,373.83415,340.42285,326.395275,352.24405,357.185325
398.0309,339.154475,341.863025,324.5873,373.870675,340.5297,326.418025,352.26495,357.1971
398.09885,339.1718,341.882375,324.603925,373.921325,340.552325,326.436425,352.34875,357.202975
398.1916,339.2146,341.90465,324.6203,373.9269,340.58025,326.4475,352.374775,357.2341
398.218925,339.237425,341.926375,324.635,373.946425,340.60295,326.458475,352.4009,357.297275
398.277925,339.2558,341.9477,324.652075,373.96915,340.61765,326.46715,352.45465,357.309
398.304575,339.28095,341.956875,324.6813,374.027675,340.627925,326.478625,352.508675,357.3609
398.509025,339.309375,341.9607,324.701475,374.041675,340.63985,326.491475,352.66085,357.435
398.534825,339.342575,341.975,324.792575,374.111475,340.653025,326.500775,352.6707,357.560025
398.58445,339.3705,341.9951,324.819175,374.150425,340.661725,326.513975,352.68135,357.6283
398.65995,339.48745,342.016575,324.8429,374.16715,340.6694,326.52655,352.704475,357.695775
398.696925,339.569775,342.05765,324.866725,374.192225,340.677175,326.54325,352.74605,357.703275
398.761725,339.578575,342.08905,324.885225,374.2322,340.712475,326.571275,352.766475,357.714
398.825575,339.592175,342.0955,324.902275,374.238525,340.741225,326.622575,352.7756,357.733275
398.916775,339.60445,342.109575,324.921625,374.314,340.7729,326.6435,352.7972,357.735775
398.951025,339.61,342.132475,324.946025,374.35505,340.815075,326.658825,352.82405,357.742075
398.9921,339.621175,342.15395,324.9614,374.4274,340.8486,326.682475,352.84105,357.75695
399.176575,339.6227,342.171675,324.9963,374.479825,340.8673,326.703725,352.8614,357.764525
399.220025,339.632,342.173,325.011375,374.506475,340.89615,326.72595,352.87655,357.773125
399.26505,339.641125,342.204925,325.030325,374.54675,340.9303,326.7542,352.8859,357.781725
399.28605,339.655075,342.2124,325.04625,374.59495,340.95745,326.769325,352.897625,357.792325
399.3401,339.66545,342.273625,325.0619,374.689825,341.026975,326.78295,352.9107,357.80245
399.510025,339.69215,342.318575,325.0832,374.74885,341.063225,326.79955,352.927425,357.812725
399.57475,339.733825,342.3303,325.0916,374.77405,341.087625,326.811525,352.950275,357.8436
399.6002,339.745075,342.3422,325.10975,374.84055,341.105025,326.823125,352.99045,357.8541
399.683225,339.75345,342.381625,325.131825,374.868525,341.1236,326.8326,353.0065,357.914375
399.8708,339.7727,342.403225,325.149075,374.915525,341.171025,326.8412,353.060275,357.95715
399.89525,339.7865,342.4198,325.164125,374.9673,341.20225,326.84935,353.07855,357.9734
399.925525,339.810175,342.4328,325.19655,375.02115,341.23115,326.869575,353.173325,357.992175
399.950225,339.839175,342.4506,325.2116,375.062475,341.2557,326.8867,353.201075,358.040925
400.095875,339.84635,342.47345,325.235275,375.1177,341.286625,326.907025,353.222825,358.16645
400.250725,339.866125,342.5008,325.29655,375.154925,341.3359,326.9791,353.274675,358.195975
400.3222,339.885775,342.52165,325.316975,375.1767,341.3945,327.015575,353.31805,358.210425
400.415975,339.905825,342.541,325.332775,375.212725,341.449975,327.054875,353.3349,358.221025
400.547575,339.923825,342.557175,325.349,375.253275,341.4979,327.120675,353.3522,358.262125
400.668225,339.938125,342.558325,325.3647,375.331175,341.524525,327.15505,353.364725,358.295575
400.765325,339.953475,342.56615,325.3793,375.33695,341.54835,327.1865,353.395725,358.31715
400.870825,339.975875,342.5729,325.3957,375.3487,341.565625,327.200775,353.44255,358.34135
400.895125,339.98855,342.5803,325.4077,375.38035,341.597475,327.217175,353.459375,358.37425
400.939875,340.002125,342.58745,325.425375,375.43805,341.616375,327.23005,353.480575,358.376875
400.9922,340.04195,342.5936,325.446475,375.6762,341.639275,327.2447,353.500625,358.379975
401.02665,340.1054,342.601,325.470225,375.7194,341.650375,327.26215,353.537,358.404275
401.1078,340.146275,342.62425,325.48995,375.755975,341.66315,327.2834,353.581225,358.4264
401.165225,340.1704,342.639025,325.536175,375.8397,341.69755,327.30045,353.610175,358.43275
401.3404,340.201175,342.656525,325.54665,375.980325,341.746125,327.319025,353.611525,358.437175
401.439525,340.21385,342.706575,325.571375,376.019625,341.806125,327.339775,353.6975,358.448825
401.486,340.23735,342.740875,325.591425,376.207325,341.836125,327.358475,353.747975,358.474225
401.48845,340.238875,342.81945,325.607375,376.22855,341.8578,327.37285,353.821925,358.49335
401.56705,340.255225,342.84535,325.6287,376.336075,341.878275,327.39175,353.859275,358.5035
401.650225,340.28905,342.8605,325.642075,376.361375,341.891,327.405475,353.871725,358.53155
401.9536,340.343425,342.89235,325.655475,376.390525,341.906575,327.42455,353.9242,358.5387
401.9736,340.376775,342.9042,325.669625,376.418825,341.919375,327.437325,353.939825,358.588475
401.9917,340.422475,342.93155,325.686025,376.475525,341.95015,327.467575,353.97775,358.597575
402.1332,340.46245,342.9688,325.69935,376.50535,341.959875,327.499525,353.9968,358.63065
402.164325,340.6295,343.004975,325.71315,376.526575,341.975,327.52105,354.009975,358.643875
402.2125,340.642325,343.036,325.725225,376.543625,342.004375,327.5424,354.01725,358.65185
402.3307,340.656825,343.076425,325.739175,376.560475,342.042875,327.563025,354.04665,358.70175
402.47005,340.666675,343.090675,325.7516,376.577125,342.08585,327.581325,354.06235,358.7288
402.51735,340.67495,343.0971,325.76705,376.61105,342.126725,327.597925,354.094225,358.84235
402.655325,340.68315,343.105825,325.782125,376.6529,342.146925,327.613525,354.10845,358.904875
402.71445,340.69315,343.1117,325.79925,376.691375,342.1648,327.6416,354.129925,358.984525
402.776125,340.7125,343.1354,325.813,376.73885,342.1872,327.655225,354.147825,359.103925
402.85935,340.7242,343.141375,325.83455,376.791375,342.23045,327.67395,354.16075,359.125975
402.910825,340.737325,343.147825,325.874175,376.9721,342.2618,327.7104,354.164675,359.24155
402.9633,340.7592,343.154625,325.89345,377.044825,342.2761,327.72435,354.19665,359.375725
403.018925,340.7754,343.17465,325.92285,377.0708,342.308325,327.736775,354.25055,359.5778
403.09665,340.81025,343.202125,325.94685,377.101425,342.38105,327.753475,354.274825,359.6877
403.3335,340.819625,343.221025,325.966225,377.152925,342.436175,327.77445,354.34535,359.702975
403.449025,340.837,343.238,325.9837,377.1686,342.47885,327.787575,354.3551,359.72375
403.519675,340.882125,343.2471,326.012325,377.188025,342.505675,327.80005,354.3719,359.74195
403.59065,340.904025,343.25435,326.03345,377.2287,342.717875,327.812775,354.384275,359.787475
403.93715,340.921825,343.2592,326.04725,377.2546,342.722,327.826375,354.42365,359.805725
404.035575,340.947175,343.26665,326.0623,377.32285,342.734775,327.845475,354.446375,359.815875
404.0814,340.977725,343.277375,326.07875,377.4138,342.75285,327.8584,354.46495,359.9086
404.116325,341.010475,343.34705,326.09215,377.46145,342.76715,327.872925,354.51525,359.97795
404.197625,341.024375,343.3678,326.104625,377.508625,342.787475,327.888875,354.533875,360.0028
404.3008,341.041,343.39755,326.1208,377.615775,342.801175,327.963,354.57925,360.0115
404.419925,341.059675,343.430425,326.144775,377.651825,342.819125,328.005125,354.65775,360.051725
404.478325,341.0791,343.4575,326.1626,377.849675,342.8726,328.0214,354.7599,360.05295
404.601775,341.1014,343.47525,326.17525,377.92665,342.901125,328.030525,354.768025,360.079975
404.7222,341.122975,343.487475,326.188375,377.961575,342.93125,328.0403,354.88285,360.10215
404.83875,341.13795,343.49905,326.200825,378.145,342.94085,328.06235,354.9073,360.21095
404.86435,341.1486,343.508075,326.22025,378.19125,342.953875,328.072675,354.945575,360.23925
404.9262,341.155925,343.508675,326.29035,378.236775,342.982725,328.087625,354.985375,360.257175
405.010325,341.165775,343.515625,326.314375,378.257425,342.994525,328.116325,355.00535,360.285
405.085925,341.192075,343.522625,326.3504,378.29595,343.0911,328.127625,355.050175,360.314125
405.169825,341.2078,343.53,326.37385,378.31975,343.14375,328.1409,355.08365,360.351725
405.21365,341.223325,343.548525,326.395725,378.35975,343.170875,328.155075,355.09365,360.4567
405.246725,341.230575,343.555375,326.41665,378.42635,343.220375,328.169575,355.145575,360.468475
405.3111,341.242175,343.58245,326.437775,378.4662,343.3554,328.18485,355.1821,360.481775
405.350975,341.253525,343.598425,326.45315,378.48695,343.376325,328.20145,355.18615,360.56545
405.391075,341.2619,343.609875,326.463575,378.507925,343.395125,328.213775,355.22045,360.618225
405.455,341.27215,343.62025,326.4751,378.53435,343.412475,328.226475,355.247225,360.6536
405.55625,341.2849,343.64395,326.4887,378.560125,343.422,328.244925,355.281825,360.766825
405.611375,341.287025,343.651075,326.515875,378.7387,343.43115,328.2711,355.3055,360.791325
405.645325,341.297925,343.662225,326.528875,378.828775,343.437375,328.3087,355.348375,360.90725
405.686075,341.3082,343.667675,326.54335,378.89615,343.441575,328.3361,355.35165,360.92085
405.766925,341.328775,343.6728,326.560425,378.93375,343.450925,328.364025,355.370325,360.925525
405.901125,341.34215,343.678175,326.581125,378.987425,343.4577,328.387975,355.418425,360.962875
405.985875,341.365875,343.69005,326.606325,379.0261,343.46425,328.41835,355.50255,360.970675
406.051125,341.38555,343.702875,326.62025,379.18585,343.469525,328.437575,355.52805,361.002825
406.104725,341.41095,343.71955,326.6383,379.25915,343.48495,328.452675,355.547675,361.0702
406.14835,341.434275,343.783375,326.6548,379.3023,343.4897,328.474525,355.5778,361.077575
406.217775,341.465375,343.824075,326.6728,379.4157,343.4984,328.4949,355.6165,361.087225
406.282875,341.4964,343.840225,326.698075,379.4451,343.507425,328.515925,355.742825,361.097625
406.594925,341.510625,343.84675,326.715475,379.483325,343.514475,328.5455,355.7521,361.105575
406.68105,341.539575,343.8514,326.7487,379.57855,343.54095,328.587,355.7916,361.138975
406.76535,341.5549,343.857325,326.75455,379.6128,343.570775,328.66065,355.793725,361.1485
406.850375,341.573275,343.862875,326.768275,379.703675,343.598225,328.6928,355.798375,361.1985
406.90085,341.593625,343.867575,326.7858,379.734925,343.63495,328.71785,355.81395,361.231175
407.0345,341.6036,343.873975,326.80145,379.762075,343.6724,328.733225,355.824175,361.39235
407.05845,341.6162,343.88805,326.813875,379.862925,343.71545,328.750475,355.831175,361.49535
407.247475,341.6301,343.89455,326.823825,379.893925,343.7565,328.7626,355.839725,361.502875
407.2901,341.641025,343.9021,326.835925,379.9139,343.795725,328.773575,355.85895,361.575825
407.370475,341.65845,343.909575,326.849025,379.954925,343.814275,328.784275,356.0112,361.605775
407.42485,341.6737,343.910825,326.85935,380.0255,343.849625,328.793025,356.0473,361.82855
407.63085,341.693575,343.916825,326.875675,380.084225,343.87615,328.803775,356.055975,361.880375
407.68455,341.706975,343.93355,326.882,380.172375,343.9056,328.816,356.067725,361.903625
407.701775,341.722975,343.94285,326.89195,380.2539,343.9304,328.82905,356.0838,361.961925
407.777825,341.74645,343.95845,326.90675,380.28945,344.005575,328.852875,356.1155,362.003925
407.82625,341.774,343.96775,326.925025,380.404525,344.031325,328.871325,356.13335,362.04995
407.94525,341.77955,343.974275,326.93875,380.4545,344.0499,328.892675,356.14695,362.18415
407.9796,341.79935,343.981525,326.95545,380.495725,344.07245,328.905975,356.211,362.465825
407.998725,341.821325,343.989875,326.97985,380.584475,344.080075,328.9191,356.230725,362.569525
408.0183,341.84035,343.99745,327.000875,380.6093,344.09875,328.932625,356.2416,362.57635
408.030275,341.850675,344.006,327.03075,380.668625,344.115025,328.9452,356.25205,362.58785
408.223575,341.8766,344.018975,327.063,380.69975,344.13705,328.97865,356.278875,362.595575
408.274325,341.8957,344.034325,327.076075,380.72535,344.154975,328.994075,356.3023,362.612975
408.324475,341.91825,344.059975,327.1236,380.741075,344.168275,329.0136,356.317525,362.631725
408.390975,341.9406,344.0994,327.15405,380.809825,344.188375,329.0311,356.342275,362.685
408.436575,341.987375,344.12515,327.175875,380.907475,344.20035,329.041425,356.3683,362.719825
408.473225,342.004575,344.128875,327.1936,381.04765,344.223625,329.04315,356.395325,362.758625
408.529125,342.0256,344.1528,327.209,381.10085,344.244525,329.05,356.41565,362.769425
408.5745,342.036775,344.172675,327.225975,381.145275,344.266225,329.060925,356.449725,362.8489
408.61265,342.05635,344.19485,327.23915,381.215175,344.292675,329.072775,356.474225,362.86485
408.6609,342.075625,344.23075,327.25555,381.2179,344.3086,329.0829,356.497575,362.904325
408.703125,342.090275,344.29705,327.271425,381.328775,344.320875,329.0943,356.523875,362.968425
408.75565,342.13755,344.322925,327.2854,381.362075,344.340175,329.107525,356.56,363.082775
408.771575,342.152775,344.34775,327.30495,381.387925,344.354,329.11575,356.576775,363.1024
408.83385,342.1745,344.368725,327.31985,381.412525,344.365025,329.1297,356.58955,363.144425
408.883125,342.198425,344.386075,327.336125,381.4373,344.37755,329.14465,356.607525,363.162225
408.91645,342.203225,344.3944,327.3534,381.4893,344.3962,329.159325,356.6189,363.17205
408.942325,342.21665,344.400275,327.360075,381.526075,344.41375,329.1811,356.6338,363.18865
408.96885,342.229475,344.4011,327.36765,381.567175,344.43225,329.208525,356.64785,363.26025
409.025,342.240475,344.4175,327.382275,381.626675,344.43875,329.250175,356.667625,363.28305
409.0647,342.24755,344.4226,327.397525,381.722975,344.445175,329.352825,356.80405,363.2961
409.18835,342.25995,344.424625,327.412675,381.809775,344.453775,329.378875,356.845275,363.319325
409.234625,342.278375,344.42775,327.429325,381.875675,344.46745,329.394875,356.927325,363.362925
409.289475,342.3151,344.449375,327.46565,381.908825,344.48025,329.4086,356.95575,363.486025
409.395175,342.324875,344.461025,327.479575,381.93135,344.511725,329.421675,356.98265,363.495725
409.458775,342.332475,344.47575,327.501575,381.994975,344.524075,329.435875,357.0392,363.53525
409.493425,342.33575,344.51395,327.5208,382.005525,344.5644,329.448,357.0638,363.575275
409.535075,342.3518,344.53945,327.5381,382.02415,344.574125,329.463375,357.14795,363.58885
409.673075,342.360075,344.586125,327.558575,382.045325,344.74775,329.477725,357.185325,363.784725
409.7002,342.376725,344.62895,327.57335,382.078175,344.765125,329.55135,357.203,363.808025
409.752025,342.409375,344.656575,327.590025,382.10245,344.7829,329.61525,357.234125,363.96415
409.763625,342.42285,344.684425,327.60725,382.1215,344.806625,329.647775,357.297275,364.3213
409.78725,342.441375,344.70575,327.6242,382.14715,344.82515,329.66405,357.309,364.33895
409.84375,342.462675,344.715625,327.6535,382.17165,344.84815,329.694025,357.335625,364.361875
409.93015,342.467325,344.73935,327.675725,382.198625,344.9726,329.7147,357.3609,364.3797
409.95585,342.48175,344.758475,327.701775,382.228225,344.993525,329.729175,357.382725,364.40685
409.980675,342.507875,344.768,327.718575,382.29285,345.041125,329.7392,357.435,364.461875
410.036725,342.5198,344.797,327.73685,382.36535,345.079725,329.751475,357.56005,364.5274
410.092625,342.539425,344.814075,327.751375,382.386775,345.1209,329.76555,357.628275,364.5302
410.33615,342.574575,344.8187,327.7659,382.439975,345.149075,329.780375,357.67145,364.617225
410.553975,342.583525,344.82955,327.779375,382.4665,345.167175,329.794375,357.690525,364.803125
410.62095,342.631875,344.8919,327.7965,382.489625,345.199625,329.811725,357.714,364.85095
410.6679,342.6788,344.905725,327.80665,382.544025,345.229625,329.823125,357.733275,364.885075
410.72355,342.7007,344.9186,327.821025,382.567925,345.464325,329.84725,357.73585,364.93835
410.812325,342.73175,344.92825,327.840275,382.589775,345.4915,329.859925,357.7645,365.02895
410.85395,342.744575,344.940575,327.854375,382.62115,345.5117,329.882975,357.773125,365.086125
410.9593,342.7501,344.9772,327.866475,382.657925,345.524675,329.91205,357.792325,365.1276
411.047525,342.76395,345.0115,327.87775,382.691575,345.538,329.932225,357.80245,365.15705
411.0878,342.773275,345.03525,327.89375,382.713125,345.544475,329.954425,357.81275,365.181375
411.1244,342.779375,345.065375,327.90975,382.781175,345.5513,329.969825,357.822075,365.1939
411.363625,342.793225,345.089,327.93225,382.892275,345.5599,329.987025,357.87345,365.2414
411.449875,342.80325,345.10635,327.974,382.9221,345.57425,330.034575,357.894525,365.273125
411.497975,342.81565,345.119375,328.0202,382.95415,345.61475,330.056975,357.914375,365.3007
411.646225,342.8242,345.14165,328.03275,383.0499,345.6424,330.077625,357.95715,365.31755
411.7373,342.832425,345.15365,328.042,383.09375,345.689275,330.0983,357.9734,365.393
411.778625,342.855325,345.167925,328.057325,383.123,345.709375,330.11825,358.098075,365.4566
411.900475,342.867325,345.178775,328.068475,383.22695,345.729925,330.14065,358.1918,365.469875
411.981325,342.90575,345.20465,328.086375,383.26835,345.741725,330.16195,358.21045,365.4984
412.002925,342.912725,345.239025,328.1042,383.2933,345.758,330.227025,358.221025,365.52845
412.015225,342.92435,345.304175,328.13275,383.368,345.777725,330.236275,358.262125,365.540175
412.032,342.935,345.3315,328.1438,383.396575,345.810225,330.246625,358.2715,365.645075
412.067275,342.942675,345.345425,328.1545,383.4308,345.8836,330.2574,358.2772,365.7595
412.098575,342.95705,345.369125,328.169075,383.44775,345.936975,330.269475,358.295575,365.7733
412.194525,342.970025,345.4063,328.1817,383.486075,345.949575,330.279925,358.34135,365.812425
412.312425,343.0022,345.4879,328.19645,383.548225,345.9916,330.297125,358.358025,365.821475
412.351575,343.007475,345.4917,328.2124,383.5858,346.014225,330.32185,358.37685,365.83235
412.429325,343.04595,345.5194,328.229425,383.6318,346.0936,330.354275,358.379975,365.854725
412.5682,343.079575,345.53765,328.244725,383.6792,346.1235,330.37305,358.404275,365.8714
412.68155,343.08915,345.542675,328.258325,383.6823,346.1611,330.39,358.4264,365.879775
412.8282,343.1029,345.5546,328.276725,383.742925,346.195225,330.41445,358.457575,365.98145
412.8838,343.113025,345.5642,328.28445,383.805,346.3414,330.4331,358.47425,365.996425
413.0114,343.121975,345.572,328.3073,383.853175,346.370175,330.456125,358.49335,366.009275
413.059725,343.1428,345.585475,328.32535,383.9373,346.41515,330.4731,358.5035,366.08205
413.112825,343.15345,345.5966,328.34315,383.97065,346.4318,330.506625,358.531525,366.1243
413.15945,343.1594,345.613825,328.354575,383.996,346.45475,330.560075,358.5387,366.16245
413.25555,343.16635,345.6163,328.375675,384.02905,346.476275,330.57455,358.588475,366.21505
413.40755,343.176175,345.632575,328.38505,384.1143,346.493475,330.58385,358.597575,366.271625
413.60715,343.184475,345.649075,328.4095,384.148225,346.53225,330.591,358.63065,366.294475
413.641775,343.1972,345.6711,328.4255,384.17105,346.5572,330.601125,358.6439,366.313925
413.6605,343.208575,345.724,328.430175,384.237475,346.568425,330.60915,358.701725,366.356825
413.6877,343.217475,345.7515,328.449,384.30815,346.581125,330.61795,358.7626,366.466775
413.717575,343.234925,345.774825,328.459525,384.377,346.5943,330.627725,358.8749,366.491575
413.841925,343.25295,345.797125,328.467175,384.418875,346.600925,330.639425,358.883425,366.5066
413.88005,343.264975,345.8079,328.495225,384.4469,346.609475,330.6506,358.984525,366.557725
413.990225,343.274875,345.8208,328.513775,384.464,346.6158,330.6618,359.03465,366.591425
414.064025,343.28765,345.83145,328.5298,384.4745,346.622175,330.67595,359.0836,366.667625
414.092825,343.2977,345.88445,328.5587,384.53065,346.6263,330.685625,359.103925,366.6924
414.1235,343.312075,345.898825,328.584325,384.5665,346.634525,330.698375,359.126,366.73085
414.17425,343.332275,345.9098,328.604775,384.5981,346.650375,330.7095,359.241575,366.773925
414.2967,343.360375,345.914,328.625825,384.745825,346.660525,330.72355,359.375725,366.790475
414.3619,343.406975,345.92765,328.64875,384.781325,346.668675,330.733525,359.379775,366.81755
414.3893,343.444675,345.973625,328.668825,384.8242,346.6796,330.7542,359.41065,366.82755
414.44055,343.459175,345.9864,328.6871,384.91065,346.685175,330.76825,359.5778,366.844575
414.6079,343.462,345.997725,328.7089,384.9242,346.689075,330.7805,359.60175,366.860125
