SPK_SPKC01a,SPK_SPKC01b,SPK_SPKC01c,SPK_SPKC05a,SPK_SPKC05c,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC16a
63.884825,117.088025,,,93.787425,81.256175,144.494675,193.84605,
63.91795,117.1205,,,93.812975,81.279425,144.68805,193.870875,
63.959175,117.17255,,,93.8293,81.2983,144.70265,193.9407,
63.9833,117.2425,,,93.83955,81.330025,144.74045,194.021175,
63.99295,117.26055,,,93.883025,81.341025,144.7496,194.0483,
64.01275,117.304425,,,93.894975,81.355475,144.965,194.081775,
64.02555,117.315975,,,93.90695,81.37755,145.00965,194.120825,
64.0349,117.39475,,,93.92025,81.398225,145.1297,194.301825,
64.048325,117.4491,,,93.9495,81.463425,145.16915,194.41245,
64.06735,117.48,,,93.99625,81.49315,145.230275,194.475775,
64.094975,117.514575,,,94.03205,81.4948,145.25,194.4973,
64.12565,117.5569,,,94.095525,81.528325,145.331275,194.505825,
64.14745,117.653475,,,94.1129,81.554275,145.63685,194.54425,
64.176375,117.744125,,,94.14075,81.558025,145.6936,194.56755,
64.213425,117.777725,,,94.174725,81.6051,145.75095,194.6195,
64.235225,117.8306,,,94.195675,81.644075,145.7637,195.084325,
64.261575,117.902275,,,94.212925,81.677525,145.809425,195.1626,
64.286025,117.921875,,,94.2282,81.6937,145.85585,195.205325,
64.3072,117.95735,,,94.248725,81.716125,145.920275,195.22745,
64.3279,118.021725,,,94.299675,81.7816,145.9613,195.2985,
64.33895,118.073825,,,94.3313,81.80665,145.991575,195.3326,
64.348175,118.109925,,,94.346225,81.8094,146.006,195.364875,
64.36145,118.134075,,,94.360825,81.8376,146.0786,195.414675,
64.376375,118.196225,,,94.3873,81.859925,146.13275,195.444125,
64.3891,118.2358,,,94.412425,81.908225,146.21465,195.4549,
64.3918,118.24585,,,94.442075,81.928775,146.33,195.522475,
64.40095,118.28525,,,94.45835,82.00325,146.331125,195.656975,
64.404625,118.28965,,,94.483475,82.048925,146.337375,195.701925,
64.406825,118.309025,,,94.514325,82.153625,146.3521,195.774125,
64.411325,118.31425,,,94.546,82.228725,146.4173,195.8631,
64.45985,118.33585,,,94.61145,82.2704,146.42175,195.899275,
64.486275,118.3483,,,94.648075,82.319425,146.511675,195.9256,
64.5448,118.353775,,,94.68215,82.360725,146.565425,196.0033,
64.620075,118.431475,,,94.732225,82.399925,146.580875,196.04765,
64.6433,118.591775,,,94.767475,82.41735,146.59795,196.07715,
64.6786,118.60895,,,94.813325,82.433025,146.683125,196.129175,
64.70345,118.639475,,,94.8299,82.474475,146.78905,196.165975,
64.72735,118.694325,,,94.86905,82.48955,146.8382,196.218225,
64.74835,118.736075,,,94.8961,82.5173,146.953375,196.21945,
64.7814,118.75855,,,94.958625,82.536375,146.9759,196.251425,
64.8073,118.79215,,,94.972975,82.560275,147.010975,196.297075,
64.833475,118.811625,,,94.98395,82.60145,147.0129,196.332675,
64.838625,118.90415,,,95.00145,82.678725,147.20665,196.383225,
64.844275,119.04375,,,95.061425,82.702125,147.263925,196.41445,
64.87905,119.064875,,,95.1003,82.7318,147.45865,196.44685,
64.9007,119.11805,,,95.1365,82.7687,147.53135,196.4938,
64.921175,119.2506,,,95.1682,82.7957,147.6197,196.534475,
64.92655,119.2857,,,95.197975,82.817325,147.656325,196.739175,
64.934725,119.3943,,,95.222725,82.857825,147.697525,196.78035,
64.942075,119.444875,,,95.238875,82.8926,147.71175,196.81695,
64.954125,119.696475,,,95.259775,82.9104,147.779325,196.853625,
64.96505,119.7344,,,95.2916,82.92925,147.8077,196.93185,
64.9814,119.784175,,,95.31135,82.952075,147.86795,196.988525,
65.0118,119.820775,,,95.331875,82.9754,147.8984,197.265625,
65.039975,119.843075,,,95.35705,83.004325,147.923625,197.29745,
65.054425,119.92015,,,95.39935,83.0306,147.96215,197.321075,
65.0777,119.95045,,,95.4466,83.0562,147.98225,197.343675,
65.09605,119.9908,,,95.504275,83.088925,148.005225,197.374475,
65.11975,120.030875,,,95.532925,83.141725,148.0431,197.41705,
65.1511,120.10875,,,95.566,83.1685,148.054375,197.464,
65.196125,120.1499,,,95.61915,83.205725,148.08025,197.487525,
65.226375,120.24045,,,95.6334,83.207075,148.087025,197.581925,
65.232925,120.2745,,,95.644175,83.23565,148.1192,197.76715,
65.2571,120.370125,,,95.67385,83.26735,148.14325,197.9471,
65.282475,120.412275,,,95.71245,83.28345,148.1602,197.988025,
65.29,120.453275,,,95.73425,83.3044,148.1782,198.046675,
65.321575,120.592575,,,95.74905,83.332275,148.20465,198.105175,
65.325775,120.6922,,,95.768,83.34375,148.244075,198.199625,
65.3306,120.748025,,,95.78135,83.37075,148.349025,198.2688,
65.3343,120.773125,,,95.79255,83.41055,148.388625,198.401575,
65.3454,120.794675,,,95.80395,83.48145,148.51055,198.453275,
65.349575,120.83325,,,95.8369,83.519675,148.5273,198.4995,
65.3552,120.91915,,,95.8629,83.560775,148.56725,198.544075,
65.358075,120.98205,,,95.878325,83.6002,148.609725,198.62365,
65.359625,121.022275,,,95.907025,83.632825,148.6491,198.952975,
65.38695,121.0493,,,96.08105,83.656625,148.680975,198.9988,
65.38935,121.0755,,,96.09895,83.682225,148.757,199.018925,
65.402725,121.133725,,,96.121175,83.7045,148.807375,199.0598,
65.4124,121.155225,,,96.144275,83.73075,148.8734,199.424075,
65.4267,121.23875,,,96.1741,83.75685,148.917075,199.427475,
65.45415,121.275975,,,96.18715,83.773375,148.97965,199.476925,
65.468,121.29145,,,96.19665,83.795075,149.03405,199.509325,
65.491975,121.34085,,,96.21135,83.824125,149.129125,199.864375,
65.50775,121.371025,,,96.248025,83.879,149.22685,199.912025,
65.519425,121.40805,,,96.3515,83.8854,149.256825,199.938925,
65.545075,121.421725,,,96.3586,83.9235,149.3117,199.9836,
65.565775,121.4352,,,96.3839,83.949925,149.4854,,
65.58085,121.45065,,,96.39965,83.98935,149.545075,,
65.620125,121.488275,,,96.41615,84.01845,149.573375,,
65.63885,121.52005,,,96.5186,84.0452,149.62385,,
65.659675,121.55,,,96.553225,84.076725,149.644275,,
65.6842,121.575375,,,96.582975,84.1195,149.64785,,
65.71775,121.599975,,,96.612275,84.140225,149.72435,,
65.737775,121.7049,,,96.626375,84.15635,149.775175,,
65.7631,121.771725,,,96.637375,84.175325,149.804625,,
65.778575,121.791075,,,96.653875,84.1949,149.823475,,
65.802875,121.84505,,,96.6824,84.21005,149.937275,,
65.84645,121.863325,,,96.695475,84.254,149.9828,,
65.855475,121.896575,,,96.7069,84.264075,150.015225,,
65.86205,121.925275,,,96.7173,84.339475,150.129425,,
65.8679,121.9606,,,96.72595,84.37135,150.159675,,
65.8729,121.985525,,,96.7376,84.40245,150.194975,,
65.88025,122.005225,,,96.79005,84.425025,150.3553,,
65.886075,122.03345,,,96.811525,84.449225,150.409925,,
65.8942,122.103075,,,96.825425,84.46965,150.424375,,
65.897475,122.16025,,,96.837625,84.49565,150.480575,,
65.91535,122.181475,,,96.87345,84.5238,150.5676,,
65.9252,122.2169,,,96.885075,84.5562,150.625425,,
65.928625,122.29225,,,96.90735,84.57705,150.687775,,
65.9463,122.3266,,,96.9247,84.60235,150.739425,,
65.963375,122.360325,,,96.971375,84.61485,150.78835,,
66.02715,122.388125,,,97.074075,84.617875,150.837275,,
66.044975,122.427675,,,97.112275,84.636375,150.884875,,
66.087475,122.61485,,,97.132625,84.663875,150.9363,,
66.112175,122.629125,,,97.148325,84.700925,150.998,,
66.126975,122.7034,,,97.160425,84.73605,151.082575,,
66.160375,122.755375,,,97.1717,84.793575,151.239075,,
66.1749,122.77905,,,97.173275,84.819425,151.333425,,
66.19395,122.8242,,,97.178975,84.840475,151.390175,,
66.211075,122.861975,,,97.223375,84.86625,151.40605,,
66.22535,122.883225,,,97.26385,84.897425,151.651525,,
66.240675,122.91375,,,97.292375,84.902425,151.729625,,
66.26175,122.94885,,,97.3081,84.916275,151.768775,,
66.271825,122.993975,,,97.386625,84.93775,151.79315,,
66.29035,123.093475,,,97.4067,84.959525,151.832975,,
66.30005,123.193,,,97.424025,84.986575,152.056375,,
66.310325,123.21955,,,97.4685,85.0105,152.085275,,
66.3345,123.26605,,,97.5043,85.034025,152.090775,,
66.338875,123.27295,,,97.539025,85.0544,152.1065,,
66.358925,123.30115,,,97.568125,85.075575,152.137875,,
66.375625,123.325575,,,97.5982,85.111275,152.149325,,
66.383925,123.343,,,97.61695,85.2212,152.2007,,
66.413225,123.36075,,,97.6327,85.259775,152.22105,,
66.436775,123.373025,,,97.6455,85.28485,152.231825,,
66.4487,123.405075,,,97.67085,85.31375,152.249225,,
66.4634,123.45755,,,97.684,85.339375,152.32195,,
66.497375,123.485625,,,97.71065,85.353825,152.329825,,
66.521825,123.50625,,,97.726525,85.368125,152.3628,,
66.534975,123.619625,,,97.745125,85.379425,152.3794,,
66.557,123.693475,,,97.75775,85.394575,152.41845,,
66.571175,123.765625,,,97.787275,85.408975,152.4523,,
66.59,123.796025,,,97.84125,85.423525,152.519175,,
66.6041,123.82665,,,97.85555,85.43575,152.7283,,
66.635875,123.86015,,,97.886,85.461775,152.7408,,
66.654225,123.900875,,,97.944625,85.49025,152.8175,,
66.6757,123.938,,,97.96755,85.564825,152.8714,,
66.696175,123.985475,,,98.014825,85.5845,152.89535,,
66.742375,124.0164,,,98.036025,85.594,152.949525,,
66.7903,124.1182,,,98.05285,85.63535,152.9553,,
66.8099,124.286825,,,98.10195,85.67335,152.963575,,
66.8338,124.32045,,,98.1314,85.70025,152.98405,,
66.876775,124.366175,,,98.200875,85.725775,152.99215,,
66.8959,124.38945,,,98.21155,85.75255,153.0929,,
66.915725,124.43265,,,98.23705,85.782175,153.14005,,
66.9276,124.479875,,,98.24675,85.811625,153.2172,,
66.951425,124.5023,,,98.255375,85.81295,153.2438,,
66.973,124.536875,,,98.265275,85.84005,153.2999,,
66.9887,124.569375,,,98.300575,85.91075,153.333525,,
66.998175,124.5931,,,98.302325,85.983,153.401275,,
67.003725,124.652125,,,98.33085,85.9902,153.449625,,
67.0104,124.691825,,,98.348175,86.040375,153.478875,,
67.013625,124.72075,,,98.36755,86.056075,153.488425,,
67.066575,124.825275,,,98.389275,86.07935,153.902175,,
67.080925,124.94205,,,98.4397,86.09435,153.953525,,
67.091025,124.981175,,,98.4581,86.10165,153.97805,,
67.100175,125.061175,,,98.475775,86.1231,154.200425,,
67.12215,125.10275,,,98.495875,86.157175,154.2299,,
67.138475,125.204,,,98.510825,86.197525,154.2995,,
67.153625,125.276,,,98.535275,86.2228,154.32155,,
67.180675,125.33695,,,98.550675,86.2817,154.3477,,
67.20595,125.365525,,,98.566875,86.3091,154.381075,,
67.22715,125.3933,,,98.586325,86.343775,154.399725,,
67.254175,125.42435,,,98.600275,86.36495,154.451925,,
67.266675,125.487525,,,98.619975,86.4019,154.513725,,
67.289125,125.585525,,,98.633225,86.4305,154.57715,,
67.302675,125.664575,,,98.64265,86.4843,154.666775,,
67.3281,125.690225,,,98.653225,86.5029,154.73135,,
67.351125,125.78055,,,98.670575,86.52515,154.767725,,
67.372225,125.823875,,,98.6994,86.552525,154.811475,,
67.401125,125.850125,,,98.770375,86.58215,154.84915,,
67.420675,125.880225,,,98.786525,86.60335,154.89145,,
67.484725,125.917725,,,98.822275,86.62135,154.92075,,
67.50995,125.982375,,,98.832375,86.639525,154.96985,,
67.526875,126.013025,,,98.86485,86.6445,155.012425,,
67.5435,126.084925,,,98.913225,86.658925,155.04875,,
67.572725,126.11395,,,98.925275,86.676025,155.13455,,
67.590775,126.13555,,,98.939125,86.694425,155.189175,,
67.607075,126.165575,,,98.972925,86.756575,155.329325,,
67.6262,126.19975,,,99.020375,86.771825,155.483925,,
67.642,126.247175,,,99.036175,86.790975,155.67285,,
67.660475,126.28115,,,99.0456,86.80755,155.741175,,
67.667675,126.3527,,,99.0584,86.829475,155.7733,,
67.677625,126.4631,,,99.110775,86.844275,155.819225,,
67.6842,126.511875,,,99.150175,86.86045,155.84525,,
67.726025,126.565075,,,99.17625,86.8784,155.861575,,
67.72925,126.57295,,,99.18905,86.92495,155.9294,,
67.7351,126.675125,,,99.21225,86.9449,155.980975,,
67.75495,126.7142,,,99.226925,86.965075,156.007425,,
67.764475,126.78815,,,99.2396,86.99045,156.058675,,
67.7753,126.831375,,,99.2584,87.03135,156.117025,,
67.841375,126.84315,,,99.285575,87.0703,156.174375,,
67.848875,126.8899,,,99.292875,87.113025,156.2133,,
67.85275,126.939125,,,99.311925,87.148275,156.24605,,
67.88005,126.989075,,,99.3889,87.153925,156.305575,,
67.90685,127.027325,,,99.436925,87.1824,156.353875,,
67.932175,127.06945,,,99.4513,87.2131,156.40355,,
67.95095,127.10575,,,99.51665,87.23905,156.48105,,
67.96075,127.212775,,,99.5589,87.262025,156.556925,,
67.963725,127.280125,,,99.605975,87.29235,156.632375,,
67.99655,127.38335,,,99.6226,87.3001,156.6503,,
68.03295,127.456725,,,99.633525,87.365925,156.743975,,
68.098275,127.48875,,,99.643225,87.3881,156.792725,,
68.11035,127.504725,,,99.6751,87.407725,156.8367,,
68.147925,127.562225,,,99.682525,87.426125,156.87095,,
68.1635,127.62845,,,99.693325,87.449975,156.932725,,
68.19565,127.65195,,,99.7175,87.48255,156.95985,,
68.212425,127.818925,,,99.72845,87.5046,156.99925,,
68.235575,127.8377,,,99.77165,87.533775,157.0751,,
68.272475,127.87495,,,99.798825,87.562,157.127075,,
68.293975,127.92805,,,99.815375,87.598975,157.16785,,
68.3176,128.089375,,,99.8245,87.6302,157.210325,,
68.36495,128.123,,,99.852725,87.706875,157.2946,,
68.3795,128.139875,,,99.869125,87.732125,157.358375,,
68.404,128.182625,,,99.955575,87.765425,157.447425,,
68.420825,128.2045,,,99.97865,87.827025,157.49235,,
68.42275,128.255575,,,100.00455,87.8774,157.587175,,
68.431,128.270725,,,100.0323,87.892675,157.60385,,
68.47345,128.29855,,,100.073975,87.90915,157.712175,,
68.5035,128.3716,,,100.1063,87.932025,157.758725,,
68.51965,128.44395,,,100.114,87.9485,157.845375,,
68.541425,128.57065,,,100.121775,87.9647,157.925775,,
68.559525,128.593375,,,100.164875,87.98715,158.00265,,
68.58095,128.629925,,,100.188775,88.01235,158.032525,,
68.605075,128.666075,,,100.212675,88.03585,158.04395,,
68.61945,128.720075,,,100.283925,88.046025,158.092775,,
68.6417,128.7901,,,100.33405,88.073425,158.11575,,
68.6568,128.828975,,,100.353625,88.0901,158.12335,,
68.6828,128.914975,,,100.3811,88.1148,158.240925,,
68.715075,129.068925,,,100.46265,88.134225,158.2639,,
68.75055,129.09965,,,100.480725,88.157125,158.321975,,
68.7654,129.1376,,,100.487375,88.18525,158.395,,
68.79215,129.2218,,,100.56485,88.2126,158.435725,,
68.814275,129.26325,,,100.644975,88.24225,158.470625,,
68.837675,129.2948,,,100.6709,88.259025,158.475275,,
68.8493,129.362725,,,100.67905,88.272075,158.52965,,
68.8701,129.4383,,,100.70105,88.2928,158.590025,,
68.88545,129.487525,,,100.7276,88.32945,158.647325,,
68.9031,129.510825,,,100.74365,88.342375,158.69955,,
68.927175,129.54645,,,100.924325,88.37595,158.7258,,
68.947575,129.598175,,,100.936625,88.4023,158.9699,,
68.959925,129.643125,,,100.979325,88.520275,159.0045,,
68.9863,129.687225,,,101.00095,88.563475,159.034075,,
69.0164,129.75845,,,101.0649,88.57885,159.037325,,
69.04415,129.813725,,,101.0863,88.6114,159.0564,,
69.129225,129.88265,,,101.128425,88.65835,159.0776,,
69.186975,129.904425,,,101.14715,88.661325,159.09135,,
69.215175,129.93345,,,101.186975,88.687525,159.180125,,
69.24475,129.980175,,,101.1946,88.721525,159.19565,,
69.259025,130.016025,,,101.233175,88.723325,159.267875,,
69.305875,130.0451,,,101.285275,88.75435,159.31465,,
69.33365,130.083325,,,101.3152,88.77515,159.379575,,
69.342775,130.119325,,,101.341025,88.797775,159.50125,,
69.36515,130.179125,,,101.437225,88.8249,159.5254,,
69.3852,130.239725,,,101.519725,88.842925,159.598225,,
69.399275,130.282925,,,101.568175,88.86635,159.61485,,
69.411725,130.315275,,,101.594575,88.88875,159.701025,,
69.43645,130.385025,,,101.62635,88.93205,159.72935,,
69.461275,130.4198,,,101.6602,88.955375,159.764475,,
69.4827,130.441575,,,101.676175,88.98195,159.799025,,
69.505275,130.457525,,,101.777425,89.015875,159.812425,,
69.529975,130.505725,,,101.79065,89.042375,159.821125,,
69.5602,130.520575,,,101.833475,89.046725,159.9101,,
69.612425,130.5551,,,101.85725,89.0691,159.950625,,
69.6269,130.66315,,,101.86445,89.091325,159.986025,,
69.641075,130.71265,,,102.005875,89.125025,160.017925,,
69.658075,130.729975,,,102.04165,89.151725,160.206425,,
69.677425,130.77115,,,102.082375,89.181025,160.270775,,
69.7096,130.858725,,,102.094275,89.20195,160.344925,,
69.7329,130.888125,,,102.11685,89.250975,160.4805,,
69.753675,130.96125,,,102.142,89.26675,160.539675,,
69.780375,130.9735,,,102.15615,89.3134,160.62325,,
69.815675,131.03505,,,102.184475,89.3874,160.65495,,
69.832625,131.263325,,,102.198425,89.417175,160.905375,,
69.8506,131.296575,,,102.3407,89.434075,160.940175,,
69.869625,131.333875,,,102.37965,89.452925,160.951375,,
69.930775,131.366175,,,102.46955,89.485225,160.98725,,
69.947,131.44665,,,102.483875,89.5097,161.022725,,
69.978175,131.526175,,,102.502525,89.548625,161.063875,,
70.00225,131.54335,,,102.548125,89.584175,161.0963,,
70.0095,131.905175,,,102.56465,89.63525,161.134475,,
70.022575,131.966875,,,102.598375,89.64105,161.18695,,
70.02575,132.55755,,,102.622125,89.6657,161.207875,,
70.033725,132.5912,,,102.670525,89.695575,161.234,,
70.0387,132.63495,,,102.6871,89.762975,161.24935,,
70.0744,132.7703,,,102.723025,89.78775,161.312925,,
70.0922,132.808325,,,102.732625,89.812975,161.378175,,
70.1259,133.007975,,,102.74185,89.835975,161.38475,,
70.13295,133.04375,,,102.79295,89.877575,161.4341,,
70.14655,133.088775,,,102.838425,89.892675,161.51715,,
70.1872,133.1329,,,102.900875,89.90775,161.6909,,
70.24355,133.185425,,,102.9801,89.9338,161.860725,,
70.258425,133.2084,,,103.056575,89.951125,161.927575,,
70.28195,133.2669,,,103.1164,89.98415,161.941825,,
70.311975,133.306325,,,103.15935,90.017425,161.990225,,
70.34885,133.334475,,,103.18315,90.0525,162.2435,,
70.36045,133.402275,,,103.216675,90.0953,162.3168,,
70.384475,133.4223,,,103.230325,90.12435,162.406225,,
70.40305,133.4383,,,103.250025,90.14925,162.6041,,
70.427825,133.47765,,,103.26675,90.168325,162.688075,,
70.449175,133.59625,,,103.28355,90.182725,162.884675,,
70.46595,133.718425,,,103.307525,90.194675,162.95665,,
70.478875,133.801425,,,103.334975,90.236575,163.03395,,
70.497575,133.897275,,,103.356875,90.25675,163.058875,,
70.503125,134.124875,,,103.470625,90.277175,163.2172,,
70.516425,134.156775,,,103.487775,90.29605,163.279525,,
70.523625,134.211025,,,103.522225,90.31915,163.320375,,
70.5265,134.26325,,,103.56195,90.34335,163.346625,,
70.5326,134.298775,,,103.600275,90.3615,163.352875,,
70.537125,134.347375,,,103.615175,90.3789,163.41245,,
70.5809,134.3694,,,103.66125,90.400125,163.453075,,
70.6064,134.508725,,,103.663125,90.425625,163.5024,,
70.64635,134.574775,,,103.676275,90.454275,163.5799,,
70.66895,134.6375,,,103.713325,90.47645,163.75225,,
70.68435,134.71015,,,103.765975,90.494625,163.972925,,
70.703625,134.74915,,,103.7815,90.5259,164.044575,,
70.73135,134.780875,,,103.8026,90.53655,164.121525,,
70.747525,135.005825,,,103.81885,90.55115,164.336025,,
70.76255,135.062225,,,103.856675,90.57235,164.52885,,
70.80965,135.14335,,,103.9343,90.592125,164.627625,,
70.82635,135.243225,,,103.944775,90.620525,164.640225,,
70.853475,135.274025,,,103.95155,90.6315,164.658425,,
70.87845,135.4115,,,103.9706,90.64935,164.862675,,
70.895975,135.430325,,,103.99555,90.666325,164.92025,,
70.92,135.4697,,,104.032975,90.700025,164.97165,,
70.9586,135.510075,,,104.057375,90.716675,165.0124,,
70.979025,135.5521,,,104.0686,90.74305,165.039975,,
70.993675,135.644475,,,104.161325,90.7585,165.132225,,
71.014875,135.683175,,,104.24395,90.812425,165.2666,,
71.053675,135.71125,,,104.253575,90.843625,165.3569,,
71.068875,135.741,,,104.27955,90.8983,165.492325,,
71.09215,135.777225,,,104.285975,90.909975,165.555075,,
71.1258,135.887725,,,104.368975,90.9203,165.682625,,
71.134425,135.957725,,,104.413225,90.93765,165.7588,,
71.14175,136.03345,,,104.479625,90.966775,165.783775,,
71.156725,136.06665,,,104.5236,90.98155,165.840325,,
71.168,136.092825,,,104.65605,91.056875,165.8677,,
71.181525,136.161025,,,104.711,91.0871,165.961025,,
71.2022,136.208925,,,104.725125,91.1179,166.15065,,
71.227775,136.249775,,,104.731275,91.141325,166.171975,,
71.239475,136.28255,,,104.877025,91.149775,166.219625,,
71.252175,136.3133,,,104.920725,91.176575,166.2751,,
71.263675,136.362575,,,104.957075,91.20135,166.30475,,
71.281,136.405675,,,105.0103,91.22015,166.35745,,
71.29195,136.4669,,,105.09335,91.242325,166.406775,,
71.305475,136.502775,,,105.1613,91.2597,166.4704,,
71.31615,136.65795,,,105.196875,91.278375,166.543425,,
71.33195,136.68845,,,105.235025,91.324225,166.709225,,
71.347425,136.7147,,,105.321975,91.337625,166.774325,,
71.409175,136.802,,,105.357575,91.353975,166.77835,,
71.434525,136.838025,,,105.4165,91.374425,166.865125,,
71.4457,136.88595,,,105.4313,91.405875,166.921525,,
71.471425,136.9403,,,105.472975,91.422425,166.95835,,
71.480975,136.97305,,,105.5021,91.442925,167.01205,,
71.492025,137.02035,,,105.54525,91.495325,167.04245,,
71.508125,137.062,,,105.5788,91.5242,167.0825,,
71.523675,137.120475,,,105.58585,91.553775,167.120325,,
71.56705,137.21625,,,105.61165,91.578725,167.163075,,
71.58115,137.28655,,,105.6765,91.6083,167.177825,,
71.594325,137.329525,,,105.705,91.641175,167.275475,,
71.60935,137.3657,,,105.8111,91.66195,167.2978,,
71.6195,137.42415,,,105.8718,91.68175,167.3364,,
71.63505,137.6051,,,105.92105,91.725,167.356725,,
71.6496,137.62075,,,105.9521,91.740825,167.395475,,
71.689275,137.660875,,,105.960425,91.7616,167.495925,,
71.7109,137.704525,,,106.089975,91.784625,167.534375,,
71.736675,137.838025,,,106.098475,91.806625,167.605,,
71.75275,137.91795,,,106.122675,91.8269,167.639725,,
71.7691,137.992,,,106.144675,91.8751,167.72165,,
71.77315,138.11455,,,106.152325,91.892475,167.806875,,
71.7781,138.153,,,106.197375,91.93615,167.82625,,
71.788575,138.2209,,,106.247675,91.9683,167.839025,,
71.8031,138.29025,,,106.435125,91.9941,167.885625,,
71.8377,138.516275,,,106.48705,92.019,167.918175,,
71.8457,138.539625,,,106.512775,92.0494,167.97335,,
71.855675,138.59115,,,106.529225,92.07485,167.988725,,
71.869025,138.633475,,,106.770775,92.090375,168.031275,,
71.89135,138.7201,,,106.806075,92.109275,168.07665,,
71.918825,138.7676,,,106.818775,92.126775,168.181225,,
71.9444,138.82205,,,106.906825,92.1609,168.2355,,
71.96825,138.88765,,,106.944425,92.18815,168.26765,,
72.00825,138.908275,,,107.000925,92.224125,168.27985,,
72.027775,138.93945,,,107.0213,92.24745,168.3024,,
72.075475,138.984575,,,107.053425,92.286675,168.315175,,
72.1134,139.0194,,,107.06495,92.323525,168.340225,,
72.1397,139.067525,,,107.075875,92.37305,168.374925,,
72.1672,139.0928,,,107.08385,92.397375,168.443775,,
72.181075,139.27225,,,107.10215,92.460325,168.48945,,
72.200025,139.318025,,,107.1142,92.49185,168.50195,,
72.208775,139.3401,,,107.300775,92.5246,168.551525,,
72.220775,139.367775,,,107.362575,92.56035,168.583175,,
72.261925,139.409125,,,107.396775,92.5919,168.605875,,
72.2704,139.43655,,,107.42325,92.5971,168.6137,,
72.29795,139.470275,,,107.4721,92.61715,168.65705,,
72.33525,139.519775,,,107.484325,92.645475,168.704425,,
72.348675,139.66645,,,107.560425,92.6714,168.763475,,
72.373025,139.733975,,,107.584875,92.703675,168.837675,,
72.391925,139.75655,,,107.611,92.7595,168.894175,,
72.4055,139.86425,,,107.64375,92.791825,168.953725,,
72.4262,139.88905,,,107.6545,92.83685,168.986325,,
72.45305,139.972975,,,107.680075,92.89595,169.0408,,
72.4899,139.994975,,,107.7489,92.9142,169.118325,,
72.510075,140.0479,,,107.77135,92.943775,169.187625,,
72.53045,140.072575,,,107.82935,92.980325,169.19795,,
72.569225,140.09945,,,107.8473,92.993275,169.267975,,
72.5842,140.119525,,,107.8711,93.01445,169.316925,,
72.604875,140.154025,,,107.96035,93.0348,169.347,,
72.62875,140.188275,,,107.97295,93.059175,169.349875,,
72.639775,140.299575,,,108.04005,93.08945,169.3907,,
72.699575,140.34215,,,108.109575,93.110375,169.50025,,
72.734075,140.358325,,,108.124625,93.13225,169.60585,,
72.783125,140.458575,,,108.144675,93.15495,169.6726,,
72.8025,140.490525,,,108.1571,93.1847,169.730725,,
72.8387,140.60325,,,108.172475,93.20915,169.7834,,
72.864275,140.646625,,,108.1868,93.2432,169.852175,,
72.882575,140.688875,,,108.206,93.320775,169.918225,,
72.90765,140.739975,,,108.230025,93.344075,169.9342,,
72.926025,140.77105,,,108.271,93.368425,169.994025,,
72.949275,140.80615,,,108.311,93.39325,170.064125,,
73.0391,140.87965,,,108.33795,93.41225,170.237025,,
73.066675,140.94575,,,108.35185,93.436225,170.296075,,
73.097375,140.990725,,,108.4019,93.466775,170.368675,,
73.120225,141.040475,,,108.415,93.5255,170.5709,,
73.1512,141.1336,,,108.4293,93.55235,170.620725,,
73.165425,141.171375,,,108.481425,93.576875,170.762975,,
73.192575,141.245425,,,108.5061,93.6159,170.807425,,
73.204275,141.2746,,,108.568625,93.651225,170.9652,,
73.2209,141.326675,,,108.59275,93.660425,171.060725,,
73.2328,141.37265,,,108.607,93.680375,171.128475,,
73.24185,141.397425,,,108.659225,93.684925,171.170575,,
73.25555,141.409575,,,108.692,93.71435,171.2751,,
73.266375,141.446175,,,108.72775,93.74155,171.3174,,
73.278825,141.4614,,,108.7792,93.7708,171.50925,,
73.2952,141.5535,,,108.81295,93.786375,171.554675,,
73.312075,141.690925,,,108.839175,93.847075,171.5768,,
73.331275,141.7226,,,108.874875,93.87915,171.671225,,
73.348725,141.8397,,,108.888225,93.891875,171.68685,,
73.363725,141.8655,,,108.898975,93.911975,171.78345,,
73.3809,141.96955,,,108.918775,93.960375,171.94245,,
73.38715,142.0007,,,109.05905,94.020175,171.970275,,
73.4034,142.03,,,109.074975,94.038675,171.977475,,
73.42275,142.061675,,,109.102525,94.0681,172.009025,,
73.43035,142.09895,,,109.1211,94.0859,172.0185,,
73.45205,142.172575,,,109.145825,94.111375,172.173125,,
73.468525,142.21785,,,109.15885,94.17975,172.300925,,
73.48975,142.2438,,,109.225225,94.22175,172.33495,,
73.521475,142.274625,,,109.23605,94.262675,172.4143,,
73.56725,142.3288,,,109.2596,94.286825,172.441625,,
73.5901,142.348725,,,109.276225,94.304625,172.4574,,
73.627825,142.35875,,,109.287875,94.318275,172.499025,,
73.652425,142.37655,,,109.299275,94.342925,172.5649,,
73.6712,142.3958,,,109.310025,94.37315,172.57925,,
73.686,142.482625,,,109.33065,94.386775,172.60025,,
73.707,142.5399,,,109.335625,94.409725,172.61035,,
73.7216,142.6068,,,109.341575,94.4278,172.6579,,
73.735925,142.685475,,,109.383025,94.45435,172.7767,,
73.747275,142.77685,,,109.392975,94.4756,172.8266,,
73.77425,142.79115,,,109.4017,94.497575,172.85095,,
73.78325,142.810675,,,109.444775,94.500725,172.899725,,
73.799075,142.81185,,,109.457525,94.525275,172.949725,,
