SPK_SPKC01a,SPK_SPKC01b,SPK_SPKC01c,SPK_SPKC05a,SPK_SPKC05c,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC16a
15.788525,30.696325,72.7434,82.1529,27.915125,21.201825,40.2988,50.5863,150.064325
15.794925,30.730925,72.75715,82.1916,27.949425,21.237575,40.3457,50.625925,150.353425
15.80025,30.760025,72.818425,82.4066,27.9619,21.2692,40.402775,50.742425,150.4701
15.80445,30.801075,72.978,82.483025,28.0264,21.3118,40.411275,50.7806,150.582925
15.8113,30.84275,73.428025,82.5514,28.0507,21.345625,40.453125,50.8657,150.66685
15.824025,30.8731,73.493375,82.585425,28.071925,21.39315,40.488875,50.901675,150.729375
15.846275,30.91005,73.62485,82.63275,28.093025,21.417075,40.5097,51.118575,150.80695
15.85135,31.011925,73.82525,82.657075,28.169225,21.45185,40.6575,51.149775,150.840125
15.85455,31.0416,73.886175,82.68305,28.19085,21.4835,40.732125,51.182075,151.02085
15.859575,31.086,73.9054,82.783775,28.28285,21.555875,40.772025,51.204225,151.4183
15.868025,31.11765,73.969,82.826975,28.29955,21.5921,40.8416,51.242475,151.517875
15.87325,31.1934,74.070225,82.9701,28.332825,21.661525,40.952975,51.30405,152.101225
15.883275,31.230275,74.099075,83.026925,28.42735,21.6844,41.05505,51.336825,152.1979
15.896025,31.25875,74.3128,83.128925,28.45115,21.702725,41.078775,51.37975,152.28955
15.952075,31.28225,74.507275,83.161,28.462925,21.73815,41.09585,51.414675,152.50915
15.973825,31.3521,74.520625,83.16725,28.485125,21.761025,41.150525,51.6617,152.669375
15.9859,31.388575,74.56825,83.1775,28.643875,21.824675,41.295875,51.68495,153.04505
16.02275,31.415975,74.9519,83.26595,28.660775,21.8656,41.382225,51.70715,153.27745
16.0485,31.439575,74.97345,83.310125,28.760675,21.89015,41.401225,51.731775,154.01675
16.09025,31.48835,75.08365,83.372,28.7833,21.93375,41.419075,51.772025,154.142275
16.1356,31.535925,75.085025,83.532225,28.8283,21.960975,41.4478,51.79425,154.24565
16.142775,31.5662,75.150075,83.57085,28.843925,22.006775,41.54755,51.823925,154.295825
16.16175,31.67095,75.18285,83.633075,28.88315,22.044325,41.576825,51.85035,154.720025
16.183025,31.6989,75.3153,83.6777,28.89435,22.081775,41.78305,51.89415,155.0538
16.197525,31.7322,75.3682,83.688075,28.8962,22.1294,41.869125,51.9336,155.156025
16.23145,31.770425,75.47085,83.864525,28.926625,22.1822,41.879075,51.98215,155.2141
16.26935,31.808575,75.739475,84.058775,28.93815,22.216375,41.8881,52.061275,155.9151
16.303175,31.851275,75.748175,84.16705,28.98065,22.25245,41.93875,52.102125,156.139125
16.323225,31.879925,76.006375,84.2936,29.050875,22.2641,41.966175,52.2994,156.16815
16.35595,31.918025,76.147575,84.356575,29.07645,22.3106,42.0156,52.3348,156.224
16.373775,31.9477,76.28415,84.431125,29.176825,22.343825,42.02365,52.384275,156.5083
16.3894,31.972075,76.48155,84.454675,29.228225,22.375425,42.04485,52.429525,156.837275
16.41235,32.0643,76.493375,84.465825,29.30345,22.396625,42.153675,52.469075,157.094925
16.426325,32.082175,76.760425,84.81555,29.32675,22.4117,42.191725,52.5051,157.12805
16.4423,32.084025,76.931,84.83165,29.4463,22.431325,42.220625,52.562975,157.166325
16.467475,32.096125,76.94805,84.8709,29.459475,22.462175,42.242525,52.60905,157.319975
16.478975,32.107275,76.9587,84.99225,29.488375,22.506,42.297275,52.693425,157.4897
16.493225,32.111175,76.9953,85.0185,29.540975,22.521725,42.30375,52.71265,157.49345
16.511675,32.11575,77.0945,85.167675,29.63275,22.5235,42.322625,52.75645,157.668575
16.516975,32.123525,77.446025,85.182425,29.688625,22.556675,42.336825,52.779975,157.73685
16.528275,32.13585,77.570225,85.357,29.71195,22.6169,42.364175,52.8008,157.96995
16.545725,32.1502,77.693875,85.408125,29.753575,22.650975,42.397375,52.8328,158.06265
16.562875,32.2206,77.966,85.478075,29.763075,22.701275,42.4311,52.87995,158.113225
16.6029,32.27305,78.059525,85.516175,29.77055,22.736,42.478025,52.95365,158.2698
16.622625,32.29975,78.09335,85.5294,29.92945,22.75695,42.5153,52.979225,158.713525
16.642825,32.3311,78.238,85.61775,29.96785,22.767125,42.573425,53.009925,158.995675
16.659375,32.4429,78.359275,85.676375,30.043775,22.796,42.65595,53.0281,159.237225
16.663475,32.532725,78.584725,85.95235,30.061525,22.8192,42.6749,53.05625,159.366775
16.689125,32.558225,78.6411,85.98785,30.077225,22.84165,42.697,53.078625,159.38845
16.712775,32.5755,78.693125,86.067825,30.1738,22.857525,42.74715,53.105225,159.7193
16.7278,32.605075,78.768925,86.2197,30.201625,22.8774,42.794925,53.16845,159.915275
16.741525,32.645025,78.950325,86.2455,30.256775,22.908975,42.8234,53.19985,160.4623
16.76415,32.6642,79.055175,86.263325,30.28175,22.929225,42.86565,53.220125,160.511175
16.773525,32.698875,79.149725,86.30205,30.30475,23.007675,42.881175,53.225975,160.551525
16.787675,32.7288,79.172025,86.311675,30.40885,23.0447,42.941175,53.2539,160.758925
16.80335,32.765225,79.2604,86.32635,30.4302,23.0903,42.9876,53.293525,160.8978
16.811625,32.80125,79.4293,86.44175,30.5041,23.094675,43.013675,53.32005,160.9483
16.82375,32.83895,79.45955,86.4546,30.519625,23.125175,43.0778,53.343075,161.00485
16.8507,32.861625,79.469975,86.5413,30.53565,23.169625,43.158725,53.372475,161.12875
16.859375,32.879175,79.5731,86.559925,30.595425,23.19325,43.19255,53.398575,161.273875
16.871025,32.897725,79.5755,86.590375,30.61545,23.216125,43.197725,53.420525,161.303825
16.8892,32.922675,79.637275,86.612325,30.65865,23.244625,43.237625,53.4552,161.472025
16.91545,32.973525,79.72575,86.64075,30.6874,23.27185,43.2944,53.481725,161.519725
16.932325,32.992825,80.0942,86.808825,30.734375,23.295875,43.375775,53.50785,161.7616
16.94385,33.0182,80.204125,86.8516,30.750575,23.3153,43.415175,53.5311,161.8131
17.004175,33.059975,80.25545,86.91165,30.7654,23.3355,43.46385,53.6238,161.845075
17.01715,33.09215,80.260425,87.002575,30.864975,23.364,43.549875,53.680975,162.019675
17.036175,33.134325,80.285125,87.011375,30.8673,23.398175,43.62085,53.7257,162.0915
17.05555,33.1664,80.312225,87.0794,30.8802,23.43405,43.653525,53.75555,162.30225
17.0873,33.1958,80.354775,87.101725,30.925325,23.5186,43.6734,53.778825,162.813825
17.0981,33.26475,80.36365,87.34345,30.946275,23.547575,43.757625,53.806025,162.86955
17.105225,33.286725,80.396775,87.402725,30.985225,23.56275,43.870025,53.831425,163.227275
17.113325,33.319625,80.416525,87.420075,31.0162,23.565,43.8927,53.85185,163.2615
17.145975,33.352375,80.475375,87.4641,31.03615,23.585775,43.911275,53.881175,163.31435
17.15475,33.382675,80.769825,87.540125,31.0615,23.61065,43.99895,53.90435,163.444
17.15945,33.4099,80.78805,87.654075,31.0795,23.6324,44.050175,53.927075,163.5542
17.171,33.45035,80.80135,87.7401,31.096375,23.6528,44.141125,53.95975,163.709225
17.1774,33.4857,80.91385,87.767725,31.126625,23.6722,44.30115,53.97955,163.952225
17.194925,33.5195,80.98895,87.774875,31.19645,23.79185,44.365325,53.998425,163.99245
17.20795,33.53435,81.145825,87.822075,31.2198,23.82525,44.39125,54.061225,164.325875
17.23395,33.562125,81.323625,87.847775,31.24965,23.868,44.395775,54.165975,164.39475
17.249325,33.6268,81.366975,87.873125,31.2938,23.915025,44.41305,54.189875,164.457725
17.254025,33.665325,81.409975,88.07215,31.311775,23.9666,44.417425,54.208925,164.561525
17.2766,33.6892,81.464525,88.080675,31.330625,23.970025,44.539325,54.23395,164.6522
17.28825,33.714425,81.50555,88.10185,31.35675,23.98205,44.764475,54.2723,164.696675
17.31855,33.7673,81.607975,88.10925,31.37345,24.030125,44.90115,54.29435,164.7446
17.338975,33.802675,81.639175,88.193625,31.400625,24.0668,45.022825,54.350125,164.80905
17.365825,33.84095,82.137025,88.247775,31.45705,24.11505,45.100825,54.370575,164.9156
17.393925,33.8787,82.168975,88.298475,31.502,24.138175,45.144925,54.392925,165.105225
17.4109,33.951275,82.2098,88.423575,31.5726,24.158475,45.416725,54.434975,165.20885
17.452925,33.989075,82.269675,88.720775,31.595675,24.1852,45.6188,54.47785,165.405275
17.466325,34.005275,82.3129,88.754575,31.611925,24.208,45.8182,54.50925,165.579875
17.49695,34.048575,82.377,88.799875,31.637975,24.22795,45.823675,54.573875,166.101825
17.50925,34.0836,82.63075,88.8165,31.672375,24.280225,45.888275,54.576775,166.116375
17.514775,34.118525,82.662975,88.853825,31.703375,24.3927,45.926525,54.6098,166.180225
17.518425,34.161075,82.735725,89.0804,31.73305,24.454125,46.0626,54.640225,166.35495
17.519925,34.18695,82.888225,89.087725,31.739,24.48335,46.149475,54.668525,166.41385
17.527,34.214675,82.898475,89.188775,31.796075,24.526675,46.162175,54.69915,166.5278
17.572225,34.241525,82.929675,89.326125,31.81995,24.5576,46.16595,54.72045,166.611475
17.66135,34.277875,83.252975,89.356575,31.8479,24.57945,46.239975,54.75465,166.7739
17.67325,34.303825,83.279725,89.3656,31.86615,24.611875,46.26615,54.791025,166.7947
17.703125,34.36875,83.44205,89.45395,31.90215,24.64355,46.364825,54.815975,166.79755
17.7388,34.39825,83.81035,89.470425,32.013925,24.661775,46.438375,54.843,166.84995
17.7573,34.442075,84.0193,89.564225,32.05585,24.689825,46.454425,54.88315,166.897075
17.8107,34.50365,84.04655,89.64845,32.0748,24.726075,46.4775,54.9359,167.005725
17.827475,34.574425,84.051375,89.72765,32.0966,24.78165,46.531175,55.0036,167.19505
17.83785,34.6392,84.064525,89.7464,32.099125,24.814525,46.5944,55.08395,167.234775
17.858575,34.65025,84.085525,89.86065,32.1148,24.84325,46.617275,55.1508,167.380625
17.86615,34.693925,84.08715,90.1098,32.139225,24.8862,46.6735,55.201725,167.419325
17.885925,34.7313,84.1008,90.38815,32.158925,24.907875,46.7068,55.23465,167.63685
17.903275,34.760625,84.281475,90.8015,32.1659,24.948625,46.741925,55.265225,167.79085
17.92365,34.8056,84.5194,90.837875,32.17495,24.97665,46.84875,55.300775,168.031425
17.956575,34.874575,84.600425,90.862975,32.217025,25.000375,46.897925,55.331125,168.157975
18.007075,34.910625,85.00465,90.88935,32.234025,25.0326,46.9311,55.367625,168.302225
18.015575,34.9485,85.086225,90.90855,32.244875,25.05905,46.9409,55.3947,168.337325
18.0769,34.9733,85.106575,90.93085,32.258925,25.07935,46.97015,55.424975,168.3677
18.084775,34.995775,85.197,90.992975,32.3735,25.105525,47.0196,55.45645,168.41255
18.106825,35.0262,85.19895,91.137725,32.3929,25.1448,47.052425,55.50025,168.517
18.129825,35.131725,85.2069,91.156025,32.4929,25.183,47.08835,55.54675,168.673425
18.160625,35.1441,85.247625,91.214075,32.562275,25.222325,47.1238,55.58835,168.690425
18.189075,35.201475,85.2546,91.224975,32.6117,25.312525,47.12725,55.61155,168.8142
18.193125,35.23305,85.417375,91.240975,32.6308,25.3897,47.2241,55.628775,168.904975
18.21335,35.3039,85.5163,91.5356,32.6418,25.394575,47.236825,55.6607,169.154025
18.247825,35.3322,85.6278,91.607175,32.719725,25.424825,47.249425,55.685825,169.2085
18.2638,35.3636,85.79545,91.641025,32.8227,25.4599,47.3039,55.718975,169.27635
18.2791,35.41545,85.906875,91.6545,32.8567,25.49605,47.310125,55.752675,169.34085
18.3166,35.455225,86.23595,91.6853,32.887325,25.540525,47.342675,55.791675,169.4561
18.331575,35.511825,86.273925,91.97675,32.91805,25.61,47.378925,55.882725,169.485975
18.3557,35.5806,86.28595,91.987725,32.961775,25.7109,47.412875,55.917575,169.733625
18.37325,35.606725,86.39015,92.04455,32.9707,25.737025,47.4777,55.94035,169.8641
18.39375,35.636875,86.42365,92.175,32.980275,25.77275,47.49205,55.97335,169.9494
18.4235,35.7049,86.51885,92.30595,33.0578,25.8182,47.5161,56.0147,170.04265
18.4409,35.726175,86.5777,92.3904,33.0694,25.88125,47.566775,56.066,170.05385
18.49635,35.8244,86.792,92.6394,33.113,25.913,47.5817,56.194725,170.145875
18.537525,35.873875,86.851125,92.759775,33.1761,25.9506,47.60115,56.237425,170.6601
18.558925,35.8941,86.8594,92.7954,33.255675,25.96955,47.61305,56.27875,170.731425
18.593475,35.926775,86.8719,92.89415,33.279425,25.992425,47.631575,56.30475,170.77315
18.622375,35.950975,86.885225,93.309425,33.300425,26.014275,47.685475,56.350675,170.836175
18.665625,35.990725,86.94605,93.37205,33.32345,26.029725,47.704575,56.39365,171.139725
18.6979,36.029975,87.023575,93.462525,33.342975,26.04355,47.753375,56.425775,171.209325
18.71505,36.068425,87.173875,93.698975,33.361875,26.053725,47.7818,56.478525,171.266075
18.75135,36.09615,87.29545,93.717075,33.407625,26.117025,47.84485,56.520825,171.43585
18.754275,36.116475,87.325775,93.868825,33.42625,26.14355,47.8789,56.739275,171.458975
18.75585,36.138825,87.376725,93.935625,33.449975,26.162975,47.883125,56.789075,171.780925
18.774325,36.218075,87.3972,94.230325,33.48095,26.1915,47.915325,56.827625,171.962575
18.784725,36.290225,87.8503,94.263925,33.51465,26.238,47.936925,56.968,172.0627
18.79655,36.317375,87.972225,94.280575,33.557325,26.316675,47.983325,57.063375,172.8047
18.8149,36.408425,88.11945,94.31395,33.5683,26.341675,48.009275,57.2284,172.96245
18.826025,36.447375,88.3107,94.527225,33.605475,26.372275,48.019925,57.280075,173.155425
18.833475,36.4686,88.580925,94.556875,33.63715,26.38915,48.0375,57.31795,173.4309
18.850725,36.511925,88.61935,94.58755,33.64485,26.419625,48.06755,57.343275,173.708825
18.89155,36.5923,88.915475,94.793275,33.7354,26.467225,48.0945,57.665925,174.193225
18.920775,36.676675,88.9915,94.851525,33.763725,26.601275,48.12295,57.6962,175.08975
18.955425,36.71015,89.028025,94.8837,33.817025,26.65345,48.1753,57.721825,175.402075
18.973775,36.73655,89.077875,94.913875,33.861625,26.7053,48.2106,57.7681,175.69035
18.975075,36.77175,89.0959,94.9276,33.980125,26.73225,48.271775,57.854575,175.771425
18.99315,36.7855,89.181925,94.943125,34.005725,26.77035,48.304375,58.058375,175.8531
19.0371,36.806025,89.19005,95.022425,34.013075,26.789575,48.3695,58.09415,176.1463
19.071725,36.819125,89.230325,95.035425,34.03375,26.812925,48.38645,58.129325,176.157525
19.090925,36.857,89.298325,95.0776,34.03555,26.851075,48.4609,58.17505,176.93745
19.113775,36.925125,89.43335,95.270425,34.25145,26.8896,48.493475,58.21595,177.4731
19.142675,36.9534,89.563025,95.370525,34.2807,26.926825,48.52445,58.34545,177.505275
19.162075,37.031975,89.5979,95.5955,34.4065,26.9542,48.537775,58.39085,177.60605
19.195225,37.0611,89.656125,95.819925,34.42425,26.98925,48.568925,58.468725,178.149
19.197525,37.091175,89.66795,96.22555,34.4899,27.0047,48.5937,58.54285,178.26325
19.22595,37.102475,89.791925,96.27985,34.5126,27.0087,48.607325,58.576175,178.7026
19.2938,37.120925,89.939075,96.2929,34.5428,27.010875,48.6236,58.617125,178.7753
19.30935,37.134675,90.1126,96.319575,34.576,27.0444,48.636325,58.646,178.9971
19.376425,37.1528,90.320425,96.34125,34.5894,27.083475,48.665225,58.669525,179.1519
19.4028,37.18025,90.46295,96.4461,34.613525,27.128375,48.7376,58.70495,179.393275
19.42535,37.21165,90.52645,96.473475,34.64255,27.167825,48.78315,58.761,179.607825
19.46,37.2433,90.544125,96.662075,34.668125,27.198225,48.798575,58.79445,179.670925
19.477325,37.308025,90.56665,96.670625,34.73995,27.231325,48.810825,58.826775,179.79025
19.50355,37.3299,90.624225,96.79865,34.7505,27.320275,48.847675,58.84545,179.93705
19.5205,37.37425,90.70615,97.19025,34.784,27.335075,48.900425,58.896875,179.980175
19.563375,37.39795,90.803925,97.210875,34.840975,27.3679,48.932225,58.92275,179.98635
19.570625,37.4287,90.849525,97.233175,34.86575,27.406825,48.9479,58.951675,180.076575
19.57445,37.465775,90.851425,97.334275,34.937125,27.457625,48.965925,58.999725,180.2703
19.600075,37.47325,90.869875,97.3457,34.9516,27.522525,49.054075,59.046675,180.285125
19.627425,37.517,90.883625,97.4485,35.00235,27.556,49.072575,59.097925,180.3139
19.655825,37.549625,90.93655,97.657625,35.03575,27.578375,49.0839,59.290875,180.37305
19.666475,37.618325,91.0748,97.7732,35.149125,27.6096,49.09005,59.324725,180.44615
19.694475,37.660575,91.09155,97.8189,35.16005,27.6467,49.12085,59.346375,180.5986
19.70205,37.729025,91.132375,97.892075,35.169475,27.68395,49.144875,59.370175,180.716925
19.73385,37.769575,91.233075,97.912125,35.22985,27.74535,49.216925,59.392375,180.837925
19.74475,37.78175,91.252575,98.0838,35.259725,27.79185,49.24645,59.409975,181.01125
19.801025,37.7929,91.276375,98.160575,35.273925,27.844,49.26775,59.4383,181.23005
19.8054,37.808125,91.324725,98.1743,35.376375,27.869925,49.281725,59.46385,181.3067
19.8287,37.8421,91.540725,98.2272,35.43575,27.91625,49.323275,59.49685,181.337725
19.86395,37.893175,91.562825,98.28895,35.4749,27.94305,49.347525,59.524225,181.70965
19.88595,37.9193,91.664475,98.610525,35.49635,27.996575,49.494125,59.596575,182.134775
19.91355,37.997725,91.690125,98.63185,35.5407,28.07085,49.510525,60.031675,182.71355
19.9147,38.0236,91.73245,98.75125,35.5427,28.120625,49.528125,60.0357,182.75265
19.940825,38.05525,91.8865,98.7593,35.55685,28.1533,49.538325,60.071725,182.788975
19.95805,38.10995,91.9408,98.80955,35.56785,28.157525,49.56425,60.114925,183.05615
20.017725,38.157125,91.9481,98.84965,35.57875,28.187175,49.617925,60.179125,183.17055
20.0313,38.18385,91.958725,98.880875,35.6056,28.223625,49.6532,60.59935,183.4062
20.04205,38.22685,92.011575,98.89985,35.649825,28.22705,49.73355,60.6751,183.4295
20.0669,38.331425,92.06185,98.98755,35.684275,28.25695,49.752175,60.723,183.73525
20.0778,38.3694,92.07435,98.998425,35.716725,28.281925,49.8332,60.752475,184.25585
20.09465,38.41015,92.11415,99.01045,35.730375,28.30315,49.8426,60.816775,184.30505
20.105975,38.491475,92.157875,99.067275,35.7927,28.327425,49.88905,61.02075,184.34535
20.126975,38.563325,92.18075,99.086725,35.810475,28.359325,49.936775,61.0748,184.58295
20.12805,38.60635,92.239525,99.125475,35.82635,28.380775,50.010525,61.219975,184.77755
20.14465,38.624175,92.2946,99.3025,35.8427,28.421225,50.017675,61.564075,184.846275
20.168625,38.66285,92.33045,99.3321,35.879225,28.4696,50.054,61.6206,184.9457
20.184275,38.798675,92.365575,99.347975,35.89055,28.49585,50.06175,61.720625,184.98465
20.19955,38.84595,92.4211,99.404925,35.9136,28.541025,50.077925,61.914675,185.1589
20.2099,38.8978,92.469425,99.41275,35.9566,28.6069,50.0903,61.928625,185.259675
20.237325,38.9091,92.5454,99.420725,36.082175,28.656775,50.097075,61.983575,185.4237
20.2638,38.9458,92.577,99.4711,36.122525,28.68425,50.113575,62.096125,185.53085
20.295275,39.05765,92.6556,99.536775,36.178075,28.715525,50.1187,62.237875,185.704225
20.32695,39.09105,92.91535,99.5743,36.190325,28.78685,50.123175,62.299125,185.853375
20.3487,39.1971,92.9844,99.591725,36.219625,28.94895,50.1314,62.334475,185.8582
20.38815,39.2653,93.09545,99.755025,36.23005,28.953875,50.145225,62.438175,185.8973
20.407425,39.2883,93.1877,99.921125,36.2401,29.023575,50.181575,62.52455,185.976
20.437475,39.3046,93.209475,99.9915,36.24935,29.058075,50.22865,62.636975,186.051625
20.4637,39.31655,93.29795,100.021025,36.2868,29.09415,50.279375,62.67955,186.103325
20.478225,39.33395,93.34075,100.04815,36.3035,29.121175,50.327675,62.826225,186.616175
20.508325,39.413725,93.37485,100.220725,36.329225,29.170625,50.36455,63.047875,187.54565
20.54415,39.436225,93.3769,100.256625,36.40055,29.24675,50.390275,63.09895,187.9888
20.551075,39.475875,93.527325,100.2656,36.427175,29.28375,50.407425,63.161375,188.601625
20.579875,39.5133,93.5638,100.339575,36.457925,29.309575,50.478,63.210025,188.90925
20.60865,39.577525,93.705475,100.4357,36.5986,29.337025,50.508475,63.288925,188.94705
20.613,39.6798,93.808075,100.471625,36.6955,29.3521,50.539025,63.32365,188.982825
20.627625,39.6962,93.839275,100.50695,36.7423,29.4068,50.5501,63.395575,189.063
20.67505,39.768175,93.84775,100.61,36.7669,29.459225,50.5883,63.7463,189.305275
20.697225,39.785225,93.865875,100.65325,36.7904,29.50985,50.614675,63.76435,189.356475
20.7368,39.808675,93.893575,100.819075,36.79925,29.5609,50.634975,63.84625,189.78835
20.738225,39.841425,93.982425,100.894675,36.813325,29.622325,50.660925,63.8764,189.969625
20.75975,39.86445,94.044175,100.96225,36.82745,29.63705,50.67375,63.923125,190.27085
20.79145,39.900425,94.185375,101.139025,36.844325,29.687275,50.676625,63.96025,190.684175
20.80575,39.93525,94.318325,101.2056,36.854775,29.823725,50.6852,63.9931,191.0764
20.840575,39.95165,94.34805,101.21335,36.904425,29.860325,50.715325,64.013825,191.27685
20.847025,39.981925,94.48265,101.3537,36.93345,29.880275,50.74255,64.045025,191.374225
20.867625,40.002625,94.880125,101.425075,36.95625,29.9192,50.7601,64.138625,191.6213
20.88025,40.0352,94.916025,101.44835,36.978075,29.94735,50.777425,64.373775,191.972225
20.889575,40.06395,94.94115,101.54385,37.018575,29.976325,50.782175,64.4014,192.05565
20.89435,40.102425,94.958825,101.55495,37.0593,30.00015,50.8052,64.417575,192.1071
20.901975,40.129625,94.9763,101.5828,37.10485,30.0317,50.88255,64.441725,192.21375
20.93105,40.16065,94.996025,101.60985,37.128325,30.08585,50.938875,64.486425,192.315025
20.96465,40.194325,95.044375,101.751475,37.1421,30.122025,50.97305,64.822475,192.375825
20.9712,40.23385,95.077475,101.80975,37.188325,30.17935,50.996975,64.831675,192.564375
21.029725,40.2847,95.22525,101.8247,37.21405,30.197325,51.028125,64.845425,192.980575
21.042675,40.32315,95.274175,101.911625,37.226125,30.21965,51.034275,64.859125,193.63725
21.06135,40.33325,95.463275,101.98605,37.238,30.2385,51.08625,64.88395,193.666725
21.0713,40.3853,95.56575,102.06075,37.245375,30.26925,51.121825,64.90885,193.919725
21.10645,40.445725,95.60125,102.165775,37.43355,30.29975,51.1803,64.9418,194.100325
21.13735,40.4875,95.606525,102.28545,37.4664,30.3248,51.254175,65.01605,194.55955
21.166025,40.521125,95.696275,102.3286,37.4795,30.34915,51.27805,65.05665,194.5623
21.188325,40.559525,95.740425,102.337675,37.4968,30.3742,51.302275,65.34885,194.7929
21.2024,40.607325,95.763275,102.424,37.53705,30.429925,51.323325,65.3556,195.1193
21.23445,40.63715,95.7804,102.434925,37.586075,30.45485,51.3504,65.416575,195.648
21.262275,40.667025,95.8037,102.446925,37.6239,30.4903,51.38925,65.51355,195.76675
21.287475,40.795475,95.828825,102.52285,37.65715,30.523775,51.429675,65.77075,195.853575
21.3234,40.819575,95.85605,102.575025,37.67825,30.550925,51.4602,65.80035,195.9294
21.3647,40.8337,96.083075,102.634575,37.718675,30.58785,51.4894,65.820975,195.9783
21.367225,40.92275,96.091275,102.76105,37.739075,30.611,51.51445,65.8396,196.0058
21.3853,40.945925,96.0987,102.8526,37.75985,30.631775,51.532275,65.859575,196.309
21.39445,40.994375,96.11775,102.86895,37.7848,30.651775,51.583275,65.892275,196.879
21.399575,41.050675,96.156975,102.9277,37.8101,30.690475,51.598775,65.920225,196.9406
21.4127,41.09035,96.214375,102.941375,37.881475,30.72785,51.61795,65.94715,196.957825
21.454725,41.14405,96.314025,103.08065,38.006325,30.763175,51.64955,65.98595,197.06905
21.466225,41.1762,96.362975,103.14235,38.026425,30.862225,51.675,66.3376,197.115825
21.488075,41.212425,96.4623,103.201,38.044575,30.902775,51.699925,66.3807,197.343
21.516775,41.23445,96.498975,103.297525,38.077625,30.935475,51.741825,66.41685,197.443775
21.545475,41.250825,96.503875,103.5779,38.088825,30.943425,51.775375,66.4332,197.46525
21.5853,41.2815,96.59245,103.6279,38.1238,30.971725,51.806725,66.47355,197.542075
21.61915,41.30175,96.687425,103.792625,38.140975,30.9916,51.853425,66.6371,198.017975
21.640975,41.3384,96.86525,103.88265,38.151275,31.03255,51.861825,67.04945,198.475175
21.659475,41.3557,97.018525,104.004525,38.16065,31.044775,51.9424,67.084625,198.520425
21.721125,41.384775,97.102825,104.1015,38.16915,31.065725,51.9779,67.117425,199.1658
21.75385,41.458375,97.130475,104.13615,38.1805,31.09075,52.0305,67.162075,199.597225
21.81655,41.495425,97.15675,104.145575,38.286,31.12965,52.050625,67.6676,199.638325
21.83015,41.531975,97.177125,104.173275,38.32915,31.16965,52.067725,67.70395,199.670375
21.84465,41.558025,97.189275,104.232,38.4022,31.19395,52.102875,67.746175,199.80635
21.85905,41.598125,97.1956,104.29355,38.439625,31.224125,52.1296,67.808725,199.855075
21.8794,41.640125,97.210225,104.42235,38.468425,31.260375,52.1576,67.8426,199.92845
21.9053,41.6806,97.223675,104.4712,38.496375,31.370075,52.17235,68.1256,199.9685
21.919525,41.7087,97.233275,104.511875,38.557075,31.402275,52.206125,68.338475,
21.95365,41.720925,97.2411,104.635725,38.575975,31.44195,52.26435,68.411825,
21.977625,41.7463,97.266975,104.674425,38.6092,31.4762,52.285275,68.44765,
21.987475,41.7588,97.3221,104.801025,38.65675,31.482175,52.340025,68.49115,
22.009775,41.764475,97.489625,104.90585,38.707425,31.50825,52.37295,68.547525,
22.021825,41.77315,97.516225,105.02315,38.766225,31.538025,52.407725,68.869475,
22.069225,41.78225,97.548875,105.13835,38.788025,31.5565,52.463275,68.999,
22.0738,41.8017,97.69265,105.1927,38.81075,31.5822,52.50845,69.357,
22.101875,41.8133,97.704075,105.224,38.8322,31.61275,52.530775,69.470275,
22.116375,41.8281,97.7157,105.25735,38.84785,31.6349,52.599725,69.639925,
22.1278,41.8818,97.73355,105.312925,38.875875,31.648425,52.628175,69.69245,
22.142525,41.909725,97.752,105.452275,38.908325,31.67615,52.66185,69.7633,
22.154075,41.935725,97.779825,105.5586,38.93065,31.699875,52.6911,69.905775,
22.1763,41.969275,97.808725,105.720525,38.963025,31.771675,52.73195,70.03745,
22.1868,42.052825,97.8374,105.75975,39.00515,31.813625,52.783625,70.055375,
22.205,42.0783,97.862725,105.796,39.040275,31.868425,52.80455,70.0657,
22.24205,42.113575,97.9023,105.8931,39.051075,31.894725,52.828675,70.082125,
22.26015,42.144275,97.9949,105.938625,39.088425,31.9152,52.837025,70.1018,
22.29395,42.1726,98.15705,105.990325,39.1204,31.93795,52.886625,70.113975,
22.3492,42.189,98.201375,106.03605,39.261,31.96185,52.919625,70.132425,
22.372675,42.25075,98.2309,106.11115,39.2894,31.97895,52.940275,70.14655,
22.431075,42.283225,98.25605,106.163625,39.32705,31.9962,52.99705,70.18865,
22.4493,42.322125,98.257175,106.257525,39.390325,32.005,53.040475,70.275925,
22.470575,42.3525,98.27915,106.4106,39.4391,32.051475,53.06545,70.532475,
22.47975,42.373975,98.35985,106.590075,39.556575,32.112075,53.09,70.64785,
22.512625,42.462025,98.38695,106.633125,39.603225,32.151825,53.113625,70.747725,
22.554075,42.482675,98.410775,106.7395,39.632825,32.163,53.133825,70.79745,
22.57705,42.643125,98.495325,106.75735,39.69055,32.186025,53.150675,70.857975,
22.5985,42.6945,98.572475,106.83075,39.709225,32.21945,53.172575,71.22935,
22.616325,42.733825,98.613775,106.875,39.71955,32.264575,53.20605,71.2737,
22.6433,42.78795,98.68305,106.921575,39.7328,32.299375,53.24755,71.3163,
22.67865,42.824475,98.697625,107.135175,39.74975,32.304825,53.3059,71.472325,
22.68555,42.859375,98.71765,107.234025,39.776825,32.3243,53.334675,71.576275,
22.71375,42.881625,98.742325,107.2481,39.80365,32.342825,53.37125,71.623225,
