SPK_SPKC02a (exc),SPK_SPKC04a (no response),SPK_SPKC10b (no response)
72.588225,19.764675,71.928375
72.604925,19.775275,72.008325
72.8446,19.79235,72.02475
72.890225,19.802775,72.09225
72.8979,19.8121,72.13995
72.90615,19.82155,72.172425
72.91555,19.83135,72.18195
72.924925,19.84365,72.190825
72.934875,19.8562,72.2375
73.21185,19.8746,72.277375
73.232725,19.89065,72.31
73.240575,19.920025,72.411
73.2973,19.932,72.416025
73.32025,19.968525,72.435625
73.325025,20.02345,72.6195
73.33985,20.04375,72.884725
73.419375,20.069525,72.89015
73.4676,20.11035,72.971675
73.8994,20.152075,73.011525
73.92445,20.1753,73.2243
73.938,20.186125,73.232675
73.941475,20.200275,73.254675
73.961925,20.217325,73.28225
73.96765,20.234875,73.30805
73.98725,20.24665,73.3398
73.9914,20.2567,73.373425
74.0077,20.2687,73.399475
74.015025,20.281675,73.895225
74.053575,20.313525,73.899325
74.058375,20.331825,73.9156
74.077525,20.3524,73.920075
74.10255,20.372075,73.941425
74.150725,20.4081,73.987175
74.189425,20.43435,73.99135
74.20675,20.478625,74.1711
74.322775,20.529325,74.206675
74.42595,20.546825,74.265475
74.528225,20.559525,74.3227
75.25375,20.5681,74.4629
75.261475,20.577025,74.97195
75.294275,20.584025,75.253725
75.30615,20.590975,75.321975
75.35635,20.610025,75.3688
75.4081,20.61775,75.385575
75.431925,20.632975,75.499025
75.499075,20.6446,75.538625
75.545725,20.655975,75.553125
75.5929,20.671475,75.571175
75.8542,20.681475,75.8632
75.877125,20.694625,75.8965
75.902675,20.710125,75.9324
75.916625,20.7216,75.936225
75.93245,20.733275,75.956925
75.946225,20.74945,75.962475
75.976275,20.783025,76.052775
76.0528,20.849125,76.086025
76.09535,20.8942,76.107925
76.2805,20.913425,76.280475
76.303425,20.937075,76.30335
76.3416,20.955275,76.326925
76.40955,20.9853,76.522025
76.437775,21.012125,76.544
76.4663,21.03495,76.814925
76.5441,21.059875,76.84035
76.555325,21.102375,76.848925
76.571025,21.1238,76.8677
76.8023,21.14475,76.90585
76.8095,21.189225,76.9131
76.822875,21.22605,76.934975
76.844425,21.2546,77.150475
76.87465,21.280825,77.15965
76.9493,21.3005,77.16495
76.970675,21.31385,77.206075
77.14445,21.3333,77.221875
77.173075,21.35275,77.25935
77.178175,21.365325,77.27685
77.212125,21.418275,77.2867
77.2166,21.4291,77.670775
77.232475,21.441475,77.946925
77.2509,21.45545,77.973625
77.2594,21.47145,77.985825
77.2769,21.48335,78.182425
77.2867,21.4969,78.2862
77.5061,21.514,78.301875
77.512575,21.530525,78.48305
77.523475,21.5567,78.49455
77.5367,21.574925,78.613275
77.599275,21.617175,78.79715
77.712425,21.64145,78.85005
77.93785,21.667575,78.858575
78.166375,21.686125,78.869475
78.175825,21.70915,78.8848
78.202525,21.7355,79.1719
78.24165,21.75715,79.202175
78.3262,21.78225,79.25785
78.4173,21.792325,79.275775
78.44885,21.798875,79.524275
78.494575,21.80535,79.584975
78.522875,21.813575,79.595225
78.540125,21.842425,79.655675
78.55325,21.852525,79.717475
78.7421,21.860975,80.3573
78.806875,21.86865,80.5089
78.837125,21.8763,80.5355
78.850125,21.8837,80.55285
78.8695,21.893675,80.593925
78.884925,21.905725,80.631375
78.963575,21.92215,80.662725
79.014225,21.9565,80.7234
79.1284,21.971075,80.76495
79.164725,21.98025,80.777225
79.202225,22.005625,80.785775
79.210275,22.0244,81.029975
79.230125,22.04075,81.036725
79.244725,22.0562,81.046625
79.551325,22.07065,81.0612
79.56545,22.084825,81.085325
79.64975,22.1094,81.09115
79.68895,22.132225,81.09765
79.709275,22.1592,81.38845
79.71755,22.223175,81.395625
80.071875,22.25995,81.41835
80.16475,22.2869,81.46995
80.46355,22.320475,81.488875
80.4812,22.374775,81.521275
80.5173,22.38635,81.70435
80.5243,22.403075,81.726875
80.54045,22.4163,81.788775
80.548975,22.425325,82.081475
80.564875,22.437175,82.0908
80.57045,22.4437,82.09475
80.6244,22.4506,82.099
80.63145,22.45795,82.102925
80.650775,22.468175,82.116775
80.6628,22.479025,82.129975
81.015675,22.496025,82.2062
81.085325,22.515375,82.224975
81.097625,22.53195,82.235325
81.13815,22.562925,82.244075
81.15245,22.597625,82.401775
81.17555,22.6348,82.90195
81.3849,22.6863,82.918825
81.392475,22.70785,82.923175
81.395675,22.729425,82.932275
81.5213,22.76425,82.937975
81.65385,22.7715,82.978425
81.68195,22.7805,83.002225
81.691825,22.78855,83.0253
81.7186,22.798975,83.0336
82.0815,22.8138,83.0641
82.11685,22.826525,83.071675
82.130025,22.8382,83.17515
82.216525,22.851975,83.18615
82.235375,22.860125,83.23335
82.244125,22.8783,83.56845
82.75025,22.902975,83.6194
82.764225,22.926525,83.6264
82.768775,22.95565,83.806425
82.775175,22.992125,83.886275
82.78005,23.030075,83.89025
82.7893,23.075275,83.909675
82.811175,23.099575,83.926225
82.816775,23.126525,84.3121
82.87585,23.160275,84.315475
82.88625,23.187925,84.319225
82.918875,23.20255,84.33655
82.92845,23.2133,84.37385
82.942025,23.2214,84.421275
82.9462,23.230775,84.435325
83.0089,23.241375,84.451575
83.1862,23.25075,84.4611
83.249675,23.2626,84.4908
83.27055,23.268875,84.507975
83.58525,23.279775,84.63275
83.61945,23.29225,84.733825
83.66225,23.302525,84.988475
83.678975,23.3109,84.99575
83.793825,23.325375,84.99935
83.814525,23.3361,85.005875
83.825075,23.3802,85.031525
83.86765,23.39455,85.04805
83.877725,23.409025,85.0831
83.95925,23.4184,85.175275
83.988675,23.437425,85.521925
84.0684,23.45545,85.53125
84.297375,23.464025,85.53445
84.319325,23.48465,85.575775
84.326825,23.5005,86.0383
84.373925,23.5136,86.06805
84.4062,23.53925,86.1082
84.415,23.5528,86.15945
84.421375,23.58655,86.557475
84.451625,23.602925,86.5614
84.552075,23.6229,86.57445
84.566225,23.6476,86.59915
84.614275,23.688475,86.6182
84.694925,23.743,86.62575
84.768525,23.7709,86.681225
84.80915,23.795475,86.691125
84.99945,23.81015,86.699125
85.0134,23.820575,86.76765
85.08315,23.859225,86.7842
85.112475,23.893775,86.87715
85.12205,23.90185,87.209125
85.161325,23.915275,87.232975
85.1753,23.926,87.24375
85.208175,23.933375,87.28315
85.21875,23.954075,87.326675
85.22955,23.97045,87.44325
85.2964,23.982525,87.4514
85.473175,23.995775,87.463275
85.508175,24.00665,87.49385
85.518775,24.0215,87.89585
85.522025,24.02945,87.927775
85.549225,24.03845,87.965475
85.5623,24.050525,87.974375
85.580025,24.06255,88.037125
85.590575,24.0727,88.21575
85.957875,24.088625,88.653275
86.03835,24.10155,88.672
86.0588,24.127925,88.687725
86.094725,24.1614,88.709375
86.132675,24.193475,88.73845
86.159525,24.236675,88.801225
86.534175,24.302275,88.81975
86.53935,24.316,88.905575
86.545575,24.3335,88.927125
86.55015,24.342225,88.934325
86.57045,24.34795,88.941325
86.5779,24.410925,89.0212
86.585725,24.44175,89.059025
86.64715,24.47285,89.066475
86.691225,24.484325,89.073325
86.767675,24.4926,89.09615
86.79925,24.5009,89.1334
86.824875,24.51155,89.169675
86.8468,24.523025,89.2001
87.126825,24.54985,89.212425
87.2486,24.56295,89.2198
87.25445,24.583075,89.2349
87.2589,24.6183,89.3085
87.2668,24.646725,89.334125
87.34735,24.67765,89.4198
87.3688,24.703,89.4525
87.406125,24.737125,89.51385
87.463375,24.75815,89.535175
87.474025,24.793,89.62365
87.50745,24.8099,89.7953
87.833825,24.833925,90.059625
87.8848,24.84705,90.06975
87.89595,24.856325,90.09365
87.94455,24.867175,90.098925
87.95365,24.883,90.197575
87.9745,24.8941,90.242875
87.988025,24.905825,90.265175
88.037175,24.923025,90.2849
88.0474,24.937775,90.5629
88.05835,24.9626,90.598325
88.0712,24.995375,90.603075
88.0815,25.036475,90.659175
88.138,25.084475,91.103825
88.21585,25.1115,91.2102
88.246125,25.131775,91.358775
88.27845,25.14535,91.42545
88.29435,25.175025,91.449375
88.358075,25.195975,91.4906
88.4473,25.212725,91.52275
88.60305,25.2252,91.531375
88.672075,25.2473,91.546575
88.693575,25.262275,91.555
88.702225,25.2758,91.61585
88.709425,25.287475,91.959075
88.753625,25.309,91.964175
88.76545,25.35055,91.970425
88.787075,25.4061,91.97665
88.80125,25.4535,91.989175
88.865225,25.47455,92.014275
88.88815,25.5126,92.0533
88.969425,25.58505,92.088325
88.9901,25.60675,92.177425
89.059075,25.62185,92.196825
89.102175,25.636175,92.202025
89.116925,25.652725,92.2082
89.178675,25.72335,92.222
89.212475,25.742125,92.340825
89.234975,25.760325,92.36175
89.37255,25.7981,92.39935
89.4275,25.809775,92.439325
89.48555,25.82575,92.4713
89.496725,25.84535,92.58485
89.5409,25.868075,92.63625
89.5542,25.885675,92.701075
89.691075,25.89625,92.706175
89.8062,25.914225,92.769625
89.822775,25.922775,92.9433
89.889125,25.9351,92.95015
90.032775,25.948975,92.9679
90.039325,25.960175,92.984075
90.09365,25.974875,93.06685
90.1113,25.983775,93.287625
90.159375,26.001775,93.301175
90.171775,26.017725,93.306075
90.182875,26.045725,93.3119
90.284925,26.06135,93.3186
90.53405,26.075075,93.348775
90.562975,26.0919,93.436475
90.5809,26.1206,93.709325
90.59295,26.16205,93.992575
90.62465,26.210425,93.99655
90.67995,26.256325,94.000925
90.779875,26.292475,94.0218
90.8731,26.31155,94.044875
91.05975,26.322725,94.063825
91.14555,26.334775,94.11275
91.210225,26.358975,94.141725
91.30835,26.404425,94.16075
91.31725,26.42555,94.2012
91.334,26.43655,94.327375
91.419525,26.460075,95.25035
91.44265,26.475075,95.2565
91.44945,26.484875,95.27545
91.560675,26.495325,95.280625
91.6159,26.5053,95.2909
91.645875,26.518925,95.3064
91.677375,26.538725,95.31285
91.95915,26.55465,95.33235
91.96425,26.5729,95.344325
91.97675,26.590475,95.559975
91.984625,26.611225,95.56515
91.99925,26.628425,95.575375
92.009325,26.652425,95.58
92.029975,26.685075,95.6234
92.07905,26.709775,95.633425
92.1415,26.738625,95.639725
92.16035,26.756375,95.854075
92.166275,26.775925,95.907275
92.17245,26.79625,95.91365
92.1775,26.82895,95.965175
92.19,26.866575,95.977325
92.3409,26.889375,95.98265
92.380025,26.9036,96.036075
92.412225,26.923025,96.056
92.481,26.938975,96.3704
92.508425,26.955675,96.398125
92.5454,26.9822,96.40285
92.591025,26.9964,96.41675
92.62145,27.0245,96.4239
92.68325,27.03605,96.862075
92.706275,27.04915,96.92465
92.840025,27.062575,96.9381
92.858075,27.08095,96.97455
92.89575,27.097375,97.4088
92.9502,27.10955,97.4151
92.974725,27.124075,97.43085
93.20645,27.139725,97.44385
93.24365,27.16685,97.5291
93.275025,27.213625,97.539425
93.297325,27.22415,97.57465
93.311925,27.236525,97.650025
93.318675,27.247625,98.3204
93.33105,27.257175,98.35015
93.388875,27.271125,98.36545
93.436575,27.283025,98.3709
93.5721,27.291125,98.42915
93.584975,27.301925,98.4774
93.67,27.326625,98.48455
93.709425,27.340025,98.5001
93.810775,27.348875,98.586975
93.86685,27.358375,98.8812
93.942525,27.370425,98.927925
93.9638,27.38205,98.94125
93.97345,27.39505,99.020325
93.979625,27.40505,99.03655
93.9966,27.41235,99.23375
94.00105,27.4257,99.251925
94.05595,27.43605,99.50445
94.1033,27.446475,99.590025
94.11285,27.491325,99.665125
94.177925,27.513075,99.6907
94.2013,27.54205,99.731525
94.282475,27.60755,99.745625
94.295375,27.646525,99.7629
94.327475,27.687575,99.819275
94.539175,27.727,99.8644
94.6505,27.740125,99.99355
94.67365,27.75785,100.292325
94.72315,27.771625,100.30935
94.86085,27.782775,100.3613
95.1451,27.796725,100.3719
95.20475,27.817625,100.40455
95.23215,27.835525,100.477525
95.2995,27.852325,100.48185
95.31295,27.87885,100.491475
95.332425,27.89445,100.597925
95.5431,27.910375,100.6332
95.550075,27.930125,100.672375
95.55455,27.966425,100.755025
95.560075,28.0345,100.7629
95.623475,28.0857,100.777475
95.717825,28.12365,100.788325
95.844225,28.1551,100.918475
95.871275,28.197275,100.94985
95.91375,28.261025,100.99795
95.9364,28.296275,101.1201
95.9549,28.3262,101.173675
95.96525,28.36985,101.3138
95.969875,28.42795,101.472175
95.9915,28.446175,101.56055
96.03615,28.482275,101.575825
96.125275,28.5131,101.608625
96.311575,28.520375,101.666725
96.355175,28.52715,101.6922
96.3623,28.5407,102.004875
96.37045,28.544225,102.02365
96.3816,28.548025,102.066925
96.385225,28.5828,102.105225
96.4168,28.622825,102.143825
96.4458,28.646725,102.178825
96.4733,28.66995,102.256675
96.791325,28.687825,102.476325
96.835925,28.710725,102.519125
96.8809,28.745675,102.587925
97.227675,28.797825,102.64395
97.371275,28.87875,102.6537
97.389225,28.9269,102.7432
97.423025,28.971725,102.782525
97.430875,28.9802,102.8003
97.4391,28.98575,102.89045
97.4439,28.991275,102.9243
97.46635,28.99645,102.960025
97.50885,29.0019,103.33
97.539475,29.01085,103.336125
97.60855,29.017175,103.350625
97.720675,29.028625,103.385075
97.7556,29.037575,103.39495
98.085475,29.072975,103.4227
98.2974,29.098225,103.450225
98.3601,29.12465,103.486125
98.417575,29.1516,103.530075
98.44275,29.1849,103.553075
98.564175,29.215225,103.67895
98.576625,29.2567,103.807725
98.587075,29.354675,103.8374
98.672125,29.39795,103.888425
98.854225,29.42925,103.90015
98.887025,29.4671,103.93035
98.9466,29.488825,104.011575
98.969225,29.5377,104.239375
99.02745,29.55395,104.562775
99.1125,29.576925,104.76595
99.201475,29.61565,104.789575
99.233875,29.692575,104.7964
99.434325,29.7626,104.807975
99.504525,29.8265,104.8275
99.5141,29.873475,104.84535
99.605425,29.9211,104.91845
99.66515,29.95065,104.92475
99.674875,29.974825,105.03585
99.69075,30.00815,105.105625
99.70195,30.026775,105.144175
99.7316,30.04625,105.167225
99.786525,30.067825,105.432175
100.05925,30.0774,105.4474
100.321675,30.0923,105.5049
100.3403,30.106075,105.521775
100.381925,30.1268,105.5624
100.39495,30.14765,105.588925
100.41675,30.1705,105.60095
100.445975,30.195425,105.6129
100.518925,30.20605,105.622375
100.58055,30.21635,105.6384
100.61695,30.23445,105.655425
100.65795,30.243525,105.6947
100.702525,30.270575,105.716
100.7248,30.290275,105.7356
101.060525,30.30395,105.8152
101.08485,30.3385,105.826125
101.1143,30.371375,105.859975
101.1737,30.40655,105.8845
101.411975,30.54095,105.917575
101.46145,30.55955,105.9229
101.498075,30.573525,105.93595
101.510975,30.622875,105.94775
101.5714,30.651,105.9638
101.68145,30.670025,105.987675
101.96965,30.687775,106.01475
102.03725,30.703625,106.022025
102.1748,30.71725,106.027475
102.274475,30.733875,106.043475
102.424275,30.769625,106.07855
102.44225,30.794,106.133675
102.4503,30.81105,106.213425
102.696775,30.847275,106.238125
102.9109,30.874725,106.30955
102.924375,30.896625,106.31995
103.323875,30.91985,106.524875
103.395025,30.93805,106.756025
103.575875,31.012125,106.827975
103.5906,31.075775,106.833475
103.685075,31.14335,106.85455
103.8078,31.1723,106.907225
103.8884,31.213925,106.92625
103.90025,31.242275,106.933775
104.06295,31.270875,107.015675
104.60675,31.29735,107.13695
104.657175,31.320325,107.144775
104.6679,31.40125,107.562125
104.681475,31.429925,107.588975
104.7169,31.443075,107.669025
104.73445,31.45605,107.677375
104.766025,31.47165,107.68745
104.8454,31.494175,107.727575
104.8564,31.526625,107.7703
104.87565,31.570375,107.7769
104.9503,31.58995,107.807575
104.967425,31.616225,107.8461
104.981525,31.632925,107.87885
105.007425,31.64575,107.920175
105.420925,31.658975,107.94725
105.432275,31.6747,107.95545
105.51025,31.6877,107.97
105.5275,31.6984,107.9783
105.557375,31.71015,108.0118
105.613,31.7186,108.0177
105.6628,31.7369,108.07545
105.670125,31.7503,108.083425
105.67445,31.763525,108.136575
105.681,31.78105,108.154725
105.69015,31.79695,108.18435
105.7008,31.81665,108.20805
105.845425,31.844425,108.233575
105.86625,31.86375,108.3253
105.88455,31.932425,108.485225
105.899525,32.0029,108.5039
105.908475,32.0427,108.565375
105.92295,32.090225,108.65645
105.95345,32.109275,109.071025
105.963875,32.156075,109.0761
105.97685,32.17765,109.20285
106.2185,32.199275,109.283075
106.329775,32.269475,109.388925
106.50095,32.318275,109.39405
106.744275,32.355275,109.413625
106.7561,32.3736,109.5976
106.78065,32.40755,109.87775
106.7856,32.43395,110.084625
106.79305,32.45665,110.101175
106.807625,32.478,110.122875
106.833525,32.496,110.12935
106.870725,32.517675,110.13725
106.933825,32.533225,110.19375
106.9528,32.554075,110.271475
106.96635,32.56565,110.2769
107.0638,32.5872,110.28375
107.074325,32.60575,110.298525
107.13035,32.64885,110.428425
107.1522,32.6746,110.485775
107.17715,32.73965,110.50465
107.223475,32.80765,110.5254
107.61745,32.832975,110.579275
107.65175,32.893625,110.971375
107.753475,32.940025,111.32695
107.8286,32.97505,112.52515
107.878925,33.007,112.535975
108.04695,33.024675,112.53905
108.075475,33.040925,112.542475
108.173175,33.053225,112.54745
108.189825,33.069975,112.56685
108.2336,33.093675,112.598825
108.24785,33.121,112.602925
108.373625,33.13395,112.649925
108.434725,33.145725,112.736675
108.499225,33.158825,112.795575
108.5159,33.185975,112.8606
108.5443,33.193825,113.2114
108.593975,33.2018,113.2324
108.704925,33.210175,113.254475
108.71485,33.2308,113.26185
109.003625,33.24985,113.26705
109.020675,33.2635,113.308275
109.042775,33.300725,113.35545
109.048225,33.31205,113.3802
109.053725,33.32485,113.450625
109.076125,33.34305,113.460975
109.1527,33.352925,113.487275
109.1713,33.3753,113.4997
109.2117,33.38885,113.55485
109.22605,33.400475,113.638925
109.30255,33.413675,114.4837
109.382975,33.43695,114.733575
109.408625,33.4458,114.739925
109.471325,33.454475,114.765525
109.51595,33.4663,114.81115
109.61895,33.4911,114.907775
109.802475,33.510175,114.9158
109.811,33.524625,114.940475
110.037025,33.55385,115.242225
110.122925,33.56505,115.252
110.147275,33.588675,115.2563
110.245,33.618975,115.29795
110.276975,33.6335,115.30695
110.298575,33.6476,115.3221
110.439475,33.6605,115.344275
110.4695,33.67285,115.3544
110.495875,33.6854,115.360675
110.51385,33.697175,115.372425
110.5255,33.70785,115.534925
110.699,33.746375,115.6351
110.790425,33.777225,115.69115
110.847375,33.794975,115.717175
110.883975,33.8133,115.7943
110.91355,33.82325,115.80895
111.13775,33.837575,115.891375
111.157425,33.8517,116.419025
111.314625,33.862875,116.9212
111.327,33.8743,116.930425
111.337025,33.876725,116.9499
111.56995,33.8892,116.963575
111.664525,33.902175,117.06725
112.172075,33.912975,117.109725
112.249525,33.93065,117.120175
112.536,33.960575,117.12675
112.5391,33.998425,117.1745
112.562075,34.005775,117.252875
112.5669,34.035275,117.2614
112.57045,34.0676,117.27885
112.60295,34.074075,117.327825
112.607825,34.090675,117.3528
112.63925,34.10425,117.4444
112.646525,34.116175,117.4511
112.6536,34.13595,117.503175
112.74395,34.14935,117.58025
112.77905,34.16265,117.659025
112.92705,34.182425,117.663925
113.0168,34.199,117.6686
113.1218,34.2085,117.689575
113.154475,34.2186,117.70435
113.160525,34.2698,117.73235
113.172975,34.283725,117.937225
113.179825,34.296275,117.959375
113.181825,34.312475,117.9919
113.21145,34.325875,118.08225
113.2619,34.34425,118.144025
113.2838,34.3575,118.174275
113.31715,34.36765,118.217975
113.36825,34.387375,118.255025
113.380275,34.40705,118.267725
113.39875,34.448275,118.273875
113.518725,34.46485,118.372325
113.533625,34.47505,118.411075
113.58885,34.496575,118.45725
113.625825,34.50845,118.4633
113.7317,34.5341,118.480825
113.754075,34.541925,118.520225
113.83965,34.550125,118.5567
113.861925,34.556625,118.57045
113.9287,34.564675,118.59895
114.1649,34.618375,118.6419
114.18275,34.629325,118.655175
114.22235,34.64245,118.68545
114.2659,34.674375,118.694975
114.280225,34.703825,118.7799
114.298275,34.71495,118.959675
114.3104,34.725,119.168425
114.388725,34.7334,119.20595
114.40305,34.742425,119.223725
114.418975,34.7554,119.3205
114.464375,34.7743,119.5477
114.5152,34.795575,119.568775
114.6607,34.81395,119.5723
114.7174,34.828525,119.576975
114.777775,34.844075,119.584575
114.8058,34.866025,119.6258
114.8169,34.887325,119.67705
114.907825,34.90975,119.72985
114.94055,34.926875,119.767225
115.20345,34.93935,119.89
115.233375,34.9509,119.903975
115.28645,34.959825,120.0705
115.3222,34.970825,120.0922
115.372475,34.99855,120.109225
115.4166,35.01675,120.1176
115.45905,35.040925,120.75565
115.496625,35.074725,120.7609
115.501175,35.0901,120.791575
115.635175,35.113825,120.84415
115.748,35.12965,120.858075
115.759125,35.1526,120.94415
115.809025,35.1946,121.022525
115.840075,35.240425,121.031025
116.409175,35.287775,121.3185
116.47385,35.30825,121.334175
116.850275,35.331375,121.383625
116.899025,35.405925,121.533975
116.915775,35.457925,121.6031
116.926725,35.484625,121.6096
116.968675,35.508125,121.623025
116.973125,35.521975,121.6423
117.001425,35.53745,121.672125
117.023975,35.5538,121.690025
117.05075,35.594425,121.762125
117.058525,35.621075,121.776825
117.071075,35.634975,121.799125
117.085725,35.65455,121.9143
117.09985,35.682,122.009175
117.109775,35.71285,122.0796
117.204475,35.7245,122.125
117.261425,35.740275,122.271825
117.266675,35.76965,122.287
117.338625,35.787925,122.304725
117.35875,35.81155,122.382275
117.44445,35.834125,122.744175
117.550325,35.850125,122.750175
117.6209,35.8654,122.76975
117.6896,35.894,122.8111
117.8785,35.92855,122.817475
117.88615,35.949675,122.8351
117.9013,36.00015,122.867625
118.0111,36.076775,122.906325
118.0347,36.123475,122.957525
118.0391,36.161375,122.97865
118.104175,36.18145,123.060425
118.144125,36.1893,123.125025
118.24835,36.1957,123.7349
118.2929,36.200475,123.770675
118.343325,36.20715,123.826725
118.35635,36.21305,123.873475
118.457325,36.220125,123.896175
118.46335,36.227725,123.91565
118.64195,36.2473,123.95075
118.70155,36.270575,123.979925
118.83725,36.2811,124.023525
118.84225,36.290875,124.05605
119.008675,36.306125,124.400375
119.040275,36.31675,124.65755
119.161025,36.339175,124.668925
119.277425,36.3579,124.7199
119.530675,36.379825,124.868125
119.55145,36.4004,124.88325
119.57705,36.430425,124.8882
119.58465,36.463725,124.94255
119.6612,36.4898,125.18475
119.76735,36.52295,125.338175
119.807075,36.541275,125.3662
119.97115,36.57075,125.3828
120.03375,36.601925,125.3922
120.435525,36.64835,125.470525
120.58435,36.6672,125.49615
120.7475,36.7014,125.534625
120.76795,36.745225,125.549225
120.807375,36.793975,125.553575
120.8117,36.8067,125.629925
120.837525,36.821175,125.779775
120.9242,36.832275,125.8856
121.0924,36.8558,126.05385
121.334225,36.918425,126.081375
121.358025,36.98085,126.29055
121.368425,37.008575,126.293375
121.423825,37.0502,126.358025
121.47895,37.080875,126.438975
121.495975,37.104175,126.6404
121.555275,37.127575,126.828475
121.70725,37.147025,126.88165
121.7825,37.16175,126.905875
121.8044,37.191825,126.92435
121.88205,37.209375,126.9743
122.176,37.23205,127.01295
122.3327,37.26675,127.1875
122.506725,37.303825,127.27245
122.709875,37.33815,127.286925
122.718275,37.3682,127.300175
122.730375,37.3996,127.39715
122.750275,37.4215,127.4047
122.769825,37.43815,127.414925
122.804125,37.459625,127.436925
122.867675,37.481,127.472925
122.928,37.49985,127.499475
123.02215,37.54705,127.859675
123.033175,37.571725,127.9565
123.105275,37.60285,127.975775
123.129225,37.641975,128.048875
123.172075,37.665725,128.6761
123.222125,37.696175,128.68275
123.261275,37.715125,129.2522
123.292625,37.744125,129.3895
123.66145,37.784975,129.429
123.67535,37.799825,129.43755
123.72575,37.825625,129.7805
123.735025,37.8494,129.812025
123.748875,37.86475,129.867325
123.90525,37.8778,129.96205
123.960975,37.92865,130.4564
124.004025,37.957325,130.476175
124.033025,37.98215,130.488325
124.1069,38.0005,130.50245
124.1222,38.022775,130.510575
124.15005,38.03615,130.573875
124.19865,38.08305,130.620075
124.321675,38.110575,130.626075
124.36615,38.16745,130.7125
124.620825,38.233575,130.7476
124.640525,38.2993,130.843975
124.657575,38.331475,130.8555
124.86815,38.363275,130.882575
124.877175,38.423225,130.8958
124.8833,38.47375,131.2104
124.88825,38.50745,131.415925
124.923725,38.52865,131.445525
125.096025,38.545925,131.449925
125.179125,38.567925,131.4966
125.1922,38.601,131.602825
125.219525,38.621575,131.8362
125.30515,38.652925,131.84175
125.312125,38.68945,131.846225
125.371475,38.69955,131.872975
125.462025,38.712675,131.900825
125.496225,38.722975,131.914675
125.604,38.731925,131.94235
125.7338,38.739,131.954975
125.9257,38.748925,131.973275
125.975225,38.77575,132.229625
126.2542,38.81355,132.6741
126.263525,38.821725,132.703075
126.28085,38.838275,132.80835
126.31565,38.910175,132.8413
126.323575,38.968325,132.8676
126.504775,39.0194,132.892975
126.511575,39.063325,132.90125
126.7978,39.0797,132.912
126.8043,39.1004,132.918025
126.918225,39.116325,133.238
126.9405,39.127275,133.246475
126.988675,39.1353,133.264
127.01305,39.1428,133.30745
127.038725,39.15795,133.31965
127.081375,39.1693,133.988025
127.36275,39.195275,134.4824
127.3972,39.246125,135.052575
127.44735,39.2791,135.125075
127.494525,39.3179,135.17385
127.518675,39.34325,136.01555
127.528825,39.36675,136.0407
127.588675,39.387125,136.052475
127.738175,39.411125,136.08195
127.809925,39.459675,136.0884
127.828625,39.477425,136.09985
127.918575,39.534175,136.17065
127.941225,39.58615,136.1899
128.099675,39.6593,136.194475
128.110375,39.686975,136.246825
128.3381,39.729925,136.281825
128.38935,39.8599,136.295625
128.49115,39.883675,136.3371
128.600675,39.9046,136.423925
128.610875,39.933775,136.44975
128.668125,39.955475,136.460675
128.868975,40.008025,136.51495
128.880675,40.0212,136.538725
128.9233,40.04415,136.543625
128.947775,40.0666,136.605025
129.19345,40.081625,136.611625
129.2523,40.093225,136.63415
129.264325,40.10785,136.645675
129.341975,40.1233,136.682625
129.3644,40.13465,136.693175
129.4186,40.148625,136.783075
129.46975,40.1688,136.8074
129.4985,40.1901,136.8418
129.692525,40.206175,136.8567
129.72875,40.2231,136.993475
129.801025,40.263125,137.0142
130.144625,40.2911,137.051425
130.4368,40.338575,137.068475
130.54485,40.38385,137.13465
130.61495,40.46455,137.14345
130.808925,40.5208,137.4748
130.839575,40.551475,137.8316
130.844025,40.579025,137.845225
130.8959,40.58885,137.851
131.027075,40.598875,137.85615
131.08605,40.60795,137.884675
131.128575,40.61435,137.896375
131.170325,40.632,137.900225
131.20285,40.64495,137.9132
131.2817,40.66845,137.923375
131.294325,40.678325,137.983975
131.34465,40.712875,138.0615
131.5351,40.733875,138.097025
131.6216,40.756625,138.380575
131.638225,40.817825,138.3828
131.836225,40.91465,138.397325
131.8499,40.952975,138.4414
131.85785,40.9808,138.454125
131.8759,40.993725,138.474625
131.9091,41.002725,138.494975
131.955,41.010425,139.135175
131.9618,41.0206,139.196725
132.1694,41.03325,139.26255
132.42915,41.045375,139.27205
132.47635,41.059175,139.5478
132.6133,41.0694,139.602175
132.6259,41.083975,139.608925
132.62915,41.094375,139.63995
132.71895,41.1089,139.6494
132.7604,41.129025,139.665125
132.7987,41.1504,139.696725
132.8196,41.204825,139.7154
132.96015,41.2589,139.774825
133.142975,41.323275,139.781975
133.193225,41.385175,139.8189
133.216375,41.42715,139.854575
133.2381,41.48175,139.960275
133.4842,41.5264,139.96785
133.8346,41.5436,139.9807
133.865625,41.5526,139.9835
133.976025,41.561675,139.9951
134.0352,41.581525,140.126825
134.0573,41.6066,140.177925
134.3613,41.616475,140.3043
134.37655,41.634875,140.360675
134.3895,41.64975,140.38975
134.393925,41.66575,140.39525
134.3998,41.67885,140.4506
134.461975,41.692225,140.461625
134.48245,41.7226,140.552275
134.491825,41.73845,140.598025
134.52,41.759225,140.77635
134.80185,41.78495,140.789225
134.9859,41.8043,140.8807
135.0399,41.8174,140.9711
135.06115,41.8411,141.001125
135.088525,41.8722,141.080725
135.096675,41.89555,141.086975
135.119775,41.9318,141.120525
