SPK_SPKC02a (exc),SPK_SPKC04a (no response),SPK_SPKC10b (no response)
135.147825,42.0102,141.136625
135.639775,42.0617,141.15725
135.8052,42.157175,141.3165
135.8329,42.189125,141.828125
136.0088,42.20235,141.83145
136.058,42.2103,141.8451
136.063125,42.216775,141.85425
136.068925,42.2231,141.885275
136.076525,42.2285,141.907375
136.099925,42.2348,141.92285
136.170675,42.239325,141.94045
136.190025,42.245175,142.01925
136.225925,42.25065,142.026025
136.307175,42.258975,142.066575
136.39115,42.265525,142.075525
136.4498,42.272325,142.114625
136.563775,42.3075,142.149725
136.5735,42.32795,142.156825
136.71085,42.359575,142.269325
136.820075,42.383375,142.539025
136.9487,42.4416,142.557975
136.958325,42.50275,142.7073
137.006575,42.536375,143.130025
137.05155,42.57975,143.593875
137.06175,42.63015,143.6303
137.111175,42.687775,143.761
137.154275,42.741575,143.905475
137.441725,42.813925,143.9594
137.448975,42.8297,144.085125
137.467625,42.838675,144.132225
137.502025,42.848425,144.139725
137.66725,42.8718,144.143525
137.691225,42.889525,144.1508
137.851025,42.912775,144.209125
137.871625,42.9277,144.42025
137.93265,42.9395,144.493775
137.9893,42.955525,144.50985
138.135025,42.969175,144.7154
138.309525,42.98365,144.7243
138.359975,42.9959,144.732925
138.37565,43.01185,144.760075
138.3782,43.025425,144.777025
138.4097,43.036125,144.795475
138.4493,43.047675,144.84775
138.494975,43.063425,144.870625
138.552775,43.08105,145.209
138.576625,43.11695,145.2127
138.59925,43.134975,145.4069
138.638525,43.153025,145.438675
138.655325,43.17485,145.538875
138.983625,43.193825,145.596075
139.031025,43.210375,145.906225
139.122275,43.273025,146.1778
139.156425,43.305725,146.281125
139.16525,43.339375,146.3168
139.175,43.354975,146.34845
139.297075,43.3646,146.379425
139.321725,43.3837,146.40775
139.529075,43.40535,146.445475
139.56975,43.418425,146.483025
139.644825,43.429,146.502675
139.66375,43.458975,146.551275
139.6798,43.49655,146.78335
139.724675,43.51585,146.816625
139.76745,43.55235,146.83305
139.789925,43.609975,146.839725
139.809775,43.661825,146.89275
139.8842,43.6958,146.902975
139.951025,43.7141,147.021325
139.96035,43.72875,147.0885
139.972975,43.7423,147.15765
139.9879,43.7515,147.178675
140.04245,43.759675,147.18625
140.087275,43.76905,147.2024
140.0989,43.790075,147.21425
140.10335,43.814125,147.222325
140.1515,43.824125,147.25125
140.17085,43.831425,147.31135
140.177975,43.832425,147.37435
140.223025,43.843825,147.407375
140.313225,43.855575,147.4836
140.38585,43.865125,147.7236
140.46175,43.87745,147.73455
140.77645,43.88615,147.7403
140.786325,43.90255,147.7516
140.78925,43.917675,147.788225
140.82685,43.926175,147.80295
140.8381,43.937825,147.8175
140.97115,43.96255,147.831575
141.316575,44.0016,147.8723
141.353775,44.045775,148.039875
141.368475,44.06775,148.0603
141.379975,44.13105,148.129375
141.46715,44.203475,148.1928
141.916825,44.282725,148.2769
141.94715,44.31325,148.34645
141.9798,44.35465,148.362075
142.007625,44.3758,148.3703
142.035475,44.41235,148.3969
142.07555,44.4374,148.614225
142.08225,44.466525,148.6983
142.229725,44.4979,148.788175
142.28575,44.51705,149.0582
142.5265,44.53445,149.3674
142.5421,44.550875,149.403125
142.545825,44.56615,149.477775
142.63975,44.579825,149.488225
142.6488,44.5864,149.69215
142.703375,44.589525,149.719025
142.87535,44.596475,150.5353
143.0813,44.60595,150.9252
143.157225,44.614975,150.956925
143.3468,44.652225,150.995625
143.350225,44.668775,151.00485
143.52555,44.681075,151.026775
143.57765,44.6952,151.034575
143.6012,44.7202,151.048725
143.6805,44.739225,151.107875
143.786525,44.7542,151.14975
143.79855,44.78535,151.168125
143.8297,44.822725,151.2773
143.859875,44.865225,151.39965
144.056675,44.9194,151.422375
144.114925,44.9563,151.5074
144.146875,44.9774,151.516
144.163075,45.0014,151.544175
144.187825,45.021425,151.565
144.21405,45.03265,151.6056
144.26885,45.04355,151.878625
144.325025,45.05295,151.9046
144.34285,45.086775,151.908475
144.382525,45.111125,151.93125
144.50075,45.12765,151.938075
144.62025,45.1408,151.943075
144.655775,45.14775,151.95165
144.708125,45.201475,151.96705
144.754575,45.22215,152.3311
144.87075,45.245425,152.355025
145.1855,45.2572,152.8533
145.224125,45.27895,152.8746
145.28035,45.3035,152.886
145.286475,45.324325,152.892725
145.363475,45.339675,152.9003
145.396725,45.384775,152.974625
145.474425,45.4137,152.987875
145.7356,45.4245,153.01295
145.77475,45.433825,153.018775
145.827425,45.445,153.033025
145.917475,45.453175,153.1559
145.9326,45.464375,153.2616
145.9858,45.466625,153.2792
146.17785,45.517425,153.3024
146.19065,45.548125,153.376675
146.218625,45.572525,153.41195
146.268575,45.632125,153.966425
146.38615,45.656975,153.9859
146.537975,45.676025,153.997025
146.723675,45.721225,154.0272
146.806725,45.770975,154.057225
146.85455,45.794875,154.0768
147.06465,45.811125,154.11195
147.0959,45.829675,154.544375
147.178675,45.842825,154.670225
147.202475,45.85585,154.7266
147.399825,45.8655,154.742875
147.670675,45.879475,154.75035
147.74035,45.895,154.770425
147.746175,45.907225,155.314675
147.78205,45.92675,155.341525
147.8503,45.93935,155.371325
147.996375,45.955575,155.3803
148.0285,45.984,155.392375
148.03355,45.9953,155.5871
148.03995,46.005575,155.671
148.0549,46.033275,155.71675
148.2952,46.0435,155.8733
148.30765,46.0579,155.986225
148.3389,46.0697,156.010325
148.4713,46.109375,156.5016
148.875075,46.13395,156.53045
148.970625,46.150325,156.5399
148.98905,46.162525,156.573375
148.99645,46.1772,156.639175
149.050075,46.2634,157.44755
149.1054,46.28145,157.454625
149.195725,46.297575,157.459575
149.2617,46.307925,157.465025
149.29785,46.3261,157.46865
149.391525,46.338175,157.487725
149.4132,46.350175,157.5517
149.418725,46.355475,157.675275
149.604375,46.37405,157.7509
149.630675,46.413575,157.762275
149.63935,46.427075,157.777125
149.7036,46.439,157.836025
149.719075,46.4452,157.843725
150.08855,46.454625,157.849425
150.140925,46.468125,157.87865
150.407775,46.477625,157.89015
150.430125,46.49125,157.9098
150.5354,46.50915,157.923725
150.932075,46.526,157.93045
150.9521,46.53575,157.949825
150.963,46.5484,157.95405
150.99565,46.558875,157.963925
151.0346,46.56745,158.016
151.074425,46.576225,158.06645
151.08645,46.59205,158.077575
151.1192,46.60445,158.167075
151.293425,46.61825,158.526275
151.31055,46.62755,158.55455
151.338125,46.63795,158.567525
151.3635,46.652775,158.5844
151.370475,46.670275,158.60195
151.3807,46.6883,158.6114
151.531175,46.696975,158.636575
151.83975,46.6993,158.6763
151.855225,46.710075,158.711475
151.866275,46.71815,159.011925
151.878725,46.730075,159.082675
151.883225,46.74125,159.197575
151.88615,46.749025,160.201425
151.891325,46.75545,160.22495
152.1499,46.764275,160.234175
152.2031,46.773,160.274975
152.317875,46.781725,160.338175
152.379825,46.792425,160.359325
152.401225,46.812275,160.47285
152.49965,46.82085,160.583575
152.51075,46.832075,160.667325
152.55035,46.854525,160.719625
152.575075,46.865325,160.738775
152.788,46.87495,160.810525
152.79575,46.8894,160.9201
152.819225,46.904325,160.93075
152.88605,46.932525,161.2036
153.015825,46.943375,161.215075
153.162275,46.957625,161.23675
153.2738,46.969225,161.2657
153.4605,46.9833,161.274425
153.61025,47.012275,161.2784
153.657475,47.038225,161.28425
153.802125,47.075425,161.2916
153.9079,47.10855,161.31965
153.9307,47.1915,161.3399
153.9505,47.215725,161.367875
154.01105,47.232075,161.40115
154.044575,47.24175,161.418875
154.048125,47.25695,161.5149
154.25835,47.273725,161.571325
154.3508,47.2903,161.57745
154.432275,47.3019,161.59355
154.442625,47.31375,161.61395
154.632075,47.331975,161.65785
154.6808,47.344825,161.672075
154.726675,47.353275,161.684525
154.8057,47.365575,161.6962
154.870825,47.378,161.703625
154.90045,47.3865,161.724475
154.911,47.394775,161.739625
154.945725,47.401775,161.746475
154.95065,47.41275,162.47195
155.10545,47.423025,162.4787
155.279575,47.43195,162.525175
155.28345,47.440825,163.3665
155.422075,47.452875,163.389675
155.432875,47.46205,163.445075
155.480825,47.47095,163.46015
155.536275,47.47905,163.825725
155.554275,47.48635,163.840475
155.659125,47.496025,164.096075
155.69055,47.50815,164.113225
155.91715,47.5209,164.13685
156.010425,47.55605,164.1664
156.11765,47.564,164.20665
156.17065,47.571,164.213725
156.238625,47.5838,164.22495
156.31,47.598975,164.25545
156.41405,47.606275,164.27415
156.476025,47.6201,164.304975
156.493075,47.636575,164.58455
156.501725,47.65975,164.601675
156.5157,47.67405,164.614775
156.534825,47.6926,164.618875
156.545325,47.75925,164.68695
156.564175,47.7717,164.70005
156.666375,47.78625,164.998775
156.698,47.80855,165.04935
156.7447,47.821425,165.074225
157.420075,47.830525,165.0802
157.45165,47.841125,165.104975
157.454725,47.8542,165.10875
157.4738,47.90695,165.1129
157.4878,47.99855,165.125975
157.509925,48.0349,165.132725
157.579875,48.05895,165.144525
157.5865,48.06835,165.153
157.831,48.0767,165.332225
157.8647,48.105925,165.33815
157.917275,48.13675,165.349175
157.9238,48.161975,165.3999
158.05625,48.184575,165.4605
158.24075,48.2695,165.465325
158.474325,48.294975,165.535525
158.551475,48.31445,165.6153
158.554625,48.36305,165.658725
158.58445,48.37965,165.74055
158.64785,48.406625,165.7834
158.661025,48.443025,165.804425
158.69955,48.486525,165.973775
158.802825,48.514025,165.9982
158.858025,48.572425,166.0393
158.9174,48.58635,166.0574
158.9409,48.59995,166.1193
159.066925,48.610375,166.1696
159.209625,48.6227,166.37265
159.41305,48.634825,166.3933
159.52805,48.6518,166.402925
159.6802,48.66365,166.4554
159.8216,48.679775,166.479425
159.832175,48.69385,166.530375
159.85495,48.71875,166.6358
159.8905,48.824075,166.7227
160.055275,48.855075,166.7854
160.0877,48.88025,166.85655
160.16355,48.899325,166.875375
160.184825,48.91515,167.128275
160.2149,48.93035,167.2288
160.2282,48.936025,167.2564
160.329675,48.94315,167.286475
160.338275,48.961825,167.361025
160.428225,48.972825,167.57665
160.45035,48.982625,167.58835
160.56395,48.990775,167.615275
160.654875,49.00585,167.74475
160.7443,49.02075,167.7755
160.94365,49.046825,167.78025
160.94955,49.093275,167.8848
161.022,49.1238,167.927125
161.23675,49.14085,167.9997
161.246325,49.15445,168.0229
161.3111,49.17045,168.272575
161.39465,49.18525,168.36445
161.418975,49.203225,168.4087
161.599825,49.2156,168.414575
161.67215,49.23625,168.513325
161.678375,49.25345,168.55725
161.8656,49.276625,168.644675
162.1486,49.29325,168.7394
162.19435,49.315925,168.76605
162.431975,49.33295,168.80545
162.442325,49.357375,168.884275
162.44945,49.38435,169.154325
162.468575,49.423475,169.15995
162.514125,49.48465,169.20245
162.632225,49.5461,169.206725
162.674775,49.5684,169.221375
162.6942,49.59565,169.265925
162.734775,49.603225,169.30835
162.747275,49.615825,169.352475
162.7884,49.626725,169.441
162.8803,49.64165,169.453225
162.907,49.653525,169.4642
163.333125,49.667675,169.586925
163.353975,49.677775,169.630625
163.3755,49.689575,169.68585
163.3898,49.70455,169.712975
163.41545,49.717,169.9274
163.42485,49.759575,170.04315
163.437975,49.792925,170.083725
163.45175,49.855175,170.098775
163.5282,49.900825,170.381125
163.642425,49.928875,170.58675
163.73395,49.949375,170.648025
163.756575,49.959725,170.707175
163.76885,49.9758,170.84455
163.788325,49.985425,170.8576
163.794425,49.998,170.881225
163.80065,50.0067,170.929775
163.860275,50.016,170.944375
164.02025,50.046725,171.16015
164.0723,50.09,171.175575
164.078775,50.11655,171.199775
164.08915,50.17345,171.2238
164.09175,50.1913,171.24645
164.10895,50.2049,171.2582
164.1219,50.215625,171.3324
164.12585,50.233125,171.437375
164.144725,50.24685,171.635225
164.150225,50.2568,171.640775
164.521025,50.274825,171.677425
164.560675,50.290925,171.706625
164.565775,50.312275,171.771125
164.572725,50.32505,171.893425
164.598825,50.34385,171.918475
164.6448,50.358175,171.93855
164.672125,50.3805,171.9766
164.712625,50.401,171.98715
164.7378,50.41725,172.045775
164.802525,50.4489,172.249325
164.819075,50.475775,172.253475
164.842325,50.500725,172.4579
165.012075,50.516825,172.493325
165.0411,50.55425,172.679625
165.0743,50.649575,172.68695
165.080225,50.70505,172.69555
165.08645,50.717,172.74065
165.092825,50.734575,172.9284
165.10885,50.7999,173.01555
165.1328,50.856425,173.0449
165.30435,50.907975,173.15095
165.309575,50.966975,173.230675
165.31785,51.0101,173.24175
165.352925,51.110675,173.267375
165.3721,51.202525,173.32375
165.392425,51.388375,173.396575
165.396425,51.45175,173.4059
165.418325,51.50605,173.419075
165.5231,51.525075,173.4444
165.535625,51.54625,173.4657
165.54195,51.56165,173.473025
165.6033,51.58875,173.4881
165.823425,51.60125,173.4934
165.933525,51.62615,173.543825
165.9523,51.65365,173.59645
166.0443,51.677275,173.70785
166.132375,51.695375,173.755875
166.332575,51.709125,173.7634
166.38335,51.720525,173.8139
166.389125,51.733775,173.993
166.41975,51.74325,174.0171
166.4294,51.755825,174.02375
166.524325,51.796925,174.04595
166.736575,51.809675,174.286175
166.754525,51.822275,174.31415
166.84065,51.8345,174.3178
166.893,51.9019,174.33095
167.1489,51.93085,174.34605
167.1602,51.97575,174.38095
167.173575,52.0456,174.48115
167.256475,52.080925,174.6433
167.309325,52.101,175.0779
167.3479,52.136825,175.101975
167.402675,52.1671,175.1405
167.5679,52.1964,175.247275
167.573025,52.221675,175.274675
167.633175,52.252125,175.289375
167.7378,52.2949,175.323675
167.76995,52.3272,175.333725
167.780275,52.38455,175.34315
167.829575,52.428775,175.347575
168.22585,52.4629,175.384325
168.272575,52.53085,175.46225
168.3875,52.594275,175.50765
168.40245,52.6207,175.780575
168.408775,52.637475,175.78925
168.529,52.6549,175.802275
168.530425,52.68035,175.84765
168.5739,52.73135,175.875975
168.658125,52.787375,176.057175
168.68805,52.87045,176.089425
168.90385,52.911925,176.126375
169.148875,52.927,176.137275
169.160025,52.940025,176.1411
169.17235,52.949325,176.15615
169.308425,52.9602,176.301675
169.33045,52.96895,176.322975
169.612775,52.9795,176.34035
169.81155,52.990575,176.407825
169.855775,53.02295,176.415375
169.911925,53.042925,176.45725
169.92745,53.064075,176.474225
169.9653,53.0985,176.489325
170.257625,53.1298,176.6212
170.27415,53.15295,176.686675
170.341125,53.196,176.731375
170.3679,53.2113,176.7731
170.48635,53.24155,176.840325
170.54125,53.27655,176.932675
170.568475,53.302925,176.994025
170.6048,53.319975,177.2058
170.609625,53.358275,177.240625
170.628075,53.377025,177.251225
170.719475,53.39315,177.277125
170.757275,53.418275,177.345425
170.78905,53.45565,177.349275
170.81765,53.47735,177.3584
170.87385,53.49235,177.4338
170.881275,53.505425,177.461925
170.887725,53.52975,177.46905
170.902225,53.56115,177.477425
170.955975,53.58645,177.525075
171.1163,53.6233,177.946
171.1273,53.651925,177.9604
171.133975,53.7104,178.22155
171.14,53.733875,178.43035
171.1506,53.754725,178.43975
171.2741,53.78775,178.4757
171.3374,53.80995,178.5169
171.37745,53.829625,178.5382
171.5384,53.848875,178.9534
171.630375,53.89235,179.2414
171.665175,53.9389,179.270825
171.71315,53.966725,179.287425
171.808325,53.99025,179.377025
171.894675,54.006275,179.422525
171.918575,54.025075,179.4386
171.923225,54.042125,179.54075
172.110875,54.06015,179.7704
172.245175,54.0704,179.775775
172.2847,54.078675,179.82645
172.339325,54.085625,180.28755
172.41145,54.09115,180.30245
172.4223,54.096525,180.326025
172.43405,54.1046,180.3414
172.452375,54.113025,180.7858
172.481025,54.123275,181.102275
172.563775,54.141325,181.143925
172.625625,54.15285,181.152925
172.6425,54.160325,181.6374
172.656125,54.168575,181.64195
172.665275,54.17955,181.66245
172.675875,54.19475,181.6668
172.911475,54.210425,181.69105
172.934975,54.229475,181.694175
172.945175,54.24255,181.716125
173.0156,54.30105,181.7634
173.1387,54.36855,182.492925
173.162875,54.401175,182.498575
173.20265,54.43305,182.50645
173.2088,54.45675,182.516675
173.2196,54.470975,182.528725
173.230725,54.4928,182.544925
173.253375,54.5132,183.065675
173.374825,54.52555,183.086825
173.396675,54.539575,183.0917
173.454725,54.56435,183.097325
173.480125,54.589575,183.10145
173.5439,54.6046,183.10635
173.6037,54.6223,183.156175
173.699675,54.634275,183.2139
173.763425,54.64565,183.320375
173.796875,54.6536,183.33465
173.8985,54.6666,183.676025
173.9323,54.68535,183.681025
174.01205,54.697425,183.72215
174.0353,54.711425,183.74845
174.140875,54.7299,183.767275
174.2622,54.784075,183.7846
174.286275,54.816625,183.834375
174.408725,54.8508,183.91535
174.44085,54.88275,184.159575
174.48655,54.901575,184.18335
174.758025,54.915875,184.188725
174.824,54.9296,184.22465
175.045725,54.94265,184.2383
175.077975,54.952,184.264425
175.111075,54.95895,184.274625
175.11925,54.963375,184.2836
175.126025,54.966275,184.33
175.14055,54.973475,184.60995
175.165525,54.980275,184.61885
175.171075,54.999275,184.6862
175.1846,55.00655,184.694825
175.20625,55.01595,184.705875
175.24735,55.036575,184.75265
175.34765,55.0494,184.77825
175.38435,55.061025,184.805875
175.4673,55.0711,184.814025
175.484225,55.082225,184.8329
175.60745,55.094525,184.883225
175.655375,55.10635,185.1676
175.75855,55.11655,185.17465
175.76535,55.128575,185.188175
175.80235,55.139475,185.21935
175.8863,55.151575,185.453925
175.90925,55.166575,185.45815
175.924075,55.182225,185.469275
175.9898,55.199875,185.50485
176.06095,55.214875,185.86425
176.194875,55.2264,185.89065
176.301775,55.2379,185.90275
176.474275,55.264525,185.91255
176.67675,55.275125,185.941425
176.70665,55.283125,185.984675
176.77315,55.290725,186.291325
176.7976,55.305425,186.30675
176.84925,55.314775,186.588475
176.89555,55.333175,186.61035
177.163275,55.3798,186.69115
177.231675,55.4086,186.730025
177.240675,55.464775,186.914975
177.251275,55.4912,186.930575
177.2772,55.5262,186.9544
177.677025,55.558975,186.965175
177.8827,55.581225,186.976275
177.937025,55.592675,186.994775
177.9683,55.59945,187.001675
178.08495,55.60645,187.0091
178.184725,55.6149,187.0195
178.190925,55.6216,187.1042
178.475725,55.6319,187.13205
178.937275,55.64115,187.14945
178.94135,55.654875,187.203925
178.960625,55.6665,187.241675
179.20645,55.678675,187.283525
179.3088,55.702375,187.315175
179.5408,55.727825,187.43845
179.584875,55.75545,187.4479
179.730175,55.781275,187.5128
179.7457,55.84815,187.56995
179.757775,55.913925,187.64255
179.796425,55.942725,187.946425
179.80935,55.9812,187.98835
179.835725,56.016275,188.005875
179.84755,56.06415,188.4847
180.2687,56.077025,188.492275
180.282075,56.0968,188.505475
180.4796,56.113825,188.527125
180.679225,56.12465,188.99975
180.702425,56.135575,189.00945
180.78585,56.1452,189.46325
180.8192,56.155825,189.478275
181.08435,56.1747,189.493475
181.0907,56.195525,189.5176
181.10975,56.24175,189.5316
181.118775,56.266475,189.778375
181.163525,56.286475,189.78905
181.52475,56.30285,189.810975
181.545475,56.31415,189.823025
181.609525,56.321475,189.89765
181.642025,56.3287,189.92625
181.645575,56.334225,190.06415
181.658775,56.34085,190.06955
181.7081,56.351175,190.091875
181.772325,56.3578,190.1068
181.827425,56.366725,190.120475
182.0148,56.37575,190.13195
182.074825,56.3894,190.20115
182.087825,56.40115,190.212225
182.099175,56.41065,190.239225
182.12575,56.419825,191.086525
182.425875,56.449475,191.101025
182.43295,56.470225,191.144025
182.440925,56.484575,191.16985
182.488675,56.4963,191.186475
182.498625,56.5139,191.254825
182.51155,56.532275,191.77795
182.516725,56.545175,192.2394
182.6698,56.5656,192.277825
182.735025,56.586725,192.320825
182.7522,56.61945,192.3884
182.771375,56.64,192.816725
183.06575,56.674575,192.8275
183.244775,56.716125,192.837825
183.345425,56.7388,192.84955
183.35405,56.7537,192.8764
183.470375,56.765225,192.898925
183.517075,56.78245,192.913
183.62145,56.81205,192.9838
183.642075,56.831425,193.0181
183.65495,56.8418,193.03065
183.658375,56.849075,193.07
183.66595,56.858425,193.110325
183.685475,56.87,193.53665
183.75435,56.8834,193.56065
183.885725,56.893075,193.569025
183.9154,56.9066,193.88175
183.930025,56.920075,193.8884
183.961175,56.932075,193.949775
183.984775,56.9644,193.963975
184.016325,56.998825,193.99735
184.07995,57.007025,194.0101
184.12495,57.0479,194.0652
184.133325,57.09055,194.16785
184.17165,57.120975,194.430175
184.2304,57.137325,194.44635
184.243925,57.158125,194.458875
184.26445,57.173775,194.50115
184.35215,57.18735,194.53675
184.471725,57.200875,194.63115
184.533075,57.211575,195.073275
184.588325,57.22025,195.080075
184.59185,57.231325,195.165775
184.618875,57.23865,195.2916
184.641575,57.246775,195.318325
184.64835,57.269475,195.3298
184.69485,57.279575,195.33705
184.722025,57.32885,195.361075
184.74085,57.343025,195.716525
184.75275,57.3619,195.8822
184.7715,57.39275,195.88715
184.778325,57.4385,195.8926
184.814075,57.463175,195.91295
184.82345,57.507475,195.919575
184.8329,57.565725,195.936775
184.8505,57.6118,196.032775
185.128875,57.62425,196.043475
185.152225,57.645275,196.513625
185.202225,57.656375,196.52645
185.211125,57.6629,196.53495
185.2716,57.6709,196.5391
185.29145,57.68,196.549025
185.490775,57.68825,196.562525
185.5797,57.696325,196.5686
185.855775,57.711225,196.58455
185.870125,57.7213,196.602825
185.876025,57.73445,196.60995
185.881925,57.7441,196.659225
185.8907,57.7538,196.6729
186.1005,57.763125,196.709725
186.2122,57.772175,197.142025
186.40075,57.783225,197.148775
186.534175,57.795025,197.16385
186.5763,57.82605,197.166775
186.5846,57.8377,197.18795
186.624625,57.85005,197.191875
186.712425,57.85735,197.22185
186.7591,57.864225,197.723075
186.79865,57.868775,197.733875
186.909275,57.875725,197.748625
186.920325,57.884625,197.751825
186.93815,57.892725,197.758025
187.0196,57.91275,197.76205
187.032025,57.925825,197.771475
187.058925,57.9465,197.778225
187.17465,57.95935,197.81855
187.216975,57.97315,197.928375
187.35915,57.989025,197.9643
187.378975,58.0042,198.36985
187.424575,58.020025,198.39265
187.45615,58.03615,198.39995
187.4901,58.0527,198.434825
187.85045,58.07945,198.453225
187.96915,58.0922,198.458775
187.994,58.148175,198.47965
188.02115,58.164575,198.498925
188.04505,58.184275,198.5138
188.450325,58.1995,198.52865
188.4581,58.215375,198.534675
188.492325,58.232525,198.608125
188.60125,58.28235,198.66345
188.90855,58.31385,198.999575
188.95225,58.3542,199.00425
188.96755,58.386675,199.049475
188.984075,58.41125,199.082025
188.9883,58.424375,199.103925
189.0319,58.443925,199.60005
189.44665,58.453,
189.459175,58.460275,
189.4784,58.47005,
189.500575,58.47755,
189.5103,58.4866,
189.630825,58.49545,
189.687325,58.50275,
189.7609,58.513725,
189.80455,58.526775,
189.823075,58.537125,
189.853675,58.5452,
189.95895,58.559075,
189.993925,58.5862,
190.04165,58.61975,
190.113625,58.646575,
190.127525,58.694175,
190.212325,58.7592,
190.2701,58.789775,
190.32755,58.80795,
190.48695,58.8175,
190.516125,58.828625,
190.6004,58.838475,
190.676075,58.848475,
190.919325,58.858275,
191.07005,58.866825,
191.081925,58.8841,
191.08425,58.8985,
191.22505,58.9145,
191.30375,58.932475,
191.3293,58.94405,
191.408975,58.9573,
191.421725,58.968075,
191.4537,59.00185,
191.507575,59.037,
191.660125,59.064925,
191.679825,59.10235,
191.734375,59.133275,
191.742625,59.147125,
191.7889,59.159875,
191.887575,59.170375,
192.22155,59.1829,
192.258125,59.1931,
192.269925,59.2073,
192.32085,59.217275,
192.37005,59.22675,
192.388475,59.23685,
192.67465,59.248175,
192.774675,59.257425,
192.78675,59.2669,
192.7954,59.28215,
192.80075,59.2919,
192.805325,59.3029,
192.816775,59.310875,
192.82755,59.321275,
192.8765,59.329775,
192.884925,59.335375,
192.94715,59.340725,
192.96565,59.35025,
192.992125,59.359075,
193.03075,59.37235,
193.043325,59.379,
193.12555,59.3948,
193.4055,59.41705,
193.4692,59.429775,
193.515975,59.439825,
193.532225,59.449975,
193.6012,59.47345,
193.623325,59.4898,
193.648025,59.50675,
193.78225,59.538,
193.811825,59.58315,
193.820575,59.61905,
193.845575,59.641225,
193.85385,59.6648,
193.921675,59.674675,
194.02445,59.6863,
194.030675,59.7169,
194.099575,59.733025,
194.10945,59.744275,
194.13655,59.754475,
194.154575,59.7623,
194.167925,59.770375,
194.1832,59.77885,
194.269275,59.7854,
194.384475,59.79385,
194.401425,59.80285,
194.426775,59.814675,
194.430175,59.825775,
194.434925,59.853475,
194.446425,59.867025,
194.4518,59.8817,
194.45895,59.894425,
194.4771,59.918575,
194.48655,59.93875,
194.49635,59.9578,
194.50115,59.987525,
194.528725,60.06015,
194.5457,60.08585,
194.58115,60.11435,
194.620375,60.147025,
194.780275,60.1646,
195.036125,60.186,
195.0442,60.191575,
195.0672,60.202825,
195.070575,60.213325,
195.08015,60.221225,
195.0832,60.22965,
195.150825,60.237575,
195.165825,60.245625,
195.188525,60.26645,
195.254825,60.27425,
195.2688,60.288725,
195.28625,60.326825,
195.291675,60.37765,
195.307125,60.42175,
195.318375,60.432075,
195.385375,60.44345,
195.473675,60.465425,
195.64215,60.474525,
195.6583,60.487175,
195.688475,60.49775,
195.722925,60.5078,
195.73595,60.516425,
195.864025,60.541,
195.887175,60.55585,
195.892675,60.566175,
195.936875,60.5754,
196.01455,60.5893,
196.03285,60.599075,
196.0883,60.60725,
196.193025,60.62235,
196.3107,60.63135,
196.488025,60.658125,
196.4959,60.672725,
196.501725,60.68795,
196.50765,60.705,
196.529875,60.72845,
196.5539,60.77195,
196.558375,60.796925,
196.578,60.8392,
196.72825,60.88225,
196.761475,60.9046,
196.87685,60.930925,
196.9042,60.9406,
197.115,60.947875,
197.124275,60.9695,
197.170325,61.000275,
197.18105,61.019625,
197.246625,61.03285,
197.465225,61.0408,
197.7023,61.05805,
197.7076,61.070175,
197.7123,61.084525,
197.72315,61.10265,
197.726275,61.1195,
197.7368,61.151825,
197.7399,61.1859,
197.78525,61.21295,
197.812525,61.223625,
197.870675,61.2367,
197.905025,61.258975,
197.9463,61.2674,
197.96435,61.27835,
197.985275,61.3024,
198.01475,61.31005,
198.14205,61.321575,
198.251725,61.333475,
198.317925,61.349625,
198.330625,61.377625,
198.33735,61.392575,
198.379875,61.4033,
198.41865,61.410475,
198.4462,61.421525,
198.50625,61.431075,
198.5574,61.446825,
198.6217,61.4583,
198.673275,61.46755,
198.712275,61.47745,
198.94505,61.49145,
198.986125,61.503075,
198.999625,61.517225,
199.0043,61.562375,
199.013925,61.609175,
199.0195,61.648225,
199.0288,61.6713,
199.0821,61.696825,
199.1117,61.71035,
199.179375,61.724175,
199.23795,61.738775,
199.2669,61.7553,
199.28615,61.775225,
199.305525,61.78705,
199.324925,61.8223,
199.379675,61.8462,
199.484125,61.88605,
199.5108,61.912125,
199.525675,61.94625,
199.5378,61.968975,
199.54915,61.980875,
199.57645,61.991725,
199.620475,62.008,
199.62935,62.024175,
199.916075,62.033225,
199.9277,62.050725,
199.9356,62.05985,
199.94445,62.067925,
199.9907,62.089325,
199.9971,62.097625,
,62.109925,
,62.138325,
,62.164125,
,62.216225,
,62.261825,
,62.279975,
,62.2968,
,62.3101,
,62.3203,
,62.329625,
,62.340025,
,62.354375,
,62.36415,
,62.374175,
,62.385,
,62.39425,
,62.402725,
,62.4134,
,62.423825,
,62.43425,
,62.45715,
,62.465025,
,62.475875,
,62.486975,
,62.494125,
,62.501325,
,62.522475,
,62.54915,
,62.562775,
,62.587775,
,62.6481,
,62.681725,
,62.7219,
,62.759375,
,62.812525,
,62.827975,
,62.8411,
,62.85165,
,62.87225,
,62.88685,
,62.8929,
,62.927375,
,62.959475,
,62.988175,
,63.03675,
,63.073125,
,63.088125,
,63.1045,
,63.117775,
,63.12655,
,63.1361,
,63.143625,
,63.154625,
,63.178375,
,63.1903,
,63.2036,
,63.22215,
,63.2368,
,63.30865,
,63.355525,
,63.38265,
,63.40475,
,63.42375,
,63.4397,
,63.4553,
,63.468225,
,63.493925,
,63.509625,
,63.5392,
,63.57295,
,63.6511,
,63.682475,
,63.712175,
