SPK_SPKC10a (exc)
0.0111
0.035
0.060025
0.07185
0.085375
0.10595
0.1325
0.15495
0.178475
0.202575
0.23775
0.262425
0.2861
0.311225
0.340525
0.376025
0.4145
0.449925
0.47725
0.515375
0.543025
0.562725
0.5927
0.636725
0.796575
0.824975
0.853
0.87695
0.8986
0.92575
0.965425
0.99625
1.0282
1.06325
1.092975
1.12875
1.159425
1.186975
1.23645
1.358475
1.393125
1.452225
1.47875
1.509775
1.553
1.66575
1.68695
1.73625
1.763525
1.799825
1.84615
1.883625
1.913175
1.9475
1.9772
2.00225
2.038475
2.077975
2.153175
2.257675
2.286775
2.31695
2.335175
2.37385
2.413575
2.4368
2.45995
2.49005
2.524925
2.552475
2.583975
2.61515
2.646475
2.6705
2.688625
2.712725
2.7473
2.76525
2.786425
2.812475
2.83145
2.863625
2.8816
2.905075
2.924975
2.95735
2.984325
3.005625
3.031975
3.0678
3.088125
3.119325
3.140975
3.162675
3.18415
3.2135
3.255525
3.29105
3.346975
3.585625
3.612375
3.65135
3.690975
3.76665
3.809675
3.856725
3.926725
3.94065
3.9555
3.97035
3.983475
4.00065
4.0201
4.0503
4.07545
4.106275
4.134675
4.164275
4.197425
4.2251
4.262525
4.313875
4.34825
4.390375
4.4379
4.5729
4.575825
4.59665
4.619675
4.6493
4.67265
4.702975
4.7347
4.76775
4.78975
4.821475
4.8518
4.882175
4.901325
4.92775
4.948775
4.972925
4.992625
5.03895
5.0759
5.1144
5.1548
5.1838
5.219025
5.29445
5.365525
5.41375
5.448575
5.475925
5.4967
5.523375
5.550125
5.57655
5.601825
5.63405
5.672375
5.731825
5.79915
5.92975
5.977925
6.0162
6.083525
6.268325
6.292625
6.309625
6.334275
6.348425
6.362575
6.37915
6.3969
6.418025
6.436775
6.464325
6.4965
6.53355
6.5609
6.591525
6.614675
6.65725
6.684025
6.715075
6.756275
6.793275
6.824225
6.85465
6.8843
6.9045
6.9295
6.9556
6.97785
7.0071
7.0397
7.0651
7.09115
7.119825
7.1409
7.162425
7.1871
7.214425
7.23745
7.2573
7.282425
7.300625
7.327325
7.35215
7.383175
7.4112
7.43315
7.4784
7.52225
7.603325
7.624375
7.6383
7.65665
7.672925
7.683075
7.69775
7.71135
7.716575
7.724875
7.738025
7.7495
7.765225
7.778575
7.7943
7.808775
7.820525
7.832975
7.845775
7.85865
7.872825
7.88695
7.905125
7.92235
7.94865
7.984425
8.050025
8.090325
8.128075
8.165575
8.1886
8.217175
8.239425
8.319925
8.345325
8.368275
8.401425
8.5024
8.521825
8.5381
8.542075
8.554325
8.5728
8.584375
8.600025
8.617075
8.634325
8.649325
8.66515
8.682475
8.7027
8.7241
8.7453
8.7748
8.79985
8.824875
8.845925
8.87435
8.89645
8.913025
8.932075
8.983875
9.01685
9.047875
9.07555
9.100375
9.13445
9.168075
9.20935
9.285075
9.31935
9.37065
9.40025
9.430925
9.45155
9.485025
9.514975
9.54775
9.579725
9.59525
9.624625
9.65885
9.6741
9.69185
9.708525
9.72165
9.738175
9.74945
9.7657
9.80155
9.8227
9.85235
9.879975
9.9033
9.9317
9.96555
9.987675
10.01145
10.0364
10.065375
10.09255
10.1271
10.158975
10.19275
10.216675
10.252
10.28385
10.31495
10.352375
10.36935
10.389
10.419975
10.468675
10.495925
10.527675
10.55045
10.5784
10.603075
10.6223
10.63625
10.654625
10.691525
10.72505
10.75345
10.77675
10.800375
10.824375
10.849675
10.876375
10.9131
10.93355
10.96555
11.006125
11.0747
11.112775
11.1648
11.200225
11.215475
11.231325
11.25025
11.278125
11.337675
11.3533
11.3667
11.3844
11.3992
11.419475
11.448875
11.478775
11.513325
11.5366
11.5542
11.575775
11.596525
11.6228
11.644375
11.663925
11.68595
11.7987
11.818225
11.838625
11.86705
11.89785
11.930675
11.955025
11.981125
12.0081
12.039775
12.065825
12.098425
12.134275
12.164975
12.2019
12.22625
