SPK_SPKC01a,SPK_SPKC02a,SPK_SPKC04a,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC07b,SPK_SPKC10a,SPK_SPKC10b
142.351675,75.0061,102.407275,,60.260975,55.0196,195.732975,18.058475
142.375075,75.04905,102.5655,,60.33995,55.03175,195.911425,18.0647
142.40295,75.1806,103.2337,,60.369775,55.077825,196.30065,18.088125
142.466775,75.26575,104.0327,,60.421925,55.11785,196.397375,18.0912
142.483675,75.3748,104.176425,,60.451425,55.1972,196.74085,18.09475
142.693475,75.429275,104.3762,,60.528675,55.3434,197.1854,18.103675
142.798975,75.48665,104.401425,,60.580075,55.3953,197.5732,18.107525
143.026175,75.528875,104.5076,,60.62745,55.5433,198.0377,18.155475
143.204925,76.165675,104.552575,,60.81105,55.621275,198.08965,18.18225
143.254625,76.213775,104.56825,,60.99215,55.65525,198.56605,18.214625
143.328925,76.40455,104.590025,,61.286775,55.70075,198.831725,18.27335
143.473275,76.447975,104.62195,,61.3193,55.8026,199.12025,18.2974
143.485325,76.477575,104.678325,,61.448525,55.867475,199.195025,18.33275
143.585875,76.5016,105.144075,,61.562125,55.902775,199.452,18.371275
143.703225,76.5258,105.2637,,61.6153,55.97805,199.74575,18.3937
143.826825,76.553025,105.3889,,61.6327,56.104,199.9296,18.422075
143.8658,76.5639,105.39915,,61.655625,56.1946,199.94725,18.475275
143.93615,76.612025,105.6136,,61.72675,56.197825,,18.49495
144.02205,76.917375,105.69685,,61.739525,56.223625,,18.5047
144.167725,76.963575,105.8403,,61.756075,56.249275,,18.53385
144.2849,76.983825,105.915,,61.793875,56.4695,,18.586775
144.37535,77.050625,106.018075,,61.98015,56.5404,,18.59305
144.407475,77.082975,106.268875,,62.139475,56.608425,,18.6491
144.428375,77.09585,106.307975,,62.1484,56.6697,,18.65915
144.448125,77.1094,106.353275,,62.197975,56.73245,,18.671225
144.495425,77.215325,106.38415,,62.249625,56.752675,,18.697475
144.532775,77.230425,106.444525,,62.3091,56.884575,,18.701425
144.5371,77.265425,106.48315,,62.345375,56.93585,,18.7185
144.5485,77.431375,106.530675,,62.4159,56.993375,,18.73105
144.57875,77.576325,106.622975,,62.4793,57.031525,,18.7431
144.58645,78.2195,106.73925,,62.5613,57.0931,,18.756475
144.6065,78.2282,107.12025,,62.64875,57.1202,,18.76615
144.608275,78.319025,107.3942,,62.67615,57.16225,,18.774925
144.672775,78.470025,107.440075,,62.878825,57.2548,,18.795075
144.74735,78.59925,107.569975,,62.891275,57.257125,,18.8095
144.759125,78.757275,107.6389,,63.00875,57.325375,,18.816225
144.933025,79.0361,107.7417,,63.0378,57.392075,,18.829575
144.96175,79.144025,107.781475,,63.084325,57.54,,18.837875
145.0143,79.27405,107.88715,,63.122425,57.606225,,18.8399
145.27015,79.28435,107.93675,,63.1316,57.667975,,18.8571
145.418,79.2971,107.963075,,63.14455,57.742675,,18.889525
145.4508,79.31295,108.37075,,63.172975,57.87165,,18.92275
145.45235,79.651925,108.428325,,63.20845,57.919975,,18.929025
145.477,79.7368,108.533125,,63.3749,58.02565,,18.936525
145.584625,80.0142,108.550775,,63.8204,58.08195,,18.98615
145.627075,80.076,108.644575,,63.844725,58.182675,,18.9915
145.713325,80.1317,108.68885,,63.9755,58.278775,,19.01575
145.738825,80.14235,108.73745,,64.406675,58.431,,19.04715
145.74265,80.1831,108.776625,,64.465425,58.499375,,19.13885
145.759725,80.235875,108.87235,,64.535,58.615975,,19.150975
145.825275,80.467675,109.727475,,64.630025,58.61885,,19.157925
145.8573,80.776025,109.81465,,64.760925,58.688675,,19.18555
145.890525,80.787375,109.913875,,64.884125,58.71905,,19.235975
146.00235,80.826975,110.367425,,64.9165,58.769375,,19.2601
146.025925,80.8356,110.85865,,65.040775,58.830475,,19.272375
146.48465,81.2361,110.95545,,65.10815,58.894175,,19.291225
146.494275,81.3106,111.047325,,65.2001,59.0026,,19.338925
146.53305,81.3708,111.3338,,65.241425,59.051,,19.3628
146.5408,81.4452,111.3818,,65.36425,59.2241,,19.3712
146.571375,81.4535,111.440375,,65.388325,59.2891,,19.37315
146.720175,81.518125,111.45555,,65.482875,59.35745,,19.392925
146.7727,81.5832,111.4759,,65.53245,59.4127,,19.403375
146.8233,81.685825,111.50315,,65.54975,59.561725,,19.405975
146.942825,81.71175,111.54665,,65.578775,59.670325,,19.494175
146.97735,81.770325,111.56715,,65.7262,59.7478,,19.535125
147.08405,81.78065,111.60735,,65.7384,59.8175,,19.57155
147.33625,81.923275,111.7019,,65.7926,59.8884,,19.590025
147.359875,82.0068,111.74795,,65.83445,59.94235,,19.636325
147.403,82.103725,111.859425,,65.9539,60.00655,,19.683475
147.4723,82.134775,111.92625,,66.16685,60.076575,,19.7068
147.47605,82.148075,111.96385,,66.254,60.111425,,19.755125
147.541925,82.236675,112.083075,,66.5918,60.164075,,19.7682
147.643725,82.276075,112.12015,,66.903025,60.227775,,19.800725
147.74275,82.3962,112.15495,,67.02475,60.275025,,19.809125
147.7651,82.482525,112.1722,,67.0342,60.346625,,19.81505
147.80005,82.505625,112.22735,,67.0519,60.41415,,19.843625
147.812625,82.518825,112.2743,,67.0853,60.491975,,19.85575
148.0724,82.653575,112.306575,,67.100775,60.57485,,19.870125
148.14465,83.07585,112.339975,,67.1556,60.68255,,19.89295
148.19375,83.199975,112.368375,,67.317075,60.818525,,19.91385
148.20335,83.279625,112.5878,,67.726175,60.864125,,20.002175
148.28215,83.298575,112.610975,,67.739075,60.95165,,20.0479
148.3204,83.397125,112.671175,,67.829525,60.9938,,20.069775
148.3865,83.414675,112.706375,,67.9732,61.04665,,20.078475
148.450175,83.47145,112.72305,,68.0004,61.13565,,20.1076
148.452775,83.50745,112.862675,,68.01865,61.2111,,20.157425
148.51085,83.55445,112.9404,,68.04635,61.2613,,20.183675
148.7086,83.580025,113.018575,,68.06125,61.304375,,20.1975
148.718675,83.6747,113.11565,,68.122225,61.34655,,20.21325
148.781225,83.732625,113.1698,,68.156775,61.3613,,20.224325
148.80615,83.81315,113.2041,,68.1925,61.401725,,20.240675
148.838775,83.8493,113.3774,,68.22845,61.5148,,20.276975
148.858375,83.89335,113.4822,,68.266875,61.697075,,20.32135
149.0658,83.9602,113.63755,,68.33595,61.8812,,20.376775
149.093325,84.12765,113.671625,,68.396225,61.9924,,20.40505
149.142925,84.30255,113.7557,,68.414625,62.068125,,20.42635
149.19575,84.3172,113.808525,,68.51605,62.176625,,20.4353
149.24305,84.3499,113.866525,,68.5475,62.240425,,20.443475
149.300425,84.37305,113.87195,,68.60545,62.2808,,20.478475
149.304125,84.603275,114.019,,68.72185,62.339425,,20.4975
149.376425,84.74355,114.062175,,68.78835,62.441075,,20.5029
149.3898,84.7785,114.1087,,68.85385,62.555775,,20.508225
149.632525,84.917925,114.127825,,68.936475,62.746575,,20.51995
149.6537,84.95335,114.15825,,69.008175,62.783475,,20.549125
149.684125,85.0649,114.1894,,69.0486,62.827525,,20.5943
149.713975,85.119425,114.216275,,69.174725,62.872025,,20.6722
149.750625,85.153575,114.256575,,69.207025,62.918275,,20.70475
149.817975,85.2081,114.276725,,69.334575,62.94205,,20.7557
149.8297,85.259625,114.2928,,69.357425,63.032425,,20.798525
149.85365,85.262725,114.308325,,69.6089,63.039725,,20.844775
149.885275,85.2981,114.31805,,69.62745,63.097325,,20.862025
149.90155,85.335175,114.92035,,69.677075,63.14785,,20.88965
149.964925,85.40455,115.0981,,69.7013,63.449125,,20.905275
149.988025,85.418375,115.192475,,69.753175,63.573375,,20.946575
149.99225,85.46845,115.228775,,69.80735,63.6503,,20.994275
150.022175,85.924175,115.36725,,69.8983,63.65255,,21.0166
150.03215,85.982475,115.46795,,69.922825,63.73455,,21.075375
150.05905,86.092625,115.500725,,69.929875,63.8216,,21.17765
150.129075,86.114025,115.535125,,69.978175,63.95155,,21.20115
150.2414,86.138775,115.6508,,70.134975,64.073475,,21.244825
150.27325,86.154525,115.7848,,70.181975,64.1192,,21.247225
150.41605,86.19105,115.9165,,70.259675,64.240475,,21.2579
150.43685,86.1979,116.034125,,70.266725,64.313775,,21.28735
150.45385,86.2049,116.627375,,70.297075,64.368975,,21.305225
150.4618,86.241425,116.92555,,70.4642,64.458925,,21.329925
150.475275,86.264225,117.001675,,70.74255,64.50575,,21.3459
150.502225,86.273875,117.07915,,70.930275,64.693975,,21.38435
150.538225,86.308225,117.302475,,70.945825,64.7485,,21.426475
150.5576,86.3535,117.74325,,71.264325,64.794225,,21.43545
150.56685,86.35965,117.866875,,71.272075,64.82415,,21.448575
150.7272,86.4771,118.15195,,71.30895,64.9024,,21.46135
150.759075,86.69955,118.263375,,71.3466,65.0758,,21.488725
150.762375,86.71915,118.311325,,71.4532,65.1429,,21.50765
150.887675,86.742025,118.3422,,71.45945,65.1929,,21.522
150.893525,86.912975,118.384375,,71.5405,65.232425,,21.5313
150.9116,86.986175,118.465025,,71.84355,65.304525,,21.554925
150.957475,87.039725,118.7969,,71.89765,65.360275,,21.6186
150.984125,87.29825,118.827225,,71.9182,65.490275,,21.620175
151.208575,87.321475,118.8491,,72.0089,65.57665,,21.6413
151.31845,87.325875,118.90775,,72.03915,65.65315,,21.687275
151.334475,87.3304,119.055325,,72.13335,65.6832,,21.731125
151.3937,87.348625,119.265625,,72.14075,65.717375,,21.756375
151.400475,87.383575,119.411725,,72.204075,65.81855,,21.7755
151.408325,87.410525,119.53375,,72.22465,66.038075,,21.80305
151.481525,87.439325,119.665025,,72.30025,66.0992,,21.8182
151.4951,87.452675,119.737375,,72.31455,66.16295,,21.821475
151.51705,87.464075,119.793575,,72.331475,66.424225,,21.85995
151.555325,87.477625,119.821775,,72.3737,66.51265,,21.86715
151.558925,87.49125,119.870425,,72.500175,66.62995,,21.880975
151.6727,87.51005,119.931575,,72.5532,66.6837,,21.8914
151.7081,87.5249,120.2873,,72.90305,66.904825,,21.90295
151.79705,87.54435,120.384275,,72.996775,66.975075,,21.913725
151.878225,88.0996,120.482175,,73.01855,67.0078,,21.91535
151.973625,89.198825,120.5033,,73.09055,67.13795,,21.9397
152.152075,89.20695,120.526275,,73.131925,67.194575,,21.96685
152.2079,89.2803,120.5382,,73.27825,67.288375,,21.990925
152.38015,89.407025,120.5594,,73.3247,67.3477,,21.9943
152.427725,89.419475,120.574275,,73.396175,67.41535,,22.07155
152.439125,89.5508,120.62695,,73.5405,67.5889,,22.0882
152.4404,89.626725,120.6933,,73.543825,67.6773,,22.1175
152.458875,90.1263,120.69955,,73.568375,67.710925,,22.15665
152.46655,90.255625,120.889925,,73.5831,67.766975,,22.189375
152.5497,90.2632,120.971475,,73.672625,67.8159,,22.208725
152.648625,90.267025,121.016725,,73.7682,67.8717,,22.251725
152.7266,90.361275,121.21855,,73.966525,67.895675,,22.3182
152.741275,90.640325,121.2562,,73.96825,67.931825,,22.350275
152.932725,90.913475,121.3619,,74.024575,68.0087,,22.358175
152.96535,91.52375,121.432825,,74.089425,68.0584,,22.3761
153.110775,91.534975,121.706825,,74.232425,68.0979,,22.443325
153.181975,92.08705,121.845325,,74.254325,68.1719,,22.44845
153.221475,92.12235,121.899775,,74.454125,68.19515,,22.466175
153.26355,92.360475,121.922225,,74.6666,68.276325,,22.502025
153.308675,92.4108,121.9488,,74.857325,68.36415,,22.530975
153.336,92.49465,121.961525,,74.9182,68.389075,,22.5368
153.459675,92.587275,121.999575,,75.22555,68.426975,,22.5751
153.5656,92.6439,122.013425,,75.354175,68.5363,,22.602475
153.660025,92.883375,122.04085,,75.384525,68.582675,,22.624075
153.66365,92.922975,122.077475,,75.449325,68.6548,,22.626925
153.7018,92.927925,122.09955,,75.511325,68.72895,,22.6339
153.76485,92.94035,122.169825,,75.55265,68.83885,,22.6477
153.865075,92.94225,122.241375,,75.55925,68.908325,,22.658
153.970425,93.453075,122.395125,,75.564625,68.9384,,22.676975
153.985525,93.47895,122.4418,,75.606775,69.0284,,22.693875
154.030825,94.104875,122.493775,,75.690925,69.0343,,22.717275
154.082275,94.11355,122.655175,,75.732225,69.082225,,22.8026
154.247125,94.151075,122.700725,,75.783425,69.15525,,22.8249
154.40835,94.293325,122.75555,,75.803075,69.199225,,22.89355
154.452275,94.350875,122.831625,,75.8364,69.252425,,22.98085
154.524875,94.5315,122.929575,,75.8802,69.3318,,22.985825
154.54195,94.557725,122.985675,,75.902925,69.436475,,23.027625
154.5851,94.57045,123.032675,,75.9072,69.520725,,23.067675
154.6198,94.648125,123.09145,,75.953575,69.5741,,23.0826
154.62945,94.67755,123.143675,,76.19275,69.6516,,23.118825
154.695025,94.7038,123.17285,,76.21705,69.716175,,23.129275
154.771025,94.7449,123.200375,,76.339875,69.7845,,23.168375
154.865725,94.786725,123.219675,,76.489925,69.848775,,23.193775
154.963275,95.0056,123.252,,76.6284,69.94155,,23.195375
154.983175,95.010725,123.3882,,76.736475,70.018675,,23.248325
155.0096,95.039775,123.446025,,76.928975,70.072075,,23.2887
155.1898,95.087075,123.5771,,76.951875,70.09515,,23.314425
155.233825,95.285425,123.642125,,77.00505,70.139175,,23.3302
155.310525,95.301925,123.68015,,77.184425,70.256125,,23.340575
155.34355,95.347425,123.7375,,77.235925,70.293,,23.37385
155.41405,95.387525,123.78565,,77.31965,70.345575,,23.381425
155.423625,95.698125,123.81725,,77.38325,70.386775,,23.41715
155.4445,95.71115,123.877025,,77.43395,70.42045,,23.419175
155.535,95.77205,123.93155,,77.476525,70.472925,,23.463325
155.6326,96.033625,124.04885,,77.5159,70.5444,,23.49195
155.79165,96.41735,124.141175,,77.666075,70.6496,,23.50175
155.8425,96.4207,124.174325,,77.85375,70.814875,,23.512125
155.9162,96.580225,124.207875,,78.00195,70.981775,,23.553
156.116775,96.719775,124.35755,,78.2882,71.1547,,23.55875
156.20905,96.956775,124.44325,,78.3015,71.2673,,23.598425
156.295875,97.770575,124.725975,,78.370125,71.3157,,23.6301
156.325875,98.104325,124.785825,,78.380475,71.3287,,23.643375
156.347875,98.195525,124.8324,,78.4143,71.414175,,23.694225
156.3652,98.5878,124.857675,,78.453,71.622175,,23.767925
156.369875,98.856375,124.9168,,78.570975,71.6767,,23.78945
156.37705,99.395275,124.97725,,78.66925,71.833825,,23.8155
156.38845,99.562725,125.18585,,78.7396,71.925475,,23.837175
156.41075,100.267975,125.21865,,78.765875,72.034175,,23.86395
156.451775,100.5467,125.256675,,78.801975,72.1023,,23.885125
156.49415,100.645925,125.69365,,78.88385,72.15885,,23.8999
156.542275,100.839775,125.777525,,78.8969,72.304325,,23.943625
156.6542,100.895325,125.8077,,78.940825,72.366475,,23.95065
156.71015,100.909625,125.901375,,78.95475,72.417375,,23.984575
156.793275,100.950725,125.940375,,78.976075,72.4688,,23.998575
156.8707,100.96795,125.96125,,79.080725,72.6218,,24.083625
156.923075,101.028325,126.076925,,79.183375,72.692425,,24.136
156.967375,101.25945,126.14705,,79.185925,72.93095,,24.146225
156.968825,101.7272,126.19245,,79.231525,73.00305,,24.16775
157.088075,102.10995,126.5568,,79.337075,73.12285,,24.2354
157.303325,102.15435,126.6978,,79.4034,73.175075,,24.253225
157.377325,102.241875,127.15725,,79.5738,73.23255,,24.27125
157.39775,102.2627,127.3211,,79.602075,73.335025,,24.298325
157.433175,102.31735,127.43205,,79.655475,73.34445,,24.3011
157.561675,102.65525,127.482675,,79.710375,73.411625,,24.350625
157.6806,103.060425,127.486275,,79.92695,73.46165,,24.385025
157.736325,103.3878,127.50005,,79.980975,73.505675,,24.40435
157.84555,103.545475,127.51935,,80.02025,73.66525,,24.451475
157.93935,103.5871,127.56545,,80.0536,73.73875,,24.501525
157.9992,103.77755,127.60125,,80.098775,73.7966,,24.50705
158.02775,103.9606,127.793225,,80.1212,73.832225,,24.55385
158.059275,104.0091,127.861825,,80.3192,73.84155,,24.66275
158.198575,104.11445,127.9175,,80.350525,73.903025,,24.6922
158.220825,104.2107,128.2313,,80.37345,74.00895,,24.748125
158.2548,104.3347,128.336475,,80.474975,74.143425,,24.7656
158.36965,104.431275,128.429475,,80.5519,74.199425,,24.8053
158.447475,104.498525,128.722,,80.702625,74.2451,,24.82515
158.468475,104.5378,128.738975,,80.87465,74.3727,,24.840825
158.506325,104.6865,128.8732,,80.89505,74.3877,,24.86505
158.52505,104.821825,129.07995,,80.912,74.446325,,24.9419
159.02635,105.050275,129.14235,,80.91515,74.518725,,24.950975
159.069025,105.07795,129.2779,,81.077925,74.59745,,24.971325
159.088925,105.087125,129.389725,,81.08805,74.5994,,24.974325
159.144125,105.403175,129.4199,,81.263075,74.7469,,24.9853
159.155075,105.842825,129.490275,,81.308325,74.778375,,25.033825
159.1603,105.945975,129.5485,,81.34425,74.82165,,25.066375
159.17395,106.211,129.555975,,81.72285,74.872925,,25.08905
159.2515,106.235775,129.6393,,81.731775,74.963875,,25.114575
159.312425,106.2616,129.692075,,81.75995,75.03085,,25.127025
159.35415,106.3054,129.732325,,81.791875,75.14315,,25.1481
159.3864,106.313475,129.827825,,81.812025,75.1811,,25.179325
159.40115,106.350475,129.87885,,81.841325,75.240425,,25.19775
159.4278,106.382825,129.9107,,81.9434,75.3094,,25.203025
159.49205,106.399075,130.025675,,82.031775,75.372025,,25.217075
159.5007,106.4055,130.04575,,82.39965,75.4263,,25.236925
159.508525,106.4465,130.072575,,82.654125,75.446375,,25.280375
159.518725,106.463575,130.081925,,82.71615,75.5049,,25.39075
159.527425,106.501425,130.1063,,82.76525,75.667575,,25.423275
159.53345,107.01855,130.14845,,82.800475,75.7704,,25.483675
159.5449,107.04755,130.16915,,82.848975,75.8134,,25.589275
159.547875,107.057675,130.25275,,83.07415,75.92615,,25.6291
159.550275,107.086375,130.2831,,83.141525,76.0338,,25.65795
159.555875,107.139775,130.292025,,83.4124,76.1668,,25.6729
159.575275,107.184875,130.3201,,83.4145,76.23505,,25.691875
159.589875,107.199925,130.3771,,83.59695,76.31005,,25.701275
159.6181,107.284025,130.393575,,83.625125,76.405225,,25.804325
159.655675,107.34275,130.411275,,83.714425,76.454575,,25.81535
159.726725,107.44455,130.432525,,83.812075,76.511275,,25.856475
159.786825,107.52695,130.472025,,83.85455,76.548925,,25.86735
159.8592,107.662925,130.5969,,83.876225,76.67415,,25.93145
159.887975,107.674825,130.6088,,83.935125,76.82435,,25.9617
159.88915,108.192325,130.66955,,84.0189,76.894675,,26.0154
160.022275,108.462525,130.6935,,84.1085,76.9831,,26.018725
160.0683,108.6411,130.710575,,84.142575,77.032275,,26.04765
160.102225,108.718425,130.757025,,84.46915,77.089125,,26.071075
160.114875,108.81705,130.8262,,84.554075,77.154575,,26.08605
160.179175,109.344925,130.838875,,84.589225,77.29515,,26.146425
160.3978,109.3874,130.925925,,84.6797,77.4534,,26.15055
160.5109,109.887925,130.9978,,84.703475,77.541,,26.185675
160.54455,110.09115,131.222075,,84.715075,77.592525,,26.224125
160.60275,110.09785,131.426375,,84.793575,77.646025,,26.242675
160.60885,110.218025,131.457075,,84.9304,77.696975,,26.255475
160.637375,110.276925,131.46955,,84.970875,77.738775,,26.2991
160.67305,110.325425,131.488775,,85.138975,77.74595,,26.341575
160.694475,110.543825,131.500225,,85.191225,77.793975,,26.36985
160.742675,110.583675,131.5464,,85.254475,77.858075,,26.3765
160.78285,110.758625,131.575425,,85.474925,77.9053,,26.391175
160.84205,110.779525,131.744425,,85.5226,78.0425,,26.400225
160.903875,110.792375,131.75775,,85.5872,78.123625,,26.4193
160.937875,110.8575,131.809975,,85.62525,78.2995,,26.432925
160.977975,111.0403,131.854625,,85.68735,78.357625,,26.442125
161.086,111.063725,131.91215,,85.75705,78.393125,,26.46565
161.43445,111.183475,131.92565,,85.770325,78.424925,,26.481525
161.45205,111.2515,132.04195,,85.9462,78.50335,,26.532475
161.473525,111.310425,132.108525,,85.961325,78.577925,,26.551
161.5087,111.3537,132.225025,,86.0236,78.6234,,26.569275
161.554725,111.417725,132.263325,,86.069075,78.68065,,26.5718
161.65095,111.5209,132.3546,,86.108125,78.742675,,26.611525
161.700675,111.546975,132.440975,,86.1501,78.7856,,26.620275
161.745625,111.63005,132.52855,,86.196825,78.966475,,26.65185
161.851975,111.6508,132.672875,,86.215275,79.013925,,26.6872
161.90145,111.68615,132.725075,,86.218175,79.060025,,26.7011
162.078025,111.7448,132.827525,,86.25335,79.136,,26.724525
162.108975,111.7842,132.9115,,86.312475,79.1873,,26.7563
162.13935,111.8836,132.996325,,86.343225,79.307625,,26.759025
162.258225,111.90475,133.04845,,86.4533,79.407425,,26.7744
162.306875,111.918625,133.12555,,86.46885,79.495025,,26.79305
162.32925,111.925575,133.234925,,86.557675,79.5449,,26.8154
162.470275,111.947175,133.34385,,86.68875,79.624425,,26.878
162.481775,111.957875,133.350025,,86.71185,79.6821,,26.882925
162.5881,111.961175,133.519325,,86.86675,79.723625,,26.885325
162.637975,112.041625,133.5953,,86.906075,79.7579,,26.914125
162.6824,112.16765,133.63055,,86.91325,79.806625,,26.947125
162.92725,112.223025,133.64275,,86.969575,79.840125,,26.9915
162.961225,112.2396,133.659,,87.053225,79.910525,,27.0863
163.023525,112.3031,133.66965,,87.149575,79.96165,,27.1087
163.052275,112.561225,133.720275,,87.4627,80.0275,,27.10975
163.2035,112.610175,133.754925,,87.61615,80.088625,,27.1358
163.213475,112.642375,134.04865,,87.640075,80.138475,,27.142325
163.2804,112.745175,134.155225,,87.74635,80.1809,,27.162475
163.3144,112.8135,134.228975,,87.833625,80.2285,,27.170275
163.332775,112.82,134.266225,,87.94125,80.302175,,27.198025
163.345275,112.89945,134.27405,,88.123275,80.425725,,27.220625
163.446075,113.0322,134.3042,,88.213575,80.4982,,27.230225
163.50105,113.08275,134.345575,,88.2216,80.588975,,27.25075
163.51515,113.10745,134.395575,,88.250275,80.662625,,27.3048
163.5294,113.14015,134.460825,,88.440825,80.688725,,27.30645
163.55185,113.161475,134.4822,,88.446,80.72085,,27.34365
163.567775,113.193525,134.568475,,88.451875,80.78665,,27.366725
163.616825,113.20995,134.657025,,88.512175,80.8365,,27.390625
163.622125,113.26275,134.66085,,88.58995,80.8784,,27.43235
163.62575,113.2962,134.698075,,88.749725,80.95645,,27.44605
163.6398,113.398775,134.89015,,88.896075,80.99795,,27.49795
163.6613,113.427075,134.9421,,88.986275,81.0561,,27.50675
163.663125,114.16165,134.98515,,89.0947,81.061275,,27.514325
163.670375,114.216925,135.085275,,89.1969,81.136975,,27.519375
163.734475,114.2235,135.173825,,89.2169,81.228025,,27.53805
163.845475,114.2279,135.198325,,89.272575,81.304025,,27.55515
163.8768,114.2678,135.236225,,89.2942,81.504225,,27.5772
163.919175,114.2724,135.398425,,89.4947,81.5872,,27.58805
163.926025,114.276025,135.44005,,89.601775,81.6511,,27.6476
163.930225,114.299375,135.461475,,89.70035,81.694875,,27.680225
163.950125,114.307025,135.488975,,89.860275,81.724325,,27.700225
163.972925,114.335925,135.5018,,89.9705,81.777725,,27.7108
164.0538,114.36355,135.644125,,90.129675,81.837675,,27.748475
164.093625,114.383125,135.684875,,90.5921,81.89765,,27.78645
164.113525,114.88245,135.711025,,90.609775,81.968275,,27.813325
164.1957,115.05255,135.72515,,90.730075,82.0677,,27.826825
164.349975,115.20805,135.774,,90.89685,82.232475,,27.861775
164.4361,115.2346,135.89905,,90.974,82.27345,,27.877025
164.471,115.564725,135.99725,,90.9795,82.3953,,27.899425
164.512625,115.590875,136.07715,,91.204725,82.4339,,27.9198
164.632375,115.623275,136.2246,,91.3785,82.475925,,27.927375
164.712425,115.639975,136.236725,,91.41175,82.546825,,27.939725
164.82685,115.6465,136.4025,,91.6795,82.683,,27.976625
164.888625,116.769925,136.453225,,91.71055,82.735975,,27.982875
164.933225,117.2833,136.4698,,91.8798,82.831175,,27.98595
164.99125,117.297825,136.5737,,91.89675,82.832575,,28.00775
165.09345,117.31215,136.6129,,91.9804,82.8916,,28.01235
165.105325,117.350325,136.6767,,92.26675,83.01205,,28.022225
165.119825,117.402775,136.745675,,92.315175,83.10875,,28.040775
165.1623,117.447475,136.757825,,92.326425,83.160625,,28.069925
165.177825,118.0882,136.851125,,92.350375,83.223775,,28.084825
165.198375,118.119775,136.985975,,92.383875,83.31615,,28.122
165.23725,118.355625,137.072175,,92.4053,83.3887,,28.144075
165.280975,118.418775,137.254125,,92.518875,83.404275,,28.167775
165.3481,118.4834,137.294975,,92.8642,83.474325,,28.1809
165.433525,118.4869,137.343375,,92.930725,83.5319,,28.205925
165.454825,118.7021,137.378175,,92.9863,83.578075,,28.20755
165.467,118.74145,137.403725,,93.037025,83.621,,28.280625
165.49275,118.75835,137.411125,,93.1104,83.686225,,28.289075
165.57815,118.7675,137.471075,,93.177125,83.819625,,28.29105
165.610525,118.800675,137.58495,,93.3524,83.868475,,28.3623
165.658175,118.80675,137.698475,,93.4145,83.942925,,28.3911
165.749975,118.8265,137.7577,,93.417025,84.16555,,28.402275
165.762675,118.83315,137.807525,,93.4812,84.2617,,28.4467
165.823975,118.882075,137.846475,,93.483825,84.323525,,28.474175
165.894575,118.883425,137.964725,,93.70845,84.396425,,28.509725
166.027725,118.988,138.0358,,93.889325,84.451375,,28.526425
166.096875,119.0805,138.105975,,93.9434,84.58145,,28.52885
166.1092,119.40155,138.213675,,94.141275,84.778925,,28.568925
166.15365,119.5828,138.29145,,94.223425,84.954275,,28.58785
166.189575,119.739125,138.39385,,94.35405,85.125675,,28.5994
166.220075,119.760625,138.4765,,94.408725,85.176,,28.65775
166.23515,119.7864,138.579075,,94.42155,85.418925,,28.668975
166.258075,119.7947,138.644725,,94.46135,85.431625,,28.6982
166.4314,119.798825,138.6904,,94.535025,85.502975,,28.71945
166.46515,119.838975,138.753525,,94.54525,85.5883,,28.7385
166.490025,119.87265,138.804175,,94.623425,85.6518,,28.780375
166.531375,119.941725,138.845325,,94.8647,85.69285,,28.8287
166.541025,119.98425,138.8955,,95.118625,85.7407,,28.87
166.62145,120.00765,139.106825,,95.138575,85.743975,,28.97215
166.6782,120.1744,139.13925,,95.733,85.792975,,28.997425
166.70045,120.179,139.1444,,95.785725,85.905075,,29.0402
166.7247,120.215575,139.294,,95.8031,85.970425,,29.091625
166.7939,120.222075,139.31565,,95.815375,86.044125,,29.11815
166.99455,120.454,139.35715,,95.84705,86.129925,,29.1763
167.055775,120.529925,139.429575,,95.87655,86.209625,,29.25295
167.0762,120.5691,139.463925,,96.023475,86.270425,,29.282375
167.110925,120.587375,139.515925,,96.0427,86.370675,,29.319025
167.22955,120.6316,139.576425,,96.08135,86.37685,,29.352275
167.287825,120.700025,139.6641,,96.122025,86.419525,,29.35695
167.28985,120.82645,139.821925,,96.198275,86.489,,29.39375
167.3879,120.914775,139.868325,,96.468025,86.61495,,29.415775
167.3931,120.9234,139.928,,96.669525,86.68535,,29.4239
167.43555,121.042375,139.94025,,96.71595,86.733375,,29.453675
167.4686,121.397575,140.031375,,96.774825,86.832875,,29.5153
167.576175,121.424125,140.072,,96.909,87.002475,,29.56855
167.653675,121.5972,140.123125,,96.964125,87.08665,,29.586775
167.697025,121.7375,140.389125,,97.00735,87.14575,,29.611625
167.712825,121.75715,140.433675,,97.15525,87.2034,,29.612875
167.735925,121.941075,140.57925,,97.15965,87.274175,,29.636425
167.767925,121.98725,140.60725,,97.207575,87.3799,,29.6647
167.866175,122.015475,140.6629,,97.2575,87.497575,,29.69155
168.01765,122.0272,140.676925,,97.25945,87.57005,,29.741575
168.1198,122.03785,140.72135,,97.373675,87.77055,,29.746475
168.20845,122.1825,140.739925,,97.40395,87.80735,,29.754675
168.24525,122.356425,140.818275,,97.4491,88.06445,,29.760725
168.301225,122.382925,140.86955,,97.47245,88.11375,,29.7688
168.388375,122.3981,140.897075,,97.536475,88.252,,29.780575
168.460075,122.46965,140.90065,,97.55065,88.379525,,29.7932
168.4831,122.706175,140.987975,,97.5574,88.49895,,29.801025
