SPK_SPKC01a,SPK_SPKC02a,SPK_SPKC04a,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC07b,SPK_SPKC10a,SPK_SPKC10b
197.08735,186.068675,169.7841,,135.443725,123.767625,,42.01675
197.177,186.450175,169.9079,,135.633225,123.8104,,42.032525
197.2729,186.797625,170.033125,,135.69395,123.85255,,42.06925
197.279475,187.016725,170.0419,,135.82185,123.924075,,42.0984
197.37905,187.430425,170.1682,,135.828275,123.953425,,42.125875
197.383325,187.506675,170.218,,135.854175,124.190875,,42.16865
197.3958,187.5411,170.291675,,135.876775,124.241475,,42.1799
197.4732,187.548325,170.3083,,136.0327,124.27715,,42.251925
197.482875,188.50815,170.317725,,136.06835,124.344175,,42.25805
197.5042,188.678125,170.370825,,136.318025,124.404325,,42.295325
197.522025,189.008,170.4872,,136.423425,124.489675,,42.3712
197.539175,189.160525,170.61905,,136.43025,124.58345,,42.389975
197.545625,189.47065,170.654825,,136.529625,124.6777,,42.4108
197.62445,189.768725,170.687375,,136.6903,124.7752,,42.429975
197.717425,189.95185,170.721375,,136.766975,124.8708,,42.47375
197.74615,190.046875,170.785125,,136.8236,124.914225,,42.48095
197.798425,190.065475,170.826775,,136.87905,124.991075,,42.52425
197.8248,190.10995,170.9573,,137.075575,125.07085,,42.525525
197.9351,190.633725,171.0567,,137.0971,125.130025,,42.54705
198.044125,190.654575,171.068075,,137.135425,125.239975,,42.582725
198.114075,190.761325,171.1607,,137.320625,125.42955,,42.6021
198.209875,190.913775,171.192775,,137.349075,125.65095,,42.6235
198.24285,190.945825,171.20215,,137.4587,125.806125,,42.628625
198.30015,190.9979,171.350075,,137.510225,125.81535,,42.659575
198.4559,191.0496,171.43555,,137.5874,125.938825,,42.68925
198.5418,191.169575,171.49285,,137.714075,125.9984,,42.745025
198.569675,191.203975,171.521075,,137.741275,126.087025,,42.768075
198.5782,191.248075,171.583325,,137.7654,126.1339,,42.773475
198.6192,191.542275,171.59645,,137.796225,126.1949,,42.819075
198.6328,191.764775,171.7231,,137.842625,126.241675,,42.836525
198.682125,191.98465,171.814025,,137.865825,126.32005,,42.848
198.753175,192.69445,171.878225,,137.898925,126.324575,,42.852
198.7552,192.79285,171.94485,,138.02775,126.4378,,42.879075
198.758675,192.8233,171.964725,,138.043825,126.48625,,42.917975
198.864125,193.031975,171.986375,,138.39335,126.554975,,42.9288
199.057525,193.182775,172.075225,,138.857875,126.568275,,42.9423
199.10995,193.492925,172.16735,,139.062075,126.592225,,42.9581
199.159975,193.611075,172.1874,,139.071925,126.68695,,42.974475
199.203325,193.62115,172.22095,,139.124725,126.74825,,42.97965
199.262475,193.798125,172.450775,,139.33925,126.865275,,42.988625
199.2924,193.838275,172.5463,,139.4375,127.0082,,43.021825
199.47415,193.84125,172.5959,,139.4727,127.058975,,43.030175
199.505475,193.87845,172.658025,,139.482725,127.12055,,43.0602
199.520025,193.890275,172.96915,,139.5627,127.12865,,43.062225
199.532425,193.89255,173.007575,,139.5958,127.179025,,43.06845
199.54785,194.6502,173.244025,,139.62495,127.26045,,43.0813
199.59345,194.799775,173.292875,,139.66605,127.41805,,43.095125
199.621325,194.91165,173.378225,,139.716925,127.4722,,43.116175
199.633175,194.939425,173.43445,,139.970825,127.655775,,43.1528
199.649225,194.960975,173.48655,,140.008425,127.68595,,43.2096
199.663675,194.9741,173.5227,,140.04175,127.7738,,43.2214
199.69065,194.987325,173.64705,,140.089525,127.851525,,43.22275
199.770975,195.003425,173.700575,,140.1669,127.91515,,43.230425
199.851475,195.013125,173.724775,,140.206125,128.000975,,43.260925
199.85375,195.03595,173.751675,,140.22545,128.0672,,43.269575
199.9596,195.07525,173.766825,,140.257975,128.397575,,43.322975
,195.2113,173.80935,,140.392175,128.51435,,43.335775
,195.243275,173.9292,,140.58655,128.60105,,43.345825
,195.4347,173.939825,,140.685525,128.652525,,43.382575
,195.46285,174.08045,,140.770275,128.7207,,43.39565
,195.503625,174.138725,,140.89415,128.8191,,43.43135
,195.807,174.215575,,141.127,128.9126,,43.47755
,196.057075,174.2267,,141.158275,128.975375,,43.493425
,196.09715,174.3082,,141.190425,129.053625,,43.531125
,196.112825,174.34305,,141.337925,129.083775,,43.54785
,196.257825,174.392425,,141.3965,129.10395,,43.555875
,196.300225,174.475375,,141.482525,129.423525,,43.62815
,196.306725,174.526725,,141.51715,129.4828,,43.634575
,196.33295,174.582525,,141.760625,129.618425,,43.649475
,196.3366,174.6254,,141.807225,129.878375,,43.687525
,196.35585,174.760975,,141.8566,130.452625,,43.688675
,196.397175,174.823625,,141.936,130.8263,,43.6919
,196.4325,174.88925,,141.975175,130.92055,,43.70485
,196.4471,174.908225,,142.025175,131.2526,,43.721925
,196.839,174.954225,,142.08705,131.383175,,43.724975
,197.08725,174.9946,,142.13175,131.476625,,43.7381
,197.17695,175.015575,,142.222575,131.4797,,43.75295
,197.482825,175.16885,,142.27125,131.645575,,43.777025
,197.730825,175.286425,,142.293275,131.79795,,43.82155
,197.756725,175.317225,,142.347275,131.82735,,43.85835
,197.798425,175.353775,,142.537375,131.85605,,43.873775
,197.821725,175.4599,,142.5526,132.022125,,43.8775
,198.4179,175.5351,,142.618975,132.065775,,43.89145
,198.761925,175.61385,,142.812075,132.54315,,43.9068
,199.257825,175.895225,,143.11615,132.61075,,43.91465
,199.51095,175.971575,,143.13385,132.77865,,43.93385
,199.586175,176.10445,,143.19905,132.838725,,43.962925
,199.607825,176.327075,,143.46835,132.9476,,43.9668
,199.621275,176.360825,,143.51705,133.275275,,43.990175
,199.65735,176.38975,,143.538875,133.3553,,43.995375
,199.6906,176.4444,,143.5549,133.435525,,44.01215
,199.84575,176.50315,,143.596075,133.532675,,44.0386
,,176.5087,,143.7029,133.574275,,44.07475
,,176.54515,,143.725025,133.6706,,44.0896
,,176.5559,,143.8007,133.8407,,44.0921
,,176.601325,,143.813375,133.98905,,44.14325
,,176.604775,,143.9012,134.1579,,44.14495
,,176.62565,,143.91025,134.4735,,44.178875
,,176.722525,,143.948925,134.542025,,44.181075
,,176.780525,,144.210575,134.585325,,44.268625
,,176.816525,,144.428275,134.64565,,44.303625
,,176.8821,,144.6284,134.763725,,44.336225
,,177.107875,,144.669825,134.924825,,44.356175
,,177.18995,,144.6757,135.001675,,44.389225
,,177.2313,,144.806775,135.097125,,44.401075
,,177.33885,,144.876175,135.16075,,44.416475
,,177.3523,,145.206675,135.55185,,44.429475
,,177.4087,,145.2314,135.589975,,44.45495
,,177.52415,,145.674675,135.675275,,44.4588
,,177.64935,,145.689525,135.72895,,44.474675
,,177.74145,,146.0375,135.770525,,44.5052
,,177.849875,,146.17655,136.08055,,44.5269
,,177.960725,,146.26,136.1566,,44.5584
,,177.99775,,146.294175,136.23145,,44.58615
,,178.005075,,146.4477,136.2929,,44.614775
,,178.090925,,146.461925,136.43525,,44.63215
,,178.20145,,146.7755,136.632675,,44.640575
,,178.31535,,146.9559,136.6842,,44.655125
,,178.394125,,147.008825,136.73655,,44.68925
,,178.4335,,147.069875,137.5182,,44.704525
,,178.49575,,147.1161,137.718025,,44.7425
,,178.5005,,147.16965,137.805575,,44.752075
,,178.5602,,147.4329,137.883425,,44.77425
,,178.58725,,147.469725,137.9647,,44.78585
,,178.634825,,147.475375,138.0173,,44.805625
,,178.67785,,147.631225,138.1816,,44.889725
,,178.683625,,147.750525,138.220225,,44.903725
,,178.741,,147.96925,138.294425,,44.9332
,,178.75285,,148.202725,138.379775,,44.961075
,,178.762575,,148.241,138.4358,,44.96405
,,178.795075,,148.279075,138.77275,,44.99215
,,178.821875,,148.291625,138.822075,,44.999125
,,178.887725,,148.621925,138.94595,,45.013675
,,178.944625,,148.68585,139.0803,,45.030175
,,179.0074,,148.75495,139.26375,,45.038425
,,179.020475,,149.011175,139.38675,,45.048225
,,179.0233,,149.037925,139.44035,,45.1673
,,179.03215,,149.06095,139.6722,,45.17955
,,179.107475,,149.10135,139.814425,,45.2134
,,179.121125,,149.293,139.929975,,45.246925
,,179.1748,,149.388825,140.1988,,45.254125
,,179.21175,,149.438975,140.402675,,45.2851
,,179.355525,,149.4601,140.486625,,45.307675
,,179.391925,,149.584925,140.614325,,45.342425
,,179.443,,149.67215,140.830275,,45.345175
,,179.459975,,149.86905,140.952125,,45.3849
,,179.501775,,150.212375,141.0679,,45.406075
,,179.55865,,150.331175,141.105475,,45.422425
,,179.632775,,150.354675,141.25025,,45.43835
,,179.653375,,150.43535,141.259925,,45.4863
,,179.773175,,150.4444,141.387425,,45.517575
,,179.827175,,150.4608,141.5267,,45.529425
,,179.941125,,150.841425,141.8977,,45.557625
,,180.077425,,150.949,142.074525,,45.57905
,,180.189475,,151.043,142.1338,,45.642275
,,180.22665,,151.060425,142.164725,,45.6754
,,180.327375,,151.102925,142.390775,,45.707875
,,180.490525,,151.127375,142.51515,,45.73225
,,180.5666,,151.230525,142.59065,,45.7714
,,180.633275,,151.2676,142.711825,,45.780875
,,180.67935,,151.758475,142.896725,,45.8422
,,180.865525,,151.875725,142.9453,,45.8782
,,181.07335,,152.031625,143.0332,,45.912
,,181.220625,,152.109475,143.1436,,45.950675
,,181.333625,,152.126425,143.2094,,45.9813
,,181.494875,,152.171325,143.409275,,45.99565
,,181.54495,,152.410375,143.528875,,46.0351
,,181.61785,,152.475275,143.631975,,46.06545
,,181.686875,,152.7105,143.7388,,46.083425
,,181.823125,,152.766375,143.8843,,46.123675
,,181.891475,,152.87635,143.976325,,46.1491
,,181.9649,,152.90905,144.0884,,46.152825
,,182.0002,,152.960175,144.1749,,46.175825
,,182.067825,,153.073625,144.291125,,46.204875
,,182.0738,,153.07995,144.37805,,46.205925
,,182.1392,,153.10135,144.429425,,46.2227
,,182.141325,,153.146625,144.55085,,46.248225
,,182.218025,,153.2424,144.6531,,46.27535
,,182.236875,,153.257825,144.90265,,46.3258
,,182.292575,,153.418825,145.006025,,46.366275
,,182.789225,,153.51,145.10915,,46.380075
,,182.939075,,153.53835,145.221425,,46.396525
,,183.0966,,153.629575,145.5434,,46.423325
,,183.1707,,153.805075,145.6196,,46.4394
,,183.241475,,153.842125,145.646325,,46.448025
,,183.358075,,153.875775,145.8215,,46.4549
,,183.45325,,154.008925,145.8875,,46.5077
,,183.49745,,154.074875,145.9639,,46.50985
,,183.550725,,154.1618,146.0666,,46.513475
,,183.713125,,154.4818,146.132225,,46.563625
,,183.852425,,154.58065,146.3161,,46.56565
,,183.950825,,154.636775,146.356675,,46.57005
,,184.049425,,154.716575,146.5362,,46.609825
,,184.07775,,154.9637,146.682875,,46.622575
,,184.127675,,155.002275,146.92115,,46.62715
,,184.167375,,155.196875,146.97945,,46.6717
,,184.214225,,155.351875,147.312775,,46.691375
,,184.270775,,155.808775,147.36355,,46.711275
,,184.300375,,155.87305,147.405025,,46.72185
,,184.326025,,155.88735,147.542825,,46.76755
,,184.3803,,155.93115,147.743775,,46.8221
,,184.62175,,156.00195,147.85645,,46.8334
,,184.720375,,156.102225,147.89975,,46.874
,,184.814825,,156.13945,147.93985,,46.8825
,,184.937175,,156.154175,147.985475,,46.8979
,,185.05445,,156.184225,148.021225,,46.901625
,,185.063775,,156.193875,148.146525,,46.9058
,,185.1307,,156.33905,148.2088,,46.91615
,,185.19185,,156.445325,148.262475,,46.9428
,,185.221175,,156.597075,148.592575,,46.999175
,,185.26645,,156.7444,148.694225,,47.0529
,,185.32715,,156.81055,148.749875,,47.07485
,,185.343875,,157.051775,148.813325,,47.09465
,,185.403275,,157.09725,148.882375,,47.16805
,,185.5039,,157.134075,149.1102,,47.21665
,,185.515725,,157.268575,149.47495,,47.240075
,,185.55105,,157.2968,149.55265,,47.296375
,,185.609125,,157.33475,149.614925,,47.373425
,,185.689575,,157.38845,149.738325,,47.38185
,,185.721925,,157.406125,149.840025,,47.4182
,,185.7586,,157.450525,149.863175,,47.458625
,,185.896925,,157.478325,149.9242,,47.491025
,,185.916725,,157.54175,150.135475,,47.512175
,,185.993625,,157.623475,150.202525,,47.548325
,,186.0287,,157.661525,150.396975,,47.559875
,,186.043075,,157.761525,150.463075,,47.57215
,,186.069325,,157.82025,150.538575,,47.596275
,,186.315875,,157.8587,150.8124,,47.652875
,,186.392475,,157.926125,150.8879,,47.6547
,,186.446,,158.002975,151.28,,47.65655
,,186.563875,,158.054875,151.335075,,47.693925
,,186.586,,158.25595,151.4019,,47.736975
,,186.6331,,158.458075,151.592425,,47.779825
,,186.773675,,158.55065,151.657125,,47.813725
,,186.822525,,158.5594,151.7074,,47.942525
,,186.860775,,158.60855,151.83745,,47.976625
,,187.06315,,158.782225,151.90865,,48.005075
,,187.134525,,159.0166,152.1148,,48.086625
,,187.27595,,159.2121,152.1865,,48.0986
,,187.399175,,159.3599,152.224575,,48.12255
,,187.412725,,159.414225,152.778725,,48.1273
,,187.4688,,159.47355,153.119675,,48.14265
,,187.516825,,159.745125,153.233775,,48.18225
,,187.523225,,159.79295,153.27195,,48.189725
,,187.5624,,159.8344,153.365825,,48.19255
,,187.586025,,159.85745,153.440325,,48.213925
,,187.61495,,160.06,153.72255,,48.226325
,,187.678325,,160.0766,153.797675,,48.25965
,,187.729775,,160.1009,153.945875,,48.2749
,,187.8665,,160.26985,153.981325,,48.276775
,,188.08845,,160.40225,154.01995,,48.294225
,,188.19445,,160.4153,154.0641,,48.30925
,,188.22435,,160.454725,154.13785,,48.322025
,,188.236525,,160.492825,154.4183,,48.334325
,,188.256025,,160.524275,154.5591,,48.3492
,,188.324975,,160.616375,154.7248,,48.3751
,,188.40895,,160.67265,154.788875,,48.413675
,,188.485325,,160.701625,154.902975,,48.44235
,,188.6312,,160.76795,155.069825,,48.452275
,,188.738325,,160.818775,155.50435,,48.472475
,,188.814975,,161.052125,155.62545,,48.49035
,,188.935775,,161.1051,155.674625,,48.5006
,,188.967975,,161.231925,155.791425,,48.525725
,,188.987525,,161.456275,155.92125,,48.5593
,,189.065125,,161.521325,155.98745,,48.577375
,,189.078475,,161.624525,156.1731,,48.638975
,,189.106825,,161.647775,156.383525,,48.66
,,189.12965,,161.737775,156.637,,48.7173
,,189.16945,,161.799875,156.731225,,48.72965
,,189.20035,,161.954175,156.79825,,48.744575
,,189.222725,,162.205075,156.834675,,48.763675
,,189.27285,,162.258775,156.9241,,48.79825
,,189.3136,,162.407225,157.272375,,48.803
,,189.411125,,162.4507,157.279625,,48.815625
,,189.606525,,162.473725,157.474225,,48.856875
,,189.8173,,162.5664,157.564975,,48.866425
,,189.860975,,162.61365,158.095925,,48.890725
,,189.88145,,162.624125,158.269,,48.9308
,,189.90475,,162.7263,158.5322,,48.9665
,,189.944025,,163.065725,158.732625,,48.97855
,,189.978825,,163.3666,158.743875,,49.001275
,,189.9807,,163.4611,158.794125,,49.020375
,,190.0025,,163.57255,158.962725,,49.044425
,,190.0116,,163.6195,159.500125,,49.071525
,,190.025275,,163.701975,159.76025,,49.095875
,,190.03585,,163.755475,159.817875,,49.1087
,,190.066175,,163.78255,160.001225,,49.142375
,,190.086525,,164.110925,160.095975,,49.15775
,,190.10975,,164.145575,160.107925,,49.183775
,,190.115725,,164.174925,160.16555,,49.19915
,,190.15495,,164.6152,160.28615,,49.21605
,,190.18475,,164.66085,160.3123,,49.23155
,,190.24815,,164.66505,160.39035,,49.2451
,,190.295075,,164.68645,160.6398,,49.273225
,,190.334875,,164.764775,160.72435,,49.276975
,,190.360975,,165.112725,160.788825,,49.2846
,,190.426675,,165.1167,160.835975,,49.3052
,,190.567225,,165.2103,161.1577,,49.31875
,,190.69395,,165.214175,161.161075,,49.331625
,,190.8193,,165.303525,161.4624,,49.349325
,,190.876325,,165.8957,161.6049,,49.3538
,,190.917325,,165.9176,161.61905,,49.3679
,,190.9646,,165.95625,161.6833,,49.4152
,,190.99395,,166.091275,162.080625,,49.439125
,,191.131275,,166.116225,162.1641,,49.461525
,,191.294175,,166.21075,162.225325,,49.477025
,,191.42365,,166.35395,162.269525,,49.50075
,,191.4731,,166.3603,162.347675,,49.5018
,,191.555575,,166.473925,162.61025,,49.532575
,,191.63845,,166.551025,162.654975,,49.564375
,,191.6784,,166.60435,162.74105,,49.581075
,,191.764575,,166.7276,162.827775,,49.5831
,,191.808225,,166.768475,163.032475,,49.617025
,,191.97255,,166.87715,163.2582,,49.665675
,,192.072925,,166.9013,163.2837,,49.701475
,,192.157175,,166.92565,163.30895,,49.717025
,,192.213425,,166.982625,163.407175,,49.74425
,,192.261275,,167.149775,163.66845,,49.7494
,,192.36175,,167.299375,163.69325,,49.780275
,,192.58595,,167.446075,163.734725,,49.800675
,,192.673025,,167.563325,163.7769,,49.860275
,,192.680625,,167.68,163.980675,,49.914475
,,192.744725,,167.70615,164.311375,,49.934025
,,192.868,,167.7229,164.402625,,49.935775
,,192.97755,,168.00385,164.45975,,49.967075
,,193.071575,,168.2037,164.62535,,49.975025
,,193.1208,,168.286325,165.014575,,49.992075
,,193.2565,,168.61755,165.079125,,50.01425
,,193.3231,,168.667,165.1076,,50.02385
,,193.4285,,169.18225,165.148725,,50.0414
,,193.565025,,169.213675,165.244575,,50.057125
,,193.6134,,169.240175,165.31885,,50.06505
,,193.7045,,169.468725,165.459925,,50.087325
,,193.727175,,169.50795,165.532425,,50.1006
,,193.784075,,169.6899,165.611725,,50.117025
,,193.801925,,169.754425,165.946425,,50.147275
,,193.808425,,169.913625,166.140525,,50.19385
,,193.838025,,170.040425,166.1992,,50.208075
,,193.858075,,170.092325,166.37175,,50.216775
,,193.859925,,170.122425,166.644325,,50.226425
,,193.883975,,170.20165,166.682375,,50.271175
,,193.892325,,170.331075,166.719775,,50.292025
,,193.9166,,170.617075,166.78985,,50.305275
,,193.920825,,170.8638,166.972225,,50.3092
,,193.931225,,170.908775,167.142,,50.3159
,,193.9479,,170.9782,167.4807,,50.323
,,194.0173,,170.9823,167.688925,,50.34185
,,194.080275,,171.141625,167.746575,,50.349225
,,194.150325,,171.1976,168.175025,,50.3551
,,194.299225,,171.30585,168.440925,,50.416375
,,194.4002,,171.4046,168.74635,,50.4361
,,194.51545,,171.452375,168.827325,,50.45135
,,194.576875,,171.501825,168.99935,,50.459075
,,194.6563,,171.571475,169.23385,,50.481025
,,194.74195,,171.630675,169.32565,,50.504725
,,194.885325,,171.96075,169.3801,,50.5095
,,194.904175,,171.996275,169.492825,,50.5421
,,194.994525,,172.2924,169.61485,,50.576075
,,195.023775,,172.56095,169.65895,,50.589375
,,195.05735,,172.584875,169.7003,,50.607425
,,195.09485,,172.7587,169.73565,,50.609
,,195.100075,,172.82065,169.831775,,50.6243
,,195.149275,,172.832825,169.8491,,50.644175
,,195.168,,172.98415,169.9091,,50.689475
,,195.204875,,173.072225,169.98165,,50.694125
,,195.31125,,173.0779,170.190725,,50.711625
,,195.348725,,173.395325,170.327,,50.733875
,,195.406775,,173.42425,170.37145,,50.762525
,,195.408475,,173.50415,170.54105,,50.810225
,,195.4958,,173.552375,170.588225,,50.8304
,,195.523425,,173.611325,170.61915,,50.84735
,,195.590375,,173.85815,171.012975,,50.870375
,,195.6427,,173.900475,171.123725,,50.893375
,,195.7339,,173.938775,171.13215,,50.899125
,,195.8039,,173.973425,171.1788,,50.9229
,,195.89215,,174.278825,171.326875,,50.936325
,,196.195825,,174.311875,171.384075,,50.961875
,,196.2095,,174.407975,171.4674,,51.074925
,,196.25045,,174.652375,171.5525,,51.0947
,,196.25165,,174.843175,171.64225,,51.107375
,,196.276925,,174.8626,171.992575,,51.161825
,,196.301225,,174.8811,172.24945,,51.1645
,,196.31475,,174.90295,172.7052,,51.172275
,,196.326275,,174.964575,172.7478,,51.1818
,,196.37065,,175.153625,173.180475,,51.233875
,,196.37615,,175.157525,173.32105,,51.241075
,,196.4207,,175.227625,173.579875,,51.2733
,,196.435775,,175.393525,173.802175,,51.3097
,,196.506975,,175.555325,174.0095,,51.33475
,,196.521,,175.557875,174.24395,,51.381375
,,196.590675,,175.5842,174.28435,,51.397725
,,196.625,,175.697375,174.34455,,51.444775
,,196.712875,,175.759025,174.3744,,51.464725
,,196.797425,,175.853375,174.4687,,51.52
,,196.8519,,175.87155,174.5077,,51.5499
,,196.9793,,176.10295,174.722575,,51.5612
,,197.010225,,176.129075,174.780425,,51.566425
,,197.076825,,176.270575,174.813475,,51.612925
,,197.11115,,176.340925,174.869375,,51.634625
,,197.1362,,176.473775,175.228925,,51.665025
,,197.195625,,176.488675,175.4658,,51.67395
,,197.2352,,176.591775,175.520975,,51.717625
,,197.2603,,177.301375,175.5681,,51.754375
,,197.3336,,177.446475,175.63015,,51.8323
,,197.564875,,177.767125,175.666725,,51.84395
,,197.694875,,177.87075,175.781575,,51.892875
,,197.759675,,177.886775,175.87965,,51.946925
,,197.8471,,177.9333,176.521,,51.9571
,,197.8707,,177.99515,176.845975,,51.98645
,,198.021425,,178.023875,176.976375,,52.041175
,,198.076825,,178.028675,177.085825,,52.076175
,,198.1678,,178.08705,177.12795,,52.08085
,,198.20495,,178.1394,177.498625,,52.100425
,,198.317,,178.17625,177.634675,,52.1194
,,198.330125,,178.195175,177.800325,,52.12165
,,198.375425,,178.2807,178.006575,,52.157225
,,198.4612,,178.379175,178.59485,,52.196375
,,198.463225,,178.430175,178.883025,,52.241525
,,198.4839,,178.4509,179.0184,,52.261175
,,198.503525,,178.5208,179.5658,,52.2632
,,198.52865,,178.84935,179.614425,,52.298525
,,198.5587,,178.9126,179.852325,,52.3177
,,198.588875,,178.914775,179.938225,,52.333975
,,198.596775,,179.064925,180.436075,,52.3376
,,198.618,,179.162425,180.528325,,52.358475
,,198.65235,,179.198325,180.57775,,52.395525
,,198.71335,,179.308325,180.6341,,52.40325
,,198.745875,,179.65145,180.68255,,52.4108
,,198.85225,,179.6608,180.93035,,52.460375
,,198.93165,,179.713925,181.1755,,52.46935
,,199.04305,,179.71955,181.765625,,52.4941
,,199.099675,,179.8636,182.2543,,52.49875
,,199.135975,,179.953525,182.37855,,52.51545
,,199.249975,,180.220575,182.61605,,52.54425
,,199.328775,,180.338525,182.804,,52.578625
,,199.527775,,180.438925,183.241275,,52.596025
,,199.5383,,180.704025,183.6955,,52.598675
,,199.590875,,180.71715,183.882525,,52.62585
,,199.60605,,180.90225,183.9704,,52.64395
,,199.642275,,180.932375,184.193175,,52.6713
,,199.67945,,181.126875,184.271375,,52.678275
,,199.6841,,181.21145,184.42405,,52.71525
,,199.709475,,181.284975,184.472075,,52.73115
,,199.811975,,181.28755,184.69145,,52.77395
,,199.854975,,181.3349,184.776275,,52.81045
,,199.858225,,181.3712,185.106875,,52.858375
,,199.92065,,181.442225,185.6349,,52.8835
,,199.95095,,181.594675,185.73415,,52.8879
,,,,181.661175,185.770725,,52.892575
,,,,181.810425,185.862975,,52.91315
,,,,182.030025,185.99395,,52.977975
,,,,182.461125,186.382,,53.0002
,,,,182.483675,186.41725,,53.02875
,,,,182.56155,186.749175,,53.047
,,,,182.8658,187.00915,,53.0729
,,,,182.99285,187.67685,,53.095325
,,,,183.489675,187.7575,,53.1113
,,,,183.548725,188.182575,,53.152275
,,,,183.59575,188.452025,,53.191925
,,,,183.621325,188.534,,53.2171
,,,,183.626625,188.61975,,53.243725
,,,,183.7868,188.67705,,53.268725
,,,,183.850875,188.945225,,53.30535
,,,,183.88725,189.0083,,53.337925
,,,,183.99135,189.079225,,53.34305
,,,,183.998725,189.137475,,53.371375
,,,,184.0011,189.285775,,53.5021
,,,,184.048,189.40655,,53.519125
,,,,184.221675,189.470275,,53.534875
,,,,184.225825,189.77255,,53.572975
,,,,184.3738,189.93415,,53.57535
,,,,184.3983,189.973875,,53.61305
,,,,184.47945,190.072525,,53.647175
,,,,184.6077,190.271775,,53.649325
,,,,184.6338,190.31785,,53.68885
,,,,184.788375,190.364325,,53.723525
,,,,184.796025,190.578425,,53.7339
,,,,184.848,190.785475,,53.77835
,,,,185.1413,190.83955,,53.81915
,,,,185.1743,190.921325,,53.829075
,,,,185.6815,190.94435,,53.840525
,,,,185.789275,191.03475,,53.852025
,,,,185.822675,191.187175,,53.856
,,,,185.8422,191.65015,,53.870825
,,,,185.8484,191.877675,,53.8797
,,,,186.02125,191.913,,53.894225
,,,,186.1388,191.9264,,53.9138
,,,,186.199025,192.133075,,53.921225
,,,,186.23795,192.351925,,53.93665
,,,,186.488925,192.404325,,53.946675
,,,,186.620825,192.540925,,53.965025
,,,,186.66695,192.626275,,53.970575
,,,,186.741,192.666075,,53.978725
,,,,186.87555,192.7162,,54.021
,,,,186.929375,192.794875,,54.0593
,,,,186.9676,192.844625,,54.081675
,,,,187.039725,193.0279,,54.107325
,,,,187.24435,193.146425,,54.11315
,,,,187.310325,193.269125,,54.122275
,,,,187.413975,193.5362,,54.1447
,,,,187.425575,193.7332,,54.1629
,,,,187.449025,193.8003,,54.1827
,,,,187.602225,193.8448,,54.204875
,,,,187.737,193.968425,,54.20785
,,,,187.80845,194.542,,54.25715
,,,,187.860675,194.573225,,54.3494
,,,,187.91975,194.6336,,54.352575
,,,,187.936,194.682225,,54.37775
,,,,188.006225,194.778825,,54.38475
,,,,188.14105,195.1,,54.425475
,,,,188.33045,195.22945,,54.442175
,,,,188.46575,195.4244,,54.4536
,,,,188.52185,195.570575,,54.49365
,,,,188.6504,195.717775,,54.497275
,,,,188.89155,195.794475,,54.534225
,,,,189.152225,196.04065,,54.54825
,,,,189.244525,196.315375,,54.5649
,,,,189.387975,196.585875,,54.60445
,,,,189.483725,196.820425,,54.627375
,,,,189.566925,196.916125,,54.645125
,,,,189.595925,196.9783,,54.655725
,,,,189.621375,197.12975,,54.669
,,,,189.86665,197.50475,,54.70755
,,,,189.901225,197.639475,,54.7308
,,,,190.025075,197.959975,,54.741975
,,,,190.097025,198.4301,,54.754375
,,,,190.276425,198.451725,,54.7676
,,,,190.3384,198.6141,,54.772775
,,,,190.380225,198.78295,,54.811525
,,,,190.469725,198.865875,,54.81385
,,,,190.5757,199.01215,,54.841325
,,,,190.856725,199.061475,,54.843575
,,,,190.9289,199.126575,,54.879525
,,,,191.0588,199.158275,,54.89085
,,,,191.131125,199.3363,,54.9046
,,,,191.154075,199.36375,,54.944125
,,,,191.228225,199.42845,,54.9634
,,,,191.449925,199.533425,,54.971225
,,,,191.574775,199.736075,,54.98705
,,,,191.57835,199.83785,,55.003575
,,,,191.8417,199.95005,,55.061075
,,,,192.003425,,,55.067225
,,,,192.078075,,,55.086125
,,,,192.12985,,,55.0883
,,,,192.298575,,,55.135325
,,,,192.459875,,,55.150125
,,,,192.575175,,,55.1779
,,,,192.610675,,,55.2036
,,,,192.677225,,,55.216925
,,,,192.802425,,,55.2505
,,,,192.9176,,,55.28765
,,,,192.920675,,,55.363175
,,,,193.179225,,,55.4129
,,,,193.460975,,,55.417575
,,,,194.16535,,,55.430025
,,,,194.18705,,,55.492925
,,,,194.242625,,,55.49965
,,,,194.295575,,,55.52395
,,,,194.308075,,,55.57185
,,,,194.4859,,,55.588525
,,,,194.631425,,,55.63735
,,,,194.95025,,,55.67175
,,,,195.02365,,,55.679625
,,,,195.1891,,,55.71685
,,,,195.220575,,,55.769875
,,,,195.324625,,,55.78915
,,,,195.513975,,,55.793825
,,,,195.668075,,,55.83415
,,,,195.744925,,,55.86195
,,,,195.750125,,,55.867425
,,,,195.830725,,,55.909775
,,,,195.835275,,,55.937475
,,,,195.8428,,,55.9498
,,,,195.8888,,,55.978175
,,,,196.04695,,,55.9842
,,,,196.08845,,,55.99205
,,,,196.186325,,,56.027025
,,,,196.247475,,,56.078475
,,,,196.38245,,,56.1281
,,,,196.74685,,,56.18185
,,,,196.903025,,,56.207125
,,,,197.307275,,,56.239275
,,,,197.4845,,,56.248025
,,,,197.531025,,,56.2546
,,,,197.726625,,,56.27525
,,,,197.844775,,,56.279125
,,,,197.9186,,,56.3371
,,,,198.104825,,,56.340375
