SPK_SPKC02c,SPK_SPKC10a,SPK_SPKC10b,SPK_SPKC16a
210.133025,217.7944,207.347,126.36945
210.37205,217.8257,207.357575,126.380225
210.439675,217.843725,207.383975,126.389625
210.475575,217.880175,207.41755,126.401
210.4982,217.929625,207.4372,126.408925
210.527175,217.942975,207.518,126.415025
210.605125,217.962825,207.738075,126.42655
210.70095,217.9886,207.880775,126.501825
210.726525,218.16005,207.915675,126.5186
210.7593,218.186475,207.94705,126.53005
210.82065,218.220575,207.96065,126.54045
210.857325,218.238525,208.273975,126.552925
211.039875,218.2917,208.329725,126.557575
211.201925,218.318675,208.354025,126.56365
211.240875,218.3374,208.6118,126.56885
211.3486,218.40305,208.879975,126.578075
211.403575,218.556875,208.905125,126.58515
211.427275,218.5852,208.917125,126.5951
211.46735,218.6067,208.927825,126.61035
211.496525,218.62735,208.9606,126.6201
211.528175,218.6333,208.976275,126.62895
211.532375,218.659575,209.019875,126.6363
211.593475,218.68615,209.403525,126.648975
211.659125,218.69145,209.45605,126.819675
211.91685,218.89475,209.55855,126.833
211.9542,218.903425,209.5711,126.8495
211.98795,218.93175,209.79885,126.8604
212.0222,218.992225,210.0916,126.882875
212.0615,219.012425,210.101575,126.903925
212.091325,219.0358,210.12825,126.925
212.319325,219.061275,210.14635,126.93665
212.352475,219.089825,210.179025,126.947475
212.382225,219.1234,210.19405,126.957275
212.40695,219.1401,210.2188,126.963625
212.4343,219.162775,210.23915,126.969875
212.461975,219.2313,210.387075,126.979625
212.4899,219.449875,210.413825,126.989425
212.509925,219.4964,210.6397,126.996025
212.705225,219.532175,210.651825,127.00325
212.77805,219.55975,210.666975,127.007525
212.801025,219.604975,210.68835,127.01515
212.807475,219.8376,210.705175,127.023525
212.84075,219.87315,210.72755,127.030725
212.855975,219.905825,210.7359,127.036575
212.882375,219.93565,210.749125,127.046925
212.926375,219.97095,210.7883,127.052325
213.184425,220.010525,211.2114,127.0559
213.216675,220.043725,211.49445,127.060325
213.24715,220.0952,211.530025,127.064125
213.445625,220.3124,211.5526,127.071675
213.48035,220.355675,211.556875,127.076475
213.534475,220.39795,211.57805,127.0803
213.558475,220.44375,211.629225,127.083275
213.583775,220.46865,211.641,127.094725
213.617925,220.47895,211.6828,127.104375
213.672025,220.51365,211.702125,127.111425
213.67445,220.539325,211.9322,127.975625
213.902625,220.575275,211.95725,127.998775
213.9576,220.607575,212.0377,128.0075
213.985175,220.627375,212.069275,128.01865
214.013075,220.90795,212.0973,128.027
214.0662,220.93575,212.100275,128.035875
214.129175,220.9684,212.35025,128.04295
214.1632,221.086175,212.414725,128.049575
214.189475,221.117,212.45265,128.056975
214.21565,221.168475,212.4641,128.062775
214.259775,221.1766,212.476375,128.07095
214.314575,221.19865,212.48295,128.078475
214.465525,221.215775,212.49385,128.0863
214.508325,221.25975,212.519675,128.09325
214.567525,221.289575,212.7729,128.0973
214.60315,221.6373,212.803825,128.110925
214.6335,221.6706,212.823675,128.1203
214.67595,221.9285,212.847425,128.125525
214.7183,221.97295,212.8851,128.13265
214.75005,222.021425,212.89915,128.138225
214.798775,222.0798,212.903975,128.15585
214.815975,222.117875,212.9526,128.16355
214.817775,222.145975,213.2185,128.1678
214.85435,222.175275,213.2555,128.18395
214.882825,222.1837,213.2835,128.1918
214.923,222.212475,213.31015,128.21245
214.934475,222.240075,213.34005,128.2213
214.96745,222.27965,213.402775,128.2338
214.99575,222.30385,213.52965,128.2404
215.000325,222.324575,213.546425,128.251875
215.029775,222.36755,213.64925,128.260025
215.395575,222.60895,213.6688,128.2823
215.425125,222.649375,213.68115,128.29695
215.450625,222.700175,214.20255,128.31125
215.46665,222.73925,214.2124,128.317075
215.49635,222.7738,214.29695,128.346575
215.704775,222.792325,214.922425,128.4278
215.737175,222.81325,214.9319,128.4482
215.806225,222.83145,214.9445,128.46245
215.9763,222.85505,214.98005,128.470675
216.00755,222.876375,215.009425,128.4758
216.0302,222.91105,215.0151,128.481825
216.063125,222.944575,215.023425,128.4918
216.113625,223.22805,215.02695,128.498325
216.187675,223.306375,215.07455,128.511525
216.292975,223.34965,215.083275,128.55495
216.430075,223.4412,215.094075,128.569225
216.5765,223.468875,215.153675,128.58375
216.60565,223.539425,215.452475,128.59535
216.6339,223.593825,215.465725,128.601825
216.6448,223.60245,215.539275,128.60945
216.7033,223.670375,215.72735,128.61275
216.7254,223.69955,215.99405,128.621075
216.852225,223.728375,216.024675,128.628125
216.9167,223.741975,216.03175,128.63445
216.95105,223.776125,216.040475,128.640325
216.968025,223.833725,216.058075,128.6448
216.99835,223.86565,216.109975,128.64835
217.0364,223.883525,216.141875,128.652125
217.066525,223.91695,216.1483,128.6559
217.0923,224.262,216.6498,128.6641
217.11845,224.304375,216.6596,128.668725
217.135025,224.444025,216.67675,128.6754
217.142375,224.47105,216.70175,128.6814
217.167275,224.49125,216.71045,128.6865
217.18445,224.524125,216.714575,128.702375
217.206475,224.567475,216.740975,128.710225
217.2428,224.695175,216.780825,128.71985
217.384175,224.74125,216.826475,128.731575
217.408525,224.779425,217.043275,128.742725
217.4432,224.81055,217.10285,128.755025
217.453225,224.8345,217.12345,128.7696
217.468175,224.864075,217.152,128.7784
217.487575,224.90375,217.164625,128.78915
217.5185,224.944175,217.201225,128.797325
217.5264,224.983575,217.23565,128.804675
217.554725,225.010475,217.25205,128.816725
217.5712,225.042175,217.458975,129.07425
217.585275,225.073425,217.507575,129.10075
217.5974,225.13935,217.531025,129.11425
217.6197,225.147025,217.54455,129.12655
217.7944,225.285275,217.5576,129.13575
217.82565,225.42715,217.5673,129.1539
217.843725,225.457025,217.58175,129.19095
217.87855,225.48795,217.603075,129.205075
217.880175,225.51505,217.61265,129.261725
217.90425,225.542925,217.621725,129.2995
217.9296,225.57235,217.6495,129.45425
217.9628,225.603225,217.827025,129.459825
217.9886,225.6386,217.86535,129.4747
218.16005,225.671275,217.890675,129.484575
218.186475,225.6915,217.9018,129.488775
218.220575,225.780925,217.950725,129.495325
218.238525,226.001825,217.9649,129.5043
218.261325,226.087325,217.979725,129.508375
218.2917,226.128925,218.0201,129.512575
218.31865,226.1611,218.0291,129.51795
218.337375,226.179225,218.199025,129.524775
218.3745,226.20825,218.2117,129.5284
218.403025,226.21335,218.227275,129.53225
218.556875,226.275275,218.245775,129.53605
218.5852,226.31535,218.26035,129.54575
218.60665,226.67835,218.279975,129.55065
218.627375,226.717925,218.31045,129.554925
218.65955,226.7705,218.320525,129.563275
218.686125,226.9174,218.327225,129.5667
218.691425,227.048375,218.336175,129.571725
218.89475,227.128925,218.359425,129.575775
218.903425,227.151525,218.383625,129.581675
218.931725,227.22805,218.38895,129.585875
218.992225,227.290725,218.435325,129.5891
219.012425,227.34685,218.6352,129.59435
219.035775,227.368475,218.660875,129.60475
219.061275,227.385875,218.692825,129.609975
219.0898,227.410875,218.7018,129.613225
219.1234,227.4193,218.720225,129.617225
219.1401,227.44945,218.733625,129.622975
219.162775,227.457925,218.747225,129.627325
219.2313,227.487875,219.05255,129.6328
219.44985,227.505425,219.073275,129.637425
219.496375,227.542075,219.10105,129.6427
219.532175,227.752575,219.131375,129.64765
219.559725,227.784675,219.200925,129.65375
219.604975,227.826125,219.224325,129.662325
219.837575,227.8403,219.28315,129.66575
219.87315,227.872125,219.308475,129.671025
219.9058,227.89805,219.489875,129.675525
219.935625,227.9316,219.637,129.681475
219.970925,228.0116,219.7073,129.68765
220.0105,228.0395,219.934525,129.692825
220.043725,228.266225,219.945725,129.696475
220.0952,228.300225,219.95705,129.701775
220.312375,228.3626,219.964325,129.7065
220.3557,228.402825,219.97335,129.71345
220.39795,228.41935,219.98875,129.715875
220.44375,228.439475,220.018325,129.7217
220.468625,228.4775,220.424475,129.72555
220.478925,228.500675,220.449225,129.729325
220.5136,228.522325,220.463425,129.733425
220.539325,228.5515,220.4704,129.744675
220.575275,228.678875,220.515175,129.935
220.60755,228.694825,220.53785,129.956225
220.627375,228.72195,220.5467,129.971
220.907925,228.762425,220.564325,129.974725
220.935725,228.774075,220.601,129.984625
220.968375,228.786225,220.61465,129.99175
221.08615,228.81175,220.645325,130.00085
221.116975,228.8377,220.65215,130.00775
221.14685,228.84425,221.133225,130.013425
221.168475,228.869475,221.1461,130.020925
221.1766,228.899175,221.164825,130.026775
221.19865,229.0957,221.19045,130.03225
221.21575,229.122875,221.20115,130.03955
221.25975,229.142975,221.20725,130.045825
221.28955,229.175825,221.218375,130.051625
221.637275,229.1931,221.253575,130.054975
221.670575,229.210575,221.274275,130.059575
221.9285,229.2257,221.2978,130.06595
221.97295,229.239075,221.31615,130.069
222.0214,229.262875,221.323375,130.0758
222.079775,229.2789,221.347975,130.080225
222.11785,229.305025,221.667275,130.0866
222.14595,229.34095,221.951325,130.091025
222.175275,229.36325,222.153375,130.09635
222.1837,229.56205,222.2619,130.10315
222.212475,229.580025,222.297325,130.110275
222.24005,229.601675,222.306825,130.113475
222.27965,229.626075,222.31455,130.128375
222.30385,229.639125,222.3217,130.2232
222.32455,229.6632,222.336075,130.241725
222.367525,229.6902,222.3419,130.251775
222.608925,229.70725,222.348825,130.26755
222.649375,229.734125,222.354925,130.27745
222.70015,229.930375,222.39225,130.287025
222.73925,229.949525,222.3939,130.2951
222.7738,229.9643,222.42145,130.30215
222.7923,229.9875,222.440375,130.3128
222.8132,230.015225,222.802175,130.706375
222.855025,230.046225,222.8183,130.7435
222.876375,230.05565,222.830275,130.7589
222.911025,230.0995,222.84215,130.769225
222.94455,230.1524,222.86605,130.785525
223.01345,230.29655,222.88075,130.791925
223.22805,230.310125,222.88765,130.79765
223.23515,230.33155,222.895725,130.808475
223.30635,230.352425,222.913275,130.814275
223.349625,230.37995,222.922425,130.820825
223.4412,230.39235,222.979925,130.825125
223.468875,230.451375,222.987825,130.830325
223.5087,230.496175,223.01115,130.837775
223.539425,230.694,223.023325,130.843025
223.5938,230.708025,223.044475,130.8481
223.602425,230.75205,223.051925,130.853975
223.670375,230.766425,223.80225,130.8584
223.699525,230.77785,223.822225,130.8652
223.72835,230.821275,223.8411,130.8684
223.74195,230.86475,223.858425,130.872675
223.767175,230.900125,223.890925,130.875525
223.776125,231.126275,223.94655,130.87955
223.833725,231.150625,223.98465,130.8871
223.865625,231.17535,224.239725,130.890525
223.883525,231.20715,224.267125,130.89535
223.916925,231.224725,224.2951,130.90035
224.09885,231.251725,224.427275,130.903275
224.261975,231.3076,224.5088,130.9092
224.304375,231.3177,224.521925,130.91655
224.3054,231.458375,224.978125,130.923525
224.444025,231.49945,225.0254,130.928175
224.471025,231.532225,225.055,130.935025
224.491225,231.553825,225.0769,130.946625
224.524125,231.8665,225.08545,130.9507
224.5675,231.90015,225.107575,130.96105
224.69515,231.92885,225.1223,130.969175
224.74125,231.9604,225.12995,130.989575
224.779425,231.969175,225.143925,131.019
224.81055,231.992075,225.14925,131.1354
224.8345,232.005225,225.584725,131.376675
224.859425,232.025775,225.636625,131.403275
224.864075,232.067125,225.656425,131.416825
224.903725,232.2326,225.67765,131.43395
224.94415,232.279775,225.711575,131.4427
224.983575,232.311775,225.747825,131.448575
225.01045,232.33755,225.762275,131.461125
225.04215,232.3566,225.769125,131.470275
225.0734,232.44175,225.78975,131.484775
225.083275,232.466475,225.81755,131.49065
225.139325,232.563575,226.173425,131.506925
225.147,232.652925,226.18885,131.826575
225.28525,232.6787,226.23445,131.86035
225.42715,232.699575,226.23885,131.895225
225.457,232.7213,226.25015,131.9145
225.487925,232.747075,226.2583,131.925125
225.51505,232.770825,226.2706,131.9358
225.5429,232.78785,226.298775,131.94325
225.57235,232.805875,226.786975,131.955775
225.603225,232.816925,226.825775,131.964975
225.6386,232.835625,226.8427,131.96915
225.671275,232.861,226.865175,131.97405
225.69145,232.8955,226.936675,131.991725
225.780925,232.92585,226.953975,131.9973
225.831075,233.101025,226.978175,132.007575
225.88865,233.113125,227.1558,132.033925
226.0018,233.138375,227.393125,132.08915
226.0873,233.157875,227.4391,132.131125
226.128925,233.17735,227.460825,132.1487
226.1611,233.214525,227.4979,132.18175
226.1792,233.244675,227.508975,132.19495
226.208225,233.2808,227.5832,132.209075
226.21335,233.540425,227.923325,132.225025
226.2398,233.62585,227.953025,132.233725
226.27525,233.6789,227.9811,132.24575
226.31535,233.710575,227.99585,132.252725
226.495825,233.743825,228.0287,132.259725
226.67835,233.848375,228.05,132.2673
226.717925,233.886225,228.08465,132.2793
226.770475,234.075225,228.10715,132.289575
226.9174,234.1122,228.447375,132.30085
227.04835,234.1361,228.4574,132.31735
227.1289,234.158525,228.485,132.336325
227.151525,234.1898,228.5049,132.3463
227.18195,234.217925,228.56535,132.359525
227.22805,234.2509,228.7937,132.370425
227.2907,234.47425,228.825225,132.37915
227.346825,234.5262,228.8459,132.38595
227.36845,234.544575,228.89675,132.391975
227.385875,234.570775,228.932975,132.395925
227.410875,234.611025,228.945275,132.4141
227.419275,234.635575,229.310775,132.428825
227.449425,234.6807,229.33425,132.44435
227.457925,234.7075,229.3768,132.4514
227.505425,234.73115,229.3912,132.4707
227.54205,234.758975,229.458075,132.8727
227.75255,234.809075,229.6789,132.90005
227.765925,234.826375,229.745475,132.91125
227.78465,234.867575,229.8009,132.919925
227.8261,234.892925,229.96,132.93015
227.8403,235.1126,229.9919,132.940675
227.872125,235.159075,230.003875,132.9482
227.89805,235.169025,230.038525,132.957375
227.931575,235.204375,230.0477,132.962575
227.98175,235.2441,230.10675,132.966925
228.0116,235.26665,230.13565,132.977025
228.2662,235.29375,230.173475,132.9808
228.2979,235.316825,230.330075,132.9894
228.3002,235.342,230.349625,132.995575
228.36255,235.3867,230.4464,133.003375
228.402825,235.670325,230.480325,133.014825
228.408725,235.738275,230.504675,133.02875
228.41935,235.767725,230.78295,133.04685
228.43945,235.80115,230.887175,133.3661
228.477475,235.820525,230.961125,133.5085
228.500675,235.851125,231.129175,133.6293
228.5213,235.872225,231.171675,134.088175
228.5223,235.904475,231.21945,134.11615
228.5515,235.9488,231.261325,134.12435
228.629575,236.2601,231.29605,134.141325
228.67885,236.27785,231.30945,134.148725
228.694825,236.30635,231.533275,134.15705
228.72195,236.3252,231.55035,134.1684
228.7624,236.3556,231.57205,134.17755
228.774025,236.3832,231.6898,134.18425
228.786225,236.41945,231.918325,134.188175
228.81175,236.4442,231.940825,134.194875
228.837675,236.47655,232.031025,134.2006
228.844225,236.5054,232.06115,134.2077
228.869475,236.528525,232.08915,134.217675
228.89675,236.55955,232.4563,134.22465
228.89915,236.5938,232.50315,134.2296
229.0838,236.618275,232.523725,134.23375
229.1229,236.641275,232.7948,134.2371
229.142975,236.853375,232.877925,134.243025
229.175825,236.951575,232.885875,134.24525
229.1931,237.11655,232.9023,134.25235
229.210575,237.1441,232.914,134.256175
229.2257,237.381125,233.21205,134.263
229.239075,237.435275,233.2648,134.269525
229.262875,237.456975,233.282025,134.275675
229.27595,237.4876,233.3524,134.285625
229.2789,237.516625,233.36535,134.2928
229.305025,237.761775,233.39045,134.296
229.340975,237.85335,233.627575,134.2992
229.363225,237.88,233.738375,134.30555
229.388425,237.91485,233.75455,134.31255
229.41315,237.9213,233.76475,134.318125
229.562025,237.964775,233.794025,134.32185
229.58,238.046625,233.868175,134.330375
229.601675,238.089075,233.87815,134.3366
229.626075,238.371325,234.08535,134.3446
229.6391,238.41725,234.174275,134.3601
229.663175,238.433225,234.185175,134.4519
229.690175,238.45595,234.299525,134.6947
229.70725,238.48375,234.337025,134.71815
229.734075,238.688525,234.741925,134.88085
229.7705,238.73265,234.76025,134.8965
229.93035,238.8784,234.7774,134.922725
229.9495,238.90595,234.783525,134.957925
229.9643,238.931525,234.81335,134.96975
229.9875,238.96495,234.858275,134.982625
230.0152,239.01355,234.9354,135.007275
230.0462,239.087825,234.9446,135.033525
230.05565,239.16765,235.301825,135.1312
230.099475,239.2186,235.3596,135.145175
230.117875,239.2508,235.380575,135.155925
230.152375,239.282925,235.414925,135.16695
230.261925,239.311225,235.42025,135.172875
230.296525,239.341375,235.460925,135.1838
230.310125,239.3899,235.4812,135.191175
230.33155,239.507175,235.49005,135.196075
230.35245,239.5532,235.862725,135.2015
230.379925,239.597475,235.895625,135.2055
230.39235,239.6261,235.90995,135.212575
230.417225,239.666775,235.9341,135.216325
230.45135,239.700175,235.959725,135.222
230.496175,239.702875,236.001275,135.226675
230.694,239.730875,236.5355,135.246975
230.708025,239.757175,236.5528,135.251525
230.752,239.78425,236.562275,135.258525
230.766425,239.82035,236.6079,135.268575
230.77785,239.850975,236.6836,135.28405
230.8213,239.895625,236.8991,135.30435
230.864725,240.109875,236.9642,135.43005
230.9001,240.140475,237.400325,135.453175
231.126275,240.167775,237.436925,135.468175
231.150625,240.3716,237.50815,135.548025
231.17535,240.404325,237.5188,135.59125
231.20715,240.439325,237.6923,135.6274
231.224725,240.456275,237.91875,135.636625
231.25165,240.694275,238.00175,135.6513
231.307575,240.71045,238.047825,135.668975
231.3177,240.734975,238.09205,135.683625
231.361875,240.7508,238.098975,135.7801
231.458375,240.7909,238.13425,135.8171
231.499425,240.8313,238.3965,135.834575
231.5322,241.01925,238.4192,135.85065
231.5538,241.057225,238.494525,135.888375
231.8665,241.10245,238.6806,135.903725
231.900125,241.1194,238.696675,135.922
231.92885,241.15425,238.7161,135.93495
231.960375,241.19585,238.784575,135.942375
231.969175,241.2167,238.9503,135.950925
231.992075,241.2415,239.30055,135.970125
232.005225,241.24915,239.304325,136.01945
232.025725,241.26835,239.323625,136.035475
232.04715,241.296025,239.756125,136.1093
232.067125,241.371025,239.801025,136.12515
232.2326,241.39175,239.86975,136.15165
232.27975,241.421725,239.88105,136.1742
232.311775,241.620375,239.9017,136.187525
232.33755,241.64205,239.91015,136.22335
232.356525,241.670875,239.93125,136.26725
232.396625,241.726125,240.148325,136.3896
232.441725,241.7645,240.176375,136.4055
232.46645,241.78545,240.205425,136.41605
232.5636,241.8111,240.41765,136.4231
232.652925,241.91245,240.435225,136.4342
232.6787,241.93695,240.65755,136.4413
232.699575,241.9598,240.786925,136.449275
232.7213,241.9836,240.804525,136.456325
232.747075,242.00995,240.836625,136.466
232.7708,242.033775,241.28635,136.472075
232.78785,242.063375,241.3323,136.478025
232.80585,242.099575,241.3776,136.4818
232.816925,242.13,241.39815,136.49345
232.8356,242.313825,241.4026,136.505825
232.860975,242.503275,241.42035,136.515025
232.895475,242.546925,241.4484,136.523775
232.92585,242.5674,241.65945,136.535475
233.101025,242.632475,241.6756,136.544025
233.113125,242.762475,241.697825,136.551525
233.138375,242.788575,242.014975,136.56085
233.157875,242.83345,242.021925,136.5653
233.17735,242.867975,242.032425,136.570625
233.214525,242.8905,242.080425,136.574625
233.244675,242.91185,242.116875,136.583425
233.2808,242.980375,242.1315,136.5895
233.33105,243.28185,242.150875,136.595575
233.5404,243.31555,242.206375,136.602325
233.575375,243.39245,242.229975,136.606075
233.625825,243.4603,242.238125,136.61345
233.678875,243.4848,242.2621,136.623825
233.68625,243.530775,242.394925,136.637075
233.710525,243.5895,242.55405,136.687025
233.801675,243.628375,242.57605,136.701975
233.84835,243.6789,242.801725,136.714475
233.8862,243.95415,242.8409,136.786
233.907175,243.991775,242.8579,136.809325
234.0752,244.073325,242.88205,136.820025
234.1122,244.11515,242.900525,136.83415
234.1361,244.2162,242.9374,136.8514
234.1585,244.311825,242.9921,136.858925
234.189775,244.33655,243.005425,136.868425
234.2179,244.397625,243.020425,136.8785
234.474225,244.428425,243.03505,136.8893
234.5262,244.474975,243.074425,136.900125
234.544575,244.508925,243.10085,136.91385
234.57075,244.5588,243.3066,136.926575
234.61105,244.810675,243.32575,136.9373
234.635575,244.952275,243.468775,136.94655
234.6807,245.063775,243.508925,136.959
234.70745,245.091475,243.552875,136.981225
234.73115,245.13375,243.578725,136.99115
234.759,245.169075,243.594375,137.0013
234.78435,245.203525,243.612725,137.007625
234.809075,245.241475,243.63555,137.01715
234.826325,245.262925,243.657775,137.023675
234.8356,245.306525,243.6806,137.0304
234.867575,245.36225,243.998375,137.036125
235.112575,245.39535,244.0136,137.04445
235.159075,245.452175,244.06475,137.0521
235.16905,245.499225,244.085175,137.062925
235.20435,245.523225,244.48775,137.07445
235.244075,245.777575,244.522775,137.081775
235.266625,245.860575,244.53085,137.098525
235.29375,245.893775,244.538325,137.12025
235.316825,245.928425,244.552125,137.1502
235.34195,245.958725,244.5648,137.33365
235.38665,246.3015,244.5878,137.3481
235.49005,246.357625,245.41285,137.359525
235.670325,246.4484,245.471125,137.371875
235.738275,246.5108,245.485425,137.381025
235.767725,246.5412,245.4976,137.38575
235.80115,246.568975,245.5438,137.393675
235.8205,246.571825,245.5556,137.40205
235.851125,246.6498,245.562825,137.407475
235.8722,246.721725,245.573025,137.41695
235.90445,247.1017,245.5772,137.429575
235.9488,247.130125,245.615525,137.436625
236.2601,247.163375,245.6283,137.453775
236.277825,247.30745,245.632125,137.870625
236.306325,247.41535,245.64265,137.89145
236.325175,247.44425,245.919825,137.9023
236.355575,247.45525,245.953725,137.91805
236.383175,247.481275,245.986075,137.92625
236.41945,247.52165,246.124125,137.9303
236.4442,247.549475,246.598675,137.9423
236.47655,247.621,246.626,137.946975
236.505375,247.82485,246.660725,137.9523
236.5285,247.955625,246.6728,137.958275
236.53645,247.981825,246.6796,137.9641
236.559525,248.0883,246.7015,137.9713
236.5938,248.13045,246.715,137.976825
236.618225,248.165975,246.7341,137.98535
236.641275,248.210325,246.870575,137.998375
236.853375,248.338825,246.92285,138.005175
236.95155,248.51855,247.092075,138.0193
237.116525,248.546975,247.10745,138.0252
237.1441,248.573825,247.125075,138.033525
237.381125,248.73115,247.435425,138.04235
237.40125,248.789575,247.467025,138.049325
237.435275,248.8299,247.494775,138.052825
237.456975,248.852775,247.52535,138.074075
237.4876,248.9054,247.576675,138.08335
237.516625,249.113775,247.5934,138.08925
237.53725,249.147975,247.61245,138.0935
237.76175,249.16745,247.64475,138.098525
237.85335,249.311025,247.68405,138.115225
237.879975,249.358,248.2036,138.13435
237.914825,249.591,248.29835,138.520075
237.921275,249.635775,248.521675,138.53095
237.964775,249.6577,248.54355,138.5434
238.046625,249.69655,248.58605,138.55355
238.089075,249.71315,248.83745,138.560725
238.371325,249.756825,248.882675,138.565375
238.417225,249.77345,248.9091,138.571325
238.4332,249.815425,248.92075,138.577375
238.455925,250.052625,248.936625,138.580025
238.48375,250.079525,249.135475,138.583475
238.688525,250.251825,249.20215,138.58625
238.732625,250.29355,249.27205,138.593675
238.878375,250.334325,249.6909,138.59845
238.905925,250.3939,249.724425,138.60555
238.931525,250.417125,249.766975,138.608425
238.96495,250.52865,249.7951,138.61305
239.013525,250.573175,249.817175,138.617225
239.0878,250.8225,249.827575,138.622425
239.167625,250.84905,249.874475,138.625575
239.2186,250.88165,250.34795,138.631
239.2508,250.9198,250.386175,138.637625
239.282875,251.278625,250.427525,138.645825
239.311225,251.3952,250.440775,138.65
239.34135,251.426975,250.445125,138.6559
239.36365,251.45025,250.539175,138.663275
239.369275,251.4828,250.794325,138.669075
239.389875,251.930025,250.828975,138.67585
239.507175,251.99865,250.8444,138.68065
239.553175,252.020125,250.8895,138.685275
239.59745,252.046225,250.8945,138.6912
239.62605,252.0673,250.900875,138.6951
239.66675,252.1115,250.908925,138.698575
239.70015,252.145925,251.3575,138.7052
239.70285,252.163625,251.465025,138.70895
239.73085,252.431075,251.49825,138.714675
239.75715,252.4971,251.509775,138.718
239.784225,252.5338,251.5791,138.720875
239.820325,252.550075,251.657025,138.727175
239.850975,252.572525,251.686425,138.730025
239.895625,252.59075,252.124875,138.73575
240.10985,252.6087,252.16525,138.747375
240.14045,252.626525,252.576125,138.753
240.16775,252.63635,252.588225,138.7587
240.3716,252.6452,252.620825,138.7645
240.404325,252.684525,252.638625,138.77225
240.439325,252.976675,252.66975,138.779675
240.456225,252.99665,252.6859,138.7838
240.69425,253.163,252.694275,139.121325
240.71045,253.1677,252.704875,139.14665
240.734975,253.344475,252.745525,139.17225
240.750775,253.363475,253.015025,139.1853
240.790875,253.3859,253.13625,139.199025
240.8313,253.424725,253.192525,139.20965
241.019225,253.45195,253.202675,139.22135
241.0515,253.475025,253.236575,139.22935
241.0572,253.50305,253.40615,139.2472
241.102425,253.51965,253.431775,139.43355
241.119375,253.5696,253.445725,139.458425
241.154225,253.58035,253.45395,139.473675
241.195825,253.633075,253.4621,139.493875
241.216675,253.641325,253.497925,139.503475
241.2415,253.856075,253.943475,139.5138
241.24915,253.876575,253.94965,139.52635
241.26835,253.910475,253.962075,139.53675
241.296025,253.932325,253.968475,139.5459
241.317575,253.95455,253.97985,139.550325
241.34355,253.981575,254.01925,139.554025
241.370975,254.008575,254.094725,139.5604
241.39175,254.246975,254.199325,139.565775
241.421725,254.289975,254.248175,139.57105
241.620375,254.35615,254.3151,139.580225
241.642025,254.3707,254.382775,139.58765
241.670875,254.403875,254.41985,139.5947
241.726125,254.431675,254.4476,139.6018
241.7645,254.464725,254.456775,139.6078
241.78545,254.497025,254.57165,139.61215
241.8111,254.530225,254.788775,139.619225
241.912425,254.739025,254.80405,139.6245
241.936925,254.76285,254.88055,139.63
241.959775,254.777075,254.897875,139.63645
241.983575,254.810025,254.9323,139.64275
242.00995,254.8447,254.98975,139.64655
242.03385,254.888075,255.02705,139.649725
242.063325,255.08265,255.2206,139.65355
242.0997,255.1055,255.375325,139.660625
242.12995,255.141675,255.3961,139.664075
242.285225,255.1906,255.506075,139.6755
242.3138,255.22745,255.515875,139.67985
242.50325,255.26695,255.5326,139.68585
242.5469,255.315475,255.556825,139.691425
242.5674,255.31865,255.71635,139.695175
242.632475,255.344,255.9436,139.702375
242.76245,255.35835,255.9708,139.706875
242.78855,255.37675,255.997775,139.7122
242.833425,255.394575,256.373375,139.719775
242.868,255.4091,256.3933,139.72685
242.890475,255.42135,256.410525,139.73075
242.91185,255.438275,256.475225,139.735775
242.98035,255.457725,256.488425,139.740925
243.28185,255.484225,256.5122,139.749825
243.31555,255.653525,256.69875,139.754875
243.392475,255.6965,256.747175,139.76145
243.4603,255.74325,256.76415,139.77075
243.484775,255.812275,256.84935,139.77575
243.5308,255.84555,256.86135,139.780575
243.5565,255.857525,256.877075,139.789475
243.589475,255.88815,257.253275,139.795625
243.62835,255.9353,257.52555,139.807075
243.678875,255.955625,257.56755,139.812425
243.709975,255.9607,257.590325,139.81815
243.954125,255.975775,257.880875,139.823775
243.99175,255.982625,257.904825,139.827625
244.0733,256.024725,257.93045,139.83215
244.115125,256.04205,258.020425,139.8373
244.3118,256.059325,258.221475,139.84295
244.336525,256.113875,258.38425,139.848825
244.397625,256.137175,258.4593,139.85145
244.428425,256.1857,258.48065,139.861225
244.47495,256.248825,258.497125,139.868875
244.476075,256.328475,258.644075,139.87615
244.508925,256.335925,258.67705,139.881625
244.53145,256.35235,258.7537,139.88965
244.558775,256.3678,258.86545,139.893625
244.810675,256.3904,258.950175,139.901675
244.952275,256.4083,259.022775,139.907175
245.06375,256.436075,259.060375,139.916225
245.09145,256.451275,259.082125,139.91965
245.133725,256.482375,259.1588,139.930025
245.169075,256.48515,259.545025,139.93765
245.20355,256.5043,259.698575,139.94565
245.24145,256.683375,259.7672,139.955825
245.262925,256.743075,259.815225,139.967875
245.306525,256.78065,259.82675,139.977875
245.36225,256.7966,259.84765,140.033575
245.395325,256.838525,259.864175,140.11385
245.452175,256.853875,259.875425,140.139075
245.488275,256.87505,260.15145,140.172075
245.499225,256.896275,260.18755,140.182725
245.5232,256.928475,260.25945,140.18945
245.645025,256.933425,260.542075,140.2054
245.7198,256.953475,260.649875,140.214975
245.77755,257.10265,260.722625,140.219575
245.860575,257.1248,260.734425,140.230825
245.8938,257.146325,260.747375,140.2433
245.928425,257.17565,260.765275,140.247525
245.9487,257.19525,260.789575,140.257775
245.958725,257.21775,260.825775,140.261275
