SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC03a,SPK_SPKC04a
248.631125,216.706675,211.7703,221.831525
248.75685,216.7452,211.807475,221.84265
248.801125,216.79655,211.82125,221.879025
249.52435,216.81975,211.85035,221.9231
249.569575,216.862275,211.871,221.996675
249.699625,216.8771,211.8935,222.04045
249.7721,217.00535,211.913625,222.089525
249.7804,217.008125,211.933175,222.211975
249.98985,217.065225,211.96455,222.4109
250.05425,217.10505,211.99335,222.495325
250.136825,217.1609,212.020025,222.539625
250.247725,217.1904,212.0308,222.598925
250.264125,217.21495,212.053075,222.605275
250.368025,217.244825,212.0719,222.627525
250.523725,217.270825,212.10005,222.683875
250.55705,217.30625,212.110275,222.693575
250.64425,217.344125,212.1293,222.826375
250.74635,217.381675,212.14145,222.8747
250.817825,217.40675,212.1724,222.89115
250.882425,217.464175,212.198475,222.914375
251.008375,217.501575,212.230975,222.930575
251.036275,217.513925,212.276025,222.954775
251.125475,217.531825,212.296825,222.979975
251.167025,217.552175,212.346625,223.003775
251.549275,217.579125,212.40115,223.092125
251.573575,217.65835,212.4709,223.130275
251.6364,217.67565,212.552875,223.174825
251.76495,217.69805,212.591825,223.2114
252.051425,217.760525,212.621,223.216625
252.110125,217.810475,212.6521,223.264825
252.160925,217.8534,212.6744,223.2939
252.238475,217.886575,212.68465,223.306275
252.549625,217.93235,212.72595,223.3443
252.5874,217.948075,212.743425,223.3909
252.64815,217.9944,212.7569,223.470525
252.6635,218.030125,212.784925,223.4981
252.75195,218.0682,212.828525,223.5067
253.126575,218.097275,212.844275,223.570725
253.5306,218.1332,212.8727,223.722825
253.61855,218.14725,212.9359,223.73285
253.63665,218.1824,213.004375,223.768225
254.0028,218.216225,213.05775,223.80085
254.0088,218.31965,213.08315,223.817
254.175475,218.36135,213.128975,223.84115
254.4583,218.406175,213.152975,223.87295
254.8642,218.4881,213.246275,223.881875
255.214475,218.524225,213.325,223.92105
255.246475,218.537675,213.5033,224.0095
255.251925,218.566925,213.589925,224.076975
255.29145,218.586625,213.607625,224.0883
255.36495,218.6088,213.65035,224.13575
255.464475,218.639275,213.698075,224.1494
255.46565,218.6576,213.790675,224.217
255.501775,218.70225,213.903975,224.4159
255.87595,218.716175,213.946375,224.46015
256.536525,218.73045,214.08645,224.6263
257.33795,218.7492,214.1567,224.643925
257.5452,218.77135,214.26155,224.661375
257.56375,218.7875,214.283975,224.6858
257.586175,218.8145,214.289775,224.70355
257.588225,218.81635,214.2964,224.79735
257.7501,218.9034,214.322375,224.8121
257.86295,218.9223,214.33875,224.89605
