SPK_SPKC06a (excited),SPK_SPKC07b (no effect),SPK_SPKC09a (excited)
236.434025,,129.788275
236.620125,,129.820125
236.83775,,129.860125
236.8939,,129.86835
236.98075,,129.93035
237.158175,,129.94675
237.41415,,129.9623
237.47075,,129.97215
237.532075,,130.05015
237.575175,,130.16465
237.69335,,130.198875
237.83835,,130.27845
237.95045,,130.300725
237.984275,,130.3906
238.22485,,130.49955
238.3047,,130.5122
238.4392,,130.55555
238.718375,,130.593625
238.754875,,130.6073
238.88945,,130.618675
238.991475,,130.640575
239.1036,,130.704675
239.19525,,130.724425
239.200375,,130.8818
239.817625,,130.925725
239.9968,,130.948375
240.0348,,130.9889
240.2101,,131.0634
240.285475,,131.16455
240.43115,,131.206225
240.4849,,131.28055
240.4999,,131.36025
240.6292,,131.371575
240.8889,,131.4228
240.992025,,131.435425
241.04565,,131.458375
241.2117,,131.495325
241.222875,,131.54
241.284425,,131.5573
241.428225,,131.608775
241.66025,,131.688675
241.711775,,131.7741
241.79035,,131.833225
241.81955,,131.845325
242.088775,,131.85805
242.197125,,131.8918
242.320825,,131.9503
242.4685,,131.95995
242.80635,,131.9694
242.866625,,131.991775
243.233275,,132.05545
243.357225,,132.08245
243.608725,,132.106575
243.677825,,132.11855
243.682,,132.128425
243.8596,,132.1895
243.917775,,132.199625
244.117075,,132.252225
244.3895,,132.287525
244.452375,,132.326325
244.597975,,132.342325
244.9653,,132.371375
245.23585,,132.377375
245.359425,,132.38205
245.5714,,132.387925
245.88585,,132.41765
246.06685,,132.422625
246.363125,,132.431625
246.430675,,132.518375
246.630425,,132.576875
246.79345,,132.620525
246.817475,,132.700175
247.004475,,132.734375
247.0058,,132.769525
247.1447,,132.777525
247.33885,,132.787525
247.36995,,132.81725
247.5744,,132.863875
247.631825,,132.895675
247.736375,,132.94825
247.779325,,132.997475
247.852575,,133.0345
247.91335,,133.04755
248.391775,,133.1211
248.78765,,133.14495
248.84885,,133.253525
248.968525,,133.270375
249.0915,,133.391725
249.190675,,133.407675
249.225775,,133.465075
249.274675,,133.4788
249.3301,,133.51175
249.3908,,133.51745
249.58475,,133.56045
249.678225,,133.5672
249.772475,,133.596575
249.842325,,133.605125
249.895975,,133.67645
250.077475,,133.694375
250.2193,,133.821675
250.31145,,133.830025
250.4044,,133.873425
250.505,,133.960425
250.65025,,134.0221
250.747,,134.086525
251.1089,,134.099575
251.721925,,134.116325
251.8261,,134.180675
251.958175,,134.388625
252.146975,,134.42075
252.334075,,134.480125
252.752475,,134.490675
252.803125,,134.49965
252.90965,,134.52055
252.928025,,134.5565
253.57605,,134.565875
253.6678,,134.7274
253.73765,,134.751
253.9506,,134.81955
254.135975,,134.92325
254.3686,,134.973525
254.4306,,134.988775
254.566,,135.07385
254.639425,,135.18005
255.12205,,135.28705
255.1472,,135.325975
255.43725,,135.36095
255.635375,,135.4059
255.68415,,135.650175
255.842,,135.772275
255.8548,,135.815875
256.10415,,135.966025
256.161175,,135.98145
256.45155,,135.994025
256.46025,,136.016
256.541725,,136.0566
256.753475,,136.068525
256.8163,,136.082
256.922,,136.089725
256.999725,,136.096075
257.030725,,136.105775
257.19185,,136.149625
257.484775,,136.2347
257.521025,,136.275125
257.6766,,136.325
257.684575,,136.4416
257.776375,,136.53525
257.99715,,136.5415
258.46535,,136.576
258.81595,,136.588975
259.556575,,136.640825
259.564275,,136.76685
259.8559,,136.8144
259.913475,,136.842525
260.3983,,136.85235
260.42745,,136.867075
260.53455,,136.903925
260.9775,,136.9929
261.052125,,137.0093
261.3423,,137.059
261.440775,,137.1279
261.627875,,137.1563
261.853725,,137.1855
261.9733,,137.322225
262.0485,,137.351
262.165625,,137.36335
262.3304,,137.404525
262.489325,,137.532475
262.722425,,137.55005
262.779425,,137.6244
262.885,,137.637925
262.981025,,137.6932
263.070575,,137.70495
263.11465,,137.739625
263.13475,,137.82235
263.156225,,137.882525
263.276525,,137.915525
263.2939,,138.03825
263.6014,,138.0842
263.829,,138.1593
264.148025,,138.233475
264.265925,,138.331475
264.4411,,138.357975
264.599875,,138.384175
264.754675,,138.3977
264.799175,,138.4162
264.90405,,138.4377
265.161125,,138.45665
265.337275,,138.479425
265.6461,,138.490775
265.834,,138.506625
265.84315,,138.5208
265.919825,,138.541175
265.9651,,138.557075
266.0263,,138.6012
266.145175,,138.6678
266.20055,,138.72605
266.3812,,138.7856
266.491,,138.800125
266.736425,,138.834575
266.779225,,138.859425
266.828675,,138.871525
266.8471,,138.968225
267.339,,139.006525
267.354275,,139.02
267.435,,139.045525
267.506125,,139.071025
267.68325,,139.083575
268.198825,,139.092125
268.2927,,139.10145
268.388025,,139.14255
268.65465,,139.149125
268.8669,,139.16365
269.032325,,139.1795
269.41475,,139.2094
269.4708,,139.215925
269.568775,,139.230575
269.6226,,139.3173
269.953075,,139.3285
270.55725,,139.379425
270.778775,,139.4763
271.0893,,139.5623
271.527425,,139.5774
271.59425,,139.679975
271.799875,,139.68625
272.0058,,139.708225
272.224675,,139.7484
272.399175,,139.8024
272.6297,,139.81335
272.939875,,139.82795
272.98555,,139.9305
273.031125,,139.9515
273.068575,,139.965375
273.14715,,139.973025
273.215825,,139.9963
273.30765,,140.0705
273.534775,,140.109825
273.7187,,140.1955
274.13785,,140.2668
274.2673,,140.314025
274.88705,,140.4212
275.162,,140.457475
275.434875,,140.481775
275.728375,,140.6115
275.92575,,140.624975
276.017225,,140.64725
276.070325,,140.65885
276.1922,,140.6883
276.26385,,140.69605
276.379775,,140.72015
276.414775,,140.905825
276.7989,,140.916925
276.973625,,140.966475
277.022,,140.976
277.0811,,141.0024
277.093,,141.05575
277.374925,,141.149675
277.38475,,141.179775
277.48535,,141.234475
277.654725,,141.256375
277.803175,,141.2681
278.009525,,141.3016
278.049575,,141.3287
278.20525,,141.36665
278.259825,,141.396175
278.42405,,141.440575
278.562275,,141.465775
278.6443,,141.492625
278.9019,,141.511125
279.12695,,141.59155
279.2038,,141.643875
279.2591,,141.73505
279.3638,,141.750725
279.537025,,141.792
279.679875,,141.8539
279.77425,,141.864
280.493575,,141.875475
281.516375,,141.91015
281.568975,,141.940975
281.8089,,141.986225
281.8365,,142.0255
281.878975,,142.03545
281.951375,,142.045475
282.069125,,142.06165
282.14295,,142.088975
282.2393,,142.10495
282.284825,,142.1422
282.966775,,142.1797
283.0807,,142.2086
283.37155,,142.274975
284.16035,,142.298
284.249975,,142.3053
284.30105,,142.313725
284.40885,,142.3556
284.74095,,142.38145
284.8851,,142.393225
285.011225,,142.432725
285.2006,,142.459225
285.238725,,142.52515
285.415675,,142.6131
285.417825,,142.629325
285.48645,,142.652075
285.501325,,142.6659
285.53925,,142.689275
286.177875,,142.701825
286.292,,142.7146
286.817375,,142.730025
286.8188,,142.7994
286.93575,,142.8366
286.98295,,142.850025
286.987825,,142.8625
287.00705,,142.881325
287.04695,,142.9027
287.442375,,142.9952
287.5236,,143.017275
287.5361,,143.040575
288.0741,,143.05145
288.216275,,143.062075
288.3573,,143.0902
288.929125,,143.100675
289.503275,,143.1315
289.559925,,143.1886
289.660825,,143.20615
289.74,,143.22175
289.82705,,143.2507
289.88415,,143.262475
289.896225,,143.2852
290.12155,,143.29925
290.15065,,143.4375
290.7491,,143.4473
290.90945,,143.49335
291.24905,,143.5247
291.3383,,143.53555
291.74715,,143.567275
292.06505,,143.6755
292.226075,,143.688525
292.2887,,143.6982
292.41705,,143.7201
292.4788,,143.83525
292.762,,143.849975
292.77625,,143.85765
293.118175,,143.866825
293.35165,,143.88135
293.507675,,143.994625
293.62495,,144.02365
293.692525,,144.041125
293.866825,,144.05495
293.96135,,144.07545
293.9967,,144.138775
294.11945,,144.254075
294.124175,,144.264975
294.137975,,144.28575
294.91455,,144.33505
295.0113,,144.3795
295.0798,,144.469775
295.122525,,144.51265
295.42675,,144.614925
295.520825,,144.6828
295.950325,,144.70745
296.151175,,144.756575
296.1747,,144.7702
296.335775,,144.8647
296.343,,144.87695
296.66305,,144.8926
296.6877,,144.926
296.848725,,144.963075
296.994775,,144.9753
297.33235,,144.99605
297.43205,,145.008775
297.4574,,145.021175
297.50875,,145.077475
297.69425,,145.101325
297.695275,,145.142875
297.7161,,145.327475
297.749175,,145.382325
297.757,,145.397925
297.84515,,145.43635
297.8874,,145.460075
297.959875,,145.539975
297.990525,,145.58065
298.088725,,145.590125
298.318625,,145.601325
298.34235,,145.64525
298.38145,,145.6554
298.55905,,145.6977
298.570025,,145.7328
298.708925,,145.763925
298.93235,,145.776825
299.00525,,145.810125
299.0579,,145.855325
299.1196,,145.8646
299.189025,,145.884425
299.231425,,145.9177
299.69275,,145.926125
299.7057,,145.947925
299.729,,145.961825
299.8409,,145.97675
299.93035,,145.99955
300.075175,,146.02855
300.163025,,146.06605
300.188125,,146.1048
300.234375,,146.113875
300.26525,,146.12485
300.3422,,146.139475
300.362575,,146.16465
300.4233,,146.20435
300.59495,,146.224825
300.884075,,146.2755
300.910275,,146.3086
301.155275,,146.3264
301.22575,,146.333475
301.509675,,146.3348
301.61505,,146.343225
302.067925,,146.34925
302.20225,,146.36675
302.220075,,146.3824
302.392375,,146.4054
302.552375,,146.451175
302.596375,,146.459225
302.7088,,146.532175
302.96075,,146.5883
303.16575,,146.607875
303.614,,146.6946
303.73925,,146.7152
303.818125,,146.75165
304.508025,,146.761175
304.54525,,146.80045
304.668225,,146.84185
304.76605,,146.8628
305.005675,,146.9126
305.19605,,146.9314
305.271825,,147.0316
305.2937,,147.071175
305.585325,,147.190225
305.6834,,147.202
305.70615,,147.26775
306.103725,,147.280275
306.5795,,147.31275
306.802225,,147.3984
306.883775,,147.450775
306.976475,,147.465475
307.8293,,147.4813
308.1465,,147.527125
308.185975,,147.538925
308.4686,,147.5848
308.508225,,147.605625
308.670175,,147.6968
308.738525,,147.76775
308.768825,,147.805025
308.8067,,147.8237
308.85465,,147.842075
308.938875,,147.957975
309.001425,,148.01495
309.115375,,148.046775
309.21025,,148.12115
309.252,,148.140275
309.3782,,148.1582
309.908675,,148.192
310.062475,,148.21685
310.58955,,148.2516
310.67565,,148.334425
311.208575,,148.34905
311.55995,,148.361325
311.761475,,148.3765
311.9532,,148.399975
312.03355,,148.4141
312.456375,,148.42235
312.92865,,148.437075
313.5241,,148.460225
314.240325,,148.537875
314.24515,,148.5441
314.308575,,148.611225
314.55925,,148.650025
314.565375,,148.73675
314.679125,,148.746025
314.877825,,148.8019
315.211875,,148.840325
315.31765,,148.8632
315.35955,,148.87525
315.464025,,148.883625
316.5973,,148.91235
317.10275,,148.923
317.368825,,148.94215
317.532375,,148.952175
317.653925,,148.97285
317.780775,,149.0044
317.868025,,149.02295
317.973925,,149.030375
318.229825,,149.06035
318.265175,,149.08115
318.286625,,149.0934
318.37255,,149.12025
318.53975,,149.127775
318.661375,,149.135625
318.837525,,149.149975
318.9207,,149.1748
319.3509,,149.17925
319.4901,,149.189425
319.60915,,149.28665
319.66255,,149.30595
319.745875,,149.311025
319.816575,,149.3176
319.87245,,149.364425
320.05245,,149.4096
320.107725,,149.41595
320.282875,,149.45545
320.55145,,149.479375
320.957775,,149.50865
321.09475,,149.53465
321.427175,,149.547675
321.481775,,149.5537
321.7223,,149.593725
322.04105,,149.6043
322.461425,,149.6426
322.56355,,149.6886
322.646675,,149.755
322.714225,,149.777075
322.7758,,149.793125
323.00645,,149.808075
323.083425,,149.86195
323.125675,,149.867975
323.138125,,149.87125
323.518225,,149.9208
324.0382,,149.9531
324.13245,,149.996675
324.1894,,150.0047
324.386575,,150.01125
324.431125,,150.08555
324.4348,,150.155875
324.50585,,150.16445
324.589025,,150.179475
324.852575,,150.20735
325.01775,,150.273575
325.615575,,150.36455
325.666125,,150.392275
326.245,,150.403725
326.5837,,150.4249
326.650875,,150.4355
326.76145,,150.44595
326.92895,,150.477975
327.85775,,150.508175
327.892625,,150.530175
328.0018,,150.555825
328.224825,,150.59185
328.858075,,150.620025
,,150.637975
,,150.645625
,,150.661575
,,150.6708
,,150.711525
,,150.734
,,150.78965
,,150.8232
,,150.90315
,,150.911525
,,150.9229
,,151.01055
,,151.0222
,,151.063325
,,151.098675
,,151.108725
,,151.12265
,,151.131525
,,151.153875
,,151.167975
,,151.259875
,,151.28215
,,151.3146
,,151.328525
,,151.3546
,,151.40265
,,151.423925
,,151.47125
,,151.485
,,151.492875
,,151.51035
,,151.5634
,,151.688
,,151.714875
,,151.73355
,,151.742025
,,151.882375
,,151.909425
,,151.9422
,,151.9533
,,151.96285
,,152.002375
,,152.012325
,,152.099725
,,152.1136
,,152.1861
,,152.198375
,,152.210975
,,152.22205
,,152.2305
,,152.256625
,,152.2708
,,152.35305
,,152.3829
,,152.397425
,,152.4384
,,152.453075
,,152.475625
,,152.53045
,,152.5487
,,152.56935
,,152.578375
,,152.5853
,,152.5991
,,152.60385
,,152.61885
,,152.633075
,,152.6536
,,152.6775
,,152.683725
,,152.6925
,,152.70725
,,152.725625
,,152.73215
,,152.75835
,,152.8405
,,152.8707
,,152.95095
,,152.96495
,,153.000975
,,153.0136
,,153.045875
,,153.06305
,,153.15945
,,153.186075
,,153.196375
,,153.21505
,,153.295025
,,153.31315
,,153.3281
,,153.421225
,,153.445225
,,153.455175
,,153.483325
,,153.51535
,,153.622025
,,153.653625
,,153.70565
,,153.732125
,,153.753475
,,153.7627
,,153.80265
,,153.8917
,,153.91325
,,153.92225
,,153.9635
,,153.97415
,,153.9838
,,153.994625
,,154.09875
,,154.110775
,,154.1284
,,154.154
,,154.17885
,,154.2084
,,154.2191
,,154.2301
,,154.263525
,,154.275825
,,154.28855
,,154.2988
,,154.335775
,,154.3493
,,154.37305
,,154.4707
,,154.53305
,,154.546075
,,154.600125
,,154.6783
,,154.70965
,,154.72755
,,154.776625
,,154.801525
,,154.813225
,,154.830475
,,154.8429
,,154.858275
,,154.88225
,,154.897125
,,154.91075
,,154.923725
,,154.9337
,,154.943875
,,154.980025
,,154.99155
,,155.00195
,,155.01625
,,155.043825
,,155.11085
,,155.142325
,,155.17765
,,155.187325
,,155.199925
,,155.2169
,,155.26485
,,155.2751
,,155.306225
,,155.351475
,,155.358775
,,155.376375
,,155.395475
,,155.410775
,,155.414
,,155.44305
,,155.464275
,,155.526725
,,155.563575
,,155.57025
,,155.584225
,,155.6168
,,155.624125
,,155.630625
,,155.63975
,,155.655125
,,155.6641
,,155.672325
,,155.709375
,,155.7162
,,155.722725
,,155.730175
,,155.758775
,,155.76385
,,155.7841
,,155.81045
,,155.865725
,,155.887275
,,155.957525
,,155.989075
,,156.014475
,,156.043075
,,156.078475
,,156.11505
,,156.208825
,,156.21605
,,156.226125
,,156.241825
,,156.298325
,,156.309375
,,156.35175
,,156.38045
,,156.38765
,,156.398875
,,156.4095
,,156.4228
,,156.47595
,,156.486475
,,156.504125
,,156.525875
,,156.57605
,,156.611
,,156.639625
,,156.649025
,,156.665075
,,156.7307
,,156.75125
,,156.75895
,,156.9533
,,156.96075
,,156.965975
,,156.9893
,,157.062725
,,157.0915
,,157.106275
,,157.1298
,,157.146475
,,157.15825
,,157.213825
,,157.248075
,,157.2895
,,157.303175
,,157.310875
,,157.3233
,,157.398525
,,157.516525
,,157.578025
,,157.600325
,,157.64155
,,157.666425
,,157.687825
,,157.714
,,157.733275
,,157.77025
,,157.77875
,,157.7951
,,157.889875
,,157.96615
,,157.9759
,,157.98605
,,158.0369
,,158.0922
,,158.158575
,,158.2341
,,158.30805
,,158.352275
,,158.3797
,,158.446125
,,158.49595
,,158.532425
,,158.57005
,,158.581925
,,158.623525
,,158.65575
,,158.680125
,,158.687925
,,158.706175
,,158.7272
,,158.7372
,,158.74525
,,158.791775
,,158.799575
,,158.8923
,,158.90425
,,158.9142
,,158.930225
,,158.98965
,,159.02035
,,159.093225
,,159.10145
,,159.12355
,,159.13225
,,159.169875
,,159.202475
,,159.214025
,,159.222025
,,159.2594
,,159.283575
,,159.45165
,,159.488125
,,159.496
,,159.583825
,,159.610675
,,159.632825
,,159.667
,,159.857725
,,159.9062
,,159.913425
,,159.958475
,,159.964775
,,160.012975
,,160.0857
,,160.125025
,,160.142325
,,160.1604
,,160.166725
,,160.226225
,,160.2883
,,160.334
,,160.381025
,,160.3863
,,160.397275
,,160.41475
,,160.481925
,,160.5438
,,160.5653
,,160.572725
,,160.640025
,,160.655225
,,160.70405
,,160.719575
,,160.725625
,,160.7347
,,160.756825
,,160.8307
,,160.868375
,,160.8889
,,160.900425
,,160.944425
,,160.954875
,,160.98575
,,161.0072
,,161.05495
,,161.0796
,,161.11865
,,161.1287
,,161.17865
,,161.204775
,,161.223575
,,161.231575
,,161.24735
,,161.26355
,,161.275
,,161.2926
,,161.351425
,,161.373825
,,161.3949
,,161.42135
,,161.4722
,,161.50505
,,161.5701
,,161.60575
,,161.62315
,,161.66095
,,161.6815
,,161.737925
,,161.787675
,,161.79525
,,161.8493
,,161.896925
,,161.9333
,,161.975825
,,161.9926
,,162.0246
,,162.0334
,,162.074
,,162.12495
,,162.1961
,,162.20815
,,162.24015
,,162.31315
,,162.407775
,,162.420175
,,162.450325
,,162.522025
,,162.608925
,,162.660675
,,162.7667
,,162.777875
,,162.839725
,,162.862625
,,162.9109
,,162.948875
,,162.958
,,162.972275
,,162.978
,,163.0115
,,163.025525
,,163.04095
,,163.0477
,,163.055925
,,163.083025
,,163.106875
,,163.115425
,,163.1219
,,163.130475
,,163.152775
,,163.18785
,,163.2136
,,163.2439
,,163.251475
,,163.2637
,,163.334325
,,163.341325
,,163.368325
,,163.402175
,,163.420125
,,163.60165
,,163.61535
,,163.710525
,,163.731675
,,163.747875
,,163.782675
,,163.79365
,,163.81165
,,163.85165
,,163.900975
,,163.95505
,,164.013575
,,164.117175
,,164.210675
,,164.275175
,,164.3159
,,164.401775
,,164.434925
,,164.5241
,,164.57855
,,164.813625
,,164.8605
,,164.887325
,,164.914325
,,164.932625
,,164.975325
,,164.98735
,,165.005875
,,165.037925
,,165.09605
,,165.106225
,,165.16335
,,165.17925
,,165.191575
,,165.204675
,,165.2379
,,165.252525
,,165.2622
,,165.27845
,,165.29145
,,165.3181
,,165.344325
,,165.354225
,,165.3804
,,165.393775
,,165.416375
,,165.42875
,,165.440025
,,165.465125
,,165.50655
,,165.6687
,,165.74005
,,165.7487
,,165.792175
,,165.8209
,,165.8395
,,165.858725
,,165.8862
,,165.9172
,,165.97585
,,165.997525
,,166.0079
,,166.017925
,,166.02805
,,166.037025
,,166.05835
,,166.0694
,,166.079425
,,166.150925
,,166.164
,,166.172975
,,166.29205
,,166.301475
,,166.359025
,,166.38235
,,166.394025
,,166.451325
,,166.4907
,,166.513675
,,166.63035
,,166.642125
,,166.66295
,,166.691575
,,166.7282
,,166.76125
,,166.79195
,,166.8062
,,166.819975
,,166.861925
,,166.927125
,,166.9333
,,166.9448
,,166.971575
,,166.99405
,,167.019425
,,167.114525
,,167.128775
,,167.15125
,,167.19
,,167.282625
,,167.2976
,,167.552375
,,167.640025
,,167.785475
,,167.8425
,,167.854825
,,167.94315
,,168.01415
,,168.0254
,,168.04905
,,168.0758
,,168.112575
,,168.134925
,,168.1696
,,168.246725
,,168.2571
,,168.268175
,,168.3077
,,168.3512
,,168.435225
,,168.4462
,,168.484
,,168.51095
,,168.5698
,,168.583
,,168.599075
,,168.622725
,,168.7038
,,168.732425
,,168.7504
,,168.791
,,168.828475
,,168.858
,,168.8774
,,168.902675
,,168.909875
,,168.9334
,,168.95475
,,168.96135
,,169.06545
,,169.101
,,169.142175
,,169.154325
,,169.239875
,,169.26925
,,169.3036
,,169.3103
,,169.3316
,,169.373825
,,169.388025
,,169.3972
,,169.42185
,,169.436825
,,169.489575
,,169.503125
,,169.521725
,,169.545225
,,169.58815
,,169.59815
,,169.635275
,,169.761725
,,169.79075
,,169.81195
,,169.91305
,,169.98795
,,169.998175
,,170.0067
,,170.01575
,,170.023675
,,170.0403
,,170.0483
,,170.063125
,,170.12075
,,170.19
,,170.257275
,,170.347875
,,170.355275
,,170.3653
,,170.3908
,,170.420875
,,170.444425
,,170.46395
,,170.566
,,170.6047
,,170.6998
,,170.714625
,,170.737075
,,170.76545
,,170.771825
,,170.80365
,,170.835475
,,170.840875
,,170.861125
,,170.87815
,,170.88415
,,170.90485
,,170.936925
,,170.961525
,,170.984025
,,170.989775
,,171.021425
,,171.057175
,,171.09875
,,171.151925
,,171.21395
,,171.29255
,,171.29985
,,171.354175
,,171.406675
,,171.426825
,,171.4645
,,171.475025
,,171.4991
,,171.515625
,,171.5395
,,171.62095
,,171.6827
,,171.69195
,,171.6992
,,171.7225
,,171.77605
,,171.78485
,,171.8726
,,171.928025
,,171.938825
,,171.966025
,,172.0221
,,172.0589
,,172.080325
,,172.090525
,,172.101625
,,172.11275
,,172.124325
,,172.1557
,,172.1717
,,172.186075
,,172.222375
,,172.23815
,,172.315375
,,172.3397
,,172.38535
,,172.4232
,,172.439225
,,172.451125
,,172.460425
,,172.495125
,,172.5392
,,172.6306
,,172.641375
,,172.65145
,,172.662725
,,172.74275
,,172.753
,,172.835425
,,172.92645
,,172.979225
,,173.004325
,,173.034825
,,173.079375
,,173.125525
,,173.128425
,,173.146225
,,173.225475
,,173.25405
,,173.332975
,,173.3762
,,173.387125
,,173.414625
,,173.437875
,,173.50085
,,173.52095
,,173.52935
,,173.62095
,,173.630775
,,173.641025
,,173.6788
,,173.714925
,,173.7386
,,173.785425
,,173.806925
,,173.90515
,,173.93355
,,173.979775
,,173.997825
,,174.033525
,,174.104325
,,174.11565
,,174.12385
,,174.21065
,,174.273275
,,174.291575
,,174.39145
,,174.54305
,,174.58435
,,174.679125
,,174.7201
,,174.724575
,,174.744975
,,174.84565
,,174.884025
,,175.002025
,,175.018275
,,175.116875
,,175.134275
,,175.185575
,,175.2225
,,175.32605
,,175.3435
,,175.54675
,,175.55765
,,175.5923
,,175.6219
,,175.64455
,,175.74125
,,175.84915
,,175.8804
,,175.920725
,,175.939925
,,175.986325
,,175.995575
,,176.077025
,,176.086875
,,176.110175
,,176.13765
,,176.259675
,,176.287325
,,176.3106
,,176.35415
,,176.4428
,,176.579875
,,176.6019
,,176.62155
,,176.668775
,,176.6779
,,176.699075
,,176.8008
,,176.9163
,,176.980075
,,177.007475
,,177.0194
,,177.110775
,,177.2046
,,177.2637
,,177.269725
,,177.28035
,,177.327775
,,177.344225
,,177.35475
,,177.39855
,,177.45575
,,177.502175
,,177.53505
,,177.540325
,,177.56415
,,177.611625
,,177.6258
,,177.647225
,,177.675125
,,177.76
,,177.813075
,,177.8262
,,177.91375
,,178.009675
,,178.01995
,,178.0466
,,178.1043
,,178.146975
,,178.215575
,,178.302075
,,178.43705
,,178.526975
,,178.543725
,,178.6804
,,178.701175
,,178.7881
,,178.844825
,,178.8552
,,178.8755
,,178.907275
,,178.9156
,,178.966175
,,179.012975
,,179.0421
,,179.0689
,,179.0801
,,179.0998
,,179.158875
,,179.180375
,,179.254075
,,179.2821
,,179.343225
,,179.4052
,,179.418525
,,179.430125
,,179.496775
,,179.566875
,,179.594175
,,179.6155
,,179.62605
,,179.7351
,,179.745125
,,179.772225
,,179.785425
,,179.79745
,,179.82165
,,179.87835
,,179.904475
,,179.93955
,,179.94835
,,179.964725
,,180.02425
,,180.031425
,,180.12145
,,180.245825
,,180.2903
,,180.299775
,,180.310525
,,180.3304
,,180.538425
,,180.59235
,,180.710025
,,180.805725
,,180.872125
,,180.882225
,,180.895275
,,180.9052
,,181.02545
,,181.16935
,,181.1789
,,181.21505
,,181.228025
,,181.239725
,,181.26735
,,181.360125
,,181.36965
,,181.3771
,,181.393775
,,181.408075
,,181.436775
,,181.449125
,,181.50705
,,181.55315
,,181.62145
,,181.634425
,,181.647075
,,181.666425
,,181.726375
,,181.752325
,,181.859225
,,181.89025
,,181.935125
,,181.9467
,,182.0888
,,182.095475
,,182.161775
,,182.188525
,,182.255975
,,182.3596
,,182.389325
,,182.401825
,,182.4494
,,182.48275
,,182.52545
,,182.552475
,,182.59005
,,182.6708
,,182.71035
,,182.728825
,,182.787725
,,182.8414
,,182.94045
,,182.962725
,,182.998075
,,183.015075
,,183.078
,,183.0897
,,183.122725
,,183.183825
,,183.191425
,,183.21235
,,183.233325
,,183.274525
,,183.2928
,,183.3273
,,183.461825
,,183.509575
,,183.562175
,,183.635925
,,183.6774
,,183.719925
,,183.79105
,,183.83645
,,183.8828
,,183.92675
,,183.93415
,,184.028075
,,184.0426
,,184.089625
,,184.111925
,,184.218375
,,184.24275
,,184.247025
,,184.283025
,,184.342825
,,184.36435
,,184.4742
,,184.500625
,,184.544575
,,184.5505
,,184.55665
,,184.67235
,,184.67395
,,184.682325
,,184.7056
,,184.829625
,,184.86925
,,184.998825
,,185.019775
,,185.038325
,,185.06085
,,185.077775
,,185.092325
,,185.16645
,,185.21795
,,185.3337
,,185.370525
,,185.526775
,,185.552725
,,185.67555
,,185.7254
,,185.77055
,,185.782725
,,185.86975
,,185.882975
,,185.906675
,,185.932425
,,185.96765
,,185.982075
,,186.035625
,,186.0705
,,186.11295
,,186.150475
,,186.15895
,,186.1693
,,186.305375
,,186.413275
,,186.44855
,,186.472025
,,186.5557
,,186.61975
,,186.636875
,,186.6777
,,186.684475
,,186.71085
,,186.72585
,,186.734825
,,186.7841
,,186.823475
,,186.870975
,,186.87735
,,186.886725
,,187.040075
,,187.0565
,,187.0854
,,187.13935
,,187.160025
,,187.209075
,,187.298725
,,187.3095
,,187.324625
,,187.3589
,,187.3926
,,187.413675
,,187.441725
,,187.49495
,,187.52235
,,187.55645
,,187.564575
,,187.56975
,,187.575525
,,187.58455
,,187.692275
,,187.741475
,,187.814925
,,187.8542
,,187.889425
,,187.9186
,,187.927525
,,187.9791
,,188.000125
,,188.045
,,188.069275
,,188.148425
,,188.168575
,,188.203775
,,188.2194
,,188.2591
,,188.268625
,,188.288425
,,188.31975
,,188.3586
,,188.3973
,,188.4193
,,188.470975
,,188.579325
,,188.60815
,,188.7103
,,188.722825
,,188.7362
,,188.7967
,,188.848175
,,188.872825
,,188.8936
,,188.9132
,,188.953725
,,188.968375
,,188.99275
,,189.02865
,,189.070425
,,189.10415
,,189.1205
,,189.155625
,,189.187175
,,189.22515
,,189.23825
,,189.30515
,,189.318175
,,189.351575
,,189.371925
,,189.4584
,,189.4931
,,189.506525
,,189.52935
,,189.544125
,,189.556175
,,189.56765
,,189.671425
,,189.705625
,,189.71975
,,189.7314
,,189.765475
,,189.780925
,,189.8141
,,189.828225
,,189.847325
,,189.87975
,,189.895325
,,189.909875
,,189.9391
,,189.9997
,,190.010975
,,190.038825
,,190.054225
,,190.1153
,,190.2419
,,190.261225
,,190.27805
,,190.291675
,,190.347525
,,190.390625
,,190.449175
,,190.462225
,,190.4755
,,190.4985
,,190.515675
,,190.534775
,,190.554825
,,190.56605
,,190.5793
,,190.589075
,,190.626
,,190.6772
,,190.688725
,,190.72725
,,190.739075
,,190.753475
,,190.763125
,,190.7718
,,190.7867
,,190.928475
,,190.934525
,,190.95
,,190.95775
,,191.065475
,,191.09195
,,191.11535
,,191.124825
,,191.132
,,191.15905
,,191.175225
,,191.19195
,,191.197975
,,191.2351
,,191.265325
,,191.28625
,,191.2967
,,191.30965
,,191.345925
,,191.372625
,,191.420425
,,191.485775
,,191.502875
,,191.5589
,,191.585475
,,191.594425
,,191.6257
,,191.646375
,,191.686325
,,191.71165
,,191.73795
,,191.7748
,,191.7827
,,191.845275
,,191.85485
,,191.950175
,,191.960275
,,191.987375
,,192.045
,,192.059325
,,192.074925
,,192.1088
,,192.11925
,,192.1407
,,192.1919
,,192.245125
,,192.312725
,,192.341
,,192.3519
,,192.384825
,,192.39965
,,192.453375
,,192.465625
,,192.50775
,,192.522925
,,192.5808
,,192.60295
,,192.6594
,,192.72425
,,192.77215
,,192.80415
,,192.81455
,,192.84895
