SPK_SPKC06a (excited),SPK_SPKC07b (no effect),SPK_SPKC09a (excited)
83.3292,,69.3914
83.3483,,69.4233
83.395175,,69.50355
83.445975,,69.5117
83.48945,,69.56875
83.548375,,69.716825
83.60765,,69.726725
83.650325,,69.85135
83.697075,,69.877975
83.8132,,69.891275
83.907575,,69.992625
83.973475,,70.0135
84.0795,,70.059375
84.118375,,70.0854
84.360675,,70.092125
84.39845,,70.1168
84.41325,,70.175725
84.520725,,70.206425
84.601425,,70.2596
84.6551,,70.38635
84.774375,,70.453875
84.88015,,70.47585
84.946725,,70.512025
85.001825,,70.5635
85.130125,,70.65915
85.17925,,70.676675
85.233,,70.705475
85.436325,,70.723725
85.46605,,70.74615
85.4845,,70.8215
85.545525,,70.84095
85.6941,,70.937625
85.735575,,70.945525
85.869775,,70.968725
85.997975,,70.9867
86.00145,,71.05485
86.16805,,71.139425
86.2932,,71.24785
86.353875,,71.25515
86.40805,,71.262425
86.60695,,71.306925
86.7022,,71.31725
86.78345,,71.383875
86.8601,,71.40935
86.9293,,71.41645
86.9895,,71.4275
87.05995,,71.526075
87.11555,,71.586825
87.3018,,71.711475
87.45365,,71.810225
87.62925,,72.015025
87.8995,,72.047975
87.90955,,72.088325
88.098575,,72.296
88.269725,,72.324525
88.34465,,72.418575
88.409775,,72.429675
88.63555,,72.452075
88.723925,,72.514525
88.949675,,72.6864
89.034025,,72.837025
89.2211,,72.973925
89.287725,,73.124125
89.358075,,73.589575
89.469775,,73.6917
89.54765,,73.74415
89.609725,,73.762875
89.644125,,73.972175
89.82065,,74.014075
89.8802,,74.1111
90.009325,,74.182925
90.16385,,74.30005
90.207825,,74.3138
90.382875,,74.513725
90.451375,,74.550425
90.52075,,74.58835
90.579625,,74.625325
90.6335,,74.680925
90.724175,,74.7257
91.180025,,74.9164
91.18595,,74.928025
91.342,,75.074025
91.4622,,75.135225
91.547175,,75.204525
91.590375,,75.405725
91.608975,,75.45815
91.6458,,75.700275
91.6619,,75.7874
91.707175,,75.894375
91.874125,,75.915825
91.917925,,75.946075
91.9978,,75.978875
92.101975,,76.183975
92.167425,,76.3248
92.31055,,76.353175
92.362575,,76.386425
92.407575,,76.4166
92.5047,,76.4897
92.5894,,76.733575
92.621075,,76.749025
92.627325,,76.858475
92.752725,,76.91145
92.770575,,77.17385
92.79995,,77.2293
92.831375,,77.2537
92.999025,,77.2959
93.126275,,77.3159
93.192675,,77.46265
93.31255,,77.556475
93.543575,,77.6064
93.632975,,77.6543
93.7133,,77.68705
93.77655,,77.70415
93.876875,,77.8994
93.978375,,78.026925
94.045275,,78.12525
94.224175,,78.2372
94.2786,,78.33635
94.386375,,78.3536
94.4578,,78.390525
94.6787,,78.40115
94.770375,,78.42975
94.8021,,78.4926
94.854075,,78.731025
95.01505,,78.764825
95.1687,,78.83025
95.2828,,78.917975
95.285825,,78.942375
95.317375,,78.95385
95.363075,,79.03465
95.41575,,79.080925
95.462975,,79.089675
95.66295,,79.2232
95.716225,,79.2946
95.78095,,79.4569
96.0026,,79.496375
96.08145,,79.540325
96.1669,,79.607125
96.343575,,79.625625
96.474975,,79.6541
96.563475,,79.719375
96.6922,,79.835925
96.7542,,79.844475
96.8017,,79.9561
96.88415,,79.970725
96.94815,,79.987925
97.208875,,80.062025
97.315225,,80.130875
97.418925,,80.2381
97.474675,,80.35535
97.529925,,80.4144
97.710075,,80.43175
97.854875,,80.4473
97.9225,,80.46035
98.0526,,80.482575
98.069625,,80.49415
98.09895,,80.5037
98.150375,,80.5566
98.2013,,80.575
98.240225,,80.60495
98.245175,,80.61955
98.278525,,80.681525
98.73675,,80.68995
98.816775,,80.765375
98.865975,,80.811425
98.9755,,80.8638
99.0266,,80.87535
99.1362,,80.942475
99.242275,,80.99345
99.298725,,81.04415
99.4302,,81.05105
99.5594,,81.148475
100.000875,,81.228975
100.1931,,81.2355
100.278225,,81.371925
100.3364,,81.3792
100.392275,,81.3922
100.589025,,81.510725
100.734525,,81.703575
100.7623,,81.724025
100.796475,,81.732925
100.813975,,81.76215
100.8219,,81.777125
100.925525,,81.80165
100.948125,,81.815475
101.087575,,81.827325
101.283975,,81.9473
101.4094,,81.986875
101.59055,,82.1083
101.665525,,82.1439
101.8221,,82.194875
101.879425,,82.20925
101.950875,,82.240025
102.07985,,82.277675
102.275025,,82.29135
102.35525,,82.306225
102.46365,,82.365825
102.525325,,82.383425
102.648925,,82.395175
102.73195,,82.41125
102.78515,,82.44605
102.952575,,82.4922
103.0437,,82.50855
103.085375,,82.65115
103.259675,,82.666175
103.3615,,82.726225
103.4443,,82.763675
103.47765,,82.77755
103.542875,,82.840125
103.588225,,82.903325
103.73675,,82.948025
103.8441,,82.978425
103.94395,,82.98575
104.21115,,83.001375
104.35915,,83.0163
104.477275,,83.02805
104.528975,,83.05675
104.654,,83.0802
104.806525,,83.1109
104.8319,,83.16365
104.90935,,83.173725
104.948675,,83.269825
105.152875,,83.3222
105.236425,,83.3471
105.263725,,83.397275
105.3157,,83.442475
105.352175,,83.476575
105.595275,,83.48915
105.7313,,83.514875
105.820575,,83.543175
105.876025,,83.5672
105.91325,,83.5901
105.99865,,83.6184
106.046475,,83.6621
106.13165,,83.71775
106.164875,,83.745325
106.5814,,83.8286
106.6238,,83.8975
106.6796,,83.907275
106.7544,,83.981975
106.83675,,84.012125
106.904825,,84.035225
107.13805,,84.101625
107.19395,,84.129525
107.3358,,84.189175
107.484975,,84.2009
107.604725,,84.218075
107.676,,84.29185
107.759225,,84.306075
107.81045,,84.328275
107.864125,,84.401525
107.9212,,84.4118
107.961275,,84.4516
108.058275,,84.478225
108.14935,,84.5042
108.201,,84.5285
108.265325,,84.586075
108.442175,,84.5983
108.600125,,84.624225
108.6631,,84.6731
108.81925,,84.67995
108.867675,,84.702425
109.058475,,84.807475
109.19615,,84.818225
109.2719,,84.8578
109.287175,,84.8831
109.39965,,84.9947
109.62705,,85.0123
109.83955,,85.056025
109.953975,,85.07675
110.19325,,85.097725
110.2542,,85.121325
110.4144,,85.15365
110.511375,,85.1643
110.57925,,85.186375
110.765975,,85.198875
111.020975,,85.209475
111.126125,,85.329675
111.38885,,85.3924
111.522175,,85.403625
111.584925,,85.45865
111.66755,,85.48005
111.7827,,85.660325
111.81565,,85.683825
111.84285,,85.6909
112.06035,,85.710175
112.108575,,85.7336
112.263825,,85.814575
112.374725,,85.83125
112.421725,,85.84665
112.496275,,85.90365
112.592225,,85.945275
112.707075,,85.96185
112.80705,,86.015675
113.026,,86.03365
113.063875,,86.133225
113.0951,,86.164375
113.126825,,86.18645
113.129525,,86.275675
113.159075,,86.314125
113.2159,,86.3432
113.499,,86.423325
113.60275,,86.550775
113.723425,,86.658675
113.73095,,86.762275
113.965325,,86.7867
114.046025,,86.819575
114.36185,,86.8493
114.444675,,86.942525
114.524575,,86.965525
114.640125,,86.9866
114.681975,,87.000475
114.792875,,87.04645
114.8883,,87.14285
114.92815,,87.168625
114.949325,,87.250475
115.018475,,87.32565
115.0617,,87.5187
115.122975,,87.65145
115.24545,,87.95805
115.301825,,87.9867
115.4888,,88.113525
115.538575,,88.258975
115.61075,,88.274525
115.6623,,88.341875
115.73885,,88.3551
115.790125,,88.393825
116.056175,,88.41685
116.19545,,88.480725
116.261675,,88.49915
116.310725,,88.5073
116.386175,,88.5604
116.4526,,88.567175
116.7306,,88.618575
116.848075,,88.640725
116.971725,,88.655175
117.005675,,88.701525
117.0319,,88.710625
117.109075,,88.72925
117.2348,,88.9026
117.271375,,88.947325
117.441125,,88.98225
117.533875,,89.005375
117.563775,,89.0236
117.597825,,89.28405
117.63395,,89.30095
117.73055,,89.42045
117.743325,,89.5442
117.7987,,89.5509
117.94715,,89.558925
118.017625,,89.5711
118.122175,,89.59535
118.182525,,89.74245
118.2518,,89.76295
118.299375,,89.815675
118.336475,,89.855175
118.3715,,89.884075
118.50325,,89.90865
118.509075,,89.928575
118.5821,,89.97755
118.632125,,90.0564
118.6814,,90.110925
118.735075,,90.145025
118.855325,,90.160275
118.908825,,90.347225
119.1775,,90.352475
119.28205,,90.414275
119.78305,,90.4865
119.796675,,90.571275
119.84805,,90.596325
119.89915,,90.765
119.912475,,90.8088
119.946675,,90.8523
120.099775,,90.893575
120.3067,,90.951625
120.51965,,90.967975
120.57305,,91.084275
120.5768,,91.095475
120.642225,,91.16895
120.725325,,91.346325
121.0394,,91.47945
121.0938,,91.488675
121.205025,,91.516575
121.321075,,91.5458
121.366975,,91.54765
121.43325,,91.56735
121.511225,,91.630375
121.52,,91.707825
121.641225,,91.83075
121.91835,,91.8662
121.979375,,91.9324
122.006725,,92.0001
122.087925,,92.012975
122.134775,,92.087925
122.1654,,92.14285
122.229725,,92.181925
122.43045,,92.19145
122.665825,,92.2256
122.723625,,92.264
122.790125,,92.289625
122.8494,,92.339275
123.090925,,92.36315
123.31255,,92.3736
123.3936,,92.434475
123.456675,,92.447575
123.565075,,92.4539
123.614125,,92.50365
123.7151,,92.5385
123.959475,,92.661625
124.087775,,92.729925
124.1345,,92.736975
124.224175,,92.830925
124.293125,,92.8381
124.361175,,92.878425
124.422475,,92.88365
124.495475,,92.910975
124.571,,92.9454
124.707,,92.9896
124.8573,,93.011775
125.1746,,93.0698
125.292475,,93.145525
125.361825,,93.181275
125.4819,,93.28845
125.56645,,93.376875
125.715525,,93.428325
125.974975,,93.474
126.0591,,93.5318
126.19665,,93.549325
126.280725,,93.6024
126.44395,,93.622825
126.52935,,93.6548
126.650525,,93.66755
126.68435,,93.7448
126.8703,,93.90665
127.013775,,93.91555
127.074725,,93.964925
127.2161,,93.97875
127.4215,,94.089125
127.4708,,94.1136
127.589275,,94.139925
127.792775,,94.1721
128.04615,,94.209475
128.096,,94.22185
128.6048,,94.2347
128.77145,,94.2914
128.897775,,94.494925
129.11635,,94.5758
129.220875,,94.630725
129.271775,,94.659125
129.42925,,94.6767
129.5029,,94.747375
129.677325,,94.8079
129.717325,,94.87905
129.744875,,94.915025
129.959175,,94.977275
130.030775,,94.984725
130.0899,,95.004225
130.546075,,95.014175
130.55305,,95.022825
130.625375,,95.129025
130.669275,,95.1893
130.724775,,95.206325
130.84775,,95.24875
130.890725,,95.2624
130.962775,,95.275725
131.3328,,95.294475
131.435775,,95.314375
131.728075,,95.43405
131.79655,,95.497375
131.86265,,95.504675
131.932125,,95.5138
131.970775,,95.5258
132.10275,,95.535
132.382675,,95.6281
132.4222,,95.678825
132.475825,,95.7604
132.521825,,95.7993
132.57035,,95.8114
132.677325,,95.8639
132.74165,,95.897
132.787275,,95.9372
132.8049,,95.971575
132.92185,,96.003375
132.9998,,96.033675
133.1339,,96.044625
133.184375,,96.056525
133.226525,,96.091525
133.3835,,96.16765
133.59645,,96.27375
133.7336,,96.33425
133.800375,,96.371125
133.927425,,96.45445
133.932575,,96.4887
133.950525,,96.5047
133.99305,,96.52345
134.076825,,96.5868
134.10255,,96.5979
134.2267,,96.648275
134.3281,,96.701375
134.403625,,96.73915
134.40615,,96.776225
134.53655,,96.79145
134.595025,,96.80205
134.68375,,96.82445
134.71865,,96.8474
134.84785,,96.86935
134.9043,,96.887725
135.213575,,96.922075
135.23575,,96.931475
135.262,,97.098875
135.3134,,97.1164
135.36775,,97.130725
135.562075,,97.141525
135.643925,,97.248375
135.706475,,97.259925
135.88695,,97.27735
135.916225,,97.29055
135.978975,,97.365675
136.105475,,97.3791
136.153825,,97.411825
136.300275,,97.430625
136.3405,,97.44275
136.38575,,97.4909
136.4259,,97.53865
136.5423,,97.6133
136.753125,,97.686575
137.441175,,97.70805
137.531375,,97.753625
137.674875,,97.768825
137.772425,,97.781675
138.0668,,97.832525
138.1115,,97.843375
138.166975,,97.876775
138.38065,,97.886375
138.445675,,97.951125
138.504975,,98.003475
138.5617,,98.0392
138.610125,,98.051175
138.6881,,98.07005
138.764375,,98.075225
138.82165,,98.1043
138.869925,,98.1161
138.9367,,98.143325
139.0152,,98.21175
139.07165,,98.218275
139.097125,,98.267375
139.135625,,98.272875
139.169425,,98.2872
139.201475,,98.293225
139.21805,,98.34115
139.4357,,98.4358
139.630275,,98.4423
139.67985,,98.48945
139.706025,,98.495075
139.797475,,98.560775
139.92995,,98.5864
140.0227,,98.688825
140.259125,,98.704775
140.54955,,98.71345
140.642925,,98.80375
140.85445,,98.9142
140.93095,,98.968425
141.156775,,98.981125
141.220125,,99.021775
141.29265,,99.0305
141.4045,,99.05
141.5724,,99.070275
141.704625,,99.07785
141.758625,,99.134375
141.947575,,99.16765
142.1476,,99.210325
142.221125,,99.219975
142.339175,,99.315775
142.472825,,99.321
142.5447,,99.37525
142.602875,,99.39275
142.895725,,99.5369
142.956625,,99.546025
143.3002,,99.554125
143.33175,,99.621325
143.400875,,99.632125
143.470925,,99.643925
143.59075,,99.7078
143.70805,,99.807
143.936725,,99.829175
144.0409,,99.9079
144.092375,,100.006825
144.262425,,100.065875
144.35015,,100.11445
144.477625,,100.16945
144.544725,,100.241525
144.714075,,100.265975
144.771725,,100.3151
144.858675,,100.329925
145.043425,,100.3925
145.1513,,100.4021
145.1807,,100.434675
145.21945,,100.468875
145.25155,,100.48315
145.2866,,100.689075
145.36985,,100.71625
145.436525,,100.75255
145.51755,,100.762
145.66655,,100.80705
145.727825,,100.819375
145.849825,,100.826475
145.89765,,100.85585
145.966375,,100.8657
146.019175,,100.8932
146.0875,,100.986675
146.318825,,101.2716
146.452775,,101.29055
146.68905,,101.3487
146.7783,,101.37145
146.8438,,101.379075
146.907675,,101.445125
146.944025,,101.520525
147.14325,,101.57815
147.1546,,101.64425
147.230275,,101.6608
147.436675,,101.693
147.5041,,101.70185
147.5484,,101.7117
147.6704,,101.72795
147.732675,,101.745675
147.78795,,101.770825
147.8458,,101.7946
147.964225,,101.8226
148.089275,,101.842275
148.1886,,101.873825
148.413275,,101.900575
148.483925,,101.939725
148.6964,,101.9552
148.736425,,101.9977
148.81355,,102.047325
148.8846,,102.16165
149.0201,,102.2498
149.09145,,102.254975
149.272575,,102.27395
149.27825,,102.32955
149.3162,,102.356925
149.353025,,102.397375
149.865475,,102.431475
149.934375,,102.46245
149.968975,,102.544425
150.221175,,102.55945
150.330825,,102.582425
150.42155,,102.597075
150.4772,,102.613375
150.8275,,102.6317
150.8997,,102.667675
151.0986,,102.694725
151.259075,,102.711975
151.401875,,102.742725
151.463975,,102.7542
151.633925,,102.788325
151.775975,,102.8444
151.78055,,102.9493
151.974475,,102.96095
152.09105,,102.97785
152.212275,,102.9889
152.4511,,103.0724
152.484725,,103.150425
152.5639,,103.175625
152.56765,,103.207225
152.590025,,103.221425
152.595125,,103.2406
152.988925,,103.2648
153.31375,,103.302575
153.36625,,103.33385
153.47335,,103.35855
153.555625,,103.368375
153.6165,,103.3788
154.006525,,103.40965
154.055875,,103.4194
154.121325,,103.4656
154.364725,,103.516775
154.392575,,103.54415
154.521575,,103.584575
154.61525,,103.61195
154.771325,,103.623275
154.91095,,103.657975
155.016925,,103.84695
155.076175,,103.8523
155.4171,,103.88095
155.428475,,103.9773
155.5015,,104.0052
155.5721,,104.0202
155.8644,,104.030125
156.084375,,104.052075
156.162975,,104.11235
156.635825,,104.133875
156.789775,,104.171475
156.92575,,104.20385
156.9776,,104.21655
157.12905,,104.223325
157.1934,,104.22885
157.562375,,104.320425
157.624475,,104.3924
157.723875,,104.432825
157.833525,,104.440275
157.866975,,104.4756
157.9588,,104.498875
158.2067,,104.54685
158.3429,,104.5862
158.5441,,104.614325
158.599275,,104.6344
158.660975,,104.66335
158.69695,,104.758225
158.79015,,104.769125
159.212775,,104.777825
159.251375,,104.877175
159.34645,,104.896475
159.39115,,104.928875
159.642375,,104.949125
159.87125,,105.00505
160.301675,,105.0184
160.387925,,105.067175
160.59945,,105.101975
160.78655,,105.169675
160.886075,,105.17745
161.0174,,105.185675
161.107675,,105.27315
161.43845,,105.339275
161.508725,,105.348025
161.563375,,105.363
161.8574,,105.394125
162.1951,,105.401675
162.276,,105.4186
162.4533,,105.5148
162.454925,,105.5591
162.5024,,105.565025
162.53785,,105.6189
162.570075,,105.72965
162.5728,,105.745925
162.7289,,105.7645
162.796825,,105.790275
162.853675,,105.864475
162.962075,,105.891675
162.998075,,105.904575
163.0351,,105.94605
163.321625,,105.9596
163.6633,,106.01475
163.7635,,106.088275
164.040375,,106.139975
164.139025,,106.1698
164.566125,,106.177475
164.684975,,106.374425
164.69875,,106.528975
164.7527,,106.686575
164.88055,,106.702975
164.942475,,106.7206
165.029875,,106.832575
165.0788,,106.88185
165.174975,,106.907525
165.220025,,107.018625
165.3135,,107.0481
165.3155,,107.0579
165.43095,,107.1455
165.646225,,107.157475
165.928325,,107.17905
165.929775,,107.2324
165.99705,,107.30075
166.09545,,107.33265
166.150425,,107.42345
166.2818,,107.510125
166.330525,,107.530575
166.35515,,107.546075
166.439825,,107.56365
166.8099,,107.5779
167.172,,107.595075
167.269525,,107.625075
167.3705,,107.63865
167.55335,,107.661125
167.7895,,107.6913
167.882475,,107.70305
168.0001,,107.7149
168.09445,,107.74465
168.183025,,107.828525
168.237575,,107.85245
168.305725,,107.871825
168.738525,,107.8919
168.877725,,107.9224
168.90845,,107.940675
168.925075,,107.97355
169.045275,,107.997025
169.109575,,108.00715
169.209825,,108.01975
169.256425,,108.03235
169.3371,,108.0709
169.69675,,108.09375
169.86475,,108.14295
170.196825,,108.162075
170.25005,,108.1841
170.54015,,108.1956
170.628275,,108.2471
170.74955,,108.27675
170.8375,,108.289925
170.980825,,108.31455
170.996225,,108.32715
171.000125,,108.353175
171.114125,,108.3655
171.276225,,108.383325
171.5283,,108.4242
171.76265,,108.491975
171.789775,,108.539925
172.038175,,108.56655
172.4835,,108.578825
172.4969,,108.625075
172.546075,,108.653025
173.131575,,108.671925
173.17925,,108.6849
173.4664,,108.69635
173.594025,,108.717125
173.806825,,108.725275
173.864175,,108.8021
173.91145,,108.8137
174.077575,,108.850825
174.1874,,108.865125
174.223075,,108.874425
174.2571,,108.88185
174.4403,,108.925175
174.8647,,108.9332
174.946675,,108.94285
175.064475,,108.964425
175.162875,,108.992875
175.240175,,109.055525
175.40455,,109.071275
175.6248,,109.07995
176.2034,,109.1355
176.385225,,109.1784
176.395,,109.221175
176.6201,,109.230425
176.7134,,109.347675
176.7541,,109.3851
176.81965,,109.54035
176.900675,,109.560825
176.947325,,109.6086
177.10325,,109.623025
177.331175,,109.63285
177.57675,,109.661775
177.7396,,109.755125
177.82195,,109.777225
177.854875,,109.7966
177.865125,,109.933875
177.9488,,109.970825
178.051625,,110.025425
178.15045,,110.1085
178.4204,,110.144075
178.613125,,110.164075
178.632475,,110.199775
178.996925,,110.219025
179.131725,,110.236475
179.272375,,110.255825
179.373775,,110.296975
179.44335,,110.308
179.470375,,110.3734
179.48505,,110.387075
179.51055,,110.408575
179.539,,110.462275
179.6866,,110.494675
179.95475,,110.531725
180.000775,,110.5412
180.0859,,110.6592
180.289825,,110.718825
180.333525,,110.78285
180.554575,,110.806475
180.664625,,110.836875
180.729225,,110.895725
180.8316,,110.99055
181.241325,,111.013825
181.39405,,111.0544
181.659425,,111.063475
181.72725,,111.089825
182.00795,,111.111975
182.1142,,111.12115
182.314525,,111.156125
182.48085,,111.1754
182.5311,,111.19575
182.795475,,111.21515
182.9213,,111.246825
182.923175,,111.2839
182.98485,,111.334375
183.01815,,111.47355
183.05555,,111.482475
183.159575,,111.5033
183.2153,,111.555125
183.29085,,111.572925
183.558425,,111.616725
183.8504,,111.639075
183.906275,,111.67705
183.945925,,111.7153
183.96495,,111.774475
183.989075,,111.776175
184.0538,,111.980025
184.076875,,112.00125
184.1094,,112.0335
184.11365,,112.045275
184.130775,,112.081275
184.3625,,112.093675
184.421525,,112.18125
184.45375,,112.2192
184.493775,,112.228475
184.60655,,112.2646
184.66125,,112.2768
184.7607,,112.3064
184.9318,,112.3763
184.98735,,112.386975
185.131775,,112.4173
185.1709,,112.497225
185.380575,,112.505975
185.518225,,112.535975
185.60615,,112.558875
185.959275,,112.586
186.082875,,112.61215
186.5564,,112.63865
186.715975,,112.651025
186.772775,,112.673475
186.877125,,112.75105
186.91085,,112.848325
187.190925,,112.86005
187.23975,,113.043975
187.251225,,113.0828
187.467025,,113.108025
187.494,,113.11985
187.583425,,113.1401
187.738925,,113.266825
187.77795,,113.287275
187.94555,,113.308925
188.587175,,113.31775
188.67445,,113.3465
188.75055,,113.439375
188.908725,,113.4601
189.049275,,113.541675
189.2633,,113.553125
189.397575,,113.608625
189.5559,,113.6691
189.746675,,113.70785
189.9762,,113.746775
190.0548,,113.7531
190.1282,,113.757025
190.1911,,113.79855
190.404125,,113.83435
190.4479,,113.90285
190.59925,,113.9101
190.6883,,113.9382
190.7856,,113.95325
190.79385,,113.984775
191.005275,,114.020025
191.10455,,114.054525
191.138475,,114.0671
191.406625,,114.096275
191.5899,,114.238925
191.673175,,114.248975
191.82695,,114.31915
191.913875,,114.3885
192.069425,,114.434775
192.139275,,114.444975
192.142125,,114.452725
192.19425,,114.49325
192.2786,,114.5069
192.463475,,114.53625
192.749325,,114.5531
192.873125,,114.62705
193.225825,,114.65595
193.33195,,114.68565
193.507475,,114.698475
193.6311,,114.7107
193.700775,,114.799075
193.751875,,114.82535
193.8637,,114.900875
193.941675,,114.92315
194.09065,,114.936575
194.22985,,114.946875
194.27965,,115.0145
194.4075,,115.0272
194.622025,,115.08845
194.6824,,115.09945
194.737825,,115.123375
194.86985,,115.216875
194.900425,,115.251425
194.98575,,115.263725
195.069525,,115.29095
195.12485,,115.3016
195.332825,,115.330925
195.398025,,115.473
195.44445,,115.507375
195.56505,,115.5354
195.61395,,115.593125
195.684,,115.606475
195.769,,115.6411
195.902325,,115.653925
196.3734,,115.6768
196.566125,,115.751675
196.75715,,115.7668
196.850925,,115.818025
197.4824,,115.850625
197.543875,,115.862
197.601675,,115.879675
197.797675,,115.899025
197.854575,,115.9301
197.9502,,115.960375
197.9758,,116.047025
198.192425,,116.065225
198.30345,,116.076775
198.53375,,116.08915
198.680775,,116.099575
198.729425,,116.1782
198.906725,,116.221625
199.1154,,116.230875
199.22595,,116.250825
199.3559,,116.261225
199.4244,,116.271525
199.6013,,116.286575
199.7309,,116.313075
200.07165,,116.3779
200.125575,,116.4045
200.2217,,116.529825
200.306725,,116.547525
200.617075,,116.566025
200.7206,,116.579425
201.094975,,116.638675
201.158875,,116.651875
201.191675,,116.6853
201.197925,,116.701575
201.39465,,116.733075
201.414575,,116.760825
201.51325,,116.79845
201.5826,,116.80795
201.78645,,116.82045
202.1473,,116.85745
202.42925,,116.8761
202.65575,,116.936
202.78355,,116.96
203.15235,,116.97375
203.26905,,116.988275
203.341775,,117.007
203.47595,,117.024525
203.58985,,117.0488
203.902,,117.08065
204.1922,,117.1513
204.206425,,117.225975
204.29715,,117.2981
204.396975,,117.314725
204.462,,117.354325
204.608425,,117.397325
204.6895,,117.41685
204.731,,117.4271
204.84595,,117.46885
205.123925,,117.508225
205.26735,,117.581575
205.307975,,117.634475
205.3451,,117.6704
205.375125,,117.6825
205.3953,,117.7026
205.6947,,117.7108
205.910725,,117.7175
206.2451,,117.739425
206.532775,,117.75365
206.695225,,117.791725
206.8545,,117.801225
207.2342,,117.846975
207.361925,,117.88325
208.097375,,117.88995
208.293425,,117.911725
208.505275,,117.942175
208.7834,,117.95835
208.853825,,117.964725
208.9603,,118.037775
209.040625,,118.063975
209.106275,,118.0978
209.240025,,118.1397
209.278625,,118.149225
209.411075,,118.170825
209.562225,,118.18875
209.616825,,118.204175
209.6188,,118.3085
209.704025,,118.319075
209.86585,,118.450275
209.996875,,118.4553
210.2379,,118.495625
210.343525,,118.5146
210.3891,,118.61985
210.546775,,118.641475
210.7762,,118.66975
210.8751,,118.713
210.921625,,118.761325
210.95665,,118.783275
210.991375,,118.788575
211.06475,,118.802275
211.200225,,118.8911
211.2725,,118.90785
211.464675,,118.911775
211.756775,,118.9474
211.827725,,119.00875
211.894775,,119.054775
211.9011,,119.16085
211.952025,,119.18495
212.15885,,119.195625
212.188025,,119.215925
212.286625,,119.385675
212.512425,,119.456325
212.57595,,119.48555
212.59315,,119.6215
212.642725,,119.784325
212.733025,,119.79845
212.745625,,119.83575
212.836275,,119.849025
212.901425,,119.8895
212.979625,,119.9361
213.01855,,119.9801
213.255875,,120.236525
213.45285,,120.253125
213.74505,,120.3785
213.7706,,120.897975
213.8684,,121.04
213.880375,,121.09425
213.935,,121.1223
214.051025,,121.15765
214.23175,,121.2654
214.265775,,121.35755
214.522775,,121.4092
214.67835,,121.536625
214.9404,,121.610475
214.98195,,121.712125
215.017525,,121.731
215.2841,,121.780325
215.354625,,121.80245
215.411825,,121.8894
215.5016,,122.018125
215.551275,,122.0274
215.670875,,122.07675
215.902775,,122.115725
215.915275,,122.1882
215.931575,,122.56645
215.9908,,122.652
216.09775,,122.657875
216.231425,,122.6941
216.81695,,122.7552
217.013475,,122.9735
217.189575,,123.054525
217.2952,,123.075225
217.4633,,123.182525
217.775925,,123.20155
218.052375,,123.282175
218.1577,,123.32475
218.295075,,123.330675
218.4133,,123.37895
218.426875,,123.542925
218.6127,,123.604425
218.642925,,123.62045
218.7169,,123.6483
218.757725,,123.761425
218.78445,,123.8026
218.822175,,123.85025
219.058275,,123.863125
219.221475,,123.920075
219.526375,,124.216275
219.6332,,124.313375
219.776825,,124.625175
219.901075,,124.6978
220.365525,,124.709075
220.60145,,124.828775
220.856125,,124.963125
221.09305,,124.9815
221.1141,,125.0136
221.1648,,125.0268
221.32475,,125.2754
221.418375,,125.3385
221.457275,,125.437225
221.515125,,125.4585
221.634525,,125.48165
221.94655,,125.5172
221.9946,,125.6629
222.107825,,125.672575
222.13645,,125.6909
222.20505,,125.734175
222.361075,,125.8263
222.51305,,125.963775
222.887575,,125.989
222.952325,,126.00965
223.017025,,126.02915
223.549525,,126.0378
223.660825,,126.0793
223.7303,,126.245125
223.854025,,126.277275
223.899025,,126.3261
224.03005,,126.35665
224.054525,,126.37865
224.14515,,126.389075
224.19895,,126.42605
224.67915,,126.5407
225.02465,,126.553425
225.1151,,126.651775
225.211775,,126.66125
225.349975,,126.67385
225.578825,,126.71515
225.625925,,126.725925
226.101325,,126.735375
226.197125,,126.767625
226.273325,,126.80365
226.520675,,126.81585
226.6376,,126.8952
226.89015,,127.0697
227.01605,,127.093575
227.15005,,127.17215
227.30035,,127.2465
227.636075,,127.284175
227.68895,,127.310025
227.7461,,127.33295
227.839825,,127.3415
227.914275,,127.353425
228.15355,,127.374775
228.22515,,127.3874
228.339525,,127.421725
228.4233,,127.436775
228.46445,,127.45535
228.498875,,127.462225
228.9567,,127.506275
229.12065,,127.553475
229.1563,,127.578675
229.227875,,127.631175
229.311975,,127.6585
229.50075,,127.666675
229.8593,,127.686675
229.8647,,127.6975
230.005725,,127.730375
230.035475,,127.854125
230.0709,,127.8671
230.138675,,127.90015
230.1411,,127.984425
230.1652,,128.03155
230.1835,,128.054575
230.21445,,128.082925
230.420125,,128.107225
230.699475,,128.133775
230.756775,,128.1432
231.379725,,128.191975
231.519725,,128.199725
231.79135,,128.21235
231.83315,,128.233175
231.9082,,128.2959
231.9512,,128.3483
231.987975,,128.387625
232.04475,,128.422525
232.048525,,128.5194
232.22335,,128.5497
232.2782,,128.571725
232.382425,,128.581725
232.6295,,128.62685
232.712875,,128.64745
233.048,,128.654225
233.725275,,128.6869
233.885425,,128.7097
233.93645,,128.72865
233.9817,,128.759525
234.0986,,128.9339
234.424225,,129.040575
234.479125,,129.07935
234.52385,,129.241075
235.0027,,129.3183
235.26115,,129.329125
235.30045,,129.3682
235.341775,,129.4119
235.489125,,129.422625
235.531475,,129.4342
235.659,,129.44775
235.7131,,129.480875
235.937225,,129.493725
236.026975,,129.6637
236.075825,,129.683975
236.3473,,129.7017
236.40995,,129.726725
