SPK_SPKC01a (NA),SPK_SPKC10a (no effect)
54.68565,104.3998
54.7077,104.421
54.755075,104.4412
54.75765,104.52215
54.7832,104.554775
54.82305,104.574025
54.82965,104.69095
54.8441,104.7678
54.8949,104.823575
54.91875,104.892425
54.9359,104.9212
54.9654,104.949125
55.0279,105.0212
55.05365,105.044375
55.07835,105.059175
55.082575,105.07515
55.13615,105.111375
55.1434,105.175625
55.282275,105.194425
55.28435,105.20605
55.340575,105.23665
55.380675,105.258
55.42345,105.3312
55.45705,105.343475
55.488225,105.355475
55.605975,105.42865
55.758825,105.471
55.7623,105.490125
55.79995,105.535325
55.841775,105.5527
55.96125,105.561
55.969275,105.5719
56.019775,105.58205
56.1461,105.6001
56.224575,105.614775
56.24335,105.6243
56.2828,105.66495
56.3175,105.684625
56.334375,105.756475
56.42495,105.774025
56.432325,105.8391
56.4458,105.84555
56.494125,105.86235
56.4958,105.945175
56.507275,106.001775
56.53135,106.02105
56.535025,106.031625
56.583175,106.05195
56.5988,106.06475
56.607425,106.078175
56.61245,106.118675
56.639075,106.13615
56.6488,106.16915
56.671925,106.190125
56.687675,106.399725
56.7042,106.479525
56.75065,106.540375
56.799725,106.56045
56.8069,106.58355
56.893875,106.699025
56.9393,106.7146
56.95165,106.7633
56.97,106.772775
56.979875,106.786175
57.1024,106.8957
57.108825,106.990775
57.118725,107.029125
57.13295,107.066875
57.14535,107.08765
57.1585,107.116075
57.163175,107.1276
57.196825,107.205675
57.231975,107.22305
57.245475,107.23735
57.261525,107.2766
57.269475,107.330925
57.277625,107.3865
57.314025,107.409725
57.317875,107.413875
57.35545,107.470725
57.37235,107.547375
57.42805,107.575975
57.452875,107.603325
57.488175,107.6377
57.64225,107.6724
57.672975,107.70465
57.680025,107.725725
57.6848,107.7444
57.7265,107.782625
57.733325,107.79565
57.7785,107.80495
57.81275,107.8229
57.8348,107.8338
57.85055,107.8597
57.861425,107.92325
57.923125,108.063125
57.927925,108.08165
57.937975,108.0961
57.9446,108.1553
57.950075,108.168575
57.974925,108.186325
58.03745,108.211175
58.054975,108.2594
58.064175,108.28785
58.1802,108.312575
58.2009,108.351475
58.222275,108.366225
58.2323,108.38065
58.246325,108.464325
58.27925,108.516575
58.2887,108.56335
58.29305,108.600075
58.33105,108.619375
58.343825,108.652275
58.365075,108.666475
58.38495,108.68725
58.41875,108.755575
58.44665,108.784125
58.476075,108.838125
58.502725,109.14585
58.551425,109.1887
58.59615,109.207525
58.616525,109.266725
58.65515,109.326925
58.66125,109.40765
58.666325,109.4601
58.6704,109.478575
58.7129,109.508975
58.7536,109.524325
58.79535,109.541325
58.80305,109.56585
58.820475,109.597125
58.8304,109.6433
58.896725,109.672125
58.90195,109.687875
58.9184,109.72295
58.953,109.732975
59.057075,109.7836
59.07085,109.8001
59.076325,109.851975
59.093475,109.9056
59.156175,109.944375
59.1836,110.0001
59.363925,110.035975
59.382125,110.045775
59.398425,110.058775
59.4045,110.06905
59.438075,110.079775
59.445675,110.090775
59.468525,110.12965
59.52885,110.13285
59.575375,110.14345
59.5894,110.15285
59.604875,110.157375
59.65415,110.1782
59.722125,110.196125
59.72575,110.20525
59.7446,110.2178
59.766025,110.319
59.79465,110.335525
59.849225,110.347625
59.873925,110.360375
59.878725,110.41195
59.9126,110.42295
59.9204,110.4322
60.01795,110.46985
60.070875,110.498275
60.09085,110.631575
60.1611,110.679225
60.20245,110.6959
60.257075,110.773875
60.348375,110.8679
60.394075,110.895625
60.4152,110.941625
60.423375,110.995375
60.429125,111.02975
60.454775,111.085075
60.5229,111.099775
60.62285,111.142425
60.626625,111.1508
60.64445,111.2502
60.659225,111.350875
60.702275,111.365825
60.795225,111.405275
60.799575,111.4431
60.83945,111.45125
60.97715,111.559225
60.99925,111.562875
61.003225,111.6105
61.00745,111.7028
61.009525,111.7121
61.039675,111.7585
61.054775,111.835175
61.0924,111.857125
61.10235,111.896975
61.144275,111.931175
61.150775,111.941175
61.195575,111.9557
61.240625,111.9764
61.251325,112.019
61.256925,112.06105
61.279175,112.1089
61.3795,112.160225
61.3892,112.172275
61.402875,112.19695
61.405875,112.279625
61.407225,112.297
61.4425,112.368175
61.45555,112.4094
61.474025,112.43105
61.522775,112.458275
61.52735,112.47745
61.5609,112.500875
61.574125,112.5202
61.5953,112.538875
61.613275,112.55205
61.615125,112.564675
61.654575,112.6168
61.661875,112.64155
61.6672,112.710375
61.70745,112.72965
61.72925,112.751975
61.73665,112.769725
61.7449,112.789825
61.76035,112.861325
61.785275,112.898
61.790625,112.945725
61.837725,112.95425
61.8478,112.971325
61.852575,113.013075
61.857275,113.041175
61.8758,113.068875
61.955475,113.088075
61.9959,113.107825
62.01125,113.1728
62.0408,113.271425
62.0472,113.284925
62.093425,113.314125
62.11895,113.32775
62.134075,113.376775
62.1519,113.490675
62.163725,113.5598
62.19535,113.56745
62.21275,113.5766
62.26095,113.584875
62.28135,113.594125
62.346075,113.614725
62.355625,113.635475
62.423375,113.645975
62.4275,113.675525
62.479875,113.7028
62.525975,113.7273
62.56385,113.740325
62.586125,113.78925
62.595825,113.831725
62.648675,113.843025
62.668675,113.877425
62.7248,113.891475
62.7427,113.898225
62.7585,113.908825
62.7826,113.995925
62.7887,114.028375
62.803375,114.03995
62.8597,114.055175
62.889825,114.081175
62.896975,114.09165
62.9052,114.116825
62.9069,114.152475
62.96775,114.1882
63.021325,114.2236
63.0644,114.3012
63.08135,114.3398
63.0889,114.396575
63.232775,114.4138
63.29615,114.447275
63.3182,114.45995
63.375275,114.47335
63.399475,114.516675
63.422525,114.53385
63.537,114.589075
63.60155,114.622225
63.62985,114.69615
63.639825,114.764975
63.656375,114.78215
63.7357,114.822425
63.7627,114.84995
63.776975,114.8708
63.79295,114.887575
63.79785,114.90265
63.850175,114.916525
63.867275,114.925875
63.90305,114.945275
63.921325,114.96175
63.936775,114.9939
63.974225,115.022525
64.009525,115.057125
64.104475,115.207375
64.139825,115.231875
64.147075,115.2621
64.154875,115.270725
64.256675,115.29655
64.37965,115.334625
64.430025,115.3552
64.47395,115.363675
64.4954,115.37165
64.51815,115.387625
64.583675,115.41285
64.6262,115.4271
64.68045,115.446025
64.709225,115.479125
64.7972,115.51165
64.845825,115.52525
64.948175,115.5442
64.9544,115.574125
64.963875,115.615675
64.9736,115.63855
65.056925,115.658875
65.108625,115.704425
65.11395,115.718425
65.1913,115.7297
65.371275,115.74185
65.3894,115.759975
65.397475,115.771625
65.4749,115.839275
65.487175,115.898575
65.4957,115.912525
65.5016,115.920675
65.52625,115.966175
65.534525,115.97565
65.58885,115.99515
65.606125,116.0091
65.62945,116.0581
65.633075,116.1238
65.683025,116.133425
65.68635,116.169175
65.77885,116.1797
65.798125,116.227325
65.8346,116.246525
65.84895,116.263025
65.8912,116.273525
65.964725,116.300175
65.968875,116.305525
65.97325,116.32595
65.988875,116.354425
66.0535,116.374825
66.202125,116.3844
66.20675,116.3942
66.26655,116.40615
66.27395,116.48195
66.28235,116.500775
66.28945,116.568225
66.30115,116.61235
66.31015,116.713375
66.375975,116.7311
66.37725,116.74555
66.381775,116.7566
66.38955,116.7647
66.428925,116.773575
66.43415,116.8075
66.451075,116.823125
66.47185,116.852875
66.4853,116.895425
66.532825,116.97255
66.56775,117.067125
66.5715,117.226275
66.64805,117.241425
66.663375,117.26735
66.6928,117.3291
66.706575,117.3639
66.72825,117.391625
66.764675,117.40645
66.80895,117.416975
66.823,117.424375
66.908125,117.454775
66.961425,117.4773
67.006125,117.49425
67.044725,117.539775
67.19595,117.565775
67.2023,117.581575
67.224575,117.61915
67.23065,117.673875
67.2363,117.68995
67.305775,117.703825
67.389675,117.71585
67.4348,117.751875
67.439275,117.789125
67.47435,117.812675
67.487775,117.846375
67.50145,117.874325
67.5136,117.983375
67.53845,117.997425
67.55205,118.00845
67.5822,118.01965
67.640225,118.03075
67.6676,118.0409
67.68785,118.047
67.749275,118.048225
67.810675,118.05775
67.816025,118.0893
67.86215,118.1153
67.93095,118.1176
67.9825,118.151475
67.98365,118.163375
68.025375,118.22045
68.04505,118.28015
68.0528,118.2954
68.0626,118.33485
68.0836,118.367425
68.122175,118.390525
68.1296,118.4179
68.22935,118.438275
68.244775,118.5038
68.2506,118.5211
68.2802,118.53315
68.284575,118.556725
68.28895,118.574175
68.31265,118.60045
68.330175,118.6437
68.352875,118.6785
68.374125,118.73685
68.379325,118.811475
68.4047,118.839175
68.4634,118.864375
68.4755,118.907125
68.632125,118.975625
68.653325,119.034
68.6641,119.053525
68.677625,119.078025
68.718025,119.112075
68.76845,119.173425
68.872925,119.308425
68.87465,119.322125
68.882675,119.33135
69.00455,119.348625
69.010075,119.357725
69.020375,119.365425
69.093025,119.373375
69.1163,119.444825
69.1406,119.48485
69.17195,119.536425
69.248475,119.560725
69.2733,119.594075
69.286175,119.60515
69.32265,119.614025
69.358675,119.69275
69.386875,119.707525
69.391275,119.746975
69.4219,119.76325
69.427325,119.77755
69.463275,119.8145
69.51085,119.81995
69.563675,119.8339
69.57235,119.842775
69.5856,119.907625
69.6478,119.9587
69.65255,120.115725
69.69725,120.126875
70.00265,120.141025
70.027475,120.17265
70.0522,120.199125
70.0777,120.227575
70.118725,120.2485
70.15845,120.316475
70.186375,120.38635
70.208075,120.41275
70.22075,120.430425
70.3052,120.462625
70.312725,120.4748
70.358875,120.47905
70.397975,120.494725
70.45375,120.5186
70.47195,120.542825
70.4872,120.5543
70.5011,120.6418
70.509175,120.722775
70.658175,120.780525
70.673125,120.8
70.777425,120.826275
70.781125,120.873525
70.8592,121.0548
70.872075,121.06155
70.961275,121.069225
70.971175,121.074925
71.029925,121.082225
71.03355,121.099525
71.0429,121.105425
71.11235,121.1926
71.118125,121.199625
71.15045,121.288025
71.201625,121.32525
71.24835,121.348775
71.271325,121.373425
71.29605,121.383125
71.35125,121.39445
71.357325,121.4021
71.4037,121.44805
71.423875,121.465
71.447425,121.492975
71.523425,121.500225
71.53025,121.538775
71.5326,121.68325
71.5453,121.693225
71.559875,121.71175
71.643425,121.736125
71.647625,121.74535
71.6972,121.754175
71.728,121.801425
71.76995,121.814925
71.806375,121.82105
71.9406,121.85125
71.952325,121.909775
72.02615,121.92755
72.04805,121.933275
72.101575,121.9409
72.11805,121.968675
72.131775,122.017825
72.16565,122.06005
72.196325,122.090475
72.204575,122.138625
72.2203,122.16065
72.237,122.175175
72.246375,122.237525
72.279875,122.2585
72.2829,122.2747
72.2972,122.288775
72.305925,122.32965
72.3442,122.3413
72.37275,122.370475
72.412475,122.46055
72.467975,122.4749
72.471325,122.48675
72.488775,122.5073
72.525625,122.513925
72.546025,122.5383
72.5711,122.551275
72.578875,122.5701
72.618925,122.579375
72.683575,122.615475
72.699125,122.624375
72.7075,122.691525
72.710975,122.777275
72.7397,122.8078
72.745,122.8487
72.80255,122.8731
72.8704,122.892475
72.900775,122.926125
72.909325,122.964075
72.922625,122.987075
72.9498,123.031925
72.965425,123.049225
72.97655,123.074725
72.999425,123.105475
73.00905,123.117075
73.056425,123.16735
73.069625,123.20745
73.07675,123.263725
73.0831,123.28505
73.103325,123.30875
73.106775,123.338575
73.144825,123.36575
73.156675,123.4157
73.18245,123.433875
73.19145,123.487575
73.24455,123.602175
73.263275,123.62045
73.26795,123.760125
73.34265,123.79485
73.358075,123.80755
73.488575,123.81965
73.4923,123.85675
73.5623,123.947525
73.56725,123.9765
73.574525,124.00785
73.57845,124.076375
73.607875,124.090825
73.65005,124.107225
73.683375,124.117825
73.69195,124.133825
73.760275,124.146825
73.765,124.2508
73.772775,124.31575
73.8105,124.37505
73.82845,124.4324
73.852575,124.489025
73.88195,124.49865
73.9565,124.511475
73.964525,124.523675
73.98405,124.5337
74.000875,124.553875
74.019725,124.5745
74.071525,124.584175
74.09725,124.658475
74.1041,124.669225
74.138475,124.712175
74.2945,124.7292
74.403125,124.788775
74.405,124.8157
74.44645,124.8407
74.449475,124.8586
74.488775,124.89195
74.548025,124.903575
74.554125,124.924575
74.557675,124.960525
74.564275,124.978725
74.58325,125.0006
74.5889,125.023675
74.604825,125.036925
74.6405,125.057025
74.670325,125.1542
74.680475,125.17055
74.70845,125.237925
74.718425,125.27345
74.722675,125.288925
74.8231,125.337
74.826825,125.3849
74.932925,125.4153
75.149375,125.532525
75.206225,125.544225
75.210775,125.558375
75.22295,125.57045
75.24845,125.591225
75.2505,125.60495
75.26105,125.663575
75.3249,125.74945
75.342,125.7615
75.48915,125.77465
75.492725,125.795525
75.52155,125.8036
75.57575,125.832075
75.652725,125.8535
75.65885,125.926925
75.714025,125.998175
75.744825,126.01105
75.805875,126.0707
75.816525,126.078175
75.87175,126.08755
75.87445,126.118475
75.891425,126.1283
75.896725,126.143625
75.954325,126.151575
75.9817,126.1576
76.111025,126.17225
76.138225,126.2312
76.142425,126.2408
76.2397,126.2696
76.247525,126.29875
76.3135,126.329375
76.317325,126.35225
76.398475,126.376425
76.451125,126.413775
76.455375,126.4398
76.5436,126.4578
76.59845,126.46995
76.669075,126.485275
76.6776,126.52545
76.699825,126.574825
76.7475,126.629025
76.756075,126.6984
76.76025,126.72035
76.7937,126.762725
76.8494,126.805825
76.881425,126.82765
76.885675,126.8767
76.912875,126.9201
76.9318,126.933175
76.93565,126.951425
76.953,126.9673
76.9811,127.082
76.9886,127.117325
77.021225,127.128225
77.02735,127.1411
77.03645,127.14935
77.12365,127.159425
77.137,127.16685
77.15745,127.188225
77.18235,127.210375
77.195825,127.23145
77.25275,127.2348
77.320075,127.24385
77.33415,127.25215
77.345525,127.2538
77.353725,127.303475
77.370275,127.308225
77.380575,127.3105
77.432375,127.356725
77.45705,127.4085
77.4791,127.42
77.48055,127.46095
77.48585,127.565275
77.5157,127.58535
77.555075,127.622325
77.590975,127.656975
77.6593,127.71335
77.668475,127.769525
77.703625,127.790025
77.80785,127.8337
77.8691,127.876125
77.910375,127.88845
77.945,127.906275
77.992375,127.923275
77.996975,127.932275
78.0045,127.941325
78.0391,127.99995
78.152275,128.10525
78.193425,128.149575
78.2448,128.1716
78.247475,128.18665
78.251025,128.19905
78.300725,128.209325
78.33315,128.2257
78.33885,128.2427
78.375325,128.3315
78.37965,128.345075
78.4632,128.403475
78.4799,128.4263
78.4931,128.476975
78.605325,128.53355
78.7083,128.556425
78.754075,128.60695
78.771725,128.630075
78.8161,128.67155
78.8232,128.745875
78.996825,128.7604
79.0004,128.77375
79.0495,128.829325
79.053,128.889325
79.07105,128.9036
79.182275,128.916375
79.216625,128.951925
79.230725,128.96585
79.234275,128.996925
79.34815,129.05165
79.3541,129.06235
79.358675,129.083475
79.3683,129.10525
79.38395,129.119
79.3977,129.13355
79.406975,129.164475
79.44445,129.1806
79.4525,129.205575
79.473725,129.26745
79.4989,129.299925
79.5052,129.344825
79.50935,129.37945
79.55095,129.418825
79.5927,129.461675
79.6556,129.5096
79.66315,129.5217
79.7032,129.533125
79.78955,129.549525
79.82895,129.60295
79.87735,129.624975
79.881275,129.63945
79.892175,129.662975
79.919775,129.67485
79.929425,129.714125
79.9383,129.7285
79.9474,129.759375
80.006575,129.8238
80.0365,129.914975
80.041775,129.9594
80.0613,129.972725
80.09475,129.997725
80.1087,130.03065
80.2064,130.14015
80.215875,130.1613
80.245075,130.173275
80.2489,130.19135
80.252225,130.2064
80.254925,130.228125
80.261525,130.252025
80.270625,130.306225
80.28285,130.3574
80.3696,130.37665
80.383275,130.394625
80.403625,130.403825
80.41105,130.428425
80.46325,130.4726
80.46885,130.492375
80.488425,130.5076
80.54435,130.518475
80.549625,130.5337
80.66735,130.54505
80.71825,130.55795
80.73905,130.596725
80.767525,130.614475
80.774,130.635375
80.7753,130.646425
80.807925,130.655525
80.813625,130.66985
80.84665,130.67875
80.88885,130.690675
81.12855,130.720825
81.164325,130.761725
81.1868,130.8099
81.21575,130.81985
81.2975,130.83105
81.3279,130.8412
81.3717,130.84955
81.377375,130.861225
81.4113,130.8692
81.446225,130.87755
81.499375,130.8925
81.5103,130.932475
81.53255,130.9744
81.589,131.123025
81.60315,131.20045
81.6374,131.270675
81.660775,131.30275
81.6737,131.317125
81.6948,131.318825
81.72535,131.32255
81.74415,131.33245
81.79705,131.337125
81.8437,131.359325
81.8488,131.4928
81.95785,131.5032
81.96315,131.513725
81.995825,131.53245
82.042125,131.542125
82.097475,131.550725
82.102425,131.5729
82.108925,131.594225
82.131225,131.60585
82.135375,131.64875
82.1754,131.660075
82.226075,131.682225
82.230625,131.758225
82.257675,131.7717
82.402825,131.77665
82.507725,131.782475
82.516025,131.7874
82.556125,131.791425
82.560375,131.801225
82.607575,131.843175
82.636125,131.953
82.6478,131.980775
82.66645,132.0634
82.704,132.0819
82.728925,132.094625
82.733875,132.107775
82.756725,132.123425
82.8901,132.158025
82.894575,132.17925
82.936825,132.223375
82.941375,132.2435
82.956925,132.26525
82.977175,132.28925
82.98915,132.341075
83.023325,132.35525
83.05705,132.36765
83.10415,132.377975
83.10805,132.390925
83.17175,132.421425
83.233825,132.456725
83.2518,132.480625
83.31115,132.6605
83.31575,132.680675
83.35885,132.69955
83.430325,132.7244
83.44705,132.7506
83.47195,132.766375
83.48225,132.836425
83.517,132.8623
83.542775,132.876
83.55755,132.9009
83.575825,132.9437
83.579275,132.9965
83.6045,133.011975
83.6088,133.0259
83.665425,133.075975
83.794325,133.093975
83.804825,133.132525
83.825125,133.15285
83.9235,133.1822
83.92975,133.229525
83.9661,133.2437
83.980425,133.2771
84.028425,133.30865
84.039025,133.321575
84.074325,133.362375
84.090575,133.383675
84.12595,133.428875
84.139925,133.445825
84.141775,133.458675
84.174325,133.471525
84.1793,133.477675
84.188275,133.4943
84.222175,133.5031
84.24,133.516475
84.310825,133.538975
84.3161,133.568125
84.3287,133.585775
84.347375,133.610225
84.3693,133.626775
84.376675,133.66545
84.403175,133.685775
84.426,133.733325
84.6382,133.785475
84.6485,133.82925
84.67025,133.846325
84.711625,133.867775
84.8133,133.8972
84.817425,133.912875
84.877425,133.9323
84.8869,133.95385
84.896,133.964825
84.907275,133.97755
84.916025,134.01345
84.929375,134.046175
84.93675,134.05725
84.95965,134.07105
84.971425,134.085875
84.975875,134.098025
85.005025,134.126375
85.01265,134.199875
85.016825,134.222425
85.052125,134.234625
85.099325,134.236125
85.117925,134.28095
85.134425,134.2947
85.189875,134.308075
85.20475,134.3675
85.227325,134.37865
85.24935,134.421575
85.280425,134.424075
85.284225,134.475175
85.329975,134.485125
85.334625,134.5396
85.35575,134.642225
85.360975,134.78235
85.394425,134.847675
85.396475,134.878375
85.4165,134.8965
85.46955,134.9068
85.4757,134.930325
85.4952,134.94625
85.523275,134.95485
85.551925,134.97715
85.567925,135.008
85.619675,135.025375
85.651725,135.05905
85.65585,135.08905
85.66575,135.110275
85.6915,135.1419
85.726675,135.175575
85.769,135.212025
85.8084,135.2426
85.81365,135.304975
85.82695,135.323
85.8437,135.416775
85.899,135.464725
85.917925,135.5804
85.9241,135.5856
85.96095,135.59225
85.966225,135.59435
86.001275,135.622525
86.007775,135.655575
86.018125,135.6618
86.03285,135.6756
86.0519,135.77315
86.0603,135.802425
86.06365,135.854025
86.0819,135.865975
86.093125,135.88465
86.12185,135.899825
86.1534,135.974825
86.18895,136.02925
86.1951,136.045225
86.223175,136.055925
86.23395,136.0743
86.310175,136.088025
86.3249,136.097825
86.348675,136.12715
86.361,136.1686
86.402425,136.188425
86.4557,136.223025
86.472575,136.2452
86.47825,136.2608
86.5081,136.292
86.540025,136.3064
86.584325,136.331925
86.587225,136.391475
86.6483,136.4101
86.65655,136.4897
86.657925,136.567325
86.66275,136.6222
86.691225,136.63395
86.71515,136.63975
86.735575,136.64775
86.786775,136.6619
86.8023,136.7015
86.844925,136.787925
86.860175,136.811825
86.884875,136.859375
86.89395,136.91635
86.90345,136.93525
86.91405,136.949275
86.9204,136.96265
86.97655,136.977525
86.982275,137.0077
87.0486,137.021675
87.11615,137.040225
87.157825,137.053175
87.184325,137.070125
87.190625,137.082625
87.200925,137.0991
87.216775,137.1207
87.301675,137.1783
87.307475,137.19995
87.3225,137.21955
87.3462,137.23395
87.351275,137.27915
87.37265,137.3591
87.434875,137.473375
87.465325,137.492675
87.471625,137.504125
87.51195,137.5256
87.558125,137.529475
87.622675,137.552525
87.713575,137.58205
87.7406,137.59825
87.7672,137.649
87.78695,137.664275
87.83605,137.71375
87.846475,137.7278
87.90925,137.752175
87.9239,137.7753
87.98075,137.798675
88.076425,137.821425
88.084475,137.845525
88.1112,137.88765
88.129175,137.9984
88.2925,138.025375
88.329625,138.06275
88.415525,138.077175
88.43265,138.1001
88.548725,138.147025
88.5789,138.19145
88.587825,138.206025
88.6705,138.226475
88.691175,138.257475
88.7548,138.326725
88.758375,138.4092
88.7818,138.4296
88.825325,138.4803
88.8697,138.499975
88.87915,138.533075
88.961275,138.555875
88.973325,138.57025
88.979425,138.583725
88.981925,138.610325
89.0793,138.627625
89.08375,138.636825
89.195125,138.64655
89.23475,138.68325
89.25335,138.69925
89.26535,138.720525
89.3202,138.75295
89.327025,138.7732
89.355625,138.779925
89.3701,138.817275
89.402525,138.842875
89.410625,138.84915
89.43215,138.85935
89.452325,138.990875
89.461375,139.000275
89.485425,139.0127
89.491575,139.0263
89.495425,139.04015
89.5447,139.064725
89.54885,139.0787
89.64235,139.088725
89.696775,139.105275
89.7013,139.1164
89.72105,139.124275
89.7236,139.159175
89.72805,139.190225
89.78105,139.198525
89.789075,139.232375
89.80495,139.257575
89.8664,139.282325
89.8807,139.3563
89.90255,139.4102
89.92355,139.4206
89.935825,139.4344
89.966375,139.5182
89.99685,139.529975
90.011725,139.55435
90.026375,139.564875
90.058675,139.5758
90.1177,139.59585
90.13245,139.6749
90.158125,139.706
90.164675,139.7174
90.2308,139.7576
90.2737,139.7787
90.278125,139.790375
90.313425,139.79685
90.37725,139.929875
90.391325,139.94225
90.397475,139.959175
90.437325,139.97795
90.44585,140.02535
90.46085,140.07185
90.468775,140.0854
90.5415,140.10375
90.61455,140.201225
90.652425,140.25015
90.6576,140.255175
90.71065,140.271075
90.763725,140.2946
90.781525,140.317475
90.8438,140.336375
90.909475,140.37285
90.9223,140.391475
90.930975,140.4009
90.98205,140.44075
90.990975,140.502575
91.112575,140.528975
91.161875,140.539
91.177025,140.583325
91.285725,140.594025
91.338725,140.60395
91.429525,140.65135
91.456575,140.663475
91.463675,140.722125
91.48205,140.74015
91.48695,140.91115
91.51635,140.929675
91.57355,140.9501
91.664975,140.953925
91.709,141.00855
91.7256,141.09155
91.759875,141.2447
91.76495,141.252325
91.81395,141.258725
91.815875,141.265375
91.862875,141.26985
91.871675,141.2748
91.88425,141.28725
91.9231,141.293475
91.927425,141.30095
91.9372,141.32465
91.938575,141.427375
91.942175,141.44875
91.950775,141.47595
91.9934,141.506825
92.009775,141.56355
92.072225,141.6192
92.0925,141.67765
92.103775,141.71545
92.112125,141.730875
92.134875,141.743
92.13985,141.7559
92.155175,141.831775
92.199375,141.88645
92.216275,141.94025
92.229425,141.9592
92.279975,141.9968
92.30295,142.01195
92.3121,142.030325
92.324975,142.131175
92.3403,142.147025
92.351475,142.158
92.38345,142.180625
92.38755,142.19065
92.39835,142.20035
92.399525,142.2141
92.415775,142.22535
92.42085,142.288125
92.451175,142.31175
92.456075,142.33925
92.464675,142.35705
92.47105,142.376575
92.544625,142.398875
92.6135,142.421075
92.616875,142.449275
92.62065,142.4624
92.6795,142.47865
92.7109,142.48525
92.770625,142.495025
92.81615,142.541275
92.84225,142.5554
92.87405,142.566275
92.87955,142.58725
92.90445,142.5952
92.935225,142.60245
92.947875,142.717825
92.9555,142.741675
93.010775,142.757275
93.037125,142.773025
93.05805,142.78325
93.135475,142.8077
93.14705,142.822775
93.1757,142.85475
93.26825,142.883225
93.366375,142.908975
93.38115,142.936575
93.393075,142.96315
93.4062,143.02965
93.409025,143.043925
93.437725,143.1224
93.458575,143.134775
93.50465,143.1746
93.541925,143.18695
93.54815,143.211575
93.58985,143.2245
93.619,143.247075
93.62405,143.2835
93.669525,143.327175
93.690225,143.4003
93.7571,143.436725
93.839625,143.45805
93.8943,143.4842
93.917225,143.501175
93.93545,143.548525
93.98035,143.566875
94.011,143.58435
94.044475,143.64075
94.0828,143.66125
94.0867,143.676475
94.119825,143.6822
94.173825,143.701825
94.182075,143.725575
94.187225,143.73845
94.219425,143.76125
94.240325,143.772075
94.2698,143.798325
94.327025,143.821625
94.368075,143.8748
94.395075,143.942975
94.528875,143.9928
94.534675,144.01425
94.54325,144.06495
94.5618,144.074775
94.578475,144.089225
94.587,144.101225
94.592175,144.118725
94.602275,144.150425
94.63305,144.191575
94.640425,144.23915
94.696675,144.254725
94.7026,144.266025
94.72265,144.283875
94.774175,144.35085
94.787375,144.370175
94.791275,144.4338
94.8506,144.49135
94.9245,144.519325
94.9309,144.531975
94.968625,144.55125
94.975625,144.603925
95.02345,144.650275
95.0915,144.870275
95.139675,144.89175
95.1431,144.9025
95.1475,144.91455
95.155525,144.924675
95.2505,144.9456
95.255925,144.97535
95.27795,145.011975
95.314625,145.029125
95.321325,145.04745
95.3246,145.059025
95.343225,145.0754
95.394925,145.084225
95.498425,145.093325
95.512,145.1071
95.5239,145.188875
95.592125,145.205325
95.601725,145.2679
95.6423,145.282825
95.69845,145.32725
95.7058,145.345
95.74045,145.4682
95.8077,145.496375
95.8461,145.532925
95.85145,145.55555
95.9557,145.57015
95.96405,145.59635
95.968425,145.621175
96.015,145.643325
96.02735,145.6569
96.091775,145.68895
96.09545,145.69725
96.1248,145.71755
96.134925,145.7285
96.20045,145.753575
96.2086,145.7654
96.2236,145.79025
96.2252,145.8157
96.30725,145.8316
96.373525,145.8425
96.39975,145.8626
96.422575,145.8804
96.4531,145.900075
96.506325,145.91485
96.5442,145.931875
96.5866,145.947075
96.6084,146.00265
96.616575,146.01935
96.651425,146.0621
96.714125,146.080175
96.7271,146.09085
96.744025,146.118675
96.810275,146.1298
96.8356,146.145475
96.842325,146.213225
96.914775,146.227425
96.9681,146.247425
96.990075,146.26395
96.99185,146.28365
96.998175,146.304575
97.05095,146.320025
97.0692,146.3437
97.080225,146.353125
97.114875,146.392825
97.13505,146.4415
97.140175,146.461825
97.148625,146.473025
97.158225,146.491775
97.1867,146.507425
97.21465,146.520725
97.25745,146.55135
97.2914,146.572125
97.294275,146.592975
97.3932,146.60725
97.401475,146.665925
97.4225,146.6778
97.444225,146.6872
97.468375,146.7195
97.47455,146.7312
97.5238,146.744825
97.559125,146.7558
97.57815,146.7704
97.591075,146.85725
97.595,146.900825
97.615575,146.91095
97.646725,146.91915
97.723675,146.92955
97.729225,146.937325
97.734975,146.96595
97.7392,147.0111
97.771275,147.022975
97.83095,147.038175
97.876225,147.1026
97.894525,147.135625
97.91425,147.141925
97.94205,147.152175
98.0065,147.159375
98.075375,147.185325
98.080575,147.22565
98.1228,147.236675
98.140425,147.2553
98.16135,147.26885
98.165025,147.34095
98.1769,147.35465
98.213925,147.3819
98.2329,147.3963
98.2529,147.4285
98.2616,147.45205
98.2851,147.46475
98.298225,147.477925
98.315625,147.489325
98.3248,147.576875
98.372625,147.61575
98.38135,147.6539
98.4097,147.671
98.4259,147.877
98.4377,147.883025
98.44405,147.8898
98.47995,147.8986
98.5031,147.90585
98.516425,147.91165
98.5205,147.918425
98.54705,147.95185
98.551375,148.04135
98.560275,148.091325
98.588625,148.104075
98.6102,148.127025
98.632275,148.161375
98.646375,148.179225
98.674725,148.20915
98.682775,148.2409
98.72725,148.28905
98.73185,148.316
98.750475,148.326575
98.754625,148.336775
98.817875,148.371375
98.825175,148.38995
98.8582,148.408425
98.876275,148.4232
98.941375,148.42945
98.9858,148.433575
98.990125,148.446725
99.001175,148.4543
99.039225,148.54915
99.0499,148.5641
99.05185,148.5739
99.09215,148.890725
99.097825,148.905
99.216325,148.914725
