SPK_SPKC01a (NA),SPK_SPKC10a (no effect)
99.2539,148.9238
99.277225,148.932325
99.28115,148.947175
99.324775,148.95395
99.3283,148.960625
99.36465,148.96665
99.376575,149.022425
99.4101,149.051325
99.41215,149.08215
99.419,149.1278
99.42105,149.174925
99.42775,149.182175
99.439725,149.20175
99.541175,149.250575
99.54685,149.268875
99.572875,149.2986
99.58175,149.427025
99.586525,149.466475
99.6093,149.4795
99.679,149.50135
99.692625,149.516925
99.717275,149.52165
99.762775,149.5845
99.770475,149.63145
99.7888,149.75785
99.799325,149.808275
99.821825,149.847425
99.9955,149.8608
100.012875,149.8723
100.02885,149.9029
100.06015,149.914675
100.095775,149.938975
100.123275,149.957925
100.1302,149.969125
100.178275,150.006025
100.251775,150.0988
100.25825,150.163475
100.26575,150.19835
100.328975,150.234325
100.340275,150.40105
100.356425,150.4147
100.367875,150.423625
100.3811,150.429
100.39185,150.437075
100.408125,150.464125
100.4182,150.473825
100.423325,150.4869
100.446775,150.498825
100.45375,150.529375
100.48295,150.5382
100.508525,150.581325
100.5145,150.6391
100.560925,150.69215
100.591725,150.7151
100.59375,150.72985
100.59825,150.943225
100.618625,150.970275
100.621325,150.984575
100.623075,151.0085
100.62575,151.023925
100.65975,151.0461
100.681475,151.0638
100.69205,151.08865
100.7034,151.27535
100.7244,151.29445
100.73805,151.314025
100.7603,151.324475
100.7751,151.333825
100.7773,151.341325
100.795375,151.35615
100.8076,151.38415
100.8386,151.39545
100.8792,151.4131
100.89095,151.470175
100.907275,151.493675
100.9303,151.51695
100.94425,151.549
100.982475,151.57355
100.98665,151.585925
100.995725,151.6054
101.0006,151.631225
101.061625,151.664725
101.0777,151.6955
101.10525,151.735825
101.111975,151.78225
101.123625,151.8267
101.195275,151.865575
101.231725,152.0245
101.2497,152.10735
101.263975,152.17665
101.274475,152.211975
101.339775,152.23635
101.3625,152.25585
101.372525,152.2776
101.3984,152.2886
101.40945,152.339775
101.4471,152.3594
101.466625,152.3871
101.520575,152.4263
101.52575,152.442175
101.534775,152.453475
101.546325,152.474925
101.561325,152.50205
101.5823,152.5225
101.598225,152.542875
101.63285,152.564375
101.67275,152.595475
101.67665,152.62915
101.71065,152.663475
101.75065,152.91455
101.76565,152.93565
101.82385,152.96055
101.825475,152.978425
101.83155,152.993325
101.83885,153.0084
101.8864,153.023175
101.927275,153.038775
101.9465,153.04835
101.9993,153.0662
102.065825,153.16215
102.091525,153.340125
102.0974,153.379575
102.1751,153.436875
102.20595,153.55125
102.3044,153.562025
102.3892,153.5814
102.539525,153.590625
102.726525,153.610075
102.7797,153.63955
102.8097,153.654
102.93815,153.658975
102.944475,153.66865
103.00895,153.68135
103.1712,153.691775
103.175925,153.715675
103.229925,153.733725
103.2518,153.764625
103.2608,153.934275
103.280575,153.986925
103.28545,154.0133
103.29625,154.03155
103.3006,154.0455
103.315375,154.065475
103.3424,154.09045
103.366075,154.109625
103.3718,154.1341
103.39375,154.1551
103.402475,154.1658
103.423525,154.186825
103.443,154.198975
103.4488,154.217075
103.527275,154.264175
103.539225,154.313325
103.552,154.345425
103.63005,154.379925
103.6393,154.39205
103.64805,154.410125
103.685925,154.46275
103.6941,154.47555
103.805,154.4928
103.809575,154.5132
103.84555,154.5557
103.856875,154.573275
103.932825,154.6778
103.9367,154.710525
103.9837,154.724775
104.11595,154.741775
104.143175,154.75865
104.16275,154.78815
104.1942,154.802225
104.2186,154.811875
104.2243,154.829575
104.261,154.83755
104.2742,154.85955
104.287725,154.8698
104.384825,154.96245
104.38975,154.9801
104.4531,154.996275
104.4572,155.024725
104.46225,155.03375
104.5454,155.049325
104.560825,155.0657
104.653925,155.0901
104.658025,155.10325
104.723725,155.11505
104.755575,155.1325
104.776025,155.141325
104.7846,155.152475
104.84455,155.17385
104.848925,155.192325
104.881525,155.215225
104.899825,155.271875
104.919725,155.3729
104.9232,155.382325
105.045275,155.4025
105.0471,155.41615
105.07155,155.451375
105.112,155.468475
105.15625,155.48735
105.195275,155.514475
105.2065,155.57255
105.21585,155.6523
105.236125,155.657025
105.271725,155.660925
105.328575,155.667375
105.34865,155.6755
105.4233,155.698525
105.429325,155.7387
105.4436,155.75385
105.450175,155.763775
105.462275,155.778375
105.48155,155.796
105.49665,155.9644
105.503,155.982275
105.524775,155.994125
105.5346,156.00725
105.543,156.017875
105.5588,156.047125
105.631425,156.067275
105.649325,156.08975
105.6548,156.100625
105.6745,156.112525
105.69795,156.128675
105.7049,156.140425
105.755925,156.1529
105.759575,156.38345
105.826175,156.4041
105.914875,156.4234
105.928675,156.437725
105.961525,156.451675
105.965375,156.465775
105.98045,156.483625
105.995775,156.5137
106.0233,156.732725
106.028675,156.755475
106.0358,156.78865
106.062725,157.005925
106.0683,157.02355
106.072575,157.03745
106.0774,157.0571
106.08485,157.073425
106.12325,157.0876
106.169575,157.146325
106.191325,157.16295
106.1977,157.190875
106.2203,157.225875
106.247375,157.2416
106.26635,157.257675
106.30475,157.2939
106.327375,157.364075
106.3456,157.3845
106.36115,157.4117
106.37565,157.5151
106.43995,157.677775
106.44195,157.697175
106.492375,157.7223
106.495525,157.74385
106.50465,157.759775
106.56005,157.77635
106.61225,157.79395
106.67985,157.83855
106.68915,157.877925
106.70595,157.924525
106.711875,157.9602
106.7745,157.988
106.78105,158.004175
106.7841,158.0219
106.785975,158.058875
106.828375,158.09335
106.847225,158.112775
106.87915,158.194475
106.88735,158.229
106.892575,158.2841
106.904925,158.336325
106.91,158.37585
106.91565,158.418475
106.92955,158.43625
106.94425,158.450775
106.95305,158.46985
106.9845,158.50625
106.99005,158.513725
107.0043,158.5397
107.0156,158.5531
107.0264,158.578225
107.04085,158.710575
107.08025,158.726975
107.083125,158.744625
107.140675,158.760175
107.163075,158.7685
107.200175,158.78725
107.216025,158.806825
107.25495,158.838325
107.281775,158.847575
107.347225,158.90445
107.353475,158.91365
107.4041,158.940825
107.429275,158.97765
107.441875,159.11585
107.467925,159.14865
107.488875,159.180575
107.6135,159.184175
107.62655,159.1917
107.663475,159.202425
107.669425,159.2101
107.7286,159.21595
107.737925,159.223025
107.814725,159.2304
107.839125,159.251675
107.867925,159.25915
107.9205,159.26925
107.924275,159.43675
107.935725,159.444425
107.961075,159.458225
107.988875,159.4699
107.995675,159.482925
108.028025,159.491525
108.0334,159.499175
108.038725,159.51105
108.064275,159.53535
108.092725,159.543775
108.0984,159.5512
108.11965,159.558425
108.15765,159.58625
108.287325,159.623175
108.3134,159.81955
108.350225,159.83155
108.3711,159.840825
108.391225,159.84295
108.39565,159.84975
108.412325,159.859975
108.426125,159.8696
108.46395,159.887425
108.47815,159.907375
108.53855,159.981825
108.5471,160.01335
108.62895,160.020625
108.6687,160.030975
108.7141,160.153
108.727775,160.17735
108.7873,160.190775
108.809775,160.2036
108.93315,160.2336
108.948225,160.243325
108.987525,160.24795
109.01105,160.2523
109.017375,160.2932
109.06355,160.305875
109.0712,160.335425
109.122375,160.3668
109.12415,160.38165
109.159525,160.39015
109.209975,160.4164
109.2145,160.42095
109.2359,160.440225
109.24025,160.4574
109.2917,160.554075
109.307475,160.57525
109.377475,160.597025
109.3866,160.618125
109.406125,160.6474
109.4599,160.6558
109.465325,160.695075
109.566325,160.7177
109.5709,160.7328
109.5828,160.7707
109.59415,160.783325
109.70265,160.8294
109.7256,160.847425
109.73055,160.86575
109.74915,160.8874
109.7911,160.91205
109.8051,161.0469
109.85385,161.050675
109.85925,161.0588
109.86855,161.067925
109.926125,161.075475
110.0086,161.089875
110.08925,161.107725
110.144775,161.161575
110.1851,161.181825
110.230675,161.1928
110.24595,161.2797
110.2623,161.315275
110.277625,161.332325
110.288525,161.363075
110.320575,161.373375
110.382925,161.3898
110.39175,161.40495
110.406075,161.427925
110.4311,161.46935
110.480375,161.494475
110.534225,161.5141
110.542875,161.5338
110.55285,161.54945
110.554325,161.558575
110.57795,161.5694
110.5969,161.60645
110.6386,161.62715
110.64295,161.633025
110.669575,161.678525
110.679775,161.69055
110.6924,161.69335
110.71965,161.72245
110.7636,161.742125
110.80625,161.754175
110.813125,161.76575
110.82395,161.7971
110.877825,161.82705
110.89595,161.844825
110.94235,161.85645
110.978,161.894475
111.1163,161.930225
111.1563,161.974825
111.18145,161.98925
111.184875,162.04215
111.19525,162.1071
111.211875,162.1487
111.226325,162.153675
111.252125,162.158175
111.2821,162.18585
111.32555,162.2203
111.36265,162.2287
111.371325,162.252625
111.39615,162.2644
111.41325,162.2785
111.446675,162.299
111.454975,162.313375
111.461425,162.3799
111.49445,162.46285
111.5004,162.471825
111.506725,162.518725
111.5373,162.56865
111.562475,162.593375
111.59695,162.613475
111.6348,162.628075
111.665775,162.64895
111.6803,162.6787
111.7327,162.717725
111.764975,162.75525
111.7775,162.776475
111.818625,162.8314
111.866675,162.842975
111.87595,162.85695
111.891525,162.903275
111.89665,162.916525
111.909575,162.929
111.942575,162.994175
111.9784,163.012025
111.98795,163.026075
112.0353,163.041125
112.041825,163.05715
112.068025,163.099825
112.122175,163.1199
112.1253,163.131875
112.146225,163.15295
112.2146,163.187575
112.2203,163.2112
112.290425,163.232275
112.2951,163.26535
112.29665,163.29905
112.36725,163.336175
112.388325,163.350325
112.390925,163.38565
112.418025,163.41925
112.4352,163.530125
112.4514,163.565975
112.48395,163.587175
112.6395,163.603075
112.64315,163.6123
112.68445,163.62215
112.69345,163.62915
112.721575,163.642025
112.751325,163.6745
112.827025,163.7486
112.85,163.760775
112.920825,163.8112
112.92955,163.8478
113.0215,163.882275
113.070775,163.943725
113.074675,163.95625
113.078075,163.98065
113.149725,163.990975
113.16355,164.0246
113.1977,164.055225
113.25185,164.121175
113.26595,164.136325
113.273625,164.1734
113.3907,164.18765
113.40185,164.22845
113.413625,164.280375
113.44405,164.29205
113.45295,164.302675
113.48735,164.3356
113.50505,164.417075
113.520325,164.42355
113.569525,164.485325
113.598675,164.5077
113.61915,164.5534
113.637775,164.5731
113.6549,164.591375
113.6883,164.600425
113.693025,164.6123
113.69915,164.65085
113.72065,164.662875
113.760075,164.6676
113.768725,164.70135
113.826275,164.737725
113.8372,164.790425
113.8668,164.83075
113.87475,164.837175
113.939825,164.85815
113.961,164.87085
113.976325,164.900075
113.992375,164.9141
114.031525,164.982625
114.03875,165.00335
114.045525,165.036425
114.082425,165.07395
114.08335,165.115775
114.106125,165.143075
114.1208,165.146025
114.126875,165.181725
114.16715,165.204925
114.20085,165.2189
114.2141,165.231025
114.21595,165.2555
114.251075,165.2684
114.2547,165.344025
114.281175,165.356625
114.297425,165.4003
114.3089,165.438075
114.316,165.45775
114.3227,165.510775
114.33535,165.532375
114.362375,165.567825
114.3847,165.57845
114.4098,165.665125
114.41745,165.68435
114.461675,165.71185
114.4674,165.732625
114.476175,165.744125
114.513075,165.78145
114.524775,165.7937
114.5483,165.86225
114.556625,165.87555
114.6066,165.895625
114.6137,165.912125
114.6554,165.943575
114.665175,165.95645
114.68675,165.986775
114.694425,166.026275
114.72775,166.0452
114.731225,166.13965
114.7903,166.147425
114.811475,166.154175
114.87135,166.167075
114.904875,166.180875
114.972825,166.20995
114.97885,166.249875
115.0139,166.335875
115.02315,166.3452
115.03145,166.352525
115.126875,166.380825
115.1578,166.393775
115.193275,166.416875
115.255825,166.429925
115.259875,166.461725
115.2641,166.472025
115.290875,166.5214
115.29265,166.586475
115.296275,166.626125
115.316375,166.65305
115.321225,166.666275
115.347475,166.67915
115.3666,166.708025
115.377125,166.720925
115.3928,166.7617
115.408925,166.784725
115.445675,166.9096
115.455075,166.942475
115.4646,166.960475
115.47855,166.976225
115.4831,166.989675
115.501075,167.00185
115.513875,167.0194
115.51975,167.027325
115.52455,167.0575
115.5346,167.069725
115.5811,167.0946
115.608025,167.123725
115.664425,167.136225
115.6723,167.14145
115.675525,167.15425
115.678525,167.164075
115.731575,167.2557
115.7331,167.28555
115.73625,167.308225
115.750725,167.316975
115.81075,167.345175
115.82835,167.355175
115.831775,167.3768
115.85795,167.38885
115.860625,167.40875
115.8697,167.42565
115.912375,167.475075
115.980875,167.491425
115.9856,167.533425
115.9956,167.5782
116.000575,167.595425
116.011,167.6182
116.013625,167.648575
116.01495,167.677825
116.02335,167.7125
116.0591,167.726225
116.063175,167.7346
116.08045,167.74905
116.0846,167.798275
116.119225,167.813325
116.124325,167.861
116.2308,167.895775
116.24765,167.913125
116.2965,167.935
116.299925,167.959
116.308525,167.9927
116.32185,168.016575
116.357975,168.036325
116.418975,168.046675
116.4235,168.0612
116.4738,168.074525
116.4864,168.0914
116.48945,168.09805
116.491325,168.109925
116.51035,168.112875
116.572525,168.158325
116.583075,168.22025
116.632175,168.245175
116.654075,168.262025
116.6583,168.29855
116.6714,168.3131
116.73795,168.351675
116.777675,168.363075
116.869,168.39395
116.873125,168.4278
116.8774,168.4711
116.911975,168.502125
116.919525,168.518725
116.935,168.60855
116.95855,168.62135
116.960175,168.63485
116.97155,168.6674
116.978625,168.6905
117.025575,168.714525
117.042125,168.748525
117.1133,168.75975
117.120175,168.782825
117.140175,168.856125
117.153525,168.8791
117.186875,168.902575
117.2012,168.924075
117.2122,168.946625
117.247725,168.960825
117.26395,168.97245
117.30675,169.012
117.351525,169.063325
117.407325,169.10195
117.425725,169.115775
117.468175,169.1241
117.4722,169.144525
117.49295,169.155825
117.51815,169.160225
117.53545,169.2283
117.5479,169.241575
117.581825,169.265325
117.59305,169.29695
117.605925,169.309775
117.6196,169.320775
117.696925,169.3334
117.70035,169.346125
117.762675,169.36435
117.8132,169.417525
117.85355,169.43275
117.909675,169.482525
117.91875,169.555325
117.95835,169.5749
117.964925,169.591675
117.971475,169.602575
118.022025,169.6148
118.02805,169.633525
118.040325,169.6527
118.1043,169.68565
118.1149,169.731825
118.13605,169.7569
118.18455,169.917975
118.1971,169.9306
118.225025,169.94495
118.264225,169.972125
118.268325,169.99195
118.271775,170.0223
118.286425,170.035975
118.329175,170.074675
118.333525,170.0876
118.33695,170.09325
118.355575,170.106025
118.40805,170.155325
118.441075,170.176875
118.44455,170.25065
118.463875,170.2615
118.49505,170.274275
118.519475,170.28415
118.528925,170.2991
118.59815,170.31685
118.650375,170.3587
118.6651,170.37265
118.674975,170.405225
118.7042,170.423325
118.71345,170.434825
118.794275,170.4572
118.828225,170.517925
118.8436,170.542975
118.8492,170.563225
118.874325,170.656425
119.0436,170.67515
119.139,170.6889
119.1514,170.70095
119.1744,170.734475
119.190625,170.7825
119.1965,170.8067
119.21505,170.819475
119.2443,170.837175
119.30555,170.911175
119.40395,170.96125
119.415725,170.981925
119.42615,171.0327
119.463,171.099875
119.46965,171.12145
119.49655,171.14385
119.55185,171.1514
119.563525,171.1585
119.567125,171.1688
119.6701,171.2526
119.729825,171.28125
119.79425,171.3088
119.810325,171.38375
119.821275,171.395
119.8753,171.42465
119.880975,171.44585
119.883225,171.45175
119.9277,171.460675
119.960975,171.461975
119.9834,171.475325
119.988775,171.50245
120.0083,171.5369
120.01255,171.558325
120.0205,171.57465
120.031725,171.6231
120.05585,171.65945
120.07385,171.68485
120.132025,171.703125
120.1478,171.71545
120.198775,171.7255
120.2161,171.7476
120.2443,171.79265
120.2531,171.80905
120.26705,171.81975
120.3006,171.860975
120.354325,171.8905
120.36185,171.913275
120.378325,171.93115
120.380775,171.958325
120.4936,171.973225
120.566825,171.983675
120.58375,171.993175
120.6204,172.038225
120.626275,172.0547
120.6886,172.134125
120.7052,172.15035
120.721875,172.1688
120.7544,172.24125
120.758675,172.27575
120.82135,172.299
120.87335,172.3134
120.88145,172.325425
120.935525,172.34085
120.96225,172.361925
120.980325,172.376125
120.9854,172.3871
120.9958,172.403275
121.01965,172.417325
121.042825,172.49895
121.046325,172.51455
121.108725,172.526225
121.151225,172.549775
121.1868,172.570925
121.220025,172.580125
121.2586,172.600275
121.27155,172.612425
121.27675,172.6385
121.291975,172.64695
121.313925,172.6809
121.338475,172.7205
121.381575,172.7385
121.417275,172.80925
121.4426,172.833725
121.479775,172.8579
121.522175,172.8706
121.523875,172.881075
121.562225,172.89725
121.584075,172.955025
121.596,172.972
121.6097,173.00205
121.630975,173.06095
121.6415,173.082975
121.67895,173.086675
121.735775,173.10905
121.7615,173.13825
121.7672,173.170625
121.771175,173.19925
121.79225,173.2171
121.8789,173.26335
121.885425,173.2864
121.941625,173.30385
121.96185,173.337325
121.9803,173.35475
122.002075,173.40275
122.010275,173.411675
122.0279,173.44275
122.040975,173.488625
122.04615,173.50105
122.050375,173.51545
122.085175,173.529875
122.112475,173.58885
122.1156,173.604575
122.13105,173.620475
122.143175,173.64725
122.181425,173.676175
122.206875,173.69325
122.238075,173.700075
122.242975,173.7265
122.25265,173.739475
122.29225,173.7666
122.3407,173.8106
122.36025,173.83145
122.390975,173.85385
122.424225,173.86635
122.486475,173.9342
122.51295,173.9885
122.52005,174.00735
122.5636,174.017225
122.573225,174.061
122.6184,174.085725
122.622725,174.15555
122.695075,174.16545
122.69925,174.213275
122.718925,174.225725
122.7326,174.243375
122.749175,174.257725
122.852225,174.27055
122.889325,174.31405
122.895975,174.3769
122.9054,174.402225
122.94845,174.471375
122.961125,174.537575
122.984425,174.549475
122.99345,174.555675
123.0741,174.562825
123.101475,174.57375
123.1119,174.65095
123.1191,174.68045
123.227025,174.712
123.243375,174.75995
123.25475,174.7747
123.2767,174.7974
123.28705,174.86495
123.29155,174.87175
123.350875,174.8936
123.442075,174.92995
123.450275,174.9597
123.45745,174.96605
123.5441,174.984675
123.580575,175.1012
123.584225,175.1281
123.62275,175.17255
123.648875,175.18965
123.670325,175.1981
123.705125,175.2255
123.775125,175.3068
123.80285,175.314725
123.810275,175.345
123.82475,175.363225
123.84835,175.4889
123.87655,175.50745
123.905525,175.544475
123.963425,175.555925
123.967925,175.644
124.007375,175.678275
124.010725,175.6854
124.03745,175.69405
124.0418,175.7042
124.05045,175.714675
124.05465,175.73245
124.079475,175.775
124.082875,175.7873
124.089175,175.806325
124.1013,175.8156
124.186325,175.826725
124.2279,175.8394
124.2451,175.873
124.267525,175.8995
124.272325,175.930175
124.29665,175.956675
124.315975,175.968825
124.32495,176.039475
124.370325,176.050425
124.3758,176.0807
124.433525,176.1209
124.456575,176.16505
124.4882,176.17605
124.510925,176.202875
124.52965,176.22365
124.5577,176.239675
124.63685,176.285175
124.6411,176.310525
124.6757,176.40935
124.69575,176.420825
124.702925,176.4635
124.7048,176.48045
124.733375,176.507475
124.7388,176.53425
124.768525,176.56335
124.882275,176.65985
124.892225,176.6756
124.89955,176.7068
124.920425,176.735375
124.949775,176.7498
125.0697,176.774125
125.07425,176.817175
125.096,176.8476
125.10645,176.861225
125.17165,176.880925
125.257775,176.890375
125.2809,176.989975
125.32165,177.0049
125.330925,177.02565
125.334475,177.037125
125.46165,177.047525
125.4955,177.168
125.533175,177.211975
125.618525,177.2341
125.659375,177.269025
125.7101,177.282425
125.770575,177.366425
125.912525,177.3947
125.9206,177.406425
125.953775,177.56325
125.977575,177.574575
126.004925,177.647525
126.045375,177.720025
126.064375,177.731675
126.0765,177.74515
126.088825,177.76475
126.11795,177.776575
126.12795,177.803975
126.13815,177.84025
126.145775,177.892075
126.15255,177.904175
126.205525,177.93885
126.2134,177.9503
126.2214,177.98605
126.2643,178.0045
126.29145,178.0098
126.32065,178.033125
126.3253,178.064
126.33195,178.0735
126.377425,178.146125
126.387775,178.154225
126.42535,178.2144
126.4388,178.2309
126.462,178.253675
126.49175,178.262225
126.512125,178.272425
126.52035,178.2844
126.564525,178.30535
126.574525,178.3563
126.593425,178.400825
126.613625,178.4391
126.61795,178.494775
126.62315,178.5251
126.631425,178.54795
126.667575,178.60155
126.684775,178.64705
126.788725,178.665825
126.819525,178.6973
126.851225,178.731025
126.855275,178.765775
126.8669,178.80955
126.869325,178.834325
126.9407,178.852325
126.9438,178.876
126.965725,178.914525
126.9677,178.93245
126.998225,178.942875
127.0029,178.953725
127.07,178.967475
127.077925,179.007675
127.112075,179.0141
127.1646,179.054925
127.181775,179.17075
127.198,179.1782
127.22785,179.19155
127.25425,179.271825
127.261625,179.288025
127.282675,179.304
127.293,179.32245
127.29495,179.33295
127.307,179.35265
127.360675,179.3607
127.38495,179.3933
127.3925,179.408625
127.401175,179.46375
127.406775,179.4918
127.45375,179.53255
127.45765,179.564625
127.477375,179.590275
127.502325,179.604725
127.503275,179.632025
127.517175,179.667675
127.54995,179.67845
127.553325,179.692575
127.557025,179.745075
127.583875,179.81955
127.604825,179.838925
127.635425,179.852575
127.6452,179.8667
127.684375,179.878
127.696175,179.88945
127.712025,179.900975
127.726,179.91615
127.74205,179.94515
127.775725,179.965475
127.787525,180.0094
127.8402,180.02225
127.87095,180.0868
127.885875,180.096225
127.8997,180.230175
127.934425,180.2487
127.946475,180.260325
127.963875,180.2952
128.002025,180.3124
128.0192,180.333575
128.078275,180.36655
128.097375,180.402775
128.17385,180.4985
128.27765,180.515525
128.289775,180.525
128.2932,180.541175
128.308125,180.5548
128.32545,180.572775
128.433325,180.600125
128.4555,180.635975
128.484975,180.652525
128.561725,180.705125
128.5657,180.723
128.573425,180.74135
128.581575,180.7524
128.62885,180.7713
128.7426,180.7783
128.8241,180.797775
128.852775,180.8216
129.083075,180.82355
129.099975,180.82915
129.211875,180.83215
129.21665,180.84555
129.255925,180.85925
129.308,180.8698
129.313625,180.91895
129.3234,180.969525
129.573025,180.99715
129.5915,181.007625
129.604325,181.115875
129.61445,181.14455
129.6264,181.172925
129.659275,181.18085
129.698475,181.201925
129.74545,181.211125
129.7863,181.25245
129.862275,181.32205
129.9745,181.3298
129.98275,181.359525
129.986325,181.389975
130.0023,181.39985
130.067,181.42905
130.1185,181.4401
130.15035,181.484175
130.27715,181.54295
130.293225,181.5918
130.3241,181.594175
130.32785,181.619575
130.3569,181.644925
130.362775,181.681775
130.38745,181.695025
130.440825,181.7134
130.446925,181.73475
130.533475,181.7832
130.5972,181.807075
130.6789,181.861
130.7184,181.88085
130.797225,181.89905
130.8024,181.917925
130.833275,181.941025
130.8356,181.9651
130.844225,181.974975
130.887025,181.995375
130.9008,182.01035
130.9067,182.0278
130.923375,182.03585
130.960625,182.0732
130.97385,182.099575
130.99285,182.14375
131.014275,182.1653
131.0467,182.18205
131.06435,182.193975
131.185825,182.2047
131.260525,182.22385
131.306725,182.259775
131.3184,182.268225
131.321725,182.278325
131.392125,182.333775
131.39405,182.37375
131.4015,182.43265
131.418925,182.454975
131.432075,182.46645
131.457775,182.479425
131.499575,182.500325
131.506575,182.51065
131.532075,182.555225
131.541825,182.61205
131.55985,182.623975
131.5669,182.631925
131.5718,182.6456
131.634625,182.6594
131.643325,182.673925
131.670075,182.69385
131.67675,182.79085
131.6885,182.81265
131.689775,182.847325
131.721075,182.861925
131.821425,182.896775
131.8276,182.9583
131.835075,182.99
131.869575,183.012125
131.87385,183.028675
131.901125,183.04795
131.903325,183.082825
131.907175,183.128125
131.949525,183.153375
131.95375,183.21395
131.961825,183.24275
131.9937,183.258925
132.020275,183.270025
132.026325,183.286825
132.08935,183.302825
132.101425,183.334475
132.13355,183.388475
132.13955,183.3963
132.148175,183.401275
132.2823,183.4097
132.33675,183.46385
132.341925,183.48115
132.394025,183.543425
132.3961,183.561225
132.426,183.5725
132.448275,183.5899
132.45645,183.60165
132.541425,183.611225
132.5493,183.62175
132.60035,183.6332
132.61235,183.681375
132.64725,183.718025
132.67265,183.744175
132.681425,183.766075
132.726375,183.78785
132.73455,183.81095
132.777125,183.827825
132.784825,183.8518
132.921625,183.860725
132.926375,183.871775
132.9715,183.89695
132.9895,183.91285
133.013725,183.967375
133.08545,184.015575
133.1454,184.029125
133.14865,184.064625
133.18325,184.078425
133.2261,184.095425
133.254725,184.103275
133.375825,184.17705
133.37775,184.241325
133.39875,184.2569
133.4412,184.290175
133.4512,184.309175
133.527875,184.323625
133.544775,184.3527
133.562275,184.3719
133.637325,184.385575
133.64305,184.405325
133.645775,184.48575
133.668825,184.49815
133.7343,184.5098
133.7396,184.5425
133.8008,184.549825
133.8032,184.60145
133.818775,184.6221
133.83485,184.6581
133.8369,184.670325
133.9209,184.681575
133.923925,184.7088
133.93995,184.727025
133.965825,184.73735
133.980525,184.7522
134.0564,184.7862
134.0591,184.822675
134.0973,184.83435
134.10655,184.845575
134.119525,184.88175
134.133575,184.90235
134.1404,184.932125
134.177075,184.977325
134.215075,184.996025
134.237825,185.022825
134.307775,185.032075
134.323875,185.065125
134.336075,185.12675
134.368075,185.2044
134.3781,185.219025
134.42525,185.2372
134.432825,185.26175
134.443725,185.27405
134.452925,185.28585
134.470725,185.303975
134.482625,185.325925
134.487275,185.3396
134.541575,185.35245
134.600675,185.368075
134.606175,185.383425
134.671575,185.392725
134.6814,185.408475
134.70435,185.478475
134.7382,185.49475
134.742375,185.5266
134.79205,185.5601
134.8367,185.569675
134.8466,185.62555
134.850325,185.6665
134.8989,185.689075
134.921275,185.70835
135.003525,185.7412
135.00595,185.79315
135.05485,185.8695
135.074425,185.888425
135.08355,185.9315
135.0849,185.95195
135.14685,185.96165
135.239875,185.98845
135.250125,185.99955
135.321675,186.00925
135.327625,186.030975
135.436525,186.07
135.45945,186.115225
135.47115,186.16015
135.48845,186.1794
135.4985,186.2103
135.504725,186.225225
135.551575,186.239975
135.594675,186.268125
135.599225,186.269575
135.622125,186.29195
135.6441,186.30405
135.668,186.316725
135.7024,186.3315
135.718175,186.3574
135.732975,186.371525
135.744025,186.393175
135.760675,186.411825
135.773525,186.439
135.80415,186.45985
135.81235,186.4801
135.8217,186.5073
135.8545,186.5448
135.89665,186.5676
135.91875,186.58035
135.931825,186.5915
135.9987,186.608725
136.0085,186.627675
136.24825,186.6412
136.25875,186.690025
136.296625,186.70775
136.305725,186.7455
136.337325,186.760025
136.343775,186.779975
136.3986,186.794325
136.4002,186.836375
136.432275,186.8421
136.4783,186.86255
136.57435,186.901375
136.5788,186.9199
136.742525,186.9852
136.789725,187.0329
136.7936,187.051975
136.8006,187.069
136.8366,187.099975
136.865875,187.11375
137.0433,187.130825
137.051025,187.146975
137.111425,187.2398
137.11555,187.255075
137.120675,187.2866
137.12905,187.3007
137.151175,187.317825
137.191325,187.350225
137.195925,187.3603
137.31505,187.37115
137.330175,187.3961
137.40825,187.4234
137.420075,187.480075
137.4429,187.50795
137.4502,187.52255
137.5419,187.601225
137.621325,187.618325
137.68195,187.649125
137.733875,187.6682
137.78895,187.682225
137.802225,187.710875
137.86495,187.75295
137.906375,187.77425
138.02325,187.8122
138.030075,187.83935
138.03395,187.8506
138.146025,187.872275
138.244975,187.886375
138.252175,187.90775
138.2536,187.926025
138.315675,187.9651
138.327975,187.99325
138.3362,188.095975
138.357725,188.117925
138.36465,188.143925
138.419025,188.160325
138.5335,188.184875
138.5467,188.2117
138.58035,188.22265
138.69305,188.235375
138.7029,188.25185
138.70735,188.26385
138.727525,188.279975
138.864975,188.291075
138.88635,188.30275
138.889875,188.321875
138.897025,188.3437
138.9112,188.405625
138.915825,188.4465
138.930325,188.48815
138.945975,188.50055
138.962225,188.5156
138.974275,188.52975
138.985975,188.53785
138.99845,188.54685
139.045875,188.550175
139.0819,188.565025
139.1168,188.5746
139.18475,188.688125
139.315325,188.709
139.34215,188.735675
139.354975,188.75125
139.36265,188.7986
139.374075,188.828725
139.38375,188.840925
139.389075,188.856725
139.39715,188.887725
139.40075,188.900475
139.4058,188.91555
139.475875,188.9266
139.4797,188.985225
139.5045,189.0325
139.518675,189.0491
139.524675,189.132325
139.53865,189.15055
139.55055,189.17545
139.564675,189.193425
139.570875,189.260475
139.587675,189.296425
139.595275,189.314425
139.69225,189.315525
139.80165,189.321875
139.81395,189.3293
139.840625,189.377075
139.871775,189.44355
139.876125,189.48285
139.8976,189.5164
139.903,189.567175
139.9095,189.588275
139.964,189.6034
139.970725,189.61515
139.977275,189.64565
