SPK_SPKC05a (inhi),SPK_SPKC09b (exc),SPK_SPKC09c (inhi)
490.733225,578.052225,481.086075
490.7436,578.11165,481.115275
490.76385,578.144175,481.138725
490.812525,578.20165,481.151975
490.8601,578.382025,481.177425
490.890475,578.466725,481.194475
490.915575,578.582275,481.2252
490.93735,578.633275,481.26725
490.954725,578.654475,481.298925
491.01235,578.797525,481.3236
491.037925,578.892725,481.32625
491.058175,578.991975,481.349175
491.072025,579.086125,481.3688
491.0958,579.156375,481.3956
491.1134,579.2439,481.440875
491.1313,579.276425,481.479475
491.150325,579.305775,481.502825
491.176975,579.378525,481.555225
491.1946,579.425225,481.59
491.228325,579.473825,481.6132
491.25865,579.531175,481.64125
491.278725,579.56285,481.6656
491.30035,579.6101,481.70075
491.33015,579.657,481.7175
491.376,579.7496,481.7482
491.4066,579.77465,481.7831
491.4403,579.90195,481.81735
491.457425,580.01655,481.8338
491.473625,580.0515,481.859075
491.489375,580.1098,481.88565
491.501625,580.2593,481.89805
491.513075,580.348875,481.91145
491.5403,580.417575,481.93085
491.55125,580.45875,481.9479
491.5735,580.533575,481.9713
491.5838,580.541925,481.9837
491.595725,580.649925,482.01705
491.616375,580.6845,482.047725
491.63575,580.699875,482.07195
491.66435,580.7237,482.09865
491.68215,580.734675,482.117875
491.71835,580.7629,482.1376
491.7457,580.818575,482.1584
491.7654,580.8564,482.187575
491.78375,580.88505,482.22875
491.8181,580.91585,482.24985
491.84035,580.929925,482.2714
491.8986,580.9611,482.305375
491.91755,580.9858,482.340325
491.94025,581.02915,482.407275
491.9607,581.089725,482.4743
491.989125,581.1566,482.491075
492.003575,581.21555,482.507075
492.051975,581.22405,482.52385
492.1049,581.2335,482.543125
492.125725,581.244725,482.5792
492.152125,581.383975,482.6321
492.1667,581.45045,482.702575
492.20265,581.524925,482.74215
492.22665,581.683825,482.778125
492.25195,581.797775,482.798025
492.301875,581.814675,482.814425
492.330375,581.9397,482.8286
492.3717,581.99015,482.855825
492.3978,582.0589,482.86895
492.4442,582.102225,482.8913
492.4672,582.141925,482.9094
492.490975,582.220525,482.927125
492.5259,582.239075,482.9505
492.55845,582.254025,482.97265
492.5722,582.2994,482.99505
492.581825,582.357025,483.011625
492.61945,582.3935,483.05365
492.63245,582.433025,483.0739
492.655775,582.471075,483.099225
492.687775,582.48935,483.125475
492.724675,582.694525,483.159175
492.760425,582.8205,483.183725
492.805425,582.89455,483.214525
492.8305,582.952425,483.240475
492.852075,582.982975,483.269525
492.874625,583.071275,483.301525
492.892425,583.1617,483.343225
492.9195,583.2066,483.359375
492.94315,583.258575,483.37775
492.96895,583.379575,483.40085
492.990525,583.3874,483.4153
493.006325,583.541225,483.43105
493.052175,583.5861,483.456175
493.0728,583.657475,483.494575
493.0892,583.7111,483.518125
493.106525,583.826825,483.56385
493.1285,583.93225,483.597325
493.16575,584.064625,483.6323
493.20415,584.106475,483.654175
493.238325,584.107825,483.692275
493.255725,584.13565,483.716675
493.286475,584.250925,483.736175
493.323225,584.328425,483.75025
493.347675,584.4029,483.7676
493.374375,584.557875,483.787825
493.444525,584.6779,483.808575
493.469975,584.73005,483.833775
493.489025,584.7745,483.84445
493.494675,584.815425,483.87035
493.51715,584.899025,483.88385
493.55465,584.912075,483.920675
493.57555,584.99265,483.9439
493.59625,585.128575,483.985425
493.609625,585.2003,484.01635
493.63885,585.2729,484.040325
493.667625,585.3367,484.0641
493.69035,585.3842,484.08575
493.713075,585.443675,484.116225
493.7452,585.480175,484.13675
493.771825,585.538175,484.153075
493.799425,585.6366,484.176475
493.8525,585.67185,484.194875
493.8775,585.795825,484.224525
493.9128,585.8754,484.25155
493.94285,585.9093,484.266225
493.956075,585.94805,484.2838
493.987375,585.998675,484.304525
494.00335,586.061425,484.33955
494.0305,586.0641,484.399
494.047,586.138225,484.43135
494.070675,586.2117,484.4774
494.0936,586.224125,484.52155
494.112025,586.2924,484.655825
494.13215,586.30815,484.8017
494.17335,586.3279,484.837925
494.21655,586.362275,484.8662
494.3078,586.4183,484.947675
494.3399,586.465075,484.986375
494.377125,586.54925,485.027575
494.397625,586.72635,485.0661
494.424,586.785625,485.1023
494.44345,586.828125,485.150625
494.4791,586.8473,485.1745
494.4943,586.876825,485.21745
494.51,586.917925,485.242725
494.520125,586.974475,485.278025
494.53215,587.051675,485.28925
494.547325,587.1113,485.340425
494.578425,587.159025,485.416025
494.610925,587.33755,485.4645
494.657225,587.37165,485.52645
494.67605,587.4568,485.54935
494.715875,587.581,485.581525
494.75145,587.784875,485.601025
494.78555,587.8452,485.631575
494.8099,587.8914,485.673025
494.835725,587.942925,485.72165
494.87325,588.032375,485.745325
494.901425,588.100475,485.75925
494.9185,588.137075,485.77315
494.938425,588.1717,485.792375
494.96175,588.19725,485.810175
494.97485,588.26815,485.8296
494.99825,588.2834,485.862825
495.027025,588.3026,485.89865
495.04935,588.340325,485.98355
495.07345,588.36005,486.039575
495.111275,588.4045,486.063125
495.1392,588.4417,486.088775
495.159575,588.470975,486.118875
495.1879,588.511275,486.1415
495.231725,588.56925,486.158475
495.25295,588.609125,486.177425
495.27665,588.684325,486.203575
495.302125,588.717825,486.226625
495.35455,588.77235,486.2537
495.39585,588.8453,486.264775
495.423875,588.9129,486.278875
495.44525,588.9786,486.29395
495.47815,589.092975,486.31325
495.493875,589.115425,486.336825
495.496475,589.1699,486.371575
495.52545,589.299925,486.394875
495.551125,589.391875,486.45395
495.570625,589.459025,486.496975
495.634025,589.5312,486.5268
495.6632,589.639575,486.5406
495.703825,589.67005,486.56755
495.73165,589.67695,486.58605
495.759125,589.71095,486.6032
495.77725,589.764275,486.642125
495.7987,589.877025,486.665675
495.825525,589.94115,486.691475
495.84325,590.054375,486.715875
495.869475,590.093725,486.73415
495.893625,590.15815,486.761575
495.925575,590.1999,486.783925
495.941825,590.348375,486.800525
495.966725,590.463625,486.830175
495.9899,590.50635,486.851375
496.012125,590.55805,486.885075
496.033275,590.7769,486.9158
496.05315,590.845975,486.942425
496.07095,590.8694,486.978125
496.095575,590.905875,487.014375
496.146975,590.9437,487.039725
496.1635,591.0589,487.04835
496.19655,591.061975,487.057125
496.228575,591.350025,487.086175
496.25615,591.4233,487.12225
496.295025,591.531875,487.146175
496.3202,591.62295,487.1731
496.34655,591.7165,487.200025
496.36715,591.808075,487.231375
496.433425,591.865475,487.297575
496.4767,591.919925,487.3316
496.508175,591.955225,487.361175
496.526175,591.9919,487.389725
496.550025,592.066075,487.456975
496.57415,592.148725,487.477225
496.596025,592.222625,487.505475
496.620775,592.2652,487.53355
496.650725,592.3048,487.566575
496.6815,592.33505,487.613675
496.704475,592.441325,487.665675
496.738575,592.513925,487.75725
496.7744,592.589325,487.78225
496.80535,592.632225,487.807975
496.846375,592.679425,487.829175
496.882075,592.7339,487.848175
496.957925,592.961975,487.86755
496.986175,593.024475,487.896275
497.00765,593.0737,487.934925
497.024625,593.1107,487.951975
497.047625,593.148375,487.9741
497.071375,593.249275,487.994275
497.09875,593.310775,488.0229
497.132125,593.32085,488.050625
497.157675,593.37745,488.088025
497.19265,593.432225,488.126475
497.215675,593.439725,488.1967
497.261875,593.547675,488.2316
497.28275,593.604775,488.2546
497.301325,593.67595,488.275675
497.31975,593.708225,488.2851
497.344575,593.8383,488.30145
497.37165,593.88425,488.312375
497.404825,593.94405,488.32885
497.43005,593.98355,488.34055
497.453275,594.025775,488.375075
497.465975,594.080425,488.387975
497.4943,594.123275,488.406175
497.50815,594.164225,488.44565
497.531525,594.2469,488.45995
497.572575,594.24865,488.474
497.5992,594.325725,488.5056
497.620625,594.3528,488.525775
497.64785,594.4024,488.5538
497.679275,594.4418,488.585775
497.69795,594.4669,488.6135
497.747375,594.527,488.63335
497.77745,594.5756,488.66235
497.793875,594.62365,488.67855
497.818875,594.641275,488.714875
497.848325,594.674225,488.739875
497.86895,594.716625,488.763925
497.89585,594.7601,488.779975
497.915925,594.7645,488.802325
497.932875,594.82015,488.8184
497.964325,594.8945,488.8349
497.98045,594.994875,488.848075
498.004475,595.07635,488.87075
498.02265,595.125375,488.90465
498.044025,595.1618,488.94805
498.057175,595.2082,488.968925
498.0743,595.28415,488.993475
498.107325,595.391925,489.020225
498.127825,595.467225,489.051225
498.137375,595.540775,489.078475
498.1592,595.634375,489.105
498.213175,595.678575,489.1333
498.2448,595.8617,489.14845
498.279275,596.018575,489.17065
498.30205,596.050525,489.182225
498.324075,596.071475,489.195525
498.34205,596.095725,489.215075
498.358575,596.139425,489.237125
498.375575,596.240125,489.263825
498.397375,596.338025,489.29145
498.40395,596.404,489.3269
498.427625,596.49665,489.36325
498.45375,596.569375,489.42345
498.481125,596.59995,489.4408
498.499525,596.675125,489.456325
498.52045,596.71455,489.4784
498.550925,596.751625,489.4901
498.5665,596.8299,489.50125
498.590875,596.87865,489.515125
498.610325,596.9157,489.528375
498.65365,597.00735,489.555475
498.665625,597.07715,489.60615
498.675525,597.111775,489.645325
498.691425,597.2329,489.672775
498.762775,597.3017,489.69575
498.802975,597.322975,489.7092
498.832475,597.383975,489.733175
498.88245,597.455025,489.757075
498.905825,597.515275,489.7745
498.928,597.612625,489.79465
498.948725,597.67485,489.80855
498.970775,597.73025,489.823975
499.011625,597.785225,489.845925
499.0469,598.008725,489.859175
499.0846,598.03085,489.876175
499.10495,598.0793,489.8909
499.127975,598.1267,489.9096
499.152475,598.13225,489.925975
499.1831,598.187575,489.98685
499.206275,598.217275,490.04255
499.2356,598.264425,490.132225
499.2846,598.317625,490.1504
499.3216,598.402825,490.16485
499.327625,598.4626,490.1814
499.387375,598.514925,490.199425
499.408325,598.591675,490.2443
499.438975,598.64575,490.2636
499.462675,598.694975,490.3295
499.5034,598.74575,490.3642
499.522075,598.769025,490.4412
499.622775,598.80255,490.4862
499.663425,598.92705,490.537775
499.708075,598.93885,490.55225
499.7274,599.02095,490.574375
499.759925,599.070325,490.594825
499.795125,599.12555,490.618775
499.82815,599.180775,490.62985
499.85275,599.247725,490.65595
499.881875,599.307175,490.670375
499.917225,599.50895,490.711825
499.933025,599.553275,490.742075
499.954875,599.5983,490.760475
499.971925,599.7755,490.780625
499.9813,599.8125,490.808925
500.007325,599.9033,490.846975
500.02705,599.978225,490.886425
500.051975,,490.9301
500.06545,,491.030275
500.09055,,491.04655
500.1229,,491.076
500.15635,,491.09465
500.189525,,491.119825
500.23375,,491.154325
500.2616,,491.178775
500.3089,,491.210225
500.32645,,491.2446
500.34325,,491.2891
500.38805,,491.315475
500.4282,,491.335625
500.46065,,491.37275
500.512475,,491.4201
500.561075,,491.450675
500.5859,,491.471
500.626125,,491.483775
500.660075,,491.498525
500.708425,,491.520675
500.737925,,491.535775
500.769125,,491.5479
500.807375,,491.5697
500.8393,,491.5827
500.8927,,491.62945
500.932225,,491.6756
500.950175,,491.700675
501.015075,,491.7315
501.06405,,491.7364
501.082,,491.772825
501.12635,,491.889775
501.17135,,491.901875
501.19385,,491.917875
501.21645,,491.9394
501.25155,,491.9493
501.2771,,491.96465
501.2923,,491.9758
501.308625,,491.99675
501.3293,,492.0273
501.357875,,492.045325
501.38475,,492.065375
501.4193,,492.0855
501.455775,,492.114875
501.4786,,492.133875
501.4994,,492.17635
501.520225,,492.2021
501.550975,,492.278075
501.576975,,492.30575
501.601475,,492.35115
501.638225,,492.379625
501.65655,,492.4443
501.686625,,492.477475
501.69505,,492.515375
501.710625,,492.5368
501.7543,,492.570125
501.789,,492.58205
501.820725,,492.5934
501.84605,,492.6101
501.85615,,492.6276
501.8801,,492.646675
501.919175,,492.669325
501.95805,,492.6943
501.975,,492.721175
502.019575,,492.749275
502.074225,,492.772975
502.105725,,492.8022
502.1403,,492.832325
502.15365,,492.86275
502.177225,,492.892225
502.199975,,492.93375
502.216025,,492.9576
502.236325,,492.99045
502.255475,,493.006
502.292375,,493.023125
502.343175,,493.050625
502.3962,,493.067775
502.43025,,493.083925
502.45005,,493.0999
502.472175,,493.1217
502.49445,,493.1412
502.50945,,493.16375
502.558975,,493.182125
502.589775,,493.205825
502.619525,,493.289325
502.636775,,493.311725
502.65785,,493.336575
502.6856,,493.361675
502.75565,,493.3874
502.77165,,493.445
502.78915,,493.4688
502.81695,,493.490975
502.85805,,493.50595
502.881925,,493.528275
502.91645,,493.55745
502.94415,,493.577225
502.969475,,493.593825
502.9853,,493.613825
503.018225,,493.6586
503.04355,,493.719025
503.0724,,493.760625
503.1068,,493.80255
503.145125,,493.853625
503.162875,,493.8885
503.187925,,493.904025
503.19635,,493.9253
503.205625,,493.962575
503.2306,,493.977225
503.249375,,494.0031
503.2731,,494.021475
503.294075,,494.04565
503.31325,,494.066175
503.33665,,494.086925
503.3592,,494.121075
503.386075,,494.14485
503.41215,,494.1823
503.4357,,494.210575
503.473325,,494.259025
503.507225,,494.282175
503.546275,,494.309625
503.567725,,494.336925
503.59685,,494.389075
503.6163,,494.39295
503.638775,,494.40245
503.661175,,494.42415
503.691725,,494.4535
503.70925,,494.468325
503.764175,,494.483375
503.804825,,494.50485
503.83685,,494.51805
503.862325,,494.53515
503.891575,,494.5735
503.92475,,494.60475
503.964475,,494.642525
503.994525,,494.666225
504.0241,,494.68465
504.045475,,494.71865
504.0782,,494.7427
504.11695,,494.776075
504.141125,,494.809
504.1691,,494.845925
504.188575,,494.88645
504.20415,,494.904275
504.26515,,494.9282
504.2993,,494.948525
504.3382,,494.995875
504.3709,,495.03155
504.389475,,495.05805
504.41235,,495.083875
504.44395,,495.1169
504.53055,,495.13985
504.5572,,495.1766
504.568225,,495.204975
504.594025,,495.241225
504.60965,,495.2652
504.640625,,495.280075
504.6624,,495.299975
504.6958,,495.329975
504.71545,,495.349225
504.741575,,495.386825
504.7951,,495.41
504.8145,,495.436125
504.836675,,495.474825
504.859925,,495.506175
504.8811,,495.549775
504.90475,,495.647175
504.918875,,495.67215
504.953125,,495.695625
504.9833,,495.74695
505.002925,,495.772175
505.039775,,495.7927
505.06555,,495.8186
505.077925,,495.8432
505.120825,,495.907125
505.15185,,495.928375
505.17665,,495.9641
505.198725,,495.98335
505.21645,,496.009925
505.2385,,496.02955
505.259125,,496.049125
505.28395,,496.06885
505.316975,,496.08645
505.34255,,496.10965
505.3644,,496.127875
505.38985,,496.15715
505.425125,,496.17935
505.460075,,496.20595
505.475625,,496.23125
505.491325,,496.2677
505.517325,,496.343
505.55165,,496.3783
505.58695,,496.4314
505.634475,,496.479475
505.66875,,496.51445
505.7001,,496.5339
505.717925,,496.569
505.7405,,496.5823
505.7539,,496.60525
505.773925,,496.6246
505.79385,,496.65175
505.8038,,496.674025
505.814775,,496.697325
505.838925,,496.7305
505.842125,,496.75695
505.88115,,496.789625
505.903,,496.831875
505.930675,,496.8507
505.990075,,496.8716
506.0073,,496.905025
506.0406,,496.934925
506.077475,,496.961725
506.108775,,497.00245
506.127525,,497.060275
506.13965,,497.0824
506.1652,,497.1183
506.19705,,497.1268
506.220175,,497.136425
506.262425,,497.151375
506.2844,,497.1795
506.29695,,497.244725
506.328625,,497.271025
506.34115,,497.281175
506.3626,,497.3128
506.377475,,497.3366
506.391925,,497.366675
506.422725,,497.40415
506.4631,,497.466575
506.485,,497.50605
506.516275,,497.537
506.539,,497.55495
506.5628,,497.568875
506.587125,,497.598175
506.609075,,497.6468
506.62915,,497.665525
506.6461,,497.686225
506.668625,,497.698325
506.682075,,497.725025
506.72555,,497.738
506.75515,,497.767225
506.764575,,497.788325
506.7987,,497.820975
506.820475,,497.835875
506.8461,,497.870775
506.865175,,497.8972
506.903275,,497.922825
506.92065,,497.943975
506.9353,,497.9873
506.95475,,498.004625
506.9757,,498.041125
507.00345,,498.060675
507.023125,,498.08745
507.04035,,498.1295
507.053,,498.175925
507.061625,,498.23295
507.0801,,498.26575
507.095275,,498.291525
507.12305,,498.31155
507.14235,,498.323775
507.1643,,498.342275
507.19205,,498.36145
507.2145,,498.39145
507.24555,,498.40945
507.2683,,498.433475
507.2841,,498.460975
507.3107,,498.489775
507.338275,,498.508325
507.3614,,498.531675
507.4231,,498.550525
507.4428,,498.568125
507.4848,,498.6031
507.500025,,498.626175
507.525875,,498.677325
507.545475,,498.70275
507.5772,,498.733625
507.605075,,498.765875
507.61665,,498.791175
507.6358,,498.806975
507.65935,,498.83895
507.6694,,498.858325
507.7168,,498.877325
507.7438,,498.9065
507.7722,,498.93195
507.802775,,498.960475
507.873775,,498.985225
507.89715,,499.005925
507.9312,,499.054
507.9571,,499.08675
507.9661,,499.1218
507.970575,,499.147
507.974275,,499.16255
507.995125,,499.1741
508.016475,,499.21725
508.0429,,499.232625
508.069275,,499.258
508.097925,,499.2876
508.135325,,499.337625
508.161675,,499.40455
508.177175,,499.444175
508.192575,,499.4759
508.209625,,499.501825
508.2261,,499.5199
508.243675,,499.556325
508.277075,,499.587475
508.295825,,499.612075
508.316,,499.682675
508.344825,,499.7079
508.36275,,499.742
508.424125,,499.7641
508.45465,,499.8137
508.468175,,499.845025
508.491075,,499.9153
508.526825,,499.955525
508.547675,,499.9787
508.578975,,499.9999
508.593775,,500.031275
508.60655,,500.0348
508.641875,,500.046825
508.6775,,500.07135
508.7038,,500.0842
508.761275,,500.103725
508.844225,,500.118525
508.85995,,500.141925
508.88905,,500.170425
508.92745,,500.190725
508.9474,,500.21465
508.979525,,500.237375
509.00905,,500.27195
509.05545,,500.292825
509.0867,,500.31305
509.11435,,500.341925
509.14795,,500.37355
509.16915,,500.3942
509.185875,,500.417175
509.207525,,500.461975
509.216675,,500.489225
509.23295,,500.50735
509.24675,,500.528925
509.25925,,500.5528
509.2659,,500.57515
509.292225,,500.6026
509.321375,,500.6202
509.346825,,500.636675
509.373325,,500.66935
509.39855,,500.69315
509.416025,,500.752825
509.434375,,500.778475
509.45505,,500.808325
509.49595,,500.8833
509.500425,,500.93435
509.5331,,501.0052
509.556025,,501.0367
509.5902,,501.051975
509.6219,,501.067125
509.64655,,501.08145
509.7002,,501.0914
509.73865,,501.1295
509.7748,,501.1482
509.809225,,501.16565
509.833,,501.17835
509.858325,,501.192875
509.9067,,501.198375
509.97035,,501.21885
509.9935,,501.2561
510.0135,,501.28505
510.09165,,501.324075
510.11535,,501.3739
510.152275,,501.395325
510.177275,,501.44605
510.206475,,501.47655
510.238925,,501.500525
510.263875,,501.52265
510.2915,,501.53875
510.3303,,501.561825
510.36645,,501.583325
510.38915,,501.614775
510.41165,,501.6468
510.43585,,501.66545
510.4524,,501.717175
510.48255,,501.742375
510.49555,,501.77175
510.588675,,501.79535
510.6179,,501.818075
510.6408,,501.84015
510.6663,,501.8768
510.7154,,501.9099
510.738575,,501.93755
510.75715,,501.97015
510.78885,,501.995225
510.806325,,502.0176
510.8315,,502.049725
510.85065,,502.0689
510.8751,,502.086175
510.90045,,502.132225
510.918475,,502.156625
510.9577,,502.205125
510.983325,,502.231025
511.008525,,502.245275
511.032975,,502.2603
511.064325,,502.303325
511.09225,,502.335425
511.113475,,502.357675
511.1384,,502.392375
511.158775,,502.413975
511.173175,,502.42575
511.200625,,502.4474
511.233175,,502.46435
511.263625,,502.483725
511.286925,,502.499425
511.31465,,502.519775
511.350075,,502.5363
511.373825,,502.569725
511.4067,,502.590975
511.46805,,502.6179
511.51625,,502.63485
511.541425,,502.667625
511.5745,,502.710525
511.6092,,502.72905
511.6352,,502.7526
511.659275,,502.795
511.6882,,502.81255
511.705575,,502.831475
511.737,,502.858225
511.761425,,502.87985
511.790675,,502.905825
511.809175,,502.92775
511.835325,,502.9695
511.8654,,502.9951
511.88755,,503.019675
511.908725,,503.0455
511.9267,,503.067625
511.934475,,503.079725
511.9606,,503.085025
511.9831,,503.131925
512.005375,,503.175825
512.06575,,503.196875
512.09515,,503.201625
512.11865,,503.2211
512.1675,,503.2502
512.20785,,503.2718
512.258625,,503.306475
512.2992,,503.335775
512.324125,,503.359425
512.348925,,503.36515
512.361175,,503.40425
512.3793,,503.4229
512.39955,,503.447125
512.4359,,503.4703
512.453825,,503.491825
512.467775,,503.5385
512.49535,,503.566575
512.50335,,503.5827
512.51465,,503.61195
512.538625,,503.641125
512.59825,,503.669225
512.63885,,503.7314
512.666325,,503.754925
512.700275,,503.792925
512.7268,,503.81555
512.742025,,503.8446
512.773825,,503.869725
512.797375,,503.93175
512.844425,,503.9526
512.882725,,503.976275
512.905275,,504.006025
512.924975,,504.0486
512.94045,,504.09355
512.9645,,504.11845
513.00035,,504.1565
513.02475,,504.181275
513.0463,,504.215675
513.05825,,504.2397
513.07605,,504.266275
513.123025,,504.329
513.150525,,504.355975
513.17695,,504.400625
513.2157,,504.43665
513.2521,,504.469925
513.2716,,504.49895
513.307325,,504.533825
513.350325,,504.5669
513.373825,,504.593925
513.427775,,504.60995
513.449675,,504.628825
513.4655,,504.6476
513.490125,,504.6835
513.511675,,504.697375
513.544075,,504.712925
513.5726,,504.746125
513.601125,,504.76935
513.62615,,504.79045
513.69455,,504.810575
513.708975,,504.826575
513.72875,,504.85905
513.745275,,504.8821
513.784375,,504.918475
513.81,,504.944075
513.8235,,504.978975
513.929125,,505.00895
513.952125,,505.03075
514.020525,,505.054375
514.0453,,505.080725
514.069375,,505.089775
514.152325,,505.104075
514.1728,,505.12325
514.202,,505.1573
514.226425,,505.170975
514.2469,,505.18445
514.263275,,505.22065
514.307725,,505.232925
514.325625,,505.251225
514.38855,,505.276825
514.402425,,505.294175
514.485575,,505.3309
514.523475,,505.366225
514.5531,,505.412875
514.57435,,505.44225
514.6035,,505.459525
514.654575,,505.4759
514.6741,,505.484125
514.699725,,505.49895
514.714475,,505.512225
514.72355,,505.530925
514.733525,,505.548
514.745025,,505.577375
514.7736,,505.60065
514.811875,,505.634175
514.8311,,505.6602
514.8954,,505.730725
514.942325,,505.744125
514.954475,,505.7606
514.97175,,505.781625
515.02215,,505.795725
515.0433,,505.836075
515.069,,505.85795
515.09995,,505.885175
515.1148,,505.9078
515.168775,,505.9382
515.18015,,505.9585
515.2229,,505.99045
515.236075,,506.013275
515.2602,,506.03845
515.2823,,506.061225
515.312825,,506.09495
515.3685,,506.13195
515.44225,,506.151525
515.454075,,506.172925
515.460575,,506.23525
515.50565,,506.26185
515.517825,,506.32605
515.540525,,506.335725
515.552925,,506.363125
515.6444,,506.384875
515.652475,,506.412
515.687775,,506.4445
515.70305,,506.473825
515.7145,,506.5241
515.73125,,506.544525
515.755975,,506.590925
515.792175,,506.6052
515.806875,,506.63405
515.82435,,506.6515
515.881725,,506.678075
515.9029,,506.691025
515.946125,,506.733525
515.96455,,506.7725
515.972025,,506.7998
515.99095,,506.805525
516.001675,,506.83175
516.006725,,506.8536
516.0288,,506.8794
516.1372,,506.909425
516.17395,,506.93025
516.20045,,506.9556
516.217725,,506.9901
516.259,,507.092425
516.286975,,507.11515
516.31295,,507.14555
516.3357,,507.22315
516.376575,,507.242
516.395075,,507.2741
516.41405,,507.29655
516.424875,,507.324425
516.435025,,507.3438
516.4708,,507.3682
516.489825,,507.393
516.533825,,507.4327
516.563725,,507.455975
516.5796,,507.486025
516.598675,,507.51305
516.6202,,507.5396
516.659175,,507.567175
516.760175,,507.600575
516.7705,,507.648725
516.7904,,507.668225
516.806225,,507.682575
516.81865,,507.711775
516.887975,,507.73185
516.903075,,507.7563
516.930625,,507.7876
516.95875,,507.8231
516.992175,,507.85565
517.017775,,507.876975
517.049575,,507.91965
517.07865,,507.94455
517.11245,,507.960425
517.12645,,507.97505
517.182975,,508.007025
517.18955,,508.0272
517.196,,508.049025
517.2233,,508.06635
517.2477,,508.082325
517.2626,,508.104875
517.3654,,508.10865
517.376875,,508.1398
517.41555,,508.1777
517.4385,,508.19655
517.491,,508.220875
517.533675,,508.2374
517.5733,,508.256925
517.598175,,508.290425
517.614475,,508.3072
517.648775,,508.341425
517.663525,,508.364125
517.7011,,508.397675
517.713,,508.41405
517.730575,,508.436325
517.752825,,508.460625
517.776775,,508.490475
517.8033,,508.513325
517.815925,,508.53915
517.8628,,508.56925
517.9118,,508.59705
517.98555,,508.6155
518.033975,,508.627575
518.06585,,508.658375
518.10055,,508.681875
518.141625,,508.708275
518.151225,,508.738725
518.200175,,508.7657
518.209625,,508.780025
518.23945,,508.7863
518.257375,,508.7987
518.260175,,508.820725
518.2785,,508.8539
518.30035,,508.884475
518.359975,,508.942425
518.420625,,508.980275
518.43915,,509.025425
518.49285,,509.06065
518.55295,,509.11665
518.575575,,509.155025
518.604125,,509.172875
518.621775,,509.194
518.66895,,509.2239
518.729625,,509.2453
518.7653,,509.2643
518.76765,,509.286475
518.8345,,509.323375
518.851925,,509.36095
518.87175,,509.383375
518.88635,,509.42405
518.912575,,509.454575
518.935075,,509.48615
518.940125,,509.522325
518.958325,,509.540725
518.994475,,509.58005
519.0082,,509.652825
519.018375,,509.6852
519.035725,,509.713525
519.1178,,509.7295
519.1569,,509.7488
519.1772,,509.7672
519.2139,,509.78535
519.2447,,509.816725
519.262275,,509.828225
519.284825,,509.8476
519.31365,,509.8742
519.340875,,509.89305
519.36405,,509.977225
519.427075,,510.002225
519.432225,,510.0269
519.51575,,510.051475
519.57825,,510.09465
519.6351,,510.11795
519.66335,,510.151125
519.684125,,510.1852
519.694825,,510.2301
519.70735,,510.2546
519.7183,,510.276725
519.7665,,510.31645
519.7765,,510.3419
519.80365,,510.361025
519.872075,,510.390575
519.911775,,510.4151
519.9375,,510.439825
519.9946,,510.4591
520.0274,,510.48025
520.08785,,510.50015
520.112275,,510.52975
520.134775,,510.5588
520.1806,,510.587725
520.19605,,510.636825
520.216625,,510.691225
520.25405,,510.713875
520.271225,,510.741225
520.31155,,510.76015
520.32535,,510.7808
520.406375,,510.79455
520.43425,,510.82415
520.4655,,510.846975
520.494375,,510.884425
520.5304,,510.925075
520.61365,,510.9518
520.63415,,510.98665
520.6633,,511.02875
520.690875,,511.051675
520.72145,,511.076825
520.742475,,511.095425
520.75985,,511.115025
520.7715,,511.142225
520.7823,,511.164225
520.79175,,511.198225
520.8078,,511.22235
520.83295,,511.252625
520.8675,,511.287075
520.891725,,511.3067
520.913025,,511.342675
520.9289,,511.369075
520.9498,,511.393825
520.972975,,511.427525
521.027375,,511.4609
521.04005,,511.48565
521.047325,,511.510975
521.0735,,511.545375
521.1309,,511.586175
521.162325,,511.619975
521.192925,,511.638025
521.20745,,511.654075
521.220475,,511.68475
521.2273,,511.6888
521.23795,,511.703425
521.27195,,511.7237
521.29225,,511.7751
521.30645,,511.79325
521.33345,,511.8157
521.371575,,511.8389
521.3802,,511.864625
521.388175,,511.883575
521.450325,,511.9093
521.489375,,511.9374
521.52425,,511.96195
521.547725,,511.999025
521.61595,,512.02435
521.64765,,512.07355
521.671575,,512.1183
521.683875,,512.1816
521.69055,,512.211925
521.789375,,512.22645
521.80195,,512.268775
521.8433,,512.289425
521.865225,,512.315525
521.896075,,512.372175
521.9248,,512.39125
521.94715,,512.415475
521.9763,,512.44395
522.0323,,512.468975
522.05565,,512.504025
522.077375,,512.5209
522.10775,,512.550325
522.160525,,512.595175
522.2019,,512.63865
522.2179,,512.731675
522.240875,,512.760775
522.257675,,512.808725
522.272875,,512.835775
522.292525,,512.854675
522.386925,,512.87495
522.458275,,512.896125
522.497625,,512.91355
522.5265,,512.93905
522.5716,,512.97655
522.601475,,513.012275
522.63815,,513.035475
522.6609,,513.096025
522.685175,,513.1382
522.707975,,513.1602
522.721925,,513.199925
522.739525,,513.2548
522.757825,,513.279075
522.7963,,513.30215
522.8246,,513.3244
522.844025,,513.3732
522.86825,,513.395725
522.91965,,513.42265
522.939425,,513.470175
522.975525,,513.50725
522.998925,,513.52635
523.046875,,513.5456
523.07105,,513.5749
523.0793,,513.586475
523.0881,,513.6188
523.1127,,513.644475
523.13365,,513.661825
523.185175,,513.679925
523.25095,,513.693275
523.28405,,513.7184
523.310125,,513.737125
523.329175,,513.76255
523.35895,,513.78615
