SPK_SPKC05a (inhi),SPK_SPKC09b (exc),SPK_SPKC09c (inhi)
443.879125,482.625025,441.0087
443.93305,482.6603,441.0256
443.959125,482.674575,441.052275
443.991775,482.76235,441.069575
444.0115,482.7967,441.127025
444.03375,482.818875,441.1529
444.05935,482.87785,441.1814
444.08475,482.90685,441.201725
444.115175,482.932225,441.235125
444.131675,482.98645,441.284825
444.187425,483.06735,441.30875
444.2219,483.15085,441.34635
444.269925,483.21305,441.3819
444.31175,483.242475,441.399825
444.359875,483.288575,441.429725
444.379775,483.323825,441.46225
444.397675,483.37075,441.4941
444.41915,483.4037,441.581175
444.43475,483.420175,441.60625
444.469725,483.433625,441.640575
444.5177,483.585525,441.665825
444.626275,483.62885,441.697375
444.654475,483.65715,441.7235
444.668875,483.714075,441.740875
444.7094,483.746875,441.77185
444.746825,483.74865,441.8028
444.762725,483.79,441.825625
444.79435,483.822825,441.870025
444.842975,483.868825,441.935825
444.8562,483.898775,441.97775
444.884325,484.0085,442.017275
444.907525,484.0498,442.069825
444.936025,484.082475,442.085975
444.961875,484.142925,442.11255
445.0277,484.184125,442.132275
445.0618,484.263575,442.15905
445.0986,484.315,442.2217
445.128325,484.34975,442.24995
445.160225,484.39715,442.2775
445.17925,484.447375,442.3059
445.2208,484.499675,442.36075
445.2459,484.59385,442.393275
445.27125,484.65305,442.42715
445.3214,484.79055,442.4335
445.3729,484.82095,442.48605
445.4084,484.90295,442.51675
445.4433,484.94555,442.537025
445.491675,485.056525,442.5646
445.538875,485.119025,442.588
445.5723,485.178925,442.610425
445.60195,485.28785,442.660375
445.63955,485.3531,442.689125
445.69435,485.3773,442.709675
445.80455,485.4723,442.72245
445.83545,485.681325,442.7634
445.873075,485.736,442.786925
445.905925,485.852575,442.810875
445.9465,485.888225,442.837625
445.981,485.90915,442.866125
446.01645,485.95305,442.924625
446.050575,485.992375,442.9624
446.06735,486.0371,442.984225
446.10445,486.12435,443.01445
446.15235,486.2756,443.037875
446.1703,486.398,443.059275
446.261975,486.407325,443.07725
446.288575,486.44855,443.10135
446.33235,486.4886,443.116025
446.35395,486.531325,443.136375
446.35595,486.557675,443.15105
446.380725,486.648025,443.17065
446.406825,486.745725,443.19655
446.4347,486.785075,443.222
446.482925,486.87855,443.23455
446.5275,486.92965,443.264
446.590175,486.968725,443.293525
446.617625,487.0056,443.3145
446.67265,487.02565,443.338725
446.7341,487.033425,443.36435
446.78595,487.110175,443.38885
446.8248,487.1692,443.416875
446.851975,487.225575,443.434275
446.865225,487.3282,443.46015
446.87245,487.376775,443.506825
446.905075,487.4146,443.5337
446.94285,487.484025,443.557325
446.983475,487.55155,443.5938
447.02895,487.5836,443.625775
447.05825,487.6511,443.64325
447.110875,487.697625,443.680425
447.1315,487.781025,443.705975
447.17185,487.851425,443.72725
447.219375,487.889625,443.750075
447.2548,487.95915,443.776225
447.29075,488.034725,443.79865
447.3345,488.1617,443.82895
447.363825,488.21565,443.8514
447.382525,488.24265,443.891325
447.4595,488.2791,443.922375
447.4853,488.390125,443.948325
447.526875,488.4589,443.959675
447.5804,488.5229,443.97345
447.642275,488.605275,443.9808
447.709225,488.66345,443.98615
447.73675,488.730875,444.000975
447.772525,488.78895,444.012475
447.803575,488.844125,444.02645
447.835325,488.863125,444.049775
447.87915,488.8956,444.06905
447.914875,488.925975,444.0931
447.946275,488.973475,444.126275
447.975425,488.990625,444.2296
448.02195,489.2043,444.2446
448.058825,489.311225,444.2621
448.093175,489.430275,444.283075
448.126625,489.4948,444.30235
448.1763,489.59635,444.32035
448.2234,489.703725,444.33965
448.2582,489.7372,444.356225
448.316775,489.784425,444.378625
448.360875,489.79135,444.3909
448.40125,490.0494,444.39975
448.429275,490.074875,444.40795
448.4687,490.09255,444.435225
448.4723,490.147625,444.450575
448.52075,490.1554,444.4686
448.571475,490.420825,444.480775
448.6217,490.461675,444.495925
448.62715,490.505725,444.5684
448.646475,490.533125,444.622575
448.6909,490.61525,444.636475
448.72825,490.691775,444.65045
448.763025,490.793375,444.6572
448.8238,490.87785,444.675075
448.886925,490.9116,444.685975
448.926075,490.969075,444.7007
448.98915,491.0449,444.720475
449.01995,491.1494,444.762825
449.06145,491.1708,444.791775
449.063825,491.1904,444.80415
449.078075,491.240375,444.821675
449.113125,491.3886,444.844
449.1491,491.4401,444.865125
449.1761,491.499825,444.89905
449.2467,491.523,444.9193
449.33565,491.635175,444.92875
449.443025,491.705225,444.95115
449.490175,491.79645,444.972075
449.508275,491.837225,445.0021
449.5316,491.86345,445.0221
449.549325,491.89865,445.0492
449.572075,491.92655,445.068325
449.61325,492.025125,445.097075
449.650475,492.0417,445.1305
449.7032,492.0803,445.155875
449.73705,492.11175,445.17205
449.794725,492.1508,445.195825
449.844875,492.196575,445.218025
449.8842,492.298775,445.239925
449.9468,492.4272,445.259725
449.970625,492.4825,445.274975
449.994275,492.52805,445.294725
450.05685,492.64115,445.316525
450.076525,492.6774,445.32865
450.105825,492.770025,445.3473
450.135575,492.902925,445.35175
450.176825,492.9691,445.376125
450.232075,493.080575,445.3925
450.25855,493.131025,445.4189
450.277775,493.142475,445.445825
450.293975,493.1855,445.515725
450.31045,493.259175,445.534225
450.3317,493.3228,445.5751
450.3642,493.3828,445.5941
450.40115,493.476675,445.621475
450.444575,493.513875,445.645875
450.484,493.6277,445.67055
450.505075,493.637575,445.714475
450.544275,493.795425,445.7468
450.599275,493.865425,445.762825
450.64765,493.923825,445.7865
450.684175,494.015725,445.802725
450.71085,494.0838,445.821775
450.729225,494.12835,445.8527
450.75415,494.31545,445.882975
450.7719,494.361,445.914775
450.79365,494.4357,445.9627
450.84675,494.49075,445.9888
450.881025,494.565325,446.013175
450.951975,494.61575,446.035
450.95755,494.620525,446.0727
451.00435,494.652925,446.1069
451.0317,494.67035,446.13005
451.08325,494.74565,446.210525
451.10915,494.769275,446.2352
451.1287,494.804375,446.2569
451.161725,494.91565,446.2799
451.188175,494.946475,446.294975
451.218325,495.024975,446.313925
451.239025,495.070225,446.33625
451.282075,495.07235,446.35475
451.300575,495.1469,446.3812
451.34165,495.26085,446.402825
451.3747,495.285575,446.466675
451.40135,495.306275,446.4949
451.445925,495.35155,446.570275
451.4725,495.401725,446.59495
451.507275,495.483325,446.61285
451.540925,495.523775,446.632275
451.574375,495.601875,446.6525
451.600075,495.644225,446.656425
451.632675,495.694525,446.665575
451.672675,495.830575,446.681875
451.710525,495.926725,446.711825
451.752825,496.0021,446.7375
451.782675,496.08775,446.7583
451.8081,496.119175,446.78525
451.83255,496.14845,446.803075
451.859975,496.223425,446.825525
451.90145,496.28905,446.850025
451.9375,496.351075,446.87295
451.968725,496.467275,446.892075
451.9941,496.509275,446.916125
452.03195,496.51235,446.936575
452.0633,496.600075,446.963275
452.08125,496.709625,446.997375
452.099625,496.7666,447.033325
452.162375,496.8032,447.09205
452.20945,496.9099,447.131825
452.2457,496.955275,447.1533
452.312325,497.0346,447.1758
452.343975,497.10415,447.19595
452.375525,497.111225,447.236925
452.392725,497.154675,447.26345
452.41955,497.29,447.284775
452.483825,497.42975,447.298125
452.53035,497.517575,447.31025
452.57595,497.560925,447.3348
452.5963,497.65515,447.358475
452.6225,497.715775,447.38905
452.663975,497.74545,447.427125
452.681075,497.794,447.452225
452.715725,497.8275,447.470875
452.74595,498.090875,447.5131
452.76865,498.18005,447.528425
452.79585,498.1948,447.541625
452.856575,498.2843,447.548425
452.882825,498.5329,447.593275
452.905725,498.5725,447.6066
452.930725,498.610875,447.627925
452.953025,498.64365,447.646575
452.9705,498.6816,447.666275
453.000875,498.71025,447.69575
453.037375,498.736325,447.710675
453.07075,498.7389,447.7342
453.1073,498.779825,447.758175
453.141225,498.815225,447.7797
453.16505,498.856275,447.805475
453.1868,498.901575,447.819925
453.21855,499.0112,447.8504
453.254,499.094175,447.886075
453.2893,499.1107,447.907025
453.3289,499.221025,447.95065
453.35775,499.25525,448.002375
453.3967,499.2866,448.078275
453.41445,499.31315,448.12605
453.442775,499.36585,448.143225
453.474075,499.5634,448.168025
453.4979,499.658225,448.185475
453.516775,499.6959,448.2095
453.6196,499.7557,448.22715
453.655925,499.81695,448.251325
453.692825,499.956675,448.271025
453.71395,500.003775,448.3012
453.73975,500.049125,448.32905
453.772425,500.09205,448.348975
453.821475,500.22865,448.3706
453.854125,500.234975,448.398775
453.896875,500.311325,448.422625
453.937,500.36555,448.445625
453.9733,500.367525,448.47015
454.02485,500.42975,448.48725
454.060925,500.45595,448.51765
454.09655,500.519425,448.54095
454.1169,500.61285,448.54725
454.14545,500.700675,448.5776
454.1759,500.75875,448.61095
454.2,500.816225,448.6506
454.214275,500.8714,448.666025
454.247625,500.930375,448.6801
454.27905,500.9881,448.692625
454.312675,501.019925,448.718925
454.340125,501.074525,448.731775
454.374775,501.1118,448.74985
454.402825,501.15125,448.772925
454.42475,501.259625,448.796425
454.465525,501.31065,448.8162
454.4784,501.367175,448.89945
454.49,501.427925,448.9197
454.523275,501.53185,448.943925
454.547925,501.55745,448.955075
454.600275,501.58895,448.97795
454.655425,501.60365,448.9995
454.6959,501.70875,449.001525
454.7223,501.781425,449.018525
454.74315,501.81975,449.044475
454.7959,501.908575,449.064575
454.82835,501.9783,449.0899
454.86255,502.025425,449.1218
454.888625,502.057125,449.136275
454.9167,502.10005,449.15535
454.941175,502.30045,449.182525
454.9655,502.3834,449.21195
454.998775,502.4033,449.234525
455.028775,502.574425,449.254175
455.06235,502.676325,449.2992
455.089075,502.736275,449.326975
455.1328,502.8445,449.3419
455.164125,502.8874,449.362025
455.20095,502.94525,449.413675
455.219425,503.0579,449.430625
455.241825,503.0727,449.478825
455.276375,503.263075,449.50755
455.308425,503.323,449.5503
455.336725,503.3908,449.596325
455.4061,503.436925,449.647325
455.436325,503.56285,449.687825
455.479975,503.599325,449.71815
455.508275,503.693075,449.749975
455.535475,503.89005,449.7885
455.5923,503.969775,449.813075
455.626075,503.9941,449.8388
455.646475,504.09685,449.86635
455.665125,504.108025,449.892075
455.6971,504.188425,449.915525
455.73845,504.254275,449.961875
455.79155,504.290225,449.983025
455.825525,504.3901,449.99355
455.8763,504.51825,450.0174
455.9125,504.5731,450.0386
455.92995,504.696,450.057275
455.965825,504.743475,450.072375
455.9934,504.8066,450.095875
456.016525,504.862575,450.118275
456.03715,504.907375,450.139725
456.063975,505.0006,450.16385
456.106775,505.06905,450.18265
456.13195,505.096025,450.19845
456.1562,505.137025,450.22555
456.174825,505.2834,450.2709
456.19305,505.3797,450.286125
456.221375,505.424875,450.31975
456.2686,505.471675,450.36575
456.2877,505.50605,450.39075
456.306325,505.695125,450.425
456.37395,505.713525,450.497925
456.401675,505.74115,450.531525
456.403525,505.770175,450.55225
456.45725,505.899375,450.5838
456.5115,505.9539,450.609275
456.540375,506.090725,450.6396
456.56015,506.195875,450.661125
456.575475,506.26795,450.689425
456.5961,506.282075,450.711425
456.624575,506.3444,450.74155
456.648275,506.361025,450.762875
456.6646,506.37,450.785725
456.704675,506.548575,450.816975
456.722575,506.5835,450.872175
456.771675,506.645125,450.92395
456.829875,506.6994,450.9549
456.893875,506.743,450.985
456.948175,506.808975,451.006825
456.97455,506.8872,451.03835
456.9941,507.034875,451.06745
457.06545,507.08355,451.0772
457.078925,507.131825,451.110425
457.1162,507.1408,451.132725
457.217225,507.172225,451.148625
457.2577,507.196925,451.174025
457.279025,507.233525,451.187625
457.30055,507.379875,451.218925
457.3447,507.502475,451.24125
457.381075,507.651175,451.26905
457.40515,507.769125,451.2955
457.47085,507.8301,451.314475
457.49545,507.914225,451.33
457.53405,507.9493,451.356175
457.569925,507.99975,451.38175
457.59245,508.0779,451.402175
457.61735,508.124225,451.426625
457.672875,508.18245,451.454675
457.726675,508.2357,451.474475
457.7929,508.275575,451.504075
457.8217,508.31165,451.526775
457.84655,508.373125,451.5753
457.869525,508.42275,451.604525
457.8967,508.51575,451.621875
457.931425,508.71095,451.65
457.9652,508.73425,451.675675
458.000375,508.751725,451.707825
458.036575,508.84745,451.73095
458.0587,508.89635,451.76185
458.1738,508.973575,451.780775
458.20925,509.03865,451.803625
458.243425,509.08785,451.839325
458.275375,509.1309,451.86005
458.329175,509.334775,451.891675
458.357175,509.34605,451.9165
458.37805,509.38155,451.949275
458.400025,509.409025,451.984825
458.42975,509.432875,451.99765
458.454625,509.543025,452.016675
458.48875,509.623325,452.0365
458.521,509.774175,452.050325
458.552025,509.8205,452.0683
458.5834,509.99455,452.085825
458.649575,510.0397,452.103375
458.676725,510.082725,452.12975
458.702325,510.131525,452.157925
458.751425,510.227925,452.1838
458.77095,510.3432,452.206425
458.80625,510.411975,452.227325
458.841,510.464425,452.249925
458.956225,510.523525,452.306975
459.008625,510.5845,452.3532
459.035875,510.654175,452.370425
459.0625,510.76625,452.3895
459.0891,510.7919,452.438575
459.112225,510.815675,452.4839
459.13025,510.863225,452.505525
459.169975,510.9227,452.526175
459.19555,510.939925,452.561375
459.2346,510.9678,452.58475
459.281325,511.078875,452.60385
459.324575,511.3117,452.635625
459.359525,511.38195,452.690075
459.385,511.5472,452.709525
459.423975,511.606175,452.74245
459.449225,511.636025,452.768825
459.4924,511.6528,452.82125
459.5243,511.713875,452.839975
459.54495,511.739475,452.8536
459.567925,511.7528,452.87685
459.5873,511.807625,452.892575
459.65385,511.85085,452.915625
459.6852,511.941825,452.942075
459.717875,512.026225,452.99705
459.745475,512.08425,453.0199
459.7852,512.157925,453.069675
459.801125,512.1754,453.096825
459.809925,512.203475,453.123675
459.824575,512.2396,453.148975
459.8449,512.272725,453.19605
459.8849,512.408225,453.253675
459.9314,512.4324,453.285025
459.97235,512.53165,453.305775
459.995075,512.5972,453.328825
460.024325,512.671375,453.34725
460.040425,512.691975,453.36555
460.07285,512.736525,453.3919
460.10685,512.75815,453.416125
460.12085,512.846375,453.43595
460.1656,512.8933,453.46965
460.18855,512.921675,453.4928
460.223175,512.9422,453.519675
460.259025,512.983625,453.54375
460.29355,513.119525,453.559575
460.34565,513.1725,453.600425
460.368,513.251175,453.649375
460.39355,513.295925,453.70215
460.445375,513.341275,453.720425
460.4728,513.433375,453.73885
460.500575,513.48175,453.76585
460.51745,513.522875,453.78975
460.56725,513.56325,453.81345
460.641475,513.626525,453.842275
460.68505,513.77735,453.870825
460.7347,513.831875,453.945425
460.751,513.882575,453.9658
460.789575,514.029375,454.0044
460.8204,514.0858,454.02845
460.84335,514.122125,454.046425
460.87925,514.15195,454.072525
460.904925,514.24175,454.111825
460.924675,514.27185,454.13955
460.959675,514.28075,454.14215
461.021725,514.47415,454.154525
461.058375,514.549875,454.172575
461.0864,514.603575,454.20735
461.144575,514.669575,454.25925
461.1816,514.723025,454.302725
461.196225,514.7687,454.3221
461.212375,514.7966,454.3557
461.231825,514.849775,454.3909
461.24785,514.927275,454.423225
461.269825,514.98265,454.458225
461.302025,515.059925,454.482675
461.3366,515.1677,454.505025
461.36685,515.3368,454.52245
461.3868,515.41855,454.5449
461.430075,515.4903,454.593225
461.525125,515.540925,454.634525
461.557725,515.62375,454.67825
461.61585,515.741125,454.722025
461.642775,515.821425,454.748825
461.674175,515.83725,454.7975
461.728725,515.88165,454.824375
461.754225,515.965975,454.84895
461.8018,515.991675,454.8706
461.8339,516.063325,454.8846
461.85415,516.1011,454.90975
461.884575,516.23215,454.926225
461.920275,516.304575,454.9766
461.95845,516.3515,454.99525
461.99565,516.393575,455.020875
462.017,516.48665,455.041775
462.0446,516.566875,455.0801
462.063325,516.646575,455.1397
462.076425,516.6756,455.157275
462.092325,516.718175,455.18305
462.1107,516.887725,455.2004
462.133175,517.022875,455.215275
462.1645,517.127175,455.23455
462.188475,517.1794,455.24715
462.21515,517.26325,455.279825
462.2467,517.463775,455.3075
462.27375,517.534125,455.3303
462.2958,517.582875,455.36145
462.318825,517.608875,455.383125
462.332775,517.630925,455.410125
462.346375,517.7468,455.443725
462.36995,517.787925,455.468425
462.413125,517.815575,455.535025
462.434925,517.88255,455.5618
462.4543,518.0911,455.58105
462.48135,518.241975,455.610675
462.4938,518.291875,455.6333
462.5162,518.32445,455.64715
462.5329,518.38015,455.6622
462.545425,518.509225,455.6747
462.5611,518.539775,455.69395
462.57775,518.592625,455.741275
462.59345,518.6406,455.8684
462.621175,518.707525,455.89245
462.632975,518.738925,455.92085
462.6399,518.8445,455.9331
462.661,518.92365,455.94895
462.670525,518.9656,455.955175
462.69155,519.047175,455.962975
462.709575,519.1082,455.97695
462.737675,519.128775,455.992875
462.762225,519.22015,456.0055
462.785675,519.227925,456.0197
462.827825,519.260125,456.030975
462.8429,519.292475,456.043425
462.853825,519.318,456.06085
462.893425,519.436025,456.0723
462.90915,519.49255,456.08705
462.932725,519.599875,456.1028
462.9569,519.69365,456.118825
462.9881,519.745825,456.14545
463.00035,519.853975,456.1983
463.03095,519.95375,456.2474
463.044275,519.991475,456.28205
463.0684,520.04785,456.323675
463.0933,520.09125,456.3544
463.1182,520.129825,456.372
463.1512,520.139775,456.38795
463.172825,520.193,456.416225
463.193875,520.262625,456.459175
463.211625,520.268625,456.5042
463.226625,520.35935,456.53975
463.249575,520.418575,456.565975
463.331125,520.44565,456.6041
463.364275,520.5145,456.6405
463.38865,520.67545,456.65345
463.4023,520.7333,456.6642
463.423725,520.761575,456.6798
463.4582,520.777475,456.699575
463.48025,520.841,456.7114
463.49555,520.92725,456.728675
463.5291,520.944625,456.741475
463.58555,521.074225,456.774475
463.60715,521.09195,456.788775
463.623725,521.162125,456.8139
463.6529,521.333925,456.830175
463.67925,521.4239,456.851475
463.7206,521.51255,456.88505
463.75945,521.567125,456.919575
463.7943,521.58785,456.96495
463.83215,521.624175,456.98545
463.884625,521.67435,457.0302
463.911925,521.711775,457.06565
463.94665,521.740925,457.087875
463.9734,521.7683,457.166125
464.007175,521.859025,457.195275
464.038275,521.94235,457.21605
464.079525,521.9722,457.2565
464.1053,522.002675,457.2898
464.130075,522.083875,457.3294
464.168475,522.162175,457.344325
464.2145,522.2439,457.361475
464.24065,522.3483,457.378725
464.2677,522.39175,457.389325
464.2953,522.459075,457.422375
464.340125,522.567475,457.439875
464.36345,522.7628,457.46295
464.4082,522.803475,457.4799
464.440625,522.852475,457.521075
464.49405,522.8821,457.554025
464.5273,523.0804,457.5941
464.557325,523.2151,457.627875
464.588175,523.244675,457.67715
464.650925,523.286225,457.71935
464.677225,523.38975,457.7531
464.7316,523.4005,457.8001
464.7433,523.4172,457.848875
464.768725,523.45895,457.889275
464.796475,523.491625,457.9176
464.82335,523.531075,457.94345
464.88625,523.55935,457.975425
464.9119,523.5763,458.0101
464.9393,523.609,458.022875
464.964475,523.6212,458.04075
464.9962,523.705675,458.0641
465.0327,523.8006,458.120725
465.06745,523.8766,458.167625
465.09665,523.9424,458.212425
465.1518,523.9917,458.2578
465.2322,524.026175,458.2994
465.282875,524.0904,458.336075
465.336775,524.14255,458.354475
465.3842,524.2541,458.371875
465.410925,524.330025,458.3848
465.43495,524.3868,458.405425
465.47785,524.41125,458.42495
465.512175,524.458425,458.4515
465.545775,524.504575,458.471575
465.5656,524.533425,458.483475
465.59415,524.55665,458.501725
465.656575,524.65505,458.54645
465.737275,524.66595,458.583775
465.775025,524.736875,458.60545
465.7946,524.79405,458.685525
465.834075,524.990525,458.709125
465.85835,525.12315,458.74285
465.889575,525.159725,458.790775
465.946325,525.220925,458.847475
465.972675,525.282825,458.89335
466.0008,525.3617,458.9313
466.027075,525.4186,458.9705
466.091475,525.4553,459.001625
466.113125,525.5762,459.036325
466.150375,525.6389,459.056
466.187025,525.723675,459.0914
466.242125,525.779475,459.1195
466.2726,525.816775,459.133075
466.3,525.825275,459.1541
466.3414,525.879575,459.1763
466.3766,526.03455,459.2173
466.400175,526.0683,459.238175
466.492475,526.08615,459.263025
466.516925,526.19325,459.30625
466.55165,526.244225,459.335325
466.588875,526.32595,459.369225
466.62135,526.3967,459.418675
466.64755,526.43865,459.47745
466.665875,526.536525,459.4929
466.6972,526.57745,459.530475
466.7279,526.696375,459.55065
466.74755,526.701875,459.5757
466.76215,526.7186,459.603925
466.783975,526.836325,459.6259
466.80335,526.8854,459.65935
466.8417,526.9567,459.6983
466.859875,527.011025,459.71585
466.8776,527.146425,459.740975
466.91245,527.178575,459.761475
466.92745,527.218,459.78495
466.96315,527.274325,459.8101
466.99215,527.3194,459.834775
467.02975,527.37765,459.851575
467.068825,527.414775,459.91025
467.095925,527.449925,459.966375
467.132525,527.4699,459.99005
467.13375,527.530475,460.02615
467.1808,527.628575,460.0489
467.1975,527.674725,460.070625
467.224275,527.7367,460.102325
467.247675,527.865025,460.122675
467.267625,527.873275,460.1381
467.286475,527.95225,460.1596
467.3048,528.155925,460.173475
467.361275,528.199,460.2027
467.394125,528.302575,460.2247
467.419875,528.35,460.25075
467.461325,528.415975,460.2762
467.498725,528.451825,460.35475
467.523875,528.478875,460.3995
467.58725,528.507175,460.429175
467.6063,528.540925,460.44585
467.631175,528.596675,460.464225
467.662475,528.657475,460.485725
467.68565,528.7046,460.506025
467.7782,528.706475,460.528475
467.83985,528.7657,460.54765
467.8884,528.8224,460.582075
467.9206,528.85835,460.6167
467.9577,528.907525,460.63835
467.985125,528.961475,460.693375
468.031975,528.964425,460.718525
468.06585,529.131675,460.7657
468.10045,529.1902,460.788075
468.132425,529.3312,460.803475
468.22435,529.378775,460.817625
468.244325,529.434075,460.8332
468.298325,529.462325,460.85665
468.329825,529.483075,460.88025
468.382825,529.5351,460.8997
468.42635,529.567525,460.942575
468.44425,529.6578,460.981
468.4651,529.756275,461.004425
468.4948,529.8216,461.048775
468.54645,529.88855,461.073
468.575425,530.02785,461.0922
468.60685,530.0991,461.12335
468.63725,530.203525,461.15365
468.67325,530.327075,461.181175
468.713775,530.349525,461.1994
468.7378,530.380325,461.213475
468.76405,530.413225,461.229275
468.7944,530.50715,461.2457
468.838375,530.569275,461.26305
468.8586,530.854625,461.2864
468.883175,530.96045,461.313
468.906125,531.138775,461.33
468.934175,531.17155,461.349025
468.95745,531.1997,461.38275
468.99295,531.228125,461.422025
469.028025,531.274375,461.4529
469.0518,531.40375,461.489825
469.09045,531.49315,461.518375
469.120225,531.531975,461.554225
469.1415,531.5887,461.584925
469.175275,531.6328,461.598975
469.2117,531.662425,461.626675
469.250575,531.691625,461.65525
469.281425,531.85685,461.676825
469.3296,531.890275,461.7291
469.389775,531.9526,461.752825
469.40915,531.989025,461.795775
469.428325,532.0132,461.832775
469.4455,532.063875,461.84775
469.4704,532.204125,461.8718
469.50675,532.25815,461.896125
469.539425,532.29095,461.9139
469.5747,532.345875,461.94285
469.6077,532.4245,461.963375
469.656025,532.453,461.999075
469.688825,532.466775,462.018175
469.715375,532.5253,462.0323
469.741325,532.643975,462.05985
469.781325,532.73035,462.075275
469.80045,532.849525,462.0945
469.837975,532.8845,462.117925
469.858125,532.974325,462.162475
469.881625,533.060525,462.188575
469.908575,533.072375,462.2653
469.93085,533.099775,462.27445
469.951,533.2512,462.2924
469.97495,533.37595,462.341875
470.01445,533.442375,462.39625
470.0439,533.479175,462.41335
470.0867,533.494275,462.432375
470.1151,533.6068,462.460825
470.162325,533.70055,462.477775
470.21825,533.748275,462.525225
470.2422,533.7504,462.61285
470.2727,533.7835,462.65925
470.30555,533.924975,462.6735
470.34275,534.0316,462.6907
470.363125,534.1241,462.713975
470.406975,534.345275,462.739925
470.4385,534.4019,462.779725
470.4674,534.508125,462.83055
470.5066,534.6296,462.863825
470.535725,534.67885,462.888775
470.56925,534.8144,462.92815
470.588525,534.90195,462.9557
470.642275,534.99015,462.97875
470.71535,534.99535,462.999025
470.77395,535.0598,463.047625
470.8166,535.1163,463.083625
470.84715,535.1316,463.1199
470.8852,535.184675,463.136175
470.933325,535.1899,463.160275
470.971975,535.249325,463.18575
471.0005,535.42995,463.217825
471.03495,535.48675,463.23825
471.06295,535.550225,463.25695
471.086825,535.60795,463.274925
471.115225,535.69585,463.305525
471.15365,535.7298,463.33145
471.182425,535.770375,463.351375
471.205275,535.86285,463.401175
471.238725,535.891,463.420525
471.25565,535.951975,463.4495
471.284075,536.02505,463.481
471.31095,536.125925,463.50935
471.341825,536.15935,463.546725
471.366725,536.204575,463.5718
471.39445,536.28965,463.619525
471.440975,536.3328,463.656325
471.460875,536.34225,463.688275
471.535575,536.3899,463.706875
471.56395,536.48815,463.7285
471.6077,536.610425,463.749375
471.61945,536.661525,463.7745
471.640025,536.708075,463.786575
471.688875,536.780525,463.812225
471.70845,536.84445,463.834975
471.723275,536.87295,463.8632
471.7455,536.926625,463.8886
471.773825,536.998625,463.910075
471.817425,537.130375,463.93185
471.84445,537.297625,463.97225
471.8632,537.43705,464.000025
471.88435,537.53975,464.04185
471.91315,537.57475,464.080125
471.934975,537.6101,464.10755
471.973125,537.7271,464.131975
472.0091,537.736425,464.161875
472.029275,537.76575,464.20265
472.076225,537.87465,464.234475
472.091375,537.968825,464.253025
472.123825,538.033125,464.282075
472.127425,538.08145,464.3144
472.169725,538.10875,464.333225
472.1883,538.11255,464.3775
472.2217,538.153125,464.411575
472.2516,538.277325,464.47995
472.294925,538.351,464.49695
472.3195,538.472825,464.5136
472.3458,538.562725,464.5356
472.370275,538.612825,464.54925
472.3952,538.649525,464.573525
472.4226,538.7011,464.59035
472.459,538.804975,464.610525
472.505525,538.912075,464.6308
472.532275,539.045175,464.651825
472.561325,539.086175,464.7367
472.580125,539.19095,464.78145
472.6157,539.20805,464.80435
472.645325,539.296725,464.837425
472.665525,539.34515,464.86815
472.689625,539.395575,464.913725
472.709525,539.471525,464.9358
472.7438,539.5369,464.94555
472.774525,539.5672,464.969975
472.829975,539.570175,464.983175
472.865275,539.714375,465.00325
472.893525,539.734325,465.02005
472.918875,539.847325,465.044775
472.972575,539.96105,465.046725
473.02335,540.11425,465.07765
473.05175,540.133725,465.092075
473.079025,540.1474,465.137875
473.1926,540.17505,465.17675
473.2255,540.261975,465.211625
473.2567,540.311175,465.2555
473.28365,540.375175,465.291325
473.356725,540.41175,465.3108
473.388675,540.534725,465.345925
473.42805,540.592375,465.372525
473.471775,540.714,465.3918
473.5262,540.764125,465.41585
473.565825,540.886475,465.426925
473.6101,540.9207,465.448925
473.641225,540.97415,465.474225
473.669175,541.020075,465.538325
473.7123,541.098875,465.573
473.73435,541.167025,465.5958
473.7869,541.22765,465.6783
473.8202,541.360925,465.720175
473.865,541.49015,465.73845
473.88445,541.53325,465.75915
473.912825,541.62415,465.782925
473.938425,541.654425,465.80515
473.9748,541.7016,465.846625
474.003725,541.766325,465.86535
474.029625,541.8381,465.894825
474.05425,541.9713,465.91625
474.08085,542.081425,465.934525
474.11285,542.100925,465.94875
474.145975,542.1682,465.963975
474.17105,542.24755,465.992975
474.19175,542.2921,466.01595
474.2144,542.4612,466.05245
474.23785,542.689525,466.07895
474.27705,542.722475,466.1002
474.309125,542.73545,466.138075
474.3253,542.750875,466.185925
474.37715,542.89545,466.211175
474.398025,542.9822,466.2565
474.4182,543.04135,466.2896
474.441925,543.1006,466.32725
474.493625,543.15765,466.36455
474.516625,543.2508,466.389375
474.544625,543.30165,466.424675
474.565325,543.316825,466.452525
474.569575,543.441825,466.51905
474.59845,543.483,466.549775
474.633325,543.49055,466.565
474.688425,543.54075,466.596825
474.734525,543.57285,466.6225
474.7574,543.60605,466.655825
474.79805,543.6266,466.68065
474.82345,543.669275,466.70355
474.850025,543.78205,466.7224
474.89725,543.8164,466.74535
474.92185,543.97375,466.75935
474.943025,544.0408,466.7818
474.9729,544.088625,466.808175
475.0228,544.1272,466.8388
475.074125,544.165725,466.864625
475.120975,544.2218,466.88355
475.151675,544.266525,466.906675
475.179725,544.33595,466.950675
475.2123,544.513975,466.976475
475.24575,544.5608,467.01725
475.280575,544.684925,467.070825
475.313925,544.819025,467.1266
475.341625,544.879225,467.1525
