SPK_SPKC10a (excited),SPK_SPKC12a (NA),SPK_SPKC13a (NA),SPK_SPKC14a (no effect),SPK_SPKC16a (NA)
,45.5257,,286.73355,237.318775
,45.535625,,286.78995,237.337175
,45.56795,,286.8274,237.53775
,45.58135,,286.9712,237.91965
,45.633225,,287.12065,237.94975
,45.65445,,287.22455,237.99445
,45.6994,,287.459225,238.085825
,45.734675,,287.505325,238.1135
,45.74425,,287.6574,238.252775
,45.7879,,287.6799,238.360325
,45.802025,,287.71465,238.37665
,45.827025,,287.973775,238.5325
,45.84025,,288.0363,238.62595
,45.902625,,288.10935,239.0361
,45.915075,,289.17045,239.3612
,45.974425,,292.70255,239.4786
,45.9837,,295.143875,239.53895
,46.001525,,295.6207,239.552425
,46.020775,,295.794725,239.664725
,46.0688,,296.07695,239.823175
,46.079975,,297.1309,239.9892
,46.092475,,297.263225,240.17325
,46.119925,,297.472325,240.319775
,46.128325,,298.468775,240.341125
,46.13605,,300.698475,240.375075
,46.153525,,301.414325,240.43
,46.189575,,301.975375,240.4873
,46.2086,,303.794625,240.505925
,46.216975,,304.4477,240.541275
,46.22455,,304.7912,240.597775
,46.242825,,305.0285,240.6614
,46.25065,,305.58925,240.6802
,46.269025,,305.888475,240.7524
,46.28155,,305.987825,240.9217
,46.296025,,306.1417,240.971
,46.303425,,307.04145,241.0288
,46.38795,,308.164075,241.074075
,46.4438,,308.7794,241.124525
,46.461625,,309.0141,241.219125
,46.503,,309.506425,241.396225
,46.55555,,309.577275,241.4552
,46.5967,,309.73755,241.89725
,46.614,,309.7712,242.330025
,46.656975,,309.83755,242.879625
,46.706025,,311.187225,243.0101
,46.79165,,,243.199325
,46.80635,,,243.507075
,46.8161,,,243.567225
,46.9391,,,243.6081
,46.95535,,,243.7247
,47.104625,,,243.808325
,47.12615,,,243.96845
,47.216075,,,243.990225
,47.27335,,,244.02065
,47.2999,,,244.054375
,47.351875,,,244.0982
,47.3869,,,244.314125
,47.4129,,,244.347275
,47.464725,,,244.522675
,47.495225,,,244.67515
,47.529625,,,244.768375
,47.55525,,,244.929875
,47.5924,,,244.9651
,47.611775,,,245.19805
,47.651,,,245.273025
,47.68295,,,245.398975
,47.72695,,,245.71155
,47.734475,,,246.190125
,47.8528,,,246.270675
,47.86865,,,246.34165
,47.964775,,,246.5394
,48.062825,,,246.67785
,48.1581,,,246.8555
,48.180025,,,247.103525
,48.1992,,,247.140525
,48.208475,,,247.205525
,48.310975,,,247.3475
,48.382775,,,247.47565
,48.400125,,,247.571925
,48.40715,,,247.6175
,48.4138,,,247.63815
,48.416425,,,247.6628
,48.435625,,,247.7516
,48.475875,,,248.1016
,48.549525,,,248.18405
,48.6433,,,248.2512
,48.675725,,,248.323825
,48.726825,,,248.40675
,48.745075,,,248.510325
,48.761425,,,248.5437
,48.78395,,,248.625275
,48.81415,,,248.7414
,48.82305,,,248.8051
,48.94405,,,248.82735
,49.039825,,,248.84735
,49.066075,,,248.89205
,49.0801,,,249.05925
,49.095,,,249.2224
,49.142125,,,249.329325
,49.1793,,,249.415425
,49.26215,,,249.4313
,49.27205,,,249.518275
,49.3095,,,249.846125
,49.33975,,,249.999775
,49.398575,,,250.170625
,49.6139,,,250.20705
,49.632925,,,250.447525
,49.663375,,,250.476
,49.7453,,,250.497225
,49.85225,,,250.553825
,49.862075,,,251.04535
,49.9395,,,251.0857
,49.9945,,,251.167525
,50.015125,,,251.2104
,50.058425,,,251.296525
,50.118575,,,251.461275
,50.25565,,,251.793175
,50.276275,,,251.856525
,50.28405,,,251.9773
,50.405925,,,252.3636
,50.43415,,,252.440025
,50.556725,,,252.4574
,50.576575,,,252.6045
,50.606075,,,252.62915
,50.732625,,,252.809275
,50.746875,,,252.9574
,50.7697,,,253.00595
,50.807925,,,253.120875
,50.8263,,,253.2097
,50.874125,,,253.26685
,50.9179,,,253.368475
,50.94375,,,253.69495
,51.02015,,,253.81345
,51.039175,,,253.859525
,51.107175,,,253.92815
,51.17335,,,254.2512
,51.21065,,,254.3545
,51.2641,,,254.528775
,51.289325,,,254.604775
,51.3015,,,254.771225
,51.3171,,,255.00825
,51.3274,,,255.2334
,51.35875,,,255.283625
,51.381125,,,255.3565
,51.4106,,,255.4409
,51.464725,,,255.4833
,51.52485,,,255.6397
,51.571875,,,255.662
,51.658925,,,255.777625
,51.669,,,255.9332
,51.67625,,,256.0092
,51.8128,,,256.209425
,51.93175,,,256.459925
,51.961525,,,256.503025
,52.050025,,,256.76135
,52.11615,,,256.792175
,52.301525,,,256.82345
,52.346525,,,256.882925
,52.385475,,,257.19605
,52.493575,,,257.51525
,52.52595,,,257.580775
,52.569725,,,257.7074
,52.59895,,,258.0402
,52.61375,,,258.05665
,52.6259,,,258.117075
,52.636225,,,258.27155
,52.644475,,,258.355075
,52.678125,,,258.421075
,52.686725,,,258.444225
,52.7143,,,258.585325
,52.725175,,,258.695275
,52.794525,,,258.858825
,52.8057,,,258.8983
,52.873875,,,258.98095
,52.9008,,,259.0601
,52.91465,,,259.219525
,52.935725,,,259.3465
,52.971625,,,259.49005
,53.0372,,,259.5766
,53.060425,,,259.60745
,53.118125,,,259.7489
,53.126775,,,259.78815
,53.1366,,,259.89865
,53.148175,,,260.021525
,53.1579,,,260.21705
,53.167075,,,260.230725
,53.197,,,260.2608
,53.214675,,,260.273325
,53.22875,,,260.302275
,53.252125,,,260.313
,53.25665,,,260.334675
,53.28335,,,260.40565
,53.357225,,,260.445525
,53.376425,,,260.5219
,53.411625,,,260.6975
,53.43415,,,260.76385
,53.453025,,,261.04
,53.467225,,,261.117075
,53.4784,,,261.1359
,53.50855,,,261.22285
,53.55475,,,261.4254
,53.563625,,,261.557725
,53.575325,,,261.677525
,53.611325,,,261.705325
,53.624325,,,261.821825
,53.674075,,,261.840725
,53.689875,,,261.94945
,53.704775,,,262.00405
,53.747125,,,262.0664
,53.853375,,,262.12475
,53.858125,,,262.4086
,53.919175,,,262.42805
,53.939475,,,262.65995
,53.96595,,,262.7947
,54.01165,,,262.8924
,54.02255,,,262.98605
,54.035425,,,263.0224
,54.053475,,,263.04165
,54.0836,,,263.05305
,54.141125,,,263.10065
,54.151675,,,263.221
,54.16095,,,263.263175
,54.177475,,,263.29735
,54.2049,,,263.468725
,54.2272,,,263.4909
,54.23685,,,263.63195
,54.257925,,,263.92935
,54.307875,,,264.02785
,54.356625,,,264.0507
,54.423275,,,264.1381
,54.485425,,,264.293
,54.5728,,,264.37065
,54.64165,,,264.4246
,54.716375,,,264.702575
,54.797475,,,264.74075
,54.8527,,,264.799075
,54.8649,,,265.024875
,54.889425,,,265.1412
,54.9004,,,266.0618
,54.924475,,,266.188325
,54.9659,,,266.3652
,54.993825,,,266.3756
,55.016275,,,266.550225
,55.06515,,,266.565
,55.09735,,,266.583475
,55.1182,,,266.6023
,55.180625,,,266.808625
,55.25085,,,266.857175
,55.2648,,,266.87345
,55.275025,,,266.92785
,55.2849,,,266.959225
,55.334375,,,267.079425
,55.348,,,267.232425
,55.3937,,,267.472875
,55.460375,,,267.581575
,55.484675,,,267.686825
,55.538175,,,267.8744
,55.568475,,,267.904375
,55.583575,,,268.214875
,55.621825,,,268.267925
,55.63855,,,268.2933
,55.639825,,,268.33545
,55.6576,,,268.4236
,55.695825,,,268.880175
,55.7123,,,269.05925
,55.724275,,,269.42635
,55.796625,,,269.535975
,55.80925,,,269.667825
,55.862175,,,269.764825
,55.8947,,,270.2086
,55.91065,,,270.5162
,56.05185,,,270.580275
,56.121675,,,270.634925
,56.139125,,,270.922275
,56.152025,,,271.496675
,56.173425,,,271.8121
,56.20465,,,272.051
,56.25325,,,272.882175
,56.26545,,,273.0999
,56.34905,,,273.232775
,56.383275,,,273.5137
,56.448075,,,273.543675
,56.457625,,,273.6578
,56.4786,,,273.680725
,56.4878,,,273.8133
,56.498875,,,273.84005
,56.53325,,,273.94315
,56.54835,,,274.0143
,56.568,,,274.19575
,56.57655,,,274.235825
,56.589875,,,274.69285
,56.63365,,,274.76565
,56.694425,,,275.915425
,56.7464,,,275.97895
,56.76065,,,276.523375
,56.77015,,,276.644425
,56.80115,,,276.667075
,56.810725,,,276.692275
,56.828425,,,276.719025
,56.848075,,,276.73305
,56.871,,,276.75175
,56.8822,,,276.89635
,56.9026,,,276.92185
,56.913975,,,277.0439
,56.94915,,,277.086675
,56.966125,,,277.347325
,56.985375,,,277.38775
,57.011925,,,277.4054
,57.031,,,277.447325
,57.040025,,,277.98125
,57.0496,,,278.039975
,57.0873,,,278.4515
,57.105525,,,279.6477
,57.123275,,,279.810275
,57.153625,,,280.476675
,57.163475,,,280.575925
,57.175625,,,280.771025
,57.19035,,,280.78915
,57.214525,,,280.7961
,57.2234,,,281.15505
,57.2347,,,281.43655
,57.27105,,,281.5211
,57.28175,,,281.533975
,57.2922,,,281.595475
,57.322225,,,281.62265
,57.36055,,,281.668975
,57.3754,,,281.69225
,57.4042,,,282.1403
,57.4187,,,282.211025
,57.44165,,,282.5978
,57.467725,,,282.6168
,57.508,,,282.7184
,57.5155,,,282.805525
,57.5921,,,282.88035
,57.62305,,,283.2025
,57.759375,,,283.87375
,57.7906,,,283.928175
,57.849825,,,284.825125
,57.95775,,,285.03625
,57.971925,,,285.314925
,57.9927,,,285.475225
,58.12665,,,285.5448
,58.1589,,,285.606775
,58.381275,,,285.6357
,58.3916,,,285.808925
,58.413075,,,285.886075
,58.4172,,,285.943825
,58.467725,,,286.239625
,58.501075,,,286.4645
,58.71105,,,286.505175
,58.73835,,,286.5522
,58.78515,,,287.25205
,58.82635,,,287.5591
,58.840375,,,287.704025
,58.888225,,,287.77275
,58.92475,,,287.990825
,58.99165,,,288.13635
,59.0066,,,288.172475
,59.088975,,,288.256225
,59.10845,,,288.295475
,59.275225,,,288.34645
,59.290775,,,288.485025
,59.30505,,,288.514075
,59.3138,,,288.834625
,59.33055,,,288.945025
,59.34125,,,289.02935
,59.35185,,,289.278175
,59.36625,,,289.394025
,59.4216,,,289.731875
,59.449025,,,289.81625
,59.48125,,,289.9393
,59.550025,,,290.076775
,59.595075,,,290.355575
,59.617625,,,290.9138
,59.638575,,,291.44455
,59.6598,,,291.542225
,59.687125,,,291.7664
,59.7056,,,292.0682
,59.72555,,,292.516125
,59.7297,,,293.1276
,59.7405,,,293.2493
,59.757625,,,294.9575
,59.7866,,,295.09305
,59.8543,,,295.1444
,59.92735,,,295.294125
,59.9619,,,295.40485
,59.987225,,,295.91675
,60.01745,,,296.046825
,60.052225,,,296.394025
,60.0533,,,297.37455
,60.069475,,,297.789825
,60.093925,,,301.426475
,60.120125,,,304.34375
,60.137825,,,305.1572
,60.1755,,,308.846425
,60.185275,,,308.9289
,60.2053,,,309.111925
,60.22315,,,309.374
,60.239375,,,309.482625
,60.24815,,,309.6365
,60.257375,,,309.73175
,60.285675,,,309.86045
,60.301625,,,309.923275
,60.309275,,,309.950575
,60.330275,,,310.003075
,60.344475,,,310.294275
,60.38905,,,310.7696
,60.411975,,,310.82685
,60.451575,,,311.1175
,60.48075,,,311.551875
,60.50325,,,311.605
,60.521675,,,311.83065
,60.56705,,,312.310275
,60.59935,,,312.35385
,60.615,,,312.407275
,60.6422,,,312.444625
,60.65195,,,312.470675
,60.6721,,,312.49965
,60.691825,,,312.588
,60.7013,,,312.66795
,60.711975,,,312.788575
,60.721425,,,313.200475
,60.729,,,313.349025
,60.740775,,,313.563775
,60.744775,,,314.3461
,60.78985,,,
,60.8133,,,
,60.8399,,,
,60.8753,,,
,60.8846,,,
,60.9093,,,
,60.920025,,,
,60.92925,,,
,60.953325,,,
,60.98115,,,
,60.989175,,,
,61.0153,,,
,61.0371,,,
,61.059325,,,
,61.06715,,,
,61.17585,,,
,61.204575,,,
,61.228225,,,
,61.25195,,,
,61.273025,,,
,61.28865,,,
,61.349025,,,
,61.35755,,,
,61.366,,,
,61.376,,,
,61.425325,,,
,61.492875,,,
,61.51025,,,
,61.556925,,,
,61.661975,,,
,61.671375,,,
,61.688975,,,
,61.70565,,,
,61.719775,,,
,61.731775,,,
,61.7445,,,
,61.75695,,,
,61.774825,,,
,61.787825,,,
,61.842825,,,
,61.84945,,,
,61.883325,,,
,61.891525,,,
,61.898925,,,
,61.91135,,,
,61.950625,,,
,61.960625,,,
,61.9673,,,
,61.9758,,,
,61.985125,,,
,62.026,,,
,62.04465,,,
,62.068275,,,
,62.070175,,,
,62.106225,,,
,62.132925,,,
,62.15875,,,
,62.173,,,
,62.18375,,,
,62.2132,,,
,62.230725,,,
,62.25645,,,
,62.280075,,,
,62.3201,,,
,62.368875,,,
,62.40305,,,
,62.4201,,,
,62.434325,,,
,62.456,,,
,62.470375,,,
,62.4803,,,
,62.53555,,,
,62.544625,,,
,62.55405,,,
,62.56325,,,
,62.579375,,,
,62.65925,,,
,62.685875,,,
,62.71945,,,
,62.73025,,,
,62.759025,,,
,62.77535,,,
,62.797175,,,
,62.798325,,,
,62.842425,,,
,62.855725,,,
,62.87115,,,
,62.897325,,,
,62.9003,,,
,62.914725,,,
,62.9219,,,
,62.934625,,,
,62.949975,,,
,63.09945,,,
,63.149125,,,
,63.234775,,,
,63.23795,,,
,63.30555,,,
,63.324875,,,
,63.33165,,,
,63.350225,,,
,63.354825,,,
,63.374225,,,
,63.4641,,,
,63.583875,,,
,63.637875,,,
,63.65665,,,
,63.766275,,,
,63.788825,,,
,63.8189,,,
,63.83155,,,
,63.846125,,,
,63.8571,,,
,63.868525,,,
,63.877475,,,
,63.88685,,,
,63.9286,,,
,63.93685,,,
,63.9548,,,
,63.9735,,,
,64.040875,,,
,64.0452,,,
,64.09265,,,
,64.10575,,,
,64.15665,,,
,64.1949,,,
,64.28405,,,
,64.289075,,,
,64.312375,,,
,64.321075,,,
,64.375525,,,
,64.401575,,,
,64.4191,,,
,64.437925,,,
,64.45805,,,
,64.4796,,,
,64.5502,,,
,64.60565,,,
,64.6363,,,
,64.674175,,,
,64.68525,,,
,64.7188,,,
,64.751375,,,
,64.7594,,,
,64.837225,,,
,64.86155,,,
,64.863575,,,
,64.882825,,,
,64.915625,,,
,64.941675,,,
,64.95,,,
,65.01995,,,
,65.0776,,,
,65.1377,,,
,65.2074,,,
,65.355875,,,
,65.443775,,,
,65.45345,,,
,65.462725,,,
,65.47305,,,
,65.494975,,,
,65.5121,,,
,65.54615,,,
,65.5655,,,
,65.5784,,,
,65.591375,,,
,65.60185,,,
,65.613025,,,
,65.621975,,,
,65.653825,,,
,65.6905,,,
,65.697525,,,
,65.70775,,,
,65.7091,,,
,65.7186,,,
,65.740425,,,
,65.755625,,,
,65.76245,,,
,65.78505,,,
,65.819475,,,
,65.87775,,,
,65.879925,,,
,65.883825,,,
,65.89825,,,
,65.951175,,,
,65.980325,,,
,66.001175,,,
,66.028375,,,
,66.0367,,,
,66.047725,,,
,66.062525,,,
,66.0858,,,
,66.149725,,,
,66.16005,,,
,66.220925,,,
,66.262275,,,
,66.29525,,,
,66.37955,,,
,66.406725,,,
,66.546625,,,
,66.688575,,,
,66.70355,,,
,66.725525,,,
,66.7392,,,
,66.755625,,,
,66.781475,,,
,66.823925,,,
,67.051875,,,
,67.070125,,,
,67.0841,,,
,67.147625,,,
,67.241525,,,
,67.266075,,,
,67.274775,,,
,67.379225,,,
,67.41465,,,
,67.474175,,,
,67.52065,,,
,67.541125,,,
,67.6728,,,
,67.6823,,,
,67.692825,,,
,67.69895,,,
,67.70825,,,
,67.735975,,,
,67.771375,,,
,67.79935,,,
,67.81465,,,
,67.832825,,,
,67.84105,,,
,67.85135,,,
,67.886875,,,
,67.90435,,,
,67.9755,,,
,67.97755,,,
,67.98685,,,
,68.0009,,,
,68.0599,,,
,68.112475,,,
,68.127925,,,
,68.135875,,,
,68.1418,,,
,68.1476,,,
,68.154125,,,
,68.166375,,,
,68.1805,,,
,68.19465,,,
,68.212625,,,
,68.2289,,,
,68.248775,,,
,68.266,,,
,68.291325,,,
,68.309525,,,
,68.331375,,,
,68.3478,,,
,68.351375,,,
,68.436075,,,
,68.46095,,,
,68.478625,,,
,68.49805,,,
,68.528075,,,
,68.536675,,,
,68.54525,,,
,68.5568,,,
,68.579025,,,
,68.6434,,,
,68.65235,,,
,68.706475,,,
,68.782025,,,
,68.79205,,,
,68.910725,,,
,68.919275,,,
,68.99,,,
,69.23535,,,
,69.257025,,,
,69.2707,,,
,69.295275,,,
,69.304675,,,
,69.5243,,,
,69.578075,,,
,69.593925,,,
,69.6127,,,
,69.65025,,,
,69.663825,,,
,69.69585,,,
,69.706475,,,
,69.72255,,,
,69.728525,,,
,69.74915,,,
,69.81725,,,
,69.895275,,,
,69.904,,,
,69.9313,,,
,69.95805,,,
,69.984125,,,
,69.9989,,,
,70.000575,,,
,70.0106,,,
,70.017525,,,
,70.0277,,,
,70.04255,,,
,70.05965,,,
,70.090775,,,
,70.15485,,,
,70.16785,,,
,70.178875,,,
,70.191875,,,
,70.2115,,,
,70.2419,,,
,70.28225,,,
,70.323775,,,
,70.3556,,,
,70.372275,,,
,70.400425,,,
,70.41855,,,
,70.42845,,,
,70.438125,,,
,70.4516,,,
,70.47005,,,
,70.482275,,,
,70.4905,,,
,70.496625,,,
,70.51425,,,
,70.52905,,,
,70.5427,,,
,70.563825,,,
,70.5697,,,
,70.57945,,,
,70.594275,,,
,70.601625,,,
,70.655775,,,
,70.68535,,,
,70.69335,,,
,70.733875,,,
,70.740775,,,
,70.76175,,,
,70.7683,,,
,70.84905,,,
,70.882725,,,
,70.888,,,
,70.913025,,,
,70.94895,,,
,70.962825,,,
,70.9742,,,
,71.03965,,,
,71.0596,,,
,71.1182,,,
,71.138275,,,
,71.18025,,,
,71.2313,,,
,71.26635,,,
,71.301525,,,
,71.330375,,,
,71.34785,,,
,71.3623,,,
,71.371175,,,
,71.37985,,,
,71.389175,,,
,71.40475,,,
,71.43465,,,
,71.49655,,,
,71.517475,,,
,71.528175,,,
,71.541875,,,
,71.554125,,,
,71.566825,,,
,71.58085,,,
,71.602075,,,
,71.63995,,,
,71.678975,,,
,71.7151,,,
,71.7281,,,
,71.7405,,,
,71.76175,,,
,71.773775,,,
,71.78785,,,
,71.814175,,,
,71.83335,,,
,71.868875,,,
,71.892025,,,
,71.90545,,,
,71.92615,,,
,71.94665,,,
,71.970475,,,
,71.98025,,,
,72.031175,,,
,72.043025,,,
,72.089075,,,
,72.107775,,,
,72.118875,,,
,72.140325,,,
,72.153275,,,
,72.170775,,,
,72.18935,,,
,72.201725,,,
,72.211625,,,
,72.221325,,,
,72.232,,,
,72.250525,,,
,72.27105,,,
,72.283325,,,
,72.30495,,,
,72.3158,,,
,72.39275,,,
,72.407025,,,
,72.4192,,,
,72.4315,,,
,72.456675,,,
,72.498925,,,
,72.538425,,,
,72.55905,,,
,72.58775,,,
,72.616275,,,
,72.6371,,,
,72.657875,,,
,72.671025,,,
,72.681175,,,
,72.69775,,,
,72.76095,,,
,72.881775,,,
,72.90235,,,
,72.914375,,,
,72.926025,,,
,72.938925,,,
,72.950375,,,
,72.96375,,,
,72.978175,,,
,72.9949,,,
,73.02115,,,
,73.024525,,,
,73.057575,,,
,73.075075,,,
,73.09755,,,
,73.110525,,,
,73.149125,,,
,73.16705,,,
,73.258225,,,
,73.3237,,,
,73.407425,,,
,73.455725,,,
,73.482025,,,
,73.485425,,,
,73.49475,,,
,73.509175,,,
,73.527125,,,
,73.53525,,,
,73.541875,,,
,73.547075,,,
,73.557375,,,
,73.58805,,,
,73.596325,,,
,73.60175,,,
,73.622025,,,
,73.651125,,,
,73.661975,,,
,73.671025,,,
,73.688975,,,
,73.71315,,,
,73.72275,,,
,73.74075,,,
,73.750525,,,
,73.757975,,,
,73.77175,,,
,73.7889,,,
,73.813075,,,
,73.867975,,,
,73.883475,,,
,73.904275,,,
,73.931475,,,
,73.968225,,,
,74.016075,,,
,74.0731,,,
,74.1031,,,
,74.112225,,,
,74.12995,,,
,74.144525,,,
,74.159125,,,
,74.1673,,,
,74.18305,,,
,74.206575,,,
,74.243825,,,
,74.267475,,,
,74.2754,,,
,74.286575,,,
,74.3099,,,
,74.317475,,,
,74.32025,,,
,74.357325,,,
,74.3677,,,
,74.45715,,,
,74.496,,,
,74.5629,,,
,74.5956,,,
,74.621275,,,
,74.6289,,,
,74.662175,,,
,74.667625,,,
,74.681575,,,
,74.6856,,,
,74.6955,,,
,74.728625,,,
,74.736825,,,
,74.743975,,,
,74.753625,,,
,74.76225,,,
,74.797575,,,
,74.84915,,,
,74.87645,,,
,74.878375,,,
,74.911725,,,
,74.9153,,,
,74.9356,,,
,74.96045,,,
,74.987375,,,
,74.9994,,,
,75.01385,,,
,75.0388,,,
,75.052775,,,
,75.090325,,,
,75.109175,,,
,75.119975,,,
,75.134375,,,
,75.176175,,,
,75.187075,,,
,75.2016,,,
,75.21195,,,
,75.222825,,,
,75.23045,,,
,75.2526,,,
,75.2596,,,
,75.2678,,,
,75.27385,,,
,75.2809,,,
,75.32825,,,
,75.468475,,,
,75.506525,,,
,75.536825,,,
,75.5881,,,
,75.65765,,,
,75.6703,,,
,75.68975,,,
,75.700275,,,
,75.755425,,,
,75.790325,,,
,75.8015,,,
,75.90185,,,
,75.91715,,,
,75.93155,,,
,75.965425,,,
,75.9745,,,
,75.995725,,,
,76.0079,,,
,76.017075,,,
,76.026375,,,
,76.058925,,,
,76.0742,,,
,76.081075,,,
,76.139825,,,
,76.219775,,,
,76.3544,,,
,76.37665,,,
,76.4096,,,
,76.416175,,,
,76.45675,,,
,76.45825,,,
,76.4835,,,
,76.61385,,,
,76.65605,,,
,76.697975,,,
,76.705625,,,
,76.856125,,,
,76.863975,,,
,76.8836,,,
,76.93145,,,
,76.966875,,,
,76.9812,,,
,76.982625,,,
,76.996775,,,
,77.014725,,,
,77.024025,,,
,77.035675,,,
,77.05515,,,
,77.064975,,,
,77.074775,,,
,77.091,,,
,77.167075,,,
,77.177975,,,
,77.185725,,,
,77.21845,,,
,77.23575,,,
,77.2731,,,
,77.29865,,,
,77.321325,,,
,77.350725,,,
,77.3641,,,
,77.47155,,,
,77.525325,,,
,77.5274,,,
,77.55975,,,
,77.608175,,,
,77.623725,,,
,77.649725,,,
,77.66055,,,
,77.668975,,,
,77.679375,,,
,77.708375,,,
,77.720575,,,
,77.762625,,,
,77.775275,,,
,77.791425,,,
,77.80185,,,
,77.8329,,,
,77.842575,,,
,77.8494,,,
,77.905,,,
,77.931775,,,
,77.9488,,,
,77.959625,,,
,77.968775,,,
,78.015575,,,
,78.0833,,,
,78.11015,,,
,78.22265,,,
,78.268075,,,
,78.269975,,,
,78.304,,,
,78.319925,,,
,78.333775,,,
,78.344625,,,
,78.36755,,,
,78.384625,,,
,78.421025,,,
,78.476,,,
,78.49325,,,
,78.53195,,,
,78.570925,,,
,78.607475,,,
,78.665375,,,
,78.68665,,,
,78.69905,,,
,78.741975,,,
,78.7558,,,
,78.84855,,,
,78.86615,,,
,78.87685,,,
,78.9169,,,
,78.953475,,,
,78.97025,,,
,78.98585,,,
,79.0093,,,
,79.041725,,,
,79.065975,,,
,79.16785,,,
,79.206625,,,
,79.20945,,,
,79.247975,,,
,79.262225,,,
,79.300875,,,
,79.406425,,,
,79.425075,,,
,79.442275,,,
,79.4522,,,
,79.47125,,,
,79.490275,,,
,79.611875,,,
,79.6396,,,
,79.663225,,,
,79.7216,,,
,79.78975,,,
,79.814575,,,
,79.845875,,,
,79.8955,,,
,79.94085,,,
,80.003125,,,
,80.015225,,,
,80.02215,,,
,80.078525,,,
,80.11015,,,
,80.1308,,,
,80.1767,,,
,80.179275,,,
,80.192225,,,
,80.2049,,,
,80.21825,,,
,80.2275,,,
,80.303075,,,
,80.321075,,,
,80.33745,,,
,80.3599,,,
,80.37045,,,
,80.374625,,,
,80.40865,,,
,80.423575,,,
,80.491275,,,
,80.501875,,,
,80.548275,,,
,80.563125,,,
,80.6065,,,
,80.636725,,,
,80.672625,,,
,80.7201,,,
,80.76405,,,
,80.80735,,,
,80.82975,,,
,80.8481,,,
,80.8619,,,
,80.89695,,,
,80.905075,,,
,80.9415,,,
,81.000675,,,
,81.06595,,,
,81.08715,,,
,81.117575,,,
,81.1464,,,
,81.1821,,,
,81.18425,,,
,81.20985,,,
,81.215175,,,
,81.24635,,,
,81.259425,,,
,81.2764,,,
,81.2934,,,
,81.345975,,,
,81.413025,,,
,81.46455,,,
,81.51955,,,
,81.586475,,,
,81.60895,,,
,81.653025,,,
,81.669325,,,
,81.70385,,,
,81.712575,,,
,81.7597,,,
,81.76315,,,
,81.770075,,,
,81.8049,,,
,81.828225,,,
,81.851475,,,
,81.864425,,,
,81.871875,,,
,81.91035,,,
,81.932875,,,
,81.9469,,,
,81.988925,,,
,82.0034,,,
,82.075625,,,
,82.094475,,,
,82.111225,,,
,82.13875,,,
,82.16325,,,
,82.21235,,,
,82.24345,,,
,82.2559,,,
,82.320825,,,
,82.3527,,,
,82.3743,,,
,82.40085,,,
,82.45865,,,
,82.538975,,,
,82.566675,,,
,82.62365,,,
,82.722525,,,
,82.756775,,,
,82.89455,,,
,82.920625,,,
,82.950225,,,
,82.9814,,,
,83.011125,,,
,83.0579,,,
,83.09525,,,
,83.118925,,,
,83.13195,,,
,83.152625,,,
,83.180025,,,
,83.2349,,,
,83.260175,,,
,83.276375,,,
,83.288125,,,
,83.33105,,,
,83.350825,,,
,83.40525,,,
,83.49165,,,
,83.5846,,,
,83.592975,,,
,83.599975,,,
,83.611525,,,
,83.62735,,,
,83.722375,,,
,83.72405,,,
,83.73035,,,
,83.737575,,,
,83.7532,,,
,83.7586,,,
,83.7671,,,
,83.7727,,,
,83.774925,,,
,83.84035,,,
,83.90005,,,
,83.9325,,,
,83.98125,,,
,84.0668,,,
,84.113675,,,
,84.118275,,,
,84.151175,,,
,84.172275,,,
,84.18875,,,
,84.282975,,,
,84.30445,,,
,84.356975,,,
,84.3627,,,
,84.454025,,,
,84.54,,,
,84.5784,,,
,84.587975,,,
,84.603625,,,
,84.62115,,,
,84.6841,,,
,84.73465,,,
,84.749125,,,
,84.810875,,,
,84.82555,,,
,84.879025,,,
,84.89075,,,
,84.95305,,,
,84.9782,,,
,85.00145,,,
,85.012325,,,
,85.0214,,,
,85.065975,,,
,85.08765,,,
,85.12165,,,
,85.137725,,,
,85.145825,,,
,85.2231,,,
,85.234675,,,
,85.26235,,,
,85.316525,,,
,85.469,,,
,85.504075,,,
,85.509025,,,
,85.529225,,,
,85.550225,,,
,85.601225,,,
,85.617825,,,
,85.653625,,,
,85.68935,,,
,85.717475,,,
,85.760425,,,
,85.77395,,,
,85.784575,,,
,85.807475,,,
,85.9031,,,
,85.936925,,,
,85.987,,,
,85.99635,,,
,86.02955,,,
,86.06605,,,
,86.083825,,,
,86.105025,,,
,86.128825,,,
,86.1373,,,
,86.14755,,,
,86.168925,,,
,86.172975,,,
,86.2086,,,
,86.238,,,
,86.305075,,,
,86.3335,,,
,86.3584,,,
,86.41205,,,
,86.463525,,,
,86.513725,,,
,86.5396,,,
,86.5703,,,
,86.60005,,,
,86.616875,,,
,86.642925,,,
,86.65385,,,
,86.66835,,,
,86.682525,,,
,86.709475,,,
,86.71595,,,
,86.8566,,,
,87.0128,,,
,87.033775,,,
,87.046775,,,
,87.058225,,,
,87.067825,,,
,87.07395,,,
,87.0792,,,
,87.08655,,,
,87.106825,,,
,87.123075,,,
,87.19755,,,
,87.2206,,,
,87.2338,,,
,87.256,,,
,87.268475,,,
,87.28185,,,
,87.287575,,,
,87.3184,,,
,87.35095,,,
,87.39655,,,
,87.42425,,,
,87.44045,,,
,87.452775,,,
,87.4692,,,
,87.4993,,,
,87.51655,,,
,87.53945,,,
,87.5977,,,
,87.630825,,,
,87.6935,,,
,87.7188,,,
,87.735825,,,
,87.746025,,,
,87.750925,,,
,87.7653,,,
