SPK_SPKC10a (excited),SPK_SPKC12a (NA),SPK_SPKC13a (NA),SPK_SPKC14a (no effect),SPK_SPKC16a (NA)
201.85875,21.693875,,209.06735,161.22845
202.601525,21.718175,,209.079975,161.4625
202.7669,21.75365,,209.081825,161.6472
204.649925,21.7657,,209.1883,162.353325
205.635125,21.772125,,209.200875,162.55205
205.642725,21.786325,,209.228675,162.918425
206.893225,21.794975,,209.280675,162.934925
207.528475,21.817725,,209.291825,162.961175
208.101825,21.88545,,209.315925,163.4036
208.4339,21.9175,,209.32905,163.46905
208.44175,22.067075,,209.3486,164.27225
208.47285,22.082375,,209.3498,164.2959
208.910275,22.097675,,209.3653,164.344975
209.5067,22.1165,,209.3823,164.62535
209.563125,22.1509,,209.400575,164.897525
209.635425,22.18345,,209.407725,166.398925
209.91505,22.2097,,209.50375,166.47415
209.93625,22.2729,,209.533125,170.023725
210.441625,22.28945,,209.570875,170.1639
211.354575,22.3691,,209.60125,170.210875
211.575675,22.3812,,209.61265,170.6507
211.6026,22.411525,,209.63675,171.7168
212.3243,22.519525,,209.6657,172.079225
212.52165,22.664475,,209.67285,172.12965
212.564775,22.728775,,209.7184,172.770475
212.821375,22.901575,,209.762175,172.802675
212.99705,22.919725,,209.77655,172.89985
213.22785,22.9417,,209.82255,173.172225
213.96675,23.0189,,209.83685,173.71405
213.9999,23.0334,,209.86095,173.86335
214.5159,23.04875,,209.985125,174.615425
214.51985,23.0667,,209.995075,175.49705
214.53715,23.0828,,210.006175,175.578475
214.78265,23.09365,,210.01835,175.638825
215.597625,23.11655,,210.0532,175.657675
215.66425,23.13005,,210.089575,175.66165
215.74895,23.143825,,210.102175,175.6693
215.95325,23.165225,,210.11275,175.693725
216.132675,23.1905,,210.133925,175.70435
216.62225,23.2269,,210.14585,175.72175
216.863,23.2628,,210.2588,175.74615
217.249875,23.326075,,210.261975,175.781925
217.358125,23.3462,,210.26825,175.796025
217.384525,23.35465,,210.322075,175.840075
217.77755,23.370525,,210.332825,175.844125
218.07245,23.37625,,210.346275,175.8597
218.168825,23.38815,,210.3581,175.917
218.190825,23.394425,,210.37055,175.9481
218.954775,23.422975,,210.381975,175.98305
219.014,23.4283,,210.394875,175.99945
219.3209,23.43765,,210.45125,176.003475
219.378125,23.4502,,210.481925,176.011
219.424225,23.522325,,210.48545,176.01915
219.5058,23.533825,,210.50685,176.02385
219.58315,23.63255,,210.5197,176.051275
220.050325,23.856725,,210.5528,176.125225
220.19425,23.86695,,210.5565,176.139175
220.717375,23.873025,,210.561025,176.28105
221.323075,23.8775,,210.5752,176.42315
221.452775,23.919325,,210.6076,176.5494
221.5522,23.955025,,210.63365,176.564925
221.6307,23.9644,,210.66425,176.571925
221.765725,24.049925,,210.710625,176.597375
222.039725,24.0723,,210.739425,176.717875
222.07175,24.107125,,210.7748,176.7611
222.421125,24.200325,,210.80235,176.852925
222.49035,24.2436,,210.860175,176.893275
222.570275,24.31405,,210.8914,177.034725
222.659275,24.386325,,210.936875,177.0599
222.78005,24.407525,,210.95405,177.11055
222.8766,24.546475,,210.95555,177.128825
223.2344,24.566825,,210.97635,177.44595
223.40575,24.679975,,210.99175,177.468325
224.07155,24.70635,,211.001425,177.54415
224.3239,24.750875,,211.082325,177.72145
224.527175,24.856675,,211.094575,177.750975
225.118625,24.862725,,211.0968,177.83695
225.174075,24.97645,,211.119475,177.871475
225.5068,24.9886,,211.1389,177.89955
226.0412,25.03965,,211.15565,178.0155
226.151725,25.1462,,211.187625,178.03765
226.1793,25.155375,,211.2917,178.0459
226.208125,25.1925,,211.3189,178.093175
226.5458,25.20515,,211.39075,178.266225
226.662375,25.332625,,211.4081,178.337
226.72095,25.34825,,211.420475,178.365825
226.8521,25.465475,,211.4571,178.38285
226.898475,25.49245,,211.53835,178.385225
226.911575,25.5444,,211.560875,178.4706
226.935925,25.640425,,211.5801,178.697825
227.846325,25.6489,,211.583675,178.8129
227.8922,25.6564,,211.590425,178.91955
228.068725,25.678125,,211.6122,178.94055
228.252125,25.688125,,211.624275,179.03275
228.498225,25.8477,,211.63455,179.058825
228.876725,25.8712,,211.687275,179.06895
229.122925,25.942925,,211.724675,179.0951
229.6008,25.99705,,211.734425,179.115875
229.6025,26.013025,,211.846625,179.1585
229.694375,26.03025,,211.8591,179.163725
229.82465,26.058325,,211.885475,179.1829
229.8441,26.087525,,211.8981,179.2297
229.85475,26.1756,,211.924475,179.278625
230.137875,26.379075,,211.961,179.289875
230.43275,26.405475,,211.9776,179.3137
230.580225,26.44405,,211.992275,179.321825
230.64755,26.486975,,212.0154,179.3343
230.724625,26.523175,,212.069025,179.3585
230.764575,26.597125,,212.1324,179.3991
230.934525,26.6281,,212.194725,179.410225
231.0192,26.658425,,212.444725,179.449775
231.0411,26.82095,,213.126025,179.52315
231.4991,26.862,,213.32505,179.790925
231.72295,26.870275,,213.802125,179.896275
231.9647,26.89015,,213.8796,179.934375
232.16995,26.913825,,213.94805,179.956375
234.0403,26.933775,,214.083275,180.10795
234.626175,26.9966,,214.4054,180.110275
234.68025,27.02655,,214.539825,180.147225
235.0348,27.259925,,214.6614,180.17075
235.579975,27.274,,214.75315,180.182925
236.290275,27.301675,,214.7705,180.202425
236.43215,27.3214,,214.7859,180.223925
236.56355,27.3797,,214.911625,180.45755
237.318675,27.40065,,215.022175,180.503075
237.628,27.4673,,215.0486,180.694825
237.98355,27.5536,,215.078025,180.857975
238.00415,27.554925,,215.14685,180.98025
238.0611,27.605775,,215.1619,180.988875
238.3912,27.64065,,215.1734,181.0806
238.4934,27.69205,,215.2017,181.13885
238.61135,27.705075,,215.24245,181.1504
238.77505,27.714225,,215.2563,181.259025
238.96685,27.7296,,215.27025,181.325925
239.02195,27.7468,,215.28225,181.3325
239.10545,27.81965,,215.2978,181.368275
239.2649,27.873,,215.338375,181.4803
239.36685,27.9005,,215.36215,181.6657
239.956525,27.92245,,215.36765,181.795675
240.308475,27.93655,,215.39645,181.8386
240.4864,27.9767,,215.52465,181.90205
240.574275,28.162775,,215.5571,181.92175
240.8445,28.215425,,215.619325,181.94005
241.58065,28.273575,,215.65015,181.990975
241.5888,28.3393,,215.652825,182.042925
241.8106,28.3842,,215.72285,182.121075
241.964475,28.57285,,215.738075,182.1527
241.9686,28.60765,,215.76585,182.1672
242.9397,28.64945,,215.8238,182.177525
243.06085,28.69205,,215.838825,182.798025
243.1112,28.7219,,215.853275,182.908375
243.35065,28.78315,,215.906875,182.92775
243.3784,28.873375,,216.067275,182.950125
243.503,28.930125,,216.11585,183.031275
244.210525,28.9645,,216.17345,183.056375
244.352225,28.985875,,216.24815,183.28435
244.4216,29.032375,,216.277675,183.378125
244.430925,29.084625,,216.30505,183.622525
244.83675,29.114,,216.37165,183.6259
245.365825,29.140025,,216.531375,183.65265
245.556425,29.21795,,216.62545,183.728825
246.142775,29.309075,,216.659775,183.74775
246.466675,29.32145,,216.674275,183.7755
246.73635,29.362275,,216.7476,183.831225
246.9062,29.37045,,216.773,183.84025
247.0671,29.385925,,216.801425,183.86875
247.126175,29.394625,,216.8355,183.875
248.19855,29.4387,,216.850475,183.87725
249.65735,29.5027,,216.88275,183.89425
249.7402,29.51695,,216.909975,183.908175
249.7613,29.574825,,216.92515,183.9335
250.113125,29.579425,,216.93755,184.059425
250.275625,29.802225,,216.966225,184.075275
251.0382,29.824,,217.0241,184.136625
251.1549,29.8407,,217.040825,184.161325
251.3663,29.857225,,217.05875,184.210375
251.52155,29.863675,,217.09975,184.329675
252.07345,29.87305,,217.1684,184.373375
252.081925,29.89785,,217.262125,184.386975
252.168675,29.9114,,217.306375,184.404575
252.243775,30.00485,,218.0331,184.413
252.41015,30.0157,,218.072175,184.47755
252.5409,30.28695,,218.213225,184.5116
252.75955,30.304375,,218.298075,184.535375
252.92705,30.327925,,218.79525,184.59015
253.000875,30.338975,,219.0734,184.68885
253.55485,30.3722,,219.148775,184.81945
253.86085,30.3791,,219.50735,184.915975
254.110175,30.389375,,219.67595,184.9906
254.41115,30.402275,,219.70365,185.02725
254.624125,30.43045,,219.83905,185.0331
255.2143,30.45455,,220.3402,185.04335
255.696625,30.515575,,220.59345,185.128275
255.9266,30.5308,,220.653625,185.143725
255.94895,30.62685,,220.685275,185.170625
256.006725,30.6865,,220.7403,185.2369
256.513125,30.711075,,220.82105,185.2381
256.61995,30.724925,,220.9493,185.296175
256.672625,30.72905,,220.9606,185.3526
256.699775,30.791075,,221.04235,185.50585
257.01415,30.802875,,221.24885,185.527425
257.062775,30.813675,,221.2978,185.91465
258.2346,30.8337,,221.3684,185.947375
258.3265,30.8429,,222.32855,185.975225
258.949275,30.8529,,224.390975,186.00875
259.278175,30.862675,,224.8094,186.145825
260.626975,30.880425,,225.91495,186.235025
261.18855,30.90015,,225.928575,186.3229
261.4719,30.904725,,226.867775,186.4768
261.751425,30.9287,,227.08435,186.634825
261.868975,30.949675,,227.11385,186.858975
262.17015,30.963725,,227.1307,186.923175
262.32765,30.994925,,227.1925,187.09535
262.78435,31.042325,,227.252525,187.22085
263.06135,31.083425,,227.452325,187.523875
263.340975,31.109875,,227.496275,187.55675
263.364475,31.14585,,227.5266,187.755325
263.671625,31.197175,,227.53965,187.83175
264.58975,31.22865,,227.640175,187.933375
264.8442,31.236525,,227.65075,187.9712
265.309525,31.28585,,227.662575,187.98945
265.8875,31.312125,,227.71775,188.063325
266.0111,31.3254,,229.4523,188.572925
266.294625,31.3901,,230.6831,188.808125
266.360225,31.424375,,230.736575,188.830875
266.46745,31.4413,,230.7959,188.901275
266.57745,31.545075,,230.80875,188.91075
266.7364,31.5727,,231.162325,188.9345
266.83045,31.584675,,231.259475,188.9538
267.7475,31.604975,,231.379325,189.03165
268.003025,31.61525,,231.407375,189.0503
269.5167,31.6378,,231.50385,189.084275
269.674125,31.65675,,231.594175,189.227975
269.694925,31.669,,231.62435,189.27915
269.732375,31.68205,,231.665,189.33995
270.82345,31.695875,,231.696,189.405125
271.4336,31.7527,,231.9351,189.53615
271.985125,31.865975,,232.1956,189.57945
272.307725,31.877425,,232.2719,189.75065
272.32575,31.919325,,232.352475,189.820125
273.07145,31.96285,,232.481,189.871625
273.3842,31.989575,,232.915425,189.897075
273.856,31.9993,,233.166075,189.945625
273.857525,32.0433,,233.2324,189.96365
273.8801,32.052425,,233.43995,190.0141
273.943025,32.06765,,233.543175,190.033925
274.4588,32.0795,,233.597725,190.1597
274.78225,32.093925,,233.78415,190.570575
274.898425,32.10485,,233.860125,190.589
275.351425,32.138025,,233.877,190.60415
276.21545,32.1622,,233.912375,190.75165
276.365875,32.20365,,233.9799,190.761375
276.388325,32.222975,,234.158375,190.819775
277.59925,32.231225,,234.176125,190.848825
278.3126,32.28845,,234.207575,190.871775
279.40985,32.318425,,234.274525,190.9114
280.06965,32.354225,,234.28605,191.002725
280.343825,32.53915,,234.369575,191.023075
280.61375,32.554175,,234.45355,191.03985
281.087975,32.562175,,234.6056,191.098375
281.4988,32.57245,,234.633275,191.263475
281.6435,32.573575,,234.720225,191.359625
281.98915,32.5801,,234.77465,191.4827
283.7168,32.58795,,234.983625,191.544275
284.0952,32.59615,,235.01315,191.589925
284.137,32.603775,,235.30245,191.6931
284.29745,32.62555,,235.4276,191.897625
284.60885,32.656825,,235.4763,191.9412
284.757675,32.6924,,235.5065,192.094775
284.854325,32.702725,,235.54135,192.148
284.92565,32.738925,,235.711275,192.242375
285.479375,32.785325,,235.858025,192.248025
285.51255,32.80005,,235.903025,192.345775
285.753075,32.81435,,235.951525,192.374175
287.307575,32.8295,,235.9771,192.418275
287.378225,32.850075,,236.183675,192.568375
287.39045,32.8634,,236.195125,192.641425
287.4245,32.87795,,236.20945,192.656625
287.7489,32.904075,,236.3748,192.6717
287.75265,32.94165,,236.455325,192.675375
287.8294,32.960425,,236.488975,192.6947
288.886225,32.97025,,236.5126,192.7956
288.909825,32.99225,,236.523,192.9203
289.094175,33.024325,,236.640425,193.0253
289.39815,33.137425,,236.655725,193.0662
289.472425,33.1503,,236.723175,193.094175
289.580275,33.167275,,236.81465,193.16605
289.950225,33.1753,,236.915875,193.18145
290.44555,33.1878,,236.9295,193.216425
290.84885,33.196,,236.943375,193.22745
290.973925,33.20505,,237.016125,193.22935
291.03515,33.2146,,237.034025,193.320975
291.40325,33.2323,,237.1793,193.346325
291.451675,33.24365,,237.276,193.426225
291.531225,33.251925,,237.369775,193.4461
291.55755,33.287475,,237.455375,193.6008
291.802525,33.2968,,237.509,193.606925
291.806125,33.3077,,237.76235,193.658475
291.8419,33.33155,,237.82355,193.697325
291.96665,33.382675,,237.848475,193.759575
292.436425,33.4066,,237.874375,193.93315
292.442075,33.42195,,240.3881,193.95255
292.934725,33.435025,,240.410475,194.05875
293.03945,33.454125,,240.55955,194.21265
293.089375,33.464675,,240.710425,194.2524
293.658275,33.47175,,240.81745,194.36525
293.74405,33.504725,,240.85215,194.383325
293.807625,33.5142,,241.1352,194.45535
294.23575,33.54555,,241.1524,194.6749
294.737775,33.5674,,241.238075,194.81015
294.77865,33.60795,,241.338475,194.846875
294.859775,33.668075,,241.356925,194.9179
294.952325,33.713625,,241.54725,194.97015
295.186375,33.7272,,241.58225,195.009275
295.423075,33.737525,,241.631175,195.026325
295.4573,33.747575,,241.7052,195.0283
295.53905,33.759975,,241.771275,195.131325
295.7439,33.7899,,241.7899,195.160125
295.763175,33.801325,,241.8221,195.189125
295.7802,33.81925,,241.875975,195.322525
295.869625,33.836925,,241.914925,195.4297
296.129225,33.8532,,242.045025,195.431775
296.778075,34.000525,,242.1873,195.552725
297.0608,34.03435,,242.2912,195.575825
297.59335,34.062775,,242.3107,195.614325
297.7997,34.063975,,242.361075,195.738125
298.0512,34.0734,,242.431625,195.922375
299.354325,34.100525,,242.4652,195.962775
300.3078,34.1119,,242.493125,196.07225
300.4702,34.120525,,242.527475,196.2426
300.514825,34.131925,,242.76235,196.332625
301.19425,34.1558,,242.796525,196.4432
301.77945,34.1652,,242.93445,196.48075
301.81425,34.170125,,243.04505,196.517375
302.2124,34.175,,243.10045,196.590775
302.26665,34.2075,,243.207675,196.667125
302.665075,34.2207,,243.298675,196.688025
302.86075,34.2798,,243.372225,196.730125
302.931575,34.305475,,243.394625,196.77415
303.52395,34.33505,,243.445375,196.796575
303.98795,34.387475,,243.7592,196.9458
304.150075,34.398775,,243.778475,197.054625
304.18795,34.4087,,243.81325,197.145925
304.24245,34.42115,,243.937375,197.16735
304.36215,34.431325,,244.1882,197.19725
304.679225,34.4389,,244.6242,197.2326
304.86255,34.45465,,244.70955,197.445225
305.408825,34.462375,,244.87,197.830525
305.4526,34.46915,,244.9033,197.90165
305.47705,34.47585,,245.583925,197.985725
305.850425,34.510675,,245.636275,198.073325
306.267,34.51695,,246.08785,198.276025
306.310575,34.519425,,246.9518,198.3715
306.38695,34.524625,,247.72315,198.3892
306.9157,34.531,,250.908025,198.45885
306.942425,34.536875,,252.27975,198.5618
307.0194,34.560875,,253.403525,198.6499
308.94225,34.568875,,253.437225,198.698425
309.045,34.71335,,254.019,198.707475
309.208325,34.721675,,255.280075,198.786425
309.237,34.7541,,255.360375,198.808625
309.23945,34.834325,,255.912875,198.823625
309.71755,34.8917,,256.111875,198.859825
309.75005,35.01095,,256.160475,198.947225
309.809075,35.0298,,256.2072,198.982
310.048525,35.04675,,256.311025,199.024525
310.422875,35.06025,,256.36695,199.068575
310.53215,35.076675,,256.6821,199.10595
310.825775,35.0856,,256.733675,199.2032
311.0525,35.102475,,256.801375,199.3512
311.354875,35.11065,,257.09355,199.41765
311.483825,35.1252,,257.194525,199.549425
311.686325,35.13125,,257.328675,199.5904
311.990375,35.15655,,257.8865,199.699625
312.024125,35.1735,,257.905375,199.780725
312.152725,35.199175,,258.06555,199.88625
312.437775,35.22015,,258.603925,200.021325
312.709175,35.258725,,258.979775,200.211975
312.741525,35.35305,,259.1223,200.2228
312.83915,35.369025,,259.20735,200.2889
312.875275,35.392775,,259.534375,200.317275
313.1805,35.4181,,259.54975,200.379075
313.32045,35.459325,,260.8712,200.61065
313.38205,35.4747,,262.883925,200.76575
313.6912,35.488675,,262.90505,201.016625
313.768,35.556625,,263.257075,201.07955
314.1048,35.5648,,264.100675,201.674
314.371425,35.5801,,264.1176,201.704025
,35.588575,,264.132575,201.7387
,35.644125,,264.1817,201.754175
,35.721725,,264.395725,201.874625
,35.7513,,264.673175,201.885
,35.779175,,264.780775,201.925925
,35.792875,,264.851175,201.987725
,35.815875,,264.97945,202.15165
,35.837375,,264.996125,202.1931
,35.845875,,265.0304,202.351525
,35.92195,,265.045925,202.46995
,35.9383,,265.1031,202.4893
,35.97775,,265.160875,202.668775
,35.994425,,265.19815,202.6896
,36.0075,,265.4527,202.711975
,36.027725,,265.5342,202.730675
,36.03435,,265.5696,202.82575
,36.0622,,265.61325,202.856125
,36.0816,,265.842175,202.863675
,36.102425,,265.883175,203.12185
,36.122725,,265.9182,203.15875
,36.137425,,265.957775,203.19265
,36.245875,,266.08165,203.45625
,36.26695,,266.29555,203.4822
,36.3123,,266.8702,203.5863
,36.335925,,266.890925,203.62555
,36.37505,,266.906275,203.635875
,36.40745,,266.980275,203.665075
,36.42435,,267.09605,203.724425
,36.433825,,267.1331,203.785325
,36.4525,,267.173125,203.805
,36.460175,,267.299375,203.868125
,36.467,,267.326875,204.01365
,36.5049,,267.34175,204.08475
,36.596925,,267.4193,204.0964
,36.605,,267.463825,204.11725
,36.611475,,267.63715,204.12725
,36.6272,,267.759825,204.1883
,36.634825,,267.9707,204.2232
,36.7504,,268.0111,204.32515
,36.7639,,268.127025,204.33905
,36.773325,,268.148525,204.400975
,36.8064,,268.16745,204.445775
,36.856375,,268.188875,204.4622
,36.8687,,268.2106,204.494275
,36.910475,,268.228125,204.5238
,36.931075,,268.254675,204.536825
,36.988775,,268.414225,204.56915
,37.14295,,268.426125,204.64985
,37.3225,,268.44895,204.769925
,37.345425,,268.56245,204.8338
,37.372175,,268.851225,204.946775
,37.400125,,268.87045,205.0336
,37.413475,,268.9575,205.10345
,37.44735,,269.0078,205.365975
,37.564825,,269.1251,205.418325
,37.613675,,269.371925,205.46405
,37.6271,,269.490225,205.503
,37.64035,,269.56445,205.51485
,37.654575,,269.576725,205.522725
,37.758575,,269.6081,205.529425
,37.79495,,269.778625,205.663
,37.83205,,269.88055,205.759325
,37.863575,,269.9324,205.834025
,37.903125,,269.993,205.98675
,37.914525,,270.033575,206.101625
,37.91755,,270.05705,206.17835
,37.9817,,270.120075,206.22725
,38.010775,,270.14715,206.34535
,38.0348,,270.170975,206.351925
,38.06055,,270.2734,206.755425
,38.08965,,270.387075,207.086575
,38.099925,,270.41125,207.089575
,38.138075,,270.434325,207.1047
,38.24905,,270.474175,207.17745
,38.2613,,270.591925,207.240225
,38.35265,,270.61795,207.2704
,38.358875,,270.67645,207.697575
,38.452,,270.720925,207.75815
,38.47,,270.906525,208.41815
,38.54355,,270.95165,208.527825
,38.596275,,270.97455,208.6908
,38.677175,,271.105325,208.7365
,38.762575,,271.192675,208.8065
,38.774,,271.26375,208.819225
,38.8118,,271.31245,208.86635
,38.82975,,271.52235,208.872925
,38.838225,,271.77555,208.88895
,38.847975,,271.861,208.930725
,38.9094,,271.943,208.969825
,38.916175,,271.974075,209.209675
,38.9593,,272.005,209.40535
,38.96605,,272.05095,209.430425
,39.057,,272.075475,209.54895
,39.0645,,272.097125,209.563025
,39.07325,,272.120925,209.681075
,39.0811,,272.1669,209.900425
,39.09875,,272.2367,209.9711
,39.133825,,272.2568,210.043375
,39.15395,,272.2782,210.0881
,39.16785,,272.403075,210.179875
,39.18005,,272.445875,210.23035
,39.202525,,272.49205,210.24435
,39.26255,,272.5141,210.26015
,39.3108,,272.573875,210.34805
,39.3224,,272.746175,210.4881
,39.3321,,272.8253,210.559275
,39.371675,,272.837825,210.6617
,39.4147,,273.033675,210.923
,39.462875,,273.0875,210.940275
,39.4884,,273.1211,210.952925
,39.55185,,273.2071,210.9698
,39.560975,,273.312075,211.012425
,39.601975,,273.36705,211.041125
,39.67485,,273.48245,211.207025
,39.70705,,273.645775,211.220075
,39.7186,,273.693975,211.2977
,39.742875,,273.739625,211.326125
,39.841875,,273.878625,211.32925
,39.90235,,273.8953,211.354675
,39.917075,,274.027675,211.4755
,39.927425,,274.0501,211.5291
,39.954075,,274.099675,211.796125
,39.968825,,274.110175,211.82295
,39.982075,,274.12415,211.902625
,39.988225,,274.151075,211.918775
,40.012925,,274.177025,211.9378
,40.049625,,274.194025,211.981925
,40.068925,,274.27075,212.2451
,40.083475,,274.3927,212.35645
,40.128625,,274.471175,212.42685
,40.15775,,274.509675,212.824175
,40.192175,,274.59745,213.182875
,40.199325,,274.69195,213.285325
,40.213025,,274.71615,213.307825
,40.2821,,274.764,213.34615
,40.28945,,274.828275,213.38165
,40.301775,,274.898475,213.405475
,40.3263,,274.932825,213.49745
,40.3729,,274.942725,213.521725
,40.382825,,275.028475,213.7433
,40.392375,,275.04285,213.8001
,40.419825,,275.056575,213.82685
,40.4468,,275.073075,214.0022
,40.460275,,275.087625,214.153875
,40.48135,,275.124425,214.1654
,40.5074,,275.178325,214.2769
,40.517225,,275.1967,214.702375
,40.529125,,275.213475,214.8628
,40.54,,275.23425,214.951475
,40.5502,,275.31,215.228475
,40.5768,,275.370625,215.291425
,40.588925,,275.4154,215.56455
,40.63105,,275.438325,215.747825
,40.6413,,275.49925,215.88375
,40.649525,,275.62105,215.90495
,40.663325,,275.642725,215.9244
,40.711825,,275.664525,215.9743
,40.733075,,275.7422,216.187625
,40.7651,,275.9404,216.287725
,40.779925,,276.07645,216.305725
,40.794275,,276.2354,216.36195
,40.8306,,276.290425,216.380975
,40.899125,,276.348375,216.4101
,40.999425,,276.371275,216.517175
,41.0108,,276.426575,216.5584
,41.02615,,276.453425,216.630775
,41.052225,,276.5176,216.858
,41.060675,,276.55705,216.93795
,41.07205,,276.593675,217.09975
,41.080025,,276.66875,217.1557
,41.0938,,276.715425,217.204675
,41.115075,,276.810225,217.268575
,41.149675,,276.855725,217.28155
,41.16615,,276.887025,217.569925
,41.200675,,276.9194,217.64325
,41.20975,,276.938475,217.79635
,41.243475,,277.06115,217.888425
,41.2601,,277.151475,218.044725
,41.27115,,277.214175,218.058
,41.300625,,277.381075,218.215725
,41.320025,,277.393975,218.299875
,41.347225,,277.405425,218.6143
,41.3675,,277.467275,218.754
,41.42695,,277.46935,218.776075
,41.488075,,277.5173,219.153475
,41.54225,,277.534825,219.199325
,41.5784,,277.556175,219.264175
,41.594175,,277.622075,219.319925
,41.60455,,277.707525,219.332125
,41.61755,,277.730675,219.3648
,41.640325,,277.77045,219.69935
,41.64515,,277.801025,219.823075
,41.648425,,277.86395,219.898625
,41.6676,,277.884275,220.131
,41.675975,,278.105175,220.384025
,41.6949,,278.211875,220.48115
,41.726575,,278.394525,220.508625
,41.7443,,278.475825,220.605925
,41.76375,,278.629275,220.6374
,41.77935,,278.713725,220.653525
,41.80315,,278.735975,220.701175
,41.835925,,278.804375,220.737375
,41.8457,,278.94585,220.753775
,41.867,,279.02405,220.790975
,41.877625,,279.0659,220.946575
,41.9117,,279.0934,221.076775
,41.933775,,279.137475,221.172475
,41.94625,,279.157425,221.210825
,41.952825,,279.1809,221.241525
,41.9665,,279.23125,221.272425
,41.97555,,279.255125,221.387925
,42.0626,,279.27655,221.547225
,42.1161,,279.348225,221.965125
,42.155425,,279.42775,222.485225
,42.21715,,279.453025,222.60765
,42.2651,,279.506125,222.7225
,42.283,,279.553675,223.18665
,42.29055,,279.572675,223.35135
,42.311825,,279.59965,223.660775
,42.329325,,279.6216,223.7596
,42.3527,,279.6446,223.8287
,42.362625,,279.664975,223.8613
,42.386425,,279.6934,223.902825
,42.400675,,279.74855,223.94295
,42.427825,,279.799725,224.041175
,42.4354,,279.839525,224.267975
,42.49295,,279.862875,224.46605
,42.507375,,279.90865,224.494075
,42.516825,,279.9309,224.5112
,42.53085,,279.962225,224.57015
,42.553375,,280.0338,224.585075
,42.579525,,280.0533,224.757725
,42.595,,280.0757,225.069325
,42.64865,,280.09395,225.116575
,42.671775,,280.134175,225.327975
,42.70245,,280.152475,225.4071
,42.734,,280.220125,225.46125
,42.74455,,280.24545,225.53365
,42.7575,,280.293075,225.569775
,42.770675,,280.31295,225.618775
,42.782875,,280.3897,225.70415
,42.792225,,280.4432,225.844975
,42.79985,,280.4783,226.141425
,42.81795,,280.49405,226.324875
,42.8256,,280.526425,226.357425
,42.92155,,280.541925,226.5638
,42.92985,,280.70695,226.598825
,42.938425,,280.73695,226.784775
,42.9536,,280.751,226.9769
,42.957725,,280.763875,227.077325
,42.965475,,280.85925,227.2628
,43.005125,,280.884475,227.39735
,43.042025,,280.95275,227.433625
,43.0545,,280.97245,227.5741
,43.0867,,281.034375,227.588925
,43.125225,,281.052575,227.641025
,43.192425,,281.087025,227.68475
,43.20865,,281.1024,227.75305
,43.220475,,281.153075,227.910375
,43.23225,,281.1649,228.0203
,43.248125,,281.183975,228.053275
,43.271575,,281.202525,228.06715
,43.291325,,281.223375,228.1279
,43.33445,,281.26505,228.189175
,43.398275,,281.31205,228.296625
,43.414875,,281.345925,228.415325
,43.44805,,281.40285,228.543225
,43.456875,,281.51915,228.597925
,43.464625,,281.55185,228.61645
,43.4724,,281.574725,228.6654
,43.485825,,281.648675,228.791075
,43.519775,,281.655975,228.857025
,43.533025,,281.74205,228.9884
,43.56755,,281.821225,229.21005
,43.578475,,281.842925,229.238225
,43.596425,,281.9222,229.31865
,43.60585,,281.943725,229.346775
,43.64605,,282.05815,229.372225
,43.779175,,282.075775,229.451275
,43.9741,,282.09475,229.480975
,43.995975,,282.1475,229.639275
,43.99815,,282.1659,229.8997
,44.0113,,282.3173,229.916175
,44.02255,,282.366275,230.01165
,44.035175,,282.4157,230.12675
,44.04565,,282.4483,230.20495
,44.055375,,282.5717,230.278775
,44.06405,,282.5985,230.4866
,44.085275,,282.623725,230.5009
,44.107025,,282.6724,230.61345
,44.134875,,282.7685,230.78875
,44.14475,,282.934425,230.8261
,44.20315,,282.962375,230.8611
,44.21375,,283.015125,230.95865
,44.23905,,283.134875,231.087825
,44.245725,,283.317025,231.151925
,44.260875,,283.3544,231.435175
,44.2734,,283.5048,231.645525
,44.28275,,283.536575,231.66205
,44.29295,,283.569325,231.701925
,44.3294,,283.600825,231.773325
,44.351575,,283.76915,231.8839
,44.440325,,283.820025,231.98735
,44.45725,,284.068975,232.0079
,44.470425,,284.247975,232.075875
,44.51615,,284.3054,232.2242
,44.536825,,284.3449,232.3154
,44.6286,,284.372425,232.372575
,44.70785,,284.395875,232.64385
,44.718425,,284.488925,232.665875
,44.7357,,284.69785,232.688125
,44.747275,,284.792525,232.82
,44.7552,,284.936375,232.978025
,44.76255,,285.091825,233.00025
,44.7857,,285.258225,233.3221
,44.795375,,285.303325,233.3856
,44.8235,,285.353175,233.661825
,44.831175,,285.457975,233.719575
,44.85775,,285.4796,234.15245
,44.8666,,285.515475,234.3204
,44.889975,,285.557175,234.483475
,44.942375,,285.57605,234.665575
,44.949875,,285.597,234.886025
,45.010725,,285.622825,234.941425
,45.04795,,285.648175,234.99435
,45.066625,,285.658975,235.13145
,45.09575,,285.680525,235.269425
,45.12005,,285.690325,235.291775
,45.23025,,285.731975,235.37145
,45.241925,,285.7591,235.42835
,45.269325,,285.8575,235.67835
,45.273675,,285.917425,235.842575
,45.2873,,285.9678,235.8849
,45.294875,,285.9855,236.0604
,45.3192,,286.052475,236.111175
,45.32645,,286.073575,236.16365
,45.334725,,286.1245,236.2834
,45.340825,,286.159475,236.415425
,45.356975,,286.1762,236.527425
,45.379975,,286.292375,236.669225
,45.393375,,286.453775,236.717725
,45.399375,,286.468775,236.7329
,45.410075,,286.581725,236.784175
,45.427675,,286.690175,237.110375
