SPK_SPKC04a (late exc?),SPK_SPKC04b (inhi/exc),SPK_SPKC05a (exc/inhi)
,113.080525,
,113.1009,
,113.131825,
,113.1511,
,113.201625,
,113.219725,
,113.2326,
,113.2628,
,113.29095,
,113.324125,
,113.3569,
,113.406325,
,113.447475,
,113.466175,
,113.50185,
,113.51675,
,113.5452,
,113.5664,
,113.601625,
,113.622025,
,113.6793,
,113.6991,
,113.7235,
,113.75705,
,113.786825,
,113.80315,
,113.835075,
,113.850725,
,113.8786,
,113.896925,
,113.947325,
,113.96695,
,113.984275,
,114.033875,
,114.12755,
,114.1578,
,114.1954,
,114.215625,
,114.244325,
,114.282925,
,114.3579,
,114.400125,
,114.458875,
,114.503725,
,114.576125,
,114.626075,
,114.657325,
,114.722275,
,114.784575,
,114.809775,
,114.847175,
,114.8727,
,114.894575,
,114.9248,
,114.9713,
,115.0513,
,115.0654,
,115.09305,
,115.113875,
,115.137325,
,115.21085,
,115.24495,
,115.274525,
,115.3293,
,115.3665,
,115.40795,
,115.43075,
,115.453025,
,115.479675,
,115.516975,
,115.569125,
,115.662975,
,115.699425,
,115.738575,
,115.77545,
,115.817025,
,115.85455,
,115.891125,
,115.918175,
,115.9599,
,116.010025,
,116.03615,
,116.0933,
,116.125325,
,116.156975,
,116.178025,
,116.242925,
,116.3068,
,116.343325,
,116.37915,
,116.4088,
,116.4547,
,116.4949,
,116.5412,
,116.6598,
,116.697225,
,116.7141,
,116.727075,
,116.7504,
,116.76705,
,116.7797,
,116.7966,
,116.821175,
,116.862325,
,116.886625,
,116.9213,
,116.95095,
,117.0019,
,117.05165,
,117.097375,
,117.135325,
,117.181225,
,117.2829,
,117.323025,
,117.38005,
,117.44415,
,117.498725,
,117.52345,
,117.55095,
,117.568025,
,117.604625,
,117.63455,
,117.6539,
,117.675325,
,117.700625,
,117.72465,
,117.741525,
,117.7855,
,117.80985,
,117.840775,
,117.89225,
,117.9315,
,117.955425,
,118.002725,
,118.127725,
,118.150625,
,118.17125,
,118.19425,
,118.21995,
,118.245225,
,118.28015,
,118.29515,
,118.305475,
,118.337975,
,118.375425,
,118.40265,
,118.43315,
,118.4599,
,118.482575,
,118.50615,
,118.5443,
,118.583575,
,118.6056,
,118.624,
,118.654825,
,118.677175,
,118.71355,
,118.74465,
,118.7838,
,118.8075,
,118.85195,
,118.8977,
,118.9526,
,119.114075,
,119.131225,
,119.1509,
,119.18865,
,119.23025,
,119.299925,
,119.342275,
,119.4025,
,119.431325,
,119.4758,
,119.514225,
,119.5548,
,119.588325,
,119.617875,
,119.63915,
,119.6685,
,119.748975,
,119.7913,
,119.832775,
,119.863075,
,119.888725,
,119.9049,
,119.929625,
,119.970925,
,120.01315,
,120.054975,
,120.114475,
,120.16235,
,120.18655,
,120.20775,
,120.24175,
,120.256775,
,120.2819,
,120.312425,
,120.349625,
,120.40655,
,120.48285,
,120.516475,
,120.554675,
,120.578625,
,120.60685,
,120.637025,
,120.65835,
,120.730625,
,120.832425,
,120.8799,
,120.909625,
,120.928175,
,120.961975,
,121.002075,
,121.03195,
,121.0669,
,121.104525,
,121.163675,
,121.214575,
,121.255375,
,121.329775,
,121.353975,
,121.38055,
,121.420325,
,121.456325,
,121.480475,
,121.503775,
,121.525375,
,121.5539,
,121.59505,
,121.632925,
,121.690325,
,121.70955,
,121.731,
,121.74775,
,121.772825,
,121.81345,
,121.866275,
,121.8927,
,121.917275,
,121.9834,
,122.063475,
,122.08365,
,122.122825,
,122.1581,
,122.19925,
,122.239675,
,122.273625,
,122.36425,
,122.40185,
,122.422375,
,122.4592,
,122.489825,
,122.50635,
,122.53935,
,122.579175,
,122.6076,
,122.64555,
,122.6778,
,122.724,
,122.749775,
,122.804525,
,122.819125,
,122.86315,
,122.8804,
,122.89835,
,122.9374,
,122.967675,
,122.995,
,123.02555,
,123.046175,
,123.0724,
,123.120975,
,123.150675,
,123.17995,
,123.22295,
,123.2738,
,123.336675,
,123.38585,
,123.44365,
,123.45925,
,123.47735,
,123.512625,
,123.53595,
,123.567025,
,123.6203,
,123.64245,
,123.656675,
,123.687725,
,123.7228,
,123.748875,
,123.817625,
,123.840825,
,123.87645,
,123.9629,
,124.003775,
,124.028625,
,124.0553,
,124.07055,
,124.089825,
,124.112275,
,124.126725,
,124.164025,
,124.197575,
,124.281125,
,124.339675,
,124.365975,
,124.396275,
,124.423675,
,124.46045,
,124.50445,
,124.55815,
,124.616325,
,124.6514,
,124.6839,
,124.699825,
,124.7187,
,124.744225,
,124.76435,
,124.804975,
,124.834325,
,124.884825,
,124.9205,
,125.077275,
,125.094525,
,125.114825,
,125.13385,
,125.1622,
,125.193325,
,125.218,
,125.248525,
,125.2843,
,125.30415,
,125.368,
,125.38835,
,125.454325,
,125.5138,
,125.618325,
,125.652975,
,125.66435,
,125.700975,
,125.71705,
,125.756775,
,125.78955,
,125.80695,
,125.832425,
,125.85615,
,125.9753,
,126.001175,
,126.041275,
,126.074275,
,126.1015,
,126.129,
,126.1563,
,126.199325,
,126.228325,
,126.269175,
,126.294175,
,126.315175,
,126.342075,
,126.378725,
,126.409675,
,126.475125,
,126.608325,
,126.63965,
,126.662,
,126.67245,
,126.6931,
,126.7201,
,126.74875,
,126.781375,
,126.82175,
,126.85175,
,126.878975,
,126.90195,
,126.914125,
,126.933875,
,126.96085,
,127.005475,
,127.0538,
,127.076325,
,127.088175,
,127.1099,
,127.136675,
,127.177375,
,127.221075,
,127.252375,
,127.294025,
,127.3247,
,127.39395,
,127.42725,
,127.446725,
,127.499,
,127.567,
,127.6114,
,127.6321,
,127.663425,
,127.690775,
,127.72945,
,127.7976,
,127.87405,
,127.906575,
,127.929925,
,127.9658,
,127.992875,
,128.0315,
,128.061375,
,128.118575,
,128.193425,
,128.22325,
,128.287275,
,128.310275,
,128.354125,
,128.389275,
,128.42815,
,128.465575,
,128.51755,
,128.5448,
,128.57075,
,128.608825,
,128.631625,
,128.672575,
,128.717675,
,128.7771,
,128.810425,
,128.832425,
,128.853725,
,128.8832,
,128.9064,
,128.9321,
,128.96125,
,128.9984,
,129.067825,
,129.120225,
,129.147425,
,129.18485,
,129.256675,
,129.307375,
,129.342725,
,129.3849,
,129.41295,
,129.48305,
,129.521075,
,129.56725,
,129.611825,
,129.636625,
,129.67455,
,129.6973,
,129.72835,
,129.7508,
,129.772125,
,129.78565,
,129.800125,
,129.824975,
,129.856375,
,129.90315,
,129.925275,
,129.9686,
,129.9831,
,130.003875,
,130.0213,
,130.038275,
,130.0661,
,130.079575,
,130.096275,
,130.114625,
,130.136275,
,130.16615,
,130.2097,
,130.26085,
,130.288225,
,130.322075,
,130.341225,
,130.35125,
,130.392275,
,130.420325,
,130.4421,
,130.4619,
,130.5191,
,130.584325,
,130.618425,
,130.638,
,130.661375,
,130.697175,
,130.729675,
,130.75315,
,130.7742,
,130.7985,
,130.830575,
,130.8568,
,130.890325,
,130.9187,
,130.969225,
,130.9997,
,131.04715,
,131.074825,
,131.09995,
,131.133325,
,131.147925,
,131.17785,
,131.199625,
,131.21945,
,131.2557,
,131.2983,
,131.32385,
,131.353925,
,131.387325,
,131.409975,
,131.4459,
,131.46595,
,131.496775,
,131.53745,
,131.56035,
,131.58985,
,131.6384,
,131.70595,
,131.73095,
,131.750875,
,131.782925,
,131.835275,
,131.898475,
,131.940375,
,131.965625,
,131.991375,
,132.011175,
,132.03865,
,132.08845,
,132.154,
,132.196125,
,132.276575,
,132.2986,
,132.318,
,132.34585,
,132.391825,
,132.4239,
,132.460775,
,132.50585,
,132.5902,
,132.63165,
,132.69945,
,132.72615,
,132.779125,
,132.8079,
,132.82685,
,132.8534,
,132.884125,
,132.9146,
,132.968525,
,133.0018,
,133.03225,
,133.078375,
,133.116325,
,133.174475,
,133.241625,
,133.2826,
,133.302725,
,133.344375,
,133.3849,
,133.430375,
,133.455075,
,133.4789,
,133.548925,
,133.609225,
,133.66145,
,133.68415,
,133.726675,
,133.77845,
,133.8287,
,133.860125,
,133.886875,
,133.910025,
,133.927525,
,133.95145,
,134.002,
,134.025725,
,134.045525,
,134.103275,
,134.1894,
,134.2219,
,134.235125,
,134.253325,
,134.27105,
,134.320775,
,134.352125,
,134.383425,
,134.4372,
,134.4698,
,134.4883,
,134.5408,
,134.63605,
,134.6739,
,134.697125,
,134.71265,
,134.723125,
,134.751825,
,134.768075,
,134.78215,
,134.802925,
,134.858025,
,134.9106,
,134.93585,
,134.992175,
,135.0351,
,135.0708,
,135.1109,
,135.240875,
,135.2762,
,135.29725,
,135.31595,
,135.3306,
,135.3487,
,135.373975,
,135.420325,
,135.538525,
,135.594025,
,135.644275,
,135.67235,
,135.70715,
,135.731175,
,135.75545,
,135.7871,
,135.85215,
,135.9135,
,135.943825,
,135.962025,
,135.9791,
,136.032775,
,136.0601,
,136.1096,
,136.196525,
,136.218375,
,136.23895,
,136.283025,
,136.315375,
,136.338125,
,136.3635,
,136.372025,
,136.402925,
,136.4426,
,136.478575,
,136.543225,
,136.5767,
,136.6024,
,136.633025,
,136.662875,
,136.6856,
,136.70835,
,136.72905,
,136.748375,
,136.771,
,136.79685,
,136.81775,
,136.84395,
,136.8588,
,136.9058,
,136.92405,
,136.981475,
,137.002625,
,137.034275,
,137.0765,
,137.1095,
,137.144475,
,137.187275,
,137.287625,
,137.3141,
,137.372225,
,137.387875,
,137.422175,
,137.434025,
,137.470575,
,137.4983,
,137.541425,
,137.584125,
,137.626325,
,137.655375,
,137.677775,
,137.693575,
,137.7085,
,137.777925,
,137.8432,
,137.87985,
,137.93675,
,137.974825,
,137.999975,
,138.034275,
,138.049025,
,138.08325,
,138.1035,
,138.146675,
,138.16275,
,138.1829,
,138.205425,
,138.229225,
,138.249075,
,138.27955,
,138.303725,
,138.315275,
,138.3279,
,138.3655,
,138.391425,
,138.4345,
,138.480725,
,138.532475,
,138.574875,
,138.62335,
,138.6633,
,138.69185,
,138.71175,
,138.7405,
,138.752775,
,138.777275,
,138.7939,
,138.831275,
,138.8634,
,138.88465,
,138.909625,
,138.9308,
,138.9502,
,138.980175,
,138.994925,
,139.026275,
,139.044175,
,139.0645,
,139.086,
,139.106525,
,139.127325,
,139.14375,
,139.1623,
,139.1798,
,139.1991,
,139.2205,
,139.246275,
,139.268375,
,139.290325,
,139.316925,
,139.3339,
,139.412925,
,139.441825,
,139.4607,
,139.4756,
,139.500225,
,139.52625,
,139.544575,
,139.5736,
,139.59295,
,139.640225,
,139.668075,
,139.6862,
,139.7065,
,139.72865,
,139.7503,
,139.7634,
,139.79945,
,139.835675,
,139.871275,
,139.9029,
,139.92295,
,139.967,
,140.000575,
,140.027525,
,140.057525,
,140.138825,
,140.19005,
,140.23145,
,140.260175,
,140.289125,
,140.3358,
,140.381275,
,140.4109,
,140.4372,
,140.47575,
,140.5498,
,140.652575,
,140.690825,
,140.714525,
,140.73165,
,140.76005,
,140.787725,
,140.804625,
,140.838625,
,140.8741,
,140.9006,
,140.939025,
,141.0766,
,141.09535,
,141.13185,
,141.15505,
,141.22425,
,141.3014,
,141.3321,
,141.357375,
,141.383625,
,141.403175,
,141.429825,
,141.46,
,141.494125,
,141.509525,
,141.565975,
,141.6909,
,141.757,
,141.820325,
,141.8433,
,141.859825,
,141.901425,
,141.92475,
,141.947425,
,141.97575,
,142.0004,
,142.02295,
,142.046575,
,142.0705,
,142.142375,
,142.17665,
,142.20285,
,142.224125,
,142.2547,
,142.3004,
,142.332225,
,142.3498,
,142.419225,
,142.4576,
,142.516825,
,142.5437,
,142.56485,
,142.58575,
,142.624175,
,142.657,
,142.6811,
,142.734625,
,142.7599,
,142.7961,
,142.8808,
,142.916425,
,142.9442,
,142.9812,
,143.02775,
,143.0523,
,143.089975,
,143.13525,
,143.15985,
,143.185625,
,143.198725,
,143.229825,
,143.258375,
,143.29155,
,143.309225,
,143.33675,
,143.395025,
,143.422975,
,143.46195,
,143.50195,
,143.593575,
,143.6049,
,143.6297,
,143.65895,
,143.6803,
,143.7001,
,143.723775,
,143.762525,
,143.80225,
,143.82515,
,143.856075,
,143.8754,
,143.917675,
,143.958325,
,144.003175,
,144.040925,
,144.11895,
,144.1376,
,144.155425,
,144.173525,
,144.198875,
,144.2264,
,144.250125,
,144.2734,
,144.3214,
,144.341025,
,144.3974,
,144.484175,
,144.524775,
,144.542525,
,144.571825,
,144.58725,
,144.605925,
,144.6391,
,144.6594,
,144.6867,
,144.772675,
,144.805575,
,144.840975,
,144.887575,
,144.908925,
,144.937025,
,144.95855,
,144.9808,
,145.013375,
,145.046575,
,145.096175,
,145.13615,
,145.185325,
,145.2133,
,145.241225,
,145.2657,
,145.30605,
,145.3326,
,145.35365,
,145.3811,
,145.412125,
,145.48335,
,145.535875,
,145.570375,
,145.6531,
,145.724025,
,145.75925,
,145.778225,
,145.793675,
,145.803675,
,145.8191,
,145.842475,
,145.894225,
,145.9138,
,145.93895,
,145.970975,
,145.9956,
,146.05685,
,146.0831,
,146.125325,
,146.185225,
,146.200225,
,146.243225,
,146.2753,
,146.300175,
,146.335575,
,146.3583,
,146.411725,
,146.4679,
,146.51845,
,146.600775,
,146.641075,
,146.679475,
,146.707375,
,146.73685,
,146.797225,
,146.8597,
,146.95735,
,146.993725,
,147.054775,
,147.066275,
,147.08625,
,147.13605,
,147.193775,
,147.270675,
,147.345375,
,147.395025,
,147.463575,
,147.5105,
,147.5251,
,147.5449,
,147.573075,
,147.580325,
,147.613325,
,147.639325,
,147.66095,
,147.6835,
,147.71015,
,147.731625,
,147.758225,
,147.774575,
,147.8616,
,147.899175,
,147.947225,
,147.97585,
,147.9926,
,148.0045,
,148.04755,
,148.098,
,148.1273,
,148.15335,
,148.1747,
,148.1911,
,148.21965,
,148.25645,
,148.30175,
,148.349,
,148.37625,
,148.42285,
,148.4457,
,148.48765,
,148.504175,
,148.533475,
,148.554625,
,148.5796,
,148.6134,
,148.634275,
,148.66035,
,148.686925,
,148.698725,
,148.7473,
,148.7933,
,148.831075,
,148.858075,
,148.907925,
,148.94385,
,148.97195,
,148.98375,
,149.001825,
,149.0182,
,149.0275,
,149.0426,
,149.0589,
,149.070925,
,149.083575,
,149.105825,
,149.1367,
,149.1488,
,149.224725,
,149.263125,
,149.2799,
,149.31925,
,149.333,
,149.34875,
,149.3666,
,149.3877,
,149.4063,
,149.438925,
,149.451575,
,149.5752,
,149.60645,
,149.624975,
,149.635825,
,149.649625,
,149.6631,
,149.675125,
,149.699075,
,149.7194,
,149.7498,
,149.800025,
,149.893375,
,150.008175,
,150.032375,
,150.086875,
,150.1086,
,150.1431,
,150.167075,
,150.209825,
,150.2563,
,150.297425,
,150.316375,
,150.341075,
,150.368675,
,150.39155,
,150.41245,
,150.43865,
,150.48805,
,150.540925,
,150.572925,
,150.630825,
,150.657675,
,150.6836,
,150.7345,
,150.790375,
,150.83615,
,150.868375,
,150.92455,
,150.98705,
,151.01405,
,151.03745,
,151.115325,
,151.15255,
,151.17625,
,151.186525,
,151.20405,
,151.22505,
,151.2471,
,151.2616,
,151.271,
,151.279225,
,151.288375,
,151.31715,
,151.348625,
,151.43965,
,151.5055,
,151.529975,
,151.5569,
,151.5736,
,151.61225,
,151.63235,
,151.667825,
,151.698325,
,151.713775,
,151.743025,
,151.798575,
,151.8638,
,151.8798,
,151.9151,
,151.9339,
,151.979525,
,152.036,
,152.093,
,152.1186,
,152.1506,
,152.167175,
,152.180375,
,152.19525,
,152.23115,
,152.2473,
,152.26915,
,152.313825,
,152.34325,
,152.364675,
,152.409425,
,152.439825,
,152.4992,
,152.5481,
,152.590425,
,152.61975,
,152.66015,
,152.685575,
,152.759225,
,152.798075,
,152.85105,
,152.881075,
,152.93355,
,152.958425,
,152.99195,
,153.011675,
,153.031125,
,153.054525,
,153.08055,
,153.09735,
,153.120975,
,153.13485,
,153.160775,
,153.197125,
,153.210225,
,153.2441,
,153.290475,
,153.315825,
,153.395375,
,153.49895,
,153.538975,
,153.609875,
,153.643325,
,153.669825,
,153.6786,
,153.7472,
,153.772775,
,153.79015,
,153.814675,
,153.8993,
,153.960475,
,154.0094,
,154.05695,
,154.09715,
,154.12455,
,154.1344,
,154.157875,
,154.1916,
,154.2461,
,154.305025,
,154.343775,
,154.381625,
,154.4015,
,154.441475,
,154.516275,
,154.5539,
,154.581475,
,154.61495,
,154.643925,
,154.6692,
,154.7098,
,154.749,
,154.78605,
,154.803275,
,154.818425,
,154.862575,
,154.89305,
,154.9162,
,154.9672,
,155.0148,
,155.10815,
,155.155325,
,155.1765,
,155.192575,
,155.218625,
,155.245275,
,155.256725,
,155.293075,
,155.350425,
,155.390325,
,155.421225,
,155.459025,
,155.498525,
,155.526,
,155.5424,
,155.568,
,155.596375,
,155.641125,
,155.673075,
,155.78835,
,155.8209,
,155.850375,
,155.877375,
,155.90155,
,155.9137,
,155.941625,
,155.95895,
,155.967225,
,156.00975,
,156.063675,
,156.087025,
,156.1899,
,156.24345,
,156.270475,
,156.301125,
,156.330875,
,156.355,
,156.38095,
,156.410375,
,156.426875,
,156.456775,
,156.47375,
,156.492,
,156.530925,
,156.5528,
,156.5842,
,156.60705,
,156.64555,
,156.663075,
,156.683575,
,156.70635,
,156.741725,
,156.76955,
,156.7867,
,156.829675,
,156.86335,
,156.8983,
,156.9073,
,156.941375,
,156.97265,
,157.03215,
,157.05565,
,157.0805,
,157.100625,
,157.12325,
,157.151525,
,157.168375,
,157.19795,
,157.227425,
,157.25175,
,157.287525,
,157.3164,
,157.33325,
,157.35125,
,157.3755,
,157.397575,
,157.40965,
,157.4333,
,157.453475,
,157.479,
,157.498525,
,157.52755,
,157.552075,
,157.575225,
,157.602825,
,157.62435,
,157.65565,
,157.6816,
,157.714725,
,157.76095,
,157.7842,
,157.810275,
,157.920075,
,157.96925,
,158.024625,
,158.056275,
,158.080275,
,158.09835,
,158.1197,
,158.1696,
,158.187575,
,158.19815,
,158.230025,
,158.275025,
,158.2922,
,158.313175,
,158.332,
,158.341975,
,158.367225,
,158.406625,
,158.431425,
,158.470475,
,158.515725,
,158.581825,
,158.63405,
,158.676475,
,158.695525,
,158.7243,
,158.7774,
,158.87495,
,158.9547,
,158.986025,
,159.02295,
,159.0516,
,159.071825,
,159.09095,
,159.127125,
,159.168175,
,159.211525,
,159.252575,
,159.290625,
,159.35625,
,159.38635,
,159.43335,
,159.459575,
,159.5059,
,159.528025,
,159.563725,
,159.612025,
,159.63975,
,159.684175,
,159.710525,
,159.739625,
,159.7786,
,159.818825,
,159.89545,
,159.9827,
,160.001675,
,160.019475,
,160.038975,
,160.055025,
,160.090725,
,160.114775,
,160.17925,
,160.2042,
,160.23035,
,160.260025,
,160.301325,
,160.330775,
,160.4188,
,160.44865,
,160.49215,
,160.539325,
,160.55895,
,160.5999,
,160.62295,
,160.63575,
,160.650775,
,160.6661,
,160.6796,
,160.6935,
,160.738325,
,160.7612,
,160.776125,
,160.797775,
,160.829875,
,160.86355,
,160.88955,
,160.91665,
,160.9448,
,160.97695,
,161.032075,
,161.068575,
,161.09635,
,161.110675,
,161.127725,
,161.14045,
,161.153625,
,161.1761,
,161.1937,
,161.21105,
,161.225875,
,161.2724,
,161.296675,
,161.3276,
,161.348725,
,161.3983,
,161.4159,
,161.47265,
,161.499875,
,161.55815,
,161.57505,
,161.6043,
,161.6418,
,161.674375,
,161.801175,
,161.8069,
,161.854575,
,161.91525,
,162.043325,
,162.08865,
,162.135425,
,162.16585,
,162.226825,
,162.29225,
,162.32095,
,162.43595,
,162.449125,
,162.4735,
,162.517775,
,162.554175,
,162.6135,
,162.716725,
,162.735375,
,162.761325,
,162.790475,
,162.817925,
,162.887575,
,162.936725,
,162.96615,
,162.99865,
,163.0751,
,163.105625,
,163.13185,
,163.1633,
,163.186775,
,163.204425,
,163.2192,
,163.24405,
,163.304775,
,163.348675,
,163.390475,
,163.41635,
,163.457825,
,163.477375,
,163.526525,
,163.555875,
,163.5922,
,163.616,
,163.6547,
,163.68335,
,163.709625,
,163.73815,
,163.758425,
,163.773125,
,163.8256,
,163.88625,
,163.920175,
,163.95665,
,163.9767,
,163.98905,
,164.019125,
,164.038925,
,164.06025,
,164.10365,
,164.144375,
,164.181,
,164.257025,
,164.28725,
,164.306775,
,164.3159,
,164.3376,
,164.361125,
,164.384725,
,164.477725,
,164.510175,
,164.5436,
,164.567625,
,164.5957,
,164.6409,
,164.65955,
,164.686675,
,164.754525,
,164.8298,
,164.865275,
,164.89945,
,164.96465,
,165.1424,
,165.199375,
,165.220875,
,165.246975,
,165.2802,
,165.30985,
,165.365075,
,165.3966,
,165.43635,
,165.4835,
,165.5365,
,165.5708,
,165.619725,
,165.654675,
,165.69565,
,165.74435,
,165.818675,
,165.9469,
,165.9714,
,166.0033,
,166.027075,
,166.047025,
,166.075425,
,166.10605,
,166.1545,
,166.200025,
,166.240025,
,166.26895,
,166.2927,
,166.3089,
,166.334925,
,166.360525,
,166.3883,
,166.418925,
,166.439075,
,166.46165,
,166.481625,
,166.500075,
,166.52745,
,166.5534,
,166.5776,
,166.609225,
,166.655325,
,166.705775,
,166.736275,
,166.76745,
,166.7965,
,166.83635,
,166.866325,
,166.911075,
,166.9371,
,167.01225,
,167.0456,
,167.08385,
,167.104925,
,167.144925,
,167.19845,
,167.242725,
,167.271325,
,167.309375,
,167.37535,
,167.4064,
,167.44165,
,167.477025,
,167.497175,
,167.520125,
,167.5281,
,167.546075,
,167.583025,
,167.63735,
,167.661975,
,167.711375,
,167.727275,
,167.752,
,167.77645,
,167.816425,
,167.82095,
,167.852525,
,167.88775,
,167.905425,
,167.9316,
,167.947175,
,167.963325,
,167.9883,
,168.024675,
,168.076775,
,168.129475,
,168.15625,
,168.174025,
,168.216875,
,168.238,
,168.2519,
,168.269125,
,168.294525,
,168.33275,
,168.35485,
,168.3795,
,168.42195,
,168.436,
,168.443625,
,168.467525,
,168.4914,
,168.52325,
,168.54945,
,168.57045,
,168.6028,
,168.627175,
,168.6589,
,168.68215,
,168.754425,
,168.77925,
,168.79565,
,168.825675,
,168.843825,
,168.885375,
,168.89915,
,168.976125,
,168.995775,
,169.015425,
,169.026675,
,169.050775,
,169.073225,
,169.10255,
,169.142175,
,169.151775,
,169.18935,
,169.224175,
,169.283725,
,169.339275,
,169.381775,
,169.39385,
,169.40445,
,169.411425,
,169.424575,
,169.45015,
,169.460125,
,169.488675,
,169.5088,
,169.5401,
,169.579825,
,169.6117,
,169.648075,
,169.6677,
,169.705775,
,169.75255,
,169.768325,
,169.819125,
,169.84485,
,169.886525,
,169.916175,
,169.9968,
,170.033275,
,170.075325,
,170.09165,
,170.1053,
,170.119625,
,170.1394,
,170.146025,
,170.165825,
,170.1923,
,170.22965,
,170.263525,
,170.28245,
,170.32385,
,170.340925,
,170.44,
,170.477775,
,170.5203,
,170.553475,
,170.561975,
,170.580225,
,170.600525,
,170.639225,
,170.658275,
,170.70125,
,170.72735,
,170.784925,
,170.809,
,170.898175,
,170.9427,
,170.9645,
,171.068325,
,171.118675,
,171.15015,
,171.16345,
,171.182575,
,171.197,
,171.237425,
,171.27305,
,171.344975,
,171.563675,
,171.603025,
,171.62175,
,171.6512,
,171.687775,
,171.900775,
,171.940675,
,171.964325,
,171.999375,
,172.032025,
,172.06295,
,172.11505,
,172.242175,
,172.269425,
,172.29995,
,172.3633,
,172.38915,
,172.42935,
,172.476525,
,172.518475,
,172.559675,
,172.592975,
,172.615625,
,172.644925,
,172.656225,
,172.6721,
,172.690975,
,172.719725,
,172.7321,
,172.7477,
,172.778575,
,172.810325,
,172.85625,
,172.88815,
,172.91985,
,172.95895,
,173.00105,
,173.030525,
,173.0723,
,173.10235,
,173.1175,
,173.174575,
,173.1914,
,173.206675,
,173.223025,
,173.242725,
,173.270725,
,173.30905,
,173.376625,
,173.423375,
,173.45135,
,173.474575,
,173.5022,
,173.54205,
,173.570775,
,173.611725,
,173.6728,
,173.722825,
,173.757275,
,173.812775,
,173.8733,
,173.8977,
,173.93335,
,174.0064,
,174.047125,
,174.08375,
,174.186925,
,174.2395,
,174.2695,
,174.312475,
,174.3396,
,174.372175,
,174.4375,
,174.49575,
,174.53125,
,174.563275,
,174.612,
,174.627675,
,174.648725,
,174.71785,
,174.747875,
,174.814375,
,174.90055,
,174.97125,
,175.029975,
,175.175225,
,175.231675,
,175.270125,
,175.2892,
,175.303475,
,175.33645,
,175.37125,
,175.42455,
,175.4454,
,175.47075,
,175.523275,
,175.554475,
,175.594625,
,175.6388,
,175.69225,
,175.84075,
,175.873425,
,175.88715,
,175.90615,
,175.9509,
,175.9765,
,176.014925,
,176.0386,
,176.044675,
,176.065625,
,176.132925,
,176.156075,
,176.1958,
,176.21015,
,176.243075,
,176.257675,
,176.2908,
,176.303875,
,176.33635,
,176.3562,
,176.3681,
,176.383575,
,176.41005,
,176.4391,
,176.457325,
,176.469525,
,176.503925,
,176.526375,
,176.5596,
,176.590275,
,176.6047,
,176.62525,
,176.651875,
,176.677075,
,176.69545,
,176.725025,
,176.740975,
,176.768575,
,176.786125,
,176.819025,
,176.861625,
,176.90705,
,176.938825,
,176.96435,
,176.986775,
,177.016425,
,177.0417,
,177.057625,
,177.073575,
,177.0922,
,177.115775,
,177.13475,
,177.177325,
,177.218975,
,177.243625,
,177.264625,
,177.286,
,177.299425,
,177.314075,
,177.337,
,177.371275,
,177.395475,
,177.443025,
,177.466975,
,177.503575,
,177.52975,
,177.552625,
,177.5762,
,177.604025,
,177.642125,
,177.663025,
,177.696775,
,177.74965,
,177.790825,
,177.82465,
,177.897975,
,177.91205,
,177.948975,
,177.98935,
,178.030175,
,178.06265,
,178.08655,
,178.11,
,178.120175,
,178.13215,
,178.1591,
,178.1889,
,178.219275,
,178.239325,
,178.2634,
,178.29005,
,178.356775,
,178.3797,
,178.40695,
,178.437275,
,178.476775,
,178.508375,
,178.523725,
,178.56315,
,178.6196,
,178.6728,
,178.683825,
,178.69655,
,178.710975,
,178.7379,
,178.782675,
,178.7923,
,178.825575,
,178.8398,
,178.847925,
,178.861875,
,178.882975,
,178.9081,
,178.98675,
,179.037575,
,179.069375,
,179.079425,
,179.1088,
,179.128575,
,179.15005,
,179.1731,
,179.206575,
,179.230675,
,179.277675,
,179.3369,
,179.407275,
,179.44215,
,179.4665,
,179.48135,
,179.500675,
,179.520025,
,179.547975,
,179.57105,
,179.5979,
,179.659075,
,179.72415,
,179.772975,
,179.7908,
,179.81215,
,179.827725,
,179.863,
,179.87685,
,179.91215,
,179.934225,
,179.952225,
,179.98855,
,180.0154,
,180.068425,
,180.105,
,180.137775,
,180.181125,
,180.2077,
,180.22675,
,180.242375,
,180.261775,
,180.2862,
,180.30775,
,180.388075,
,180.405125,
,180.426825,
,180.447875,
,180.480075,
,180.505525,
,180.528825,
,180.55815,
,180.58165,
,180.60155,
,180.63375,
,180.6541,
,180.6663,
,180.696825,
,180.758725,
,180.78185,
,180.795175,
,180.8757,
,180.90025,
,180.914525,
,180.931175,
,180.960825,
,181.000625,
,181.080575,
,181.148875,
,181.17325,
,181.214025,
,181.2454,
,181.265575,
,181.303625,
,181.341775,
,181.415225,
,181.516775,
,181.5859,
,181.59785,
,181.636225,
,181.6838,
,181.737475,
,181.817225,
,181.8749,
,181.89295,
,181.914725,
,181.94345,
,181.967425,
,182.02065,
,182.060625,
,182.083825,
,182.1554,
,182.187425,
,182.210725,
,182.247825,
,182.2736,
,182.32745,
,182.418475,
,182.47145,
,182.489825,
,182.51085,
,182.52765,
,182.54615,
,182.5725,
,182.6133,
,182.632875,
,182.6648,
,182.69435,
,182.721125,
,182.75845,
,182.826475,
,182.86845,
,182.9223,
,182.961525,
,182.998675,
,183.0317,
,183.06225,
,183.09955,
,183.11885,
,183.19235,
,183.261875,
,183.308625,
,183.361525,
,183.390475,
,183.414775,
,183.439525,
,183.471025,
,183.64715,
,183.659775,
,183.679375,
