SPK_SPKC13a (no opto-tagging)
0.057375
0.091025
0.173625
0.26715
0.33805
0.364875
0.399275
0.426875
0.495425
0.576025
0.64735
0.726175
0.819175
0.916425
1.043575
1.089225
1.126425
1.183475
1.218075
1.28265
1.37425
1.417625
1.5077
1.572825
1.63115
1.674875
1.7309
1.797375
1.84715
1.9178
1.95965
1.999275
2.051275
2.12145
2.168975
2.217175
2.279975
2.334025
2.398375
2.45145
2.538375
2.624875
2.6841
2.755775
2.814825
2.86655
3.0072
3.063125
3.107725
3.177475
3.24155
3.29735
3.3232
3.345
3.360025
3.483775
3.575725
3.62575
3.705
3.737925
3.90985
3.9663
4.01505
4.08535
4.1808
4.21305
4.274725
4.313
4.357475
4.414
4.475625
4.530775
4.629025
4.691725
4.760975
4.80115
4.95205
4.999025
5.021975
5.1042
5.149925
5.207375
5.23735
5.31475
5.405775
5.5492
5.58555
5.639825
5.684725
5.7209
5.74235
5.7883
5.852575
5.91475
5.957175
6.017025
6.033325
6.055375
6.122475
6.17245
6.19345
6.23165
6.289625
6.324825
6.366425
6.471375
6.543475
6.590675
6.633875
6.76395
6.812575
6.8679
6.922425
6.957
7.015325
7.122025
7.178875
7.2604
7.3494
7.387775
7.44205
7.548
7.612525
7.68035
7.762825
7.807575
7.913325
7.954975
8.054625
8.1146
8.180475
8.26325
8.3018
8.33785
8.387675
8.478825
8.5271
8.6032
8.72105
8.795375
8.868325
8.99005
9.036775
9.089725
9.125025
9.175025
9.221875
9.263925
9.331275
9.3713
9.4858
9.50335
9.5482
9.62735
9.703325
9.73325
9.786525
9.872
9.9271
9.98735
10.03535
10.132275
10.19515
10.27315
10.33065
10.3726
10.439725
10.483475
10.5985
10.631025
10.668375
10.71905
10.780775
10.887675
10.9433
10.9905
11.0394
11.054225
11.1223
11.1862
11.254875
11.28545
11.382525
11.418325
11.5841
11.630975
11.692275
11.7267
11.79455
11.826
11.863125
11.8846
12.02165
12.0885
12.12335
12.1729
12.232825
12.29825
12.3498
12.377625
12.449975
12.485575
12.53125
12.5648
12.60695
12.687525
12.720075
12.7832
12.86735
12.918225
12.941425
12.982275
13.0147
13.0561
13.0895
13.159775
13.19045
13.22795
13.277175
13.3292
13.3957
13.43335
13.494825
13.534025
13.565
13.61675
13.669125
13.7291
13.825725
13.8634
13.9118
13.98455
14.019475
14.051225
14.0787
14.1204
14.14965
14.2206
14.26295
14.3279
14.400925
14.450875
14.498075
14.564875
14.611625
14.639425
14.696725
14.720575
14.800625
14.85895
14.9519
15.009725
15.05585
15.100825
15.216575
15.259325
15.27325
15.32565
15.37285
15.413825
15.44045
15.4748
15.509525
15.55765
15.620575
15.663075
15.70555
15.752775
15.848925
15.880575
15.975775
16.0012
16.030825
16.0586
16.1172
16.1542
16.210225
16.269925
16.304125
16.35405
16.394
16.5494
16.616075
16.6439
16.722625
16.787225
16.8306
16.8578
16.909075
16.96605
17.01635
17.037725
17.13075
17.1632
17.225375
17.24845
17.2999
17.428225
17.55835
17.6604
17.7114
17.76855
17.8138
17.877175
17.927025
18.0033
18.063475
18.1068
18.155
18.194675
18.263925
18.298525
18.34675
18.378475
18.44715
18.506125
18.58985
18.619475
18.674075
18.747925
18.8194
18.87515
18.9052
18.979625
19.01295
19.0564
19.130325
19.23035
19.297175
19.359425
19.4186
19.461825
19.4975
19.51985
19.59475
19.62095
19.69355
19.741025
19.831675
19.908275
20.058975
20.2035
20.253875
20.265125
20.301675
20.382925
20.46505
20.528825
20.56805
20.628475
20.67875
20.736275
20.76105
20.7888
20.922075
21.066925
21.105875
21.169125
21.21965
21.2482
21.303275
21.4037
21.486875
21.53465
21.615675
21.68495
21.7342
21.82505
21.9177
21.9977
22.070425
22.1314
22.197675
22.255325
22.281825
22.3298
22.374875
22.439075
22.50035
22.53435
22.59855
22.671625
22.69845
22.788325
22.82165
22.887475
22.931225
22.9599
23.042225
23.129375
23.226075
23.3782
23.437025
23.506825
23.55865
23.598425
23.63885
23.692075
23.7875
23.850475
23.913825
23.955625
24.015075
24.146175
24.218275
24.2625
24.3108
24.3907
24.444775
24.45705
24.476475
24.531575
24.58855
24.629
24.799275
24.831775
24.8631
24.88905
24.929325
24.98165
25.059975
25.114125
