SPK_SPKC09a (exc),SPK_SPKC12a (no response),SPK_SPKC13a (no response)
493.678675,475.601275,
493.71925,475.632025,
493.724875,475.646975,
493.77495,475.656625,
493.816125,475.6642,
493.86315,475.67305,
493.900125,475.6816,
493.935225,475.689325,
494.006225,475.697825,
494.04255,475.7077,
494.07015,475.72015,
494.16995,475.730225,
494.275075,475.74305,
494.311475,475.75675,
494.375425,475.773475,
494.443325,475.792675,
494.476975,475.81205,
494.5184,475.831625,
494.535475,475.847125,
494.5744,475.858725,
494.604575,475.869375,
494.623125,475.881525,
494.66075,475.8985,
494.6804,475.916,
494.71415,475.924075,
494.738725,475.932975,
494.75745,475.943275,
494.775725,475.955725,
494.796375,475.964025,
494.8217,475.9822,
494.8836,476.0004,
494.914625,476.0354,
494.954025,476.06285,
494.9785,476.0963,
495.00855,476.125725,
495.0249,476.188825,
495.049775,476.216025,
495.091775,476.23785,
495.149225,476.24765,
495.17135,476.26315,
495.189825,476.27205,
495.22385,476.286475,
495.2366,476.30055,
495.269575,476.311025,
495.283275,476.32395,
495.301875,476.33585,
495.33405,476.351175,
495.35015,476.369575,
495.3695,476.38495,
495.381425,476.4029,
495.3965,476.42495,
495.40215,476.449,
495.434775,476.478225,
495.4502,476.5094,
495.46355,476.590125,
495.495975,476.63455,
495.5241,476.672975,
495.541275,476.7322,
495.5761,476.854525,
495.656075,477.023525,
495.682625,477.0724,
495.694425,477.18615,
495.702075,477.270175,
495.7605,477.352875,
495.786775,477.3844,
495.814625,477.431975,
495.8577,477.46925,
495.88925,477.508825,
495.9245,477.5262,
495.9827,477.539275,
495.998725,477.55255,
496.0266,477.5663,
496.061775,477.5839,
496.10605,477.602125,
496.1255,477.6161,
496.22115,477.63065,
496.238225,477.64165,
496.26645,477.6658,
496.285,477.702375,
496.30415,477.73315,
496.3209,477.7676,
496.340025,477.8041,
496.35975,477.94115,
496.38545,477.96665,
496.4038,477.974075,
496.421725,477.982275,
496.433025,477.9882,
496.445075,477.994725,
496.468825,478.024075,
496.489475,478.045075,
496.5357,478.055175,
496.558825,478.065175,
496.5815,478.076925,
496.599875,478.08495,
496.63205,478.098,
496.66435,478.11145,
496.678325,478.136625,
496.698225,478.150425,
496.70815,478.159175,
496.7297,478.168525,
496.753725,478.1837,
496.776225,478.200675,
496.79275,478.2183,
496.8043,478.2298,
496.8167,478.241325,
496.856625,478.25695,
496.871025,478.2756,
496.8798,478.2887,
496.906525,478.309375,
496.9207,478.337225,
496.947725,478.3601,
496.9646,478.3773,
496.983175,478.392875,
496.9997,478.426025,
497.037425,478.450825,
497.05485,478.467925,
497.071675,478.482275,
497.089175,478.5086,
497.1052,478.521025,
497.12635,478.541,
497.1351,478.60525,
497.154075,478.704475,
497.184125,478.746,
497.210125,478.768775,
497.2288,478.858175,
497.256175,478.89805,
497.287175,478.9539,
497.3164,479.07365,
497.3585,479.1284,
497.3744,479.151375,
497.395,479.184625,
497.4154,479.1957,
497.41955,479.20525,
497.42945,479.2135,
497.45695,479.222375,
497.469275,479.24195,
497.4838,479.255,
497.498375,479.265825,
497.52195,479.281625,
497.538825,479.303175,
497.5773,479.315625,
497.58985,479.362625,
497.629075,479.376725,
497.654425,479.392425,
497.673175,479.411175,
497.68305,479.430075,
497.7053,479.441925,
497.72195,479.473025,
497.759525,479.49745,
497.79425,479.5271,
497.8214,479.551925,
497.8316,479.638325,
497.8607,479.668,
497.883575,479.6888,
497.901275,479.703275,
497.940875,479.723225,
497.960025,479.739525,
497.9804,479.749075,
497.994525,479.767525,
498.020375,479.7884,
498.0397,479.808075,
498.078475,479.82775,
498.0937,479.84805,
498.1167,479.867475,
498.14045,479.900425,
498.159275,479.942125,
498.174675,480.073675,
498.204825,480.09135,
498.24255,480.108825,
498.254675,480.130475,
498.27795,480.14715,
498.3036,480.1614,
498.325275,480.179175,
498.3463,480.21935,
498.3838,480.237525,
498.4023,480.2688,
498.426,480.291775,
498.447775,480.316625,
498.46475,480.338525,
498.486925,480.3628,
498.5122,480.401075,
498.533775,480.437,
498.5576,480.5116,
498.60825,480.541775,
498.630675,480.573925,
498.657075,480.621425,
498.694075,480.651275,
498.722725,480.680525,
498.7512,480.73155,
498.7636,480.84135,
498.7839,480.920725,
498.800925,480.976325,
498.817275,481.064,
498.83775,481.08965,
498.859825,481.12015,
498.89375,481.1572,
498.90905,481.189425,
498.924475,481.239,
498.9518,481.28235,
498.9725,481.489925,
498.98105,481.52575,
498.994275,481.58755,
499.0121,481.599875,
499.031475,481.609425,
499.071575,481.619175,
499.09775,481.628475,
499.115325,481.6367,
499.1366,481.644725,
499.164125,481.65895,
499.1953,481.668425,
499.2203,481.678525,
499.236825,481.696025,
499.252225,481.7165,
499.2718,481.737425,
499.308425,481.764725,
499.319425,481.7795,
499.37345,481.798,
499.404225,481.81275,
499.42835,481.828975,
499.446975,481.85035,
499.4712,481.8631,
499.489125,481.879825,
499.535,481.89415,
499.555875,481.910825,
499.57995,481.921925,
499.676375,481.9335,
499.702925,481.95055,
499.7325,481.977375,
499.75695,481.998275,
499.781925,482.06215,
499.811975,482.0899,
499.87165,482.146875,
499.93725,482.197375,
499.982725,482.248575,
500.01285,482.274775,
500.0353,482.28445,
500.048325,482.2977,
500.079425,482.30335,
500.1038,482.313075,
500.1282,482.328425,
500.157475,482.335,
500.2165,482.3612,
500.231325,482.369175,
500.249775,482.3784,
500.263425,482.3907,
500.2887,482.403225,
500.315975,482.412775,
500.339175,482.424575,
500.357325,482.433125,
500.37775,482.453075,
500.4084,482.472375,
500.436925,482.494075,
500.460325,482.51345,
500.4902,482.53025,
500.513325,482.55415,
500.541175,482.586,
500.556025,482.608925,
500.558375,482.6452,
500.5802,482.660075,
500.5983,482.679175,
500.6207,482.698425,
500.633475,482.71465,
500.67175,482.739875,
500.696575,482.8102,
500.749275,482.836925,
500.79015,482.878075,
500.820525,482.904825,
500.87735,482.930875,
500.896275,482.9558,
500.951425,483.004875,
501.017875,483.051025,
501.076425,483.0923,
501.110575,483.14525,
501.1584,483.198225,
501.174325,483.21595,
501.182125,483.234125,
501.2121,483.28075,
501.23205,483.345825,
501.24645,483.441625,
501.26175,483.450125,
501.287475,483.458625,
501.3105,483.467275,
501.329525,483.478075,
501.35465,483.49465,
501.373725,483.50615,
501.39355,483.515425,
501.415725,483.530875,
501.447575,483.5433,
501.48485,483.561425,
501.505625,483.582475,
501.50855,483.59135,
501.53815,483.6074,
501.5529,483.6214,
501.5691,483.632375,
501.581625,483.646525,
501.597975,483.655575,
501.650425,483.67295,
501.672825,483.6904,
501.6788,483.7109,
501.70715,483.7288,
501.710875,483.754825,
501.740125,483.77605,
501.772575,483.790525,
501.830725,483.815025,
501.8883,483.85715,
501.91255,483.875675,
501.9752,483.89995,
502.02985,483.91565,
502.07265,483.92815,
502.10815,483.948625,
502.137275,483.9763,
502.17105,483.9969,
502.2023,484.0318,
502.2238,484.05255,
502.239775,484.067175,
502.281375,484.099675,
502.31055,484.11275,
502.330825,484.1329,
502.3571,484.152125,
502.3926,484.176125,
502.418825,484.193,
502.439475,484.21205,
502.441025,484.253575,
502.4599,484.295825,
502.517775,484.349475,
502.54215,484.3926,
502.5792,484.428975,
502.64835,484.4925,
502.669325,484.509475,
502.76395,484.522975,
502.83635,484.53365,
502.85395,484.550475,
502.8733,484.569475,
502.895875,484.6,
502.916725,484.62385,
502.9376,484.6444,
502.955125,484.660775,
502.97315,484.67935,
502.9948,484.691625,
503.03355,484.70315,
503.048725,484.7142,
503.069775,484.7534,
503.100525,484.7656,
503.119325,484.7801,
503.13475,484.799475,
503.1556,484.84085,
503.1904,484.867325,
503.21055,484.895975,
503.22445,484.91505,
503.243925,484.93205,
503.26255,484.95515,
503.2742,484.9684,
503.28925,484.983925,
503.3214,484.99845,
503.34925,485.0114,
503.36455,485.0353,
503.378575,485.05805,
503.398775,485.06615,
503.436725,485.0805,
503.463375,485.092225,
503.483175,485.106425,
503.49785,485.136325,
503.535025,485.1847,
503.54835,485.20275,
503.573375,485.2156,
503.59005,485.231775,
503.617925,485.25665,
503.66495,485.273125,
503.724625,485.28875,
503.7563,485.317675,
503.779475,485.3323,
503.818,485.3438,
503.842275,485.364675,
503.861075,485.38195,
503.875675,485.4095,
503.91475,485.43045,
503.942175,485.446425,
503.95485,485.471475,
503.97425,485.4987,
503.997275,485.528225,
504.01385,485.596425,
504.045275,485.728225,
504.068025,485.766425,
504.086525,485.803025,
504.0985,485.8346,
504.1186,485.854425,
504.13835,485.8979,
504.19145,485.91425,
504.211,485.942325,
504.2268,486.004025,
504.25795,486.034275,
504.277575,486.0483,
504.30635,486.064925,
504.32985,486.08655,
504.344275,486.098625,
504.356,486.114425,
504.374425,486.12835,
504.40045,486.139675,
504.4191,486.177675,
504.43855,486.191825,
504.467025,486.2036,
504.490875,486.21655,
504.503125,486.232925,
504.527425,486.235225,
504.545625,486.244425,
504.5662,486.25445,
504.593775,486.27085,
504.618025,486.2839,
504.680875,486.292225,
504.7001,486.30485,
504.73685,486.323675,
504.78825,486.339175,
504.8207,486.350525,
504.8567,486.38595,
504.90615,486.40655,
504.93635,486.433825,
504.958175,486.458925,
505.018825,486.481325,
505.048175,486.5085,
505.086375,486.541425,
505.1092,486.564375,
505.148025,486.586175,
505.16845,486.626325,
505.19145,486.6631,
505.228175,486.6869,
505.267425,486.714525,
505.3047,486.73255,
505.341725,486.75785,
505.3944,486.7733,
505.437975,486.80705,
505.484975,486.82065,
505.5393,486.83535,
505.619425,486.84465,
505.64865,486.856625,
505.677625,486.8716,
505.699125,486.88285,
505.72995,486.899875,
505.7558,486.917125,
505.782275,486.93765,
505.801375,486.954825,
505.82145,486.9963,
505.86985,487.0611,
505.903775,487.095375,
505.970675,487.1192,
506.009925,487.13635,
506.037725,487.146925,
506.06145,487.158325,
506.080725,487.170025,
506.10735,487.179275,
506.130175,487.1958,
506.1498,487.2074,
506.174775,487.219275,
506.19925,487.240825,
506.2275,487.249325,
506.254375,487.26785,
506.28025,487.2833,
506.329025,487.3108,
506.403475,487.333525,
506.4677,487.35125,
506.602475,487.37735,
506.6547,487.412625,
506.6698,487.49295,
506.6837,487.547525,
506.735125,487.59895,
506.766925,487.658775,
506.799575,487.701025,
506.82375,487.740575,
506.868825,487.7614,
507.05815,487.7894,
507.071075,487.939525,
507.1023,488.02355,
507.119675,488.05965,
507.131475,488.100475,
507.14685,488.139575,
507.176525,488.1722,
507.192125,488.206,
507.21915,488.219375,
507.233425,488.232925,
507.254125,488.262625,
507.2786,488.277325,
507.297325,488.303925,
507.31765,488.313,
507.356025,488.338175,
507.38015,488.354275,
507.4371,488.370175,
507.5069,488.387325,
507.53185,488.40145,
507.55515,488.413825,
507.57425,488.4351,
507.5882,488.450025,
507.612925,488.460375,
507.6309,488.49165,
507.64345,488.520025,
507.675525,488.545475,
507.70055,488.5709,
507.741875,488.5897,
507.761975,488.600725,
507.823275,488.61205,
507.85825,488.62175,
507.8871,488.6478,
507.941375,488.6628,
507.9787,488.67685,
507.995375,488.689125,
508.051,488.7086,
508.07055,488.722225,
508.09475,488.742325,
508.119175,488.770275,
508.142725,488.801075,
508.171475,488.83725,
508.239175,488.9083,
508.2946,488.994225,
508.3326,489.0232,
508.3799,489.0468,
508.4132,489.068575,
508.438075,489.08695,
508.46535,489.122325,
508.512775,489.1422,
508.5412,489.15715,
508.58745,489.175,
508.681725,489.19105,
508.7332,489.207025,
508.775825,489.2209,
508.811025,489.252175,
508.823825,489.282675,
508.8369,489.3256,
508.864025,489.394925,
508.883,489.4381,
508.898175,489.454475,
508.9263,489.4705,
508.94525,489.482,
508.976025,489.4912,
508.999725,489.498675,
509.03935,489.525025,
509.07655,489.533375,
509.113925,489.545325,
509.1486,489.558925,
509.2703,489.574525,
509.284375,489.597225,
509.30395,489.6134,
509.3115,489.634425,
509.3264,489.651075,
509.3577,489.669925,
509.3989,489.724525,
509.4239,489.788625,
509.4506,489.81735,
509.488075,489.843575,
509.5362,489.860675,
509.582125,489.9141,
509.60975,489.937825,
509.63645,490.03145,
509.65835,490.0684,
509.68725,490.108325,
509.73765,490.1516,
509.764075,490.20155,
509.7893,490.22705,
509.80835,490.254175,
509.83285,490.2666,
509.85175,490.292125,
509.8849,490.3123,
509.9327,490.327575,
509.950775,490.3445,
509.97445,490.356025,
510.0038,490.368525,
510.038475,490.39315,
510.08805,490.396925,
510.134025,490.4073,
510.156225,490.423575,
510.185675,490.437175,
510.2179,490.45775,
510.2377,490.475075,
510.2756,490.513775,
510.29845,490.538725,
510.349975,490.553175,
510.391975,490.57145,
510.4347,490.587475,
510.4616,490.624775,
510.499325,490.660725,
510.538075,490.7213,
510.576425,490.8475,
510.613975,490.9172,
510.679375,491.0435,
510.828075,491.067975,
510.86055,491.091325,
510.88225,491.112675,
510.9066,491.1559,
510.92155,491.23805,
510.947725,491.27,
510.9638,491.2811,
510.978875,491.2883,
511.006925,491.296225,
511.027275,491.30415,
511.071225,491.313225,
511.18215,491.32015,
511.2231,491.32925,
511.266575,491.343925,
511.296825,491.356725,
511.3174,491.368625,
511.341575,491.380425,
511.362975,491.39175,
511.37845,491.399975,
511.408625,491.426325,
511.430725,491.4419,
511.465725,491.459625,
511.5081,491.469025,
511.678175,491.494125,
511.71285,491.50805,
511.748025,491.524275,
511.7828,491.53725,
511.812325,491.55565,
511.8562,491.5719,
511.90175,491.6006,
511.96405,491.62555,
512.015625,491.663225,
512.0608,491.6969,
512.075925,491.713725,
512.0887,491.726325,
512.114,491.739675,
512.1429,491.756675,
512.1606,491.77345,
512.180775,491.79555,
512.201325,491.81835,
512.23685,491.83985,
512.288775,491.86805,
512.363925,491.892025,
512.40335,491.936775,
512.44025,491.960325,
512.4664,492.009725,
512.520175,492.0911,
512.539175,492.103825,
512.56395,492.113675,
512.59995,492.1334,
512.62025,492.1418,
512.64355,492.1564,
512.65915,492.18085,
512.67635,492.198875,
512.69965,492.213775,
512.7408,492.235,
512.77175,492.252425,
512.811125,492.273725,
512.852775,492.2991,
512.8766,492.32375,
512.985825,492.353125,
513.02835,492.381825,
513.06615,492.40465,
513.1094,492.44065,
513.1494,492.63905,
513.179275,492.694075,
513.224575,492.7793,
513.2604,492.807175,
513.271125,492.907125,
513.310725,492.944375,
513.415275,492.95995,
513.43275,492.974325,
513.466575,492.98915,
513.50585,493.001175,
513.582075,493.014725,
513.62565,493.0297,
513.65125,493.0541,
513.709275,493.0689,
513.7438,493.083375,
513.7953,493.091925,
513.846825,493.106575,
513.900975,493.123025,
513.949975,493.143375,
513.996775,493.16365,
514.061725,493.1854,
514.119875,493.20525,
514.2385,493.224425,
514.35755,493.245075,
514.431125,493.262,
514.51955,493.2954,
514.593225,493.33545,
514.64255,493.3794,
514.7453,493.4106,
514.818375,493.459225,
514.884325,493.4897,
514.91565,493.5009,
515.0317,493.520425,
515.0878,493.5334,
515.225325,493.54885,
515.320125,493.56375,
515.348375,493.5783,
515.4897,493.5903,
515.53285,493.60375,
515.571325,493.616325,
515.60395,493.64,
515.6813,493.66045,
515.726075,493.6782,
515.759875,493.70975,
515.808625,493.740725,
515.87135,493.7768,
515.91865,493.81015,
516.0089,493.8294,
516.0414,493.8609,
516.1021,493.8895,
516.172325,493.916825,
516.229725,494.01045,
516.293975,494.0672,
516.329125,494.095075,
516.350925,494.141375,
516.4374,494.167,
516.470275,494.240725,
516.495025,494.287325,
516.518525,494.37925,
516.538775,494.419975,
516.593275,494.43875,
516.61855,494.465575,
516.6543,494.4878,
516.694775,494.518275,
516.739525,494.529225,
516.766125,494.544975,
516.82285,494.5704,
516.8578,494.596275,
516.895875,494.618825,
516.9317,494.64775,
517.01885,494.67095,
517.121075,494.694425,
517.173575,494.7154,
517.199525,494.791025,
517.226375,494.818825,
517.250075,494.881225,
517.277975,494.905,
517.309175,494.92595,
517.342875,494.9529,
517.38115,494.982775,
517.421525,495.0037,
517.445725,495.0257,
517.4875,495.037925,
517.5299,495.052825,
517.57405,495.064075,
517.61005,495.0794,
517.64375,495.104375,
517.686025,495.116275,
517.740425,495.124475,
517.793075,495.132225,
517.87255,495.156475,
517.956375,495.173175,
518.024475,495.182625,
518.044475,495.196625,
518.0587,495.216925,
518.0781,495.2318,
518.09845,495.249675,
518.113175,495.26825,
518.1475,495.29235,
518.1815,495.312525,
518.2047,495.346525,
518.2257,495.36235,
518.31,495.372725,
518.363775,495.3898,
518.458225,495.400125,
518.4942,495.415775,
518.537325,495.4251,
518.669275,495.440425,
518.7246,495.448175,
518.7836,495.469025,
518.829125,495.484975,
518.9881,495.5111,
519.14425,495.52325,
519.185725,495.536575,
519.22595,495.556225,
519.347875,495.5711,
519.429525,495.58775,
519.502975,495.613675,
519.5444,495.649275,
519.574375,495.668575,
519.60795,495.6881,
519.65235,495.7005,
519.686825,495.713975,
519.71665,495.735375,
519.737275,495.747525,
519.760775,495.754475,
519.7806,495.77265,
519.7966,495.7839,
519.81015,495.807275,
519.83435,495.817425,
519.8576,495.84155,
519.891225,495.869375,
519.91145,495.893675,
519.931,495.9101,
519.95225,495.92105,
519.9777,495.94165,
520.002075,495.95925,
520.035,495.970325,
520.0793,495.98535,
520.141175,496.004175,
520.1907,496.0166,
520.209425,496.07185,
520.231375,496.10015,
520.365275,496.1173,
520.478125,496.1274,
520.5146,496.144525,
520.5554,496.178775,
520.59455,496.2056,
520.7734,496.21945,
520.8546,496.2309,
520.8978,496.25285,
520.985075,496.263275,
521.061475,496.277275,
521.169675,496.296825,
521.2187,496.320325,
521.29845,496.33315,
521.340475,496.35925,
521.38805,496.3729,
521.4261,496.409975,
521.448025,496.426225,
521.46705,496.4462,
521.500625,496.45765,
521.5185,496.473925,
521.533175,496.52035,
521.55075,496.5538,
521.569025,496.56775,
521.595825,496.626275,
521.619625,496.638925,
521.6398,496.64675,
521.666975,496.685625,
521.708225,496.69515,
521.726575,496.7049,
521.74415,496.7231,
521.7633,496.743375,
521.777275,496.7627,
521.803675,496.770275,
521.829825,496.788525,
521.84825,496.794525,
521.869175,496.803925,
521.9172,496.8368,
521.94545,496.848375,
521.97825,496.87215,
522.020725,496.907,
522.04865,497.011375,
522.090825,497.0456,
522.11455,497.056475,
522.1396,497.135625,
522.172275,497.146425,
522.199925,497.175575,
522.280425,497.18295,
522.310875,497.1961,
522.33215,497.233675,
522.37225,497.250575,
522.411125,497.271525,
522.473925,497.286875,
522.521225,497.299475,
522.741125,497.31075,
522.800175,497.33135,
522.9547,497.361525,
523.02975,497.37205,
523.077575,497.38915,
523.110475,497.408025,
523.198075,497.4189,
523.2895,497.42965,
523.3215,497.44245,
523.3758,497.45205,
523.527925,497.460425,
523.571375,497.478925,
523.596875,497.49285,
523.629125,497.503575,
523.650325,497.515325,
523.701625,497.5268,
523.873525,497.537625,
523.90995,497.5591,
523.929025,497.571375,
523.944025,497.583725,
523.957,497.5923,
523.9753,497.638875,
523.990575,497.6552,
524.01435,497.673825,
524.044425,497.68605,
524.0671,497.69965,
524.098675,497.7112,
524.119525,497.728875,
524.136425,497.7372,
524.153925,497.746975,
524.180325,497.764275,
524.201375,497.776575,
524.22725,497.786025,
524.24125,497.804275,
524.284925,497.83095,
524.328725,497.847725,
524.366375,497.869625,
524.39915,497.8852,
524.434325,497.902625,
524.4579,497.91195,
524.50065,497.9525,
524.556575,497.9786,
524.60965,497.998425,
524.646425,498.0083,
524.6921,498.023325,
524.7152,498.03945,
524.775075,498.055575,
524.860425,498.076075,
524.8964,498.104425,
525.083075,498.1278,
525.16125,498.1439,
525.19075,498.17555,
525.21235,498.192275,
525.244275,498.20875,
525.263675,498.23695,
525.309925,498.24685,
525.357225,498.271125,
525.417475,498.304125,
525.476425,498.3382,
525.53735,498.354375,
525.57165,498.3748,
525.593775,498.408025,
525.624075,498.447375,
525.6479,498.462975,
525.67665,498.479175,
525.696325,498.496675,
525.719525,498.532025,
525.770575,498.550175,
525.7852,498.564075,
525.8118,498.581175,
525.835075,498.5896,
525.864,498.6024,
525.9044,498.630275,
525.939225,498.646775,
526.01015,498.662825,
526.02775,498.676,
526.079625,498.6918,
526.099275,498.7048,
526.130175,498.7132,
526.1577,498.720925,
526.17775,498.741425,
526.195075,498.7546,
526.227675,498.76255,
526.246875,498.777525,
526.3158,498.790475,
526.371675,498.812125,
526.445025,498.8227,
526.481275,498.8363,
526.546525,498.851325,
526.581525,498.865875,
526.642875,498.883525,
526.701675,498.89815,
526.7374,498.907725,
526.76895,498.927925,
526.80465,498.94255,
526.852675,498.956375,
526.910625,498.990325,
526.94815,499.007775,
527.026175,499.020725,
527.056425,499.03295,
527.128775,499.0571,
527.194075,499.07875,
527.2353,499.092375,
527.28505,499.102675,
527.338225,499.1242,
527.371625,499.133125,
527.40495,499.15745,
527.4287,499.174075,
527.445625,499.191925,
527.4574,499.203775,
527.500175,499.223125,
527.523275,499.236375,
527.574825,499.255375,
527.592425,499.271425,
527.620675,499.298925,
527.634025,499.309525,
527.6607,499.327375,
527.703725,499.342075,
527.730475,499.357825,
527.7591,499.38355,
527.813275,499.4004,
527.850125,499.409175,
527.879,499.424975,
527.922225,499.434875,
527.975575,499.44535,
528.007625,499.46835,
528.0489,499.4885,
528.1239,499.509875,
528.18945,499.5209,
528.249325,499.531375,
528.291075,499.546325,
528.404625,499.577825,
528.42775,499.593775,
528.4388,499.636925,
528.448775,499.6523,
528.471775,499.688175,
528.503425,499.69965,
528.561525,499.723825,
528.60285,499.735425,
528.660925,499.748025,
528.77325,499.7605,
528.80725,499.787525,
528.840925,499.796225,
528.892125,499.81465,
528.949425,499.834025,
528.984725,499.8924,
529.0286,499.90105,
529.09525,499.923925,
529.13035,499.963275,
529.180575,500.0099,
529.237075,500.02885,
529.319475,500.126875,
529.3794,500.14125,
529.492275,500.16785,
529.54475,500.203075,
529.57205,500.259475,
529.605,500.344175,
529.6445,500.36565,
529.6726,500.404475,
529.702225,500.4537,
529.73405,500.461375,
529.762025,500.484175,
529.77915,500.4967,
529.790725,500.541875,
529.795,500.55805,
529.8096,500.5831,
529.83835,500.591675,
529.858325,500.63935,
529.870025,500.65225,
529.889575,500.658475,
529.908875,500.69325,
529.93505,500.723125,
529.95285,500.748775,
529.9725,500.7711,
529.995275,500.785025,
530.0214,500.794975,
530.03985,500.811625,
530.0629,500.832225,
530.077975,500.850825,
530.093775,500.865875,
530.131225,500.879075,
530.171,500.904175,
530.198475,500.967625,
530.224525,501.0071,
530.254275,501.022125,
530.288825,501.040575,
530.312075,501.06265,
530.3249,501.098675,
530.384325,501.13695,
530.41945,501.18685,
530.44425,501.21935,
530.46445,501.2318,
530.49355,501.2401,
530.522525,501.26645,
530.5649,501.295225,
530.582125,501.306075,
530.607525,501.318425,
530.6331,501.360075,
530.670075,501.37355,
530.71485,501.3977,
530.7626,501.4234,
530.803,501.4393,
530.832325,501.5321,
530.840975,501.5444,
530.875975,501.5857,
530.911075,501.595275,
530.94385,501.621375,
531.016325,501.652625,
531.0657,501.68755,
531.091625,501.705275,
531.137275,501.7647,
531.1712,501.7952,
531.211775,501.820775,
531.2871,501.864775,
531.366,501.88035,
531.4208,501.89835,
531.4881,501.9213,
531.522925,501.945375,
531.568425,501.971225,
531.62145,501.98785,
531.676125,502.011825,
531.697825,502.041525,
531.7354,502.063375,
531.785125,502.07765,
531.826225,502.1144,
531.8734,502.132625,
531.941725,502.144525,
531.9611,502.1669,
531.97905,502.184925,
532.000675,502.217625,
532.02855,502.2395,
532.05155,502.250125,
532.072425,502.28415,
532.107725,502.317925,
532.13235,502.332825,
532.1512,502.346275,
532.176875,502.358725,
532.2047,502.36835,
532.252125,502.385975,
532.2551,502.397775,
532.28345,502.41655,
532.31645,502.475725,
532.349375,502.4967,
532.380575,502.5063,
532.44315,502.517225,
532.50395,502.5453,
532.53825,502.57135,
532.579575,502.582875,
532.625625,502.604275,
532.662,502.62505,
532.689075,502.637275,
532.715225,502.686825,
532.733725,502.71675,
532.754375,502.738225,
532.7955,502.77,
532.858925,502.7915,
532.887275,502.7998,
532.9249,502.832925,
532.972675,502.872925,
533.03325,502.882125,
533.054275,502.924075,
533.10175,502.9346,
533.1231,502.9405,
533.1388,502.96835,
533.17075,502.984,
533.19255,503.00665,
533.2085,503.0405,
533.235625,503.05865,
533.263275,503.06765,
533.2652,503.087175,
533.30765,503.10435,
533.325875,503.11675,
533.369625,503.140925,
533.416225,503.174975,
533.503425,503.185225,
533.5413,503.20075,
533.579975,503.219775,
533.628475,503.245425,
533.666275,503.257675,
533.684175,503.28005,
533.72625,503.30695,
533.748925,503.330825,
533.758675,503.38135,
533.77615,503.396775,
533.814,503.4058,
533.848475,503.437775,
533.886425,503.446775,
533.938375,503.46,
533.99805,503.4766,
534.063025,503.496275,
534.08285,503.50715,
534.1066,503.520475,
534.1238,503.536725,
534.17395,503.564075,
534.194375,503.587625,
534.23115,503.598175,
534.26195,503.6234,
534.289475,503.634775,
534.313425,503.659875,
534.333075,503.705125,
534.3605,503.72555,
534.38965,503.743,
534.417375,503.772575,
534.44715,503.789675,
534.466625,503.800425,
534.496925,503.816575,
534.522575,503.829025,
534.555975,503.845775,
534.5929,503.88315,
534.653825,503.89175,
534.701975,503.912525,
534.735675,503.926,
534.791125,503.935175,
534.828425,503.965525,
534.890925,503.984675,
534.9544,503.994075,
535.02805,504.00985,
535.054225,504.027,
535.1646,504.042825,
535.202675,504.057575,
535.2266,504.070325,
535.250425,504.0889,
535.2768,504.100425,
535.30565,504.13575,
535.340025,504.153,
535.3709,504.1844,
535.4116,504.20315,
535.50755,504.226075,
535.54275,504.251775,
535.603475,504.2658,
535.665725,504.282075,
535.691475,504.2959,
535.7266,504.330125,
535.7645,504.349,
535.793375,504.364125,
535.830175,504.382875,
535.86775,504.3916,
535.90945,504.400775,
535.940925,504.4326,
535.998325,504.4606,
536.023375,504.477625,
536.04675,504.48765,
536.123,504.5067,
536.176475,504.525825,
536.200125,504.538725,
536.245025,504.576175,
536.27045,504.588425,
536.2722,504.599825,
536.2947,504.616,
536.31225,504.6462,
536.33215,504.668825,
536.3502,504.69815,
536.37145,504.721575,
536.394725,504.742675,
536.414475,504.75225,
536.4421,504.767075,
536.495075,504.7865,
536.527625,504.808875,
536.55905,504.82965,
536.580375,504.857975,
536.600975,504.874725,
536.62225,504.892025,
536.6423,504.905,
536.6638,504.924175,
536.687025,504.948425,
536.722275,504.96115,
536.75365,504.9885,
536.784625,505.021725,
536.799575,505.041275,
536.8179,505.05615,
536.8459,505.06825,
536.86235,505.095625,
536.885275,505.1108,
536.93285,505.12945,
536.978775,505.1565,
537.0331,505.182575,
537.06395,505.221325,
537.107825,505.2345,
537.17215,505.251925,
537.2218,505.269975,
537.259475,505.29015,
537.317075,505.349075,
537.359725,505.525925,
537.413825,505.543725,
537.44275,505.562925,
537.464375,505.577525,
537.513625,505.592525,
537.549425,505.605775,
537.592175,505.62135,
537.6166,505.630325,
537.65815,505.642025,
537.6779,505.65855,
537.6932,505.676175,
537.695425,505.68615,
537.714,505.70015,
537.735875,505.7087,
537.749575,505.724675,
537.76695,505.734175,
537.78575,505.77875,
537.810475,505.7997,
537.8434,505.8599,
537.881475,505.900825,
537.9314,506.054775,
537.964375,506.08295,
538.0044,506.099125,
538.064325,506.131825,
538.106825,506.1625,
538.166575,506.220425,
538.223475,506.26585,
538.47155,506.3028,
538.554675,506.6043,
538.6241,506.641975,
538.710275,506.666425,
538.757725,506.67635,
538.8134,506.710225,
538.843625,506.7177,
538.8687,506.7273,
538.9039,506.733575,
538.9431,506.745825,
538.99345,506.75425,
539.0124,506.7611,
539.052025,506.7684,
539.1043,506.78455,
539.15095,506.811125,
539.20245,506.839725,
539.26805,506.893675,
539.3168,507.006775,
539.33135,507.026,
539.3457,507.039075,
539.3693,507.050725,
539.3817,507.061025,
539.410975,507.072575,
539.4365,507.092,
