SPK_SPKC09a (exc),SPK_SPKC12a (no response),SPK_SPKC13a (no response)
449.38245,441.308125,
449.43125,441.321325,
449.461625,441.343125,
449.495375,441.37525,
449.513475,441.41495,
449.539675,441.472675,
449.555675,441.5372,
449.570275,441.5681,
449.581975,441.617075,
449.600525,441.6999,
449.62515,441.751675,
449.649025,441.807975,
449.680875,441.8784,
449.715775,441.97615,
449.74295,442.02555,
449.787125,442.082375,
449.8849,442.121175,
449.908275,442.2129,
449.933875,442.37925,
449.98005,442.562775,
450.0137,442.603425,
450.040325,442.6319,
450.064225,442.6481,
450.096775,442.667325,
450.153275,442.682525,
450.21425,442.699,
450.25525,442.728725,
450.28445,442.758725,
450.3292,442.781125,
450.3473,442.79855,
450.363825,442.807925,
450.387875,442.816575,
450.407575,442.829025,
450.418225,442.848475,
450.456275,442.8692,
450.477475,442.881275,
450.5047,442.900375,
450.52655,442.909125,
450.5425,442.9203,
450.563,442.9322,
450.6021,442.942875,
450.627975,442.96145,
450.6513,442.970025,
450.660225,442.9816,
450.6802,442.9957,
450.717925,443.005375,
450.739975,443.019525,
450.78425,443.035375,
450.8519,443.048675,
450.878325,443.074125,
450.9021,443.1062,
450.921975,443.1216,
450.9444,443.132975,
450.991875,443.1628,
451.01975,443.171925,
451.065225,443.186125,
451.070775,443.197275,
451.136025,443.20725,
451.172475,443.217525,
451.201675,443.2281,
451.2286,443.23095,
451.28585,443.23915,
451.318275,443.251725,
451.3393,443.2594,
451.354525,443.283925,
451.376575,443.291875,
451.39375,443.31,
451.421075,443.32085,
451.471225,443.3328,
451.50745,443.345075,
451.5277,443.358125,
451.5621,443.3797,
451.594925,443.396425,
451.614025,443.41405,
451.65395,443.441875,
451.681525,443.4601,
451.7532,443.472725,
451.78945,443.499875,
451.8128,443.5121,
451.8656,443.526025,
451.9357,443.544725,
451.973025,443.56835,
451.997775,443.594225,
452.02975,443.60565,
452.057225,443.622175,
452.1209,443.635725,
452.151525,443.6648,
452.20585,443.679575,
452.2615,443.711925,
452.284225,443.73375,
452.32735,443.7499,
452.38325,443.776825,
452.4175,443.802325,
452.485175,443.8497,
452.523425,443.8819,
452.5623,443.909225,
452.618675,443.939725,
452.6522,444.076875,
452.68,444.097775,
452.702975,444.110825,
452.719575,444.1276,
452.740875,444.138675,
452.76585,444.159625,
452.843725,444.1707,
452.8751,444.18515,
452.9001,444.2082,
452.9346,444.22035,
452.991225,444.25505,
453.017625,444.283375,
453.0554,444.539825,
453.0903,444.590025,
453.144075,444.645075,
453.166525,444.67785,
453.187075,444.717025,
453.215575,444.817675,
453.235075,444.910775,
453.2648,444.940275,
453.28665,444.972675,
453.30155,444.9943,
453.32365,445.010475,
453.358675,445.012175,
453.447075,445.03035,
453.4732,445.0401,
453.489025,445.052225,
453.51185,445.070125,
453.531025,445.085125,
453.574425,445.099225,
453.638925,445.1212,
453.652675,445.137925,
453.67555,445.17065,
453.697125,445.1979,
453.726775,445.217,
453.7518,445.2332,
453.7817,445.251125,
453.805675,445.2683,
453.82955,445.276725,
453.865825,445.290275,
453.9212,445.308575,
453.94705,445.3197,
453.966375,445.331425,
453.987425,445.3519,
454.001325,445.362275,
454.02705,445.38695,
454.0453,445.40595,
454.07655,445.423275,
454.097025,445.439775,
454.138025,445.461275,
454.165625,445.484175,
454.17635,445.5045,
454.194625,445.522325,
454.21605,445.552075,
454.240125,445.5896,
454.266425,445.633675,
454.29115,445.6637,
454.317725,445.694575,
454.349575,445.730325,
454.382175,445.77625,
454.42725,445.836075,
454.452325,445.866225,
454.4925,445.89845,
454.547175,445.915925,
454.570125,445.930325,
454.625375,445.94495,
454.65515,445.959675,
454.6777,445.998275,
454.7022,446.02435,
454.731425,446.0437,
454.750075,446.0644,
454.776125,446.146975,
454.817625,446.169425,
454.852,446.1868,
454.8934,446.20155,
454.9232,446.215725,
454.954575,446.22545,
454.988675,446.235925,
455.01065,446.24565,
455.05095,446.26455,
455.0755,446.2749,
455.103,446.284575,
455.12795,446.3012,
455.15475,446.313525,
455.175125,446.340725,
455.20095,446.359825,
455.239475,446.38245,
455.2854,446.4091,
455.31895,446.423925,
455.373125,446.45225,
455.4111,446.473125,
455.4413,446.6054,
455.475825,446.64365,
455.50135,446.692625,
455.513475,446.712,
455.5422,446.745475,
455.5644,446.75455,
455.5911,446.763125,
455.605325,446.7721,
455.6217,446.783375,
455.629725,446.796075,
455.646925,446.804825,
455.6628,446.8137,
455.676475,446.8353,
455.715625,446.8497,
455.763875,446.866575,
455.7769,446.888,
455.80055,446.902425,
455.83985,446.92585,
455.863275,446.945125,
455.8798,446.971475,
455.906125,447.011375,
455.916925,447.04,
455.932175,447.118825,
455.94115,447.1437,
455.95885,447.16315,
455.989775,447.17585,
455.99855,447.18775,
456.0316,447.2048,
456.053975,447.215,
456.06095,447.2281,
456.070525,447.241175,
456.084475,447.280225,
456.101875,447.29295,
456.11655,447.30935,
456.131925,447.3323,
456.1641,447.35785,
456.1779,447.434625,
456.20055,447.56025,
456.21755,447.579975,
456.242925,447.594825,
456.254475,447.59905,
456.27785,447.6078,
456.30245,447.6213,
456.315625,447.6316,
456.34715,447.641575,
456.35705,447.656075,
456.392,447.6632,
456.424625,447.6657,
456.457875,447.6839,
456.47575,447.693675,
456.4885,447.7157,
456.500775,447.73455,
456.51355,447.745625,
456.52815,447.769375,
456.54255,447.788875,
456.60965,447.808025,
456.643025,447.82735,
456.650125,447.841425,
456.671325,447.880575,
456.7155,447.910975,
456.7307,447.93425,
456.7836,447.956775,
456.795175,448.0004,
456.853075,448.05315,
456.868,448.092475,
456.88665,448.098025,
456.910125,448.1202,
456.93335,448.137875,
456.953575,448.15025,
457.010325,448.16085,
457.0314,448.184075,
457.053,448.19395,
457.08385,448.20175,
457.116325,448.212775,
457.153825,448.228425,
457.198675,448.239175,
457.264425,448.252425,
457.2889,448.269575,
457.31955,448.289925,
457.344725,448.33025,
457.46255,448.360325,
457.48945,448.388575,
457.538,448.414175,
457.55575,448.4405,
457.578525,448.4948,
457.6007,448.53095,
457.635875,448.553075,
457.66965,448.5778,
457.6837,448.625875,
457.72145,448.644725,
457.749325,448.67505,
457.790775,448.725525,
457.85215,448.757025,
457.9198,448.800575,
457.97655,448.84445,
457.993725,448.9388,
458.02645,448.984475,
458.086875,449.0372,
458.1244,449.073775,
458.162675,449.1604,
458.203875,449.26745,
458.2273,449.33195,
458.237375,449.3734,
458.2483,449.403425,
458.262275,449.42965,
458.287175,449.4667,
458.30545,449.527975,
458.3244,449.57435,
458.336425,449.586725,
458.351575,449.60085,
458.3633,449.61265,
458.37765,449.627875,
458.393775,449.6398,
458.406625,449.6579,
458.432625,449.67425,
458.45315,449.6862,
458.477775,449.70345,
458.506375,449.732325,
458.5232,449.748875,
458.547225,449.77715,
458.57065,449.800025,
458.592825,449.823225,
458.6219,449.8431,
458.64365,449.859675,
458.66245,449.894075,
458.6997,449.909975,
458.716825,449.950325,
458.7482,449.97915,
458.79905,450.010625,
458.83495,450.038025,
458.856875,450.058475,
458.9093,450.073175,
458.916725,450.080125,
458.934525,450.0946,
459.00185,450.111075,
459.041375,450.133825,
459.064475,450.155525,
459.07425,450.173475,
459.13895,450.1934,
459.173175,450.207625,
459.2026,450.238025,
459.225025,450.25315,
459.238425,450.271425,
459.2572,450.2877,
459.3106,450.306875,
459.364525,450.329475,
459.3943,450.34575,
459.43545,450.3559,
459.493325,450.36795,
459.52075,450.38205,
459.597275,450.407975,
459.620525,450.437575,
459.646975,450.451075,
459.66565,450.4751,
459.689225,450.487475,
459.706975,450.516025,
459.734225,450.553225,
459.75295,450.585175,
459.79445,450.61985,
459.82255,450.647825,
459.932975,450.6661,
460.0174,450.68505,
460.06305,450.702625,
460.1366,450.721325,
460.168625,450.7411,
460.259375,450.776525,
460.293525,450.8041,
460.320025,450.833175,
460.335625,450.8566,
460.41975,450.89115,
460.458375,450.938175,
460.501325,450.957375,
460.553675,450.984475,
460.66055,451.015175,
460.732,451.040275,
460.764925,451.05785,
460.785325,451.070175,
460.8261,451.10515,
460.853375,451.1531,
460.871475,451.18465,
460.9022,451.20315,
460.94,451.252375,
461.001275,451.310675,
461.091875,451.32675,
461.1668,451.3401,
461.21305,451.3696,
461.266775,451.385475,
461.30505,451.397225,
461.331275,451.418975,
461.379425,451.43475,
461.425425,451.450125,
461.5848,451.465125,
461.6123,451.4816,
461.6373,451.4936,
461.66615,451.5041,
461.71335,451.52055,
461.747925,451.53815,
461.778325,451.5598,
461.807525,451.5816,
461.83275,451.60985,
461.874175,451.636825,
461.929525,451.68675,
461.96395,451.73765,
461.9956,451.770175,
462.024325,451.80895,
462.0524,451.922825,
462.154325,451.95935,
462.1826,451.973625,
462.2024,451.989875,
462.2186,452.0024,
462.235425,452.023725,
462.2501,452.037625,
462.263525,452.062975,
462.302425,452.0813,
462.3254,452.098675,
462.355975,452.1603,
462.38055,452.182875,
462.404075,452.217725,
462.46505,452.2397,
462.531175,452.286675,
462.574625,452.31565,
462.6127,452.336025,
462.672975,452.376675,
462.715,452.452875,
462.7574,452.476225,
462.81355,452.5483,
462.861325,452.5636,
462.955225,452.569825,
463.030025,452.577725,
463.066625,452.58775,
463.115975,452.600025,
463.186975,452.61045,
463.2265,452.623375,
463.325725,452.63155,
463.3922,452.64945,
463.458175,452.659075,
463.490175,452.669525,
463.573525,452.69695,
463.69185,452.713825,
463.7379,452.728075,
463.854725,452.762575,
463.869875,452.78725,
463.881425,452.8034,
463.918,452.8275,
463.940825,452.848175,
463.9639,452.873225,
463.9865,452.8871,
464.00475,452.901925,
464.009625,452.928875,
464.048875,452.948,
464.226425,452.9643,
464.24365,452.97925,
464.27155,452.995525,
464.296525,453.0145,
464.33285,453.039225,
464.3494,453.053575,
464.3826,453.07575,
464.44325,453.09675,
464.52045,453.114775,
464.546475,453.136875,
464.5587,453.164625,
464.575475,453.18975,
464.5883,453.2033,
464.60325,453.217525,
464.620125,453.23635,
464.64085,453.2507,
464.66855,453.266875,
464.688325,453.282925,
464.722,453.30265,
464.733625,453.315325,
464.749075,453.335925,
464.76315,453.37595,
464.79395,453.414775,
464.80685,453.454875,
464.82475,453.473675,
464.8566,453.5001,
464.881525,453.5182,
464.905425,453.54875,
464.922875,453.58155,
464.937425,453.647525,
464.996975,453.667775,
465.04115,453.680475,
465.061325,453.690025,
465.1291,453.701325,
465.161325,453.716,
465.21085,453.727675,
465.266375,453.7369,
465.304825,453.747425,
465.37985,453.75845,
465.4415,453.769025,
465.482825,453.776275,
465.575125,453.790725,
465.648775,453.8105,
465.7445,453.82535,
465.78875,453.8415,
465.85385,453.859325,
465.91145,453.876175,
465.95535,453.8967,
466.0072,453.920725,
466.045125,453.936675,
466.088225,453.9535,
466.124575,453.969525,
466.19175,453.986875,
466.288425,454.0083,
466.29935,454.024475,
466.312625,454.04115,
466.331025,454.0519,
466.340475,454.0653,
466.351875,454.0946,
466.378125,454.1096,
466.390675,454.1134,
466.42,454.133275,
466.4289,454.16135,
466.446225,454.221325,
466.45995,454.271675,
466.468975,454.2973,
466.491875,454.32355,
466.503525,454.378775,
466.5324,454.4016,
466.5532,454.43295,
466.5792,454.460975,
466.595675,454.588825,
466.62475,454.646225,
466.64835,454.66905,
466.685575,454.699475,
466.712425,454.730225,
466.768525,454.7549,
466.813525,454.8125,
466.84235,454.8478,
466.8648,454.959875,
466.9345,454.988425,
466.974425,455.025525,
467.011375,455.049,
467.044925,455.064675,
467.097525,455.0835,
467.15195,455.105575,
467.28785,455.121125,
467.3435,455.1456,
467.354725,455.16855,
467.387625,455.196125,
467.421525,455.2292,
467.4424,455.23905,
467.4667,455.28685,
467.48665,455.316025,
467.5023,455.34945,
467.51995,455.3895,
467.557625,455.410475,
467.588975,455.441825,
467.608825,455.4587,
467.627825,455.4696,
467.646425,455.478275,
467.678,455.48625,
467.71065,455.49775,
467.737325,455.5118,
467.76265,455.52405,
467.779025,455.533875,
467.81785,455.545575,
467.833475,455.5613,
467.8547,455.5636,
467.890325,455.574425,
467.9037,455.580575,
467.922125,455.59135,
467.9679,455.611075,
468.021625,455.620175,
468.08565,455.62945,
468.107175,455.640525,
468.124725,455.655,
468.140225,455.6701,
468.15855,455.672875,
468.172875,455.685275,
468.190775,455.703675,
468.2179,455.722725,
468.24715,455.734225,
468.266475,455.74545,
468.29775,455.76135,
468.369525,455.771375,
468.402075,455.78435,
468.4457,455.797875,
468.539,455.8188,
468.57435,455.832,
468.66685,455.852075,
468.755675,455.870925,
468.794175,455.88125,
468.8631,455.890975,
468.984575,455.915925,
469.134425,455.9226,
469.161925,455.9247,
469.197325,455.934075,
469.2163,455.958575,
469.246375,455.969775,
469.265775,455.983175,
469.285175,456.0027,
469.2991,456.01095,
469.31855,456.027225,
469.334325,456.066025,
469.38595,456.09055,
469.406925,456.1249,
469.428975,456.134875,
469.45535,456.137725,
469.49215,456.141825,
469.50815,456.156325,
469.53145,456.1703,
469.5555,456.180625,
469.6007,456.1917,
469.65685,456.20015,
469.683425,456.216525,
469.705,456.2263,
469.762925,456.2442,
469.864375,456.260275,
469.92715,456.2883,
469.97855,456.299125,
470.053175,456.332175,
470.0872,456.34475,
470.138325,456.35355,
470.209475,456.382425,
470.240725,456.398275,
470.280275,456.432175,
470.3229,456.44205,
470.3569,456.450175,
470.390425,456.4613,
470.404,456.481025,
470.518225,456.5014,
470.557725,456.518175,
470.60155,456.542675,
470.625375,456.568925,
470.644775,456.578325,
470.688925,456.6316,
470.714925,456.6375,
470.735825,456.678375,
470.76885,456.73035,
470.802725,456.784175,
470.825875,456.800425,
470.850775,456.81495,
470.893275,456.826625,
470.9558,456.84935,
470.9781,456.89275,
471.010425,456.917225,
471.037625,456.96795,
471.065075,456.982,
471.0896,456.993125,
471.110125,457.01305,
471.134825,457.048775,
471.156775,457.06485,
471.1933,457.086725,
471.222275,457.10275,
471.25755,457.123175,
471.32095,457.1245,
471.368275,457.14485,
471.443,457.177225,
471.5013,457.266875,
471.53655,457.2897,
471.5616,457.308775,
471.596025,457.34635,
471.631025,457.399475,
471.689975,457.421925,
471.799775,457.4548,
471.832325,457.478975,
471.866925,457.499625,
471.901125,457.52455,
471.91195,457.554675,
471.9308,457.591,
471.967075,457.6178,
472.005725,457.64535,
472.02855,457.65945,
472.05255,457.685425,
472.073125,457.719525,
472.08935,457.7409,
472.129425,457.776675,
472.156325,457.795425,
472.200175,457.80795,
472.217925,457.82195,
472.2499,457.8354,
472.2727,457.846825,
472.291125,457.856275,
472.3014,457.87765,
472.32545,457.91725,
472.341825,457.9403,
472.3542,457.982375,
472.371725,458.00615,
472.3887,458.059725,
472.4377,458.145,
472.46195,458.1805,
472.500725,458.2112,
472.5254,458.22135,
472.556525,458.23115,
472.58425,458.23975,
472.610025,458.2559,
472.63035,458.263575,
472.647925,458.2756,
472.659,458.283475,
472.6886,458.286875,
472.7079,458.29325,
472.73395,458.3023,
472.7681,458.32125,
472.796875,458.333475,
472.83565,458.341025,
472.858175,458.357525,
472.881225,458.37225,
472.965225,458.389425,
473.02615,458.4064,
473.053175,458.41945,
473.071025,458.44935,
473.10935,458.46975,
473.13315,458.487825,
473.15405,458.49755,
473.18415,458.514,
473.20885,458.54225,
473.24285,458.559175,
473.285125,458.5761,
473.324775,458.602975,
473.347825,458.60425,
473.379975,458.623325,
473.411075,458.6438,
473.443125,458.67515,
473.474975,458.69975,
473.503725,458.7279,
473.5298,458.748075,
473.560575,458.7673,
473.586825,458.7781,
473.588575,458.7906,
473.60155,458.805675,
473.619275,458.8397,
473.641425,458.86015,
473.666725,458.88315,
473.6959,458.908975,
473.7228,458.92225,
473.752775,458.940575,
473.8054,458.9553,
473.843425,458.99,
473.85695,459.0378,
473.87935,459.0701,
473.8955,459.08545,
473.91715,459.097275,
473.9399,459.1139,
473.99255,459.156225,
474.01225,459.165,
474.040825,459.1828,
474.058,459.193075,
474.0711,459.20335,
474.151325,459.211575,
474.217575,459.22155,
474.2591,459.23085,
474.335625,459.242925,
474.3942,459.252725,
474.419575,459.26075,
474.44845,459.267875,
474.465875,459.2861,
474.4777,459.2951,
474.4971,459.326675,
474.6468,459.34025,
474.7887,459.35695,
474.82595,459.381075,
474.8615,459.474375,
474.894425,459.504575,
474.946175,459.539175,
474.992075,459.572975,
475.027275,459.615175,
475.076925,459.63175,
475.0993,459.648075,
475.12325,459.658875,
475.24185,459.67175,
475.302275,459.69025,
475.373275,459.70115,
475.442675,459.71375,
475.5909,459.727475,
475.625125,459.7459,
475.648975,459.77005,
475.66035,459.78145,
475.662675,459.791175,
475.693825,459.799725,
475.71795,459.815125,
475.73765,459.8379,
475.768825,459.855575,
475.815825,459.86925,
475.844575,459.8849,
475.87275,459.901175,
475.8988,459.91895,
475.913425,459.93795,
475.930625,459.984675,
475.956075,460.041975,
475.975025,460.093475,
476.0299,460.17485,
476.09755,460.222675,
476.123525,460.244175,
476.21165,460.275825,
476.242125,460.2944,
476.2645,460.311175,
476.2896,460.3322,
476.304225,460.3494,
476.3208,460.381625,
476.3414,460.410925,
476.3623,460.61135,
476.391325,460.64475,
476.433525,460.690725,
476.480125,460.717925,
476.513125,460.736575,
476.543075,460.756775,
476.5923,460.76665,
476.64375,460.785825,
476.728475,460.80885,
476.85375,460.829825,
476.913925,460.8591,
476.96985,460.87745,
477.01615,460.9098,
477.142075,460.977225,
477.175975,461.008925,
477.212625,461.062675,
477.272375,461.21965,
477.323225,461.2429,
477.37305,461.262575,
477.442,461.274825,
477.471625,461.28495,
477.500975,461.296225,
477.53095,461.3078,
477.557625,461.32235,
477.5763,461.344275,
477.60145,461.3633,
477.640475,461.408025,
477.670525,461.563825,
477.707475,461.588075,
477.742325,461.612175,
477.786,461.629925,
477.808,461.6518,
477.8808,461.691575,
477.943975,461.739275,
477.960625,461.780725,
477.978125,461.81585,
477.98765,461.85455,
478.0011,461.8933,
478.011925,461.916825,
478.023575,461.9454,
478.0436,461.9682,
478.061775,461.99445,
478.0996,462.0551,
478.1145,462.058975,
478.143025,462.185425,
478.161475,462.21155,
478.179375,462.2225,
478.20325,462.233025,
478.225875,462.2462,
478.248425,462.258325,
478.268875,462.271025,
478.316825,462.288525,
478.337,462.302725,
478.36345,462.32115,
478.401575,462.334875,
478.43905,462.3468,
478.490425,462.3573,
478.511475,462.372,
478.559025,462.386725,
478.6051,462.398775,
478.654075,462.436175,
478.678075,462.4692,
478.755525,462.4988,
478.8371,462.52195,
478.869,462.562725,
478.9071,462.6554,
478.9587,462.804725,
479.00375,462.858825,
479.10315,462.935225,
479.14255,462.9806,
479.18345,463.015675,
479.2007,463.0346,
479.2143,463.0675,
479.236325,463.128075,
479.2591,463.170775,
479.27625,463.25355,
479.29235,463.29365,
479.354425,463.43695,
479.37735,463.492225,
479.4013,463.55995,
479.441775,463.65265,
479.470425,463.6907,
479.497375,463.743375,
479.518975,463.779175,
479.55065,463.8333,
479.58415,463.888275,
479.638425,463.918525,
479.65715,463.945775,
479.683175,463.977525,
479.713625,464.037,
479.73435,464.1058,
479.79315,464.2329,
479.83085,464.261675,
479.897525,464.290525,
479.943425,464.34855,
479.98605,464.428125,
480.03245,464.50105,
480.057575,464.51535,
480.06305,464.53125,
480.106925,464.5485,
480.13135,464.5559,
480.159475,464.575,
480.19415,464.587225,
480.226775,464.59045,
480.30265,464.59455,
480.34665,464.5999,
480.37395,464.61115,
480.406275,464.6185,
480.428475,464.6265,
480.4666,464.63535,
480.519325,464.65455,
480.555325,464.6675,
480.581275,464.675925,
480.5993,464.683975,
480.62985,464.69365,
480.650675,464.702375,
480.69185,464.71945,
480.727125,464.736725,
480.76005,464.75385,
480.822075,464.769075,
480.919075,464.7891,
480.996875,464.800075,
481.0463,464.827675,
481.089525,464.8405,
481.21475,464.856125,
481.27835,464.874125,
481.32865,464.886325,
481.393175,464.89555,
481.463425,464.9111,
481.488375,464.9226,
481.541625,464.93925,
481.589925,464.958775,
481.60835,464.97125,
481.634675,465.0014,
481.661925,465.023475,
481.6846,465.04605,
481.704175,465.087475,
481.733725,465.11375,
481.760125,465.1816,
481.7761,465.218025,
481.807725,465.269425,
481.825875,465.321825,
481.86555,465.364025,
481.890125,465.414175,
481.906575,465.4797,
481.9421,465.5336,
481.983175,465.588775,
482.017325,465.6337,
482.042625,465.684575,
482.062775,465.738625,
482.0847,465.777825,
482.11895,465.81525,
482.151675,465.844775,
482.194,465.879875,
482.237375,465.906925,
482.273225,465.937575,
482.288325,465.97435,
482.3097,466.018925,
482.330175,466.164425,
482.3628,466.23305,
482.3824,466.2681,
482.41625,466.2833,
482.4442,466.291075,
482.49355,466.299025,
482.516225,466.321125,
482.5413,466.3369,
482.571225,466.346225,
482.6005,466.3557,
482.622675,466.364025,
482.640975,466.373425,
482.656525,466.383425,
482.694225,466.390375,
482.714525,466.402225,
482.7396,466.442875,
482.758225,466.4564,
482.793725,466.4692,
482.817175,466.4803,
482.8816,466.492025,
482.90985,466.506725,
482.949725,466.5317,
482.978,466.545875,
483.025,466.565325,
483.0698,466.581575,
483.12195,466.597325,
483.159975,466.626225,
483.235275,466.6596,
483.25855,466.673375,
483.34365,466.726975,
483.404525,466.745075,
483.429275,466.768575,
483.4505,466.7949,
483.4695,466.813625,
483.485075,466.82525,
483.499425,466.868025,
483.521375,466.887,
483.54425,466.91525,
483.56645,466.93385,
483.58495,466.94825,
483.6112,466.975575,
483.660425,467.00915,
483.6862,467.067175,
483.71405,467.126725,
483.7492,467.20245,
483.77865,467.242225,
483.8094,467.271975,
483.84005,467.327475,
483.88895,467.37765,
483.91545,467.42605,
483.943875,467.458675,
483.9758,467.465175,
484.01705,467.482675,
484.051125,467.491,
484.081825,467.5021,
484.143875,467.5111,
484.18535,467.52135,
484.233975,467.537825,
484.260225,467.550575,
484.31105,467.56355,
484.3355,467.591325,
484.39575,467.599675,
484.42375,467.612825,
484.4962,467.67775,
484.540175,467.6947,
484.587075,467.707325,
484.6133,467.727375,
484.637525,467.74125,
484.664375,467.754525,
484.68105,467.771125,
484.705525,467.78415,
484.7299,467.803,
484.75,467.821025,
484.7838,467.83565,
484.808925,467.86785,
484.835425,467.893525,
484.8757,467.9179,
484.909325,467.9473,
484.933475,468.00755,
484.957825,468.074175,
484.97865,468.0927,
484.995425,468.10305,
485.013875,468.1116,
485.0313,468.130275,
485.05345,468.15545,
485.08035,468.17325,
485.105025,468.181475,
485.127275,468.193,
485.19545,468.20705,
485.2348,468.2379,
485.26585,468.25925,
485.30055,468.27125,
485.32495,468.3028,
485.354425,468.315825,
485.402125,468.335225,
485.464175,468.39085,
485.4918,468.485975,
485.54935,468.51815,
485.601425,468.614875,
485.631925,468.667875,
485.65995,468.701525,
485.694625,468.741725,
485.7366,468.799625,
485.775425,468.8585,
485.817325,468.926475,
485.8384,469.0789,
485.866175,469.122425,
485.922025,469.18565,
485.965075,469.1928,
486.03085,469.214075,
486.060375,469.24155,
486.090125,469.2769,
486.118675,469.29335,
486.13895,469.3092,
486.15865,469.32185,
486.1703,469.3317,
486.185025,469.342775,
486.208125,469.352625,
486.2226,469.3638,
486.2467,469.374275,
486.264725,469.38805,
486.288,469.412425,
486.3101,469.433625,
486.331275,469.447475,
486.35235,469.46295,
486.40415,469.478375,
486.4381,469.48775,
486.46305,469.4984,
486.490875,469.5066,
486.54695,469.522275,
486.59805,469.5405,
486.62365,469.55175,
486.6592,469.568,
486.70335,469.6091,
486.7492,469.6242,
486.7656,469.646525,
486.79975,469.673175,
486.820575,469.695475,
486.844,469.721125,
486.866175,469.798,
486.8955,469.99865,
486.929925,470.0487,
486.9648,470.086675,
486.98325,470.112025,
487.0253,470.151275,
487.045275,470.177275,
487.068825,470.2031,
487.089475,470.216675,
487.11865,470.2403,
487.1547,470.265725,
487.1698,470.34255,
487.1887,470.495025,
487.22045,470.5264,
487.259575,470.567575,
487.286075,470.59265,
487.322475,470.612375,
487.3442,470.63185,
487.3493,470.6502,
487.405625,470.670825,
487.444225,470.685,
487.46405,470.710625,
487.529125,470.732425,
487.57715,470.7511,
487.615,470.78375,
487.6458,470.8132,
487.69355,470.8344,
487.7839,470.868075,
487.865825,470.92375,
487.9574,470.95,
488.1498,470.969725,
488.17645,470.989625,
488.19345,471.006675,
488.215525,471.04675,
488.2401,471.0847,
488.2663,471.1345,
488.30405,471.16105,
488.33585,471.188675,
488.3603,471.222125,
488.404675,471.396425,
488.424425,471.448725,
488.45315,471.492025,
488.473525,471.5255,
488.4942,471.5655,
488.513,471.5823,
488.556175,471.617975,
488.5713,471.64635,
488.598025,471.679925,
488.635,471.788925,
488.656475,471.81125,
488.6819,471.8588,
488.700125,471.911475,
488.71255,471.92415,
488.7377,471.948925,
488.749425,471.97065,
488.775225,471.994,
488.802625,472.0132,
488.846475,472.031175,
488.880375,472.0425,
488.936625,472.054125,
488.963825,472.066275,
489.0073,472.082,
489.0332,472.09385,
489.061725,472.104775,
489.088525,472.1146,
489.1101,472.126325,
489.1258,472.1355,
489.155925,472.143,
489.21405,472.1566,
489.263075,472.179475,
489.301025,472.1915,
489.36465,472.219425,
489.4225,472.236125,
489.45715,472.247625,
489.46945,472.269025,
489.49155,472.278425,
489.512225,472.29335,
489.52985,472.31125,
489.54645,472.32995,
489.56375,472.3386,
489.589875,472.35195,
489.607025,472.36705,
489.67605,472.3842,
489.71335,472.453975,
489.743275,472.473375,
489.78495,472.491425,
489.810175,472.513475,
489.888075,472.53415,
489.908775,472.56345,
489.976725,472.59165,
490.0088,472.6235,
490.109275,472.649075,
490.14105,472.664475,
490.1771,472.676925,
490.21245,472.70225,
490.259625,472.71625,
490.2836,472.72695,
490.313125,472.74,
490.336225,472.755725,
490.35965,472.770175,
490.3738,472.7918,
490.3951,472.8061,
490.412,472.8204,
490.45225,472.846925,
490.47175,472.865975,
490.531825,472.89075,
490.563775,472.911525,
490.58955,472.932325,
490.6298,472.961075,
490.65975,473.048825,
490.711225,473.06615,
490.737875,473.081325,
490.78025,473.105525,
490.8274,473.121275,
490.873275,473.142925,
490.9084,473.163325,
490.93715,473.1791,
490.976475,473.191875,
491.006075,473.2121,
491.02855,473.228525,
491.063275,473.247875,
491.085225,473.2666,
491.15105,473.286925,
491.1874,473.3364,
491.2194,473.3649,
491.24725,473.38285,
491.28185,473.4316,
491.296,473.481625,
491.3134,473.5217,
491.335525,473.56425,
491.3487,473.57975,
491.3711,473.606125,
491.39865,473.6188,
491.429475,473.629025,
491.456575,473.642175,
491.489575,473.658275,
491.515,473.6725,
491.542725,473.6885,
491.566325,473.69665,
491.567325,473.709425,
491.58475,473.7254,
491.638325,473.738975,
491.6956,473.748225,
491.7178,473.7605,
491.733075,473.77635,
491.7745,473.790025,
491.815575,473.80635,
491.845375,473.83705,
491.864275,473.855725,
491.89145,473.9254,
491.921525,473.95845,
491.96665,473.9943,
492.0336,474.01075,
492.065,474.030575,
492.09805,474.044375,
492.12505,474.07195,
492.1507,474.09075,
492.2106,474.107075,
492.234025,474.12625,
492.265275,474.1634,
492.293725,474.184675,
492.319975,474.231,
492.34735,474.394575,
492.374225,474.409725,
492.39675,474.429275,
492.431875,474.44785,
492.45865,474.472,
492.4995,474.499975,
492.531675,474.53055,
492.5889,474.589,
492.677125,474.636175,
492.73505,474.699075,
492.792375,474.7377,
492.840375,474.8027,
492.874325,474.823475,
492.92075,474.84045,
492.943325,474.865175,
492.986025,474.87865,
493.012675,474.8936,
493.03095,474.906125,
493.0785,474.918975,
493.111225,474.927675,
493.130175,474.957925,
493.153175,474.975575,
493.1783,474.9872,
493.199775,475.04635,
493.22605,475.071,
493.25235,475.090925,
493.29665,475.2038,
493.320175,475.2937,
493.3374,475.31905,
493.3731,475.338825,
493.44655,475.378375,
493.486625,475.398,
493.5308,475.4446,
493.549475,475.47095,
493.572775,475.512325,
493.614075,475.541475,
493.642075,475.57015,
