SPK_SPKC12a (no opto-tagging)
500.072475
500.394725
500.41565
500.554975
500.772425
501.15185
501.27365
501.3552
501.503375
501.698725
502.0436
502.09455
502.31945
502.4507
502.461725
503.0311
503.672525
503.6933
503.85935
504.00825
504.126575
504.240125
504.295575
504.450475
504.513675
504.6009
504.611775
504.740975
504.798225
505.014475
505.133125
505.157975
505.322375
505.35345
505.41605
505.42805
505.4907
505.596475
505.6031
505.771175
505.882025
506.0094
506.048575
506.12825
506.230875
506.2531
506.324075
506.438475
506.541125
506.7102
506.7755
506.8189
506.8565
507.008275
507.0862
507.1144
507.2194
507.33665
507.470425
507.590225
507.660275
507.7292
507.801375
507.82995
507.92475
508.3562
508.4467
508.535925
508.574575
508.620775
508.6617
508.74485
508.8183
508.8983
509.1354
509.1686
509.26765
509.513075
509.767825
509.836025
509.9039
510.207475
510.3339
510.369325
510.593575
510.63775
510.715225
510.7249
510.804675
510.86925
511.081775
511.1338
511.324425
511.5936
511.622125
511.706
511.7079
511.762475
511.853775
511.922825
511.94805
512.07055
512.146225
512.392325
512.561675
512.59785
512.602725
512.689475
512.705675
513.167325
513.27385
513.28205
513.32945
513.3772
513.68405
513.745275
514.03735
514.070475
514.133925
514.177575
514.247525
514.330375
514.3527
514.5195
514.581325
514.7581
514.81535
514.9012
514.942025
515.05
515.0671
515.104625
515.12115
515.1978
515.3402
515.49545
515.528025
515.614125
515.681425
515.7204
515.87535
515.9261
515.964275
516.004775
516.02115
516.141175
516.226475
516.4625
516.48945
516.55905
516.599975
516.8776
516.8988
516.967175
516.9919
517.108925
517.148025
517.15945
517.596625
517.821375
517.90435
517.960225
518.0538
518.085
518.268775
518.5043
519.1612
519.3032
519.552925
519.609875
520.355625
520.4841
520.53415
520.795125
520.89685
521.47665
521.54615
521.756275
522.0412
522.248925
522.285175
522.4743
522.612475
522.818825
522.8615
523.015175
523.14705
523.2121
523.24035
523.3441
523.3636
523.634225
523.7116
523.8223
523.842275
523.87765
524.88335
524.966025
525.1506
525.33975
525.8448
526.0182
526.0379
526.156725
526.225575
526.481725
526.542975
526.621125
526.83185
526.999025
527.1383
527.292625
528.07165
528.332725
528.4
528.635425
528.739125
528.86145
529.262375
529.360675
529.372575
529.595375
529.66155
529.687125
529.813575
530.1269
530.4159
530.483975
530.9674
531.019525
531.170125
531.2129
531.356775
531.930225
531.9667
532.301525
532.313475
532.33585
532.48745
532.55695
532.84055
533.018775
533.3068
533.33465
533.452925
533.468125
533.560175
533.774925
533.8489
533.878125
533.978725
534.02625
534.531025
534.631975
534.648425
534.67055
534.704525
534.855675
535.03415
535.3864
535.453725
535.595775
535.631775
535.885975
535.9568
536.01275
536.406475
536.4371
536.7551
536.9654
537.23775
537.282
537.3671
537.376275
537.613725
537.628075
537.7043
537.72975
537.7711
538.0398
538.1652
538.394875
538.433425
538.729325
538.9014
538.923475
539.0972
539.240425
539.31955
539.590325
539.745225
539.8403
539.989975
540.259825
540.337175
540.568875
540.7165
540.737325
540.94895
540.967125
540.979025
541.132075
541.2928
541.40265
541.9205
541.972075
542.113225
542.219825
542.25775
542.53525
542.594425
543.34315
543.88945
544.10695
544.19075
544.24475
544.3571
544.5791
544.94005
545.08205
545.113
545.34515
545.391925
545.4763
545.795875
546.1492
546.33865
546.55955
546.715775
546.9587
547.12265
547.275075
547.340325
547.54555
547.706525
548.166525
548.53185
548.63705
548.881375
549.11385
549.402075
549.4472
549.549125
549.5822
549.614425
549.661975
549.692825
549.84245
549.884025
549.936325
549.99005
550.008025
550.028225
550.05865
550.0969
550.298575
550.381075
550.4082
550.478525
550.539475
550.64675
550.683875
550.733525
550.76385
550.854675
551.014675
551.072925
551.297425
551.3598
551.461175
551.490175
551.633625
551.69705
551.861875
552.016025
552.136625
552.165875
552.23175
552.297975
552.37345
552.41385
552.7451
552.7643
552.82415
552.847875
552.904
