SPK_SPKC03a (weak inhi),SPK_SPKC08a (exc),SPK_SPKC09a (no response),SPK_SPKC10b (weak inhi),SPK_SPKC11a (no response)
294.091125,370.5117,283.362025,305.4933,286.5892
294.145075,370.60065,283.39175,305.52955,286.606025
294.165075,370.625875,283.412325,305.53355,286.643075
294.22025,370.6381,283.4278,305.582475,286.68315
294.280475,370.641425,283.4582,305.601075,286.701625
294.3018,370.73015,283.4903,305.62195,286.75845
294.315425,370.777925,283.50685,305.667475,286.829675
294.398325,370.789075,283.5176,305.697375,286.846275
294.457825,370.89265,283.5519,305.726725,287.019175
294.4805,370.962,283.5675,305.750525,287.044525
294.5174,370.98075,283.599325,305.8074,287.076625
294.57245,370.98945,283.61275,305.8568,287.1191
294.598375,371.0619,283.63465,305.931625,287.149275
294.656375,371.06485,283.649775,305.970975,287.206625
294.686675,371.0713,283.6753,306.0967,287.228075
294.722,371.148625,283.700925,306.14295,287.2629
294.738375,371.17465,283.7238,306.22135,287.2894
294.7777,371.20305,283.7443,306.244375,287.3134
294.8038,371.28265,283.7633,306.280075,287.33665
294.826,371.3441,283.77455,306.3673,287.356025
294.84655,371.4077,283.80165,306.3877,287.442525
294.8723,371.502875,283.8172,306.41225,287.46525
294.893825,371.531125,283.838225,306.469875,287.503025
294.916975,371.576575,283.861175,306.5101,287.6
294.946475,371.612275,283.87445,306.5141,287.621025
294.965325,371.6211,283.8924,306.555575,287.666175
294.988675,371.638275,283.93375,306.579325,287.68485
295.0158,371.683175,283.945925,306.634275,287.707425
295.04345,371.691925,283.954025,306.683325,287.73195
295.071475,371.698725,283.997675,306.700975,287.777125
295.090725,371.76715,284.006075,306.711425,287.7984
295.1217,371.8122,284.025425,306.7483,287.817725
295.14885,371.8244,284.04235,306.766225,287.84525
295.218275,372.0527,284.071225,306.83585,287.8761
295.27515,372.28865,284.102825,306.9067,287.919975
295.331375,372.3004,284.122775,307.060575,287.945525
295.43195,372.380525,284.136925,307.134275,287.9753
295.46185,372.50185,284.155575,307.1848,288.007725
295.47985,372.547525,284.173925,307.224375,288.038475
295.526275,372.558725,284.190775,307.243375,288.061125
295.579275,372.5649,284.210525,307.2738,288.110875
295.6351,372.569725,284.2275,307.344975,288.13035
295.6586,372.57885,284.2519,307.38725,288.171525
295.6986,372.585075,284.269175,307.41285,288.206425
295.721375,372.632525,284.298175,307.42615,288.25825
295.73825,372.676,284.31075,307.429025,288.281975
295.756625,372.683575,284.3382,307.52335,288.32425
295.796475,372.725575,284.364175,307.54165,288.371425
295.815225,372.730925,284.389025,307.56175,288.401625
295.8406,372.8042,284.40425,307.5766,288.452175
295.88115,372.88005,284.43285,307.5856,288.482825
295.92785,372.945975,284.452825,307.603525,288.522375
295.95735,372.961825,284.49895,307.646525,288.542525
295.97515,372.9703,284.515575,307.67675,288.564425
296.003675,372.980225,284.535725,307.769975,288.57745
296.025175,373.019,284.55255,307.80125,288.600175
296.051775,373.084825,284.5688,307.820425,288.61275
296.086525,373.104125,284.601075,307.8687,288.625775
296.107375,373.12385,284.629675,307.885,288.632475
296.13705,373.1449,284.638275,307.916925,288.65515
296.164825,373.413425,284.6785,307.92095,288.6962
296.182025,373.535925,284.69265,307.94615,288.72735
296.1991,373.5545,284.7206,308.07265,288.745225
296.22805,373.6165,284.748875,308.0796,288.82675
296.2546,373.6228,284.771375,308.096325,288.853625
296.3262,373.64025,284.790125,308.143725,288.8738
296.350775,373.671875,284.817475,308.184775,288.913775
296.400675,373.67535,284.8516,308.2846,288.98175
296.43285,373.6824,284.874725,308.315475,289.0378
296.455975,373.6888,284.8988,308.359525,289.06465
296.47965,373.77895,284.918375,308.4099,289.081925
296.5273,373.840875,284.95055,308.427525,289.125175
296.55855,373.8673,284.958175,308.50455,289.1439
296.590075,373.874625,284.984675,308.536875,289.1915
296.62545,373.880025,285.00775,308.5842,289.205225
296.658175,374.212175,285.083725,308.6338,289.22865
296.68835,374.2233,285.095925,308.681475,289.246675
296.7586,374.239875,285.145875,308.798375,289.2751
296.7806,374.243225,285.16495,308.80865,289.28455
296.838375,374.255625,285.190575,308.833725,289.334025
296.8608,374.2587,285.212775,308.880975,289.3782
296.938725,374.2672,285.231525,308.98175,289.3992
296.99765,374.272975,285.263025,309.0311,289.4282
297.019675,374.2835,285.275875,309.0399,289.48035
297.072025,374.39395,285.30345,309.09515,289.5279
297.106025,374.4792,285.32195,309.220775,289.55565
297.1289,374.625475,285.347925,309.2254,289.575325
297.1318,374.636225,285.361175,309.266825,289.5924
297.174475,374.64045,285.376975,309.322125,289.64145
297.207275,374.717375,285.399125,309.37765,289.662925
297.2728,374.734075,285.424875,309.380625,289.6776
297.346775,374.78795,285.467925,309.41125,289.682325
297.361475,374.789575,285.479775,309.4456,289.71075
297.38755,374.983375,285.49825,309.448175,289.73665
297.4183,375.02575,285.530525,309.504925,289.7824
297.4406,375.041875,285.534025,309.537275,289.8285
297.467725,375.24695,285.539,309.5504,289.853475
297.4943,375.260175,285.58355,309.5899,289.8985
297.558325,375.28165,285.597025,309.647975,289.9185
297.56895,375.301175,285.608375,309.7417,289.9437
297.598375,375.3317,285.625225,309.7599,289.96545
297.647475,375.51145,285.67,309.8018,290.0375
297.680825,375.57135,285.6876,309.851125,290.087075
297.705825,375.5824,285.7088,309.8674,290.1143
297.738225,375.5949,285.730075,309.89135,290.193625
297.768,375.616575,285.74325,309.93465,290.2232
297.784875,375.6198,285.762875,309.98955,290.2556
297.797075,375.636075,285.791025,310.054025,290.2894
297.828925,375.64395,285.79965,310.174975,290.31925
297.8443,375.66575,285.82095,310.21635,290.36195
297.86975,375.805925,285.857175,310.232875,290.3805
297.906425,375.821925,285.879375,310.2631,290.4088
297.925875,375.89765,285.89575,310.29315,290.4551
298.02375,375.899875,285.912275,310.3696,290.52255
298.038725,375.934875,285.934375,310.40445,290.5517
298.060475,375.962275,285.9477,310.4204,290.567375
298.167075,375.9986,285.968725,310.45345,290.6359
298.217025,376.1039,285.993,310.553075,290.661
298.228275,376.329575,286.017,310.60575,290.6842
298.286075,376.3378,286.040775,310.614625,290.70145
298.3093,376.36655,286.069475,310.6475,290.728475
298.328025,376.4335,286.09465,310.711775,290.74245
298.353,376.511375,286.115875,310.828625,290.761775
298.394225,376.53075,286.139025,310.884,290.78845
298.48615,376.565575,286.15735,310.931375,290.81415
298.519025,376.679025,286.188775,310.950925,290.8317
298.556275,376.685475,286.209625,310.962575,290.850125
298.5887,376.770725,286.230275,310.98885,290.889125
298.603025,376.88265,286.253375,311.0329,290.911225
298.615025,376.951625,286.2704,311.0476,290.950775
298.6255,376.999425,286.29495,311.090575,290.952025
298.635,377.087075,286.320475,311.237075,290.98185
298.6654,377.195175,286.330425,311.26355,291.025875
298.68405,377.258525,286.360175,311.27695,291.044325
298.706225,377.265075,286.370375,311.3077,291.078875
298.735275,377.272575,286.394975,311.314925,291.1081
298.76225,377.3498,286.421625,311.355225,291.140125
298.80185,377.35675,286.443675,311.428475,291.15625
298.83405,377.3696,286.475275,311.478575,291.191025
298.864875,377.49805,286.496825,311.505175,291.204175
298.885,377.53875,286.5137,311.5357,291.23075
298.91195,377.545625,286.54215,311.567125,291.256025
298.940675,377.5868,286.57195,311.633175,291.30525
298.96445,377.7143,286.5866,311.67355,291.319125
298.97875,377.850825,286.61165,311.720425,291.33075
298.999025,377.853175,286.632125,311.7472,291.380725
299.061025,377.955025,286.652,311.77135,291.4106
299.08565,377.966675,286.678325,311.79375,291.44095
299.15675,378.139875,286.69235,311.812975,291.542075
299.225775,378.174375,286.712525,311.821075,291.57055
299.3021,378.254475,286.731375,311.82895,291.58835
299.329375,378.302825,286.7536,311.864525,291.616875
299.35105,378.30845,286.8013,311.89115,291.653075
299.366325,378.3306,286.82855,311.9071,291.675225
299.447575,378.393925,286.847675,311.940725,291.697075
299.495675,378.412975,286.86065,312.17685,291.72135
299.524975,378.4168,286.886125,312.210975,291.74745
299.55595,378.545225,286.9124,312.222975,291.767225
299.592725,378.67555,286.94245,312.2602,291.794675
299.615575,378.8066,286.986525,312.290525,291.81785
299.65865,378.9313,287.021625,312.32955,291.840725
299.70425,379.040925,287.04215,312.3516,291.879875
299.728025,379.046075,287.06145,312.391625,291.89785
299.750275,379.051225,287.08145,312.39835,291.9206
299.7712,379.05955,287.11745,312.4475,291.951225
299.79085,379.082875,287.14435,312.466775,291.9827
299.8177,379.0994,287.165875,312.487825,291.9866
299.83575,379.1357,287.1894,312.529775,292.002
299.879425,379.159175,287.23445,312.56405,292.033475
299.909675,379.65935,287.24615,312.568075,292.058625
299.930925,379.712825,287.274075,312.5882,292.085575
299.9593,379.746725,287.291575,312.600275,292.104375
300.010725,379.93165,287.298775,312.6346,292.124175
300.0548,380.2557,287.32465,312.6579,292.168625
300.11815,380.2637,287.34315,312.693725,292.188125
300.12775,380.3471,287.3525,312.757525,292.247325
300.17395,380.415025,287.38235,312.811475,292.269525
300.207175,380.446875,287.427175,312.823775,292.296625
300.2345,380.49985,287.4538,312.892075,292.324375
300.252775,380.582325,287.50095,312.935675,292.34705
300.28155,380.592275,287.51775,312.98465,292.39475
300.349475,381.06725,287.5425,313.014625,292.411825
300.39055,381.077625,287.5594,313.046975,292.429775
300.399475,381.079825,287.59435,313.072025,292.480025
300.498125,381.0927,287.6209,313.14225,292.5428
300.52435,381.10645,287.6473,313.167875,292.57165
300.56425,381.133825,287.66105,313.233675,292.603025
300.58115,381.143025,287.67805,313.2551,292.624725
300.615375,381.1515,287.68305,313.34935,292.650675
300.66215,381.535425,287.725075,313.413425,292.6758
300.6815,381.542,287.749075,313.455425,292.690475
300.705025,381.6735,287.7761,313.4963,292.72815
300.743275,381.846225,287.80365,313.7337,292.775675
300.7669,381.882125,287.815275,313.73645,292.849525
300.8652,381.95185,287.8389,313.883675,292.868175
300.941,381.98145,287.8503,313.931125,292.9148
300.9725,381.990375,287.893875,313.9856,292.9366
300.995025,382.086925,287.9204,314.037075,292.95755
301.035125,382.25095,287.928525,314.040875,292.9932
301.0569,382.28415,287.963575,314.109325,293.0228
301.111025,382.418425,287.984875,314.146525,293.047
301.126525,382.45295,288.001525,314.18,293.071075
301.1697,382.5316,288.014275,314.219375,293.0999
301.188925,382.775725,288.035325,314.257975,293.1216
301.218025,383.17545,288.054,314.383325,293.175975
301.264675,383.2743,288.07335,314.48905,293.196575
301.28795,383.284925,288.093575,314.524375,293.224575
301.3132,383.290675,288.12295,314.5589,293.275525
301.337225,383.30225,288.149125,314.600725,293.310975
301.361725,383.306725,288.1722,314.6099,293.322125
301.381075,383.343375,288.19845,314.656,293.349225
301.413375,383.379925,288.23045,314.7184,293.36865
301.467275,383.519675,288.247,314.770575,293.3862
301.4958,383.535425,288.292975,314.797125,293.40265
301.5261,383.547,288.335475,314.819525,293.4361
301.57665,383.7727,288.3687,314.836825,293.46265
301.617025,383.86455,288.397325,314.8809,293.477125
301.64705,383.97265,288.41615,314.924325,293.5025
301.67085,383.9786,288.46825,314.9655,293.531575
301.674125,384.354475,288.49465,314.978375,293.574625
301.6912,384.366025,288.527025,315.0704,293.595
301.715725,384.888,288.58145,315.090125,293.634925
301.7885,384.892025,288.590125,315.14495,293.660575
301.807875,385.05655,288.617725,315.167425,293.7112
301.825225,385.062025,288.6456,315.24595,293.733425
301.854025,385.06305,288.67985,315.300425,293.762275
301.89105,385.1437,288.710275,315.34885,293.7735
301.9163,385.16325,288.734625,315.3968,293.794325
302.02075,385.1858,288.76035,315.44805,293.8111
302.061025,385.316925,288.773575,315.456475,293.831775
302.09025,385.398925,288.826475,315.459025,293.851325
302.128525,385.403675,288.834275,315.529725,293.877225
302.159775,385.450125,288.845225,315.570575,293.899275
302.18115,385.4846,288.867,315.6879,293.918075
302.279675,385.487975,288.8886,315.720425,293.9512
302.33785,385.4992,288.9074,315.740275,293.967875
302.369975,385.601775,288.931425,315.76545,293.993075
302.396875,385.714825,288.952125,315.789225,294.017975
302.428775,385.7939,288.962775,315.8419,294.04715
302.4717,385.80305,288.987525,315.88895,294.116325
302.559075,385.810275,289.015075,315.90235,294.13815
302.569575,385.8119,289.034925,315.9629,294.168925
302.6367,385.959825,289.057925,315.999675,294.194875
302.6603,386.058775,289.095225,316.013,294.22095
302.712875,386.195,289.105125,316.030225,294.247625
302.7733,386.279025,289.115975,316.073525,294.313825
302.825575,386.2832,289.14965,316.106475,294.3387
302.864925,386.287725,289.1591,316.11235,294.3703
302.95805,386.3071,289.19935,316.1442,294.399025
302.990525,386.323425,289.21135,316.234425,294.4271
303.01585,386.34635,289.247475,316.2399,294.45315
303.0406,386.359825,289.27115,316.2677,294.47125
303.0918,386.618325,289.297475,316.276875,294.5045
303.11435,386.633175,289.31445,316.2984,294.569025
303.1547,386.637175,289.3455,316.31555,294.585925
303.1812,386.727125,289.36125,316.38015,294.634725
303.200575,386.74095,289.3998,316.396575,294.66465
303.20675,386.884575,289.403975,316.43435,294.719725
303.29605,386.93885,289.40675,316.471825,294.735
303.320925,386.9774,289.429325,316.48605,294.756475
303.329975,387.033575,289.450875,316.5563,294.7743
303.3581,387.516725,289.509,316.636075,294.79865
303.37375,387.52735,289.526875,316.677275,294.8224
303.406675,387.5481,289.538675,316.69925,294.867025
303.429775,387.6275,289.56345,316.733025,294.8908
303.49135,387.68405,289.5901,316.800675,294.914175
303.521575,387.898625,289.6069,316.935025,294.953675
303.557375,387.924225,289.62765,316.9674,294.972225
303.61345,387.94415,289.644775,317.0376,295.014625
303.635175,388.0423,289.669875,317.042525,295.04945
303.667375,388.169325,289.679575,317.0831,295.06455
303.692275,388.193125,289.704975,317.1545,295.092725
303.74835,388.658275,289.774475,317.193825,295.119425
303.801,388.739525,289.81495,317.228075,295.14455
303.822125,388.75065,289.839325,317.260475,295.2008
303.831475,388.754375,289.869725,317.2648,295.249425
303.864,388.816275,289.8887,317.315125,295.28085
303.8857,388.8253,289.9109,317.347625,295.304625
303.921875,389.014425,289.930875,317.35425,295.33305
303.944125,389.112425,289.954075,317.389325,295.402125
303.97295,389.414925,289.98155,317.40525,295.4377
303.999775,389.597225,290.0053,317.420625,295.4734
304.00255,389.613825,290.022525,317.4531,295.50335
304.026125,389.640075,290.0428,317.4817,295.518275
304.087175,389.666875,290.07345,317.536425,295.541175
304.119875,389.717125,290.087375,317.580175,295.559525
304.2025,390.0561,290.110875,317.63025,295.5885
304.234,390.060225,290.127375,317.793875,295.624775
304.264175,390.090875,290.16995,317.817625,295.6427
304.29975,390.504075,290.1939,317.860125,295.6783
304.33005,390.5099,290.21025,317.88995,295.697725
304.361675,390.56565,290.22945,317.92495,295.7253
304.387575,390.609125,290.251375,317.9874,295.777475
304.44185,390.66695,290.291525,318.02955,295.7987
304.508475,390.7561,290.3143,318.032675,295.853125
304.54035,390.7665,290.3404,318.0885,295.873125
304.60385,390.862,290.3734,318.116925,295.90005
304.63595,390.872275,290.396825,318.1727,295.918075
304.659975,391.008475,290.437475,318.20915,295.942525
304.685675,391.493225,290.480775,318.268375,295.9598
304.730525,391.49875,290.521125,318.295075,295.976925
304.762475,391.50245,290.5493,318.298075,296.0252
304.784575,391.50385,290.56995,318.335825,296.026225
304.8376,391.509875,290.60465,318.37385,296.05
304.861725,391.513725,290.628675,318.403375,296.083475
304.882775,391.521825,290.64285,318.46805,296.091675
304.930025,391.543425,290.66405,318.502825,296.118525
304.963175,391.601025,290.7077,318.5569,296.146275
305.005425,392.04165,290.7275,318.5913,296.179
305.03065,392.0492,290.746575,318.60315,296.2055
305.087775,392.065925,290.773575,318.70225,296.239975
305.1105,392.0874,290.785325,318.743525,296.2586
305.14095,392.3857,290.808,318.759175,296.299975
305.17825,392.4147,290.80935,318.768225,296.322675
305.2166,392.640925,290.840575,318.831475,296.350775
305.283775,392.925975,290.855075,318.842075,296.365
305.336075,392.932625,290.879475,318.876325,296.388875
305.3931,392.94295,290.91205,318.8789,296.450875
305.42055,393.14205,290.9343,318.95405,296.505025
305.4535,393.18675,290.95655,318.9913,296.57625
305.478425,393.4529,290.9853,319.0218,296.61255
305.567425,393.656775,291.007625,319.0626,296.6379
305.591375,393.7759,291.036825,319.098325,296.658
305.606625,394.016275,291.06875,319.1109,296.689425
305.629825,394.0665,291.0957,319.183175,296.724775
305.65665,394.110675,291.116875,319.21325,296.777175
305.7032,394.16325,291.1305,319.26265,296.800175
305.74245,394.184275,291.151325,319.270725,296.83515
305.764825,394.24765,291.1723,319.298025,296.8486
305.7975,394.54415,291.2034,319.3272,296.88325
305.843825,394.55245,291.224525,319.373275,296.91015
305.872725,394.562475,291.23405,319.40015,296.9284
305.9011,394.5664,291.25415,319.415025,296.952775
305.92315,394.816375,291.274,319.5012,296.9778
305.96905,395.00765,291.3032,319.5251,296.9887
306.062225,395.010425,291.316725,319.566025,297.0157
306.0844,395.021125,291.331275,319.610675,297.04115
306.11985,395.04225,291.441825,319.6487,297.0696
306.13745,395.153825,291.457575,319.66455,297.091725
306.1539,395.466325,291.4836,319.74135,297.1164
306.182625,395.969125,291.494175,319.778175,297.1331
306.20305,395.974,291.573325,319.8231,297.16375
306.229625,396.051975,291.57515,319.8389,297.194725
306.253325,396.057675,291.58505,319.8725,297.2184
306.288175,396.220275,291.62265,319.90805,297.245675
306.3579,396.2769,291.6554,319.98115,297.2862
306.392925,396.361125,291.708975,320.0091,297.30815
306.421625,396.397975,291.736775,320.069275,297.3318
306.48275,396.445125,291.745625,320.08665,297.36135
306.527975,396.481,291.7549,320.09025,297.38325
306.5574,396.8311,291.7722,320.093025,297.403625
306.599725,397.073425,291.79965,320.12165,297.42645
306.643125,397.095225,291.831525,320.1904,297.4623
306.664325,397.103325,291.848225,320.236,297.492975
306.695625,397.253725,291.865225,320.24605,297.519
306.729725,397.275425,291.8838,320.275175,297.564625
306.782075,397.2796,291.899275,320.303,297.7338
306.816575,397.290225,291.93885,320.366675,297.7552
306.856025,397.33365,291.972525,320.416175,297.776275
306.90195,397.349075,291.98275,320.431125,297.81145
306.958425,397.41795,292.016875,320.5092,297.833975
306.987275,397.48755,292.062325,320.5317,297.849275
307.0369,397.62055,292.07575,320.546275,297.866825
307.07235,397.730825,292.100375,320.58905,297.890175
307.104875,397.76355,292.119425,320.6086,297.909825
307.11825,398.208525,292.1348,320.6485,297.934075
307.14725,398.2121,292.155575,320.702625,297.96545
307.24305,398.26405,292.1824,320.727575,297.993875
307.2915,398.320575,292.2026,320.7609,298.040875
307.3518,398.463175,292.231325,320.77455,298.07425
307.397425,398.708025,292.270025,320.802675,298.09725
307.446,398.712575,292.286825,320.816025,298.122125
307.51835,398.717025,292.31765,320.838375,298.19515
307.5422,398.728275,292.328375,320.87875,298.2139
307.582925,398.758325,292.355125,320.98335,298.2484
307.620025,399.169425,292.368025,321.0329,298.2784
307.675625,399.544875,292.389325,321.071125,298.3081
307.698175,399.549525,292.41065,321.1039,298.332625
307.728875,399.573425,292.432,321.1498,298.391475
307.753425,399.971725,292.450775,321.23085,298.4189
307.779575,399.97655,292.461775,321.34175,298.461725
307.80745,400.0557,292.4833,321.384675,298.491975
307.8242,400.946075,292.5281,321.4179,298.52065
307.844325,400.95335,292.56615,321.45315,298.5396
307.88905,400.9625,292.58605,321.460475,298.595225
307.935775,401.1353,292.625725,321.46355,298.630825
307.987825,401.3481,292.673725,321.4823,298.64795
308.0188,401.362075,292.6913,321.522875,298.6679
308.0539,401.37455,292.718725,321.55645,298.691775
308.0681,401.385975,292.7674,321.605725,298.719825
308.0947,401.52945,292.7982,321.654025,298.76525
308.1402,401.8973,292.817,321.6585,298.8168
308.192225,401.9406,292.857125,321.73775,298.84245
308.21605,401.947625,292.889625,321.764125,298.90655
308.241275,401.98925,292.9154,321.793925,298.9665
308.27035,402.03005,292.935225,321.891125,298.997875
308.3115,402.067275,292.958325,321.923575,299.017675
308.34045,402.12645,292.98705,321.927725,299.062425
308.36305,402.1416,293.00535,321.95325,299.099125
308.4028,402.684275,293.045375,321.96465,299.125675
308.4261,402.70665,293.07075,321.98545,299.182825
308.4516,402.784525,293.087,322.02505,299.1987
308.48635,402.840375,293.12715,322.055125,299.2864
308.51365,403.028475,293.140925,322.095425,299.3214
308.531825,403.088825,293.165,322.1588,299.35795
308.593,403.1781,293.19845,322.163375,299.37955
308.686725,403.1807,293.219575,322.2098,299.444025
308.720525,403.9198,293.241225,322.266175,299.4627
308.789125,403.924625,293.261175,322.3052,299.483825
308.814925,403.9478,293.3172,322.3226,299.521925
308.832925,403.95255,293.328375,322.3343,299.545475
308.86305,403.9739,293.358,322.385575,299.571425
308.886225,404.3195,293.40075,322.443275,299.589525
308.91445,404.3293,293.424475,322.46675,299.6055
308.936425,404.41225,293.465925,322.55565,299.63115
308.9551,404.415225,293.478375,322.62965,299.66135
309.0037,404.4262,293.538125,322.668775,299.688625
309.020925,404.82485,293.562375,322.678725,299.717325
309.03765,404.84605,293.6009,322.70955,299.74245
309.064675,404.9105,293.626325,322.84415,299.767625
309.11455,404.92275,293.64055,322.903925,299.819625
309.1401,404.934225,293.657175,322.951575,299.8437
309.15865,404.94125,293.702025,322.95505,299.8716
309.1811,405.374025,293.72205,323.032625,299.900075
309.2034,405.501125,293.74105,323.034975,299.9659
309.23335,405.515375,293.75095,323.059225,300.00415
309.255525,405.52905,293.774075,323.0883,300.025575
309.27815,405.561425,293.810375,323.156625,300.05145
309.30945,405.58315,293.820125,323.202675,300.0798
309.349975,405.5937,293.842975,323.259275,300.1048
309.37055,405.978725,293.8652,323.2625,300.1651
309.40975,406.569775,293.8903,323.306025,300.200075
309.428075,406.59005,293.91165,323.33485,300.2207
309.4602,406.617125,293.9358,323.35455,300.253575
309.495925,406.687625,293.956825,323.37655,300.3118
309.520725,407.2591,293.9926,323.406225,300.33655
309.54975,407.35175,294.013675,323.42985,300.35745
309.5782,407.3646,294.027275,323.454625,300.4003
309.606075,407.57915,294.051125,323.463575,300.44655
309.64325,407.59065,294.07835,323.4922,300.4796
309.664025,407.59665,294.103825,323.517875,300.51095
309.689875,407.610375,294.129675,323.5666,300.542175
309.7088,408.0308,294.14855,323.667425,300.563
309.733175,408.034475,294.18895,323.7108,300.5853
309.770375,408.04105,294.209475,323.785,300.614075
309.80965,408.1872,294.244075,323.89475,300.638325
309.875425,408.421,294.297625,323.912225,300.65905
309.902175,408.669975,294.31,323.9754,300.689575
309.930575,408.6719,294.3197,324.0259,300.715525
309.9616,408.6748,294.353625,324.070775,300.7327
310.035,408.754075,294.37115,324.10875,300.756475
310.06655,408.77905,294.380875,324.143775,300.78645
310.095725,408.9649,294.402425,324.15255,300.804675
310.120675,408.973825,294.420525,324.243775,300.833675
310.1408,409.29545,294.4392,324.2785,300.8572
310.168275,409.30155,294.46465,324.294075,300.9
310.199375,409.635175,294.495475,324.343575,300.9226
310.226525,409.6416,294.5214,324.387175,300.94465
310.254275,409.6453,294.53625,324.513275,300.970575
310.283975,409.648475,294.584525,324.544475,301.000225
310.3376,409.663875,294.633175,324.568525,301.050775
310.3852,409.67765,294.650025,324.583475,301.06545
310.395825,409.73825,294.6933,324.6066,301.10995
310.434825,409.7587,294.78525,324.619775,301.140975
310.459525,409.9006,294.812475,324.6411,301.1607
310.533825,409.908325,294.841675,324.649025,301.18035
310.5591,409.938375,294.861675,324.678975,301.1998
310.59395,410.23705,294.8793,324.707575,301.2245
310.651625,410.639075,294.931575,324.7916,301.252875
310.684775,410.659225,294.9632,324.828475,301.3024
310.710125,410.780225,294.985725,324.940125,301.3643
310.73845,411.2448,295.006775,324.955225,301.377225
310.77325,411.258125,295.07485,324.973275,301.405375
310.794125,411.2652,295.10325,324.994375,301.44765
310.83145,411.3103,295.161375,325.005125,301.4703
310.853725,411.932375,295.18775,325.0323,301.523125
310.88115,411.937525,295.19585,325.0715,301.534475
310.931775,412.02675,295.203375,325.082825,301.54255
310.97705,412.086975,295.22235,325.09265,301.560125
311.018075,412.092575,295.2481,325.14355,301.589575
311.0563,412.1096,295.2714,325.194775,301.61515
311.0852,412.132075,295.302825,325.243175,301.63475
311.118525,412.144725,295.323375,325.29065,301.661725
311.17915,412.457525,295.43455,325.307225,301.681375
311.2182,412.47465,295.464725,325.341175,301.717875
311.24805,412.723975,295.50905,325.34795,301.7377
311.272525,413.33015,295.53595,325.38655,301.77735
311.289675,413.336,295.5528,325.511125,301.8184
311.324925,413.340125,295.567025,325.523875,301.84495
311.353625,413.346975,295.577675,325.577775,301.9045
311.384975,413.3703,295.624175,325.596275,301.934825
311.4146,413.386475,295.651175,325.6172,301.97475
311.4409,413.436275,295.671975,325.652275,301.999225
311.461275,413.62815,295.683925,325.677325,302.016875
311.48075,413.6797,295.719925,325.696825,302.0357
311.514125,413.87475,295.73445,325.725475,302.0488
311.5379,413.918,295.776225,325.7528,302.08155
311.57395,413.96095,295.7988,325.78065,302.100725
311.620475,414.028825,295.831075,325.8146,302.119925
311.6516,414.5662,295.84235,325.914025,302.132125
311.689275,414.5828,295.859375,325.936325,302.1694
311.7209,414.6267,295.866475,325.978925,302.19145
311.742075,414.7436,295.915125,325.9826,302.208475
311.754525,414.785825,295.945125,326.054925,302.2317
311.78365,414.8756,295.96405,326.190075,302.2942
311.811025,414.934225,295.97575,326.19265,302.298775
311.840175,415.4241,296.008225,326.21705,302.324975
311.859975,415.438675,296.03315,326.23235,302.343275
311.874425,415.444425,296.0659,326.24175,302.360675
311.930325,415.488675,296.085225,326.25775,302.38175
311.975875,415.878375,296.105225,326.2721,302.406
311.998925,415.89955,296.147675,326.317125,302.429775
312.029425,415.935125,296.161975,326.33385,302.452325
312.06215,415.967625,296.19325,326.33655,302.461075
312.116925,416.028275,296.2332,326.38625,302.485925
312.1464,416.259075,296.2557,326.43915,302.57825
312.176275,416.30135,296.303925,326.46685,302.601575
312.22275,416.6678,296.3305,326.629625,302.628675
312.2414,416.6702,296.353375,326.64555,302.646975
312.299475,416.67675,296.371175,326.66865,302.673575
312.3966,416.68415,296.38815,326.68905,302.7036
312.5166,417.3243,296.409625,326.70335,302.7278
312.531875,417.361425,296.4289,326.71625,302.8057
312.547275,417.4027,296.442325,326.780075,302.822175
312.591675,417.4239,296.468875,326.80195,302.846475
312.63575,418.139775,296.492225,326.812825,302.8679
312.672975,418.1486,296.5052,326.86515,302.891025
312.7098,418.15285,296.553925,326.872825,302.925975
312.727225,418.180025,296.5746,326.905375,302.9416
312.76465,418.81675,296.59395,326.947725,302.96205
312.80325,418.8362,296.6035,326.9502,302.995575
312.8506,418.848025,296.6231,326.962,303.015
312.88495,418.8853,296.647125,326.982775,303.0483
312.92995,418.8981,296.707075,327.03625,303.079025
312.961125,419.757625,296.743525,327.08635,303.095775
312.982075,419.76275,296.762375,327.108475,303.15075
312.9892,419.76835,296.791425,327.124125,303.176775
313.0237,419.813775,296.818325,327.12675,303.186875
313.0489,419.935325,296.87015,327.181525,303.22065
313.098725,419.960825,296.8835,327.22035,303.262325
313.1271,420.0235,296.949275,327.34355,303.28495
313.1658,420.49735,296.96135,327.369875,303.323425
313.193375,420.5885,297.01755,327.398625,303.41355
313.212825,420.6151,297.046,327.40405,303.438075
313.226125,420.647025,297.0719,327.434125,303.489175
313.2463,420.816925,297.09835,327.48065,303.51055
313.276975,420.877375,297.108425,327.487475,303.53515
313.3037,420.988275,297.128,327.6088,303.5511
313.32065,420.996625,297.15195,327.665875,303.57725
313.352025,421.004475,297.158725,327.78935,303.609625
313.38265,421.70925,297.18465,327.843625,303.634875
313.412125,421.71325,297.216075,327.8749,303.66005
313.4414,421.72615,297.237875,327.889325,303.686225
313.467375,421.73545,297.261,327.911125,303.707375
313.48775,421.7839,297.291875,327.9442,303.73545
313.514375,422.410125,297.315275,328.00495,303.7605
313.567825,422.414175,297.337975,328.02215,303.78545
313.614225,422.487325,297.352175,328.05735,303.8085
313.6397,422.4939,297.3757,328.08645,303.8427
