SPK_SPKC03a (weak inhi),SPK_SPKC08a (exc),SPK_SPKC09a (no response),SPK_SPKC10b (weak inhi),SPK_SPKC11a (no response)
350.377875,,326.5421,368.825925,335.782525
350.41145,,326.592625,368.871675,335.805925
350.434425,,326.61555,368.905125,335.833675
350.57035,,326.634625,368.93855,335.8569
350.59165,,326.661075,368.999575,335.876475
350.68235,,326.6986,369.03085,335.922375
350.713325,,326.727575,369.070575,335.936725
350.7312,,326.75,369.13705,335.987825
350.7672,,326.7614,369.17015,336.016825
350.793125,,326.770125,369.197475,336.05
350.8146,,326.806275,369.203675,336.067425
350.8318,,326.83155,369.22445,336.102975
350.862375,,326.857825,369.26405,336.124975
350.891575,,326.887575,369.3226,336.136025
350.9203,,326.8969,369.33405,336.15055
350.9485,,326.92835,369.36805,336.208625
350.9778,,326.963425,369.398225,336.2252
351.0022,,326.9812,369.446075,336.248825
351.061125,,327.00295,369.46795,336.292875
351.0863,,327.020175,369.492425,336.2997
351.12555,,327.041325,369.519275,336.312425
351.2071,,327.055425,369.53195,336.3306
351.24545,,327.074075,369.547775,336.36655
351.270175,,327.0974,369.591275,336.38735
351.344375,,327.110575,369.594825,336.413825
351.380925,,327.1466,369.601225,336.432525
351.3962,,327.164025,369.701675,336.460175
351.42635,,327.1951,369.7083,336.4843
351.473925,,327.212425,369.76085,336.51435
351.493175,,327.257525,369.773775,336.553875
351.5255,,327.282375,369.79225,336.5848
351.58375,,327.29875,369.7986,336.60955
351.61345,,327.3254,369.830275,336.6344
351.641475,,327.3884,369.86695,336.651925
351.6594,,327.422975,369.895275,336.67735
351.6742,,327.43675,369.923475,336.7054
351.720075,,327.48985,369.96775,336.7391
351.746775,,327.5084,370.02875,336.7755
351.77575,,327.5846,370.099825,336.806475
351.79875,,327.600175,370.119975,336.8301
351.825225,,327.621875,370.151725,336.86695
351.85185,,327.67225,370.2116,336.8947
351.8868,,327.700575,370.2526,336.9171
351.903125,,327.7465,370.330575,336.937475
351.926175,,327.77255,370.361675,336.989225
351.957875,,327.806525,370.395825,337.015275
351.98225,,327.8325,370.439375,337.04925
352.017275,,327.8405,370.475475,337.099375
352.0334,,327.8908,370.497425,337.141075
352.10375,,327.916775,370.52685,337.1619
352.141225,,327.941275,370.554275,337.178375
352.161325,,327.97595,370.6037,337.221425
352.19245,,327.992925,370.659275,337.246425
352.2192,,328.0109,370.6625,337.2687
352.273225,,328.0279,370.66605,337.296725
352.302675,,328.076025,370.691125,337.338075
352.331675,,328.12085,370.719575,337.397975
352.342925,,328.1346,370.75185,337.435225
352.375975,,328.168525,370.767175,337.47615
352.457325,,328.17795,370.77305,337.506225
352.486225,,328.216675,370.849375,337.532475
352.5487,,328.259,370.86295,337.593825
352.578375,,328.300525,370.866725,337.6216
352.60615,,328.32355,370.934725,337.644525
352.62645,,328.34755,370.95885,337.664775
352.63055,,328.36565,371.003175,337.705175
352.698925,,328.39335,371.016875,337.722925
352.715675,,328.4062,371.0337,337.739
352.7315,,328.43245,371.077375,337.7651
352.74835,,328.45665,371.09445,337.7861
352.763175,,328.484675,371.097375,337.8167
352.809175,,328.507475,371.206325,337.839725
352.819275,,328.543775,371.220125,337.87475
352.848025,,328.5893,371.2477,337.8987
352.882975,,328.61435,371.28205,337.920625
352.91,,328.634175,371.32155,337.950175
352.93245,,328.6438,371.391125,337.97575
353.01245,,328.66545,371.522375,338.016675
353.03525,,328.686,371.53615,338.03815
353.088675,,328.69535,371.565975,338.0894
353.135975,,328.723,371.59465,338.1604
353.1627,,328.75085,371.633475,338.183275
353.1656,,328.779075,371.661675,338.21955
353.222,,328.801225,371.723475,338.23825
353.25175,,328.82905,371.82205,338.259225
353.278175,,328.837175,371.9137,338.281525
353.306525,,328.853875,371.92095,338.307525
353.37095,,328.892475,371.939725,338.336325
353.416425,,328.90895,371.9617,338.386225
353.4614,,328.92395,371.977275,338.41755
353.4806,,328.9474,372.02015,338.50315
353.5287,,328.962275,372.054125,338.527475
353.58195,,328.985475,372.08325,338.579975
353.5933,,328.995425,372.111225,338.602925
353.604025,,329.041075,372.156925,338.650775
353.627925,,329.059225,372.180125,338.6828
353.67775,,329.086425,372.231825,338.691275
353.716375,,329.097275,372.30275,338.703325
353.733,,329.120925,372.320775,338.719475
353.851575,,329.15065,372.3478,338.753075
353.884925,,329.170425,372.38535,338.773925
353.9103,,329.1815,372.418875,338.79805
353.935725,,329.205975,372.4581,338.8237
353.9496,,329.219025,372.563125,338.852
353.957425,,329.24235,372.606575,338.8821
353.993,,329.258275,372.613625,338.8972
354.038975,,329.282625,372.62715,338.91385
354.064025,,329.2984,372.663325,338.93435
354.08025,,329.34135,372.700325,338.976825
354.1168,,329.35645,372.711375,339.034375
354.144625,,329.3828,372.752275,339.07405
354.15595,,329.4389,372.793125,339.098075
354.18735,,329.47105,372.8662,339.152525
354.215825,,329.490425,372.919775,339.1791
354.25955,,329.529925,372.939025,339.199275
354.28805,,329.541775,372.997625,339.2199
354.3218,,329.5565,373.01215,339.25655
354.34205,,329.583375,373.026,339.316825
354.364025,,329.604925,373.08845,339.348675
354.38715,,329.62005,373.176375,339.368625
354.407425,,329.62945,373.2153,339.384
354.478125,,329.689825,373.24465,339.393775
354.510525,,329.717425,373.25645,339.4106
354.53965,,329.748075,373.2664,339.447275
354.579225,,329.757825,373.299625,339.50065
354.602825,,329.786625,373.319025,339.520875
354.6346,,329.796675,373.3979,339.540825
354.659725,,329.816,373.4275,339.571725
354.679175,,329.85035,373.449725,339.591275
354.71295,,329.89005,373.4572,339.639825
354.743675,,329.908875,373.492575,339.6682
354.79065,,329.94145,373.505325,339.6905
354.81285,,329.95915,373.53805,339.74245
354.84155,,329.985425,373.5579,339.7706
354.871975,,330.02815,373.587125,339.8257
354.906875,,330.033925,373.5948,339.909275
354.936775,,330.046825,373.645725,339.939825
354.972325,,330.063775,373.68205,339.9995
355.007425,,330.0988,373.684475,340.029125
355.030525,,330.1077,373.7143,340.055375
355.07825,,330.12265,373.7473,340.1201
355.119225,,330.142225,373.779325,340.139425
355.13755,,330.1548,373.809525,340.1798
355.1627,,330.192525,373.83505,340.23345
355.184725,,330.215825,373.8769,340.255975
355.2139,,330.2337,373.8938,340.26395
355.238225,,330.251325,373.9427,340.26845
355.276675,,330.284925,373.967925,340.293725
355.2992,,330.2964,374.021375,340.322275
355.342775,,330.348,374.063975,340.35145
355.367725,,330.3798,374.138925,340.3766
355.389025,,330.407225,374.159675,340.425425
355.4213,,330.426875,374.185425,340.449925
355.452,,330.44915,374.237475,340.46995
355.491075,,330.474775,374.262025,340.486325
355.5194,,330.49305,374.288725,340.52145
355.54395,,330.514825,374.2938,340.55965
355.60125,,330.533975,374.296725,340.589975
355.624975,,330.555525,374.3427,340.603675
355.7351,,330.5728,374.36655,340.611925
355.75825,,330.601525,374.54195,340.638375
355.7823,,330.624625,374.588675,340.701225
355.807475,,330.641575,374.625175,340.72855
355.8517,,330.665525,374.686025,340.748
355.886625,,330.681625,374.751,340.76785
355.93835,,330.70385,374.789875,340.84495
355.96795,,330.726375,374.8608,340.857725
355.989725,,330.753375,374.88895,340.885275
356.0156,,330.77745,374.897025,340.904275
356.04245,,330.79115,374.938,340.9435
356.0716,,330.80435,375.00025,340.967825
356.088025,,330.84425,375.0083,340.985325
356.120225,,330.8652,375.050775,341.000425
356.182625,,330.8904,375.05405,341.0208
356.2018,,330.9146,375.08075,341.04385
356.2807,,330.944225,375.181325,341.067525
356.30475,,330.97345,375.187925,341.08365
356.317675,,330.985,375.284775,341.107975
356.331125,,331.008675,375.297625,341.13525
356.3697,,331.037975,375.30285,341.147625
356.3866,,331.05875,375.3092,341.16775
356.410025,,331.074575,375.33265,341.186575
356.435125,,331.1003,375.347875,341.235025
356.45355,,331.114525,375.372775,341.260475
356.480125,,331.1351,375.392825,341.302475
356.502825,,331.1678,375.405325,341.34875
356.52675,,331.197725,375.43,341.372275
356.5771,,331.21645,375.485375,341.42245
356.60375,,331.2328,375.520475,341.444
356.675475,,331.25835,375.53155,341.512625
356.69795,,331.288575,375.5632,341.53345
356.780675,,331.308425,375.598275,341.58485
356.797,,331.327225,375.621475,341.61095
356.82025,,331.355725,375.643525,341.6346
356.8453,,331.380525,375.73095,341.659425
356.872425,,331.395275,375.769925,341.67575
356.8828,,331.4116,375.815925,341.7118
356.897,,331.46715,375.8183,341.741375
356.93245,,331.48315,375.851675,341.770175
356.964025,,331.5071,375.8906,341.844775
356.9968,,331.525725,375.922775,341.87385
357.0245,,331.553575,375.9587,341.9001
357.0523,,331.59555,375.9971,341.9283
357.128175,,331.6112,376.054575,341.9503
357.177225,,331.624475,376.084975,341.9777
357.20935,,331.650025,376.131425,342.006925
357.225925,,331.6626,376.158275,342.03585
357.24645,,331.684325,376.166275,342.06065
357.2693,,331.72505,376.20305,342.09795
357.300475,,331.744825,376.24745,342.131975
357.337775,,331.760875,376.2592,342.1752
357.3555,,331.783475,376.29525,342.210875
357.3832,,331.801725,376.317425,342.227025
357.431225,,331.8203,376.3836,342.255275
357.45945,,331.8467,376.3982,342.27815
357.4935,,331.84965,376.4749,342.29975
357.5184,,331.863275,376.50625,342.346625
357.578975,,331.879375,376.524175,342.374775
357.610625,,331.88985,376.53625,342.434175
357.641125,,331.9149,376.5433,342.445825
357.667925,,331.954375,376.554175,342.473725
357.69945,,331.9824,376.588325,342.5009
357.72925,,332.00965,376.59755,342.545975
357.755725,,332.022575,376.620375,342.595925
357.792225,,332.0476,376.65685,342.621025
357.867175,,332.0712,376.6751,342.6383
357.8902,,332.0922,376.71565,342.656
357.923225,,332.113825,376.742925,342.687425
357.97935,,332.145325,376.827225,342.718325
358.044975,,332.172,376.8635,342.7308
358.074475,,332.1937,376.886875,342.756075
358.103025,,332.221125,376.915125,342.792075
358.18035,,332.23675,376.932875,342.8173
358.2016,,332.25,376.944125,342.846775
358.22035,,332.26485,376.950725,342.862025
358.237325,,332.287425,376.988975,342.882375
358.25585,,332.343425,377.0131,342.916075
358.297125,,332.4037,377.0381,342.9392
358.3143,,332.4286,377.073,342.960725
358.340825,,332.430325,377.0759,342.981775
358.370375,,332.441075,377.120425,343.04395
358.40435,,332.47145,377.14815,343.06295
358.41375,,332.47625,377.172275,343.08785
358.4467,,332.496125,377.183525,343.113
358.484425,,332.515675,377.208,343.150525
358.507925,,332.5263,377.24745,343.16505
358.53315,,332.58045,377.282325,343.166325
358.56125,,332.59465,377.335225,343.182525
358.5912,,332.613425,377.3384,343.230725
358.61075,,332.630425,377.3866,343.254275
358.63945,,332.654075,377.407275,343.2753
358.67915,,332.699775,377.451875,343.2959
358.712825,,332.7117,377.47855,343.3168
358.74995,,332.733175,377.489125,343.335375
358.77405,,332.7392,377.51375,343.38225
358.7934,,332.7555,377.57905,343.3954
358.860975,,332.766575,377.6077,343.417675
358.94495,,332.784325,377.666875,343.4458
358.97015,,332.795925,377.684425,343.4727
359.0906,,332.82015,377.706375,343.491075
359.120025,,332.84245,377.71115,343.529925
359.1457,,332.8905,377.730875,343.54965
359.166275,,332.899525,377.74725,343.565525
359.2275,,332.92085,377.749725,343.586325
359.251225,,332.9688,377.7708,343.606275
359.292125,,332.9965,377.790425,343.650525
359.3197,,333.0235,377.816075,343.6742
359.341575,,333.04635,377.82575,343.6958
359.38785,,333.0829,377.8556,343.6993
359.4057,,333.1087,377.869325,343.7226
359.42225,,333.131625,377.881925,343.760275
359.47375,,333.159175,377.91345,343.79745
359.49495,,333.196275,377.95905,343.823275
359.515175,,333.218875,378.020875,343.845225
359.5329,,333.244625,378.048625,343.868825
359.560325,,333.269025,378.060125,343.88725
359.58475,,333.30575,378.086525,343.91925
359.604075,,333.3572,378.177725,343.93845
359.623525,,333.40305,378.19225,343.955925
359.750025,,333.443175,378.270075,343.97855
359.77175,,333.488775,378.274725,344.00055
359.79285,,333.510525,378.3225,344.03685
359.81675,,333.5246,378.3278,344.091625
359.837625,,333.5411,378.37835,344.1106
359.859575,,333.605025,378.411175,344.14015
359.87415,,333.663275,378.420875,344.165425
359.896375,,333.68485,378.4788,344.1893
359.935525,,333.71085,378.499875,344.25065
359.977625,,333.722875,378.52525,344.27225
360.022925,,333.743175,378.530175,344.2974
360.052325,,333.757425,378.60135,344.3198
360.0744,,333.78975,378.6098,344.36575
360.098525,,333.8,378.6178,344.3924
360.119925,,333.8186,378.689,344.415825
360.14415,,333.84355,378.696075,344.43475
360.170175,,333.851775,378.723125,344.45275
360.18835,,333.867625,378.74535,344.509725
360.209275,,333.8861,378.75095,344.5419
360.24675,,333.9008,378.7751,344.565625
360.264925,,333.9139,378.81375,344.6009
360.2863,,333.93665,378.850525,344.634675
360.30935,,333.955475,378.881625,344.65885
360.359125,,333.976,378.89285,344.681475
360.41095,,333.9909,378.962475,344.704775
360.441925,,334.0093,378.985425,344.7194
360.458325,,334.021075,379.019025,344.73035
360.481125,,334.065425,379.0475,344.758725
360.542275,,334.093925,379.0793,344.837725
360.58835,,334.11495,379.09985,344.867725
360.639925,,334.1254,379.13455,344.893775
360.662725,,334.153475,379.209225,344.913275
360.691725,,334.188275,379.22275,344.9386
360.712275,,334.199425,379.245225,344.9938
360.796025,,334.2296,379.28875,345.038225
360.81245,,334.244375,379.30405,345.054875
360.83615,,334.257125,379.38975,345.0709
360.8535,,334.2778,379.429975,345.0972
360.887225,,334.30205,379.47065,345.121475
360.976425,,334.307375,379.47995,345.15005
361.032475,,334.327875,379.521675,345.183525
361.051775,,334.361,379.5491,345.20475
361.10455,,334.385375,379.5793,345.254125
361.14985,,334.42075,379.5989,345.278425
361.1875,,334.44885,379.620075,345.301875
361.20935,,334.468425,379.670025,345.3184
361.2328,,334.494825,379.689025,345.3471
361.254725,,334.508325,379.69305,345.36875
361.319425,,334.533925,379.7508,345.387175
361.3452,,334.5467,379.767725,345.4442
361.385925,,334.577425,379.771525,345.45865
361.4294,,334.60375,379.78715,345.508725
361.45685,,334.615525,379.815625,345.539125
361.475475,,334.6282,379.8603,345.591275
361.500425,,334.655075,379.899775,345.620025
361.5043,,334.66995,379.927075,345.639825
361.535025,,334.67545,379.946725,345.658875
361.56345,,334.696225,379.980625,345.6938
361.58445,,334.75415,380.0224,345.72715
361.6124,,334.764375,380.043,345.756025
361.6506,,334.771975,380.057775,345.782725
361.668225,,334.7891,380.063725,345.806875
361.706675,,334.824675,380.088125,345.830625
361.73505,,334.852,380.139725,345.8565
361.7648,,334.881325,380.142425,345.881025
361.7741,,334.911775,380.2009,345.897375
361.78295,,334.9273,380.213175,345.92205
361.823625,,334.933725,380.2253,345.941975
361.841525,,334.96935,380.24295,345.993125
361.8709,,334.99895,380.26615,346.018525
361.904775,,335.011075,380.31615,346.046675
361.9364,,335.023175,380.418875,346.06865
361.97015,,335.05835,380.435375,346.1027
362.02185,,335.0913,380.44495,346.1203
362.0422,,335.1077,380.473,346.149575
362.0629,,335.15065,380.5263,346.168675
362.081725,,335.1629,380.558175,346.1934
362.094525,,335.176775,380.658775,346.222375
362.13725,,335.210125,380.67175,346.245675
362.147875,,335.2358,380.681775,346.2927
362.166975,,335.2561,380.72315,346.3631
362.215725,,335.308975,380.755025,346.389475
362.237725,,335.321825,380.82255,346.420525
362.2716,,335.3387,380.8742,346.441175
362.292575,,335.374825,380.9111,346.468775
362.32585,,335.4113,380.946375,346.5007
362.348625,,335.435375,381.00345,346.536575
362.37395,,335.445825,381.006275,346.613975
362.38835,,335.478125,381.040875,346.691625
362.400025,,335.511325,381.09245,346.746925
362.4182,,335.529,381.138375,346.771475
362.455025,,335.54585,381.160925,346.7847
362.470475,,335.5524,381.189675,346.811825
362.488125,,335.573975,381.216325,346.8336
362.5048,,335.5896,381.2386,346.8575
362.5262,,335.61195,381.2611,346.887275
362.547925,,335.625425,381.28605,346.9189
362.5644,,335.6469,381.313925,347.0077
362.584875,,335.66865,381.370125,347.018525
362.608625,,335.69215,381.37905,347.0271
362.659825,,335.710025,381.4454,347.048325
362.679125,,335.7405,381.46115,347.095325
362.7139,,335.7634,381.497975,347.11045
362.76715,,335.785175,381.5091,347.134275
362.786425,,335.81145,381.607275,347.149325
362.806675,,335.8294,381.615,347.173525
362.834575,,335.852175,381.673075,347.175825
362.879925,,335.86785,381.71245,347.246575
362.94095,,335.88495,381.78635,347.304025
362.959625,,335.903175,381.80455,347.321175
362.997725,,335.918025,381.86675,347.343175
363.0422,,335.943125,381.8944,347.37045
363.1279,,335.974625,381.9135,347.401025
363.1526,,336.002875,381.922575,347.4231
363.178225,,336.0213,381.93745,347.443375
363.209425,,336.072275,381.951425,347.483675
363.2266,,336.094425,381.9923,347.5041
363.23025,,336.12295,382.03935,347.515125
363.263575,,336.14365,382.063975,347.537075
363.289525,,336.15955,382.08615,347.56825
363.309025,,336.172,382.207475,347.60625
363.345,,336.195875,382.246625,347.624725
363.36975,,336.25395,382.2756,347.6539
363.389025,,336.2994,382.311925,347.6919
363.416275,,336.316575,382.3558,347.698025
363.440775,,336.32865,382.41785,347.7052
363.47995,,336.376175,382.434075,347.7326
363.498525,,336.394675,382.480825,347.758375
363.5263,,336.42405,382.58835,347.7618
363.54275,,336.450375,382.664825,347.794625
363.59255,,336.482225,382.68355,347.820875
363.61485,,336.5081,382.734175,347.842975
363.66805,,336.52475,382.75475,347.88245
363.692175,,336.55005,382.78115,347.901275
363.74855,,336.569,382.793925,347.9617
363.7704,,336.6228,382.86465,347.989375
363.786825,,336.629075,382.902825,348.018075
363.814825,,336.6482,382.967025,348.04585
363.8227,,336.67415,383.009575,348.065625
363.8394,,336.69105,383.01225,348.09065
363.88385,,336.7043,383.055175,348.115525
363.902775,,336.733525,383.099575,348.14195
363.939025,,336.74975,383.175025,348.161275
363.9763,,336.770025,383.2035,348.180425
364.0456,,336.78295,383.22135,348.19835
364.06245,,336.80065,383.232425,348.227225
364.0858,,336.8287,383.261475,348.2505
364.131225,,336.8409,383.298325,348.2873
364.155925,,336.87075,383.336575,348.32835
364.200975,,336.894475,383.3595,348.363775
364.227375,,336.915375,383.3672,348.3899
364.279825,,336.943825,383.379275,348.4469
364.296825,,336.963825,383.3854,348.478875
364.31385,,336.992625,383.4156,348.500225
364.353625,,337.02405,383.444175,348.5227
364.38695,,337.068775,383.46165,348.54775
364.407,,337.079225,383.53665,348.5676
364.42,,337.0927,383.5584,348.58815
364.4907,,337.130125,383.568975,348.638625
364.505925,,337.143825,383.571175,348.69055
364.55545,,337.18045,383.6291,348.7097
364.5839,,337.194925,383.6455,348.73695
364.60575,,337.221175,383.668175,348.76035
364.67495,,337.2346,383.700175,348.786225
364.720375,,337.24735,383.746375,348.80595
364.74405,,337.28335,383.7729,348.8317
364.76825,,337.300175,383.796875,348.88575
364.79805,,337.3281,383.821775,348.90655
364.820525,,337.35075,383.8268,348.91905
364.840375,,337.374225,383.8567,348.939775
364.863375,,337.40105,383.875275,348.98205
364.879375,,337.4214,383.881125,348.999225
364.916525,,337.44055,383.9138,349.0248
364.963375,,337.467125,383.947625,349.05365
364.9921,,337.514325,383.973525,349.074225
365.037375,,337.53495,383.980075,349.100275
365.104525,,337.578725,384.008625,349.124225
365.143175,,337.61105,384.038325,349.146375
365.161675,,337.62505,384.048025,349.170725
365.181325,,337.64305,384.073225,349.188
365.202475,,337.676175,384.1115,349.210375
365.2709,,337.688875,384.1138,349.232
365.323775,,337.72045,384.1796,349.25585
365.3414,,337.740325,384.185575,349.28055
365.394125,,337.764225,384.21725,349.32755
365.4166,,337.80335,384.365675,349.351925
365.457975,,337.8239,384.393225,349.426175
365.55145,,337.84105,384.4467,349.4719
365.56815,,337.8576,384.462475,349.499675
365.59745,,337.882975,384.48455,349.526625
365.6264,,337.9062,384.4925,349.562775
365.65925,,337.91785,384.5795,349.6086
365.67825,,337.9349,384.60855,349.622225
365.698575,,337.9755,384.61265,349.645875
365.72285,,337.99625,384.63975,349.67275
365.7377,,338.02295,384.69215,349.70525
365.760425,,338.040625,384.6947,349.728525
365.785425,,338.084125,384.79235,349.75945
365.832625,,338.11275,384.835275,349.7888
365.846175,,338.127575,384.83785,349.807925
365.861125,,338.153525,384.883325,349.850225
365.893,,338.181975,384.921425,349.867
365.909775,,338.212525,384.95405,349.89895
365.9365,,338.22675,385.035925,349.925875
365.949325,,338.248025,385.071725,349.955475
365.9696,,338.2842,385.10745,349.9943
365.989,,338.309725,385.21695,350.01315
366.005075,,338.358225,385.2389,350.047125
366.032125,,338.372825,385.266725,350.0547
366.10585,,338.389225,385.320725,350.128025
366.12015,,338.405875,385.3613,350.149925
366.135625,,338.429125,385.380675,350.169425
366.1599,,338.440025,385.409325,350.18955
366.17595,,338.458225,385.417125,350.208075
366.192675,,338.497675,385.432625,350.254975
366.238175,,338.512425,385.449625,350.29495
366.2566,,338.5455,385.4528,350.309775
366.28515,,338.56755,385.514225,350.320175
366.315125,,338.5858,385.54345,350.36465
366.365425,,338.648725,385.556475,350.41145
366.381075,,338.674325,385.599075,350.41615
366.40605,,338.69875,385.614075,350.4367
366.429025,,338.714975,385.63015,350.462375
366.444825,,338.7326,385.6525,350.514325
366.511225,,338.7612,385.68705,350.542175
366.535925,,338.78945,385.70575,350.58135
366.646675,,338.806025,385.74605,350.615025
366.672975,,338.833175,385.769175,350.637625
366.696225,,338.8526,385.877025,350.6653
366.720225,,338.8745,385.880825,350.688575
366.759275,,338.899125,385.8906,350.715575
366.777675,,338.914625,385.91535,350.732625
366.803375,,338.9377,385.9682,350.764425
366.8232,,338.9562,385.981025,350.79655
366.938175,,338.97665,386.003925,350.813525
366.965425,,339.011375,386.006875,350.87135
367.001075,,339.01885,386.0259,350.889775
367.059525,,339.037725,386.02945,350.935025
367.08075,,339.05815,386.062375,350.963775
367.11255,,339.0806,386.103025,350.9881
367.1334,,339.0996,386.113525,351.011325
367.17935,,339.1317,386.139225,351.031
367.198725,,339.161275,386.1417,351.133525
367.2267,,339.168375,386.162775,351.158
367.3472,,339.1784,386.198875,351.186425
367.371825,,339.19775,386.241575,351.200525
367.40355,,339.221525,386.294,351.2322
367.45285,,339.24225,386.351325,351.251625
367.4792,,339.266175,386.359075,351.268025
367.523775,,339.28455,386.41,351.282175
367.5368,,339.30385,386.496575,351.30285
367.582975,,339.318825,386.531,351.3375
367.6413,,339.33055,386.5721,351.3717
367.668,,339.366525,386.577125,351.3984
367.689425,,339.38015,386.58835,351.415475
367.7045,,339.3947,386.620575,351.42635
367.737275,,339.427625,386.68985,351.476375
367.75855,,339.446125,386.724975,351.505025
367.811325,,339.463475,386.76015,351.523725
367.832,,339.48755,386.797375,351.547825
367.8688,,339.506275,386.8258,351.571075
367.88915,,339.5281,386.847875,351.60225
367.917525,,339.5451,386.8673,351.663675
367.942625,,339.556775,386.89745,351.69235
367.958175,,339.5787,386.934625,351.729
367.976175,,339.596875,386.95175,351.7714
368.042825,,339.623375,386.953825,351.796175
368.0694,,339.639125,386.968875,351.8479
368.1113,,339.656725,386.9714,351.87485
368.139975,,339.681475,386.978875,351.929725
368.17295,,339.696075,387.010075,351.955675
368.19775,,339.718275,387.0417,351.974025
368.2154,,339.74825,387.09465,352.00815
368.235475,,339.768275,387.1517,352.0299
368.250875,,339.788725,387.19445,352.057425
368.3816,,339.811575,387.20175,352.079775
368.413,,339.835025,387.273475,352.11675
368.466775,,339.870825,387.32325,352.138725
368.489525,,339.89785,387.35265,352.1642
368.5117,,339.907225,387.4008,352.1889
368.554575,,339.909175,387.5518,352.214725
368.578025,,339.945025,387.61155,352.2386
368.593525,,339.97215,387.63715,352.268575
368.660125,,339.991425,387.665375,352.293225
368.677775,,340.0204,387.667725,352.3107
368.6974,,340.057925,387.68845,352.32775
368.72225,,340.10995,387.6987,352.348375
368.74715,,340.142,387.72695,352.43315
368.770775,,340.1858,387.7745,352.47855
368.865625,,340.2385,387.8284,352.5201
368.882675,,340.267525,387.841675,352.544525
368.9005,,340.300125,387.86165,352.57745
368.925775,,340.34345,387.886575,352.614875
368.98185,,340.392025,387.91905,352.632025
369.011675,,340.411475,387.922475,352.662025
369.0296,,340.42815,387.9354,352.6877
369.0507,,340.4753,387.99615,352.74465
369.05275,,340.4942,388.020625,352.76575
369.0784,,340.5081,388.0663,352.789825
369.100025,,340.53635,388.191625,352.82555
369.12555,,340.555475,388.221175,352.84265
369.14425,,340.5691,388.22385,352.86115
369.163775,,340.589575,388.276525,352.934
369.18335,,340.6149,388.28475,352.964625
369.196125,,340.63655,388.3209,352.992425
369.217875,,340.659275,388.38955,353.03965
369.260725,,340.6804,388.4823,353.092775
369.279925,,340.70045,388.5541,353.12435
369.314,,340.7284,388.60645,353.140125
369.3368,,340.7429,388.61815,353.159175
369.356275,,340.75455,388.645475,353.180275
369.40985,,340.76565,388.66205,353.202
369.444175,,340.775,388.7968,353.22055
369.5098,,340.81875,388.818225,353.24385
369.579825,,340.839975,388.85135,353.2598
369.592975,,340.875575,388.863775,353.2813
369.623025,,340.905225,388.9112,353.294
369.667075,,340.92675,389.0093,353.31485
369.683075,,340.95125,389.12775,353.3423
369.70725,,340.97605,389.131925,353.368725
369.727175,,340.993175,389.16515,353.3839
369.759725,,341.00675,389.190325,353.405175
369.7751,,341.044275,389.199875,353.412625
369.819875,,341.08025,389.2581,353.440625
369.8372,,341.0964,389.290075,353.455775
369.884225,,341.1518,389.3229,353.48515
369.8982,,341.173175,389.38515,353.5011
369.9012,,341.190475,389.398825,353.521225
369.91875,,341.2047,389.4329,353.56155
369.97345,,341.2296,389.47875,353.57785
370.0416,,341.2624,389.50725,353.596025
370.1435,,341.27885,389.559475,353.6165
370.16935,,341.301675,389.602175,353.6338
370.193525,,341.3229,389.644725,353.656725
370.2482,,341.34015,389.6694,353.67695
370.2895,,341.383325,389.67675,353.705
370.312525,,341.419625,389.689775,353.720675
370.3366,,341.432125,389.705125,353.740125
370.358875,,341.4457,389.72595,353.776975
370.387025,,341.469775,389.7502,353.811225
370.407775,,341.4844,389.7831,353.82655
370.42365,,341.514075,389.832625,353.869175
370.4834,,341.529375,389.91325,353.916625
370.5022,,341.557,389.95815,353.941675
370.528725,,341.56945,389.986425,353.959575
370.557,,341.589,389.99685,354.011075
370.5773,,341.60995,390.071875,354.0351
370.618325,,341.616975,390.075075,354.057175
370.642625,,341.6404,390.1156,354.08465
370.68375,,341.66195,390.194225,354.12275
370.707275,,341.678775,390.219675,354.15155
370.75055,,341.68795,390.26365,354.20945
370.7883,,341.70665,390.275575,354.2452
370.8133,,341.731125,390.288775,354.2666
370.843425,,341.756425,390.352425,354.292625
370.8707,,341.7721,390.38685,354.3209
370.887425,,341.813725,390.40265,354.3502
370.906075,,341.84105,390.476275,354.385975
370.933725,,341.8657,390.4928,354.4331
371.031675,,341.884475,390.526725,354.461775
371.082225,,341.907375,390.53265,354.485625
371.104125,,341.91005,390.554075,354.536
371.1301,,341.935725,390.5944,354.572025
371.160525,,341.969275,390.6222,354.593525
371.1923,,341.99075,390.6472,354.615175
371.22845,,342.00795,390.7396,354.639575
371.24545,,342.028325,390.833975,354.66145
371.25155,,342.062475,390.867275,354.68015
371.33025,,342.071225,390.9091,354.711
371.36,,342.087475,390.92625,354.76825
371.3943,,342.124275,390.931275,354.79165
371.448875,,342.13185,390.93475,354.820875
371.47325,,342.147525,390.96535,354.851575
371.520575,,342.1637,390.986175,354.89655
371.563625,,342.175025,391.01745,354.91385
371.56825,,342.195875,391.057825,354.927225
371.610925,,342.227675,391.16685,354.954725
371.633225,,342.27315,391.21065,354.98095
371.658375,,342.3105,391.25695,355.004275
371.679125,,342.355375,391.271925,355.023625
371.772,,342.385875,391.30665,355.0305
371.775075,,342.40945,391.346775,355.049275
371.7887,,342.4178,391.415325,355.074125
371.8019,,342.440275,391.5041,355.10125
371.84715,,342.46635,391.5728,355.12295
371.898725,,342.475625,391.599625,355.15245
371.944825,,342.500925,391.6449,355.172225
