SPK_SPKC02a (NA),SPK_SPKC07a (inhibited),SPK_SPKC13a (inhibited)
148.30865,40.173025,316.330775
148.40845,40.2108,316.374675
148.48825,40.226175,316.39455
148.56015,40.241575,316.425975
148.576925,40.252175,316.543275
148.5833,40.264225,316.5682
148.586325,40.29225,316.61305
148.610525,40.342,316.9078
148.654975,40.361625,316.943875
148.687075,40.4138,317.028675
148.7015,40.428625,317.207275
148.863875,40.465725,317.224525
148.876275,40.487925,317.345775
148.9269,40.533175,317.457675
148.9441,40.56005,317.66785
148.977225,40.59705,317.70515
148.99375,40.658775,317.811775
149.0458,40.69355,317.851025
149.065875,40.71775,317.863225
149.1122,40.755025,317.897375
149.262825,40.77455,317.954425
149.34085,40.86155,318.011375
149.358325,40.9092,318.031325
149.434875,41.03185,318.03895
149.559475,41.0835,318.075725
149.57595,41.13255,318.114425
149.639525,41.17815,318.1396
149.65435,41.235525,318.15325
149.693025,41.274125,318.171625
149.77845,41.302025,318.220625
149.840625,41.33025,318.248275
150.0443,41.354725,318.303475
150.121225,41.3904,318.315325
150.1786,41.424225,318.317375
150.256475,41.478,318.348525
150.345275,41.510975,318.362325
150.347925,41.6901,318.499675
150.363825,41.7431,318.504
150.403425,41.772925,318.54775
150.473625,41.808625,318.617675
150.476725,41.849425,318.646475
150.510875,41.896625,318.67335
150.528,41.981225,318.77955
150.539025,42.009025,319.00365
150.540425,42.03915,319.041275
150.613625,42.0558,319.1001
150.614825,42.14535,319.107175
150.729225,42.18205,319.2024
150.81335,42.212475,319.22575
150.82705,42.42955,319.430175
150.922975,42.552475,319.4881
150.984875,42.598925,319.491975
151.015975,42.661625,319.4969
151.185575,42.740275,319.54005
151.584925,42.76975,319.64145
151.660725,42.83475,319.930125
151.814825,42.8528,319.947125
151.8619,42.877625,319.964875
151.914675,42.98085,320.033175
151.9503,43.013775,320.166775
151.981375,43.032025,320.3004
152.019325,43.0773,320.476525
152.17215,43.1218,320.5412
152.331625,43.15685,320.6637
152.4359,43.183125,320.85975
152.4573,43.20145,320.91495
152.479075,43.291575,321.12
152.485325,43.36655,321.24235
152.541175,43.3708,321.466825
152.5517,43.38275,321.564625
152.647025,43.400025,321.84875
152.673625,43.4121,321.976025
152.695725,43.46205,322.39915
152.777025,43.506075,322.5652
153.011925,43.51975,323.0574
153.118025,43.586925,323.190425
153.203525,43.59445,323.25805
153.206,43.6953,323.6164
153.80635,43.7038,324.057925
154.323875,43.718875,324.373775
154.3351,43.735125,324.502075
154.399825,43.7521,324.6877
154.417825,43.78205,324.719725
154.4497,43.849675,324.73915
154.473325,43.861225,324.7931
154.62045,43.8777,324.878075
154.651975,43.9028,325.100275
154.755975,43.918375,325.1473
154.82405,43.934375,325.183
154.87475,44.006525,325.23625
154.916125,44.066075,325.318525
154.929275,44.083975,325.47195
154.99365,44.10065,325.589
155.02485,44.13735,325.72205
155.031025,44.151275,326.018375
155.046025,44.179725,326.059675
155.179475,44.216925,326.088525
155.36635,44.23605,326.096325
155.521975,44.25195,326.1209
155.896225,44.26725,326.198125
155.972275,44.28995,326.201275
156.062875,44.298525,326.243975
156.147125,44.3151,326.253275
156.61395,44.324,326.28625
156.6514,44.364125,326.30185
156.70585,44.37925,326.3348
156.881225,44.425275,326.3505
156.94515,44.47165,326.36625
157.04555,44.5058,326.44365
157.05875,44.5452,326.466225
157.2101,44.624375,326.482325
157.251625,44.652125,326.4909
157.2859,44.6825,326.581025
157.450425,44.72325,326.602975
157.56295,44.7325,326.6694
157.665225,44.79595,326.68615
157.801225,44.8482,326.713275
157.941575,44.91855,326.768075
157.959425,44.9655,326.77295
158.03775,44.9943,326.80895
158.2928,45.01675,326.8703
158.32965,45.07505,326.88565
158.51,45.1198,326.886825
158.6218,45.1446,326.98725
158.6933,45.211725,327.096975
158.736425,45.23485,327.138325
158.802875,45.26405,327.1571
158.805875,45.26525,327.20015
158.887275,45.285225,327.2149
159.06225,45.294375,327.36565
159.2156,45.366625,327.42275
159.362675,45.40125,327.783525
159.583025,45.46075,327.896425
159.76555,45.49255,327.9259
159.997875,45.5195,327.9788
160.118125,45.53925,328.00635
160.14465,45.58285,328.041175
160.17945,45.610025,328.09615
160.440625,45.645025,328.13495
160.78935,45.677175,328.1647
160.8216,45.694375,328.21465
161.110525,45.7271,328.301625
161.5922,45.759325,328.376575
161.76875,45.80765,328.47425
161.8024,45.8381,328.697375
161.8433,45.861325,328.713025
161.954575,45.95695,328.74325
161.9819,45.989225,328.77045
162.076275,46.025975,328.866175
162.11925,46.0709,329.0577
162.35795,46.100275,329.114825
162.38845,46.185175,329.2064
162.5229,46.235675,329.267375
162.798775,46.273725,329.318175
162.828475,46.3184,329.372475
162.829925,46.3739,329.411475
162.8996,46.408075,329.51325
162.97705,46.451025,329.534475
163.049075,46.47435,329.5705
163.0735,46.50225,329.600775
163.1953,46.51415,329.606975
163.280675,46.548,329.6158
163.62715,46.594275,329.646325
163.671775,46.616425,329.65635
163.9014,46.6319,329.6603
164.02235,46.687675,329.72075
164.093025,46.708275,329.767425
164.1438,46.737825,329.8611
164.300725,46.820375,329.895475
165.0189,46.87645,330.0418
165.361775,46.899325,330.102425
165.48685,47.001975,330.125975
165.5618,47.02875,330.171225
165.658,47.063475,330.175
165.8503,47.122975,330.280325
165.942225,47.1475,330.32545
165.954775,47.252875,330.360375
166.371175,47.295525,330.38435
166.3755,47.367625,330.407825
166.38455,47.405175,330.420325
166.545825,47.44875,330.4353
166.7174,47.48565,330.449775
166.895875,47.516725,330.506875
167.114525,47.59185,330.51525
167.1347,47.745875,330.5622
167.20075,47.807725,330.583225
167.22835,47.853975,330.66065
167.3715,47.9356,330.689625
167.41185,48.0193,330.74495
167.4385,48.089925,330.825625
167.671075,48.135875,330.864475
167.902675,48.166475,330.92885
167.915075,48.2035,331.1794
168.4003,48.250425,331.2144
168.458575,48.285475,331.306325
168.587625,48.311675,331.342625
168.6392,48.36335,331.3901
168.66215,48.37495,331.426475
168.777975,48.4105,331.5402
168.834675,48.43435,331.612875
168.967525,48.449425,331.74485
168.99625,48.512425,331.771275
169.02955,48.5591,331.7922
169.21265,48.625675,331.869025
169.33985,48.633925,331.877525
169.407075,48.680775,331.9439
169.446825,48.776175,331.9937
169.46655,48.817825,332.018675
169.56305,48.89715,332.044925
169.937125,48.957375,332.066825
169.97375,49.1391,332.0693
170.128375,49.145025,332.0814
170.187525,49.186175,332.117325
170.427425,49.22905,332.1573
170.787125,49.31545,332.21155
170.840475,49.348125,332.266375
170.842525,49.386225,332.3195
170.892175,49.411425,332.356225
171.241875,49.4291,332.368775
171.2664,49.4524,332.3834
171.629775,49.4665,332.405725
171.989675,49.513425,332.416425
172.0937,49.589975,332.464425
172.24025,49.617075,332.486225
172.455075,49.6518,332.5478
172.46855,49.712975,332.552375
172.4709,49.744875,332.562925
172.537425,49.784325,332.58695
172.792475,49.81635,332.65985
172.96335,49.947325,332.686725
172.965525,49.996675,332.701325
173.292225,50.016825,332.742625
173.3966,50.03825,332.77575
173.6996,50.09645,332.8497
173.785475,50.1446,332.899225
174.636625,50.183975,332.9113
174.7666,50.217025,332.921075
174.84655,50.231275,332.9601
174.9573,50.25705,332.9817
175.20495,50.278,333.012925
175.4314,50.308925,333.08115
175.44595,50.325275,333.101475
175.49485,50.365525,333.124075
175.517225,50.40805,333.21445
175.59035,50.46025,333.22985
175.613775,50.48755,333.269475
175.62385,50.542275,333.3019
175.651325,50.55515,333.383925
175.6981,50.58215,333.476125
175.726225,50.60785,333.514
175.8117,50.637025,333.6782
176.221775,50.7018,333.69365
176.225625,50.781275,333.78765
176.4102,50.824825,333.894275
176.870625,50.8564,333.946
177.017975,50.876775,334.001975
177.1312,50.9192,334.0409
177.1773,50.979975,334.072525
177.401975,51.0774,334.1
177.437725,51.2279,334.13275
177.692925,51.3306,334.2438
178.350775,51.44355,334.3601
178.483375,51.485225,334.39485
178.604675,51.575575,334.399375
179.0425,51.75655,334.4564
179.095575,51.87025,334.482575
179.878925,51.91535,334.527775
180.024125,51.956175,334.54655
180.2264,52.006025,334.642375
180.444875,52.083225,334.651175
180.7999,52.1964,334.680825
181.03915,52.209525,334.69565
181.260475,52.23735,334.710125
181.4552,52.257225,334.752325
182.10985,52.292,334.769725
182.408775,52.3481,334.7791
182.652725,52.367,334.83135
183.559225,52.3842,334.873325
183.683725,52.4067,334.8872
183.929875,52.4227,334.888325
184.4151,52.476025,334.980675
184.5785,52.5077,334.987325
184.581575,52.549275,335.000425
184.680425,52.5925,335.04285
184.7023,52.628125,335.0623
184.708125,52.652975,335.097075
184.7436,52.7652,335.200875
184.759025,52.805425,335.21875
184.80595,53.00515,335.26415
184.8744,53.03065,335.28275
184.91255,53.182125,335.30005
184.9791,53.27875,335.356325
185.16315,53.3303,335.39555
185.222575,53.35845,335.5053
185.2653,53.498475,335.586825
185.3527,53.52335,335.61495
185.636475,53.550525,335.626175
185.663925,53.589825,335.6667
185.800325,53.607675,335.69005
185.824725,53.6456,335.7127
185.9361,53.6869,335.72405
185.988725,53.715175,335.81295
186.10125,53.742825,335.865075
186.41255,53.777075,335.87085
187.000125,53.918275,335.89645
187.042675,53.966225,335.9377
187.114975,53.994475,336.108725
187.207425,54.18625,336.264525
187.33025,54.29745,336.342325
187.45455,54.406825,336.401875
187.479725,54.4346,336.6759
187.511575,54.463625,336.74505
187.5931,54.52905,336.790825
187.83615,54.56485,336.843175
187.989575,54.602675,336.881725
188.522475,54.618575,336.923575
188.5493,54.634525,336.994625
188.62705,54.653075,336.999025
188.696075,54.674575,337.100125
188.9236,54.700275,337.111125
188.927625,54.740975,337.11785
189.105375,54.76365,337.151225
189.940425,54.7774,337.17085
190.224575,54.847775,337.21715
190.553025,54.86985,337.254525
190.59035,54.889325,337.2908
190.67695,54.977275,337.339525
191.01215,55.014125,337.368275
191.164975,55.0636,337.42195
191.378525,55.086475,337.433275
191.6018,55.1427,337.457875
191.7261,55.1838,337.47195
191.853775,55.2379,337.50645
191.94805,55.2803,337.5276
192.0451,55.313225,337.557475
192.1671,55.3402,337.579375
192.20665,55.39025,337.91275
192.420375,55.448575,338.007425
192.5142,55.47755,338.025625
192.538675,55.512075,338.0808
192.892125,55.5372,338.14485
193.040925,55.58475,338.188425
193.10465,55.627225,338.24035
193.36545,55.6669,338.29795
193.700975,55.711,338.373425
193.85155,55.76195,338.439175
193.872225,55.788025,338.527175
193.895575,55.828025,338.604675
194.41235,55.829725,338.6173
194.5572,55.868475,338.645375
194.7769,55.890625,338.6655
194.983725,56.01265,338.67595
195.53945,56.046825,338.70625
195.66515,56.082275,338.754725
195.717275,56.19945,338.7742
196.013525,56.252575,338.85935
196.0553,56.301025,338.867425
196.233425,56.330675,338.9573
196.538025,56.369075,338.996475
196.548375,56.405425,339.014275
196.6852,56.43605,339.05425
196.859775,56.474125,339.0605
196.921375,56.571875,339.093225
197.313825,56.625275,339.21455
197.355275,56.6721,339.29225
197.532325,56.707475,339.31405
197.6953,56.721475,339.5173
197.852475,56.743925,339.755925
198.8264,56.760525,339.7811
199.3589,56.801125,340.0114
199.88135,56.854675,340.247
199.942225,56.88885,340.3741
200.331425,56.9096,340.41605
200.703025,56.912275,340.5473
200.7358,56.93735,340.5995
200.737675,56.95375,340.714975
200.766125,56.9624,340.83815
201.351175,57.018875,341.0387
201.472,57.103475,341.087
201.60245,57.1869,341.24115
201.790275,57.221075,341.259425
201.85475,57.235875,341.3626
202.002025,57.283525,341.3741
202.0719,57.31205,341.4284
202.1129,57.35055,341.4473
202.6476,57.409325,341.476075
202.944625,57.473975,341.54085
202.99075,57.530375,341.566575
203.038275,57.559975,341.583125
203.235075,57.607475,341.6017
203.3253,57.675625,341.67235
203.3291,57.760725,341.68625
203.485975,57.81415,341.787325
203.5438,57.878,341.7913
203.558675,57.95685,341.8009
203.658975,57.977475,341.811925
204.06065,58.0175,341.8535
204.079925,58.0457,341.859625
204.26295,58.0666,341.871425
204.491725,58.08775,341.888225
204.520875,58.114,341.906025
204.589175,58.143575,341.9197
204.6011,58.18415,341.9713
204.637325,58.204275,341.998275
204.755425,58.25175,342.115675
204.94865,58.2871,342.136775
204.9619,58.377675,342.156275
204.9759,58.4259,342.1745
205.127225,58.462425,342.19335
205.185775,58.493525,342.209925
205.39155,58.529075,342.3054
205.39535,58.55175,342.32605
205.6431,58.588575,342.334175
205.9368,58.610475,342.377575
206.3672,58.71065,342.383025
206.81065,58.83345,342.413075
207.10965,58.845375,342.429875
207.1795,58.878225,342.448325
207.225875,58.903,342.529125
207.237,58.9401,342.556925
207.256,58.962525,342.584675
207.378325,59.003225,342.592575
207.41855,59.05745,342.632375
207.437775,59.137275,342.64595
207.457575,59.1771,342.69485
207.616775,59.19335,342.7132
207.7334,59.25475,342.762825
207.80495,59.2824,342.8484
207.8671,59.300875,342.92745
207.963025,59.33485,342.9737
207.987125,59.3619,343.012
208.008175,59.40635,343.11525
208.04465,59.464575,343.136575
208.05445,59.531125,343.36115
208.075975,59.6628,343.3785
208.0942,59.7306,343.3992
208.195925,59.823825,343.423625
208.2069,59.85845,343.46375
208.2171,59.882725,343.479425
208.227075,59.9341,343.50765
208.267975,59.9932,343.5172
208.330275,60.049125,343.57415
208.377,60.149425,343.59375
208.434825,60.23575,343.656175
208.488875,60.333975,343.666775
208.54495,60.38835,343.773125
208.585875,60.49875,343.793825
208.59685,60.624125,343.84725
208.678825,60.68875,343.8633
208.695025,60.8811,344.00175
208.7048,61.068325,344.04565
208.8179,61.136425,344.088825
209.0283,61.165625,344.105925
209.16615,61.263,344.155625
209.3582,61.29585,344.206625
209.425225,61.325375,344.22365
209.51335,61.3431,344.2407
209.557125,61.4048,344.255125
209.587575,61.438875,344.2751
209.6467,61.4824,344.407425
209.68765,61.532425,344.51145
209.782225,61.5788,344.52975
209.84665,61.638275,344.566825
210.111725,61.703575,344.578975
210.31845,61.73925,344.59335
210.357625,61.776975,344.623
210.47075,61.8217,344.629175
210.64945,61.861975,344.685
210.7241,61.89005,344.750125
210.731725,61.913125,344.7682
210.765375,61.957225,344.834975
211.13165,62.157475,344.8538
211.18605,62.19905,344.9577
211.2599,62.2325,344.9711
211.458575,62.2409,344.98115
211.520575,62.25665,345.03985
211.586825,62.259075,345.086825
211.76325,62.27195,345.1054
211.805475,62.277975,345.161275
212.042175,62.3101,345.192125
212.048225,62.335475,345.201675
212.118475,62.347425,345.211175
212.488075,62.378075,345.2214
212.57155,62.405575,345.2413
212.6363,62.43305,345.346375
212.836025,62.461725,345.3645
212.9005,62.477925,345.4123
212.938625,62.5036,345.440975
213.030525,62.5159,345.4448
213.04895,62.529975,345.4626
213.0691,62.5444,345.552575
213.362925,62.54905,345.5828
213.461775,62.550475,345.651
213.543275,62.5771,345.7131
213.577775,62.597725,345.74815
213.716075,62.62795,345.778925
213.830725,62.6418,345.78855
214.2697,62.66245,345.82555
214.2749,62.66805,345.836525
214.435375,62.684975,345.84705
214.479525,62.711025,345.858225
214.577375,62.763475,345.9117
214.726375,62.797425,346.00615
214.9728,62.81385,346.041525
215.122825,62.84735,346.064675
215.132125,62.871925,346.17295
215.82835,62.897775,346.205725
215.8644,62.92325,346.226725
215.8895,62.98335,346.23205
215.9014,63.00275,346.359775
216.6139,63.02565,346.4197
216.97825,63.055125,346.50605
217.138925,63.07185,346.516775
217.189375,63.0897,346.623825
217.383275,63.118275,346.661875
218.0973,63.165875,346.664775
218.18555,63.20195,346.687325
218.2103,63.224475,346.712525
218.79455,63.284225,346.729775
218.98585,63.305075,346.877675
219.0115,63.3184,346.9293
219.100125,63.3817,347.0098
219.123825,63.427875,347.09075
219.2013,63.4411,347.092325
219.805,63.4725,347.141725
219.97995,63.4839,347.1702
220.0508,63.517775,347.190675
220.09165,63.5345,347.26135
220.20215,63.565125,347.287025
220.256725,63.6112,347.517075
220.3523,63.63395,347.521225
221.0585,63.65775,347.5427
221.4071,63.711375,347.6456
221.527875,63.749025,347.7102
221.5342,63.760825,347.7233
221.59455,63.781,347.78355
221.7863,63.815,347.818925
222.08895,63.8372,347.843625
222.14245,63.871125,347.887775
222.37455,63.9334,347.939175
222.441075,63.9722,348.10385
222.4503,63.990925,348.231875
222.512075,64.0221,348.716425
222.605025,64.05635,348.75105
222.89715,64.07305,348.759375
222.935625,64.110525,348.8876
222.9767,64.129075,349.13025
223.00685,64.15165,349.310875
223.015625,64.18955,349.396725
223.10405,64.205,349.44
223.28365,64.22,349.48045
223.349425,64.259275,349.64285
223.432975,64.280025,349.659525
223.531775,64.37525,349.667825
223.61885,64.399425,349.695625
223.704475,64.4082,349.706625
224.073275,64.46155,349.797925
224.088475,64.504675,349.839975
224.4558,64.53735,349.864125
224.853075,64.549825,349.921275
225.71175,64.587075,349.93295
225.8901,64.61935,349.9647
225.9115,64.64245,349.9902
225.9257,64.671525,350.000975
226.027475,64.709225,350.008175
226.0934,64.7794,350.018625
226.32275,64.859575,350.02295
226.341875,64.8962,350.041275
226.34635,64.947025,350.09975
226.350675,64.97365,350.106525
226.39845,64.99625,350.177975
226.55405,65.022575,350.213225
226.6157,65.08855,350.228625
226.65,65.114525,350.2395
226.735175,65.150125,350.25555
226.793075,65.214675,350.306725
226.8633,65.263275,350.374625
226.8727,65.301425,350.41645
226.990875,65.361025,350.4612
227.00925,65.399225,350.475725
227.06715,65.426325,350.567325
227.14875,65.452225,350.578375
227.165375,65.503825,350.720725
227.38325,65.556725,350.76955
227.513225,65.599075,350.8833
227.515625,65.6236,350.9258
227.81885,65.6671,350.94915
228.036625,65.738775,350.962425
228.15635,65.771375,350.967925
228.15895,65.8005,351.000225
228.314975,65.82315,351.02855
228.328325,65.863325,351.038225
228.361675,65.887925,351.050075
228.36395,65.930425,351.05975
228.43185,65.94985,351.095475
228.464,66.00355,351.156575
228.61455,66.070625,351.234575
228.63125,66.11605,351.265475
228.67835,66.154675,351.268625
228.7171,66.204875,351.275775
228.7952,66.238425,351.322475
228.86725,66.2605,351.38545
228.926625,66.30845,351.4481
228.980125,66.41555,351.521625
229.00925,66.44715,351.541575
229.036175,66.51275,351.559
229.09785,66.553175,351.649375
229.283025,66.605875,351.6649
229.379925,66.639075,351.695975
229.466675,66.703375,351.742375
229.579225,66.803275,351.784775
229.789075,66.85235,351.953525
229.790575,66.873075,351.9797
229.8611,66.932225,352.006925
230.0699,66.993875,352.131225
230.175625,67.0135,352.17115
230.3496,67.04895,352.202375
230.35995,67.10835,352.2462
230.3748,67.16905,352.2741
230.48495,67.195225,352.537575
230.676275,67.217875,352.627575
230.834825,67.2652,352.87125
230.840775,67.2998,353.0068
230.8776,67.3429,353.0513
230.946175,67.37045,353.05385
230.975725,67.402275,353.284425
231.003075,67.43895,353.350575
231.0633,67.475075,353.4099
231.1108,67.50215,353.45815
231.310675,67.5794,353.497775
231.512675,67.625925,353.520375
231.547575,67.7036,353.5529
231.740225,67.72675,353.5993
231.7424,67.769425,353.61225
231.844975,67.82445,353.71945
231.867025,67.876975,353.75185
232.075175,67.9323,353.784425
232.12725,67.980825,353.82755
232.16915,68.026425,353.9436
232.23925,68.0631,353.9641
232.265925,68.08985,353.98065
232.327775,68.116325,353.99185
232.3531,68.13775,354.02335
232.425975,68.1716,354.04505
232.449125,68.221825,354.065225
232.4658,68.253775,354.112825
232.483475,68.25855,354.166125
232.6154,68.3073,354.191
232.668325,68.41735,354.201575
232.676225,68.493375,354.2332
232.679225,68.553325,354.245575
232.752625,68.593875,354.261275
232.78875,68.621375,354.2654
232.79285,68.6512,354.3762
232.8679,68.67055,354.384325
232.9163,68.704975,354.444725
233.11255,68.709825,354.486475
233.137525,68.747375,354.527375
233.3051,68.791425,354.56
233.3293,68.821725,354.5791
233.35585,68.8506,354.586875
233.384525,68.886925,354.598275
233.41675,68.932825,354.659275
233.446075,68.978675,354.7134
233.456525,69.023025,354.717125
233.4687,69.078125,354.75195
233.655425,69.2131,354.864375
233.66765,69.309025,354.875625
233.843675,69.34275,354.907925
234.017875,69.38205,354.9228
234.019275,69.40615,354.947875
234.115825,69.467525,354.959675
234.300275,69.501825,354.97435
234.46515,69.5326,355.006025
235.362325,69.55465,355.017
235.6401,69.58725,355.027325
235.6453,69.6254,355.058975
235.764025,69.68875,355.14405
235.85995,69.81365,355.1616
236.00055,69.86815,355.215175
236.1746,69.8925,355.23965
236.29495,69.92495,355.260475
236.4694,69.984925,355.296625
236.68805,70.058625,355.3319
236.780325,70.0997,355.34975
236.784625,70.161325,355.383325
236.788,70.230575,355.394475
236.806625,70.2673,355.546175
236.829075,70.347475,355.57575
236.9205,70.42845,355.5951
236.995275,70.44515,355.63265
237.026925,70.448675,355.6459
237.116325,70.54945,355.78
237.38615,70.5674,355.8516
237.585275,70.59185,355.87085
237.5982,70.6009,355.873575
237.726025,70.608875,355.9646
237.8055,70.6688,356.145175
237.950425,70.68995,356.168575
238.021825,70.712025,356.299025
238.035,70.7699,356.459675
238.3587,70.79095,356.734575
238.47175,70.829025,356.77875
238.57065,70.837275,356.8053
239.284525,70.8505,356.8844
239.45915,70.87315,356.99985
239.549075,70.902525,357.084725
239.675825,70.937925,357.1475
240.043875,70.960325,357.1981
240.095625,71.0246,357.248825
240.32785,71.086775,357.4631
240.400525,71.106875,357.49925
240.529375,71.165325,357.637375
240.7627,71.2133,357.73585
240.930925,71.241975,357.95195
242.40815,71.28385,357.978675
242.409825,71.306075,358.24355
242.4387,71.3315,358.468425
242.61755,71.362625,358.649675
242.902375,71.3801,358.728675
243.634925,71.4243,358.7424
243.687925,71.4713,358.846875
243.80085,71.4913,359.194875
243.8632,71.53155,359.333825
243.9912,71.575225,359.721925
244.054875,71.60415,359.923925
244.13585,71.64685,
244.237125,71.672375,
244.241175,71.68375,
244.31215,71.709475,
244.3411,71.750325,
244.4668,71.83865,
244.542625,71.892425,
244.6185,71.9325,
244.733825,71.94865,
244.97105,72.0119,
245.106725,72.142075,
245.222725,72.174425,
245.3014,72.19415,
245.4672,72.2347,
245.54815,72.28675,
245.5746,72.33605,
245.60815,72.369025,
245.64645,72.3924,
245.870525,72.405925,
246.00925,72.4237,
246.041,72.465425,
246.06315,72.50365,
246.187375,72.55365,
246.230375,72.578175,
246.2573,72.59475,
246.308225,72.616825,
246.31675,72.659,
246.392225,72.68015,
246.43235,72.707475,
246.472925,72.752475,
246.7158,72.78035,
246.907875,72.801625,
246.94725,72.833425,
247.083475,72.861275,
247.106725,72.899575,
247.1212,72.92725,
247.509025,72.947075,
247.6298,72.979975,
247.911225,72.997575,
248.0892,73.0402,
248.124525,73.130025,
248.232725,73.1855,
248.393,73.216675,
248.4201,73.277475,
248.443125,73.299625,
248.500025,73.32815,
248.5129,73.346925,
248.543775,73.408475,
248.57235,73.4457,
248.58465,73.467325,
248.683825,73.517825,
248.755375,73.593725,
248.79135,73.6381,
248.9039,73.6862,
249.0221,73.70935,
249.2472,73.7372,
249.341,73.816425,
249.353575,73.84055,
249.3804,73.8795,
249.474275,73.951925,
249.537025,73.955375,
249.601575,73.973875,
249.7748,73.99845,
249.9136,74.0346,
249.92545,74.06775,
250.0322,74.088,
250.106775,74.097125,
250.124675,74.138775,
250.225925,74.18615,
250.24715,74.212025,
250.277775,74.23005,
250.31575,74.28045,
250.37305,74.311375,
250.506175,74.3386,
250.576675,74.3685,
250.621725,74.398525,
250.739025,74.471925,
250.7573,74.5014,
250.8321,74.53125,
250.86405,74.56255,
250.88765,74.591725,
250.894675,74.643025,
250.928525,74.682075,
250.95255,74.713675,
250.97815,74.739775,
251.0063,74.768225,
251.16755,74.808475,
251.184525,74.815875,
251.20315,74.867,
251.287025,74.9388,
251.32795,75.0108,
251.3526,75.035325,
251.416925,75.078575,
251.555425,75.093925,
251.57415,75.115475,
251.8813,75.153125,
251.88335,75.23375,
251.956575,75.28425,
252.095675,75.3046,
252.1358,75.387075,
252.15965,75.4095,
252.2154,75.439675,
252.584225,75.46605,
252.59125,75.486925,
252.658875,75.5136,
252.683675,75.561775,
252.709675,75.640875,
252.777475,75.7516,
253.057725,75.774725,
253.099525,75.797675,
253.245125,75.824125,
253.2482,75.860725,
253.32125,75.899025,
253.535175,76.051425,
253.560025,76.11455,
253.619975,76.2043,
253.692325,76.24045,
253.942225,76.289625,
254.001625,76.34235,
254.1016,76.3735,
254.190075,76.394625,
254.4399,76.54285,
254.5387,76.665275,
254.660225,76.72875,
254.712475,76.77605,
254.98495,76.956325,
255.2149,77.010925,
255.232625,77.055875,
255.23785,77.16885,
255.2669,77.244775,
255.29525,77.422175,
255.300075,77.47535,
255.430625,77.5248,
255.489,77.6274,
255.502325,77.6963,
255.715,77.781,
256.0259,77.80945,
256.242825,77.9084,
256.2709,77.952975,
256.303075,78.04775,
256.3325,78.108425,
256.403275,78.239325,
257.563075,78.293,
258.19405,78.316775,
258.25495,78.4633,
258.492525,78.51855,
258.652575,78.635925,
258.880675,78.725025,
258.953225,78.8766,
258.99965,78.938075,
259.032325,78.990275,
259.199525,79.072325,
259.204225,79.2962,
259.265025,79.357675,
259.306325,79.4065,
259.355975,79.4378,
259.396475,79.47405,
259.43445,79.49965,
259.521025,79.534325,
259.712075,79.599,
259.713875,79.711775,
259.727625,79.754725,
259.751375,79.7754,
259.838875,79.8739,
260.19575,79.92575,
260.22695,79.9917,
260.27585,80.09165,
260.300175,80.146525,
260.37135,80.18515,
260.65295,80.246075,
260.727075,80.36075,
261.10565,80.4364,
261.167975,80.46255,
261.534225,80.6049,
261.9294,80.693575,
262.046925,80.754725,
262.35525,80.7845,
262.44125,80.812,
262.61345,80.83745,
262.630275,80.8681,
262.7149,80.907525,
262.802125,80.927275,
262.848675,81.00105,
262.9578,81.040275,
263.03715,81.07365,
263.18595,81.0963,
263.216975,81.124,
263.28835,81.168825,
263.369275,81.227075,
263.43255,81.24755,
263.4922,81.2913,
263.813475,81.331975,
263.994525,81.45495,
263.99615,81.4642,
264.3396,81.480925,
264.64255,81.5019,
264.7863,81.510625,
264.88785,81.545025,
264.92475,81.547625,
265.150075,81.579875,
265.304175,81.596975,
265.560875,81.61915,
265.855175,81.6391,
265.9768,81.6549,
265.992525,81.66905,
266.1173,81.6916,
266.128025,81.727975,
266.31675,81.743925,
266.38365,81.763825,
266.4249,81.829025,
266.517225,81.838175,
266.5635,81.84515,
266.5981,81.86125,
266.635325,81.874475,
266.881325,81.900325,
267.042075,81.918,
267.1978,81.928725,
267.205,81.9567,
267.384075,81.988525,
267.44015,82.02,
267.529075,82.0406,
267.6483,82.050575,
267.7053,82.056,
267.943125,82.08135,
268.01725,82.09585,
268.031225,82.13335,
268.1768,82.1569,
268.32655,82.18375,
268.415125,82.27345,
268.50035,82.298425,
268.69395,82.3283,
268.812525,82.345325,
268.824775,82.40995,
268.887475,82.43075,
268.932475,82.4527,
268.950775,82.4943,
268.974075,82.518925,
269.141975,82.55265,
269.192475,82.616025,
269.195425,82.632475,
269.60625,82.647775,
269.7702,82.726,
269.82975,82.7703,
269.917475,82.812025,
269.95095,82.87005,
270.207025,82.87575,
270.244975,82.90245,
270.286075,82.922775,
270.76845,82.932425,
270.9327,82.9665,
271.02915,83.0126,
271.114325,83.081475,
271.12765,83.12435,
271.36975,83.2122,
271.579725,83.26935,
271.79945,83.307525,
272.0475,83.3555,
272.3089,83.472025,
272.357,83.51465,
272.373475,83.53645,
272.48465,83.5752,
272.546775,83.60745,
272.6206,83.663525,
272.67435,83.729425,
272.761675,83.8086,
272.9309,83.86705,
272.9333,83.911375,
272.977925,83.941525,
273.155625,84.03625,
273.374625,84.194675,
273.659025,84.23085,
273.907025,84.28315,
274.1931,84.294725,
274.243675,84.315175,
274.253525,84.4018,
274.271625,84.4096,
274.36315,84.435025,
274.458525,84.47115,
274.49765,84.561575,
274.51865,84.626675,
274.525625,84.6847,
274.532875,84.715225,
274.610075,84.742125,
274.658525,84.767375,
