SPK_SPKC02a (NA),SPK_SPKC07a (inhibited),SPK_SPKC13a (inhibited)
,147.400325,
,147.468925,
,147.5652,
,147.657625,
,147.677075,
,147.6977,
,147.715725,
,147.733225,
,147.7482,
,147.756425,
,147.771425,
,147.7785,
,147.78845,
,147.800425,
,147.839325,
,147.8781,
,147.90035,
,147.943775,
,147.96445,
,148.000925,
,148.0177,
,148.02615,
,148.0539,
,148.075225,
,148.1063,
,148.1143,
,148.189625,
,148.208225,
,148.2324,
,148.2444,
,148.26485,
,148.27765,
,148.29425,
,148.323525,
,148.338025,
,148.3581,
,148.3847,
,148.425,
,148.46675,
,148.48165,
,148.50835,
,148.5359,
,148.5474,
,148.569625,
,148.58055,
,148.617525,
,148.657125,
,148.702,
,148.72185,
,148.783075,
,148.79475,
,148.8297,
,148.87115,
,148.888825,
,148.905225,
,148.911275,
,148.928025,
,148.961275,
,148.981925,
,148.989275,
,149.0109,
,149.0362,
,149.042875,
,149.063925,
,149.098725,
,149.10835,
,149.1281,
,149.17185,
,149.209525,
,149.22305,
,149.2668,
,149.2885,
,149.302725,
,149.324275,
,149.33195,
,149.3414,
,149.369475,
,149.3807,
,149.412425,
,149.445775,
,149.479675,
,149.502075,
,149.532725,
,149.542725,
,149.567675,
,149.584475,
,149.5995,
,149.614075,
,149.6545,
,149.722475,
,149.750925,
,149.760325,
,149.775975,
,149.84955,
,149.8717,
,149.891275,
,149.902925,
,149.95355,
,149.970125,
,149.98895,
,150.008575,
,150.0617,
,150.070175,
,150.109175,
,150.133825,
,150.156,
,150.178425,
,150.196275,
,150.239025,
,150.2892,
,150.3167,
,150.359525,
,150.401475,
,150.4235,
,150.4715,
,150.5527,
,150.56995,
,150.572725,
,150.580825,
,150.605925,
,150.62015,
,150.66,
,150.669525,
,150.6838,
,150.713475,
,150.737025,
,150.7744,
,150.843725,
,150.88165,
,150.92375,
,150.93545,
,150.978025,
,151.010475,
,151.031225,
,151.071775,
,151.114525,
,151.175825,
,151.198425,
,151.227775,
,151.257525,
,151.275925,
,151.3153,
,151.360725,
,151.374025,
,151.397075,
,151.420375,
,151.463375,
,151.48095,
,151.5126,
,151.534675,
,151.590525,
,151.649625,
,151.721675,
,151.7636,
,151.87705,
,151.914525,
,151.9181,
,151.96685,
,152.032125,
,152.0666,
,152.090325,
,152.122025,
,152.139575,
,152.152525,
,152.1694,
,152.20865,
,152.258075,
,152.32005,
,152.374825,
,152.4115,
,152.447,
,152.5623,
,152.603325,
,152.68885,
,152.702625,
,152.7109,
,152.81955,
,152.823225,
,152.8715,
,152.8986,
,152.969625,
,153.01455,
,153.0819,
,153.10525,
,153.1604,
,153.187975,
,153.24355,
,153.2923,
,153.333775,
,153.414925,
,153.4977,
,153.530875,
,153.54955,
,153.5602,
,153.5832,
,153.5923,
,153.6912,
,153.723075,
,153.77465,
,153.8262,
,153.9168,
,153.942925,
,153.96295,
,153.975875,
,153.997475,
,154.0252,
,154.08985,
,154.1409,
,154.1547,
,154.1899,
,154.236,
,154.273875,
,154.310025,
,154.336225,
,154.51875,
,154.5549,
,154.60545,
,154.643975,
,154.744,
,154.767925,
,154.78885,
,154.823875,
,154.86145,
,154.919325,
,155.067375,
,155.141775,
,155.158225,
,155.195025,
,155.20625,
,155.315125,
,155.35405,
,155.388825,
,155.447,
,155.494425,
,155.513175,
,155.564075,
,155.611025,
,155.631975,
,155.77395,
,155.925975,
,156.01655,
,156.03675,
,156.15385,
,156.261825,
,156.308475,
,156.34305,
,156.392,
,156.589225,
,156.62835,
,156.657775,
,156.694075,
,156.741275,
,156.763325,
,156.78645,
,156.806025,
,156.8317,
,156.8565,
,156.887325,
,156.9415,
,156.9716,
,156.995775,
,157.023225,
,157.10955,
,157.1295,
,157.151475,
,157.164925,
,157.180225,
,157.24155,
,157.3209,
,157.34415,
,157.42805,
,157.455525,
,157.506425,
,157.5508,
,157.607575,
,157.6611,
,157.74075,
,157.8044,
,157.8264,
,157.843225,
,157.88185,
,157.912025,
,157.95475,
,158.025825,
,158.099075,
,158.1927,
,158.2373,
,158.26925,
,158.30375,
,158.3214,
,158.3385,
,158.365675,
,158.395275,
,158.420425,
,158.43585,
,158.493525,
,158.51905,
,158.557625,
,158.594975,
,158.626475,
,158.753675,
,158.8161,
,158.8612,
,158.9098,
,158.96315,
,158.978325,
,159.036525,
,159.0918,
,159.14245,
,159.1829,
,159.295675,
,159.42315,
,159.46615,
,159.511275,
,159.583325,
,159.6485,
,159.720725,
,159.823325,
,159.88225,
,159.962925,
,159.98985,
,160.053,
,160.101625,
,160.15385,
,160.2019,
,160.240725,
,160.28295,
,160.361475,
,160.398475,
,160.4305,
,160.456225,
,160.47975,
,160.517825,
,160.546975,
,160.603625,
,160.62885,
,160.665475,
,160.70345,
,160.748825,
,160.8239,
,160.8474,
,160.8783,
,160.91165,
,160.9902,
,161.026325,
,161.06995,
,161.09945,
,161.2142,
,161.32235,
,161.376975,
,161.418875,
,161.476075,
,161.4884,
,161.5288,
,161.54595,
,161.593975,
,161.6187,
,161.63575,
,161.6774,
,161.720225,
,161.73755,
,161.78785,
,161.813375,
,161.85445,
,161.879225,
,161.898575,
,161.939625,
,161.9923,
,162.043775,
,162.064425,
,162.0777,
,162.097925,
,162.116375,
,162.149,
,162.188875,
,162.229525,
,162.275925,
,162.33335,
,162.35725,
,162.3997,
,162.419625,
,162.44935,
,162.505375,
,162.6061,
,162.653625,
,162.7205,
,162.761675,
,162.787275,
,162.80365,
,162.825275,
,162.84285,
,162.871575,
,162.896375,
,162.918175,
,162.93585,
,162.951525,
,162.970575,
,162.991425,
,163.07815,
,163.115075,
,163.1226,
,163.171575,
,163.2251,
,163.2804,
,163.3177,
,163.37035,
,163.3927,
,163.43695,
,163.4664,
,163.532175,
,163.571975,
,163.598175,
,163.65725,
,163.7021,
,163.753475,
,163.804475,
,163.826075,
,163.8975,
,163.938275,
,163.95125,
,163.9997,
,164.13105,
,164.233475,
,164.283125,
,164.346075,
,164.39775,
,164.4682,
,164.49215,
,164.58545,
,164.658675,
,164.6955,
,164.754775,
,164.820325,
,164.851075,
,164.95325,
,165.0039,
,165.092475,
,165.11035,
,165.13605,
,165.22995,
,165.313875,
,165.3411,
,165.376525,
,165.466975,
,165.4856,
,165.495075,
,165.4987,
,165.53585,
,165.580975,
,165.63535,
,165.673825,
,165.7397,
,165.7554,
,165.800125,
,165.8375,
,165.868125,
,165.900875,
,165.94145,
,165.94855,
,165.994075,
,166.036275,
,166.089,
,166.17305,
,166.2175,
,166.2649,
,166.306475,
,166.322,
,166.39445,
,166.425125,
,166.4594,
,166.485175,
,166.53375,
,166.58245,
,166.596375,
,166.65825,
,166.712125,
,166.7401,
,166.761975,
,166.81015,
,166.8788,
,166.904125,
,166.972475,
,167.0059,
,167.030575,
,167.0684,
,167.1041,
,167.1482,
,167.1812,
,167.222275,
,167.340825,
,167.4764,
,167.574875,
,167.6524,
,167.73185,
,167.78135,
,167.9025,
,167.934675,
,167.9664,
,168.0831,
,168.1264,
,168.1469,
,168.1931,
,168.216325,
,168.242175,
,168.25955,
,168.290175,
,168.308525,
,168.33215,
,168.368225,
,168.405025,
,168.44815,
,168.4715,
,168.50085,
,168.59705,
,168.620775,
,168.643025,
,168.690675,
,168.70065,
,168.725875,
,168.7468,
,168.767075,
,168.773375,
,168.77635,
,168.7816,
,168.816225,
,168.834225,
,168.86045,
,168.900025,
,168.937925,
,168.9526,
,168.997525,
,169.018175,
,169.044875,
,169.078025,
,169.11325,
,169.1449,
,169.16985,
,169.19645,
,169.219575,
,169.2414,
,169.25615,
,169.299325,
,169.32385,
,169.34275,
,169.39195,
,169.409025,
,169.5183,
,169.576575,
,169.597075,
,169.63075,
,169.673225,
,169.691375,
,169.740575,
,169.767,
,169.810725,
,169.839,
,169.866575,
,169.88275,
,169.918025,
,169.940775,
,170.0258,
,170.0599,
,170.0779,
,170.121725,
,170.154925,
,170.17595,
,170.24385,
,170.296125,
,170.3254,
,170.38245,
,170.417075,
,170.45855,
,170.491725,
,170.534575,
,170.56415,
,170.58475,
,170.647025,
,170.669275,
,170.712125,
,170.7405,
,170.85045,
,170.85975,
,170.887,
,170.911925,
,170.933275,
,170.96075,
,171.0036,
,171.016775,
,171.033875,
,171.048225,
,171.065625,
,171.103075,
,171.132125,
,171.15695,
,171.177275,
,171.240125,
,171.2906,
,171.31395,
,171.327375,
,171.400425,
,171.4174,
,171.439125,
,171.4686,
,171.51515,
,171.66285,
,171.704225,
,171.7222,
,171.75665,
,171.81275,
,171.86095,
,171.88575,
,171.9275,
,171.95855,
,171.98275,
,172.06145,
,172.107525,
,172.183475,
,172.203825,
,172.233525,
,172.2678,
,172.34,
,172.398425,
,172.48385,
,172.50875,
,172.531175,
,172.579075,
,172.6357,
,172.7011,
,172.731625,
,172.77845,
,172.8103,
,172.863475,
,172.940525,
,172.9724,
,172.973575,
,172.9896,
,173.0527,
,173.076425,
,173.10555,
,173.13905,
,173.177225,
,173.209975,
,173.274225,
,173.37055,
,173.392425,
,173.42385,
,173.448925,
,173.460425,
,173.482725,
,173.53475,
,173.609075,
,173.6425,
,173.662425,
,173.671875,
,173.722075,
,173.853425,
,173.922725,
,174.0054,
,174.0674,
,174.161575,
,174.26315,
,174.288425,
,174.29645,
,174.316725,
,174.37705,
,174.402875,
,174.5042,
,174.557475,
,174.589075,
,174.595975,
,174.62,
,174.70175,
,174.7311,
,174.744575,
,174.79225,
,174.815475,
,174.830175,
,174.8999,
,174.930925,
,174.9633,
,174.98605,
,175.0034,
,175.0347,
,175.07305,
,175.139425,
,175.1656,
,175.24225,
,175.303925,
,175.341225,
,175.38525,
,175.394,
,175.448975,
,175.4978,
,175.535025,
,175.597,
,175.6255,
,175.700625,
,175.812275,
,175.865725,
,175.888475,
,175.91145,
,175.944475,
,175.970025,
,176.007425,
,176.11875,
,176.157725,
,176.177025,
,176.2185,
,176.256625,
,176.3076,
,176.4056,
,176.48225,
,176.551075,
,176.589325,
,176.652,
,176.703725,
,176.777925,
,176.8741,
,176.898875,
,176.921325,
,176.965625,
,177.004725,
,177.032525,
,177.082075,
,177.13035,
,177.1578,
,177.181975,
,177.226625,
,177.258425,
,177.28285,
,177.299825,
,177.322025,
,177.341325,
,177.376025,
,177.42985,
,177.4613,
,177.53375,
,177.576325,
,177.604625,
,177.634175,
,177.67055,
,177.731,
,177.856125,
,177.8971,
,177.9424,
,177.961625,
,178.0168,
,178.05775,
,178.08455,
,178.11255,
,178.167475,
,178.1987,
,178.300425,
,178.382,
,178.409725,
,178.4352,
,178.506675,
,178.5596,
,178.615575,
,178.67305,
,178.688225,
,178.709125,
,178.734625,
,178.773675,
,178.80425,
,178.82625,
,178.83885,
,178.869925,
,178.918725,
,178.944925,
,178.9584,
,178.979175,
,179.0597,
,179.101125,
,179.144475,
,179.2328,
,179.2582,
,179.308325,
,179.337875,
,179.406525,
,179.468075,
,179.57005,
,179.6124,
,179.6668,
,179.756625,
,179.827425,
,179.882475,
,179.925325,
,179.952125,
,179.965025,
,180.071325,
,180.1246,
,180.163025,
,180.175175,
,180.21065,
,180.259,
,180.2897,
,180.3535,
,180.389525,
,180.5444,
,180.5878,
,180.669975,
,180.725025,
,180.770275,
,180.83695,
,180.86475,
,180.88615,
,180.944,
,180.97805,
,181.0395,
,181.105775,
,181.12915,
,181.1928,
,181.293175,
,181.3221,
,181.3494,
,181.372225,
,181.4235,
,181.47345,
,181.512075,
,181.5608,
,181.63255,
,181.661,
,181.71415,
,181.753975,
,181.790775,
,181.8218,
,181.865775,
,181.89895,
,182.001075,
,182.0674,
,182.11055,
,182.155,
,182.215175,
,182.27485,
,182.340125,
,182.401375,
,182.468425,
,182.5356,
,182.582025,
,182.6267,
,182.728525,
,182.7788,
,182.856975,
,182.960475,
,182.9864,
,183.02835,
,183.1098,
,183.16415,
,183.193375,
,183.19745,
,183.252725,
,183.356225,
,183.394475,
,183.416325,
,183.4971,
,183.598275,
,183.69,
,183.7366,
,183.770025,
,183.847125,
,183.87245,
,183.907425,
,183.949325,
,183.984875,
,184.0031,
,184.084575,
,184.12785,
,184.1489,
,184.171375,
,184.224975,
,184.248,
,184.2833,
,184.348875,
,184.42625,
,184.4412,
,184.50645,
,184.58555,
,184.587375,
,184.610575,
,184.640275,
,184.66965,
,184.688475,
,184.721025,
,184.739925,
,184.789775,
,184.82375,
,184.848275,
,184.887725,
,184.91225,
,184.94085,
,185.035225,
,185.05635,
,185.150125,
,185.167375,
,185.1934,
,185.222125,
,185.235725,
,185.29765,
,185.328075,
,185.371075,
,185.4049,
,185.434725,
,185.47605,
,185.5034,
,185.531875,
,185.554925,
,185.5757,
,185.617,
,185.68865,
,185.77665,
,185.83465,
,185.8652,
,185.907075,
,185.950825,
,185.971,
,186.0272,
,186.0903,
,186.14105,
,186.17635,
,186.23195,
,186.266625,
,186.297375,
,186.321,
,186.366525,
,186.39115,
,186.426875,
,186.463325,
,186.529975,
,186.596275,
,186.65545,
,186.6828,
,186.70105,
,186.71925,
,186.74665,
,186.8432,
,186.8868,
,186.93645,
,186.96385,
,187.007075,
,187.032325,
,187.06135,
,187.107975,
,187.143925,
,187.180475,
,187.2428,
,187.27515,
,187.337,
,187.389725,
,187.4046,
,187.44725,
,187.4811,
,187.536425,
,187.5591,
,187.59815,
,187.661325,
,187.7836,
,187.794425,
,187.818775,
,187.845525,
,187.87445,
,187.930925,
,187.9523,
,188.021225,
,188.10985,
,188.196875,
,188.226175,
,188.317925,
,188.35705,
,188.456275,
,188.502325,
,188.717575,
,188.75065,
,188.812075,
,188.871725,
,188.8906,
,188.994025,
,189.06195,
,189.09185,
,189.15485,
,189.19345,
,189.29765,
,189.35015,
,189.428475,
,189.5388,
,189.555125,
,189.611525,
,189.6448,
,189.6743,
,189.699325,
,189.75395,
,189.78585,
,189.829,
,189.85695,
,189.89575,
,189.96425,
,190.003925,
,190.030225,
,190.11,
,190.2155,
,190.292925,
,190.358,
,190.38255,
,190.415725,
,190.470425,
,190.491875,
,190.552075,
,190.595225,
,190.67195,
,190.827575,
,190.9469,
,191.013175,
,191.051925,
,191.073575,
,191.12125,
,191.148825,
,191.21025,
,191.287225,
,191.339625,
,191.4264,
,191.446125,
,191.46135,
,191.501975,
,191.5423,
,191.563525,
,191.590575,
,191.61265,
,191.663875,
,191.701475,
,191.73925,
,191.797,
,191.833925,
,191.852125,
,191.892925,
,191.90765,
,191.955925,
,191.971875,
,192.04365,
,192.125375,
,192.1607,
,192.205725,
,192.244625,
,192.290775,
,192.3459,
,192.444775,
,192.610275,
,192.642675,
,192.69705,
,192.7368,
,192.794775,
,192.85725,
,192.911775,
,192.937125,
,192.980325,
,193.0214,
,193.112825,
,193.141275,
,193.188825,
,193.234825,
,193.2621,
,193.3041,
,193.352275,
,193.431375,
,193.495325,
,193.541525,
,193.7107,
,193.7987,
,193.861675,
,193.918325,
,193.962675,
,194.129075,
,194.165675,
,194.2711,
,194.3072,
,194.375775,
,194.39465,
,194.527075,
,194.563125,
,194.60855,
,194.743825,
,194.797025,
,194.90195,
,194.939775,
,194.975075,
,195.048475,
,195.08875,
,195.1026,
,195.132875,
,195.1908,
,195.24015,
,195.362575,
,195.448,
,195.486725,
,195.517375,
,195.600425,
,195.662525,
,195.703425,
,195.75345,
,195.789625,
,195.84455,
,195.868875,
,195.898675,
,195.925425,
,195.9518,
,195.9858,
,196.013125,
,196.02785,
,196.09025,
,196.22845,
,196.3894,
,196.497575,
,196.533375,
,196.622825,
,196.6631,
,196.691375,
,196.715725,
,196.79015,
,196.838,
,196.86055,
,196.883225,
,196.900125,
,196.93535,
,196.958825,
,196.972925,
,197.06585,
,197.093575,
,197.1722,
,197.207275,
,197.304975,
,197.3208,
,197.3424,
,197.387875,
,197.4241,
,197.43865,
,197.455975,
,197.5057,
,197.54145,
,197.5673,
,197.589325,
,197.622325,
,197.644975,
,197.66375,
,197.691075,
,197.746775,
,197.777,
,197.805525,
,197.8267,
,197.881675,
,197.9288,
,197.9899,
,198.03085,
,198.0596,
,198.089275,
,198.1152,
,198.1306,
,198.157475,
,198.2081,
,198.23525,
,198.273475,
,198.32605,
,198.35675,
,198.3881,
,198.407475,
,198.451975,
,198.4898,
,198.517475,
,198.535175,
,198.56315,
,198.61135,
,198.6701,
,198.7225,
,198.733725,
,198.735675,
,198.88755,
,198.919175,
,198.948625,
,198.98865,
,199.03225,
,199.0614,
,199.102475,
,199.12615,
,199.237925,
,199.2911,
,199.3555,
,199.41245,
,199.44005,
,199.45385,
,199.482775,
,199.517825,
,199.545175,
,199.56385,
,199.60315,
,199.674675,
,199.713425,
,199.74285,
,199.8425,
,199.884075,
,199.91085,
,199.96605,
,199.9932,
,200.039775,
,200.06735,
,200.095575,
,200.1697,
,200.22505,
,200.2572,
,200.30625,
,200.3736,
,200.39575,
,200.444675,
,200.4856,
,200.61195,
,200.68125,
,200.7333,
,200.795525,
,200.868025,
,201.0122,
,201.1812,
,201.191125,
,201.26025,
,201.313825,
,201.342875,
,201.3636,
,201.402275,
,201.420925,
,201.4639,
,201.58525,
,201.655575,
,201.759275,
,201.8322,
,201.858075,
,201.9327,
,201.970275,
,202.0355,
,202.07165,
,202.131025,
,202.1864,
,202.267575,
,202.32265,
,202.354425,
,202.393875,
,202.471125,
,202.496,
,202.541125,
,202.5658,
,202.60245,
,202.701325,
,202.78905,
,202.870225,
,202.967825,
,203.022825,
,203.042725,
,203.0657,
,203.14925,
,203.164975,
,203.246975,
,203.35125,
,203.378025,
,203.450875,
,203.512225,
,203.54975,
,203.56195,
,203.590825,
,203.606425,
,203.651825,
,203.69045,
,203.73125,
,203.7357,
,203.744275,
,203.7609,
,203.7873,
,203.816375,
,203.859575,
,203.90015,
,203.9565,
,203.993525,
,204.03375,
,204.0928,
,204.1441,
,204.224025,
,204.258925,
,204.33885,
,204.35935,
,204.3874,
,204.455925,
,204.493575,
,204.56755,
,204.60845,
,204.659425,
,204.7173,
,204.8281,
,204.8806,
,204.949975,
,204.9952,
,205.039075,
,205.124125,
,205.139975,
,205.277425,
,205.329825,
,205.4026,
,205.428725,
,205.480075,
,205.63435,
,205.71645,
,205.789775,
,205.858275,
,205.8837,
,205.981425,
,206.046875,
,206.081375,
,206.12815,
,206.188775,
,206.2253,
,206.2753,
,206.302075,
,206.34135,
,206.406975,
,206.529625,
,206.568675,
,206.5832,
,206.609525,
,206.628675,
,206.68045,
,206.7152,
,206.756025,
,206.787875,
,206.84405,
,206.95455,
,207.005825,
,207.061125,
,207.158775,
,207.2061,
,207.2307,
,207.2405,
,207.25965,
,207.2759,
,207.304725,
,207.359375,
,207.39445,
,207.471425,
,207.499625,
,207.532525,
,207.648475,
,207.706375,
,207.7417,
,207.757075,
,207.779175,
,207.80845,
,207.850025,
,207.873275,
,207.906475,
,207.9495,
,207.986775,
,208.008875,
,208.02915,
,208.04445,
,208.082025,
,208.161925,
,208.19155,
,208.2195,
,208.237725,
,208.26785,
,208.360625,
,208.413225,
,208.4491,
,208.480425,
,208.503,
,208.54315,
,208.584375,
,208.588075,
,208.6249,
,208.648875,
,208.678875,
,208.691825,
,208.71315,
,208.76205,
,208.7819,
,208.82605,
,208.855025,
,208.9548,
,208.9887,
,209.05095,
,209.106225,
,209.152575,
,209.1639,
,209.248925,
,209.33275,
,209.3614,
,209.47215,
,209.473975,
,209.51995,
,209.582275,
,209.60165,
,209.65145,
,209.67785,
,209.700725,
,209.720125,
,209.7494,
,209.7947,
,209.821275,
,209.8572,
,209.877225,
,209.90025,
,209.9769,
,210.078875,
,210.10785,
,210.15715,
,210.231975,
,210.2584,
,210.2996,
,210.35805,
,210.41985,
,210.47625,
,210.56465,
,210.5976,
,210.6524,
,210.684475,
,210.726425,
,210.750975,
,210.849625,
,210.914475,
,210.968025,
,210.997475,
,211.033425,
,211.081925,
,211.135125,
,211.195075,
,211.218175,
,211.2395,
,211.25855,
,211.279175,
,211.294775,
,211.31955,
,211.34795,
,211.3704,
,211.39455,
,211.41985,
,211.460175,
,211.530625,
,211.560525,
,211.622675,
,211.671025,
,211.69345,
,211.724825,
,211.75035,
,211.7857,
,211.8032,
,211.8227,
,211.851225,
,211.88315,
,211.926125,
,211.93105,
,211.9741,
,212.03495,
,212.10615,
,212.16115,
,212.188025,
,212.220475,
,212.280775,
,212.403775,
,212.464775,
,212.51245,
,212.55705,
,212.577425,
,212.624175,
,212.6734,
,212.762575,
,212.80395,
,212.86965,
,212.918725,
,212.9526,
,212.985425,
,213.053675,
,213.13045,
,213.189825,
,213.286825,
,213.3171,
,213.35955,
,213.406425,
,213.499525,
,213.5275,
,213.537825,
,213.5596,
,213.587075,
,213.648225,
,213.6952,
,213.720975,
,213.746525,
,213.83655,
,213.898425,
,213.947725,
,214.0235,
,214.04735,
,214.100725,
,214.16235,
,214.211375,
,214.2661,
,214.276075,
,214.29705,
,214.322275,
,214.3561,
,214.392475,
,214.442175,
,214.479325,
,214.51545,
,214.558825,
,214.57445,
,214.60485,
,214.6439,
,214.730775,
,214.738125,
,214.765775,
,214.798875,
,214.835075,
,214.943675,
,214.9931,
,215.025325,
,215.08495,
,215.1565,
,215.2049,
,215.21615,
,215.237525,
,215.295875,
,215.352225,
,215.426525,
,215.440475,
,215.483925,
,215.6038,
,215.6827,
,215.709225,
,215.837725,
,215.976475,
,216.0331,
,216.069675,
,216.119675,
,216.151375,
,216.167875,
,216.2,
,216.241875,
,216.290625,
,216.354725,
,216.402925,
,216.439725,
,216.46925,
,216.50185,
,216.53875,
,216.552575,
,216.581525,
,216.60585,
,216.65365,
,216.69045,
,216.74955,
,216.828125,
,216.865775,
,216.927825,
,216.977475,
,217.103475,
,217.14665,
,217.1932,
,217.277725,
,217.34,
,217.42455,
,217.4789,
,217.527125,
,217.610175,
,217.65385,
,217.68505,
,217.7227,
,217.797175,
,217.856975,
,217.906275,
,217.93515,
,218.125275,
,218.14325,
,218.227075,
,218.36505,
,218.39695,
,218.46435,
,218.63455,
,218.70735,
,218.779425,
,218.872425,
,218.9214,
,219.00235,
,219.119275,
,219.196375,
,219.33625,
,219.361125,
,219.431225,
,219.473675,
,219.5615,
,219.646425,
,219.67585,
,219.770125,
,219.7943,
,219.835525,
,219.878625,
,219.9177,
,219.97975,
,220.015825,
,220.01955,
,220.0767,
,220.161025,
,220.25705,
,220.338225,
,220.440775,
,220.477375,
,220.503525,
,220.53105,
,220.5515,
,220.58795,
,220.6054,
,220.63665,
,220.708875,
,220.74965,
,220.831325,
,220.871825,
,220.894475,
,220.910025,
,220.932925,
,220.959275,
,221.0635,
,221.129025,
,221.16885,
,221.334175,
,221.39225,
,221.443625,
,221.512775,
,221.563325,
,221.612125,
,221.711875,
,221.7674,
,221.7933,
,221.869525,
,221.9104,
,221.931975,
,221.99745,
,222.138375,
,222.2357,
,222.266125,
,222.402525,
,222.48325,
,222.4896,
,222.496775,
,222.5046,
,222.52925,
,222.5547,
,222.6049,
,222.605975,
,222.647325,
,222.671775,
,222.705475,
,222.718,
,222.752625,
,222.8025,
,222.81815,
,222.846525,
,222.890975,
,222.911075,
,222.955,
,222.99055,
,223.0277,
,223.04515,
,223.08685,
,223.12975,
,223.169825,
,223.213825,
,223.260125,
,223.289,
,223.306525,
,223.334525,
,223.38215,
,223.397325,
,223.42815,
,223.452425,
,223.530675,
,223.580225,
,223.623775,
,223.64625,
,223.664025,
,223.6796,
,223.714125,
,223.760925,
,223.78245,
,223.8713,
,223.9246,
,223.996625,
,224.043325,
,224.09515,
,224.1165,
,224.320025,
,224.374075,
,224.42105,
,224.488775,
,224.536775,
,224.581575,
,224.624875,
,224.66685,
,224.7083,
,224.752875,
,224.7915,
,224.8243,
,224.845525,
,224.93905,
,225.00995,
,225.035375,
,225.122225,
,225.183825,
,225.2089,
,225.256725,
,225.335825,
,225.404775,
,225.424125,
,225.44525,
,225.48285,
,225.51875,
,225.56615,
,225.630225,
,225.65445,
,225.730425,
,225.760925,
,225.8852,
,225.90775,
,225.917375,
,225.930625,
,225.941375,
,225.95645,
,225.995475,
,226.032125,
,226.062025,
,226.08065,
,226.1021,
,226.127675,
,226.2075,
,226.29675,
,226.30535,
,226.33445,
,226.346775,
,226.372825,
,226.397675,
,226.420275,
,226.485625,
,226.510625,
,226.540475,
,226.5756,
,226.592275,
,226.605175,
,226.61665,
,226.664125,
,226.727875,
,226.753175,
,226.78415,
,226.797525,
,226.819075,
,226.857375,
,226.905625,
,226.923225,
,226.96315,
,227.016075,
,227.054275,
,227.069625,
,227.142275,
,227.177725,
,227.1995,
,227.225075,
,227.258775,
,227.281875,
,227.302575,
,227.344725,
,227.367025,
,227.3974,
,227.4086,
,227.43015,
,227.52935,
,227.551225,
,227.57955,
,227.609875,
,227.63465,
,227.686425,
,227.739225,
,227.82825,
,227.8993,
,227.92325,
,227.9556,
,227.9791,
,227.9938,
,228.02725,
,228.0668,
,228.129275,
,228.1567,
,228.2055,
,228.2394,
,228.273075,
,228.2976,
,228.313025,
,228.342575,
,228.4306,
,228.457375,
,228.4628,
,228.5024,
,228.515875,
,228.5391,
,228.59585,
,228.6161,
,228.6471,
,228.663625,
,228.69535,
,228.739025,
,228.775225,
,228.7959,
,228.82555,
,228.844875,
,228.892975,
,228.929075,
,228.94465,
,228.963675,
,228.983475,
,228.989775,
,229.007625,
,229.047075,
,229.056975,
,229.090175,
,229.11225,
,229.12085,
,229.2107,
,229.239775,
,229.26085,
,229.31475,
,229.327275,
,229.3706,
,229.39705,
,229.421875,
,229.43805,
,229.478825,
,229.48815,
,229.5229,
,229.563925,
,229.5922,
,229.627425,
,229.6425,
,229.669825,
,229.693725,
,229.7505,
,229.767375,
,229.791975,
,229.8073,
,229.8268,
,229.848625,
,229.870075,
,229.89105,
,229.911825,
,229.946575,
,229.98465,
,230.000175,
,230.0123,
,230.052075,
,230.0638,
,230.08945,
,230.1217,
,230.209675,
,230.23445,
,230.3103,
,230.321325,
,230.357925,
,230.404025,
,230.414725,
,230.45585,
,230.47735,
,230.510175,
,230.52435,
,230.5514,
,230.580725,
,230.5996,
,230.635325,
,230.662075,
,230.839025,
,230.886675,
,230.9108,
,230.99895,
,231.015475,
,231.0643,
,231.080325,
,231.09945,
,231.11005,
,231.1564,
,231.1773,
,231.234375,
,231.272375,
,231.287825,
,231.302475,
,231.36935,
,231.391675,
,231.40385,
,231.4855,
,231.503725,
,231.5292,
,231.549925,
,231.5822,
,231.606725,
,231.6703,
,231.732125,
,231.91505,
,231.940375,
,231.973025,
,232.0058,
,232.041425,
,232.18505,
,232.22995,
,232.2506,
,232.27965,
,232.3363,
,232.3641,
,232.3936,
,232.475525,
,232.502175,
,232.536075,
,232.627225,
,232.6691,
,232.74195,
,232.799775,
,232.871475,
,232.91575,
,232.9898,
,233.034975,
,233.1101,
,233.1746,
,233.237375,
,233.42825,
,233.51705,
,233.639775,
,233.670475,
,233.689575,
,233.727225,
,233.768525,
,233.815175,
,233.879375,
,233.947775,
,234.038525,
,234.06985,
,234.107675,
,234.255375,
,234.293275,
,234.3756,
,234.4281,
,234.55475,
,234.606425,
,234.633075,
,234.664,
,234.7315,
,234.752775,
,234.789975,
,234.9517,
,235.07525,
,235.1418,
,235.182,
,235.237025,
,235.262625,
,235.333,
,235.509725,
,235.581625,
,235.64625,
,235.708425,
,235.798,
,235.87585,
,235.94195,
,236.015175,
,236.040175,
,236.07115,
,236.09945,
,236.113375,
,236.148775,
,236.185575,
,236.2509,
,236.33315,
,236.357075,
,236.37615,
,236.454625,
,236.4844,
,236.539075,
,236.601575,
,236.639425,
,236.694025,
,236.75145,
,236.781825,
,236.788275,
,236.820225,
,236.844025,
,236.875075,
,236.90065,
,236.93805,
,236.965875,
,236.983075,
,237.022525,
,237.038375,
,237.061025,
,237.0993,
,237.1259,
,237.19445,
,237.240825,
,237.329175,
