SPK_SPKC03a,SPK_SPKC05a,SPK_SPKC05b,SPK_SPKC08a,SPK_SPKC10a
436.044075,403.2979,,,397.9764
436.1143,403.380475,,,398.258
436.17765,403.532575,,,398.4322
436.220775,403.6748,,,398.5365
436.383125,403.784325,,,398.664425
436.431275,403.863175,,,398.819625
436.482525,404.085925,,,398.899825
436.517225,404.21255,,,398.960925
436.7034,405.239975,,,399.4852
436.767,405.605775,,,399.5471
436.87155,405.67655,,,399.611875
436.981875,405.713075,,,399.671925
437.195875,405.817225,,,399.943525
437.3088,405.88055,,,400.245
437.48575,405.918325,,,400.92175
437.532225,405.95265,,,401.225075
437.6353,406.0193,,,401.329175
437.7846,406.09425,,,401.8154
438.319025,406.184875,,,401.995225
438.643075,406.273925,,,402.114425
439.3228,406.398825,,,402.128025
439.525275,406.465025,,,402.1381
439.5875,406.53775,,,402.206075
439.709325,406.612675,,,402.27305
439.741275,406.6737,,,402.367625
439.755425,406.79735,,,402.4286
439.791075,406.880075,,,402.543
440.334075,406.95425,,,402.59365
440.438925,407.0356,,,403.281475
440.61585,407.138175,,,403.441975
441.6674,407.283325,,,403.5148
442.216225,407.56895,,,403.634125
442.308125,408.159225,,,403.702675
442.341425,408.5304,,,403.75815
442.407975,408.8472,,,403.8056
442.5546,409.383225,,,403.9713
442.6234,409.851775,,,404.00905
442.65345,410.2037,,,404.170975
442.696225,410.5644,,,404.240925
442.742225,411.00465,,,404.328725
442.788825,411.01785,,,404.507025
442.852975,411.067225,,,404.63775
442.986525,411.0833,,,404.846575
443.2263,411.0996,,,405.308875
443.741175,411.120575,,,405.5571
443.8227,411.1404,,,405.814475
