SPK_SPKC01a,SPK_SPKC02b,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC06a,SPK_SPKC08b,SPK_SPKC09a,SPK_SPKC10a,SPK_SPKC14a
,82.677725,,250.97855,249.598175,,202.42425,196.853825,
,82.686425,,250.9966,249.620625,,202.436475,196.89365,
,82.7026,,251.00675,249.6643,,202.4501,196.912575,
,82.715575,,251.022625,249.695425,,202.547775,196.943725,
,82.727675,,251.123175,249.741025,,202.564325,196.979175,
,82.7418,,251.137575,249.7653,,202.580775,197.0155,
,82.756675,,251.21005,249.799325,,202.5949,197.040275,
,82.77365,,251.2284,249.8565,,202.60375,197.067925,
,82.801775,,251.2365,249.94675,,202.661075,197.097575,
,82.82245,,251.2507,249.9713,,202.712425,197.13395,
,82.84045,,251.27705,249.998625,,202.7348,197.164225,
,82.85315,,251.40155,250.0293,,202.80325,197.20475,
,82.874075,,251.41685,250.0949,,202.80815,197.2355,
,82.898425,,251.454675,250.130075,,202.823825,197.268175,
,82.9194,,251.653875,250.15495,,202.8392,197.284075,
,82.93915,,251.74855,250.184,,202.852575,197.308825,
,82.9583,,251.79805,250.200125,,202.9207,197.334675,
,82.972075,,251.807475,250.22185,,202.989575,197.36455,
,82.986025,,251.83705,250.2419,,203.0257,197.385425,
,83.000275,,251.870925,250.266675,,203.0466,197.4223,
,83.01295,,251.979525,250.295325,,203.069275,197.4479,
,83.03095,,251.986075,250.319675,,203.10735,197.49355,
,83.050775,,251.993175,250.346525,,203.110275,197.52345,
,83.119075,,252.011775,250.36945,,203.123425,197.562025,
,83.128875,,252.032775,250.396225,,203.152725,197.649575,
,83.13635,,252.0818,250.421675,,203.204625,197.691775,
,83.146225,,252.08565,250.4428,,203.222025,197.72455,
,83.15895,,252.114375,250.4815,,203.226775,197.752675,
,83.1673,,252.12525,250.5025,,203.248425,197.7829,
,83.1774,,252.223675,250.55035,,203.295075,197.804,
,83.18525,,252.29515,250.5633,,203.31235,197.83185,
,83.1952,,252.300725,250.588475,,203.3325,197.8603,
,83.2071,,252.3327,250.6471,,203.350775,197.88235,
,83.209125,,252.35495,250.68675,,203.36865,197.91785,
,83.221525,,252.375,250.70565,,203.385275,197.9415,
,83.243325,,252.3838,250.738025,,203.401475,197.950625,
,83.296925,,252.391,250.7789,,203.420775,197.98735,
,83.322625,,252.408125,250.838275,,203.441175,198.0189,
,83.336575,,252.5246,250.863225,,203.46935,198.06685,
,83.35195,,252.543075,250.9285,,203.496675,198.0968,
,83.37515,,252.550875,250.972475,,203.53,198.146625,
,83.38855,,252.560475,251.0193,,203.550175,198.17575,
,83.40445,,252.568625,251.066375,,203.579825,198.1903,
,83.410575,,252.58585,251.08965,,203.59975,198.210325,
,83.41665,,252.597075,251.141225,,203.603475,198.251825,
,83.423175,,252.60455,251.179325,,203.64845,198.27395,
,83.43055,,252.6126,251.251725,,203.6885,198.295575,
,83.438875,,252.733725,251.315675,,203.719275,198.328375,
,83.443925,,252.777525,251.365675,,203.736025,198.363075,
,83.449925,,252.78915,251.3851,,203.7526,198.396625,
,83.456775,,252.80045,251.43905,,203.766825,198.425125,
,83.461175,,252.835675,251.513075,,203.801025,198.451375,
,83.4643,,252.85645,251.552175,,203.822975,198.471425,
,83.4788,,252.912325,251.5782,,203.842725,198.51565,
,83.4879,,253.1619,251.61765,,203.871275,198.541175,
,83.497425,,253.17245,251.644275,,203.895875,198.56215,
,83.505025,,253.17925,251.684625,,203.9236,198.593875,
,83.512,,253.20125,251.746425,,203.98745,198.618575,
,83.519125,,253.2237,251.808575,,203.999925,198.641025,
,83.5315,,253.239775,251.84245,,204.080525,198.652225,
,83.53765,,253.2475,251.870875,,204.131675,198.681575,
,83.5439,,253.266075,251.8877,,204.157325,198.701975,
,83.550575,,253.277175,251.91205,,204.17965,198.74385,
,83.55725,,253.433875,251.942325,,204.207575,198.777275,
,83.564575,,253.4432,251.9842,,204.230275,198.81495,
,83.569325,,253.461375,252.007775,,204.2911,198.846275,
,83.575375,,253.503,252.028775,,204.342,198.862975,
,83.5815,,253.513425,252.0724,,204.36515,198.89695,
,83.588325,,253.534175,252.1082,,204.38415,198.936625,
,83.597325,,253.544925,252.151875,,204.43865,198.956375,
,83.608775,,253.56825,252.18225,,204.46295,199.039275,
,83.615,,253.59135,252.202375,,204.489975,199.10465,
,83.6212,,253.622025,252.223025,,204.51615,199.130275,
,83.628175,,253.658075,252.2474,,204.565825,199.168275,
,83.6328,,253.667775,252.2679,,204.5887,199.196375,
,83.637325,,253.721825,252.309825,,204.609225,199.2488,
,83.6431,,253.761425,252.3527,,204.625025,199.256625,
,83.650025,,253.778825,252.407325,,204.66265,199.2797,
,83.65575,,253.79905,252.428475,,204.683075,199.300475,
,83.66295,,253.81125,252.462175,,204.70395,199.3437,
,83.67125,,253.81895,252.475075,,204.729125,199.389,
,83.677975,,253.8502,252.51205,,204.757,199.410025,
,83.6822,,253.874425,252.567625,,204.77215,199.4299,
,83.69025,,253.897775,252.609525,,204.78715,199.462625,
,83.70065,,253.91955,252.641725,,204.803975,199.4921,
,83.70835,,253.937525,252.661375,,204.831925,199.519425,
,83.7167,,253.948025,252.720625,,204.85075,199.555175,
,83.72955,,253.9796,252.762475,,204.879675,199.57625,
,83.738675,,253.987225,252.818125,,204.903275,199.58975,
,83.746625,,254.025575,252.91395,,204.936675,199.615375,
,83.753025,,254.050775,252.950825,,204.9661,199.642625,
,83.7574,,254.135075,253.01265,,204.985975,199.673225,
,83.76775,,254.164325,253.045575,,205.00585,199.70355,
,83.772625,,254.2034,253.08295,,205.020525,199.7323,
,83.7767,,254.502825,253.12795,,205.03075,199.77935,
,83.782625,,254.5343,253.154675,,205.040725,199.87605,
,83.786725,,254.5443,253.196475,,205.0508,199.953075,
,83.798475,,254.63375,253.22255,,205.104925,199.970075,
,83.803625,,254.710975,253.2737,,205.132675,199.9752,
,83.808425,,254.72695,253.345275,,205.15355,199.99645,
,83.816,,254.740425,253.365125,,205.18175,200.01595,
,83.82385,,254.773125,253.391675,,205.195925,200.021325,
,83.835125,,254.8145,253.422025,,205.20925,200.04775,
,83.845425,,254.829175,253.465525,,205.23185,200.07635,
,83.85365,,254.836825,253.500525,,205.242425,200.09635,
,83.86635,,254.87615,253.52335,,205.25135,200.15425,
,83.876275,,254.918075,253.54635,,205.2724,200.178075,
,83.889025,,254.949875,253.588075,,205.318925,200.20425,
,83.8983,,254.98585,253.6421,,205.346075,200.22695,
,83.9096,,255.0252,253.704675,,205.3545,200.251525,
,83.91925,,255.0505,253.743625,,205.37385,200.270375,
,83.928075,,255.06435,253.792425,,205.438875,200.302125,
,83.9524,,255.1897,253.813125,,205.47605,200.348875,
,83.96335,,255.29005,253.876475,,205.50065,200.37745,
,83.97125,,255.348375,253.914475,,205.62295,200.4053,
,83.98105,,255.384475,254.03605,,205.6422,200.428875,
,83.9887,,255.4035,254.092675,,205.684475,200.45215,
,83.994325,,255.442175,254.135575,,205.7036,200.4833,
,84.005925,,255.45335,254.183775,,205.730075,200.505025,
,84.012725,,255.457125,254.199425,,205.75505,200.5323,
,84.017925,,255.488725,254.20905,,205.775475,200.55205,
,84.0241,,255.5054,254.225275,,205.8003,200.57925,
,84.030375,,255.526725,254.23795,,205.81265,200.62315,
,84.0414,,255.5874,254.262775,,205.8406,200.64975,
,84.05,,255.6774,254.29295,,205.854075,200.678525,
,84.059425,,255.68715,254.3379,,205.862,200.730575,
,84.06805,,255.6988,254.359775,,205.880575,200.767725,
,84.07575,,255.80735,254.39465,,205.915125,200.788675,
,84.085425,,255.83755,254.43215,,205.9273,200.827275,
,84.0939,,255.882075,254.48635,,205.941325,200.883275,
,84.1029,,255.943275,254.4996,,205.97785,200.935625,
,84.109475,,256.101,254.5377,,205.9927,200.963175,
,84.1167,,256.120375,254.580325,,206.006225,200.998875,
,84.123025,,256.17435,254.5988,,206.051875,201.022625,
,84.12785,,256.22575,254.62105,,206.0719,201.0782,
,84.13325,,256.258175,254.64435,,206.08985,201.120725,
,84.140675,,256.28355,254.6743,,206.106225,201.169325,
,84.145825,,256.3295,254.712325,,206.139,201.202075,
,84.152725,,256.343625,254.74505,,206.144675,201.23405,
,84.15965,,256.3937,254.77165,,206.165625,201.28035,
,84.167375,,256.42,254.813575,,206.190475,201.322375,
,84.171125,,256.439875,254.834125,,206.21835,201.342625,
,84.1799,,256.456125,254.877675,,206.23825,201.367575,
,84.188525,,256.513225,254.90675,,206.253025,201.4009,
,84.19515,,256.542875,254.926825,,206.264825,201.422825,
,84.202775,,256.72715,254.9635,,206.27505,201.442375,
,84.2145,,256.7502,254.997325,,206.301375,201.467875,
,84.22145,,256.770525,255.028925,,206.333675,201.495925,
,84.23045,,256.7807,255.06995,,206.37455,201.523575,
,84.239675,,256.79985,255.0925,,206.3997,201.556125,
,84.25435,,256.8101,255.1167,,206.496475,201.5895,
,84.2644,,256.86255,255.172475,,206.5237,201.617775,
,84.2745,,256.980175,255.2194,,206.55015,201.660275,
,84.290625,,257.03285,255.250175,,206.56725,201.712675,
,84.301725,,257.0429,255.333225,,206.579525,201.756975,
,84.312825,,257.06625,255.36105,,206.5921,201.797575,
,84.3311,,257.080425,255.3875,,206.60245,201.858375,
,84.341275,,257.104,255.45865,,206.613275,201.89385,
,84.34795,,257.113375,255.486125,,206.635775,201.922775,
,84.358,,257.155275,255.51005,,206.705175,201.951825,
,84.3683,,257.171575,255.551525,,206.723425,201.979975,
,84.376875,,257.1849,255.6249,,206.8023,202.0274,
,84.3836,,257.24535,255.63995,,206.836725,202.057075,
,84.3959,,257.28315,255.6905,,206.858425,202.0807,
,84.408025,,257.3006,255.72775,,206.88335,202.1199,
,84.416275,,257.35115,255.7646,,206.903825,202.148275,
,84.42465,,257.366375,255.794075,,206.91225,202.198475,
,84.436075,,257.42315,255.8222,,206.945125,202.28915,
,84.44555,,257.513775,255.85405,,206.9964,202.376625,
,84.4557,,257.522225,255.9043,,207.00465,202.379025,
,84.465225,,257.532025,255.93715,,207.04665,202.39745,
,84.47555,,257.548225,255.9564,,207.073,202.42025,
,84.49225,,257.55515,255.9718,,207.116125,202.43965,
,84.503025,,257.560325,256.008525,,207.1605,202.465925,
,84.5154,,257.588175,256.06535,,207.195075,202.513,
,84.525075,,257.6173,256.109075,,207.247325,202.543925,
,84.535175,,257.712575,256.1504,,207.259825,202.571075,
,84.54475,,257.801025,256.181075,,207.2842,202.594925,
,84.5549,,257.8046,256.19825,,207.29585,202.6366,
,84.575025,,257.93745,256.23295,,207.311525,202.65785,
,84.5891,,257.982425,256.2951,,207.326,202.68045,
,84.59995,,258.040275,256.298075,,207.34,202.730875,
,84.606725,,258.168175,256.365975,,207.356625,202.768025,
,84.6116,,258.221875,256.480625,,207.366975,202.778975,
,84.625325,,258.234475,256.55145,,207.38,202.8024,
,84.63585,,258.251825,256.593475,,207.399675,202.8544,
,84.656875,,258.271875,256.622075,,207.559175,202.88915,
,84.663725,,258.2813,256.670425,,207.573675,202.925175,
,84.67005,,258.302425,256.7014,,207.588525,202.96475,
,84.67475,,258.31615,256.726825,,207.5999,203.00565,
,84.6821,,258.37985,256.8062,,207.617475,203.031675,
,84.68755,,258.4536,256.852225,,207.634325,203.06745,
,84.69295,,258.462325,256.893275,,207.65555,203.13835,
,84.699975,,258.4959,256.920575,,207.721225,203.173,
,84.705525,,258.5067,256.9679,,207.736425,203.195225,
,84.71275,,258.547525,257.001075,,207.7539,203.2221,
,84.72085,,258.560575,257.04435,,207.7716,203.253,
,84.72915,,258.574975,257.1188,,207.78175,203.27695,
,84.735925,,258.5988,257.1499,,207.7935,203.302825,
,84.744725,,258.62115,257.181375,,207.82765,203.35415,
,84.752375,,258.6382,257.209425,,207.882225,203.40525,
,84.759925,,258.6482,257.245025,,207.90895,203.428075,
,84.7669,,258.658975,257.28375,,207.9382,203.4626,
,84.77485,,258.878525,257.320775,,207.96515,203.481325,
,84.784775,,258.895475,257.346975,,208.021125,203.54035,
,84.792975,,258.90795,257.376425,,208.0438,203.55895,
,84.81415,,259.0856,257.401375,,208.0663,203.59315,
,84.8226,,259.1175,257.439925,,208.0889,203.599725,
,84.8348,,259.1665,257.480725,,208.108125,203.631825,
,84.846225,,259.210625,257.51675,,208.1328,203.6611,
,84.85465,,259.2722,257.53885,,208.1369,203.6848,
,84.8624,,259.280225,257.58215,,208.15445,203.7319,
,84.8741,,259.292025,257.621125,,208.179525,203.763875,
,84.894825,,259.3165,257.6444,,208.207325,203.794675,
,84.9098,,259.343425,257.680525,,208.235675,203.823575,
,84.922325,,259.3542,257.6896,,208.267675,203.842325,
,84.938875,,259.377075,257.74025,,208.29965,203.883775,
,84.958975,,259.465775,257.79,,208.326525,203.927625,
,84.97685,,259.500575,257.814075,,208.32835,203.995,
,84.99225,,259.531725,257.888675,,208.3492,204.030175,
,85.007875,,259.59215,257.942625,,208.3633,204.0632,
,85.0218,,259.6029,257.9909,,208.3752,204.09395,
,85.0307,,259.69855,258.04405,,208.3802,204.143625,
,85.0326,,259.85585,258.1177,,208.448225,204.198425,
,85.044675,,259.867325,258.162,,208.470225,204.292175,
,85.056975,,259.885025,258.19995,,208.5438,204.3536,
,85.066975,,259.894425,258.226675,,208.60795,204.38005,
,85.090775,,259.9117,258.2709,,208.629825,204.407875,
,85.10865,,259.925125,258.29325,,208.6457,204.432325,
,85.12685,,259.9713,258.325725,,208.661225,204.458375,
,85.137175,,259.9782,258.3498,,208.6755,204.51465,
,85.161475,,259.999025,258.383925,,208.696275,204.580175,
,85.18255,,260.009525,258.402725,,208.7233,204.6084,
,85.195175,,260.018475,258.430125,,208.75255,204.646425,
,85.208675,,260.03205,258.487625,,208.7795,204.6801,
,85.222375,,260.10315,258.5377,,208.7996,204.7082,
,85.23775,,260.1649,258.5577,,208.8196,204.7361,
,85.25305,,260.251975,258.593725,,208.863025,204.7667,
,85.272125,,260.265375,258.63485,,208.873,204.7993,
,85.28295,,260.345575,258.687725,,208.88325,204.83195,
,85.30045,,260.3618,258.71915,,208.885475,204.86405,
,85.31375,,260.401675,258.7559,,208.907675,204.892875,
,85.333675,,260.414925,258.796325,,208.9713,204.929475,
,85.358175,,260.540875,258.842375,,209.03355,204.9753,
,85.373975,,260.562675,258.875925,,209.04725,205.01655,
,85.394075,,260.585425,258.903875,,209.0581,205.061125,
,85.42695,,260.608175,258.95015,,209.14485,205.0917,
,85.510625,,260.626475,258.993825,,209.16945,205.131325,
,85.532625,,260.732525,259.017425,,209.19535,205.161875,
,85.540875,,260.7362,259.0494,,209.254975,205.1888,
,85.547025,,260.864325,259.068725,,209.2755,205.21795,
,85.555175,,260.876525,259.11515,,209.303725,205.254225,
,85.562325,,260.897925,259.153025,,209.32765,205.288275,
,85.57005,,261.06665,259.190275,,209.3473,205.33135,
,85.5756,,261.077625,259.23205,,209.386525,205.360325,
,85.584275,,261.085625,259.30395,,209.397875,205.410575,
,85.590725,,261.1468,259.329475,,209.416375,205.526075,
,85.60055,,261.17335,259.3546,,209.4506,205.578,
,85.610675,,261.19635,259.422375,,209.4666,205.627775,
,85.61955,,261.214375,259.439375,,209.483275,205.64715,
,85.634325,,261.22295,259.44555,,209.509225,205.6676,
,85.647375,,261.232125,259.467625,,209.525825,205.690425,
,85.663075,,261.279475,259.505025,,209.553475,205.738275,
,85.67355,,261.407825,259.547025,,209.63015,205.764825,
,85.6928,,261.456075,259.600375,,209.638475,205.804675,
,85.70325,,261.46855,259.6491,,209.6537,205.833475,
,85.71315,,261.587825,259.6726,,209.68125,205.859725,
,85.720125,,261.610975,259.69785,,209.700025,205.8838,
,85.7346,,261.623825,259.78435,,209.725375,205.925325,
,85.74375,,261.6357,259.814125,,209.73345,205.960825,
,85.756125,,261.673525,259.87095,,209.757825,206.0003,
,85.764575,,261.7161,259.9159,,209.79675,206.044675,
,85.778825,,261.732,259.938675,,209.81995,206.06775,
,85.79315,,261.82605,259.99255,,209.8564,206.101625,
,85.812325,,261.8743,260.016625,,209.874,206.133475,
,85.8483,,261.90135,260.03345,,209.898675,206.156225,
,85.870375,,261.96775,260.0517,,209.911025,206.20105,
,85.8862,,261.973875,260.06895,,209.930475,206.26755,
,85.90045,,262.01405,260.09825,,209.94485,206.303625,
,85.916225,,262.022125,260.133025,,209.957,206.325175,
,85.930725,,262.0872,260.22825,,210.038325,206.349,
,85.94125,,262.1963,260.259825,,210.107975,206.38435,
,85.970325,,262.2407,260.287225,,210.147675,206.433725,
,85.9875,,262.332925,260.375375,,210.184,206.465875,
,86.01595,,262.3594,260.40075,,210.18565,206.506225,
,86.0334,,262.413825,260.477775,,210.2072,206.536925,
,86.0439,,262.418725,260.497,,210.23555,206.599575,
,86.0516,,262.515025,260.519475,,210.251175,206.65145,
,86.060625,,262.596375,260.556925,,210.2768,206.70965,
,86.07345,,262.617775,260.5921,,210.2994,206.7483,
,86.082075,,262.653175,260.63385,,210.324025,206.78105,
,86.089425,,262.752325,260.688075,,210.340475,206.804525,
,86.097575,,262.795725,260.759175,,210.360325,206.835875,
,86.10365,,262.829425,260.7888,,210.41085,206.862,
,86.111125,,262.84655,260.818225,,210.450275,206.8802,
,86.1197,,262.859175,260.857875,,210.47395,206.920675,
,86.12965,,262.8674,260.898925,,210.495425,206.96155,
,86.14215,,262.94755,260.942825,,210.520275,207.001725,
,86.153375,,263.088,260.983325,,210.538775,207.0259,
,86.1736,,263.146975,261.016075,,210.570875,207.0434,
,86.1863,,263.162075,261.045875,,210.588425,207.143975,
,86.198975,,263.188125,261.11335,,210.60315,207.1998,
,86.2207,,263.20485,261.148925,,210.620525,207.236,
,86.231375,,263.212925,261.20695,,210.63825,207.25805,
,86.2468,,263.2322,261.2432,,210.650625,207.27565,
,86.2547,,263.255925,261.2839,,210.6678,207.29575,
,86.26395,,263.2651,261.3251,,210.683275,207.31365,
,86.2808,,263.275425,261.3592,,210.7233,207.357275,
,86.29405,,263.334025,261.4197,,210.841375,207.389625,
,86.305,,263.344025,261.454925,,210.867125,207.429775,
,86.31365,,263.399825,261.517175,,210.893475,207.447275,
,86.325375,,263.419225,261.54575,,210.9106,207.4926,
,86.338,,263.4344,261.604175,,210.930275,207.519,
,86.3737,,263.4545,261.6573,,210.951875,207.540425,
,86.39215,,263.51205,261.690125,,210.994675,207.612,
,86.4147,,263.52345,261.7322,,211.020475,207.637475,
,86.433975,,263.53905,261.805,,211.059225,207.665575,
,86.43525,,263.678825,261.843825,,211.115175,207.70695,
,86.49375,,263.69415,261.8872,,211.161525,207.73535,
,86.50485,,263.723175,261.9058,,211.18855,207.75965,
,86.526225,,263.7318,261.942225,,211.24575,207.789625,
,86.5432,,263.765575,261.9855,,211.29895,207.82205,
,86.55705,,263.782025,262.010925,,211.390925,207.846225,
,86.567625,,263.819625,262.0367,,211.42285,207.87885,
,86.57615,,263.90715,262.05565,,211.435375,207.894875,
,86.588875,,263.91945,262.095825,,211.4463,207.924225,
,86.600825,,263.954125,262.14345,,211.46705,207.9492,
,86.6089,,263.965725,262.17465,,211.481575,207.988925,
,86.62025,,263.9898,262.252325,,211.4957,208.017075,
,86.641425,,263.999475,262.271275,,211.508125,208.045675,
,86.648675,,264.02055,262.311325,,211.528275,208.07695,
,86.6571,,264.027375,262.382025,,211.57495,208.116325,
,86.672075,,264.038425,262.41215,,211.603425,208.1441,
,86.681225,,264.04835,262.44605,,211.635525,208.1923,
,86.6914,,264.0895,262.45965,,211.7266,208.225875,
,86.70035,,264.094725,262.469675,,211.7533,208.23565,
,86.71095,,264.12185,262.4971,,211.7742,208.2738,
,86.7169,,264.153225,262.5353,,211.807775,208.30835,
,86.72925,,264.1685,262.556575,,211.8208,208.346425,
,86.73265,,264.192875,262.5965,,211.83305,208.3687,
,86.7439,,264.2321,262.64175,,211.845,208.4085,
,86.75285,,264.295425,262.68805,,211.858025,208.436075,
,86.76615,,264.3089,262.730275,,211.93715,208.4867,
,86.782575,,264.321325,262.7673,,211.96725,208.50575,
,86.794375,,264.3618,262.803825,,212.021525,208.51805,
,86.802675,,264.437675,262.83935,,212.05565,208.540675,
,86.825725,,264.4691,262.877775,,212.074775,208.568925,
,86.833775,,264.48155,262.9718,,212.083525,208.606025,
,86.8442,,264.506675,263.050175,,212.09205,208.63505,
,86.8633,,264.51855,263.09125,,212.14215,208.673725,
,86.873675,,264.549925,263.12805,,212.152175,208.70405,
,86.8831,,264.62685,263.15215,,212.1653,208.746225,
,86.8853,,264.634025,263.233,,212.213775,208.798925,
,86.900825,,264.6939,263.2782,,212.23075,208.830575,
,86.90735,,264.739275,263.321225,,212.24335,208.879675,
,86.916275,,264.78165,263.346225,,212.278875,208.925275,
,86.921475,,264.828725,263.386125,,212.292275,208.9472,
,86.926775,,264.88985,263.446675,,212.317175,209.009175,
,86.93145,,264.91455,263.5665,,212.332675,209.043475,
,86.935875,,264.978025,263.609675,,212.341775,209.07055,
,86.94105,,265.012275,263.639825,,212.356225,209.098875,
,86.9457,,265.031,263.66945,,212.41015,209.141775,
,86.952625,,265.043025,263.68315,,212.4315,209.176175,
,86.957575,,265.144375,263.7024,,212.44655,209.210275,
,86.963275,,265.1702,263.730625,,212.458025,209.239,
,86.97,,265.17985,263.7624,,212.4697,209.258175,
,86.9766,,265.19205,263.8022,,212.482775,209.2842,
,86.98315,,265.221475,263.853425,,212.49485,209.321225,
,86.98875,,265.22375,263.886375,,212.5077,209.33205,
,86.99495,,265.23285,263.957525,,212.517075,209.34265,
,86.999175,,265.264125,264.015375,,212.5312,209.3865,
,87.017,,265.2767,264.0336,,212.5483,209.419775,
,87.02875,,265.362175,264.07865,,212.587625,209.465525,
,87.037125,,265.4281,264.12245,,212.6045,209.48825,
,87.048225,,265.479875,264.156975,,212.631675,209.5349,
,87.055675,,265.490725,264.199925,,212.75175,209.55685,
,87.0616,,265.54005,264.2267,,212.844825,209.578975,
,87.0692,,265.70425,264.2754,,212.897525,209.603575,
,87.081675,,265.718225,264.3196,,212.90915,209.635275,
,87.0901,,265.740425,264.3407,,212.93565,209.68265,
,87.096025,,265.765025,264.41765,,212.9479,209.722075,
,87.108175,,265.80755,264.472625,,212.95775,209.7576,
,87.115925,,265.917875,264.513125,,212.970175,209.7866,
,87.12425,,265.950775,264.585575,,213.0167,209.81995,
,87.130975,,265.95415,264.622425,,213.03525,209.833275,
,87.1367,,266.0203,264.66225,,213.075875,209.8564,
,87.144775,,266.118175,264.7044,,213.1235,209.8712,
,87.148575,,266.15695,264.7665,,213.27085,209.893025,
,87.153275,,266.196925,264.815175,,213.326675,209.9224,
,87.1612,,266.27185,264.834725,,213.33925,209.943275,
,87.1696,,266.289525,264.86885,,213.35065,209.9772,
,87.176075,,266.303175,264.913075,,213.359375,210.0162,
,87.1851,,266.32085,264.94345,,213.37365,210.0233,
,87.1951,,266.344425,264.982975,,213.39585,210.03875,
,87.203025,,266.373375,265.040225,,213.42325,210.063925,
,87.21065,,266.405525,265.04425,,213.447875,210.0793,
,87.217575,,266.419425,265.068125,,213.504425,210.1134,
,87.2251,,266.4302,265.1021,,213.520175,210.134825,
,87.2347,,266.4704,265.11925,,213.55915,210.177075,
,87.24405,,266.49225,265.171175,,213.58275,210.199675,
,87.251075,,266.667925,265.20855,,213.5958,210.226475,
,87.26305,,266.75685,265.236225,,213.649525,210.2433,
,87.268375,,266.783275,265.262475,,213.672025,210.28815,
,87.27845,,266.845925,265.298,,213.728875,210.30145,
,87.2846,,266.885425,265.324475,,213.745575,210.320675,
,87.291875,,266.903825,265.357525,,213.7956,210.35585,
,87.299075,,266.909625,265.409175,,213.81395,210.383,
,87.322725,,266.924575,265.43305,,213.8311,210.40225,
,87.332125,,266.974125,265.47395,,213.854725,210.432675,
,87.34195,,267.00645,265.52075,,213.908975,210.4572,
,87.358225,,267.02775,265.5471,,213.9282,210.483925,
,87.366675,,267.04385,265.604575,,213.9722,210.5052,
,87.375125,,267.059125,265.6361,,213.988075,210.528825,
,87.385175,,267.0631,265.673475,,214.0106,210.568125,
,87.394375,,267.068025,265.6992,,214.02685,210.58745,
,87.40125,,267.07385,265.787425,,214.047875,210.617675,
,87.412125,,267.0812,265.8155,,214.0718,210.6334,
,87.4191,,267.0867,265.83685,,214.0975,210.669975,
,87.4311,,267.098775,265.8749,,214.11705,210.6924,
,87.43925,,267.115175,265.90655,,214.15215,210.730175,
,87.448475,,267.122375,265.939475,,214.18445,210.759075,
,87.456025,,267.186975,265.975525,,214.204625,210.774775,
,87.46655,,267.204525,266.0058,,214.242275,210.807925,
,87.4778,,267.339475,266.040475,,214.2764,210.835025,
,87.4871,,267.3798,266.062275,,214.390825,210.85995,
,87.501875,,267.511,266.068975,,214.4324,210.88035,
,87.516325,,267.534825,266.090725,,214.459375,210.91,
,87.52615,,267.571625,266.098875,,214.472675,210.92875,
,87.54785,,267.578725,266.138425,,214.4859,210.946875,
,87.5607,,267.5861,266.209275,,214.502425,211.03115,
,87.56665,,267.59635,266.251525,,214.516175,211.0656,
,87.581275,,267.623175,266.32385,,214.535675,211.1052,
,87.592425,,267.642775,266.3548,,214.55445,211.12875,
,87.60135,,267.6616,266.395475,,214.575275,211.1581,
,87.614825,,267.70855,266.45645,,214.59475,211.177475,
,87.622,,267.7304,266.50385,,214.62355,211.229,
,87.636675,,267.7739,266.5363,,214.662575,211.281525,
,87.647825,,267.7869,266.56395,,214.730975,211.2968,
,87.6497,,267.867675,266.598825,,214.757775,211.310275,
,87.6693,,267.900275,266.652775,,214.76685,211.34225,
,87.687475,,267.905675,266.682275,,214.777525,211.366075,
,87.702975,,267.91185,266.724125,,214.807425,211.38275,
,87.7147,,267.921575,266.764625,,214.86065,211.411875,
,87.7248,,267.926425,266.809575,,214.90335,211.437,
,87.743725,,267.942775,266.843375,,214.937675,211.449825,
,87.75135,,267.950125,266.90305,,214.95205,211.46635,
,87.7609,,267.9691,266.9336,,214.969675,211.494175,
,87.7677,,268.0062,266.969175,,215.011125,211.5296,
,87.779425,,268.021975,267.013375,,215.030625,211.58285,
,87.7964,,268.04505,267.05145,,215.040875,211.624,
,87.826575,,268.073925,267.080575,,215.04755,211.640625,
,87.837575,,268.084425,267.1129,,215.064975,211.677575,
,87.855025,,268.0961,267.177925,,215.07145,211.70305,
,87.8671,,268.1658,267.22605,,215.0771,211.7334,
,87.8778,,268.193375,267.27505,,215.095225,211.75855,
,87.89655,,268.215225,267.335,,215.128675,211.783425,
,87.910775,,268.249875,267.38895,,215.1309,211.82925,
,87.91915,,268.27515,267.442625,,215.215275,211.86325,
,87.930525,,268.288375,267.471975,,215.22245,211.8965,
,87.9439,,268.32535,267.50975,,215.2602,211.92915,
,87.957975,,268.368225,267.546625,,215.273525,211.97285,
,87.9677,,268.397775,267.574975,,215.291125,212.01645,
,87.9802,,268.418225,267.6025,,215.3295,212.0499,
,87.990075,,268.430425,267.650325,,215.348775,212.080575,
,88.006125,,268.444875,267.679975,,215.35065,212.18735,
,88.024525,,268.484375,267.762075,,215.36185,212.2089,
,88.038625,,268.492625,267.79855,,215.397425,212.238725,
,88.05505,,268.505,267.826175,,215.4092,212.26285,
,88.063725,,268.53675,267.851225,,215.4261,212.29435,
,88.082675,,268.550775,267.894975,,215.451075,212.32285,
,88.09825,,268.55975,267.944175,,215.5096,212.3368,
,88.11955,,268.576675,267.9798,,215.53775,212.37285,
,88.13415,,268.586675,268.00915,,215.554675,212.405575,
,88.146025,,268.64525,268.050175,,215.5921,212.41015,
,88.15725,,268.64855,268.12595,,215.607175,212.430575,
,88.16865,,268.6863,268.14505,,215.63215,212.472275,
,88.1818,,268.71975,268.168025,,215.680375,212.5042,
,88.21145,,268.7642,268.188825,,215.693225,212.525525,
,88.221675,,268.7877,268.254425,,215.7074,212.543625,
,88.245125,,268.8017,268.28595,,215.748075,212.565625,
,88.259125,,268.817875,268.3094,,215.7689,212.580675,
