SPK_SPKC01a,SPK_SPKC02b,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC06a,SPK_SPKC08b,SPK_SPKC09a,SPK_SPKC10a,SPK_SPKC14a
,16.7515,104.82185,52.998825,44.804975,91.290325,37.644925,38.2695,77.5089
,16.771625,104.86735,53.006625,44.8255,91.32235,37.6647,38.3202,77.522825
,16.7845,104.9252,53.01695,44.8475,91.365075,37.686275,38.347525,77.554925
,16.8006,105.01105,53.04925,44.9104,91.4726,37.71395,38.38945,77.60695
,16.82665,105.1141,53.07375,44.96335,91.5019,37.74535,38.40815,77.668575
,16.84265,105.169175,53.1106,44.99175,91.5465,37.770475,38.429325,77.710525
,16.85705,105.231575,53.142375,45.03445,91.586325,37.8146,38.487625,77.841575
,16.868925,105.24345,53.1931,45.08635,91.6338,37.842825,38.514875,77.917975
,16.885425,105.35485,53.233675,45.1261,91.676975,37.866075,38.563425,77.999525
,16.90125,105.46065,53.270475,45.153175,91.7108,37.881625,38.5907,78.004225
,16.922075,105.5218,53.28795,45.1887,91.734375,37.89535,38.624425,78.0702
,16.925075,105.55465,53.325375,45.249575,91.764875,37.936725,38.660175,78.07685
,16.93755,105.607175,53.4267,45.285725,91.798275,37.962225,38.708875,78.104575
,16.94585,105.635725,53.452175,45.3235,91.833825,37.984125,38.7573,78.126375
,16.951725,105.710175,53.46315,45.345575,91.88135,38.010725,38.78075,78.19625
,16.959075,105.7841,53.511475,45.371075,91.89735,38.034625,38.8197,78.2233
,16.965675,105.8229,53.553525,45.412975,91.9485,38.072925,38.846625,78.3858
,16.987075,105.887375,53.689375,45.4396,91.976575,38.08995,38.8716,78.45265
,16.994475,105.973075,53.84585,45.47905,92.0172,38.105775,38.89395,78.4998
,17.0039,106.062825,53.85355,45.511525,92.0575,38.112325,38.924025,78.5245
,17.010375,106.119425,53.86735,45.5648,92.095925,38.12485,38.965175,78.54185
,17.01655,106.196775,53.871425,45.605425,92.138175,38.141025,39.0068,78.543925
,17.024525,106.26865,53.94025,45.642325,92.1841,38.16195,39.04485,78.57195
,17.031575,106.301475,53.9475,45.676025,92.232125,38.177975,39.066425,78.654175
,17.038725,106.389025,53.99935,45.717,92.278525,38.19145,39.092525,78.702825
,17.048375,106.5649,54.0207,45.7394,92.30615,38.209875,39.127375,78.73585
,17.05835,106.746325,54.024,45.781025,92.373725,38.232175,39.166225,78.829475
,17.06465,106.800325,54.029525,45.817675,92.403075,38.25715,39.207825,78.83825
,17.072775,106.91875,54.05605,45.847025,92.4703,38.280775,39.272125,78.91745
,17.080025,106.9787,54.1101,45.8895,92.529025,38.308825,39.30145,78.9699
,17.089225,107.044725,54.134975,45.908375,92.5531,38.333325,39.319525,79.0703
,17.094675,107.1044,54.15835,45.95795,92.588475,38.368975,39.339475,79.1145
,17.1021,107.208825,54.1728,45.9842,92.68125,38.385025,39.3558,79.166975
,17.10765,107.2761,54.18605,46.0188,92.7083,38.4015,39.3965,79.2138
,17.11945,107.340725,54.19005,46.06935,92.7988,38.45975,39.432325,79.27155
,17.125175,107.429425,54.2312,46.0903,92.846125,38.4735,39.473275,79.3239
,17.129725,107.59575,54.236425,46.1338,92.8862,38.50215,39.508625,79.341825
,17.136775,107.6648,54.29195,46.1582,92.9284,38.54275,39.524675,79.3697
,17.143875,107.693475,54.3118,46.1881,92.96465,38.56045,39.561875,79.56865
,17.150775,107.724825,54.34015,46.209825,93.001,38.576975,39.589425,79.7069
,17.157875,107.83105,54.34615,46.2229,93.02725,38.595525,39.60475,79.80215
,17.1636,107.8869,54.3615,46.256575,93.084375,38.683675,39.6257,79.932925
,17.1727,107.904775,54.390125,46.292775,93.1405,38.73455,39.646125,80.07575
,17.18105,108.056575,54.4204,46.343825,93.193,38.7513,39.668025,80.357425
,17.19015,108.0991,54.446025,46.3719,93.2228,38.777325,39.695925,80.634175
,17.2038,108.155225,54.4564,46.42255,93.25615,38.827875,39.715675,80.67805
,17.219825,108.20985,54.463825,46.4494,93.27245,38.853825,39.736325,81.020025
,17.229875,108.282925,54.46985,46.50225,93.295575,38.876375,39.760225,81.1713
,17.2359,108.417525,54.499825,46.529575,93.32275,38.957075,39.79505,81.25765
,17.244,108.513,54.607375,46.558275,93.374,38.972975,39.83105,81.341225
,17.250625,108.631,54.641125,46.59275,93.407525,38.988425,39.8336,81.455175
,17.25755,108.671125,54.68695,46.631725,93.416975,39.005325,39.86885,81.557
,17.26295,108.749475,54.701225,46.664975,93.45405,39.03945,39.8873,81.733225
,17.278075,108.761525,54.723325,46.7137,93.508225,39.08875,39.9189,81.946475
,17.28645,108.7873,54.732775,46.75485,93.52885,39.1063,39.936925,82.001
,17.2937,108.8123,54.7421,46.7924,93.55975,39.147475,39.975025,82.092225
,17.30485,108.8418,54.7488,46.828175,93.587575,39.213875,40.003075,82.112725
,17.314925,108.89585,54.75365,46.8526,93.651075,39.255,40.026075,82.206
,17.322,108.90985,54.768425,46.878075,93.678975,39.27335,40.05285,82.27905
,17.332175,108.945725,54.787425,46.913525,93.728275,39.298775,40.089875,82.340125
,17.345725,109.0165,54.798,46.946625,93.771125,39.314625,40.104375,82.37145
,17.35475,109.072375,54.823625,46.98225,93.83705,39.343075,40.140025,82.411175
,17.3648,109.148625,54.834125,47.006075,93.890475,39.362625,40.1803,82.4832
,17.37645,109.196025,54.845375,47.05365,93.933725,39.37705,40.204475,82.540975
,17.39035,109.2725,54.875925,47.106975,93.9763,39.411375,40.23005,82.6357
,17.39925,109.32015,54.902175,47.15085,94.01785,39.428025,40.268475,82.679825
,17.40855,109.356075,54.923075,47.1902,94.0852,39.444875,40.306475,82.711075
,17.41655,109.454025,54.97105,47.218075,94.119225,39.46245,40.34635,82.7498
,17.425275,109.501575,54.997025,47.265075,94.192175,39.47465,40.3876,82.81745
,17.4369,109.71155,55.00575,47.30495,94.236375,39.50885,40.43065,82.82665
,17.447475,109.756375,55.063025,47.35765,94.309575,39.54835,40.451525,82.874175
,17.456825,109.8033,55.085225,47.38955,94.348675,39.571725,40.4757,82.897875
,17.483375,109.86305,55.09705,47.419075,94.385525,39.698975,40.497875,82.913875
,17.49415,109.929425,55.12265,47.450125,94.43465,39.713325,40.52035,82.975225
,17.503375,110.011175,55.180875,47.45185,94.467425,39.745025,40.544125,83.01125
,17.514675,110.0546,55.18715,47.480425,94.5282,39.763675,40.57095,83.09045
,17.526975,110.170025,55.195,47.5068,94.573875,39.8073,40.60465,83.129625
,17.537,110.190975,55.218575,47.5361,94.60855,39.827125,40.631375,83.185625
,17.546475,110.242375,55.2436,47.571425,94.670325,39.903225,40.653225,83.187875
,17.559525,110.292825,55.257125,47.604,94.716425,39.9471,40.674025,83.2195
,17.576125,110.44355,55.28625,47.636225,94.7787,40.01155,40.701075,83.264225
,17.58715,110.5582,55.305975,47.681,94.865775,40.04095,40.74155,83.3236
,17.597,110.611725,55.489125,47.7082,94.907175,40.055675,40.7625,83.3609
,17.6048,110.7268,55.511025,47.7245,94.95565,40.153375,40.7859,83.421575
,17.61865,110.83625,55.53595,47.734425,94.98455,40.1822,40.81915,83.44355
,17.633925,110.881825,55.557775,47.755725,95.0371,40.206075,40.849075,83.491125
,17.63935,110.96075,55.6113,47.7787,95.0638,40.225775,40.873825,83.55505
,17.6453,111.0355,55.694275,47.803125,95.139325,40.250225,40.911325,83.562975
,17.6729,111.109375,55.7062,47.852575,95.179225,40.265875,40.9317,83.64625
,17.692475,111.253175,55.741375,47.925175,95.224025,40.286025,40.9783,83.718
,17.715775,111.293875,55.75325,47.9743,95.315775,40.332825,41.007625,83.74605
,17.733275,111.3517,55.779375,48.00785,95.3567,40.355175,41.028325,83.773575
,17.743675,111.3795,55.78585,48.0289,95.417,40.39465,41.062225,83.776275
,17.75385,111.4044,55.865225,48.0552,95.443225,40.419325,41.128575,83.84805
,17.769525,111.490025,55.932625,48.084025,95.494125,40.435725,41.17985,84.005075
,17.77835,111.553675,56.013575,48.130725,95.561775,40.45695,41.21235,84.052075
,17.790125,111.6057,56.0396,48.15975,95.619025,40.491125,41.23435,84.11235
,17.799875,111.700875,56.05755,48.197975,95.6664,40.5353,41.264875,84.1919
,17.82105,111.743775,56.064175,48.29135,95.732075,40.55545,41.3093,84.304675
,17.832975,111.787225,56.109,48.3238,95.798225,40.57765,41.343125,84.513075
,17.8456,111.898825,56.170675,48.376325,95.84635,40.596675,41.383875,84.6006
,17.85445,111.908925,56.220275,48.4504,95.853375,40.614425,41.409625,84.697675
,17.8655,112.012625,56.259575,48.4879,95.8716,40.66705,41.43295,84.858825
,17.8734,112.0633,56.36315,48.5282,95.910375,40.6863,41.489275,85.0017
,17.88805,112.17735,56.38455,48.56025,95.959,40.711775,41.52065,85.011425
,17.899775,112.237675,56.428075,48.6246,96.00755,40.729375,41.542525,85.1271
,17.91295,112.308875,56.43905,48.70015,96.054825,40.775775,41.569825,85.1983
,17.9322,112.3903,56.521075,48.725675,96.0838,40.796725,41.604125,85.2356
,17.946975,112.4306,56.555075,48.74595,96.120225,40.812525,41.63955,85.25205
,17.957725,112.4623,56.563475,48.774975,96.166925,40.8656,41.6718,85.289325
,17.977075,112.627725,56.57205,48.842825,96.218625,40.915325,41.73415,85.333775
,17.989725,112.67,56.5811,48.865275,96.23645,40.965475,41.74215,85.38505
,18.003625,112.7894,56.62505,48.88165,96.2839,40.98405,41.77415,85.486725
,18.0171,112.943925,56.74145,48.926275,96.3404,41.009275,41.80485,85.55535
,18.0321,113.01825,56.7534,48.962075,96.3771,41.0336,41.837925,85.6372
,18.04635,113.06525,56.763625,49.01675,96.4324,41.048225,41.8628,85.752975
,18.063175,113.114375,56.860975,49.04935,96.48415,41.075425,41.9347,85.8057
,18.082725,113.11625,57.0054,49.0819,96.5269,41.081,41.956225,85.8254
,18.0861,113.3208,57.0434,49.10735,96.57885,41.098625,41.984775,85.89065
,18.096475,113.433325,57.13505,49.130575,96.624575,41.1245,42.005275,86.014825
,18.108475,113.518,57.162175,49.14705,96.663225,41.147725,42.04325,86.044425
,18.126225,113.727125,57.258875,49.22315,96.703725,41.21615,42.07925,86.142325
,18.1494,113.779725,57.291575,49.269025,96.74795,41.236225,42.115575,86.2128
,18.16775,113.870075,57.405625,49.300275,96.770675,41.29225,42.155375,86.25565
,18.18135,113.93885,57.437875,49.365425,96.81725,41.31175,42.17995,86.32025
,18.194575,113.944975,57.540125,49.417125,96.8611,41.335525,42.218875,86.4252
,18.20685,113.95325,57.5774,49.4673,96.942725,41.3986,42.248,86.439825
,18.2175,114.011825,57.6241,49.495125,96.989325,41.42165,42.26625,86.474125
,18.233375,114.05625,57.787175,49.521325,97.0307,41.4846,42.29435,86.5033
,18.251,114.177325,57.79075,49.56165,97.065225,41.5087,42.315975,86.53765
,18.26215,114.229575,57.811425,49.61625,97.10245,41.531625,42.341675,86.634325
,18.2767,114.35695,57.975525,49.646725,97.151225,41.561975,42.364175,86.674325
,18.305225,114.379425,57.980875,49.68295,97.191675,41.574225,42.382175,86.81715
,18.310975,114.397075,57.9915,49.763975,97.2652,41.627575,42.42435,86.9144
,18.322425,114.427725,58.008525,49.83095,97.300525,41.655375,42.439475,86.981775
,18.330625,114.505,58.03845,49.8666,97.3324,41.67795,42.466775,87.1747
,18.3464,114.670325,58.107475,49.93845,97.347175,41.72525,42.500325,87.20805
,18.36685,114.7028,58.2066,49.977275,97.36655,41.742175,42.520275,87.45185
,18.37135,114.7256,58.264575,50.05335,97.386425,41.762,42.550525,87.6425
,18.381425,114.77225,58.27405,50.0872,97.4242,41.80255,42.5666,87.68835
,18.39545,114.80305,58.3241,50.12125,97.479075,41.814625,42.60675,87.785025
,18.407675,114.838575,58.334775,50.16255,97.5272,41.83435,42.6328,87.816025
,18.417975,114.898725,58.34275,50.21015,97.5414,41.849125,42.64035,87.882875
,18.448175,114.9475,58.3628,50.261825,97.5774,41.86855,42.682225,87.927625
,18.457825,114.9852,58.377725,50.294,97.615975,41.88815,42.704,87.945
,18.470375,115.03235,58.392775,50.341025,97.674375,41.928325,42.7285,87.963
,18.4838,115.084525,58.570025,50.403075,97.7066,41.9661,42.7536,88.0206
,18.497075,115.167775,58.57895,50.44545,97.7384,41.984775,42.777325,88.0942
,18.509325,115.20015,58.589225,50.4707,97.7804,42.00395,42.7892,88.1782
,18.533575,115.258825,58.61735,50.49985,97.849825,42.03115,42.855925,88.226625
,18.550275,115.3238,58.6773,50.52695,97.886575,42.059025,42.8761,88.37655
,18.57545,115.3652,58.82035,50.567575,97.9367,42.1001,42.909825,88.4439
,18.58135,115.4008,58.837475,50.57915,97.972,42.124525,42.931925,88.46265
,18.599025,115.46795,58.846525,50.613275,98.032075,42.179575,42.9499,88.509175
,18.613625,115.50415,58.96295,50.649325,98.064775,42.192125,42.971675,88.57345
,18.63205,115.60905,59.0315,50.69675,98.145725,42.225975,43.00815,88.679825
,18.6588,115.67845,59.0564,50.736825,98.204125,42.243225,43.0268,88.713575
,18.675225,115.745075,59.169875,50.77235,98.37975,42.261975,43.055975,88.83625
,18.727525,115.836375,59.181075,50.7893,98.430225,42.27865,43.10235,88.846325
,18.761275,115.883,59.194275,50.841375,98.51565,42.2978,43.146825,88.915475
,18.774925,115.909875,59.22305,50.870825,98.568475,42.360925,43.166825,88.9521
,18.78625,116.017925,59.28065,50.99835,98.6175,42.396225,43.19405,89.070225
,18.797725,116.1529,59.33975,51.033875,98.680425,42.45205,43.233525,89.114975
,18.808325,116.2372,59.3812,51.0841,98.7487,42.46675,43.268075,89.264625
,18.825875,116.305325,59.410175,51.127025,98.795375,42.468275,43.305325,89.323675
,18.8378,116.391425,59.5855,51.175125,98.8434,42.506,43.340475,89.419425
,18.857525,116.40175,59.588825,51.213875,98.92415,42.5219,43.3758,89.525775
,18.87,116.5342,59.6223,51.28005,98.97765,42.54765,43.398925,89.608425
,18.884525,116.605275,59.627475,51.308625,99.0075,42.56255,43.422425,89.680725
,18.90125,116.7273,59.639125,51.34485,99.05615,42.5804,43.452175,89.767675
,18.93865,116.8377,59.6434,51.39205,99.133425,42.5957,43.471975,89.8012
,18.968,116.953375,59.6538,51.439775,99.223025,42.6328,43.502425,89.91075
,18.99175,117.039875,59.77305,51.462575,99.285125,42.668325,43.5346,89.97095
,18.99955,117.1054,59.81785,51.516375,99.384525,42.69265,43.559,90.043275
,19.0123,117.238,59.838625,51.55295,99.455525,42.711825,43.58805,90.078275
,19.025475,117.277975,59.84355,51.584275,99.50745,42.73905,43.6214,90.13095
,19.0767,117.402,59.855525,51.613725,99.5428,42.758425,43.6524,90.261775
,19.101275,117.4177,59.860025,51.645,99.6146,42.7933,43.670125,90.301675
,19.10805,117.422,59.8702,51.670325,99.6655,42.81525,43.715725,90.33425
,19.1187,117.560625,59.873,51.715825,99.726325,42.837175,43.74995,90.3707
,19.13455,117.5993,59.88145,51.7636,99.78945,42.878825,43.809275,90.4307
,19.14905,117.6596,59.89115,51.78595,99.84035,42.898825,43.831025,90.4729
,19.15975,117.68435,59.897025,51.81815,99.887825,42.97305,43.8606,90.579
,19.17175,117.7386,59.903875,51.8699,99.93595,43.003925,43.8859,90.670475
,19.192725,117.7533,59.916175,51.9085,99.9995,43.023925,43.9163,90.707575
,19.2081,117.822025,59.92985,51.955575,100.07235,43.098775,43.94685,90.74775
,19.225475,117.8777,59.96225,52.0031,100.11075,43.122275,43.976125,90.8167
,19.23975,117.93315,59.978,52.0617,100.16515,43.1448,43.98465,90.83465
,19.25535,117.974575,60.014625,52.089425,100.220775,43.1918,44.00205,90.894675
,19.2695,118.018475,60.0176,52.1406,100.3,43.216675,44.038575,91.0091
,19.282825,118.15305,60.026675,52.16385,100.336975,43.28295,44.064675,91.08415
,19.297425,118.203725,60.048525,52.195975,100.39085,43.330575,44.089825,91.125275
,19.310475,118.23635,60.056725,52.2203,100.42715,43.332425,44.1244,91.25225
,19.324225,118.329325,60.07775,52.24475,100.476825,43.3543,44.1596,91.282625
,19.335675,118.41285,60.09885,52.33905,100.504075,43.372875,44.1985,91.35765
,19.343725,118.446575,60.1375,52.388375,100.5969,43.482,44.242375,91.407625
,19.3518,118.486675,60.14795,52.41055,100.629125,43.4979,44.26375,91.46375
,19.35915,118.5814,60.202725,52.4495,100.68025,43.513175,44.302325,91.657025
,19.3673,118.650475,60.2819,52.47645,100.718475,43.55455,44.356175,91.673575
,19.3766,118.6912,60.376225,52.5123,100.768775,43.5723,44.402975,91.69765
,19.388625,118.72735,60.389975,52.542525,100.844725,43.610125,44.43605,91.73905
,19.3987,118.7803,60.403525,52.56205,100.87435,43.62705,44.46805,91.81705
,19.40445,118.81665,60.460775,52.597925,100.9091,43.6412,44.50425,91.89165
,19.41145,118.8529,60.50365,52.6421,100.98405,43.6786,44.525775,91.903925
,19.424375,118.91865,60.514075,52.680775,101.066525,43.727,44.580925,91.93935
,19.4355,119.07345,60.531625,52.712575,101.1359,43.758625,44.629675,91.96925
,19.4473,119.11225,60.56525,52.7404,101.220325,43.862275,44.66725,92.0004
,19.45945,119.155925,60.758225,52.7646,101.265325,43.883625,44.698725,92.040575
,19.471225,119.20275,60.77175,52.784175,101.309,43.98165,44.7284,92.06795
,19.48025,119.238375,60.828325,52.82675,101.35845,44.05545,44.748975,92.09655
,19.494325,119.31655,60.84015,52.840025,101.403325,44.072575,44.77195,92.121125
,19.509375,119.3666,60.85105,52.861875,101.455125,44.14045,44.80115,92.175525
,19.527375,119.4186,60.8784,52.888975,101.506475,44.163525,44.827325,92.235325
,19.548925,119.483575,60.8851,52.9138,101.544075,44.2382,44.899875,92.2619
,19.56495,119.684025,60.9027,52.950525,101.58375,44.299625,44.921525,92.287375
,19.57675,119.7271,60.925025,52.9773,101.625325,44.317825,44.956525,92.332975
,19.59175,119.7736,60.947775,53.02095,101.711225,44.338975,44.974125,92.4345
,19.607125,119.913775,61.080625,53.030375,101.750525,44.3445,45.008925,92.462825
,19.625225,119.97045,61.08785,53.08145,101.773075,44.350425,45.033425,92.49815
,19.6443,120.02705,61.096775,53.1114,101.8194,44.3725,45.065325,92.503875
,19.665525,120.0806,61.116775,53.1292,101.8416,44.380825,45.091575,92.528725
,19.6819,120.21005,61.137475,53.1617,101.903175,44.391275,45.094875,92.549975
,19.695725,120.28715,61.151075,53.194975,101.951375,44.4242,45.141725,92.561075
,19.716225,120.33455,61.15415,53.227175,101.983,44.43265,45.170125,92.587625
,19.73445,120.3796,61.163525,53.2752,102.0071,44.445175,45.2144,92.6082
,19.749675,120.5565,61.204125,53.326375,102.039625,44.45605,45.246125,92.6668
,19.765975,120.567975,61.239825,53.382,102.0928,44.4789,45.273175,92.694425
,19.7794,120.6255,61.310975,53.405575,102.12725,44.4935,45.3079,92.723425
,19.808625,120.66875,61.322475,53.4394,102.159825,44.506725,45.344,92.877825
,19.832775,120.72465,61.340425,53.463175,102.194925,44.5438,45.3841,92.931025
,19.858475,120.789475,61.347675,53.506575,102.237575,44.5755,45.404375,92.98585
,19.893575,120.84245,61.3571,53.526975,102.2708,44.5865,45.425575,92.99105
,19.89505,120.9242,61.375175,53.5656,102.325475,44.648425,45.48925,92.99215
,19.95425,121.006925,61.396125,53.58595,102.385075,44.71745,45.507275,93.0477
,19.972225,121.0488,61.423975,53.60955,102.426,44.7573,45.5419,93.062375
,19.975925,121.092575,61.450925,53.654,102.452375,44.84105,45.573625,93.080075
,19.98685,121.162825,61.499875,53.67255,102.495275,44.8559,45.591,93.12685
,20.0075,121.21235,61.5228,53.698275,102.5755,44.898325,45.691,93.22325
,20.025775,121.26395,61.532175,53.7216,102.635525,44.91215,45.7223,93.2364
,20.05825,121.3183,61.54185,53.740375,102.667625,44.94295,45.75215,93.309425
,20.069625,121.36885,61.599375,53.764225,102.714425,44.969275,45.77485,93.3826
,20.091025,121.481075,61.67985,53.797825,102.7525,44.9867,45.801725,93.456375
,20.104375,121.55885,61.689125,53.817925,102.819825,45.048725,45.84505,93.494375
,20.107675,121.58665,61.7385,53.87625,102.8756,45.121325,45.872625,93.536
,20.112875,121.6324,61.792,53.9102,102.918325,45.142925,45.8946,93.5603
,20.1211,121.703375,61.801525,53.98115,102.9731,45.190075,45.91065,93.588825
,20.129025,121.777175,61.814575,54.013675,103.02435,45.2175,45.95,93.6202
,20.146625,121.876875,61.827525,54.054425,103.0729,45.24365,45.966975,93.640825
,20.154075,121.9446,61.867275,54.10515,103.1367,45.275575,46.01715,93.658125
,20.158475,122.08075,61.881775,54.1434,103.189225,45.313225,46.05485,93.77485
,20.164875,122.273725,61.98385,54.1764,103.22635,45.356225,46.05815,93.79765
,20.170225,122.337175,61.995,54.215075,103.25875,45.3801,46.069225,93.845875
,20.177625,122.3741,62.134575,54.25955,103.354325,45.3973,46.106575,93.896125
,20.1835,122.449225,62.143925,54.311025,103.41245,45.4229,46.125875,93.95185
,20.1902,122.5249,62.164725,54.353075,103.473125,45.525725,46.159475,93.981525
,20.197625,122.565375,62.18145,54.3841,103.50935,45.55015,46.18045,94.026
,20.20455,122.6286,62.20555,54.408625,103.605475,45.577425,46.20425,94.09185
,20.214075,122.674125,62.270725,54.44235,103.639375,45.59415,46.2429,94.1772
,20.22545,122.70965,62.29325,54.459225,103.762775,45.734825,46.26325,94.188725
,20.23355,122.81395,62.362575,54.49455,103.80555,45.782625,46.290725,94.213525
,20.252725,122.861425,62.3781,54.5264,103.856175,45.8312,46.34165,94.266025
,20.2604,122.918475,62.4168,54.548175,103.9334,45.968,46.373375,94.331075
,20.267475,122.99155,62.443575,54.565775,104.018,45.990775,46.41985,94.3735
,20.284725,123.077125,62.49065,54.57515,104.10555,46.01955,46.468075,94.475825
,20.29455,123.183225,62.49995,54.605575,104.14145,46.0368,46.4827,94.52525
,20.30435,123.255225,62.508475,54.627875,104.175675,46.074425,46.5057,94.530925
,20.31295,123.266,62.555025,54.6541,104.2455,46.111375,46.530725,94.7002
,20.322075,123.317725,62.582425,54.6895,104.313275,46.13405,46.5572,94.7324
,20.3369,123.364425,62.645525,54.76355,104.36805,46.15025,46.576925,94.750625
,20.3498,123.427425,62.657,54.788425,104.4539,46.167425,46.601875,94.7938
,20.3626,123.50295,62.73165,54.824375,104.53945,46.18495,46.636725,94.884575
,20.388875,123.647925,62.747125,54.849625,104.586525,46.2023,46.6509,94.893475
,20.405925,123.672475,62.748425,54.8866,104.652625,46.216825,46.722775,94.93875
,20.417275,123.706525,62.852175,54.90995,104.723675,46.243025,46.76435,94.979375
,20.434925,123.83825,62.8591,54.951825,104.759775,46.2477,46.8316,94.99835
,20.446275,123.97315,62.897925,54.98025,104.794325,46.265525,46.857725,95.038525
,20.470475,124.0194,62.917275,55.007975,104.8456,46.297325,46.8959,95.2434
,20.483225,124.083775,62.953125,55.03575,104.882475,46.3198,46.92175,95.3196
,20.492875,124.115775,62.96005,55.05895,104.928275,46.35655,46.9434,95.3647
,20.501225,124.125575,62.973275,55.1051,104.96905,46.408525,46.982,95.434175
,20.5163,124.15875,62.99875,55.1358,105.030725,46.437825,47.016775,95.483625
,20.52615,124.22305,63.023825,55.196625,105.086125,46.4566,47.060575,95.62
,20.5387,124.291975,63.086875,55.2152,105.165125,46.472075,47.097425,95.635575
,20.54695,124.39265,63.141025,55.24585,105.2374,46.4882,47.132875,95.712725
,20.558225,124.447725,63.156475,55.2632,105.3011,46.511225,47.161975,95.72655
,20.5661,124.4846,63.162575,55.3218,105.368675,46.532025,47.1867,95.79985
,20.575725,124.5239,63.1698,55.349175,105.45675,46.539425,47.20795,95.90285
,20.5838,124.720825,63.19085,55.381875,105.51555,46.552375,47.231325,95.94575
,20.59145,124.7675,63.199925,55.41265,105.5564,46.569575,47.279975,96.018075
,20.60155,124.89085,63.23765,55.450175,105.641125,46.62165,47.299875,96.0882
,20.610025,124.9901,63.24425,55.486625,105.7169,46.641275,47.33185,96.150025
,20.6312,125.019775,63.2811,55.52115,105.777575,46.71325,47.3766,96.1962
,20.641775,125.167975,63.30055,55.5923,105.8275,46.72955,47.407525,96.236675
,20.649375,125.2593,63.3341,55.64645,105.88655,46.74955,47.431625,96.283175
,20.655125,125.278225,63.341225,55.689075,105.969325,46.759475,47.451375,96.310625
,20.6622,125.30395,63.357025,55.7134,105.9883,46.76625,47.4859,96.352925
,20.66705,125.338,63.363625,55.74705,106.046675,46.784375,47.5102,96.3767
,20.67185,125.392325,63.36985,55.77325,106.090675,46.80115,47.520275,96.45635
,20.678475,125.4692,63.3813,55.8106,106.183475,46.828375,47.545925,96.5119
,20.684475,125.574175,63.390825,55.83695,106.29665,46.859425,47.558975,96.583675
,20.696075,125.60885,63.3985,55.877425,106.349125,46.872575,47.596775,96.592225
,20.705075,125.6973,63.40295,55.906425,106.41235,46.8925,47.633125,96.652525
,20.716675,125.7616,63.414275,55.935675,106.5023,46.941125,47.663825,96.7017
,20.7252,125.8579,63.42975,55.99095,106.547475,46.994325,47.681475,96.80695
,20.72835,125.9212,63.43395,56.03535,106.6021,47.012375,47.714775,96.829225
,20.733075,126.0923,63.448775,56.065475,106.641175,47.14255,47.737975,96.85785
,20.74175,126.136275,63.461375,56.098625,106.702725,47.188075,47.76965,96.890175
,20.753075,126.28285,63.518125,56.165675,106.7462,47.207925,47.804025,96.910375
,20.766025,126.3327,63.5405,56.204625,106.79625,47.279325,47.819375,96.993825
,20.7746,126.419575,63.562325,56.2369,106.9086,47.2987,47.84245,97.09435
,20.78325,126.541275,63.6272,56.2568,106.966575,47.313825,47.873275,97.177525
,20.79275,126.611475,63.6444,56.304825,107.016075,47.322925,47.9065,97.421325
,20.8136,126.665575,63.6699,56.37175,107.17635,47.338625,47.930625,97.457
,20.822825,126.734825,63.682125,56.387725,107.247025,47.356225,47.948675,97.575
,20.83285,126.790575,63.6869,56.419525,107.286825,47.373275,47.967675,97.6516
,20.841575,126.862875,63.697575,56.453075,107.34655,47.410575,48.0055,97.8165
,20.8505,126.918175,63.7462,56.48525,107.378225,47.431,48.0233,97.8586
,20.86075,126.963175,63.75165,56.518425,107.481325,47.44495,48.050625,97.963025
,20.877075,127.0195,63.7584,56.5475,107.5231,47.46795,48.096175,98.010025
,20.88655,127.08455,63.763025,56.597275,107.600875,47.4917,48.122875,98.05215
,20.893125,127.233575,63.78565,56.634125,107.669025,47.503075,48.152475,98.092425
,20.89695,127.25775,63.81665,56.6647,107.704325,47.53715,48.187625,98.113675
,20.907075,127.28655,63.822475,56.701775,107.7499,47.552825,48.209825,98.1244
,20.917275,127.30805,63.8363,56.72205,107.801475,47.56895,48.23685,98.164225
,20.9285,127.454425,63.84715,56.7925,107.846075,47.5867,48.27075,98.27345
,20.941575,127.56945,63.877275,56.831325,107.910725,47.601975,48.27365,98.348875
,20.9542,127.60515,63.89775,56.859125,107.9529,47.618875,48.307125,98.369
,20.97085,127.619975,63.939675,56.88405,108.011075,47.63545,48.339625,98.565025
,20.981475,127.72265,63.9799,56.95345,108.0697,47.654525,48.38095,98.613
,20.9922,127.7767,63.996825,56.999725,108.09865,47.7005,48.407925,98.661325
,21.0001,128.005575,64.00965,57.06595,108.155475,47.731675,48.433025,98.749625
,21.013575,128.080475,64.03145,57.0923,108.19405,47.7413,48.4755,98.80865
,21.03345,128.14265,64.079775,57.111525,108.247375,47.769675,48.50525,98.857625
,21.043875,128.291775,64.085025,57.14865,108.323925,47.8159,48.5303,98.9095
,21.057075,128.3488,64.10155,57.185125,108.367675,47.863275,48.56005,98.934525
,21.067275,128.43025,64.131925,57.2163,108.409475,47.90005,48.597975,98.961275
,21.08875,128.5275,64.1529,57.249825,108.462025,47.9215,48.622375,99.0227
,21.102525,128.5643,64.1741,57.28,108.507675,47.961225,48.6429,99.0908
,21.118975,128.829375,64.194125,57.3226,108.5604,47.9814,48.67975,99.1756
,21.127825,128.887925,64.208425,57.32585,108.594075,48.068675,48.706325,99.3104
