SPK_SPKC04a (inhi),SPK_SPKC06a (inhi),SPK_SPKC09a (late exc),SPK_SPKC10a (exc),SPK_SPKC11a (inhi),SPK_SPKC11b (inhi),SPK_SPKC15a (inhi)
68.60055,55.734275,56.0541,134.298825,62.2186,50.394825,97.5524
68.640625,55.750125,56.07135,134.393675,62.236,50.4051,97.612
68.670375,55.772375,56.092125,134.477075,62.2495,50.41075,97.67015
68.70455,55.7809,56.11685,134.7183,62.312225,50.4298,97.7273
68.73565,55.80605,56.143,134.787425,62.324825,50.43835,97.8377
68.76225,55.831875,56.17105,134.84645,62.352975,50.4507,98.019425
68.80505,55.849375,56.19325,134.84945,62.368225,50.459025,98.06355
68.8382,55.86935,56.219525,135.34245,62.39365,50.47315,98.0793
68.875875,55.8842,56.240775,135.386125,62.431975,50.514875,98.227175
68.9159,55.898775,56.2755,135.4015,62.442025,50.5333,98.28825
68.9564,55.924125,56.30385,135.41815,62.456575,50.54605,98.34395
68.992375,55.935175,56.327025,135.42215,62.5033,50.556525,98.404275
69.0236,55.951475,56.344,135.45315,62.512425,50.56655,98.53635
69.08055,55.982825,56.352475,135.4867,62.5499,50.591275,98.6047
69.19225,56.019925,56.37125,135.76415,62.58155,50.60215,98.66165
69.234025,56.03735,56.394625,135.84185,62.604725,50.61515,98.709675
69.2862,56.090825,56.413025,136.09975,62.63645,50.62785,98.82475
69.3574,56.145025,56.42145,136.18015,62.688325,50.6471,98.90335
69.368475,56.159125,56.4567,136.221375,62.6951,50.6538,98.9743
69.420325,56.18315,56.46535,136.2492,62.797875,50.65845,99.0375
69.4388,56.202825,56.4811,136.367,62.8632,50.67105,99.102625
69.466725,56.21355,56.53085,136.746525,62.870425,50.677575,99.167
69.5024,56.2253,56.545575,136.85175,62.882475,50.684625,99.230225
69.530925,56.2443,56.5737,136.9366,62.908475,50.693225,99.2874
69.5923,56.256975,56.583325,136.977825,62.929725,50.705425,99.333075
69.65795,56.27775,56.595375,137.04085,62.964975,50.7193,99.40555
69.727675,56.309875,56.617375,137.399075,63.00725,50.727425,99.4675
69.780275,56.329125,56.6371,137.517775,63.0366,50.74105,99.546575
69.80715,56.3558,56.64605,137.86905,63.04765,50.749775,99.620125
69.820075,56.399475,56.68165,137.95485,63.0711,50.76445,99.679675
69.85185,56.44325,56.7091,137.993625,63.09295,50.773325,99.7357
69.864575,56.4831,56.7358,138.12275,63.10325,50.793525,99.8
69.8909,56.50065,56.787725,138.4771,63.118725,50.8153,99.8612
69.903525,56.514175,56.808375,138.53945,63.18635,50.8272,100.049775
69.933175,56.547375,56.8545,138.6204,63.20805,50.839075,100.113025
69.955825,56.5615,56.8994,138.90445,63.220875,50.854425,100.23315
69.976275,56.575425,56.9418,139.17785,63.24365,50.861325,100.2957
70.0237,56.5868,56.9588,139.393275,63.282625,50.9337,100.356625
70.06585,56.601925,56.9681,139.447225,63.322775,50.939925,100.474475
70.0724,56.616625,56.979725,139.6194,63.37025,50.968625,100.6294
70.107375,56.63185,56.997675,139.78575,63.379075,50.9787,100.68765
70.14595,56.65605,57.02285,139.89105,63.403875,50.9885,100.745275
70.19935,56.71245,57.0413,139.970225,63.426175,50.996725,100.813325
70.234725,56.72915,57.062075,140.015475,63.4403,51.013075,100.86985
70.25505,56.74405,57.1071,140.131925,63.470375,51.035375,100.947975
70.32425,56.759925,57.135975,140.49975,63.53595,51.047825,101.019175
70.358825,56.787975,57.159225,140.5474,63.544825,51.056675,101.104525
70.414775,56.81065,57.18175,140.85505,63.557975,51.066775,101.1842
70.44535,56.8296,57.2324,140.934475,63.64545,51.078175,101.328275
70.461525,56.837225,57.2409,141.1128,63.6623,51.085825,101.392
70.487775,56.848825,57.258775,141.3905,63.6788,51.0994,101.473425
70.517575,56.88675,57.2877,141.4246,63.69245,51.107025,101.53705
70.54975,56.90165,57.355925,141.452825,63.705125,51.134725,101.611
70.583525,56.919825,57.3688,141.508475,63.741925,51.1402,101.75165
70.609925,56.93085,57.386525,141.637125,63.76325,51.154925,101.817025
70.65125,56.9533,57.403175,141.82015,63.7742,51.162375,101.86785
70.682275,56.9667,57.41775,141.88865,63.798675,51.168775,102.011325
70.73905,56.99655,57.428425,141.946775,63.8009,51.176025,102.08015
70.83095,57.013575,57.441025,142.27695,63.832725,51.197125,102.151175
70.8661,57.03505,57.44895,142.49095,63.84735,51.2169,102.217875
70.8879,57.051675,57.459775,142.552,63.8709,51.22485,102.2957
70.901725,57.06575,57.4742,142.59715,63.9596,51.241225,102.366925
70.918125,57.100225,57.489625,142.640725,63.979925,51.28095,102.415825
70.937325,57.1118,57.5047,142.688375,64.1139,51.28775,102.469875
70.9537,57.1261,57.52195,142.713475,64.127525,51.304725,102.52895
70.9684,57.139875,57.5882,142.8046,64.1444,51.3121,102.582175
70.9885,57.156675,57.6066,142.844475,64.159025,51.336875,102.6317
71.0019,57.1766,57.646225,142.9754,64.18525,51.350075,102.68685
71.01855,57.198625,57.665075,143.1119,64.22195,51.375475,102.745125
71.108225,57.232125,57.681375,143.3251,64.250075,51.395425,102.815475
71.20785,57.2527,57.696275,143.38705,64.259225,51.4184,102.83105
71.31705,57.274275,57.714475,143.584,64.271875,51.4335,102.8457
71.346275,57.2838,57.72025,143.6171,64.290525,51.44305,102.85845
71.361825,57.2994,57.745475,143.654725,64.320125,51.452425,102.877075
71.3737,57.341875,57.7709,143.756,64.34265,51.458775,102.886825
71.385175,57.355075,57.797675,143.9605,64.38975,51.482875,102.896225
71.3999,57.3719,57.869325,143.9887,64.39865,51.49375,102.905075
71.4154,57.386275,57.891775,144.151,64.4311,51.499,102.9137
71.422925,57.4011,57.9174,144.279475,64.461875,51.508075,102.9233
71.436175,57.45075,57.938025,144.3096,64.496475,51.51785,102.940125
71.4539,57.4612,57.95335,144.3455,64.51135,51.539725,102.948575
71.493225,57.48475,57.9798,144.6196,64.535325,51.544925,102.95725
71.510075,57.506425,57.990025,144.651625,64.5508,51.551825,102.9669
71.5366,57.52515,58.001725,144.67815,64.576875,51.561075,102.984975
71.565,57.545875,58.008075,144.720325,64.629975,51.567625,103.015775
71.628075,57.561375,58.014725,144.9684,64.731675,51.573575,103.038625
71.688025,57.578125,58.0329,145.0105,64.73715,51.58405,103.0633
71.79075,57.5991,58.0421,145.148975,64.7494,51.595925,103.075325
71.827125,57.629725,58.066,145.36955,64.765075,51.6143,103.088475
71.867525,57.642275,58.096125,145.724225,64.796475,51.62005,103.102325
71.887975,57.65575,58.137225,145.867525,64.825325,51.637075,103.147275
71.944975,57.669525,58.170675,145.90165,64.838325,51.643375,103.16425
71.969225,57.68435,58.19445,145.935275,64.85855,51.65965,103.180125
71.992775,57.701425,58.2186,145.970875,64.87095,51.672525,103.19795
72.028875,57.7215,58.241875,146.0817,64.90755,51.678725,103.215375
72.054225,57.735825,58.25545,146.12515,64.94895,51.686575,103.254075
72.08145,57.770825,58.262225,146.165525,65.053325,51.694575,103.2773
72.120475,57.789675,58.2723,146.2589,65.071725,51.704175,103.300575
72.2058,57.82835,58.2799,146.30775,65.1034,51.71225,103.322125
72.28105,57.851025,58.2916,146.538575,65.13355,51.719625,103.3739
72.3366,57.8768,58.3137,146.636475,65.15325,51.73435,103.403425
72.3944,57.90015,58.346775,146.695025,65.1672,51.742525,103.430675
72.413025,57.9127,58.37215,146.735275,65.17835,51.750825,103.46035
72.4387,57.9246,58.40015,146.7392,65.19085,51.7578,103.4951
72.487825,57.937725,58.423025,146.7707,65.23155,51.763225,103.525725
72.5018,57.957875,58.441975,146.7954,65.250075,51.782125,103.56205
72.515175,57.970775,58.45395,147.0572,65.268375,51.787225,103.6017
72.545975,57.97825,58.480175,147.091925,65.273225,51.8056,103.636175
72.57865,57.98695,58.509675,147.124375,65.28545,51.8155,103.67305
72.611925,58.000325,58.536575,147.415125,65.32055,51.825575,103.71145
72.647275,58.00775,58.541225,147.488375,65.353125,51.839475,103.80195
72.695875,58.01995,58.5522,147.5179,65.37015,51.846525,103.845825
72.729075,58.030125,58.5578,147.551,65.385075,51.8534,103.887
72.818925,58.044475,58.58095,148.021925,65.409925,51.864475,103.9396
72.8702,58.067375,58.5934,148.060625,65.427175,51.896,103.992475
72.91225,58.0797,58.6062,148.0998,65.450375,51.91125,104.149525
72.963625,58.0911,58.622225,148.3183,65.564325,51.930375,104.200125
73.032575,58.113725,58.6346,148.4037,65.631225,51.945,104.2579
73.068675,58.132375,58.639475,148.699625,65.6545,51.95385,104.309925
73.116275,58.1544,58.66045,148.7378,65.671825,51.961825,104.3569
73.148675,58.173275,58.6894,148.76745,65.6828,51.9693,104.5672
73.18645,58.19095,58.706025,149.064625,65.70675,51.9817,104.62825
73.22185,58.20445,58.7179,149.193175,65.7262,51.98835,104.6812
73.269575,58.224225,58.726975,149.34465,65.7522,51.9952,104.73525
73.30315,58.2434,58.74315,149.391275,65.7707,52.00275,104.788575
73.350275,58.2579,58.766975,149.494125,65.79895,52.007425,104.970925
73.371925,58.27905,58.7778,149.788325,65.837825,52.0195,105.023475
73.398575,58.34255,58.800925,149.84915,65.85355,52.023975,105.086675
73.5222,58.364625,58.822175,149.921975,65.873625,52.033675,105.227025
73.570675,58.39105,58.8312,150.346675,65.889225,52.0497,105.279675
73.677025,58.4066,58.838775,150.379075,65.902425,52.058225,105.339475
73.7709,58.4231,58.848925,150.513625,65.913,52.06895,105.47905
73.833125,58.4555,58.859,150.59545,65.94185,52.07935,105.55475
73.9073,58.4835,58.87135,150.69355,65.967975,52.08645,105.635825
73.989075,58.5054,58.880825,150.788125,65.99905,52.094975,105.689825
74.03985,58.526175,58.893075,150.83715,66.107125,52.12855,105.751125
74.1128,58.563375,58.9186,150.867825,66.122025,52.141325,105.81295
74.156875,58.579525,58.9331,150.930825,66.13175,52.155025,105.881325
74.18975,58.599975,58.946475,151.40355,66.149875,52.176725,105.952325
74.2157,58.634825,58.961525,151.4521,66.16505,52.2049,106.020375
74.2555,58.643175,58.985775,151.466075,66.208775,52.227425,106.16405
74.3524,58.66235,58.995475,151.486625,66.25435,52.26005,106.221675
74.4199,58.682575,59.01275,151.83075,66.271025,52.273225,106.278975
74.4993,58.703625,59.03435,151.89405,66.2868,52.316325,106.33125
74.563875,58.725975,59.05985,152.180725,66.294025,52.323525,106.38535
74.619625,58.74435,59.080175,152.2092,66.315675,52.3287,106.442775
74.64875,58.756875,59.118625,152.5858,66.34415,52.335075,106.502825
74.7056,58.768875,59.132475,152.647125,66.367,52.352225,106.578075
74.734575,58.784625,59.144125,152.7901,66.394325,52.360775,106.67865
74.75805,58.800125,59.1627,152.867,66.45545,52.369325,106.80355
74.79045,58.81505,59.195875,152.943425,66.48425,52.37875,106.871225
74.8895,58.8224,59.20685,152.99185,66.54325,52.38695,106.9707
74.979025,58.83835,59.229225,153.040725,66.61365,52.392575,107.0515
75.04785,58.850475,59.2525,153.080325,66.621575,52.4079,107.13295
75.107375,58.8637,59.327025,153.374375,66.66445,52.415625,107.2509
75.13855,58.874975,59.36665,153.4183,66.674575,52.431525,107.3113
75.165475,58.894525,59.386575,153.49405,66.69785,52.438575,107.40065
75.202275,58.90805,59.40565,153.554025,66.71265,52.452425,107.4573
75.226975,58.929925,59.432375,153.654675,66.739075,52.464,107.537925
75.24025,58.951025,59.447725,153.67105,66.77955,52.486125,107.602275
75.270125,58.959875,59.475125,153.89025,66.8287,52.492975,107.6591
75.303625,58.98405,59.4871,153.966475,66.838275,52.501025,107.73815
75.32975,59.0019,59.4922,154.046575,66.87245,52.506975,107.796825
75.369775,59.014625,59.497075,154.099675,66.91945,52.5177,107.86345
75.429875,59.0398,59.501975,154.3374,66.9677,52.5371,107.912775
75.5076,59.048125,59.5077,154.357125,66.99275,52.551925,107.974225
75.6561,59.050925,59.51485,154.449475,67.004325,52.55795,108.037475
75.691925,59.069325,59.519325,154.798175,67.023775,52.5787,108.102925
75.725825,59.08345,59.5246,154.96415,67.09215,52.587425,108.171225
75.7628,59.1191,59.53755,155.023175,67.103125,52.603025,108.2625
75.7985,59.135325,59.544825,155.07415,67.116475,52.629925,108.326875
75.862025,59.156275,59.553525,155.126475,67.133475,52.657375,108.3886
75.945825,59.17535,59.5699,155.1544,67.14555,52.696175,108.447825
75.9771,59.200775,59.578925,155.39085,67.164225,52.712075,108.506575
76.013775,59.216575,59.5898,155.421575,67.2011,52.719675,108.565575
76.0356,59.234425,59.602775,155.454475,67.21425,52.72355,108.6146
76.0587,59.2599,59.60935,155.491375,67.226425,52.73865,108.656
76.0937,59.278475,59.6289,155.82695,67.238375,52.74305,108.781375
76.114675,59.296425,59.6439,155.830425,67.25525,52.751575,108.85355
76.149675,59.310625,59.6595,155.938275,67.2614,52.76245,108.921
76.19685,59.3253,59.673275,156.133325,67.2677,52.774525,108.98675
76.25205,59.3375,59.693825,156.30275,67.32235,52.795025,109.056375
76.305475,59.351725,59.721375,156.472575,67.349825,52.80035,109.11515
76.333875,59.385225,59.748575,156.536775,67.382525,52.80615,109.184725
76.418575,59.3966,59.775075,156.971325,67.41755,52.81885,109.251725
76.44995,59.41165,59.803225,157.06085,67.45325,52.832675,109.37415
76.493775,59.444975,59.8184,157.08825,67.4884,52.838975,109.53515
76.541875,59.465275,59.8388,157.209025,67.5065,52.845575,109.603
76.580075,59.507225,59.862725,157.283875,67.521275,52.85065,109.6727
76.619725,59.5261,59.885675,157.391575,67.5702,52.860575,109.745025
76.6412,59.54695,59.91895,157.52315,67.6033,52.87025,109.930675
76.6677,59.569125,59.9448,157.65065,67.613625,52.87825,109.999625
76.68585,59.5846,59.96005,157.731625,67.617975,52.884625,110.0796
76.7124,59.6114,59.975525,157.98205,67.645925,52.897875,110.2027
76.754875,59.632575,59.9894,158.01765,67.661025,52.90675,110.5126
76.814175,59.65085,59.99805,158.082825,67.673575,52.91395,110.593825
76.86605,59.669725,60.0126,158.135825,67.688125,52.93245,110.595
76.9256,59.685825,60.020625,158.644075,67.69945,52.9423,110.6605
76.957475,59.702,60.030675,158.76465,67.708325,52.9473,110.7262
77.00655,59.723925,60.043975,158.820475,67.7183,52.9552,110.79175
77.0683,59.7533,60.050525,158.862225,67.72585,52.97025,110.853025
77.12585,59.770175,60.067125,158.902475,67.7562,52.981,110.90135
77.153225,59.797025,60.079425,158.94215,67.786525,53.01695,110.98005
77.180425,59.822925,60.092525,159.242275,67.81955,53.023575,111.044725
77.2158,59.839925,60.10735,159.286,67.890225,53.034475,111.11495
77.248375,59.85225,60.13395,159.340875,67.917825,53.0483,111.1807
77.3001,59.8726,60.15175,159.3708,67.9391,53.070625,111.264475
77.423325,59.889375,60.1791,159.6092,67.984125,53.076475,111.330925
77.476675,59.91315,60.1891,159.700575,68.00545,53.0878,111.398975
77.516425,59.92885,60.2574,159.737475,68.046325,53.093525,111.475125
77.5406,59.94395,60.2877,159.787275,68.054975,53.1077,111.542625
77.5867,59.965875,60.306725,159.818625,68.068825,53.132,111.61915
77.6031,59.97855,60.33485,159.91065,68.0965,53.163575,111.696825
77.621125,60.001425,60.3588,160.241625,68.1139,53.173475,111.77035
77.635725,60.0168,60.38715,160.311275,68.141225,53.200525,111.850075
77.65365,60.039,60.402725,160.675375,68.156325,53.2083,111.925025
77.702975,60.0667,60.448975,160.69995,68.1989,53.225825,112.07105
77.74355,60.0833,60.4643,160.704125,68.203675,53.241525,112.212075
77.7616,60.11165,60.472825,160.775975,68.218725,53.2482,112.31695
77.80845,60.1256,60.51075,160.837,68.238525,53.259175,112.398125
77.853225,60.148225,60.5498,161.14455,68.273025,53.283275,112.4737
77.906825,60.17025,60.57035,161.167025,68.285525,53.30775,112.56775
77.952225,60.192,60.590175,161.21735,68.4192,53.316075,112.800475
78.0459,60.213075,60.628475,161.44015,68.427275,53.358475,113.03265
78.0964,60.236625,60.651875,161.8455,68.45575,53.3655,113.116175
78.13725,60.2529,60.703425,161.97745,68.542925,53.3899,113.1871
78.158625,60.282475,60.719025,162.024975,68.5716,53.398325,113.257275
78.184825,60.30055,60.763575,162.06185,68.606475,53.41625,113.317775
78.22155,60.3241,60.77945,162.2236,68.63435,53.428325,113.454325
78.24575,60.34065,60.7865,162.425975,68.652775,53.433075,113.527475
78.2735,60.3627,60.794075,162.490925,68.655625,53.44295,113.6112
78.318125,60.380425,60.810075,162.491975,68.6722,53.4544,113.684075
78.35335,60.401225,60.822875,162.8848,68.7066,53.462325,113.7528
78.4165,60.40855,60.83075,162.923225,68.7263,53.472575,113.8365
78.480575,60.423475,60.8442,162.952375,68.783375,53.480025,113.92625
78.560475,60.438075,60.8622,163.0028,68.789575,53.48815,113.99455
78.620225,60.445675,60.872425,163.1365,68.8414,53.49275,114.070975
78.67055,60.468975,60.903625,163.549475,68.863375,53.50125,114.22815
78.71685,60.5043,60.9316,163.654775,68.934125,53.505625,114.29995
78.75955,60.530875,60.9535,163.982675,68.965175,53.5147,114.45805
78.786225,60.551025,60.9818,164.033825,68.994175,53.52275,114.535825
78.828075,60.5755,61.012425,164.0697,69.027875,53.531175,114.59905
78.860775,60.5802,61.023525,164.119475,69.061425,53.54745,114.651925
78.9025,60.60745,61.036225,164.169325,69.074375,53.552725,114.717425
78.9418,60.6317,61.055425,164.21785,69.133275,53.57545,114.787425
78.97575,60.64675,61.083475,164.253975,69.168375,53.5875,114.8454
78.9966,60.670625,61.13165,164.6301,69.18305,53.595075,114.919325
79.02755,60.685025,61.1574,165.0095,69.33615,53.6059,114.984525
79.066175,60.6953,61.165,165.0993,69.375775,53.614475,115.119575
79.09635,60.712325,61.206125,165.1521,69.3982,53.6223,115.256625
79.13215,60.7403,61.222,165.1926,69.4209,53.631275,115.313675
79.16595,60.756675,61.23495,165.657475,69.427825,53.64115,115.427425
79.207625,60.776975,61.245475,165.715025,69.438975,53.655875,115.4852
79.249475,60.79875,61.260375,165.72665,69.460425,53.6623,115.548625
79.328275,60.8226,61.269475,165.7718,69.469775,53.674775,115.5974
79.40745,60.846375,61.29855,166.087675,69.533525,53.6806,115.737275
79.427475,60.934775,61.313875,166.118075,69.5826,53.691475,115.806575
79.45565,60.953375,61.325875,166.206175,69.606875,53.69635,115.877775
79.485775,60.97155,61.333175,166.525,69.624425,53.7044,115.99025
79.5119,60.9854,61.368975,166.571125,69.755475,53.715325,116.054725
79.54075,61.0139,61.37845,166.774975,69.7882,53.72915,116.1179
79.64875,61.0295,61.3883,167.068325,69.809475,53.739825,116.18665
79.7503,61.04475,61.4089,167.118325,69.825075,53.747125,116.315975
79.79895,61.04685,61.416825,167.158575,69.84625,53.759225,116.671825
79.8395,61.071725,61.433075,167.212275,69.858,53.7915,116.77365
79.874275,61.094675,61.46965,167.252125,69.883325,53.805775,116.8271
79.898175,61.116875,61.4902,167.63855,69.966225,53.823425,116.881
79.9277,61.141425,61.5031,167.71525,70.08575,53.8339,116.98195
79.979325,61.160025,61.522375,167.84385,70.104725,53.8431,117.037575
80.036225,61.174675,61.53955,168.198325,70.13505,53.848125,117.096325
80.101,61.1906,61.573925,168.2405,70.15225,53.87055,117.150825
80.14805,61.206,61.5893,168.710175,70.18015,53.878875,117.199425
80.2201,61.226975,61.602825,168.771025,70.221675,53.8906,117.25415
80.261575,61.24575,61.627225,168.858875,70.233725,53.89855,117.3387
80.310225,61.262775,61.6632,168.95095,70.251775,53.9663,117.406225
80.341175,61.27175,61.696325,168.99245,70.276875,53.9721,117.4774
80.374675,61.283625,61.711425,169.36875,70.309,53.981375,117.544
80.4051,61.313675,61.73185,169.417375,70.324025,53.99435,117.5975
80.421525,61.3385,61.75275,169.477375,70.36095,54.001275,117.65205
80.4397,61.360325,61.78545,169.87835,70.377225,54.013125,117.708475
80.466675,61.380775,61.811225,169.9362,70.420025,54.0398,117.7825
80.543825,61.404875,61.828625,169.941225,70.439,54.043275,117.84445
80.569875,61.422525,61.8402,169.99285,70.4452,54.05405,117.90615
80.59075,61.435425,61.848275,170.027275,70.461675,54.060825,117.987525
80.613625,61.471025,61.894175,170.0612,70.51205,54.07115,118.05095
80.642475,61.52815,61.913025,170.082925,70.54965,54.0771,118.129425
80.663025,61.548575,61.928375,170.2149,70.571575,54.08855,118.20215
80.718575,61.569325,61.9484,170.3905,70.59255,54.112825,118.36355
80.753125,61.5843,61.9593,170.4597,70.611375,54.13485,118.422125
80.873575,61.6122,61.969775,170.608175,70.62185,54.154025,118.492725
80.9075,61.644525,61.978875,170.660675,70.706575,54.176475,118.55215
80.9303,61.6784,62.00045,170.715875,70.72235,54.199275,118.6177
80.956525,61.69705,62.03955,170.979475,70.76865,54.21405,118.67875
80.981425,61.7185,62.0484,171.11865,70.871125,54.2242,118.7539
81.009025,61.7317,62.059275,171.148975,70.876775,54.227225,118.8257
81.033625,61.749325,62.07285,171.543975,70.905625,54.234375,118.903975
81.06815,61.7685,62.084775,171.60015,70.919725,54.245875,118.97345
81.11195,61.7901,62.096225,171.7163,70.9377,54.250425,119.046025
81.1543,61.803725,62.10725,171.751675,70.965,54.26035,119.105625
81.1664,61.821175,62.143425,171.793425,71.0574,54.27135,119.202725
81.23145,61.842025,62.17185,171.8573,71.0696,54.288025,119.419975
81.30765,61.864325,62.2252,172.074075,71.1001,54.292025,119.49145
81.3997,61.886825,62.287775,172.27745,71.146275,54.302,119.6196
81.502525,61.904825,62.31115,172.3629,71.187375,54.30805,119.68265
81.537325,61.925425,62.337375,172.58275,71.313425,54.318625,119.7462
81.592425,61.947375,62.347075,172.597175,71.3222,54.34025,119.83045
81.6583,61.976275,62.37695,172.6171,71.346875,54.347875,119.900625
81.6843,61.997775,62.401475,172.6955,71.366475,54.356925,119.96015
81.7695,62.015625,62.42755,172.752175,71.40405,54.368475,120.086575
81.80465,62.039825,62.440925,173.3445,71.4386,54.381725,120.28365
81.818775,62.064775,62.449325,173.41315,71.44725,54.3891,120.341225
81.845575,62.07655,62.459625,173.492625,71.4938,54.39375,120.413625
81.876725,62.094225,62.465825,173.536025,71.509275,54.4038,120.472125
81.9122,62.116475,62.47895,173.893775,71.607875,54.417775,120.607575
81.9521,62.131525,62.493675,174.0675,71.7053,54.425975,120.660975
82.029175,62.150225,62.507275,174.158575,71.712525,54.4319,120.79375
82.059775,62.165075,62.515125,174.2483,71.7798,54.4403,120.8571
82.102075,62.18605,62.52895,174.280075,71.80825,54.45965,120.922
82.138825,62.20155,62.540775,174.46755,71.866975,54.4679,120.9943
82.171475,62.2202,62.56845,174.506025,71.87995,54.47475,121.05185
82.257125,62.23815,62.592475,174.7572,71.898825,54.48465,121.114975
82.30785,62.275575,62.6325,174.79355,71.90835,54.489725,121.19515
82.337375,62.311375,62.67385,175.218925,71.93495,54.522725,121.319325
82.37315,62.3339,62.69405,175.346975,71.97465,54.529975,121.38535
82.409425,62.35095,62.72655,175.412475,72.002375,54.544075,121.509775
82.43505,62.3712,62.765825,175.615225,72.029425,54.5539,121.570475
82.5315,62.38795,62.77715,175.7464,72.055025,54.5634,121.623625
82.569625,62.409625,62.792125,176.142025,72.06615,54.5724,121.684
82.660925,62.422175,62.820825,176.242725,72.102925,54.586925,121.80605
82.7019,62.450925,62.85195,176.292775,72.134975,54.593025,121.867475
82.72835,62.4647,62.8861,176.340525,72.146775,54.6058,121.933425
82.7573,62.48965,62.903725,176.5912,72.195775,54.62335,122.0018
82.777675,62.519025,62.912625,176.628075,72.21035,54.6345,122.067275
82.789975,62.5397,62.9236,176.67225,72.222375,54.661225,122.131725
82.806325,62.575575,62.94195,176.92425,72.2985,54.66655,122.342725
82.8226,62.595275,62.961925,176.948525,72.33265,54.676075,122.41525
82.8324,62.60555,62.9817,176.984325,72.35235,54.691375,122.477875
82.84485,62.631225,62.998275,177.31275,72.4443,54.712225,122.551725
82.86195,62.6468,63.019675,177.389725,72.48435,54.7496,122.634675
82.901375,62.659475,63.0457,177.416725,72.497075,54.756525,122.697025
82.9354,62.68235,63.0715,177.5098,72.511875,54.7703,122.7579
82.97605,62.740475,63.0858,177.578425,72.536225,54.78025,122.827625
83.005325,62.792,63.12115,177.635475,72.5453,54.795925,122.894525
83.029725,62.8628,63.157875,177.734975,72.570925,54.811,122.965775
83.046275,62.87495,63.183425,178.082425,72.582425,54.819975,123.026775
83.068025,62.90265,63.19925,178.149175,72.61385,54.829125,123.097125
83.090775,62.932275,63.236975,178.54715,72.6358,54.84885,123.169275
83.132,62.95385,63.262775,178.582475,72.651075,54.863825,123.30555
83.170525,62.973125,63.275975,178.669525,72.671,54.875225,123.366575
83.207025,62.997675,63.29695,179.073825,72.703025,54.888375,123.413825
83.250475,63.03215,63.3278,179.1527,72.714975,54.91635,123.53545
83.2933,63.08975,63.36425,179.2592,72.729225,54.9307,123.604
83.37815,63.1308,63.3962,179.2979,72.7739,54.939125,123.744725
83.478825,63.163925,63.4267,179.571575,72.82455,54.96085,123.792775
83.5274,63.184225,63.48575,179.62505,72.850925,54.97055,123.856975
83.55025,63.19685,63.5073,179.6655,72.93455,54.978775,123.920575
83.576825,63.22985,63.52415,179.677875,72.991975,54.990025,123.98625
83.604125,63.24745,63.539675,179.76335,73.0212,54.9977,124.1715
83.62175,63.25995,63.55195,180.709225,73.036675,55.0108,124.231025
83.644975,63.274575,63.568125,180.766825,73.06635,55.043225,124.29615
83.68515,63.285325,63.598675,180.909975,73.079975,55.05955,124.35905
83.767,63.311925,63.604975,180.957075,73.0951,55.0691,124.4215
83.80025,63.325825,63.6154,181.08355,73.10975,55.08275,124.48435
83.83425,63.34785,63.622475,181.21555,73.12485,55.09295,124.5554
83.8848,63.402675,63.6394,181.368325,73.140075,55.098125,124.62925
83.920425,63.414675,63.670075,181.39285,73.14565,55.116825,124.7016
83.94625,63.4264,63.68125,181.56705,73.175875,55.124425,124.780875
83.980475,63.4455,63.68975,181.920725,73.1891,55.1349,124.837575
84.03045,63.46525,63.699425,181.977825,73.217825,55.141025,124.9075
84.050525,63.48865,63.703775,182.0118,73.26535,55.14885,124.9951
84.07625,63.5304,63.71615,182.0445,73.298075,55.167675,125.2237
84.123375,63.564025,63.720575,182.083675,73.31175,55.176425,125.303775
84.178125,63.5886,63.755925,182.28615,73.3312,55.1986,125.373475
84.20805,63.619275,63.786425,182.415525,73.35055,55.226225,125.47035
84.310225,63.6689,63.807625,182.4434,73.35435,55.232625,125.538125
84.340375,63.704775,63.81855,182.54715,73.362825,55.2529,125.601875
84.357875,63.724925,63.8467,182.8401,73.423975,55.26455,125.6591
84.374725,63.75755,63.89235,183.192875,73.439325,55.27175,125.719175
84.427275,63.7767,63.9017,183.3661,73.4494,55.291125,125.791925
84.4752,63.79385,63.947025,183.377475,73.47325,55.297,125.8573
84.50655,63.816075,63.97085,183.444075,73.4934,55.307775,125.9269
84.542575,63.834125,64.0084,183.703125,73.526375,55.334675,126.0413
84.6047,63.851025,64.02775,183.745125,73.546775,55.3439,126.0958
84.66115,63.86395,64.0382,183.831825,73.563875,55.351325,126.2173
84.69415,63.884325,64.055225,183.875775,73.61275,55.376825,126.27275
84.714525,63.8984,64.06955,184.15135,73.623775,55.4079,126.330575
84.749325,63.9136,64.097825,184.24985,73.640625,55.4224,126.391275
84.7712,63.925375,64.103575,184.32955,73.652475,55.448775,126.686825
84.8145,63.941475,64.13475,184.379725,73.6712,55.45395,126.758125
84.8365,63.95525,64.1489,184.643825,73.6892,55.48025,126.831325
85.0035,63.968125,64.171325,184.772675,73.704625,55.5016,126.910775
85.069,63.987375,64.179775,184.846875,73.72325,55.5111,126.964725
85.09175,64.0068,64.194825,185.21815,73.73555,55.5249,127.019525
85.108875,64.02445,64.206975,185.290025,73.7631,55.539075,127.08635
85.122575,64.038475,64.212475,185.3534,73.76915,55.553925,127.160425
85.13485,64.049225,64.22395,185.39875,73.780875,55.5688,127.22995
85.16125,64.0641,64.236,185.422575,73.7888,55.578625,127.29505
85.187225,64.080125,64.242375,185.4717,73.867175,55.58745,127.36785
