SPK_SPKC01a,SPK_SPKC06a,SPK_SPKC06b,SPK_SPKC08a,SPK_SPKC13a,SPK_SPKC13b
557.5028,,348.298775,341.030075,478.81835,
557.73165,,348.32335,341.046675,478.91955,
557.984375,,348.363425,341.05745,478.974475,
558.571075,,348.384075,341.061525,478.9991,
558.672525,,348.40135,341.071575,479.140075,
558.80045,,348.41165,341.084775,479.17215,
558.86205,,348.423625,341.100775,479.297625,
559.49975,,348.441075,341.299875,479.534625,
559.6772,,348.465075,341.357175,479.6022,
559.72935,,348.527925,341.397475,479.688475,
560.2648,,348.56495,341.48265,479.761225,
560.289175,,348.59535,341.561075,479.879375,
560.5641,,348.610725,341.636475,479.8961,
561.185,,348.636125,341.67365,479.9157,
561.268775,,348.658625,341.692875,479.92905,
561.475925,,348.68215,341.703475,479.94785,
561.8419,,348.7052,341.723725,479.96925,
561.85725,,348.734,341.757975,480.3194,
562.026125,,348.766175,341.848375,480.396025,
562.70175,,348.7872,341.90615,480.458025,
562.75605,,348.808125,341.968025,480.678325,
563.4227,,348.82325,342.005975,480.6859,
563.4716,,348.83625,342.016025,480.9022,
563.815325,,348.87265,342.0388,481.0087,
564.551325,,348.8972,342.05575,481.032225,
564.5766,,348.94,342.161525,481.063675,
564.59065,,348.95115,342.18455,481.135325,
564.807775,,348.963975,342.190275,481.18455,
564.84395,,349.000975,342.1958,481.459025,
565.014275,,349.0366,342.2248,481.5231,
565.16755,,349.069825,342.23445,481.620925,
565.208025,,349.08695,342.24115,481.720825,
565.37055,,349.1136,342.2487,481.851725,
565.60815,,349.140625,342.262625,481.968975,
565.672675,,349.158125,342.2662,482.1654,
566.030825,,349.18165,342.277625,482.37335,
566.047475,,349.190475,342.286525,482.437575,
566.079675,,349.23235,342.31645,482.5082,
566.261175,,349.28665,342.32205,482.74895,
566.477275,,349.3433,342.332775,482.826775,
566.49595,,349.36885,342.3536,482.835775,
566.7391,,349.410725,342.368,482.934525,
566.828525,,349.43895,342.38385,483.0926,
567.144675,,349.4603,342.39035,483.21455,
567.24605,,349.478425,342.4112,483.30875,
567.59645,,349.503325,342.4242,483.379475,
567.6012,,349.529475,342.4274,483.415575,
567.726375,,349.577425,342.43135,483.46735,
567.73385,,349.5964,342.443275,483.49205,
567.848775,,349.6198,342.446225,483.522725,
568.070975,,349.66605,342.4545,483.823725,
568.7615,,349.69145,342.456975,483.939475,
569.0962,,349.745,342.459575,484.1152,
569.3659,,349.779675,342.4622,484.221825,
569.7473,,349.836925,342.4649,484.5949,
570.013575,,349.8626,342.4724,484.664425,
570.103225,,349.91445,342.475025,484.68495,
570.630775,,349.94245,342.48775,484.805575,
570.992725,,349.958025,342.494575,484.99185,
571.5163,,349.965625,342.507,485.0028,
571.557525,,350.0671,342.51545,485.02445,
571.910975,,350.087825,342.5336,485.037575,
571.939625,,350.12275,342.542875,485.08095,
572.043925,,350.156375,342.5517,485.243475,
572.220425,,350.19325,342.5528,485.357025,
572.249225,,350.2198,342.556325,485.3964,
572.49015,,350.253025,342.56025,485.458,
572.4957,,350.277675,342.580875,485.54745,
572.55275,,350.30415,342.588225,485.7404,
572.584525,,350.330225,342.591925,485.7692,
572.61555,,350.376125,342.596675,485.788425,
572.8275,,350.412075,342.608175,485.91015,
573.040875,,350.454975,342.644025,486.042775,
573.0598,,350.469075,342.6501,486.1725,
573.095425,,350.52355,342.65745,486.26335,
573.109625,,350.55535,342.667925,486.783725,
573.235125,,350.590875,342.74475,487.264225,
573.345575,,350.61755,342.7486,487.293025,
573.5695,,350.653725,342.75445,487.457825,
574.07315,,350.6857,342.765175,487.53155,
574.074475,,350.739025,342.77755,487.59975,
574.2711,,350.7815,342.784825,487.644475,
575.147925,,350.8253,342.792425,487.6802,
575.2473,,350.851025,342.812125,487.8692,
575.289675,,350.87505,342.8628,487.8815,
575.4621,,350.899525,343.078175,488.05045,
575.58165,,350.924125,343.09415,488.1195,
576.016825,,350.948225,343.095475,488.287025,
576.066725,,350.991575,343.097525,488.299925,
576.098925,,351.03555,343.1271,488.40365,
576.1104,,351.06,343.133025,488.505325,
576.1481,,351.089675,343.137025,488.527125,
576.50945,,351.116775,343.147525,488.57175,
576.510825,,351.13085,343.15255,488.9743,
576.78605,,351.1573,343.161375,489.0288,
577.239575,,351.17615,343.166175,489.06305,
577.337175,,351.200425,343.167275,489.077325,
577.667375,,351.237525,343.177625,489.26995,
577.912825,,351.254425,343.18405,489.34725,
577.9526,,351.29955,343.2221,489.500825,
578.088775,,351.3124,343.2458,489.682725,
578.9399,,351.357025,343.284275,489.689375,
579.02375,,351.373425,343.298875,489.715725,
579.734575,,351.398725,343.30575,489.754175,
580.126075,,351.4174,343.33445,490.064325,
580.155225,,351.44605,343.337875,490.1752,
580.18055,,351.468725,343.359175,490.35145,
580.2522,,351.501725,343.368275,490.361925,
580.617875,,351.52275,343.3732,490.716025,
580.872975,,351.546125,343.386525,490.734,
581.18055,,351.5869,343.39945,491.00635,
581.595125,,351.622875,343.410125,491.034375,
582.495525,,351.640325,343.424425,491.23455,
582.5781,,351.670275,343.43095,491.3528,
582.637175,,351.69695,343.453375,491.361125,
582.926025,,351.721725,343.494425,491.622325,
582.982675,,351.74275,343.49645,491.804925,
583.233825,,351.766925,343.524325,492.025425,
583.334675,,351.783175,343.5278,492.051125,
583.386825,,351.79895,343.539075,492.1439,
583.439025,,351.8217,343.5449,492.272,
583.5479,,351.845475,343.555625,492.829025,
583.673275,,351.875275,343.56145,493.089,
583.9626,,351.912575,343.573425,493.236625,
584.2003,,351.93975,343.584375,493.28075,
584.297125,,351.9876,343.592525,493.361675,
584.753075,,352.006125,343.6023,493.375425,
584.9431,,352.02675,343.61535,493.49295,
585.56955,,352.0616,343.619475,493.499625,
585.65,,352.101225,343.63835,493.819475,
585.704875,,352.1199,343.707925,493.82835,
585.89945,,352.135825,343.75055,494.194775,
585.92395,,352.155,343.8165,494.2009,
586.20385,,352.16775,343.882775,494.25385,
586.597075,,352.18155,343.9952,494.33705,
586.59855,,352.190925,344.031375,494.5433,
586.64445,,352.217225,344.052125,494.574675,
586.65705,,352.250075,344.089175,494.73625,
586.6734,,352.271925,344.1224,494.817825,
586.767825,,352.286175,344.18455,495.130475,
587.023025,,352.322925,344.214625,495.146425,
587.491175,,352.35225,344.243475,495.22335,
587.61375,,352.380025,344.2742,495.345675,
587.681475,,352.4214,344.2793,495.529175,
588.212275,,352.448275,344.28395,495.776425,
588.352125,,352.47725,344.28825,496.03115,
588.6087,,352.507425,344.31615,496.0441,
588.7642,,352.52875,344.328825,496.1115,
588.795325,,352.540275,344.3455,496.61365,
588.825825,,352.54215,344.35015,496.637925,
588.9489,,352.5651,344.360525,496.72255,
588.99225,,352.580925,344.3657,496.8934,
588.993875,,352.61105,344.3892,496.961,
589.65135,,352.6276,344.4147,497.046625,
589.77815,,352.645325,344.433225,497.39205,
589.8861,,352.67855,344.48175,497.787725,
589.94485,,352.707275,344.487925,498.145325,
589.9956,,352.71815,344.51655,498.2757,
590.144425,,352.7417,344.5262,498.3019,
590.1911,,352.759725,344.553,498.5026,
590.419125,,352.784375,344.56435,498.875775,
590.57305,,352.817325,344.5701,498.9996,
590.67325,,352.8381,344.584,499.102,
590.696075,,352.8725,344.6122,499.738,
590.84755,,352.903125,344.632,499.819775,
591.315525,,352.931875,344.64105,499.852075,
591.3711,,352.968675,344.646325,499.862425,
591.912325,,353.00555,344.6591,499.963625,
591.946025,,353.032475,344.67035,500.156175,
592.330775,,353.04655,344.682725,500.522925,
592.35495,,353.0739,344.696925,500.53255,
592.38725,,353.113575,344.709925,500.559175,
592.428975,,353.15945,344.75675,500.6108,
592.475425,,353.1741,344.80665,500.730725,
592.55665,,353.210025,344.854425,500.790925,
592.5703,,353.275875,344.883075,501.0011,
592.611475,,353.311,344.90905,501.146625,
592.83635,,353.349025,344.935575,501.3638,
592.85165,,353.384125,344.948025,501.45615,
592.92455,,353.42455,345.0337,501.591725,
592.98355,,353.433525,345.049475,501.7512,
593.083775,,353.46125,345.057825,501.8692,
593.213325,,353.48465,345.088875,501.91405,
593.26145,,353.4945,345.09365,501.961625,
593.34425,,353.50945,345.09705,502.016375,
593.389025,,353.540525,345.103,502.197375,
593.79125,,353.566525,345.113,502.24335,
593.80405,,353.5914,345.12725,502.258375,
594.166525,,353.6526,345.147875,502.34675,
594.17075,,353.702275,345.161575,502.388475,
594.18805,,353.727625,345.181,502.598325,
594.275225,,353.7496,345.189525,502.7011,
594.78755,,353.7556,345.218225,503.1092,
594.820575,,353.7848,345.252475,503.466225,
594.8469,,353.818425,345.257875,503.50945,
595.1298,,353.851375,345.480975,503.744875,
595.296975,,353.88925,345.6029,504.055875,
595.3196,,353.9344,345.62255,504.30045,
595.326825,,353.957075,345.6286,504.734475,
595.635275,,353.98775,345.635,504.9706,
595.659975,,354.03685,345.647225,505.2329,
595.8211,,354.06315,345.666025,505.2394,
596.05845,,354.092625,345.6718,505.398225,
596.5079,,354.105175,345.675775,505.527125,
596.557825,,354.12855,345.68075,505.7609,
596.68155,,354.140525,345.687375,506.1154,
596.738125,,354.158725,345.7062,506.411775,
596.7897,,354.176075,345.722675,506.442325,
597.47705,,354.215925,345.728325,506.63635,
597.486975,,354.267125,345.740425,507.174075,
597.696975,,354.30665,345.753775,507.423275,
597.718125,,354.3341,345.761475,507.935525,
597.773775,,354.3672,345.763275,508.228425,
598.163875,,354.41265,345.779825,508.822975,
598.186175,,354.465625,345.7859,509.2213,
598.1988,,354.5028,345.797025,509.62945,
598.208575,,354.51965,345.809775,509.646725,
598.237525,,354.53825,345.851125,509.6555,
598.302625,,354.569525,345.8654,509.681925,
598.47755,,354.58995,345.903025,509.8025,
598.552575,,354.6601,345.94905,510.09775,
598.57015,,354.695375,346.135575,510.225825,
598.60905,,354.749225,346.175775,510.610425,
598.9677,,354.761225,346.217225,510.91755,
599.02295,,354.8111,346.23295,511.619825,
599.1263,,354.838925,346.2797,511.771625,
599.218575,,354.87355,346.287475,512.29255,
599.340225,,354.890025,346.29115,512.504175,
599.3579,,354.910525,346.294475,512.8928,
599.433125,,354.945225,346.3006,512.948525,
599.540225,,354.961775,346.303625,513.0045,
599.8352,,354.98705,346.314975,513.030725,
,,354.996,346.318375,513.2641,
,,355.015575,346.32685,513.397375,
,,355.0359,346.3322,513.527375,
,,355.050525,346.33675,513.666925,
,,355.070925,346.35075,513.9445,
,,355.0798,346.383875,513.964175,
,,355.0932,346.39385,514.29385,
,,355.115075,346.4076,514.38425,
,,355.138775,346.42555,514.69645,
,,355.157125,346.471075,514.736025,
,,355.165475,346.5935,514.74735,
,,355.178575,346.618225,514.82685,
,,355.206025,346.646625,514.95805,
,,355.2257,346.66395,515.17055,
,,355.2337,346.683425,515.30945,
,,355.258675,346.7084,515.314675,
,,355.30205,346.722975,515.3954,
,,355.328875,346.75785,515.448525,
,,355.3442,346.788525,515.571875,
,,355.39055,346.821575,515.667725,
,,355.411225,346.8512,516.02085,
,,355.415,346.871675,516.0856,
,,355.44145,346.878625,516.097725,
,,355.46895,346.8879,516.1452,
,,355.482425,346.901925,516.27145,
,,355.52915,346.93055,516.337175,
,,355.55955,346.945575,516.670425,
,,355.589775,346.963,516.679825,
,,355.607575,346.99245,516.69455,
,,355.636375,347.099475,516.72035,
,,355.66305,347.1409,516.72595,
,,355.70025,347.190275,516.88315,
,,355.7558,347.201575,516.889575,
,,355.783975,347.226475,516.899125,
,,355.835725,347.26135,516.94275,
,,355.8513,347.2852,517.267275,
,,355.86555,347.36895,517.425175,
,,355.872525,347.4106,517.447825,
,,355.920925,347.4616,517.4736,
,,355.953975,347.476025,517.560775,
,,356.008625,347.4831,517.608675,
,,356.050625,347.49275,517.8576,
,,356.103375,347.5086,517.91825,
,,356.128675,347.521225,517.940075,
,,356.135325,347.529625,518.125475,
,,356.1654,347.537875,518.2277,
,,356.199175,347.547525,518.28355,
,,356.2257,347.561475,518.316425,
,,356.262725,347.579125,518.36895,
,,356.2752,347.603725,518.41755,
,,356.297325,347.726775,518.4566,
,,356.333875,347.8649,518.6054,
,,356.369475,347.9106,518.6152,
,,356.408875,347.93465,518.691675,
,,356.4306,347.942175,518.88185,
,,356.4439,347.958725,519.57225,
,,356.487325,348.016825,519.7942,
,,356.5129,348.14545,520.043275,
,,356.547275,348.212175,520.178575,
,,356.5767,348.2338,520.41595,
,,356.616925,348.253,520.9372,
,,356.67495,348.26475,521.736975,
,,356.702175,348.286475,521.9586,
,,356.736325,348.296825,522.241375,
,,356.756875,348.3195,522.3408,
,,356.775675,348.32835,522.47855,
,,356.78705,348.3375,522.62045,
,,356.79685,348.35885,522.6856,
,,356.8171,348.41695,523.21845,
,,356.83325,348.4264,523.28045,
,,356.861175,348.4502,523.438175,
,,356.931825,348.492025,523.55475,
,,356.9784,348.5597,523.684075,
,,356.999475,348.625575,523.7126,
,,357.019275,348.72955,523.734875,
,,357.050475,348.770975,523.9925,
,,357.071475,348.89175,524.000125,
,,357.08085,348.916625,524.030675,
,,357.090675,348.97555,524.3713,
,,357.10765,349.046275,524.384225,
,,357.112725,349.0999,524.431075,
,,357.1373,349.193775,524.43685,
,,357.157525,349.29295,525.051775,
,,357.192225,349.335325,525.559125,
,,357.212975,349.378425,525.623975,
,,357.223325,349.47585,525.62975,
,,357.267325,349.6261,525.998575,
,,357.28785,349.654025,526.566175,
,,357.314525,349.67565,526.82505,
,,357.33355,349.683225,527.2138,
,,357.385175,349.740625,527.35235,
,,357.41955,349.7725,527.5116,
,,357.428375,349.799325,527.78125,
,,357.48105,349.820875,527.787325,
,,357.499325,349.843875,528.06815,
,,357.55095,349.8774,528.224775,
,,357.6043,349.923525,528.271275,
,,357.645075,349.966375,528.398225,
,,357.66895,349.975925,528.570375,
,,357.723025,350.016725,529.371275,
,,357.8019,350.0221,529.467825,
,,357.926525,350.030325,529.47735,
,,357.953775,350.053225,529.692825,
,,358.070575,350.07875,529.823175,
,,358.125375,350.1128,529.8722,
,,358.1394,350.147525,529.968975,
,,358.156925,350.14945,530.09005,
,,358.1782,350.17195,530.152825,
,,358.2056,350.19795,530.172525,
,,358.233325,350.220425,530.17795,
,,358.24285,350.242375,530.446675,
,,358.256125,350.27445,531.02685,
,,358.270475,350.277925,531.299825,
,,358.286875,350.317175,531.353475,
,,358.323125,350.3612,531.549475,
,,358.34055,350.37975,531.560775,
,,358.362225,350.48475,531.71755,
,,358.371975,350.5469,531.727825,
,,358.37495,350.582325,531.73345,
,,358.3919,350.621675,531.935825,
,,358.414625,350.6243,532.25765,
,,358.429325,350.659025,532.5563,
,,358.44085,350.68525,533.585025,
,,358.45065,350.740825,533.984275,
,,358.456775,350.790525,534.0773,
,,358.46605,350.8163,534.1405,
,,358.470325,350.8466,534.353225,
,,358.4901,350.8757,534.37045,
,,358.513075,350.90205,534.404775,
,,358.5194,350.9349,534.479275,
,,358.53645,350.97375,534.57405,
,,358.5748,351.00985,534.97395,
,,358.6009,351.03485,535.35235,
,,358.618025,351.05285,535.52745,
,,358.624875,351.073775,535.6547,
,,358.64855,351.111375,535.66685,
,,358.6592,351.145425,536.02995,
,,358.7211,351.187375,536.31085,
,,358.745625,351.233275,536.35195,
,,358.761025,351.3048,536.6491,
,,358.7748,351.342925,536.69095,
,,358.793925,351.377675,537.32425,
,,358.80645,351.4111,537.352225,
,,358.8207,351.426275,537.427125,
,,358.8352,351.440725,537.8771,
,,358.847325,351.4889,537.943975,
,,358.866125,351.540275,537.963825,
,,358.8877,351.553,538.087125,
,,358.9061,351.578725,538.139,
,,358.920125,351.61615,538.14845,
,,358.941025,351.65875,538.2453,
,,358.9522,351.675975,538.36785,
,,358.97115,351.704125,538.600375,
,,358.98675,351.71015,538.72635,
,,359.002525,351.746675,538.919025,
,,359.017425,351.814475,539.40645,
,,359.04925,351.8685,539.41415,
,,359.0667,351.909475,539.7883,
,,359.08055,351.957975,539.841725,
,,359.107375,351.983225,539.9504,
,,359.1518,352.018625,540.011575,
,,359.162575,352.044225,540.700525,
,,359.16875,352.1164,541.115325,
,,359.191525,352.14675,541.148425,
,,359.208225,352.2024,542.166325,
,,359.231225,352.247,542.3373,
,,359.257275,352.281975,542.5274,
,,359.28,352.294975,542.55625,
,,359.299325,352.306325,542.712575,
,,359.31845,352.3184,542.845125,
,,359.33425,352.3271,543.033125,
,,359.3477,352.3377,543.3113,
,,359.367875,352.348875,543.48135,
,,359.3815,352.3563,543.70025,
,,359.392475,352.384475,543.725375,
,,359.40515,352.40095,543.9075,
,,359.440925,352.419225,544.160175,
,,359.464775,352.43995,544.300825,
,,359.48105,352.44615,544.393975,
,,359.501875,352.46155,544.534225,
,,359.5186,352.484375,545.30095,
,,359.53215,352.5924,545.38725,
,,359.55735,352.621525,545.8282,
,,359.581575,352.6592,545.879625,
,,359.610625,352.714925,546.12595,
,,359.62485,352.731875,546.34285,
,,359.6301,352.763225,546.6017,
,,359.6628,352.7823,546.904075,
,,359.6818,352.847225,547.8907,
,,359.691025,352.86815,548.1679,
,,359.706475,352.905575,548.35425,
,,359.719175,352.9927,549.3207,
,,359.758525,353.06255,550.905775,
,,359.782525,353.193675,551.1135,
,,359.80755,353.2182,551.2006,
,,359.83225,353.2308,551.820125,
,,359.851475,353.2699,551.9144,
,,359.867575,353.27615,551.982075,
,,359.87655,353.2917,552.03125,
,,359.8928,353.300025,552.152675,
,,359.909875,353.33215,552.165975,
,,359.917925,353.34795,552.196275,
,,359.937425,353.4162,552.4829,
,,359.9491,353.43695,552.6549,
,,359.968825,353.468775,553.03075,
,,359.9831,353.49595,553.143575,
,,360.00285,353.569,553.15105,
,,360.0173,353.59795,553.360825,
,,360.053675,353.62025,553.40905,
,,360.076,353.685175,553.554675,
,,360.090725,353.708425,553.9692,
,,360.112875,353.7296,554.244325,
,,360.131775,353.799975,554.4345,
,,360.137625,353.8786,554.554475,
,,360.172,353.90355,554.622125,
,,360.194975,353.904875,554.894225,
,,360.218875,353.926325,555.51015,
,,360.245125,353.9439,555.863425,
,,360.283125,353.966825,556.082325,
,,360.30565,353.9754,556.443875,
,,360.3208,353.979075,556.62935,
,,360.357125,353.999025,556.871875,
,,360.383025,354.018325,557.0925,
,,360.42225,354.048325,557.26595,
,,360.45045,354.103275,557.275225,
,,360.48195,354.1554,557.33875,
,,360.511425,354.303425,557.397375,
,,360.5418,354.378375,557.908825,
,,360.54485,354.409425,558.168825,
,,360.568525,354.4377,558.24095,
,,360.59605,354.4645,558.293475,
,,360.61025,354.5048,558.952,
,,360.634475,354.53545,559.2712,
,,360.66645,354.55735,559.676825,
,,360.68325,354.58,559.972775,
,,360.69935,354.59115,560.700725,
,,360.722175,354.60385,560.8302,
,,360.73875,354.61775,561.083075,
,,360.75145,354.6265,561.138475,
,,360.7652,354.6315,561.189025,
,,360.780575,354.645325,562.083625,
,,360.8014,354.694025,562.2679,
,,360.836275,354.722,562.5086,
,,360.845975,354.74485,562.73735,
,,360.871575,354.749,562.833825,
,,360.888575,354.756575,563.4743,
,,360.93715,354.759925,563.7287,
,,360.959575,354.788525,564.3002,
,,360.96375,354.80405,564.438625,
,,360.9794,354.809925,564.5329,
,,361.0126,354.821125,564.6077,
,,361.051975,354.8239,564.810575,
,,361.0846,354.838375,564.906225,
,,361.102175,354.850825,564.921775,
,,361.13375,354.858575,564.9712,
,,361.1583,354.861875,565.1152,
,,361.19105,354.87055,565.6874,
,,361.2094,354.88465,566.202625,
,,361.23985,354.900675,566.271575,
,,361.2429,354.91585,566.294575,
,,361.286875,354.9289,566.3332,
,,361.3189,354.937525,566.8791,
,,361.346475,354.98205,566.98975,
,,361.36415,355.02685,567.02875,
,,361.42305,355.055375,567.515175,
,,361.443425,355.0639,567.67305,
,,361.466625,355.077825,567.699775,
,,361.504175,355.0983,567.71375,
,,361.526425,355.1192,567.757,
,,361.548375,355.14535,568.012625,
,,361.586625,355.173325,568.060625,
,,361.6023,355.17525,568.080875,
,,361.609775,355.18355,568.146025,
,,361.630625,355.198325,568.179575,
,,361.654375,355.205025,568.31575,
,,361.68465,355.2137,568.3899,
,,361.7177,355.24055,568.443275,
,,361.742525,355.263525,568.4644,
,,361.7784,355.27335,569.214325,
,,361.8043,355.2915,569.34035,
,,361.8504,355.324925,569.360025,
,,361.897925,355.340025,569.5618,
,,361.925125,355.348075,569.681725,
,,361.954875,355.354825,570.00025,
,,361.96015,355.377425,570.04945,
,,361.98785,355.3954,570.15585,
,,362.04525,355.4038,570.302625,
,,362.0742,355.4073,570.452875,
,,362.077875,355.412425,570.46085,
,,362.13605,355.417325,570.532425,
,,362.176425,355.422125,570.775675,
,,362.20555,355.494175,570.79445,
,,362.223525,355.5071,570.85095,
,,362.26615,355.51585,570.8664,
,,362.29235,355.526125,570.953175,
,,362.32885,355.539275,571.029325,
,,362.36175,355.55595,571.06315,
,,362.392575,355.56415,571.065875,
,,362.48195,355.583275,571.128125,
,,362.514725,355.62215,571.199875,
,,362.5546,355.639475,571.572,
,,362.58495,355.65045,571.649125,
,,362.61485,355.66765,571.835675,
,,362.6298,355.672925,571.8493,
,,362.655575,355.68075,572.072175,
,,362.682425,355.690325,572.2209,
,,362.705125,355.710625,572.58805,
,,362.730375,355.74045,572.732725,
,,362.756025,355.825425,572.769375,
,,362.772,355.836125,572.77745,
,,362.78925,355.85355,572.78405,
,,362.8067,355.866925,572.792375,
,,362.836025,355.870975,573.01575,
,,362.85645,355.87495,573.05385,
,,362.888675,355.8796,573.1346,
,,362.915375,355.901275,573.169525,
,,362.949525,355.911,573.216,
,,362.968625,355.923775,573.371075,
,,362.999825,355.9297,573.393275,
,,363.0201,355.95,573.4087,
,,363.0525,355.96145,573.7208,
,,363.073275,355.96505,573.7551,
,,363.087325,355.97215,573.979925,
,,363.097475,355.9762,574.082,
,,363.110675,355.97945,574.25225,
,,363.11835,355.983575,574.418925,
,,363.142175,355.9922,574.45875,
,,363.14615,356.0177,574.671325,
,,363.172125,356.0303,574.752525,
,,363.21385,356.050525,574.789525,
,,363.2609,356.107075,574.81625,
,,363.279,356.1216,574.949675,
,,363.311125,356.1283,575.039525,
,,363.342725,356.153775,575.175575,
,,363.383675,356.17535,575.44145,
,,363.419725,356.1799,575.50375,
,,363.459,356.195575,575.67005,
,,363.5048,356.218,575.7136,
,,363.5336,356.2418,575.735375,
,,363.5608,356.257275,575.758025,
,,363.56205,356.266375,576.0838,
,,363.58,356.27795,576.0996,
,,363.624875,356.28975,576.222275,
,,363.6715,356.3055,576.3098,
,,363.7059,356.31935,576.326275,
,,363.73465,356.337675,576.59995,
,,363.774225,356.386575,576.724825,
,,363.81265,356.499375,576.7945,
,,363.85215,356.602325,576.9859,
,,363.8798,356.625675,577.09755,
,,363.9107,356.657075,577.3288,
,,363.9387,356.683175,577.43265,
,,363.97355,356.70435,577.62265,
,,363.98065,356.71955,578.12475,
,,363.9906,356.754325,578.181825,
,,364.02115,356.788725,578.57995,
,,364.073275,356.827875,578.737725,
,,364.10195,356.8833,578.955675,
,,364.1364,356.921225,578.985625,
,,364.156175,356.938525,579.107075,
,,364.165225,356.9701,579.2157,
,,364.20555,356.978775,579.255225,
,,364.253625,356.999975,579.28445,
,,364.2947,357.01165,579.30445,
,,364.33215,357.028675,579.6479,
,,364.3527,357.057675,579.703925,
,,364.374725,357.083875,579.8358,
,,364.39125,357.092775,580.31075,
,,364.4368,357.09465,580.352475,
,,364.4665,357.099825,580.51485,
,,364.493075,357.1056,580.531,
,,364.524775,357.11965,580.689925,
,,364.5826,357.140625,580.90125,
,,364.617925,357.1739,580.931425,
,,364.640175,357.188625,581.1312,
,,364.6772,357.200125,581.22875,
,,364.7097,357.219275,581.65175,
,,364.729625,357.227875,582.2677,
,,364.753625,357.2499,582.293375,
,,364.75735,357.256375,582.5274,
,,364.7961,357.26125,582.540825,
,,364.807375,357.2749,582.581325,
,,364.843725,357.286025,582.727775,
,,364.875375,357.298625,582.85205,
,,364.918175,357.304775,582.8841,
,,364.9396,357.3102,582.89415,
,,364.96125,357.322175,582.90265,
,,364.9868,357.337475,582.94785,
,,365.019975,357.364725,583.346125,
,,365.064675,357.38695,583.4031,
,,365.107275,357.397475,583.43545,
,,365.152675,357.4051,583.51305,
,,365.15805,357.410075,583.53705,
,,365.207825,357.42185,583.888,
,,365.226475,357.42785,583.914625,
,,365.2687,357.437,584.0824,
,,365.299425,357.44355,584.16625,
,,365.3165,357.448025,584.4572,
,,365.347225,357.45875,584.8052,
,,365.386875,357.469775,584.996725,
,,365.43225,357.48745,585.01845,
,,365.469775,357.49875,585.150525,
,,365.517375,357.505075,585.231825,
,,365.543525,357.5164,585.272725,
,,365.597625,357.54225,585.373075,
,,365.607525,357.5497,586.0222,
,,365.64865,357.553875,586.03265,
,,365.676125,357.5794,586.057125,
,,365.6945,357.609875,586.525925,
,,365.7221,357.611425,587.206325,
,,365.7305,357.625925,587.406175,
,,365.74655,357.6271,587.553625,
,,365.7602,357.652475,587.597025,
,,365.77715,357.6718,587.841225,
,,365.801475,357.67775,588.019975,
,,365.871325,357.6996,588.45365,
,,365.907025,357.72915,588.48335,
,,365.923075,357.740375,588.727425,
,,365.952225,357.75035,588.73515,
,,365.988475,357.776725,588.75645,
,,366.01885,357.785975,588.769475,
,,366.048225,357.797325,588.8808,
,,366.06465,357.8212,588.9233,
,,366.0959,357.831525,589.2601,
,,366.1325,357.837975,589.361825,
,,366.155925,357.843275,589.617325,
,,366.1783,357.8511,589.67965,
,,366.232425,357.869725,589.7804,
,,366.266375,357.877475,590.149675,
,,366.295975,357.9108,590.42795,
,,366.326525,357.93145,590.562475,
,,366.38765,357.96085,590.897075,
,,366.4372,357.989425,590.95025,
,,366.479775,358,591.0756,
,,366.5111,358.00955,591.16185,
,,366.561675,358.02785,591.2208,
,,366.592475,358.054025,591.29305,
,,366.61855,358.05825,591.6878,
,,366.62615,358.066575,591.856825,
,,366.6353,358.073375,592.062575,
,,366.649,358.08415,592.096375,
,,366.679175,358.2361,592.191275,
,,366.711225,358.2511,592.796225,
,,366.741575,358.25785,592.8006,
,,366.744625,358.269075,592.827825,
,,366.74985,358.298625,592.882625,
,,366.780075,358.32085,592.949125,
,,366.8031,358.326875,592.963075,
,,366.8249,358.336525,592.986825,
,,366.925675,358.357475,593.20395,
,,366.961875,358.387675,593.224975,
,,366.983925,358.41165,593.2285,
,,366.999475,358.5768,593.3083,
,,367.012575,358.604825,593.376225,
,,367.0377,358.619175,593.40835,
,,367.047625,358.6298,593.54325,
,,367.0558,358.635125,593.6023,
,,367.056975,358.6519,593.680175,
,,367.100775,358.67055,593.750575,
,,367.103825,358.9807,593.88705,
,,367.1214,358.99985,593.933775,
,,367.1946,359.005675,594.090175,
,,367.279225,359.01265,594.150875,
,,367.3383,359.017325,594.6414,
,,367.37705,359.022975,594.6749,
,,367.408425,359.03265,594.884875,
,,367.453475,359.037125,594.89855,
,,367.472225,359.0453,594.9101,
,,367.4824,359.049325,594.944175,
,,367.51885,359.05495,594.967075,
,,367.535175,359.058,594.981425,
,,367.54205,359.0629,595.18335,
,,367.5682,359.071525,595.23715,
,,367.6399,359.08305,595.594,
,,367.681825,359.0975,595.69005,
,,367.764925,359.1603,595.8278,
,,367.8,359.424125,595.9261,
,,367.82345,359.429275,596.046275,
,,367.826575,359.476525,596.057925,
,,367.842975,359.493175,596.307825,
,,367.86155,359.4971,596.4959,
,,367.880875,359.511725,596.5802,
,,367.90605,359.537575,596.619075,
,,367.942275,359.556,596.6696,
,,367.946575,359.567125,596.928925,
,,367.98065,359.57865,597.017125,
,,368.02805,359.652525,597.418475,
,,368.1549,359.775775,597.432325,
,,368.18725,359.800425,597.48045,
,,368.211025,359.81885,597.62345,
,,368.231225,359.827425,597.714375,
,,368.255875,359.83595,597.73965,
,,368.27145,359.842425,598.1781,
