SPK_SPKC01a,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC10b,SPK_SPKC15a
34.03595,38.664875,11.766375,47.734825,12.96635
34.0437,38.7473,11.7963,47.7766,12.98755
34.055025,38.801375,11.821225,47.8026,13.009175
34.397975,38.85005,11.847525,48.063725,13.028575
34.420475,38.858525,11.8756,48.094975,13.043375
34.442775,38.886075,11.899575,48.12525,13.053425
34.451875,38.94075,11.956875,48.13985,13.07035
34.45595,38.972475,11.978175,48.156625,13.0787
34.4641,39.026275,12.0163,48.174125,13.08085
34.477925,39.103725,12.04165,48.2036,13.094025
34.682525,39.1474,12.070425,48.247225,13.116475
34.71735,39.1862,12.105475,48.417,13.206475
34.731425,39.215775,12.13995,48.44395,13.232625
34.747225,39.238975,12.15695,48.45885,13.252475
34.768675,39.297275,12.17855,48.470375,13.263925
34.7954,39.3636,12.205225,48.508425,13.274375
34.81035,39.406625,12.230775,48.5181,13.303875
34.817325,39.423575,12.262075,48.5471,13.322075
34.83385,39.47235,12.286275,48.571775,13.3488
34.844575,39.512975,12.3117,48.7353,13.3666
34.89245,39.566875,12.336625,48.841725,13.376775
34.91555,39.617825,12.35665,48.85905,13.39335
34.93395,39.695275,12.365075,48.915425,13.40545
35.143825,39.743525,12.375125,48.929775,13.485625
35.1585,39.796,12.38365,48.9475,13.49455
35.16245,39.855225,12.390725,49.188225,13.537125
35.163775,39.862275,12.403275,49.2032,13.551725
35.191625,39.87655,12.413875,49.222775,13.587825
35.202875,39.926675,12.426725,49.237025,13.626875
35.209675,39.999825,12.4631,49.26195,13.649375
35.219975,40.097925,12.477975,49.28105,13.661925
35.2355,40.1291,12.4983,49.29535,13.6735
35.238025,40.207725,12.511575,49.312875,13.6804
35.260625,40.240925,12.528125,49.523225,13.70355
35.521075,40.269025,12.54495,49.690325,13.74295
35.5448,40.301975,12.5676,49.702225,13.74975
35.615475,40.3086,12.5969,49.71885,13.763825
35.843175,40.362575,12.64705,49.76185,13.79135
35.860775,40.423925,12.668375,49.848875,13.8375
35.88635,40.5284,12.68995,49.896225,13.9026
35.922225,40.5583,12.751775,49.92165,13.92195
35.930525,40.57965,12.7975,49.939025,13.943575
35.9437,40.6233,12.82475,49.97815,13.94955
35.952625,40.698975,12.870375,50.007525,13.9621
35.973125,40.767325,12.89355,50.04705,13.9785
35.99175,40.8263,12.913975,50.096775,13.9987
36.002575,40.87965,12.925875,50.146775,14.00595
36.0142,40.918225,12.9391,50.19535,14.012025
36.02945,40.950175,12.955975,50.25735,14.0288
36.41315,41.02445,12.991575,50.28925,14.0425
