SPK_SPKC02a,SPK_SPKC06a,SPK_SPKC12a,SPK_SPKC13b
3500.565325,3500.16675,3500.130775,3500.130825
3500.76125,3500.77915,3500.225925,3500.225975
3501.13325,3500.827675,3500.374675,3500.3747
3501.4041,3501.035725,3500.536775,3500.5368
3501.627675,3501.527475,3500.724825,3500.72485
3501.662325,3501.60905,3500.896825,3500.80345
3502.0434,3501.82055,3500.9277,3500.8969
3502.230425,3502.259,3501.02595,3500.92775
3502.533075,3502.280375,3501.355125,3501.026
3502.70045,3502.4901,3501.555875,3501.1622
3502.908525,3502.51615,3501.6046,3501.3552
3503.286175,3502.5496,3501.6381,3501.555925
3503.3719,3504.16015,3501.68305,3501.604675
3503.869725,3505.1173,3501.722175,3501.638175
3504.177425,3505.450175,3501.744175,3501.683075
3504.3597,3505.64225,3501.774325,3501.722225
3505.1428,3505.790275,3501.8419,3501.7442
3505.189925,3506.247375,3501.8703,3501.774375
3505.3485,3506.431,3501.902125,3501.84195
3505.358,3506.4994,3501.924,3501.870375
3505.585325,3506.5097,3501.943775,3501.90215
3505.688575,3509.140275,3501.9604,3501.924025
3505.8025,3509.90735,3501.974875,3501.94385
3506.428025,3510.77955,3501.99055,3501.960425
3507.009475,3511.10305,3502.0133,3501.990625
3507.287425,3511.53135,3502.01895,3502.0054
3507.476325,3511.870925,3502.027625,3502.013325
3507.546125,3511.933325,3502.039975,3502.018975
3507.902775,3512.733125,3502.05135,3502.02765
3508.1183,3512.864175,3502.0648,3502.051375
3508.1815,3512.94065,3502.099,3502.06485
3508.2953,3513.02105,3502.123475,3502.13715
3508.476425,3513.08925,3502.137125,3502.175475
3508.65295,3513.315375,3502.175425,3502.204025
3508.87745,3513.505675,3502.203975,3502.24255
3509.28475,3513.60985,3502.2425,3502.552825
3509.4198,3513.786675,3502.592475,3502.59255
3509.5664,3513.789125,3502.743475,3502.743525
3509.871225,3513.934075,3502.914875,3502.914925
3510.686725,3513.95595,3503.383125,3503.26985
3510.9975,3513.978875,3503.47925,3503.383175
3511.0839,3514.018225,3503.531925,3503.4793
3511.522125,3514.150025,3503.80265,3503.531975
3511.690925,3514.4239,3503.8713,3503.5911
3512.04135,3514.526975,3504.064425,3503.802675
3512.28525,3515.17225,3504.14015,3503.87135
3512.69025,3515.328625,3504.285375,3504.064475
3512.9473,3515.374175,3504.6269,3504.140175
3513.278925,3515.601225,3504.717125,3504.28545
3513.558475,3515.71385,3504.808775,3504.62695
3513.930525,3516.617575,3504.89345,3504.717175
3514.633625,3516.635475,3504.978975,3504.80885
3514.978075,3516.940875,3505.0071,3504.8935
3515.3461,3516.975625,3505.039975,3504.979025
3515.467425,3517.0127,3505.06595,3505.00715
3515.750375,3517.291725,3505.0954,3505.040025
3515.8218,3517.77445,3505.16425,3505.066
3515.934275,3518.2298,3505.206225,3505.095475
3516.073425,3518.2893,3505.24785,3505.1643
3516.221575,3518.32905,3505.285375,3505.206275
3516.3477,3518.35535,3505.321775,3505.247875
3516.772625,3518.9861,3505.342175,3505.285425
3517.020175,3519.367975,3505.3626,3505.321825
3517.28325,3519.4273,3505.391275,3505.3422
3517.810475,3519.479075,3505.40265,3505.362675
3518.14165,3520.1445,3505.41335,3505.3913
3518.26125,3520.2434,3505.4506,3505.402725
3518.41265,3520.355325,3505.4906,3505.413375
3519.029625,3520.508425,3505.5092,3505.450675
3519.085075,3520.63255,3505.528475,3505.49065
3519.495675,3520.9818,3505.55945,3505.509225
3519.883,3521.6488,3505.5656,3505.52855
3520.200425,3521.75055,3505.583,3505.5595
