SPK_SPKC06a (excited),SPK_SPKC06b (no effect),SPK_SPKC12a (NA)
40.97275,169.759275,27.9786
41.0118,169.8323,28.004925
41.039125,169.961875,28.0477
41.0728,170.06555,28.110575
41.097125,170.42445,28.117225
41.108975,170.910125,28.119675
41.12925,171.01995,28.140525
41.14165,171.098725,28.147625
41.15335,171.333475,28.17555
41.18185,171.609,28.184175
41.206625,171.7817,28.19925
41.231025,171.8553,28.242775
41.2413,172.212425,28.253225
41.251125,172.3272,28.26675
41.262325,172.50245,28.27215
41.277425,172.57345,28.278275
41.28825,172.641075,28.310275
41.313575,172.69285,28.3193
41.34245,172.776775,28.339975
41.361525,172.966625,28.34575
41.382725,173.614625,28.35745
41.398,173.6634,28.367825
41.4485,173.869125,28.381725
41.45645,173.981975,28.383525
41.464425,174.0982,28.3947
41.476175,174.1682,28.42015
41.511625,174.21925,28.452875
41.527825,174.230675,28.46525
41.577425,174.26335,28.48
41.596525,174.3676,28.4842
41.607625,174.40255,28.5135
41.62095,174.414525,28.518
41.637425,174.428025,28.53865
41.652875,174.4798,28.548325
41.6711,174.6075,28.583025
41.694725,174.64735,28.61905
41.7087,174.692075,28.6349
41.74375,174.8333,28.65015
41.76455,174.8349,28.664975
41.85155,174.92055,28.680925
41.880225,174.927925,28.691575
41.899725,174.96165,28.6973
41.93485,174.98165,28.70295
41.957675,175.07665,28.73275
42.012775,175.15715,28.756325
42.0359,175.215625,28.774075
42.072625,175.42215,28.789975
42.119575,175.7262,28.815525
42.130825,175.81005,28.8381
42.151475,175.852325,28.856225
42.165125,175.884175,28.888675
42.188775,175.899,28.905475
42.215525,175.925325,28.949
42.257675,175.997675,28.95615
42.311025,176.044075,28.969475
42.357625,176.149175,28.987575
42.378375,176.207725,29.017275
42.39815,176.430025,29.033075
42.4238,176.753625,29.044175
42.438575,176.791275,29.0468
42.457575,176.93015,29.059275
42.4868,177.10365,29.087475
42.496225,177.1163,29.10685
42.517725,177.44865,29.124475
42.529925,177.671175,29.144825
42.5469,178.1559,29.155125
42.579825,178.265675,29.17695
42.62345,178.294425,29.18265
42.6726,179.48705,29.22805
42.689925,179.58755,29.2636
42.721275,179.656425,29.2901
42.7437,179.6624,29.31205
42.765025,179.759275,29.3167
42.7816,180.222875,29.334825
42.79485,180.3204,29.342175
42.8174,181.0419,29.34785
42.83495,181.090025,29.352475
42.856825,181.1829,29.359075
42.878375,181.1872,29.471025
42.92065,181.24185,29.493725
42.94485,181.281725,29.51315
42.9675,181.32895,29.52725
42.98175,181.460325,29.555475
42.995475,181.721075,29.5618
43.00625,181.835425,29.567725
43.017825,182.056325,29.574575
43.026225,182.46205,29.594825
43.056075,182.47395,29.60465
43.066525,182.654225,29.6313
43.078825,183.069875,29.6634
43.09515,183.126425,29.739
43.1109,183.437675,29.75715
43.1458,183.620525,29.76275
43.15925,183.67205,29.78025
43.2035,183.685425,29.792725
43.215125,184.162725,29.817425
43.2432,184.2326,29.84265
43.264925,184.431425,29.902
43.314025,184.669675,29.90795
43.334625,184.737175,29.910525
43.36185,184.821375,29.913675
43.4016,184.84335,30.00255
43.42045,185.045025,30.01575
43.45655,185.218175,30.0571
43.47055,186.234275,30.109
43.48525,186.363625,30.178875
43.500225,186.452725,30.183075
43.51125,186.756575,30.18435
43.532075,186.910425,30.202275
43.54325,186.933825,30.2733
43.5609,187.0378,30.299425
43.571725,187.236175,30.311025
43.61455,187.255675,30.4053
43.6306,187.38535,30.425825
43.658475,187.810375,30.55825
43.6792,187.8271,30.570025
43.70735,188.153125,30.5908
43.757025,188.27795,30.634575
43.77845,188.28525,30.6536
43.834,188.356475,30.660925
43.874275,188.561675,30.6752
43.9025,188.7759,30.68035
43.94065,189.01745,30.686875
43.983075,189.026325,30.72625
44.013125,189.406225,30.758575
44.058275,189.946825,30.76625
44.078525,189.999225,30.78355
44.09115,190.097825,30.802225
44.101875,190.23445,30.860125
44.112325,190.267675,30.88345
44.1244,190.410275,30.891775
44.135025,190.567775,30.920225
44.14695,190.59855,30.93015
44.165,190.895875,30.942375
44.17805,190.91195,30.959875
44.198475,191.100525,30.97165
44.2275,191.130225,30.982025
44.253125,191.44995,31.002575
44.28115,191.508175,31.022525
44.304725,191.604725,31.033525
44.33715,191.7024,31.060125
44.366625,191.711375,31.068125
44.38775,191.734275,31.082475
44.41405,191.8184,31.10195
44.432425,192.0288,31.18105
44.457225,192.094775,31.219575
44.47135,192.19985,31.2212
44.498675,192.280425,31.25865
44.5182,192.3449,31.312175
44.556875,192.486675,31.31915
44.636375,192.78685,31.326625
44.6563,192.9501,31.3561
44.688375,192.97215,31.4165
44.71415,193.213,31.418675
44.74575,193.312725,31.446875
44.771575,193.5383,31.46695
44.8378,193.636225,31.50165
44.865725,193.65155,31.5141
44.925875,193.775425,31.537675
44.94385,193.837475,31.5785
44.961725,193.949075,31.5889
44.980525,194.042375,31.6373
44.998125,194.1301,31.6534
45.015075,194.2262,31.6633
45.030025,194.3704,31.6728
45.0554,194.4149,31.68115
45.076025,194.4318,31.689275
45.0981,194.7053,31.71905
45.13125,195.2774,31.7563
45.1574,195.546625,31.7759
45.195,195.6004,31.7829
45.232525,195.6893,31.8001
45.265425,195.716025,31.82845
45.28555,195.815925,31.84995
45.32235,195.86215,31.86545
45.35145,195.869075,31.9162
45.382475,195.88915,31.9355
45.4088,196.001075,31.955325
45.432925,196.2345,31.98555
45.450675,196.313375,31.9899
45.470925,196.402625,32.019425
45.57205,196.519325,32.0408
45.620475,196.571,32.069475
45.644025,196.70205,32.0788
45.659925,196.736225,32.17265
45.683725,196.781325,32.2256
45.714875,196.8961,32.2295
45.771525,196.9396,32.315275
45.796125,197.051225,32.4307
45.818275,197.234925,32.47665
45.8455,197.5185,32.4911
45.865025,197.5489,32.533625
45.9118,198.105975,32.5435
45.953525,198.531925,32.586875
45.9776,198.5816,32.607
46.017925,198.63785,32.636
46.031075,198.669125,32.643125
46.042375,198.75475,32.69395
46.058975,198.826525,32.76835
46.066625,198.8747,32.790925
46.0716,199.017175,32.8072
46.091075,199.156,32.830075
46.112575,199.3314,32.866075
46.143775,199.35555,32.88665
46.171075,199.57235,32.9046
46.185325,199.74575,32.930325
46.20015,199.885425,32.9522
46.226325,199.994225,32.989925
46.23655,200.339225,33.047725
46.266425,200.4181,33.0726
46.29365,200.5529,33.08535
46.30435,200.578,33.09305
46.319825,200.635475,33.0997
46.332475,200.653475,33.101025
46.34635,200.75555,33.10855
46.355375,200.775975,33.120825
46.376575,200.88255,33.156175
46.387475,200.915075,33.1714
46.3999,200.981725,33.21095
46.42855,201.04835,33.220325
46.4364,201.098025,33.227825
46.447025,201.141125,33.2568
46.456475,201.1455,33.273825
46.4635,201.40605,33.2806
46.483475,201.4254,33.2944
46.508575,201.461575,33.31055
46.5238,201.5876,33.324075
46.53,201.778675,33.34515
46.54255,201.8456,33.365375
46.552325,201.944625,33.454675
46.559825,202.068375,33.4873
46.569775,202.207125,33.511975
46.637875,202.232975,33.52785
46.6452,202.284475,33.547675
46.666575,202.349575,33.550625
46.725,202.36375,33.5685
46.735775,202.3975,33.602875
46.75005,202.526225,33.612725
46.7662,202.558875,33.6537
46.803175,202.63695,33.679575
46.847075,202.768275,33.6811
46.857925,202.895925,33.70025
46.88305,202.9209,33.70775
46.9088,202.9413,33.72375
46.917775,203.043575,33.7312
46.93525,203.080425,33.81135
47.00855,203.107325,33.946925
47.036675,203.1228,33.977975
47.0508,203.195125,33.997925
47.06085,203.24535,34.0045
47.085725,203.25595,34.0146
47.0942,203.296725,34.057
47.134875,203.53225,34.08635
47.15865,203.8049,34.1214
47.168375,203.92825,34.219125
47.1755,203.988575,34.25505
47.2098,204.083075,34.265225
47.224375,204.10535,34.3145
47.236625,204.127275,34.3685
47.26,204.461125,34.39765
47.286325,204.498725,34.441625
47.31785,204.70225,34.486325
47.329425,204.869275,34.51395
47.366225,204.882775,34.549625
47.410175,204.92045,34.571175
47.42765,205.22525,34.639125
47.443475,205.403025,34.6429
47.487075,205.43335,34.6574
47.51385,205.82065,34.678725
47.526725,205.8398,34.702125
47.5405,205.862075,34.71575
47.5527,205.956025,34.752075
47.572075,206.057625,34.771425
47.580325,206.37955,34.784775
47.609975,206.39795,34.808175
47.646325,206.472125,34.831425
47.6577,206.543425,34.85245
47.691825,206.56105,34.8745
47.708575,206.6101,34.8991
47.72145,206.80365,34.92285
47.757775,206.891025,34.945425
47.77385,207.013525,35.017875
47.7872,207.107,35.02655
47.8163,207.53205,35.05335
47.8252,207.55415,35.074725
47.8434,207.56365,35.0812
47.850675,207.569775,35.15785
47.86565,208.03375,35.177175
47.88405,208.0523,35.191275
47.8971,208.105825,35.225575
47.9136,208.32345,35.231875
47.921925,208.39885,35.271275
47.93075,208.447225,35.2839
47.9424,208.5696,35.2973
47.95035,208.707225,35.33905
47.965725,208.740675,35.3476
47.97595,208.9279,35.383375
47.9899,208.995325,35.410325
48.01545,209.046725,35.42375
48.02995,209.2179,35.434025
48.044175,209.401475,35.45665
48.05075,209.41985,35.4641
48.074425,209.43985,35.47665
48.0827,209.458925,35.5552
48.093875,209.570325,35.60425
48.11075,209.853425,35.615
48.13445,209.919,35.623675
48.1562,209.928775,35.6558
48.192675,209.981325,35.674225
48.212725,209.997225,35.692075
48.23795,210.0886,35.725775
48.24475,210.0902,35.7551
48.250625,210.12075,35.815375
48.276975,210.262825,35.8455
48.2916,210.2957,35.864975
48.3212,210.382175,35.889525
48.3286,210.421325,35.917375
48.365825,210.474175,35.948375
48.38235,210.797025,35.9933
48.4178,210.817925,36.03235
48.454925,210.836175,36.099
48.470825,210.906175,36.123675
48.5087,211.069025,36.1463
48.6001,211.09825,36.162475
48.620675,211.188275,36.18205
48.637975,211.32665,36.235325
48.6724,211.386525,36.2687
48.688575,211.4606,36.305725
48.735425,211.524075,36.37255
48.785125,211.720575,36.395425
48.807625,211.902025,36.415875
48.833075,211.964975,36.43695
48.89495,212.074725,36.473025
48.917075,212.080625,36.498825
48.932975,212.098325,36.5284
48.9634,212.284175,36.5581
48.976725,212.32845,36.58205
48.99395,212.530175,36.607375
49.004525,212.543125,36.6092
49.01665,212.5696,36.6302
49.035025,212.619175,36.691175
49.05135,212.65405,36.743175
49.0721,212.667825,36.78355
49.08975,212.805225,36.8103
49.128,212.96815,36.840825
49.1541,212.97375,36.86225
49.174825,213.089575,36.87735
49.18645,213.1346,36.898125
49.20055,213.243925,36.934
49.211575,213.460525,36.9598
49.2238,213.698,36.978975
49.23385,213.787025,37.009
49.2442,213.8095,37.0311
49.254625,213.864625,37.05835
49.27285,213.9169,37.1006
49.28645,213.947975,37.12135
49.3113,214.060325,37.146075
49.3222,214.082025,37.165425
49.353875,214.1283,37.182025
49.36905,214.18,37.191625
49.384625,214.2253,37.2037
49.4052,214.35455,37.21415
49.420025,214.429025,37.229075
49.436275,214.48625,37.239925
49.4455,214.6916,37.25245
49.465375,214.732275,37.26665
49.488625,214.963675,37.28095
49.5133,215.000975,37.293575
49.534075,215.450525,37.308975
49.58545,215.587075,37.3223
49.6536,215.912,37.3387
49.674375,215.936375,37.364775
49.695025,216.144025,37.384575
49.712125,216.24855,37.429175
49.7346,216.3401,37.447025
49.7838,216.5097,37.466125
49.825625,216.57695,37.4903
49.860025,216.592525,37.524425
49.881475,216.746425,37.53695
49.939375,216.7785,37.54855
49.986075,216.84705,37.5564
50.0018,216.873,37.608625
50.046675,216.916275,37.623975
50.0735,216.955575,37.634375
50.091425,217.033225,37.6487
50.10695,217.0842,37.66115
50.125,217.315175,37.671675
50.1416,217.394775,37.705425
50.172475,217.411025,37.714675
50.207475,217.41745,37.72485
50.263625,217.48035,37.7409
50.287725,217.535,37.75465
50.326075,218.511075,37.771075
50.375575,218.5566,37.805125
50.4015,218.589975,37.823925
50.452275,218.673,37.84025
50.4771,218.703625,37.8594
50.50005,218.747175,37.8908
50.54165,218.9341,37.902125
50.558025,218.996025,37.919075
50.580475,219.198125,37.933125
50.611975,219.3904,37.9466
50.63415,219.765175,37.9907
50.667275,219.9487,38.009125
50.696375,220.08965,38.025625
50.7253,220.098525,38.039725
50.7523,220.11865,38.067525
50.781675,220.15715,38.087475
50.802125,220.213025,38.108525
50.84135,220.23525,38.139725
50.856925,220.24185,38.162225
50.88175,220.4975,38.18425
50.927025,220.821175,38.20245
50.94085,220.866725,38.246625
50.9587,220.914375,38.265125
50.988625,220.9811,38.286825
51.011775,221.0176,38.317825
51.027825,221.102475,38.349675
51.0487,221.155475,38.376925
51.0659,221.1787,38.4104
51.0844,221.223175,38.438625
51.13435,221.235475,38.4593
51.15365,221.247925,38.4946
51.179625,221.46605,38.509075
51.20645,221.488425,38.529275
51.28115,221.525375,38.55165
51.305975,221.539125,38.56755
51.33215,221.646975,38.582875
51.351425,221.79975,38.600125
51.414525,221.855475,38.6135
51.453325,221.8753,38.631025
51.4935,221.945425,38.655575
51.5268,221.99945,38.71135
51.548225,222.080825,38.7305
51.5683,222.184725,38.7519
51.587925,222.266625,38.785075
51.613075,222.31695,38.802325
51.641425,222.33065,38.829675
51.8276,222.34255,38.85705
51.875425,222.404875,38.879875
51.907725,222.4495,38.9175
51.9173,222.4867,38.940625
51.929975,222.6385,38.9599
51.941475,222.66355,38.9905
51.949475,222.751125,39.013225
51.957875,223.141925,39.030425
51.968675,223.32075,39.0438
52.00805,223.34155,39.0666
52.03425,223.5642,39.076075
52.081275,223.84565,39.078375
52.10405,223.8551,39.101875
52.1246,223.860425,39.118325
52.151125,223.876675,39.1383
52.181575,223.88385,39.158425
52.276575,223.946475,39.181525
52.311925,223.962925,39.23855
52.39335,224.066975,39.2754
52.4183,224.09145,39.302575
52.45175,224.155325,39.33905
52.55625,224.375625,39.369475
52.632375,224.4377,39.391175
52.71355,224.472225,39.418175
52.745425,224.52235,39.4443
52.765525,224.80175,39.464175
52.807525,224.863525,39.48735
52.841025,225.036525,39.502275
52.9328,225.21405,39.519225
52.9691,225.232525,39.5611
53.019775,225.31145,39.5869
53.04665,225.45655,39.618025
53.065275,225.4625,39.632275
53.111875,225.7331,39.64325
53.146325,225.870375,39.65655
53.2387,225.886875,39.66965
53.2621,225.889075,39.681975
53.289,225.92485,39.6925
53.355425,225.987975,39.704125
53.390975,226.100875,39.712875
53.410725,226.117175,39.72465
53.51075,226.129775,39.73435
53.561525,226.206,39.746675
53.593075,226.33815,39.77025
53.623025,226.3588,39.784775
53.6535,226.423075,39.796825
53.738575,226.462975,39.80615
53.7712,226.6,39.81735
53.809325,226.6659,39.8267
53.84635,226.6821,39.838525
53.927925,226.8246,39.8475
53.966625,226.88765,39.8599
54.015225,226.98265,39.8708
54.037275,227.003475,39.890475
54.06035,227.01315,39.90735
54.083075,227.0715,39.918375
54.09805,227.088425,39.936325
54.117575,227.162975,39.965
54.129475,227.165325,39.971725
54.1395,227.4202,39.985325
54.155325,227.6203,39.9958
54.167175,227.72935,40.010875
54.23985,227.76065,40.0179
54.256575,227.86765,40.03465
54.281175,227.97435,40.050375
54.30165,228.0447,40.06345
54.325525,228.2717,40.101
54.342125,228.36115,40.11915
54.362475,228.4277,40.136025
54.386225,228.4728,40.166625
54.40315,228.4849,40.193525
54.417675,228.5114,40.205325
54.434175,228.63835,40.22065
54.448625,228.7208,40.239175
54.469425,228.81165,40.264325
54.48745,228.88455,40.2781
54.53495,228.945975,40.320925
54.54915,229.02405,40.3398
54.563725,229.0397,40.3574
54.5762,229.419725,40.388225
54.629675,229.432525,40.406175
54.644925,229.44245,40.43315
54.65775,229.4698,40.44915
54.69955,229.511575,40.4829
54.7193,229.5794,40.51745
54.72935,229.737825,40.53095
54.740675,229.7791,40.542525
54.752675,229.871175,40.555525
54.76185,229.9132,40.575625
54.7748,230.0741,40.59885
54.78615,230.087925,40.6345
54.796725,230.192675,40.6511
54.8041,230.55205,40.66775
54.81575,230.5756,40.6884
54.874925,230.60955,40.716775
54.89445,230.6578,40.741375
54.946675,230.8801,40.75835
54.9611,230.997625,40.770475
54.97265,231.14635,40.7958
54.980825,231.28515,40.823075
54.992,231.325725,40.84025
55.0133,231.596275,40.85615
55.026825,231.670325,40.877675
55.056475,231.69915,40.89255
55.128775,231.763875,40.90905
55.14205,231.78975,40.9378
55.1471,232.038,40.956075
55.164075,232.134225,40.9711
55.1819,232.212075,40.9873
55.19235,232.427875,41.00765
55.2194,232.6497,41.032275
55.238725,232.8122,41.034
55.245625,232.8607,41.059475
55.25705,232.8952,41.085825
55.27025,233.0256,41.102125
55.281575,233.03935,41.118175
55.29255,233.072525,41.130325
55.299125,233.27165,41.13905
55.30875,233.399475,41.1414
55.346775,233.513475,41.160875
55.372825,233.5428,41.1701
55.39995,233.5614,41.18085
55.407425,233.58875,41.19105
55.4177,233.614325,41.2004
55.429,233.632075,41.20725
55.449125,233.712,41.21145
55.45855,233.83665,41.2181
55.475025,233.980375,41.243925
55.507325,234.1337,41.252725
55.529725,234.2002,41.275675
55.535475,234.207025,41.295425
55.545425,234.265975,41.303975
55.5505,234.342675,41.310525
55.5768,234.37285,41.3183
55.5984,234.4054,41.3267
55.643075,234.45345,41.33825
55.693325,234.5651,41.3789
55.7179,234.5816,41.386325
55.72885,234.919975,41.40775
55.746325,235.432625,41.419525
55.807425,235.4777,41.436225
55.836025,235.534925,41.46055
55.87495,235.565775,41.470475
55.888275,235.916725,41.479425
55.9234,235.995675,41.4929
55.942625,236.04365,41.508425
55.956475,236.365625,41.538275
55.994675,236.54115,41.550575
56.014375,236.59655,41.56195
56.038725,236.605875,41.582225
56.0564,236.636025,41.61065
56.0721,236.763125,41.633025
56.13775,236.849825,41.6445
56.1602,236.92675,41.6564
56.185225,237.0847,41.6857
56.20735,237.087925,41.7115
56.249325,237.10975,41.72195
56.266925,237.213975,41.7338
56.283525,237.302825,41.7532
56.299475,237.34425,41.7622
56.315975,237.391625,41.811975
56.339425,237.4424,41.840825
56.352375,237.665775,41.88605
56.38165,237.864475,41.94555
56.400825,237.896275,41.976
56.416425,237.961675,41.997825
56.436925,238.043475,42.0448
56.45675,238.078475,42.0926
56.47535,238.35855,42.1066
56.49995,238.85015,42.1277
56.5111,238.8836,42.14295
56.524825,238.924025,42.1545
56.53925,239.03955,42.165425
56.573025,239.07615,42.167125
56.5887,239.1188,42.180125
56.59895,239.29505,42.1903
56.61495,239.30715,42.2019
56.630175,239.912475,42.216725
56.641575,240.00145,42.230475
56.65705,240.4096,42.24255
56.6648,240.580625,42.253475
56.681875,240.794075,42.2727
56.702,240.878275,42.307325
56.71255,240.8945,42.322025
56.73845,240.905575,42.3385
56.748475,241.0676,42.35545
56.783575,241.077925,42.371675
56.79375,241.27255,42.387525
56.808575,241.524775,42.402275
56.833125,241.592225,42.4519
56.8426,241.6067,42.48385
56.858925,241.750225,42.49795
56.866875,241.758275,42.524475
56.933125,241.8328,42.5365
56.95615,241.891125,42.54895
56.964225,241.9266,42.5612
56.972775,241.97435,42.5626
57.0368,242.42495,42.571625
57.047775,242.480775,42.582025
57.05825,242.74785,42.59305
57.0681,243.0474,42.642625
57.10115,243.095325,42.684775
57.112725,243.1361,42.6979
57.1385,243.474075,42.7487
57.155975,243.493925,42.77605
57.16475,243.86765,42.7975
57.175725,243.926125,42.819075
57.18785,243.989075,42.83455
57.21895,244.022875,42.877275
57.226775,244.385525,42.903325
57.24125,244.460225,42.9243
57.252675,244.55595,42.943575
57.261325,244.612325,42.964675
57.273225,244.775675,42.979
57.303975,244.82045,42.988
57.3187,244.846,43.00235
57.328075,244.87935,43.0118
57.34485,245.01855,43.023825
57.35815,245.1566,43.035325
57.383975,245.21055,43.0599
57.395125,245.225875,43.08395
57.407375,245.4109,43.112425
57.42345,245.543725,43.132025
57.4413,245.62655,43.1515
57.454325,245.660525,43.167925
57.4836,245.7274,43.185275
57.5105,245.798825,43.208075
57.536075,246.1631,43.2536
57.551425,246.25955,43.2695
57.5678,246.344675,43.29605
57.5769,246.479525,43.3124
57.5877,246.60055,43.335025
57.624875,246.63015,43.33885
57.632275,246.776725,43.3577
57.6411,247.5042,43.378175
57.649575,247.530275,43.39145
57.673375,247.590075,43.3962
57.680075,247.75095,43.412525
57.688575,247.776975,43.430575
57.696425,247.8193,43.447975
57.7315,247.901425,43.4744
57.745575,247.9769,43.497975
57.7525,248.07765,43.509825
57.760375,248.472275,43.527225
57.769975,248.567675,43.5392
57.786,248.616575,43.55225
57.7906,248.9026,43.5685
57.797325,249.224625,43.60055
57.813975,249.399175,43.6148
57.826725,249.481725,43.6706
57.864275,249.4956,43.68405
57.869425,249.5616,43.720475
57.888375,249.58885,43.751
57.90035,249.61085,43.7615
57.907225,249.669125,43.778
57.950725,249.67435,43.793725
57.958675,249.8963,43.814225
57.9919,249.997725,43.848575
58.029225,250.048725,43.86505
58.03725,250.26825,43.869375
58.048525,250.353275,43.88265
58.0622,250.424675,43.904075
58.085125,250.4859,43.922975
58.1094,250.593625,43.9416
58.11555,250.7274,43.96575
58.12325,250.8642,43.9832
58.16815,250.972925,44.005825
58.212625,251.124425,44.042525
58.2207,251.322575,44.061925
58.23455,251.45795,44.0783
58.2449,251.523775,44.105775
58.26705,251.5376,44.121225
58.344475,251.621325,44.16025
58.3751,251.871925,44.18
58.3825,251.955075,44.19905
58.38745,252.11605,44.237475
58.40625,252.1731,44.25575
58.410575,252.35095,44.271675
58.42015,252.35745,44.291475
58.48445,252.628,44.313425
58.52835,252.9306,44.330775
58.53615,253.137475,44.35025
58.545675,253.309425,44.3706
58.56225,253.3206,44.392475
58.569475,253.444025,44.40785
58.5755,253.447625,44.43215
58.583325,253.609775,44.457625
58.59005,253.620575,44.48155
58.59595,254.07755,44.503675
58.610275,254.296625,44.527575
58.615575,254.3298,44.54985
58.644625,254.392775,44.58745
58.662625,254.71425,44.605775
58.670725,254.776525,44.6234
58.6979,255.005725,44.64115
58.7081,255.008475,44.66945
58.740575,255.048575,44.682275
58.76065,255.079475,44.691175
58.773775,255.430925,44.72375
58.8052,255.46585,44.7397
58.833075,256.02285,44.752575
58.858775,256.062,44.76565
58.87965,256.107475,44.777725
58.89675,256.124475,44.804525
58.913625,256.217025,44.831625
58.924925,256.2859,44.855475
58.935475,256.30225,44.87685
58.9424,256.3981,44.908775
58.965575,256.530675,44.930475
58.97655,256.532575,44.957
58.98875,256.569775,44.977775
59.017725,256.70675,44.996275
59.031175,256.924975,45.011825
59.0486,257.114525,45.028875
59.0659,257.359775,45.04135
59.08605,257.397725,45.0635
59.10245,257.490525,45.086625
59.11605,257.54035,45.101025
59.129675,257.788425,45.1224
59.13785,257.82055,45.145175
59.1457,257.923825,45.164475
59.156125,257.995,45.182075
59.165,258.02505,45.203175
59.22815,258.0681,45.22205
59.245425,258.1745,45.24865
59.260425,258.19965,45.285025
59.2703,258.350075,45.3091
59.280075,258.371975,45.337325
59.292775,258.436675,45.3688
59.324975,258.4853,45.3991
59.338125,258.50575,45.430075
59.352225,258.65795,45.450975
59.391025,258.75705,45.473075
59.4077,258.806175,45.51355
59.421325,258.91525,45.53705
59.493575,259.037325,45.58735
59.5079,259.270925,45.60755
59.52615,259.34415,45.631525
59.539675,259.366075,45.65045
59.54935,259.486025,45.6697
59.610375,259.609175,45.704025
59.618775,259.634,45.724375
59.6334,259.759225,45.746675
59.643125,259.911625,45.76895
59.654475,259.925275,45.793125
59.66495,259.971,45.820025
59.676875,259.9931,45.846775
59.694825,260.027575,45.89445
59.708275,260.24195,45.9289
59.7205,260.3095,45.96845
59.73715,260.36465,45.9995
59.837225,260.427475,46.014275
59.850425,260.747975,46.034
59.868075,261.2254,46.047525
59.92475,261.3754,46.061375
59.944875,261.4746,46.068625
59.966525,261.5321,46.115
59.993875,261.54485,46.129025
60.021625,261.63665,46.138525
60.051125,261.648225,46.166975
60.073675,262.02645,46.176
60.137475,262.224125,46.1775
60.160975,262.22695,46.191
60.19065,262.2953,46.198375
60.212775,262.374925,46.2259
60.2378,262.42235,46.25345
60.3578,262.62625,46.259325
60.3723,262.730975,46.29705
60.396775,262.7817,46.3338
60.4187,262.87425,46.34055
60.4338,262.881075,46.361275
60.45315,262.887825,46.368175
60.4809,262.9164,46.391825
60.5118,263.173275,46.40195
60.536875,263.194325,46.4297
60.567425,263.23465,46.437025
60.5937,263.57435,46.448975
60.615925,263.799075,46.4639
60.668025,263.8704,46.47575
60.719625,263.912,46.49805
60.740275,263.9315,46.51245
60.78565,263.976575,46.51815
60.813675,264.0396,46.52675
60.833625,264.10315,46.533775
60.87445,264.15165,46.54
60.91795,264.18965,46.548425
60.93305,264.232925,46.5641
60.97455,264.311325,46.582075
61.010025,264.349625,46.60485
61.035825,264.539725,46.628075
61.082825,264.59495,46.6489
61.10865,264.651975,46.670575
61.1275,264.72425,46.682075
61.1545,264.80075,46.70255
61.175375,264.927,46.70965
61.20855,264.93425,46.7321
61.2419,264.9797,46.734525
61.2646,265.055975,46.740075
61.280675,265.186225,46.755325
61.3214,265.23935,46.784
61.354875,265.324075,46.79595
61.385575,265.694725,46.80785
61.409275,265.74125,46.8144
61.440625,265.7716,46.8203
61.4763,265.79845,46.828
61.508575,266.12035,46.83445
61.548875,266.19865,46.8583
61.587975,266.260925,46.891225
61.606,266.417175,46.932375
61.62205,266.473725,46.938975
61.64115,266.52115,46.949325
61.681125,266.562925,46.960975
61.695725,266.7185,46.968375
61.7134,266.721475,46.99815
61.729975,266.735375,47.0111
61.74,266.751775,47.105075
61.7566,266.84365,47.11275
61.776425,266.89155,47.135425
61.7925,266.982375,47.141575
61.819175,267.026775,47.143925
61.840025,267.059475,47.175175
61.860775,267.161825,47.198475
61.88145,267.283125,47.228675
61.9074,267.450525,47.279275
61.94805,267.477275,47.280425
61.9735,267.604425,47.2931
61.988425,267.702875,47.30925
62.00665,267.8244,47.317075
62.064375,267.870325,47.33575
62.0752,268.051775,47.344125
62.0912,268.082375,47.383425
62.111925,268.109725,47.40525
62.151775,268.33075,47.41735
62.168375,268.35305,47.43
62.195175,268.66915,47.480575
62.219325,268.73685,47.48955
62.243825,268.73845,47.496625
62.265425,268.76715,47.50585
62.2991,268.83505,47.5136
62.3132,268.854575,47.521
62.333325,268.883975,47.534325
62.3558,269.0156,47.55805
62.374325,269.043375,47.565975
62.3978,269.1494,47.581975
62.40995,269.2016,47.61815
62.426,269.367775,47.654725
62.484125,269.446025,47.665225
62.5071,269.5209,47.716625
62.554575,269.696425,47.732075
62.576725,269.722275,47.73335
62.723475,269.867025,47.74455
62.73975,269.909525,47.755775
62.7709,270.04475,47.775125
62.7864,270.1198,47.783775
62.81995,270.24265,47.794
62.842175,270.4232,47.8018
62.8546,270.4982,47.81115
62.871525,270.613075,47.818525
62.89195,270.64315,47.82585
62.922475,270.83475,47.850925
62.9553,270.882825,47.877875
62.984675,270.895325,47.911825
63.013025,270.9851,47.919775
63.028225,271.298825,47.926025
63.0436,271.320625,47.933825
63.0714,271.407475,47.95345
63.084075,271.496175,47.98615
63.0941,271.5057,48.01505
63.1145,271.579525,48.021775
63.150825,271.6514,48.030875
63.1734,271.76485,48.0401
63.210125,272.02155,48.04835
63.221875,272.043975,48.099825
63.23025,272.05755,48.141475
63.243975,272.12145,48.1707
63.26265,272.280275,48.234275
63.2858,272.3284,48.241575
63.328925,272.363175,48.248275
63.350225,272.39155,48.256475
63.36685,272.55535,48.263625
63.385675,272.6298,48.41595
63.4052,272.6689,48.43495
63.420925,272.70025,48.45615
63.439075,272.730175,48.47465
63.45785,272.757625,48.48385
63.478,272.903975,48.50585
63.545125,272.975575,48.52865
63.5646,273.0035,48.54765
63.587425,273.0172,48.5571
63.64415,273.077975,48.574275
63.6619,273.87485,48.591025
63.670725,273.96545,48.61925
63.68615,274.23395,48.66635
63.73125,274.248075,48.683
63.75325,274.255125,48.693575
63.797075,274.30585,48.704525
63.845675,274.4076,48.7059
