SPK_SPKC06a (excited),SPK_SPKC06b (no effect),SPK_SPKC12a (NA)
170.251275,,
170.266825,,
170.3255,,
170.35605,,
170.3898,,
170.4469,,
170.474225,,
170.49175,,
170.512325,,
170.563225,,
170.594,,
170.6406,,
170.66335,,
170.678025,,
170.713525,,
170.725025,,
170.7371,,
170.752275,,
170.7841,,
170.797825,,
170.816675,,
170.847975,,
170.89755,,
170.9713,,
171.044125,,
171.06315,,
171.08285,,
171.17455,,
171.196275,,
171.221,,
171.30835,,
171.3212,,
171.343575,,
171.3857,,
171.428725,,
171.45815,,
171.4755,,
171.5048,,
171.546275,,
171.56245,,
171.595725,,
171.6548,,
171.6774,,
171.6956,,
171.7192,,
171.75115,,
171.769925,,
171.8046,,
171.898025,,
171.912675,,
171.9255,,
171.93635,,
171.9847,,
172.0017,,
172.011875,,
172.0206,,
172.050625,,
172.070275,,
172.130175,,
172.158825,,
172.18455,,
172.2684,,
172.288875,,
172.348825,,
172.533975,,
172.67325,,
172.72385,,
172.747375,,
172.809375,,
172.83715,,
172.897725,,
172.93595,,
173.015325,,
173.044925,,
173.07805,,
173.138175,,
173.174575,,
173.214225,,
173.252575,,
173.284525,,
173.311275,,
173.337225,,
173.385425,,
173.419925,,
173.4573,,
173.480625,,
173.508675,,
173.550375,,
173.585875,,
173.695825,,
173.72555,,
173.759025,,
173.801475,,
173.828675,,
173.910925,,
174.015325,,
174.052125,,
174.0648,,
174.08185,,
174.1072,,
174.1237,,
174.1414,,
174.1562,,
174.16935,,
174.19325,,
174.2088,,
174.2421,,
174.25265,,
174.289975,,
174.29845,,
174.308825,,
174.320025,,
174.331425,,
174.3391,,
174.392725,,
174.437275,,
174.44605,,
174.461475,,
174.4703,,
174.48675,,
174.524575,,
174.55975,,
174.596425,,
174.6144,,
174.650775,,
174.655925,,
174.66375,,
174.6845,,
174.7085,,
174.730575,,
174.76965,,
174.77695,,
174.793525,,
174.799125,,
174.850325,,
174.8755,,
174.91195,,
175.031175,,
175.090475,,
175.1434,,
175.206025,,
175.225575,,
175.2649,,
175.29155,,
175.30875,,
175.329475,,
175.364575,,
175.3817,,
175.39965,,
175.437975,,
175.452275,,
175.4815,,
175.5,,
175.509525,,
175.518525,,
175.529275,,
175.550375,,
175.566575,,
175.57775,,
175.592725,,
175.59935,,
175.605475,,
175.61915,,
175.64135,,
175.64875,,
175.6611,,
175.679,,
175.6882,,
175.71975,,
175.80265,,
175.819175,,
176.079525,,
176.085675,,
176.1633,,
176.2276,,
176.234675,,
176.2662,,
176.284,,
176.290425,,
176.3032,,
176.342025,,
176.406275,,
176.49725,,
176.540925,,
176.560475,,
176.56775,,
176.57745,,
176.59175,,
176.605025,,
176.60895,,
176.6297,,
176.647425,,
176.697,,
176.706725,,
176.710875,,
176.788375,,
176.830675,,
176.94645,,
177.0982,,
177.1086,,
177.147125,,
177.155775,,
177.162,,
177.2077,,
177.2592,,
177.2875,,
177.32235,,
177.38475,,
177.435925,,
177.57185,,
177.609525,,
177.615075,,
177.627225,,
177.665275,,
177.859225,,
177.8721,,
177.888575,,
177.915475,,
177.92075,,
178.014975,,
178.09475,,
178.10725,,
178.190225,,
178.211025,,
178.32395,,
178.4738,,
178.5347,,
178.610425,,
178.668775,,
178.696875,,
178.7538,,
178.764525,,
178.813625,,
178.830925,,
178.84085,,
178.903025,,
178.9511,,
179.01405,,
179.019325,,
179.133325,,
179.23035,,
179.2454,,
179.3107,,
179.3236,,
179.338925,,
179.368275,,
179.396375,,
179.411475,,
179.432125,,
179.511175,,
179.523525,,
179.547625,,
179.600075,,
179.649,,
179.6912,,
179.727275,,
179.742775,,
179.793875,,
179.807775,,
179.821575,,
179.84895,,
179.861725,,
179.909925,,
179.95335,,
180.005425,,
180.03665,,
180.0723,,
180.125475,,
180.23295,,
180.251025,,
180.26005,,
180.274825,,
180.284325,,
180.335475,,
180.398775,,
180.425775,,
180.449475,,
180.46165,,
180.475275,,
180.58605,,
180.631625,,
180.648325,,
180.6704,,
180.689475,,
180.69175,,
180.713,,
180.75535,,
180.8067,,
180.84735,,
180.870925,,
180.89515,,
180.916875,,
180.9813,,
181.0072,,
181.020825,,
181.039325,,
181.06275,,
181.108925,,
181.130425,,
181.13895,,
181.159125,,
181.192125,,
181.206475,,
181.214425,,
181.23945,,
181.266925,,
181.3151,,
181.39135,,
181.50835,,
181.52545,,
181.552975,,
181.65835,,
181.72985,,
181.763825,,
181.784025,,
181.8411,,
181.856625,,
181.8968,,
181.915825,,
181.9282,,
181.97565,,
181.985075,,
182.000425,,
182.008975,,
182.015525,,
182.049675,,
182.064725,,
182.08255,,
182.127775,,
182.18645,,
182.213425,,
182.2453,,
182.295325,,
182.303925,,
182.326775,,
182.3445,,
182.528625,,
182.546675,,
182.5618,,
182.5833,,
182.6022,,
182.637725,,
182.710575,,
182.7204,,
182.740925,,
182.8117,,
182.8501,,
182.875475,,
182.90975,,
182.9375,,
182.99305,,
183.00155,,
183.03905,,
183.13325,,
183.1474,,
183.2063,,
183.21245,,
183.2244,,
183.29245,,
183.358575,,
183.40615,,
183.4233,,
183.448625,,
183.528725,,
183.612225,,
183.629325,,
183.7871,,
183.80925,,
183.844825,,
183.869325,,
183.89405,,
183.909325,,
183.91825,,
183.929325,,
183.93935,,
183.976125,,
184.0623,,
184.0794,,
184.1041,,
184.1331,,
184.15215,,
184.181075,,
184.2005,,
184.2164,,
184.261825,,
184.278875,,
184.3357,,
184.361825,,
184.506125,,
184.52595,,
184.604575,,
184.629175,,
184.70625,,
184.7227,,
184.7423,,
184.764075,,
184.794125,,
184.82925,,
184.8547,,
184.874275,,
184.896925,,
184.93885,,
184.9712,,
185.0141,,
185.026225,,
185.043625,,
185.074075,,
185.0883,,
185.114125,,
185.1344,,
185.18015,,
185.195475,,
185.259625,,
185.291775,,
185.31275,,
185.33945,,
185.374375,,
185.39745,,
185.421775,,
185.442325,,
185.463525,,
185.4786,,
185.5014,,
185.531225,,
185.55225,,
185.6316,,
185.69005,,
185.7127,,
185.731525,,
185.785875,,
185.818,,
185.8631,,
185.90575,,
185.9251,,
185.94715,,
185.97515,,
186.031575,,
186.060625,,
186.08605,,
186.10555,,
186.12185,,
186.1642,,
186.17645,,
186.1849,,
186.195525,,
186.2072,,
186.2182,,
186.23235,,
186.24185,,
186.255425,,
186.309775,,
186.377475,,
186.390225,,
186.407025,,
186.4646,,
186.5336,,
186.5647,,
186.57995,,
186.591625,,
186.60115,,
186.62415,,
186.64635,,
186.655575,,
186.66525,,
186.675375,,
186.721975,,
186.73145,,
186.770175,,
186.79385,,
186.818,,
186.839475,,
186.862925,,
186.8852,,
186.9624,,
187.015,,
187.06335,,
187.084825,,
187.1378,,
187.17365,,
187.20075,,
187.248325,,
187.287225,,
187.308225,,
187.34945,,
187.3733,,
187.42105,,
187.42905,,
187.478275,,
187.5082,,
187.5489,,
187.6743,,
187.685975,,
187.75235,,
187.777175,,
187.801725,,
187.819425,,
187.834875,,
187.843175,,
187.8496,,
187.859575,,
187.9228,,
187.93235,,
187.978975,,
187.996425,,
188.0224,,
188.048325,,
188.0762,,
188.159775,,
188.194675,,
188.223775,,
188.23335,,
188.241925,,
188.311525,,
188.34455,,
188.38325,,
188.418325,,
188.464425,,
188.494525,,
188.54635,,
188.553525,,
188.594475,,
188.60735,,
188.658825,,
188.710175,,
188.716775,,
188.7297,,
188.743,,
188.7543,,
188.79425,,
188.825875,,
188.8859,,
188.9273,,
189.011475,,
189.0777,,
189.094875,,
189.123275,,
189.14585,,
189.198375,,
189.23595,,
189.284275,,
189.292975,,
189.333275,,
189.362075,,
189.39295,,
189.398725,,
189.433275,,
189.4601,,
189.470475,,
189.5189,,
189.57595,,
189.5871,,
189.634175,,
189.658875,,
189.6753,,
189.768675,,
189.8335,,
189.921975,,
189.9706,,
190.066375,,
190.15715,,
190.19175,,
190.21605,,
190.28135,,
190.2922,,
190.311075,,
190.32275,,
190.336925,,
190.374375,,
190.38715,,
190.419675,,
190.428475,,
190.44085,,
190.5066,,
190.526725,,
190.548975,,
190.57925,,
190.61585,,
190.636875,,
190.683975,,
190.700725,,
190.829425,,
190.946875,,
190.96435,,
191.0085,,
191.038975,,
191.0556,,
191.170425,,
191.1871,,
191.208875,,
191.270375,,
191.286775,,
191.306175,,
191.34335,,
191.3612,,
191.408,,
191.429175,,
191.4679,,
191.4923,,
191.522925,,
191.535775,,
191.54935,,
191.59185,,
191.62145,,
191.661775,,
191.67945,,
191.718575,,
191.75955,,
191.806,,
191.835525,,
191.87815,,
191.9335,,
191.978575,,
192.008,,
192.04695,,
192.06245,,
192.113375,,
192.1554,,
192.21695,,
192.243975,,
192.303725,,
192.3346,,
192.3595,,
192.3893,,
192.41405,,
192.46275,,
192.51365,,
192.545325,,
192.608825,,
192.686025,,
192.706775,,
192.7185,,
192.733075,,
192.7515,,
192.817075,,
192.84535,,
192.871425,,
192.906575,,
192.93665,,
193.0014,,
193.022725,,
193.063175,,
193.0818,,
193.10545,,
193.128625,,
193.17855,,
193.192425,,
193.2458,,
193.344825,,
193.400925,,
193.439925,,
193.4947,,
193.5145,,
193.556575,,
193.5972,,
193.684075,,
193.7158,,
193.7358,,
193.757325,,
193.79755,,
193.816925,,
193.906775,,
193.9762,,
194.0714,,
194.09585,,
194.155025,,
194.17335,,
194.1971,,
194.2664,,
194.28035,,
194.30665,,
194.321825,,
194.3396,,
194.4006,,
194.413675,,
194.451275,,
194.489525,,
194.502825,,
194.571,,
194.59085,,
194.6172,,
194.639925,,
194.655675,,
194.691175,,
194.730075,,
194.759575,,
194.774175,,
194.79925,,
194.818975,,
194.8609,,
194.8671,,
194.8805,,
194.906825,,
194.93475,,
194.95405,,
194.97255,,
194.988325,,
195.014775,,
195.037525,,
195.05805,,
195.0731,,
195.096575,,
195.1186,,
195.1711,,
195.19725,,
195.220225,,
195.256775,,
195.30225,,
195.3324,,
195.364625,,
195.39055,,
195.407825,,
195.439225,,
195.49065,,
195.5717,,
195.621425,,
195.6409,,
195.660225,,
195.675175,,
195.710225,,
195.774175,,
195.7914,,
195.837825,,
195.88,,
195.909725,,
195.921225,,
195.934075,,
195.94395,,
195.9744,,
195.984225,,
195.999725,,
196.026575,,
196.062225,,
196.0948,,
196.122425,,
196.137925,,
196.176025,,
196.1982,,
196.220625,,
196.2396,,
196.2457,,
196.32765,,
196.362775,,
196.423925,,
196.47145,,
196.5046,,
196.550775,,
196.61615,,
196.647675,,
196.66835,,
196.68685,,
196.7216,,
196.75395,,
196.812725,,
196.87055,,
196.90785,,
196.922575,,
196.998225,,
197.01685,,
197.10615,,
197.147825,,
197.1763,,
197.2087,,
197.2657,,
197.342775,,
197.3805,,
197.407575,,
197.44215,,
197.466075,,
197.4898,,
197.532525,,
197.56275,,
197.6293,,
197.657475,,
197.677025,,
197.698275,,
197.71895,,
197.73785,,
197.76685,,
197.787175,,
197.816475,,
197.8896,,
197.941725,,
197.97605,,
197.998375,,
198.01355,,
198.05585,,
198.068725,,
198.086525,,
198.11985,,
198.163,,
198.17485,,
198.27915,,
198.299475,,
198.333025,,
198.3524,,
198.37155,,
198.409525,,
198.439925,,
198.460825,,
198.48655,,
198.511625,,
198.601225,,
198.699225,,
198.78475,,
198.8461,,
198.947,,
198.988725,,
199.058475,,
199.083875,,
199.11595,,
199.1798,,
199.198125,,
199.224175,,
199.2563,,
199.305725,,
199.37825,,
199.404825,,
199.4451,,
199.47575,,
199.50165,,
199.51895,,
199.58515,,
199.616,,
199.6327,,
199.6489,,
199.659025,,
199.69195,,
199.7053,,
199.788625,,
199.821525,,
199.838575,,
199.849525,,
199.859725,,
199.89995,,
199.91095,,
199.949225,,
200.02905,,
200.05005,,
200.06855,,
200.0852,,
200.10905,,
200.13585,,
200.175375,,
200.199325,,
200.28525,,
200.3633,,
200.3989,,
200.441725,,
200.459875,,
200.4839,,
200.498475,,
200.528375,,
200.60105,,
200.669125,,
200.700225,,
200.715525,,
200.746725,,
200.813,,
200.83495,,
200.8535,,
200.89255,,
200.9354,,
201.029325,,
201.070125,,
201.1204,,
201.18015,,
201.20095,,
201.22635,,
201.24585,,
201.27525,,
201.30675,,
201.33445,,
201.386675,,
201.488225,,
201.51285,,
201.53255,,
201.558275,,
201.6244,,
201.648425,,
201.67735,,
201.714775,,
201.762225,,
201.805325,,
201.87215,,
201.895325,,
201.91965,,
201.93045,,
201.9618,,
201.9797,,
202.01315,,
202.03265,,
202.0531,,
202.0749,,
202.0947,,
202.1347,,
202.190825,,
202.263825,,
202.303575,,
202.327425,,
202.3821,,
202.4209,,
202.438525,,
202.470475,,
202.544225,,
202.595325,,
202.60815,,
202.6444,,
202.7367,,
202.7509,,
202.786525,,
202.806775,,
202.819975,,
202.832025,,
202.84495,,
202.8658,,
202.9096,,
202.92925,,
202.9628,,
202.99685,,
203.009075,,
203.034625,,
203.05725,,
203.105975,,
203.1535,,
203.16,,
203.1688,,
203.211825,,
203.222475,,
203.31665,,
203.34475,,
203.4003,,
203.55745,,
203.5846,,
203.610775,,
203.663175,,
203.709925,,
203.74295,,
203.843175,,
203.8963,,
203.956875,,
204.0166,,
204.0531,,
204.143125,,
204.254825,,
204.28165,,
204.29945,,
204.333775,,
204.35255,,
204.375975,,
204.422875,,
204.440975,,
204.481525,,
204.51865,,
204.531325,,
204.559325,,
204.576275,,
204.61345,,
204.6355,,
204.6578,,
204.6903,,
204.71415,,
204.7295,,
204.74255,,
204.7537,,
204.7614,,
204.850525,,
204.901975,,
204.9451,,
204.97295,,
204.9866,,
204.987675,,
205.016425,,
205.0518,,
205.066875,,
205.125075,,
205.1506,,
205.193275,,
205.255525,,
205.33,,
205.354025,,
205.388625,,
205.447475,,
205.468975,,
205.519125,,
205.55925,,
205.594475,,
205.657275,,
205.68745,,
205.745575,,
205.778575,,
205.804975,,
205.885875,,
205.98435,,
206.001875,,
206.040625,,
206.126775,,
206.145325,,
206.16185,,
206.221175,,
206.23995,,
206.269725,,
206.3384,,
206.421275,,
206.458475,,
206.49855,,
206.5176,,
206.630375,,
206.65585,,
206.6754,,
206.7012,,
206.72995,,
206.776075,,
206.829075,,
206.857075,,
206.924925,,
206.93965,,
206.9521,,
206.9736,,
207.039625,,
207.058925,,
207.091875,,
207.1056,,
207.118075,,
207.156725,,
207.1778,,
207.20395,,
207.224225,,
207.244925,,
207.29535,,
207.356,,
207.3806,,
207.408375,,
207.463375,,
207.50185,,
207.588825,,
207.612725,,
207.6577,,
207.71765,,
207.7432,,
207.77755,,
207.794775,,
207.8439,,
207.87635,,
207.947425,,
207.9648,,
207.98805,,
208.01465,,
208.08135,,
208.13215,,
208.1649,,
208.19055,,
208.228475,,
208.27905,,
208.365925,,
208.4219,,
208.493275,,
208.51355,,
208.539275,,
208.606,,
208.655625,,
208.676625,,
208.76635,,
208.8024,,
208.826275,,
208.847425,,
208.870125,,
208.8994,,
208.9557,,
209.0262,,
209.042975,,
209.0697,,
209.09325,,
209.1568,,
209.18425,,
209.25,,
209.26865,,
209.290225,,
209.306975,,
209.32345,,
209.3383,,
209.38765,,
209.467925,,
209.5006,,
209.539175,,
209.595525,,
209.6207,,
209.66265,,
209.68675,,
209.70625,,
209.72985,,
209.74755,,
209.7946,,
209.885325,,
209.942175,,
209.971525,,
210.024025,,
210.148325,,
210.1837,,
210.201025,,
210.21735,,
210.32815,,
210.4474,,
210.498875,,
210.519675,,
210.534775,,
210.556625,,
210.576325,,
210.620925,,
210.67835,,
210.707325,,
210.75285,,
210.77485,,
210.87115,,
210.9333,,
210.9602,,
210.997825,,
211.017075,,
211.038325,,
211.089625,,
211.146775,,
211.235,,
211.275425,,
211.3602,,
211.431875,,
211.4816,,
211.504775,,
211.543675,,
211.5653,,
211.593325,,
211.61365,,
211.638175,,
211.7022,,
211.7693,,
211.7993,,
211.834875,,
211.872025,,
211.9388,,
211.9955,,
212.02915,,
212.055125,,
212.11705,,
212.14095,,
212.15945,,
212.186575,,
212.2226,,
212.2525,,
212.372575,,
212.4098,,
212.454425,,
212.487675,,
212.5573,,
212.60265,,
212.63695,,
212.685275,,
212.7247,,
212.74105,,
212.75615,,
212.773975,,
212.8156,,
213.012975,,
213.04275,,
213.060925,,
213.18165,,
213.22245,,
213.283875,,
213.326675,,
213.34275,,
213.3611,,
213.383375,,
213.429925,,
213.463425,,
213.4917,,
213.53325,,
213.5548,,
213.57235,,
213.591875,,
213.620475,,
213.635825,,
213.65225,,
213.6747,,
213.687225,,
213.743925,,
213.759775,,
213.82645,,
213.84145,,
213.929675,,
213.965925,,
213.99775,,
214.024275,,
214.036775,,
214.071175,,
214.1602,,
214.171925,,
214.23715,,
214.245075,,
214.25785,,
214.2851,,
214.33085,,
214.390425,,
214.411575,,
214.5015,,
214.5043,,
214.560175,,
214.573925,,
214.643925,,
214.66355,,
214.713075,,
214.747825,,
214.76595,,
214.810275,,
214.857075,,
214.8794,,
214.89915,,
214.9178,,
214.978575,,
215.03115,,
215.1196,,
215.14455,,
215.16545,,
215.21725,,
215.249,,
215.2944,,
215.33975,,
215.379125,,
215.47155,,
215.485875,,
215.5196,,
215.53,,
215.61635,,
215.674175,,
215.70045,,
215.74535,,
215.767775,,
215.795925,,
215.819675,,
215.838525,,
215.883525,,
215.945025,,
215.98125,,
215.9902,,
216.013375,,
216.0264,,
216.0759,,
216.084725,,
216.0992,,
216.1135,,
216.1243,,
216.1463,,
216.1716,,
216.1844,,
216.1934,,
216.207075,,
216.269725,,
216.404875,,
216.446225,,
216.5325,,
216.574925,,
216.611675,,
216.647425,,
216.680025,,
216.693025,,
216.709025,,
216.7226,,
216.845175,,
216.8804,,
216.9319,,
216.94315,,
216.98755,,
217.011375,,
217.056775,,
217.069675,,
217.091475,,
217.191675,,
217.206675,,
217.24365,,
217.25385,,
217.2792,,
217.336275,,
217.3512,,
217.367625,,
217.3743,,
217.381875,,
217.388375,,
217.452775,,
217.498675,,
217.54255,,
217.555275,,
217.59495,,
217.609425,,
217.658525,,
217.6758,,
217.711125,,
217.72555,,
217.7373,,
217.766025,,
217.8032,,
217.8243,,
217.8566,,
217.87745,,
217.920025,,
217.949925,,
217.979,,
217.997625,,
218.014675,,
218.02905,,
218.0452,,
218.069125,,
218.09975,,
218.146325,,
218.162425,,
218.184275,,
218.24755,,
218.26175,,
218.296075,,
218.32295,,
218.350075,,
218.3686,,
218.42265,,
218.4534,,
218.476025,,
218.49545,,
218.53565,,
218.695275,,
218.719375,,
218.763275,,
218.7775,,
218.8323,,
218.853475,,
218.8847,,
218.913675,,
218.963375,,
219.015425,,
219.042925,,
219.0591,,
219.0824,,
219.10675,,
219.1311,,
219.1639,,
219.26775,,
219.289275,,
219.334275,,
219.354875,,
219.388675,,
219.4067,,
219.42085,,
219.44955,,
219.47845,,
219.54105,,
219.576075,,
219.6138,,
219.643075,,
219.67055,,
219.692575,,
219.710475,,
219.726075,,
219.73665,,
219.7693,,
219.79865,,
219.822575,,
219.84005,,
219.856725,,
219.8806,,
219.902525,,
219.9666,,
219.997175,,
220.0185,,
220.062675,,
220.13715,,
220.17035,,
220.192325,,
220.255225,,
220.279975,,
220.31405,,
220.341975,,
220.36955,,
220.39385,,
220.440525,,
220.516625,,
220.53785,,
220.56025,,
220.58225,,
220.596875,,
220.680025,,
220.7052,,
220.793275,,
220.847075,,
220.882725,,
220.92935,,
220.948125,,
220.9669,,
221.001575,,
221.034425,,
221.05785,,
221.078375,,
221.121125,,
221.142425,,
221.168725,,
221.194625,,
221.2095,,
221.2874,,
221.311225,,
221.330825,,
221.405,,
221.424025,,
221.55615,,
221.57745,,
221.6018,,
221.613725,,
221.673575,,
221.77425,,
221.843,,
221.8464,,
221.86725,,
221.933025,,
221.978,,
222.02545,,
222.041675,,
222.097825,,
222.1409,,
222.237225,,
222.41845,,
222.42945,,
222.4672,,
222.482425,,
222.503675,,
222.526625,,
222.576075,,
222.601925,,
222.636575,,
222.682025,,
222.71025,,
222.729125,,
222.820375,,
222.8492,,
222.886525,,
222.924675,,
222.96825,,
223.052125,,
223.089425,,
223.115625,,
223.189825,,
223.287175,,
223.36315,,
223.41995,,
223.448725,,
223.48435,,
223.5169,,
223.6085,,
223.647925,,
223.68905,,
223.72905,,
223.796875,,
223.822125,,
223.901075,,
223.915225,,
223.9302,,
223.981275,,
223.9911,,
224.1113,,
224.137475,,
224.186825,,
224.2605,,
224.29985,,
224.319325,,
224.322525,,
224.3428,,
224.3919,,
224.5632,,
224.585875,,
224.6064,,
224.6311,,
224.64315,,
224.646775,,
224.672125,,
224.72465,,
224.75685,,
224.77585,,
224.84795,,
224.865325,,
224.89225,,
224.9136,,
224.93705,,
224.98375,,
225.011075,,
225.098,,
225.133925,,
225.151475,,
225.1785,,
225.253575,,
225.2738,,
225.283975,,
225.297525,,
225.337025,,
225.3673,,
225.3899,,
225.49295,,
225.51355,,
225.555,,
225.6041,,
225.634,,
225.6543,,
225.6836,,
225.758125,,
225.798325,,
225.81855,,
225.836875,,
225.946375,,
225.968625,,
226.017275,,
226.0428,,
226.07585,,
226.173875,,
226.2249,,
226.243625,,
226.283275,,
226.305225,,
226.32295,,
226.381625,,
226.4475,,
226.4796,,
226.488375,,
226.556725,,
226.58185,,
226.617725,,
226.64575,,
226.7643,,
226.79375,,
226.843975,,
226.85805,,
226.913375,,
226.942525,,
226.9674,,
227.00035,,
227.03905,,
227.049725,,
227.114725,,
227.182275,,
227.20635,,
227.2677,,
227.307025,,
227.3588,,
227.3956,,
227.4369,,
227.4916,,
227.511325,,
227.538325,,
227.562,,
227.594725,,
227.6847,,
227.786175,,
227.814325,,
227.841375,,
227.903875,,
227.934175,,
227.96455,,
227.9855,,
227.995625,,
228.022475,,
228.059975,,
228.08375,,
228.111275,,
228.1333,,
228.1783,,
228.205625,,
228.240775,,
228.25585,,
228.2771,,
228.29345,,
228.33045,,
228.34835,,
228.402775,,
228.496425,,
228.545625,,
228.587725,,
228.6238,,
228.6975,,
228.710775,,
228.73225,,
228.783675,,
228.797825,,
228.825525,,
228.845975,,
228.92205,,
229.0045,,
229.00925,,
229.029675,,
229.06785,,
229.089075,,
229.12635,,
229.168625,,
229.178125,,
229.20695,,
229.22525,,
229.237575,,
229.395,,
229.487875,,
229.5199,,
229.54825,,
229.5579,,
229.5829,,
229.604425,,
229.619775,,
229.643275,,
229.679025,,
229.711725,,
229.759075,,
229.7899,,
229.7994,,
229.83785,,
229.8861,,
229.94,,
230.00085,,
230.0473,,
230.060425,,
230.0998,,
230.169575,,
230.226975,,
230.25745,,
230.271,,
230.312125,,
230.324625,,
230.337775,,
230.352,,
230.36325,,
230.37705,,
230.388775,,
230.3991,,
230.40595,,
230.4351,,
230.479975,,
230.51795,,
230.58625,,
230.59705,,
230.626325,,
230.6753,,
230.689625,,
230.72655,,
230.7411,,
230.7786,,
230.812575,,
230.82325,,
230.848475,,
230.8585,,
230.898025,,
230.9249,,
230.947225,,
230.9888,,
231.09915,,
231.156175,,
231.16555,,
231.298825,,
231.3114,,
231.371925,,
231.38815,,
231.434475,,
231.4617,,
231.537325,,
231.553,,
231.5752,,
231.6207,,
231.64665,,
231.7395,,
231.831575,,
231.909825,,
231.930825,,
231.947025,,
231.9735,,
231.991925,,
232.08045,,
232.107175,,
232.164925,,
232.1867,,
232.237325,,
232.26015,,
232.287025,,
232.325825,,
232.3552,,
232.38335,,
232.444925,,
232.467675,,
232.5207,,
232.571125,,
232.594575,,
232.679225,,
232.783125,,
232.8413,,
232.88155,,
232.90605,,
232.9125,,
232.935775,,
232.97815,,
233.00995,,
233.087925,,
233.116925,,
233.148625,,
233.167525,,
233.182875,,
233.2457,,
233.259225,,
233.281525,,
233.2892,,
233.298325,,
233.318875,,
233.4537,,
233.482775,,
233.570775,,
233.5791,,
233.659375,,
233.845475,,
233.87305,,
233.9555,,
233.968175,,
234.01555,,
234.06145,,
234.09125,,
234.116125,,
234.128675,,
234.158,,
234.17365,,
234.233375,,
234.2537,,
234.2755,,
234.2989,,
234.3269,,
234.3717,,
234.386625,,
234.396475,,
234.41355,,
234.42405,,
234.437725,,
234.4751,,
234.522375,,
234.569025,,
234.5943,,
234.61505,,
234.629775,,
234.64665,,
234.733125,,
234.764575,,
234.8146,,
234.848575,,
234.902325,,
234.93235,,
234.994525,,
235.032725,,
235.10195,,
235.130025,,
235.1571,,
235.1832,,
235.202725,,
235.30745,,
235.330975,,
235.358575,,
235.404775,,
235.426325,,
235.45525,,
235.5053,,
235.6442,,
235.678275,,
235.6961,,
235.70585,,
235.74695,,
235.807425,,
235.852925,,
235.875325,,
235.91535,,
235.92885,,
235.9826,,
236.02915,,
236.098725,,
236.1371,,
236.1819,,
236.22325,,
236.234325,,
236.265275,,
236.272925,,
236.281075,,
236.2882,,
236.304225,,
236.321425,,
236.34745,,
236.378125,,
236.429625,,
236.444325,,
236.45375,,
236.478375,,
236.514225,,
236.567875,,
236.6098,,
236.649125,,
236.800575,,
236.821925,,
236.854375,,
236.969625,,
237.01225,,
237.02325,,
237.03875,,
237.0622,,
237.1302,,
237.149075,,
237.18565,,
237.2404,,
237.3286,,
237.40365,,
237.4275,,
237.485975,,
237.513875,,
237.538725,,
237.5589,,
237.5993,,
237.6305,,
237.692725,,
237.72825,,
237.7541,,
237.78355,,
237.844175,,
237.899625,,
237.9356,,
237.9895,,
238.017725,,
238.06005,,
238.11855,,
238.137075,,
238.171775,,
238.189875,,
238.222,,
238.25455,,
238.278625,,
238.294925,,
238.3357,,
238.403225,,
238.42625,,
238.45275,,
238.51245,,
238.56945,,
238.59525,,
238.60935,,
238.6812,,
238.71185,,
238.777775,,
238.802975,,
238.835675,,
238.900025,,
238.9366,,
238.971125,,
238.997625,,
239.017525,,
239.04625,,
239.066475,,
239.142425,,
239.181025,,
239.2122,,
239.21955,,
239.239125,,
239.24885,,
239.2568,,
239.2644,,
239.277325,,
239.286,,
239.301225,,
239.409125,,
239.418225,,
239.429475,,
239.436025,,
239.442625,,
239.49005,,
239.525325,,
239.610125,,
239.6292,,
239.675275,,
239.695125,,
239.72645,,
239.77995,,
239.79805,,
239.85705,,
239.86355,,
239.88245,,
239.946325,,
239.95895,,
239.97285,,
239.9882,,
240.01395,,
240.04515,,
240.090125,,
240.131825,,
240.15165,,
240.15835,,
240.26935,,
240.2769,,
240.33805,,
240.381525,,
240.425425,,
240.481775,,
240.497775,,
240.53065,,
240.561125,,
240.5905,,
240.60275,,
240.62315,,
240.720825,,
240.73405,,
240.759175,,
240.76985,,
240.7837,,
240.83565,,
240.98665,,
241.00965,,
241.038725,,
241.089275,,
241.128675,,
241.201375,,
241.257775,,
241.280925,,
241.358025,,
241.402125,,
241.40985,,
241.42085,,
241.43645,,
241.490875,,
241.566325,,
241.6171,,
241.668775,,
241.704825,,
241.80055,,
241.860275,,
241.903525,,
241.946675,,
241.957175,,
242.051975,,
242.0698,,
242.10075,,
242.1076,,
242.19395,,
242.216075,,
242.26335,,
242.302075,,
242.3573,,
242.362775,,
242.37015,,
242.374975,,
242.40345,,
242.539475,,
242.545975,,
242.602325,,
242.611925,,
242.647975,,
242.676075,,
242.681875,,
242.752875,,
242.87095,,
242.91705,,
242.991375,,
243.081875,,
243.173,,
243.231675,,
243.26375,,
243.29425,,
243.32815,,
243.358025,,
243.519875,,
243.635025,,
243.654425,,
243.695375,,
243.726025,,
243.757125,,
243.773175,,
243.8418,,
243.89325,,
243.94285,,
244.03565,,
244.046925,,
244.071725,,
244.103475,,
244.125625,,
244.17165,,
244.201775,,
244.2283,,
244.2482,,
244.276675,,
244.320875,,
244.357625,,
244.397125,,
244.42265,,
244.4958,,
244.5369,,
244.571525,,
244.602375,,
244.709775,,
244.727625,,
244.743575,,
244.762325,,
244.7905,,
244.808775,,
244.8291,,
244.86185,,
244.905475,,
244.979075,,
245.0943,,
245.1351,,
245.1701,,
