SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC02c,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC06a,SPK_SPKC06b,SPK_SPKC07a,SPK_SPKC09a
,,,,,,,413.595625,
,,,,,,,413.621075,
,,,,,,,413.642275,
,,,,,,,413.6634,
,,,,,,,413.7401,
,,,,,,,413.7623,
,,,,,,,413.77615,
,,,,,,,413.81695,
,,,,,,,413.82865,
,,,,,,,413.869125,
,,,,,,,413.883225,
,,,,,,,413.890675,
,,,,,,,413.906975,
,,,,,,,413.93515,
,,,,,,,413.943775,
,,,,,,,414.005,
,,,,,,,414.020725,
,,,,,,,414.029925,
,,,,,,,414.053425,
,,,,,,,414.06625,
,,,,,,,414.154825,
,,,,,,,414.181925,
,,,,,,,414.202875,
,,,,,,,414.2339,
,,,,,,,414.28925,
,,,,,,,414.323025,
,,,,,,,414.338425,
,,,,,,,414.34115,
,,,,,,,414.357675,
,,,,,,,414.37925,
,,,,,,,414.447225,
,,,,,,,414.460225,
,,,,,,,414.488875,
,,,,,,,414.54285,
,,,,,,,414.551425,
,,,,,,,414.597525,
,,,,,,,414.64385,
,,,,,,,414.707325,
,,,,,,,414.751525,
,,,,,,,414.8494,
,,,,,,,414.894125,
,,,,,,,414.90095,
,,,,,,,414.940625,
,,,,,,,414.96615,
,,,,,,,415.0037,
,,,,,,,415.0305,
,,,,,,,415.07835,
,,,,,,,415.117525,
,,,,,,,415.19635,
,,,,,,,415.244575,
,,,,,,,415.26715,
,,,,,,,415.30805,
,,,,,,,415.31715,
,,,,,,,415.357175,
,,,,,,,415.393,
,,,,,,,415.4322,
,,,,,,,415.437325,
,,,,,,,415.5026,
,,,,,,,415.523325,
,,,,,,,415.5341,
,,,,,,,415.578875,
,,,,,,,415.5943,
,,,,,,,415.615775,
,,,,,,,415.66675,
,,,,,,,415.72125,
,,,,,,,415.776975,
,,,,,,,415.80055,
,,,,,,,415.8072,
,,,,,,,415.825075,
,,,,,,,415.885025,
,,,,,,,415.9189,
,,,,,,,415.92375,
,,,,,,,416.012575,
,,,,,,,416.055775,
,,,,,,,416.09585,
,,,,,,,416.151475,
,,,,,,,416.215275,
,,,,,,,416.25585,
,,,,,,,416.259725,
,,,,,,,416.284825,
,,,,,,,416.306,
,,,,,,,416.307375,
,,,,,,,416.3274,
,,,,,,,416.379875,
,,,,,,,416.4122,
,,,,,,,416.4164,
,,,,,,,416.4371,
,,,,,,,416.47355,
,,,,,,,416.4862,
,,,,,,,416.514375,
,,,,,,,416.519825,
,,,,,,,416.559125,
,,,,,,,416.59055,
,,,,,,,416.623975,
,,,,,,,416.63155,
,,,,,,,416.6451,
,,,,,,,416.6649,
,,,,,,,416.6784,
,,,,,,,416.7116,
,,,,,,,416.71815,
,,,,,,,416.74995,
,,,,,,,416.773775,
,,,,,,,416.826175,
,,,,,,,416.8456,
,,,,,,,416.90975,
,,,,,,,416.96565,
,,,,,,,417.0001,
,,,,,,,417.017425,
,,,,,,,417.052875,
,,,,,,,417.07615,
,,,,,,,417.0981,
,,,,,,,417.12655,
,,,,,,,417.196425,
,,,,,,,417.21825,
,,,,,,,417.232075,
,,,,,,,417.316375,
,,,,,,,417.318875,
,,,,,,,417.33815,
,,,,,,,417.383225,
,,,,,,,417.4082,
,,,,,,,417.41235,
,,,,,,,417.445625,
,,,,,,,417.456,
,,,,,,,417.490775,
,,,,,,,417.508425,
,,,,,,,417.514925,
,,,,,,,417.5317,
,,,,,,,417.5732,
,,,,,,,417.63505,
,,,,,,,417.64225,
,,,,,,,417.650175,
,,,,,,,417.687675,
,,,,,,,417.708,
,,,,,,,417.737325,
,,,,,,,417.75075,
,,,,,,,417.78985,
,,,,,,,417.81015,
,,,,,,,417.824375,
,,,,,,,417.845325,
,,,,,,,417.92075,
,,,,,,,417.963475,
,,,,,,,418.034775,
,,,,,,,418.107675,
,,,,,,,418.122775,
,,,,,,,418.15035,
,,,,,,,418.173325,
,,,,,,,418.188575,
,,,,,,,418.206575,
,,,,,,,418.224675,
,,,,,,,418.244875,
,,,,,,,418.267225,
,,,,,,,418.2934,
,,,,,,,418.31545,
,,,,,,,418.3475,
,,,,,,,418.496025,
,,,,,,,418.51505,
,,,,,,,418.55155,
,,,,,,,418.5645,
,,,,,,,418.608875,
,,,,,,,418.645725,
,,,,,,,418.665925,
,,,,,,,418.66905,
,,,,,,,418.687825,
,,,,,,,418.696425,
,,,,,,,418.74345,
,,,,,,,418.74555,
,,,,,,,418.766825,
,,,,,,,418.785975,
,,,,,,,418.80035,
,,,,,,,418.82005,
,,,,,,,418.8383,
,,,,,,,418.8479,
,,,,,,,418.854025,
,,,,,,,418.896875,
,,,,,,,418.908175,
,,,,,,,418.916075,
,,,,,,,418.921775,
,,,,,,,418.939075,
,,,,,,,419.107925,
,,,,,,,419.129775,
,,,,,,,419.14505,
,,,,,,,419.17395,
,,,,,,,419.1837,
,,,,,,,419.226875,
,,,,,,,419.269875,
,,,,,,,419.29285,
,,,,,,,419.324375,
,,,,,,,419.348625,
,,,,,,,419.37215,
,,,,,,,419.388575,
,,,,,,,419.419375,
,,,,,,,419.449875,
,,,,,,,419.52395,
,,,,,,,419.5557,
,,,,,,,419.5693,
,,,,,,,419.5717,
,,,,,,,419.599425,
,,,,,,,419.607775,
,,,,,,,419.634275,
,,,,,,,419.6768,
,,,,,,,419.68215,
,,,,,,,419.718875,
,,,,,,,419.7507,
,,,,,,,419.766375,
,,,,,,,419.784975,
,,,,,,,419.8125,
,,,,,,,419.8685,
,,,,,,,419.895425,
,,,,,,,419.900075,
,,,,,,,419.925125,
,,,,,,,419.937325,
,,,,,,,419.9486,
,,,,,,,419.9845,
,,,,,,,420.018325,
,,,,,,,420.077125,
,,,,,,,420.0935,
,,,,,,,420.126725,
,,,,,,,420.135975,
,,,,,,,420.14825,
,,,,,,,420.16605,
,,,,,,,420.1722,
,,,,,,,420.19325,
,,,,,,,420.20735,
,,,,,,,420.22895,
,,,,,,,420.2378,
,,,,,,,420.2595,
,,,,,,,420.295075,
,,,,,,,420.34345,
,,,,,,,420.362025,
,,,,,,,420.37405,
,,,,,,,420.38615,
,,,,,,,420.39545,
,,,,,,,420.418775,
,,,,,,,420.4606,
,,,,,,,420.470975,
,,,,,,,420.4975,
,,,,,,,420.51395,
,,,,,,,420.58155,
,,,,,,,420.620325,
,,,,,,,420.6453,
,,,,,,,420.6689,
,,,,,,,420.6932,
,,,,,,,420.7233,
,,,,,,,420.7383,
,,,,,,,420.755375,
,,,,,,,420.77075,
,,,,,,,420.780275,
,,,,,,,420.7966,
,,,,,,,420.82015,
,,,,,,,420.844075,
,,,,,,,420.90265,
,,,,,,,420.92115,
,,,,,,,420.95665,
,,,,,,,421.032275,
,,,,,,,421.0823,
,,,,,,,421.147125,
,,,,,,,421.184275,
,,,,,,,421.202875,
,,,,,,,421.256025,
,,,,,,,421.28415,
,,,,,,,421.318925,
,,,,,,,421.339525,
,,,,,,,421.38565,
,,,,,,,421.414025,
,,,,,,,421.42735,
,,,,,,,421.4467,
,,,,,,,421.4812,
,,,,,,,421.52465,
,,,,,,,421.527775,
,,,,,,,421.547525,
,,,,,,,421.596375,
,,,,,,,421.621525,
,,,,,,,421.627275,
,,,,,,,421.6425,
,,,,,,,421.65945,
,,,,,,,421.687175,
,,,,,,,421.741275,
,,,,,,,421.793925,
,,,,,,,421.8114,
,,,,,,,421.820025,
,,,,,,,421.825575,
,,,,,,,421.831575,
,,,,,,,421.837975,
,,,,,,,421.8397,
,,,,,,,421.87485,
,,,,,,,421.899825,
,,,,,,,421.93095,
,,,,,,,421.93415,
,,,,,,,421.94345,
,,,,,,,421.9555,
,,,,,,,421.958925,
,,,,,,,421.98505,
,,,,,,,422.024175,
,,,,,,,422.039775,
,,,,,,,422.04335,
,,,,,,,422.07395,
,,,,,,,422.08585,
,,,,,,,422.1027,
,,,,,,,422.12915,
,,,,,,,422.145775,
,,,,,,,422.152525,
,,,,,,,422.19215,
,,,,,,,422.2142,
,,,,,,,422.2653,
,,,,,,,422.305,
,,,,,,,422.3302,
,,,,,,,422.33705,
,,,,,,,422.39885,
,,,,,,,422.476925,
,,,,,,,422.525,
,,,,,,,422.570525,
,,,,,,,422.59815,
,,,,,,,422.623175,
,,,,,,,422.6398,
,,,,,,,422.6573,
,,,,,,,422.66955,
,,,,,,,422.6813,
,,,,,,,422.684025,
,,,,,,,422.738575,
,,,,,,,422.742175,
,,,,,,,422.764,
,,,,,,,422.7733,
,,,,,,,422.785025,
,,,,,,,422.79155,
,,,,,,,422.79925,
,,,,,,,422.8159,
,,,,,,,422.85045,
,,,,,,,422.89745,
,,,,,,,422.906175,
,,,,,,,422.94545,
,,,,,,,422.957425,
,,,,,,,422.9921,
,,,,,,,423.02155,
,,,,,,,423.040225,
,,,,,,,423.0503,
,,,,,,,423.084775,
,,,,,,,423.10455,
,,,,,,,423.146175,
,,,,,,,423.209225,
,,,,,,,423.259075,
,,,,,,,423.280575,
,,,,,,,423.326575,
,,,,,,,423.343975,
,,,,,,,423.360875,
,,,,,,,423.371925,
,,,,,,,423.418975,
,,,,,,,423.439275,
,,,,,,,423.46585,
,,,,,,,423.48655,
,,,,,,,423.5046,
,,,,,,,423.5761,
,,,,,,,423.62505,
,,,,,,,423.659,
,,,,,,,423.72035,
,,,,,,,423.721425,
,,,,,,,423.7457,
,,,,,,,423.7696,
,,,,,,,423.7959,
,,,,,,,423.812675,
,,,,,,,423.837475,
,,,,,,,423.847525,
,,,,,,,423.952325,
,,,,,,,424.01485,
,,,,,,,424.0213,
,,,,,,,424.0309,
,,,,,,,424.060025,
,,,,,,,424.0975,
,,,,,,,424.1182,
,,,,,,,424.15325,
,,,,,,,424.167375,
,,,,,,,424.168675,
,,,,,,,424.1928,
,,,,,,,424.2041,
,,,,,,,424.22785,
,,,,,,,424.23365,
,,,,,,,424.25425,
,,,,,,,424.2837,
,,,,,,,424.30175,
,,,,,,,424.313175,
,,,,,,,424.3594,
,,,,,,,424.37295,
,,,,,,,424.38005,
,,,,,,,424.390875,
,,,,,,,424.455075,
,,,,,,,424.46415,
,,,,,,,424.486175,
,,,,,,,424.50355,
,,,,,,,424.516325,
,,,,,,,424.554175,
,,,,,,,424.570275,
,,,,,,,424.583575,
,,,,,,,424.590575,
,,,,,,,424.6288,
,,,,,,,424.6513,
,,,,,,,424.688825,
,,,,,,,424.719375,
,,,,,,,424.7307,
,,,,,,,424.775725,
,,,,,,,424.80735,
,,,,,,,424.819175,
,,,,,,,424.845125,
,,,,,,,424.89105,
,,,,,,,424.90445,
,,,,,,,424.91565,
,,,,,,,424.961425,
,,,,,,,424.996925,
,,,,,,,425.02965,
,,,,,,,425.09385,
,,,,,,,425.101775,
,,,,,,,425.126,
,,,,,,,425.1607,
,,,,,,,425.180575,
,,,,,,,425.2038,
,,,,,,,425.23325,
,,,,,,,425.262225,
,,,,,,,425.2866,
,,,,,,,425.297625,
,,,,,,,425.31175,
,,,,,,,425.336125,
,,,,,,,425.353425,
,,,,,,,425.371475,
,,,,,,,425.3925,
,,,,,,,425.423125,
,,,,,,,425.4341,
,,,,,,,425.4501,
,,,,,,,425.5457,
,,,,,,,425.602775,
,,,,,,,425.60815,
,,,,,,,425.62495,
,,,,,,,425.64625,
,,,,,,,425.695275,
,,,,,,,425.71705,
,,,,,,,425.72535,
,,,,,,,425.738775,
,,,,,,,425.761625,
,,,,,,,425.769775,
,,,,,,,425.804325,
,,,,,,,425.817025,
,,,,,,,425.8401,
,,,,,,,425.86935,
,,,,,,,425.957825,
,,,,,,,425.967975,
,,,,,,,426.00625,
,,,,,,,426.032325,
,,,,,,,426.067325,
,,,,,,,426.082725,
,,,,,,,426.090575,
,,,,,,,426.126275,
,,,,,,,426.142125,
,,,,,,,426.174975,
,,,,,,,426.196225,
,,,,,,,426.2046,
,,,,,,,426.206675,
,,,,,,,426.230225,
,,,,,,,426.238825,
,,,,,,,426.2632,
,,,,,,,426.29215,
,,,,,,,426.340575,
,,,,,,,426.355475,
,,,,,,,426.374075,
,,,,,,,426.386675,
,,,,,,,426.4171,
,,,,,,,426.42645,
,,,,,,,426.42805,
,,,,,,,426.457775,
,,,,,,,426.48995,
,,,,,,,426.51965,
,,,,,,,426.543725,
,,,,,,,426.559375,
,,,,,,,426.5842,
,,,,,,,426.623925,
,,,,,,,426.648675,
,,,,,,,426.68755,
,,,,,,,426.735375,
,,,,,,,426.76845,
,,,,,,,426.7998,
,,,,,,,426.8334,
,,,,,,,426.88645,
,,,,,,,426.91065,
,,,,,,,426.9206,
,,,,,,,426.9345,
,,,,,,,426.955325,
,,,,,,,426.9761,
,,,,,,,427.031775,
,,,,,,,427.040225,
,,,,,,,427.0993,
,,,,,,,427.106475,
,,,,,,,427.14755,
,,,,,,,427.20805,
,,,,,,,427.22755,
,,,,,,,427.249275,
,,,,,,,427.273925,
,,,,,,,427.298575,
,,,,,,,427.320675,
,,,,,,,427.376475,
,,,,,,,427.40825,
,,,,,,,427.43405,
,,,,,,,427.47075,
,,,,,,,427.562825,
,,,,,,,427.58545,
,,,,,,,427.647775,
,,,,,,,427.6639,
,,,,,,,427.6947,
,,,,,,,427.701275,
,,,,,,,427.728525,
,,,,,,,427.7338,
,,,,,,,427.737325,
,,,,,,,427.742725,
,,,,,,,427.755675,
,,,,,,,427.779175,
,,,,,,,427.8141,
,,,,,,,427.8274,
,,,,,,,427.8346,
,,,,,,,427.843475,
,,,,,,,427.844575,
,,,,,,,427.8482,
,,,,,,,427.903425,
,,,,,,,427.928775,
,,,,,,,427.991125,
,,,,,,,427.995725,
,,,,,,,428.014025,
,,,,,,,428.025,
,,,,,,,428.0691,
,,,,,,,428.12115,
,,,,,,,428.172225,
,,,,,,,428.1863,
,,,,,,,428.1961,
,,,,,,,428.215,
,,,,,,,428.2547,
,,,,,,,428.257175,
,,,,,,,428.3089,
,,,,,,,428.317125,
,,,,,,,428.350075,
,,,,,,,428.351225,
,,,,,,,428.374,
,,,,,,,428.426075,
,,,,,,,428.465425,
,,,,,,,428.529925,
,,,,,,,428.56835,
,,,,,,,428.634,
,,,,,,,428.672575,
,,,,,,,428.676075,
,,,,,,,428.682175,
,,,,,,,428.6965,
,,,,,,,428.715575,
,,,,,,,428.744275,
,,,,,,,428.77715,
,,,,,,,428.79845,
,,,,,,,428.827775,
,,,,,,,428.831375,
,,,,,,,428.87345,
,,,,,,,428.931625,
,,,,,,,429.017825,
,,,,,,,429.05805,
,,,,,,,429.08865,
,,,,,,,429.09375,
,,,,,,,429.118525,
,,,,,,,429.131075,
,,,,,,,429.143475,
,,,,,,,429.156175,
,,,,,,,429.16425,
,,,,,,,429.219875,
,,,,,,,429.244825,
,,,,,,,429.26605,
,,,,,,,429.273725,
,,,,,,,429.29125,
,,,,,,,429.30675,
,,,,,,,429.326975,
,,,,,,,429.33875,
,,,,,,,429.387225,
,,,,,,,429.4398,
,,,,,,,429.460875,
,,,,,,,429.4771,
,,,,,,,429.512625,
,,,,,,,429.54275,
,,,,,,,429.569975,
,,,,,,,429.588075,
,,,,,,,429.608925,
,,,,,,,429.649075,
,,,,,,,429.66345,
,,,,,,,429.683375,
,,,,,,,429.696975,
,,,,,,,429.7345,
,,,,,,,429.7598,
,,,,,,,429.801225,
,,,,,,,429.84135,
,,,,,,,429.855325,
,,,,,,,429.87575,
,,,,,,,429.8922,
,,,,,,,429.95785,
,,,,,,,429.971975,
,,,,,,,429.986325,
,,,,,,,430.000525,
,,,,,,,430.018075,
,,,,,,,430.0348,
,,,,,,,430.0525,
,,,,,,,430.096375,
,,,,,,,430.11785,
,,,,,,,430.13515,
,,,,,,,430.16705,
,,,,,,,430.174975,
,,,,,,,430.24575,
,,,,,,,430.290525,
,,,,,,,430.32005,
,,,,,,,430.341,
,,,,,,,430.364975,
,,,,,,,430.37995,
,,,,,,,430.401975,
,,,,,,,430.433775,
,,,,,,,430.494,
,,,,,,,430.5068,
,,,,,,,430.58935,
,,,,,,,430.592425,
,,,,,,,430.629125,
,,,,,,,430.684575,
,,,,,,,430.713925,
,,,,,,,430.729725,
,,,,,,,430.747975,
,,,,,,,430.81455,
,,,,,,,430.89755,
,,,,,,,430.94305,
,,,,,,,430.9767,
,,,,,,,431.002725,
,,,,,,,431.029375,
,,,,,,,431.076375,
,,,,,,,431.109975,
,,,,,,,431.11195,
,,,,,,,431.149975,
,,,,,,,431.190875,
,,,,,,,431.216,
,,,,,,,431.340925,
,,,,,,,431.436725,
,,,,,,,431.4579,
,,,,,,,431.506525,
,,,,,,,431.54655,
,,,,,,,431.5882,
,,,,,,,431.64265,
,,,,,,,431.7153,
,,,,,,,431.779725,
,,,,,,,431.842975,
,,,,,,,431.905375,
,,,,,,,431.921625,
,,,,,,,431.9639,
,,,,,,,431.9939,
,,,,,,,431.99995,
,,,,,,,432.029675,
,,,,,,,432.0765,
,,,,,,,432.127825,
,,,,,,,432.13885,
,,,,,,,432.147025,
,,,,,,,432.18815,
,,,,,,,432.26115,
,,,,,,,432.289325,
,,,,,,,432.329725,
,,,,,,,432.4163,
,,,,,,,432.429,
,,,,,,,432.5264,
,,,,,,,432.5278,
,,,,,,,432.585875,
,,,,,,,432.6035,
,,,,,,,432.677625,
,,,,,,,432.7361,
,,,,,,,432.741225,
,,,,,,,432.7571,
,,,,,,,432.780925,
,,,,,,,432.810325,
,,,,,,,432.904225,
,,,,,,,432.943225,
,,,,,,,432.985175,
,,,,,,,432.9939,
,,,,,,,433.01965,
,,,,,,,433.0211,
,,,,,,,433.06765,
,,,,,,,433.10065,
,,,,,,,433.12245,
,,,,,,,433.162975,
,,,,,,,433.19715,
,,,,,,,433.313225,
,,,,,,,433.36055,
,,,,,,,433.3725,
,,,,,,,433.414775,
,,,,,,,433.466325,
,,,,,,,433.5357,
,,,,,,,433.601125,
,,,,,,,433.65575,
,,,,,,,433.66075,
,,,,,,,433.742875,
,,,,,,,433.755475,
,,,,,,,433.796725,
,,,,,,,433.813325,
,,,,,,,433.88345,
,,,,,,,433.895575,
,,,,,,,433.9266,
,,,,,,,433.95385,
,,,,,,,433.973175,
,,,,,,,433.996225,
,,,,,,,434.0117,
,,,,,,,434.0388,
,,,,,,,434.071275,
,,,,,,,434.0989,
,,,,,,,434.10545,
,,,,,,,434.113225,
,,,,,,,434.11945,
,,,,,,,434.1365,
,,,,,,,434.177325,
,,,,,,,434.215525,
,,,,,,,434.236975,
,,,,,,,434.256025,
,,,,,,,434.40125,
,,,,,,,434.470425,
,,,,,,,434.50295,
,,,,,,,434.563625,
,,,,,,,434.575575,
,,,,,,,434.59595,
,,,,,,,434.647325,
,,,,,,,434.685325,
,,,,,,,434.723325,
,,,,,,,434.748725,
,,,,,,,434.766875,
,,,,,,,434.840175,
,,,,,,,434.86445,
,,,,,,,434.872975,
,,,,,,,434.909475,
,,,,,,,434.93725,
,,,,,,,434.968375,
,,,,,,,434.971125,
,,,,,,,435.0081,
,,,,,,,435.043525,
,,,,,,,435.086,
,,,,,,,435.09355,
,,,,,,,435.13445,
,,,,,,,435.153425,
,,,,,,,435.174325,
,,,,,,,435.21875,
,,,,,,,435.324275,
,,,,,,,435.3679,
,,,,,,,435.458325,
,,,,,,,435.477125,
,,,,,,,435.6504,
,,,,,,,435.688575,
,,,,,,,435.7273,
,,,,,,,435.811475,
,,,,,,,435.840825,
,,,,,,,435.85055,
,,,,,,,435.928575,
,,,,,,,435.94095,
,,,,,,,435.953025,
,,,,,,,435.97785,
,,,,,,,435.986975,
,,,,,,,436.024425,
,,,,,,,436.0381,
,,,,,,,436.047475,
,,,,,,,436.05265,
,,,,,,,436.06565,
,,,,,,,436.144975,
,,,,,,,436.1532,
,,,,,,,436.179,
,,,,,,,436.194375,
,,,,,,,436.2355,
,,,,,,,436.260775,
,,,,,,,436.279275,
,,,,,,,436.36685,
,,,,,,,436.4452,
,,,,,,,436.492725,
,,,,,,,436.500625,
,,,,,,,436.5334,
,,,,,,,436.58395,
,,,,,,,436.599625,
,,,,,,,436.620925,
,,,,,,,436.6408,
,,,,,,,436.643275,
,,,,,,,436.6736,
,,,,,,,436.773175,
,,,,,,,436.807625,
,,,,,,,436.83635,
,,,,,,,436.906325,
,,,,,,,436.917475,
,,,,,,,436.938125,
,,,,,,,436.9499,
,,,,,,,436.9633,
,,,,,,,436.979075,
,,,,,,,436.99205,
,,,,,,,437.003375,
,,,,,,,437.02415,
,,,,,,,437.05935,
,,,,,,,437.088325,
,,,,,,,437.109325,
,,,,,,,437.1184,
,,,,,,,437.129775,
,,,,,,,437.1368,
,,,,,,,437.154225,
,,,,,,,437.17605,
,,,,,,,437.2872,
,,,,,,,437.31695,
,,,,,,,437.446125,
,,,,,,,437.466875,
,,,,,,,437.476375,
,,,,,,,437.553575,
,,,,,,,437.588475,
,,,,,,,437.612275,
,,,,,,,437.6506,
,,,,,,,437.750275,
,,,,,,,437.8267,
,,,,,,,437.87255,
,,,,,,,437.91565,
,,,,,,,437.968275,
,,,,,,,437.999175,
,,,,,,,438.002125,
,,,,,,,438.070025,
,,,,,,,438.090375,
,,,,,,,438.13875,
,,,,,,,438.17185,
,,,,,,,438.173075,
,,,,,,,438.208925,
,,,,,,,438.21485,
,,,,,,,438.2401,
,,,,,,,438.252125,
,,,,,,,438.301075,
,,,,,,,438.31405,
,,,,,,,438.3341,
,,,,,,,438.340675,
,,,,,,,438.34585,
,,,,,,,438.3815,
,,,,,,,438.40115,
,,,,,,,438.426,
,,,,,,,438.438125,
,,,,,,,438.4596,
,,,,,,,438.48375,
,,,,,,,438.51065,
,,,,,,,438.53465,
,,,,,,,438.56795,
,,,,,,,438.58135,
,,,,,,,438.597825,
,,,,,,,438.60245,
,,,,,,,438.646525,
,,,,,,,438.653025,
,,,,,,,438.6986,
,,,,,,,438.72625,
,,,,,,,438.762775,
,,,,,,,438.779125,
,,,,,,,438.787225,
,,,,,,,438.807975,
,,,,,,,438.823425,
,,,,,,,438.8414,
,,,,,,,438.92735,
,,,,,,,438.9342,
,,,,,,,438.964325,
,,,,,,,439.05755,
,,,,,,,439.21865,
,,,,,,,439.2426,
,,,,,,,439.255725,
,,,,,,,439.3004,
,,,,,,,439.320275,
,,,,,,,439.360525,
,,,,,,,439.409475,
,,,,,,,439.443325,
,,,,,,,439.448525,
,,,,,,,439.481675,
,,,,,,,439.498325,
,,,,,,,439.539375,
,,,,,,,439.546925,
,,,,,,,439.601775,
,,,,,,,439.648275,
,,,,,,,439.6794,
,,,,,,,439.70065,
,,,,,,,439.7421,
,,,,,,,439.7497,
,,,,,,,439.80335,
,,,,,,,439.8539,
,,,,,,,439.8934,
,,,,,,,439.95285,
,,,,,,,439.99885,
,,,,,,,440.044475,
,,,,,,,440.0808,
,,,,,,,440.1369,
,,,,,,,440.184675,
,,,,,,,440.243975,
,,,,,,,440.343675,
,,,,,,,440.3884,
,,,,,,,440.4271,
,,,,,,,440.448525,
,,,,,,,440.500375,
,,,,,,,440.549425,
,,,,,,,440.596275,
,,,,,,,440.59855,
,,,,,,,440.6593,
,,,,,,,440.681325,
,,,,,,,440.72835,
,,,,,,,440.764,
,,,,,,,440.78225,
,,,,,,,440.839675,
,,,,,,,440.914625,
,,,,,,,440.9255,
,,,,,,,441.03355,
,,,,,,,441.04075,
,,,,,,,441.093825,
,,,,,,,441.1136,
,,,,,,,441.133925,
,,,,,,,441.155975,
,,,,,,,441.164675,
,,,,,,,441.212,
,,,,,,,441.219875,
,,,,,,,441.22895,
,,,,,,,441.248225,
,,,,,,,441.28555,
,,,,,,,441.2921,
,,,,,,,441.3181,
,,,,,,,441.330825,
,,,,,,,441.33235,
,,,,,,,441.37935,
,,,,,,,441.3871,
,,,,,,,441.478325,
,,,,,,,441.517225,
,,,,,,,441.621075,
,,,,,,,441.700475,
,,,,,,,441.755075,
,,,,,,,441.798325,
,,,,,,,441.854975,
,,,,,,,441.923225,
,,,,,,,441.95005,
,,,,,,,441.96005,
,,,,,,,442.0274,
,,,,,,,442.095975,
,,,,,,,442.1395,
,,,,,,,442.162975,
,,,,,,,442.17085,
,,,,,,,442.27055,
,,,,,,,442.284625,
,,,,,,,442.32845,
,,,,,,,442.333375,
,,,,,,,442.35,
,,,,,,,442.370725,
,,,,,,,442.45535,
,,,,,,,442.46445,
,,,,,,,442.473375,
,,,,,,,442.510375,
,,,,,,,442.540125,
,,,,,,,442.56965,
,,,,,,,442.6143,
,,,,,,,442.636225,
,,,,,,,442.6749,
,,,,,,,442.807325,
,,,,,,,442.823475,
,,,,,,,442.857875,
,,,,,,,442.895725,
,,,,,,,442.956525,
,,,,,,,443.021275,
,,,,,,,443.0425,
,,,,,,,443.115625,
,,,,,,,443.13685,
,,,,,,,443.189225,
,,,,,,,443.258325,
,,,,,,,443.309825,
,,,,,,,443.542975,
,,,,,,,443.577025,
,,,,,,,443.6246,
,,,,,,,443.66215,
,,,,,,,443.67145,
,,,,,,,443.704475,
,,,,,,,443.7356,
,,,,,,,443.757925,
,,,,,,,443.79225,
,,,,,,,443.84005,
,,,,,,,443.8807,
,,,,,,,443.890625,
,,,,,,,443.8981,
,,,,,,,443.909725,
,,,,,,,443.95685,
,,,,,,,443.965375,
,,,,,,,443.99155,
,,,,,,,443.99755,
,,,,,,,444.064875,
,,,,,,,444.090275,
,,,,,,,444.107025,
,,,,,,,444.164675,
,,,,,,,444.384475,
,,,,,,,444.4258,
,,,,,,,444.471375,
,,,,,,,444.507625,
,,,,,,,444.59715,
,,,,,,,444.669775,
,,,,,,,444.683675,
,,,,,,,444.752525,
,,,,,,,444.8448,
,,,,,,,444.8674,
,,,,,,,444.97395,
,,,,,,,445.03725,
,,,,,,,445.099125,
,,,,,,,445.1381,
,,,,,,,445.1546,
,,,,,,,445.18995,
,,,,,,,445.19465,
,,,,,,,445.218075,
,,,,,,,445.2543,
,,,,,,,445.296875,
,,,,,,,445.30375,
,,,,,,,445.325225,
,,,,,,,445.340375,
,,,,,,,445.348325,
,,,,,,,445.3682,
,,,,,,,445.388875,
,,,,,,,445.393875,
,,,,,,,445.462575,
,,,,,,,445.502625,
,,,,,,,445.52505,
,,,,,,,445.542425,
,,,,,,,445.5845,
,,,,,,,445.64455,
,,,,,,,445.72355,
,,,,,,,445.807525,
,,,,,,,445.818425,
,,,,,,,445.843625,
,,,,,,,445.8951,
,,,,,,,445.933475,
,,,,,,,445.9613,
,,,,,,,446.003675,
,,,,,,,446.017025,
,,,,,,,446.096475,
,,,,,,,446.1252,
,,,,,,,446.1268,
,,,,,,,446.128775,
,,,,,,,446.15235,
,,,,,,,446.162525,
,,,,,,,446.17225,
,,,,,,,446.189225,
,,,,,,,446.204575,
,,,,,,,446.23305,
,,,,,,,446.265775,
,,,,,,,446.29075,
,,,,,,,446.30015,
,,,,,,,446.31095,
,,,,,,,446.32785,
,,,,,,,446.3427,
,,,,,,,446.38305,
,,,,,,,446.392225,
,,,,,,,446.417075,
,,,,,,,446.4313,
,,,,,,,446.471275,
,,,,,,,446.5084,
,,,,,,,446.5415,
,,,,,,,446.580275,
,,,,,,,446.642575,
,,,,,,,446.65725,
,,,,,,,446.6694,
,,,,,,,446.71775,
,,,,,,,446.732975,
,,,,,,,446.739925,
,,,,,,,446.760725,
,,,,,,,446.7845,
,,,,,,,446.79175,
,,,,,,,446.843775,
,,,,,,,446.86665,
,,,,,,,446.883925,
,,,,,,,446.896275,
,,,,,,,446.928325,
,,,,,,,446.93435,
,,,,,,,446.982425,
,,,,,,,447.0435,
,,,,,,,447.082825,
,,,,,,,447.117675,
,,,,,,,447.16835,
,,,,,,,447.220025,
,,,,,,,447.25785,
,,,,,,,447.280025,
,,,,,,,447.315125,
,,,,,,,447.363425,
,,,,,,,447.390875,
,,,,,,,447.420675,
,,,,,,,447.507075,
,,,,,,,447.515475,
,,,,,,,447.567325,
