SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC02c,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC06a,SPK_SPKC06b,SPK_SPKC07a,SPK_SPKC09a
219.87275,146.2232,459.6439,224.341875,156.9393,483.983725,123.01985,75.248625,232.7909
219.9917,146.282575,461.668275,224.39505,157.028825,484.1498,123.050075,75.333975,232.99565
220.0625,146.307825,461.839125,224.42965,157.0522,484.258225,123.09335,75.37065,233.1528
220.159575,146.322475,461.972275,224.475475,157.17625,484.3427,123.1615,75.37915,233.23675
220.268925,146.423025,462.020825,224.5433,157.216625,484.50595,123.19695,75.42785,233.398725
220.59055,146.445875,462.0868,224.676725,157.32175,484.716025,123.272,75.47655,233.50635
220.654725,146.48695,462.1711,224.741225,157.401725,484.9793,123.340725,75.53745,233.59655
220.67615,146.513425,462.469375,224.840725,157.521725,485.4763,123.426825,75.56405,233.69035
220.819225,146.61595,462.54485,224.938625,157.585125,485.68495,123.439425,75.599075,233.873125
220.894175,146.695425,462.626575,225.0406,157.682825,485.982825,123.48335,75.61315,233.915125
220.935475,146.742275,462.753625,225.177025,157.77265,486.37975,123.516925,75.628125,234.158625
221.15215,146.82475,463.4257,225.248025,157.792225,486.794025,123.646225,75.6656,234.21545
221.231025,146.881475,463.513325,225.3089,157.862575,486.983775,123.71215,75.70865,234.3108
221.29865,146.940475,464.41665,225.57415,157.9274,487.514375,123.73785,75.759075,234.561775
221.3927,146.9806,464.69245,225.656625,157.96465,487.687,123.786,75.7612,234.632875
221.44605,147.03065,464.993075,225.80005,157.968575,487.8399,123.820575,75.777275,234.67925
221.463225,147.05825,465.0221,225.85775,158.034375,488.271,123.873125,75.79065,234.780025
221.661,147.070925,465.0574,225.923825,158.099875,488.701725,123.931425,75.8091,234.81525
221.714925,147.12035,465.097925,225.99005,158.1497,488.906225,124.057275,75.81605,234.84375
221.788275,147.150175,465.986975,226.08155,158.178725,489.0203,124.0972,75.829,234.95095
221.970825,147.161975,466.08105,226.207975,158.307925,489.126,124.184125,75.842675,235.004625
221.990125,147.2384,466.132775,226.2794,158.34105,489.254775,124.260775,75.855125,235.073275
222.183225,147.48555,466.1876,226.311325,158.420175,489.412925,124.310275,75.8598,235.2482
222.2185,147.57885,466.205075,226.366625,158.461475,489.530275,124.37225,75.8717,235.40165
222.2223,147.65245,466.22625,226.594025,158.4759,489.68005,124.4962,75.8918,235.52205
222.346625,147.7201,466.260775,226.852475,158.50365,489.967725,124.53525,75.9126,235.5675
222.350575,147.874175,466.2857,227.036025,158.594875,490.400975,124.5728,75.948725,235.621175
222.41345,147.926825,466.31325,227.068825,158.63055,490.56225,124.60535,76.0007,235.79215
222.47155,147.952575,466.432775,227.1019,158.68885,490.7471,124.698325,76.0316,235.829225
222.597975,147.98825,466.49525,227.363025,158.696875,491.1073,124.739375,76.06325,236.00665
222.78365,148.318875,466.649,227.4332,158.7774,491.43285,124.77425,76.1096,236.0273
222.8154,148.321075,466.818425,227.53825,158.89035,491.5618,124.80695,76.147525,236.345025
222.86755,148.4813,467.72815,227.973575,158.9447,491.768725,124.8384,76.18965,236.4371
223.01755,148.52635,467.859025,228.171475,159.011125,492.5671,124.909975,76.22745,236.45265
223.1402,148.6694,467.898575,228.409025,159.064975,492.70715,124.9938,76.26515,236.461475
223.299675,148.729025,468.12955,228.52045,159.1546,493.0138,125.03395,76.30675,236.64635
223.386275,148.768875,469.1928,228.69695,159.17795,493.2321,125.0881,76.332875,236.72095
223.458275,148.827575,469.74335,228.81505,159.28725,493.4444,125.112625,76.477775,236.72875
223.536075,148.96615,469.900675,228.840575,159.3546,493.88265,125.165275,76.484625,236.7746
223.666925,149.019425,469.984975,228.96485,159.366475,494.1965,125.22765,76.5385,236.85345
223.7536,149.067175,470.044075,229.01985,159.507025,494.53875,125.279575,76.591975,236.904175
223.759975,149.1674,470.2885,229.024025,159.6125,494.9304,125.315975,76.6952,236.90955
223.804175,149.211475,471.591925,229.048775,159.698,495.1009,125.400125,76.730075,237.170875
223.9707,149.247475,472.1298,229.140675,159.746675,495.183125,125.454775,76.75285,237.38025
224.03825,149.265075,472.498875,229.305175,159.78525,495.259675,125.52485,76.769275,237.426825
224.0664,149.331425,472.549675,229.308975,159.8041,495.348325,125.5722,76.8715,237.582
224.06945,149.363825,472.66475,229.433675,159.849575,495.4341,125.705575,76.8966,237.694325
224.0821,149.382875,473.293925,229.529575,159.906125,495.579675,125.74345,76.936925,237.8047
224.156975,149.556475,473.38325,229.741225,159.953075,495.7669,125.876725,76.99265,237.8648
224.20105,149.592625,473.801075,229.984925,160.046425,496.30905,125.90505,77.0037,238.007475
224.266,149.68545,473.921675,230.135225,160.16185,496.485675,125.95725,77.071025,238.181825
224.418875,149.757925,474.389375,230.666225,160.234425,496.597325,125.99605,77.099325,238.204675
224.4665,149.7752,474.5542,230.733625,160.277925,496.77875,126.022675,77.1059,238.26195
224.5779,149.8946,474.5844,230.783075,160.620575,496.9819,126.123,77.1261,238.288475
224.6502,149.959,475.102625,230.914925,160.694375,497.242175,126.145375,77.1666,238.30455
224.68755,149.984225,475.5348,230.986625,160.75685,498.493675,126.206125,77.196325,238.321225
224.74165,150.062025,475.651425,231.0706,160.789525,499.995,126.260625,77.243,238.521825
224.769925,150.15275,475.789475,231.129025,160.85795,501.447625,126.28255,77.250625,238.561775
224.795575,150.2269,475.90725,231.212325,160.895725,501.5448,126.33345,77.254025,238.623475
224.8559,150.266925,475.92405,231.38705,161.08335,501.682975,126.396475,77.38915,238.6894
224.867175,150.3127,475.9817,231.469,161.154175,502.00035,126.484425,77.429175,238.81645
225.052175,150.5122,476.027925,231.531625,161.210675,503.5866,126.525275,77.4612,238.84515
225.116925,150.541075,476.055925,231.62715,161.27305,503.70285,126.6319,77.548525,238.854975
225.1206,150.627775,476.0768,231.7236,161.377575,503.877025,126.748575,77.550925,238.87555
225.304025,150.674725,477.58175,232.060075,161.447425,504.3099,126.79605,77.559225,238.902725
225.351925,150.691575,477.79755,232.2327,161.5115,504.49245,126.877775,77.582425,239.0958
225.370025,150.724325,478.2821,232.26645,161.7097,504.57755,126.931575,77.619675,239.138275
225.3947,150.7361,478.430225,232.3413,161.775725,504.8983,127.004675,77.649175,239.210675
225.443475,151.0085,478.500075,232.37495,161.8058,505.032925,127.05015,77.697125,239.2335
225.507075,151.02005,478.5132,232.42595,161.812625,505.1259,127.13635,77.791425,239.336625
225.552275,151.09515,478.54095,232.502675,161.882725,505.380325,127.20915,77.82485,239.374825
225.7273,151.126525,478.564375,232.5555,161.8864,505.5942,127.30275,77.85835,239.476125
225.895975,151.20135,478.581275,232.599,162.0047,505.7743,127.340525,77.869325,239.6383
226.065675,151.236075,478.5972,232.66465,162.100175,506.2924,127.421025,77.885575,239.7329
226.242725,151.2823,478.633875,232.704825,162.145175,506.593575,127.498525,77.9119,239.948
226.38385,151.3492,479.18635,232.74915,162.191075,506.7163,127.5176,77.92605,240.0028
226.444875,151.3601,479.266225,232.7989,162.246625,506.868075,127.587725,77.938225,240.059175
226.58135,151.4294,479.319525,232.850275,162.5438,507.13785,127.68915,77.945975,240.312175
226.58515,151.56065,479.37595,232.903325,162.615325,507.4029,127.747925,77.984325,240.700625
226.683725,151.62495,479.4006,233.02965,162.6818,507.479825,127.8226,77.9986,240.7483
226.773075,151.68245,479.502675,233.09725,162.7251,507.9238,127.875025,78.14785,240.813575
226.860725,151.73945,479.584175,233.207375,162.832,508.00375,128.068975,78.170425,240.858175
227.1128,151.77645,479.655825,233.3109,162.9281,508.319675,128.12915,78.1789,240.99035
227.160875,151.83375,479.6957,233.44025,162.984025,508.680525,128.206575,78.203125,241.024225
227.2106,151.91215,479.7649,233.5346,163.04455,509.040225,128.333175,78.251425,241.15475
227.286325,151.93355,479.779275,233.619425,163.181725,509.47925,128.38155,78.301575,241.2727
227.29705,151.969475,479.87545,233.70265,163.2443,509.628575,128.475275,78.318325,241.29845
227.32635,151.9879,479.929925,233.852575,163.271125,509.9283,128.53155,78.390725,241.43305
227.599225,151.998,480.035225,233.984975,163.29845,510.114925,128.58265,78.46355,241.55015
227.65995,152.01635,480.111325,234.0479,163.309775,510.292675,128.630225,78.561375,241.636075
227.778325,152.305325,480.209925,234.17415,163.3394,510.70265,128.696175,78.574075,241.7788
227.874175,152.398525,480.3631,234.26595,163.4188,510.970075,128.81195,78.6735,242.0437
228.030825,152.4487,480.413575,234.3739,163.52305,511.170725,128.847625,78.678325,242.2521
228.1438,152.50795,480.452925,234.4847,163.58015,511.481225,128.903175,78.73945,242.2996
228.2603,152.50935,480.493275,234.592675,163.64645,511.70325,128.9363,78.76295,242.336025
228.325975,152.5182,480.52195,234.666175,163.710925,511.9541,128.975725,78.790125,242.594325
228.4455,152.5812,480.55445,234.8471,163.75135,512.57165,129.021775,78.8002,242.636275
228.456975,152.6107,480.5891,234.912625,163.809775,512.8775,129.14985,78.84545,242.837425
228.475325,152.73375,480.612675,235.050125,163.891875,519.021725,129.219575,78.84985,242.911325
228.67195,152.76475,480.713925,235.100525,163.943875,519.2522,129.380725,78.87205,243.06195
228.76385,152.8437,481.25015,235.1468,164.0081,519.4157,129.46285,78.99735,243.212975
228.797625,152.957575,481.742175,235.21435,164.0591,519.772125,129.500125,79.061575,243.285975
228.967375,152.985575,481.7847,235.274225,164.10785,520.297425,129.5348,79.071425,243.32985
229.120975,153.063175,481.813375,235.521325,164.17455,520.487925,129.603725,79.0868,243.47735
229.232675,153.154875,481.852375,235.595675,164.240675,520.626725,129.635975,79.11815,243.5864
229.382825,153.197625,482.000925,235.762775,164.38455,521.13545,129.697075,79.126,243.621175
229.394075,153.26515,482.14655,235.8704,164.4288,521.352475,129.775975,79.20115,243.718525
229.46365,153.30135,482.206875,235.940225,164.447575,521.57715,129.8483,79.2702,243.76525
229.5103,153.355375,482.243675,236.069275,164.5141,521.88615,129.909675,79.397175,244.033025
229.5632,153.43705,482.259225,236.220175,164.566575,522.381575,129.966175,79.42505,244.44
229.580275,153.461725,482.291825,236.2957,164.615825,522.582925,130.1209,79.665975,244.4479
229.583475,153.511475,482.308875,236.355825,164.69595,522.7695,130.18415,79.683,244.54575
229.68235,153.567975,482.3304,236.431825,164.745275,522.859175,130.232375,79.70895,244.636625
229.695675,153.614975,482.39365,236.47615,164.802075,523.0221,130.27855,79.71235,244.6632
229.956025,153.631425,483.776725,236.5219,164.888125,523.274025,130.297775,79.7531,244.706225
229.970425,153.7213,483.807375,236.578175,164.9582,523.545425,130.38815,79.797775,244.73225
230.005925,153.74975,483.887875,236.652125,165.043925,524.014325,130.4618,79.86935,244.797375
230.0635,153.783025,484.194625,236.725875,165.081575,524.195875,130.575,79.91635,244.80465
230.160225,154.0062,484.954875,236.7291,165.108075,524.5796,130.6935,79.9286,244.84965
230.2233,154.096525,486.007875,236.791325,165.1796,524.961425,130.763125,79.984475,244.927325
230.420275,154.2013,486.4937,237.000475,165.24105,525.1316,130.895125,80.035925,244.998325
230.5537,154.212925,486.574075,237.0365,165.28485,525.337225,130.9441,80.0683,245.192
230.76295,154.273825,486.721,237.0945,165.33305,525.359,130.99175,80.124525,245.261725
230.77355,154.3478,487.8331,237.2722,165.391525,525.3706,131.03335,80.15535,245.563675
230.8464,154.410475,488.000225,237.4192,165.4337,525.408575,131.066975,80.21195,245.5859
231.25695,154.49395,488.371575,237.504025,165.52265,525.460125,131.207,80.23745,245.664675
231.26185,154.5286,488.429625,237.598725,165.5852,525.484275,131.2677,80.2982,245.7718
231.38465,154.60065,488.501,237.722075,165.6283,525.523125,131.387475,80.3418,245.813025
232.477975,154.61575,488.53885,237.730375,165.637075,525.566375,131.416375,80.408375,245.842475
232.783925,154.640875,489.102325,237.839725,165.7898,525.643075,131.460075,80.430225,245.981875
232.829225,154.8129,489.166875,237.856575,165.971975,525.69575,131.482075,80.464925,246.049025
232.864625,155.08745,489.246225,237.95745,166.05625,525.78545,131.532275,80.486275,246.505575
232.97535,155.187875,489.37845,238.0853,166.114175,525.850075,131.6868,80.53725,246.513625
232.9811,155.237675,490.08085,238.0994,166.1594,525.912975,131.7298,80.56545,246.532375
233.05125,155.2597,490.117475,238.192425,166.2131,525.988725,131.768175,80.600975,246.7294
233.8919,155.3053,490.143375,238.276075,166.332175,526.006075,131.848275,80.647625,246.738875
234.08115,155.394825,490.2053,238.285625,166.41565,526.04825,131.886925,80.687475,246.81585
234.234925,155.478775,490.647175,238.3778,166.498975,526.10305,132.00965,80.70285,246.86225
234.518425,155.554525,490.683025,238.3814,166.61245,526.1412,132.03935,80.7205,246.894325
234.609725,155.61955,490.701825,238.43445,166.618725,526.17015,132.0715,80.7997,246.96435
234.800575,155.663075,490.7179,238.500875,166.673575,526.22435,132.092275,80.82125,247.076525
234.8447,155.709875,491.183775,238.5613,166.75555,526.298675,132.120325,80.888175,247.1556
234.912525,155.745975,491.4017,238.6206,166.8429,526.349225,132.2247,80.902775,247.2552
234.9428,155.76915,491.7045,238.689075,166.909225,526.396225,132.26845,80.911325,247.636175
235.1004,155.849675,491.7555,238.75795,166.994725,526.45465,132.3145,80.967325,247.69955
235.781875,155.87425,491.791375,238.843025,167.03145,526.50875,132.3536,81.00375,247.870625
235.92955,155.884325,491.812375,238.8638,167.135325,526.627475,132.40355,81.00605,248.114975
236.08905,155.9157,491.8472,239.06755,167.1506,526.693025,132.4738,81.0456,248.184425
236.091425,155.94075,491.93725,239.190225,167.217325,526.751975,132.49105,81.0911,248.2399
236.220975,155.9989,492.0089,239.249475,167.276225,526.830225,132.5066,81.1016,248.243075
236.426775,156.19255,492.03705,239.31065,167.330775,526.86565,132.53975,81.1063,248.247775
236.54885,156.207075,493.0251,239.4292,167.348,526.921425,132.5805,81.13565,248.437475
236.555825,156.308325,493.115125,239.503125,167.45375,527.02845,132.61925,81.141275,248.461725
236.568275,156.393525,493.45125,239.596925,167.4819,527.153175,132.640875,81.166575,248.49525
236.758675,156.520825,493.5354,239.681525,167.5577,527.229675,132.6974,81.197925,248.5583
236.7933,156.52715,493.558825,239.781275,167.615125,527.330325,132.71725,81.23645,248.580775
237.17285,156.567525,493.638775,239.8521,167.6733,527.497175,132.746775,81.275475,248.646925
237.3618,156.692,493.744475,239.901075,167.733775,527.6451,132.804875,81.368775,248.666475
237.615625,156.748075,493.816125,239.9433,167.7465,527.75325,132.834475,81.40095,248.717925
237.78675,156.830975,493.84785,239.97675,167.837,527.87435,132.8769,81.429275,248.892
237.99985,156.859625,493.881125,240.045775,167.903075,528.034625,132.897575,81.448,248.937025
238.007225,156.883075,493.917525,240.09855,167.98485,528.141825,132.9725,81.4899,249.03525
238.124225,156.9959,493.98275,240.18115,168.035525,528.1994,133.0207,81.5102,249.0688
238.28555,157.05165,494.003175,240.374275,168.0872,528.45145,133.061725,81.561325,249.16795
238.395275,157.078725,494.109,240.500875,168.132375,528.4774,133.09385,81.59205,249.33565
238.44795,157.0902,494.19475,240.595625,168.1804,528.502975,133.142725,81.643925,249.581575
238.592525,157.280475,494.250975,240.6556,168.236825,528.51765,133.193775,81.689875,249.725075
238.62395,157.34915,494.2848,240.728325,168.2392,528.5765,133.273025,81.7384,249.90365
238.63505,157.445375,494.311925,240.882975,168.28925,528.58845,133.3325,81.8628,250.2402
238.863625,157.5228,494.354575,240.952375,168.408475,528.690025,133.3916,81.921075,250.34805
238.968525,157.5781,494.372,241.004275,168.42785,528.746075,133.487425,81.92695,250.594475
238.981525,157.615575,494.4045,241.052725,168.458975,528.8014,133.524475,81.959625,250.8019
239.09485,157.753275,494.430975,241.21395,168.4819,529.096275,133.58705,81.968525,250.83715
239.218225,157.77985,494.4675,241.27345,168.533125,529.382925,133.66,82.030175,250.958425
239.346775,157.826975,494.498075,241.318425,168.651675,529.564425,133.74345,82.05665,251.1941
239.4832,157.896675,494.536525,241.38655,168.721925,529.63235,133.765525,82.06985,251.1959
239.49505,158.004125,494.6051,241.45735,168.759275,529.732425,133.8212,82.10025,251.26165
239.5158,158.0744,495.643625,241.537275,168.845075,529.791075,133.8775,82.133975,251.265975
239.6054,158.10385,495.764825,241.570725,168.90185,530.172775,133.9139,82.17575,251.451675
239.6492,158.146075,495.84335,241.6915,168.976075,530.258075,133.932625,82.252175,251.453
239.728825,158.17005,495.87845,241.724425,169.03715,530.35185,133.960675,82.278475,251.584525
239.775575,158.190225,497.300025,241.77495,169.092575,530.45605,133.9912,82.301425,251.80435
239.78345,158.20605,497.4082,241.845425,169.341725,530.5722,134.0395,82.31615,251.8055
239.8758,158.25215,497.8299,241.901725,169.394725,530.662975,134.079525,82.3353,251.8789
239.922225,158.37835,497.946,241.9385,169.406625,531.09495,134.18085,82.4139,251.94855
239.945525,158.3913,498.0143,241.978525,169.492975,531.1387,134.223975,82.45665,252.05645
240.00905,158.4155,498.133925,242.025375,169.592775,531.219225,134.28865,82.461525,252.102775
240.070275,158.655825,498.2357,242.07295,169.65905,531.3368,134.3119,82.54635,252.1494
240.12855,158.710325,498.375075,242.1577,169.82435,531.461875,134.35695,82.669325,252.33305
240.20445,158.796925,498.40645,242.318725,169.924475,531.507325,134.37865,82.6849,252.39645
240.2516,158.871,498.459625,242.387625,170.015375,531.6597,134.39925,82.698725,252.460025
240.310975,158.922375,498.66755,242.426225,170.211125,531.727925,134.43065,82.71235,252.524
240.335125,158.981225,498.808,242.540525,170.496775,531.80125,134.4556,82.75245,252.6797
240.3676,159.03745,499.59595,242.575725,170.55565,532.058075,134.4974,82.76275,252.8831
240.4359,159.086875,500.242525,242.57745,170.585775,532.11625,134.5405,82.789525,252.912975
240.46105,159.118725,500.334875,242.6038,170.6821,532.2177,134.5864,82.80385,253.042775
240.631325,159.221575,500.386825,242.629025,170.7428,532.295225,134.650775,82.81655,253.079625
240.715425,159.247625,500.4581,242.732725,170.783,532.3779,134.7369,82.82595,253.1238
240.9264,159.3708,500.660975,242.81085,170.8947,532.430325,134.797825,82.845225,253.180125
241.039725,159.46875,501.063525,242.89415,170.97775,532.487425,134.81405,82.852675,253.213025
241.05885,159.52335,502.780225,242.938075,171.08295,532.556025,134.861675,82.85985,253.275225
241.25885,159.56485,503.081975,242.9827,171.088225,532.628775,134.9464,82.86475,253.35215
241.26675,159.5942,503.135175,243.041475,171.23695,532.680425,134.980175,82.8853,253.426225
241.31585,159.647675,503.198775,243.1857,171.424525,532.772725,134.99565,82.92565,253.441775
241.35555,159.65975,503.281875,243.25095,171.4821,532.8732,135.0934,82.940625,253.519625
241.47725,159.6826,503.434875,243.299175,171.529325,532.953625,135.176075,82.99475,253.7152
241.520525,159.7291,505.505575,243.3488,171.5913,533.092675,135.2514,83.0702,253.75705
241.539125,159.77385,507.4961,243.4148,171.64455,533.1602,135.320875,83.12155,253.8737
241.73875,159.8767,507.807425,243.4573,171.6699,533.281975,135.387575,83.132125,253.920675
241.848225,159.921875,510.1143,243.61905,171.845625,533.3271,135.444825,83.157575,254.006275
242.010225,160.228925,510.2788,243.659075,171.948425,533.440075,135.48485,83.247475,254.03775
242.0939,160.3116,510.353425,243.693675,172.048175,533.676325,135.510325,83.304475,254.053675
242.10095,160.3734,510.4075,243.696725,172.064325,533.7384,135.588775,83.36915,254.27385
242.2073,160.389125,510.668025,243.834075,172.250075,533.8623,135.638475,83.44905,254.535575
242.307425,160.47965,510.68395,243.9588,172.32805,533.97755,135.71115,83.493175,254.6751
242.496925,160.578125,510.8066,244.0232,172.36435,534.2086,135.744925,83.529725,254.825875
242.6759,160.679,510.856425,244.06465,172.421675,534.297425,135.826375,83.609575,254.891425
242.71905,160.6998,512.1713,244.121625,172.502325,534.372975,135.904875,83.621025,254.89815
242.750975,160.7355,512.26775,244.2161,172.58455,534.448475,135.928475,83.64945,255.084225
243.016175,160.783675,512.6814,244.284375,172.658825,534.605175,135.9488,83.67255,255.139275
243.1024,160.844675,513.38515,244.364,172.7964,534.72585,135.99615,83.69045,255.207325
243.154375,160.88465,513.435925,244.4272,172.803025,534.81035,136.068175,83.7183,255.300325
243.28695,160.915575,513.46465,244.566075,172.897775,534.902475,136.1094,83.753775,255.369675
243.2902,160.946325,513.507275,244.676325,172.968825,535.209375,136.163,83.768725,255.431625
243.3533,160.9654,513.53675,244.76645,173.048625,535.259975,136.2255,83.802775,255.889325
243.423025,161.01605,514.099475,244.8415,173.232425,535.340325,136.24715,83.831725,256.0665
243.472175,161.207075,514.29775,244.9136,173.2518,535.424325,136.327625,83.912275,256.2711
243.628175,161.23725,514.34445,245.13695,173.366525,535.545275,136.43605,83.9225,256.274225
243.828775,161.287775,514.382425,245.188075,173.42175,535.6129,136.483175,83.96445,256.36165
243.89865,161.4253,514.4293,245.259625,173.44975,535.7125,136.497675,83.968425,256.4534
243.958825,161.51015,514.480925,245.4263,173.521625,535.777975,136.571825,83.9883,256.459275
244.0104,161.55145,514.590475,245.49845,173.579125,535.866325,136.84485,83.995425,256.466125
244.11485,161.555025,514.648775,245.539725,173.606725,535.9233,136.846525,84.037175,256.6871
244.22545,161.572425,515.073525,245.63075,173.730075,535.97865,136.90145,84.047475,256.769525
244.3831,161.620025,515.153675,245.944075,173.783425,535.983325,136.96455,84.073675,256.77665
244.481475,161.69555,515.20535,246.02475,173.84965,536.0969,137.03375,84.092925,256.921775
244.681225,161.762875,515.58195,246.122725,173.958225,536.17385,137.06075,84.12255,257.034525
244.727225,161.776475,515.71555,246.246025,173.99395,536.305475,137.1072,84.17945,257.0719
244.950625,161.8142,515.796375,246.41795,174.024,536.386125,137.185125,84.212,257.078775
245.04755,161.898075,515.877125,246.580475,174.189725,536.534925,137.230925,84.22885,257.097075
245.3719,161.9055,515.9403,246.683825,174.26385,536.672075,137.289575,84.2359,257.1137
245.3815,161.967325,515.9944,246.822675,174.277675,536.7332,137.410825,84.27075,257.20395
245.426175,162.022975,516.086325,246.994,174.4501,536.823425,137.480875,84.300075,257.4404
245.539575,162.066575,516.18325,247.194725,174.4546,537.068325,137.55325,84.312025,257.490225
245.606,162.191225,516.31685,247.234525,174.498075,537.169225,137.606225,84.344075,257.540125
245.643925,162.2911,516.369625,247.297925,174.643825,537.2523,137.648,84.370475,257.644175
245.8676,162.31565,517.129275,247.307,174.688825,537.302725,137.8419,84.398475,257.68615
245.9441,162.376375,517.199225,247.4697,174.754625,537.387625,137.875725,84.4497,257.7253
245.9747,162.489475,517.2626,247.661525,174.799675,537.531925,137.974425,84.472575,257.88025
246.03695,162.50305,517.431075,247.768125,174.88325,537.583525,137.983225,84.481275,257.950125
246.076875,162.7164,517.571875,247.95665,174.91655,537.638,138.016225,84.507475,258.20285
246.08175,162.7409,518.11765,248.091775,174.929875,537.7076,138.096675,84.548275,258.271825
246.162975,162.758925,518.219625,248.15375,174.97845,537.801575,138.154225,84.5643,258.331275
246.385425,162.812575,518.240025,248.269375,175.05505,537.874625,138.1993,84.627375,258.4487
246.84705,162.849375,518.345225,248.3451,175.1079,538.041225,138.276925,84.67515,258.525775
246.8969,162.865725,519.595275,248.541625,175.15305,538.255,138.3196,84.6882,258.591025
247.02255,163.06615,520.0171,248.609925,175.237525,538.2639,138.366175,84.714625,258.905125
247.144875,163.170425,520.065975,248.7131,175.2741,538.3461,138.407425,84.763175,258.9109
247.14765,163.199175,520.105975,248.769575,175.294725,538.42385,138.452875,84.76575,258.988425
247.344,163.2386,520.142725,248.89145,175.302225,538.660375,138.498825,84.78635,259.249525
247.452725,163.279575,520.21875,248.95515,175.3243,538.825925,138.5369,84.836075,259.407475
247.650775,163.308325,520.33355,248.994025,175.36485,538.92305,138.6122,84.86625,259.624175
247.680175,163.3419,520.408425,249.048875,175.48035,538.97865,138.73985,84.893925,259.863075
247.785175,163.3757,520.494525,249.088275,175.4956,539.04355,138.808875,84.927725,259.95025
247.86695,163.431475,520.821075,249.169925,175.520275,539.1294,138.8683,84.961525,260.01355
247.91085,163.51075,521.30715,249.273675,175.803525,539.332875,138.9325,84.970125,260.223
248.01405,163.560525,521.382675,249.3545,175.82945,539.462075,139.011825,85.00045,260.2518
248.12845,163.64235,521.4104,249.438775,176.003325,539.6471,139.049775,85.020025,260.276625
248.22475,163.7603,521.784525,249.5013,176.08425,539.765125,139.11005,85.046425,260.283575
248.279,163.97635,521.852825,249.632875,176.1228,539.841775,139.1226,85.085925,260.3756
248.345125,164.014175,521.88625,249.69915,176.167575,539.9681,139.15445,85.10815,260.385625
248.38245,164.04845,521.92155,249.808675,176.200225,540.03035,139.21135,85.1378,260.474375
248.42845,164.152625,521.988325,249.951325,176.2333,540.113225,139.265825,85.149025,260.5164
248.471325,164.2386,522.0519,250.033775,176.257775,540.153175,139.3104,85.16905,260.57225
248.60055,164.25395,522.07525,250.150425,176.26055,540.3103,139.3756,85.177,260.698475
248.704,164.347425,522.17275,250.2637,176.322,540.455375,139.42895,85.23005,260.9952
248.7739,164.37605,522.2915,250.48965,176.365075,540.558375,139.49705,85.342525,261.1627
248.806475,164.484475,522.45695,250.559925,176.426825,540.6966,139.633975,85.364825,261.3177
248.834225,164.53205,522.656825,250.73455,176.5088,540.82775,139.66975,85.40185,261.326525
248.874,164.634475,523.206875,250.83915,176.563525,540.9136,139.71905,85.43185,261.39695
248.947425,164.655,523.260075,250.8823,176.6167,541.0015,139.769475,85.447975,261.42865
248.96245,164.722575,523.325825,250.894725,176.692375,541.0585,139.8108,85.553475,261.4773
248.995975,164.795475,523.346325,251.0185,176.737025,541.201775,139.84545,85.557475,261.491725
249.03135,164.94295,523.3708,251.136575,176.84485,541.29685,139.90325,85.66295,261.5712
249.065425,164.984175,523.3994,251.621625,176.8748,541.3748,139.94895,85.68715,261.663
249.108675,165.02785,523.45665,251.748625,176.94415,541.50335,139.978175,85.7033,261.7629
249.124675,165.15415,523.478575,251.9484,176.961025,541.6117,140.0302,85.747425,261.780225
249.142525,165.2274,523.511525,252.089475,177.01615,541.85975,140.0516,85.767225,261.796325
249.1673,165.288475,523.5516,252.1794,177.024725,541.9974,140.1186,85.79145,261.96235
249.2476,165.3502,523.576775,252.19125,177.076025,542.191375,140.1733,85.81655,262.05655
249.258425,165.367375,523.62385,252.235825,177.11635,542.274275,140.19785,85.839275,262.12995
249.3248,165.38445,524.293,252.328325,177.205225,542.32925,140.23105,85.8861,262.21875
249.44315,165.392125,524.375175,252.335475,177.261675,542.359075,140.306175,85.938475,262.352625
249.503825,165.41955,524.397175,252.410075,177.311125,542.422025,140.349825,85.977725,262.646075
249.553175,165.44865,524.428625,252.42315,177.348475,542.48095,140.4718,85.990875,262.821525
249.65895,165.4682,524.460575,252.520175,177.426,542.558425,140.549225,86.02625,262.8911
249.84255,165.6874,524.472325,252.62055,177.48245,542.6003,140.591525,86.075175,262.9106
249.908025,165.78815,524.496,252.7758,177.518325,542.7038,140.66575,86.0849,262.991275
249.917275,165.87265,524.53855,252.78545,177.57415,542.756475,140.73705,86.1118,262.995325
249.931125,165.967375,524.86475,252.860675,177.63965,542.84625,140.78925,86.135075,263.0433
250.4518,165.98465,524.9575,252.977425,177.875025,542.91725,140.886625,86.163825,263.16995
250.5799,166.066125,525.102975,253.03595,177.8822,542.997325,140.909275,86.1754,263.241025
250.6095,166.074325,525.167475,253.1766,177.9193,543.054275,140.948875,86.1844,263.45145
250.864125,166.206175,525.2941,253.294375,177.96795,543.144775,140.97635,86.2211,263.503
251.010325,166.280175,525.557275,253.427625,178.020325,543.30425,141.029525,86.2621,263.557325
251.12185,166.36575,525.5884,253.576375,178.05805,543.36295,141.06945,86.277575,263.690375
251.13925,166.4275,525.6755,253.794975,178.088725,543.432675,141.109225,86.315975,263.762325
251.23055,166.456575,526.330575,253.873475,178.121925,543.50495,141.147725,86.3554,263.9514
251.370525,166.510725,527.240175,253.9639,178.166875,543.569075,141.20115,86.38035,264.0113
251.551375,166.542,527.339325,254.121625,178.4657,543.66645,141.233625,86.417675,264.013575
