SPK_SPKC04a,SPK_SPKC07a,SPK_SPKC11a,SPK_SPKC11d,SPK_SPKC12a,SPK_SPKC13b,SPK_SPKC14a
285.87735,277.582775,221.069275,,235.922825,282.965425,231.4025
285.911325,277.6218,221.084825,,236.0549,283.0057,231.448425
285.9931,277.734375,221.094425,,236.073825,283.35255,231.471775
286.0632,278.790875,221.129675,,236.078425,283.407975,231.6016
286.221075,278.96305,221.16235,,236.112225,283.51905,231.60725
286.272425,279.066425,221.1831,,236.189775,283.6,231.657625
286.3459,279.069025,221.209175,,236.2802,283.725225,231.6994
286.368825,279.40465,221.236325,,236.28975,283.772675,231.750875
286.480025,279.416625,221.259125,,236.3045,283.807825,231.81155
286.7791,279.421925,221.304225,,236.33595,283.826925,231.88415
286.833375,279.458875,221.3252,,236.404075,283.99505,231.972825
286.9621,279.46175,221.37365,,236.5124,284.0711,232.0259
287.09375,279.481625,221.386475,,236.521175,284.082025,232.060725
287.12095,279.511525,221.4031,,236.532225,284.1449,232.13765
287.146375,279.592825,221.42455,,236.5358,284.173375,232.147975
287.267225,279.79365,221.4376,,236.5505,284.18705,232.1774
287.357325,279.8383,221.449725,,236.56665,284.2003,232.181775
287.366975,279.90655,221.4794,,236.634475,284.21295,232.252575
287.472575,279.92725,221.48755,,236.702225,284.232025,232.307075
287.54855,279.981,221.49755,,236.74665,284.2932,232.343025
287.93455,280.011675,221.500875,,236.7688,284.32075,232.35005
288.108725,280.0309,221.521375,,236.78765,284.34035,232.400375
288.1434,280.083175,221.52445,,236.85555,284.384575,232.67145
288.1725,280.1504,221.532525,,236.877275,284.435675,232.827575
288.353375,280.1535,221.5451,,236.889475,284.442425,232.847775
288.42465,280.479625,221.57545,,236.991825,284.449575,232.941725
288.483375,280.491425,221.5978,,237.148175,284.557825,232.98045
288.638825,280.50975,221.6273,,237.1758,284.621125,233.005125
288.780425,280.87665,221.658875,,237.3958,284.642225,233.015275
288.9965,280.902275,221.66135,,237.47375,284.67655,233.06985
289.02105,280.974375,221.70905,,237.510125,284.77235,233.09535
289.052525,281.042175,221.734775,,237.55235,284.827075,233.106225
289.1177,281.0768,221.794025,,237.6353,285.14915,233.137125
289.2658,281.238975,221.8104,,237.687925,285.184875,233.1527
289.307725,281.2836,221.828725,,237.7202,285.247775,233.314675
289.53295,281.445625,221.841925,,237.72735,285.26765,233.3593
289.5838,281.6026,221.902175,,237.758,285.308575,233.36965
289.6607,281.673225,221.94015,,237.7735,285.329775,233.3856
289.753825,281.706625,221.971825,,237.819875,285.708775,233.47875
289.84235,281.784975,222.0121,,237.833975,285.741225,233.506
289.87605,282.042975,222.033275,,237.851425,285.7477,233.521225
289.9772,282.054,222.06085,,237.85475,285.8449,233.707675
290.454475,282.11095,222.0716,,237.8661,285.855325,233.71605
290.45695,282.1198,222.09365,,237.888075,285.893025,233.73925
290.58615,282.146025,222.1294,,237.94475,285.899925,233.78315
290.60095,282.1597,222.151925,,238.006275,285.9387,233.7942
290.6215,282.2979,222.185375,,238.0308,285.9516,233.81675
290.627075,282.38555,222.207125,,238.038075,286.00405,233.840925
290.64265,282.457925,222.235375,,238.068525,286.07865,233.86525
290.912525,282.459225,222.25565,,238.082025,286.1398,233.946325
290.939725,282.50645,222.29275,,238.098425,286.14905,234.023125
291.064175,282.509975,222.31625,,238.112175,286.190275,234.112575
291.19565,282.5797,222.318475,,238.14855,286.340575,234.185475
291.20645,282.6437,222.3383,,238.1703,286.4177,234.232575
291.5773,282.711475,222.3681,,238.223875,286.61925,234.3309
291.7118,282.83845,222.383325,,238.2473,286.997425,234.3748
291.822275,282.881525,222.423175,,238.3285,287.092475,234.4212
291.910725,282.9851,222.436175,,238.41955,287.118725,234.453525
291.918525,283.001925,222.464675,,238.443525,287.5151,234.524175
292.14875,283.014025,222.48905,,238.454475,287.589625,234.557725
292.2464,283.07775,222.5259,,238.460175,287.629875,234.59595
292.336625,283.1717,222.55155,,238.529075,287.765575,234.62265
292.53215,283.1842,222.57205,,238.593075,287.915525,234.63985
292.59675,283.215,222.588125,,238.662775,287.946225,234.6861
292.680975,283.413125,222.60755,,238.68305,287.985475,234.770625
292.82425,283.588025,222.61045,,238.68975,288.039075,234.779725
293.026875,283.61685,222.631525,,238.770725,288.05545,234.81415
293.062475,283.6314,222.68165,,238.822,288.08375,234.85275
293.212025,283.964,222.704525,,238.82745,288.2017,234.855725
293.355275,284.26345,222.7231,,238.839675,288.208925,234.86905
293.46225,284.29275,222.734625,,238.9051,288.52,234.880125
293.530225,284.541175,222.785425,,238.93085,288.526425,234.9993
293.66305,284.5811,222.845275,,238.953875,288.570075,235.0147
293.808425,284.6054,222.867525,,238.96525,288.8424,235.05535
294.0058,284.72115,222.87035,,238.9739,288.883875,235.084025
294.1008,284.819425,222.89175,,238.985725,289.059675,235.263275
294.109225,284.835175,222.9525,,239.008225,289.115175,235.38765
294.14735,284.8476,222.985675,,239.03855,289.163725,235.404
294.424925,284.882075,223.002975,,239.046525,289.19125,235.4134
294.603625,284.9668,223.019975,,239.093025,289.218575,235.4511
294.671525,284.99655,223.0361,,239.227275,289.2335,235.56125
294.6849,285.047075,223.052925,,239.243225,289.262125,235.6476
295.153175,285.052125,223.0809,,239.29135,289.308075,235.811725
295.240625,285.096475,223.114425,,239.295425,289.421225,235.862525
295.2492,285.162075,223.123225,,239.305875,289.451475,235.951675
295.333325,285.1689,223.1514,,239.3211,289.5703,235.9745
295.400475,285.2777,223.16325,,239.392625,289.5951,236.034925
295.551575,285.332475,223.16805,,239.488,289.690025,236.20405
295.60555,285.450675,223.171725,,239.53025,289.9272,236.26575
295.7047,285.46985,223.1832,,239.759425,290.276,236.4953
295.75995,285.5636,223.222,,239.82675,290.57555,236.511475
295.879275,285.58375,223.242025,,239.8892,290.665275,236.6268
296.25555,285.8295,223.265825,,239.9679,290.895825,236.706675
296.3015,285.8445,223.308125,,239.970575,291.0507,236.8015
296.356525,286.0313,223.3371,,240.0077,291.1018,236.885425
296.458525,286.1649,223.368725,,240.054425,291.168125,236.971875
296.50855,286.67245,223.3959,,240.061675,291.180075,237.122525
296.791675,286.808575,223.4014,,240.07865,291.29975,237.17575
296.7961,286.90675,223.4352,,240.11055,291.415025,237.34955
296.799575,286.946875,223.4608,,240.132025,291.4641,237.375975
296.914175,286.99545,223.500825,,240.302325,291.48915,237.476475
297.049475,287.00545,223.5537,,240.31095,291.60165,237.577625
297.08565,287.082025,223.583975,,240.330575,291.700975,237.606475
297.252575,287.11705,223.608075,,240.367275,291.74775,237.653575
297.26545,287.118425,223.63245,,240.383775,291.819075,237.746375
297.660475,287.12895,223.658625,,240.4543,291.8997,237.841575
297.723825,287.16195,223.68955,,240.488275,291.9678,237.886175
297.790525,287.17445,223.749775,,240.5013,292.0544,237.9054
297.994725,287.243925,223.7584,,240.55615,292.116625,237.9348
298.097275,287.410375,223.776375,,240.5821,292.120375,237.951725
298.2193,287.456325,223.781025,,240.59155,292.1603,237.979925
298.2296,287.480975,223.802325,,240.69035,292.30465,238.179175
298.233375,287.6529,223.80775,,240.702725,292.4471,238.2007
298.2367,287.86705,223.850025,,240.7161,292.52335,238.230525
298.275,288.129225,223.8684,,240.751625,292.596975,238.25055
298.37055,288.3401,223.889175,,240.776625,292.735675,238.25235
298.376975,288.34835,223.90895,,240.846025,292.843625,238.2726
298.423,288.363,223.935625,,240.86365,292.87105,238.2916
298.650175,288.4027,223.9613,,240.9085,292.897425,238.5777
298.70485,288.422325,223.97795,,240.92055,292.93305,238.623725
298.828075,288.6125,224.0037,,240.959525,293.046625,238.7301
299.049975,288.708825,224.023725,,241.0474,293.12475,238.78425
299.238325,289.084525,224.046875,,241.0578,293.3228,238.787325
299.260575,289.09095,224.0808,,241.063425,293.50755,238.794775
299.362575,289.0982,224.114575,,241.0872,293.654625,238.8577
299.367125,289.11225,224.144875,,241.198825,293.721625,238.87035
299.373825,289.145675,224.161625,,241.221525,293.812475,238.8729
299.422925,289.190375,224.186325,,241.257775,294.0098,238.88405
299.5013,289.32575,224.2004,,241.266,294.2531,238.904875
299.74765,289.35445,224.21485,,241.2805,294.293625,238.947425
300.05225,289.362125,224.234675,,241.292225,294.2978,239.2147
300.113875,289.43985,224.25415,,241.340875,294.3389,239.3016
300.1179,289.5314,224.273125,,241.351125,294.5018,239.33995
300.21165,289.54375,224.2882,,241.455125,294.5279,239.354525
300.38665,289.594475,224.3183,,241.4591,294.6599,239.423425
300.83055,289.618875,224.3383,,241.565425,294.690175,239.43935
301.006625,289.635525,224.361275,,241.788825,294.792925,239.520325
301.183575,289.64975,224.392925,,241.803125,294.892525,239.602075
301.263175,289.703825,224.41015,,241.8372,295.125975,239.65135
301.3429,289.80225,224.4263,,241.85015,295.163175,239.7071
301.3986,289.821025,224.449475,,241.898975,295.199075,239.70995
301.5362,290.17495,224.47325,,241.931775,295.3484,239.731625
301.609,290.1886,224.49585,,241.9884,295.50855,239.769275
301.6302,290.286775,224.518775,,242.0143,295.529425,239.808475
301.881825,290.318675,224.564825,,242.088275,295.5561,239.853775
302.151875,290.327425,224.58255,,242.162125,295.614025,239.8763
302.162325,290.4696,224.5884,,242.186525,295.663825,239.9616
302.164775,290.63865,224.605375,,242.218875,295.683775,240.276675
302.324,290.67875,224.622325,,242.3581,295.696625,240.365675
302.424425,290.72715,224.64085,,242.4047,295.719,240.3736
302.506775,290.749025,224.656225,,242.447225,295.777125,240.407725
302.5874,290.888725,224.679825,,242.463325,295.83395,240.417775
302.7565,290.889825,224.696925,,242.48165,295.877975,240.54415
302.832875,290.96195,224.720375,,242.55345,296.05195,240.639375
303.058575,291.107875,224.745225,,242.568175,296.105775,240.747675
303.066025,291.1271,224.796925,,242.65065,296.134675,240.7787
303.08,291.193075,224.814025,,242.670775,296.254625,240.80285
303.12845,291.391975,224.83145,,242.711175,296.311125,240.827225
303.6729,291.430725,224.84915,,242.7474,296.341125,240.95365
303.896075,291.517925,224.871075,,242.76315,296.37905,240.9639
303.9659,291.57345,224.897625,,242.808325,296.5351,241.00265
303.984675,291.7062,224.915625,,242.821975,296.549,241.01865
304.091025,291.72835,224.938175,,242.846525,296.5853,241.115675
304.143325,291.732675,224.954725,,242.86725,296.758525,241.1246
304.4531,291.740225,224.9756,,242.878575,296.7731,241.143575
304.7475,291.761625,225.01595,,242.9056,296.784275,241.366925
304.90555,291.8553,225.043875,,242.9176,296.826475,241.3765
305.080225,292.023475,225.05135,,242.955375,296.844575,241.4159
305.20625,292.090775,225.071525,,242.986525,296.905675,241.45505
305.2524,292.30235,225.1035,,243.016575,296.92375,241.46775
305.339725,292.518,225.12825,,243.087625,297.093275,241.52085
305.714725,292.555125,225.1353,,243.11005,297.108275,241.613025
305.729975,292.62475,225.150575,,243.11245,297.15155,241.635425
305.7602,292.7002,225.16795,,243.16815,297.16325,241.6629
305.917975,292.710975,225.197725,,243.192825,297.257575,241.68925
305.9765,292.77325,225.2184,,243.230475,297.345625,241.72655
306.13305,292.831375,225.220175,,243.263225,297.3741,241.85695
306.2215,292.83535,225.237125,,243.2753,297.449275,241.89505
306.320025,292.846125,225.25075,,243.2922,297.4579,241.954175
306.3937,292.868225,225.272125,,243.355575,297.4869,242.02285
306.477425,292.878825,225.294225,,243.35715,297.61995,242.05385
306.6081,292.903125,225.30885,,243.382425,297.733525,242.06185
306.829775,293.03635,225.337075,,243.43115,297.75635,242.122475
306.887775,293.045325,225.363025,,243.45955,297.77995,242.131675
307.122225,293.116775,225.38615,,243.494175,297.945075,242.141175
307.199675,293.13515,225.41095,,243.518625,297.954475,242.16315
307.2061,293.2719,225.432025,,243.564975,298.033025,242.201225
307.27,293.44015,225.449125,,243.609725,298.13395,242.35695
307.40605,293.537325,225.4771,,243.673475,298.19355,242.3787
307.47035,293.95935,225.503625,,243.692725,298.325825,242.495075
307.4843,293.961575,225.532475,,243.71835,298.44365,242.50215
307.630425,294.002925,225.55205,,243.742225,298.667175,242.555525
307.697975,294.041275,225.560725,,243.769675,298.84125,242.61125
307.947925,294.2295,225.5807,,243.793275,298.883825,242.652
307.9806,294.33165,225.5993,,243.813125,299.16425,242.697025
308.16345,294.439475,225.623225,,243.84865,299.280325,242.794975
308.195775,294.59635,225.6539,,243.863575,299.40135,242.8204
308.244375,294.638325,225.706325,,243.89135,299.418225,242.931475
308.391375,294.801925,225.71785,,243.8947,299.45425,242.956525
308.495975,294.807225,225.738375,,243.9928,299.47175,242.962875
308.506125,295.2989,225.7431,,244.0163,299.514575,243.03215
308.574475,295.50885,225.792775,,244.0852,299.6984,243.0647
308.769975,295.53925,225.809525,,244.273925,299.8172,243.106625
308.807,295.593025,225.827725,,244.3092,299.8804,243.159775
308.829575,295.6332,225.851025,,244.330075,299.89955,243.180375
308.93255,295.95025,225.878875,,244.347175,299.91755,243.2204
308.935975,295.9591,225.89465,,244.40995,300.08105,243.226625
308.945275,295.9703,225.921925,,244.434775,300.349825,243.313025
309.16525,295.987,225.947525,,244.488475,300.514325,243.35905
309.2201,295.9894,225.978875,,244.50085,300.57025,243.363025
309.3917,296.00505,226.02505,,244.5186,300.594875,243.396075
309.509325,296.1529,226.029175,,244.545275,300.66785,243.47855
309.768775,296.167075,226.0725,,244.604525,300.69255,243.501025
309.86925,296.2375,226.093975,,244.6208,300.7008,243.572775
310.129175,296.356225,226.15485,,244.635,300.708675,243.67655
310.170425,296.656975,226.185525,,244.65525,300.95865,243.7707
310.203225,297.11365,226.210725,,244.673825,301.0638,243.77355
310.255625,297.407875,226.233125,,244.702,301.070675,243.79415
310.357625,297.423425,226.2477,,244.746275,301.131675,243.85475
310.378975,297.442275,226.252375,,244.7587,301.413025,243.916725
310.41865,297.4952,226.2744,,244.829125,301.423775,243.94885
310.47785,297.635425,226.2867,,244.8787,301.43955,243.958025
310.6551,297.71845,226.397625,,244.91675,301.530975,243.996875
310.720075,297.744475,226.433225,,244.92445,301.53705,244.006025
310.8212,297.85685,226.449075,,244.92835,301.573975,244.133325
310.832275,297.87195,226.451475,,244.96545,301.599575,244.209425
310.882475,297.8853,226.4647,,245.006525,301.6554,244.224275
311.02355,297.933875,226.472075,,245.00825,301.6687,244.227625
311.030675,298.029625,226.47415,,245.045675,301.76315,244.234775
311.3198,298.255125,226.490725,,245.075075,301.78835,244.2776
311.37385,298.338825,226.509525,,245.0843,301.793575,244.297625
311.462275,298.358125,226.5347,,245.1569,301.86515,244.324225
311.518725,298.4308,226.5672,,245.169525,301.8783,244.34365
311.695,298.527675,226.621425,,245.276875,301.921775,244.361475
311.862725,298.56625,226.6505,,245.31095,302.000525,244.497425
311.90305,298.567875,226.67585,,245.3442,302.0584,244.54225
311.9379,298.572675,226.694425,,245.35285,302.40695,244.63825
311.960625,298.63175,226.70855,,245.47925,302.433875,244.6678
312.02635,298.642375,226.71045,,245.5096,302.5542,244.6746
312.0892,298.66125,226.73745,,245.5876,302.636125,244.693975
312.1961,298.6692,226.75255,,245.62865,302.758625,244.72755
312.305425,298.687025,226.7632,,245.682875,302.8183,244.735125
312.359,298.70765,226.770925,,245.7236,302.832675,244.820475
312.367275,298.75335,226.7881,,245.7649,302.880825,244.856225
312.499725,298.877625,226.791625,,245.78735,303.031775,244.903375
312.553375,298.951825,226.79635,,245.815075,303.16835,244.943475
312.6182,298.969425,226.79985,,245.885425,303.282225,244.953225
312.79555,298.996325,226.802175,,245.95705,303.53025,245.006525
312.816525,299.008675,226.812425,,245.984675,303.584225,245.015625
312.89845,299.0327,226.834125,,246.17415,303.598475,245.020925
312.9748,299.14695,226.86145,,246.4042,303.672625,245.055225
312.98945,299.172,226.887575,,246.4473,303.800225,245.087375
313.03,299.2016,226.913025,,246.48985,303.812325,245.112325
313.150025,299.2864,226.931625,,246.524475,303.828675,245.147475
313.301425,299.299225,226.94355,,246.5424,304.18875,245.165475
313.3898,299.342225,226.969875,,246.599075,304.2286,245.181775
313.4557,299.34575,226.971725,,246.63655,304.43905,245.25305
313.5928,299.418625,226.97835,,246.6695,304.459125,245.26255
313.621325,299.4849,226.990775,,246.78565,304.5185,245.285825
313.7357,299.6069,227.009,,246.799125,304.62905,245.32615
313.8131,299.788225,227.03,,246.806925,304.690025,245.386325
313.93675,299.9065,227.05165,,246.81435,304.72235,245.391325
313.96595,299.930075,227.057775,,246.840075,304.76695,245.412075
314.02475,300.1112,227.10685,,246.892175,305.29035,245.440575
314.072625,300.1633,227.12515,,246.974975,305.363325,245.4495
314.249975,300.238725,227.158725,,247.00205,305.37805,245.46935
314.426125,300.374725,227.180825,,247.0875,305.37965,245.5115
314.618575,300.49325,227.19015,,247.112125,305.4063,245.54205
314.81325,300.523475,227.20085,,247.13385,305.409225,245.554825
315.375675,300.557525,227.217225,,247.141325,305.5097,245.626325
315.403025,300.563325,227.2446,,247.149125,305.658775,245.66445
315.8375,300.6549,227.256075,,247.1596,305.703025,245.685475
315.8892,300.832275,227.267225,,247.210575,305.882075,245.699325
315.922725,300.926375,227.270925,,247.29125,305.893075,245.7041
315.947425,300.995975,227.305125,,247.43375,306.0106,245.720675
315.978175,301.0278,227.311225,,247.44595,306.047025,245.73475
316.110775,301.044975,227.3248,,247.658775,306.07315,245.78365
316.14135,301.0809,227.343425,,247.752,306.122675,245.796925
316.201675,301.1507,227.3676,,247.795625,306.173775,245.809825
316.305675,301.24075,227.43295,,247.8341,306.25575,245.871125
316.54315,301.2647,227.4644,,247.857875,306.2573,245.877225
316.547725,301.345375,227.466825,,247.99995,306.2664,245.888075
316.8025,301.513025,227.472525,,248.0846,306.52225,245.9585
316.941275,301.530725,227.479575,,248.191125,306.919225,245.99765
316.967125,301.555575,227.51245,,248.305425,306.9804,246.00045
317.097375,301.5777,227.5213,,248.315475,306.9913,246.0063
317.11595,301.5945,227.5299,,248.36205,307.03965,246.01615
317.1573,301.635325,227.548825,,248.38085,307.05365,246.0216
317.3896,301.6603,227.578225,,248.45735,307.076075,246.084325
317.405025,301.67415,227.619725,,248.499625,307.135575,246.16695
317.717825,301.816025,227.6318,,248.57965,307.1501,246.2841
317.966775,301.8785,227.67115,,248.58955,307.1972,246.3411
317.971325,301.9727,227.674975,,248.593275,307.212175,246.38205
318.053925,302.15725,227.6972,,248.6121,307.312275,246.5099
318.13875,302.161275,227.700275,,248.730225,307.5206,246.522325
318.142,302.453875,227.7286,,248.823425,307.56005,246.5816
318.166725,302.4591,227.7489,,248.83315,307.609425,246.62415
318.210475,302.5845,227.76875,,248.889525,307.6929,246.725775
318.2191,302.63185,227.789,,248.91215,307.706525,246.739575
318.239075,302.64085,227.8255,,248.929975,307.81345,246.763875
318.523675,302.651825,227.84345,,248.933725,307.833325,246.76685
318.5899,302.74305,227.857375,,248.954425,307.8811,246.835575
318.5987,302.8379,227.885375,,248.961225,307.946475,246.838975
318.613225,302.91735,227.933775,,249.0195,307.99505,246.85705
318.64515,303.015675,227.95395,,249.0409,308.067125,246.907475
318.81235,303.025525,227.965675,,249.075825,308.096675,246.967875
318.9131,303.21325,227.98195,,249.100825,308.112625,246.98365
318.9268,303.31775,227.993525,,249.140475,308.1743,247.05225
319.181025,303.3454,228.012175,,249.1566,308.30865,247.0619
319.317575,303.349675,228.0396,,249.163325,308.377575,247.2039
319.37095,303.451875,228.045875,,249.1741,308.41135,247.245025
319.37595,303.5024,228.065175,,249.18065,308.4576,247.2957
319.495875,303.547625,228.079425,,249.199625,308.477425,247.795325
319.581825,303.659975,228.097425,,249.202575,308.53125,247.865125
319.6782,303.716225,228.12895,,249.21025,308.598825,247.9485
319.7702,303.743375,228.15195,,249.26085,308.662375,247.9587
319.882375,303.75515,228.179075,,249.267975,308.682975,248.0278
319.949975,303.7646,228.19945,,249.29295,308.729325,248.09405
319.97675,303.780925,228.209675,,249.29755,308.818675,248.10465
320.000225,303.815775,228.2216,,249.30985,308.828975,248.137625
320.052825,303.8521,228.231725,,249.312425,308.937125,248.1484
320.0873,303.853125,228.243975,,249.343625,308.992025,248.1968
320.1458,303.857475,228.259175,,249.349675,309.11105,248.2158
320.189425,303.870125,228.296,,249.36855,309.1953,248.40745
320.305075,303.93715,228.3077,,249.391025,309.345125,248.64595
320.5054,303.968075,228.32095,,249.39515,309.3506,248.68285
320.59415,304.014975,228.349675,,249.424175,309.574025,248.8608
320.844325,304.06715,228.38395,,249.442325,309.589275,248.873625
321.0668,304.139675,228.3882,,249.45285,309.65345,248.8854
321.1737,304.150875,228.439325,,249.464675,309.82225,248.925475
321.237675,304.2601,228.46785,,249.47955,309.99565,248.957625
321.264875,304.32945,228.4944,,249.50695,310.0619,248.981025
321.28345,304.355525,228.518925,,249.515725,310.224925,249.020475
321.493025,304.5176,228.5644,,249.521025,310.40645,249.17
321.5027,304.57175,228.59235,,249.52755,310.543525,249.233
321.55085,304.6352,228.602825,,249.565775,310.650075,249.236525
321.64535,304.74575,228.61465,,249.578525,310.724375,249.364475
321.766775,304.881375,228.64265,,249.5844,310.8081,249.6548
321.773375,304.921025,228.670075,,249.615175,310.819075,249.69505
321.81295,304.960925,228.6975,,249.624675,310.943175,249.69935
321.922425,305.078375,228.71975,,249.64025,311.001825,249.728625
322.053475,305.109675,228.7208,,249.654325,311.087125,249.74635
322.105325,305.140575,228.752925,,249.676275,311.120075,249.796925
322.1244,305.44765,228.778975,,249.73,311.195575,249.854175
322.3063,305.47705,228.829275,,249.747775,311.28225,249.8772
322.341025,305.551425,228.85365,,249.755575,311.350125,249.916875
322.5151,305.58355,228.88085,,249.77335,311.405975,249.94475
322.61125,305.59335,228.891625,,249.79405,311.488125,250.0805
322.76845,305.641425,228.903425,,249.817425,311.7357,250.088625
322.781925,305.702675,228.909825,,249.86595,311.89195,250.1249
322.853575,305.815075,228.924425,,249.8903,311.916625,250.1714
322.883725,305.887575,228.93205,,249.893325,312.02745,250.2054
323.35855,306.016775,228.94615,,249.950825,312.26445,250.244825
323.4517,306.085575,228.970725,,249.9563,312.4481,250.265675
323.462825,306.18505,228.99385,,249.982175,312.48845,250.456025
323.509,306.3295,229.011475,,250.00585,313.054375,250.551325
323.628725,306.351375,229.02585,,250.047425,313.079025,250.593225
323.6919,306.36855,229.05385,,250.197325,313.1752,250.650675
323.866025,306.50345,229.08855,,250.206175,313.226175,250.69285
323.97405,306.51855,229.102025,,250.248925,313.25685,250.73275
324.089025,306.5373,229.12675,,250.257225,313.349525,251.061875
324.151675,306.5458,229.135225,,250.293275,313.35565,251.07095
324.241775,306.603025,229.15225,,250.30035,313.55665,251.08845
324.40765,306.6517,229.181575,,250.350275,313.571125,251.1598
324.653875,306.657175,229.200575,,250.413525,313.604075,251.188825
324.825775,306.688225,229.2204,,250.422725,313.619325,251.1965
324.954225,306.73945,229.2484,,250.4357,313.646025,251.2579
324.977525,306.7744,229.28725,,250.444575,313.66835,251.30145
324.980075,307.0724,229.3309,,250.46245,313.685025,251.328325
325.132075,307.125,229.35965,,250.470075,313.6876,251.54265
325.135425,307.260825,229.364325,,250.488475,313.7648,251.650475
325.4263,307.34715,229.376125,,250.55205,313.880825,251.6611
325.47295,307.438325,229.384825,,250.62675,313.8885,251.664475
325.81395,307.468075,229.424525,,250.7213,314.00525,251.72685
325.8187,307.541175,229.425825,,250.765975,314.1494,251.732425
326.008925,307.55735,229.444575,,250.82385,314.173,251.7679
326.020175,307.608575,229.451475,,250.8602,314.423375,251.7742
326.102025,307.67365,229.47275,,250.868775,314.564575,251.78215
326.172275,307.712525,229.49515,,250.923575,314.664625,251.805525
326.26495,307.791575,229.5222,,250.94135,314.7021,251.815775
326.301525,307.90445,229.550475,,250.985325,314.710375,251.84575
326.305225,307.920075,229.583375,,250.99175,314.85735,251.89295
326.340675,307.957675,229.6541,,251.008025,314.863625,251.919775
326.472525,308.134725,229.661225,,251.02775,314.9818,251.9579
326.85105,308.3918,229.68395,,251.053525,315.180425,251.999225
326.863,308.419725,229.697175,,251.0622,315.4073,252.14935
326.997225,308.423425,229.720175,,251.070975,315.53815,252.153125
327.02915,308.464825,229.736875,,251.133625,315.65155,252.2207
327.101425,308.473575,229.768575,,251.1821,315.670425,252.2982
327.141125,308.517825,229.79215,,251.223775,315.711025,252.308975
327.22085,308.753525,229.870125,,251.2581,315.72175,252.313475
327.6617,308.907075,229.91315,,251.353725,315.774675,252.378025
327.82665,309.082125,229.9207,,251.391975,315.8309,252.387225
327.851375,309.086275,229.93475,,251.4007,315.852475,252.4139
327.964475,309.207725,229.938275,,251.4107,315.8956,252.428375
328.067225,309.278425,229.993925,,251.43915,315.930525,252.464925
328.088725,309.3088,229.9986,,251.513175,315.944475,252.4946
328.192425,309.395425,230.00155,,251.545225,315.95795,252.5429
328.257225,309.43575,230.0235,,251.662775,316.007225,252.6171
328.677875,309.764975,230.043525,,251.66925,316.0864,252.634
328.735,309.791925,230.094525,,251.70035,316.16455,252.65385
328.8622,309.9022,230.112175,,251.711075,316.2408,252.6945
329.00045,309.9795,230.160675,,251.7899,316.250075,252.6984
329.1091,309.982825,230.202975,,251.82105,316.275825,252.716075
329.6125,310.1294,230.225425,,251.85805,316.2909,252.78805
329.6837,310.14205,230.2469,,251.9312,316.323,252.83425
329.979,310.39155,230.258025,,251.938675,316.337925,252.8438
330.20775,310.58235,230.268675,,252.032425,316.370775,252.865875
330.2669,310.611825,230.2705,,252.0555,316.378175,252.868825
330.378975,310.65965,230.289975,,252.057325,316.397925,253.072475
330.38215,310.672075,230.3104,,252.0807,316.4189,253.1734
330.403275,310.9139,230.345975,,252.11455,316.445,253.204625
330.444775,311.080975,230.350025,,252.140325,316.5003,253.389
330.67575,311.088,230.3857,,252.149375,316.528575,253.4087
330.69835,311.097175,230.406275,,252.18205,316.5526,253.449275
330.765625,311.217775,230.427225,,252.199,316.588,253.49045
330.87655,311.311875,230.466775,,252.234275,316.7385,253.558525
330.90475,311.4559,230.488,,252.237475,316.751975,253.588325
330.941325,311.5522,230.516425,,252.281875,316.782175,253.591125
331.092925,311.599375,230.54755,,252.343,316.938975,253.595525
331.2194,311.761975,230.571475,,252.422475,316.9738,253.6063
331.249525,311.791525,230.625,,252.433175,317.1937,253.6189
331.4129,311.794225,230.6407,,252.45865,317.2472,253.627575
331.459125,311.83445,230.648,,252.509125,317.28205,253.65845
331.536675,311.8374,230.6739,,252.549425,317.331925,253.67545
331.582175,311.879225,230.676125,,252.56355,317.5022,253.71
331.59185,311.885725,230.6829,,252.581875,317.575925,253.739275
331.687275,311.9407,230.710275,,252.664225,317.745025,253.7974
331.979075,312.014625,230.7361,,252.7312,317.88415,253.93745
332.205175,312.04255,230.75455,,252.748525,318.0746,253.947475
332.437725,312.062925,230.7652,,252.7571,318.09845,253.9783
332.469625,312.096075,230.78475,,252.813025,318.142775,254.076225
332.5006,312.338975,230.80275,,252.827775,318.1671,254.085475
332.611275,312.358225,230.8388,,252.86005,318.1906,254.1157
332.6825,312.5124,230.864675,,252.926025,318.262975,254.230925
332.7321,312.6558,230.906575,,252.984225,318.272075,254.24195
332.81365,312.750775,230.9418,,253.05835,318.30055,254.2702
332.87305,312.78585,230.97035,,253.0755,318.320325,254.3091
332.9092,312.843425,230.99255,,253.1642,318.396075,254.35575
333.0557,312.954625,231.01905,,253.175775,318.533175,254.38865
333.084925,312.982975,231.052775,,253.2138,318.55055,254.396875
333.094575,313.0138,231.091775,,253.2184,318.734875,254.4079
333.118725,313.0536,231.11005,,253.272825,318.77695,254.51395
333.25185,313.111825,231.132375,,253.28665,318.86805,254.586075
333.355575,313.24905,231.174875,,253.413675,318.955975,254.63115
333.35925,313.352925,231.199625,,253.4864,318.975725,254.65635
333.44925,313.362775,231.2297,,253.523375,319.26965,254.771875
333.519525,313.374675,231.26835,,253.555775,319.418925,254.903575
333.542975,313.467375,231.302875,,253.62025,319.452975,254.934575
333.647375,313.49005,231.3346,,253.626075,319.57025,254.942375
333.78555,313.571225,231.337425,,253.676,319.579825,255.01175
