SPK_SPKC04a (inhi),SPK_SPKC08a (sharp exc?),SPK_SPKC09a (no opto-tagging)
51.530275,,29.661025
51.57425,,29.714275
51.63525,,29.74175
51.6717,,29.7727
51.748975,,29.78245
51.803675,,29.80325
51.885325,,29.8254
51.908225,,29.8319
51.9214,,29.85145
51.939175,,29.88195
51.97025,,29.92065
52.0107,,29.940125
52.0351,,29.95165
52.072775,,29.97745
52.113325,,29.9962
52.1669,,30.02085
52.213625,,30.044775
52.2773,,30.08175
52.32785,,30.11135
52.375625,,30.147325
52.475975,,30.173825
52.535175,,30.212325
52.6067,,30.265125
52.68395,,30.31435
52.746975,,30.332925
52.7857,,30.365425
52.8483,,30.378225
52.9036,,30.4138
52.962075,,30.42955
53.017125,,30.4699
53.0853,,30.49435
53.167525,,30.54255
53.2479,,30.578925
53.32145,,30.61325
53.356375,,30.662425
53.411725,,30.69385
53.468925,,30.72975
53.526025,,30.738025
53.572275,,30.767975
53.61455,,30.7805
53.6449,,30.7931
53.669625,,30.807825
53.726275,,30.82715
53.7874,,30.844425
53.859775,,30.86935
53.9232,,30.9002
54.02705,,30.962475
54.52025,,31.00755
55.372425,,31.0634
55.416925,,31.09585
55.4623,,31.14675
55.500225,,31.189075
55.542625,,31.223775
55.576275,,31.257325
55.6323,,31.271775
55.67475,,31.2916
55.733725,,31.30905
55.773925,,31.328725
55.841325,,31.365375
55.90125,,31.409775
55.95165,,31.424375
56.001725,,31.438825
56.035925,,31.473
56.047925,,31.489625
56.06355,,31.511025
56.080275,,31.528375
56.09885,,31.550425
56.11815,,31.56095
56.133475,,31.57585
56.159025,,31.590025
56.183975,,31.606475
56.21515,,31.620525
56.2378,,31.633575
56.259,,31.65505
56.2903,,31.67305
56.322525,,31.690025
56.390125,,31.719575
56.44165,,31.760575
56.525025,,31.783675
56.57245,,31.8184
56.613025,,31.845525
56.640575,,31.87985
56.6754,,31.92085
56.715825,,31.9743
56.740575,,32.014575
56.7556,,32.0429
56.782075,,32.086725
56.7988,,32.13215
56.832825,,32.148625
56.86625,,32.183225
56.889925,,32.20485
56.9224,,32.2175
56.96095,,32.254125
57.000775,,32.2739
57.048025,,32.30715
57.093075,,32.325625
57.128625,,32.3508
57.19935,,32.374925
57.230925,,32.406225
57.268375,,32.425725
57.32245,,32.437625
57.417475,,32.45365
57.45115,,32.5115
57.518375,,32.56145
57.55635,,32.60335
57.574725,,32.648875
57.61955,,32.68285
57.675375,,32.7448
57.746225,,32.7859
57.793925,,32.838275
57.838275,,32.85915
57.899225,,32.8801
57.9723,,32.894325
58.013775,,32.90465
58.039825,,32.9272
58.055925,,32.9357
58.0776,,32.9509
58.097975,,32.967875
58.11555,,32.9875
58.1342,,33.010275
58.161425,,33.026475
58.194675,,33.053925
58.221725,,33.0806
58.2489,,33.101275
58.2784,,33.135125
58.319575,,33.153075
58.3458,,33.17505
58.402975,,33.202875
58.4399,,33.220175
58.48635,,33.246225
58.554025,,33.25955
58.60775,,33.291425
58.674425,,33.31965
58.743325,,33.333325
58.785625,,33.351475
58.821125,,33.37455
58.872275,,33.392575
58.94135,,33.395125
58.9815,,33.427075
59.049225,,33.4485
59.13065,,33.471675
59.205375,,33.488375
59.20665,,33.5065
59.2461,,33.557525
59.2807,,33.5871
59.312575,,33.6299
59.33245,,33.669025
59.3587,,33.69445
59.3836,,33.739675
59.41625,,33.775525
59.433825,,33.791775
59.4635,,33.817025
59.517125,,33.8324
59.55265,,33.846025
59.59235,,33.86085
59.62945,,33.881075
59.67215,,33.909275
59.697275,,33.924
59.73945,,33.950375
59.79605,,33.98505
59.920225,,33.9989
60.015375,,34.026
60.068925,,34.04565
60.13705,,34.0649
60.182575,,34.09905
60.238825,,34.117725
60.288875,,34.1395
60.337225,,34.1679
60.414425,,34.195
60.45995,,34.21165
60.50435,,34.239725
60.576875,,34.300425
60.623875,,34.354825
60.638025,,34.385825
60.655725,,34.4
60.6757,,34.4347
60.6935,,34.462625
60.708,,34.49275
60.72405,,34.53075
60.749675,,34.55975
60.773375,,34.597925
60.8026,,34.648975
60.8327,,34.693775
60.8617,,34.720725
60.9018,,34.7297
60.934625,,34.7716
60.960275,,34.802325
60.995575,,34.861275
61.03785,,34.881325
61.06065,,34.90745
61.08935,,34.920625
61.126175,,34.9398
61.1529,,34.961925
61.192675,,34.978725
61.23245,,35.007175
61.28355,,35.022825
61.3423,,35.0385
61.3973,,35.0735
61.45405,,35.1029
61.5135,,35.116375
61.587725,,35.14385
61.6476,,35.172375
61.6977,,35.189775
61.77645,,35.2183
61.833325,,35.242275
61.87585,,35.26765
61.92035,,35.285825
61.958225,,35.30305
62.00155,,35.3223
62.05515,,35.338025
62.107275,,35.35955
62.1451,,35.38365
62.1764,,35.419325
62.21895,,35.4347
62.2991,,35.44735
62.3712,,35.463
62.40775,,35.4849
62.500925,,35.5093
62.566375,,35.523325
62.63585,,35.54835
62.7045,,35.5859
62.771325,,35.603625
62.831775,,35.636775
62.8911,,35.653125
62.941575,,35.686475
62.965925,,35.7003
63.0178,,35.73725
63.092275,,35.78375
63.141175,,35.81795
63.21485,,35.83965
63.2842,,35.879
63.318675,,35.9133
63.337325,,35.91655
63.35005,,35.958925
63.36245,,35.985275
63.3776,,36.014425
63.401175,,36.03195
63.4243,,36.062825
63.443825,,36.08375
63.482075,,36.120575
63.5015,,36.135975
63.5288,,36.170425
63.558575,,36.19015
63.595575,,36.20765
63.621425,,36.233325
63.656875,,36.24385
63.68555,,36.268575
63.717725,,36.31025
63.74585,,36.338275
63.77415,,36.34865
63.806575,,36.3771
63.834175,,36.408
63.853775,,36.44715
63.888225,,36.48555
63.910975,,36.535125
63.9506,,36.55995
64.00765,,36.59415
64.04585,,36.62915
64.099425,,36.67635
64.165525,,36.722825
64.21075,,36.75315
64.27675,,36.774775
64.31065,,36.7934
64.3471,,36.81115
64.37275,,36.845925
64.40375,,36.869575
64.438225,,36.887775
64.48295,,36.9138
64.542775,,36.936475
64.59595,,36.96685
64.65755,,37.00305
64.785575,,37.04735
64.851175,,37.08
64.897775,,37.107775
64.960625,,37.123375
64.9985,,37.1366
65.032525,,37.155175
65.0515,,37.1768
65.0661,,37.1955
65.0881,,37.2147
65.108375,,37.2308
65.130275,,37.2445
65.15655,,37.262825
65.18065,,37.287475
65.2101,,37.309125
65.237175,,37.323
65.2693,,37.33665
65.30775,,37.353325
65.336375,,37.38325
65.374875,,37.4105
65.437525,,37.4313
65.4738,,37.483775
65.49795,,37.49555
65.5309,,37.524925
65.558225,,37.544425
65.596325,,37.568725
65.656675,,37.589375
65.68735,,37.60605
65.770425,,37.62485
65.835975,,37.667575
65.923025,,37.7032
65.94145,,37.752025
65.955525,,37.7694
65.975225,,37.8108
65.99765,,37.836125
66.02345,,37.86715
66.048275,,37.8875
66.07895,,37.918075
66.12155,,37.93535
66.15165,,37.954675
66.178575,,37.993975
66.209025,,38.021725
66.253725,,38.03465
66.2983,,38.073275
66.340775,,38.10325
66.395925,,38.11965
66.484425,,38.146075
66.546525,,38.170425
66.6075,,38.215425
66.650625,,38.29415
66.688425,,38.35545
66.702725,,38.3765
66.726125,,38.401225
66.748175,,38.456175
66.763325,,38.472425
66.7895,,38.50905
66.815275,,38.534275
66.83715,,38.5691
66.877225,,38.611625
66.909975,,38.637275
66.942925,,38.6538
66.971425,,38.675225
67.020525,,38.6953
67.090475,,38.736875
67.158425,,38.76715
67.22835,,38.80405
67.2997,,38.83235
67.3809,,38.859025
67.42485,,38.8823
67.465025,,38.916
67.49835,,38.9317
67.532425,,38.945825
67.546875,,38.96195
67.572025,,38.98035
67.588,,39.02005
67.611925,,39.05205
67.6362,,39.06465
67.6581,,39.09395
67.704875,,39.09555
67.7321,,39.11685
67.7806,,39.139825
67.83165,,39.1826
67.896075,,39.2292
67.95165,,39.2694
68.02435,,39.310525
68.073975,,39.359025
68.1267,,39.3961
68.181575,,39.411725
68.2708,,39.426725
68.32275,,39.434675
68.41045,,39.44935
68.4732,,39.461075
68.53505,,39.4768
68.607425,,39.50555
68.663925,,39.5203
68.725,,39.5482
68.790275,,39.586725
68.84355,,39.65375
68.88925,,39.69045
68.90775,,39.776025
68.921725,,39.820475
68.935675,,39.849975
68.956475,,39.8968
68.972775,,39.92785
68.99195,,39.947875
69.01565,,39.989525
69.0541,,40.01235
69.079625,,40.032625
69.103,,40.07045
69.126475,,40.100525
69.1831,,40.1213
69.218825,,40.162875
69.246025,,40.20475
69.283875,,40.233325
69.3478,,40.2822
69.38575,,40.310675
69.439875,,40.339025
69.498025,,40.3667
69.591,,40.3822
69.647475,,40.39805
69.710275,,40.421475
69.760975,,40.441
69.80265,,40.458975
69.836825,,40.477675
69.893,,40.4969
69.930075,,40.507625
69.956325,,40.519125
69.98945,,40.5382
70.0204,,40.5694
70.0618,,40.5963
70.0871,,40.617775
70.12435,,40.65265
70.171475,,40.67685
70.2483,,40.736725
70.300575,,40.783925
70.351975,,40.828125
70.41705,,40.875825
70.491775,,40.921575
70.53695,,40.9545
70.615375,,40.9875
70.677925,,41.0311
70.7423,,41.0605
70.797075,,41.08835
70.84485,,41.12205
70.9143,,41.14955
70.974475,,41.1568
71.0318,,41.19955
71.09695,,41.218875
71.15355,,41.2417
71.1863,,41.271025
71.202975,,41.297825
71.22115,,41.3143
71.237175,,41.327175
71.2608,,41.34355
71.28565,,41.369125
71.33395,,41.383375
71.379925,,41.399475
71.40355,,41.423775
71.40685,,41.443575
71.44675,,41.463975
71.48795,,41.485275
71.52925,,41.5096
71.56815,,41.538975
71.599025,,41.577525
71.63395,,41.6057
71.687,,41.641725
71.76375,,41.703425
71.823425,,41.7429
71.9075,,41.817875
71.9392,,41.82905
72.0034,,41.854025
72.082175,,41.896475
72.123575,,41.922
72.176975,,41.9544
72.232075,,41.98605
72.293275,,42.02035
72.401775,,42.0531
72.412725,,42.07185
72.423175,,42.09905
72.43365,,42.1387
72.45285,,42.179875
72.473325,,42.244225
72.5319,,42.31185
72.563725,,42.383225
72.60015,,42.4207
72.629825,,42.4457
72.653675,,42.4761
72.69585,,42.489675
72.730325,,42.5172
72.752625,,42.541375
72.78165,,42.63355
72.82185,,42.65535
72.87855,,42.6778
72.912725,,42.69775
72.95335,,42.7112
73.004275,,42.72385
73.06265,,42.736825
73.14175,,42.74615
73.194125,,42.762375
73.25335,,42.776125
73.291375,,42.792725
73.371725,,42.805725
73.4399,,42.824025
73.517675,,42.8378
73.588925,,42.8549
73.656475,,42.869475
73.698425,,42.89605
73.7689,,42.90625
73.811825,,42.9403
73.886175,,42.962625
73.908,,42.988
73.9261,,43.01525
73.9507,,43.0292
73.98655,,43.043525
74.007,,43.060125
74.03625,,43.074175
74.06815,,43.0875
74.115775,,43.105575
74.17605,,43.11475
74.2229,,43.137825
74.302025,,43.171025
74.35985,,43.192375
74.425125,,43.22465
74.48585,,43.255925
74.51695,,43.2857
74.547175,,43.32685
74.5776,,43.377025
74.61205,,43.427825
74.64905,,43.477
74.7062,,43.516625
74.761375,,43.535075
74.825,,43.568825
74.934025,,43.5775
75.016375,,43.609575
75.0483,,43.631925
75.0914,,43.6644
75.135525,,43.723675
75.16325,,43.790525
75.2096,,43.8168
75.2316,,43.89585
75.26425,,43.927025
75.306825,,43.95405
75.366425,,43.9675
75.438425,,43.99115
75.507325,,44.0157
75.541575,,44.0473
75.558475,,44.062075
75.5776,,44.08035
75.6027,,44.0998
75.63665,,44.1158
75.66835,,44.14285
75.7109,,44.164675
75.764775,,44.17935
75.80145,,44.227375
75.86215,,44.271375
75.914525,,44.3308
75.95575,,44.36525
76.002775,,44.409125
76.04765,,44.444075
76.103175,,44.46185
76.12415,,44.47235
76.1663,,44.496125
76.1974,,44.533525
76.240675,,44.57865
76.288675,,44.643275
76.31835,,44.6764
76.3589,,44.721925
76.40745,,44.755
76.4443,,44.767225
76.5001,,44.833375
76.53675,,44.8714
76.57115,,44.913975
76.634375,,44.9377
76.6682,,44.957525
76.724125,,44.98145
76.77765,,44.9998
76.844575,,45.034
76.875275,,45.0601
76.8894,,45.08415
76.903975,,45.1275
76.91545,,45.16525
76.9318,,45.20095
76.95435,,45.202525
76.971125,,45.226525
76.991225,,45.26025
77.027925,,45.30545
77.0661,,45.3514
77.094875,,45.383275
77.148825,,45.429775
77.186525,,45.4719
77.279625,,45.502025
77.360175,,45.5302
77.466675,,45.553175
77.52315,,45.5664
77.576875,,45.5803
77.6429,,45.604175
77.69295,,45.6216
77.715025,,45.642225
77.731925,,45.66125
77.7464,,45.686425
77.762475,,45.71125
77.777475,,45.7294
77.7955,,45.750325
77.84175,,45.76345
77.8717,,45.79125
77.918825,,45.812475
77.94565,,45.826725
77.98325,,45.846825
78.012475,,45.864925
78.053425,,45.890625
78.0841,,45.90585
78.136825,,45.9232
78.2114,,45.94415
78.26955,,45.9509
78.334375,,45.99675
78.4297,,46.023525
78.519725,,46.067525
78.586225,,46.11125
78.619975,,46.138675
78.646725,,46.1734
78.67685,,46.199225
78.68955,,46.208
78.7113,,46.239225
78.7261,,46.2558
78.737825,,46.2704
78.760425,,46.29225
78.78275,,46.31
78.799825,,46.360625
78.8236,,46.3778
78.847425,,46.414275
78.872475,,46.4532
78.91075,,46.48285
78.940025,,46.5095
78.9832,,46.546675
79.021,,46.575975
79.06195,,46.60535
79.103875,,46.62965
79.13755,,46.6603
79.166375,,46.707325
79.186575,,46.775225
79.212975,,46.8293
79.231675,,46.87225
79.25215,,46.895525
79.269375,,46.925625
79.28955,,46.952125
79.3655,,46.9742
79.39095,,46.995725
79.439925,,47.007475
79.466975,,47.02875
79.5124,,47.04455
79.560925,,47.072525
79.594825,,47.087025
79.620575,,47.102275
79.655825,,47.118125
79.668925,,47.1385
79.688525,,47.18495
79.70625,,47.19715
79.73315,,47.214225
79.768375,,47.23915
79.7917,,47.2516
79.82955,,47.2777
79.876125,,47.290925
79.935375,,47.303075
80.02135,,47.322425
80.08765,,47.358675
80.1628,,47.37905
80.231,,47.4016
80.279875,,47.431425
80.310675,,47.504075
80.334325,,47.52395
80.3622,,47.53955
80.390775,,47.576225
80.42615,,47.593275
80.467875,,47.61965
80.506075,,47.648
80.5559,,47.6639
80.60385,,47.6818
80.640225,,47.702675
80.732675,,47.721975
80.796275,,47.7322
80.832075,,47.74945
80.9129,,47.762075
80.949925,,47.7779
81.02995,,47.793475
81.06835,,47.8116
81.133175,,47.830575
81.196,,47.85655
81.225675,,47.875675
81.240925,,47.898125
81.25985,,47.9283
81.279375,,47.9379
81.2908,,47.952375
81.308225,,47.995925
81.335525,,48.019575
81.360575,,48.041075
81.3855,,48.07185
81.430825,,48.1079
81.4807,,48.146325
81.517025,,48.167625
81.59555,,48.199575
81.6487,,48.2207
81.705225,,48.2618
81.772275,,48.312925
81.82095,,48.327425
81.85835,,48.341025
81.8802,,48.356
81.919275,,48.3851
81.966075,,48.415925
81.997625,,48.438225
82.018175,,48.455025
82.047975,,48.4729
82.065425,,48.4878
82.09245,,48.50005
82.106225,,48.524625
82.12315,,48.54425
82.141275,,48.5592
82.1882,,48.576375
82.2149,,48.598175
82.240775,,48.6187
82.262625,,48.644825
82.2847,,48.6576
82.300675,,48.67905
82.324575,,48.700425
82.3709,,48.716675
82.3916,,48.7263
82.4188,,48.7435
82.4443,,48.762125
82.463025,,48.773725
82.489025,,48.81535
82.514475,,48.844275
82.526475,,48.8602
82.5583,,48.88525
82.58305,,48.8978
82.59805,,48.923375
82.628875,,48.9474
82.647525,,48.980375
82.6697,,49.021975
82.687675,,49.0565
82.709225,,49.073025
82.72915,,49.094275
82.752475,,49.110675
82.769325,,49.12855
82.792025,,49.146
82.821925,,49.162025
82.83905,,49.1954
82.8659,,49.21375
82.891125,,49.2345
82.932875,,49.2445
82.9501,,49.261225
82.983675,,49.279
82.99995,,49.30075
83.025825,,49.31175
83.057425,,49.3308
83.0825,,49.354775
83.101575,,49.37485
83.124,,49.389
83.17295,,49.410375
83.204425,,49.429275
83.226825,,49.453875
83.24715,,49.47845
83.281025,,49.5094
83.359125,,49.541875
83.38785,,49.566425
83.42835,,49.592725
83.4452,,49.635975
83.462,,49.666625
83.47925,,49.701325
83.498775,,49.749725
83.514975,,49.7939
83.5464,,49.825175
83.600425,,49.86985
83.63615,,49.8877
83.689475,,49.91495
83.7154,,49.9295
83.741425,,49.948375
83.7651,,49.97175
83.824425,,49.9837
83.892975,,50.015
83.915775,,50.06125
83.93905,,50.088825
83.976475,,50.12675
83.99905,,50.1492
84.019425,,50.170175
84.041175,,50.18795
84.10935,,50.20295
84.127125,,50.232175
84.141425,,50.251425
84.154275,,50.275475
84.186075,,50.295525
84.207525,,50.314525
84.2234,,50.36345
84.243025,,50.39855
84.282275,,50.42215
84.296225,,50.465925
84.32035,,50.50745
84.347075,,50.5365
84.3729,,50.5584
84.39225,,50.5741
84.41165,,50.592875
84.4342,,50.605075
84.451375,,50.6261
84.470325,,50.64055
84.4852,,50.652925
84.49765,,50.672
84.51655,,50.701525
84.535775,,50.739175
84.552075,,50.753875
84.56865,,50.784875
84.586075,,50.817925
84.601725,,50.84815
84.611825,,50.8891
84.625975,,50.928775
84.6477,,50.97125
84.6599,,50.991025
84.68965,,51.01455
84.71345,,51.04625
84.73775,,51.072325
84.7761,,51.087625
84.791,,51.09855
84.817925,,51.120825
84.8322,,51.131175
84.84545,,51.1443
84.8589,,51.167825
84.88275,,51.1849
84.9054,,51.201825
84.922725,,51.22355
84.941525,,51.2522
84.951475,,51.273
84.9807,,51.2985
85.00055,,51.3253
85.02515,,51.353225
85.0491,,51.38195
85.07515,,51.405675
85.098925,,51.4549
85.1143,,51.483325
85.14375,,51.517875
85.1728,,51.579425
85.20555,,51.594125
85.24325,,51.601375
85.27185,,51.63255
85.28615,,51.648575
85.304175,,51.6795
85.33125,,51.702225
85.35905,,51.7284
85.391075,,51.7673
85.42735,,51.7979
85.46365,,51.8311
85.49905,,51.878625
85.5147,,51.887825
85.52845,,51.896125
85.543275,,51.933925
85.558575,,51.956225
85.5738,,51.975375
85.588625,,51.98615
85.610825,,52.002975
85.631075,,52.019175
85.65435,,52.0425
85.67125,,52.06175
85.68845,,52.1109
85.696775,,52.118725
85.709275,,52.13375
85.728725,,52.195225
85.746475,,52.230475
85.7706,,52.28435
85.7946,,52.323825
85.815275,,52.347075
85.837175,,52.36745
85.862775,,52.381675
85.90255,,52.4114
85.9341,,52.47255
85.9668,,52.4889
85.998825,,52.53275
86.019875,,52.566375
86.04125,,52.587025
86.061075,,52.6205
86.084625,,52.6527
86.117575,,52.70175
86.15555,,52.7432
86.17605,,52.7922
86.2,,52.821425
86.2322,,52.842975
86.2461,,52.874825
86.2625,,52.88715
86.281275,,52.908075
86.2942,,52.922175
86.316525,,52.954225
86.33745,,52.989175
86.3555,,53.02715
86.372975,,53.0688
86.393025,,53.11545
86.405075,,53.1566
86.41895,,53.18345
86.43155,,53.21255
86.448175,,53.229
86.469825,,53.25195
86.487575,,53.284525
86.516625,,53.3066
86.554325,,53.33665
86.5888,,53.3672
86.6467,,53.4027
86.679175,,53.45065
86.7382,,53.4772
86.760925,,53.507225
86.805975,,53.540625
86.8619,,53.5617
86.9062,,53.59505
86.982325,,53.6152
87.0176,,53.655175
87.06445,,53.67125
87.10865,,53.693975
87.128025,,53.711375
87.151875,,53.727525
87.172525,,53.7565
87.186775,,53.79835
87.2104,,53.8354
87.235375,,53.8865
87.28095,,53.92175
87.32475,,53.94545
87.366825,,54.016925
87.398825,,54.474825
87.431975,,54.501375
87.47445,,54.52185
87.507675,,55.321275
87.53245,,55.34475
87.55055,,55.3575
87.57085,,55.378125
87.59585,,55.39755
87.606175,,55.4249
87.626125,,55.46505
87.6362,,55.494375
87.656325,,55.527875
87.699575,,55.55225
87.721225,,55.578925
87.7514,,55.602025
87.78,,55.623675
87.836875,,55.660525
87.8709,,55.68615
87.89105,,55.749975
87.918525,,55.76625
87.9467,,55.783625
87.9883,,55.804675
88.014175,,55.839775
88.042575,,55.8571
88.057,,55.88735
88.103925,,55.91865
88.14535,,55.950575
88.203925,,55.989025
88.24645,,56.0224
88.2722,,56.035475
88.2997,,56.0463
88.3388,,56.0567
88.3836,,56.066975
88.40765,,56.077025
88.41905,,56.0922
88.4416,,56.107625
88.4582,,56.117875
88.475175,,56.137525
88.500725,,56.145225
88.5242,,56.160675
88.55115,,56.17355
88.572675,,56.192825
88.605375,,56.2038
88.655575,,56.219425
88.687425,,56.233875
88.716825,,56.2463
88.73765,,56.264125
88.76475,,56.293775
88.7814,,56.32405
88.806125,,56.352575
88.8238,,56.37945
88.841675,,56.408175
88.86655,,56.432775
88.89185,,56.467975
88.906775,,56.50625
88.92525,,56.5338
88.947725,,56.56305
88.9838,,56.592925
89.014275,,56.6243
89.035875,,56.67725
89.075075,,56.697425
89.09005,,56.72055
89.11365,,56.7338
89.13715,,56.750475
89.1558,,56.776175
89.178125,,56.789225
89.20445,,56.81015
89.254325,,56.824925
89.352775,,56.842425
89.407575,,56.8616
89.455625,,56.877725
89.484225,,56.89315
89.5002,,56.912425
89.510225,,56.9287
89.522425,,56.9465
89.5343,,56.975425
89.5442,,56.993225
89.556025,,57.0195
89.5756,,57.068225
89.590275,,57.093825
89.61605,,57.1301
89.6493,,57.166125
89.741425,,57.19345
89.819775,,57.206925
89.870025,,57.228075
89.880575,,57.24705
89.893825,,57.270275
89.90515,,57.30275
89.9209,,57.324575
89.937925,,57.33595
89.953775,,57.37515
90.005425,,57.399575
90.067075,,57.42325
90.11865,,57.48285
90.151025,,57.514425
90.1711,,57.543925
90.19085,,57.567575
90.217725,,57.605175
90.2348,,57.63085
90.257325,,57.6526
90.273325,,57.686875
90.3037,,57.707025
90.329375,,57.730225
90.345225,,57.7498
90.3828,,57.7859
90.454575,,57.799775
90.557125,,57.8288
90.64165,,57.865625
90.7542,,57.9008
90.812725,,57.934975
90.871875,,57.973325
90.925075,,58.008425
91.019175,,58.02095
91.10365,,58.0334
91.171875,,58.04755
91.19485,,58.05805
91.22095,,58.072325
91.2423,,58.08825
91.291025,,58.110875
91.3611,,58.125175
91.4406,,58.135675
91.53165,,58.153675
91.54515,,58.16745
91.55295,,58.184
91.568575,,58.198675
91.5807,,58.213925
91.59055,,58.2422
91.60385,,58.259075
91.61675,,58.2787
91.63275,,58.2942
91.6513,,58.31005
91.670175,,58.336275
91.710825,,58.3502
91.780075,,58.3693
91.81855,,58.435825
91.8824,,58.477775
91.907975,,58.523575
91.927575,,58.56205
91.939625,,58.590425
91.954425,,58.649475
91.976025,,58.66575
92.058225,,58.699625
92.14015,,58.720025
92.18435,,58.759625
92.26495,,58.78905
92.346725,,58.815
92.383075,,58.832525
92.425725,,58.858025
92.450875,,58.889975
92.471625,,58.907525
92.494125,,58.962925
92.527225,,58.992925
92.5576,,59.020875
92.595825,,59.065825
92.6515,,59.096625
92.723525,,59.1348
92.78,,59.15935
92.826625,,59.207875
92.855225,,59.258525
92.87945,,59.27215
92.90925,,59.28765
92.9311,,59.318875
92.96065,,59.3312
92.99915,,59.34875
93.02615,,59.359675
93.099125,,59.388725
93.165275,,59.398925
93.20595,,59.420275
93.233325,,59.43745
93.252675,,59.4665
93.268525,,59.476125
93.283575,,59.498
93.29685,,59.513025
93.308975,,59.523475
93.323875,,59.539525
93.338425,,59.566025
93.361475,,59.610825
93.40425,,59.6273
93.463425,,59.651175
93.524625,,59.67015
93.556125,,59.694825
93.5973,,59.723075
93.632725,,59.753975
93.6673,,59.78765
93.7147,,59.821275
93.74415,,59.843875
93.76465,,59.8967
93.79995,,59.9328
93.82775,,59.977175
93.882275,,60.02075
93.922225,,60.053675
93.971175,,60.08565
94.000775,,60.124175
94.047375,,60.156475
94.083075,,60.20055
94.102675,,60.221525
94.1144,,60.266175
94.125675,,60.31035
94.133725,,60.347775
94.148825,,60.391675
94.165075,,60.42275
94.192825,,60.450675
94.2209,,60.5083
94.24815,,60.536725
94.269925,,60.576275
94.30895,,60.604625
94.3713,,60.625925
94.420225,,60.62775
94.4734,,60.654375
94.514775,,60.661975
94.5572,,60.67395
94.633475,,60.69685
94.684375,,60.713625
94.7179,,60.729675
94.740775,,60.74035
94.752425,,60.7659
94.76845,,60.783625
94.78375,,60.79985
94.797575,,60.812
94.81705,,60.823975
94.838325,,60.83425
94.8737,,60.8466
94.91555,,60.865
94.966675,,60.887875
95.046175,,60.905575
95.13735,,60.9378
95.176925,,60.948025
95.236975,,60.96335
95.294575,,60.978475
95.347925,,61.0052
95.3832,,61.018
95.3988,,61.033075
95.4332,,61.059975
95.451825,,61.074825
95.4761,,61.0841
95.5278,,61.10635
95.5786,,61.1181
95.63505,,61.136875
95.71195,,61.1679
95.7869,,61.184875
95.849425,,61.21645
95.896525,,61.2403
95.922775,,61.27775
95.98205,,61.299275
96.04095,,61.319425
96.10025,,61.3469
96.1825,,61.367575
96.255975,,61.39555
96.32725,,61.423125
96.34285,,61.4488
96.36045,,61.478575
96.384575,,61.5082
96.41085,,61.5474
96.449025,,61.60985
96.514775,,61.6259
96.59875,,61.6509
96.641125,,61.674225
96.697175,,61.69955
96.74,,61.729525
96.789775,,61.7732
96.818275,,61.7918
96.8469,,61.819275
96.8666,,61.840675
96.890875,,61.8701
96.9088,,61.8918
96.9378,,61.907375
96.964725,,61.94045
97.033775,,61.975875
97.0756,,62.01765
97.1346,,62.043975
97.19865,,62.0764
97.265025,,62.1091
97.305575,,62.139475
97.31865,,62.174
97.333975,,62.194275
97.3448,,62.2254
97.361125,,62.26405
97.378525,,62.295325
97.407225,,62.337
97.4334,,62.36045
97.470125,,62.3802
97.548375,,62.404975
97.5938,,62.424925
97.640075,,62.4489
97.712675,,62.4639
97.795875,,62.4874
97.837775,,62.513675
97.859975,,62.541675
97.87385,,62.58225
97.89895,,62.58965
97.93695,,62.60765
97.974125,,62.628125
98.068775,,62.638725
98.177,,62.65935
98.242675,,62.695725
98.2929,,62.738575
98.379625,,62.781175
98.415625,,62.7931
98.43855,,62.82365
98.46525,,62.84775
98.47705,,62.870825
98.512175,,62.9163
98.549175,,62.9432
98.62845,,62.95415
98.6865,,62.977725
98.765475,,62.98905
98.83565,,63.0239
98.9238,,63.044725
98.9893,,63.061225
99.065225,,63.08515
99.1227,,63.1139
99.18205,,63.151175
99.2384,,63.18505
99.253675,,63.215025
99.274825,,63.245525
99.2914,,63.2728
99.324975,,63.31605
99.403775,,63.323725
99.462275,,63.333825
99.5487,,63.33715
99.6342,,63.349375
99.7057,,63.357475
99.758575,,63.386475
99.875175,,63.403675
99.96385,,63.41895
100.01465,,63.43175
100.047425,,63.4443
100.10725,,63.467975
100.18845,,63.48585
100.2675,,63.5019
100.34125,,63.5201
100.413025,,63.533575
100.498325,,63.54895
100.5751,,63.56645
100.6442,,63.580375
100.717625,,63.59465
100.774425,,63.6104
100.79035,,63.62655
100.815275,,63.63495
100.83645,,63.6428
100.852775,,63.6561
100.86935,,63.68515
100.91125,,63.7039
100.946375,,63.723225
100.991125,,63.739375
101.061375,,63.75455
101.12505,,63.787825
101.20705,,63.80745
101.2996,,63.820875
101.37585,,63.85525
101.456925,,63.882825
101.523725,,63.901875
101.59515,,63.92435
101.66835,,63.9451
101.687675,,63.972425
101.7132,,63.98355
101.727875,,64.0127
101.74285,,64.0258
101.7567,,64.051175
101.7904,,64.08935
101.83805,,64.1219
101.88935,,64.144675
101.957,,64.17085
102.03885,,64.192875
102.11465,,64.2245
102.183875,,64.254225
102.195925,,64.265425
102.21125,,64.2853
102.22305,,64.3045
102.238275,,64.32725
102.2499,,64.34535
102.26535,,64.374
102.287775,,64.4088
102.33205,,64.423325
102.407775,,64.445975
102.4536,,64.46955
102.55835,,64.504125
102.6461,,64.5283
102.671325,,64.561725
102.68375,,64.578125
102.6997,,64.622975
102.713325,,64.66585
102.728875,,64.696175
102.741575,,64.726625
