SPK_SPKC04a (inhi),SPK_SPKC08a (sharp exc?),SPK_SPKC09a (no opto-tagging)
102.7501,,64.755875
102.766925,,64.7889
102.777475,,64.804
102.791825,,64.8321
102.81035,,64.8437
102.87045,,64.864225
102.92695,,64.883275
102.97935,,64.91505
103.036375,,64.930175
103.076825,,64.960025
103.1544,,64.96705
103.2315,,64.98165
103.2821,,65.006575
103.34585,,65.015275
103.413875,,65.03475
103.494025,,65.05165
103.5626,,65.068
103.623025,,65.0878
103.6708,,65.10765
103.698325,,65.12555
103.716475,,65.13455
103.7356,,65.154325
103.76405,,65.16865
103.782325,,65.186325
103.801175,,65.201075
103.82915,,65.22325
103.853825,,65.240675
103.8898,,65.2599
103.93045,,65.279925
103.985,,65.309825
104.039625,,65.3378
104.15265,,65.35435
104.2137,,65.367575
104.29335,,65.381775
104.411375,,65.399025
104.5266,,65.412625
104.615525,,65.433775
104.78035,,65.450325
104.9039,,65.467775
104.991275,,65.481825
105.094,,65.494725
105.183375,,65.51715
105.2352,,65.534775
105.298625,,65.5579
105.365875,,65.567325
105.421225,,65.6243
105.5387,,65.6709
105.580825,,65.688475
105.615375,,65.728825
105.6881,,65.746925
105.79095,,65.76765
105.850175,,65.793025
105.943925,,65.81465
106.0028,,65.8366
106.066775,,65.865425
106.11855,,65.891975
106.1618,,65.916375
106.192025,,65.92535
106.207725,,65.936425
106.223575,,65.96395
106.2404,,65.979
106.272,,66.0054
106.3066,,66.023175
106.346625,,66.0458
106.370275,,66.06135
106.422075,,66.0913
106.487475,,66.104775
106.559475,,66.12535
106.678975,,66.15375
106.772775,,66.202225
106.869625,,66.211625
106.937425,,66.23135
107.0067,,66.255325
107.089225,,66.2709
107.19445,,66.287125
107.28545,,66.30325
107.3698,,66.332125
107.417625,,66.343825
107.497275,,66.36515
107.539275,,66.38475
107.6223,,66.40785
107.70635,,66.44125
107.797275,,66.4864
107.868875,,66.513375
107.92415,,66.54245
108.008125,,66.565525
108.08025,,66.584375
108.1684,,66.607725
108.2287,,66.629175
108.261025,,66.662575
108.274125,,66.67325
108.291875,,66.70095
108.31035,,66.7243
108.33595,,66.7456
108.350825,,66.76455
108.36535,,66.787275
108.3833,,66.79525
108.408625,,66.826825
108.445675,,66.869175
108.4769,,66.877475
108.52325,,66.892125
108.588725,,66.92255
108.6248,,66.960425
108.6547,,66.975725
108.691875,,67.00675
108.7173,,67.032525
108.752325,,67.068275
108.787625,,67.110625
108.8444,,67.13815
108.88905,,67.17215
108.968425,,67.20765
109.0232,,67.220525
109.148875,,67.232925
109.1899,,67.261225
109.270075,,67.275825
109.339,,67.287625
109.4022,,67.3057
109.485575,,67.3198
109.527575,,67.335125
109.549175,,67.349325
109.56405,,67.367625
109.5798,,67.382025
109.602325,,67.39735
109.626575,,67.414025
109.65455,,67.42765
109.701625,,67.459175
109.740775,,67.47945
109.80035,,67.502025
109.83855,,67.527975
109.8865,,67.544425
109.949275,,67.591675
109.99235,,67.63225
110.087,,67.667175
110.161275,,67.686425
110.208375,,67.70385
110.266025,,67.730025
110.32355,,67.75915
110.35465,,67.786275
110.41095,,67.8239
110.4289,,67.859975
110.449775,,67.894925
110.477475,,67.91945
110.500675,,67.95005
110.52605,,67.975275
110.563425,,67.998025
110.585925,,68.0265
110.62425,,68.0414
110.646525,,68.052325
110.67725,,68.066125
110.71665,,68.09055
110.7718,,68.112
110.830775,,68.130725
110.8952,,68.1472
110.927125,,68.18455
110.97425,,68.204725
111.018375,,68.22175
111.0622,,68.240475
111.119425,,68.259475
111.17085,,68.301575
111.210425,,68.31545
111.252775,,68.355225
111.3192,,68.394575
111.377075,,68.420225
111.45255,,68.449775
111.5221,,68.478825
111.573875,,68.522025
111.617325,,68.5392
111.6805,,68.562625
111.7235,,68.588275
111.7773,,68.609075
111.84615,,68.629625
111.93795,,68.652675
112.035125,,68.669425
112.1016,,68.6839
112.201275,,68.711425
112.26515,,68.730225
112.327525,,68.747975
112.4008,,68.7589
112.4165,,68.782075
112.44725,,68.83885
112.475925,,68.86715
112.495225,,68.900675
112.516475,,68.920775
112.548125,,68.934125
112.587925,,68.963225
112.62425,,68.979875
112.6667,,68.992675
112.7382,,69.022375
112.76625,,69.045075
112.821025,,69.05645
112.8708,,69.071
112.94735,,69.08615
113.034325,,69.098725
113.110275,,69.1171
113.16205,,69.13445
113.1893,,69.1565
113.2088,,69.183725
113.2366,,69.20355
113.26305,,69.230325
113.279625,,69.245175
113.314175,,69.26945
113.34795,,69.30065
113.375125,,69.31515
113.39885,,69.3611
113.449725,,69.39255
113.5095,,69.438775
113.54775,,69.4549
113.622875,,69.484725
113.665075,,69.501925
113.712375,,69.5228
113.80725,,69.55165
113.8424,,69.58605
113.9462,,69.61475
113.9781,,69.6308
113.9977,,69.648525
114.017375,,69.67205
114.068875,,69.6973
114.108025,,69.709975
114.169775,,69.73735
114.280225,,69.78315
114.363575,,69.797675
114.4466,,69.8335
114.50215,,69.844425
114.61105,,69.863875
114.6869,,69.891275
114.75895,,69.917025
114.807925,,69.929275
114.87725,,69.948425
114.947075,,69.9666
115.001925,,69.981575
115.032375,,70.007325
115.0538,,70.028225
115.071075,,70.052175
115.08905,,70.06795
115.110175,,70.09225
115.136625,,70.113625
115.162,,70.144975
115.212325,,70.170425
115.26245,,70.198825
115.311325,,70.229325
115.37375,,70.2509
115.444425,,70.2713
115.502775,,70.2873
115.5806,,70.30425
115.6347,,70.32235
115.68125,,70.347775
115.772675,,70.3656
115.82215,,70.389175
115.87925,,70.4103
115.9383,,70.42875
115.997975,,70.450975
116.07455,,70.473575
116.110175,,70.492525
116.125675,,70.51215
116.1469,,70.5281
116.1631,,70.548275
116.19345,,70.578375
116.2072,,70.5981
116.2415,,70.64125
116.284025,,70.660925
116.336125,,70.70185
116.42645,,70.716475
116.49055,,70.7476
116.55945,,70.76225
116.6146,,70.80175
116.667975,,70.8243
116.750575,,70.83545
116.793275,,70.864025
116.8137,,70.90335
116.833575,,70.9278
116.86935,,70.9512
116.90305,,71.00645
116.93075,,71.027075
116.958625,,71.059925
116.9995,,71.107575
117.037,,71.128075
117.088325,,71.14775
117.151525,,71.1707
117.2269,,71.18885
117.320225,,71.2027
117.373725,,71.22725
117.4787,,71.266375
117.55325,,71.280825
117.5996,,71.295275
117.638975,,71.3193
117.729075,,71.345425
117.7888,,71.3581
117.834375,,71.369425
117.88885,,71.385775
117.937075,,71.4097
118.0048,,71.430075
118.079525,,71.44245
118.10685,,71.462625
118.129825,,71.480175
118.140525,,71.490825
118.1545,,71.51035
118.170425,,71.524225
118.19455,,71.538125
118.210725,,71.555575
118.229725,,71.57145
118.248275,,71.58225
118.269675,,71.604825
118.28525,,71.61845
118.31745,,71.642925
118.3522,,71.6638
118.37925,,71.716625
118.4129,,71.7415
118.438475,,71.7663
118.47165,,71.8032
118.506175,,71.8516
118.53895,,71.88785
118.58075,,71.94155
118.630475,,71.973525
118.70215,,72.005425
118.7605,,72.04775
118.796375,,72.0666
118.8511,,72.110225
118.892275,,72.126175
118.938775,,72.142175
119.006625,,72.1474
119.061275,,72.163275
119.13045,,72.18405
119.209675,,72.2005
119.270775,,72.226925
119.3678,,72.2631
119.4484,,72.298725
119.503425,,72.334325
119.525025,,72.36475
119.538975,,72.3988
119.56535,,72.41485
119.58145,,72.4469
119.604325,,72.46085
119.618775,,72.467125
119.6365,,72.48535
119.67175,,72.5061
119.685225,,72.518575
119.734475,,72.549225
119.78155,,72.559425
119.82385,,72.5765
119.87825,,72.59995
119.95525,,72.610775
120.0394,,72.6228
120.101375,,72.636075
120.167725,,72.6576
120.23055,,72.67175
120.299775,,72.691225
120.3553,,72.71835
120.398225,,72.7322
120.427125,,72.751325
120.445475,,72.7638
120.471275,,72.78665
120.49925,,72.802625
120.52995,,72.8254
120.554275,,72.85175
120.5887,,72.87565
120.610775,,72.90035
120.642275,,72.9113
120.688425,,72.931125
120.75435,,72.96265
120.83315,,73.0256
120.882875,,73.040325
120.997775,,73.06705
121.074275,,73.081325
121.138525,,73.098925
121.211275,,73.112375
121.272975,,73.127825
121.316025,,73.141575
121.3474,,73.1572
121.3984,,73.176775
121.46215,,73.224775
121.5331,,73.25065
121.60335,,73.270025
121.6937,,73.2994
121.78135,,73.332125
121.84075,,73.3558
121.887775,,73.394525
121.957725,,73.43765
122.011475,,73.472175
122.081375,,73.5137
122.140175,,73.57105
122.20835,,73.6283
122.2902,,73.658475
122.353525,,73.70155
122.441975,,73.719925
122.47825,,73.74225
122.5268,,73.76615
122.58585,,73.7842
122.668625,,73.816425
122.72685,,73.83535
122.801175,,73.862
122.855425,,73.87555
122.890975,,73.893
122.9441,,73.91665
123.010475,,73.936
123.06905,,73.947575
123.12675,,73.963975
123.147,,73.986975
123.193025,,74.00065
123.2254,,74.019775
123.277925,,74.045675
123.359625,,74.09625
123.421475,,74.1225
123.4821,,74.139125
123.5269,,74.1633
123.5761,,74.191475
123.616225,,74.217825
123.65165,,74.255175
123.697825,,74.2955
123.747025,,74.329975
123.796475,,74.363325
123.8555,,74.3845
123.913325,,74.400775
123.980975,,74.42125
124.036225,,74.449025
124.109875,,74.4675
124.1616,,74.483175
124.2111,,74.515925
124.255875,,74.5274
124.327775,,74.552525
124.395575,,74.577675
124.443825,,74.5899
124.499075,,74.6071
124.553175,,74.62225
124.605825,,74.658775
124.647075,,74.70765
124.6747,,74.7406
124.694125,,74.79035
124.71185,,74.8255
124.7347,,74.859825
124.75065,,74.890925
124.77215,,74.92725
124.787975,,74.94045
124.814525,,74.959475
124.8376,,74.981175
124.8617,,75.003175
124.87605,,75.013675
124.8952,,75.0255
124.913175,,75.049325
124.94595,,75.0858
125.01055,,75.0935
125.047,,75.110825
125.085275,,75.125525
125.1158,,75.139325
125.15595,,75.163075
125.201425,,75.182125
125.24895,,75.197725
125.31825,,75.242525
125.346225,,75.269825
125.38465,,75.292275
125.429625,,75.31645
125.47975,,75.33925
125.516925,,75.379475
125.541025,,75.40145
125.560175,,75.431225
125.57245,,75.459825
125.594025,,75.491925
125.6085,,75.52015
125.6235,,75.527025
125.65435,,75.544575
125.683375,,75.557325
125.724975,,75.5664
125.748075,,75.579075
125.7703,,75.5906
125.7953,,75.59945
125.829225,,75.615675
125.864925,,75.6444
125.90295,,75.65835
125.93765,,75.6801
125.997525,,75.696075
126.0491,,75.743725
126.0924,,75.773425
126.157325,,75.784725
126.2306,,75.81555
126.28765,,75.84645
126.35305,,75.885325
126.38505,,75.92975
126.4166,,75.95215
126.442025,,76.01445
126.46435,,76.03965
126.480475,,76.07285
126.49535,,76.087225
126.51145,,76.100575
126.5306,,76.1142
126.554425,,76.138625
126.588575,,76.1543
126.623775,,76.1839
126.65995,,76.2018
126.6841,,76.235225
126.72425,,76.25215
126.786375,,76.27795
126.837275,,76.29885
126.900575,,76.3305
126.962275,,76.34275
127.016075,,76.3696
127.0707,,76.3827
127.11125,,76.425475
127.1632,,76.435825
127.212075,,76.456975
127.2612,,76.491775
127.31245,,76.518025
127.33605,,76.551075
127.3648,,76.57505
127.421475,,76.601475
127.48485,,76.63095
127.552225,,76.65885
127.625675,,76.702175
127.688025,,76.72125
127.760675,,76.767275
127.8472,,76.802025
127.881875,,76.844275
127.914425,,76.86555
127.934125,,76.883175
127.96045,,76.900375
127.978875,,76.912075
128.028575,,76.93355
128.093125,,76.96985
128.13935,,76.994825
128.15785,,77.003575
128.22255,,77.0234
128.241775,,77.033975
128.253275,,77.0559
128.26805,,77.08215
128.28875,,77.110925
128.3153,,77.144025
128.336,,77.1851
128.372975,,77.212175
128.4066,,77.241825
128.435675,,77.274525
128.47885,,77.2968
128.527525,,77.324775
128.56815,,77.3597
128.609725,,77.36205
128.6645,,77.40155
128.70365,,77.445175
128.783475,,77.4691
128.844225,,77.486
128.8852,,77.50615
128.920675,,77.517575
128.989025,,77.537825
129.039425,,77.55415
129.1034,,77.572325
129.1729,,77.597975
129.227575,,77.631375
129.296625,,77.64905
129.340175,,77.672075
129.365275,,77.687325
129.406825,,77.706275
129.4771,,77.7195
129.546275,,77.763875
129.591775,,77.787925
129.65325,,77.810275
129.70575,,77.82445
129.783675,,77.84675
129.87755,,77.86235
129.959925,,77.881075
130.037175,,77.89385
130.097875,,77.914475
130.1693,,77.923
130.258675,,77.94695
130.311625,,77.97385
130.392425,,77.995
130.4459,,78.0255
130.5261,,78.070775
130.611375,,78.087325
130.70145,,78.12625
130.762375,,78.1695
130.806225,,78.2031
130.870775,,78.2437
130.9472,,78.294625
131.00175,,78.318025
131.065325,,78.37305
131.13405,,78.3927
131.191125,,78.411975
131.25475,,78.4499
131.291825,,78.46775
131.30985,,78.4888
131.3255,,78.5112
131.341125,,78.5409
131.36975,,78.587325
131.397725,,78.610675
131.415825,,78.629825
131.446475,,78.653925
131.479775,,78.669325
131.5004,,78.69035
131.53205,,78.708175
131.5606,,78.72045
131.591875,,78.736725
131.6232,,78.758225
131.6683,,78.76915
131.69645,,78.780275
131.740075,,78.81575
131.782025,,78.830775
131.8321,,78.8662
131.863725,,78.8873
131.8924,,78.9047
131.941125,,78.955
131.995125,,78.967825
132.06145,,78.98415
132.136725,,78.985825
132.194925,,79.00995
132.2375,,79.0274
132.304825,,79.046475
132.40105,,79.05925
132.46675,,79.076725
132.4999,,79.086525
132.5663,,79.106725
132.63655,,79.122175
132.710575,,79.153475
132.795225,,79.1703
132.856525,,79.181875
132.8867,,79.19355
132.954175,,79.2074
133.017725,,79.22315
133.068175,,79.24615
133.136225,,79.2596
133.20505,,79.280975
133.264,,79.301475
133.306875,,79.323875
133.324475,,79.346275
133.3442,,79.41265
133.364825,,79.436
133.380375,,79.451125
133.392675,,79.481
133.419675,,79.49685
133.450175,,79.540325
133.491,,79.563125
133.52565,,79.58565
133.5532,,79.606025
133.5766,,79.62595
133.60335,,79.639625
133.6355,,79.663825
133.6813,,79.689375
133.73515,,79.7024
133.79685,,79.714875
133.868125,,79.731
133.91895,,79.744925
133.976525,,79.789975
134.02935,,79.81315
134.09815,,79.8289
134.172,,79.8629
134.2225,,79.8815
134.288225,,79.9052
134.34565,,79.9276
134.412225,,79.949075
134.475075,,79.962125
134.5784,,79.996575
134.6644,,80.0281
134.73185,,80.053175
134.78265,,80.07815
134.850425,,80.11855
134.904625,,80.14995
134.989325,,80.1907
135.05435,,80.2103
135.148775,,80.2505
135.1778,,80.273975
135.1978,,80.294375
135.2128,,80.3109
135.223875,,80.330225
135.23375,,80.3447
135.2468,,80.364425
135.269425,,80.38155
135.288125,,80.391525
135.331475,,80.421225
135.352675,,80.4557
135.3696,,80.4813
135.3957,,80.508525
135.42735,,80.5291
135.45945,,80.575575
135.50855,,80.62735
135.589875,,80.664725
135.68065,,80.702475
135.766775,,80.742675
135.8223,,80.7534
135.8904,,80.790325
135.9569,,80.7982
136.029125,,80.816125
136.097425,,80.82475
136.186525,,80.840775
136.234975,,80.8588
136.307125,,80.8729
136.388825,,80.89455
136.479,,80.909925
136.56555,,80.92885
136.664575,,80.93995
136.7087,,80.957525
136.76115,,80.98305
136.85015,,81.006875
136.895375,,81.03025
137.00985,,81.04085
137.08105,,81.069625
137.1337,,81.1058
137.149575,,81.1504
137.166375,,81.17655
137.17675,,81.203725
137.1937,,81.23945
137.208725,,81.24995
137.2204,,81.266675
137.2457,,81.2884
137.27345,,81.308825
137.310275,,81.328275
137.3386,,81.352225
137.364675,,81.366825
137.43045,,81.386825
137.4672,,81.417625
137.4974,,81.4526
137.53885,,81.51265
137.578775,,81.53875
137.62215,,81.5672
137.673025,,81.587875
137.729875,,81.61785
137.78545,,81.6368
137.850175,,81.671875
137.895275,,81.682275
137.961475,,81.699425
138.01495,,81.7224
138.056425,,81.736675
138.1006,,81.754875
138.153175,,81.7654
138.21505,,81.784275
138.292925,,81.8276
138.342125,,81.86365
138.430575,,81.881075
138.5028,,81.90115
138.5722,,81.959125
138.66185,,81.9907
138.7354,,81.997825
138.7705,,82.007775
138.784525,,82.02855
138.802475,,82.05525
138.8197,,82.080075
138.851075,,82.1054
138.872275,,82.11535
138.89135,,82.16375
138.920475,,82.195275
138.965675,,82.210525
139.006025,,82.251075
139.04675,,82.258825
139.096825,,82.26615
139.14775,,82.3276
139.189825,,82.3416
139.2522,,82.3956
139.3156,,82.406675
139.3817,,82.442025
139.4353,,82.45045
139.48875,,82.4981
139.576425,,82.56305
139.64165,,82.58705
139.686175,,82.605625
139.74145,,82.635475
139.768725,,82.668725
139.78675,,82.7119
139.80395,,82.7461
139.81945,,82.81065
139.833475,,82.8915
139.853475,,82.896175
139.881725,,82.983325
139.921725,,83.0128
139.96065,,83.029275
140.008375,,83.05945
140.03445,,83.06785
140.1059,,83.091825
140.1644,,83.098475
140.239575,,83.145975
140.31605,,83.1729
140.41185,,83.1838
140.459025,,83.199875
140.546475,,83.225025
140.608375,,83.244275
140.636525,,83.25905
140.6847,,83.279525
140.749375,,83.30925
140.80995,,83.32
140.8779,,83.34685
140.99085,,83.3639
141.07355,,83.38295
141.116575,,83.393075
141.1791,,83.415925
141.2193,,83.436975
141.251375,,83.49665
141.34025,,83.52415
141.435525,,83.54925
141.505925,,83.629525
141.580475,,83.690125
141.64205,,83.714875
141.702075,,83.730425
141.777775,,83.7499
141.853375,,83.7686
141.89485,,83.825725
141.924175,,83.8698
141.96345,,83.895075
142.0114,,83.91605
142.053525,,83.941575
142.0796,,83.9644
142.159925,,83.9759
142.2378,,84.011
142.347825,,84.039075
142.4059,,84.0561
142.45895,,84.080575
142.52675,,84.120325
142.590225,,84.148875
142.6496,,84.164525
142.697675,,84.186275
142.7533,,84.209875
142.7834,,84.2312
142.8253,,84.239825
142.90255,,84.26985
142.98295,,84.3002
143.086275,,84.3122
143.14335,,84.326225
143.177325,,84.361575
143.21505,,84.370775
143.261275,,84.384525
143.3127,,84.404725
143.344425,,84.41455
143.3972,,84.42995
143.419075,,84.439375
143.466325,,84.469925
143.511,,84.52265
143.5867,,84.538575
143.632225,,84.5596
143.70435,,84.5718
143.7664,,84.628875
143.833,,84.640225
143.893675,,84.664375
143.971575,,84.698325
144.0479,,84.71265
144.188425,,84.722025
144.290475,,84.78375
144.34815,,84.795575
144.399375,,84.8041
144.443925,,84.822075
144.500275,,84.832825
144.558575,,84.868475
144.6154,,84.877725
144.69555,,84.897625
144.7373,,84.9091
144.7959,,84.917225
144.85665,,84.951175
144.94045,,84.96015
145.0024,,84.98695
145.03835,,85.011375
145.053225,,85.061275
145.072375,,85.074475
145.0938,,85.147375
145.107675,,85.180375
145.129125,,85.196925
145.158575,,85.219225
145.1788,,85.233825
145.208825,,85.246675
145.230725,,85.291325
145.25975,,85.32235
145.306025,,85.3295
145.336625,,85.367975
145.36585,,85.4003
145.4002,,85.415675
145.43305,,85.434175
145.466725,,85.496225
145.5026,,85.507275
145.538675,,85.52335
145.598725,,85.54265
145.625525,,85.557275
145.665875,,85.59295
145.694125,,85.61515
145.750425,,85.6302
145.7769,,85.644125
145.8195,,85.660225
145.869275,,85.671475
145.927825,,85.68665
146.01135,,85.698325
146.065625,,85.714275
146.1367,,85.742775
146.188775,,85.7645
146.24185,,85.783975
146.325825,,85.79635
146.38155,,85.807
146.432925,,85.819925
146.4919,,85.839125
146.5628,,85.85075
146.618575,,85.870275
146.6994,,85.8849
146.790125,,85.9058
146.832375,,85.922625
146.895625,,85.9411
146.9527,,85.96235
146.985575,,85.972
147.041175,,85.9931
147.06285,,86.01295
147.074225,,86.027775
147.093525,,86.0488
147.11975,,86.0615
147.13445,,86.074025
147.1633,,86.085775
147.196675,,86.09905
147.233975,,86.121325
147.26145,,86.132725
147.292,,86.15065
147.319075,,86.172375
147.3494,,86.187425
147.392875,,86.20665
147.420375,,86.228275
147.46665,,86.24265
147.496525,,86.255725
147.532375,,86.275375
147.5737,,86.3024
147.612675,,86.3178
147.67765,,86.337825
147.708325,,86.351775
147.793925,,86.371875
147.856975,,86.382775
147.928275,,86.400875
147.98225,,86.4158
148.022025,,86.45945
148.0535,,86.4907
148.10125,,86.50665
148.1549,,86.525175
148.1962,,86.540025
148.244,,86.557225
148.30025,,86.5744
148.3482,,86.59665
148.40725,,86.62015
148.41975,,86.653225
148.4408,,86.66855
148.454,,86.683025
148.478,,86.699625
148.490975,,86.717075
148.5125,,86.743325
148.5398,,86.763975
148.579325,,86.7752
148.61605,,86.787625
148.644475,,86.808225
148.6874,,86.826125
148.714825,,86.84545
148.750175,,86.880225
148.79705,,86.89185
148.831275,,86.901925
148.86085,,86.934725
148.88535,,86.956275
148.91475,,86.9839
148.9437,,87.0028
148.974975,,87.01805
148.99885,,87.029
149.031075,,87.0649
149.059325,,87.083425
149.104025,,87.096675
149.14345,,87.108975
149.1749,,87.119525
149.2255,,87.139575
149.251875,,87.14955
149.3013,,87.207975
149.344475,,87.21775
149.389775,,87.245025
149.44135,,87.26625
149.498575,,87.297
149.586175,,87.3072
149.627075,,87.3226
149.64555,,87.351725
149.67565,,87.367675
149.6907,,87.3811
149.71755,,87.401875
149.73275,,87.428775
149.774025,,87.449225
149.8136,,87.46185
149.855125,,87.472075
149.894225,,87.48845
149.934675,,87.501
149.9809,,87.512075
150.037975,,87.554825
150.099875,,87.592225
150.174275,,87.608925
150.245075,,87.6416
150.3066,,87.676325
150.38835,,87.69545
150.44305,,87.7225
150.534575,,87.73265
150.588725,,87.7498
150.653875,,87.76035
150.69475,,87.781875
150.716675,,87.794475
150.74465,,87.810075
150.76165,,87.834075
150.78025,,87.8501
150.79575,,87.867
150.823125,,87.911675
150.863325,,87.925475
150.896025,,87.95265
150.94525,,87.966475
150.977075,,87.9836
151.010475,,88.003125
151.123475,,88.038675
151.21685,,88.05055
151.27275,,88.071175
151.34915,,88.087925
151.40275,,88.108675
151.490575,,88.13105
151.583525,,88.162925
151.662875,,88.18975
151.71545,,88.201825
151.773975,,88.218125
151.805875,,88.22785
151.8251,,88.244125
151.84805,,88.26955
151.870475,,88.306025
151.883825,,88.33705
151.906725,,88.350225
151.9362,,88.376225
151.970725,,88.389725
152.008325,,88.419675
152.036975,,88.433425
152.05685,,88.4458
152.124025,,88.474525
152.19335,,88.4957
152.2361,,88.516725
152.2975,,88.538075
152.324975,,88.557425
152.35615,,88.586325
152.401725,,88.6064
152.446725,,88.6322
152.49805,,88.6563
152.554475,,88.670575
152.609775,,88.6926
152.6898,,88.713625
152.75035,,88.7397
152.81065,,88.75075
152.890275,,88.76725
152.929475,,88.794075
152.983325,,88.814875
153.039325,,88.82945
153.12115,,88.8486
153.177525,,88.8664
153.230875,,88.875475
153.2654,,88.8941
153.29385,,88.907975
153.341975,,88.93395
153.371625,,88.953675
153.406025,,88.967925
153.43155,,88.97925
153.4713,,89.08995
153.497925,,89.099675
153.539975,,89.12435
153.56995,,89.1353
153.617525,,89.168575
153.656275,,89.1879
153.7161,,89.227825
153.7617,,89.264125
153.8363,,89.2965
153.90925,,89.35115
153.932875,,89.384075
153.967375,,89.411075
153.995075,,89.435975
154.02105,,89.447125
154.0466,,89.50125
154.085125,,89.51745
154.10655,,89.5545
154.13885,,89.563375
154.166875,,89.581
154.19995,,89.617475
154.22775,,89.637525
154.266825,,89.658175
154.312025,,89.67325
154.342025,,89.68555
154.37025,,89.7058
154.400425,,89.720325
154.428625,,89.7415
154.482625,,89.753525
154.53065,,89.772425
154.58545,,89.841675
154.6438,,89.859525
154.748,,89.87205
154.7987,,89.893275
154.832525,,89.90415
154.866325,,89.927925
154.891925,,89.98835
154.927225,,90.004875
154.956275,,90.02855
155.003575,,90.056175
155.05305,,90.0844
155.1053,,90.1386
155.185425,,90.16305
155.23155,,90.175125
155.3027,,90.1889
155.39035,,90.204025
155.440875,,90.232275
155.523625,,90.243575
155.566475,,90.262525
155.611325,,90.291675
155.683175,,90.3224
155.735275,,90.36095
155.78405,,90.3766
155.850275,,90.418375
155.9079,,90.437125
155.96415,,90.482925
156.028675,,90.512925
156.0938,,90.5621
156.180925,,90.61135
156.229175,,90.659825
156.246975,,90.681275
156.263375,,90.7559
156.280025,,90.7751
156.29745,,90.794975
156.317775,,90.818275
156.327925,,90.8422
156.3519,,90.86445
156.383425,,90.890425
156.41025,,90.9389
156.435875,,90.987925
156.4615,,91.014925
156.500875,,91.0352
156.536975,,91.087375
156.575475,,91.124475
156.57865,,91.1652
156.6177,,91.182325
156.655775,,91.205725
156.68655,,91.24905
156.7397,,91.265975
156.822625,,91.33045
156.900225,,91.35525
156.944475,,91.399925
157.0464,,91.454225
157.125825,,91.4893
157.178825,,91.502675
157.22625,,91.53195
157.257125,,91.546025
157.274925,,91.5562
157.291425,,91.57485
157.30435,,91.59075
157.335825,,91.5993
157.35505,,91.6141
157.38585,,91.62715
157.4158,,91.638475
157.4514,,91.658775
157.503725,,91.694375
157.548075,,91.730375
157.603525,,91.7697
157.661075,,91.789325
157.741325,,91.8271
157.8037,,91.8554
157.87185,,91.880875
157.937375,,91.89915
157.9913,,91.92355
158.065,,91.943575
158.09615,,91.957725
158.148275,,91.98595
158.18555,,92.016
158.21035,,92.038725
158.2399,,92.06475
158.26205,,92.110025
158.293725,,92.1612
158.31975,,92.2022
158.363325,,92.2433
158.388,,92.3064
158.454,,92.350825
158.514625,,92.3712
158.570475,,92.4081
158.630375,,92.44035
158.690075,,92.457925
158.77215,,92.484725
158.8383,,92.52185
158.914875,,92.552
159.00085,,92.5898
159.037875,,92.6543
159.0595,,92.687775
159.095275,,92.750425
159.110075,,92.794825
159.12795,,92.8295
159.14695,,92.848875
159.170775,,92.87785
159.19465,,92.90145
159.2259,,92.962275
159.246575,,92.983825
159.29075,,93.041
159.326875,,93.086075
159.3824,,93.164875
159.431425,,93.196525
159.473075,,93.22265
159.543425,,93.24995
159.5939,,93.279975
159.676025,,93.306075
159.7489,,93.3314
159.816,,93.34585
159.89025,,93.3695
159.9319,,93.385175
160.0221,,93.424725
160.1037,,93.4809
160.178925,,93.4982
160.229675,,93.606525
160.30165,,93.6286
160.3855,,93.673225
160.431225,,93.7152
160.4486,,93.803275
160.47145,,93.8222
160.486725,,93.84035
160.51055,,93.87815
160.5358,,93.92635
160.5571,,93.96635
160.584275,,94.028675
160.63145,,94.053725
160.669,,94.0974
160.694675,,94.115025
160.75705,,94.124275
160.8214,,94.185975
160.89185,,94.229175
160.938475,,94.24765
160.99905,,94.27425
161.0649,,94.288525
161.13755,,94.318925
161.184375,,94.32795
161.26505,,94.358375
161.319725,,94.3767
161.347625,,94.418225
161.360175,,94.463875
161.385575,,94.487575
161.4165,,94.5357
161.4362,,94.56065
161.4702,,94.61745
161.50315,,94.65495
161.551025,,94.6806
161.60665,,94.711475
161.689825,,94.73365
161.7641,,94.752325
161.838575,,94.784175
161.892975,,94.796425
161.94735,,94.805225
162.0017,,94.861
162.059125,,94.8936
162.1273,,94.92615
162.20635,,94.9752
162.2654,,95.020875
162.3143,,95.04325
162.35705,,95.07125
162.4098,,95.0969
162.4558,,95.119075
162.48465,,95.13475
162.519875,,95.17465
162.5534,,95.200625
162.5886,,95.22865
162.652575,,95.309025
162.694225,,95.3326
162.74835,,95.363325
162.793225,,95.380975
162.86665,,95.40435
162.924625,,95.427775
162.962675,,95.46015
163.0068,,95.517925
163.052075,,95.565125
163.091825,,95.622875
163.1857,,95.6999
163.2451,,95.76165
163.31345,,95.81335
163.39615,,95.844275
163.494375,,95.870275
163.52725,,95.90035
163.5689,,95.925975
163.60765,,95.95065
163.643975,,95.9666
163.688675,,96.017125
163.732875,,96.06635
163.802325,,96.170575
163.8499,,96.236225
163.8984,,96.27725
163.9564,,96.2957
164.005475,,96.30995
164.04975,,96.3444
164.1093,,96.357075
164.155775,,96.371025
164.2102,,96.403125
164.248225,,96.412075
164.2932,,96.434325
164.3543,,96.4577
164.3969,,96.477875
164.438675,,96.505
164.49585,,96.529475
164.5439,,96.57875
