SPK_SPKC01a,SPK_SPKC02b,SPK_SPKC11a,SPK_SPKC13b
231.170275,159.443675,125.16265,211.898575
231.19115,159.469075,125.169175,211.905525
231.31925,159.49415,125.18365,212.156025
231.460775,159.57875,125.1969,212.1766
231.7794,159.711525,125.212925,212.220175
231.81775,159.72395,125.2268,212.327775
232.33005,159.780575,125.248875,212.367925
232.77975,159.78785,125.265475,212.507025
232.889025,159.8683,125.300875,212.55165
232.98005,159.91315,125.32285,212.66245
233.338375,159.9588,125.33955,212.691
233.973675,159.974075,125.36705,212.7785
234.031425,160.0021,125.3889,212.83415
234.288075,160.02305,125.4107,212.895125
234.852525,160.04025,125.427025,213.318675
234.863975,160.071325,125.440175,213.3723
234.939725,160.138425,125.454975,213.398875
235.1279,160.1587,125.48725,213.4175
235.218225,160.1795,125.5031,213.5028
235.3029,160.237625,125.518825,213.535375
235.410725,160.268675,125.5424,213.55425
235.8551,160.389225,125.56055,213.638525
235.95135,160.431975,125.576025,214.022075
236.3082,160.49,125.628575,214.043575
236.45985,160.522475,125.647125,214.080275
236.47885,160.816575,125.66485,214.23525
236.523175,160.84185,125.6754,214.24845
236.685775,160.8997,125.683725,214.30315
236.791375,160.96815,125.69225,214.33775
237.036725,161.008075,125.70055,214.380675
237.059475,161.0348,125.7064,214.3892
237.126075,161.0873,125.7142,214.4717
237.277125,161.184225,125.72065,214.51325
237.55555,161.19115,125.72635,214.869825
237.85665,161.213325,125.738725,214.913075
237.922925,161.29295,125.74605,214.9473
238.099725,161.311025,125.751075,214.9989
238.1931,161.348325,125.757075,215.021875
238.332775,161.362475,125.7651,215.06705
238.35575,161.38975,125.794925,215.156675
238.44625,161.394875,125.81315,215.24375
238.6582,161.416525,125.8255,215.418125
238.8662,161.447775,125.845025,215.487325
239.0826,161.5545,125.87475,215.521675
239.302575,161.622075,125.89275,215.7772
239.4046,161.689725,125.909775,215.803625
239.419525,161.7497,125.92545,215.844175
239.648,161.764625,125.937075,216.015375
239.777625,161.788625,125.96575,216.3556
239.885925,161.810625,125.999575,216.384425
240.058375,161.825675,126.03105,216.453625
240.145725,161.838,126.069075,216.546025
240.590675,161.925425,126.084175,216.584225
240.910275,161.9324,126.098625,216.61155
240.9389,161.947175,126.1125,216.653425
240.957,161.9769,126.120675,216.7008
241.116,162.03665,126.129825,216.734275
241.179025,162.087775,126.136425,216.77665
241.293475,162.21925,126.14405,216.8792
241.4592,162.290575,126.1536,216.95715
241.754325,162.373025,126.1633,217.20965
241.828375,162.52575,126.1753,217.232825
241.998825,162.56415,126.193525,217.31265
242.01295,162.642475,126.2154,217.465875
242.080475,162.702125,126.226875,217.578075
242.130425,162.801475,126.235925,217.625725
242.178375,163.01795,126.247225,217.855475
242.30365,163.09615,126.260575,218.15775
242.4962,163.1359,126.269775,218.22935
242.52315,163.158375,126.28045,218.364925
242.638725,163.305925,126.290575,218.499725
243.18305,163.32615,126.3007,218.663025
243.194525,163.371425,126.310225,219.018575
243.421475,163.39685,126.321475,219.044975
243.901325,163.417225,126.327825,219.1476
244.04465,163.4897,126.341325,219.234975
244.171125,163.498475,126.350625,219.2528
244.1933,163.518525,126.35865,219.432375
244.51215,163.585,126.364925,219.603775
244.7338,163.587725,126.3787,219.624
244.76165,163.59665,126.38665,219.82685
244.8854,163.600725,126.400425,220.0282
244.955425,163.629875,126.4134,220.223875
245.106125,163.639125,126.42915,220.252825
245.2862,163.6547,126.454275,220.338725
245.31385,163.673075,126.47085,220.37615
245.330425,163.703375,126.493325,220.4246
245.582325,163.7368,126.502375,220.856575
245.77345,163.78705,126.513525,220.9126
246.12405,163.89595,126.524425,221.0306
246.284875,163.934425,126.534225,222.87425
246.3208,163.939575,126.541675,222.96955
246.3509,163.947225,126.553575,222.97715
246.447925,163.959875,126.56485,222.999225
246.884875,163.99595,126.576625,223.0715
246.98335,164.0554,126.598325,223.0825
247.1166,164.08905,126.61685,223.317025
247.141725,164.1598,126.63555,223.3804
247.51265,164.261,126.674325,223.457
247.842725,164.280775,126.693,223.832
247.862825,164.304975,126.7047,223.858525
248.020225,164.399,126.717825,224.06555
248.0487,164.481275,126.73075,224.09375
248.0612,164.505425,126.73985,224.152025
248.085775,164.6161,126.75295,224.21325
248.137675,164.6338,126.76025,224.605925
248.2502,164.72585,126.76885,224.6731
248.398375,164.7452,126.7772,224.6858
248.507875,164.75125,126.795825,224.73855
248.5231,164.777975,126.813525,224.803525
248.719725,164.839875,126.828625,224.8576
248.747525,164.865325,126.847175,224.89115
249.1654,164.8676,126.8578,224.983925
249.266975,164.91135,126.870225,225.026575
249.291175,164.922,126.88815,225.088325
249.3714,164.971975,126.90745,225.10285
249.52765,165.091775,126.916125,225.135
249.817525,165.141075,126.9229,225.165175
249.9926,165.294325,126.943325,225.49195
250.024325,165.351425,126.954275,225.5503
250.07,165.4484,126.969775,225.592825
250.202525,165.47535,127.001,225.633625
250.285625,165.570625,127.021775,225.672425
250.509375,165.60175,127.0419,225.709225
250.5535,165.6179,127.053575,225.777375
250.608075,165.664875,127.07185,225.815275
250.808725,165.676325,127.096025,225.8243
250.88745,165.68855,127.116225,225.87745
250.905725,165.705775,127.125125,226.013
251.04065,165.7166,127.1632,226.3443
251.2016,165.718175,127.1822,226.37495
251.33985,165.726325,127.20775,226.440275
251.405875,165.741975,127.22335,226.895575
251.479125,165.77745,127.252475,227.076325
251.51425,165.792225,127.266,227.120375
251.6548,165.8181,127.286175,227.284225
251.825775,165.819275,127.311475,227.567125
251.976,165.9011,127.333925,227.587025
252.029375,165.9028,127.3534,227.6025
252.069175,165.9888,127.3807,227.633125
252.228625,166.018375,127.394875,227.6823
252.29575,166.213625,127.415975,227.70715
252.578025,166.2487,127.431275,227.891975
252.9399,166.274025,127.44965,228.0915
253.03875,166.301725,127.47385,228.121075
253.323875,166.337575,127.4956,228.469625
253.44135,166.363125,127.511625,228.51275
253.513525,166.43775,127.52585,228.5206
253.76205,166.47845,127.536725,228.5429
253.979525,166.53365,127.5518,228.62775
254.039925,166.5714,127.571175,228.7361
254.18155,166.6038,127.587075,228.823175
254.3433,166.667525,127.605475,229.076125
254.37455,166.66945,127.617125,229.1552
254.5938,166.7059,127.6352,229.26565
254.695525,166.7671,127.65545,229.718975
254.78495,166.863425,127.66735,229.75065
254.905825,167.054525,127.676375,229.99415
255.000925,167.184775,127.6877,230.0468
255.0526,167.19535,127.7018,230.09225
255.061375,167.2577,127.71555,230.15255
255.19155,167.29905,127.737175,230.170775
255.1974,167.326225,127.762325,230.332425
255.220025,167.40755,127.779975,230.498975
255.2751,167.458125,127.807875,230.6685
255.3261,167.468575,127.828,230.7593
255.801325,167.5043,127.8535,230.90765
255.833825,167.517375,127.871325,231.3321
255.8492,167.5322,127.88205,231.352875
255.875275,167.56935,127.897825,231.393475
256.271975,167.638825,127.9175,231.461025
256.592475,167.73755,127.931275,231.558325
256.61445,167.7478,127.955975,231.575725
256.9003,167.812175,127.971675,231.73045
256.947375,167.84285,127.9902,231.860225
256.98995,167.863325,128.022425,232.10835
257.3686,167.873975,128.069825,232.33815
257.5459,167.940975,128.081675,232.35315
257.783925,168.004775,128.1099,232.385475
258.253875,168.038725,128.1314,232.5291
258.57515,168.062375,128.164675,232.5986
258.900175,168.1316,128.1992,232.794075
259.19865,168.161875,128.23095,232.8253
259.2732,168.178175,128.2633,232.9045
260.44715,168.2558,128.2853,233.1237
260.56535,168.2966,128.309025,233.2964
261.30165,168.38075,128.326025,233.33815
261.6008,168.446975,128.35515,233.38715
265.24085,168.56945,128.3794,233.4119
266.47705,168.596375,128.4091,233.4622
267.45535,168.6183,128.43805,233.584175
267.685425,168.710325,128.458725,233.646725
267.789425,168.74935,128.478875,234.0225
267.83895,168.798775,128.491975,234.1286
267.93715,168.908225,128.5048,234.13585
268.13755,168.95365,128.51585,234.203525
268.5619,168.9862,128.539075,234.414075
268.59785,168.988425,128.569525,235.076375
268.60115,169.02975,128.59485,235.1276
268.919975,169.071875,128.62095,235.18755
269.8233,169.08815,128.66145,235.24625
270.3521,169.09585,128.6821,235.26455
270.581225,169.124875,128.701325,235.310475
271.02495,169.141875,128.716375,235.34655
271.210925,169.14635,128.72695,235.354075
271.382725,169.17165,128.74005,235.564725
271.4847,169.2565,128.761375,235.7372
271.80975,169.296175,128.774875,235.83975
272.14435,169.3412,128.7934,235.8893
272.6235,169.399125,128.821275,236.101725
272.737625,169.411225,128.8395,236.1305
272.771725,169.434725,128.854575,236.1506
274.611475,169.438225,128.87055,236.320875
275.649775,169.45185,128.883725,236.55545
276.761425,169.50375,128.897225,236.6007
277.25805,169.5534,128.909,236.6361
277.3461,169.574325,128.928225,236.66925
277.4548,169.593675,128.944125,236.80855
277.64425,169.683425,128.968875,236.89125
277.714675,169.7445,128.99065,236.922425
277.73915,169.765475,129.00795,236.9359
277.7628,169.771075,129.029325,237.13555
277.886525,169.799275,129.04515,237.385425
278.042875,169.8032,129.059975,237.42415
278.06455,169.944775,129.0857,237.43395
278.1146,169.945925,129.109875,237.454225
278.801625,170.057825,129.143225,237.55425
279.053475,170.06295,129.145075,237.641725
279.111075,170.119775,129.18725,237.86845
279.708475,170.2443,129.2267,237.904275
279.76785,170.313775,129.2598,238.0369
279.931725,170.3495,129.286425,238.06895
279.973225,170.451025,129.311725,238.3969
280.076525,170.5851,129.3441,238.443075
280.415725,170.62245,129.360475,238.476625
280.658325,170.627175,129.382725,238.49095
280.91755,170.6419,129.406675,238.5306
280.965125,170.658825,129.441775,238.617625
281.352325,170.70765,129.4616,238.76465
281.372675,170.72465,129.478725,238.828825
281.8351,170.76345,129.49925,238.87875
282.1477,170.776,129.520475,238.9201
282.188775,170.83345,129.5512,239.01285
282.44255,170.8633,129.597975,239.12075
282.6198,170.888125,129.633325,239.3783
283.3818,170.917925,129.6565,239.429125
283.476425,170.92075,129.6904,239.53485
283.839,170.988025,129.7305,239.5658
284.08155,171.0142,129.764375,239.644475
284.5751,171.073475,129.786625,239.908375
284.8083,171.076375,129.80605,239.930825
285.141225,171.0885,129.82425,239.958475
285.414375,171.103025,129.836625,240.033675
285.60105,171.1419,129.859975,240.0995
285.875725,171.148575,129.875925,240.188325
286.0251,171.163225,129.889775,240.273675
286.055075,171.16955,129.904475,240.36345
286.216575,171.1831,129.91455,240.52585
286.27275,171.184375,129.93065,240.576175
286.574975,171.24485,129.948375,240.675
286.635475,171.25515,129.966725,240.893425
287.194575,171.2987,129.976375,240.9139
287.2326,171.301475,130.005375,240.923425
287.5202,171.336175,130.022325,241.228475
287.544625,171.3889,130.04225,241.254125
287.569625,171.3928,130.0539,241.275075
287.727675,171.491425,130.063925,241.346425
288.311075,171.595125,130.083125,241.42405
288.585625,171.60525,130.1027,241.467275
288.7589,171.6544,130.147825,241.54875
289.615425,171.682775,130.1674,241.641025
289.753975,171.76005,130.19005,241.682175
289.7747,171.7922,130.20705,242.09895
289.824775,171.998125,130.240775,242.111925
289.867225,172.13045,130.278025,242.157425
289.891575,172.2663,130.3136,242.232125
289.913875,172.295175,130.338875,242.3198
290.133775,172.467575,130.3664,242.423025
290.2575,172.5159,130.39175,242.452925
290.733,172.6354,130.41525,242.5024
291.516925,172.637625,130.438025,242.856025
291.5656,172.72775,130.45425,242.86865
291.956975,172.7879,130.477675,242.9191
292.418525,172.824075,130.4902,243.025425
292.45805,172.86245,130.509075,243.1181
292.766975,172.88485,130.545225,243.443575
293.41125,172.900425,130.57305,243.52375
294.482775,172.930575,130.599925,243.59855
295.63785,172.9481,130.6192,243.671525
296.033525,173.00245,130.64135,243.734925
296.144075,173.02275,130.672575,243.761325
298.1115,173.15055,130.71825,243.924425
298.28275,173.2104,130.736775,243.9472
298.40175,173.2775,130.751275,243.965525
298.475375,173.3121,130.764975,244.135525
299.0349,173.34445,130.780175,244.470525
299.19105,173.3735,130.79275,244.4943
299.205675,173.382225,130.80205,244.5643
299.544475,173.4318,130.812275,244.5892
299.62325,173.4682,130.822575,244.6408
,173.484875,130.833775,244.679425
,173.525125,130.846725,245.09005
,173.55825,130.856975,245.253875
,173.5791,130.867875,245.26765
,173.7006,130.876725,245.33925
,173.703425,130.8906,245.4021
,173.7263,130.90795,245.428025
,173.72735,130.927575,245.82245
,173.82475,130.938025,245.8747
,174.1675,130.957875,245.96645
,174.174725,130.970275,245.99865
,174.236075,130.98305,246.032
,174.27615,130.994575,246.115975
,174.28325,131.010875,246.615925
,174.3581,131.020625,246.684425
,174.38385,131.026425,246.6996
,174.477075,131.0344,246.81195
,174.5768,131.04195,246.937525
,174.662,131.05735,246.9766
,174.691875,131.071325,247.32075
,174.72865,131.085,247.35815
,174.759,131.107575,248.166025
,174.8346,131.129325,248.187025
,174.867975,131.140575,248.264225
,174.9328,131.1619,248.302
,175.084425,131.1819,248.35705
,175.131175,131.202425,248.37675
,175.193475,131.2235,248.456025
,175.2115,131.233725,248.7253
,175.259725,131.2558,249.11225
,175.64735,131.264425,249.133775
,175.6969,131.27895,249.15045
,175.711725,131.2881,249.1921
,175.73705,131.299275,249.224175
,175.7923,131.329125,249.257625
,175.812125,131.348425,249.7685
,175.856975,131.366125,249.7865
,175.9309,131.418375,249.831975
,175.988475,131.4577,249.85055
,176.09055,131.491875,249.944875
,176.12895,131.5439,249.960075
,176.175225,131.5806,249.99785
,176.2193,131.61625,250.366375
,176.38625,131.65215,250.4449
,176.402025,131.7032,250.468475
,176.410875,131.739625,250.4991
,176.450575,131.78445,250.666525
,176.451875,131.833825,250.715975
,176.4571,131.92895,250.734725
,176.465675,132.0243,250.749175
,176.481625,132.125225,250.98575
,176.492525,132.135,251.022575
,176.511225,132.14725,251.039525
,176.559525,132.16195,251.0861
,176.5764,132.172675,251.319875
,176.663975,132.18725,251.3404
,176.686875,132.199575,251.38115
,176.6942,132.2122,251.39665
,176.70175,132.232775,251.46585
,176.719,132.292375,251.5298
,176.725825,132.319525,251.557975
,176.752375,132.372425,251.689625
,176.767525,132.4111,251.73145
,176.798125,132.452,251.7653
,176.803125,132.5052,252.04205
,176.8383,132.567025,252.174925
,176.855975,132.623925,252.231025
,176.876075,132.687225,252.31015
,176.88445,132.722525,252.377425
,176.912,132.764525,252.5632
,176.9235,132.81295,252.637975
,176.941775,132.901675,252.683425
,176.9622,132.9897,252.702625
,176.967925,133.061975,252.721925
,176.993175,133.1237,252.928175
,177.012875,133.187975,253.106175
,177.0266,133.269725,253.128875
,177.088425,133.3254,253.15715
,177.137525,133.369075,253.17505
,177.22805,133.434325,253.29525
,177.2518,133.458325,253.406275
,177.279825,133.470075,253.5114
,177.32815,133.5038,253.59005
,177.36465,133.513325,253.736425
,177.367475,133.521,253.771575
,177.3905,133.533725,254.2408
,177.425175,133.542125,254.265725
,177.474975,133.554075,254.286925
,177.49035,133.56365,254.30615
,177.508275,133.581,254.35445
,177.51375,133.589225,254.403075
,177.566125,133.6002,254.43095
,177.612425,133.630125,254.6727
,177.650775,133.639925,254.703775
,177.6689,133.662975,254.760425
,177.674725,133.6815,254.79885
,177.794675,133.699625,254.8572
,177.810925,133.721175,254.879025
,177.866975,133.733,254.92475
,177.88035,133.75525,255.027725
,177.893825,133.7689,255.0583
,177.957725,133.7825,255.132375
,177.975175,133.81095,255.332975
,177.989575,133.8408,255.397675
,178.006675,133.8665,255.46855
,178.063,133.883225,255.499625
,178.095625,133.893425,255.58895
,178.11465,133.912975,255.88255
,178.121975,133.92305,255.90175
,178.2005,133.94025,255.925275
,178.33115,133.957025,255.955425
,178.3772,133.9801,256.232525
,178.39165,133.993225,256.47055
,178.3999,134.012025,256.5046
,178.404775,134.041025,256.5344
,178.45385,134.083125,256.601575
,178.504525,134.115,256.66185
,178.5364,134.152675,256.934675
,178.563725,134.205075,256.95535
,178.641925,134.23705,257.022875
,178.6839,134.26575,257.2308
,178.780875,134.3023,257.51325
,178.8162,134.331725,257.6042
,178.834375,134.367225,257.62315
,178.868425,134.410975,257.6438
,178.8883,134.44445,257.809625
,178.959175,134.496375,257.827425
,179.04425,134.5276,258.103625
,179.0917,134.563675,258.139175
,179.092775,134.605525,258.161925
,179.135525,134.6377,258.18715
,179.14845,134.689175,258.418275
,179.189575,134.70725,258.97145
,179.298625,134.73725,259.0106
,179.363175,134.7798,259.0488
,179.39055,134.8219,259.102325
,179.42405,134.867725,259.1674
,179.43265,134.88845,259.35925
,179.43725,134.923,259.38325
,179.43995,135.00095,259.481825
,179.4668,135.040075,259.550575
,179.4779,135.0817,259.63715
,179.48135,135.109875,259.810975
,179.52775,135.14685,259.8521
,179.560675,135.177575,259.893675
,179.63675,135.2104,259.973475
,179.65175,135.254325,260.0039
,179.66375,135.280875,260.18735
,179.672925,135.315725,260.216775
,179.693525,135.3929,260.326525
,179.701775,135.469275,260.46575
,179.738575,135.55825,260.51045
,179.79265,135.6607,260.5866
,179.823925,135.75215,260.6436
,179.828075,135.8445,261.0384
,179.842225,135.902075,261.060775
,179.85595,135.97085,261.187825
,179.881575,136.03545,261.208325
,179.91075,136.192625,261.412125
,179.943975,136.270075,261.494325
,179.9619,136.3158,261.523075
,179.978125,136.365625,261.96465
,179.987175,136.457425,262.01285
,180.00635,136.509,262.0443
,180.021875,136.580825,262.37425
,180.037275,136.680075,262.50225
,180.04955,136.77455,262.588225
,180.0835,136.87375,262.7396
,180.18155,136.9252,262.772125
,180.262725,136.998875,263.0656
,180.4751,137.111225,263.27415
,180.4967,137.2186,263.51595
,180.5379,137.273075,263.66295
,180.5889,137.349825,264.004325
,180.6162,137.432225,264.408
,180.653575,137.522175,264.9443
,180.7118,137.611925,265.01325
,180.824525,137.735775,265.53955
,180.8628,137.835575,265.6424
,180.885825,138.018525,265.903975
,180.987775,138.092475,265.92035
,181.062725,138.178675,265.978925
,181.168425,138.319575,266.7631
,181.2918,138.3965,266.84285
,181.331225,138.476425,267.816975
,181.359325,138.534575,268.309425
,181.3877,138.59775,268.398425
,181.4115,138.736675,269.072475
,181.46395,138.80675,269.21825
,181.527775,138.90255,269.252425
,181.655975,139.00585,269.4989
,181.707425,139.06555,269.52445
,181.7356,139.108475,269.587925
,181.75215,139.21375,269.610325
,181.769475,139.29575,269.921225
,181.808975,139.4091,269.978325
,181.87065,139.5009,269.9969
,181.878025,139.685625,270.068575
,181.90525,139.84035,270.147625
,181.906875,139.93455,270.18635
,181.979825,139.99265,270.226425
,182.054525,140.0495,270.2916
,182.060625,140.13215,270.499375
,182.08135,140.215975,270.51695
,182.08575,140.281675,270.576625
,182.1318,140.364625,270.621175
,182.14075,140.39725,270.652275
,182.150475,140.45735,270.767325
,182.18785,140.485875,270.9884
,182.22555,140.52165,271.04135
,182.24855,140.553075,271.2851
,182.263375,140.572225,271.599825
,182.29875,140.58845,271.629125
,182.33535,140.61745,271.67305
,182.35485,140.643225,271.69405
,182.378,140.672125,271.77055
,182.414475,140.699025,271.801875
,182.4743,140.7129,271.95625
,182.480275,140.72915,272.13675
,182.522425,140.74205,272.19525
,182.5625,140.74955,272.363
,182.591,140.765525,272.82825
,182.64045,140.78115,272.847375
,182.682175,140.79485,272.890725
,182.71345,140.807575,272.910625
,182.7219,140.840775,273.35345
,182.811,140.86405,273.69535
,182.92675,140.88335,273.787
,182.9884,140.89895,274.07
,183.06215,140.9163,274.10015
,183.076175,140.930775,274.486875
,183.095175,140.9493,274.5478
,183.1262,140.964425,274.736875
,183.1627,140.97735,274.816
,183.199175,140.98625,275.12885
,183.225375,141.00555,275.772675
,183.226875,141.016275,275.834475
,183.285425,141.028725,275.984525
,183.3027,141.039325,276.102275
,183.3263,141.04695,276.434275
,183.338625,141.05875,276.462725
,183.3568,141.0698,276.84655
,183.4723,141.080975,276.891425
,183.485575,141.0995,277.3217
,183.529275,141.1109,277.341775
,183.556125,141.1241,278.407
,183.5826,141.1359,278.4575
,183.585325,141.144575,278.900825
,183.6061,141.1522,279.22985
,183.649075,141.160175,279.8229
,183.651725,141.16815,279.84045
,183.7685,141.178475,280.327075
,183.7911,141.193325,280.3643
,183.808075,141.2032,280.412625
,183.81215,141.2106,280.439125
,183.8355,141.2215,280.492625
,183.8694,141.232725,280.6097
,183.91765,141.242175,280.6414
,183.979475,141.24975,280.72405
,184.1351,141.26115,280.793725
,184.159475,141.2711,280.8373
,184.222375,141.286225,280.863525
,184.254,141.2985,281.082275
,184.345675,141.3115,281.0993
,184.38925,141.3214,281.159675
,184.409075,141.3432,281.2088
,184.41345,141.354675,281.2344
,184.4507,141.372475,281.379125
,184.5229,141.384125,281.438375
,184.52505,141.4029,281.514975
,184.563875,141.4182,281.5937
,184.603175,141.430025,281.611625
,184.646,141.44355,281.840275
,184.666725,141.45635,281.892175
,184.72095,141.477875,281.956775
,184.748925,141.49855,282.1104
,184.8009,141.524375,282.270375
,184.966025,141.540325,282.3659
,185.128625,141.55735,282.4424
,185.318425,141.57625,282.50235
,185.398325,141.59685,282.553225
,185.4072,141.612525,282.710475
,185.462125,141.638175,282.7881
,185.569925,141.652675,282.812475
,185.6089,141.672625,283.028
,185.719475,141.6902,283.07925
,186.106875,141.701575,283.155425
,186.170275,141.7223,283.2819
,186.49215,141.73225,283.352425
,186.558975,141.742875,283.670225
,186.588725,141.749975,283.70135
,186.61515,141.760575,283.738975
,186.632825,141.77175,283.822425
,186.6664,141.787375,283.92905
,186.713575,141.795575,283.9649
,186.9601,141.805925,283.999325
,187.00785,141.81785,284.236925
,187.164025,141.829325,284.268875
,187.308325,141.844175,284.38435
,187.4226,141.85305,284.60215
,187.469575,141.86795,284.6743
,187.675875,141.88255,284.978875
,187.84985,141.892,285.0773
,187.9719,141.906225,285.19955
,188.205075,141.917725,285.411025
,188.48345,141.92395,286.079775
,188.5103,141.934925,286.163
,188.55965,141.942175,286.203725
,188.724,141.94925,286.254025
,188.76275,141.9601,286.336725
,188.83185,141.96855,286.829925
,188.88865,141.981125,286.847025
,188.905425,141.99985,286.86635
,189.002475,142.034275,286.89785
,189.05315,142.052,287.143475
,189.056525,142.076375,287.1732
,189.132075,142.100025,287.1968
,189.233925,142.10825,287.3084
,189.33885,142.115225,287.343825
,189.3853,142.124925,287.5023
,189.4563,142.134525,287.57415
,189.525175,142.14135,287.851025
,189.5683,142.14985,287.8767
,189.664175,142.166575,287.931375
,189.6804,142.17475,288.034
,189.761175,142.187775,288.1235
,189.8431,142.1973,288.1683
,189.990325,142.2069,288.4793
,190.071425,142.2215,288.530725
,190.201575,142.232475,288.704975
,190.2658,142.24845,288.9132
,190.418925,142.2635,288.9701
,190.4231,142.2748,289.104525
,190.4625,142.296025,289.186175
,190.506875,142.31365,289.201825
,190.53575,142.3278,289.52335
,190.562975,142.346125,289.566375
,190.59505,142.356775,289.74075
,190.68855,142.3673,290.054225
,190.7154,142.383875,290.120875
,190.785525,142.398225,290.14335
,190.7923,142.40975,290.346875
,190.814575,142.442225,290.3817
,190.8276,142.45535,290.42185
,190.8532,142.467525,290.436375
,190.869025,142.481325,290.498375
,190.8942,142.490975,290.739575
,190.92335,142.50525,290.9252
,191.016,142.51845,291.002825
,191.044575,142.524725,291.0857
,191.066725,142.532025,291.722475
,191.0819,142.558625,291.808775
,191.088675,142.57295,291.98
,191.1059,142.60345,292.000525
,191.106925,142.633725,292.012225
,191.115075,142.6442,292.1728
,191.135,142.66215,292.4153
,191.150125,142.675475,292.732325
,191.15345,142.6839,292.8937
,191.180525,142.699775,293.2433
,191.19725,142.7091,293.266525
,191.209025,142.7212,293.3022
,191.218625,142.7329,293.335725
,191.229275,142.74335,293.3614
,191.24955,142.75905,293.4791
,191.2509,142.7802,293.81655
,191.28815,142.791075,293.8409
,191.3261,142.808325,293.879575
,191.341225,142.8345,293.89475
,191.35165,142.852725,293.986725
,191.36605,142.87175,294.079425
,191.3684,142.891725,294.105875
,191.407725,142.904375,294.2745
,191.4236,142.9222,294.5095
,191.433225,142.936775,294.79995
,191.456625,142.949775,294.845075
,191.499675,142.985725,294.887125
,191.5094,143.012,295.066275
,191.550025,143.0229,295.5234
,191.565775,143.045825,295.5875
,191.570875,143.0697,295.616825
,191.5774,143.10615,295.641125
,191.637275,143.1307,296.025675
,191.6697,143.154475,296.189225
,191.68475,143.175425,296.4106
,191.723025,143.1915,296.534325
,191.72945,143.20575,296.933675
,191.73905,143.2172,297.07065
,191.740925,143.23245,297.124475
,191.767025,143.247275,297.3947
,191.83055,143.258825,298.396825
,191.87745,143.28045,298.63625
,191.88445,143.302,298.67395
,191.903475,143.31815,298.9862
,191.913425,143.33395,299.111975
,191.920675,143.3512,299.169425
,191.927125,143.365975,299.23585
,191.9484,143.380425,299.25605
,192.028625,143.388625,299.41505
,192.05205,143.40005,299.738425
,192.069975,143.412575,299.76425
,192.083925,143.420975,299.828925
,192.108675,143.433325,299.949375
,192.14295,143.44245,
,192.152175,143.46415,
,192.175925,143.475575,
,192.212775,143.4948,
,192.2262,143.51185,
,192.2276,143.53895,
,192.2404,143.554325,
,192.2514,143.570175,
,192.2786,143.589175,
,192.306,143.605875,
,192.42145,143.6245,
,192.433175,143.638875,
,192.44135,143.663375,
,192.50565,143.6748,
,192.55395,143.684975,
,192.601775,143.695825,
,192.668725,143.713025,
,192.72405,143.7353,
,192.7317,143.7519,
,192.751775,143.795375,
,192.7875,143.817125,
,192.798,143.829575,
,192.8008,143.844675,
,192.8198,143.8607,
,192.82135,143.8751,
,192.8294,143.88665,
,192.899325,143.9076,
,193.02075,143.91995,
,193.036175,143.93255,
,193.0489,143.9505,
,193.056725,143.971375,
,193.077925,143.988875,
,193.11535,144.005325,
,193.1805,144.015025,
,193.1961,144.03845,
,193.210725,144.06615,
,193.243025,144.097225,
,193.29325,144.1348,
,193.335825,144.17435,
,193.377025,144.211425,
,193.37855,144.247625,
,193.4299,144.289975,
,193.44285,144.325675,
,193.483875,144.357,
,193.516375,144.3722,
,193.53645,144.39135,
,193.558975,144.41175,
,193.581575,144.4292,
,193.5999,144.4441,
,193.6022,144.45905,
,193.65755,144.4717,
,193.66845,144.488875,
,193.693075,144.509125,
,193.706225,144.531525,
,193.7627,144.5623,
,193.834775,144.58965,
,193.91305,144.632675,
,193.929025,144.680575,
,193.933875,144.7171,
,193.979375,144.76525,
,193.984475,144.7894,
,194.0504,144.832325,
,194.0971,144.861,
,194.1168,144.90145,
,194.127475,144.941525,
,194.1367,144.958125,
,194.2112,144.978925,
,194.224875,144.992475,
,194.2518,145.007925,
,194.31105,145.029425,
,194.3251,145.046975,
,194.345675,145.0714,
,194.4195,145.0902,
,194.4569,145.1102,
,194.49165,145.134175,
,194.55195,145.148175,
,194.575575,145.1638,
,194.588675,145.182325,
,194.5926,145.202675,
,194.6513,145.22095,
,194.66915,145.228825,
,194.6943,145.2447,
,194.73645,145.253275,
,194.74815,145.270775,
,194.77095,145.285075,
,194.7836,145.301375,
,194.795,145.315725,
,194.809775,145.33145,
,194.8278,145.3418,
,194.849725,145.356575,
,194.921425,145.3647,
,194.9412,145.3738,
,195.0358,145.381875,
,195.044625,145.388375,
,195.1098,145.40285,
,195.136825,145.411325,
,195.2077,145.418275,
,195.33695,145.434175,
,195.4414,145.44315,
,195.494675,145.449575,
,195.519225,145.45895,
,195.66145,145.468475,
,195.712525,145.4779,
,195.785725,145.485275,
,195.8907,145.496525,
,195.9074,145.509325,
,195.96985,145.51675,
,195.9747,145.52755,
,196.07915,145.53555,
,196.10395,145.542675,
,196.136575,145.55655,
,196.13995,145.564125,
,196.161325,145.5754,
,196.213275,145.58695,
,196.22695,145.596425,
,196.241875,145.6058,
,196.3589,145.6131,
,196.3747,145.620225,
,196.377875,145.629275,
,196.40795,145.63525,
,196.416,145.6438,
,196.44425,145.65815,
,196.45665,145.66595,
,196.474375,145.673525,
,196.49655,145.682225,
,196.5378,145.688975,
,196.540075,145.69575,
,196.57875,145.703075,
,196.640125,145.70955,
,196.65495,145.723075,
,196.700875,145.729575,
