SPK_SPKC05a,SPK_SPKC05c,SPK_SPKC10b,SPK_SPKC10c,SPK_SPKC15a
3798.90685,3889.018225,3755.307075,,
3799.0699,3889.844225,3755.32315,,
3799.20745,3890.08625,3755.3409,,
3799.343475,3890.892425,3755.351375,,
3799.67445,3891.858375,3755.36115,,
3799.886025,3892.09835,3755.3685,,
3799.91765,3892.477025,3755.382725,,
3799.961225,3892.53095,3755.403925,,
3800.005425,3892.602575,3755.43225,,
3800.03115,3892.6689,3755.442825,,
3800.0633,3892.689175,3755.4553,,
3800.1087,3892.7223,3755.48355,,
3800.157125,3893.035675,3755.5037,,
3800.28815,3893.181725,3755.51415,,
3800.469075,3893.265325,3755.5266,,
3800.552775,3893.316525,3755.553225,,
3800.6221,3893.438925,3755.5653,,
3800.6296,3893.533225,3755.5753,,
3800.8893,3893.62155,3755.587575,,
3800.936625,3893.9652,3755.614775,,
3800.9491,3894.001225,3755.639075,,
3801.03165,3894.0329,3755.648075,,
3801.070475,3894.068825,3755.661625,,
3801.09,3894.628725,3755.70195,,
3801.10965,3894.701875,3755.724425,,
3801.144175,3894.81775,3755.73425,,
3801.195725,3894.892875,3755.742975,,
3801.2143,3894.974025,3755.750875,,
3801.239875,3895.07995,3755.757675,,
3801.2742,3895.08645,3755.793375,,
3801.349025,3895.15325,3755.81565,,
3801.3873,3895.557325,3755.845475,,
3801.418225,3895.66205,3755.8586,,
3801.569675,3895.719775,3755.87355,,
3801.614175,3896.06025,3755.8914,,
3801.643625,3896.373825,3755.907675,,
3801.660475,3896.563175,3755.9341,,
3801.671675,3896.800025,3755.991275,,
3801.80255,3896.914925,3756.00535,,
3801.891675,3896.966325,3756.039725,,
3801.969075,3897.004225,3756.077925,,
3802.106475,3897.04085,3756.123225,,
3802.12115,3897.132,3756.174925,,
3802.133925,3897.223825,3756.2075,,
3802.1705,3897.288125,3756.2496,,
3802.20775,3897.901075,3756.30205,,
3802.24075,3898.229425,3756.32985,,
3802.270075,3898.4087,3756.397425,,
3802.27945,3899.498975,3756.421575,,
3802.29975,3899.9192,3756.44485,,
3802.358025,,3756.49575,,
3802.405325,,3756.513825,,
3802.488525,,3756.551725,,
3802.54165,,3756.57095,,
3802.578975,,3756.5887,,
3802.616475,,3756.606425,,
3802.649525,,3756.64305,,
3802.705175,,3756.70525,,
3802.72655,,3756.789275,,
3802.8105,,3756.877175,,
3802.868275,,3756.961,,
3802.880225,,3756.98785,,
3802.9097,,3757.051325,,
3803.10025,,3757.091175,,
3803.128675,,3757.107125,,
3803.160375,,3757.1252,,
3803.2512,,3757.14905,,
3803.291625,,3757.172775,,
3803.304675,,3757.1914,,
3803.364625,,3757.205625,,
3803.39195,,3757.230075,,
3803.452225,,3757.269075,,
3803.50565,,3757.30755,,
3803.520725,,3757.35265,,
3803.5445,,3757.4399,,
3803.62215,,3757.47995,,
3803.657375,,3757.52535,,
3803.705625,,3757.5622,,
3803.738675,,3757.60215,,
3803.7646,,3757.657225,,
3803.786575,,3757.7016,,
3803.822125,,3757.75435,,
3803.8572,,3757.860225,,
3803.8714,,3757.897275,,
3803.912275,,3758.058475,,
3803.953025,,3758.12005,,
3803.97505,,3758.3036,,
3804.09015,,3758.542075,,
3804.1294,,3758.624875,,
3804.144275,,3758.75025,,
3804.1911,,3758.90845,,
3804.198575,,3759.070175,,
3804.286675,,3759.182275,,
3804.29085,,3759.293025,,
3804.31215,,3759.596325,,
3804.34255,,3759.681125,,
3804.376575,,3759.93895,,
3804.42815,,3759.979725,,
3804.467875,,3760.023775,,
3804.48615,,3760.06525,,
3804.487575,,3760.094875,,
3804.50295,,3760.111125,,
3804.556075,,3760.13925,,
3804.597275,,3760.183775,,
3804.622075,,3760.21505,,
3804.6603,,3760.2517,,
3804.6858,,3760.29825,,
3804.725075,,3760.343075,,
3804.7414,,3760.5438,,
3804.7548,,3760.81075,,
3804.801625,,3760.87835,,
3804.868375,,3761.04465,,
3804.917725,,3761.2002,,
3804.98515,,3761.25425,,
3805.074125,,3761.3199,,
3805.09075,,3761.3786,,
3805.1924,,3761.4509,,
3805.235575,,3761.59505,,
3805.262675,,3761.708025,,
3805.2926,,3761.80705,,
3805.365425,,3761.86485,,
3805.403375,,3761.939625,,
3805.4434,,3761.994075,,
3805.465275,,3762.038325,,
3805.519975,,3762.11915,,
3805.558175,,3762.16035,,
3805.594825,,3762.22485,,
3805.62305,,3762.364725,,
3805.683175,,3762.71475,,
3805.749,,3762.9014,,
3805.768525,,3763.02495,,
3805.80395,,3763.133425,,
3805.8258,,3763.45115,,
3805.84585,,3763.72155,,
3805.9171,,3763.77545,,
3805.9269,,3763.89605,,
3805.938625,,3764.099075,,
3805.94645,,3764.1571,,
3805.967,,3764.2436,,
3805.993775,,3764.3674,,
3806.0384,,3764.42405,,
3806.075775,,3764.48375,,
3806.1346,,3764.631725,,
3806.2066,,3764.95455,,
3806.264475,,3765.1526,,
3806.3083,,3765.4087,,
3806.327475,,3765.49515,,
3806.4176,,3765.542975,,
3806.4723,,3765.70775,,
3806.5656,,3765.8438,,
3806.67895,,3765.9111,,
3806.7993,,3765.98345,,
3806.878125,,3766.165275,,
3806.925975,,3766.2348,,
3807.049725,,3766.314075,,
3807.177075,,3766.384875,,
3807.221475,,3766.753725,,
3807.3205,,3766.8844,,
3807.4579,,3767.13725,,
3807.75765,,3767.314225,,
3807.975875,,3767.3424,,
3808.098475,,3767.37645,,
3808.266325,,3767.428675,,
3808.463625,,3767.479075,,
3808.666825,,3767.519875,,
3808.7308,,3767.578175,,
3808.860775,,3767.62285,,
3808.9723,,3767.679225,,
3809.062425,,3767.735075,,
3809.27485,,3767.8938,,
3809.293225,,3767.980025,,
3809.3069,,3768.101725,,
3809.363375,,3768.111,,
3809.3757,,3768.118075,,
3809.557275,,3768.1365,,
3809.68245,,3768.1541,,
3809.79505,,3768.169875,,
3810.238025,,3768.1804,,
3810.4092,,3768.192475,,
3810.54235,,3768.20265,,
3810.810025,,3768.218775,,
3810.9606,,3768.230425,,
3811.26595,,3768.249375,,
3811.453825,,3768.274025,,
3811.53485,,3768.29095,,
3811.607,,3768.301075,,
3811.6306,,3768.31955,,
3811.7279,,3768.32845,,
3811.965725,,3768.34285,,
3812.146475,,3768.3609,,
3812.27865,,3768.38205,,
3812.701775,,3768.4422,,
3812.76675,,3768.461,,
3813.0216,,3768.47755,,
3813.3848,,3768.49105,,
3813.68685,,3768.503325,,
3813.922675,,3768.5426,,
3814.23425,,3768.571875,,
3814.4647,,3768.59185,,
3815.004675,,3768.610875,,
3815.934225,,3768.623625,,
3815.97505,,3768.6416,,
3816.393675,,3768.66945,,
3816.80035,,3768.682525,,
3817.0178,,3768.700725,,
3817.03185,,3768.709125,,
3817.588625,,3768.718125,,
3817.786225,,3768.743525,,
3818.72745,,3768.7584,,
3819.003475,,3768.77875,,
3819.291925,,3768.792325,,
3820.449575,,3768.8001,,
3820.80365,,3768.818175,,
3821.0627,,3768.825325,,
3821.483925,,3768.851325,,
3821.957125,,3768.85805,,
3822.359075,,3768.87,,
3822.467325,,3768.89875,,
3822.628025,,3768.90895,,
3822.6683,,3768.933,,
3822.7589,,3769.00675,,
3822.83815,,3769.0361,,
3822.854275,,3769.052725,,
3822.8974,,3769.07435,,
3822.936725,,3769.108775,,
3822.984575,,3769.123225,,
3823.023625,,3769.151275,,
3823.138175,,3769.159425,,
3823.188525,,3769.170925,,
3823.2108,,3769.20825,,
3823.245125,,3769.24215,,
3823.28875,,3769.259425,,
3823.311475,,3769.276125,,
3823.33465,,3769.29005,,
3823.3573,,3769.3172,,
3823.468725,,3769.3359,,
3823.64275,,3769.375425,,
3823.696925,,3769.390575,,
3823.744225,,3769.4172,,
3823.78655,,3769.43005,,
3823.81445,,3769.442225,,
3823.88605,,3769.461525,,
3823.94465,,3769.485075,,
3823.97905,,3769.494675,,
3824.076475,,3769.505575,,
3824.113425,,3769.525175,,
3824.178075,,3769.541875,,
3824.263775,,3769.558925,,
3824.494275,,3769.57625,,
3824.572675,,3769.5916,,
3824.649475,,3769.621025,,
3824.73955,,3769.665375,,
3824.78305,,3769.697625,,
3824.825025,,3769.7278,,
3824.919475,,3769.772675,,
3825.066775,,3769.806375,,
3825.10275,,3769.844875,,
3825.139525,,3769.879175,,
3825.275225,,3769.8927,,
3825.304425,,3769.90435,,
3825.373125,,3769.93945,,
3825.4397,,3769.97105,,
3825.467075,,3769.988325,,
3825.5716,,3770.006725,,
3825.5834,,3770.02925,,
3825.6704,,3770.052525,,
3825.753575,,3770.067825,,
3825.862275,,3770.08565,,
3825.8854,,3770.102025,,
3825.9107,,3770.124,,
3825.916975,,3770.1405,,
3825.970075,,3770.1732,,
3826.02815,,3770.206775,,
3826.042375,,3770.24225,,
3826.176625,,3770.2584,,
3826.220625,,3770.276625,,
3826.2523,,3770.2973,,
3826.2734,,3770.310575,,
3826.2925,,3770.329675,,
3826.32425,,3770.346475,,
3826.352925,,3770.398475,,
3826.42675,,3770.420125,,
3826.528675,,3770.43325,,
3826.572525,,3770.4589,,
3826.626325,,3770.497825,,
3826.6506,,3770.520875,,
3826.662125,,3770.572375,,
3826.7024,,3770.5863,,
3826.789075,,3770.599525,,
3826.8066,,3770.61275,,
3826.85625,,3770.6235,,
3826.88265,,3770.657975,,
3826.944725,,3770.685125,,
3826.977225,,3770.71785,,
3826.9952,,3770.7479,,
3827.01165,,3770.7668,,
3827.023325,,3770.799075,,
3827.064775,,3770.866175,,
3827.105025,,3770.89025,,
3827.1159,,3770.9126,,
3827.1422,,3770.952625,,
3827.1675,,3770.971775,,
3827.253125,,3770.9865,,
3827.28685,,3771.001975,,
3827.3341,,3771.023975,,
3827.40885,,3771.0512,,
3827.4597,,3771.082775,,
3827.48365,,3771.136225,,
3827.5085,,3771.16245,,
3827.550625,,3771.1886,,
3827.56825,,3771.203725,,
3827.613825,,3771.214875,,
3827.691675,,3771.232775,,
3827.74225,,3771.28545,,
3827.804225,,3771.318375,,
3827.817325,,3771.353175,,
3827.827825,,3771.39305,,
3827.86095,,3771.4052,,
3827.8699,,3771.44165,,
3828.0118,,3771.455925,,
3828.090625,,3771.463575,,
3828.13035,,3771.47445,,
3828.1613,,3771.482,,
3828.19975,,3771.4897,,
3828.230275,,3771.49755,,
3828.25285,,3771.504825,,
3828.288125,,3771.5173,,
3828.3838,,3771.552625,,
3828.390175,,3771.591625,,
3828.436,,3771.6185,,
3828.513675,,3771.660325,,
3828.560925,,3771.69015,,
3828.570725,,3771.7431,,
3828.6215,,3771.764375,,
3828.6566,,3771.781375,,
3828.726975,,3771.80305,,
3828.79195,,3771.8257,,
3828.84285,,3771.837925,,
3828.908625,,3771.866575,,
3828.998,,3771.8929,,
3829.083925,,3771.96325,,
3829.160325,,3772.0028,,
3829.33705,,3772.02545,,
3829.3679,,3772.06195,,
3829.394925,,3772.089575,,
3829.475575,,3772.11095,,
3829.562475,,3772.1336,,
3829.682075,,3772.183025,,
3829.7038,,3772.2488,,
3829.81075,,3772.280125,,
3829.864125,,3772.3413,,
3829.9111,,3772.38285,,
3830.0498,,3772.407525,,
3830.0838,,3772.4317,,
3830.1164,,3772.455875,,
3830.191225,,3772.486525,,
3830.233425,,3772.530675,,
3830.26365,,3772.569725,,
3830.300275,,3772.59695,,
3830.338325,,3772.636625,,
3830.365325,,3772.679525,,
3830.4198,,3772.739475,,
3830.6609,,3772.79385,,
3830.82255,,3772.833275,,
3830.88705,,3772.914775,,
3831.11665,,3772.94995,,
3831.21885,,3772.99505,,
3831.355025,,3773.056425,,
3831.63265,,3773.115925,,
3832.02315,,3773.162625,,
3832.37145,,3773.1847,,
3832.600725,,3773.19955,,
3832.805025,,3773.2194,,
3833.2794,,3773.23005,,
3833.586875,,3773.247425,,
3833.841275,,3773.255975,,
3834.035275,,3773.269975,,
3834.2823,,3773.2913,,
3834.37655,,3773.325375,,
3834.590875,,3773.344625,,
3834.7747,,3773.3662,,
3835.44605,,3773.378475,,
3835.5917,,3773.396875,,
3835.7144,,3773.41115,,
3836.556375,,3773.44035,,
3836.788975,,3773.4706,,
3836.916475,,3773.4922,,
3837.013325,,3773.54175,,
3837.18625,,3773.573825,,
3837.301125,,3773.62855,,
3837.34225,,3773.6778,,
3837.49785,,3773.72315,,
3837.659725,,3773.7654,,
3837.727225,,3773.801575,,
3837.861,,3773.82105,,
3837.977825,,3773.84065,,
3838.066675,,3773.858825,,
3838.07885,,3773.8792,,
3838.129775,,3773.920575,,
3838.1658,,3773.96295,,
3838.2221,,3773.993425,,
3838.239525,,3774.0344,,
3838.28005,,3774.163675,,
3838.341075,,3774.23095,,
3838.3529,,3774.316525,,
3838.39385,,3774.37775,,
3838.4919,,3774.436675,,
3838.523375,,3774.5098,,
3838.572425,,3774.57005,,
3838.5859,,3774.650125,,
3838.6911,,3774.688025,,
3838.7074,,3774.751,,
3838.80865,,3774.8061,,
3838.84005,,3774.8619,,
3838.860525,,3774.92995,,
3838.87855,,3774.986675,,
3838.943525,,3775.02875,,
3839.012525,,3775.068425,,
3839.03625,,3775.1179,,
3839.0734,,3775.1701,,
3839.10185,,3775.296925,,
3839.15195,,3775.339675,,
3839.1703,,3775.375525,,
3839.192025,,3775.429175,,
3839.232475,,3775.46115,,
3839.30025,,3775.5118,,
3839.35715,,3775.545425,,
3839.4474,,3775.644175,,
3839.4678,,3775.68175,,
3839.549025,,3775.724975,,
3839.5761,,3775.76285,,
3839.591675,,3775.7981,,
3839.6271,,3775.81665,,
3839.663225,,3775.879525,,
3839.6783,,3775.89985,,
3839.700375,,3775.92255,,
3839.727875,,3775.93525,,
3839.786725,,3775.953325,,
3839.8368,,3775.9919,,
3839.8549,,3776.01925,,
3839.871075,,3776.053375,,
3839.95205,,3776.0928,,
3839.9957,,3776.118225,,
3840.069825,,3776.158275,,
3840.11495,,3776.1963,,
3840.1763,,3776.2218,,
3840.22895,,3776.241775,,
3840.239575,,3776.3033,,
3840.284825,,3776.366225,,
3840.334225,,3776.41765,,
3840.366325,,3776.4588,,
3840.4872,,3776.534825,,
3840.545825,,3776.619075,,
3840.5683,,3776.664725,,
3840.5842,,3776.737575,,
3840.597825,,3776.789725,,
3840.639825,,3776.834825,,
3840.770675,,3776.8878,,
3840.8495,,3776.916625,,
3840.86745,,3776.95935,,
3840.950125,,3776.9768,,
3840.970575,,3777.0165,,
3841.050275,,3777.07445,,
3841.08015,,3777.132475,,
3841.13025,,3777.1685,,
3841.142225,,3777.210625,,
3841.206275,,3777.270725,,
3841.243525,,3777.321025,,
3841.249625,,3777.36245,,
3841.2916,,3777.39635,,
3841.3308,,3777.418025,,
3841.369125,,3777.4604,,
3841.4098,,3777.523575,,
3841.4245,,3777.5501,,
3841.472325,,3777.569025,,
3841.515675,,3777.59515,,
3841.594675,,3777.647375,,
3841.6217,,3777.68135,,
3841.661775,,3777.71695,,
3841.7056,,3777.762575,,
3841.71965,,3777.803275,,
3841.882025,,3777.8822,,
3841.901525,,3777.9345,,
3841.922575,,3778.017825,,
3841.99105,,3778.08875,,
3842.0022,,3778.122525,,
3842.063375,,3778.1696,,
3842.1104,,3778.218575,,
3842.1691,,3778.27445,,
3842.21045,,3778.307425,,
3842.3321,,3778.358625,,
3842.372875,,3778.3991,,
3842.433325,,3778.435825,,
3842.4492,,3778.5072,,
3842.4587,,3778.550925,,
3842.47785,,3778.589075,,
3842.489325,,3778.63645,,
3842.50665,,3778.6686,,
3842.534525,,3778.710725,,
3842.557875,,3778.77585,,
3842.586825,,3778.814125,,
3842.6285,,3778.86035,,
3842.66905,,3778.906375,,
3842.7072,,3778.94005,,
3842.7901,,3779.135475,,
3842.807175,,3779.19115,,
3842.840475,,3779.259125,,
3842.86395,,3779.415175,,
3842.881525,,3779.516775,,
3842.9811,,3779.55115,,
3843.0324,,3779.562675,,
3843.1359,,3779.642025,,
3843.227925,,3779.697775,,
3843.327275,,3779.7691,,
3843.339175,,3779.79105,,
3843.377,,3779.818525,,
3843.412775,,3779.8436,,
3843.47395,,3779.856,,
3843.5908,,3779.8694,,
3843.60815,,3779.87885,,
3843.64945,,3779.894675,,
3843.72965,,3779.9206,,
3843.740175,,3779.965975,,
3843.757675,,3779.9947,,
3843.76675,,3780.0223,,
3843.77885,,3780.058525,,
3843.79235,,3780.073525,,
3843.8831,,3780.09755,,
3843.94135,,3780.16195,,
3843.970375,,3780.1909,,
3844.03785,,3780.23715,,
3844.088375,,3780.31855,,
3844.122025,,3780.44195,,
3844.1674,,3780.4684,,
3844.186325,,3780.4934,,
3844.192525,,3780.517225,,
3844.249525,,3780.5609,,
3844.34965,,3780.583225,,
3844.369925,,3780.60475,,
3844.39765,,3780.619875,,
3844.434625,,3780.65005,,
3844.491425,,3780.708025,,
3844.53305,,3780.7372,,
3844.651,,3780.8231,,
3844.68575,,3780.859375,,
3844.7388,,3780.887875,,
3844.76455,,3780.911025,,
3844.79875,,3780.95285,,
3844.825525,,3780.986325,,
3844.84685,,3780.99805,,
3844.91585,,3781.034225,,
3845.00055,,3781.088975,,
3845.05935,,3781.232,,
3845.080525,,3781.3115,,
3845.2433,,3781.382725,,
3845.352125,,3781.4195,,
3845.4292,,3781.47915,,
3845.711325,,3781.5371,,
3846.310775,,3781.5781,,
3846.3718,,3781.63725,,
3846.494425,,3781.64935,,
3846.51805,,3781.7286,,
3846.5629,,3781.77245,,
3846.701375,,3781.7925,,
3846.7895,,3781.8204,,
3847.0052,,3781.8846,,
3847.07265,,3781.90255,,
3847.12145,,3781.931225,,
3847.285525,,3781.963125,,
3847.2896,,3781.982625,,
3847.371725,,3782.0338,,
3847.5082,,3782.070975,,
3847.548475,,3782.09955,,
3847.687625,,3782.1385,,
3847.706425,,3782.180325,,
3847.748725,,3782.209175,,
3847.843525,,3782.282375,,
3847.93625,,3782.3391,,
3847.9515,,3782.386425,,
3847.973925,,3782.435575,,
3848.041175,,3782.471,,
3848.051975,,3782.4917,,
3848.098225,,3782.52995,,
3848.25755,,3782.549925,,
3848.3178,,3782.563725,,
3848.42725,,3782.574625,,
3848.498625,,3782.614675,,
3848.5371,,3782.662075,,
3848.54515,,3782.695375,,
3848.566275,,3782.71735,,
3848.63365,,3782.73745,,
3848.6513,,3782.7541,,
3848.70805,,3782.7651,,
3848.75355,,3782.77365,,
3848.8076,,3782.786325,,
3848.839875,,3782.79565,,
3848.918225,,3782.82365,,
3849.03335,,3782.86515,,
3849.0696,,3782.906825,,
3849.126225,,3782.93895,,
3849.194925,,3782.967875,,
3849.28095,,3783.011825,,
3849.331375,,3783.023075,,
3849.4267,,3783.063775,,
3849.42985,,3783.08855,,
3849.488725,,3783.0995,,
3849.51955,,3783.109975,,
3849.561525,,3783.12005,,
3849.608375,,3783.13345,,
3849.643,,3783.146975,,
3849.7254,,3783.289,,
3849.766,,3783.314775,,
3849.81095,,3783.37645,,
3849.835225,,3783.393375,,
3849.851,,3783.4346,,
3849.879,,3783.477675,,
3849.907125,,3783.506225,,
3849.9829,,3783.58415,,
3850.008175,,3783.6185,,
3850.0493,,3783.658125,,
3850.118725,,3783.68855,,
3850.143525,,3783.741675,,
3850.1823,,3783.75905,,
3850.22365,,3783.78525,,
3850.3232,,3783.8154,,
3850.38805,,3783.850325,,
3850.4594,,3783.890225,,
3850.49585,,3783.957,,
3850.72165,,3784.014275,,
3850.834625,,3784.061625,,
3850.904925,,3784.075525,,
3850.96655,,3784.088325,,
3851.00315,,3784.10075,,
3851.08455,,3784.12105,,
3851.123725,,3784.149225,,
3851.213725,,3784.1853,,
3851.274,,3784.206825,,
3851.304975,,3784.225675,,
3851.3851,,3784.2459,,
3851.509325,,3784.27065,,
3851.5456,,3784.345725,,
3851.56835,,3784.37855,,
3851.65955,,3784.389225,,
3851.690025,,3784.4007,,
3851.833325,,3784.409025,,
3851.867325,,3784.416675,,
3851.977675,,3784.44265,,
3852.122725,,3784.457425,,
3852.172475,,3784.5812,,
3852.237425,,3784.604325,,
3852.304475,,3784.607,,
3852.39085,,3784.6395,,
3852.43445,,3784.67235,,
3852.454525,,3784.748825,,
3852.50955,,3784.789725,,
3852.5919,,3784.8174,,
3852.66155,,3784.8601,,
3852.69525,,3784.90475,,
3852.814525,,3784.94205,,
3852.8599,,3784.94415,,
3852.965675,,3784.98365,,
3853.011975,,3785.03265,,
3853.19105,,3785.07265,,
3853.252475,,3785.102325,,
3853.35915,,3785.183875,,
3853.517025,,3785.234125,,
3853.607425,,3785.2768,,
3853.675425,,3785.3254,,
3853.77255,,3785.363125,,
3853.8334,,3785.422025,,
3853.849125,,3785.462925,,
3853.903725,,3785.525975,,
3853.96205,,3785.5581,,
3854.0406,,3785.600225,,
3854.129525,,3785.632925,,
3854.188575,,3785.6582,,
3854.21165,,3785.668425,,
3854.284025,,3785.692025,,
3854.40885,,3785.7187,,
3854.650525,,3785.757975,,
3854.738525,,3785.77095,,
3854.79145,,3785.788125,,
3854.837625,,3785.80965,,
3854.999375,,3785.82775,,
3855.070575,,3785.8453,,
3855.20795,,3785.859875,,
3855.450275,,3785.874975,,
3855.543725,,3785.883525,,
3855.72275,,3785.915625,,
3855.80395,,3785.937975,,
3856.303425,,3785.9599,,
3856.865175,,3786.004025,,
3857.072775,,3786.022625,,
3857.2383,,3786.044875,,
3857.65125,,3786.06395,,
3857.929475,,3786.072475,,
3858.2249,,3786.087425,,
3858.6957,,3786.117225,,
3859.3418,,3786.16075,,
3859.619775,,3786.230575,,
3859.85375,,3786.266375,,
3859.9523,,3786.337775,,
3860.803225,,3786.393375,,
3861.104975,,3786.440475,,
3863.80575,,3786.4774,,
3864.03515,,3786.50425,,
3864.20165,,3786.5775,,
3864.528975,,3786.60765,,
3864.665925,,3786.660025,,
3864.81505,,3786.707,,
3864.89525,,3786.762225,,
3865.135375,,3786.804625,,
3865.5172,,3786.896025,,
3865.67725,,3786.941075,,
3866.03055,,3787.004675,,
3866.379875,,3787.0739,,
3866.5054,,3787.12685,,
3866.5978,,3787.28015,,
3866.6939,,3787.483125,,
3866.72475,,3787.51295,,
3866.797875,,3787.5564,,
3866.820475,,3787.5935,,
3866.88685,,3787.635825,,
3866.89765,,3787.676125,,
3866.912725,,3787.780125,,
3866.924375,,3787.8277,,
3866.9381,,3787.892275,,
3866.95695,,3787.95355,,
3867.009125,,3787.99275,,
3867.052275,,3788.07105,,
3867.1685,,3788.161975,,
3867.179075,,3788.26395,,
3867.31105,,3788.362275,,
3867.3626,,3788.5254,,
3867.381625,,3788.573975,,
3867.3886,,3788.614425,,
3867.40385,,3788.671875,,
3867.442475,,3788.763975,,
3867.477025,,3788.827575,,
3867.510475,,3788.85345,,
3867.552425,,3788.88835,,
3867.588125,,3788.9349,,
3867.649675,,3789.085475,,
3867.659475,,3789.1054,,
3867.723675,,3789.11995,,
3867.78375,,3789.130575,,
3867.8596,,3789.14505,,
3867.925275,,3789.1629,,
3867.9445,,3789.203125,,
3867.96285,,3789.228025,,
3867.97665,,3789.25,,
3868.079575,,3789.2744,,
3868.10385,,3789.3005,,
3868.126525,,3789.3115,,
3868.1465,,3789.33855,,
3868.187925,,3789.375375,,
3868.230025,,3789.4105,,
3868.35875,,3789.43245,,
3868.407625,,3789.4712,,
3868.4808,,3789.537075,,
3868.55165,,3789.65055,,
3868.60855,,3789.708975,,
3868.637425,,3789.854675,,
3868.674525,,3789.936725,,
3868.688,,3789.986325,,
3868.7208,,3790.078425,,
3868.7425,,3790.189475,,
3868.75045,,3790.26945,,
3868.788225,,3790.376425,,
3868.87495,,3790.598425,,
3868.905275,,3790.652975,,
3868.936725,,3790.732075,,
3868.966975,,3790.798975,,
3869.028925,,3790.9385,,
3869.0799,,3791.189875,,
3869.116275,,3791.2909,,
3869.1383,,3791.33195,,
3869.174875,,3791.400925,,
3869.1876,,3791.634075,,
3869.20265,,3791.84425,,
3869.257025,,3792.19075,,
3869.317875,,3792.305875,,
3869.333275,,3792.977125,,
3869.3555,,3793.112425,,
3869.38895,,3793.318125,,
3869.45105,,3793.44685,,
3869.4956,,3793.7788,,
3869.54355,,3794.485675,,
3869.616625,,3794.6237,,
3869.655225,,3794.685825,,
3869.6794,,3794.8489,,
3869.69585,,3795.34325,,
3869.772125,,3795.4531,,
3869.892175,,3795.670675,,
3869.936275,,3797.216875,,
3870.00045,,3797.605025,,
3870.068725,,3797.820125,,
3870.143225,,3798.2212,,
3870.178425,,3798.713075,,
3870.201325,,3798.776075,,
3870.2406,,3798.824825,,
3870.2664,,3798.919075,,
3870.31365,,3798.9972,,
3870.35345,,3799.12575,,
3870.392525,,3799.15255,,
3870.422375,,3799.289125,,
3870.454225,,3799.52955,,
3870.4808,,3799.6726,,
3870.542675,,3799.907775,,
3870.605925,,3799.936675,,
3870.648575,,3799.9634,,
3870.712525,,3799.998525,,
3870.8467,,3800.0336,,
3870.8589,,3800.057025,,
3870.9222,,3800.098175,,
3870.965575,,3800.12165,,
3871.01945,,3800.1409,,
3871.03095,,3800.17985,,
3871.044825,,3800.19855,,
3871.062775,,3800.223275,,
3871.098,,3800.2991,,
3871.1093,,3800.34345,,
3871.141425,,3800.399025,,
3871.15705,,3800.435325,,
3871.184675,,3800.46345,,
3871.2634,,3800.476475,,
3871.311275,,3800.509125,,
3871.345175,,3800.54455,,
3871.3469,,3800.591075,,
3871.4263,,3800.6076,,
3871.52115,,3800.63255,,
3871.63755,,3800.65705,,
3871.801175,,3800.674,,
3871.82705,,3800.770275,,
3871.901,,3800.792325,,
3871.929225,,3800.813075,,
3871.96055,,3800.875275,,
3872.0377,,3800.885925,,
3872.05495,,3800.89775,,
3872.0768,,3800.91415,,
3872.138675,,3800.928275,,
3872.14955,,3800.940275,,
3872.2555,,3800.9584,,
3872.278875,,3800.981025,,
3872.292075,,3801.02215,,
3872.327325,,3801.033925,,
3872.3592,,3801.053725,,
3872.424525,,3801.069475,,
3872.464875,,3801.079875,,
3872.513275,,3801.097375,,
3872.6221,,3801.104075,,
3872.814025,,3801.1324,,
3872.82185,,3801.152825,,
3872.917475,,3801.182475,,
3873.244075,,3801.239275,,
3873.30395,,3801.250325,,
3873.34915,,3801.328975,,
3873.464975,,3801.36335,,
3873.66075,,3801.38335,,
3874.060975,,3801.411875,,
3874.161475,,3801.437025,,
3874.272175,,3801.467075,,
3874.344175,,3801.48065,,
3874.4676,,3801.517875,,
3874.631875,,3801.5881,,
3874.790625,,3801.613175,,
3874.952025,,3801.62135,,
3875.097475,,3801.629075,,
3875.220775,,3801.67025,,
3875.319975,,3801.70505,,
3875.5913,,3801.716825,,
3875.706625,,3801.748475,,
3875.904975,,3801.765475,,
3876.023825,,3801.776575,,
3876.55705,,3801.8759,,
3876.60355,,3801.889325,,
3876.704925,,3801.8977,,
3876.800325,,3801.908175,,
3877.0552,,3801.9341,,
3877.347375,,3801.9525,,
3877.538875,,3801.981425,,
3877.6766,,3801.99235,,
3877.762125,,3802.001675,,
3877.857875,,3802.05955,,
3877.956275,,3802.073825,,
3878.035525,,3802.08605,,
3878.0801,,3802.0979,,
3878.251275,,3802.118725,,
3878.414575,,3802.1274,,
3878.5082,,3802.1495,,
3878.91615,,3802.1633,,
3879.0494,,3802.178,,
3879.16715,,3802.1915,,
3879.323575,,3802.2,,
3879.452275,,3802.242225,,
3879.769,,3802.250375,,
3880.214625,,3802.26535,,
3880.32925,,3802.293275,,
3880.663575,,3802.302025,,
3881.247275,,3802.31815,,
3881.4446,,3802.33615,,
3881.668725,,3802.3564,,
3881.945775,,3802.377375,,
3882.15075,,3802.389975,,
3882.570375,,3802.459975,,
3882.912425,,3802.4805,,
3883.06815,,3802.497975,,
3883.27075,,3802.50945,,
3883.4429,,3802.5269,,
3883.46585,,3802.53945,,
3883.5279,,3802.5639,,
3883.589925,,3802.57385,,
3883.61935,,3802.591975,,
3883.67735,,3802.613175,,
3883.726175,,3802.63785,,
