SPK_SPKC02a (inhibited),SPK_SPKC07a (inhibited),SPK_SPKC12a (no effect)
425.890825,36.3254,
425.980525,36.3363,
426.356825,36.352825,
426.9292,36.372825,
427.18325,36.399775,
427.220775,36.409725,
427.308975,36.438725,
427.632325,36.451325,
427.6975,36.475375,
428.18505,36.49255,
428.363725,36.514225,
428.4718,36.536,
428.931275,36.5543,
429.210125,36.56955,
429.25985,36.58965,
429.36045,36.60705,
430.835225,36.625675,
431.725625,36.65745,
431.92005,36.672275,
432.09245,36.695275,
432.202425,36.708,
432.269025,36.723575,
432.383775,36.76125,
432.693075,36.781875,
432.742475,36.794,
432.940125,36.822275,
433.205875,36.863825,
433.255,36.90225,
433.376675,36.92385,
433.64315,36.941275,
433.868175,36.953375,
434.364925,36.967275,
434.557575,36.996,
434.7218,37.013475,
434.791025,37.024,
434.9952,37.042375,
435.114475,37.052075,
435.4993,37.06445,
435.630075,37.0839,
435.788875,37.102575,
435.80565,37.113475,
435.846425,37.1232,
436.146925,37.134075,
436.5808,37.15375,
436.610975,37.163475,
437.1037,37.173575,
437.15945,37.1888,
437.178875,37.20045,
437.58835,37.216,
438.174175,37.2307,
438.300575,37.248025,
438.67855,37.259425,
438.90665,37.27705,
439.08885,37.290075,
439.2103,37.322,
439.3086,37.331025,
440.056525,37.375,
440.0999,37.388625,
440.854575,37.40245,
441.232625,37.415125,
441.301475,37.43165,
441.812,37.445725,
441.882675,37.458775,
442.008125,37.47905,
442.047875,37.51345,
442.096225,37.536525,
442.2338,37.5523,
442.323025,37.565,
442.3905,37.5821,
442.47185,37.606825,
442.600425,37.6164,
442.67775,37.6324,
442.883675,37.64685,
442.96315,37.660525,
443.067675,37.716525,
443.423925,37.726025,
443.53445,37.73725,
443.796225,37.755925,
443.865775,37.77295,
443.9923,37.794225,
444.1102,37.810475,
444.155775,37.8355,
444.529625,37.843925,
444.8317,37.854475,
444.8914,37.867,
445.3261,37.881025,
445.3387,37.90495,
445.53785,37.92115,
445.606125,37.93225,
445.654,37.948525,
445.7535,37.9725,
445.93525,37.983625,
446.029475,37.9961,
446.5041,38.01585,
446.61395,38.02835,
447.237475,38.04285,
447.630825,38.048925,
447.952675,38.05665,
448.158275,38.0701,
448.221725,38.109175,
448.474825,38.130675,
448.6077,38.156475,
448.862825,38.17715,
449.031,38.190875,
449.240425,38.205125,
449.38295,38.221175,
449.444675,38.23505,
449.534025,38.253075,
449.927625,38.2726,
450.041975,38.28765,
450.0435,38.29815,
450.173775,38.31245,
450.24355,38.32425,
450.59425,38.33755,
450.71155,38.3492,
450.8893,38.359925,
450.9822,38.385275,
451.0266,38.402525,
451.100725,38.418075,
451.19945,38.4438,
451.259275,38.46325,
451.4068,38.476425,
451.621075,38.50175,
451.6843,38.5175,
452.113225,38.538275,
452.2066,38.554175,
452.692425,38.5777,
453.3982,38.6038,
453.412,38.62305,
453.520825,38.641825,
453.718325,38.660875,
453.790875,38.6722,
454.207975,38.6962,
454.383625,38.72055,
455.285875,38.732725,
455.85565,38.751875,
455.90135,38.76265,
456.1725,38.778,
456.257975,38.80575,
456.479525,38.81485,
456.61615,38.83135,
456.8047,38.868075,
457.21245,38.883125,
457.309925,38.898275,
457.680925,38.919,
457.70815,38.93825,
457.746275,38.98155,
457.769375,39.00315,
457.8082,39.036525,
458.036625,39.05835,
458.2793,39.08375,
458.498225,39.09885,
458.550325,39.1132,
458.75535,39.141975,
458.78665,39.155525,
458.825525,39.172025,
459.207925,39.198875,
459.749525,39.21205,
459.8841,39.2287,
459.900075,39.24515,
460.235825,39.269425,
460.65445,39.30965,
461.5916,39.34125,
461.6427,39.379675,
461.913025,39.39185,
462.10925,39.408425,
462.36935,39.42655,
462.9603,39.444475,
463.00695,39.4699,
463.34035,39.486525,
463.677675,39.530675,
463.710125,39.542175,
463.8819,39.564525,
463.960725,39.575275,
463.9856,39.608225,
464.105875,39.625425,
464.150375,39.645675,
464.55605,39.661575,
464.623625,39.68205,
464.86965,39.704825,
465.067225,39.729625,
465.227675,39.7478,
465.306125,39.763475,
465.440825,39.7935,
465.653175,39.8063,
465.75695,39.8195,
465.8033,39.83075,
466.287525,39.8553,
466.43955,39.8668,
466.463,39.886775,
466.500725,39.9003,
466.554125,39.94015,
466.578225,39.948825,
466.75155,39.975075,
466.768475,39.98815,
466.884225,40.004575,
466.9602,40.014,
467.01545,40.0267,
467.028725,40.038525,
467.0551,40.0571,
467.397575,40.069325,
467.604825,40.082375,
467.862375,40.09995,
467.99385,40.118425,
468.08955,40.1311,
468.156325,40.1517,
468.576625,40.1669,
468.842125,40.196925,
468.98195,40.21975,
469.01545,40.239825,
469.4628,40.279025,
469.574575,40.29385,
469.6519,40.342875,
469.716525,40.3565,
470.127575,40.41405,
470.316425,40.429975,
470.40205,40.446725,
470.802275,40.46565,
470.9135,40.47895,
471.150325,40.496225,
471.221675,40.51695,
471.3695,40.54165,
471.4517,40.561825,
471.7113,40.580725,
472.160375,40.616975,
472.278175,40.6281,
472.329075,40.637675,
472.794225,40.658825,
472.826025,40.7011,
473.11775,40.70965,
473.1335,40.72855,
473.27885,40.766875,
473.48495,40.7792,
474.2222,40.833375,
474.272625,40.8579,
474.3643,40.8842,
474.412275,40.92245,
474.48855,40.952875,
474.557075,40.99165,
474.829475,41.03365,
474.87605,41.0484,
475.53255,41.0796,
475.5937,41.096675,
475.636,41.1239,
475.9341,41.14,
476.286275,41.1567,
476.350875,41.18335,
476.4264,41.210825,
476.450625,41.2337,
476.500025,41.26945,
476.6864,41.286,
476.75615,41.307575,
476.862125,41.328275,
476.899075,41.347075,
477.19465,41.3572,
477.321525,41.377325,
477.473275,41.4014,
477.54485,41.4178,
477.6161,41.44385,
477.72255,41.480075,
477.8283,41.496825,
478.35155,41.51935,
478.5007,41.548175,
478.739525,41.562425,
478.754525,41.574925,
478.844925,41.605825,
478.867975,41.621025,
478.925825,41.644025,
479.020875,41.660625,
479.22535,41.697675,
479.960175,41.7182,
480.151925,41.76855,
480.205775,41.78895,
480.544825,41.8063,
480.919575,41.816825,
481.01065,41.830375,
481.18025,41.854175,
481.28845,41.8742,
481.418775,41.897075,
481.5749,41.9244,
481.722525,41.997475,
481.871825,42.021425,
481.8991,42.04325,
481.965275,42.09685,
482.370775,42.16055,
482.66765,42.182875,
482.837325,42.210375,
482.963875,42.253425,
483.33535,42.28925,
483.449475,42.329775,
483.595125,42.369525,
484.002925,42.38705,
484.026075,42.4141,
484.134075,42.44515,
484.334075,42.50305,
484.886375,42.518125,
484.965325,42.54085,
485.197675,42.562875,
485.25515,42.576425,
486.22305,42.594925,
486.4862,42.6227,
486.819625,42.649725,
486.8533,42.6671,
487.14615,42.679625,
487.193525,42.8901,
487.27225,42.90465,
487.767475,42.9177,
487.892475,42.947175,
488.073375,42.9747,
488.4004,42.9879,
488.46915,43.0054,
488.529825,43.0264,
489.16015,43.046425,
489.268325,43.064625,
489.3061,43.076375,
489.750075,43.0919,
489.89255,43.1166,
489.974375,43.128425,
490.258425,43.153625,
490.349375,43.17625,
490.3899,43.20045,
490.4831,43.2115,
490.62995,43.22285,
490.656225,43.2494,
491.112525,43.261975,
491.17155,43.317425,
491.1939,43.333975,
491.514675,43.35155,
491.6151,43.379325,
491.70015,43.39425,
491.938275,43.4452,
492.02475,43.457725,
492.0866,43.473325,
492.291125,43.492375,
492.4311,43.5059,
492.6642,43.549825,
492.7277,43.55855,
492.780625,43.59975,
492.79625,43.6089,
492.827375,43.62415,
493.04905,43.642025,
493.0773,43.67255,
493.5596,43.68205,
493.6177,43.725925,
493.682925,43.744875,
493.8497,43.758375,
493.87245,43.769125,
493.909875,43.786475,
494.22735,43.799525,
494.417725,43.82455,
494.95695,43.837625,
495.103975,43.87065,
495.618975,43.88105,
495.926425,43.911425,
495.96145,43.945125,
496.197925,43.95955,
496.461175,43.9785,
496.5424,43.991175,
496.572425,44.008375,
496.922825,44.02905,
496.97755,44.0433,
497.2691,44.0633,
497.32635,44.0797,
497.3549,44.095675,
497.647025,44.112725,
498.174525,44.130875,
498.36655,44.145625,
498.414225,44.18515,
498.6024,44.229925,
498.605725,44.246475,
498.6765,44.2566,
498.79165,44.270075,
499.094,44.284775,
499.127575,44.29825,
499.1994,44.3086,
499.5685,44.32445,
499.66215,44.34245,
499.938575,44.3662,
500.196425,44.427175,
500.273475,44.4443,
500.78265,44.4628,
500.86735,44.479075,
500.89675,44.5085,
502.2495,44.522375,
502.2871,44.566175,
502.322075,44.58985,
503.15135,44.617175,
503.215075,44.6359,
503.3936,44.67705,
503.8775,44.692725,
503.937775,44.707125,
504.234625,44.7217,
505.55335,44.73385,
505.860825,44.772575,
506.09415,44.78855,
506.1486,44.811025,
506.78265,44.821975,
507.20125,44.8396,
507.3975,44.8649,
507.473025,44.87925,
507.692175,44.9059,
507.760375,44.9374,
508.1256,45.0479,
508.2372,45.06975,
508.3802,45.089075,
508.457275,45.109075,
508.736725,45.121475,
509.088975,45.157775,
509.208325,45.171875,
509.346775,45.20795,
509.403,45.23075,
509.500625,45.250675,
509.680175,45.268575,
509.758175,45.280125,
509.84175,45.3201,
509.8938,45.34685,
510.1041,45.359775,
510.559125,45.38675,
510.89885,45.40435,
510.95915,45.421725,
511.059275,45.436975,
511.542,45.45305,
511.609525,45.47575,
511.640075,45.499725,
511.682425,45.5655,
511.7852,45.577275,
511.93285,45.5925,
511.9362,45.61635,
512.256975,45.629325,
512.6365,45.652325,
512.741625,45.689225,
512.923425,45.7671,
513.2456,45.79105,
513.369825,45.818025,
513.50315,45.84,
513.58515,45.85135,
513.86025,45.8677,
514.056675,45.90215,
514.366625,45.9217,
515.753575,45.940125,
516.01885,45.9488,
516.1903,45.95945,
516.334775,45.9725,
516.4708,45.9901,
516.581275,46.0081,
516.64865,46.023525,
516.784425,46.047125,
516.8174,46.0648,
517.0325,46.077825,
517.0998,46.09005,
517.1617,46.100125,
517.4614,46.115025,
517.6021,46.12625,
518.098975,46.136675,
518.2678,46.148675,
518.558,46.166875,
518.656275,46.17775,
518.77615,46.206075,
518.910525,46.22675,
518.962475,46.242175,
519.163775,46.26655,
519.234425,46.281675,
519.308025,46.299225,
519.377375,46.314575,
519.465325,46.3291,
519.748525,46.347475,
520.026025,46.3565,
520.23255,46.3726,
520.7359,46.39365,
520.890075,46.4059,
521.0923,46.42635,
521.154075,46.437325,
521.4647,46.447675,
521.714775,46.47655,
522.0702,46.48965,
522.42715,46.5154,
522.6054,46.53055,
523.132875,46.544625,
523.20125,46.55475,
523.26835,46.568475,
523.3262,46.577625,
523.3757,46.592825,
523.478,46.6049,
523.549025,46.6197,
523.6018,46.642725,
523.903025,46.657625,
524.074025,46.68365,
524.170175,46.695275,
524.3793,46.70645,
524.90895,46.7273,
525.0933,46.73865,
525.853425,46.74885,
526.122675,46.77035,
526.2171,46.78535,
526.8707,46.799925,
527.0732,46.828125,
527.165125,46.84365,
528.0605,46.8576,
528.809725,46.87005,
528.911625,46.888175,
528.97065,46.905075,
529.351775,46.92105,
529.50485,46.93825,
530.339675,46.96105,
530.820125,46.969775,
531.364425,46.984325,
532.25325,47.002575,
532.314625,47.023875,
532.471775,47.038675,
532.870925,47.0547,
532.93125,47.070075,
533.0292,47.0851,
533.189425,47.103425,
533.529525,47.11685,
533.594575,47.127675,
533.7093,47.138975,
534.0366,47.179225,
534.056125,47.191425,
535.153325,47.206925,
535.421425,47.22795,
535.468075,47.24625,
535.590875,47.2601,
535.722425,47.2727,
535.7675,47.302675,
535.837725,47.3385,
536.143125,47.354925,
536.29315,47.36875,
536.609775,47.39225,
536.874775,47.402775,
537.133825,47.42415,
537.233325,47.440075,
537.540525,47.4509,
537.676475,47.464725,
537.781525,47.478875,
538.5944,47.493275,
539.00285,47.51155,
539.135925,47.5377,
539.2084,47.55275,
539.2434,47.568925,
539.27885,47.582875,
539.8353,47.59345,
539.9184,47.606875,
539.951,47.65265,
540.0484,47.66485,
540.1322,47.73535,
540.42905,47.747,
540.5529,47.7615,
540.65325,47.778475,
540.810925,47.78855,
541.064175,47.80775,
541.14275,47.81855,
541.496075,47.833975,
541.6082,47.85185,
542.025125,47.874575,
542.382375,47.908025,
542.466,47.929075,
542.852875,47.953525,
542.9282,47.9765,
543.203,47.9902,
543.276425,48.002525,
543.501,48.01665,
543.584525,48.029475,
544.09275,48.045575,
544.3519,48.062475,
544.4199,48.079125,
544.531025,48.093775,
544.803975,48.1154,
544.9526,48.133875,
544.998175,48.150825,
545.19805,48.168275,
545.4399,48.20075,
545.500375,48.214825,
545.57365,48.23185,
545.77305,48.269725,
545.895375,48.2862,
545.975775,48.30105,
546.24085,48.3164,
546.30795,48.3293,
546.509375,48.346075,
546.595425,48.3668,
546.90685,48.381125,
547.1201,48.397475,
547.4721,48.41315,
548.273875,48.426,
548.361975,48.452425,
548.47105,48.47285,
548.5882,48.4913,
548.848025,48.511875,
549.01755,48.534375,
549.9939,48.554025,
550.323775,48.5688,
550.8341,48.603725,
550.911575,48.616975,
551.0741,48.628,
551.30505,48.64305,
551.480775,48.6575,
551.619225,48.67205,
551.63695,48.691825,
552.114525,48.706375,
552.237375,48.7381,
552.6168,48.747275,
552.70735,48.768375,
553.07085,48.78025,
554.29805,48.7919,
554.651875,48.80445,
554.72825,48.8204,
554.878825,48.837475,
554.957625,48.847575,
555.0959,48.860825,
555.135325,48.8733,
555.474125,48.88515,
555.514175,48.908125,
555.589725,48.92855,
555.701875,48.94,
555.92585,48.9591,
555.97545,48.984275,
556.0217,49.00425,
556.2222,49.01285,
556.25405,49.04545,
556.417825,49.061675,
556.484625,49.07255,
556.84545,49.089425,
556.97955,49.101525,
557.029825,49.114625,
557.27845,49.133,
557.485825,49.154925,
558.04725,49.17565,
558.0565,49.192375,
558.133625,49.206275,
558.24015,49.221225,
558.320275,49.237325,
558.41625,49.258225,
558.4492,49.28475,
558.855175,49.298275,
558.920925,49.324925,
558.9759,49.336675,
559.16675,49.356425,
559.218925,49.365625,
559.26075,49.3899,
559.4539,49.4147,
559.50345,49.426975,
559.563475,49.4538,
559.967725,49.466575,
560.227675,49.498075,
560.6197,49.522125,
561.3832,49.53855,
561.47095,49.55705,
561.5281,49.575025,
561.789325,49.589275,
562.130975,49.607425,
562.2765,49.624275,
562.627475,49.684125,
563.164975,49.703925,
563.4626,49.71795,
564.064875,49.735875,
564.1148,49.74925,
565.106175,49.7592,
565.320325,49.779625,
565.49,49.7967,
565.66835,49.813875,
565.892975,49.826275,
565.930375,49.83915,
565.946675,49.860325,
566.36545,49.863225,
566.5525,49.890075,
566.569625,49.90235,
566.60395,49.91725,
566.8305,49.942525,
566.8942,49.9606,
566.923025,49.995225,
567.169325,50.008125,
567.4323,50.0219,
567.551825,50.039025,
568.73055,50.05915,
568.778425,50.073725,
569.465175,50.085125,
569.678325,50.10415,
569.869425,50.1348,
570.054375,50.156,
571.1146,50.1879,
571.636825,50.204675,
571.72345,50.225925,
572.09465,50.265125,
572.2145,50.27595,
572.44945,50.288675,
572.670525,50.30595,
572.718125,50.34725,
572.8252,50.368525,
572.923075,50.3857,
575.184075,50.406175,
575.29325,50.4185,
575.3718,50.44615,
575.47045,50.459625,
575.54405,50.4735,
575.682975,50.4855,
575.71785,50.502175,
575.81635,50.52045,
575.852625,50.542475,
575.96845,50.5619,
576.043425,50.574875,
576.10405,50.58915,
576.1568,50.6007,
576.39095,50.6223,
576.546275,50.6348,
576.576675,50.647575,
576.718825,50.695125,
576.86685,50.7171,
577.13175,50.750425,
577.3423,50.763225,
577.57675,50.775175,
577.797775,50.792525,
577.88995,50.8112,
578.53175,50.826225,
578.71885,50.852675,
578.994075,50.861875,
579.1006,50.881275,
579.639325,50.895625,
579.802025,50.909625,
579.888825,50.927975,
580.063325,50.945225,
580.259325,50.958575,
580.4546,51.00955,
580.748975,51.020075,
581.376725,51.033475,
582.32815,51.051425,
582.424125,51.066975,
582.521425,51.085575,
582.927,51.107625,
583.004875,51.1218,
583.074,51.135875,
583.194425,51.150575,
583.398275,51.16175,
583.753875,51.174925,
584.351875,51.1965,
585.24535,51.209375,
585.386,51.221675,
585.5183,51.236,
585.74295,51.2511,
585.96285,51.266575,
586.081525,51.2821,
586.084975,51.303325,
586.5339,51.3367,
586.7628,51.354675,
587.016375,51.37025,
587.172625,51.40685,
587.3979,51.423075,
587.433525,51.44805,
587.778175,51.465175,
588.185975,51.482975,
588.44965,51.498925,
588.520125,51.501175,
588.619225,51.519025,
588.822925,51.532825,
589.654625,51.579,
590.172425,51.602525,
590.227375,51.62185,
590.4257,51.637975,
590.488925,51.65695,
590.69975,51.66995,
590.76985,51.6833,
590.825925,51.7056,
590.91375,51.71625,
591.0031,51.72665,
591.08775,51.741775,
591.8491,51.76335,
592.169675,51.809425,
592.2516,51.823775,
592.30245,51.840575,
592.442975,51.85125,
593.012,51.871475,
593.05425,51.889525,
593.3314,51.902625,
593.547225,51.9134,
593.714225,51.927625,
593.852375,51.94155,
594.160675,51.955225,
594.528975,51.967125,
594.653125,51.9839,
594.904825,52.0002,
595.788,52.00875,
596.145175,52.021775,
596.242575,52.0374,
596.3715,52.0518,
596.5925,52.06835,
596.66975,52.0903,
596.7012,52.102,
596.929275,52.12065,
596.968625,52.14125,
597.203075,52.15615,
597.713,52.16915,
597.78575,52.197225,
597.85385,52.21,
598.024575,52.221175,
598.2132,52.241775,
598.67185,52.250525,
598.716025,52.27215,
598.832625,52.285925,
598.9715,52.3097,
599.007225,52.341775,
599.1353,52.357175,
599.304125,52.376325,
599.649025,52.394675,
599.7537,52.408875,
599.969625,52.427,
600.641625,52.43945,
600.99885,52.453875,
601.06925,52.469125,
601.1205,52.488125,
601.516325,52.5028,
601.609875,52.516375,
601.7873,52.542125,
602.21515,52.558525,
604.64845,52.5677,
605.04345,52.585575,
605.2224,52.59965,
606.1579,52.618,
606.21625,52.6335,
606.2614,52.64275,
606.3014,52.667675,
606.331525,52.699525,
606.524225,52.71185,
606.761325,52.735075,
606.8192,52.778,
606.974275,52.806175,
607.062425,52.8322,
607.3971,52.85695,
607.629325,52.885225,
607.701225,52.893625,
608.1647,52.9185,
608.2019,52.938675,
608.31525,52.958775,
608.51175,52.976775,
608.898175,52.99875,
609.089,53.01305,
609.14615,53.026975,
609.61665,53.041325,
609.807725,53.05955,
610.33195,53.08615,
611.06755,53.104125,
611.171525,53.119775,
613.140575,53.131475,
613.225075,53.142375,
613.85985,53.1655,
613.98885,53.1801,
614.03,53.2019,
614.21455,53.213225,
614.403175,53.229225,
614.550775,53.2538,
614.81095,53.278375,
614.9113,53.29695,
615.063775,53.315375,
615.33385,53.32755,
615.5626,53.33665,
615.7,53.35335,
615.8678,53.36665,
616.137725,53.39,
616.4359,53.401525,
620.35345,53.413425,
620.7635,53.443925,
620.859125,53.454575,
621.3579,53.475975,
621.7092,53.491775,
621.865475,53.5194,
621.90935,53.5375,
621.967625,53.54985,
622.3299,53.560675,
622.678175,53.56985,
622.82305,53.58085,
622.909125,53.594775,
623.029425,53.606825,
623.13275,53.61895,
623.2767,53.630925,
623.331575,53.643125,
623.756625,53.6536,
623.89715,53.666325,
624.05085,53.6798,
624.14875,53.712375,
625.626025,53.72385,
633.060725,53.7455,
633.295775,53.7641,
633.3671,53.7799,
633.470775,53.7934,
633.870325,53.822,
634.2109,53.834175,
634.373175,53.85355,
636.149025,53.865875,
636.684975,53.877525,
637.9683,53.89695,
638.7611,53.912,
639.048775,53.945375,
639.781825,53.964975,
641.938425,53.97985,
642.3828,53.994375,
642.608275,54.0123,
642.730275,54.026425,
643.3575,54.039175,
643.722375,54.0516,
643.87665,54.06,
643.995175,54.07115,
644.48885,54.095425,
644.890275,54.1183,
645.09035,54.1301,
645.401525,54.150925,
647.338925,54.193025,
647.4591,54.210225,
647.655075,54.222625,
647.748275,54.237675,
648.047525,54.255275,
648.139775,54.263525,
648.491275,54.277425,
648.5532,54.2903,
648.675925,54.33335,
648.797875,54.34215,
648.860525,54.36555,
649.208925,54.3778,
649.5611,54.394375,
649.8466,54.411625,
649.991825,54.424875,
650.218425,54.441975,
650.390575,54.462575,
650.651325,54.49355,
650.8084,54.5069,
650.850575,54.51985,
651.804725,54.53345,
651.850575,54.54435,
653.792925,54.555725,
654.2512,54.57255,
654.5471,54.589925,
654.63305,54.59985,
655.01955,54.612725,
655.156225,54.6274,
655.38235,54.6568,
655.505075,54.668975,
657.45125,54.686075,
657.493975,54.700725,
657.551575,54.7243,
657.77195,54.74295,
657.975475,54.7595,
658.372325,54.7709,
658.62315,54.7901,
658.754225,54.80975,
658.8474,54.821125,
659.18215,54.836275,
659.244275,54.84865,
659.553225,54.883375,
659.72185,54.8985,
660.0993,54.912725,
660.267625,54.92625,
660.977525,54.939125,
661.02005,54.953475,
661.072925,54.963725,
661.180625,54.97545,
661.277075,55.004275,
661.72345,55.019925,
661.957975,55.0351,
662.395975,55.054725,
662.4633,55.07785,
662.7483,55.088625,
662.8775,55.115825,
663.2197,55.13625,
663.328675,55.14725,
663.47725,55.1596,
663.516725,55.186625,
665.122925,55.2027,
665.214225,55.21645,
665.2938,55.2421,
665.385175,55.256725,
665.654375,55.2793,
665.847525,55.299925,
665.91165,55.315875,
666.11555,55.334225,
666.753,55.3513,
667.16615,55.363725,
667.321725,55.375425,
667.38255,55.382925,
667.5755,55.395675,
667.6302,55.4146,
667.787925,55.43275,
668.172075,55.447625,
668.333075,55.4645,
668.5328,55.48035,
668.578925,55.49555,
671.349175,55.5077,
671.7634,55.5231,
672.2164,55.53475,
672.2706,55.56815,
672.7837,55.583175,
673.42335,55.61215,
673.58635,55.640125,
674.1272,55.656,
674.30065,55.678575,
674.3501,55.719075,
674.502975,55.729625,
675.59155,55.7444,
675.94185,55.7552,
676.067875,55.76945,
676.543775,55.78005,
677.069275,55.802775,
677.14765,55.817625,
677.3508,55.83575,
678.437225,55.851425,
681.217925,55.86665,
682.600425,55.880375,
682.66125,55.891775,
682.720725,55.901825,
683.0086,55.913725,
684.717125,55.92715,
684.8502,55.93515,
684.9049,55.948925,
685.577975,55.9613,
686.432875,55.9739,
686.601875,55.9913,
686.960375,56.009875,
687.37255,56.028125,
688.770525,56.04395,
688.90395,56.064425,
689.0247,56.08395,
689.298475,56.100275,
689.34135,56.1149,
690.63905,56.12885,
692.53325,56.145575,
692.811325,56.178875,
692.905575,56.1969,
693.2046,56.217225,
693.5865,56.237875,
694.901,56.2663,
695.03195,56.279425,
695.24035,56.303925,
695.886075,56.3241,
696.3512,56.336475,
697.171525,56.357875,
697.297575,56.377725,
697.5021,56.3923,
697.736425,56.408625,
698.277475,56.426,
699.6193,56.44695,
701.235725,56.46855,
702.187125,56.495925,
706.800675,56.509225,
706.976025,56.520025,
707.46405,56.53255,
707.686925,56.545,
707.750025,56.559825,
707.773125,56.601375,
708.43775,56.61405,
708.6675,56.63135,
710.38775,56.648925,
711.075275,56.662925,
711.0933,56.68575,
711.856325,56.6979,
712.075225,56.714125,
712.178425,56.734975,
712.43535,56.752625,
713.2728,56.7691,
713.840525,56.82145,
714.18,56.8366,
714.236675,56.850725,
715.423375,56.8619,
715.618225,56.88125,
715.703625,56.896575,
715.884375,56.915,
716.476325,56.927125,
716.8743,56.945375,
717.444375,56.956125,
717.8581,56.96875,
718.017425,56.97625,
718.126025,56.998175,
718.53395,57.0213,
718.712125,57.0335,
721.511025,57.059975,
722.29695,57.0701,
722.835925,57.087525,
723.3402,57.09795,
723.624025,57.111375,
723.7551,57.12525,
723.77625,57.146375,
724.104025,57.182625,
724.205675,57.197425,
724.8752,57.2091,
727.012725,57.225675,
727.3778,57.248525,
727.428325,57.272225,
727.8535,57.28715,
728.349025,57.301625,
729.4727,57.32235,
729.993275,57.33785,
731.0273,57.3654,
731.155075,57.385825,
732.220675,57.407425,
734.6934,57.42105,
735.09015,57.431525,
735.4515,57.441175,
735.515275,57.4629,
736.42005,57.47925,
736.9229,57.49315,
737.1508,57.516725,
737.846525,57.56715,
738.303025,57.57755,
738.658125,57.594025,
739.3022,57.60695,
741.2029,57.617575,
744.397,57.63285,
744.4754,57.64835,
744.54685,57.662825,
745.50585,57.681525,
745.577725,57.702775,
746.897525,57.7166,
747.55885,57.73165,
750.224025,57.74195,
750.63805,57.75765,
751.213225,57.76995,
751.6715,57.7822,
751.9764,57.79835,
753.142525,57.80965,
754.112225,57.82335,
754.4581,57.838425,
754.621075,57.860575,
754.912925,57.877175,
756.813725,57.88755,
757.25635,57.89985,
757.431025,57.9135,
757.481325,57.9418,
757.9431,57.95175,
758.3983,57.9984,
758.428875,58.009675,
759.105725,58.03085,
759.4684,58.044975,
759.77505,58.0552,
760.021275,58.0686,
760.2519,58.08125,
760.529675,58.098475,
760.613725,58.128425,
761.138025,58.140325,
761.460575,58.1546,
761.977375,58.170375,
762.28275,58.1879,
762.731075,58.2023,
763.97965,58.216925,
764.409425,58.2317,
764.575225,58.26205,
765.370425,58.2694,
765.893325,58.290725,
766.092425,58.31575,
766.786675,58.327975,
768.370225,58.34845,
768.965625,58.358375,
769.015825,58.368125,
769.3787,58.38465,
769.63135,58.41095,
770.289325,58.425675,
771.075,58.438475,
772.00865,58.4557,
775.81245,58.485675,
775.9307,58.5023,
776.00255,58.5109,
776.34475,58.5233,
776.393125,58.53465,
777.53265,58.54605,
777.95245,58.566025,
778.706475,58.580225,
778.7305,58.6107,
779.34835,58.620525,
780.04755,58.6387,
780.191725,58.648275,
780.326125,58.67125,
781.12505,58.6831,
781.685875,58.693975,
782.113875,58.705425,
782.67605,58.71805,
782.908875,58.72655,
784.4302,58.744425,
784.4922,58.757875,
785.120225,58.78855,
787.23555,58.8079,
787.927675,58.8233,
788.2441,58.834775,
788.3314,58.848475,
789.238025,58.85755,
789.37445,58.8813,
790.7221,58.8941,
791.321825,58.9067,
792.379175,58.9167,
792.967925,58.927775,
793.591025,58.939275,
793.9012,58.95615,
794.729475,58.985825,
795.398325,59.009,
795.4597,59.0235,
795.526025,59.036275,
795.809825,59.051,
795.9275,59.06055,
797.011975,59.069875,
798.074275,59.079925,
798.7726,59.094375,
799.093425,59.137,
800.01375,59.1434,
800.131375,59.148775,
800.342075,59.161025,
800.691625,59.180875,
802.0572,59.193325,
805.017325,59.2069,
805.102125,59.219675,
806.2722,59.23235,
807.02995,59.2542,
807.807325,59.265075,
807.897025,59.28055,
808.398575,59.29185,
809.73985,59.30745,
809.84305,59.330525,
812.0821,59.341775,
814.829225,59.351625,
816.555325,59.3865,
818.397475,59.417625,
820.0727,59.4384,
820.417525,59.45705,
821.483625,59.468825,
822.591975,59.485375,
823.20955,59.501075,
823.789725,59.511525,
823.9785,59.523725,
824.95575,59.549075,
825.16385,59.55835,
826.01175,59.56905,
826.192575,59.585,
826.226225,59.6127,
826.900325,59.627725,
828.97465,59.6417,
829.320125,59.66825,
830.26895,59.681575,
831.864025,59.69685,
832.1397,59.708675,
832.844225,59.7245,
832.878625,59.736225,
832.91725,59.745625,
833.374925,59.768075,
834.587075,59.796025,
836.881825,59.806725,
837.24365,59.825175,
837.286075,59.851375,
837.3507,59.88605,
837.779925,59.902625,
838.142225,59.929525,
838.7069,59.9594,
838.7577,59.976075,
838.917,59.990775,
839.5485,60.007225,
840.264425,60.02155,
841.807875,60.03005,
842.0628,60.042175,
842.794425,60.0589,
842.924275,60.076075,
843.628475,60.1046,
845.079925,60.129875,
845.2935,60.144625,
845.9106,60.170675,
846.665725,60.219225,
846.88905,60.254125,
849.357325,60.264925,
849.8775,60.284375,
849.97765,60.30915,
850.074275,60.3221,
850.1603,60.335975,
850.76305,60.354,
853.094125,60.366475,
855.259875,60.384325,
857.48125,60.402475,
858.350875,60.413225,
860.908025,60.43135,
862.1031,60.4543,
864.31685,60.4757,
864.448625,60.496225,
865.469375,60.511875,
866.3604,60.535725,
868.266975,60.548975,
869.686225,60.562625,
