SPK_SPKC02a (inhibited),SPK_SPKC07a (inhibited),SPK_SPKC12a (no effect)
,161.844975,
,161.85905,
,161.87385,
,161.8858,
,161.9131,
,161.92535,
,161.937275,
,161.96635,
,161.987975,
,162.005325,
,162.020925,
,162.04035,
,162.057225,
,162.071275,
,162.101475,
,162.12135,
,162.14765,
,162.1577,
,162.170525,
,162.19135,
,162.211275,
,162.243425,
,162.30315,
,162.31455,
,162.350125,
,162.368275,
,162.3811,
,162.392675,
,162.4043,
,162.4165,
,162.431975,
,162.447875,
,162.4652,
,162.4781,
,162.496375,
,162.510625,
,162.531375,
,162.550575,
,162.568925,
,162.617125,
,162.64485,
,162.6678,
,162.69145,
,162.70815,
,162.718325,
,162.7328,
,162.763275,
,162.789125,
,162.803825,
,162.868875,
,162.879275,
,162.894225,
,162.90705,
,162.93155,
,163.03945,
,163.09895,
,163.126825,
,163.140525,
,163.158475,
,163.17715,
,163.20755,
,163.2193,
,163.252325,
,163.271175,
,163.308175,
,163.324375,
,163.37095,
,163.3897,
,163.4173,
,163.4653,
,163.491775,
,163.50975,
,163.5441,
,163.568325,
,163.583075,
,163.61315,
,163.6333,
,163.6595,
,163.676425,
,163.7172,
,163.730325,
,163.748175,
,163.7664,
,163.790225,
,163.8157,
,163.826775,
,163.8576,
,163.887425,
,163.923625,
,163.93955,
,163.959925,
,163.972925,
,163.995575,
,164.016675,
,164.026625,
,164.066925,
,164.0824,
,164.093625,
,164.1124,
,164.1411,
,164.151425,
,164.16235,
,164.185475,
,164.195175,
,164.212,
,164.2309,
,164.2404,
,164.273925,
,164.292675,
,164.30525,
,164.328025,
,164.348825,
,164.37785,
,164.398175,
,164.439175,
,164.46045,
,164.519775,
,164.54135,
,164.58495,
,164.598075,
,164.613025,
,164.642175,
,164.6556,
,164.6757,
,164.75095,
,164.77785,
,164.80565,
,164.832175,
,164.856125,
,164.88045,
,164.88965,
,164.91,
,164.932825,
,164.977975,
,165.021925,
,165.044175,
,165.0809,
,165.1299,
,165.142625,
,165.176775,
,165.18975,
,165.24095,
,165.311575,
,165.337275,
,165.347875,
,165.3696,
,165.38245,
,165.397125,
,165.411375,
,165.4422,
,165.460825,
,165.480775,
,165.50015,
,165.51625,
,165.53215,
,165.5851,
,165.61295,
,165.64285,
,165.66725,
,165.687325,
,165.7291,
,165.750025,
,165.8052,
,165.833225,
,165.849225,
,165.868625,
,165.88435,
,165.910725,
,165.9423,
,165.960075,
,165.9789,
,166.004,
,166.03425,
,166.063075,
,166.143425,
,166.170525,
,166.19815,
,166.226875,
,166.251025,
,166.3551,
,166.372225,
,166.396125,
,166.416975,
,166.4349,
,166.44615,
,166.462975,
,166.47865,
,166.49445,
,166.53945,
,166.578525,
,166.60165,
,166.6251,
,166.6502,
,166.680825,
,166.700725,
,166.725425,
,166.765325,
,166.778575,
,166.818,
,166.853575,
,166.87695,
,166.886925,
,166.923,
,166.934325,
,166.964625,
,166.97995,
,166.9986,
,167.0235,
,167.043725,
,167.066125,
,167.0817,
,167.100425,
,167.12,
,167.147525,
,167.1607,
,167.170725,
,167.19115,
,167.252875,
,167.273425,
,167.290975,
,167.3059,
,167.3168,
,167.331625,
,167.341175,
,167.3588,
,167.377525,
,167.39,
,167.408325,
,167.4254,
,167.4483,
,167.47085,
,167.493575,
,167.503325,
,167.514525,
,167.532275,
,167.5637,
,167.58075,
,167.59615,
,167.610475,
,167.626275,
,167.64265,
,167.654575,
,167.6709,
,167.68635,
,167.72045,
,167.730925,
,167.7437,
,167.76785,
,167.7937,
,167.815825,
,167.8373,
,167.85495,
,167.893275,
,167.90545,
,167.918675,
,167.9336,
,167.9517,
,167.970575,
,167.99215,
,168.0067,
,168.024225,
,168.04995,
,168.1013,
,168.137425,
,168.158975,
,168.17395,
,168.191675,
,168.2111,
,168.228225,
,168.26045,
,168.281875,
,168.296875,
,168.339625,
,168.35435,
,168.36425,
,168.40685,
,168.4292,
,168.446125,
,168.46065,
,168.47975,
,168.48945,
,168.50455,
,168.518775,
,168.535325,
,168.5466,
,168.55965,
,168.574675,
,168.588,
,168.609625,
,168.6228,
,168.63465,
,168.6439,
,168.656925,
,168.672925,
,168.68615,
,168.705375,
,168.72395,
,168.766975,
,168.777425,
,168.793525,
,168.815575,
,168.8327,
,168.848275,
,168.86785,
,168.878525,
,168.892375,
,168.9039,
,168.927575,
,168.95475,
,168.97955,
,168.997675,
,169.017725,
,169.029025,
,169.040975,
,169.059375,
,169.085375,
,169.112325,
,169.133325,
,169.149475,
,169.177875,
,169.19035,
,169.2029,
,169.217775,
,169.237875,
,169.249075,
,169.266375,
,169.2951,
,169.310025,
,169.33455,
,169.3719,
,169.39495,
,169.41475,
,169.43555,
,169.449625,
,169.475725,
,169.494175,
,169.50525,
,169.52465,
,169.539475,
,169.5515,
,169.56795,
,169.58165,
,169.6021,
,169.61505,
,169.63105,
,169.65725,
,169.670225,
,169.6906,
,169.70295,
,169.718325,
,169.730725,
,169.762725,
,169.781725,
,169.795325,
,169.810675,
,169.823625,
,169.852575,
,169.8698,
,169.88505,
,169.89945,
,169.910175,
,169.940225,
,169.996675,
,170.032825,
,170.065625,
,170.09605,
,170.1201,
,170.153475,
,170.1655,
,170.1964,
,170.235025,
,170.262375,
,170.27775,
,170.30255,
,170.32105,
,170.344925,
,170.363125,
,170.392075,
,170.4134,
,170.4371,
,170.4546,
,170.47075,
,170.5111,
,170.524175,
,170.578525,
,170.599575,
,170.61965,
,170.64275,
,170.6999,
,170.718225,
,170.731825,
,170.744525,
,170.757575,
,170.77435,
,170.78945,
,170.8217,
,170.833175,
,170.8749,
,170.8846,
,170.89765,
,170.920025,
,170.93605,
,170.947475,
,170.961375,
,171.000675,
,171.02375,
,171.03865,
,171.0848,
,171.122425,
,171.149825,
,171.170225,
,171.189725,
,171.211675,
,171.2301,
,171.242175,
,171.261675,
,171.279575,
,171.30755,
,171.339525,
,171.35425,
,171.366825,
,171.397675,
,171.424525,
,171.437975,
,171.472075,
,171.48805,
,171.501475,
,171.521975,
,171.55715,
,171.573875,
,171.593725,
,171.6189,
,171.643475,
,171.66665,
,171.689225,
,171.735325,
,171.7879,
,171.805,
,171.8159,
,171.82715,
,171.84805,
,171.8643,
,171.8823,
,171.926375,
,171.947125,
,171.966425,
,171.98615,
,172.006025,
,172.040925,
,172.052925,
,172.07735,
,172.092775,
,172.13465,
,172.15465,
,172.178475,
,172.2119,
,172.240775,
,172.2566,
,172.294825,
,172.3124,
,172.32855,
,172.368275,
,172.41205,
,172.467075,
,172.480975,
,172.4943,
,172.517675,
,172.542175,
,172.58475,
,172.608075,
,172.63385,
,172.658525,
,172.671175,
,172.690525,
,172.7157,
,172.735025,
,172.755925,
,172.769975,
,172.783075,
,172.813075,
,172.828925,
,172.8447,
,172.862525,
,172.87915,
,172.898325,
,172.92035,
,172.93965,
,172.96605,
,172.98965,
,173.01295,
,173.026575,
,173.037225,
,173.054025,
,173.06475,
,173.0808,
,173.10255,
,173.1189,
,173.14795,
,173.163825,
,173.18665,
,173.22385,
,173.27605,
,173.295375,
,173.3161,
,173.338225,
,173.369325,
,173.397975,
,173.46035,
,173.4735,
,173.500975,
,173.523725,
,173.53685,
,173.554025,
,173.564775,
,173.591275,
,173.604675,
,173.629825,
,173.679375,
,173.691825,
,173.707075,
,173.716275,
,173.72955,
,173.7469,
,173.76375,
,173.779475,
,173.794675,
,173.8081,
,173.82065,
,173.838,
,173.855825,
,173.868125,
,173.88125,
,173.895125,
,173.9058,
,173.91895,
,173.931175,
,173.948175,
,173.9739,
,173.986775,
,174.0081,
,174.042725,
,174.05785,
,174.07325,
,174.0935,
,174.11475,
,174.133875,
,174.1446,
,174.154725,
,174.1665,
,174.1831,
,174.224325,
,174.232875,
,174.2473,
,174.2845,
,174.296,
,174.3147,
,174.333825,
,174.344875,
,174.35685,
,174.369975,
,174.386725,
,174.4142,
,174.445375,
,174.45975,
,174.477375,
,174.489775,
,174.501775,
,174.516325,
,174.5296,
,174.547675,
,174.56495,
,174.58565,
,174.625725,
,174.641625,
,174.6583,
,174.670175,
,174.6919,
,174.70445,
,174.717725,
,174.7317,
,174.74775,
,174.76555,
,174.784325,
,174.7985,
,174.81305,
,174.831875,
,174.843325,
,174.858825,
,174.875125,
,174.8862,
,174.8996,
,174.91175,
,174.92605,
,174.935375,
,174.95605,
,174.978325,
,174.9934,
,175.00855,
,175.0247,
,175.04685,
,175.07115,
,175.082175,
,175.0948,
,175.1128,
,175.123075,
,175.13665,
,175.1591,
,175.1774,
,175.1857,
,175.1973,
,175.2108,
,175.224375,
,175.24585,
,175.272925,
,175.299525,
,175.310975,
,175.3247,
,175.3474,
,175.358975,
,175.372925,
,175.38255,
,175.3997,
,175.4103,
,175.427075,
,175.44245,
,175.453325,
,175.48735,
,175.498625,
,175.514175,
,175.5305,
,175.547625,
,175.560175,
,175.574025,
,175.58535,
,175.600275,
,175.634825,
,175.656025,
,175.66905,
,175.68025,
,175.694075,
,175.704175,
,175.7228,
,175.73195,
,175.7471,
,175.770175,
,175.7855,
,175.800825,
,175.814075,
,175.823125,
,175.83305,
,175.8442,
,175.853975,
,175.872775,
,175.885275,
,175.910375,
,175.944175,
,175.955175,
,175.9802,
,175.99515,
,176.00885,
,176.024075,
,176.03415,
,176.044325,
,176.055875,
,176.0799,
,176.090525,
,176.11245,
,176.1359,
,176.1486,
,176.175875,
,176.1901,
,176.202325,
,176.21455,
,176.22715,
,176.240625,
,176.259925,
,176.28445,
,176.2982,
,176.312825,
,176.340575,
,176.350825,
,176.36915,
,176.384925,
,176.396375,
,176.411825,
,176.421925,
,176.4368,
,176.4553,
,176.472025,
,176.49405,
,176.50365,
,176.516225,
,176.5321,
,176.5468,
,176.568025,
,176.582075,
,176.59895,
,176.635275,
,176.64445,
,176.6584,
,176.67065,
,176.68225,
,176.6991,
,176.7204,
,176.7381,
,176.748325,
,176.77195,
,176.78485,
,176.80785,
,176.8221,
,176.843575,
,176.854125,
,176.8743,
,176.882475,
,176.895625,
,176.910075,
,176.92125,
,176.9453,
,176.9665,
,176.978875,
,177.009225,
,177.027975,
,177.04335,
,177.05565,
,177.06575,
,177.077325,
,177.090425,
,177.10055,
,177.1138,
,177.1277,
,177.145325,
,177.15765,
,177.170925,
,177.18305,
,177.19905,
,177.213525,
,177.2224,
,177.233025,
,177.25465,
,177.279975,
,177.2953,
,177.309575,
,177.32545,
,177.33825,
,177.362775,
,177.37885,
,177.39715,
,177.41165,
,177.44025,
,177.45055,
,177.4604,
,177.489,
,177.50025,
,177.51635,
,177.53075,
,177.550175,
,177.5623,
,177.577075,
,177.5884,
,177.600025,
,177.614875,
,177.62595,
,177.6434,
,177.667425,
,177.6877,
,177.7002,
,177.72135,
,177.732175,
,177.7491,
,177.76615,
,177.781275,
,177.7933,
,177.81225,
,177.824025,
,177.835075,
,177.863075,
,177.871575,
,177.887925,
,177.9012,
,177.922575,
,177.955475,
,177.9801,
,178.0053,
,178.0205,
,178.031275,
,178.052825,
,178.068375,
,178.08635,
,178.1022,
,178.120075,
,178.132725,
,178.14535,
,178.1575,
,178.172025,
,178.191825,
,178.20615,
,178.22535,
,178.25135,
,178.297625,
,178.316025,
,178.344825,
,178.359125,
,178.377,
,178.38815,
,178.406525,
,178.41945,
,178.434,
,178.4466,
,178.46245,
,178.4894,
,178.5091,
,178.52565,
,178.545125,
,178.557975,
,178.570175,
,178.5893,
,178.6086,
,178.62505,
,178.64415,
,178.6662,
,178.6923,
,178.702275,
,178.71915,
,178.737625,
,178.7529,
,178.775425,
,178.78985,
,178.82,
,178.8404,
,178.85155,
,178.8724,
,178.891775,
,178.91495,
,178.934825,
,178.949875,
,178.965175,
,178.99205,
,179.002275,
,179.015375,
,179.037325,
,179.0494,
,179.074525,
,179.106825,
,179.1227,
,179.1368,
,179.1624,
,179.178375,
,179.189475,
,179.20595,
,179.221025,
,179.240675,
,179.26025,
,179.29165,
,179.313825,
,179.330075,
,179.347825,
,179.3674,
,179.392075,
,179.403525,
,179.422375,
,179.4457,
,179.457975,
,179.470425,
,179.4884,
,179.52115,
,179.5302,
,179.541425,
,179.554625,
,179.56845,
,179.581975,
,179.59835,
,179.61395,
,179.633625,
,179.65135,
,179.6641,
,179.675975,
,179.703675,
,179.718125,
,179.73935,
,179.748725,
,179.76055,
,179.792,
,179.80795,
,179.8212,
,179.83355,
,179.8508,
,179.868625,
,179.8943,
,179.907375,
,179.9323,
,179.9435,
,179.959475,
,179.970375,
,179.982375,
,179.998575,
,180.014225,
,180.02925,
,180.05605,
,180.071475,
,180.092875,
,180.1206,
,180.13915,
,180.16205,
,180.175225,
,180.1879,
,180.19935,
,180.220475,
,180.22935,
,180.252375,
,180.264325,
,180.2808,
,180.312075,
,180.33495,
,180.3588,
,180.370475,
,180.392225,
,180.412825,
,180.433875,
,180.457975,
,180.4717,
,180.487525,
,180.50805,
,180.52585,
,180.5406,
,180.55,
,180.58245,
,180.5986,
,180.61215,
,180.62675,
,180.6377,
,180.655675,
,180.672675,
,180.6875,
,180.697475,
,180.735275,
,180.748125,
,180.75915,
,180.7688,
,180.78655,
,180.7998,
,180.816225,
,180.8323,
,180.8542,
,180.88125,
,180.898975,
,180.9129,
,180.9262,
,180.94015,
,180.961025,
,180.97415,
,180.995625,
,181.01505,
,181.0363,
,181.047575,
,181.06175,
,181.072775,
,181.0975,
,181.11045,
,181.123925,
,181.1414,
,181.171625,
,181.192525,
,181.222425,
,181.233825,
,181.258075,
,181.2688,
,181.290025,
,181.300375,
,181.3175,
,181.3396,
,181.35455,
,181.369125,
,181.382225,
,181.42115,
,181.43275,
,181.453075,
,181.471475,
,181.4888,
,181.502625,
,181.5215,
,181.53785,
,181.55035,
,181.571575,
,181.5845,
,181.604925,
,181.62325,
,181.6379,
,181.65535,
,181.678925,
,181.696225,
,181.711125,
,181.730925,
,181.744325,
,181.760775,
,181.7744,
,181.82135,
,181.83875,
,181.853425,
,181.872225,
,181.891325,
,181.90785,
,181.92525,
,181.934625,
,181.9477,
,181.962325,
,181.972925,
,181.98705,
,181.99885,
,182.015375,
,182.04165,
,182.0583,
,182.08925,
,182.104325,
,182.1231,
,182.13635,
,182.15995,
,182.18275,
,182.197525,
,182.22225,
,182.232775,
,182.241825,
,182.276375,
,182.286425,
,182.299525,
,182.3183,
,182.3431,
,182.361775,
,182.379625,
,182.398775,
,182.41505,
,182.43335,
,182.4554,
,182.468775,
,182.48545,
,182.503675,
,182.526025,
,182.5386,
,182.5694,
,182.58665,
,182.61955,
,182.649275,
,182.6854,
,182.704525,
,182.7225,
,182.736025,
,182.7446,
,182.7611,
,182.802975,
,182.8233,
,182.83755,
,182.848325,
,182.8679,
,182.895,
,182.909125,
,182.9253,
,182.9671,
,182.982325,
,183.01205,
,183.022275,
,183.03675,
,183.05945,
,183.07275,
,183.08405,
,183.107025,
,183.12195,
,183.1407,
,183.15295,
,183.173175,
,183.2032,
,183.21975,
,183.249825,
,183.261575,
,183.274975,
,183.293025,
,183.306275,
,183.327675,
,183.35015,
,183.3691,
,183.386875,
,183.401825,
,183.42315,
,183.442925,
,183.453875,
,183.471975,
,183.4914,
,183.504875,
,183.51775,
,183.532225,
,183.5488,
,183.56145,
,183.582425,
,183.59695,
,183.60975,
,183.6216,
,183.6401,
,183.66045,
,183.677125,
,183.6925,
,183.70595,
,183.721,
,183.7396,
,183.753125,
,183.766125,
,183.78865,
,183.80465,
,183.82075,
,183.83245,
,183.857825,
,183.87345,
,183.88635,
,183.90665,
,183.922375,
,183.94465,
,183.96505,
,183.97775,
,183.99305,
,184.015575,
,184.0338,
,184.046425,
,184.06,
,184.081775,
,184.107175,
,184.16315,
,184.174725,
,184.191525,
,184.21265,
,184.2238,
,184.24025,
,184.2515,
,184.262375,
,184.281025,
,184.294275,
,184.3084,
,184.33045,
,184.37015,
,184.392075,
,184.402575,
,184.42085,
,184.452525,
,184.46705,
,184.481675,
,184.49705,
,184.5081,
,184.53395,
,184.549675,
,184.5599,
,184.57265,
,184.5899,
,184.602525,
,184.622325,
,184.6368,
,184.659025,
,184.6813,
,184.69675,
,184.717475,
,184.73085,
,184.75455,
,184.771075,
,184.78725,
,184.817075,
,184.8273,
,184.83955,
,184.8526,
,184.869,
,184.885775,
,184.922275,
,184.939775,
,184.967075,
,184.989875,
,185.0053,
,185.031675,
,185.04785,
,185.07035,
,185.086575,
,185.1026,
,185.1202,
,185.1374,
,185.1609,
,185.17985,
,185.19,
,185.21515,
,185.2281,
,185.24625,
,185.26005,
,185.2724,
,185.3005,
,185.315725,
,185.359425,
,185.375325,
,185.394075,
,185.412675,
,185.425775,
,185.437175,
,185.46155,
,185.4748,
,185.492225,
,185.51055,
,185.541275,
,185.558775,
,185.571125,
,185.584425,
,185.599275,
,185.615725,
,185.63045,
,185.64135,
,185.6699,
,185.694125,
,185.7079,
,185.7227,
,185.731925,
,185.755125,
,185.766825,
,185.775775,
,185.786775,
,185.798075,
,185.830775,
,185.893275,
,185.9073,
,185.925375,
,185.9482,
,185.9682,
,185.97995,
,185.992425,
,186.006975,
,186.020225,
,186.0418,
,186.06515,
,186.07805,
,186.090275,
,186.115175,
,186.12565,
,186.140625,
,186.152075,
,186.1795,
,186.194,
,186.208575,
,186.242375,
,186.308975,
,186.322025,
,186.3419,
,186.37215,
,186.3856,
,186.39625,
,186.412325,
,186.427575,
,186.441175,
,186.4616,
,186.4863,
,186.542775,
,186.559525,
,186.593,
,186.627075,
,186.648925,
,186.663575,
,186.6886,
,186.713625,
,186.72835,
,186.7456,
,186.759325,
,186.7861,
,186.7991,
,186.824775,
,186.843575,
,186.87775,
,186.89585,
,186.932225,
,186.94375,
,187.01345,
,187.026775,
,187.043,
,187.053475,
,187.081775,
,187.0967,
,187.1168,
,187.131625,
,187.14645,
,187.156875,
,187.166425,
,187.18075,
,187.196925,
,187.209475,
,187.219725,
,187.23155,
,187.255675,
,187.266,
,187.281825,
,187.2934,
,187.311375,
,187.33465,
,187.349975,
,187.3689,
,187.386475,
,187.404025,
,187.43185,
,187.4438,
,187.45605,
,187.469525,
,187.483125,
,187.500625,
,187.51915,
,187.5354,
,187.547725,
,187.56645,
,187.58125,
,187.5915,
,187.604375,
,187.6169,
,187.627125,
,187.6415,
,187.655975,
,187.675875,
,187.694125,
,187.708925,
,187.7368,
,187.76385,
,187.7865,
,187.80095,
,187.8178,
,187.831225,
,187.8519,
,187.868325,
,187.8873,
,187.9021,
,187.918875,
,187.935325,
,187.951575,
,187.9784,
,188.000975,
,188.01275,
,188.025,
,188.041525,
,188.0543,
,188.069375,
,188.081775,
,188.0994,
,188.118925,
,188.133625,
,188.14805,
,188.162475,
,188.171875,
,188.18965,
,188.19915,
,188.2144,
,188.23225,
,188.250575,
,188.264175,
,188.275175,
,188.2911,
,188.3057,
,188.31735,
,188.3343,
,188.352175,
,188.36365,
,188.373275,
,188.391275,
,188.408675,
,188.430175,
,188.44745,
,188.480425,
,188.489175,
,188.5047,
,188.51625,
,188.527375,
,188.544575,
,188.5521,
,188.57065,
,188.5951,
,188.61035,
,188.631025,
,188.655725,
,188.69905,
,188.7213,
,188.7383,
,188.769875,
,188.80095,
,188.82415,
,188.8411,
,188.8518,
,188.87155,
,188.8843,
,188.9007,
,188.9153,
,188.926025,
,188.93715,
,188.973325,
,188.988425,
,189.00935,
,189.025225,
,189.0479,
,189.069475,
,189.0842,
,189.103125,
,189.135875,
,189.1487,
,189.16425,
,189.179925,
,189.213025,
,189.23705,
,189.252975,
,189.2774,
,189.295975,
,189.31765,
,189.335475,
,189.352375,
,189.37785,
,189.394525,
,189.41825,
,189.432,
,189.460975,
,189.474575,
,189.505575,
,189.5297,
,189.53905,
,189.56835,
,189.585725,
,189.60525,
,189.61885,
,189.640175,
,189.658,
,189.682,
,189.694975,
,189.705075,
,189.718675,
,189.7301,
,189.744375,
,189.75985,
,189.78045,
,189.790775,
,189.8153,
,189.82815,
,189.8459,
,189.895325,
,189.9084,
,189.92105,
,189.9358,
,189.950375,
,189.9806,
,189.997825,
,190.01045,
,190.028,
,190.03985,
,190.0553,
,190.065975,
,190.08695,
,190.10165,
,190.1259,
,190.143375,
,190.168875,
,190.192775,
,190.20985,
,190.22605,
,190.2431,
,190.256575,
,190.269775,
,190.288625,
,190.304025,
,190.327625,
,190.3481,
,190.3594,
,190.37195,
,190.3872,
,190.414425,
,190.42995,
,190.444925,
,190.4647,
,190.4837,
,190.49485,
,190.50985,
,190.520175,
,190.544875,
,190.598625,
,190.610425,
,190.628475,
,190.64375,
,190.65945,
,190.674625,
,190.691525,
,190.7067,
,190.7188,
,190.737025,
,190.755875,
,190.8033,
,190.825725,
,190.838325,
,190.85055,
,190.867,
,190.885675,
,190.900075,
,190.91025,
,190.921575,
,190.934225,
,190.9495,
,190.967525,
,190.988475,
,190.99835,
,191.011875,
,191.0271,
,191.0557,
,191.07245,
,191.09915,
,191.112,
,191.135575,
,191.162675,
,191.18805,
,191.218225,
,191.227325,
,191.242125,
,191.266625,
,191.278225,
,191.29255,
,191.30375,
,191.315875,
,191.33055,
,191.351975,
,191.374075,
,191.39095,
,191.409425,
,191.42105,
,191.443175,
,191.45745,
,191.4708,
,191.49195,
,191.514275,
,191.529675,
,191.57835,
,191.589925,
,191.60075,
,191.6137,
,191.62395,
,191.6426,
,191.66585,
,191.68415,
,191.6981,
,191.721225,
,191.73945,
,191.751025,
,191.771625,
,191.7871,
,191.81445,
,191.82915,
,191.841325,
,191.85835,
,191.876625,
,191.8951,
,191.909425,
,191.958625,
,191.975375,
,191.98975,
,191.999725,
,192.02625,
,192.0371,
,192.054575,
,192.070475,
,192.087475,
,192.112675,
,192.122025,
,192.1319,
,192.145725,
,192.163125,
,192.178825,
,192.19355,
,192.20485,
,192.22355,
,192.234425,
,192.25115,
,192.273175,
,192.28575,
,192.297775,
,192.314775,
,192.32655,
,192.33805,
,192.362425,
,192.375675,
,192.3958,
,192.4334,
,192.445775,
,192.460525,
,192.472375,
,192.491325,
,192.5132,
,192.5231,
,192.534875,
,192.568125,
,192.578675,
,192.589125,
,192.6034,
,192.61815,
,192.63425,
,192.64955,
,192.667375,
,192.679725,
,192.696875,
,192.719125,
,192.73095,
,192.766175,
,192.776825,
,192.785825,
,192.801725,
,192.812775,
,192.826875,
,192.8496,
,192.86865,
,192.888775,
,192.914125,
,192.9311,
,192.9536,
,192.968325,
,192.9864,
,193.001325,
,193.0136,
,193.025225,
,193.050225,
,193.06955,
,193.0852,
,193.0965,
,193.109325,
,193.122775,
,193.165975,
,193.180975,
,193.199,
,193.213575,
,193.223975,
,193.2373,
,193.2529,
,193.26565,
,193.284325,
,193.3068,
,193.3277,
,193.3389,
,193.354775,
,193.3712,
,193.38195,
,193.4034,
,193.421875,
,193.434775,
,193.45115,
,193.4896,
,193.507625,
,193.520275,
,193.571075,
,193.582825,
,193.60615,
,193.629425,
,193.6427,
,193.665325,
,193.67625,
,193.6885,
,193.7055,
,193.725675,
,193.740575,
,193.764275,
,193.780025,
,193.7963,
,193.817425,
,193.8389,
,193.8591,
,193.89065,
,193.907925,
,193.919825,
,193.93215,
,193.9768,
,193.989075,
,194.02675,
,194.0419,
,194.05475,
,194.070925,
,194.08995,
,194.098325,
,194.11575,
,194.1396,
,194.154675,
,194.17395,
,194.188275,
,194.2038,
,194.2176,
,194.23805,
,194.2524,
,194.274925,
,194.2933,
,194.30835,
,194.32665,
,194.347975,
,194.3656,
,194.37835,
,194.396825,
,194.406475,
,194.4262,
,194.462975,
,194.4879,
,194.52185,
,194.54015,
,194.55895,
,194.587625,
,194.620525,
,194.6324,
,194.65415,
,194.669275,
,194.691525,
,194.707125,
,194.73015,
,194.746625,
,194.774225,
,194.78725,
,194.80185,
,194.813275,
,194.831025,
,194.84215,
,194.862,
,194.879125,
,194.89225,
,194.906775,
,194.955275,
,194.96915,
,194.9821,
,195.006025,
,195.022975,
,195.0358,
,195.06275,
,195.074825,
,195.084325,
,195.099275,
,195.131375,
,195.182225,
,195.19755,
,195.2412,
,195.2548,
,195.269825,
,195.2962,
,195.333875,
,195.344875,
,195.363175,
,195.3862,
,195.40845,
,195.45315,
,195.484175,
,195.507725,
,195.523225,
,195.5372,
,195.555025,
,195.565575,
,195.586925,
,195.599175,
,195.615575,
,195.630325,
,195.656425,
,195.6942,
,195.71535,
,195.73595,
,195.746425,
,195.764825,
,195.780325,
,195.80485,
,195.8233,
,195.8417,
,195.864875,
,195.89045,
,195.903975,
,195.92085,
,195.940075,
,195.956925,
,195.976575,
,195.9958,
,196.016275,
,196.033275,
,196.050075,
,196.072925,
,196.112425,
,196.12695,
,196.14465,
,196.164575,
,196.1962,
,196.20725,
,196.221425,
,196.241025,
,196.25355,
,196.26725,
,196.2832,
,196.29555,
,196.30905,
,196.326725,
,196.33975,
,196.356825,
,196.37935,
,196.390475,
,196.401975,
,196.413675,
,196.4426,
,196.451375,
,196.463325,
,196.47245,
,196.483125,
,196.4991,
,196.510625,
,196.531025,
,196.551975,
,196.56925,
,196.58155,
,196.590225,
,196.6038,
,196.623025,
,196.6335,
,196.649225,
,196.661075,
,196.67035,
,196.688475,
,196.708925,
,196.7211,
,196.741175,
,196.75305,
,196.772825,
,196.78675,
,196.796275,
,196.808025,
,196.824825,
,196.836075,
,196.85825,
,196.868875,
,196.883875,
,196.8958,
,196.934225,
,196.9459,
,196.956875,
,196.96545,
,196.980925,
,196.988825,
,197.007825,
,197.02645,
,197.040125,
,197.05,
,197.063925,
,197.07595,
,197.089275,
,197.098275,
,197.1078,
,197.12105,
,197.129475,
,197.14115,
,197.152475,
,197.177975,
,197.18725,
,197.1984,
,197.211775,
,197.228875,
,197.241175,
,197.25515,
,197.26525,
,197.280325,
,197.29855,
,197.308225,
,197.32115,
,197.334,
,197.3439,
,197.358925,
,197.36985,
,197.3836,
,197.395025,
,197.407725,
,197.419475,
,197.44065,
,197.452125,
,197.475525,
,197.488475,
,197.50755,
,197.51915,
,197.53105,
,197.546275,
,197.56375,
,197.574425,
,197.595525,
,197.615675,
,197.6253,
,197.640425,
,197.658075,
,197.6705,
,197.683375,
,197.6966,
,197.7168,
,197.729975,
,197.7417,
,197.7574,
,197.77025,
,197.7927,
,197.81145,
,197.82495,
,197.839725,
,197.852275,
,197.863775,
,197.87755,
,197.889,
,197.90005,
,197.91865,
,197.94725,
,197.959075,
,197.9786,
,197.98835,
,197.999,
,198.01635,
,198.029275,
,198.042475,
,198.0533,
,198.06325,
,198.0735,
,198.08445,
,198.104375,
,198.121425,
,198.1358,
,198.14715,
,198.165125,
,198.177125,
,198.187375,
,198.202375,
,198.213575,
,198.222875,
,198.23395,
,198.243575,
,198.26285,
,198.27575,
,198.291075,
,198.311525,
,198.3276,
,198.34385,
,198.3593,
,198.36955,
,198.387825,
,198.40495,
,198.4138,
,198.42295,
,198.43945,
,198.4492,
,198.46675,
,198.475625,
,198.494675,
,198.507075,
,198.518975,
,198.532175,
,198.54335,
,198.557575,
,198.5851,
,198.614825,
,198.62875,
,198.643925,
,198.653775,
,198.671725,
,198.685275,
,198.695875,
,198.707875,
,198.72155,
,198.734275,
,198.747925,
,198.7648,
,198.78575,
,198.800875,
,198.820425,
,198.838525,
,198.862625,
,198.8758,
,198.887325,
,198.90255,
,198.919025,
,198.9324,
,198.9449,
,198.95295,
,198.964825,
,198.98065,
,199.00015,
,199.01055,
,199.02805,
,199.044825,
,199.054925,
,199.06975,
,199.0822,
,199.10135,
,199.1141,
,199.1225,
,199.131825,
,199.1417,
,199.155975,
,199.16745,
,199.1997,
,199.2128,
,199.23415,
,199.241725,
,199.25145,
,199.2629,
,199.276025,
,199.29905,
,199.309,
,199.321075,
,199.3331,
,199.352775,
,199.373625,
,199.402275,
,199.414075,
,199.428825,
,199.44255,
,199.455075,
,199.4682,
,199.483675,
