SPK_SPKC01a,SPK_SPKC01b,SPK_SPKC03b,SPK_SPKC07b,SPK_SPKC07c,SPK_SPKC12a,SPK_SPKC14c
170.454725,150.45565,137.8897,195.213175,202.8377,187.759975,129.80475
170.5084,150.508225,137.899875,195.26685,202.853325,187.817775,129.825
170.553,150.5742,137.996125,195.313475,202.858575,187.917975,129.852275
170.644725,150.631275,138.034425,195.39915,202.86535,188.01345,129.92665
170.671825,150.653375,138.078,195.410475,202.89935,188.059925,129.986725
170.71515,150.682725,138.1782,195.452775,202.910275,188.087725,130.020475
170.76395,150.717275,138.2351,195.46735,202.9144,188.145975,130.034725
170.778525,150.75605,138.316575,195.632575,202.926775,188.333025,130.0559
170.7847,151.131075,138.4332,195.6723,202.9448,188.4675,130.074925
170.80535,151.154175,138.5023,195.724925,202.9584,188.526925,130.09115
170.826475,151.200625,138.541525,195.7791,202.96145,188.6047,130.11605
170.871125,151.217675,138.579275,195.825625,202.968775,188.665575,130.148475
170.99645,151.243,138.591025,196.167075,202.973925,188.7209,130.17135
171.0455,151.25945,138.60215,196.188775,202.9764,188.780225,130.1928
171.115625,151.285675,138.635625,196.310575,202.9908,188.9209,130.2061
171.14115,151.3431,138.650725,196.35805,202.99365,189.1196,130.22
171.171975,151.398175,138.681125,196.45365,202.998875,189.221225,130.232525
171.18835,151.4509,138.693075,196.515525,203.0042,189.356675,130.2446
171.30365,151.4532,138.70605,196.557175,203.01305,189.39875,130.267675
171.32145,151.74785,138.7541,196.5756,203.01695,189.4563,130.280525
171.3406,151.775275,138.766725,196.5984,203.029075,189.484275,130.287475
171.3467,151.830025,138.7716,196.693075,203.03495,189.497675,130.321925
171.50455,151.84815,138.80905,196.786325,203.04835,189.5206,130.3588
171.531,151.888925,138.826125,196.799025,203.050225,189.5299,130.383675
171.566175,151.942925,138.85185,196.82935,203.0524,189.537625,130.39795
171.63685,152.1592,138.885075,196.845675,203.055825,189.59615,130.416175
171.664875,152.18195,139.000475,196.886475,203.05965,189.759325,130.432675
171.7506,152.2068,139.0405,196.943875,203.099075,189.770075,130.453725
171.8007,152.212775,139.166275,196.951375,203.131825,190.008,130.470875
171.805475,152.2537,139.199875,196.97315,203.16375,190.0699,130.49655
171.930725,152.27115,139.243825,196.998875,203.17355,190.07385,130.514925
171.999475,152.289925,139.258625,197.00405,203.2277,190.12295,130.542575
172.043425,152.31435,139.264875,197.107625,203.2618,190.130025,130.5713
172.121575,152.343075,139.277325,197.172475,203.3701,190.148625,130.586775
172.18295,152.371425,139.299575,197.18905,203.38215,190.19685,130.6098
172.3389,152.4033,139.311475,197.2867,203.419175,190.48045,130.636975
172.453275,152.436725,139.337975,197.316975,203.4388,190.58205,130.6701
172.52995,152.487125,139.359925,197.483125,203.66735,190.704175,130.7091
172.57545,152.552825,139.39925,197.513825,203.7073,190.8556,130.73725
172.824125,152.844875,139.43355,197.5386,203.7532,190.8664,130.767025
172.847525,152.866,139.452475,197.594625,203.816775,190.86955,130.80105
172.86765,152.886475,139.510225,197.6252,203.8462,191.129375,130.825225
172.894075,152.907725,139.528025,197.659375,203.849475,191.239775,130.836825
172.934775,152.9266,139.5542,197.667925,203.92915,191.316425,130.86045
172.98035,152.969125,139.565275,197.676175,203.945525,191.329475,130.87705
172.991375,152.98745,139.57365,197.7043,203.958325,191.36945,130.8932
172.9953,153.072475,139.584625,197.73035,203.980775,191.3991,130.958925
173.00945,153.319025,139.5936,197.757875,203.990625,191.469875,130.9701
173.063275,153.35525,139.598825,197.80655,204.032975,191.536475,130.990425
173.104475,153.3736,139.6074,197.9855,204.0845,191.61665,131.00995
173.24765,153.39125,139.6149,197.999375,204.088425,191.892975,131.032825
173.28645,153.408625,139.6208,198.0884,204.125,192.033725,131.0636
173.396025,153.437,139.661425,198.126425,204.145025,192.036975,131.0773
173.42705,153.478775,139.67185,198.206325,204.1624,192.1263,131.094475
173.44975,153.54435,139.674425,198.319975,204.167,192.2156,131.118375
173.5021,153.673125,139.678125,198.517425,204.184,192.294525,131.142225
173.678725,153.765625,139.702875,198.57075,204.1877,192.472075,131.182825
173.707725,153.788675,139.71415,198.601375,204.233625,192.752575,131.199625
173.737375,153.809625,139.736925,198.665825,204.242175,192.8038,131.23605
173.764675,153.826725,139.8033,198.7443,204.251175,192.8051,131.260075
173.834225,153.86065,139.8318,198.773275,204.2668,192.898325,131.283975
173.85925,153.882675,139.84975,198.803275,204.30045,192.961425,131.30685
173.9015,153.9525,139.911075,198.86785,204.303575,193.232875,131.339625
173.97055,154.010825,139.962725,198.9226,204.323875,193.298175,131.373625
174.08765,154.3373,140.01985,199.0006,204.377525,193.325525,131.40575
174.14295,154.39225,140.03395,199.06265,204.405175,193.453275,131.429775
174.22015,154.4105,140.0442,199.211925,204.67995,193.533925,131.44895
174.3184,154.43985,140.049,199.281,204.743575,193.55055,131.47575
174.3592,154.467425,140.065575,199.29625,204.898175,193.59145,131.5528
174.38205,154.5522,140.068525,199.34875,205.026,193.636425,131.587175
174.3839,154.89075,140.0789,199.392725,205.490775,193.706025,131.611175
174.41215,154.9121,140.0834,199.51745,205.712325,193.7646,131.652875
174.4877,154.930325,140.0982,199.682275,205.7845,193.8002,131.700875
174.540125,154.955975,140.10665,199.744975,205.865575,193.826025,131.7715
174.625875,154.9843,140.128175,199.77345,205.8949,193.970325,131.812625
174.7169,155.242225,140.1366,199.81545,205.8984,194.00775,131.84695
174.83535,155.262725,140.1601,199.91545,205.904125,194.00965,131.89135
174.93875,155.41185,140.191425,199.99535,205.9342,194.05325,131.904275
174.969675,155.464,140.193475,200.083925,206.03745,194.14655,131.920675
174.9968,155.4892,140.196275,200.128525,206.202325,194.2124,131.9413
174.998875,155.512525,140.20335,200.1442,206.397775,194.49925,131.960575
175.13935,155.5442,140.21265,200.315575,206.4185,194.671075,132.0113
175.14195,155.602925,140.224175,200.5985,206.4233,194.73095,132.0332
175.1653,155.642775,140.2367,200.78185,206.428225,194.764975,132.044975
175.177525,155.701025,140.25655,200.83325,206.53115,194.844725,132.05905
175.192425,155.986925,140.325325,200.996175,206.548825,194.980475,132.07125
175.194,156.03105,140.369175,201.47975,206.580525,195.115,132.08175
175.21835,156.036,140.485625,201.509175,206.5927,195.219225,132.102725
175.25065,156.057425,140.503375,201.544575,206.605075,195.238675,132.117975
175.28305,156.07945,140.519075,201.602275,206.675775,195.2832,132.124925
175.289225,156.108975,140.5363,201.6639,206.734625,195.5421,132.1869
175.355575,156.1814,140.542225,201.846225,206.756275,195.6587,132.231275
175.367375,156.19635,140.55025,201.9111,206.76255,195.730475,132.272875
175.3884,156.257825,140.55405,201.9341,206.989575,195.7471,132.2994
175.424025,156.4591,140.56165,202.048575,207.849325,195.757625,132.32165
175.457675,156.540825,140.565675,202.09145,208.111475,195.80005,132.347525
175.499675,156.560125,140.57915,202.189225,208.125775,195.8443,132.37685
175.54635,156.604525,140.587775,202.227725,208.26185,196.035825,132.400225
175.59515,156.6284,140.59985,202.24545,208.495975,196.155675,132.433075
175.62325,156.661675,140.618475,202.271325,208.830475,196.558325,132.456875
175.6457,156.69655,140.6441,202.29235,208.909075,196.6827,132.4773
175.6512,156.7335,140.6534,202.296075,209.037625,196.684625,132.507975
175.711125,156.78325,140.757175,202.317525,209.05015,196.86455,132.532525
175.736875,156.86625,140.77425,202.36165,209.0989,196.8785,132.56465
175.79945,156.987925,140.965675,202.380925,209.244425,196.97575,132.58895
175.8461,157.0702,140.993075,202.5021,209.279675,197.033275,132.6045
175.8568,157.112425,141.009425,202.590675,209.294875,197.052725,132.6189
175.863675,157.129775,141.020475,202.61815,209.30845,197.320025,132.642725
175.8947,157.1539,141.04845,202.6452,209.344675,197.4982,132.6629
175.901725,157.18185,141.0714,202.68415,209.363725,197.586225,132.6792
175.936325,157.1972,141.082325,202.709525,209.3774,197.9312,132.6863
176.0113,157.25435,141.096125,202.742775,209.444725,198.2028,132.69265
176.05195,157.31205,141.11305,202.760075,209.4758,198.411825,132.700475
176.06975,157.3505,141.1168,202.7658,209.577875,198.585725,132.71065
176.104725,157.412575,141.157025,202.81415,209.59775,198.61485,132.742825
176.12005,157.511325,141.179275,202.8249,209.699325,198.742375,132.773175
176.141125,157.57365,141.2315,202.84245,209.784675,198.923725,132.792975
176.203325,157.6087,141.372425,202.848375,209.907,199.068125,132.8096
176.22335,157.628225,141.403175,202.872675,210.0323,199.1617,132.819775
176.26165,157.6528,141.41035,202.877725,210.041725,199.58535,132.853
176.321075,157.700475,141.418125,202.9656,210.33085,199.5923,132.867475
176.552625,157.75915,141.4248,203.010125,210.350175,199.61795,132.895625
176.61505,158.038575,141.445225,203.119325,210.582775,199.931675,132.912325
176.651925,158.053125,141.457125,203.124625,210.6531,200.034375,132.9364
176.697725,158.069125,141.5445,203.2176,210.679475,200.180525,132.9619
176.7364,158.09405,141.569275,203.2474,210.696575,200.25575,132.97575
176.7951,158.1144,141.670675,203.35455,210.710025,200.277275,132.992025
176.850525,158.151225,141.735825,203.376925,210.730125,200.31555,133.0107
176.8628,158.182725,141.7506,203.38755,210.78115,200.365475,133.032375
176.869325,158.2244,141.758225,203.4372,210.879525,200.569725,133.058675
176.94575,158.253775,141.7676,203.542975,210.911625,200.83755,133.08895
176.98925,158.30915,141.785025,203.551175,210.928975,200.83935,133.1272
177.0274,158.367825,141.79285,203.700725,210.946675,201.1487,133.150275
177.142425,158.598375,141.798375,203.734625,211.009375,201.174175,133.214325
177.177925,158.6494,141.803875,203.75025,211.041225,201.214725,133.22645
177.223375,158.66365,141.8132,203.764775,211.057325,201.298525,133.247275
177.298025,158.6803,141.828125,203.7723,211.065175,201.491525,133.294275
177.324375,158.704475,141.8507,203.792725,211.137125,201.5864,133.320125
177.446975,158.759425,141.869,203.831325,211.234725,202.0394,133.34975
177.509775,158.7809,141.885,203.835725,211.2633,202.060325,133.3763
177.54235,158.8017,141.901025,203.97225,211.3354,202.13385,133.3933
177.58815,158.82215,141.904875,204.01935,211.3975,202.158225,133.403775
177.611775,158.841275,141.99955,204.04965,211.4018,202.256825,133.4191
177.6423,158.86265,142.012575,204.070025,211.479075,202.337625,133.461325
177.6914,158.884675,142.0142,204.154175,211.744625,202.3464,133.477725
177.759,158.909875,142.074175,204.1694,211.78385,202.36305,133.4871
177.7973,158.93915,142.1364,204.1762,211.80115,202.3742,133.505725
177.8599,159.273,142.179175,204.182925,211.8572,202.5506,133.519775
177.92625,159.284125,142.1927,204.2613,211.909425,202.603875,133.5279
178.0217,159.315875,142.209325,204.281325,211.91315,202.6539,133.53845
178.054875,159.336525,142.215525,204.316025,211.92065,202.68375,133.5511
178.112525,159.408975,142.231325,204.346925,211.92575,202.737825,133.56055
178.15905,159.432425,142.23965,204.4824,211.935425,202.8037,133.610175
178.237125,159.453925,142.245925,204.629175,211.994275,202.91635,133.718825
178.25885,159.5024,142.261075,204.6474,211.99875,203.013725,133.73605
178.29805,159.8735,142.281275,204.686175,212.0094,203.307225,133.77445
178.320825,159.931725,142.29115,204.720025,212.053975,203.538275,133.7953
178.37365,159.94885,142.35125,204.750025,212.061825,203.619375,133.843625
178.42945,159.96385,142.4052,204.7873,212.141025,203.6854,133.86595
178.461575,159.988475,142.423625,204.852175,212.14545,203.69855,133.88875
178.497175,160.011975,142.453525,204.88485,212.1622,203.767375,133.918525
178.526675,160.027425,142.456375,204.911125,212.17025,203.7768,133.937975
178.5686,160.0805,142.499525,204.9208,212.1837,203.84125,133.9743
178.691475,160.41195,142.6843,204.948225,212.226525,203.864675,134.026675
178.781125,160.42465,142.7052,205.0683,212.231475,203.879275,134.053775
178.805575,160.4582,142.713825,205.09665,212.254475,203.89285,134.0803
178.81895,160.4743,142.7203,205.6117,212.31075,203.986675,134.104675
178.8924,160.4937,142.726275,205.63225,212.323675,204.1452,134.1169
178.91785,160.505125,142.739025,205.716375,212.359175,204.1527,134.137125
178.959,160.5184,142.755675,205.8787,212.778525,204.2416,134.147575
178.98905,160.52965,142.813975,205.8934,213.126225,204.291075,134.162875
179.052075,160.54705,142.860775,205.944625,213.3699,204.295875,134.1759
179.08065,160.56415,142.891775,206.090775,213.478425,204.376325,134.20395
179.11875,160.58535,142.905925,206.100875,213.515225,204.6874,134.2168
179.319125,160.60905,142.95015,206.134925,213.557275,204.7353,134.239775
179.351175,160.9152,142.967375,206.275325,213.63745,204.8446,134.2776
179.424875,160.96105,142.993,206.309625,213.669175,204.8631,134.3052
179.48755,160.985075,143.0145,206.38955,213.7001,204.886175,134.32625
179.584825,161.00165,143.03345,206.441275,213.8084,205.2546,134.341425
179.841175,161.03555,143.045175,206.50175,213.87695,205.42815,134.37425
179.9611,161.052525,143.05335,206.535475,214.13065,205.474275,134.38925
180.0497,161.070275,143.074775,206.6114,214.307375,205.84855,134.4029
180.130975,161.0976,143.1096,206.877575,214.424375,205.910825,134.4577
180.140225,161.136025,143.12335,206.90685,214.445425,205.9846,134.4991
180.2257,161.1656,143.154575,207.091975,214.5563,206.25755,134.5574
180.323225,161.1923,143.189075,207.147225,214.63265,206.301725,134.58845
180.377325,161.229375,143.191275,207.341225,214.6419,206.3221,134.635725
180.53915,161.5878,143.2554,207.352425,214.73585,206.338925,134.6725
180.6518,161.6211,143.2686,207.37245,214.772025,206.60525,134.713
180.791075,161.6442,143.27775,207.410525,214.8874,206.721,134.730925
180.799525,161.6588,143.2838,207.482025,214.9224,206.778925,134.756325
180.948725,161.673275,143.33585,207.49525,214.95565,206.80985,134.77115
181.0325,161.733075,143.3428,207.514275,215.03235,206.998525,134.784
181.13895,161.798175,143.3488,207.563625,215.0684,207.191025,134.8223
181.2073,161.8841,143.36525,207.5814,215.19235,207.25005,134.837925
181.411525,162.13865,143.37775,207.6073,215.1937,207.305925,134.860925
181.50725,162.169125,143.38595,207.6194,215.331525,207.544925,134.9511
181.6182,162.199875,143.393725,207.87145,215.356775,207.6353,134.9756
181.7962,162.215225,143.4043,208.390025,215.37465,207.700225,135.019625
182.088475,162.2432,143.4451,208.427775,215.5179,207.836325,135.0426
182.117125,162.2614,143.492175,208.475475,215.5486,207.863325,135.069125
182.44775,162.28935,143.518375,208.5148,215.570575,208.0716,135.095075
182.534325,162.326525,143.5317,208.5212,215.5752,208.308775,135.13665
182.56035,162.38365,143.61445,208.579025,215.582975,208.346275,135.15915
182.5967,162.434075,143.618825,208.863075,215.619025,208.441425,135.184775
182.642025,162.757825,143.63,208.8724,215.6359,208.8181,135.21065
182.708575,162.7757,143.6393,209.0825,215.696425,208.846725,135.22115
182.80055,162.808475,143.65245,209.39415,215.911125,208.873475,135.241275
182.9028,162.8337,143.6583,209.480375,215.96145,209.05025,135.24905
182.9956,162.8598,143.67245,209.485575,216.018925,209.130475,135.257975
183.03775,162.972225,143.698175,209.505525,216.092825,209.16415,135.27155
183.129825,163.0055,143.7113,209.521175,216.101425,209.20225,135.279925
183.17875,163.13555,143.71885,209.5315,216.1043,209.306575,135.2949
183.24715,163.257325,143.73305,209.5561,216.196025,209.539925,135.33845
183.4105,163.336975,143.7905,209.89805,216.202425,209.640425,135.400225
183.431675,163.376725,143.8525,209.953975,216.208925,209.682225,135.424925
183.4723,163.4042,143.915875,210.097375,216.244425,209.767875,135.467125
183.525425,163.445175,144.003875,210.141275,216.252925,209.863675,135.48585
183.563125,163.486925,144.018325,210.161025,216.2588,209.897575,135.515825
183.6352,163.551675,144.034225,210.240125,216.266875,209.993525,135.5776
183.757575,163.67235,144.0434,210.290075,216.283225,210.17425,135.601175
183.963225,163.748525,144.084525,210.369925,216.361,210.213525,135.64005
183.9896,163.804775,144.10385,210.417275,216.443975,210.260625,135.6938
184.0593,163.84015,144.109975,210.4373,216.463525,210.289575,135.7148
184.114225,163.923675,144.112425,210.473775,216.50905,210.29995,135.740925
184.221625,164.280925,144.118275,210.524025,216.53165,210.343125,135.76015
184.37915,164.29355,144.136875,210.530425,216.579175,210.355025,135.782675
184.4328,164.305525,144.1505,210.557425,216.595225,210.582925,135.7968
184.4915,164.31855,144.164925,210.665325,216.60305,210.755125,135.822975
184.89225,164.32765,144.19435,210.75395,216.619,210.83545,135.840075
185.056525,164.349425,144.21385,210.8537,216.6341,210.86395,135.852525
185.102625,164.38825,144.238875,210.893975,216.646525,210.885075,135.885725
185.486025,164.61595,144.243725,211.084075,216.6875,210.8898,135.90555
185.646725,164.6313,144.29365,211.09905,216.704125,211.178175,135.909625
185.77885,164.641,144.296375,211.12145,216.734375,211.20395,135.9229
185.903975,164.68125,144.349725,211.294325,216.769675,211.41345,135.94105
185.939175,164.712375,144.361225,211.33215,216.796325,211.516875,135.95045
186.07085,164.726725,144.40675,211.408875,216.80185,211.554125,135.99125
186.12535,164.74425,144.4201,211.452075,216.831375,211.755175,136.000325
186.162625,164.7607,144.4362,211.518075,216.862475,211.845825,136.0257
186.208275,164.7747,144.45115,211.679,216.913275,211.92585,136.0443
186.2627,164.79605,144.4797,211.81045,216.9771,211.940175,136.0621
186.364575,164.96125,144.5005,211.86695,216.9968,211.99,136.125
186.414525,165.046525,144.5247,211.9281,217.0195,212.2694,136.15315
186.511375,165.080375,144.6099,211.9327,217.077175,212.40515,136.1705
186.623875,165.089225,144.611325,212.012525,217.0894,212.406525,136.19265
186.638025,165.098075,144.644225,212.1692,217.0996,212.4658,136.218975
186.675025,165.110875,144.661375,212.1979,217.108675,212.590425,136.2405
186.7305,165.1252,144.705,212.210275,217.2195,212.68375,136.2764
186.795975,165.1544,144.712775,212.23575,217.380625,212.6871,136.2976
186.85325,165.175775,144.715175,212.304125,217.47985,212.708925,136.34105
186.863125,165.18635,144.777,212.459,217.592475,212.772825,136.37695
186.876325,165.214875,144.7937,212.58705,217.598825,212.8635,136.4003
187.08145,165.560275,144.800275,212.678575,217.60325,213.034675,136.429075
187.1484,165.5688,144.82625,212.813075,217.609,213.0852,136.458375
187.1724,165.5793,144.854675,212.926525,217.621425,213.275075,136.4815
187.1862,165.590775,144.880225,212.936425,217.654875,213.406975,136.5068
187.226925,165.60245,144.920625,212.997975,217.6593,213.47305,136.52465
187.292425,165.6217,144.945725,213.023325,217.6628,213.6428,136.54215
187.3729,165.62925,144.981725,213.0641,217.674475,213.85245,136.563425
187.379825,165.637575,145.03735,213.11565,217.680625,213.872875,136.593325
187.478925,165.6488,145.060825,213.205875,217.68435,213.88035,136.61155
187.5303,165.6771,145.066925,213.35675,217.706,213.946325,136.6425
187.613775,165.6941,145.10885,213.643425,217.708725,214.225775,136.670675
187.6631,165.70765,145.1331,213.660925,217.76485,214.25965,136.6849
187.712975,165.722,145.152075,213.693075,217.7722,214.27735,136.70155
187.824525,165.7716,145.28005,213.745975,217.77875,214.312125,136.7155
187.9232,165.784525,145.3387,213.773725,217.8177,214.64555,136.73195
188.000525,165.8146,145.3605,213.798975,217.823675,214.64895,136.7531
188.1454,165.830525,145.405925,213.8232,217.825025,214.906425,136.7915
188.255,165.85025,145.40955,213.887525,217.839725,214.98025,136.8138
188.29255,165.886075,145.432025,214.063825,217.894225,215.20095,136.84255
188.4683,166.001575,145.44015,214.09815,217.898975,215.4879,136.87335
188.6095,166.077075,145.45795,214.169575,217.93085,215.55685,136.8955
188.8037,166.1193,145.49215,214.420925,217.98305,215.61915,136.9159
189.0339,166.1715,145.522625,214.495275,217.988175,215.733475,136.9537
189.037675,166.202575,145.5552,214.668325,218.004175,215.74215,137.051025
189.1168,166.26405,145.577975,214.67765,218.020475,215.95265,137.0715
189.17555,166.2826,145.585275,214.790425,218.0426,216.019775,137.08945
189.244075,166.316625,145.6242,214.827175,218.055725,216.029975,137.115225
189.31025,166.360275,145.6355,214.9788,218.0943,216.177125,137.142275
189.47305,166.721875,145.665325,214.99425,218.120725,216.455625,137.16365
189.5153,166.740075,145.683075,215.4071,218.229225,216.476375,137.18875
189.558775,166.767025,145.708275,215.5016,218.33245,216.496875,137.20785
189.625525,166.77815,145.812,215.52195,218.453025,216.574425,137.226425
189.653475,166.7918,145.822575,216.14105,218.518775,216.92515,137.28365
189.7751,166.8049,145.85135,216.14435,218.52685,216.9316,137.30585
189.93505,166.8391,145.88705,216.161375,218.535475,216.998725,137.32095
190.002625,166.907025,145.972475,216.2405,218.57745,217.073925,137.35605
190.05035,166.9098,145.975125,216.27615,218.6035,217.110225,137.373875
190.081975,167.093925,146.069325,216.284575,218.611175,217.201425,137.3964
190.103125,167.25715,146.082225,216.33305,218.991525,217.2906,137.407225
190.1118,167.3797,146.085725,216.3639,218.994775,217.489125,137.43855
190.14655,167.73255,146.097825,216.4565,219.022375,217.4929,137.47155
190.207025,167.75325,146.108275,216.474975,219.060925,217.536,137.50055
190.21835,167.766,146.12205,216.588175,219.085775,217.544125,137.5197
190.293225,167.779925,146.162325,216.67015,219.0884,217.678025,137.546725
190.368925,167.79135,146.21945,216.68125,219.091675,217.70205,137.5706
190.595825,167.809525,146.240075,216.725125,219.106575,217.81855,137.5895
190.6611,167.826075,146.27345,216.81435,219.11395,217.973375,137.6139
190.757975,167.84415,146.369325,216.900625,219.118775,217.999375,137.626475
190.797275,167.897325,146.3976,216.9337,219.1493,218.17925,137.6409
190.99385,168.224225,146.413225,216.9923,219.1509,218.406675,137.653675
191.122175,168.38485,146.4413,216.9957,219.164225,218.808525,137.672925
191.1633,168.40545,146.491475,217.0299,219.17145,218.8664,137.692725
191.215275,168.41675,146.499925,217.07545,219.174525,218.9789,137.712675
191.22785,168.42655,146.5085,217.112825,219.1927,219.043225,137.7376
191.3033,168.436625,146.517625,217.144275,219.1953,219.0853,137.7694
191.33525,168.447075,146.535275,217.2029,219.2122,219.17295,137.79925
191.37885,168.45745,146.566625,217.246,219.2286,219.22305,137.82075
191.392575,168.471575,146.631925,217.3133,219.231825,219.250475,137.84885
191.682075,168.4906,146.66175,217.3234,219.243325,219.2772,137.874225
191.711875,168.50845,146.669825,217.349525,219.2513,219.297275,137.91205
191.75595,168.510825,146.686075,217.355525,219.2619,219.328975,137.934125
191.7789,168.5245,146.726525,217.3713,219.281275,219.344725,137.952075
191.837,168.576725,146.728775,217.40985,219.316025,219.488925,137.97325
191.9595,168.5925,146.742225,217.493425,219.458275,219.496725,137.9923
192.0877,168.630775,146.79775,217.527,219.808975,219.640275,138.0172
192.10615,168.6874,146.92655,217.534325,219.90285,219.6855,138.0384
192.12475,168.695925,146.9429,217.583,219.968875,219.8326,138.081625
192.163575,168.7731,146.968775,217.691175,220.0247,219.8849,138.096125
192.2985,168.838975,146.979075,217.733975,220.36875,220.348925,138.120025
192.51105,168.8871,146.994725,217.7832,220.66745,220.3942,138.134025
192.5479,168.9184,147.048375,217.8501,221.1224,220.399425,138.149625
192.59945,168.95425,147.186975,217.876275,221.2777,220.609,138.175375
192.652575,168.9649,147.2069,218.0373,221.35295,220.822875,138.2071
192.687175,168.97805,147.222325,218.050675,221.374075,220.826825,138.22575
192.744225,168.992575,147.228625,218.082725,221.736575,220.83885,138.2564
192.805225,168.997975,147.2582,218.126575,222.019025,221.1014,138.272825
192.9745,169.0091,147.312475,218.12895,223.113075,221.306325,138.315825
193.119475,169.055525,147.360225,218.1937,223.57995,221.3633,138.35615
193.149375,169.0799,147.375575,218.2451,223.60995,221.406025,138.41655
193.1817,169.145425,147.383225,218.267025,223.730725,221.70975,138.4379
193.258175,169.195625,147.39375,218.381775,223.73485,221.7659,138.46265
193.315825,169.24245,147.438525,218.4213,223.7609,221.8246,138.479375
193.362675,169.29245,147.441225,218.534375,223.78075,221.9078,138.495375
193.4526,169.365475,147.508875,218.571275,223.8073,222.35295,138.502225
193.468525,169.389375,147.661375,218.62605,223.919,222.416075,138.549225
193.5087,169.440175,147.70435,218.700025,223.938575,222.4173,138.5711
193.523025,169.463275,147.707625,218.7831,224.12515,222.9484,138.587075
193.553825,169.48805,147.7161,218.8002,224.411425,223.34295,138.6109
193.579525,169.51125,147.729625,218.9364,224.431675,223.4553,138.633575
193.611875,169.535175,147.74425,219.0178,224.772575,223.5259,138.6504
193.616425,169.604425,147.777575,219.1549,225.1956,223.554175,138.67215
193.6817,169.62595,147.78555,219.25785,225.57435,223.629125,138.693025
193.756075,169.6618,147.804325,219.299225,225.70775,223.69675,138.709425
193.8691,169.695125,147.825025,219.309,225.7831,223.829325,138.75655
193.9066,169.732475,147.84105,219.39485,225.8098,223.9813,138.77515
193.934525,169.772775,147.85475,219.4002,225.824575,224.0223,138.8045
193.9811,169.823325,147.884,219.4031,225.90625,224.049225,138.8243
194.047275,169.86155,147.891775,219.4286,225.996375,224.09235,138.838125
194.081275,169.943275,147.898475,219.464425,226.0088,224.26615,138.8613
194.17985,170.001175,147.91495,219.480625,226.0244,224.34535,138.88445
194.253875,170.04575,147.92665,219.502325,226.0298,224.3771,138.91435
194.379825,170.075425,147.936225,220.06925,226.044475,224.465225,138.943275
194.433075,170.101025,147.953075,220.100975,226.051875,224.564875,138.967
194.48145,170.121025,148.033275,220.297925,226.08975,224.638925,138.984575
194.54215,170.13545,148.04455,220.46585,226.1229,224.806275,139.00045
194.58945,170.15265,148.088725,220.511125,226.139125,224.97625,139.028625
194.62785,170.172275,148.1085,220.6367,226.141825,225.075325,139.05895
194.66255,170.1866,148.120325,220.819575,226.161875,225.213325,139.102875
194.7184,170.19775,148.14135,220.98475,226.186425,225.329575,139.121475
194.9178,170.201075,148.163275,221.12,226.19395,225.586525,139.1402
194.9708,170.222875,148.253975,221.148775,226.202775,225.777875,139.183275
195.045525,170.247025,148.34225,221.37305,226.23705,225.83685,139.195425
195.09985,170.293,148.361925,221.427025,226.239275,225.86035,139.212225
195.12855,170.319775,148.366325,221.544925,226.252475,225.91605,139.258625
195.332575,170.32465,148.372525,221.577675,226.260625,225.9458,139.28455
195.43025,170.49065,148.38485,221.65785,226.38985,225.974975,139.299575
195.455025,170.54245,148.390375,221.6758,226.4466,225.99885,139.418025
195.498575,170.573425,148.4348,221.829525,226.483625,226.188575,139.43095
195.5743,170.607325,148.470925,221.855825,226.542425,226.190025,139.45525
195.614575,170.63025,148.5042,221.932775,226.683025,226.48305,139.468125
195.64995,170.65915,148.534975,222.144375,226.700425,226.723575,139.484925
195.726275,170.6803,148.54785,222.229025,226.7655,226.77265,139.501275
195.793,170.6991,148.55555,222.32295,226.7757,226.81615,139.524575
195.84075,170.721125,148.56555,222.3982,226.789875,226.838925,139.55975
195.9164,170.74125,148.568225,222.49405,226.807025,226.85595,139.56975
195.963475,170.760525,148.601625,222.558725,226.827375,226.864825,139.587875
196.005025,170.793075,148.627,222.7305,226.831375,226.889275,139.610075
196.025425,170.8134,148.64385,222.75025,226.84065,226.976975,139.62385
196.05905,170.875625,148.65205,222.7663,226.855175,227.0168,139.65425
196.11165,171.1959,148.66695,222.86835,226.863875,227.027075,139.6632
196.2053,171.230975,148.68305,222.89075,226.890075,227.0392,139.685775
196.2413,171.2552,148.730675,222.909175,226.8992,227.21255,139.70445
196.380925,171.263675,148.74805,222.961525,226.9336,227.2722,139.7167
196.418125,171.294125,148.76465,223.02215,226.9745,227.285325,139.757025
196.4668,171.3618,148.77675,223.053125,226.982775,227.3372,139.775825
196.499025,171.384575,148.88855,223.0697,227.016675,227.388875,139.813775
196.522575,171.3992,148.893425,223.1296,227.02695,227.5795,139.852975
196.528375,171.404,148.92695,223.41155,227.030975,227.73915,139.881075
196.543425,171.468275,149.1501,223.531375,227.0423,227.856375,139.9168
196.550125,171.52835,149.23225,223.5347,227.061775,228.000375,139.943175
196.7089,171.707725,149.237275,223.643325,227.1133,228.094775,139.96725
196.826425,171.744,149.24185,223.7096,227.120275,228.199225,140.002475
196.887175,171.766625,149.24945,223.751075,227.197175,228.256125,140.0442
196.93175,171.786125,149.2581,223.75395,227.2404,228.6931,140.09815
197.09235,171.8162,149.263,223.768125,227.332525,228.829575,140.124125
197.19745,171.82495,149.29285,223.788275,227.420225,228.83525,140.13375
