SPK_SPKC02a (no effect),SPK_SPKC02b (weak excitation),SPK_SPKC09a (no effect),SPK_SPKC11a (no effect)
40.121425,439.007675,138.2445,112.393
40.128825,439.032125,138.319125,112.406425
40.144975,439.279375,138.3475,112.4189
40.150825,439.55235,138.386675,112.4344
40.15795,439.945075,138.42145,112.48345
40.173375,439.98705,138.4534,112.522475
40.194575,440.020925,138.64085,112.530725
40.214675,440.1544,138.682475,112.562275
40.2204,440.20135,138.804275,112.649225
40.226775,440.2994,138.83,112.7018
40.2336,440.646675,138.9143,112.724025
40.2534,440.835975,138.985975,112.767375
40.2611,440.99635,139.0295,112.797075
40.268275,441.27825,139.0634,112.866275
40.2803,441.56325,139.098175,112.87975
40.287625,441.615,139.314875,112.902
40.294475,441.8728,139.36715,112.92065
40.324425,441.9259,139.43705,112.9313
40.35575,442.2986,139.45825,112.955475
40.36445,442.36905,139.479325,113.095725
40.373925,442.486175,139.52585,113.1108
40.3794,442.6972,139.617,113.129425
40.387025,442.81855,139.642275,113.185225
40.401575,443.29245,139.68045,113.242125
40.407775,443.5533,139.686675,113.2596
40.422425,443.616175,139.73,113.267075
40.4321,443.7502,139.848075,113.275675
40.438025,443.768475,139.88545,113.312375
40.46175,443.872875,139.900775,113.356025
40.46725,443.916575,139.9259,113.4023
40.49015,444.263425,139.9503,113.42205
40.50435,444.42155,140.106275,113.450625
40.510175,444.45825,140.140725,113.4589
40.5199,444.6011,140.26035,113.472875
40.5374,444.652825,140.303375,113.529775
40.5484,444.8037,140.338375,113.5922
40.55795,445.008175,140.378575,113.6298
40.58065,445.33425,140.409075,113.65265
40.586775,445.4897,140.44295,113.6923
40.60165,445.610575,140.477975,113.70995
40.61885,445.716525,140.5282,113.729
40.63375,445.7645,140.56705,113.75585
40.643775,445.961575,140.602675,113.8346
40.6583,446.2508,140.748375,113.8777
40.66725,446.672375,140.832025,113.917475
40.675225,446.8836,140.884525,114.031425
40.68445,447.0162,140.910775,114.10075
40.700125,447.081975,140.98195,114.1323
40.7267,447.184375,141.09635,114.2163
40.752875,447.32175,141.126375,114.28095
40.7628,448.3622,141.15865,114.330325
40.77105,448.521725,141.1754,114.38525
40.779725,448.7537,141.277725,114.423425
40.814225,449.424475,141.29625,114.45175
40.836725,449.62735,141.317925,114.45965
40.84445,449.802825,141.413075,114.47665
40.852325,450.0243,141.47005,114.499875
40.86055,450.026675,141.552425,114.5205
40.8769,450.074425,141.609225,114.572125
40.9049,450.3034,141.630025,114.601775
40.91715,450.667275,141.6699,114.643925
40.923825,450.718325,141.7067,114.663775
40.9481,451.008325,141.736725,114.681775
40.9655,451.291725,141.784475,114.719475
40.97175,451.37165,141.919325,114.752525
41.00345,451.461975,142.009775,114.95505
41.011725,451.5476,142.118575,114.999025
41.038725,452.1492,142.147025,115.085025
41.0508,452.539,142.170625,115.10335
41.089225,452.541125,142.214025,115.1168
41.098075,452.901225,142.29785,115.174225
41.10465,453.002125,142.323425,115.195075
41.111725,453.168725,142.364725,115.208925
41.122325,453.439275,142.50585,115.232425
41.1364,453.47645,142.63005,115.3037
41.14285,453.58515,142.702875,115.364475
41.183375,453.670875,142.754375,115.415525
41.190775,453.82625,142.828,115.454025
41.20735,454.105775,142.8806,115.464
41.220675,454.2409,142.901625,115.4846
41.262725,454.33005,142.935575,115.529825
41.271975,454.590475,142.956425,115.581275
41.284025,454.6713,142.99675,115.632
41.2915,454.717075,143.06395,115.6436
41.299075,454.770025,143.126175,115.67365
41.307325,454.801075,143.145875,115.6868
41.33305,455.31855,143.168425,115.702525
41.363025,455.359125,143.186625,115.734325
41.381275,455.46255,143.19065,115.7902
41.419675,455.523425,143.214325,115.812825
41.427725,455.7462,143.305775,115.953675
41.46425,455.94935,143.308825,116.001825
41.474475,456.091825,143.34525,116.03675
41.485725,456.173725,143.363525,116.109025
41.515975,456.271075,143.369325,116.11845
41.55005,456.463575,143.421925,116.145875
41.569225,456.5799,143.495775,116.309875
41.5852,456.7076,143.529275,116.3214
41.600775,457.71755,143.587025,116.335025
41.65745,458.293775,143.626125,116.34415
41.6686,458.478325,143.6693,116.385475
41.678275,458.639775,143.70075,116.4487
41.688175,458.949675,143.776475,116.516075
41.697425,459.5088,143.81695,116.586425
41.70735,460.13295,143.8808,116.605025
41.71905,460.446875,143.903675,116.634125
41.7302,460.9167,144.0538,116.68695
41.761675,461.066225,144.084575,116.7359
41.791425,461.549625,144.116275,116.7957
41.803525,461.708575,144.1376,116.831125
41.81715,462.054275,144.1704,116.859825
41.858675,462.373725,144.21585,116.8711
41.8949,462.48445,144.286175,116.943475
41.93665,462.56535,144.312625,117.054625
41.95115,462.818225,144.3566,117.12475
41.9602,462.9287,144.48565,117.150225
41.9821,463.130975,144.520225,117.18945
41.996775,463.21565,144.6636,117.25125
42.008975,463.2546,144.7762,117.392025
42.038175,463.400775,144.803625,117.40885
42.060275,463.56505,144.881725,117.524
42.0695,463.691725,144.93505,117.5465
42.0825,463.92255,145.07655,117.571275
42.09695,464.126525,145.13105,117.62815
42.11215,464.862975,145.1866,117.648525
42.139225,465.1929,145.218125,117.767775
42.155075,466.336975,145.308675,117.784
42.1678,466.523425,145.394525,117.80235
42.177775,466.585425,145.487325,117.851225
42.204075,466.654075,145.528225,117.9316
42.23005,466.781375,145.574975,117.939525
42.243775,466.89815,145.6022,117.979575
42.260625,467.098375,145.646825,117.998375
42.29195,467.433325,145.689075,118.0261
42.300225,467.6082,145.720675,118.114925
42.3173,467.835675,145.8668,118.158225
42.3315,467.869475,145.898375,118.16965
42.362625,467.89825,146.021825,118.333325
42.378525,468.217325,146.090275,118.344675
42.4149,469.096725,146.111025,118.377
42.4259,469.172375,146.229525,118.405675
42.458225,469.414225,146.260425,118.423475
42.4658,469.54195,146.316875,118.43035
42.487525,469.76435,146.4636,118.4803
42.518425,469.847275,146.483075,118.5496
42.52785,469.9165,146.53985,118.57755
42.554975,470.3568,146.565675,118.632275
42.57285,470.37885,146.61605,118.6377
42.6032,470.515425,146.664725,118.67325
42.614975,470.6103,146.687575,118.683325
42.640875,470.65205,146.7225,118.73405
42.658125,470.68245,146.746025,118.7876
42.692,470.7339,146.817175,118.82165
42.70405,470.755825,146.941575,118.83335
42.736425,470.833225,146.97565,118.847825
42.7459,470.9008,147.05475,118.87365
42.756625,470.965725,147.091125,119.00845
42.79975,471.43835,147.139325,119.02205
42.811225,471.54395,147.154125,119.0464
42.834775,471.61695,147.2046,119.076875
42.8609,471.6787,147.240825,119.112375
42.86755,471.825825,147.265,119.1208
42.897875,472.176825,147.29895,119.13975
42.91675,472.249425,147.322725,119.16395
42.9258,472.4694,147.340125,119.1988
42.9424,472.687275,147.3695,119.22785
42.9579,472.829075,147.483725,119.2913
42.984575,472.94725,147.531425,119.30025
43.008175,473.3077,147.6383,119.3467
43.02835,473.354225,147.717325,119.3857
43.0455,473.41135,147.83545,119.4401
43.099175,473.48025,147.852675,119.49165
43.12155,473.893025,147.94895,119.520225
43.1514,474.233925,147.96085,119.53535
43.169025,474.3162,147.9922,119.553625
43.19925,474.348225,148.114075,119.69325
43.246625,474.457525,148.23835,119.70475
43.27185,474.647925,148.2807,119.7185
43.3001,475.0492,148.32105,119.77715
43.311675,475.336325,148.34755,119.804525
43.3289,475.41115,148.380525,119.843575
43.34935,475.4735,148.428175,119.918575
43.366625,475.907625,148.457325,119.93615
43.378475,476.452225,148.48155,119.94805
43.395725,476.692925,148.56645,120.0099
43.40825,476.9963,148.650925,120.07225
43.4228,477.007225,148.69075,120.0891
43.4441,477.154425,148.708975,120.115175
43.455575,477.529125,148.752675,120.142
43.48035,477.681275,148.778475,120.1852
43.49985,477.698525,148.8211,120.204675
43.512075,477.770775,148.848625,120.277275
43.538275,477.9706,148.880675,120.2832
43.5503,478.03175,148.930875,120.293025
43.567475,478.668025,149.1925,120.305475
43.6037,478.6963,149.26735,120.319925
43.612375,478.7702,149.32435,120.439725
43.6277,478.83715,149.348275,120.5283
43.651525,478.9797,149.3755,120.573775
43.668725,479.3556,149.3966,120.59685
43.693225,479.414125,149.432825,120.651475
43.711175,479.508525,149.452525,120.671425
43.729525,479.61215,149.5684,120.72365
43.7571,479.6876,149.599525,120.737
43.799625,479.81755,149.62865,120.7632
43.824725,480.089675,149.657625,120.779275
43.855475,480.18805,149.6881,120.80895
43.86915,480.405175,149.827475,120.889625
43.87895,480.512925,149.85845,120.911525
43.90025,480.58215,149.90445,120.96095
43.924225,480.707475,149.944625,120.9736
43.944,480.775825,150.01375,120.99105
43.95665,480.92855,150.050975,121.05985
43.99025,481.05025,150.1106,121.07065
44.0111,481.1528,150.1962,121.09895
44.0337,481.3101,150.229475,121.14505
44.0557,481.413025,150.4002,121.247875
44.066725,481.452525,150.497525,121.271625
44.078925,481.46775,150.5635,121.298375
44.13285,481.5112,150.594875,121.36305
44.140925,481.6434,150.60365,121.39235
44.18815,481.844225,150.637475,121.4411
44.1988,482.005225,150.66975,121.48375
44.226525,482.3231,150.739725,121.50585
44.23955,482.3879,150.965775,121.526525
44.251625,482.46795,150.98925,121.5523
44.268375,482.847975,151.021925,121.5703
44.299875,482.935825,151.082275,121.6065
44.30915,482.981225,151.1705,121.625625
44.324975,483.035325,151.20385,121.633875
44.33445,483.21435,151.3696,121.672775
44.3592,483.32825,151.48335,121.685075
44.367325,483.4634,151.49615,121.70475
44.38475,483.668375,151.500375,121.75735
44.40225,483.766075,151.57785,121.8031
44.41575,484.0103,151.65355,121.827
44.431625,484.1138,151.77765,121.985875
44.447225,484.12065,151.853375,122.07845
44.473025,484.301325,151.88705,122.1275
44.48205,484.417925,151.9643,122.1635
44.50035,484.78275,152.035125,122.167225
44.507125,485.0008,152.07055,122.1887
44.5186,485.302775,152.102325,122.2147
44.52835,485.3484,152.1444,122.3357
44.557675,485.6459,152.1973,122.4477
44.56665,485.743425,152.256875,122.48695
44.5769,485.759575,152.33445,122.50945
44.595925,486.060525,152.400675,122.51885
44.608725,486.14795,152.50565,122.549575
44.629875,486.249825,152.570475,122.57475
44.644475,486.410225,152.63565,122.602425
44.680225,486.486125,152.67855,122.6216
44.68925,486.62055,152.716375,122.63595
44.714375,,152.770675,122.780025
44.737225,,152.813275,122.82045
44.7594,,152.8318,122.860125
44.773075,,152.8982,122.908775
44.789825,,152.9263,122.934875
44.8098,,153.1046,122.9525
44.8187,,153.146275,122.973875
44.844375,,153.1932,123.02505
44.862575,,153.277,123.04125
44.8887,,153.312125,123.0601
44.9434,,153.376725,123.14
44.9529,,153.43425,123.1718
44.966125,,153.476325,123.196575
44.980275,,153.51655,123.27625
44.993425,,153.5614,123.2979
45.029275,,153.6077,123.37695
45.04575,,153.63725,123.390025
45.087025,,153.6613,123.474325
45.11335,,153.701775,123.5136
45.1486,,153.737225,123.535025
45.17585,,153.9336,123.5528
45.1881,,153.9346,123.593125
45.21015,,153.990825,123.6095
45.2423,,154.0358,123.684725
45.2661,,154.074075,123.7162
45.291075,,154.13565,123.729575
45.31805,,154.194175,123.8973
45.336325,,154.221425,123.9214
45.358475,,154.342975,123.937875
45.38955,,154.365175,123.980475
45.400525,,154.38405,124.01075
45.416475,,154.42285,124.024925
45.4309,,154.44015,124.1084
45.4671,,154.514075,124.13105
45.49405,,154.538575,124.15265
45.514825,,154.57345,124.1689
45.5206,,154.59815,124.1964
45.5492,,154.628875,124.219925
45.57775,,154.658825,124.22815
45.59865,,154.739025,124.27495
45.623025,,154.830075,124.327025
45.654625,,154.939625,124.390825
45.662625,,154.9667,124.41845
45.693425,,155.00455,124.444225
45.72065,,155.0309,124.46385
45.73815,,155.16345,124.49895
45.761975,,155.1945,124.52535
45.788475,,155.2396,124.54815
45.822275,,155.42915,124.66915
45.8342,,155.4738,124.68855
45.8477,,155.509625,124.6996
45.8644,,155.53405,124.7741
45.87445,,155.601275,124.941975
45.89305,,155.640625,124.979775
45.9064,,155.710425,124.994075
45.917675,,155.747075,125.01115
45.93415,,155.775975,125.03825
45.954975,,155.969525,125.05
45.967775,,156.008175,125.07615
45.985025,,156.03965,125.108025
45.998025,,156.120775,125.188825
46.017375,,156.14365,125.2038
46.042775,,156.186475,125.215425
46.0685,,156.20985,125.248025
46.098875,,156.284775,125.309675
46.1137,,156.312375,125.3941
46.12575,,156.409175,125.427275
46.18645,,156.495175,125.44505
46.245575,,156.76885,125.452775
46.2638,,156.79825,125.4635
46.282425,,156.85,125.4986
46.304925,,156.893925,125.580875
46.32425,,156.93525,125.6055
46.3442,,156.9512,125.6272
46.352575,,157.0259,125.64235
46.3718,,157.05075,125.686875
46.39495,,157.12145,125.76805
46.404975,,157.151825,125.793525
46.420775,,157.204,125.842275
46.429375,,157.287275,125.955375
46.4448,,157.3944,125.969525
46.465775,,157.473525,126.04425
46.48665,,157.548725,126.07375
46.502175,,157.611675,126.0855
46.5368,,157.723175,126.102125
46.543575,,157.7276,126.158225
46.5466,,157.74935,126.16545
46.553175,,157.79575,126.2338
46.571325,,157.81985,126.252475
46.588275,,157.8543,126.258625
46.594975,,157.88635,126.278925
46.6181,,157.9209,126.304475
46.630425,,157.9495,126.327075
46.647175,,157.982525,126.3486
46.655825,,158.013425,126.392325
46.671875,,158.100275,126.41005
46.691575,,158.200925,126.4487
46.700625,,158.2604,126.4743
46.7227,,158.295375,126.484275
46.732825,,158.316675,126.527875
46.745875,,158.505225,126.579825
46.761375,,158.5631,126.598825
46.7749,,158.59085,126.656175
46.7842,,158.6006,126.71265
46.798975,,158.640825,126.740225
46.80615,,158.662325,126.77865
46.83075,,158.705275,126.7917
46.846175,,158.73815,126.8184
46.86525,,158.87035,126.859025
46.878,,158.9151,126.89085
46.90685,,158.939325,126.9415
46.94235,,158.9759,126.967675
46.9521,,159.02635,127.047475
46.97595,,159.10515,127.07745
46.991325,,159.1689,127.09705
47.011725,,159.192675,127.140475
47.0274,,159.3341,127.168375
47.042975,,159.398275,127.177325
47.05405,,159.4768,127.19085
47.068475,,159.67965,127.223125
47.093475,,159.712425,127.245825
47.1326,,159.742625,127.250575
47.1447,,159.801675,127.37335
47.17325,,159.8648,127.4156
47.211425,,159.952825,127.427225
47.225525,,159.995,127.454375
47.26275,,160.0143,127.57405
47.2825,,160.09545,127.60005
47.286275,,160.1368,127.641825
47.30295,,160.203875,127.678925
47.311375,,160.2309,127.7437
47.3346,,160.258575,127.806475
47.3473,,160.27535,127.829925
47.3607,,160.3515,127.87735
47.383175,,160.46645,127.9358
47.392975,,160.5771,127.969875
47.4091,,160.611175,128.02135
47.436975,,160.695775,128.028225
47.453625,,160.8272,128.05735
47.475725,,160.879725,128.085375
47.50185,,160.92495,128.101025
47.51495,,160.951625,128.165425
47.54205,,160.9984,128.18425
47.561775,,161.09965,128.209175
47.589525,,161.127975,128.2385
47.6032,,161.239525,128.309075
47.61435,,161.279775,128.403825
47.635175,,161.395475,128.41395
47.668475,,161.45385,128.439725
47.693525,,161.48445,128.467875
47.703525,,161.566625,128.49945
47.71145,,161.620575,128.5364
47.744325,,161.6619,128.556425
47.760625,,161.68855,128.568525
47.76935,,161.81455,128.600825
47.782325,,161.8903,128.60875
47.7987,,161.908,128.624
47.8429,,161.962625,128.6377
47.85095,,161.99125,128.6987
47.857475,,162.02805,128.71365
47.895775,,162.06035,128.753075
47.908675,,162.121475,128.767625
47.964025,,162.154275,128.7897
47.99105,,162.188375,128.88965
48.0286,,162.2217,128.893375
48.048975,,162.279,128.925325
48.0592,,162.358625,128.9654
48.088575,,162.383575,129.02605
48.101125,,162.411175,129.0909
48.1164,,162.452775,129.11125
48.138375,,162.5056,129.149025
48.170075,,162.537625,129.180125
48.1947,,162.55325,129.253025
48.2079,,162.55945,129.36605
48.240775,,162.620675,129.378025
48.2545,,162.673875,129.4065
48.2702,,162.6767,129.424925
48.3024,,162.709975,129.4582
48.323675,,162.786275,129.4673
48.347225,,162.82505,129.545125
48.362675,,162.84695,129.592725
48.3783,,162.870375,129.7188
48.39685,,162.94405,129.9118
48.40635,,162.977425,129.94
48.420775,,162.999125,129.95455
48.438075,,163.0191,130.0701
48.45655,,163.1782,130.078375
48.46685,,163.292575,130.125425
48.474875,,163.336075,130.1511
48.48565,,163.37505,130.17475
48.507625,,163.41945,130.2633
48.512925,,163.4416,130.30575
48.522625,,163.46955,130.32705
48.5355,,163.62075,130.37425
48.5514,,163.649075,130.3926
48.569025,,163.714575,130.40375
48.5838,,163.761525,130.430875
48.621475,,163.7913,130.562625
48.6404,,163.868375,130.613175
48.66795,,163.949025,130.648375
48.685225,,164.120375,130.6924
48.706575,,164.1531,130.7696
48.73125,,164.18345,130.784025
48.750325,,164.258375,130.815975
48.77325,,164.29915,130.843325
48.779625,,164.337575,130.86525
48.793875,,164.36795,130.88285
48.801825,,164.39695,130.8977
48.824925,,164.431675,131.0107
48.8337,,164.558125,131.116075
48.850525,,164.582625,131.1882
48.864425,,164.602925,131.204275
48.88325,,164.63735,131.222475
48.892575,,164.6691,131.23265
48.9025,,164.701825,131.246175
48.92305,,164.7361,131.2666
48.932475,,164.7735,131.30115
48.9426,,164.83715,131.317
48.9745,,164.8689,131.382975
48.9879,,164.892725,131.423025
48.9975,,164.97755,131.47645
49.004875,,165.0056,131.57985
49.0172,,165.119575,131.706375
49.052975,,165.14,131.748425
49.06735,,165.16265,131.821475
49.08875,,165.22375,131.85355
49.1141,,165.255725,131.903775
49.12275,,165.306625,131.951775
49.161225,,165.3307,131.98885
49.1698,,165.341525,132.003
49.186975,,165.392825,132.04055
49.210875,,165.441525,132.093975
49.224125,,165.4972,132.152025
49.25495,,165.527525,132.2173
49.27155,,165.590025,132.23765
49.27945,,165.6261,132.25465
49.2872,,165.668325,132.274025
49.30935,,165.692225,132.3547
49.31845,,165.73525,132.376675
49.3247,,165.759325,132.412025
49.335125,,165.954475,132.45655
49.3592,,166.003125,132.474975
49.3827,,166.03,132.565325
49.42115,,166.0744,132.578275
49.454725,,166.117875,132.5844
49.4619,,166.164425,132.614075
49.475575,,166.214375,132.6336
49.489225,,166.25935,132.647775
49.50385,,166.38995,132.660775
49.5177,,166.39795,132.679075
49.53685,,166.459275,132.691325
49.5569,,166.497625,132.710825
49.56935,,166.547775,132.746425
49.58605,,166.58535,132.782225
49.6401,,166.64285,132.859425
49.6514,,166.71735,132.872875
49.662325,,166.773175,132.90415
49.6969,,166.79725,132.92075
49.712725,,166.858525,132.96635
49.735375,,166.863675,132.978925
49.7615,,166.973925,133.020425
49.7728,,167.012425,133.04495
49.797675,,167.0728,133.07405
49.813975,,167.166775,133.11345
49.829775,,167.276875,133.1504
49.857175,,167.30705,133.170575
49.87965,,167.355525,133.20235
49.8967,,167.400075,133.2413
49.907225,,167.43235,133.32085
49.933725,,167.4611,133.3295
49.95095,,167.513975,133.34355
49.9593,,167.543275,133.36245
49.9733,,167.64755,133.3789
49.99925,,167.684175,133.42535
50.0114,,167.742375,133.530525
50.043875,,167.800875,133.61015
50.0598,,167.832975,133.656425
50.08875,,167.9078,133.7237
50.103475,,167.96795,133.74395
50.127125,,168.116775,133.7553
50.1394,,168.257875,133.8365
50.16505,,168.352825,133.858175
50.174675,,168.375925,133.9033
50.185675,,168.4177,133.94265
50.224675,,168.53665,133.960875
50.2428,,168.573125,133.99205
50.25065,,168.617625,134.0544
50.257275,,168.74005,134.104575
50.279275,,168.787475,134.1869
50.28825,,168.83335,134.22705
50.3157,,168.97615,134.332175
50.32895,,168.9773,134.397275
50.3483,,169.04615,134.416
50.3584,,169.085875,134.4415
50.3834,,169.1544,134.4652
50.3922,,169.204575,134.48025
50.410725,,169.24575,134.48215
50.4264,,169.28235,134.5734
50.4386,,169.358625,134.592975
50.4477,,169.46555,134.669
50.476375,,169.512025,134.685575
50.493675,,169.549125,134.758025
50.52455,,169.7056,134.816825
50.53655,,169.737875,134.830375
50.556725,,169.781575,134.85105
50.579625,,169.8138,134.89235
50.59205,,169.858975,135.03965
50.6009,,169.935175,135.18625
50.612875,,169.96405,135.218675
50.6256,,169.99955,135.260075
50.64425,,170.0363,135.29505
50.654075,,170.104625,135.345175
50.667175,,170.168525,135.395125
50.69855,,170.303125,135.4317
50.712925,,170.3344,135.451975
50.732025,,170.445575,135.4823
50.74145,,170.49505,135.527225
50.75,,170.5444,135.5625
50.7727,,170.594325,135.643625
50.782025,,170.629075,135.716675
50.792075,,170.717025,135.756375
50.80375,,170.7828,135.769125
50.8206,,170.835725,135.815425
50.8335,,170.886025,135.88375
50.84485,,170.942125,135.949425
50.8565,,171.013425,136.025925
50.8651,,171.11555,136.0565
50.878275,,171.170275,136.07205
50.8904,,171.2073,136.074575
50.8986,,171.23715,136.101275
50.91905,,171.3014,136.117825
50.932125,,171.3157,136.229975
50.966,,171.337675,136.243025
50.993425,,171.3636,136.2746
51.004075,,171.386225,136.2891
51.012925,,171.442975,136.3036
51.0308,,171.466825,136.342725
51.064375,,171.498925,136.4174
51.083875,,171.511825,136.435725
51.090275,,171.520525,136.519
51.1133,,171.597825,136.545575
51.12055,,171.6141,136.5748
51.127325,,171.6423,136.666675
51.13885,,171.6991,136.70825
51.1524,,171.716775,136.72675
51.162225,,171.751025,136.747125
51.177325,,171.8385,136.77865
51.210625,,171.868,136.7979
51.218375,,171.938,136.815575
51.235875,,172.001,136.84025
51.245275,,172.121175,136.89455
51.2628,,172.3374,136.963425
51.30135,,172.413025,136.975275
51.31535,,172.472675,137.0113
51.334725,,172.523725,137.0277
51.345675,,172.58385,137.047275
51.3766,,172.6707,137.059775
51.3886,,172.71885,137.098625
51.397675,,172.814875,137.126125
51.430475,,172.895175,137.163325
51.455475,,172.932025,137.18315
51.475425,,173.041625,137.185875
51.49,,173.06815,137.18945
51.502375,,173.2034,137.201675
51.525225,,173.230475,137.205825
51.549875,,173.2394,137.25775
51.56265,,173.295825,137.28665
51.57215,,173.358425,137.33285
51.5841,,173.37735,137.34905
51.598075,,173.475425,137.361825
51.60685,,173.503375,137.434625
51.6419,,173.723675,137.4917
51.65605,,173.81925,137.506725
51.6756,,173.857325,137.540775
51.6824,,173.9685,137.5624
51.701025,,174.0102,137.582225
51.7527,,174.078,137.600375
51.765225,,174.228975,137.613025
51.777,,174.264125,137.63955
51.808025,,174.301625,137.66445
51.8099,,174.35865,137.681775
51.827125,,174.387725,137.711825
51.86725,,174.434825,137.734375
51.891875,,174.6737,137.741475
51.9071,,174.794175,137.743525
51.915,,174.823675,137.763075
51.926675,,174.9075,137.7861
51.958925,,174.9472,137.7939
51.972075,,174.98745,137.807875
52.006775,,175.0246,137.8372
52.034875,,175.043925,137.869975
52.061375,,175.32085,137.8912
52.07475,,175.504125,137.907025
52.11155,,175.540275,137.986475
52.1232,,175.565375,137.99515
52.134375,,175.63405,138.041325
52.1425,,175.716975,138.0766
52.158675,,175.753175,138.17655
52.16965,,175.792275,138.202825
52.185725,,175.83445,138.285125
52.194725,,175.9459,138.293325
52.212825,,175.9905,138.324875
52.2319,,176.0092,138.35005
52.24665,,176.0361,138.39185
52.27625,,176.0678,138.4346
52.285725,,176.078,138.4876
52.297525,,176.17015,138.50935
52.3038,,176.1964,138.537975
52.312275,,176.26135,138.639825
52.33245,,176.330825,138.662625
52.34985,,176.3581,138.685875
52.370275,,176.396325,138.71005
52.38465,,176.41265,138.78985
52.390525,,176.446975,138.8433
52.40535,,176.47635,138.866
52.41395,,176.556475,138.889
52.429975,,176.654625,138.949825
52.448925,,176.76495,138.95885
52.459325,,176.791175,139.006325
52.467,,176.871925,139.013675
52.487475,,176.89355,139.032325
52.50425,,176.9338,139.059775
52.513,,177.001525,139.0729
52.5255,,177.038675,139.086075
52.54595,,177.0772,139.108
52.555175,,177.11185,139.1425
52.5697,,177.16375,139.254775
52.58465,,177.19105,139.26885
52.59425,,177.221075,139.29485
52.6017,,177.2275,139.32525
52.6277,,177.2506,139.3883
52.635925,,177.3351,139.476875
52.643475,,177.3718,139.5214
52.656225,,177.4506,139.57665
52.673725,,177.5272,139.607475
52.682975,,177.558525,139.6244
52.694125,,177.579825,139.637525
52.7111,,177.613325,139.641725
52.720975,,177.633575,139.71865
52.733875,,177.772525,139.732725
52.744575,,177.8014,139.76355
52.782775,,177.832325,139.798275
52.7971,,177.86555,139.891725
52.806475,,177.93555,139.909825
52.813,,178.017525,139.9175
52.8264,,178.162375,140.0978
52.838475,,178.2051,140.1546
52.854025,,178.2721,140.225475
52.870975,,178.363375,140.232875
52.890475,,178.43215,140.265275
52.905975,,178.4771,140.312625
52.921025,,178.514525,140.362625
52.929925,,178.561975,140.389975
52.950425,,178.577825,140.406675
52.973575,,178.706225,140.48015
52.98895,,178.71645,140.539125
53.004325,,178.7404,140.590325
53.01605,,178.77585,140.620625
53.02685,,178.80995,140.65095
53.052575,,178.893775,140.71615
53.07205,,178.9426,140.754375
53.08375,,178.986825,140.789775
53.09945,,179.094925,140.8577
53.111675,,179.12475,140.878525
53.1261,,179.2107,140.91575
53.1399,,179.286325,140.9629
53.1521,,179.317925,141.0431
53.16265,,179.3671,141.0567
53.189525,,179.382725,141.118
53.21515,,179.39805,141.159025
53.232525,,179.41235,141.22595
53.2577,,179.433425,141.2575
53.26915,,179.460775,141.292575
53.3034,,179.5471,141.327375
53.320875,,179.5898,141.37735
53.336525,,179.624975,141.4172
53.349025,,179.7284,141.446175
53.356675,,179.804125,141.506275
53.37425,,179.864175,141.552475
53.386,,179.891725,141.5862
53.398925,,179.958325,141.619025
53.409325,,179.975475,141.638025
53.438975,,180.011925,141.735175
53.45,,180.040975,141.779
53.46675,,180.07425,141.822225
53.4797,,180.102075,141.849475
53.4947,,180.13135,141.85765
53.510225,,180.165425,141.8637
53.534025,,180.2141,141.910475
53.55055,,180.23985,141.9399
53.562675,,180.29655,141.96145
53.575975,,180.330425,142.038675
53.590775,,180.362475,142.0401
53.6319,,180.42945,142.063275
53.64305,,180.4825,142.07835
53.654025,,180.503925,142.090775
53.7009,,180.63735,142.175675
53.72095,,180.675075,142.21715
53.7387,,180.71405,142.23155
53.76645,,180.757725,142.2674
53.78625,,180.8021,142.278725
53.79485,,180.8199,142.3083
53.8071,,180.8711,142.320025
53.81975,,180.92915,142.357075
53.82955,,180.972,142.375675
53.847875,,181.0186,142.40975
53.856,,181.0561,142.424175
53.87975,,181.09315,142.435125
53.901025,,181.11265,142.510725
53.921175,,181.18245,142.540175
53.953225,,181.216025,142.56225
53.991625,,181.262,142.595325
54.0084,,181.289225,142.6337
54.027475,,181.36445,142.6924
54.038775,,181.400225,142.716275
54.074725,,181.4765,142.7412
54.09365,,181.53225,142.785975
54.117525,,181.570475,142.815425
54.147325,,181.67275,142.83085
54.16455,,181.707225,142.844
54.220675,,181.7246,142.853375
54.236325,,181.77145,142.872325
54.25955,,181.804175,142.8841
54.276925,,181.848725,142.91075
54.2981,,181.87485,142.959125
54.3174,,181.92155,142.99595
54.32595,,181.9723,143.05465
54.362025,,182.0102,143.0632
54.36965,,182.079825,143.12675
54.405325,,182.1083,143.1987
54.427525,,182.141375,143.234225
54.436975,,182.3058,143.2445
54.4556,,182.495675,143.280475
54.49335,,182.532075,143.3491
54.5245,,182.565975,143.459425
54.57245,,182.5895,143.476
54.5961,,182.648625,143.489425
54.6686,,182.677275,143.508525
54.69515,,182.735925,143.52605
54.722175,,182.77825,143.62615
54.737375,,182.81575,143.68375
54.75915,,182.941675,143.7153
54.764025,,182.983025,143.739225
54.77125,,183.054575,143.750975
54.792825,,183.0708,143.771225
54.85405,,183.096975,143.7876
54.8732,,183.27145,143.80885
54.9103,,183.30915,143.8296
54.92165,,183.344425,143.850825
54.979575,,183.379125,143.874775
55.00185,,183.41095,143.886025
55.023425,,183.49915,143.89915
55.0555,,183.5329,143.922425
55.0764,,183.552925,143.954075
55.104725,,183.6118,143.961975
55.135375,,183.7137,143.974
55.190675,,183.73545,144.035025
55.21165,,183.77455,144.04665
