SPK_SPKC02a (no effect),SPK_SPKC02b (weak excitation),SPK_SPKC09a (no effect),SPK_SPKC11a (no effect)
271.587225,,,399.851525
271.652075,,,399.9395
271.758075,,,399.96495
271.7777,,,399.98995
271.8787,,,400.0123
271.9118,,,400.02205
272.011425,,,400.07695
272.07485,,,400.101725
272.108325,,,400.149025
272.1838,,,400.187325
272.2219,,,400.20325
272.256075,,,400.25945
272.303225,,,400.277775
272.33475,,,400.295675
272.4168,,,400.316075
272.464,,,400.355375
272.477375,,,400.365025
272.51925,,,400.393425
272.5395,,,400.43095
272.5941,,,400.4415
272.605325,,,400.4756
272.64015,,,400.4966
272.67445,,,400.5254
272.7445,,,400.569975
272.787225,,,400.58765
272.84025,,,400.60785
272.873925,,,400.632
272.92855,,,400.641925
272.988,,,400.656375
273.017725,,,400.6703
273.0534,,,400.677825
273.0988,,,400.685425
273.13645,,,400.753575
273.166325,,,400.7732
273.227475,,,400.862425
273.2513,,,400.864175
273.27465,,,400.88035
273.291575,,,400.8991
273.32465,,,400.9232
273.38015,,,400.95725
273.40925,,,400.976625
273.43595,,,401.066625
273.456225,,,401.158325
273.47535,,,401.181025
273.479325,,,401.199375
273.50035,,,401.290825
273.52705,,,401.31555
273.583075,,,401.361
273.6084,,,401.39295
273.631,,,401.461925
273.658925,,,401.525075
273.6751,,,401.53945
273.7217,,,401.560225
273.770025,,,401.586
273.81635,,,401.607
273.844475,,,401.6735
273.8826,,,401.679925
273.88385,,,401.686875
273.957075,,,401.697025
274.0297,,,401.7041
274.1039,,,401.77425
274.12955,,,401.84165
274.1698,,,401.856525
274.229875,,,401.89185
274.29565,,,401.9121
274.3545,,,401.93755
274.398675,,,401.999725
274.4356,,,402.032675
274.50675,,,402.082275
274.61305,,,402.106
274.658725,,,402.1309
274.76595,,,402.160325
274.8427,,,402.170525
274.930725,,,402.190175
274.9973,,,402.216325
275.04415,,,402.26605
275.1364,,,402.2731
275.170925,,,402.2933
275.2658,,,402.31475
275.334425,,,402.3656
275.3665,,,402.38005
275.413125,,,402.432775
275.453675,,,402.4514
275.481775,,,402.477325
275.516525,,,402.545625
275.5342,,,402.573425
275.54925,,,402.6231
275.605725,,,402.637575
275.635475,,,402.67655
275.700475,,,402.7386
275.7724,,,402.789475
275.827075,,,402.80455
275.8693,,,402.8327
275.886,,,402.854975
275.92875,,,402.91705
275.943225,,,402.937275
275.958825,,,402.9774
276.06825,,,403.013125
276.123425,,,403.02405
276.143275,,,403.0444
276.228,,,403.1561
276.2633,,,403.17025
276.290775,,,403.196225
276.342225,,,403.204625
276.371475,,,403.2179
276.399875,,,403.229025
276.4708,,,403.2631
276.503425,,,403.285825
276.55,,,403.45615
276.59765,,,403.481625
276.636925,,,403.5594
276.659175,,,403.56985
276.705875,,,403.616775
276.773025,,,403.6996
276.8247,,,403.7389
276.874475,,,403.75395
276.9056,,,403.769725
276.912725,,,403.786475
276.959125,,,403.81785
276.999275,,,403.845825
277.03095,,,403.874775
277.083675,,,403.888625
277.14755,,,403.91805
277.213925,,,403.93565
277.28835,,,403.9569
277.349575,,,404.083775
277.38155,,,404.11845
277.47745,,,404.14795
277.52675,,,404.178025
277.5639,,,404.211825
277.6264,,,404.303675
277.6682,,,404.320025
277.75025,,,404.367875
277.798975,,,404.40255
277.843925,,,404.409625
277.870775,,,404.423175
277.9436,,,404.437625
277.97175,,,404.449375
278.001325,,,404.477225
278.031675,,,404.496425
278.0867,,,404.50535
278.098925,,,404.528475
278.1081,,,404.628875
278.128425,,,404.646275
278.19495,,,404.6713
278.213275,,,404.68805
278.239575,,,404.7029
278.31425,,,404.709625
278.3527,,,404.7168
278.409725,,,404.726925
278.4654,,,404.7366
278.50025,,,404.80115
278.563975,,,404.825475
278.638325,,,404.8494
278.68565,,,404.87925
278.73835,,,404.8882
278.7674,,,404.94915
278.833425,,,404.995425
278.935125,,,405.0175
278.9611,,,405.02655
279.005125,,,405.071675
279.0411,,,405.137575
279.069225,,,405.150525
279.1416,,,405.257225
279.1679,,,405.32745
279.20085,,,405.346725
279.2315,,,405.358075
279.25675,,,405.37865
279.432025,,,405.390175
279.458475,,,405.464
279.5045,,,405.47045
279.5387,,,405.535975
279.5953,,,405.569575
279.651625,,,405.6441
279.65315,,,405.713775
279.733775,,,405.73275
279.753425,,,405.86035
279.788675,,,405.892125
279.831925,,,405.943875
279.872975,,,406.0662
279.9057,,,406.082775
279.963175,,,406.135725
279.982525,,,406.18725
280.042675,,,406.334725
280.106975,,,406.359125
280.1498,,,406.411125
280.224275,,,406.438825
280.272925,,,406.524575
280.31775,,,406.536375
280.36495,,,406.55985
280.4435,,,406.5822
280.4798,,,406.6039
280.517775,,,406.627
280.57945,,,406.670325
280.643625,,,406.74305
280.669775,,,406.79475
280.709225,,,406.83515
280.742775,,,406.858675
280.787375,,,406.86165
280.80635,,,406.91085
280.832075,,,406.9255
280.870625,,,406.986925
280.91065,,,407.04345
280.97125,,,407.06765
281.03885,,,407.1191
281.0722,,,407.195225
281.110725,,,407.216975
281.135275,,,407.3273
281.18795,,,407.42385
281.20805,,,407.4459
281.245375,,,407.455425
281.326,,,407.470725
281.356975,,,407.48905
281.410725,,,407.507075
281.43145,,,407.53085
281.450825,,,407.694975
281.576075,,,407.749075
281.6007,,,407.755325
281.616525,,,407.766575
281.65235,,,407.7745
281.661875,,,407.7892
281.72405,,,407.8034
281.7743,,,407.810425
281.825,,,407.8245
281.876275,,,407.831775
281.912925,,,407.874925
281.97665,,,407.918125
282.0169,,,407.97655
282.054675,,,407.98845
282.08625,,,408.058625
282.1365,,,408.117575
282.18895,,,408.131525
282.206125,,,408.1494
282.2369,,,408.175975
282.31035,,,408.231475
282.348,,,408.32815
282.3997,,,408.360175
282.435825,,,408.4187
282.499125,,,408.430075
282.5213,,,408.479275
282.56035,,,408.5062
282.620575,,,408.55475
282.720075,,,408.57955
282.791925,,,408.6075
282.85535,,,408.63795
282.9111,,,408.702175
282.955125,,,408.7263
282.9827,,,408.740875
283.04665,,,408.772575
283.0907,,,408.7971
283.1647,,,408.83005
283.20385,,,408.860925
283.225425,,,408.8721
283.257925,,,408.89555
283.28475,,,408.936875
283.342025,,,409.002975
283.39065,,,409.015375
283.42825,,,409.06605
283.451525,,,409.11735
283.556925,,,409.141
283.604625,,,409.1675
283.6577,,,409.225025
283.68305,,,409.238325
283.722975,,,409.266125
283.7882,,,409.2743
283.813275,,,409.2943
283.851625,,,409.3532
283.8821,,,409.379975
283.89175,,,409.40705
283.965875,,,409.429975
284.01795,,,409.4399
284.067675,,,409.502525
284.1086,,,409.544825
284.15525,,,409.572025
284.169875,,,409.58195
284.22685,,,409.65315
284.296175,,,409.6972
284.347425,,,409.72915
284.40175,,,409.7835
284.420975,,,409.79365
284.47735,,,409.9067
284.5539,,,409.918625
284.5702,,,409.9285
284.62785,,,409.941225
284.667275,,,409.961125
284.720025,,,409.974325
284.827675,,,409.98315
284.90695,,,410.121225
284.9815,,,410.150925
285.0407,,,410.1736
285.060425,,,410.19775
285.19845,,,410.25395
285.234375,,,410.261875
285.416025,,,410.271875
285.462975,,,410.2934
285.490075,,,410.41675
285.573125,,,410.4585
285.656175,,,410.472975
285.700675,,,410.5041
285.749375,,,410.594975
285.78485,,,410.62525
285.828275,,,410.65605
285.890325,,,410.6726
285.91525,,,410.718925
285.94195,,,410.751075
285.962275,,,410.79435
286.03275,,,410.8115
286.1368,,,410.871475
286.15815,,,410.8957
286.225575,,,410.905425
286.273375,,,410.926125
286.275225,,,410.964525
286.35085,,,410.9735
286.38775,,,410.996525
286.419825,,,411.005775
286.46585,,,411.019225
286.54945,,,411.04055
286.588475,,,411.05275
286.654875,,,411.059875
286.68765,,,411.0906
286.75875,,,411.146075
286.824025,,,411.179075
286.855225,,,411.1865
286.914,,,411.196025
286.985625,,,411.21165
287.0912,,,411.244075
287.166425,,,411.273975
287.222775,,,411.292575
287.256325,,,411.313375
287.292425,,,411.331475
287.2966,,,411.33905
287.363225,,,411.364675
287.39305,,,411.37165
287.4794,,,411.386
287.554075,,,411.403725
287.585025,,,411.41675
287.6354,,,411.434275
287.670725,,,411.48005
287.721025,,,411.508775
287.7653,,,411.5325
287.8561,,,411.541475
287.87135,,,411.5605
287.9044,,,411.608875
287.961475,,,411.6885
287.98165,,,411.701825
288.01815,,,411.7107
288.07095,,,411.7246
288.129425,,,411.788675
288.1652,,,411.81255
288.239075,,,411.824575
288.274675,,,411.938675
288.34145,,,411.95915
288.38715,,,411.97685
288.420825,,,412.051275
288.4826,,,412.059225
288.537375,,,412.093575
288.572825,,,412.1055
288.594375,,,412.138225
288.652975,,,412.147575
288.7262,,,412.156975
288.771725,,,412.1677
288.823625,,,412.17685
288.871975,,,412.2081
288.8992,,,412.309025
288.947725,,,412.321125
288.97975,,,412.3674
289.0081,,,412.370825
289.064775,,,412.4531
289.1013,,,412.469925
289.168825,,,412.505425
289.229425,,,412.515775
289.254125,,,412.526225
289.28025,,,412.5726
289.32075,,,412.5976
289.343125,,,412.608575
289.360225,,,412.6574
289.3945,,,412.686275
289.4257,,,412.700125
289.447625,,,412.73915
289.452725,,,412.750075
289.467875,,,412.773475
289.525275,,,412.79835
289.567125,,,412.8313
289.601325,,,412.904225
289.667775,,,412.9121
289.703,,,412.9407
289.7243,,,413.026375
289.7594,,,413.040325
289.8273,,,413.093975
289.886075,,,413.107175
289.929775,,,413.16995
289.934125,,,413.2339
290.00695,,,413.243125
290.03005,,,413.256025
290.0523,,,413.30135
290.069875,,,413.3123
290.11065,,,413.357775
290.1628,,,413.366725
290.243075,,,413.418275
290.28905,,,413.50715
290.315475,,,413.524625
290.373375,,,413.597025
290.3794,,,413.622775
290.447125,,,413.683725
290.46925,,,413.697525
290.541075,,,413.7126
290.590475,,,413.7419
290.638925,,,413.7855
290.664325,,,413.8111
290.68855,,,413.85275
290.7254,,,413.90285
290.78975,,,413.967625
290.831475,,,413.996675
290.901475,,,414.02155
290.951025,,,414.037575
291.00515,,,414.081475
291.0302,,,414.12675
291.05115,,,414.141075
291.106375,,,414.1859
291.18075,,,414.2081
291.2099,,,414.230825
291.244325,,,414.318275
291.293625,,,414.36195
291.34875,,,414.379375
291.377,,,414.421075
291.39985,,,414.443175
291.421575,,,414.457525
291.44625,,,414.479275
291.48155,,,414.49465
291.528475,,,414.5226
291.584725,,,414.571875
291.6034,,,414.609425
291.621175,,,414.729875
291.64585,,,414.748625
291.676825,,,414.76685
291.74015,,,414.7844
291.758775,,,414.800725
291.79595,,,414.8329
291.802475,,,414.84895
291.814575,,,414.900075
291.858075,,,414.95135
291.883525,,,414.9806
291.92965,,,414.993075
291.98155,,,415.0176
291.9981,,,415.0666
292.05515,,,415.087575
292.079725,,,415.10065
292.13525,,,415.129425
292.161625,,,415.14725
292.2037,,,415.16655
292.2489,,,415.207625
292.28545,,,415.2559
292.34055,,,415.2795
292.37185,,,415.33155
292.414675,,,415.37385
292.4572,,,415.382425
292.471775,,,415.40495
292.482275,,,415.489475
292.51265,,,415.5233
292.565275,,,415.549775
292.5852,,,415.5999
292.647025,,,415.6141
292.6764,,,415.63285
292.71305,,,415.67645
292.73515,,,415.7362
292.791575,,,415.78495
292.846225,,,415.802675
292.87375,,,415.82135
292.896475,,,415.8582
292.95145,,,415.8815
292.977,,,415.9115
293.0602,,,415.94165
293.073575,,,415.9977
293.151075,,,416.013625
293.1967,,,416.02285
293.23725,,,416.0328
293.273475,,,416.0684
293.405275,,,416.072025
293.4561,,,416.104275
293.489675,,,416.1582
293.508125,,,416.27085
293.5991,,,416.2984
293.64855,,,416.32385
293.726525,,,416.361725
293.759925,,,416.38985
293.793475,,,416.44735
293.854825,,,416.48935
293.88355,,,416.5337
293.899525,,,416.5502
293.9159,,,416.622225
294.01065,,,416.67985
294.033625,,,416.702725
294.07695,,,416.7241
294.1558,,,416.74685
294.2075,,,416.7735
294.27425,,,416.839475
294.294775,,,416.892925
294.35245,,,416.928375
294.414575,,,417.014625
294.461125,,,417.0767
294.4966,,,417.15805
294.51575,,,417.179425
294.578375,,,417.220075
294.6079,,,417.2479
294.6744,,,417.266475
294.72105,,,417.300875
294.782975,,,417.31145
294.8013,,,417.3512
294.82895,,,417.4773
294.875125,,,417.5068
294.9166,,,417.520775
294.937475,,,417.555
294.9594,,,417.632525
294.997175,,,417.67995
295.024,,,417.705175
295.061725,,,417.72785
295.0828,,,417.740675
295.13635,,,417.7777
295.166225,,,417.79555
295.209775,,,417.808175
295.233825,,,417.85
295.272425,,,417.91095
295.3174,,,417.93975
295.362375,,,417.982875
295.4315,,,418.005125
295.501875,,,418.040325
295.5289,,,418.061125
295.56815,,,418.094075
295.630375,,,418.218075
295.708575,,,418.2314
295.73045,,,418.26825
295.7529,,,418.2923
295.7989,,,418.3275
295.8578,,,418.37915
295.876,,,418.41665
295.9815,,,418.4688
296.0421,,,418.527575
296.0878,,,418.601125
296.130225,,,418.615025
296.1701,,,418.618
296.31035,,,418.627925
296.332575,,,418.66115
296.404825,,,418.6704
296.42605,,,418.7237
296.477925,,,418.7559
296.51925,,,418.7682
296.5406,,,418.803075
296.57545,,,418.8247
296.6292,,,418.83875
296.66105,,,418.853175
296.715825,,,418.877625
296.74325,,,418.90825
296.796925,,,418.941825
296.852225,,,419.065975
296.8712,,,419.08275
296.9455,,,419.119725
296.99385,,,419.146725
297.01875,,,419.189825
297.085225,,,419.247425
297.1182,,,419.333
297.16925,,,419.357775
297.25905,,,419.440425
297.275625,,,419.45445
297.3408,,,419.469875
297.383975,,,419.539775
297.417,,,419.57055
297.443875,,,419.595575
297.528275,,,419.691025
297.617125,,,419.7334
297.696125,,,419.7933
297.75805,,,419.834375
297.79105,,,419.8962
297.910125,,,420.043425
297.97225,,,420.080775
298.0412,,,420.11425
298.07095,,,420.160075
298.163025,,,420.184925
298.188825,,,420.246775
298.2618,,,420.260525
298.284075,,,420.2783
298.338,,,420.303625
298.378925,,,420.449675
298.4296,,,420.611175
298.5131,,,420.644825
298.54325,,,420.690025
298.575575,,,420.7359
298.6449,,,420.7968
298.670875,,,420.893
298.71035,,,420.936925
298.75525,,,420.973025
298.79395,,,421.001325
298.83655,,,421.0296
298.87625,,,421.05785
298.894425,,,421.111075
298.94565,,,421.133825
299.004775,,,421.161325
299.05145,,,421.1809
299.067875,,,421.1991
299.135325,,,421.23365
299.17465,,,421.251425
299.229475,,,421.287425
299.281625,,,421.3203
299.348275,,,421.3285
299.38935,,,421.404775
299.399125,,,421.45565
299.45415,,,421.476375
299.48,,,421.515675
299.554975,,,421.527375
299.5838,,,421.593425
299.63975,,,421.607425
299.6459,,,421.6577
299.66655,,,421.69945
299.690175,,,421.706575
299.711575,,,421.75025
299.739125,,,421.779275
299.781225,,,421.800175
299.81335,,,421.81695
299.849425,,,421.8586
299.908075,,,421.99265
299.944475,,,422.016525
299.989075,,,422.04145
300.017075,,,422.053375
300.0633,,,422.0945
300.1021,,,422.11915
300.117925,,,422.133625
300.135075,,,422.181
300.2048,,,422.205225
300.244575,,,422.22655
300.303725,,,422.246025
300.34505,,,422.259525
300.39975,,,422.353875
300.45235,,,422.365675
300.453525,,,422.40255
300.4645,,,422.4159
300.4973,,,422.432575
300.5578,,,422.440025
300.561725,,,422.450475
300.61295,,,422.48205
300.64995,,,422.49535
300.677475,,,422.536375
300.68335,,,422.5609
300.718675,,,422.6033
300.7591,,,422.6132
300.778875,,,422.629625
300.8154,,,422.662825
300.837125,,,422.668575
300.9119,,,422.6851
300.924175,,,422.71115
300.954025,,,422.73195
301.0132,,,422.771625
301.08335,,,422.874
301.105275,,,422.945575
301.21335,,,422.9587
301.2643,,,423.016025
301.30585,,,423.042625
301.333775,,,423.050375
301.410675,,,423.087925
301.453575,,,423.115125
301.503975,,,423.13775
301.602425,,,423.156825
301.628,,,423.193125
301.660075,,,423.250925
301.683975,,,423.2921
301.73205,,,423.322625
301.766075,,,423.3495
301.8063,,,423.36225
301.842675,,,423.399875
301.84385,,,423.414875
301.881925,,,423.439875
301.922,,,423.55155
301.96555,,,423.59765
302.0167,,,423.6424
302.04335,,,423.68165
302.07745,,,423.7418
302.091275,,,423.768825
302.14355,,,423.788375
302.16865,,,423.8477
302.21845,,,423.87525
302.239075,,,423.942675
302.2602,,,423.957
302.307325,,,424.040725
302.328,,,424.06585
302.386325,,,424.1308
302.441425,,,424.187875
302.457725,,,424.239575
302.490025,,,424.2604
302.545975,,,424.304925
302.577475,,,424.31585
302.623325,,,424.366
302.65275,,,424.432575
302.69595,,,424.455225
302.719125,,,424.485625
302.745325,,,424.505625
302.78575,,,424.5202
302.817525,,,424.5728
302.85945,,,424.603925
302.882125,,,424.653075
302.890575,,,424.66695
302.91915,,,424.694475
302.949675,,,424.7293
302.977625,,,424.74185
302.986975,,,424.8242
303.0438,,,424.856275
303.100925,,,424.9703
303.1416,,,424.993775
303.17275,,,425.015925
303.198075,,,425.032725
303.271125,,,425.046675
303.297725,,,425.0767
303.32535,,,425.089375
303.357275,,,425.119375
303.41275,,,425.1661
303.4396,,,425.22365
303.489225,,,425.369525
303.53335,,,425.3879
303.5553,,,425.496775
303.6334,,,425.552475
303.66125,,,425.57805
303.6862,,,425.600175
303.732075,,,425.667875
303.76455,,,425.745
303.8042,,,426.029125
303.9042,,,426.061525
303.934875,,,426.068575
304.04225,,,426.148375
304.064125,,,426.17425
304.140225,,,426.183975
304.2143,,,426.2216
304.28565,,,426.2407
304.320325,,,426.2552
304.37435,,,426.285
304.44175,,,426.3322
304.48995,,,426.344775
304.528375,,,426.34975
304.562875,,,426.353175
304.6297,,,426.451025
304.6753,,,426.465525
304.72385,,,426.504575
304.777125,,,426.587525
304.83875,,,426.614475
304.865475,,,426.642375
304.9057,,,426.653175
304.92405,,,426.684325
304.929725,,,426.74295
304.96355,,,426.771725
305.01135,,,426.7859
305.03015,,,426.83055
305.104175,,,426.86895
305.16655,,,426.993675
305.19255,,,427.06545
305.2197,,,427.08875
305.2687,,,427.11115
305.317825,,,427.12005
305.377975,,,427.144225
305.438925,,,427.19685
305.459825,,,427.210925
305.515575,,,427.2333
305.580525,,,427.26935
305.6137,,,427.296425
305.69435,,,427.3357
305.725475,,,427.402875
305.7919,,,427.46565
305.816525,,,427.489
305.844525,,,427.52765
305.91565,,,427.5713
305.96215,,,427.594175
305.99285,,,427.6586
306.04505,,,427.675675
306.082325,,,427.713475
306.124925,,,427.74265
306.14415,,,427.76525
306.218825,,,427.7827
306.2608,,,427.88585
306.283575,,,427.9042
306.319775,,,427.927075
306.3477,,,427.9918
306.36755,,,428.043625
306.3981,,,428.09495
306.440075,,,428.161525
306.49225,,,428.182625
306.5132,,,428.263025
306.603275,,,428.275075
306.622675,,,428.332375
306.679675,,,428.37935
306.701775,,,428.4169
306.733825,,,428.439575
306.7888,,,428.465975
306.853225,,,428.5005
306.878,,,428.526375
306.95865,,,428.5599
307.011625,,,428.56885
307.038575,,,428.598175
307.166575,,,428.631825
307.1982,,,428.652575
307.23085,,,428.714925
307.25445,,,428.7404
307.302825,,,428.746975
307.349325,,,428.7674
307.3707,,,428.798375
307.41165,,,428.8162
307.454075,,,428.82945
307.48075,,,428.875625
307.51165,,,428.8887
307.514125,,,428.927475
307.54485,,,428.987125
307.579325,,,429.006875
307.61335,,,429.09085
307.65565,,,429.148075
307.6992,,,429.16005
307.725725,,,429.1859
307.738475,,,429.23
307.8011,,,429.241025
307.823,,,429.2613
307.870425,,,429.2753
307.91795,,,429.296175
307.961075,,,429.394025
308.0038,,,429.4309
308.030325,,,429.459175
308.0818,,,429.493175
308.151275,,,429.55505
308.2004,,,429.648575
308.228525,,,429.691525
308.2969,,,429.756275
308.3265,,,429.77465
308.381875,,,429.78935
308.38335,,,429.7973
308.443125,,,429.822375
308.4829,,,429.8471
308.537875,,,429.876975
308.57915,,,429.8865
308.688,,,429.92155
308.7255,,,429.98265
308.783625,,,429.992725
308.83615,,,430.02315
308.8812,,,430.0518
308.897525,,,430.077575
308.908875,,,430.1569
308.9701,,,430.176975
309.0752,,,430.20235
309.146475,,,430.269425
309.18525,,,430.3108
309.2645,,,430.3343
309.3009,,,430.4175
309.3628,,,430.453475
309.386625,,,430.469025
309.43755,,,430.4905
309.485825,,,430.51015
309.512575,,,430.53835
309.548175,,,430.590675
309.5846,,,430.64465
309.60885,,,430.6976
309.65765,,,430.7141
309.68775,,,430.7349
309.72915,,,430.781825
309.750925,,,430.843175
309.762525,,,430.922425
309.797675,,,430.9841
309.837925,,,430.995975
309.862425,,,431.008875
309.903125,,,431.029975
309.9173,,,431.090375
309.9536,,,431.136875
309.977,,,431.16895
310.010575,,,431.239975
310.03685,,,431.3512
310.0668,,,431.3718
310.097025,,,431.39625
310.153725,,,431.398925
310.19105,,,431.43825
310.227375,,,431.46845
310.240925,,,431.4976
310.285875,,,431.525925
310.35615,,,431.607175
310.3933,,,431.629475
310.428675,,,431.646425
310.47695,,,431.662675
310.494775,,,431.7244
310.537425,,,431.7484
310.6046,,,431.766625
310.636175,,,431.798775
310.68635,,,431.811725
310.69985,,,431.857975
310.717625,,,431.8872
310.763075,,,431.906225
310.810925,,,431.93045
310.8357,,,431.972825
310.865725,,,432.034275
310.91975,,,432.052275
310.9891,,,432.0725
311.044,,,432.114225
311.13195,,,432.131775
311.196125,,,432.14275
311.2254,,,432.1736
311.2579,,,432.212675
311.287875,,,432.23855
311.313775,,,432.2503
311.393525,,,432.2883
311.4364,,,432.304975
311.47115,,,432.3121
311.5136,,,432.346325
311.571525,,,432.39545
311.604575,,,432.44175
311.64065,,,432.50995
311.674675,,,432.542825
311.69885,,,432.574275
311.726125,,,432.671875
311.76325,,,432.6895
311.78455,,,432.74785
311.849625,,,432.80815
311.880725,,,432.877125
311.9364,,,432.896425
311.964425,,,432.9404
311.997925,,,432.957675
312.053825,,,433.00925
312.075075,,,433.0279
312.103625,,,433.049325
312.138575,,,433.13785
312.176375,,,433.1465
312.196075,,,433.17275
312.21535,,,433.208025
312.26445,,,433.218675
312.27855,,,433.247
312.304275,,,433.269075
312.339125,,,433.281575
312.350675,,,433.30455
312.417325,,,433.3892
312.436725,,,433.43155
312.4666,,,433.4462
312.4811,,,433.477
312.537925,,,433.55805
312.5546,,,433.5666
312.600125,,,433.609275
312.634925,,,433.6301
312.70585,,,433.645275
312.7352,,,433.6829
312.8043,,,433.735975
312.942775,,,433.7695
313.021325,,,433.8046
313.095325,,,433.838775
313.1194,,,433.882125
313.149,,,433.912175
313.23155,,,434.002825
313.290775,,,434.081075
313.33975,,,434.1119
313.40535,,,434.155225
313.425275,,,434.187725
313.437775,,,434.20885
313.49455,,,434.227975
313.56255,,,434.25805
313.59235,,,434.268525
313.643525,,,434.39175
313.725125,,,434.407175
313.74935,,,434.445325
313.8098,,,434.55855
313.8321,,,434.603925
313.9106,,,434.68615
313.975375,,,434.716075
313.978525,,,434.781275
314.0372,,,434.7908
314.1167,,,434.819325
314.183925,,,434.8571
314.24355,,,434.874425
314.3159,,,434.918
314.352225,,,434.9503
314.392925,,,434.981475
314.4449,,,435.001325
314.48035,,,435.04555
314.5052,,,435.061775
314.528975,,,435.2263
314.643475,,,435.28475
314.701375,,,435.383875
314.7381,,,435.39045
314.789625,,,435.412225
314.869825,,,435.494125
314.899225,,,435.5187
315.02715,,,435.5706
315.049475,,,435.58405
315.106275,,,435.64205
315.1887,,,435.651475
315.194925,,,435.7515
315.23205,,,435.774925
315.26045,,,435.84305
315.327575,,,435.86685
315.420875,,,435.932975
315.463475,,,435.9816
315.50005,,,436.011625
315.51875,,,436.0349
315.565325,,,436.092225
315.6015,,,436.1451
315.63105,,,436.167725
315.698475,,,436.2012
315.7263,,,436.2195
315.7532,,,436.238275
315.770175,,,436.27115
315.78415,,,436.334925
315.8039,,,436.369675
315.819925,,,436.381625
315.869375,,,436.409475
315.89155,,,436.418675
315.916675,,,436.4401
315.9727,,,436.452575
316.00265,,,436.4767
316.064475,,,436.511175
316.07525,,,436.5551
316.12895,,,436.61635
316.171825,,,436.66455
316.180125,,,436.68025
316.206775,,,436.70375
316.2298,,,436.75295
316.3003,,,436.8425
316.32495,,,436.874725
316.3424,,,436.9076
316.408775,,,436.920175
316.451825,,,436.94805
316.46695,,,436.9696
316.486925,,,436.9883
316.490825,,,437.037375
316.512375,,,437.092475
316.52975,,,437.129675
316.575025,,,437.149475
316.622975,,,437.216675
316.686175,,,437.26545
316.7111,,,437.296525
316.7434,,,437.3328
316.769575,,,437.37385
316.787425,,,437.387025
316.82965,,,437.407975
316.879725,,,437.441125
316.911025,,,437.454425
316.9491,,,437.49055
317.0676,,,437.5224
317.12055,,,437.56605
317.14625,,,437.6083
317.22835,,,437.625575
317.314175,,,437.725775
317.369425,,,437.7644
317.431875,,,437.7865
317.454475,,,437.822125
317.54005,,,437.838825
317.575225,,,437.866925
317.64665,,,437.90295
317.6519,,,438.093075
317.670575,,,438.32705
317.753275,,,438.3398
317.84445,,,438.358
317.924225,,,438.37845
317.980475,,,438.39435
318.0342,,,438.438375
318.06855,,,438.4912
318.10635,,,438.528225
318.18785,,,438.5438
318.237675,,,438.5815
318.268025,,,438.597575
318.350275,,,438.6261
318.381875,,,438.646
318.44195,,,438.67855
318.46645,,,438.729075
318.49915,,,438.742375
318.5495,,,438.833025
318.586275,,,438.8564
318.620075,,,438.93125
318.64265,,,438.944925
318.68915,,,438.963625
318.733,,,439.0091
318.780575,,,439.014725
318.820525,,,439.053
318.893425,,,439.105925
318.931025,,,439.166475
318.949475,,,439.215575
318.973225,,,439.30765
319.023375,,,439.38085
319.067,,,439.397425
319.099775,,,439.420875
319.20065,,,439.4544
319.249575,,,439.49695
319.284,,,439.5257
319.3294,,,439.546575
319.35675,,,439.559625
319.384925,,,439.59965
319.407175,,,439.62125
319.4384,,,439.714925
319.49195,,,439.75315
319.500025,,,439.796325
319.530475,,,439.8126
319.573225,,,439.821575
319.62965,,,439.8883
319.655625,,,439.933325
319.6977,,,439.950175
319.7334,,,440.02725
319.75465,,,440.053325
319.799325,,,440.073775
319.8777,,,440.10395
319.90465,,,440.1263
319.97985,,,440.232275
320.016575,,,440.273575
320.0495,,,440.300125
320.13085,,,440.37975
320.1573,,,440.416725
320.19685,,,440.4485
320.272675,,,440.5451
320.328425,,,440.580325
320.3809,,,440.630125
320.4249,,,440.681175
320.48725,,,440.70695
320.524825,,,440.739425
320.63585,,,440.764575
320.693025,,,440.8173
320.762075,,,440.831525
320.8006,,,440.890725
320.8468,,,440.899975
320.851125,,,440.932025
320.882425,,,440.966225
320.89585,,,440.97785
320.9786,,,440.9883
321.03245,,,441.04075
321.07835,,,441.0535
321.16385,,,441.096325
321.2983,,,441.12945
321.31505,,,441.148525
321.35015,,,441.296575
321.449375,,,441.3091
321.496475,,,441.328425
321.5468,,,441.355275
321.5574,,,441.371
321.626775,,,441.389675
321.635775,,,441.403675
321.674175,,,441.462225
321.711125,,,441.483325
321.7778,,,441.50965
321.817325,,,441.536325
321.878175,,,441.5727
321.912675,,,441.59065
321.945475,,,441.63385
321.97455,,,441.6712
322.00695,,,441.715475
322.0428,,,441.735125
322.0799,,,441.847675
322.1116,,,441.865725
322.141025,,,441.9108
322.182375,,,441.915775
322.2055,,,441.93895
322.2672,,,441.964775
322.353825,,,441.971775
322.389275,,,441.984075
322.4217,,,442.060975
322.46095,,,442.10165
322.482175,,,442.11585
322.516125,,,442.18305
322.554625,,,442.197375
322.59675,,,442.213475
322.611775,,,442.222175
322.65635,,,442.2531
322.677425,,,442.2761
322.7189,,,442.2917
322.743975,,,442.31285
322.7716,,,442.32805
322.8147,,,442.36345
322.87525,,,442.375075
322.921975,,,442.39295
323.0276,,,442.411275
323.10855,,,442.42455
323.20325,,,442.432175
323.22435,,,442.471375
323.295625,,,442.542275
323.35775,,,442.557225
323.394425,,,442.5701
