SPK_SPKC04a (artefact),SPK_SPKC13a (artefact)
146.7876,122.498275
146.86385,122.5351
147.004475,122.60115
147.079625,122.66035
147.18905,122.72075
147.30165,122.819125
147.339575,122.951125
147.39135,123.0135
147.449525,123.130925
147.498175,123.309075
147.55855,123.4764
147.6072,123.541675
147.775725,123.723175
147.821425,123.814825
147.875675,123.9997
147.912,124.063775
147.9823,124.18395
148.011,124.24435
148.05685,124.286975
148.150375,124.36405
148.18425,124.52745
148.213325,124.5691
148.271575,124.735825
148.343225,124.7913
148.5986,124.854675
148.643575,125.021425
148.71635,125.0803
148.841,125.1121
148.9154,125.165975
149.0103,125.22235
149.10555,125.27895
149.1973,125.384575
149.227125,125.403625
149.258375,125.421575
149.33025,125.60845
149.365875,125.626575
149.44595,125.644575
149.510225,125.682975
149.591375,125.725975
149.706025,125.76345
149.774075,125.78215
149.82525,125.807625
149.893,125.8319
149.9453,125.854575
150.013125,125.9059
150.051975,125.917525
150.083575,125.976725
150.1724,126.03785
150.262025,126.207625
150.405475,126.30665
150.46555,126.411825
150.521325,126.4401
150.5722,126.4958
150.673125,126.72105
150.723975,126.749425
150.77275,126.787175
150.844975,126.87925
150.940325,126.972275
151.015025,127.045875
151.066525,127.231975
151.129725,127.309725
151.18205,127.35915
151.422575,127.455125
151.571725,127.478975
151.70225,127.512875
151.7708,127.68885
151.8391,127.725625
151.9279,127.763325
152.010925,127.9016
152.13905,127.940475
152.243025,127.981425
152.3052,128.0758
152.3526,128.13765
152.43005,128.31405
152.468375,128.372175
152.50495,128.41235
152.60675,128.441925
152.7964,128.60375
153.04415,128.879275
153.219075,129.3449
153.3323,129.4657
153.647525,129.6328
153.73605,129.6708
153.821375,129.743075
154.007225,129.8602
154.1964,129.93245
154.336875,130.04225
154.513725,130.073375
154.86025,130.1112
154.89035,130.143675
154.942325,130.169725
155.06175,130.3025
155.134625,130.4759
155.24305,130.51055
155.31395,130.6072
155.431525,130.679625
155.481,130.797825
155.5623,130.9368
155.582525,131.06055
155.60825,131.30325
155.6596,131.344075
155.7603,131.36955
155.850925,131.386075
155.9414,131.409375
156.025625,131.425675
156.0671,131.47285
156.187625,131.623575
157.557325,131.67725
158.337425,131.7745
158.4122,131.854325
158.42665,131.9031
158.852175,132.169475
159.028,132.30055
159.460325,132.4591
159.506975,132.693375
159.637175,132.8233
160.066775,132.923375
160.1798,132.9536
160.613025,133.075725
160.669775,133.183275
160.695075,133.35365
160.77125,133.499325
160.990375,133.6171
161.034225,133.710625
161.17865,133.95015
161.328925,134.06285
161.5727,134.09395
161.6425,134.14275
161.67485,134.3269
161.875475,134.521225
162.042475,134.59135
162.121625,134.77135
162.155,134.8218
162.2557,134.891575
162.306025,134.929625
162.374425,134.954475
162.4186,135.22195
162.5314,135.336225
162.594825,135.517625
162.660975,135.58835
162.73845,135.6782
162.8139,135.92465
162.92655,135.98585
162.9848,136.21265
163.206975,136.504675
163.5662,136.663825
163.61575,136.839575
163.6644,136.8946
163.70415,137.0232
163.91135,137.089825
164.029925,137.1584
164.451775,137.25705
164.467425,137.667325
164.626725,137.738325
164.68315,137.990125
164.8297,138.0808
164.91625,138.23035
165.145325,138.315375
165.231675,138.459675
165.364075,138.5293
165.427875,138.618025
165.51065,138.753075
165.591075,138.8245
165.652825,139.066475
165.700375,139.1642
165.750775,139.227525
165.874825,139.307575
165.952225,139.3538
166.084225,139.4127
166.109725,139.476775
166.139125,139.551875
166.1885,139.8307
166.206925,139.965075
166.229275,140.035975
166.270325,140.17665
166.4482,140.37735
166.5012,140.52035
166.559375,140.768625
166.59995,140.8289
166.662725,140.877275
166.73205,140.952375
166.830475,141.025525
166.89025,141.11325
166.9464,141.164025
166.979675,141.253125
167.0319,141.37745
167.050325,141.5406
167.08585,141.72855
167.1685,141.812975
167.2146,141.88265
167.28255,141.92225
167.356475,142.0143
167.39535,142.21095
167.419625,142.310025
167.4388,142.621575
167.449425,142.74375
167.6845,142.8
167.73405,142.924125
167.835125,143.508125
167.872975,144.134375
167.92445,144.18025
167.99835,144.25515
168.105225,144.317725
168.186825,144.530975
168.219225,144.6275
168.23385,144.7377
168.29235,145.0356
168.360075,145.07975
168.407325,145.1787
168.43695,145.237125
168.46715,145.325825
168.5635,145.399875
168.643125,145.471625
168.6892,145.648725
168.80255,145.692275
168.865825,145.839275
168.91965,145.9238
169.03395,145.9542
169.119125,146.032675
169.17445,146.105275
169.237475,146.18265
169.2872,146.2126
169.323975,146.296725
169.371175,146.328075
169.4413,146.38
169.50985,146.427025
169.5396,146.52505
169.669025,146.6357
169.7823,146.684825
169.8809,146.7016
169.983775,146.738075
170.074175,146.78765
170.1142,146.8639
170.3048,147.004525
170.3315,147.079675
170.444975,147.189075
170.553225,147.3017
170.60815,147.339625
170.637425,147.391375
170.67565,147.44955
170.721125,147.498225
170.74955,147.5586
170.82975,147.60725
170.90975,147.775775
170.96495,147.82145
171.14865,147.875725
171.3922,147.91205
171.496375,147.982325
171.54215,148.011025
171.561425,148.0569
171.587075,148.1504
171.64605,148.1843
171.719675,148.213375
171.7789,148.2716
172.0583,148.34325
172.07825,148.59865
172.137125,148.6436
172.155,148.7164
172.234675,148.841025
172.476025,148.915425
172.738825,149.01035
172.92965,149.1056
173.01935,149.19735
173.09705,149.227175
173.146975,149.258425
173.1974,149.3303
173.244875,149.365925
173.38005,149.446
173.462925,149.510275
173.49555,149.591425
173.522775,149.7061
173.5677,149.774125
173.8102,149.825275
173.880925,149.893025
173.9271,149.94535
173.99555,150.013175
174.069775,150.052025
174.1392,150.0836
174.2252,150.172425
174.28545,150.2621
174.388025,150.405525
174.589525,150.4656
174.737475,150.5214
174.779975,150.57225
174.884475,150.673175
175.008625,150.724025
175.10175,150.7728
175.2125,150.845
175.286125,150.94035
175.382825,151.01505
175.5014,151.06655
175.54905,151.129775
175.601825,151.182075
175.649075,151.4226
175.711025,151.571775
175.790875,151.7023
175.8588,151.77085
175.924525,151.83915
175.995225,151.92795
176.0711,152.01095
176.1633,152.1391
176.198975,152.243075
176.232525,152.305225
176.263625,152.352625
176.2986,152.430125
176.35195,152.468425
176.442425,152.505
176.5859,152.6068
176.65015,152.796425
176.71845,153.044175
176.77055,153.219125
176.8562,153.33235
176.930575,153.64755
177.06015,153.736075
177.11845,153.8214
177.246325,154.007275
177.346675,154.196425
177.427775,154.336925
177.4701,154.513775
177.533725,154.8603
177.62975,154.890375
177.7276,154.94235
177.823225,155.0618
177.923275,155.134675
177.976075,155.2431
178.10005,155.313975
178.224775,155.431575
178.3027,155.481025
178.3792,155.56235
178.491275,155.582575
178.5495,155.6083
178.5776,155.65965
178.666375,155.76035
178.79415,155.85095
178.862325,155.941425
178.949825,156.025675
179.093675,156.06715
179.14085,156.18765
179.294725,157.557375
179.36885,158.33745
179.5112,158.41225
179.60115,158.4267
179.669625,158.852225
179.746325,159.02805
179.771525,159.460375
179.7951,159.507025
179.896375,159.637225
179.974375,160.066825
180.01955,160.179825
180.053775,160.613075
180.078475,160.669825
180.122975,160.695125
180.1926,160.7713
180.248225,160.990425
180.318975,161.03425
180.437325,161.178675
180.5067,161.328975
180.627775,161.57275
180.72455,161.642525
180.781025,161.6749
180.8237,161.875525
180.88065,162.042525
180.924825,162.121675
180.990325,162.15505
181.053575,162.25575
181.2242,162.306075
181.356675,162.374475
181.447975,162.418625
181.52175,162.531425
181.5731,162.59485
181.628275,162.661025
181.667925,162.7385
181.7289,162.813925
181.762625,162.9266
181.819975,162.98485
181.878025,163.207025
181.9336,163.56625
182.033925,163.6158
182.09015,163.66445
182.22965,163.7042
182.283375,163.9114
182.3705,164.02995
182.40925,164.451825
182.45635,164.467475
182.531475,164.626775
182.58545,164.6832
182.665875,164.82975
182.7518,164.916275
182.829975,165.145375
182.98555,165.231725
183.03715,165.364125
183.092975,165.4279
183.165275,165.510675
183.213925,165.591125
183.2596,165.652875
183.29815,165.700425
183.383375,165.750825
183.4332,165.8749
183.48255,165.952275
183.504725,166.0843
183.533525,166.109775
183.565425,166.139175
183.596025,166.18855
183.623525,166.206975
183.68895,166.229325
183.793175,166.27035
183.819725,166.44825
183.845175,166.50125
183.902375,166.5594
184.024225,166.599975
184.129625,166.6628
184.214025,166.7321
184.269625,166.83055
184.321425,166.8903
184.3839,166.946425
184.443075,166.97975
184.494,167.03195
184.579675,167.050375
184.63735,167.085875
184.695925,167.16855
184.735225,167.21465
184.775875,167.282575
184.84415,167.3565
184.868375,167.395375
184.91185,167.419675
184.97165,167.438825
185.029725,167.4495
185.087275,167.68455
185.13065,167.734075
185.29815,167.8352
185.361075,167.873025
185.414125,167.9245
185.467875,167.9984
185.5472,168.105275
185.71995,168.186875
185.81205,168.219275
185.864825,168.2339
185.922075,168.292375
185.96605,168.360125
186.101425,168.407375
186.138025,168.437
186.193625,168.467175
186.242775,168.563575
186.29705,168.643175
186.3919,168.68925
186.426025,168.802575
186.47695,168.86585
186.528,168.9197
186.581125,169.033975
186.673325,169.119175
186.757375,169.174475
186.8369,169.237525
186.894725,169.28725
186.930675,169.32405
186.96135,169.371225
187.000175,169.44135
187.031075,169.5099
187.06205,169.53965
187.4207,169.669075
187.546575,169.782325
187.671,169.88095
187.849425,169.983825
187.992675,170.0742
188.08295,170.114225
188.2121,170.30485
188.286775,170.33155
188.3633,170.445025
188.460375,170.553275
188.522325,170.6082
188.5738,170.63745
188.6165,170.6757
188.63865,170.721175
188.6674,170.749625
188.6877,170.8298
188.7106,170.909775
188.722,170.965
188.732025,171.1487
188.962825,171.39225
189.298125,171.4964
189.33985,171.5422
189.3729,171.56145
190.198275,171.5871
190.277575,171.646075
190.309925,171.7197
190.359425,171.77895
190.392125,172.05835
190.45205,172.0783
190.700125,172.137175
190.92855,172.155025
191.102875,172.234725
191.6208,172.47605
191.775675,172.73885
192.2327,172.929675
192.565525,173.019375
193.136625,173.0971
193.4421,173.147
193.4959,173.19745
193.69505,173.2449
193.95195,173.3801
194.0989,173.462975
194.2244,173.4956
194.3155,173.5228
194.478575,173.56775
194.60035,173.81025
194.701075,173.88095
194.854425,173.927125
195.00825,173.995575
195.09685,174.069825
195.16765,174.139225
195.2484,174.22525
195.394775,174.2855
195.4867,174.388075
195.5524,174.58955
195.7233,174.737525
195.89935,174.780025
195.96105,174.884525
196.095875,175.00865
196.196875,175.1018
196.30065,175.21255
196.349625,175.28615
197.48185,175.3829
197.524975,175.50145
197.581175,175.5491
197.694275,175.60185
197.7597,175.649125
197.8087,175.71105
197.863675,175.790925
197.933875,175.85885
198.0183,175.924575
198.24305,175.995275
198.435,176.07115
198.463925,176.163325
198.488825,176.199025
198.5605,176.232575
198.594525,176.26365
198.635925,176.29865
198.676075,176.352
198.754825,176.44245
198.790375,176.585925
198.8588,176.650175
198.94565,176.718525
198.979125,176.7706
199.0477,176.856225
199.0842,176.9306
199.159925,177.0602
199.2244,177.118475
199.3006,177.246375
199.358425,177.346725
199.40975,177.427825
199.558775,177.47015
199.619475,177.533775
199.660725,177.6298
199.714625,177.727625
199.765975,177.82325
199.828375,177.923325
199.865375,177.976125
199.949225,178.1001
,178.2248
,178.30275
,178.37925
,178.491325
,178.54955
,178.57765
,178.66645
,178.794175
,178.86235
,178.949875
,179.093725
,179.1409
,179.294775
,179.3689
,179.511225
,179.601175
,179.669675
,179.746375
,179.771575
,179.79515
,179.896425
,179.974425
,180.0196
,180.0538
,180.078525
,180.123025
,180.192675
,180.24825
,180.319025
,180.437375
,180.50675
,180.627825
,180.7246
,180.781075
,180.823725
,180.880675
,180.92485
,180.990375
,181.053625
,181.22425
,181.3567
,181.448025
,181.5218
,181.573125
,181.628325
,181.668
,181.728925
,181.76265
,181.82
,181.878075
,181.93365
,182.033975
,182.0902
,182.2297
,182.283425
,182.37055
,182.4093
,182.456375
,182.531525
,182.5855
,182.665925
,182.75185
,182.83
,182.985625
,183.037175
,183.093025
,183.165325
,183.213975
,183.25965
,183.2982
,183.383425
,183.433225
,183.482575
,183.50475
,183.5336
,183.565475
,183.596075
,183.623575
,183.688975
,183.793225
,183.819775
,183.845225
,183.9024
,184.02425
,184.129675
,184.214075
,184.269675
,184.321475
,184.38395
,184.443125
,184.49405
,184.579725
,184.6374
,184.69595
,184.735275
,184.775925
,184.844175
,184.868425
,184.9119
,184.971675
,185.02975
,185.087325
,185.1307
,185.2982
,185.361125
,185.41415
,185.4679
,185.54725
,185.719975
,185.8121
,185.864875
,185.9221
,185.966125
,186.10145
,186.1381
,186.19365
,186.242825
,186.297125
,186.391925
,186.426075
,186.477
,186.528025
,186.581175
,186.673375
,186.7574
,186.83695
,186.894775
,186.9307
,186.9614
,187.000225
,187.031125
,187.062075
,187.42075
,187.546625
,187.67105
,187.8495
,187.9927
,188.082975
,188.21215
,188.286825
,188.363325
,188.460425
,188.522375
,188.573875
,188.61655
,188.6387
,188.66745
,188.687725
,188.71065
,188.72205
,188.732075
,188.96285
,189.298175
,189.339925
,189.37295
,190.198325
,190.2776
,190.30995
,190.359475
,190.3922
,190.452075
,190.700175
,190.928575
,191.102925
,191.620825
,191.775725
,192.23275
,192.565575
,193.136675
,193.44215
,193.495975
,193.6951
,193.952
,194.09895
,194.22445
,194.31555
,194.478625
,194.6004
,194.7011
,194.854475
,195.008275
,195.0969
,195.167675
,195.248425
,195.394825
,195.486725
,195.55245
,195.72335
,195.899425
,195.9611
,196.09595
,196.196925
,196.3007
,196.349675
,197.4819
,197.525
,197.581225
,197.694325
,197.75975
,197.80875
,197.863725
,197.933925
,198.018325
,198.243075
,198.43505
,198.46395
,198.488875
,198.560525
,198.59455
,198.635975
,198.676125
,198.754875
,198.790425
,198.858825
,198.9457
,198.979175
,199.04775
,199.08425
,199.159975
,199.22445
,199.30065
,199.358475
,199.4098
,199.558825
,199.619525
,199.66075
,199.714675
,199.766025
,199.828425
,199.8654
,199.949275
