SPK_SPKC02a (excited),SPK_SPKC04a (inhibited),SPK_SPKC08a (inhibited),SPK_SPKC16a (short inhibition)
,36.142,,24.996525
,36.165275,,25.011725
,36.179725,,25.02035
,36.202425,,25.120775
,36.215625,,25.17865
,36.2337,,25.202325
,36.252475,,25.259375
,36.261775,,25.2761
,36.27985,,25.29115
,36.29355,,25.3033
,36.314775,,25.308875
,36.32835,,25.318125
,36.352825,,25.328225
,36.36545,,25.334675
,36.38095,,25.35295
,36.397475,,25.366125
,36.41345,,25.374425
,36.43465,,25.378375
,36.4541,,25.38535
,36.472675,,25.391625
,36.489075,,25.409975
,36.505075,,25.419625
,36.519425,,25.44115
,36.538375,,25.456025
,36.558675,,25.4661
,36.584325,,25.484325
,36.6031,,25.51105
,36.623175,,25.530025
,36.6482,,25.5834
,36.67245,,25.6329
,36.699775,,25.659375
,36.72665,,25.685875
,36.752525,,25.6949
,36.786425,,25.7041
,36.80835,,25.716275
,36.831425,,25.726625
,36.851675,,25.741125
,36.8675,,25.7609
,36.8823,,25.782775
,36.89675,,25.801525
,36.90515,,25.8427
,36.915025,,25.8597
,36.926675,,25.87885
,36.937975,,25.961775
,36.95325,,25.99795
,36.9662,,26.050975
,36.98065,,26.06805
,36.996275,,26.086525
,37.00565,,26.1295
,37.0193,,26.212925
,37.03535,,26.2845
,37.05675,,26.3104
,37.072925,,26.3192
,37.09855,,26.33415
,37.1201,,26.34295
,37.1503,,26.35125
,37.1701,,26.35665
,37.1897,,26.3608
,37.213375,,26.36475
,37.228075,,26.3695
,37.253275,,26.373225
,37.262375,,26.3759
,37.277225,,26.378875
,37.29005,,26.3819
,37.305525,,26.3847
,37.315,,26.388225
,37.329625,,26.3908
,37.345975,,26.393875
,37.361925,,26.3994
,37.377475,,26.402425
,37.40915,,26.4121
,37.420625,,26.41665
,37.44035,,26.431375
,37.45735,,26.44735
,37.47105,,26.4732
,37.4923,,26.490375
,37.511125,,26.524925
,37.522475,,26.597075
,37.534675,,26.6285
,37.54805,,26.661475
,37.5601,,26.6754
,37.570975,,26.6811
,37.5907,,26.68475
,37.611425,,26.694625
,37.626325,,26.698525
,37.64565,,26.70325
,37.664,,26.70955
,37.67385,,26.716
,37.689875,,26.72225
,37.70975,,26.7287
,37.7329,,26.73275
,37.752675,,26.738875
,37.779025,,26.744725
,37.807025,,26.751775
,37.8237,,26.756
,37.8401,,26.761625
,37.8608,,26.7672
,37.876775,,26.77285
,37.888025,,26.778925
,37.897425,,26.78205
,37.91015,,26.78715
,37.92085,,26.802175
,37.9333,,26.83295
,37.951025,,26.886225
,37.962225,,26.91515
,37.9786,,26.93335
,37.992975,,26.950275
,38.00785,,26.970625
,38.017475,,26.983475
,38.032225,,26.99025
,38.04995,,27.00845
,38.062,,27.020325
,38.081925,,27.038075
,38.105875,,27.06615
,38.12325,,27.07905
,38.142325,,27.09035
,38.160975,,27.103325
,38.182875,,27.117675
,38.216575,,27.124825
,38.2373,,27.135125
,38.2569,,27.1549
,38.2854,,27.161
,38.31115,,27.182175
,38.338775,,27.209925
,38.376075,,27.2477
,38.39015,,27.286025
,38.405425,,27.3385
,38.417325,,27.38215
,38.431525,,27.392225
,38.4524,,27.3974
,38.4624,,27.4043
,38.47145,,27.408325
,38.4877,,27.419075
,38.50045,,27.424075
,38.518375,,27.43055
,38.53275,,27.438275
,38.545275,,27.444925
,38.559225,,27.45005
,38.584775,,27.4554
,38.597,,27.462925
,38.618125,,27.467625
,38.633525,,27.472625
,38.6566,,27.47875
,38.680275,,27.498
,38.701625,,27.50695
,38.7249,,27.5379
,38.75195,,27.567975
,38.783275,,27.583875
,38.80895,,27.5942
,38.83395,,27.6035
,38.867075,,27.610975
,38.892575,,27.622175
,38.91975,,27.640075
,38.942575,,27.65235
,38.951725,,27.6657
,38.962475,,27.672
,38.97725,,27.695925
,38.99405,,27.712275
,39.00745,,27.73635
,39.02675,,27.7541
,39.037325,,27.76265
,39.056175,,27.777875
,39.075925,,27.78915
,39.1019,,27.812
,39.1217,,27.842525
,39.134825,,27.8675
,39.1769,,27.878175
,39.1962,,27.9087
,39.224625,,28.001025
,39.248725,,28.063
,39.293325,,28.077725
,39.31415,,28.09945
,39.348475,,28.1055
,39.37155,,28.121625
,39.387875,,28.13965
,39.39905,,28.148775
,39.412725,,28.157325
,39.428275,,28.16535
,39.443325,,28.1706
,39.45915,,28.17475
,39.48005,,28.1821
,39.49175,,28.190875
,39.507175,,28.209925
,39.51855,,28.2288
,39.53225,,28.24085
,39.54435,,28.268475
,39.551675,,28.296175
,39.56375,,28.310525
,39.577175,,28.323875
,39.59295,,28.33825
,39.605575,,28.354775
,39.62555,,28.375
,39.6417,,28.38915
,39.655125,,28.4141
,39.67515,,28.4941
,39.692825,,28.55745
,39.707875,,28.59925
,39.7266,,28.63795
,39.748825,,28.65585
,39.765525,,28.668625
,39.78965,,28.673775
,39.823075,,28.677125
,39.85265,,28.6808
,39.8769,,28.68415
,39.903525,,28.6905
,39.9361,,28.6975
,39.95845,,28.706625
,39.9776,,28.717075
,39.994,,28.73505
,40.01085,,28.752575
,40.028,,28.762725
,40.0449,,28.788825
,40.0572,,28.8269
,40.0728,,28.87775
,40.0901,,28.89485
,40.10275,,28.919825
,40.118475,,28.9271
,40.12695,,28.936075
,40.138125,,28.95105
,40.150425,,28.95805
,40.16435,,28.973075
,40.17385,,28.9859
,40.189825,,28.999325
,40.2076,,29.012675
,40.221925,,29.024875
,40.238475,,29.036475
,40.2541,,29.0485
,40.269725,,29.0591
,40.286775,,29.064
,40.301125,,29.07515
,40.322425,,29.08455
,40.3428,,29.1166
,40.361725,,29.1349
,40.384425,,29.1477
,40.416925,,29.17625
,40.440625,,29.1908
,40.461725,,29.2105
,40.489425,,29.227625
,40.528425,,29.24615
,40.54615,,29.26335
,40.5636,,29.276925
,40.578375,,29.284875
,40.593675,,29.292725
,40.607675,,29.2992
,40.617275,,29.30955
,40.635475,,29.318675
,40.65255,,29.324125
,40.6668,,29.341
,40.6858,,29.34875
,40.7032,,29.3613
,40.7184,,29.381275
,40.737925,,29.3912
,40.749925,,29.4048
,40.770225,,29.4204
,40.79285,,29.4343
,40.80535,,29.45635
,40.82535,,29.4799
,40.847,,29.512275
,40.860625,,29.52295
,40.8804,,29.53725
,40.905725,,29.5605
,40.9242,,29.573325
,40.9556,,29.591325
,40.968775,,29.613625
,40.983575,,29.623675
,41.007,,29.64155
,41.0329,,29.666425
,41.061525,,29.6847
,41.091625,,29.698325
,41.105075,,29.705625
,41.118275,,29.710275
,41.1372,,29.71825
,41.149025,,29.728475
,41.16285,,29.7422
,41.16715,,29.75425
,41.1747,,29.7675
,41.18075,,29.780825
,41.193725,,29.82085
,41.208775,,29.847325
,41.224225,,29.891075
,41.2351,,29.912675
,41.247175,,29.932725
,41.26675,,29.968625
,41.288625,,30.014025
,41.301925,,30.05345
,41.3125,,30.120625
,41.3292,,30.173475
,41.33725,,30.206375
,41.34675,,30.264075
,41.35735,,30.2862
,41.367825,,30.3132
,41.38145,,30.323925
,41.392575,,30.329525
,41.4057,,30.334975
,41.421975,,30.33905
,41.4468,,30.3426
,41.466375,,30.347925
,41.4829,,30.353275
,41.495825,,30.3577
,41.51245,,30.3623
,41.530975,,30.37485
,41.546775,,30.393375
,41.567025,,30.4007
,41.592575,,30.415975
,41.60865,,30.430225
,41.636175,,30.4345
,41.6522,,30.489625
,41.685075,,30.501375
,41.702925,,30.542725
,41.717725,,30.5551
,41.735675,,30.568625
,41.749825,,30.5897
,41.76325,,30.641
,41.775225,,30.650525
,41.7906,,30.66785
,41.807275,,30.73265
,41.8222,,30.768475
,41.83935,,30.7989
,41.86055,,30.855925
,41.8813,,30.891225
,41.9064,,30.9312
,41.924625,,30.94515
,41.944225,,30.966425
,41.9965,,30.980225
,42.0178,,30.998425
,42.042675,,31.006325
,42.06615,,31.0133
,42.0887,,31.020225
,42.1048,,31.03435
,42.133,,31.043275
,42.154375,,31.060675
,42.17855,,31.074
,42.19335,,31.1121
,42.2066,,31.144525
,42.216325,,31.1667
,42.233475,,31.205775
,42.249175,,31.2413
,42.2684,,31.30425
,42.28355,,31.3248
,42.30455,,31.374275
,42.31945,,31.379175
,42.33585,,31.390175
,42.358525,,31.400925
,42.3789,,31.407
,42.396725,,31.4115
,42.411375,,31.41935
,42.4271,,31.427025
,42.444325,,31.4346
,42.46125,,31.44135
,42.48775,,31.46785
,42.507,,31.49855
,42.53025,,31.519525
,42.559525,,31.538125
,42.5834,,31.6553
,42.605775,,31.711275
,42.627775,,31.7245
,42.655525,,31.767225
,42.66735,,31.83305
,42.6751,,31.8527
,42.682825,,31.8648
,42.6891,,31.871275
,42.695475,,31.8767
,42.70365,,31.880775
,42.711625,,31.884325
,42.72225,,31.894725
,42.7383,,31.897475
,42.750025,,31.89995
,42.7664,,31.901925
,42.7859,,31.90385
,42.806975,,31.90645
,42.8254,,31.90985
,42.845775,,31.9144
,42.860975,,31.91695
,42.8772,,31.920125
,42.892525,,31.93195
,42.908975,,31.945525
,42.927325,,31.968575
,42.95205,,31.99415
,42.9781,,32.00165
,42.9941,,32.006575
,43.012725,,32.011
,43.038025,,32.022525
,43.0633,,32.068475
,43.085225,,32.0944
,43.1068,,32.144775
,43.125425,,32.174475
,43.1415,,32.1904
,43.159025,,32.206425
,43.176825,,32.2263
,43.202525,,32.292
,43.22795,,32.363375
,43.246075,,32.372775
,43.25945,,32.383375
,43.280775,,32.394125
,43.297425,,32.408075
,43.309925,,32.41845
,43.3221,,32.42965
,43.339575,,32.455725
,43.3546,,32.47715
,43.3774,,32.500875
,43.395425,,32.517175
,43.411275,,32.523625
,43.43245,,32.529775
,43.4585,,32.545225
,43.474,,32.563325
,43.497075,,32.586975
,43.511075,,32.5959
,43.53355,,32.61015
,43.5522,,32.62745
,43.58695,,32.638125
,43.608725,,32.6486
,43.62285,,32.663075
,43.63195,,32.669925
,43.64115,,32.67985
,43.648225,,32.688025
,43.65745,,32.70065
,43.66485,,32.70855
,43.6712,,32.72335
,43.679775,,32.758975
,43.6869,,32.781
,43.6939,,32.7968
,43.704275,,32.829725
,43.716675,,32.86215
,43.73095,,32.919775
,43.74445,,32.93925
,43.75855,,32.947625
,43.784575,,32.958825
,43.802725,,32.98725
,43.822625,,32.992475
,43.8387,,32.999875
,43.86295,,33.0092
,43.887375,,33.015725
,43.91015,,33.024775
,43.929075,,33.02975
,43.943,,33.034275
,43.95105,,33.037075
,43.965075,,33.04215
,43.97175,,33.04495
,43.9797,,33.047475
,43.988725,,33.051225
,43.99545,,33.055375
,44.00585,,33.05805
,44.01295,,33.0603
,44.028975,,33.062825
,44.045,,33.0656
,44.05655,,33.079
,44.067425,,33.09325
,44.0847,,33.100875
,44.098725,,33.115175
,44.1119,,33.145275
,44.137075,,33.161825
,44.16075,,33.18515
,44.17445,,33.194875
,44.20135,,33.2208
,44.21775,,33.2371
,44.231425,,33.259325
,44.2515,,33.2756
,44.2749,,33.29165
,44.299275,,33.31035
,44.322875,,33.337325
,44.342,,33.35645
,44.3667,,33.4025
,44.394225,,33.44005
,44.405025,,33.606825
,44.422525,,33.658125
,44.44165,,33.69425
,44.45325,,33.710575
,44.464475,,33.74135
,44.477375,,33.778775
,44.4914,,33.80565
,44.50695,,33.839275
,44.523675,,33.9021
,44.5359,,33.96335
,44.5537,,33.9804
,44.568725,,33.9956
,44.589825,,34.02305
,44.60295,,34.049475
,44.6218,,34.05885
,44.638525,,34.071875
,44.653825,,34.084275
,44.674575,,34.087825
,44.6919,,34.09715
,44.710225,,34.12435
,44.7337,,34.13105
,44.76165,,34.14005
,44.784375,,34.16515
,44.8023,,34.1796
,44.82585,,34.188
,44.8543,,34.2111
,44.8702,,34.2286
,44.88335,,34.279425
,44.89955,,34.34655
,44.91185,,34.43165
,44.92315,,34.460375
,44.934,,34.50605
,44.95105,,34.5222
,44.964775,,34.542275
,44.9849,,34.5491
,45.0039,,34.557
,45.0184,,34.564875
,45.031475,,34.5758
,45.051625,,34.581225
,45.070475,,34.59605
,45.09165,,34.61855
,45.108275,,34.634325
,45.127875,,34.658575
,45.14545,,34.682325
,45.168325,,34.7032
,45.194925,,34.75395
,45.223825,,34.828825
,45.2387,,34.898975
,45.264275,,34.93405
,45.28605,,34.981
,45.305375,,35.00625
,45.32655,,35.015125
,45.34705,,35.030875
,45.368425,,35.036175
,45.392825,,35.0468
,45.4058,,35.05145
,45.424525,,35.057625
,45.441275,,35.0615
,45.4616,,35.064625
,45.479025,,35.0686
,45.511925,,35.071575
,45.53665,,35.078825
,45.568425,,35.0812
,45.5917,,35.083775
,45.611425,,35.08615
,45.634075,,35.0888
,45.665825,,35.092275
,45.68705,,35.094875
,45.715975,,35.10095
,45.7347,,35.107275
,45.764175,,35.1136
,45.792125,,35.11625
,45.81895,,35.1313
,45.836775,,35.13575
,45.85855,,35.1398
,45.866525,,35.14575
,45.87875,,35.1549
,45.89225,,35.160525
,45.90245,,35.17125
,45.9155,,35.1752
,45.92725,,35.190125
,45.9334,,35.19465
,45.94845,,35.20895
,45.96785,,35.218725
,45.987325,,35.2447
,46.003275,,35.265075
,46.0142,,35.276225
,46.028375,,35.286325
,46.042925,,35.296575
,46.057825,,35.30065
,46.072125,,35.313525
,46.0855,,35.321025
,46.10155,,35.3304
,46.1158,,35.342625
,46.128325,,35.36195
,46.1431,,35.38045
,46.1561,,35.391725
,46.179975,,35.3994
,46.200975,,35.411025
,46.22315,,35.41805
,46.245825,,35.423875
,46.270525,,35.430575
,46.296375,,35.44165
,46.318075,,35.448525
,46.342,,35.46535
,46.3697,,35.47145
,46.402375,,35.482425
,46.431625,,35.489825
,46.4611,,35.49645
,46.48105,,35.502425
,46.5022,,35.5125
,46.526625,,35.517625
,46.5441,,35.525525
,46.5638,,35.5311
,46.5841,,35.5477
,46.6058,,35.556525
,46.63185,,35.564725
,46.656575,,35.603575
,46.68235,,35.612075
,46.709525,,35.623175
,46.731225,,35.6409
,46.755,,35.657925
,46.7778,,35.669325
,46.8098,,35.67975
,46.8353,,35.685575
,46.8525,,35.71145
,46.862425,,35.74375
,46.872825,,35.768925
,46.8881,,35.790325
,46.902075,,35.8221
,46.91775,,35.8505
,46.9282,,35.883075
,46.941225,,35.941775
,46.964725,,35.968725
,46.98345,,35.97475
,47.008375,,35.97985
,47.055275,,35.9848
,47.0746,,35.99395
,47.102575,,35.99745
,47.1181,,36.000175
,47.141,,36.00315
,47.1664,,36.008725
,47.191425,,36.012075
,47.20945,,36.01455
,47.232525,,36.017925
,47.247675,,36.020225
,47.271525,,36.022525
,47.300225,,36.024675
,47.326275,,36.027825
,47.347025,,36.030075
,47.37245,,36.03225
,47.392875,,36.035
,47.42135,,36.037775
,47.454825,,36.04035
,47.484475,,36.067675
,47.511175,,36.07825
,47.532775,,36.111225
,47.55715,,36.1224
,47.5928,,36.129875
,47.61255,,36.140625
,47.6397,,36.150625
,47.66095,,36.1665
,47.687175,,36.185425
,47.71125,,36.19515
,47.72945,,36.215125
,47.7477,,36.234325
,47.77195,,36.258675
,47.79365,,36.2718
,47.811175,,36.29855
,47.822375,,36.360925
,47.83375,,36.4017
,47.843725,,36.446075
,47.8528,,36.496525
,47.863375,,36.531975
,47.877475,,36.570975
,47.889,,36.588825
,47.897025,,36.606325
,47.90475,,36.64375
,47.911725,,36.659075
,47.921075,,36.69995
,47.932875,,36.741325
,47.944125,,36.778175
,47.95195,,36.82535
,47.97305,,36.918275
,47.987925,,36.93945
,47.99755,,36.957975
,48.0114,,36.975525
,48.02745,,36.985525
,48.04345,,36.9918
,48.05595,,37.0065
,48.070075,,37.012125
,48.085525,,37.02545
,48.102875,,37.028725
,48.11805,,37.032
,48.132975,,37.037875
,48.1458,,37.05775
,48.16355,,37.077325
,48.183125,,37.086575
,48.209175,,37.095975
,48.2234,,37.107275
,48.255925,,37.120875
,48.267725,,37.1525
,48.284175,,37.1859
,48.30915,,37.200525
,48.331375,,37.2387
,48.347725,,37.2817
,48.366775,,37.315025
,48.38635,,37.340025
,48.397975,,37.3468
,48.409325,,37.3583
,48.418175,,37.367
,48.434225,,37.370675
,48.440675,,37.37605
,48.449075,,37.3817
,48.4602,,37.385475
,48.479125,,37.393825
,48.49235,,37.404
,48.50595,,37.414275
,48.523875,,37.417425
,48.538225,,37.42115
,48.555675,,37.42665
,48.57195,,37.4428
,48.592725,,37.450425
,48.612,,37.468875
,48.637125,,37.488475
,48.6639,,37.49895
,48.6903,,37.529625
,48.707025,,37.54035
,48.7224,,37.583275
,48.733475,,37.655325
,48.744875,,37.673125
,48.7584,,37.70575
,48.7734,,37.730375
,48.781,,37.754425
,48.79155,,37.7872
,48.8049,,37.805625
,48.82535,,37.8197
,48.840825,,37.82675
,48.853975,,37.831475
,48.8725,,37.836425
,48.8864,,37.840225
,48.90395,,37.843925
,48.91675,,37.84865
,48.935,,37.854075
,48.954425,,37.85705
,48.969975,,37.86045
,48.99115,,37.8632
,49.013675,,37.86595
,49.029975,,37.869725
,49.05145,,37.87215
,49.071925,,37.874475
,49.09035,,37.87685
,49.1046,,37.87915
,49.117675,,37.883825
,49.131475,,37.889
,49.144275,,37.891225
,49.15055,,37.893875
,49.1662,,37.896175
,49.177275,,37.898625
,49.18495,,37.901275
,49.20355,,37.92065
,49.2248,,37.935275
,49.239075,,37.94405
,49.262675,,37.9491
,49.28925,,37.973775
,49.30425,,37.9905
,49.323775,,37.996225
,49.342575,,38.005325
,49.355775,,38.01055
,49.374075,,38.023925
,49.39545,,38.03675
,49.418925,,38.056675
,49.436075,,38.0781
,49.454825,,38.120675
,49.47695,,38.155675
,49.4972,,38.22085
,49.51565,,38.261525
,49.538425,,38.307925
,49.548975,,38.3359
,49.557925,,38.36605
,49.565825,,38.3726
,49.5779,,38.376275
,49.5957,,38.380725
,49.605625,,38.3843
,49.619625,,38.387925
,49.6324,,38.391525
,49.6511,,38.397
,49.67435,,38.399825
,49.693425,,38.40445
,49.704625,,38.407025
,49.728125,,38.4131
,49.74425,,38.417125
,49.77215,,38.4196
,49.79385,,38.430925
,49.826675,,38.43545
,49.845,,38.446875
,49.8674,,38.460225
,49.884425,,38.471675
,49.90095,,38.5105
,49.913225,,38.516975
,49.922175,,38.533725
,49.932675,,38.538975
,49.94485,,38.5443
,49.9684,,38.5534
,49.984075,,38.5727
,49.9975,,38.59145
,50.013475,,38.597425
,50.029525,,38.608525
,50.052525,,38.6187
,50.07905,,38.6268
,50.101425,,38.6446
,50.123525,,38.720925
,50.13495,,38.739525
,50.156475,,38.798075
,50.1726,,38.8305
,50.199425,,38.8666
,50.216425,,38.875925
,50.23225,,38.879225
,50.252575,,38.883025
,50.270275,,38.886175
,50.2932,,38.89
,50.30995,,38.89245
,50.320825,,38.8953
,50.33745,,38.898275
,50.3517,,38.9009
,50.370625,,38.903225
,50.384125,,38.9057
,50.394825,,38.908825
,50.416275,,38.9124
,50.427075,,38.915325
,50.441,,38.918225
,50.458525,,38.9238
,50.47555,,38.926975
,50.495375,,38.932925
,50.509725,,38.938825
,50.52355,,38.946475
,50.543175,,38.962675
,50.5657,,38.974875
,50.580525,,38.97915
,50.6009,,39.017275
,50.6191,,39.0288
,50.646875,,39.065125
,50.667125,,39.10015
,50.684625,,39.133475
,50.7015,,39.1676
,50.71275,,39.20425
,50.7248,,39.229825
,50.738675,,39.294575
,50.756475,,39.338975
,50.77485,,39.349925
,50.796625,,39.35735
,50.817625,,39.3694
,50.8389,,39.377075
,50.855725,,39.391125
,50.87175,,39.401325
,50.90065,,39.408575
,50.91935,,39.4125
,50.940425,,39.41605
,50.960125,,39.4194
,50.987525,,39.43165
,51.01085,,39.440425
,51.036025,,39.453075
,51.0621,,39.45885
,51.081025,,39.462
,51.099025,,39.472075
,51.1269,,39.4905
,51.1475,,39.50815
,51.1655,,39.5161
,51.1797,,39.5346
,51.1879,,39.547375
,51.2061,,39.5552
,51.22925,,39.56575
,51.247425,,39.5715
,51.267175,,39.580575
,51.293725,,39.58815
,51.31615,,39.6136
,51.34065,,39.63235
,51.36225,,39.66495
,51.3815,,39.721525
,51.4042,,39.76765
,51.432625,,39.81945
,51.4592,,39.873975
,51.4743,,39.898425
,51.48775,,39.922775
,51.50695,,39.93325
,51.5236,,39.943425
,51.5366,,39.947625
,51.549575,,39.952475
,51.57635,,39.9567
,51.590325,,39.961325
,51.604925,,39.966825
,51.62125,,39.9729
,51.636975,,39.98195
,51.6581,,39.987925
,51.681225,,39.99315
,51.692325,,40.001125
,51.70955,,40.005875
,51.72675,,40.0113
,51.7525,,40.0193
,51.77155,,40.024025
,51.78775,,40.028
,51.807525,,40.0333
,51.82515,,40.044575
,51.845825,,40.047525
,51.8644,,40.0503
,51.8896,,40.05695
,51.904225,,40.0621
,51.9233,,40.065025
,51.941225,,40.068175
,51.96695,,40.079625
,51.984475,,40.085775
,52.009875,,40.090825
,52.043325,,40.10145
,52.0705,,40.1055
,52.0979,,40.110925
,52.122325,,40.123075
,52.14605,,40.13325
,52.16655,,40.1403
,52.203075,,40.15035
,52.234175,,40.157125
,52.258575,,40.17135
,52.281925,,40.177725
,52.306225,,40.1838
,52.32745,,40.187125
,52.3527,,40.20875
,52.370675,,40.215825
,52.398425,,40.22125
,52.411975,,40.22665
,52.426075,,40.2305
,52.453925,,40.236175
,52.46835,,40.256525
,52.48625,,40.263325
,52.518675,,40.275525
,52.54305,,40.278175
,52.56865,,40.28095
,52.5827,,40.292025
,52.605325,,40.295325
,52.6272,,40.302125
,52.642875,,40.30715
,52.664175,,40.31475
,52.68795,,40.325475
,52.707025,,40.333425
,52.725975,,40.34975
,52.74075,,40.39095
,52.7587,,40.4414
,52.78165,,40.46905
,52.8071,,40.51085
,52.820225,,40.5557
,52.841575,,40.569375
,52.85485,,40.5801
,52.8763,,40.584925
,52.897675,,40.588975
,52.9202,,40.59195
,52.9546,,40.59455
,52.9958,,40.599375
,53.0257,,40.6025
,53.0452,,40.606475
,53.06415,,40.609625
,53.0874,,40.612225
,53.110975,,40.6182
,53.1305,,40.62435
,53.154875,,40.626575
,53.18055,,40.62925
,53.2011,,40.635775
,53.230875,,40.63975
,53.266825,,40.646475
,53.2838,,40.651375
,53.315425,,40.656175
,53.355025,,40.6598
,53.3788,,40.66405
,53.389975,,40.6684
,53.413125,,40.672025
,53.43285,,40.690375
,53.45625,,40.705025
,53.48085,,40.7142
,53.504625,,40.72835
,53.52755,,40.737425
,53.541425,,40.744525
,53.5653,,40.7503
,53.588225,,40.764775
,53.60635,,40.777975
,53.62875,,40.787525
,53.6498,,40.7936
,53.67,,40.803225
,53.693375,,40.811125
,53.70925,,40.828075
,53.733475,,40.875875
,53.752675,,40.919625
,53.77905,,40.975025
,53.809025,,41.0481
,53.8277,,41.0641
,53.859125,,41.08905
,53.87485,,41.101975
,53.897575,,41.11025
,53.912075,,41.120675
,53.93365,,41.124925
,53.95855,,41.129875
,53.971375,,41.13405
,53.97825,,41.136675
,53.98865,,41.13915
,54.008325,,41.1438
,54.01765,,41.148125
,54.029625,,41.151125
,54.03915,,41.153475
,54.055075,,41.155925
,54.067875,,41.158025
,54.084675,,41.160025
,54.097725,,41.162325
,54.1154,,41.1647
,54.13405,,41.17355
,54.167525,,41.1885
,54.187425,,41.19175
,54.198625,,41.196325
,54.21185,,41.214425
,54.22535,,41.229725
,54.2426,,41.25135
,54.257325,,41.258475
,54.273525,,41.264275
,54.29,,41.274325
,54.30685,,41.27815
,54.322325,,41.282275
,54.3442,,41.2931
,54.35985,,41.312625
,54.3933,,41.3233
,54.409525,,41.350175
,54.42575,,41.3615
,54.4489,,41.39705
,54.466725,,41.416475
,54.481575,,41.51085
,54.508725,,41.56875
,54.52815,,41.613225
,54.550675,,41.6306
,54.56875,,41.645475
,54.596675,,41.652275
,54.61775,,41.6587
,54.643625,,41.666425
,54.671,,41.670675
,54.690675,,41.674525
,54.711275,,41.6786
,54.7378,,41.6818
,54.74995,,41.68585
,54.770475,,41.6894
,54.79995,,41.691825
,54.8135,,41.6944
,54.8272,,41.69715
,54.855625,,41.69995
,54.876,,41.70225
,54.89595,,41.70565
,54.921,,41.70805
,54.939975,,41.710925
,54.9546,,41.713475
,54.97865,,41.721225
,54.994825,,41.724375
,55.016375,,41.7295
,55.04165,,41.73545
,55.059075,,41.74125
,55.08425,,41.750825
,55.109075,,41.75605
,55.1355,,41.760175
,55.156325,,41.771525
,55.17465,,41.7785
,55.197775,,41.78825
,55.21485,,41.791975
,55.2486,,41.802625
,55.2647,,41.8124
,55.28155,,41.815725
,55.3082,,41.81915
,55.31795,,41.823075
,55.337675,,41.8266
,55.356875,,41.833375
,55.382175,,41.843825
,55.4053,,41.848425
,55.42725,,41.8546
,55.44775,,41.863725
,55.483925,,41.871525
,55.503525,,41.888175
,55.520825,,41.921125
,55.5501,,41.982175
,55.5688,,42.0159
,55.581675,,42.082975
,55.59615,,42.123425
,55.609625,,42.1426
,55.61625,,42.15045
,55.62965,,42.155775
,55.638625,,42.1626
,55.6515,,42.167225
,55.662675,,42.1712
,55.680175,,42.176575
,55.6955,,42.18035
,55.706575,,42.18545
,55.723225,,42.19155
,55.747,,42.1979
,55.762475,,42.203525
,55.7795,,42.2088
,55.806725,,42.211575
,55.824425,,42.214625
,55.845725,,42.2174
,55.8745,,42.221475
,55.8946,,42.2241
,55.914775,,42.231375
,55.935475,,42.236725
,55.9598,,42.24065
,55.972425,,42.252975
,55.992875,,42.2589
,56.00695,,42.272225
,56.02895,,42.282375
,56.040625,,42.291425
,56.0639,,42.302475
,56.081125,,42.315925
,56.099875,,42.321625
,56.12025,,42.333025
,56.1394,,42.344775
,56.15665,,42.3607
,56.184275,,42.375725
,56.21055,,42.418925
,56.2336,,42.4585
,56.251575,,42.4886
,56.266475,,42.526075
,56.28205,,42.546125
,56.297475,,42.59785
,56.312775,,42.627725
,56.33785,,42.65005
,56.348475,,42.65755
,56.362825,,42.664975
,56.3791,,42.66815
,56.399875,,42.67135
,56.420725,,42.674225
,56.440375,,42.6766
,56.46375,,42.6803
,56.481325,,42.683225
,56.5032,,42.686925
,56.5181,,42.694825
,56.53905,,42.697575
,56.556725,,42.7006
,56.5706,,42.703575
,56.58725,,42.70615
,56.60125,,42.71035
,56.61555,,42.71345
,56.628775,,42.71965
,56.6502,,42.72295
,56.66145,,42.725725
,56.678975,,42.728875
,56.69415,,42.734675
,56.7055,,42.7387
,56.72495,,42.744625
,56.744025,,42.750525
,56.75945,,42.756225
,56.77345,,42.764925
,56.794625,,42.77325
,56.817875,,42.779175
,56.8371,,42.789075
,56.8561,,42.8041
,56.885075,,42.80935
,56.902775,,42.8176
,56.9307,,42.8211
,56.949725,,42.824425
,56.959675,,42.834775
,56.972275,,42.84445
,56.989475,,42.8488
,57.005975,,42.854525
,57.01935,,42.86695
,57.043475,,42.87425
,57.059725,,42.877875
,57.0794,,42.89285
,57.100975,,42.924175
,57.120275,,42.98075
,57.136075,,43.023825
,57.156725,,43.05255
,57.178625,,43.075025
,57.203725,,43.09915
,57.228475,,43.13415
,57.254175,,43.139575
,57.28105,,43.14725
,57.30345,,43.1563
,57.311625,,43.1587
,57.320425,,43.16175
,57.330175,,43.16715
,57.338125,,43.1695
,57.34765,,43.1725
,57.355725,,43.175875
,57.369725,,43.181075
,57.381325,,43.18395
,57.396275,,43.1868
,57.408,,43.19185
,57.4273,,43.194675
,57.449,,43.197575
,57.4686,,43.20195
,57.5151,,43.204675
,57.53295,,43.2095
,57.552825,,43.2123
,57.57275,,43.21495
,57.59885,,43.21775
,57.619725,,43.220425
,57.631125,,43.2228
,57.6448,,43.2249
,57.663,,43.227075
,57.6859,,43.2311
,57.7015,,43.2335
,57.722325,,43.237525
,57.740775,,43.24195
,57.758125,,43.2463
,57.781425,,43.256425
,57.794675,,43.262925
