SPK_SPKC06c,SPK_SPKC08a,700.008825,SPK_SPKC11a,SPK_SPKC12a,SPK_SPKC12b,SPK_SPKC15b
739.682125,,,723.80545,725.7613,800.07625,723.628225
739.696825,,,723.829575,725.789825,800.145925,723.633975
739.74795,,,723.843575,725.805525,800.1555,723.6634
739.786475,,,723.85455,725.812925,800.26055,723.6831
739.814075,,,723.872675,725.82445,800.264,723.687525
739.88365,,,723.907625,725.832425,800.370225,723.7176
739.896625,,,723.950625,725.8458,800.40175,723.72625
739.914075,,,723.97945,725.879175,800.488725,723.75625
739.978975,,,723.989125,725.887825,800.534125,723.763125
740.0066,,,723.99605,725.904575,800.5412,723.78375
740.01755,,,724.001,725.921775,800.584075,723.79215
740.036175,,,724.007475,725.948625,800.6121,723.826075
740.071225,,,724.015,726.026525,800.796325,723.9636
740.08405,,,724.02325,726.175925,800.884475,723.981525
740.142,,,724.029325,726.256375,801.07685,723.986725
740.1658,,,724.031425,726.291825,801.139775,724.000325
740.176075,,,724.039475,726.315125,801.1469,724.01075
740.2156,,,724.044075,726.325975,801.58335,724.030175
740.226675,,,724.056075,726.3429,801.6055,724.04115
740.239525,,,724.077375,726.377425,801.6165,724.0546
740.27,,,724.0902,726.392225,801.742975,724.063875
740.27775,,,724.098775,726.4248,801.805925,724.072075
740.291525,,,724.111675,726.546075,801.898425,724.104675
740.30135,,,724.1255,726.587775,801.998075,724.131975
740.30685,,,724.142,726.612475,802.012225,724.1519
740.35545,,,724.1597,726.639375,802.24745,724.1701
740.369275,,,724.173375,726.648825,802.27645,724.19115
740.399625,,,724.19325,726.655325,802.312925,724.206625
740.46015,,,724.226,726.6881,802.438925,724.275125
740.4814,,,724.239575,726.706325,802.475325,724.317825
740.48855,,,724.261725,726.745425,802.56735,724.335675
740.505875,,,724.273375,726.769,802.64875,724.356575
740.516875,,,724.28025,726.80395,802.761625,724.38305
740.5312,,,724.28665,726.850725,802.94105,724.40585
740.55985,,,724.2947,726.8667,803.141125,724.438075
740.579825,,,724.31905,726.8946,803.279825,724.454475
740.5895,,,724.336025,726.916975,803.37725,724.48895
740.610425,,,724.35055,726.926625,803.38385,724.5175
740.633825,,,724.3828,726.9608,803.390975,724.5333
740.646525,,,724.403175,726.97785,803.4913,724.54695
740.66065,,,724.4396,726.9886,803.6261,724.5839
740.683975,,,724.468575,727.010225,803.64995,724.7165
740.691725,,,724.496925,727.0475,803.7943,724.7279
740.713325,,,724.519475,727.079525,804.122575,724.736625
740.73475,,,724.532725,727.113225,804.17335,724.75555
740.743825,,,724.542575,727.132675,804.194775,724.81235
740.767075,,,724.556725,727.1828,804.2212,724.8208
740.7818,,,724.5743,727.2289,804.2411,724.839625
740.81825,,,724.57555,727.2711,804.287725,724.853975
740.879325,,,724.5944,727.30275,804.40905,724.87405
740.891425,,,724.6211,727.3282,804.416525,724.899975
740.90415,,,724.65795,727.3523,804.459625,724.9721
740.91835,,,724.69585,727.367175,804.567625,725.010825
740.936375,,,724.710425,727.391875,804.59515,725.044075
740.965675,,,724.731575,727.416225,804.864625,725.073
740.985525,,,724.7563,727.434525,805.06785,725.1002
741.0076,,,724.7786,727.46115,805.13285,725.106375
741.019025,,,724.792175,727.481575,805.36815,725.17575
741.056725,,,724.809975,727.52115,805.44985,725.193925
741.075475,,,724.82395,727.541025,805.713425,725.2709
741.0845,,,724.845675,727.5826,805.721725,725.3347
741.111475,,,724.862375,727.61615,805.9686,725.3604
741.13075,,,724.88335,727.638275,806.0464,725.41135
741.14395,,,724.902875,727.680225,806.185425,725.429675
741.162725,,,724.937425,727.70275,806.551925,725.443125
741.174725,,,724.982025,727.77155,806.844575,725.473675
741.20155,,,725.01475,727.8303,806.866175,725.502475
741.21365,,,725.050025,727.85435,806.9386,725.537725
741.25475,,,725.07585,727.920075,806.9887,725.606875
741.27045,,,725.104875,727.948675,807.05645,725.63795
741.296775,,,725.14255,727.959575,807.06755,725.6853
741.320075,,,725.1685,727.97935,807.1086,725.7272
741.3517,,,725.184925,727.986225,807.139675,725.74725
741.37635,,,725.224425,728.00245,807.157075,725.769725
741.3875,,,725.280325,728.01705,807.389025,725.79875
741.4065,,,725.3316,728.033175,807.402175,725.83395
741.45165,,,725.365325,728.05775,807.6604,725.84885
741.468975,,,725.387275,728.099675,807.816775,725.8728
741.49555,,,725.418925,728.15935,807.948725,725.884525
741.5191,,,725.4435,728.224375,807.950925,725.90685
741.556,,,725.458975,728.264525,807.99935,725.92135
741.571975,,,725.467975,728.2897,808.035525,726.003775
741.6101,,,725.489225,728.30765,808.04935,726.0559
741.647175,,,725.514975,728.32475,808.17175,726.05955
741.68705,,,725.543425,728.327425,808.25355,726.0761
741.711025,,,725.600275,728.334,808.28185,726.1121
741.828625,,,725.638825,728.341525,808.5165,726.137975
741.927925,,,725.679575,728.356675,808.613175,726.174175
742.1008,,,725.720275,728.39305,808.8612,726.19675
742.144475,,,725.761275,728.43095,808.950025,726.2064
742.17025,,,725.789825,728.44935,808.980275,726.2537
742.230975,,,725.812925,728.47565,809.1418,726.294125
742.306075,,,725.82445,728.516,809.2426,726.3246
742.49865,,,725.832425,728.54845,809.269425,726.34515
742.514425,,,725.845825,728.561625,809.443575,726.3641
742.5825,,,725.87915,728.587,809.69,726.378675
742.59375,,,725.8878,728.5995,809.7159,726.399
742.59765,,,725.904575,728.61525,809.799725,726.431375
742.623325,,,725.921775,728.6277,809.8474,726.4533
742.63715,,,725.9486,728.636725,809.990675,726.458
742.65125,,,726.0265,728.647225,810.318925,726.504775
742.659125,,,726.1759,728.6607,810.36415,726.5289
742.72545,,,726.2008,728.67365,810.37755,726.581675
742.74915,,,726.256375,728.6892,810.675825,726.62155
742.7724,,,726.291825,728.71075,810.73635,726.635375
742.87275,,,726.315125,728.72505,810.77125,726.664825
742.88675,,,726.326,728.746275,810.874425,726.7356
742.906775,,,726.3429,728.75545,810.997275,726.788375
742.9202,,,726.3774,728.77585,811.1572,726.820575
742.971725,,,726.392225,728.797475,811.208675,726.837825
743.028775,,,726.4248,728.815475,811.2742,726.86375
743.069275,,,726.546075,728.839525,811.317575,726.8792
743.237775,,,726.5878,728.889275,811.3311,726.9022
743.252275,,,726.612475,728.916125,811.349825,726.9135
743.2854,,,726.62955,728.987325,811.400425,726.9282
743.428325,,,726.63935,729.01805,811.402125,726.9394
743.47235,,,726.648825,729.0281,811.566675,726.9499
743.675375,,,726.6553,729.0813,811.76905,726.97145
743.9653,,,726.667,729.112275,811.824775,726.98255
744.01665,,,726.6881,729.125525,811.864225,726.99925
744.062375,,,726.7063,729.1457,812.560225,727.001725
744.135575,,,726.721525,729.1655,812.59105,727.017275
744.241575,,,726.7454,729.175375,812.63465,727.0336
744.24675,,,726.769,729.204825,812.7697,727.06935
744.424525,,,726.803925,729.2347,812.976125,727.073775
744.434,,,726.8507,729.25295,813.155625,727.1315
744.461675,,,726.8667,729.269875,813.228525,727.157725
744.518575,,,726.91695,729.319725,813.234025,727.16345
744.547975,,,726.9266,729.33685,813.32125,727.2048
744.574425,,,726.960775,729.350625,813.414375,727.3019
744.72545,,,726.97785,729.370875,813.52765,727.323225
744.7945,,,726.988575,729.3986,813.917,727.378225
744.822225,,,727.0102,729.428125,814.040125,727.398625
744.85305,,,727.0475,729.464175,814.427475,727.462925
744.884475,,,727.079525,729.509175,814.55115,727.470125
744.891325,,,727.113225,729.555125,814.786325,727.4948
744.90365,,,727.132675,729.577875,815.1261,727.5126
744.9432,,,727.1828,729.591975,815.136975,727.534825
745.064575,,,727.2289,729.611525,815.174425,727.562325
745.1307,,,727.2711,729.684625,815.189275,727.5848
745.1549,,,727.30275,729.7099,815.26,727.63265
745.193275,,,727.3282,729.7313,815.292025,727.6711
745.2534,,,727.3523,729.77155,815.349325,727.680075
745.2681,,,727.367175,729.812225,815.691925,727.696525
745.315175,,,727.391875,729.835575,815.76425,727.749525
745.363525,,,727.4162,729.8672,815.951475,727.795225
745.380575,,,727.434525,729.910875,816.2343,727.8607
745.392275,,,727.46115,729.927375,816.39555,727.9115
745.40595,,,727.481575,729.94665,816.625975,727.968925
745.420975,,,727.52115,729.96,816.834425,727.97975
745.44625,,,727.541025,729.9756,817.0262,728.01175
745.471175,,,727.5826,729.9942,817.423025,728.07005
745.479625,,,727.6161,730.01525,817.582,728.12665
745.498075,,,727.63825,730.108675,817.79105,728.159475
745.589475,,,727.680225,730.15295,818.267725,728.174025
745.6219,,,727.70275,730.1697,818.3949,728.199925
745.6418,,,727.77155,730.227025,818.581575,728.259075
745.83425,,,727.8303,730.2604,818.60775,728.2756
745.855675,,,727.85435,730.278625,818.90915,728.3009
745.8983,,,727.920075,730.293825,818.988925,728.31115
745.961775,,,727.959575,730.31155,819.060675,728.3178
746.03835,,,727.97935,730.32365,819.150925,728.3256
746.12085,,,727.986225,730.34215,819.555525,728.3426
746.13385,,,728.00245,730.38185,819.585725,728.359075
746.152325,,,728.017025,730.4259,819.702125,728.37625
746.168875,,,728.033175,730.4576,820.2368,728.3937
746.1867,,,728.05775,730.5381,820.246925,728.410075
746.255625,,,728.09965,730.615975,820.428725,728.435775
746.42925,,,728.15935,730.672025,820.69275,728.4848
746.4783,,,728.22435,730.69165,820.708075,728.515325
746.4993,,,728.264525,730.7386,820.733925,728.5382
746.5366,,,728.289675,730.773,820.949275,728.55175
746.5608,,,728.30765,730.88875,821.15265,728.56305
746.78515,,,728.318225,730.9788,821.3238,728.57515
746.975825,,,728.32475,730.99165,821.467,728.595975
747.1722,,,728.327375,731.006875,821.6012,728.603625
747.1844,,,728.333975,731.02375,821.7713,728.60675
747.2522,,,728.3415,731.050775,821.88485,728.621225
747.278825,,,728.356675,731.062075,822.0429,728.63415
747.321475,,,728.43095,731.0735,822.0724,728.65085
747.532225,,,728.4493,731.0815,822.131125,728.676475
747.6004,,,728.47565,731.097525,822.155525,728.68425
747.6184,,,728.516,731.13085,822.2114,728.719525
747.67445,,,728.54845,731.145275,822.31865,728.741975
747.70625,,,728.5616,731.1731,822.472375,728.757525
747.84445,,,728.586975,731.1904,822.505125,728.8132
747.858475,,,728.599475,731.232325,822.6543,728.828775
747.911725,,,728.61525,731.278025,822.701275,728.845675
747.954275,,,728.6277,731.306275,823.256625,728.92095
747.978925,,,728.636725,731.3664,823.47935,728.935825
748.0254,,,728.647225,731.407375,823.50165,728.95805
748.046775,,,728.660675,731.41915,823.563825,728.99085
748.07805,,,728.673625,731.435625,823.69675,729.01695
748.29305,,,728.6892,731.45545,823.8626,729.027525
748.333775,,,728.710725,731.480975,824.019125,729.035225
748.35275,,,728.725025,731.511425,824.074775,729.04725
748.373275,,,728.74625,731.5314,824.129975,729.061125
748.418175,,,728.755425,731.574825,824.18515,729.0745
748.467075,,,728.775825,731.629775,824.37625,729.097225
748.51965,,,728.797475,731.656725,824.399825,729.1169
748.548325,,,728.815475,731.7022,824.434425,729.1531
748.5853,,,728.839525,731.78155,824.53575,729.1695
748.601925,,,728.862875,731.797675,824.541475,729.189225
748.617475,,,728.889275,731.885125,824.702725,729.275175
748.662975,,,728.916125,731.9172,824.722575,729.295575
748.667725,,,728.94055,732.0251,824.796175,729.3084
748.68385,,,728.953075,732.103225,824.831925,729.323725
748.701575,,,728.98735,732.131475,825.0994,729.3485
748.73585,,,729.018025,732.157075,825.178725,729.362775
748.7515,,,729.0281,732.181575,825.253875,729.4406
748.771725,,,729.0439,732.205575,825.483875,729.468275
748.788825,,,729.065575,732.2375,825.5579,729.54185
748.80185,,,729.0813,732.258975,825.63275,729.5741
748.82315,,,729.100375,732.3479,825.77185,729.58505
748.865575,,,729.112275,732.4142,826.002775,729.589275
748.885775,,,729.125525,732.4254,826.24735,729.6075
748.915775,,,729.145675,732.4556,826.35275,729.6219
748.991575,,,729.175375,732.580775,826.38405,729.648725
749.1711,,,729.204825,732.631675,826.593575,729.665275
749.19675,,,729.2347,732.7036,826.731325,729.677
749.298725,,,729.252925,732.781925,827.002325,729.6898
749.420325,,,729.269875,732.81645,827.022725,729.697525
749.46115,,,729.290075,732.8346,827.153275,729.73635
749.700675,,,729.3197,732.84685,827.23825,729.7756
749.743475,,,729.33685,732.861075,827.2496,729.8236
750.02235,,,729.350625,732.8763,827.29315,729.86265
750.0925,,,729.370875,732.90865,827.361125,729.89405
750.212675,,,729.398625,732.92885,827.595275,729.9204
750.402675,,,729.428125,732.943225,827.76805,729.938075
750.4473,,,729.464175,732.96695,827.8653,729.959125
750.536725,,,729.509175,732.996475,828.202575,729.980625
750.579225,,,729.5551,733.0618,828.391825,730.0027
750.7638,,,729.577875,733.17705,828.536675,730.02295
750.794625,,,729.591975,733.207525,828.790225,730.0903
750.826475,,,729.611525,733.223725,828.93865,730.101975
751.005125,,,729.64005,733.236675,829.030075,730.1108
751.04375,,,729.651875,733.252925,829.132775,730.165775
751.05185,,,729.66105,733.265975,829.1463,730.198275
751.06525,,,729.684625,733.2786,829.178575,730.242275
751.13695,,,729.709875,733.28505,829.222975,730.296275
751.24665,,,729.731275,733.295325,829.236775,730.3086
751.3247,,,729.771525,733.310925,829.2648,730.32945
751.414775,,,729.812225,733.3254,829.438575,730.355725
751.43445,,,729.835575,733.354925,829.756575,730.4042
751.45895,,,729.867175,733.38155,829.7896,730.44125
751.478125,,,729.91085,733.4044,829.834075,730.482275
751.6689,,,729.927375,733.45885,829.92935,730.5134
751.713,,,729.94665,733.4905,830.041875,730.579125
751.753275,,,729.96,733.502575,830.1201,730.615225
751.7665,,,729.975575,733.5242,830.1849,730.660775
751.8417,,,729.9942,733.537625,830.210225,730.677175
751.873225,,,730.01525,733.55895,830.38825,730.6956
751.893225,,,730.15295,733.56945,830.508575,730.715225
751.937475,,,730.1697,733.5952,830.604925,730.737
752.117825,,,730.227,733.610675,830.722875,730.752425
752.135425,,,730.2604,733.626325,831.05375,730.770725
752.1789,,,730.2786,733.65745,831.101375,730.799925
752.217625,,,730.293825,733.692625,831.228275,730.823225
752.3927,,,730.311525,733.761425,831.28335,730.8649
752.414525,,,730.32365,733.836875,831.296925,730.905625
752.626,,,730.34215,733.856525,831.4342,730.909275
752.8322,,,730.38185,733.871675,831.471975,730.94185
752.866125,,,730.4259,733.91705,831.517325,730.9632
752.8899,,,730.4576,733.968775,831.621,730.977025
752.9066,,,730.5381,733.99805,831.647725,730.9889
752.932575,,,730.569825,734.0659,831.672325,730.99585
752.948,,,730.615975,734.134325,831.745825,731.00895
752.97425,,,730.672,734.146775,831.756375,731.016675
752.9992,,,730.69165,734.15815,831.867425,731.02255
753.0747,,,730.717925,734.178475,831.9004,731.030975
753.0884,,,730.7386,734.192775,832.595175,731.044475
753.108,,,730.773,734.219925,832.7884,731.058125
753.149375,,,730.88875,734.26055,832.8476,731.0687
753.16985,,,730.9289,734.3174,833.090925,731.10065
753.204875,,,730.9573,734.337875,833.462,731.1294
753.224625,,,730.978775,734.3589,833.4977,731.155875
753.25025,,,730.991625,734.422525,833.6169,731.168825
753.2665,,,731.00685,734.47055,833.65625,731.19795
753.304625,,,731.02375,734.488075,833.764025,731.227
753.4044,,,731.050775,734.511375,833.793775,731.2678
753.42525,,,731.062075,734.532925,833.819375,731.313825
753.469475,,,731.0735,734.624625,833.921075,731.353425
753.4929,,,731.0815,734.657975,833.96525,731.377775
753.523025,,,731.09755,734.6862,833.984875,731.409875
753.560075,,,731.115225,734.726975,834.093475,731.43345
753.57695,,,731.13085,734.7596,834.24395,731.447375
753.600825,,,731.145275,734.832375,834.6425,731.461425
753.6181,,,731.173075,734.858675,835.0817,731.483925
753.668225,,,731.1904,734.86875,835.167325,731.50625
753.71415,,,731.2323,734.8771,835.264175,731.524125
753.742325,,,731.278025,734.885325,835.3801,731.571575
753.7894,,,731.30625,734.897925,835.384525,731.656525
753.84205,,,731.366375,734.9279,835.67705,731.686175
753.870625,,,731.40735,735.049425,835.69425,731.7226
753.893575,,,731.41915,735.093675,836.111475,731.7387
753.907725,,,731.4356,735.166425,836.28355,731.7543
753.9423,,,731.455425,735.188325,836.557425,731.791975
753.958625,,,731.48095,735.204375,836.63055,731.8197
753.971475,,,731.5114,735.225325,837.138275,731.865625
754.002075,,,731.531375,735.266625,837.14765,731.8952
754.02205,,,731.574825,735.286525,837.157725,731.923275
754.0363,,,731.629775,735.325,837.4031,731.9552
754.0679,,,731.656725,735.3501,837.492575,731.958875
754.092675,,,731.7022,735.38135,837.600525,732.0023
754.1162,,,731.781525,735.436125,837.647425,732.034425
754.149875,,,731.79765,735.4862,837.6757,732.0658
754.195425,,,731.816875,735.515875,837.792925,732.080775
754.2263,,,731.84365,735.53405,837.7957,732.099975
754.27475,,,731.8851,735.54845,837.91005,732.125625
754.294775,,,731.9172,735.55685,837.964125,732.146475
754.32225,,,732.025075,735.572675,838.2002,732.16805
754.354075,,,732.103225,735.582925,838.398525,732.192525
754.3737,,,732.131475,735.60035,838.410525,732.222625
754.391475,,,732.157075,735.615375,838.456075,732.268575
754.405825,,,732.18155,735.6447,838.533775,732.287625
754.4536,,,732.205575,735.677725,838.6352,732.3207
754.60175,,,732.2375,735.707825,838.765075,732.3409
754.626675,,,732.258975,735.78675,838.95555,732.3543
754.707275,,,732.3479,735.842025,839.0575,732.3641
754.831325,,,732.414175,735.8674,839.20155,732.374875
754.85765,,,732.425375,735.900675,839.333325,732.409325
754.937275,,,732.4556,735.91775,839.3692,732.422475
755.134475,,,732.56955,735.93335,839.4342,732.458375
755.3642,,,732.580725,735.94645,839.508275,732.47795
755.383425,,,732.631675,735.968175,839.645975,732.5068
755.400125,,,732.7036,735.9815,839.8857,732.539625
755.446625,,,732.781925,735.989925,839.977675,732.5551
755.4595,,,732.816425,736.003675,840.7891,732.602775
755.49365,,,732.8346,736.008425,840.795675,732.653725
755.567625,,,732.846825,736.01195,840.862225,732.70325
755.603375,,,732.86105,736.021875,840.9359,732.707925
755.67415,,,732.876275,736.034875,841.083875,732.735
755.697575,,,732.894725,736.0469,841.5873,732.7785
755.708,,,732.90865,736.0771,841.7104,732.80095
755.72475,,,732.92885,736.1259,841.793675,732.8249
755.733275,,,732.93615,736.225875,841.83955,732.8364
755.76,,,732.9432,736.26055,841.954025,732.8497
755.780225,,,732.996475,736.28705,842.114825,732.8623
755.7995,,,733.0618,736.30645,842.276825,732.8709
755.810125,,,733.17705,736.33905,842.28855,732.892325
755.833575,,,733.207525,736.356475,842.305325,732.904925
755.845725,,,733.223725,736.372,842.4199,732.914875
755.8848,,,733.236675,736.384875,842.5669,732.939525
755.89775,,,733.252925,736.403275,842.65275,732.96195
755.928575,,,733.265975,736.4249,842.675275,733.027475
755.944625,,,733.2786,736.45155,842.68565,733.062275
755.957675,,,733.28505,736.49505,842.73015,733.092925
755.96975,,,733.295325,736.51965,842.82975,733.097
756.010275,,,733.3109,736.54365,842.95315,733.134325
756.031825,,,733.325375,736.5541,843.380225,733.1594
756.04655,,,733.354925,736.58505,843.40955,733.1946
756.060175,,,733.38155,736.6217,843.550875,733.221675
756.0796,,,733.4044,736.67045,843.561375,733.24145
756.0939,,,733.45885,736.706925,843.8122,733.267125
756.10655,,,733.4905,736.79,843.81465,733.28255
756.144725,,,733.502575,736.8608,843.91955,733.2986
756.16505,,,733.5242,736.89545,844.074175,733.3152
756.1736,,,733.537625,736.918425,844.271025,733.33055
756.21275,,,733.55895,736.929625,844.380975,733.34925
756.22875,,,733.56945,736.9401,844.415275,733.386025
756.259625,,,733.5952,736.9523,844.4963,733.4126
756.278575,,,733.610675,736.988675,844.5648,733.4319
756.372375,,,733.626325,737.009125,844.59265,733.47695
756.38765,,,733.657475,737.196775,844.673225,733.491225
756.4062,,,733.692625,737.225175,844.6897,733.51
756.426875,,,733.7614,737.24335,844.7004,733.517325
756.445975,,,733.8051,737.255525,844.73915,733.524675
756.49335,,,733.83685,737.2714,844.893275,733.53685
756.52935,,,733.856525,737.282425,844.9978,733.548725
756.548125,,,733.871675,737.35525,845.179425,733.56035
756.5662,,,733.88895,737.490175,845.20575,733.57655
756.578225,,,733.91705,737.52875,845.559425,733.594025
756.5987,,,733.968775,737.557475,845.830625,733.608575
756.629225,,,733.99805,737.575225,845.927,733.667825
756.64405,,,734.065875,737.598875,845.95865,733.69025
756.68145,,,734.134325,737.628425,846.143775,733.7516
756.708175,,,734.146775,737.676075,846.17345,733.75925
756.740125,,,734.15815,737.705025,846.193775,733.80315
756.799825,,,734.17845,737.8679,846.286725,733.8206
756.833975,,,734.192775,737.9136,846.31765,733.845425
756.8518,,,734.219925,737.9398,846.3713,733.860275
756.874125,,,734.260525,737.95905,846.4021,733.872425
756.9153,,,734.3174,737.973425,846.4123,733.89485
756.97405,,,734.33785,737.9963,846.44595,734.0275
756.998775,,,734.3589,738.017725,846.545575,734.084375
757.026725,,,734.422525,738.026375,846.659775,734.11375
757.047025,,,734.47055,738.0441,846.73005,734.130275
757.06025,,,734.48805,738.057725,846.815175,734.14285
757.091975,,,734.51135,738.08825,846.8443,734.1447
757.23665,,,734.5329,738.144925,846.891075,734.155025
757.252275,,,734.624625,738.2357,847.04115,734.160925
757.2684,,,734.6862,738.2532,847.35125,734.16515
757.316225,,,734.72695,738.324075,847.426325,734.1718
757.463375,,,734.7596,738.35345,847.887975,734.182475
757.486675,,,734.832375,738.371125,848.07425,734.196175
757.5041,,,734.858675,738.39915,848.146675,734.212575
757.528275,,,734.86875,738.449475,848.162525,734.22355
757.548,,,734.877125,738.49705,848.35,734.2546
757.5666,,,734.885325,738.548625,848.36575,734.29925
757.585375,,,734.8979,738.651525,848.64895,734.3562
757.609425,,,734.9279,738.662525,849.0494,734.388025
757.642925,,,735.049425,738.686475,849.208425,734.4058
757.681975,,,735.093675,738.709225,849.3043,734.44265
757.69935,,,735.166425,738.720625,849.30695,734.4827
757.708225,,,735.1883,738.736,849.3163,734.51365
757.729675,,,735.204375,738.74885,849.343275,734.5265
757.772625,,,735.225325,738.76785,849.633825,734.5558
757.7965,,,735.241925,738.7784,849.6846,734.58865
757.840225,,,735.2666,738.789475,849.759175,734.626075
757.866925,,,735.286525,738.817275,849.7648,734.67155
758.01575,,,735.325,738.855775,849.793625,734.73265
758.0735,,,735.3501,738.91725,850.02735,734.74455
758.2279,,,735.38135,738.985125,850.628925,734.7724
758.270875,,,735.436125,739.018625,850.778375,734.79735
758.32995,,,735.4862,739.0345,850.79695,734.8339
758.640925,,,735.515875,739.04635,850.956075,734.853825
758.702725,,,735.53405,739.06115,850.9712,734.916825
758.72185,,,735.54845,739.0801,851.254175,734.962275
758.747575,,,735.556825,739.095025,851.347,735.0019
758.7624,,,735.572675,739.1138,851.42795,735.0464
758.83985,,,735.582925,739.160075,851.448725,735.072125
758.857875,,,735.60035,739.249375,851.535175,735.11265
758.878575,,,735.61535,739.299925,851.570875,735.116375
758.89475,,,735.644675,739.323475,851.600325,735.137025
758.92185,,,735.677725,739.346025,851.73455,735.1585
758.954275,,,735.707825,739.359675,851.803225,735.171775
758.9746,,,735.78675,739.388825,851.900925,735.18345
758.9887,,,735.842,739.4035,851.9288,735.196925
759.00535,,,735.867375,739.414925,851.952025,735.2135
759.014425,,,735.900675,739.425675,851.989225,735.244125
759.04935,,,735.91775,739.4431,852.1037,735.2555
759.065925,,,735.94645,739.4729,852.113275,735.282875
759.145875,,,735.968175,739.535675,852.1318,735.2926
759.17255,,,735.9815,739.567975,852.160975,735.33055
759.238125,,,735.989925,739.581275,852.186275,735.339525
759.278625,,,736.00365,739.61425,852.204375,735.375
759.302175,,,736.008425,739.622475,852.214525,735.398275
759.3352,,,736.011925,739.63915,852.238875,735.4288
759.52405,,,736.02185,739.671225,852.27435,735.46645
759.54795,,,736.03485,739.6883,852.2982,735.479825
759.565925,,,736.0469,739.7396,852.388625,735.490975
759.58745,,,736.0771,739.7765,852.543025,735.5126
759.828875,,,736.125875,739.8173,852.570525,735.529125
759.880925,,,736.225875,739.834325,852.73275,735.544275
759.920225,,,736.26055,739.8619,852.7611,735.5562
759.9348,,,736.30645,739.886975,852.8253,735.563425
759.959725,,,736.322825,739.9027,852.91155,735.5925
760.213825,,,736.35645,739.911925,852.963125,735.609075
760.244225,,,736.372,739.921625,853.109975,735.6471
760.276675,,,736.384875,739.939925,853.17815,735.675375
760.3486,,,736.403225,739.958,853.359725,735.79595
760.388925,,,736.4249,739.978225,853.47505,735.828325
760.430275,,,736.451575,740.025375,853.7614,735.85795
760.5029,,,736.49505,740.06355,853.865175,735.87505
760.53485,,,736.519625,740.096825,854.000075,735.89875
760.558275,,,736.54365,740.13785,854.124925,735.91655
760.59105,,,736.554075,740.2085,854.209125,735.9188
760.7259,,,736.58505,740.2376,854.319775,735.928975
760.76415,,,736.6217,740.260375,854.463375,735.949825
760.9549,,,736.642025,740.2816,854.5217,735.988875
760.96175,,,736.67045,740.300025,854.763925,735.992925
760.97155,,,736.706925,740.31725,854.9994,736.036025
760.99345,,,736.789975,740.337225,855.01685,736.058375
761.00865,,,736.8608,740.354925,855.03815,736.079725
761.02875,,,736.89545,740.375075,855.0614,736.093525
761.050425,,,736.9027,740.394975,855.07435,736.125175
761.0714,,,736.909225,740.4059,855.135475,736.145475
761.1343,,,736.918425,740.42585,855.202875,736.168825
761.20365,,,736.9296,740.442275,855.262775,736.2103
761.219725,,,736.9401,740.473,855.3043,736.227975
761.257175,,,736.9523,740.50125,855.40955,736.254825
761.27975,,,736.9659,740.51555,855.50605,736.265725
761.31965,,,736.98865,740.525275,855.6261,736.2873
761.342925,,,737.009125,740.53825,855.686,736.3635
761.354475,,,737.19675,740.555025,855.7891,736.41895
761.36405,,,737.225175,740.57395,855.8562,736.432975
761.375925,,,737.243375,740.59375,855.8682,736.4711
761.4515,,,737.255525,740.63035,856.046025,736.50345
761.542775,,,737.271375,740.64985,856.14355,736.520425
761.5841,,,737.282425,740.674525,856.2768,736.574875
761.614725,,,737.30515,740.71495,856.465875,736.5898
761.637675,,,737.355225,740.745,856.512675,736.622625
761.7266,,,737.49015,740.772125,856.5993,736.6846
761.78115,,,737.528725,740.80245,856.60555,736.725875
761.8086,,,737.55745,740.814475,856.699825,736.7819
761.833125,,,737.575225,740.827,856.731875,736.86125
761.8515,,,737.59885,740.851475,856.752725,736.912725
761.932475,,,737.628425,740.894125,856.82475,736.922275
762.022875,,,737.65355,740.90605,856.87475,736.9402
762.05555,,,737.67605,740.92405,856.91885,736.94315
762.0762,,,737.705,740.95795,857.0659,736.951925
762.10325,,,737.8679,740.97585,857.0886,736.96635
762.116675,,,737.913575,740.98595,857.145225,736.98965
762.15555,,,737.9398,741.0272,857.5331,737.03105
762.281225,,,737.95905,741.057275,857.6383,737.092475
762.44525,,,737.9734,741.093675,857.68055,737.14515
762.4592,,,737.9963,741.11475,857.78385,737.182075
762.47405,,,738.017725,741.147375,857.86365,737.2097
762.489125,,,738.02635,741.166475,857.9548,737.226975
762.52565,,,738.044075,741.205925,858.05615,737.24995
762.557225,,,738.0577,741.241125,858.12625,737.269325
762.571875,,,738.08825,741.285125,858.221,737.285025
762.5883,,,738.144925,741.3187,858.255425,737.3174
762.608925,,,738.2357,741.40265,858.2775,737.371925
762.630725,,,738.2532,741.43585,858.298375,737.453075
762.64125,,,738.3241,741.477225,858.4968,737.48695
762.684275,,,738.35345,741.50995,858.60635,737.506275
762.735875,,,738.3711,741.54155,858.648775,737.544425
762.74815,,,738.39915,741.561125,859.0562,737.560275
762.7703,,,738.44945,741.5892,859.27475,737.64135
762.787475,,,738.49705,741.623375,859.52535,737.676375
762.8077,,,738.548625,741.6746,859.561375,737.721075
762.827175,,,738.6515,741.746325,859.5795,737.736275
762.848475,,,738.6625,741.800075,859.931325,737.768575
762.85845,,,738.686475,741.8214,859.94915,737.8051
762.8744,,,738.709225,741.83835,860.044475,737.87565
762.89135,,,738.720625,741.873175,860.238625,737.9145
762.9194,,,738.736,741.897625,860.2762,737.9288
