SPK_SPKC06c,SPK_SPKC08a,700.008825,SPK_SPKC11a,SPK_SPKC12a,SPK_SPKC12b,SPK_SPKC15b
847.426925,,,809.349575,838.476225,,816.957875
847.4852,,,809.370475,838.487175,,816.9913
847.73785,,,809.3852,838.50515,,817.0526
847.87,,,809.4159,838.520075,,817.09675
847.888825,,,809.4637,838.540625,,817.14455
847.918825,,,809.4859,838.60105,,817.19165
848.04245,,,809.5124,838.65385,,817.2276
848.0558,,,809.527875,838.6954,,817.253225
848.095725,,,809.542275,838.718125,,817.2702
848.145125,,,809.556275,838.8048,,817.2891
848.163525,,,809.564425,838.84565,,817.30055
848.18525,,,809.575675,838.91935,,817.320675
848.213725,,,809.584925,838.988475,,817.349125
848.2751,,,809.5993,839.0338,,817.350575
848.295075,,,809.61645,839.068,,817.37695
848.333375,,,809.64035,839.0906,,817.45605
848.350975,,,809.653225,839.15155,,817.4879
848.379675,,,809.65555,839.196475,,817.518825
848.453325,,,809.664675,839.219175,,817.5559
848.486175,,,809.670775,839.241925,,817.5875
848.553775,,,809.676025,839.25445,,817.612925
848.5814,,,809.68385,839.276275,,817.638375
848.8511,,,809.6938,839.317375,,817.67245
848.859425,,,809.699425,839.3362,,817.6897
848.872825,,,809.7094,839.421175,,817.72525
848.894975,,,809.718525,839.4568,,817.731175
848.923575,,,809.72685,839.50005,,817.74725
849.050075,,,809.741475,839.51635,,817.77525
849.0734,,,809.759225,839.57005,,817.79855
849.292175,,,809.77925,839.59775,,817.8016
849.31725,,,809.805725,839.6353,,817.8796
849.34425,,,809.819225,839.793925,,817.901425
849.56475,,,809.829725,839.877875,,817.90815
849.6362,,,809.835875,839.892525,,817.932425
849.73115,,,809.8496,839.9073,,817.967925
849.78355,,,809.873225,839.922825,,818.003225
850.025525,,,809.8865,840.0591,,818.04695
850.326325,,,809.89395,840.122525,,818.116025
850.36725,,,809.9031,840.196925,,818.156375
850.425,,,809.9262,840.21965,,818.199275
850.560775,,,809.9497,840.233825,,818.2369
850.57645,,,809.961075,840.3064,,818.28395
850.613425,,,809.977025,840.3413,,818.307925
850.655,,,809.991925,840.35445,,818.317525
850.738075,,,810.021175,840.3836,,818.34585
851.013775,,,810.03485,840.407925,,818.377425
851.212375,,,810.050775,840.45365,,818.40525
851.228125,,,810.063525,840.6226,,818.45765
851.2551,,,810.08765,840.7197,,818.4665
851.457975,,,810.10315,840.724725,,818.49545
851.471375,,,810.120175,840.731825,,818.52545
851.50465,,,810.139625,840.743975,,818.56475
851.53615,,,810.155475,840.761325,,818.58655
851.601175,,,810.194025,840.8093,,818.6049
851.635725,,,810.216775,840.831075,,818.6067
851.698425,,,810.2388,840.856525,,818.626825
851.7711,,,810.256425,840.89185,,818.64515
851.7941,,,810.26605,840.969725,,818.6763
851.8254,,,810.27865,841.019675,,818.70055
851.8483,,,810.3008,841.051025,,818.746625
851.92965,,,810.31315,841.06595,,818.796525
851.99025,,,810.327975,841.0899,,818.833975
852.01625,,,810.343775,841.1317,,818.849975
852.0457,,,810.364775,841.146,,818.8734
852.070975,,,810.376375,841.186925,,818.91125
852.090675,,,810.393625,841.19765,,818.944075
852.114125,,,810.40655,841.441675,,818.972725
852.1324,,,810.42895,841.493475,,818.99585
852.1496,,,810.451825,841.739625,,819.0364
852.18725,,,810.48345,841.777975,,819.064225
852.20525,,,810.514975,841.78775,,819.11645
852.23965,,,810.54315,841.7997,,819.1494
852.25575,,,810.5636,841.811975,,819.162675
852.275375,,,810.591075,841.826725,,819.17505
852.299175,,,810.609775,841.86075,,819.1927
852.31855,,,810.63465,841.87115,,819.228375
852.339925,,,810.65895,841.8812,,819.28355
852.389525,,,810.6901,841.9102,,819.3168
852.44355,,,810.71025,841.981175,,819.3469
852.456875,,,810.724725,842.049375,,819.4053
852.4731,,,810.7387,842.148125,,819.434275
852.521275,,,810.74895,842.1849,,819.50275
852.5436,,,810.767,842.203625,,819.534525
852.58205,,,810.7744,842.236625,,819.59595
852.601,,,810.78865,842.268975,,819.622
852.63625,,,810.8094,842.29325,,819.627475
852.665275,,,810.828475,842.310325,,819.670525
852.68125,,,810.84645,842.369175,,819.712775
852.70025,,,810.856275,842.5569,,819.760925
852.7339,,,810.867525,842.57765,,819.789975
852.762325,,,810.8774,842.617175,,819.804725
852.77675,,,810.8859,842.67055,,819.818975
852.79145,,,810.89555,842.738975,,819.847525
852.826225,,,810.908325,842.832075,,819.874225
852.849575,,,810.927525,842.9569,,819.900025
852.871,,,810.943025,843.021075,,819.945825
852.91255,,,810.96415,843.0739,,819.98215
852.956425,,,810.98685,843.088325,,820.07245
853.001775,,,810.99375,843.14425,,820.108925
853.025175,,,811.0287,843.207375,,820.1249
853.0449,,,811.05925,843.288125,,820.1413
853.056575,,,811.0767,843.321,,820.176025
853.090575,,,811.10665,843.351775,,820.179275
853.11065,,,811.131025,843.3896,,820.224825
853.12285,,,811.16105,843.4154,,820.26025
853.1418,,,811.18905,843.47295,,820.266775
853.1626,,,811.2164,843.524075,,820.293675
853.2077,,,811.2435,843.584775,,820.3153
853.233725,,,811.269775,843.622075,,820.37665
853.29505,,,811.28565,843.749175,,820.38155
853.3191,,,811.295475,843.79515,,820.407875
853.33865,,,811.3075,843.8175,,820.44445
853.3606,,,811.318625,843.82405,,820.4466
853.38435,,,811.34585,843.834325,,820.48075
853.4062,,,811.360875,843.850375,,820.52035
853.42115,,,811.376425,843.864875,,820.5393
853.501425,,,811.3825,843.883875,,820.5663
853.6558,,,811.38735,843.893825,,820.5874
853.762425,,,811.391325,843.907925,,820.61435
853.86615,,,811.394325,843.924525,,820.64465
853.937,,,811.3984,843.946925,,820.755225
853.95545,,,811.406375,843.98385,,820.788575
854.00085,,,811.41035,843.99795,,820.833325
854.184375,,,811.420875,844.036625,,820.8376
854.19325,,,811.438975,844.057425,,820.853875
854.25905,,,811.45125,844.1271,,820.862925
854.3206,,,811.483075,844.146275,,820.880025
854.421975,,,811.499,844.18475,,820.9148
854.441475,,,811.514875,844.207825,,820.932525
854.692975,,,811.526525,844.2274,,820.94935
854.724925,,,811.53805,844.261025,,820.977675
854.743275,,,811.552025,844.280825,,821.033075
854.7649,,,811.5609,844.333375,,821.07075
855.0003,,,811.568675,844.368325,,821.166425
855.06255,,,811.57615,844.395825,,821.2044
855.136425,,,811.586375,844.446475,,821.2373
855.157575,,,811.608425,844.52225,,821.254825
855.217475,,,811.6275,844.560625,,821.266875
855.30535,,,811.639225,844.662075,,821.2981
855.335975,,,811.653025,844.7226,,821.306425
855.3661,,,811.65765,844.75055,,821.3186
855.432425,,,811.66555,844.8216,,821.351725
855.462025,,,811.6724,844.88025,,821.399925
855.50685,,,811.679975,844.90315,,821.40895
855.563925,,,811.686225,844.9353,,821.426975
855.686975,,,811.714575,844.937125,,821.455275
855.732725,,,811.727525,845.026725,,821.478675
855.757125,,,811.75155,845.054125,,821.49615
855.78975,,,811.767625,845.07615,,821.52405
855.81605,,,811.79025,845.1823,,821.561075
855.833625,,,811.81075,845.22565,,821.571875
855.8572,,,811.82025,845.2771,,821.616825
855.8843,,,811.833425,845.33495,,821.640125
855.90775,,,811.8544,845.37105,,821.6709
855.9879,,,811.8723,845.39865,,821.731925
856.244075,,,811.889775,845.430775,,821.779375
856.277625,,,811.897275,845.473825,,821.8165
856.3128,,,811.906725,845.5054,,821.878625
856.4668,,,811.9272,845.5361,,821.911475
856.490825,,,811.9789,845.5816,,821.94345
856.5136,,,811.9925,845.78875,,821.98635
856.529825,,,812.01915,845.8136,,822.0184
856.542875,,,812.032975,845.827425,,822.040725
856.575725,,,812.0742,845.8375,,822.0744
856.63115,,,812.085925,845.85885,,822.099875
856.660625,,,812.107,845.892275,,822.112675
856.69695,,,812.116775,845.938825,,822.156675
856.710175,,,812.1288,846.07895,,822.213075
856.732475,,,812.13795,846.106325,,822.243975
856.753325,,,812.15025,846.11965,,822.273125
856.7856,,,812.169525,846.140375,,822.3038
856.80305,,,812.200625,846.146875,,822.317975
856.81415,,,812.241725,846.157275,,822.3372
856.8606,,,812.2626,846.1758,,822.371475
856.90685,,,812.283425,846.1881,,822.42835
857.015475,,,812.289075,846.19815,,822.4544
857.0275,,,812.301225,846.214575,,822.5146
857.057125,,,812.31915,846.236075,,822.52745
857.089425,,,812.3355,846.257175,,822.56765
857.114975,,,812.35335,846.271,,822.619975
857.12855,,,812.369725,846.3367,,822.6585
857.14595,,,812.38105,846.38445,,822.68725
857.178925,,,812.453575,846.42785,,822.712675
857.196,,,812.48015,846.441625,,822.726525
857.217575,,,812.487175,846.45915,,822.737925
857.303925,,,812.4961,846.47355,,822.77325
857.344875,,,812.504825,846.5148,,822.809625
857.390125,,,812.53265,846.53625,,822.8141
857.406775,,,812.543125,846.56275,,822.832175
857.425325,,,812.544375,846.5923,,822.87785
857.441725,,,812.55275,846.62655,,822.91335
857.48525,,,812.568575,846.6735,,822.954625
857.50955,,,812.590475,846.702,,822.960375
857.53395,,,812.61295,846.7242,,822.99105
857.552025,,,812.64125,846.79495,,823.01215
857.618825,,,812.655025,846.819425,,823.01815
857.6391,,,812.67375,846.83175,,823.0604
857.66255,,,812.69255,846.854525,,823.1001
857.697275,,,812.7025,846.9094,,823.10625
857.71405,,,812.713575,846.987625,,823.1577
857.757075,,,812.722475,847.032675,,823.23635
857.770875,,,812.732775,847.18605,,823.2722
857.806475,,,812.738325,847.2128,,823.3325
857.83065,,,812.7473,847.2715,,823.359875
857.853625,,,812.75335,847.296375,,823.369125
857.916725,,,812.7665,847.3846,,823.395675
857.939975,,,812.776675,847.45815,,823.417375
857.9866,,,812.794775,847.512325,,823.445525
858.0106,,,812.810325,847.62695,,823.482275
858.029525,,,812.8301,847.68615,,823.502
858.051575,,,812.86615,847.7058,,823.534725
858.1046,,,812.87665,847.719,,823.566
858.126975,,,812.897575,847.79445,,823.62735
858.14525,,,812.912,847.821775,,823.656125
858.159025,,,812.937625,847.85515,,823.67675
858.196,,,812.957325,847.892,,823.709425
858.25625,,,812.9734,847.97795,,823.7235
858.29915,,,812.981875,848.036925,,823.741925
858.31925,,,812.995975,848.055475,,823.758875
858.3567,,,813.00815,848.093125,,823.77355
858.3754,,,813.0221,848.129725,,823.787125
858.416475,,,813.035375,848.161525,,823.78815
858.464825,,,813.0518,848.291725,,823.79625
858.49745,,,813.0624,848.3337,,823.819825
858.53,,,813.076,848.3682,,823.877
858.555075,,,813.0833,848.394575,,823.8929
858.592925,,,813.094225,848.432575,,823.92435
858.6319,,,813.113775,848.46795,,823.95715
858.796325,,,813.127875,848.494325,,823.978675
858.9184,,,813.1383,848.5615,,824.001875
858.94315,,,813.1454,848.5928,,824.0153
858.958075,,,813.15465,848.6248,,824.02145
858.984375,,,813.178925,848.7086,,824.046525
859.008925,,,813.197325,848.76235,,824.090225
859.02845,,,813.2071,848.829325,,824.103625
859.05715,,,813.2151,848.8773,,824.1454
859.17565,,,813.2267,848.9,,824.2179
859.20735,,,813.24535,848.925825,,824.314125
859.2756,,,813.25445,848.952925,,824.343925
859.301375,,,813.26155,849.01385,,824.3646
859.45045,,,813.274575,849.064475,,824.3847
859.601025,,,813.284575,849.11395,,824.38715
859.676725,,,813.307425,849.153325,,824.40015
859.6962,,,813.3192,849.204675,,824.414675
859.7286,,,813.34945,849.29595,,824.428075
859.748275,,,813.36025,849.3637,,824.44755
859.75515,,,813.3723,849.393375,,824.53445
859.777775,,,813.3915,849.414,,824.59375
859.88275,,,813.39845,849.4641,,824.614975
859.919725,,,813.408075,849.49385,,824.6444
860.14245,,,813.417225,849.525975,,824.662975
860.1568,,,813.4209,849.581875,,824.66995
860.1813,,,813.42895,849.63015,,824.69165
860.23265,,,813.4435,849.657625,,824.707425
860.276925,,,813.46695,849.6809,,824.7274
860.35155,,,813.47825,849.7039,,824.787825
860.373875,,,813.499625,849.754825,,824.88435
860.409,,,813.511025,849.797625,,824.9373
860.42625,,,813.521625,849.953975,,824.9777
860.46135,,,813.560275,850.016875,,825.036475
860.500375,,,813.572375,850.032425,,825.068025
860.5278,,,813.59085,850.10285,,825.120675
860.55165,,,813.60375,850.2041,,825.140225
860.6023,,,813.60655,850.251825,,825.144825
860.637125,,,813.616325,850.3159,,825.209125
860.741725,,,813.6338,850.3838,,825.231425
860.783375,,,813.651225,850.402725,,825.2605
860.847875,,,813.668925,850.452175,,825.2953
860.88745,,,813.68265,850.515725,,825.334625
861.12935,,,813.704725,850.578075,,825.36775
861.14745,,,813.72535,850.71235,,825.40095
861.3946,,,813.73085,850.747275,,825.429775
861.40665,,,813.744525,850.774825,,825.466525
861.429975,,,813.76305,850.845,,825.49125
861.4882,,,813.78815,850.94555,,825.514775
861.533275,,,813.830475,850.9793,,825.535425
861.72945,,,813.852975,851.0145,,825.5543
861.7377,,,813.86395,851.10535,,825.60095
861.781175,,,813.8746,851.160375,,825.62425
861.844125,,,813.896825,851.20905,,825.651725
861.86735,,,813.90985,851.2598,,825.70055
861.8982,,,813.92905,851.302725,,825.759725
861.90675,,,813.9488,851.4132,,825.779575
861.919,,,813.982225,851.452075,,825.782975
861.979875,,,813.999275,851.48655,,825.8092
862.158575,,,814.022725,851.55075,,825.8446
862.16435,,,814.048375,851.58055,,825.890525
862.1833,,,814.083075,851.614025,,825.916175
862.392775,,,814.1034,851.68955,,825.997825
862.405775,,,814.127225,851.708675,,826.02725
862.41645,,,814.146475,851.74425,,826.058525
862.4265,,,814.16895,851.78885,,826.0869
862.4523,,,814.19385,851.796375,,826.131175
862.46425,,,814.210475,851.805425,,826.147375
862.701625,,,814.233125,851.834175,,826.1624
862.744525,,,814.256025,851.847075,,826.17515
862.77915,,,814.276425,851.882525,,826.1915
862.789875,,,814.297175,851.9624,,826.209175
862.82685,,,814.3149,852.064725,,826.24355
862.842675,,,814.336025,852.079125,,826.262375
862.855475,,,814.36515,852.0958,,826.26585
862.9659,,,814.394025,852.132875,,826.2721
863.014775,,,814.4253,852.1748,,826.32435
863.115575,,,814.446025,852.194775,,826.3308
863.18155,,,814.4679,852.254475,,826.351
863.207925,,,814.495175,852.284025,,826.353225
863.23545,,,814.521625,852.37525,,826.384125
863.28445,,,814.54795,852.420775,,826.420925
863.43255,,,814.567075,852.4823,,826.4827
863.4537,,,814.602575,852.511425,,826.500125
863.470625,,,814.62705,852.56215,,826.525175
863.4845,,,814.6559,852.615475,,826.5474
863.515475,,,814.6842,852.668475,,826.556325
863.540325,,,814.7165,852.6997,,826.562825
863.57795,,,814.7389,852.72785,,826.572625
863.604475,,,814.762425,852.7509,,826.613875
863.844075,,,814.792875,852.7759,,826.61615
863.893425,,,814.815575,852.789825,,826.632075
863.932225,,,814.8471,852.80735,,826.694775
864.1786,,,814.85875,852.829125,,826.750275
864.191575,,,814.8833,852.87875,,826.7784
864.20225,,,814.9042,852.8899,,826.804875
864.22885,,,814.9209,852.927175,,826.844325
864.481675,,,814.93655,852.948725,,826.8631
864.49,,,814.957175,853.046775,,826.895275
864.50805,,,814.97885,853.061775,,826.90485
864.514525,,,815.017325,853.074825,,826.93135
864.520225,,,815.04515,853.10675,,826.937725
864.527625,,,815.064475,853.1227,,826.9532
864.57465,,,815.08485,853.17675,,826.98395
864.624875,,,815.0986,853.20855,,827.005275
864.816425,,,815.11645,853.24075,,827.0439
864.83605,,,815.129175,853.300575,,827.067125
864.8448,,,815.148225,853.33885,,827.0832
864.860475,,,815.162225,853.424225,,827.0983
864.874625,,,815.175775,853.449775,,827.118625
864.88495,,,815.190375,853.4732,,827.145775
864.88715,,,815.20485,853.52355,,827.147075
864.88925,,,815.232825,853.559375,,827.163625
865.1071,,,815.268075,853.5758,,827.173225
865.111675,,,815.292825,853.698875,,827.20015
865.116925,,,815.315075,853.74185,,827.23165
865.122125,,,815.341775,853.78375,,827.238625
865.132125,,,815.377925,853.81165,,827.247875
865.136675,,,815.3932,853.825425,,827.269725
865.1383,,,815.41975,853.836325,,827.284225
865.148275,,,815.456925,853.85015,,827.3063
865.1618,,,815.48225,853.857825,,827.33
865.16985,,,815.51075,853.87185,,827.3326
865.17795,,,815.543,853.8857,,827.358775
865.2202,,,815.556,853.903425,,827.377825
865.43275,,,815.583725,854.015625,,827.4176
865.454925,,,815.613425,854.089725,,827.454375
865.50385,,,815.641325,854.20795,,827.48815
865.573675,,,815.6743,854.220475,,827.512875
865.676,,,815.715075,854.2321,,827.56225
865.69415,,,815.754275,854.239725,,827.578675
865.71905,,,815.810975,854.2659,,827.584075
865.72195,,,815.850125,854.2802,,827.604125
865.7421,,,815.900425,854.316975,,827.641425
865.7708,,,815.940125,854.33465,,827.6618
865.78945,,,816.026375,854.3486,,827.6741
865.81775,,,816.091,854.38655,,827.692325
865.83555,,,816.149325,854.4259,,827.747825
866.043025,,,816.200375,854.480325,,827.825325
866.0882,,,816.236775,854.534525,,827.910925
866.13175,,,816.26485,854.5678,,827.93255
866.1721,,,816.3503,854.590175,,827.944525
866.253,,,816.4088,854.603575,,827.96015
866.3232,,,816.55815,854.610675,,827.96755
866.49035,,,816.66495,854.62425,,827.998125
866.5435,,,816.7614,854.6323,,828.023575
866.601125,,,816.813075,854.6372,,828.0359
866.80345,,,816.923825,854.648925,,828.084325
866.809125,,,817.055275,854.6871,,828.114525
867.10445,,,817.117375,854.704725,,828.152925
867.1093,,,817.218625,854.8186,,828.179075
867.117025,,,817.2555,854.97115,,828.213825
867.382625,,,817.276175,854.9832,,828.2334
867.417875,,,817.294525,854.995875,,828.2891
867.669025,,,817.3252,855.003775,,828.29175
867.707925,,,817.373275,855.02705,,828.3542
867.7583,,,817.512,855.047925,,828.3584
867.78545,,,817.61155,855.065375,,828.398475
867.9987,,,817.654675,855.09515,,828.4187
868.032625,,,817.679425,855.126975,,828.45325
868.04575,,,817.722975,855.154775,,828.534725
868.055225,,,817.749325,855.185,,828.563525
868.074825,,,817.796125,855.2351,,828.598975
868.114675,,,817.858325,855.2737,,828.62825
868.332825,,,817.89435,855.31075,,828.6555
868.3429,,,817.93465,855.404975,,828.671025
868.3607,,,818.07335,855.4308,,828.68665
868.390275,,,818.138775,855.44535,,828.697625
868.427975,,,818.1905,855.461175,,828.713
868.547775,,,818.22945,855.4713,,828.71585
868.60085,,,818.276325,855.485225,,828.729075
868.651075,,,818.31165,855.52205,,828.766125
868.841175,,,818.359275,855.577775,,828.807475
868.842375,,,818.47535,855.70885,,828.843775
868.848225,,,818.551275,855.756225,,828.885125
868.8717,,,818.606475,855.770975,,828.919175
868.884,,,818.62855,855.782225,,828.94075
868.924875,,,818.642125,855.794525,,828.962
868.950825,,,818.6525,855.809975,,828.964475
868.9713,,,818.6622,855.876725,,828.977
869.06875,,,818.6745,855.9928,,828.9956
869.2405,,,818.688875,856.037675,,829.009175
869.3003,,,818.712825,856.081375,,829.0184
869.3088,,,818.738575,856.14935,,829.036625
869.3179,,,818.7642,856.178775,,829.04855
869.32605,,,818.8009,856.19315,,829.054025
869.341675,,,818.827975,856.239125,,829.107625
869.358625,,,818.845,856.29655,,829.128325
869.594275,,,818.869075,856.36095,,829.172525
869.616525,,,818.87955,856.4078,,829.20575
869.642725,,,818.89865,856.419725,,829.25075
869.65725,,,818.914625,856.44885,,829.288625
869.688175,,,818.924,856.47985,,829.33695
869.71145,,,818.9523,856.51545,,829.3567
869.7388,,,818.978425,856.52795,,829.3716
869.76475,,,819.004425,856.5434,,829.387625
869.790075,,,819.016325,856.55525,,829.388725
869.803075,,,819.0383,856.577175,,829.3941
869.820575,,,819.052875,856.596075,,829.405975
869.866275,,,819.078725,856.60945,,829.41685
869.8763,,,819.09555,856.645775,,829.461
869.8976,,,819.1197,856.6597,,829.4798
869.91305,,,819.155575,856.667625,,829.5145
869.9629,,,819.1754,856.692225,,829.57615
870.089725,,,819.20575,856.706375,,829.61675
870.162175,,,819.2351,856.726675,,829.726825
870.186875,,,819.276375,856.748875,,829.74735
870.2971,,,819.32695,856.8101,,829.754375
870.491825,,,819.38425,856.825875,,829.76775
870.513725,,,819.421725,856.900075,,829.7812
870.5377,,,819.502625,856.933325,,829.785375
870.559625,,,819.55345,856.9632,,829.802475
870.5803,,,819.59645,856.986325,,829.816975
870.5901,,,819.722725,857.0038,,829.822225
870.614,,,819.7963,857.034425,,829.853825
870.860075,,,819.8396,857.047575,,829.872575
870.939925,,,820.01125,857.05865,,829.91815
870.9577,,,820.0707,857.072975,,829.940225
870.963075,,,820.139,857.08365,,829.986075
870.971425,,,820.166875,857.085875,,830.0182
870.985225,,,820.185325,857.114475,,830.09195
870.992325,,,820.2088,857.13055,,830.132925
871.2344,,,820.240075,857.14975,,830.14265
871.243775,,,820.298875,857.168075,,830.1478
871.256325,,,820.38725,857.261825,,830.1566
871.283975,,,820.57195,857.27335,,830.15795
871.307125,,,820.600625,857.34705,,830.165075
871.324875,,,820.663175,857.44395,,830.179575
871.3406,,,820.85525,857.510575,,830.18185
871.37365,,,820.8594,857.53895,,830.193575
871.4079,,,820.8688,857.557025,,830.20105
871.4265,,,820.876975,857.626425,,830.224525
871.4688,,,820.88355,857.674075,,830.249225
871.47725,,,820.88865,857.695375,,830.251925
871.5073,,,820.89615,857.74065,,830.288825
871.550725,,,820.902875,857.760675,,830.3159
871.5847,,,820.9089,857.797225,,830.3414
871.614025,,,820.918575,857.819125,,830.37155
871.6515,,,820.95185,857.921425,,830.39225
871.6704,,,820.988725,857.9562,,830.4188
871.7056,,,821.027925,857.9897,,830.446525
871.729225,,,821.050175,858.02935,,830.467775
871.806975,,,821.112125,858.046075,,830.494225
871.833625,,,821.15325,858.058725,,830.513625
871.865125,,,821.244275,858.091225,,830.531925
871.8828,,,821.275125,858.1838,,830.558625
871.930275,,,821.31175,858.23655,,830.57855
871.94575,,,821.343,858.2512,,830.594925
871.961775,,,821.357975,858.2849,,830.627175
872.003475,,,821.36635,858.3088,,830.65115
872.0251,,,821.374325,858.34155,,830.667075
872.034375,,,821.384725,858.42635,,830.692825
872.068925,,,821.393675,858.590675,,830.703325
872.089475,,,821.39825,858.64465,,830.717825
872.22855,,,821.402275,858.73905,,830.734275
872.24115,,,821.407175,858.781725,,830.748675
872.2748,,,821.412425,858.8289,,830.7676
872.2942,,,821.419,858.84095,,830.7875
872.3096,,,821.422525,858.862825,,830.818175
872.34775,,,821.432225,858.89455,,830.8295
872.386175,,,821.4459,858.911975,,830.8509
872.43475,,,821.453525,858.9249,,830.87025
872.486975,,,821.46815,858.936825,,830.9053
872.50915,,,821.500575,858.983125,,830.917525
872.52905,,,821.571325,859.010125,,830.964525
872.5513,,,821.6368,859.15535,,830.99395
872.5709,,,821.676375,859.216675,,831.002275
872.62135,,,821.71675,859.27265,,831.0217
872.6327,,,821.72875,859.27955,,831.059325
872.6654,,,821.776325,859.293325,,831.0989
872.69155,,,821.820475,859.307525,,831.1166
872.697775,,,821.8987,859.380825,,831.1262
872.708475,,,821.96005,859.5106,,831.133325
872.723975,,,821.99445,859.554125,,831.1626
872.772525,,,822.034775,859.58825,,831.19315
872.7968,,,822.08385,859.609575,,831.219525
872.8292,,,822.115425,859.6364,,831.2367
872.929275,,,822.15345,859.643725,,831.249925
872.954375,,,822.205,859.741875,,831.26815
872.967775,,,822.280325,859.786825,,831.286875
872.996525,,,822.326775,859.80075,,831.297775
873.03185,,,822.369175,859.8278,,831.33275
873.09135,,,822.4223,859.861475,,831.341675
873.11015,,,822.46555,859.882225,,831.349525
873.1347,,,822.5264,859.9125,,831.396225
873.18255,,,822.62295,859.955325,,831.4179
873.2061,,,822.68585,860.118075,,831.435725
873.306325,,,822.7168,860.144425,,831.45075
873.329925,,,822.75755,860.158725,,831.492175
873.44035,,,822.800425,860.171625,,831.509775
873.464575,,,822.845025,860.189075,,831.5381
873.4788,,,822.921375,860.253275,,831.5654
873.50415,,,822.999375,860.3466,,831.58985
873.59005,,,823.151425,860.3856,,831.6215
873.619625,,,823.240225,860.44645,,831.706175
873.732375,,,823.27815,860.502225,,831.776325
873.90955,,,823.31305,860.52635,,831.823175
873.99045,,,823.353125,860.576225,,831.855125
874.022325,,,823.376775,860.596575,,831.88595
874.07005,,,823.4045,860.616225,,831.928325
874.09265,,,823.4402,860.640225,,831.94655
874.1051,,,823.4698,860.657075,,831.972425
874.12555,,,823.5217,860.702975,,831.995225
874.1883,,,823.5879,860.7943,,832.02295
874.204775,,,823.63555,860.8329,,832.083175
874.2771,,,823.714925,860.87565,,832.1035
874.290475,,,823.736825,860.919425,,832.14175
874.34525,,,823.75335,860.973075,,832.1653
874.38935,,,823.766025,860.98425,,832.1741
874.40695,,,823.777375,861.00105,,832.2044
874.42625,,,823.79485,861.016175,,832.224175
874.509275,,,823.806375,861.036325,,832.23675
874.519825,,,823.822175,861.058125,,832.3276
874.528975,,,823.841825,861.081975,,832.3627
874.53945,,,823.870375,861.113875,,832.3789
874.56125,,,823.9009,861.1446,,832.406325
874.616025,,,823.935275,861.174275,,832.4149
874.63915,,,823.972675,861.229675,,832.4915
874.661625,,,824.0035,861.29535,,832.5058
874.682275,,,824.028875,861.330325,,832.5153
874.704875,,,824.054275,861.3715,,832.52675
874.7212,,,824.07725,861.456125,,832.54825
874.73065,,,824.096025,861.6283,,832.62305
874.738575,,,824.099,861.6563,,832.671825
874.7864,,,824.114575,861.688775,,832.72835
874.827325,,,824.1419,861.70775,,832.79
874.8687,,,824.1765,861.73515,,832.83235
874.92105,,,824.2171,861.766125,,832.869625
874.955775,,,824.246875,861.792025,,832.9107
874.985825,,,824.298275,861.8143,,832.93645
875.02055,,,824.360175,861.843,,832.95175
875.04905,,,824.385625,861.871675,,832.984725
875.153125,,,824.40415,861.91005,,833.02455
875.1752,,,824.421925,861.951575,,833.038925
875.197875,,,824.451625,861.98815,,833.089425
875.2191,,,824.460525,861.99795,,833.11385
875.26945,,,824.4905,862.02505,,833.1547
875.284975,,,824.50985,862.0712,,833.197075
875.309775,,,824.5386,862.1439,,833.2195
875.368675,,,824.577125,862.1628,,833.246775
875.431,,,824.59265,862.18875,,833.2973
875.45435,,,824.643075,862.221675,,833.3225
875.46935,,,824.664675,862.2465,,833.351
875.4882,,,824.6883,862.27085,,833.36885
875.500325,,,824.70385,862.2842,,833.39385
875.525325,,,824.725025,862.291475,,833.431275
875.571075,,,824.759925,862.333525,,833.4512
875.591925,,,824.789325,862.436275,,833.466875
875.6213,,,824.820175,862.502875,,833.48075
875.641725,,,824.884425,862.6894,,833.5242
875.668425,,,824.962375,862.7133,,833.552925
875.679975,,,825.03345,862.7264,,833.60525
875.690975,,,825.0945,862.734925,,833.6695
875.72145,,,825.125225,862.74535,,833.705175
875.7734,,,825.157,862.753875,,833.724025
875.81255,,,825.1878,862.7705,,833.746025
875.82965,,,825.21785,862.789275,,833.760575
875.8665,,,825.2706,862.835125,,833.779075
875.94675,,,825.395225,862.86315,,833.7924
875.966875,,,825.450425,862.896325,,833.807175
875.985,,,825.46935,862.9383,,833.83045
876.017675,,,825.489325,862.975625,,833.853975
876.054,,,825.511,862.99715,,833.888475
876.08995,,,825.523375,863.049275,,833.911825
876.11405,,,825.544625,863.108125,,833.943225
876.143525,,,825.5598,863.1174,,833.9798
876.19565,,,825.5848,863.1324,,834.002525
876.262225,,,825.6098,863.16,,834.023325
876.275725,,,825.627775,863.1778,,834.039875
876.292925,,,825.65315,863.186775,,834.07145
876.353975,,,825.683675,863.2066,,834.106575
876.375725,,,825.753975,863.22015,,834.1179
876.418725,,,825.812975,863.273725,,834.134025
876.43775,,,825.8516,863.326175,,834.163425
876.454125,,,825.894625,863.405675,,834.18235
876.505,,,825.9283,863.427925,,834.2261
876.587275,,,825.9577,863.44055,,834.250675
876.6113,,,826.005675,863.449475,,834.29665
876.64825,,,826.06975,863.464975,,834.321125
876.69705,,,826.121825,863.478025,,834.344275
876.750075,,,826.159575,863.487125,,834.365875
876.795475,,,826.18015,863.516325,,834.38945
