SPK_SPKC01a,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC12a,SPK_SPKC13a
179.144775,,,94.38335,,96.3541
179.7896,,,94.42795,,96.415825
179.965975,,,94.531275,,96.456975
180.011,,,94.55555,,96.520425
180.22775,,,94.575325,,96.774875
180.355075,,,94.6013,,96.8226
180.59565,,,94.628925,,96.853475
180.664875,,,94.671575,,96.974125
180.82665,,,94.71115,,97.0343
181.070925,,,94.762975,,97.081575
181.274375,,,94.818325,,97.1238
181.3123,,,94.8807,,97.21415
181.347225,,,94.9935,,97.2701
181.733275,,,95.05735,,97.419
181.939375,,,95.1342,,97.599475
181.954675,,,95.194575,,97.67275
182.245375,,,95.222575,,97.787225
182.287125,,,95.26065,,97.789925
182.291725,,,95.307075,,97.839075
182.571725,,,95.34045,,97.981975
182.590175,,,95.43275,,98.05435
182.941625,,,95.496075,,98.126475
182.949075,,,95.581575,,98.21215
183.339625,,,95.631925,,98.266025
183.39935,,,95.67265,,98.322975
183.74435,,,95.753725,,98.444625
184.459075,,,95.8705,,98.502
184.7678,,,95.9661,,98.583575
184.876475,,,96.050625,,98.720025
184.979875,,,96.14155,,98.748975
185.11745,,,96.177175,,98.760075
185.563375,,,96.209675,,98.84245
185.571775,,,96.23955,,98.994825
185.903325,,,96.254625,,99.079775
186.174575,,,96.2805,,99.190825
186.213075,,,96.311625,,99.336825
186.423175,,,96.33105,,99.399625
186.572975,,,96.356225,,99.4485
186.89775,,,96.380175,,99.536425
187.046275,,,96.4023,,99.573675
187.365975,,,96.46575,,99.63955
187.414875,,,96.51255,,99.65635
188.4897,,,96.588475,,99.81
188.5032,,,96.6544,,99.899025
188.75585,,,96.689625,,99.966675
188.871025,,,96.75075,,100.05555
188.914775,,,96.940875,,100.21675
189.154375,,,97.03585,,100.330425
189.630725,,,97.134575,,100.3696
189.7561,,,97.19465,,100.4257
189.9076,,,97.248525,,100.475475
189.97235,,,97.43045,,100.678075
,,,97.55765,,100.75775
,,,97.6244,,100.7949
,,,97.742575,,100.808875
,,,97.8388,,100.8488
,,,97.973325,,100.888325
,,,98.107525,,100.9635
,,,98.167375,,101.0358
,,,98.220325,,101.07315
,,,98.318625,,101.122975
,,,98.364775,,101.24365
,,,98.449875,,101.249675
,,,98.472425,,101.3035
,,,98.5929,,101.342475
,,,98.60755,,101.346575
,,,98.730975,,101.41745
,,,98.75975,,101.613925
,,,98.820325,,101.769475
,,,98.906275,,101.83825
,,,98.9665,,101.8982
,,,99.0782,,101.97235
,,,99.1492,,102.074
,,,99.218475,,102.152375
,,,99.254325,,102.22205
,,,99.2941,,102.2771
