SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC06b,SPK_SPKC09a,SPK_SPKC10a,SPK_SPKC14a
,83.8579,,,65.783025,,16.1332,84.7246
,83.913825,,,65.7913,,16.145,84.73465
,83.921175,,,65.80635,,16.153,84.7383
,83.960125,,,65.90705,,16.162375,84.7432
,83.974925,,,66.07825,,16.179375,84.74705
,83.9973,,,66.127975,,16.1863,84.806625
,84.121025,,,66.151375,,16.193675,84.851025
,84.261,,,66.2307,,16.198525,84.91495
,84.3145,,,66.347325,,16.204175,85.0388
,84.3518,,,66.653175,,16.227875,85.125825
,84.362375,,,66.679375,,16.2393,85.1433
,84.3753,,,66.720375,,16.25105,85.1502
,84.527525,,,66.7603,,16.279525,85.2043
,84.89725,,,66.8697,,16.287375,85.21395
,84.953825,,,66.897075,,16.295675,85.486
,85.016925,,,66.9569,,16.3363,85.558075
,85.12635,,,67.0436,,16.361625,85.60995
,85.14405,,,67.1642,,16.377075,85.678925
,85.154425,,,67.179025,,16.4361,85.687025
,85.17195,,,67.20105,,16.457325,85.69955
,85.227025,,,67.3479,,16.491075,85.771625
,85.34975,,,67.544125,,16.5059,85.9161
,85.42755,,,67.592725,,16.5347,85.9644
,85.520475,,,67.637075,,16.5696,86.059875
,85.539025,,,67.67525,,16.613675,86.116
,85.56595,,,67.741075,,16.6374,86.19505
,85.63515,,,67.748,,16.6927,86.2022
,85.7789,,,67.798325,,16.75115,86.216075
,85.831675,,,68.0188,,16.802075,86.26065
,85.836575,,,68.10135,,16.8135,86.32385
,85.938125,,,68.12255,,16.8307,86.3941
,86.051125,,,68.233,,16.8525,86.479425
,86.058175,,,68.242025,,16.8642,86.621775
,86.06415,,,68.254725,,16.87585,86.735925
,86.068925,,,68.332875,,16.884225,86.75205
,86.07475,,,69.055,,16.8916,86.97665
,86.07995,,,69.136,,16.90115,86.99375
,86.09515,,,69.151025,,16.9195,87.01845
,86.11085,,,69.197925,,16.928475,87.04115
,86.128625,,,69.44125,,16.93805,87.045
,86.14495,,,69.5462,,16.95165,87.04985
,86.165025,,,69.61785,,16.964475,87.065225
,86.1821,,,69.7119,,16.97205,87.0803
,86.19115,,,69.748,,16.98235,87.2442
,86.217575,,,69.770375,,16.9969,87.343475
,86.22815,,,69.87435,,17.015025,87.439375
,86.232825,,,69.90575,,17.03435,87.494625
,86.245325,,,69.97245,,17.04675,87.8218
,86.2541,,,70.094725,,17.066225,87.9686
,86.4351,,,70.230825,,17.087075,88.034475
,86.4462,,,70.299675,,17.133425,88.1398
,86.637675,,,70.439175,,17.14945,88.146675
,86.6435,,,70.45015,,17.194975,88.335125
,86.65455,,,70.479175,,17.22645,88.596375
,86.700575,,,70.6369,,17.255025,88.600475
,86.7571,,,70.721775,,17.2568,88.6055
,86.814425,,,70.843725,,17.2705,88.637225
,86.822475,,,71.097,,17.3101,88.648625
,86.83845,,,71.139675,,17.377375,88.807575
,86.872325,,,71.206125,,17.38375,89.00265
,86.976775,,,71.37605,,17.39125,89.025775
,86.9834,,,71.479175,,17.403125,89.037525
,87.0031,,,71.555,,17.411525,89.047425
,87.032325,,,71.82105,,17.451275,89.402625
,87.084125,,,71.88805,,17.460875,89.4252
,87.11905,,,71.906725,,17.47315,89.435175
,87.143475,,,71.923875,,17.4837,89.442925
,87.16045,,,71.98235,,17.521775,89.52785
,87.21485,,,72.002825,,17.532225,89.5365
,87.3838,,,72.0726,,17.5432,89.676075
,87.408875,,,72.1765,,17.556875,89.684025
,87.456175,,,72.196575,,17.571975,89.7201
,87.55005,,,72.9776,,17.5964,89.757775
,87.63335,,,73.0834,,17.6237,90.09485
,87.641425,,,73.360475,,17.6528,90.138225
,87.7658,,,74.273625,,17.6766,90.18015
,87.792,,,74.49715,,17.685225,90.2051
,87.912925,,,74.536325,,17.755325,90.21595
,88.139475,,,74.567825,,17.78435,90.243675
,88.222225,,,74.953325,,17.820725,90.290875
,88.229375,,,74.967475,,17.8368,90.32825
,88.236325,,,75.126225,,17.8407,90.40435
,88.423225,,,75.197375,,17.842725,90.505325
,88.4258,,,75.47225,,17.85015,90.602275
,88.47565,,,75.495175,,17.8557,90.613225
,88.564275,,,75.519775,,17.860175,90.63865
,88.573825,,,75.701175,,17.865625,90.762075
,88.614125,,,75.885425,,17.8751,91.0369
,88.724525,,,75.955075,,17.881325,91.13605
,88.813675,,,76.35815,,17.887425,91.173125
,88.827125,,,76.7451,,17.90845,91.49905
,89.03805,,,76.749025,,17.9271,91.60365
,89.06265,,,76.79505,,17.94115,91.634475
,89.179725,,,76.80985,,17.951375,91.655575
,89.256475,,,76.952875,,17.963275,91.69515
,89.305025,,,77.101475,,17.974475,91.709225
,89.39245,,,77.109025,,17.987825,91.796075
,89.5189,,,77.18325,,18.012325,92.088475
,89.53485,,,77.406025,,18.03255,92.181925
,89.57965,,,77.427725,,18.0506,92.200125
,89.587575,,,77.5095,,18.0736,92.321525
,89.7105,,,77.522275,,18.0999,92.435975
,89.93165,,,77.62455,,18.144525,92.4651
,89.98305,,,77.67505,,18.16715,92.53005
,90.005525,,,77.7342,,18.21165,92.610025
,90.03225,,,77.76625,,18.245325,92.72135
,90.03775,,,77.808,,18.283025,92.754175
,90.1196,,,77.816775,,18.31195,92.7808
,90.151725,,,77.958775,,18.3433,92.87755
,90.27335,,,78.044875,,18.3508,92.89335
,90.330775,,,78.0612,,18.362325,92.957575
,90.372475,,,78.2214,,18.3712,92.984275
,90.48665,,,78.35705,,18.380525,93.01565
,90.499725,,,78.42235,,18.38905,93.106375
,90.585425,,,78.44035,,18.40295,93.119925
,90.592325,,,78.6136,,18.4474,93.17395
,90.626725,,,78.627575,,18.4741,93.18815
,90.6769,,,78.7578,,18.515725,93.22
,91.076625,,,78.83585,,18.54945,93.28745
,91.0959,,,78.893875,,18.614975,93.298225
,91.28675,,,78.96535,,18.635525,93.30585
,91.295975,,,79.03455,,18.639525,93.3074
,91.316025,,,79.162925,,18.645325,93.3379
,91.329675,,,79.202325,,18.651825,93.507175
,91.339,,,79.256425,,18.65615,93.610475
,91.50875,,,79.297975,,18.665925,93.65055
,91.51485,,,79.336025,,18.67025,93.71765
,91.576975,,,79.3402,,18.675675,93.741075
,91.623825,,,79.4295,,18.6811,93.75695
,91.643025,,,79.727725,,18.697625,93.772525
,91.682875,,,79.81225,,18.702775,93.792625
,91.759975,,,79.8726,,18.709575,93.872625
,91.7838,,,80.2489,,18.722375,94.1109
,91.803275,,,80.285175,,18.736225,94.149525
,91.887625,,,80.34975,,18.7434,94.192275
,91.9947,,,80.419325,,18.75,94.43665
,91.998475,,,80.516175,,18.761025,94.688025
,92.0671,,,80.57955,,18.7764,94.70765
,92.165075,,,80.776975,,18.78395,94.742975
,92.170025,,,80.822725,,18.7924,94.761625
,92.20585,,,80.97055,,18.80215,94.83495
,92.255475,,,80.991575,,18.811325,95.1037
,92.293,,,81.02065,,18.82175,95.11815
,92.404725,,,81.13495,,18.85495,95.36555
,92.4275,,,81.26425,,18.8748,95.37415
,92.435725,,,81.286725,,18.89525,95.58035
,92.4416,,,81.3099,,18.92295,95.602925
,92.4523,,,81.342425,,18.9386,95.7031
,92.465875,,,81.374025,,18.964425,95.8302
,92.481875,,,81.457225,,18.9967,95.838125
,92.52485,,,81.63785,,19.030325,95.892275
,92.535025,,,81.6621,,19.054175,95.931875
,92.582875,,,81.8764,,19.067775,95.95585
,92.652275,,,82.075175,,19.076875,95.9824
,92.657975,,,82.167275,,19.085675,96.031975
,92.684625,,,82.21545,,19.087475,96.137025
,92.7714,,,82.351275,,19.09195,96.25085
,92.81035,,,82.446625,,19.1035,96.28385
,92.818275,,,82.59215,,19.114325,96.33255
,92.822075,,,82.622325,,19.13735,96.4498
,92.8444,,,82.662175,,19.1465,96.4912
,93.098575,,,82.71355,,19.15445,96.652925
,93.104875,,,82.819525,,19.1613,96.6592
,93.11345,,,83.111475,,19.168775,96.7321
,93.199225,,,83.1337,,19.177775,96.74335
,93.208525,,,83.30805,,19.184575,96.781175
,93.297625,,,83.360375,,19.190825,96.948625
,93.346375,,,83.374875,,19.201175,97.012325
,93.4226,,,83.454,,19.218675,97.073775
,93.4421,,,83.51655,,19.226225,97.101325
,93.5884,,,83.53785,,19.23325,97.112575
,93.595325,,,83.682475,,19.260375,97.127525
,93.656925,,,83.781825,,19.267025,97.206925
,93.6678,,,83.8409,,19.277625,97.229625
,93.78445,,,83.845125,,19.2874,97.273675
,93.82355,,,83.851775,,19.3334,97.28585
,93.833325,,,83.919325,,19.357525,97.293
,93.8541,,,83.962325,,19.386625,97.3139
,93.99465,,,83.971,,19.43265,97.371875
,94.00355,,,84.044225,,19.473,97.410275
,94.02205,,,84.060675,,19.513275,97.416875
,94.11395,,,84.356075,,19.52675,97.4914
,94.2241,,,84.437875,,19.53095,97.62085
,94.30055,,,84.4832,,19.536875,97.705675
,94.377775,,,84.65515,,19.54125,97.726975
,94.4072,,,84.704975,,19.544775,97.831525
,94.43185,,,84.71615,,19.5536,97.923025
,94.440675,,,84.760375,,19.560825,97.937225
,94.55625,,,84.84295,,19.5657,97.97505
,94.57835,,,84.92615,,19.593025,97.99035
,94.594925,,,85.0167,,19.60345,98.005625
,94.5993,,,85.073125,,19.61265,98.097875
,94.6454,,,85.230775,,19.649775,98.2082
,94.67095,,,85.286975,,19.66455,98.393425
,94.727225,,,85.2994,,19.678,98.450725
,94.776575,,,85.374125,,19.700425,98.4752
,94.781675,,,85.402275,,19.752975,98.48695
,94.879025,,,85.44645,,19.79305,98.5947
,94.9259,,,85.659,,19.829425,98.63605
,94.955425,,,86.129975,,19.88075,98.8899
,94.960675,,,86.856,,19.9256,98.9042
,95.066575,,,87.1996,,19.937725,99.059
,95.248325,,,87.33335,,19.9419,99.08045
,95.272575,,,87.4015,,19.948875,99.097775
,95.291075,,,87.44395,,19.954525,99.25315
,95.295825,,,87.78595,,19.958025,99.47525
,95.3034,,,87.79375,,19.9615,99.531775
,95.3113,,,87.98445,,19.966725,99.61625
,95.33385,,,88.132675,,19.975525,99.69935
,95.351625,,,88.14985,,19.9843,99.704075
,95.401475,,,88.163025,,19.98805,99.7276
,95.4674,,,88.19,,20.003675,99.745775
,95.47135,,,88.35025,,20.010275,99.93525
,95.571575,,,88.592675,,20.022525,100.317475
,95.612575,,,88.885825,,20.045025,100.36195
,95.664675,,,89.162725,,20.059225,101.0527
,95.6805,,,89.406225,,20.087925,101.08015
,95.69055,,,89.8512,,20.110675,101.433875
,95.707975,,,90.350625,,20.1279,101.491025
,95.721775,,,90.47355,,20.15815,101.512675
,95.833875,,,90.5847,,20.202175,101.5389
,95.83745,,,90.681025,,20.2038,101.592075
,95.946925,,,90.9771,,20.2213,101.8368
,96.044575,,,91.164125,,20.3,101.87815
,96.104625,,,91.29685,,20.34135,101.895825
,96.141375,,,91.3906,,20.3467,101.96695
,96.171725,,,91.69955,,20.3552,102.0481
,96.182925,,,91.732,,20.362675,102.10035
,96.301175,,,91.7629,,20.3698,102.371875
,96.382475,,,91.94245,,20.37435,102.38715
,96.4077,,,92.104075,,20.379275,102.43855
,96.4152,,,92.18725,,20.390375,102.451675
,96.42955,,,92.228125,,20.40085,102.794575
,96.43795,,,92.249775,,20.406225,102.827325
,96.484525,,,92.257975,,20.4134,102.8631
,96.598525,,,92.515175,,20.421,102.88545
,96.63165,,,92.5803,,20.4303,102.9667
,96.6728,,,92.74455,,20.4359,103.017825
,96.6994,,,92.802925,,20.452425,103.21075
,96.716575,,,92.867125,,20.461225,103.2199
,96.757725,,,92.886025,,20.467625,103.44225
,96.762325,,,92.90365,,20.481175,103.4951
,96.796225,,,92.93125,,20.4901,103.54275
,96.8168,,,93.080225,,20.49515,103.6588
,96.875075,,,93.19395,,20.513875,103.6954
,96.887325,,,93.198225,,20.5353,103.7291
,96.918875,,,93.305425,,20.551525,103.901675
,97.04365,,,93.4183,,20.591775,103.92435
,97.0631,,,93.5704,,20.60885,103.958225
,97.194675,,,93.656525,,20.672625,103.95965
,97.206125,,,93.922525,,20.695575,104.0153
,97.29175,,,93.982775,,20.7288,104.02255
,97.364225,,,94.1828,,20.78095,104.07455
,97.380675,,,94.2506,,20.787775,104.126175
,97.589175,,,94.62535,,20.793775,104.247175
,97.6017,,,94.675625,,20.7991,104.5368
,97.7106,,,94.732725,,20.800325,104.65335
,97.762725,,,94.82725,,20.807575,104.878425
,97.78485,,,94.874325,,20.82255,104.930425
,97.800425,,,95.00105,,20.832125,104.9434
,97.878125,,,95.107075,,20.8516,105.0764
,97.8844,,,95.21795,,20.859625,105.2068
,97.8878,,,95.406225,,20.866825,105.255275
,97.956425,,,95.580525,,20.8878,105.47815
,98.011375,,,95.588725,,20.913825,105.681
,98.019875,,,95.92065,,20.936725,105.915225
,98.0591,,,95.9683,,20.95025,105.948375
,98.065175,,,96.104875,,20.97015,106.016425
,98.100075,,,96.580025,,21.000775,106.028525
,98.365625,,,96.743875,,21.100275,106.053875
,98.37195,,,96.8438,,21.154275,106.12115
,98.393875,,,96.865975,,21.1721,106.1298
,98.437,,,96.906125,,21.18165,106.2024
,98.477625,,,96.96855,,21.18665,106.2726
,98.499275,,,97.05925,,21.20245,106.299675
,98.5165,,,97.444475,,21.20615,106.6172
,98.56105,,,97.667725,,21.212525,106.63085
,98.625625,,,97.735975,,21.217575,106.93335
,98.635825,,,97.958475,,21.22265,106.97905
,98.640925,,,97.9846,,21.228175,107.0196
,98.6592,,,98.1514,,21.245775,107.086925
,98.691075,,,98.2397,,21.25375,107.186125
,98.69705,,,98.516775,,21.259425,107.270175
,98.702175,,,98.700175,,21.267075,107.660725
,98.937175,,,99.71585,,21.2801,107.710125
,98.9598,,,100.34925,,21.312475,107.8787
,98.9729,,,100.52285,,21.31835,107.89225
,98.99635,,,101.480225,,21.347,107.9
,99.0105,,,101.799725,,21.38375,108.18925
,99.01905,,,101.994475,,21.4116,108.203275
,99.025925,,,102.132175,,21.44355,108.2234
,99.0329,,,102.320275,,21.47505,108.231275
,99.047925,,,102.5857,,21.505,108.4806
,99.052075,,,103.026425,,21.532875,108.80985
,99.062275,,,103.403025,,21.54095,108.934025
,99.0671,,,104.08535,,21.55485,109.198575
,99.0707,,,104.1884,,21.566275,109.2515
,99.076925,,,104.620925,,21.57715,109.432575
,99.087825,,,104.6693,,21.5935,109.494475
,99.095775,,,104.722625,,21.6015,109.5054
,99.192675,,,105.055425,,21.60755,109.525275
,99.247125,,,105.08355,,21.6192,109.60855
,99.3564,,,105.133675,,21.625,109.891225
,99.363325,,,105.278275,,21.63205,110.0652
,99.36775,,,105.291325,,21.6385,110.148875
,99.380425,,,105.3438,,21.6433,110.505075
,99.38405,,,105.90385,,21.65555,110.655125
,99.39775,,,106.107775,,21.674225,110.6619
,99.57455,,,106.5594,,21.71125,110.676225
,99.58965,,,106.93255,,21.7217,110.683875
,99.59505,,,107.285425,,21.732475,110.8444
,99.694025,,,107.43395,,21.75335,110.859725
,99.835325,,,107.546275,,21.76185,110.923325
,99.8468,,,107.660325,,21.774825,111.1677
,99.852275,,,107.780675,,21.822375,111.47935
,99.866575,,,108.114225,,21.83455,111.72385
,99.89425,,,108.8495,,21.89865,111.7917
,99.923825,,,109.456325,,22.018275,111.86555
,99.939725,,,109.518775,,22.057275,111.918225
,100.06075,,,109.616525,,22.062375,112.097
,100.067,,,110.088425,,22.0679,112.1329
,100.07275,,,110.2207,,22.073375,112.157825
,100.150375,,,110.238875,,22.077075,112.2112
,100.180975,,,110.614325,,22.092675,112.2249
,100.19665,,,110.73845,,22.096525,112.243525
,100.25495,,,110.7811,,22.101225,112.4716
,100.317075,,,111.616225,,22.104775,112.733325
,100.328725,,,111.935625,,22.10895,112.7575
,100.359225,,,111.94425,,22.119725,112.76525
,100.3631,,,112.215575,,22.132275,112.815775
,100.425175,,,112.435025,,22.14435,112.849775
,100.441575,,,112.5409,,22.15215,112.859
,100.482725,,,112.587525,,22.179,112.869
,100.499325,,,112.919875,,22.18905,112.920675
,100.513875,,,112.987675,,22.195725,113.098425
,100.5407,,,113.581425,,22.207925,113.3579
,100.5459,,,113.94855,,22.2452,113.364225
,100.594875,,,114.09155,,22.288375,113.390425
,100.605775,,,114.743,,22.329525,113.39855
,100.6238,,,114.7648,,22.3601,113.481825
,100.63875,,,114.78645,,22.436,113.5731
,100.6888,,,114.85595,,22.459575,113.59965
,100.69885,,,114.8737,,22.483225,113.759525
,100.782975,,,114.920875,,22.49775,113.801225
,100.8011,,,114.964175,,22.514975,113.860875
,100.8091,,,115.114425,,22.5248,113.879175
,100.866875,,,115.230675,,22.5461,114.15475
,100.884375,,,115.5657,,22.56575,114.29895
,100.95065,,,115.651275,,22.572275,114.3908
,101.042175,,,115.7358,,22.584,114.567675
,101.069875,,,115.758475,,22.604125,114.62145
,101.115125,,,115.81375,,22.624675,114.71195
,101.195725,,,115.925275,,22.633425,114.74115
,101.211325,,,116.700175,,22.63965,114.865525
,101.219775,,,116.74625,,22.648975,114.8994
,101.2357,,,116.9608,,22.653825,114.90875
,101.242375,,,116.999675,,22.66755,114.9374
,101.264225,,,117.049175,,22.676725,115.043925
,101.3229,,,117.136025,,22.73445,115.0858
,101.3361,,,117.1767,,22.76255,115.12215
,101.349275,,,117.53135,,22.79565,115.349
,101.489625,,,117.6475,,22.810875,115.363825
,101.51255,,,118.04205,,22.83535,115.431325
,101.524375,,,118.209475,,22.87245,115.47825
,101.538575,,,118.27295,,22.886925,115.511725
,101.548825,,,118.7134,,22.9155,115.600925
,101.5567,,,118.7316,,22.967925,115.6571
,101.599625,,,118.747025,,22.996225,115.678675
,101.66755,,,118.8487,,23.008075,115.935075
,101.710975,,,119.156875,,23.01715,115.962375
,101.715225,,,119.5238,,23.022425,115.99995
,101.726675,,,119.91095,,23.0361,116.05395
,101.73025,,,119.9691,,23.039475,116.3436
,101.738275,,,120.0249,,23.043375,116.3761
,101.855575,,,120.43455,,23.04785,116.4836
,101.9929,,,120.44195,,23.053,116.556
,102.09605,,,120.4906,,23.061775,116.5675
,102.099825,,,120.69365,,23.076025,116.621675
,102.115925,,,120.7416,,23.132775,116.72455
,102.122925,,,120.910725,,23.146425,116.85355
,102.131275,,,121.035175,,23.1715,116.98385
,102.13475,,,121.26675,,23.21005,117.048375
,102.159475,,,121.284425,,23.285875,117.08855
,102.17095,,,121.965475,,23.346625,117.171575
,102.192025,,,122.32875,,23.375675,117.1973
,102.208125,,,122.473075,,23.3857,117.427675
,102.223525,,,122.917425,,23.39065,117.5748
,102.2461,,,123.031125,,23.400125,117.5801
,102.283825,,,123.3219,,23.401725,117.637625
,102.340625,,,123.767025,,23.40445,117.651475
,102.3964,,,124.81,,23.42225,117.7746
,102.44695,,,125.033625,,23.428175,117.914025
,102.469325,,,125.26045,,23.4329,117.9438
,102.587325,,,125.445075,,23.43695,117.988225
,102.633925,,,125.4776,,23.44635,118.150275
,102.6572,,,125.538275,,23.462125,118.203
,102.7287,,,125.587975,,23.48925,118.215575
,102.74635,,,125.6487,,23.578975,118.2447
,102.754775,,,125.783625,,23.58985,118.323225
,102.76045,,,125.86485,,23.5985,118.6398
,102.77295,,,125.90535,,23.6061,118.708125
,102.7888,,,126.651525,,23.6169,118.78275
,102.84635,,,126.7134,,23.627175,118.90795
,102.866575,,,127.12655,,23.630025,118.945975
,102.8825,,,127.472475,,23.63595,119.288875
,102.8872,,,127.61355,,23.637125,119.3096
,102.901575,,,128.674975,,23.65055,119.3282
,102.92225,,,128.971225,,23.66435,119.343675
,102.99015,,,129.190325,,23.68625,119.35785
,102.99825,,,129.3318,,23.703425,119.402975
,103.00465,,,129.46675,,23.712175,119.469325
,103.0847,,,129.6099,,23.72525,119.54015
,103.099525,,,129.883075,,23.734975,119.80105
,103.113725,,,129.893025,,23.77315,119.91355
,103.21715,,,129.91885,,23.81235,119.93755
,103.401675,,,130.198525,,23.839825,120.085775
,103.40825,,,130.207925,,23.970575,120.257925
,103.436,,,130.40795,,23.994475,120.33325
,103.4544,,,130.52265,,24.0026,120.461375
,103.462975,,,130.61925,,24.009725,120.496175
,103.471675,,,130.6695,,24.014025,120.524475
,103.5235,,,130.7477,,24.0172,120.675175
,103.6406,,,130.7712,,24.022675,120.70405
,103.688025,,,131.015125,,24.026825,120.7131
,103.779225,,,131.2468,,24.031725,120.816775
,103.7989,,,132.07475,,24.037075,120.957675
,103.807875,,,132.7327,,24.042675,121.093525
,103.8195,,,133.041325,,24.04855,121.127825
,103.8584,,,133.057225,,24.065,121.162125
,103.884575,,,133.164125,,24.0728,121.23795
,103.908925,,,133.52405,,24.083025,121.249325
,103.920575,,,133.542525,,24.11925,121.353925
,103.9372,,,133.73055,,24.1315,121.40605
,103.957975,,,133.92495,,24.15375,121.555325
,103.972175,,,134.097375,,24.183375,121.70075
,103.983025,,,134.396225,,24.218225,121.702925
,103.9902,,,134.424525,,24.2326,121.799775
,104.035825,,,135.327075,,24.245275,121.884725
,104.065825,,,136.1443,,24.255525,122.0107
,104.116775,,,136.83645,,24.265,122.0749
,104.135575,,,137.3259,,24.282275,122.0888
,104.2236,,,137.77865,,24.3246,122.138775
,104.2284,,,137.804425,,24.3382,122.1897
,104.2396,,,137.8383,,24.35125,122.221975
,104.2475,,,138.052775,,24.359025,122.424725
,104.382525,,,138.55035,,24.3666,122.431875
,104.4687,,,138.750825,,24.372575,122.5614
,104.478925,,,139.040225,,24.376775,122.60575
,104.497525,,,139.0841,,24.381275,122.825175
,104.533575,,,139.45655,,24.387675,122.90195
,104.54305,,,139.5758,,24.392925,123.0171
,104.5585,,,140.25585,,24.40795,123.1084
,104.6238,,,140.381075,,24.4258,123.11555
,104.6381,,,140.7194,,24.43675,123.225475
,104.661675,,,140.840325,,24.462025,123.377025
,104.6645,,,140.8895,,24.47485,123.43845
,104.685275,,,141.080375,,24.4832,123.53175
,104.69435,,,141.21735,,24.509775,123.6489
,104.729925,,,141.222025,,24.528375,124.139
,104.74785,,,141.475325,,24.62185,124.20575
,104.7539,,,141.830425,,24.691775,124.30585
,104.764175,,,141.88805,,24.698325,124.3861
,104.767775,,,142.078475,,24.7046,124.525125
,104.77555,,,142.488275,,24.70915,124.561825
,104.7883,,,143.121825,,24.71375,124.5897
,104.8363,,,143.134575,,24.719375,124.73145
,104.857925,,,143.4462,,24.728775,124.77555
,104.8716,,,143.470075,,24.733575,124.799525
,104.884325,,,144.457175,,24.749075,124.9126
,104.8992,,,145.1191,,24.765225,124.927625
,104.960475,,,145.1684,,24.77025,125.0135
,104.988275,,,145.2866,,24.774375,125.32985
,105.0189,,,145.41675,,24.781425,125.4436
,105.028575,,,145.552025,,24.79455,125.485375
,105.2814,,,145.831725,,24.814675,125.50135
,105.298425,,,145.85395,,24.834525,125.523125
,105.34445,,,145.972975,,24.8429,125.67075
,105.384475,,,146.12725,,24.86405,125.714075
,105.411325,,,146.364475,,24.8911,125.723675
,105.5014,,,146.693475,,24.90795,125.75915
,105.507275,,,146.719175,,24.934925,125.789175
,105.5124,,,146.766,,24.95705,126.371825
,105.619825,,,146.915225,,24.974025,126.384475
,105.62395,,,146.97885,,25.02715,126.3889
,105.651475,,,147.1928,,25.049175,126.428025
,105.6768,,,147.241775,,25.05195,126.470325
,105.68495,,,147.382125,,25.06045,126.48515
,105.6967,,,147.400025,,25.07135,126.496075
,105.699225,,,147.999675,,25.07705,126.835375
,105.706975,,,148.231175,,25.089925,126.8448
,105.72825,,,148.3319,,25.109225,126.978775
,105.778425,,,148.463325,,25.11905,127.037325
,105.811025,,,148.621975,,25.13735,127.1518
,105.8274,,,148.6888,,25.154725,127.176025
,105.847025,,,149.007775,,25.167575,127.284825
,106.1348,,,149.0723,,25.190025,127.327825
,106.16305,,,149.102675,,25.20805,127.3644
,106.17845,,,149.41795,,25.2622,127.485725
,106.228225,,,149.568175,,25.277625,127.7602
,106.2445,,,149.573025,,25.3022,127.77635
,106.2568,,,149.6301,,25.313275,127.834325
,106.3012,,,149.776825,,25.31515,127.854625
,106.30835,,,,,25.3223,128.010625
,106.313975,,,,,25.329975,128.123025
,106.4051,,,,,25.349425,128.161775
,106.414075,,,,,25.357825,128.22485
,106.424925,,,,,25.364225,128.2528
,106.449625,,,,,25.371725,128.271375
,106.509925,,,,,25.394975,128.3098
,106.612875,,,,,25.41055,128.70155
,106.628525,,,,,25.436775,129.05125
,106.643125,,,,,25.451475,129.121925
,106.66915,,,,,25.463075,129.2081
,106.69185,,,,,25.4675,129.262375
,106.84275,,,,,25.47445,129.293225
,106.861425,,,,,25.4843,129.574575
,106.8682,,,,,25.496975,129.5944
,106.873075,,,,,25.827675,129.63285
,107.12585,,,,,25.83375,129.69325
,107.1533,,,,,25.8467,129.72415
,107.2139,,,,,25.85595,129.73805
,107.276975,,,,,25.860375,129.812575
,107.39805,,,,,25.86595,129.87665
,107.42475,,,,,25.8701,130.031125
,107.43795,,,,,25.8871,130.075625
,107.443175,,,,,25.893725,130.092075
,107.459525,,,,,25.898575,130.28335
,107.536625,,,,,25.9136,130.42315
,107.7491,,,,,25.928475,130.477825
,107.77515,,,,,26.460275,130.509925
,107.821425,,,,,26.49185,130.54305
,107.86145,,,,,26.541675,130.57405
,107.893775,,,,,26.58525,130.62215
,107.89685,,,,,26.618825,130.6919
,107.94805,,,,,26.6469,130.72345
,107.975825,,,,,26.72265,130.7341
,107.983775,,,,,26.734825,130.8084
,108.048975,,,,,26.749575,130.821075
,108.068425,,,,,26.755825,130.91355
,108.166225,,,,,26.766075,130.977075
,108.2738,,,,,26.7774,131.0109
,108.2851,,,,,26.790275,131.281875
,108.3131,,,,,26.796375,131.29755
,108.343075,,,,,26.810675,131.315125
,108.3551,,,,,26.817075,131.350875
,108.43245,,,,,26.825625,131.453925
,108.458125,,,,,26.84855,131.466525
,108.560225,,,,,26.861925,131.5038
,108.59665,,,,,26.8795,131.57495
,108.626375,,,,,26.906825,131.772725
,108.653425,,,,,26.9346,131.82945
,108.6583,,,,,26.95355,131.85285
,108.741775,,,,,26.98355,132.0815
,108.8068,,,,,27.0209,132.395425
,108.85805,,,,,27.054625,132.549375
,108.96265,,,,,27.076425,132.67035
,109.128175,,,,,27.13875,132.757975
,109.30035,,,,,27.168025,132.877725
,109.36235,,,,,27.1984,132.906325
,109.386525,,,,,27.219325,132.962775
,109.448875,,,,,27.246475,133.09035
,109.620075,,,,,27.30825,133.11465
,109.714525,,,,,27.332175,133.163575
,109.819625,,,,,27.390775,133.182925
,109.891725,,,,,27.404625,133.201575
,109.956875,,,,,27.4149,133.240075
,110.024875,,,,,27.424,133.252325
,110.138925,,,,,27.435725,133.33555
,110.14505,,,,,27.450975,133.441075
,110.2364,,,,,27.459875,133.6853
,110.2673,,,,,27.476,133.7134
,110.3855,,,,,27.4836,133.89335
,110.427775,,,,,27.49675,133.894325
,110.481825,,,,,27.517075,133.9826
,110.5449,,,,,27.53665,133.9937
,110.5739,,,,,27.549975,134.33835
,110.789675,,,,,27.55765,134.37295
,110.7989,,,,,27.5714,134.388925
,110.807175,,,,,27.58705,134.400375
,110.99585,,,,,27.5966,134.409475
,111.039225,,,,,27.606075,134.605875
,111.045725,,,,,27.627625,134.63025
,111.107175,,,,,27.647075,134.6775
,111.1227,,,,,27.673075,134.726975
,111.128725,,,,,27.696175,134.7865
,111.17045,,,,,27.724525,134.7982
,111.2382,,,,,27.7405,134.8278
,111.2596,,,,,27.760375,134.911575
,111.341875,,,,,27.7889,134.9764
,111.4041,,,,,27.80515,135.23425
,111.823975,,,,,27.892075,135.276625
,111.94215,,,,,27.9033,135.568975
,111.9529,,,,,27.90975,135.5997
,112.0459,,,,,27.9189,135.67475
,112.058125,,,,,27.93035,136.0459
,112.0904,,,,,27.934975,136.05795
,112.100975,,,,,27.9421,136.073925
,112.129775,,,,,27.95855,136.102575
