SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC06b,SPK_SPKC09a,SPK_SPKC10a,SPK_SPKC14a
,,,,,,58.912875,
,,,,,,58.933025,
,,,,,,58.94195,
,,,,,,58.955475,
,,,,,,58.971975,
,,,,,,58.980325,
,,,,,,58.98975,
,,,,,,59.007125,
,,,,,,59.03445,
,,,,,,59.05245,
,,,,,,59.07755,
,,,,,,59.120625,
,,,,,,59.151325,
,,,,,,59.18215,
,,,,,,59.2156,
,,,,,,59.25735,
,,,,,,59.2743,
,,,,,,59.284825,
,,,,,,59.303175,
,,,,,,59.3101,
,,,,,,59.32905,
,,,,,,59.3392,
,,,,,,59.349025,
,,,,,,59.375275,
,,,,,,59.402375,
,,,,,,59.436075,
,,,,,,59.482225,
,,,,,,59.5227,
,,,,,,59.56295,
,,,,,,59.585175,
,,,,,,59.603225,
,,,,,,59.613525,
,,,,,,59.66255,
,,,,,,59.679,
,,,,,,59.69465,
,,,,,,59.7053,
,,,,,,59.720775,
,,,,,,59.74025,
,,,,,,59.749275,
,,,,,,59.7595,
,,,,,,59.77135,
,,,,,,59.776375,
,,,,,,59.7775,
,,,,,,59.78735,
,,,,,,59.799275,
,,,,,,59.8092,
,,,,,,59.825075,
,,,,,,59.830475,
,,,,,,59.835,
,,,,,,59.8368,
,,,,,,59.84035,
,,,,,,59.845,
,,,,,,59.853225,
,,,,,,59.86255,
,,,,,,59.8744,
,,,,,,59.895925,
,,,,,,59.904325,
,,,,,,59.9182,
,,,,,,59.9328,
,,,,,,59.9438,
,,,,,,59.95225,
,,,,,,59.9742,
,,,,,,59.98275,
,,,,,,59.9903,
,,,,,,60.011,
,,,,,,60.049125,
,,,,,,60.062625,
,,,,,,60.08985,
,,,,,,60.10445,
,,,,,,60.124125,
,,,,,,60.1367,
,,,,,,60.15155,
,,,,,,60.18015,
,,,,,,60.19255,
,,,,,,60.2038,
,,,,,,60.25675,
,,,,,,60.2703,
,,,,,,60.3006,
,,,,,,60.319875,
,,,,,,60.3328,
,,,,,,60.35635,
,,,,,,60.364125,
,,,,,,60.375125,
,,,,,,60.383325,
,,,,,,60.414275,
,,,,,,60.423725,
,,,,,,60.434425,
,,,,,,60.443675,
,,,,,,60.4492,
,,,,,,60.470425,
,,,,,,60.478725,
,,,,,,60.4918,
,,,,,,60.5039,
,,,,,,60.52935,
,,,,,,60.536875,
,,,,,,60.562625,
,,,,,,60.6022,
,,,,,,60.6196,
,,,,,,60.6452,
,,,,,,60.66775,
,,,,,,60.711025,
,,,,,,60.760225,
,,,,,,60.795375,
,,,,,,60.80655,
,,,,,,60.816625,
,,,,,,60.82355,
,,,,,,60.831825,
,,,,,,60.8393,
,,,,,,60.8437,
,,,,,,60.847475,
,,,,,,60.85265,
,,,,,,60.864975,
,,,,,,60.866525,
,,,,,,60.8777,
,,,,,,60.889925,
,,,,,,60.902,
,,,,,,60.911375,
,,,,,,60.93175,
,,,,,,60.938975,
,,,,,,60.95045,
,,,,,,60.989925,
,,,,,,61.049375,
,,,,,,61.07465,
,,,,,,61.09915,
,,,,,,61.115675,
,,,,,,61.139675,
,,,,,,61.185675,
,,,,,,61.211875,
,,,,,,61.223825,
,,,,,,61.2395,
,,,,,,61.257825,
,,,,,,61.279425,
,,,,,,61.291175,
,,,,,,61.305,
,,,,,,61.316475,
,,,,,,61.334525,
,,,,,,61.35405,
,,,,,,61.366575,
,,,,,,61.38485,
,,,,,,61.399325,
,,,,,,61.415675,
,,,,,,61.445,
,,,,,,61.463675,
,,,,,,61.49065,
,,,,,,61.512375,
,,,,,,61.553975,
,,,,,,61.57675,
,,,,,,61.605125,
,,,,,,61.641225,
,,,,,,61.683325,
,,,,,,61.71545,
,,,,,,61.731775,
,,,,,,61.7463,
,,,,,,61.772575,
,,,,,,61.780425,
,,,,,,61.797975,
,,,,,,61.805,
,,,,,,61.815025,
,,,,,,61.8219,
,,,,,,61.830575,
,,,,,,61.839825,
,,,,,,61.85795,
,,,,,,61.8791,
,,,,,,61.8957,
,,,,,,61.94655,
,,,,,,61.969225,
,,,,,,62.0161,
,,,,,,62.03565,
,,,,,,62.0433,
,,,,,,62.0486,
,,,,,,62.059875,
,,,,,,62.06455,
,,,,,,62.0709,
,,,,,,62.075975,
,,,,,,62.08105,
,,,,,,62.087625,
,,,,,,62.097175,
,,,,,,62.127975,
,,,,,,62.141125,
,,,,,,62.153575,
,,,,,,62.168775,
,,,,,,62.198425,
,,,,,,62.219925,
,,,,,,62.22435,
,,,,,,62.23585,
,,,,,,62.2445,
,,,,,,62.2577,
,,,,,,62.26985,
,,,,,,62.285475,
,,,,,,62.31025,
,,,,,,62.341225,
,,,,,,62.3549,
,,,,,,62.376275,
,,,,,,62.39795,
,,,,,,62.4072,
,,,,,,62.42,
,,,,,,62.434525,
,,,,,,62.448825,
,,,,,,62.455975,
,,,,,,62.463675,
,,,,,,62.4716,
,,,,,,62.486725,
,,,,,,62.50295,
,,,,,,62.521825,
,,,,,,62.538525,
,,,,,,62.55115,
,,,,,,62.57385,
,,,,,,62.593525,
,,,,,,62.6243,
,,,,,,62.670225,
,,,,,,62.70465,
,,,,,,62.747825,
,,,,,,62.757975,
,,,,,,62.76295,
,,,,,,62.773025,
,,,,,,62.785925,
,,,,,,62.7914,
,,,,,,62.7974,
,,,,,,62.803625,
,,,,,,62.808625,
,,,,,,62.8198,
,,,,,,62.825175,
,,,,,,62.830975,
,,,,,,62.842375,
,,,,,,62.848625,
,,,,,,62.8679,
,,,,,,62.873625,
,,,,,,62.8856,
,,,,,,62.894225,
,,,,,,62.9255,
,,,,,,62.9381,
,,,,,,62.951675,
,,,,,,62.966575,
,,,,,,62.9853,
,,,,,,63.0095,
,,,,,,63.022175,
,,,,,,63.032725,
,,,,,,63.040925,
,,,,,,63.048175,
,,,,,,63.072625,
,,,,,,63.08365,
,,,,,,63.092275,
,,,,,,63.09975,
,,,,,,63.132,
,,,,,,63.150075,
,,,,,,63.191275,
,,,,,,63.213875,
,,,,,,63.2499,
,,,,,,63.2732,
,,,,,,63.285975,
,,,,,,63.3216,
,,,,,,63.352425,
,,,,,,63.3834,
,,,,,,63.453,
,,,,,,63.462675,
,,,,,,63.473325,
,,,,,,63.4775,
,,,,,,63.48125,
,,,,,,63.484575,
,,,,,,63.48835,
,,,,,,63.492325,
,,,,,,63.496125,
,,,,,,63.5033,
,,,,,,63.50715,
,,,,,,63.51465,
,,,,,,63.51815,
,,,,,,63.5216,
,,,,,,63.5488,
,,,,,,63.561125,
,,,,,,63.567675,
,,,,,,63.576,
,,,,,,63.592675,
,,,,,,63.6008,
,,,,,,63.60825,
,,,,,,63.62305,
,,,,,,63.627075,
,,,,,,63.635225,
,,,,,,63.65345,
,,,,,,63.671175,
,,,,,,63.708525,
,,,,,,63.73065,
,,,,,,63.7615,
,,,,,,63.791325,
,,,,,,63.8122,
,,,,,,63.84675,
,,,,,,63.875175,
,,,,,,63.902275,
,,,,,,63.9174,
,,,,,,63.93675,
,,,,,,63.9517,
,,,,,,63.95935,
,,,,,,63.969525,
,,,,,,63.98925,
,,,,,,63.998075,
,,,,,,64.004625,
,,,,,,64.02235,
,,,,,,64.02885,
,,,,,,64.037425,
,,,,,,64.057325,
,,,,,,64.067,
,,,,,,64.07675,
,,,,,,64.0835,
,,,,,,64.10535,
,,,,,,64.11905,
,,,,,,64.135675,
,,,,,,64.15195,
,,,,,,64.16995,
,,,,,,64.1819,
,,,,,,64.209975,
,,,,,,64.22415,
,,,,,,64.256425,
,,,,,,64.26515,
,,,,,,64.280125,
,,,,,,64.298025,
,,,,,,64.29935,
,,,,,,64.30875,
,,,,,,64.328475,
,,,,,,64.35395,
,,,,,,64.3641,
,,,,,,64.3931,
,,,,,,64.411675,
,,,,,,64.42085,
,,,,,,64.471825,
,,,,,,64.48165,
,,,,,,64.498925,
,,,,,,64.51575,
,,,,,,64.53855,
,,,,,,64.556,
,,,,,,64.60745,
,,,,,,64.647125,
,,,,,,64.677225,
,,,,,,64.679375,
,,,,,,64.699175,
,,,,,,64.710375,
,,,,,,64.71565,
,,,,,,64.72035,
,,,,,,64.72485,
,,,,,,64.728075,
,,,,,,64.732375,
,,,,,,64.73575,
,,,,,,64.7397,
,,,,,,64.747875,
,,,,,,64.75735,
,,,,,,64.790375,
,,,,,,64.796275,
,,,,,,64.8045,
,,,,,,64.812625,
,,,,,,64.837225,
,,,,,,64.847475,
,,,,,,64.885175,
,,,,,,64.8925,
,,,,,,64.90135,
,,,,,,64.90965,
,,,,,,64.934475,
,,,,,,64.970125,
,,,,,,64.994275,
,,,,,,65.02215,
,,,,,,65.051075,
,,,,,,65.069475,
,,,,,,65.0865,
,,,,,,65.124575,
,,,,,,65.143825,
,,,,,,65.15475,
,,,,,,65.165575,
,,,,,,65.1741,
,,,,,,65.1812,
,,,,,,65.192625,
,,,,,,65.197425,
,,,,,,65.204175,
,,,,,,65.2104,
,,,,,,65.229025,
,,,,,,65.238375,
,,,,,,65.2608,
,,,,,,65.27335,
,,,,,,65.2956,
,,,,,,65.31955,
,,,,,,65.3559,
,,,,,,65.378525,
,,,,,,65.41815,
,,,,,,65.438125,
,,,,,,65.501875,
,,,,,,65.574875,
,,,,,,65.616575,
,,,,,,65.62515,
,,,,,,65.630325,
,,,,,,65.63495,
,,,,,,65.638775,
,,,,,,65.653,
,,,,,,65.656625,
,,,,,,65.668925,
,,,,,,65.67345,
,,,,,,65.700375,
,,,,,,65.73915,
,,,,,,65.748225,
,,,,,,65.760525,
,,,,,,65.772625,
,,,,,,65.796725,
,,,,,,65.810525,
,,,,,,65.840425,
,,,,,,65.858425,
,,,,,,65.89005,
,,,,,,65.89725,
,,,,,,65.9099,
,,,,,,65.922675,
,,,,,,65.9354,
,,,,,,65.961575,
,,,,,,65.977475,
,,,,,,65.99305,
,,,,,,66.029275,
,,,,,,66.042075,
,,,,,,66.0996,
,,,,,,66.1432,
,,,,,,66.183725,
,,,,,,66.189875,
,,,,,,66.19525,
,,,,,,66.199375,
,,,,,,66.203925,
,,,,,,66.2072,
,,,,,,66.2107,
,,,,,,66.2171,
,,,,,,66.21975,
,,,,,,66.222925,
,,,,,,66.2365,
,,,,,,66.25655,
,,,,,,66.262875,
,,,,,,66.27825,
,,,,,,66.3004,
,,,,,,66.3161,
,,,,,,66.3279,
,,,,,,66.350075,
,,,,,,66.3689,
,,,,,,66.4187,
,,,,,,66.46175,
,,,,,,66.6097,
,,,,,,66.638875,
,,,,,,66.645025,
,,,,,,66.649925,
,,,,,,66.66255,
,,,,,,66.669525,
,,,,,,66.67745,
,,,,,,66.679,
,,,,,,66.68105,
,,,,,,66.68935,
,,,,,,66.692975,
,,,,,,66.705525,
,,,,,,66.7191,
,,,,,,66.74855,
,,,,,,66.761575,
,,,,,,66.77265,
,,,,,,66.790125,
,,,,,,66.798975,
,,,,,,66.80585,
,,,,,,66.835975,
,,,,,,66.86,
,,,,,,66.86755,
,,,,,,66.876125,
,,,,,,66.886975,
,,,,,,66.904075,
,,,,,,66.93515,
,,,,,,66.980075,
,,,,,,67.00005,
,,,,,,67.026675,
,,,,,,67.0646,
,,,,,,67.0888,
,,,,,,67.1363,
,,,,,,67.178375,
,,,,,,67.19105,
,,,,,,67.196925,
,,,,,,67.201275,
,,,,,,67.209325,
,,,,,,67.21195,
,,,,,,67.21525,
,,,,,,67.2181,
,,,,,,67.23685,
,,,,,,67.246175,
,,,,,,67.24995,
,,,,,,67.266425,
,,,,,,67.27475,
,,,,,,67.283575,
,,,,,,67.30055,
,,,,,,67.31795,
,,,,,,67.3282,
,,,,,,67.334,
,,,,,,67.35365,
,,,,,,67.3707,
,,,,,,67.38645,
,,,,,,67.396725,
,,,,,,67.414325,
,,,,,,67.425125,
,,,,,,67.437475,
,,,,,,67.488,
,,,,,,67.51375,
,,,,,,67.5685,
,,,,,,67.6378,
,,,,,,67.68265,
,,,,,,67.704875,
,,,,,,67.711875,
,,,,,,67.7194,
,,,,,,67.727025,
,,,,,,67.732175,
,,,,,,67.736575,
,,,,,,67.7417,
,,,,,,67.74965,
,,,,,,67.7608,
,,,,,,67.7646,
,,,,,,67.772625,
,,,,,,67.7773,
,,,,,,67.787425,
,,,,,,67.797225,
,,,,,,67.82925,
,,,,,,67.836575,
,,,,,,67.8505,
,,,,,,67.8649,
,,,,,,67.87975,
,,,,,,67.896425,
,,,,,,67.91275,
,,,,,,67.95125,
,,,,,,67.9539,
,,,,,,67.958375,
,,,,,,68.076975,
,,,,,,68.105525,
,,,,,,68.153125,
,,,,,,68.187625,
,,,,,,68.20215,
,,,,,,68.221975,
,,,,,,68.235675,
,,,,,,68.245675,
,,,,,,68.252275,
,,,,,,68.256625,
,,,,,,68.259525,
,,,,,,68.2614,
,,,,,,68.26555,
,,,,,,68.27125,
,,,,,,68.27655,
,,,,,,68.2954,
,,,,,,68.307575,
,,,,,,68.33365,
,,,,,,68.344075,
,,,,,,68.370325,
,,,,,,68.3927,
,,,,,,68.409175,
,,,,,,68.433775,
,,,,,,68.45495,
,,,,,,68.474175,
,,,,,,68.493775,
,,,,,,68.54765,
,,,,,,68.565875,
,,,,,,68.59345,
,,,,,,68.609775,
,,,,,,68.617675,
,,,,,,68.62595,
,,,,,,68.636525,
,,,,,,68.66425,
,,,,,,68.684625,
,,,,,,68.691,
,,,,,,68.702275,
,,,,,,68.70855,
,,,,,,68.71765,
,,,,,,68.724675,
,,,,,,68.72965,
,,,,,,68.738625,
,,,,,,68.751225,
,,,,,,68.772875,
,,,,,,68.78685,
,,,,,,68.807375,
,,,,,,68.8222,
,,,,,,68.85125,
,,,,,,68.8678,
,,,,,,68.952775,
,,,,,,68.9796,
,,,,,,69.0319,
,,,,,,69.0696,
,,,,,,69.084325,
,,,,,,69.09605,
,,,,,,69.103,
,,,,,,69.108875,
,,,,,,69.1177,
,,,,,,69.122075,
,,,,,,69.142525,
,,,,,,69.150525,
,,,,,,69.156175,
,,,,,,69.168475,
,,,,,,69.184525,
,,,,,,69.19065,
,,,,,,69.2254,
,,,,,,69.2403,
,,,,,,69.251325,
,,,,,,69.28115,
,,,,,,69.305075,
,,,,,,69.320525,
,,,,,,69.3413,
,,,,,,69.37315,
,,,,,,69.398525,
,,,,,,69.4387,
,,,,,,69.49105,
,,,,,,69.5187,
,,,,,,69.58315,
,,,,,,69.640825,
,,,,,,69.675175,
,,,,,,69.700325,
,,,,,,69.7495,
,,,,,,69.768925,
,,,,,,69.780575,
,,,,,,69.785125,
,,,,,,69.79125,
,,,,,,69.796575,
,,,,,,69.799925,
,,,,,,69.809225,
,,,,,,69.823375,
,,,,,,69.828375,
,,,,,,69.832325,
,,,,,,69.83885,
,,,,,,69.846075,
,,,,,,69.856225,
,,,,,,69.864175,
,,,,,,69.871225,
,,,,,,69.8777,
,,,,,,69.887375,
,,,,,,69.892675,
,,,,,,69.904,
,,,,,,69.9256,
,,,,,,69.93915,
,,,,,,69.94915,
,,,,,,69.9619,
,,,,,,69.997775,
,,,,,,70.003975,
,,,,,,70.01505,
,,,,,,70.018625,
,,,,,,70.027575,
,,,,,,70.040775,
,,,,,,70.04845,
,,,,,,70.06925,
,,,,,,70.0789,
,,,,,,70.08655,
,,,,,,70.110025,
,,,,,,70.121225,
,,,,,,70.131525,
,,,,,,70.15145,
,,,,,,70.166575,
,,,,,,70.196425,
,,,,,,70.287275,
,,,,,,70.32845,
,,,,,,70.380625,
,,,,,,70.39185,
,,,,,,70.406425,
,,,,,,70.41705,
,,,,,,70.420325,
,,,,,,70.42495,
,,,,,,70.4285,
,,,,,,70.432225,
,,,,,,70.4443,
,,,,,,70.452275,
,,,,,,70.4642,
,,,,,,70.489825,
,,,,,,70.507625,
,,,,,,70.51695,
,,,,,,70.531075,
,,,,,,70.5398,
,,,,,,70.54415,
,,,,,,70.55285,
,,,,,,70.568825,
,,,,,,70.59145,
,,,,,,70.60865,
,,,,,,70.622425,
,,,,,,70.644525,
,,,,,,70.65865,
,,,,,,70.6616,
,,,,,,70.665975,
,,,,,,70.67655,
,,,,,,70.688175,
,,,,,,70.69015,
,,,,,,70.6988,
,,,,,,70.7052,
,,,,,,70.7229,
,,,,,,70.739225,
,,,,,,70.750725,
,,,,,,70.787625,
,,,,,,70.8316,
,,,,,,70.8774,
,,,,,,70.886075,
,,,,,,70.9085,
,,,,,,70.940375,
,,,,,,70.96365,
,,,,,,70.9724,
,,,,,,70.988075,
,,,,,,71.0116,
,,,,,,71.0254,
,,,,,,71.042125,
,,,,,,71.05615,
,,,,,,71.070375,
,,,,,,71.0856,
,,,,,,71.096475,
,,,,,,71.107825,
,,,,,,71.112275,
,,,,,,71.118775,
,,,,,,71.126525,
,,,,,,71.133375,
,,,,,,71.14015,
,,,,,,71.148075,
,,,,,,71.157675,
,,,,,,71.16565,
,,,,,,71.1758,
,,,,,,71.183375,
,,,,,,71.1916,
,,,,,,71.213925,
,,,,,,71.2251,
,,,,,,71.232625,
,,,,,,71.2482,
,,,,,,71.259075,
,,,,,,71.28225,
,,,,,,71.299475,
,,,,,,71.315375,
,,,,,,71.33345,
,,,,,,71.34535,
,,,,,,71.37405,
,,,,,,71.383575,
,,,,,,71.39875,
,,,,,,71.411575,
,,,,,,71.43255,
,,,,,,71.44525,
,,,,,,71.45545,
,,,,,,71.47495,
,,,,,,71.48675,
,,,,,,71.4939,
,,,,,,71.504,
,,,,,,71.50635,
,,,,,,71.51575,
,,,,,,71.54415,
,,,,,,71.55605,
,,,,,,71.565125,
,,,,,,71.5791,
,,,,,,71.58905,
,,,,,,71.59755,
,,,,,,71.612325,
,,,,,,71.631525,
,,,,,,71.66455,
,,,,,,71.70035,
,,,,,,71.73795,
,,,,,,71.774725,
,,,,,,71.80785,
,,,,,,71.829625,
,,,,,,71.850225,
,,,,,,71.853975,
,,,,,,71.85875,
,,,,,,71.87035,
,,,,,,71.882275,
,,,,,,71.89085,
,,,,,,71.898675,
,,,,,,71.907075,
,,,,,,71.911325,
,,,,,,71.928175,
,,,,,,71.933825,
,,,,,,71.946125,
,,,,,,71.97065,
,,,,,,71.97985,
,,,,,,71.991125,
,,,,,,72.0058,
,,,,,,72.06025,
,,,,,,72.072775,
,,,,,,72.0849,
,,,,,,72.097025,
,,,,,,72.111625,
,,,,,,72.12485,
,,,,,,72.143725,
,,,,,,72.169125,
,,,,,,72.1928,
,,,,,,72.215925,
,,,,,,72.2348,
,,,,,,72.25425,
,,,,,,72.26365,
,,,,,,72.283375,
,,,,,,72.30545,
,,,,,,72.318725,
,,,,,,72.334875,
,,,,,,72.34255,
,,,,,,72.354725,
,,,,,,72.3671,
,,,,,,72.3817,
,,,,,,72.3935,
,,,,,,72.4017,
,,,,,,72.40715,
,,,,,,72.4208,
,,,,,,72.427125,
,,,,,,72.4352,
,,,,,,72.44235,
,,,,,,72.450225,
,,,,,,72.45725,
,,,,,,72.464475,
,,,,,,72.47555,
,,,,,,72.49115,
,,,,,,72.495125,
,,,,,,72.507725,
,,,,,,72.515775,
,,,,,,72.52785,
,,,,,,72.538925,
,,,,,,72.54445,
,,,,,,72.55085,
,,,,,,72.556725,
,,,,,,72.5671,
,,,,,,72.579725,
,,,,,,72.601625,
,,,,,,72.61245,
,,,,,,72.6273,
,,,,,,72.6356,
,,,,,,72.648175,
,,,,,,72.650025,
,,,,,,72.659325,
,,,,,,72.69775,
,,,,,,72.70945,
,,,,,,72.72365,
,,,,,,72.738,
,,,,,,72.748225,
,,,,,,72.767,
,,,,,,72.804275,
,,,,,,72.81305,
,,,,,,72.8379,
,,,,,,72.899525,
,,,,,,72.9089,
,,,,,,72.937875,
,,,,,,72.951575,
,,,,,,72.96345,
,,,,,,72.972325,
,,,,,,72.9814,
,,,,,,72.998675,
,,,,,,73.005725,
,,,,,,73.020525,
,,,,,,73.0281,
,,,,,,73.03435,
,,,,,,73.0544,
,,,,,,73.068025,
,,,,,,73.0751,
,,,,,,73.08035,
,,,,,,73.099725,
,,,,,,73.105725,
,,,,,,73.11455,
,,,,,,73.12125,
,,,,,,73.1392,
,,,,,,73.1449,
,,,,,,73.152,
,,,,,,73.159825,
,,,,,,73.16595,
,,,,,,73.176175,
,,,,,,73.18495,
,,,,,,73.19705,
,,,,,,73.204975,
,,,,,,73.219,
,,,,,,73.230325,
,,,,,,73.244725,
,,,,,,73.271425,
,,,,,,73.28445,
,,,,,,73.301275,
,,,,,,73.314325,
,,,,,,73.34145,
,,,,,,73.369625,
,,,,,,73.382475,
,,,,,,73.4017,
,,,,,,73.416225,
,,,,,,73.42525,
,,,,,,73.4268,
,,,,,,73.431875,
,,,,,,73.43965,
,,,,,,73.445825,
,,,,,,73.453925,
,,,,,,73.461825,
,,,,,,73.470175,
,,,,,,73.47925,
,,,,,,73.48725,
,,,,,,73.498325,
,,,,,,73.508275,
,,,,,,73.5191,
,,,,,,73.526975,
,,,,,,73.535575,
,,,,,,73.54295,
,,,,,,73.558625,
,,,,,,73.57075,
,,,,,,73.59485,
,,,,,,73.62195,
,,,,,,73.6386,
,,,,,,73.671175,
,,,,,,73.697975,
,,,,,,73.7138,
,,,,,,73.7292,
,,,,,,73.735225,
,,,,,,73.745,
,,,,,,73.75045,
,,,,,,73.755675,
,,,,,,73.76315,
,,,,,,73.76785,
,,,,,,73.779725,
,,,,,,73.7861,
,,,,,,73.792225,
,,,,,,73.803175,
,,,,,,73.811975,
,,,,,,73.819975,
,,,,,,73.832075,
,,,,,,73.85385,
,,,,,,73.893925,
,,,,,,73.9139,
,,,,,,73.95345,
,,,,,,74.0334,
,,,,,,74.0391,
,,,,,,74.0463,
,,,,,,74.0531,
,,,,,,74.060225,
,,,,,,74.0654,
,,,,,,74.06995,
,,,,,,74.08285,
,,,,,,74.088875,
,,,,,,74.09465,
,,,,,,74.104875,
,,,,,,74.111325,
,,,,,,74.126025,
,,,,,,74.136525,
,,,,,,74.144575,
,,,,,,74.15395,
,,,,,,74.1624,
,,,,,,74.167575,
,,,,,,74.206025,
,,,,,,74.21635,
,,,,,,74.223275,
,,,,,,74.23255,
,,,,,,74.2718,
,,,,,,74.3236,
,,,,,,74.351075,
,,,,,,74.3734,
,,,,,,74.394925,
,,,,,,74.4144,
,,,,,,74.43675,
,,,,,,74.446575,
,,,,,,74.48695,
,,,,,,74.50075,
,,,,,,74.5241,
,,,,,,74.5356,
,,,,,,74.54445,
,,,,,,74.55485,
,,,,,,74.564975,
,,,,,,74.573,
,,,,,,74.5824,
,,,,,,74.596625,
,,,,,,74.60685,
,,,,,,74.61335,
,,,,,,74.62385,
,,,,,,74.6408,
,,,,,,74.671175,
,,,,,,74.6784,
,,,,,,74.7112,
,,,,,,74.720275,
,,,,,,74.73135,
,,,,,,74.742375,
,,,,,,74.761175,
,,,,,,74.78845,
,,,,,,74.807475,
,,,,,,74.8512,
,,,,,,74.89195,
,,,,,,74.952375,
,,,,,,74.967275,
,,,,,,74.969175,
,,,,,,74.977975,
,,,,,,74.9843,
,,,,,,74.996025,
,,,,,,75.0093,
,,,,,,75.021625,
,,,,,,75.03225,
,,,,,,75.043175,
,,,,,,75.053625,
,,,,,,75.05955,
,,,,,,75.07435,
,,,,,,75.081925,
,,,,,,75.0899,
,,,,,,75.11685,
,,,,,,75.12465,
,,,,,,75.140575,
,,,,,,75.14505,
,,,,,,75.1566,
,,,,,,75.16755,
,,,,,,75.18475,
,,,,,,75.1943,
,,,,,,75.204475,
,,,,,,75.2194,
,,,,,,75.241775,
,,,,,,75.2497,
,,,,,,75.319325,
,,,,,,75.3478,
,,,,,,75.3891,
,,,,,,75.42895,
,,,,,,75.474,
,,,,,,75.48145,
,,,,,,75.485875,
,,,,,,75.49345,
,,,,,,75.498425,
,,,,,,75.50255,
,,,,,,75.5068,
,,,,,,75.510875,
,,,,,,75.514275,
,,,,,,75.51705,
,,,,,,75.521025,
,,,,,,75.524375,
,,,,,,75.532575,
,,,,,,75.53635,
,,,,,,75.541275,
,,,,,,75.546125,
,,,,,,75.5548,
,,,,,,75.559375,
,,,,,,75.56575,
,,,,,,75.57755,
,,,,,,75.593625,
,,,,,,75.611675,
,,,,,,75.629375,
,,,,,,75.636875,
,,,,,,75.646775,
,,,,,,75.6523,
,,,,,,75.661875,
,,,,,,75.6773,
,,,,,,75.69155,
,,,,,,75.706575,
,,,,,,75.725025,
,,,,,,75.7402,
,,,,,,75.7496,
,,,,,,75.774725,
,,,,,,75.7911,
,,,,,,75.829825,
,,,,,,75.859475,
,,,,,,75.902325,
,,,,,,75.967475,
,,,,,,75.979375,
,,,,,,75.98555,
,,,,,,75.9927,
,,,,,,75.99825,
,,,,,,76.0042,
,,,,,,76.009325,
,,,,,,76.01495,
,,,,,,76.02005,
,,,,,,76.024725,
,,,,,,76.035175,
,,,,,,76.0422,
,,,,,,76.04905,
,,,,,,76.05605,
,,,,,,76.0653,
,,,,,,76.07005,
,,,,,,76.07495,
,,,,,,76.08845,
,,,,,,76.105225,
,,,,,,76.113175,
,,,,,,76.124825,
,,,,,,76.13495,
,,,,,,76.142875,
,,,,,,76.17905,
,,,,,,76.19025,
,,,,,,76.198225,
,,,,,,76.210625,
,,,,,,76.2147,
,,,,,,76.2291,
,,,,,,76.2485,
,,,,,,76.291875,
,,,,,,76.326575,
,,,,,,76.38575,
,,,,,,76.392125,
,,,,,,76.4018,
,,,,,,76.409825,
,,,,,,76.418025,
,,,,,,76.42505,
,,,,,,76.4306,
,,,,,,76.434325,
,,,,,,76.439,
,,,,,,76.4534,
,,,,,,76.459175,
,,,,,,76.468825,
,,,,,,76.47445,
,,,,,,76.482425,
,,,,,,76.486,
,,,,,,76.4878,
,,,,,,76.4991,
,,,,,,76.52075,
,,,,,,76.54795,
,,,,,,76.5659,
,,,,,,76.589875,
,,,,,,76.689225,
,,,,,,76.69745,
,,,,,,76.702625,
,,,,,,76.707775,
,,,,,,76.712025,
,,,,,,76.721575,
,,,,,,76.725,
,,,,,,76.731625,
,,,,,,76.734975,
,,,,,,76.754725,
,,,,,,76.77735,
,,,,,,76.78185,
,,,,,,76.786575,
,,,,,,76.7895,
,,,,,,76.797925,
,,,,,,76.8094,
,,,,,,76.819275,
,,,,,,76.826275,
,,,,,,76.835125,
,,,,,,76.845425,
,,,,,,76.8514,
,,,,,,76.860525,
,,,,,,76.866,
,,,,,,76.871275,
,,,,,,76.877625,
,,,,,,76.89145,
,,,,,,76.9231,
,,,,,,76.936175,
,,,,,,76.98185,
,,,,,,77.002475,
,,,,,,77.025625,
,,,,,,77.07,
,,,,,,77.118,
,,,,,,77.137175,
,,,,,,77.142625,
,,,,,,77.149875,
,,,,,,77.1528,
,,,,,,77.15945,
,,,,,,77.163225,
,,,,,,77.16595,
,,,,,,77.17565,
,,,,,,77.178875,
,,,,,,77.1831,
,,,,,,77.186825,
,,,,,,77.19045,
,,,,,,77.194275,
,,,,,,77.1983,
,,,,,,77.202325,
,,,,,,77.2085,
,,,,,,77.21495,
,,,,,,77.22335,
,,,,,,77.23115,
,,,,,,77.2627,
,,,,,,77.273075,
,,,,,,77.283675,
,,,,,,77.297775,
,,,,,,77.348475,
,,,,,,77.373475,
,,,,,,77.398225,
,,,,,,77.44985,
,,,,,,77.4709,
,,,,,,77.479725,
,,,,,,77.4866,
,,,,,,77.490975,
,,,,,,77.508025,
,,,,,,77.5341,
,,,,,,77.538875,
,,,,,,77.56655,
,,,,,,77.567825,
,,,,,,77.5734,
,,,,,,77.6287,
,,,,,,77.65505,
,,,,,,77.6917,
,,,,,,77.7259,
,,,,,,77.7417,
,,,,,,77.765275,
,,,,,,77.786125,
,,,,,,77.809775,
,,,,,,77.849775,
,,,,,,77.87925,
,,,,,,77.906775,
,,,,,,77.917175,
,,,,,,77.924025,
,,,,,,77.94165,
,,,,,,77.946775,
,,,,,,77.964425,
