SPK_SPKC08a (short inhi)
200.56825
200.683175
200.8382
201.092725
201.108125
201.2084
201.32425
201.8152
201.93985
202.007275
202.09475
202.364075
202.6095
202.77915
202.799175
202.950575
203.154825
203.418025
203.55405
203.7688
203.7898
203.935575
204.2089
204.486475
204.5356
205.20345
205.350775
205.484825
205.663125
205.879425
205.932225
206.193825
206.260025
206.387175
206.477025
206.5782
206.736875
206.804675
207.046225
207.05835
207.205975
207.38295
207.47175
207.51085
207.632475
207.766
207.93105
208.110525
208.19485
208.375075
208.607525
208.8589
209.1764
209.219
209.3951
209.509775
209.579475
209.634975
209.671425
209.823725
209.938925
209.988575
210.0349
210.13795
210.658025
210.742675
210.872825
211.1332
211.282525
211.39875
211.5126
211.596425
211.6369
211.861825
212.082725
212.217925
212.431075
212.959825
212.97485
213.814375
216.1437
216.4739
216.607575
216.98145
217.1275
217.385425
217.4187
217.5986
218.05435
218.678525
218.891125
218.931875
219.09055
219.47655
219.58515
219.885575
220.295925
220.8881
221.14335
222.56655
223.814725
225.303825
227.51155
228.313925
228.54095
229.442925
229.555025
229.67805
230.126975
230.4832
230.5691
230.6348
230.676075
231.183125
231.42225
231.654625
231.889325
232.0613
232.2243
232.34965
232.43265
232.510575
232.5775
232.6016
232.7213
232.775625
232.93535
233.6263
233.71515
234.183675
234.263725
234.3624
234.72345
235.188125
235.46735
235.90885
235.9602
236.09725
236.152775
236.21715
236.41155
236.812475
237.14615
237.2149
237.2983
237.3787
237.40125
237.50335
237.53495
237.724325
237.75525
237.915125
238.117775
238.13875
238.30645
238.471025
238.5351
238.579775
238.6582
238.702725
238.77
238.8877
238.988625
239.19795
239.4164
239.72015
239.785275
239.808875
239.88455
240.0159
240.1253
240.34965
240.576175
240.94625
241.804575
243.260025
243.2682
245.408075
246.07025
246.365925
246.50005
246.72505
246.871475
252.8019
253.05215
253.10175
253.2609
253.88295
254.000325
254.090725
254.6313
254.788225
255.79165
255.840225
256.210375
258.982725
259.061425
259.782825
260.0302
262.30975
264.155025
264.7479
264.942975
265.22625
265.278875
265.4545
265.59845
265.632125
265.689575
265.802075
265.907475
266.04085
266.161725
266.7946
267.288525
267.546725
267.9865
268.022175
268.09225
268.151575
268.203425
268.249925
268.400225
268.526575
268.811575
268.9436
269.085925
269.22305
269.29825
269.34645
269.369825
269.721925
269.9829
270.059725
270.187925
270.790525
270.875275
271.046025
271.279225
271.337
271.4533
271.65885
271.683275
271.759475
271.7958
271.9428
272.044575
272.114825
272.2577
272.333975
272.48355
272.8503
272.913725
273.12455
273.25005
273.461725
273.596225
273.671625
273.9659
274.044825
274.250775
274.315375
274.56075
275.34885
275.465625
275.679375
275.8596
275.93405
276.560775
276.615975
276.7257
276.90255
276.914225
277.3166
278.0696
278.181375
278.298
278.6028
278.6438
279.037475
279.083325
279.17205
279.639725
280.280175
280.8581
281.009225
282.1464
282.5665
282.688025
282.774625
282.855725
283.1066
283.231525
283.316
283.436625
283.573975
283.72695
283.75055
283.770075
283.932825
284.18495
284.934075
285.133575
285.917425
288.630175
288.738575
288.753225
288.763475
288.8899
289.321075
289.535425
289.57115
289.711775
289.7228
289.8075
292.59005
292.6693
292.9162
293.3972
293.584
294.097525
294.389425
295.2486
296.77015
297.356675
297.82245
299.09475
299.31165
299.470275
299.56535
299.57605
299.914575
300.608975
302.0862
302.16825
302.322475
302.5496
302.602975
302.9069
303.065425
303.10605
303.611375
303.731575
303.90675
304.055375
304.130275
305.298975
305.336525
305.423675
305.563575
305.6618
305.8861
305.9578
306.705575
307.887725
308.0343
308.0898
308.42715
308.60545
308.730575
309.7147
309.87215
310.037875
310.138325
310.55215
310.6427
310.9867
311.42265
311.4958
311.931925
312.179725
312.458325
312.587025
313.07975
313.357175
313.473125
313.526575
313.607025
314.0165
314.26925
314.510375
314.687775
314.774625
314.929625
314.984575
315.064875
315.189575
315.3217
315.37235
315.42025
315.4925
316.108125
316.169675
316.2805
316.340475
316.4127
316.7547
318.007375
318.15935
318.429375
318.63865
318.768525
319.076575
319.177975
319.3266
319.3427
319.555175
319.618575
319.87495
319.9636
320.0467
320.349625
320.43485
320.571225
320.6565
321.610275
322.77015
322.784275
322.800725
322.808775
323.02105
323.110875
323.231675
323.37785
323.388725
323.67255
324.04815
324.098325
324.42455
324.638025
324.6669
325.368725
325.9425
326.075375
329.054725
329.1452
329.310725
330.732525
331.886075
331.951725
332.469375
332.53505
332.584675
335.0622
335.2402
335.409125
336.84375
337.0559
337.457525
337.632675
338.2092
338.2807
338.29555
338.45885
338.541775
339.16865
339.459625
339.526725
339.591975
340.0197
340.0531
340.16325
340.3292
340.502525
340.5517
340.82495
340.8595
340.953675
341.635825
341.811825
341.97305
342.149875
342.30475
342.471225
342.614875
342.699075
342.83445
342.866775
342.99255
343.08225
343.1806
343.25935
343.27515
343.454375
343.505
343.5911
343.697725
343.79735
343.845375
343.866175
343.9129
344.12075
344.258375
344.64175
344.81455
344.905125
345.042375
345.311225
346.043425
346.229925
347.49635
347.618725
348.477425
349.151575
349.265625
349.520525
349.8387
350.075025
351.407975
351.550275
351.6799
351.817275
352.271325
353.220275
353.5271
354.363325
354.8984
355.189075
355.39775
355.460175
355.48975
355.818975
356.35105
356.451275
356.8921
357.24045
357.369625
357.40125
357.4847
357.5421
357.636425
357.996825
358.1212
358.25865
358.597975
358.70925
359.083475
359.936275
359.952175
360.30205
360.4674
360.67435
360.786075
361.2417
361.740775
361.926475
362.24615
362.33885
362.8704
363.013125
363.300675
363.30565
363.347975
363.699875
363.83145
364.16395
364.760975
364.777825
364.809075
364.9338
365.065225
365.18455
365.4636
365.506525
365.51055
365.61395
365.7096
365.778
365.860025
366.021575
366.41125
367.26815
367.323125
367.3905
367.683225
367.698225
368.0016
368.034075
368.297775
368.9586
370.973125
371.23595
373.29935
373.82635
374.456175
374.714025
375.098525
375.402475
375.540175
375.7588
375.876675
375.91395
376.184325
376.318875
376.407275
377.40155
377.5636
377.673725
377.8987
378.19795
378.915975
379.1156
379.3129
379.381675
379.672725
379.695425
379.7913
380.107675
380.566625
380.596775
380.703025
381.10625
381.38485
381.793875
382.281975
382.578475
382.9185
382.977325
383.07735
383.6347
383.787625
385.4219
386.9066
386.9518
387.024975
387.662375
387.82485
387.926975
388.0963
388.28535
388.422225
388.510875
388.896525
388.942025
389.1246
389.17095
389.228525
389.44475
389.547975
389.570475
389.66565
389.7636
389.8206
389.8282
389.9537
390.02015
390.3074
390.485175
390.6317
390.679725
390.83
391.183975
391.206725
391.29505
391.842975
391.922925
392.391275
392.430575
392.4416
392.52215
392.588125
392.660225
392.757925
392.84745
393.013025
393.072875
393.13035
393.16815
393.250675
393.405775
393.47305
393.609075
393.8206
394.08
394.189425
394.36565
394.643175
394.792725
394.84115
394.885325
394.96475
395.110025
395.2278
395.410125
395.516125
395.6117
395.653325
395.78955
396.03375
396.149275
396.286425
396.4552
396.54375
396.670125
396.730175
396.84425
396.968875
397.10395
397.136475
397.316175
397.431625
397.68105
397.89265
397.9498
398.248975
398.325625
398.410725
398.570325
398.64525
398.7672
398.808275
399.35945
399.4398
399.510875
399.77475
399.8743
399.926975
399.951625
